"reference_period_qq","metcode","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","inventory_per_10kpop"
"1988-2","0140","June 30, 1988","CALGARY",172,306,0.562091503267974,0.0849673202614379,NA,NA,NA,NA
"1988-3","0140","September 30, 1988","CALGARY",137,550,0.249090909090909,0.0472727272727273,NA,NA,NA,NA
"1988-4","0140","December 31, 1988","CALGARY",118,400,0.295,0.07,NA,NA,NA,NA
"1989-1","0140","March 31, 1989","CALGARY",146,339,0.430678466076696,0.00589970501474926,NA,NA,NA,NA
"1989-2","0140","June 30, 1989","CALGARY",233,618,0.377022653721683,0.00323624595469256,NA,NA,NA,NA
"1989-3","0140","September 30, 1989","CALGARY",290,742,0.390835579514825,0,NA,NA,NA,NA
"1989-4","0140","December 31, 1989","CALGARY",363,640,0.5671875,0,NA,NA,NA,NA
"1990-1","0140","March 31, 1990","CALGARY",426,893,0.477043673012318,0,NA,NA,NA,NA
"1990-2","0140","June 30, 1990","CALGARY",585,1150,0.508695652173913,0,NA,NA,NA,NA
"1990-3","0140","September 30, 1990","CALGARY",634,1255,0.505179282868526,0,NA,NA,NA,NA
"1990-4","0140","December 31, 1990","CALGARY",575,946,0.607822410147992,0,NA,NA,NA,NA
"1991-1","0140","March 31, 1991","CALGARY",519,700,0.741428571428571,0.0128571428571429,NA,NA,NA,NA
"1991-2","0140","June 30, 1991","CALGARY",663,803,0.825653798256538,0.0112079701120797,NA,NA,NA,NA
"1991-3","0140","September 30, 1991","CALGARY",689,1013,0.680157946692991,0.0118460019743337,NA,NA,NA,NA
"1991-4","0140","December 31, 1991","CALGARY",645,900,0.716666666666667,0.0133333333333333,NA,NA,NA,NA
"1992-1","0140","March 31, 1992","CALGARY",614,925,0.663783783783784,0.00324324324324324,NA,NA,NA,NA
"1992-2","0140","June 30, 1992","CALGARY",614,1106,0.555153707052441,0,NA,NA,NA,NA
"1992-3","0140","September 30, 1992","CALGARY",516,1087,0.474701011959522,0,NA,NA,NA,NA
"1992-4","0140","December 31, 1992","CALGARY",554,916,0.604803493449782,0,NA,NA,NA,NA
"1993-1","0140","March 31, 1993","CALGARY",581,815,0.712883435582822,0,NA,NA,NA,NA
"1993-2","0140","June 30, 1993","CALGARY",716,1088,0.658088235294118,0,NA,NA,NA,NA
"1993-3","0140","September 30, 1993","CALGARY",683,1125,0.607111111111111,0,NA,NA,NA,NA
"1993-4","0140","December 31, 1993","CALGARY",641,1016,0.630905511811024,0,NA,NA,NA,NA
"1994-1","0140","March 31, 1994","CALGARY",739,965,0.76580310880829,0,NA,NA,NA,NA
"1994-2","0140","June 30, 1994","CALGARY",669,1200,0.5575,0,NA,NA,NA,NA
"1994-3","0140","September 30, 1994","CALGARY",727,1270,0.57244094488189,0,NA,NA,NA,NA
"1994-4","0140","December 31, 1994","CALGARY",671,969,0.692466460268318,0,NA,NA,NA,NA
"1995-1","0140","March 31, 1995","CALGARY",938,1120,0.8375,0,NA,NA,NA,NA
"1995-2","0140","June 30, 1995","CALGARY",906,1343,0.674609084139985,0,NA,NA,NA,NA
"1995-3","0140","September 30, 1995","CALGARY",758,1286,0.589424572317263,0,NA,NA,NA,NA
"1995-4","0140","December 31, 1995","CALGARY",976,1132,0.862190812720848,0,NA,NA,NA,NA
"1996-1","0140","March 31, 1996","CALGARY",974,1137,0.856640281442392,0,NA,NA,NA,NA
"1996-2","0140","June 30, 1996","CALGARY",885,1252,0.706869009584665,0,NA,NA,NA,NA
"1996-3","0140","September 30, 1996","CALGARY",754,1200,0.628333333333333,0,NA,NA,NA,NA
"1996-4","0140","December 31, 1996","CALGARY",692,1051,0.658420551855376,0,NA,NA,NA,NA
"1997-1","0140","March 31, 1997","CALGARY",669,981,0.681957186544342,0,NA,NA,NA,NA
"1997-2","0140","June 30, 1997","CALGARY",604,1198,0.504173622704507,0,NA,NA,NA,NA
"1997-3","0140","September 30, 1997","CALGARY",567,1298,0.436825885978428,0,NA,NA,NA,NA
"1997-4","0140","December 31, 1997","CALGARY",551,1274,0.432496075353218,0,NA,NA,NA,NA
"1998-1","0140","March 31, 1998","CALGARY",616,1186,0.519392917369309,0,NA,NA,NA,NA
"1998-2","0140","June 30, 1998","CALGARY",701,1414,0.495756718528996,0,NA,NA,NA,NA
"1998-3","0140","September 30, 1998","CALGARY",785,1667,0.470905818836233,0,NA,NA,NA,NA
"1998-4","0140","December 31, 1998","CALGARY",865,1642,0.52679658952497,0.0115712545676005,NA,NA,NA,NA
"1999-1","0140","March 31, 1999","CALGARY",1062,1526,0.695937090432503,0.0176933158584535,NA,NA,NA,NA
"1999-2","0140","June 30, 1999","CALGARY",1093,1529,0.714846304774362,0.0183126226291694,NA,NA,NA,NA
"1999-3","0140","September 30, 1999","CALGARY",1041,1506,0.691235059760956,0.0212483399734396,NA,NA,NA,NA
"1999-4","0140","December 31, 1999","CALGARY",1150,1552,0.740979381443299,0.0425257731958763,NA,NA,NA,NA
"2000-1","0140","March 31, 2000","CALGARY",1219,1516,0.804089709762533,0.066622691292876,NA,NA,NA,NA
"2000-2","0140","June 30, 2000","CALGARY",1338,1721,0.777454968041836,0.0563625798954096,NA,NA,NA,NA
"2000-3","0140","September 30, 2000","CALGARY",1245,1737,0.716753022452504,0.0673575129533679,NA,NA,NA,NA
"2000-4","0140","December 31, 2000","CALGARY",1319,1557,0.847141939627489,0.111111111111111,NA,NA,NA,NA
"2001-1","0140","March 31, 2001","CALGARY",1614,1585,1.01829652996845,0.126813880126183,NA,NA,NA,NA
"2001-2","0140","June 30, 2001","CALGARY",1513,1647,0.918639951426837,0.109289617486339,NA,NA,NA,NA
"2001-3","0140","September 30, 2001","CALGARY",1318,1671,0.788749251944943,0.0957510472770796,NA,NA,NA,NA
"2001-4","0140","December 31, 2001","CALGARY",1123,1565,0.717571884984026,0.0984025559105431,NA,NA,NA,NA
"2002-1","0140","March 31, 2002","CALGARY",1022,1446,0.706777316735823,0.101659751037344,NA,NA,NA,NA
"2002-2","0140","June 30, 2002","CALGARY",952,1526,0.623853211009174,0.0878112712975098,NA,NA,NA,NA
"2002-3","0140","September 30, 2002","CALGARY",878,1592,0.551507537688442,0.0684673366834171,NA,NA,NA,NA
"2002-4","0140","December 31, 2002","CALGARY",866,1417,0.611150317572336,0.0783345095271701,NA,NA,NA,NA
"2003-1","0140","March 31, 2003","CALGARY",948,1462,0.648426812585499,0.0677154582763338,NA,NA,NA,NA
"2003-2","0140","June 30, 2003","CALGARY",974,1610,0.604968944099379,0.0614906832298137,NA,NA,NA,NA
"2003-3","0140","September 30, 2003","CALGARY",982,1661,0.591210114388922,0.0415412402167369,NA,NA,NA,NA
"2003-4","0140","December 31, 2003","CALGARY",1149,1687,0.681090693538826,0.036751630112626,NA,NA,NA,NA
"2004-1","0140","March 31, 2004","CALGARY",1157,1467,0.788684389911384,0.0320381731424676,NA,NA,NA,NA
"2004-2","0140","June 30, 2004","CALGARY",1136,1647,0.689738919247116,0.0121432908318154,NA,NA,NA,NA
"2004-3","0140","September 30, 2004","CALGARY",1120,1770,0.632768361581921,0.00790960451977401,NA,NA,NA,NA
"2004-4","0140","December 31, 2004","CALGARY",1186,1699,0.698057680988817,0.00824014125956445,NA,NA,NA,NA
"2005-1","0140","March 31, 2005","CALGARY",1289,1404,0.918091168091168,0.00356125356125356,NA,NA,NA,NA
"2005-2","0140","June 30, 2005","CALGARY",1307,1709,0.764774722059684,0.00292568753657109,NA,NA,NA,NA
"2005-3","0140","September 30, 2005","CALGARY",996,1605,0.620560747663551,0,NA,NA,NA,NA
"2005-4","0140","December 31, 2005","CALGARY",794,1350,0.588148148148148,0,NA,NA,NA,NA
"2006-1","0140","March 31, 2006","CALGARY",672,1307,0.514154552410099,0,NA,NA,NA,NA
"2006-2","0140","June 30, 2006","CALGARY",557,1353,0.411677753141168,0,NA,NA,NA,NA
"2006-3","0140","September 30, 2006","CALGARY",564,1202,0.469217970049917,0.00249584026622296,NA,NA,NA,NA
"2006-4","0140","December 31, 2006","CALGARY",543,1136,0.477992957746479,0.00264084507042254,NA,NA,NA,NA
"2007-1","0140","March 31, 2007","CALGARY",506,1064,0.475563909774436,0,NA,NA,NA,NA
"2007-2","0140","June 30, 2007","CALGARY",503,1394,0.360832137733142,0,NA,NA,NA,NA
"2007-3","0140","September 30, 2007","CALGARY",515,1155,0.445887445887446,0,NA,NA,NA,NA
"2007-4","0140","December 31, 2007","CALGARY",560,1410,0.397163120567376,0.00212765957446809,NA,NA,NA,NA
"2008-1","0140","March 31, 2008","CALGARY",797,1357,0.587324981577008,0.0250552689756817,NA,NA,NA,NA
"2008-2","0140","June 30, 2008","CALGARY",753,1283,0.586905689789556,0.00623538581449727,NA,NA,NA,NA
"2008-3","0140","September 30, 2008","CALGARY",884,1251,0.706634692246203,0.00639488409272582,NA,NA,NA,NA
"2008-4","0140","December 31, 2008","CALGARY",1008,1292,0.780185758513932,0.00619195046439629,NA,NA,NA,NA
"2009-1","0140","March 31, 2009","CALGARY",1114,1209,0.921422663358147,0.00909842845326716,NA,NA,NA,NA
"2009-2","0140","June 30, 2009","CALGARY",1084,1166,0.92967409948542,0.00600343053173242,NA,NA,NA,NA
"2009-3","0140","September 30, 2009","CALGARY",908,514,1.76653696498054,0.0291828793774319,NA,NA,NA,NA
"2009-4","0140","December 31, 2009","CALGARY",898,490,1.83265306122449,0.0469387755102041,NA,NA,NA,NA
"2010-1","0140","March 31, 2010","CALGARY",920,488,1.88524590163934,0.0737704918032787,NA,NA,NA,NA
"2010-2","0140","June 30, 2010","CALGARY",1059,451,2.34811529933481,0.0753880266075388,NA,NA,NA,NA
"2010-3","0140","September 30, 2010","CALGARY",1181,455,2.5956043956044,0.6,NA,NA,NA,NA
"2010-4","0140","December 31, 2010","CALGARY",1130,503,2.24652087475149,0.532803180914513,NA,NA,NA,NA
"2011-1","0140","March 31, 2011","CALGARY",1079,443,2.43566591422122,0.607223476297968,NA,NA,NA,NA
"2011-2","0140","June 30, 2011","CALGARY",1007,467,2.15631691648822,0.518201284796574,NA,NA,NA,NA
"2011-3","0140","September 30, 2011","CALGARY",1071,543,1.97237569060773,0.453038674033149,NA,NA,NA,NA
"2011-4","0140","December 31, 2011","CALGARY",954,617,1.54619124797407,0.366288492706645,NA,NA,NA,NA
"2012-1","0140","March 31, 2012","CALGARY",1029,575,1.7895652173913,0.413913043478261,NA,NA,NA,NA
"2012-2","0140","June 30, 2012","CALGARY",915,551,1.66061705989111,0.441016333938294,NA,NA,NA,NA
"2012-3","0140","September 30, 2012","CALGARY",848,565,1.50088495575221,0.348672566371681,NA,NA,NA,NA
"2012-4","0140","December 31, 2012","CALGARY",864,542,1.59409594095941,0.300738007380074,NA,NA,NA,NA
"2013-1","0140","March 31, 2013","CALGARY",909,490,1.85510204081633,0.33265306122449,NA,NA,NA,NA
"2013-2","0140","June 30, 2013","CALGARY",853,491,1.73727087576375,0.203665987780041,NA,NA,NA,NA
"2013-3","0140","September 30, 2013","CALGARY",654,479,1.36534446764092,0.15866388308977,NA,NA,NA,NA
"2013-4","0140","December 31, 2013","CALGARY",515,456,1.12938596491228,0.0921052631578947,NA,NA,NA,NA
"2014-1","0140","March 31, 2014","CALGARY",506,466,1.08583690987124,0.0836909871244635,NA,NA,NA,NA
"2014-2","0140","June 30, 2014","CALGARY",473,423,1.11820330969267,0.0354609929078014,NA,NA,NA,NA
"2014-3","0140","September 30, 2014","CALGARY",399,365,1.09315068493151,0.0191780821917808,NA,NA,NA,NA
"2014-4","0140","December 31, 2014","CALGARY",451,417,1.08153477218225,0.00959232613908873,NA,NA,NA,NA
"2015-1","0140","March 31, 2015","CALGARY",554,448,1.23660714285714,0.0334821428571429,NA,NA,NA,NA
"2015-2","0140","June 30, 2015","CALGARY",560,436,1.28440366972477,0.0642201834862385,NA,NA,NA,NA
"2015-3","0140","September 30, 2015","CALGARY",607,410,1.48048780487805,0.141463414634146,NA,NA,NA,NA
"2015-4","0140","December 31, 2015","CALGARY",807,503,1.60437375745527,0.165009940357853,NA,NA,NA,NA
"2016-1","0140","March 31, 2016","CALGARY",957,527,1.81593927893738,0.153700189753321,NA,NA,NA,NA
"2016-2","0140","June 30, 2016","CALGARY",1092,541,2.0184842883549,0.243992606284658,NA,NA,NA,NA
"2016-3","0140","September 30, 2016","CALGARY",1276,539,2.36734693877551,0.352504638218924,NA,NA,NA,NA
"2016-4","0140","December 31, 2016","CALGARY",1510,617,2.44732576985413,0.470016207455429,NA,NA,NA,NA
"2017-1","0140","March 31, 2017","CALGARY",2013,722,2.78808864265928,0.523545706371191,NA,NA,NA,NA
"2017-2","0140","June 30, 2017","CALGARY",1917,685,2.7985401459854,0.605839416058394,NA,NA,NA,NA
"2017-3","0140","September 30, 2017","CALGARY",1782,657,2.71232876712329,0.636225266362253,NA,NA,NA,NA
"2017-4","0140","December 31, 2017","CALGARY",2030,728,2.78846153846154,0.616758241758242,NA,NA,NA,NA
"2018-1","0140","March 31, 2018","CALGARY",2009,775,2.59225806451613,0.579354838709677,NA,NA,NA,NA
"2018-2","0140","June 30, 2018","CALGARY",1917,818,2.34352078239609,0.526894865525672,NA,NA,NA,NA
"2018-3","0140","September 30, 2018","CALGARY",2087,887,2.35287485907554,0.507328072153326,NA,NA,NA,NA
"2018-4","0140","December 31, 2018","CALGARY",2105,968,2.1745867768595,0.440082644628099,NA,NA,NA,NA
"2019-1","0140","March 31, 2019","CALGARY",1971,984,2.0030487804878,0.419715447154472,NA,NA,NA,NA
"2019-2","0140","June 30, 2019","CALGARY",1978,1013,1.95261599210267,0.419545903257651,NA,NA,NA,NA
"2019-3","0140","September 30, 2019","CALGARY",2077,1066,1.9484052532833,0.449343339587242,NA,NA,NA,NA
"2019-4","0140","December 31, 2019","CALGARY",2217,1117,1.98478066248881,0.367054610564011,NA,NA,NA,NA
"2020-1","0140","March 31, 2020","CALGARY",2349,1072,2.19123134328358,0.398320895522388,NA,NA,NA,NA
"2020-2","0140","June 30, 2020","CALGARY",2315,1074,2.15549348230912,0.329608938547486,NA,NA,NA,NA
"2020-3","0140","September 30, 2020","CALGARY",2028,936,2.16666666666667,0.370726495726496,NA,NA,NA,NA
"2020-4","0140","December 31, 2020","CALGARY",1942,815,2.38282208588957,0.462576687116564,NA,NA,NA,NA
"2021-1","0140","March 31, 2021","CALGARY",1701,711,2.39240506329114,0.485232067510549,NA,NA,NA,NA
"2021-2","0140","June 30, 2021","CALGARY",1236,596,2.0738255033557,0.523489932885906,NA,NA,NA,NA
"2021-3","0140","September 30, 2021","CALGARY",1064,594,1.79124579124579,0.430976430976431,NA,NA,NA,NA
"2021-4","0140","December 31, 2021","CALGARY",1019,555,1.83603603603604,0.428828828828829,NA,NA,NA,NA
"2022-1","0140","March 31, 2022","CALGARY",794,430,1.84651162790698,0.374418604651163,NA,NA,NA,NA
"2022-2","0140","June 30, 2022","CALGARY",608,439,1.38496583143508,0.30751708428246,NA,NA,NA,NA
"1988-2","0340","June 30, 1988","EDMONTON",182,425,0.428235294117647,0.00941176470588235,NA,NA,NA,NA
"1988-3","0340","September 30, 1988","EDMONTON",164,549,0.298724954462659,0.00728597449908925,NA,NA,NA,NA
"1988-4","0340","December 31, 1988","EDMONTON",189,466,0.405579399141631,0,NA,NA,NA,NA
"1989-1","0340","March 31, 1989","EDMONTON",172,354,0.485875706214689,0,NA,NA,NA,NA
"1989-2","0340","June 30, 1989","EDMONTON",143,454,0.314977973568282,0,NA,NA,NA,NA
"1989-3","0340","September 30, 1989","EDMONTON",140,523,0.267686424474187,0.00764818355640535,NA,NA,NA,NA
"1989-4","0340","December 31, 1989","EDMONTON",168,591,0.284263959390863,0.00676818950930626,NA,NA,NA,NA
"1990-1","0340","March 31, 1990","EDMONTON",156,435,0.358620689655172,0,NA,NA,NA,NA
"1990-2","0340","June 30, 1990","EDMONTON",223,566,0.393992932862191,0,NA,NA,NA,NA
"1990-3","0340","September 30, 1990","EDMONTON",383,909,0.421342134213421,0.022002200220022,NA,NA,NA,NA
"1990-4","0340","December 31, 1990","EDMONTON",492,786,0.625954198473282,0.039440203562341,NA,NA,NA,NA
"1991-1","0340","March 31, 1991","EDMONTON",509,640,0.7953125,0.0171875,NA,NA,NA,NA
"1991-2","0340","June 30, 1991","EDMONTON",443,575,0.770434782608696,0.0260869565217391,NA,NA,NA,NA
"1991-3","0340","September 30, 1991","EDMONTON",565,779,0.725288831835687,0.0718870346598203,NA,NA,NA,NA
"1991-4","0340","December 31, 1991","EDMONTON",554,778,0.712082262210797,0.0141388174807198,NA,NA,NA,NA
"1992-1","0340","March 31, 1992","EDMONTON",523,664,0.787650602409639,0.016566265060241,NA,NA,NA,NA
"1992-2","0340","June 30, 1992","EDMONTON",603,796,0.757537688442211,0.00376884422110553,NA,NA,NA,NA
"1992-3","0340","September 30, 1992","EDMONTON",572,849,0.673733804475854,0.0129564193168433,NA,NA,NA,NA
"1992-4","0340","December 31, 1992","EDMONTON",758,1061,0.714420358152686,0.00282752120640905,NA,NA,NA,NA
"1993-1","0340","March 31, 1993","EDMONTON",997,1103,0.903898458748867,0.00271985494106981,NA,NA,NA,NA
"1993-2","0340","June 30, 1993","EDMONTON",1038,1203,0.86284289276808,0.00249376558603491,NA,NA,NA,NA
"1993-3","0340","September 30, 1993","EDMONTON",1069,1264,0.845727848101266,0.00237341772151899,NA,NA,NA,NA
"1993-4","0340","December 31, 1993","EDMONTON",1267,1398,0.906294706723891,0.0157367668097282,NA,NA,NA,NA
"1994-1","0340","March 31, 1994","EDMONTON",1239,1213,1.02143446001649,0.00247320692497939,NA,NA,NA,NA
"1994-2","0340","June 30, 1994","EDMONTON",1245,1275,0.976470588235294,0.0172549019607843,NA,NA,NA,NA
"1994-3","0340","September 30, 1994","EDMONTON",1455,1318,1.10394537177542,0.0166919575113809,NA,NA,NA,NA
"1994-4","0340","December 31, 1994","EDMONTON",1593,1316,1.21048632218845,0.0167173252279635,NA,NA,NA,NA
"1995-1","0340","March 31, 1995","EDMONTON",1572,1117,1.40734109221128,0.0196956132497762,NA,NA,NA,NA
"1995-2","0340","June 30, 1995","EDMONTON",1541,1130,1.36371681415929,0.0194690265486726,NA,NA,NA,NA
"1995-3","0340","September 30, 1995","EDMONTON",1441,1062,1.35687382297552,0.0207156308851224,NA,NA,NA,NA
"1995-4","0340","December 31, 1995","EDMONTON",1472,1021,1.44172380019589,0.0215475024485798,NA,NA,NA,NA
"1996-1","0340","March 31, 1996","EDMONTON",1295,825,1.56969696969697,0.023030303030303,NA,NA,NA,NA
"1996-2","0340","June 30, 1996","EDMONTON",1169,765,1.5281045751634,0.0248366013071895,NA,NA,NA,NA
"1996-3","0340","September 30, 1996","EDMONTON",1152,840,1.37142857142857,0,NA,NA,NA,NA
"1996-4","0340","December 31, 1996","EDMONTON",1046,906,1.15452538631347,0,NA,NA,NA,NA
"1997-1","0340","March 31, 1997","EDMONTON",895,781,1.14596670934699,0,NA,NA,NA,NA
"1997-2","0340","June 30, 1997","EDMONTON",832,825,1.00848484848485,0,NA,NA,NA,NA
"1997-3","0340","September 30, 1997","EDMONTON",688,826,0.832929782082324,0,NA,NA,NA,NA
"1997-4","0340","December 31, 1997","EDMONTON",658,873,0.753722794959908,0.00343642611683849,NA,NA,NA,NA
"1998-1","0340","March 31, 1998","EDMONTON",758,779,0.973042362002567,0.00385109114249037,NA,NA,NA,NA
"1998-2","0340","June 30, 1998","EDMONTON",724,893,0.810750279955207,0,NA,NA,NA,NA
"1998-3","0340","September 30, 1998","EDMONTON",776,952,0.815126050420168,0,NA,NA,NA,NA
"1998-4","0340","December 31, 1998","EDMONTON",741,1134,0.653439153439153,0,NA,NA,NA,NA
"1999-1","0340","March 31, 1999","EDMONTON",804,926,0.868250539956803,0,NA,NA,NA,NA
"1999-2","0340","June 30, 1999","EDMONTON",745,928,0.802801724137931,0,NA,NA,NA,NA
"1999-3","0340","September 30, 1999","EDMONTON",782,913,0.856516976998905,0.00438116100766703,NA,NA,NA,NA
"1999-4","0340","December 31, 1999","EDMONTON",742,970,0.764948453608247,0.00412371134020619,NA,NA,NA,NA
"2000-1","0340","March 31, 2000","EDMONTON",882,985,0.895431472081218,0.00406091370558376,NA,NA,NA,NA
"2000-2","0340","June 30, 2000","EDMONTON",801,980,0.81734693877551,0,NA,NA,NA,NA
"2000-3","0340","September 30, 2000","EDMONTON",866,1036,0.835907335907336,0,NA,NA,NA,NA
"2000-4","0340","December 31, 2000","EDMONTON",877,1143,0.767279090113736,0,NA,NA,NA,NA
"2001-1","0340","March 31, 2001","EDMONTON",887,951,0.932702418506835,0,NA,NA,NA,NA
"2001-2","0340","June 30, 2001","EDMONTON",801,1054,0.759962049335863,0.00379506641366224,NA,NA,NA,NA
"2001-3","0340","September 30, 2001","EDMONTON",743,1080,0.687962962962963,0.0037037037037037,NA,NA,NA,NA
"2001-4","0340","December 31, 2001","EDMONTON",674,1030,0.654368932038835,0.00388349514563107,NA,NA,NA,NA
"2002-1","0340","March 31, 2002","EDMONTON",656,771,0.850843060959792,0,NA,NA,NA,NA
"2002-2","0340","June 30, 2002","EDMONTON",532,863,0.616454229432213,0,NA,NA,NA,NA
"2002-3","0340","September 30, 2002","EDMONTON",465,962,0.483367983367983,0,NA,NA,NA,NA
"2002-4","0340","December 31, 2002","EDMONTON",481,958,0.502087682672234,0,NA,NA,NA,NA
"2003-1","0340","March 31, 2003","EDMONTON",540,1021,0.528893241919687,0,NA,NA,NA,NA
"2003-2","0340","June 30, 2003","EDMONTON",762,1195,0.63765690376569,0.00334728033472803,NA,NA,NA,NA
"2003-3","0340","September 30, 2003","EDMONTON",913,1356,0.67330383480826,0.00294985250737463,NA,NA,NA,NA
"2003-4","0340","December 31, 2003","EDMONTON",1026,1577,0.650602409638554,0,NA,NA,NA,NA
"2004-1","0340","March 31, 2004","EDMONTON",996,1379,0.722262509064539,0,NA,NA,NA,NA
"2004-2","0340","June 30, 2004","EDMONTON",920,1472,0.625,0.0339673913043478,NA,NA,NA,NA
"2004-3","0340","September 30, 2004","EDMONTON",919,1290,0.712403100775194,0.0441860465116279,NA,NA,NA,NA
"2004-4","0340","December 31, 2004","EDMONTON",1348,1392,0.968390804597701,0.0747126436781609,NA,NA,NA,NA
"2005-1","0340","March 31, 2005","EDMONTON",1589,1403,1.13257305773343,0.0784034212401996,NA,NA,NA,NA
"2005-2","0340","June 30, 2005","EDMONTON",1445,1451,0.995864920744314,0.0861474844934528,NA,NA,NA,NA
"2005-3","0340","September 30, 2005","EDMONTON",1220,1407,0.867093105899076,0.0817341862117981,NA,NA,NA,NA
"2005-4","0340","December 31, 2005","EDMONTON",1145,1348,0.849406528189911,0.0979228486646884,NA,NA,NA,NA
"2006-1","0340","March 31, 2006","EDMONTON",1049,1371,0.765134938001459,0.0991976659372721,NA,NA,NA,NA
"2006-2","0340","June 30, 2006","EDMONTON",957,1353,0.707317073170732,0.0709534368070953,NA,NA,NA,NA
"2006-3","0340","September 30, 2006","EDMONTON",842,1402,0.600570613409415,0.0442225392296719,NA,NA,NA,NA
"2006-4","0340","December 31, 2006","EDMONTON",709,1181,0.600338696020322,0.0364098221845893,NA,NA,NA,NA
"2007-1","0340","March 31, 2007","EDMONTON",671,1140,0.58859649122807,0.0236842105263158,NA,NA,NA,NA
"2007-2","0340","June 30, 2007","EDMONTON",564,1236,0.456310679611651,0.0129449838187702,NA,NA,NA,NA
"2007-3","0340","September 30, 2007","EDMONTON",796,1334,0.596701649175412,0.0119940029985007,NA,NA,NA,NA
"2007-4","0340","December 31, 2007","EDMONTON",1074,1679,0.639666468135795,0.0119118522930316,NA,NA,NA,NA
"2008-1","0340","March 31, 2008","EDMONTON",1228,1570,0.782165605095541,0.0197452229299363,NA,NA,NA,NA
"2008-2","0340","June 30, 2008","EDMONTON",1317,1786,0.737402015677492,0.0173572228443449,NA,NA,NA,NA
"2008-3","0340","September 30, 2008","EDMONTON",1569,1702,0.921856639247944,0.0252643948296122,NA,NA,NA,NA
"2008-4","0340","December 31, 2008","EDMONTON",1495,1574,0.949809402795426,0.0177890724269377,NA,NA,NA,NA
"2009-1","0340","March 31, 2009","EDMONTON",1573,1459,1.07813570938999,0.023989033584647,NA,NA,NA,NA
"2009-2","0340","June 30, 2009","EDMONTON",1521,1291,1.17815646785438,0.024012393493416,NA,NA,NA,NA
"2009-3","0340","September 30, 2009","EDMONTON",1521,674,2.2566765578635,0.149851632047478,NA,NA,NA,NA
"2009-4","0340","December 31, 2009","EDMONTON",1440,588,2.44897959183673,0.209183673469388,NA,NA,NA,NA
"2010-1","0340","March 31, 2010","EDMONTON",1353,572,2.36538461538462,0.243006993006993,NA,NA,NA,NA
"2010-2","0340","June 30, 2010","EDMONTON",1317,577,2.28249566724437,0.218370883882149,NA,NA,NA,NA
"2010-3","0340","September 30, 2010","EDMONTON",1316,636,2.06918238993711,0.265723270440252,NA,NA,NA,NA
"2010-4","0340","December 31, 2010","EDMONTON",1409,709,1.98730606488011,0.241184767277856,NA,NA,NA,NA
"2011-1","0340","March 31, 2011","EDMONTON",1614,829,1.94692400482509,0.225572979493365,NA,NA,NA,NA
"2011-2","0340","June 30, 2011","EDMONTON",1491,721,2.06796116504854,0.298196948682386,NA,NA,NA,NA
"2011-3","0340","September 30, 2011","EDMONTON",1532,779,1.96662387676508,0.214377406931964,NA,NA,NA,NA
"2011-4","0340","December 31, 2011","EDMONTON",1491,822,1.81386861313869,0.206812652068127,NA,NA,NA,NA
"2012-1","0340","March 31, 2012","EDMONTON",1486,845,1.7585798816568,0.208284023668639,NA,NA,NA,NA
"2012-2","0340","June 30, 2012","EDMONTON",1446,785,1.84203821656051,0.299363057324841,NA,NA,NA,NA
"2012-3","0340","September 30, 2012","EDMONTON",1470,812,1.81034482758621,0.306650246305419,NA,NA,NA,NA
"2012-4","0340","December 31, 2012","EDMONTON",1451,872,1.66399082568807,0.275229357798165,NA,NA,NA,NA
"2013-1","0340","March 31, 2013","EDMONTON",1452,925,1.56972972972973,0.257297297297297,NA,NA,NA,NA
"2013-2","0340","June 30, 2013","EDMONTON",1294,833,1.55342136854742,0.24609843937575,NA,NA,NA,NA
"2013-3","0340","September 30, 2013","EDMONTON",1145,778,1.47172236503856,0.233933161953728,NA,NA,NA,NA
"2013-4","0340","December 31, 2013","EDMONTON",1325,877,1.51083238312429,0.183580387685291,NA,NA,NA,NA
"2014-1","0340","March 31, 2014","EDMONTON",1289,928,1.38900862068966,0.132543103448276,NA,NA,NA,NA
"2014-2","0340","June 30, 2014","EDMONTON",1129,779,1.44929396662388,0.179717586649551,NA,NA,NA,NA
"2014-3","0340","September 30, 2014","EDMONTON",996,717,1.38912133891213,0.114365411436541,NA,NA,NA,NA
"2014-4","0340","December 31, 2014","EDMONTON",996,731,1.3625170998632,0.0957592339261286,NA,NA,NA,NA
"2015-1","0340","March 31, 2015","EDMONTON",1046,795,1.31572327044025,0.0855345911949685,NA,NA,NA,NA
"2015-2","0340","June 30, 2015","EDMONTON",1151,835,1.37844311377246,0.101796407185629,NA,NA,NA,NA
"2015-3","0340","September 30, 2015","EDMONTON",1269,904,1.4037610619469,0.125,NA,NA,NA,NA
"2015-4","0340","December 31, 2015","EDMONTON",1622,1129,1.43666961913198,0.111603188662533,NA,NA,NA,NA
"2016-1","0340","March 31, 2016","EDMONTON",1810,1278,1.41627543035994,0.094679186228482,NA,NA,NA,NA
"2016-2","0340","June 30, 2016","EDMONTON",1867,1247,1.4971932638332,0.175621491579792,NA,NA,NA,NA
"2016-3","0340","September 30, 2016","EDMONTON",1840,1086,1.69429097605893,0.250460405156538,NA,NA,NA,NA
"2016-4","0340","December 31, 2016","EDMONTON",1967,1032,1.90600775193798,0.25968992248062,NA,NA,NA,NA
