"","reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount","ref_yy","ref_qq","population","inventory_per_10kpop"
"1","1988-2","0140",1,1,"June 30, 1988","CALGARY",165,301,0.548172757475083,0,1988,2,"714926.887",2.30792830708016
"2","1988-2","0140",2,1,"June 30, 1988","CALGARY",5,4,1.25,0,1988,2,"714926.887",0.0699372214266716
"3","1988-2","0140",5,3,"June 30, 1988","CALGARY",2,1,2,26,1988,2,"714926.887",0.0279748885706686
"4","1988-2","0610",1,1,"June 30, 1988","HAMILTON",251,456,0.550438596491228,0,1988,2,"599723.112",4.18526474930985
"5","1988-2","0610",1,3,"June 30, 1988","HAMILTON",1,1,1,0,1988,2,"599723.112",0.0166743615510352
"6","1988-2","0610",2,1,"June 30, 1988",NA,5,4,1.25,0,1988,2,"599723.112",0.0833718077551762
"7","1988-2","0610",4,1,"June 30, 1988","HAMILTON",1,1,1,0,1988,2,"599723.112",0.0166743615510352
"8","1988-2","0610",4,3,"June 30, 1988","HAMILTON",61,23,2.65217391304348,0,1988,2,"599723.112",1.01713605461315
"9","1988-2","0610",5,3,"June 30, 1988","HAMILTON",23,6,3.83333333333333,0,1988,2,"599723.112",0.383510315673811
"10","1988-2","1265",1,1,"June 30, 1988",NA,141,492,0.286585365853659,0,1988,2,"687116.1271702311",2.05205487725465
"11","1988-2","1265",1,3,"June 30, 1988",NA,3,4,0.75,0,1988,2,"687116.1271702311",0.0436607420692479
"12","1988-2","1265",2,1,"June 30, 1988",NA,2,6,0.333333333333333,0,1988,2,"687116.1271702311",0.0291071613794986
"13","1988-2","1265",4,1,"June 30, 1988",NA,23,13,1.76923076923077,0,1988,2,"687116.1271702311",0.334732355864234
"14","1988-2","1265",4,3,"June 30, 1988",NA,59,19,3.10526315789474,0,1988,2,"687116.1271702311",0.858661260695209
"15","1988-2","1265",5,3,"June 30, 1988",NA,104,13,8,2.15384615384615,1988,2,"687116.1271702311",1.51357239173393
"16","1988-3","0140",1,1,"September 30, 1988","CALGARY",124,518,0.239382239382239,0,1988,3,"719616.5580000001",1.72313989473266
"17","1988-3","0140",2,1,"September 30, 1988","CALGARY",11,31,0.354838709677419,0,1988,3,"719616.5580000001",0.152859184210155
"18","1988-3","0140",5,3,"September 30, 1988","CALGARY",2,1,2,26,1988,3,"719616.5580000001",0.027792578947301
"19","1988-3","0610",1,1,"September 30, 1988","HAMILTON",394,885,0.445197740112994,0,1988,3,"604688.9670000001",6.51574646639782
"20","1988-3","0610",1,3,"September 30, 1988","HAMILTON",1,1,1,0,1988,3,"604688.9670000001",0.0165374275796899
"21","1988-3","0610",2,1,"September 30, 1988",NA,10,7,1.42857142857143,0,1988,3,"604688.9670000001",0.165374275796899
"22","1988-3","0610",4,3,"September 30, 1988","HAMILTON",84,25,3.36,0.6,1988,3,"604688.9670000001",1.38914391669395
"23","1988-3","0610",5,3,"September 30, 1988","HAMILTON",121,2,60.5,0,1988,3,"604688.9670000001",2.00102873714248
"24","1988-3","1265",1,1,"September 30, 1988","OTTAWA",124,627,0.197767145135566,0,1988,3,"690767.356122307",1.79510509437051
"25","1988-3","1265",1,3,"September 30, 1988",NA,2,2,1,0,1988,3,"690767.356122307",0.0289533079737179
"26","1988-3","1265",2,1,"September 30, 1988",NA,3,6,0.5,0,1988,3,"690767.356122307",0.0434299619605768
"27","1988-3","1265",4,1,"September 30, 1988",NA,26,15,1.73333333333333,0,1988,3,"690767.356122307",0.376393003658332
"28","1988-3","1265",4,3,"September 30, 1988",NA,45,16,2.8125,0.125,1988,3,"690767.356122307",0.651449429408652
"29","1988-3","1265",5,3,"September 30, 1988",NA,78,12,6.5,1.83333333333333,1988,3,"690767.356122307",1.129179010975
"30","1988-4","0140",1,1,"December 31, 1988","CALGARY",95,368,0.258152173913043,0,1988,4,"724449.865",1.31133988133188
"31","1988-4","0140",2,1,"December 31, 1988","CALGARY",14,30,0.466666666666667,0,1988,4,"724449.865",0.193250087775225
"32","1988-4","0140",4,1,"December 31, 1988","CALGARY",7,1,7,2,1988,4,"724449.865",0.0966250438876126
"33","1988-4","0140",5,3,"December 31, 1988","CALGARY",2,1,2,26,1988,4,"724449.865",0.0276071553964607
"34","1988-4","0610",1,1,"December 31, 1988","HAMILTON",218,535,0.407476635514019,0,1988,4,"607581.042",3.58799871836686
"35","1988-4","0610",1,3,"December 31, 1988","HAMILTON",1,1,1,0,1988,4,"607581.042",0.0164587097172792
"36","1988-4","0610",2,1,"December 31, 1988",NA,8,9,0.888888888888889,0,1988,4,"607581.042",0.131669677738233
"37","1988-4","0610",4,3,"December 31, 1988","HAMILTON",38,12,3.16666666666667,0.25,1988,4,"607581.042",0.625430969256608
"38","1988-4","0610",5,3,"December 31, 1988","HAMILTON",25,2,12.5,0,1988,4,"607581.042",0.411467742931979
"39","1988-4","1265",1,1,"December 31, 1988",NA,223,516,0.432170542635659,0,1988,4,"694702.2267506439",3.2100084239408
"40","1988-4","1265",1,3,"December 31, 1988",NA,0,1,0,0,1988,4,"694702.2267506439",0
"41","1988-4","1265",2,1,"December 31, 1988",NA,12,10,1.2,0,1988,4,"694702.2267506439",0.1727358793152
"42","1988-4","1265",4,1,"December 31, 1988",NA,26,15,1.73333333333333,0,1988,4,"694702.2267506439",0.3742610718496
"43","1988-4","1265",4,3,"December 31, 1988",NA,42,15,2.8,0.133333333333333,1988,4,"694702.2267506439",0.6045755776032
"44","1988-4","1265",5,3,"December 31, 1988",NA,141,18,7.83333333333333,2.66666666666667,1988,4,"694702.2267506439",2.0296465819536
"45","1989-1","0140",1,1,"March 31, 1989","CALGARY",128,327,0.391437308868502,0,1989,1,"729550.383",1.75450528137136
"46","1989-1","0140",2,1,"March 31, 1989","CALGARY",15,11,1.36363636363636,0,1989,1,"729550.383",0.205606087660706
"47","1989-1","0140",4,1,"March 31, 1989","CALGARY",3,1,3,2,1989,1,"729550.383",0.0411212175321413
"48","1989-1","0610",1,1,"March 31, 1989","HAMILTON",168,424,0.39622641509434,0,1989,1,"610112.429",2.75359084677818
"49","1989-1","0610",1,3,"March 31, 1989","HAMILTON",1,1,1,0,1989,1,"610112.429",0.016390421707013
"50","1989-1","0610",2,1,"March 31, 1989",NA,10,9,1.11111111111111,0,1989,1,"610112.429",0.16390421707013
"51","1989-1","0610",4,1,"March 31, 1989","HAMILTON",12,4,3,0,1989,1,"610112.429",0.196685060484155
"52","1989-1","0610",4,3,"March 31, 1989",NA,68,13,5.23076923076923,0,1989,1,"610112.429",1.11454867607688
"53","1989-1","0610",5,3,"March 31, 1989","HAMILTON",31,4,7.75,0,1989,1,"610112.429",0.508103072917402
"54","1989-1","1265",1,1,"March 31, 1989",NA,203,440,0.461363636363636,0,1989,1,"699010.174594525",2.90410651200827
"55","1989-1","1265",2,1,"March 31, 1989",NA,15,13,1.15384615384615,0,1989,1,"699010.174594525",0.214589151133616
"56","1989-1","1265",4,1,"March 31, 1989",NA,12,8,1.5,0,1989,1,"699010.174594525",0.171671320906893
"57","1989-1","1265",4,3,"March 31, 1989",NA,49,19,2.57894736842105,0.105263157894737,1989,1,"699010.174594525",0.70099122703648
"58","1989-1","1265",5,3,"March 31, 1989",NA,102,13,7.84615384615385,3.69230769230769,1989,1,"699010.174594525",1.45920622770859
"59","1989-2","0140",1,1,"June 30, 1989","CALGARY",219,605,0.36198347107438,0,1989,2,"734918.114",2.97992382862943
"60","1989-2","0140",2,1,"June 30, 1989","CALGARY",11,12,0.916666666666667,0,1989,2,"734918.114",0.149676539337551
"61","1989-2","0140",4,1,"June 30, 1989","CALGARY",3,1,3,2,1989,2,"734918.114",0.0408208743647867
"62","1989-2","0610",1,1,"June 30, 1989","HAMILTON",166,359,0.462395543175487,0,1989,2,"612283.13",2.71116403288786
"63","1989-2","0610",1,3,"June 30, 1989","HAMILTON",1,1,1,0,1989,2,"612283.13",0.0163323134511317
"64","1989-2","0610",2,1,"June 30, 1989",NA,10,10,1,0,1989,2,"612283.13",0.163323134511317
"65","1989-2","0610",4,1,"June 30, 1989","HAMILTON",1,1,1,0,1989,2,"612283.13",0.0163323134511317
"66","1989-2","0610",4,3,"June 30, 1989",NA,89,30,2.96666666666667,0,1989,2,"612283.13",1.45357589715072
"67","1989-2","0610",5,3,"June 30, 1989","HAMILTON",19,5,3.8,0,1989,2,"612283.13",0.310313955571502
"68","1989-2","1265",1,1,"June 30, 1989",NA,196,472,0.415254237288136,0,1989,2,"703566.8941991241",2.78580475596579
"69","1989-2","1265",2,1,"June 30, 1989",NA,10,12,0.833333333333333,0,1989,2,"703566.8941991241",0.14213289571254
"70","1989-2","1265",4,1,"June 30, 1989",NA,22,12,1.83333333333333,0,1989,2,"703566.8941991241",0.312692370567589
"71","1989-2","1265",4,3,"June 30, 1989",NA,78,28,2.78571428571429,0.642857142857143,1989,2,"703566.8941991241",1.10863658655781
"72","1989-2","1265",5,3,"June 30, 1989",NA,139,12,11.5833333333333,2.5,1989,2,"703566.8941991241",1.97564725040431
"73","1989-3","0140",1,1,"September 30, 1989","CALGARY",274,731,0.374829001367989,0,1989,3,"742152.045",3.69196584239015
"74","1989-3","0140",2,1,"September 30, 1989","CALGARY",14,10,1.4,0,1989,3,"742152.045",0.188640590487088
"75","1989-3","0140",4,1,"September 30, 1989","CALGARY",2,1,2,0,1989,3,"742152.045",0.0269486557838697
"76","1989-3","0610",1,1,"September 30, 1989",NA,209,433,0.482678983833718,0,1989,3,"613678.6869999999",3.40569103062235
"77","1989-3","0610",2,1,"September 30, 1989",NA,8,7,1.14285714285714,0,1989,3,"613678.6869999999",0.130361379162578
"78","1989-3","0610",4,3,"September 30, 1989","HAMILTON",41,17,2.41176470588235,0,1989,3,"613678.6869999999",0.668102068208212
"79","1989-3","0610",5,3,"September 30, 1989","HAMILTON",19,4,4.75,0,1989,3,"613678.6869999999",0.309608275511123
"80","1989-3","1265",1,1,"September 30, 1989",NA,221,582,0.379725085910653,0,1989,3,"708194.6448610859",3.12061100156087
"81","1989-3","1265",2,1,"September 30, 1989",NA,9,11,0.818181818181818,0,1989,3,"708194.6448610859",0.127083705945918
"82","1989-3","1265",4,1,"September 30, 1989",NA,28,11,2.54545454545455,0,1989,3,"708194.6448610859",0.395371529609522
"83","1989-3","1265",4,3,"September 30, 1989",NA,64,27,2.37037037037037,0.703703703703704,1989,3,"708194.6448610859",0.903706353393194
"84","1989-3","1265",5,3,"September 30, 1989",NA,121,12,10.0833333333333,4.08333333333333,1989,3,"708194.6448610859",1.70856982438401
"85","1989-4","0140",1,1,"December 31, 1989","CALGARY",325,619,0.525040387722132,0,1989,4,"747414.603",4.34832285448402
"86","1989-4","0140",2,1,"December 31, 1989","CALGARY",24,16,1.5,0,1989,4,"747414.603",0.321106918484974
"87","1989-4","0140",4,1,"December 31, 1989","CALGARY",14,5,2.8,0,1989,4,"747414.603",0.187312369116235
"88","1989-4","0610",1,1,"December 31, 1989",NA,237,403,0.588089330024814,0,1989,4,"615293.795",3.85181846340576
"89","1989-4","0610",2,1,"December 31, 1989",NA,12,9,1.33333333333333,0,1989,4,"615293.795",0.195028782957254
"90","1989-4","0610",2,3,"December 31, 1989","HAMILTON",0,1,0,0,1989,4,"615293.795",0
"91","1989-4","0610",4,1,"December 31, 1989",NA,4,3,1.33333333333333,0,1989,4,"615293.795",0.0650095943190846
"92","1989-4","0610",4,3,"December 31, 1989","HAMILTON",64,21,3.04761904761905,0,1989,4,"615293.795",1.04015350910535
"93","1989-4","0610",5,3,"December 31, 1989","HAMILTON",31,4,7.75,0,1989,4,"615293.795",0.503824355972906
"94","1989-4","1265",1,1,"December 31, 1989",NA,272,526,0.517110266159696,0,1989,4,"712715.6858770581",3.81638857387123
"95","1989-4","1265",2,1,"December 31, 1989",NA,13,21,0.619047619047619,0,1989,4,"712715.6858770581",0.182400924486493
"96","1989-4","1265",4,1,"December 31, 1989",NA,102,45,2.26666666666667,0,1989,4,"712715.6858770581",1.43114571520171
"97","1989-4","1265",4,3,"December 31, 1989",NA,28,13,2.15384615384615,0.538461538461538,1989,4,"712715.6858770581",0.392863529663215
"98","1989-4","1265",5,3,"December 31, 1989",NA,174,11,15.8181818181818,4.45454545454545,1989,4,"712715.6858770581",2.44136622004998
"99","1990-1","0140",1,1,"March 31, 1990","CALGARY",404,862,0.468677494199536,0,1990,1,"752304.777",5.37016395949324
"100","1990-1","0140",2,1,"March 31, 1990","CALGARY",20,29,0.689655172413793,0,1990,1,"752304.777",0.265849700965012
"101","1990-1","0140",4,1,"March 31, 1990","CALGARY",1,1,1,0,1990,1,"752304.777",0.0132924850482506
"102","1990-1","0140",4,3,"March 31, 1990","CALGARY",1,1,1,0,1990,1,"752304.777",0.0132924850482506
"103","1990-1","0610",1,1,"March 31, 1990",NA,152,343,0.443148688046647,0,1990,1,"616713.997",2.46467569634227
"104","1990-1","0610",2,1,"March 31, 1990",NA,0,5,0,0,1990,1,"616713.997",0
"105","1990-1","0610",2,3,"March 31, 1990","HAMILTON",0,3,0,0,1990,1,"616713.997",0
"106","1990-1","0610",4,1,"March 31, 1990","HAMILTON",8,5,1.6,0,1990,1,"616713.997",0.129719773491698
"107","1990-1","0610",4,3,"March 31, 1990","HAMILTON",75,27,2.77777777777778,0,1990,1,"616713.997",1.21612287648467
"108","1990-1","0610",5,3,"March 31, 1990","HAMILTON",25,4,6.25,0,1990,1,"616713.997",0.405374292161558
"109","1990-1","1265",1,1,"March 31, 1990",NA,207,379,0.546174142480211,0,1990,1,"716991.718432139",2.8870626351536
"110","1990-1","1265",2,1,"March 31, 1990",NA,16,12,1.33333333333333,0,1990,1,"716991.718432139",0.223154599818636
"111","1990-1","1265",4,1,"March 31, 1990",NA,65,34,1.91176470588235,0,1990,1,"716991.718432139",0.906565561763208
"112","1990-1","1265",4,3,"March 31, 1990",NA,26,11,2.36363636363636,0.181818181818182,1990,1,"716991.718432139",0.362626224705283
"113","1990-1","1265",5,3,"March 31, 1990",NA,269,13,20.6923076923077,4,1990,1,"716991.718432139",3.75178670945082
"114","1990-2","0140",1,1,"June 30, 1990","CALGARY",514,1004,0.51195219123506,0,1990,2,"756822.5660000001",6.79155224872087
"115","1990-2","0140",1,3,"June 30, 1990","CALGARY",1,1,1,0,1990,2,"756822.5660000001",0.0132131366706632
"116","1990-2","0140",2,1,"June 30, 1990","CALGARY",26,118,0.220338983050847,0,1990,2,"756822.5660000001",0.343541553437243
"117","1990-2","0140",2,3,"June 30, 1990","CALGARY",7,9,0.777777777777778,0,1990,2,"756822.5660000001",0.0924919566946422
"118","1990-2","0140",4,1,"June 30, 1990","CALGARY",7,6,1.16666666666667,0,1990,2,"756822.5660000001",0.0924919566946422
"119","1990-2","0140",4,3,"June 30, 1990","CALGARY",27,11,2.45454545454545,0,1990,2,"756822.5660000001",0.356754690107906
"120","1990-2","0140",5,3,"June 30, 1990","CALGARY",3,1,3,0,1990,2,"756822.5660000001",0.0396394100119895
"121","1990-2","0610",1,1,"June 30, 1990","HAMILTON",192,339,0.566371681415929,0,1990,2,"617939.295",3.1071013213361
"122","1990-2","0610",2,1,"June 30, 1990",NA,1,1,1,0,1990,2,"617939.295",0.0161828193819589
"123","1990-2","0610",4,1,"June 30, 1990","HAMILTON",10,8,1.25,0,1990,2,"617939.295",0.161828193819589
"124","1990-2","0610",4,3,"June 30, 1990","HAMILTON",73,26,2.80769230769231,0,1990,2,"617939.295",1.181345814883
"125","1990-2","0610",5,3,"June 30, 1990","HAMILTON",23,5,4.6,0,1990,2,"617939.295",0.372204845785054
"126","1990-2","1265",1,1,"June 30, 1990",NA,198,507,0.390532544378698,0,1990,2,"721042.211265245",2.74602508572363
"127","1990-2","1265",2,1,"June 30, 1990",NA,20,16,1.25,0,1990,2,"721042.211265245",0.277376271285215
"128","1990-2","1265",4,1,"June 30, 1990",NA,49,25,1.96,0,1990,2,"721042.211265245",0.679571864648777
"129","1990-2","1265",4,3,"June 30, 1990",NA,34,15,2.26666666666667,0.133333333333333,1990,2,"721042.211265245",0.471539661184866
"130","1990-2","1265",5,3,"June 30, 1990",NA,229,13,17.6153846153846,3.30769230769231,1990,2,"721042.211265245",3.17595830621571
"131","1990-3","0140",1,1,"September 30, 1990","CALGARY",558,1211,0.460776218001652,0,1990,3,"760406.6460000001",7.33817889329705
"132","1990-3","0140",1,3,"September 30, 1990","CALGARY",1,1,1,0,1990,3,"760406.6460000001",0.0131508582317151
"133","1990-3","0140",2,1,"September 30, 1990","CALGARY",17,15,1.13333333333333,0,1990,3,"760406.6460000001",0.223564589939157
"134","1990-3","0140",2,3,"September 30, 1990","CALGARY",19,15,1.26666666666667,0,1990,3,"760406.6460000001",0.249866306402588
"135","1990-3","0140",4,3,"September 30, 1990","CALGARY",36,12,3,0,1990,3,"760406.6460000001",0.473430896341745
"136","1990-3","0140",5,3,"September 30, 1990","CALGARY",3,1,3,0,1990,3,"760406.6460000001",0.0394525746951454
"137","1990-3","0610",1,1,"September 30, 1990","HAMILTON",200,324,0.617283950617284,0,1990,3,"618601.108",3.23310122490114
"138","1990-3","0610",1,3,"September 30, 1990",NA,0,32,0,0,1990,3,"618601.108",0
"139","1990-3","0610",2,1,"September 30, 1990",NA,3,2,1.5,0,1990,3,"618601.108",0.048496518373517
"140","1990-3","0610",4,1,"September 30, 1990",NA,28,18,1.55555555555556,0,1990,3,"618601.108",0.452634171486159
"141","1990-3","0610",4,3,"September 30, 1990",NA,107,38,2.81578947368421,0,1990,3,"618601.108",1.72970915532211
"142","1990-3","0610",5,3,"September 30, 1990","HAMILTON",8,2,4,0,1990,3,"618601.108",0.129324048996045
"143","1990-3","1265",1,1,"September 30, 1990",NA,237,521,0.45489443378119,0,1990,3,"724926.075003741",3.26929887297511
"144","1990-3","1265",2,1,"September 30, 1990",NA,28,30,0.933333333333333,0,1990,3,"724926.075003741",0.38624628035149
"145","1990-3","1265",4,1,"September 30, 1990","OTTAWA",77,34,2.26470588235294,0,1990,3,"724926.075003741",1.0621772709666
"146","1990-3","1265",4,3,"September 30, 1990",NA,26,11,2.36363636363636,0.181818181818182,1990,3,"724926.075003741",0.358657260326383
"147","1990-3","1265",5,3,"September 30, 1990",NA,185,12,15.4166666666667,3.58333333333333,1990,3,"724926.075003741",2.55198435232234
"148","1990-4","0140",1,1,"December 31, 1990","CALGARY",489,889,0.550056242969629,0,1990,4,"764404.198",6.39713912193873
"149","1990-4","0140",2,1,"December 31, 1990","CALGARY",25,24,1.04166666666667,0,1990,4,"764404.198",0.327052102348606
"150","1990-4","0140",2,3,"December 31, 1990","CALGARY",17,18,0.944444444444444,0,1990,4,"764404.198",0.222395429597052
"151","1990-4","0140",4,3,"December 31, 1990","CALGARY",41,14,2.92857142857143,0,1990,4,"764404.198",0.536365447851714
"152","1990-4","0140",5,3,"December 31, 1990","CALGARY",3,1,3,0,1990,4,"764404.198",0.0392462522818327
"153","1990-4","0610",1,1,"December 31, 1990","HAMILTON",214,284,0.753521126760563,0,1990,4,"619584.027",3.45393022857899
"154","1990-4","0610",4,1,"December 31, 1990",NA,61,28,2.17857142857143,0,1990,4,"619584.027",0.984531513753824
"155","1990-4","0610",4,3,"December 31, 1990",NA,127,43,2.95348837209302,0,1990,4,"619584.027",2.0497623319137
"156","1990-4","0610",5,3,"December 31, 1990","HAMILTON",57,5,11.4,0,1990,4,"619584.027",0.919972070228983
"157","1990-4","1265",1,1,"December 31, 1990",NA,272,441,0.616780045351474,0,1990,4,"728702.2202749951",3.73266325300002
"158","1990-4","1265",2,1,"December 31, 1990",NA,38,33,1.15151515151515,0,1990,4,"728702.2202749951",0.521475013286767
"159","1990-4","1265",4,1,"December 31, 1990","OTTAWA",127,60,2.11666666666667,0,1990,4,"728702.2202749951",1.74282438651104
"160","1990-4","1265",4,3,"December 31, 1990",NA,47,19,2.47368421052632,0.105263157894737,1990,4,"728702.2202749951",0.644982253275739
"161","1990-4","1265",5,3,"December 31, 1990",NA,190,13,14.6153846153846,3.38461538461538,1990,4,"728702.2202749951",2.60737506643384
"162","1991-1","0140",1,1,"March 31, 1991","CALGARY",368,639,0.575899843505477,0,1991,1,"768253.8960000001",4.79008309513343
"163","1991-1","0140",2,1,"March 31, 1991","CALGARY",32,31,1.03225806451613,0,1991,1,"768253.8960000001",0.416528964794212
"164","1991-1","0140",2,3,"March 31, 1991","CALGARY",23,15,1.53333333333333,0,1991,1,"768253.8960000001",0.29938019344584
"165","1991-1","0140",4,3,"March 31, 1991","CALGARY",36,13,2.76923076923077,0,1991,1,"768253.8960000001",0.468595085393488
"166","1991-1","0140",5,3,"March 31, 1991","CALGARY",60,2,30,4.5,1991,1,"768253.8960000001",0.780991808989147
"167","1991-1","0610",1,1,"March 31, 1991","HAMILTON",182,218,0.834862385321101,0,1991,1,"620519.4709999999",2.93302641586246
"168","1991-1","0610",4,1,"March 31, 1991",NA,54,25,2.16,0,1991,1,"620519.4709999999",0.870238606904247
"169","1991-1","0610",4,3,"March 31, 1991",NA,84,30,2.8,0,1991,1,"620519.4709999999",1.35370449962883
"170","1991-1","0610",5,3,"March 31, 1991","HAMILTON",43,4,10.75,0,1991,1,"620519.4709999999",0.6929677795719
"171","1991-1","1265",1,1,"March 31, 1991",NA,204,348,0.586206896551724,0,1991,1,"732414.1119574379",2.78530952188773
"172","1991-1","1265",2,1,"March 31, 1991",NA,22,23,0.956521739130435,0,1991,1,"732414.1119574379",0.300376517066324
"173","1991-1","1265",4,1,"March 31, 1991",NA,84,46,1.82608695652174,0,1991,1,"732414.1119574379",1.14689215607142
"174","1991-1","1265",4,3,"March 31, 1991",NA,53,20,2.65,0,1991,1,"732414.1119574379",0.723634336568872
"175","1991-1","1265",5,3,"March 31, 1991",NA,351,15,23.4,1.6,1991,1,"732414.1119574379",4.79237079501272
"176","1991-2","0140",1,1,"June 30, 1991","CALGARY",481,739,0.650879566982409,0,1991,2,"771955.74",6.23092717724982
"177","1991-2","0140",2,1,"June 30, 1991","CALGARY",49,36,1.36111111111111,0,1991,2,"771955.74",0.634751417225034
"178","1991-2","0140",2,3,"June 30, 1991","CALGARY",17,10,1.7,0,1991,2,"771955.74",0.22021987944542
"179","1991-2","0140",4,3,"June 30, 1991","CALGARY",38,15,2.53333333333333,0,1991,2,"771955.74",0.492256201113292
"180","1991-2","0140",5,3,"June 30, 1991","CALGARY",78,3,26,3,1991,2,"771955.74",1.01042062333781
"181","1991-2","0610",1,1,"June 30, 1991","HAMILTON",138,181,0.762430939226519,0,1991,2,"621407.4419999999",2.22076516425112
"182","1991-2","0610",1,3,"June 30, 1991","HAMILTON",1,1,1,0,1991,2,"621407.4419999999",0.0160925011902255
"183","1991-2","0610",2,1,"June 30, 1991","HAMILTON",1,1,1,0,1991,2,"621407.4419999999",0.0160925011902255
"184","1991-2","0610",4,1,"June 30, 1991",NA,35,18,1.94444444444444,0,1991,2,"621407.4419999999",0.563237541657894
"185","1991-2","0610",4,3,"June 30, 1991","HAMILTON",36,12,3,0,1991,2,"621407.4419999999",0.579330042848119
"186","1991-2","0610",5,3,"June 30, 1991","HAMILTON",99,7,14.1428571428571,0,1991,2,"621407.4419999999",1.59315761783233
"187","1991-2","1265",1,1,"June 30, 1991",NA,120,233,0.515021459227468,0,1991,2,"736043.431933762",1.63033857505842
"188","1991-2","1265",2,1,"June 30, 1991",NA,13,17,0.764705882352941,0,1991,2,"736043.431933762",0.176620012297996
"189","1991-2","1265",4,1,"June 30, 1991",NA,51,25,2.04,0,1991,2,"736043.431933762",0.692893894399829
"190","1991-2","1265",4,3,"June 30, 1991",NA,28,12,2.33333333333333,0,1991,2,"736043.431933762",0.380412334180298
"191","1991-2","1265",5,3,"June 30, 1991",NA,462,16,28.875,1.5,1991,2,"736043.431933762",6.27680351397492
"192","1991-3","0140",1,1,"September 30, 1991","CALGARY",521,940,0.554255319148936,0,1991,3,"775716.732",6.71636924289007
"193","1991-3","0140",2,1,"September 30, 1991","CALGARY",60,44,1.36363636363636,0,1991,3,"775716.732",0.773478223749336
"194","1991-3","0140",2,3,"September 30, 1991","CALGARY",22,14,1.57142857142857,0,1991,3,"775716.732",0.283608682041423
"195","1991-3","0140",4,3,"September 30, 1991","CALGARY",23,11,2.09090909090909,0,1991,3,"775716.732",0.296499985770579
"196","1991-3","0140",5,3,"September 30, 1991","CALGARY",63,4,15.75,3,1991,3,"775716.732",0.812152134936803
"197","1991-3","0610",1,1,"September 30, 1991","HAMILTON",147,222,0.662162162162162,0,1991,3,"622314.3280000001",2.36215033763452
"198","1991-3","0610",1,3,"September 30, 1991","HAMILTON",11,11,1,0,1991,3,"622314.3280000001",0.176759549074692
"199","1991-3","0610",2,1,"September 30, 1991","HAMILTON",3,4,0.75,0,1991,3,"622314.3280000001",0.0482071497476433
"200","1991-3","0610",4,1,"September 30, 1991",NA,30,14,2.14285714285714,0,1991,3,"622314.3280000001",0.482071497476433
"201","1991-3","0610",4,3,"September 30, 1991","HAMILTON",55,20,2.75,0,1991,3,"622314.3280000001",0.88379774537346
"202","1991-3","0610",5,3,"September 30, 1991","HAMILTON",85,8,10.625,0.75,1991,3,"622314.3280000001",1.36586924284989
"203","1991-3","1265",1,1,"September 30, 1991",NA,131,310,0.42258064516129,0,1991,3,"739556.4163377191",1.77133207292976
"204","1991-3","1265",2,1,"September 30, 1991",NA,18,14,1.28571428571429,0,1991,3,"739556.4163377191",0.243389139791876
"205","1991-3","1265",4,1,"September 30, 1991",NA,48,24,2,0,1991,3,"739556.4163377191",0.649037706111669
"206","1991-3","1265",4,3,"September 30, 1991",NA,15,8,1.875,0,1991,3,"739556.4163377191",0.202824283159897
"207","1991-3","1265",5,3,"September 30, 1991",NA,375,15,25,1.6,1991,3,"739556.4163377191",5.07060707899742
"208","1991-4","0140",1,1,"December 31, 1991","CALGARY",486,821,0.591961023142509,0,1991,4,"779040.068",6.2384467752434
"209","1991-4","0140",2,1,"December 31, 1991","CALGARY",57,43,1.32558139534884,0,1991,4,"779040.068",0.731669683516201
"210","1991-4","0140",2,3,"December 31, 1991","CALGARY",12,9,1.33333333333333,0,1991,4,"779040.068",0.154035722845516
"211","1991-4","0140",4,1,"December 31, 1991","CALGARY",4,1,4,0,1991,4,"779040.068",0.0513452409485054
"212","1991-4","0140",4,3,"December 31, 1991","CALGARY",65,21,3.0952380952381,0,1991,4,"779040.068",0.834360165413212
"213","1991-4","0140",5,3,"December 31, 1991","CALGARY",21,5,4.2,2.4,1991,4,"779040.068",0.269562514979653
"214","1991-4","0610",1,1,"December 31, 1991","HAMILTON",164,254,0.645669291338583,0,1991,4,"623080.796",2.63208240492779
"215","1991-4","0610",1,3,"December 31, 1991","HAMILTON",16,18,0.888888888888889,0,1991,4,"623080.796",0.256788527310028
"216","1991-4","0610",2,1,"December 31, 1991","HAMILTON",6,4,1.5,0,1991,4,"623080.796",0.0962956977412605
"217","1991-4","0610",4,1,"December 31, 1991",NA,21,11,1.90909090909091,0,1991,4,"623080.796",0.337034942094412
"218","1991-4","0610",4,3,"December 31, 1991","HAMILTON",173,54,3.2037037037037,0,1991,4,"623080.796",2.77652595153968
"219","1991-4","0610",5,3,"December 31, 1991","HAMILTON",98,12,8.16666666666667,0.5,1991,4,"623080.796",1.57282972977392
"220","1991-4","1265",1,1,"December 31, 1991",NA,184,314,0.585987261146497,0,1991,4,"742919.301303064",2.47671583814377
"221","1991-4","1265",2,1,"December 31, 1991",NA,18,18,1,0,1991,4,"742919.301303064",0.242287418948847
"222","1991-4","1265",4,1,"December 31, 1991",NA,89,37,2.40540540540541,0,1991,4,"742919.301303064",1.19797668258041
"223","1991-4","1265",4,3,"December 31, 1991",NA,22,11,2,0,1991,4,"742919.301303064",0.296129067604146
"224","1991-4","1265",5,3,"December 31, 1991",NA,346,17,20.3529411764706,1.41176470588235,1991,4,"742919.301303064",4.65730260868339
