"reference_period_qq","metcode","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","starts_per_10kpop"
"1988-3","1490","September 30, 1988","REGINA",406,NA,NA,193,2.10362694300518,0.0259067357512953,"3","1988",195669.178,20.7493077933817
"1988-3","2410","September 30, 1988","VANCOUVER",5039,NA,NA,3021,1.66799073154585,0,"3","1988",1550546.04,32.4982288175074
"1988-3","0140","September 30, 1988","CALGARY",1076,NA,NA,998,1.07815631262525,0,NA,NA,NA,NA
"1988-3","2680","September 30, 1988","WINNIPEG",1217,NA,NA,889,1.3689538807649,0.00224971878515186,"3","1988",665097.47,18.2980699054531
"1988-3","2270","September 30, 1988","TORONTO",10719,NA,NA,6617,1.61991839202055,0.0105788121505214,"3","1988",3890054.47,27.5548840836668
"1988-3","0610","September 30, 1988",NA,1746,NA,NA,1501,1.16322451698867,0,NA,NA,NA,NA
"1988-4","0610","December 31, 1988",NA,1004,NA,NA,786,1.27735368956743,0,NA,NA,NA,NA
"1988-4","2680","December 31, 1988","WINNIPEG",729,NA,NA,558,1.30645161290323,0,"4","1988",665928.947,10.9471138517725
"1988-4","1265","December 31, 1988",NA,1820,NA,NA,961,1.89386056191467,0.0197710718002081,"4","1988",683074.4453,26.6442407928271
"1988-4","2270","December 31, 1988","TORONTO",7901,NA,NA,4294,1.84000931532371,0.00582207731718677,"4","1988",3917164.25,20.1702034832979
"1988-4","1700","December 31, 1988","SASKATOON",204,NA,NA,147,1.38775510204082,0,"4","1988",216113.54,9.43948259789738
"1988-4","2410","December 31, 1988","VANCOUVER",4131,NA,NA,2633,1.5689327763008,0.00379794910748196,"4","1988",1562206,26.4433755855502
"1988-4","0580","December 31, 1988",NA,565,NA,NA,326,1.73312883435583,0,NA,NA,NA,NA
"1988-4","0340","December 31, 1988",NA,1034,NA,NA,843,1.22657176749703,0.0154211150652432,NA,NA,NA,NA
"1988-4","1060","December 31, 1988",NA,7125,NA,NA,3526,2.02070334656835,0.026942711287578,"4","1988",3351700.63,21.2578651453128
"1988-4","2440","December 31, 1988","VICTORIA",632,NA,NA,424,1.49056603773585,0.00943396226415094,"4","1988",283268.492,22.3109882619773
"1988-4","1490","December 31, 1988","REGINA",141,NA,NA,124,1.13709677419355,0,"4","1988",195585.119,7.20913741908964
"1988-4","0140","December 31, 1988","CALGARY",1143,NA,NA,970,1.17835051546392,0,NA,NA,NA,NA
"1988-4","1400","December 31, 1988",NA,1363,NA,NA,750,1.81733333333333,0,"4","1988",646773.443,21.0738399164605
"1989-1","2680","March 31, 1989","WINNIPEG",537,NA,NA,365,1.47123287671233,0,"1","1989",666875.804,8.05247389062567
"1989-1","1060","March 31, 1989",NA,4739,NA,NA,2207,2.14725872224739,0.0416855459900317,"1","1989",3362909.66,14.0919634457263
"1989-1","2440","March 31, 1989","VICTORIA",650,NA,NA,329,1.97568389057751,0,"1","1989",284989.582,22.807851270858
"1989-1","1265","March 31, 1989",NA,669,NA,NA,451,1.48337028824834,0.0177383592017738,"1","1989",687310.2876,9.73359503079843
"1989-1","1490","March 31, 1989","REGINA",93,NA,NA,88,1.05681818181818,0,"1","1989",195512.961,4.75671789350068
"1989-1","1400","March 31, 1989",NA,724,NA,NA,461,1.5704989154013,0,"1","1989",649245.201,11.1514108827429
"1989-1","2270","March 31, 1989",NA,10588,NA,NA,4492,2.35707925200356,0.0204808548530721,"1","1989",3940479.77,26.8698245340821
"1989-1","0610","March 31, 1989",NA,933,NA,NA,680,1.37205882352941,0,NA,NA,NA,NA
"1989-1","2410","March 31, 1989","VANCOUVER",4894,NA,NA,2507,1.95213402473075,0.018348623853211,"1","1989",1573306.47,31.1064633198896
"1989-1","0340","March 31, 1989","EDMONTON",664,NA,NA,560,1.18571428571429,0,NA,NA,NA,NA
"1989-1","0140","March 31, 1989","CALGARY",1005,NA,NA,858,1.17132867132867,0,NA,NA,NA,NA
"1989-1","0580","March 31, 1989",NA,378,NA,NA,214,1.76635514018692,0,NA,NA,NA,NA
"1989-1","1700","March 31, 1989","SASKATOON",107,NA,NA,82,1.30487804878049,0,"1","1989",216182.412,4.94952383082857
"1989-2","1265","June 30, 1989",NA,2323,NA,NA,1421,1.6347642505278,0,"2","1989",691790.7378,33.5795186762328
"1989-2","1700","June 30, 1989","SASKATOON",178,NA,NA,149,1.19463087248322,0,"2","1989",216194.652,8.23332114616785
"1989-2","0340","June 30, 1989","EDMONTON",1337,NA,NA,1210,1.10495867768595,0,NA,NA,NA,NA
"1989-2","0610","June 30, 1989",NA,1143,NA,NA,723,1.58091286307054,0,NA,NA,NA,NA
"1989-2","1060","June 30, 1989",NA,6387,NA,NA,4040,1.58094059405941,0.0198019801980198,"2","1989",3372389.72,18.9390922470253
"1989-2","0580","June 30, 1989",NA,790,NA,NA,348,2.27011494252874,0,NA,NA,NA,NA
"1989-2","2440","June 30, 1989","VICTORIA",1068,NA,NA,443,2.41083521444695,0,"2","1989",286673.05,37.2549843802897
"1989-2","2410","June 30, 1989","VANCOUVER",5894,NA,NA,3198,1.84302689180738,0.0109443402126329,"2","1989",1583847.45,37.213179842541
"1989-2","1490","June 30, 1989","REGINA",201,NA,NA,178,1.12921348314607,0,"2","1989",195452.703,10.2838178707613
"1989-2","2270","June 30, 1989","TORONTO",9912,NA,NA,5318,1.86385859345619,0.0216246709289206,"2","1989",3960001.03,25.0302965198976
"1989-2","1400","June 30, 1989",NA,2249,NA,NA,1255,1.79203187250996,0,"2","1989",651770.743,34.5059980699379
"1989-2","2680","June 30, 1989","WINNIPEG",804,NA,NA,572,1.40559440559441,0.0122377622377622,"2","1989",667938.04,12.0370446336609
"1989-2","0140","June 30, 1989","CALGARY",1563,NA,NA,1539,1.01559454191033,0,NA,NA,NA,NA
"1989-3","2440","September 30, 1989",NA,730,NA,NA,427,1.7096018735363,0,"3","1989",288427.036,25.3096939220358
"1989-3","1060","September 30, 1989",NA,4783,NA,NA,2968,1.61152291105121,0.0235849056603774,"3","1989",3377050.8,14.1632456343269
"1989-3","1400","September 30, 1989",NA,1367,NA,NA,761,1.79632063074901,0,"3","1989",654547.726,20.8846497466863
"1989-3","1265","September 30, 1989",NA,1365,NA,NA,967,1.41158221302999,0,"3","1989",696341.0301,19.6024640369673
"1989-3","1490","September 30, 1989","REGINA",231,NA,NA,116,1.99137931034483,0.0258620689655172,"3","1989",195303.286,11.8277579825257
"1989-3","0580","September 30, 1989",NA,639,NA,NA,438,1.45890410958904,0,NA,NA,NA,NA
"1989-3","0140","September 30, 1989","CALGARY",1753,NA,NA,1466,1.19577080491132,0,NA,NA,NA,NA
"1989-3","2270","September 30, 1989","TORONTO",6334,NA,NA,4170,1.5189448441247,0.00911270983213429,"3","1989",3969552.01,15.956460537722
"1989-3","1700","September 30, 1989","SASKATOON",101,NA,NA,101,1,0,"3","1989",215762.614,4.68107046571099
"1989-3","2410","September 30, 1989","VANCOUVER",6454,NA,NA,3114,2.07257546563905,0.0401412973667309,"3","1989",1592647.74,40.5237130465523
"1989-3","0340","September 30, 1989","EDMONTON",1473,NA,NA,1267,1.16258879242305,0,NA,NA,NA,NA
"1989-3","0610","September 30, 1989","HAMILTON",1176,NA,NA,668,1.76047904191617,0,NA,NA,NA,NA
"1989-3","2680","September 30, 1989","WINNIPEG",1042,NA,NA,767,1.35853976531943,0.0104302477183833,"3","1989",669288.159,15.5687798444974
"1989-4","1060","December 31, 1989",NA,5745,NA,NA,3053,1.88175565018015,0.0245660006550934,"4","1989",3384308.91,16.9754007473272
"1989-4","0580","December 31, 1989",NA,887,NA,NA,331,2.6797583081571,0,NA,NA,NA,NA
"1989-4","1265","December 31, 1989",NA,1267,NA,NA,860,1.47325581395349,0,"4","1989",700786.3989,18.0796887894623
"1989-4","1490","December 31, 1989","REGINA",72,NA,NA,66,1.09090909090909,0,"4","1989",195307.253,3.68649903646947
"1989-4","2410","December 31, 1989","VANCOUVER",4592,NA,NA,2613,1.75736701109835,0.0176042862610027,"4","1989",1602542.22,28.6544712687819
"1989-4","1700","December 31, 1989","SASKATOON",102,NA,NA,84,1.21428571428571,0,"4","1989",215816.647,4.72623411668517
"1989-4","1400","December 31, 1989",NA,1960,NA,NA,898,2.1826280623608,0,"4","1989",657101.771,29.8279518714005
"1989-4","2440","December 31, 1989","VICTORIA",799,NA,NA,372,2.14784946236559,0,"4","1989",289992.005,27.5524837314049
"1989-4","2270","December 31, 1989","TORONTO",8350,NA,NA,3044,2.7431011826544,0.0489487516425756,"4","1989",3983955.18,20.9590711309157
"1989-4","2680","December 31, 1989","WINNIPEG",594,NA,NA,508,1.16929133858268,0,"4","1989",670512.153,8.85889983264778
"1989-4","0610","December 31, 1989",NA,931,NA,NA,733,1.27012278308322,0,NA,NA,NA,NA
"1989-4","0140","December 31, 1989","CALGARY",1907,NA,NA,1617,1.17934446505875,0,NA,NA,NA,NA
"1989-4","0340","December 31, 1989","EDMONTON",1343,NA,NA,1097,1.22424794895169,0,NA,NA,NA,NA
"1990-1","1265","March 31, 1990",NA,870,NA,NA,429,2.02797202797203,0.00932400932400932,"1","1990",704990.8601,12.3405855201668
"1990-1","1700","March 31, 1990","SASKATOON",67,NA,NA,67,1,0,"1","1990",215969.104,3.10229559502178
"1990-1","1490","March 31, 1990","REGINA",89,NA,NA,66,1.34848484848485,0,"1","1990",195363.544,4.55560941298239
"1990-1","2440","March 31, 1990",NA,806,NA,NA,411,1.96107055961071,0.0194647201946472,"1","1990",291476.097,27.6523532562603
"1990-1","0580","March 31, 1990",NA,250,NA,NA,112,2.23214285714286,0,NA,NA,NA,NA
"1990-1","2410","March 31, 1990","VANCOUVER",5520,NA,NA,2467,2.23753546817998,0.0421564653425213,"1","1990",1612349.69,34.2357494421697
"1990-1","2680","March 31, 1990","WINNIPEG",557,NA,NA,555,1.0036036036036,0,"1","1990",671782.527,8.2913737350004
"1990-1","2270","March 31, 1990",NA,5973,NA,NA,1794,3.32943143812709,0.0741360089186176,"1","1990",3997034.52,14.9435787209564
"1990-1","0340","March 31, 1990","EDMONTON",1411,NA,NA,1133,1.24536628420124,0,NA,NA,NA,NA
"1990-1","1400","March 31, 1990",NA,991,NA,NA,501,1.97804391217565,0,"1","1990",659630.535,15.0235616366668
"1990-1","0610","March 31, 1990",NA,1240,NA,NA,694,1.78674351585014,0,NA,NA,NA,NA
"1990-1","1060","March 31, 1990",NA,4690,NA,NA,2395,1.95824634655532,0.0150313152400835,"1","1990",3391074.04,13.8304264214768
"1990-1","0140","March 31, 1990","CALGARY",2162,NA,NA,2048,1.0556640625,0,NA,NA,NA,NA
"1990-2","1490","June 30, 1990","REGINA",242,NA,NA,136,1.77941176470588,0,"2","1990",195472.159,12.380279689856
"1990-2","0580","June 30, 1990",NA,882,NA,NA,501,1.76047904191617,0,NA,NA,NA,NA
"1990-2","2680","June 30, 1990","WINNIPEG",667,NA,NA,560,1.19107142857143,0.00892857142857143,"2","1990",673099.279,9.90938515029965
"1990-2","1400","June 30, 1990",NA,2498,NA,NA,1717,1.45486313337216,0,"2","1990",662134.02,37.7265013508897
"1990-2","1060","June 30, 1990",NA,7492,NA,NA,4624,1.62024221453287,0.0302768166089965,"2","1990",3397346.2,22.0525067477668
"1990-2","2410","June 30, 1990","VANCOUVER",6124,NA,NA,2330,2.62832618025751,0.0751072961373391,"2","1990",1622070.14,37.7542243641819
"1990-2","1265","June 30, 1990",NA,2132,NA,NA,1183,1.8021978021978,0,"2","1990",708973.5566,30.0716434365248
"1990-2","0610","June 30, 1990",NA,952,NA,NA,564,1.68794326241135,0,NA,NA,NA,NA
"1990-2","0340","June 30, 1990","EDMONTON",2470,NA,NA,2101,1.17563065207044,0.0014278914802475,NA,NA,NA,NA
"1990-2","2270","June 30, 1990","TORONTO",4640,NA,NA,2105,2.20427553444181,0.0783847980997625,"2","1990",4008790.01,11.5745648647732
"1990-2","2440","June 30, 1990","VICTORIA",1119,NA,NA,453,2.47019867549669,0,"2","1990",292879.31,38.2068641175097
"1990-2","0140","June 30, 1990","CALGARY",2303,NA,NA,1884,1.2223991507431,0.00477707006369427,NA,NA,NA,NA
"1990-2","1700","June 30, 1990","SASKATOON",182,NA,NA,100,1.82,0,"2","1990",216219.988,8.41735316348274
"1990-3","1265","September 30, 1990",NA,1183,NA,NA,664,1.7816265060241,0,"3","1990",712792.413,16.5966974174289
"1990-3","1400","September 30, 1990",NA,900,NA,NA,662,1.3595166163142,0,"3","1990",665108.82,13.5316202843318
"1990-3","2410","September 30, 1990","VANCOUVER",3762,NA,NA,1484,2.53504043126685,0.0768194070080863,"3","1990",1630773.34,23.0688097954802
"1990-3","0340","September 30, 1990","EDMONTON",1284,NA,NA,1077,1.19220055710306,0.0204271123491179,NA,NA,NA,NA
"1990-3","2270","September 30, 1990","TORONTO",4752,NA,NA,1916,2.48016701461378,0.0662839248434238,"3","1990",4012389.86,11.843315743999
"1990-3","1060","September 30, 1990",NA,4714,NA,NA,2662,1.77084898572502,0.072877535687453,"3","1990",3403122.3,13.8519852783428
"1990-3","1490","September 30, 1990","REGINA",88,NA,NA,85,1.03529411764706,0,"3","1990",195721.25,4.49619037278783
"1990-3","0140","September 30, 1990","CALGARY",1386,NA,NA,994,1.3943661971831,0.00503018108651911,NA,NA,NA,NA
"1990-3","2440","September 30, 1990",NA,341,NA,NA,251,1.35856573705179,0.00796812749003984,"3","1990",294054.696,11.5964820367977
"1990-3","2680","September 30, 1990","WINNIPEG",647,NA,NA,535,1.20934579439252,0.00934579439252336,"3","1990",675163.447,9.58286475482136
"1990-3","1700","September 30, 1990","SASKATOON",95,NA,NA,52,1.82692307692308,0,"3","1990",216685.034,4.38424372215757
"1990-3","0610","September 30, 1990",NA,481,NA,NA,180,2.67222222222222,0,NA,NA,NA,NA
"1990-3","0580","September 30, 1990",NA,636,NA,NA,387,1.64341085271318,0,NA,NA,NA,NA
"1990-4","2440","December 31, 1990","VICTORIA",322,NA,NA,261,1.23371647509579,0,"4","1990",295354.935,10.9021371185147
"1990-4","0340","December 31, 1990","EDMONTON",756,NA,NA,638,1.18495297805643,0,NA,NA,NA,NA
"1990-4","2680","December 31, 1990","WINNIPEG",276,NA,NA,276,1,0,"4","1990",676292.541,4.08107413977822
"1990-4","0140","December 31, 1990","CALGARY",1153,NA,NA,888,1.29842342342342,0,NA,NA,NA,NA
"1990-4","1700","December 31, 1990","SASKATOON",66,NA,NA,56,1.17857142857143,0,"4","1990",217086.473,3.04026313053601
"1990-4","1265","December 31, 1990",NA,675,NA,NA,415,1.62650602409639,0,"4","1990",716505.354,9.42072513808459
"1990-4","0610","December 31, 1990","HAMILTON",296,NA,NA,171,1.73099415204678,0,NA,NA,NA,NA
"1990-4","1400","December 31, 1990",NA,1583,NA,NA,710,2.22957746478873,0,"4","1990",667363.106,23.7202204582163
"1990-4","1060","December 31, 1990",NA,4205,NA,NA,2369,1.77501055297594,0.0506542845082313,"4","1990",3408409.74,12.3371317440256
"1990-4","2410","December 31, 1990","VANCOUVER",2564,NA,NA,1192,2.1510067114094,0.011744966442953,"4","1990",1640691.86,15.627553610219
"1990-4","0580","December 31, 1990",NA,879,NA,NA,267,3.29213483146067,0,NA,NA,NA,NA
"1990-4","1490","December 31, 1990","REGINA",52,NA,NA,49,1.06122448979592,0,"4","1990",195899.253,2.65442563989767
"1990-4","2270","December 31, 1990","TORONTO",3358,NA,NA,1691,1.98580721466588,0.0473092844470727,"4","1990",4024230.39,8.34445266440125
"1991-1","2270","March 31, 1991","TORONTO",2346,NA,NA,891,2.63299663299663,0.0695847362514029,"1","1991",4037479.8,5.81055538655574
"1991-1","0610","March 31, 1991","HAMILTON",429,NA,NA,120,3.575,0,NA,NA,NA,NA
"1991-1","1700","March 31, 1991","SASKATOON",41,NA,NA,40,1.025,0,"1","1991",217540.041,1.88471050255985
"1991-1","2680","March 31, 1991","WINNIPEG",183,NA,NA,170,1.07647058823529,0,"1","1991",677187.6,2.702353085024
"1991-1","0140","March 31, 1991","CALGARY",724,NA,NA,671,1.07898658718331,0,NA,NA,NA,NA
"1991-1","1265","March 31, 1991",NA,288,NA,NA,113,2.54867256637168,0,"1","1991",720155.1168,3.99913842561759
"1991-1","1490","March 31, 1991","REGINA",19,NA,NA,19,1,0,"1","1991",196094.319,0.968921491295217
"1991-1","1400","March 31, 1991",NA,721,NA,NA,356,2.0252808988764,0,"1","1991",669393.475,10.7709445479731
"1991-1","2440","March 31, 1991","VICTORIA",381,NA,NA,169,2.25443786982249,0,"1","1991",296633.076,12.8441509334583
"1991-1","1060","March 31, 1991",NA,2126,NA,NA,1112,1.91187050359712,0.0647482014388489,"1","1991",3413205.43,6.22874902668838
"1991-1","2410","March 31, 1991","VANCOUVER",1802,NA,NA,1165,1.54678111587983,0.0188841201716738,"1","1991",1650895.47,10.9152882950245
"1991-1","0340","March 31, 1991","EDMONTON",498,NA,NA,418,1.19138755980861,0,NA,NA,NA,NA
"1991-1","0580","March 31, 1991",NA,515,NA,NA,79,6.51898734177215,0,NA,NA,NA,NA
"1991-2","0610","June 30, 1991",NA,599,NA,NA,300,1.99666666666667,0,NA,NA,NA,NA
"1991-2","1265","June 30, 1991",NA,1398,NA,NA,715,1.95524475524476,0,"2","1991",723723.69,19.3167643855903
"1991-2","2680","June 30, 1991","WINNIPEG",226,NA,NA,226,1,0,"2","1991",677848.623,3.33407773257363
"1991-2","0340","June 30, 1991","EDMONTON",1099,NA,NA,926,1.18682505399568,0.00647948164146868,NA,NA,NA,NA
"1991-2","2440","June 30, 1991",NA,439,NA,NA,381,1.15223097112861,0,"2","1991",297889.12,14.7370269850742
"1991-2","0140","June 30, 1991","CALGARY",1432,NA,NA,1295,1.10579150579151,0,NA,NA,NA,NA
"1991-2","1490","June 30, 1991","REGINA",67,NA,NA,55,1.21818181818182,0.0909090909090909,"2","1991",196306.449,3.41303102069764
"1991-2","1700","June 30, 1991","SASKATOON",82,NA,NA,75,1.09333333333333,0,"2","1991",218045.739,3.76067885463242
"1991-2","1060","June 30, 1991",NA,6434,NA,NA,4068,1.58161258603736,0.0570304818092429,"2","1991",3417509.38,18.8265759785566
"1991-2","2270","June 30, 1991","TORONTO",4970,NA,NA,2965,1.67622259696459,0.021247892074199,"2","1991",4052138.08,12.2651299187712
"1991-2","1400","June 30, 1991",NA,2239,NA,NA,1488,1.50470430107527,0,"2","1991",671199.925,33.3581682089729
"1991-2","0580","June 30, 1991",NA,822,NA,NA,247,3.32793522267206,0,NA,NA,NA,NA
"1991-2","2410","June 30, 1991","VANCOUVER",4321,NA,NA,2237,1.9316048278945,0.021904336164506,"2","1991",1661384.17,26.0084336785272
"1991-3","0140","September 30, 1991","CALGARY",1307,NA,NA,1194,1.09463986599665,0,NA,NA,NA,NA
"1991-3","0580","September 30, 1991",NA,946,NA,NA,364,2.5989010989011,0,NA,NA,NA,NA
"1991-3","1060","September 30, 1991",NA,3947,NA,NA,2452,1.60970636215334,0.0415986949429038,"3","1991",3419012.13,11.5442702451015
"1991-3","1400","September 30, 1991",NA,1104,NA,NA,750,1.472,0,"3","1991",672026.583,16.4279215722632
"1991-3","0610","September 30, 1991",NA,971,NA,NA,282,3.44326241134752,0.0106382978723404,NA,NA,NA,NA
"1991-3","1700","September 30, 1991","SASKATOON",128,NA,NA,67,1.91044776119403,0,"3","1991",218807.933,5.84987930944899
"1991-3","2680","September 30, 1991","WINNIPEG",612,NA,NA,360,1.7,0,"3","1991",677563.387,9.03236526267616
"1991-3","2410","September 30, 1991","VANCOUVER",4150,NA,NA,2137,1.94197473093121,0.0327562002807674,"3","1991",1672759.33,24.8093071464142
"1991-3","1265","September 30, 1991",NA,1679,NA,NA,709,2.36812411847673,0,"3","1991",727177.8748,23.0892613511073
"1991-3","0340","September 30, 1991","EDMONTON",1311,NA,NA,996,1.31626506024096,0,NA,NA,NA,NA
"1991-3","1490","September 30, 1991","REGINA",53,NA,NA,45,1.17777777777778,0,"3","1991",196524.938,2.69685875692784
"1991-3","2270","September 30, 1991","TORONTO",7056,NA,NA,3833,1.84085572658492,0.0302635011740151,"3","1991",4073350.04,17.3223512114368
"1991-3","2440","September 30, 1991",NA,740,NA,NA,417,1.77458033573141,0.00239808153477218,"3","1991",299170.955,24.7350214862937
"1991-4","1265","December 31, 1991",NA,1110,NA,NA,530,2.09433962264151,0,"4","1991",730484.4725,15.1953948617299
"1991-4","2680","December 31, 1991","WINNIPEG",328,NA,NA,257,1.27626459143969,0,"4","1991",678041.227,4.83746396146499
"1991-4","0610","December 31, 1991","HAMILTON",499,NA,NA,259,1.92664092664093,0,NA,NA,NA,NA
"1991-4","0340","December 31, 1991","EDMONTON",1377,NA,NA,908,1.51651982378855,0,NA,NA,NA,NA
"1991-4","2270","December 31, 1991","TORONTO",4442,NA,NA,2389,1.85935537881959,0.0334868145667643,"4","1991",4088768.17,10.8639076986358
"1991-4","1700","December 31, 1991","SASKATOON",54,NA,NA,53,1.0188679245283,0,"4","1991",219336.144,2.46197452983399
"1991-4","1490","December 31, 1991","REGINA",50,NA,NA,49,1.02040816326531,0,"4","1991",196775.477,2.54096703320404
"1991-4","0140","December 31, 1991","CALGARY",1287,NA,NA,1156,1.11332179930796,0,NA,NA,NA,NA
"1991-4","2440","December 31, 1991",NA,569,NA,NA,325,1.75076923076923,0.00307692307692308,"4","1991",300363.649,18.9437038035185
"1991-4","0580","December 31, 1991",NA,655,NA,NA,217,3.0184331797235,0,NA,NA,NA,NA
"1991-4","1060","December 31, 1991",NA,5375,NA,NA,3052,1.76114023591088,0.0363695937090433,"4","1991",3423256.37,15.70142408002
"1991-4","1400","December 31, 1991",NA,2459,NA,NA,1210,2.03223140495868,0,"4","1991",673687.546,36.5006005321048
"1991-4","2410","December 31, 1991","VANCOUVER",4496,NA,NA,2133,2.10782934833568,0.0412564463197375,"4","1991",1683577.65,26.705034959332
"1992-1","0610","March 31, 1992",NA,382,NA,NA,161,2.37267080745342,0,NA,NA,NA,NA
"1992-1","1400","March 31, 1992",NA,1254,NA,NA,323,3.88235294117647,0,"1","1992",675426.941,18.5660346645841
"1992-1","1060","March 31, 1992",NA,2272,NA,NA,1262,1.80031695721078,0.0839936608557845,"1","1992",3427932.64,6.6279015330943
"1992-1","1490","March 31, 1992","REGINA",95,NA,NA,94,1.01063829787234,0,"1","1992",197047.361,4.82117596083918
"1992-1","0340","March 31, 1992","EDMONTON",901,NA,NA,723,1.24619640387275,0,NA,NA,NA,NA
"1992-1","1265","March 31, 1992",NA,923,NA,NA,266,3.46992481203007,0.0075187969924812,"1","1992",733633.3421,12.5812166246145
"1992-1","2270","March 31, 1992","TORONTO",3415,NA,NA,1265,2.699604743083,0.0869565217391304,"1","1992",4103537.25,8.32208846160712
"1992-1","0140","March 31, 1992","CALGARY",1297,NA,NA,1181,1.09822184589331,0,NA,NA,NA,NA
"1992-1","1700","March 31, 1992","SASKATOON",56,NA,NA,44,1.27272727272727,0,"1","1992",219834.74,2.54736808204199
"1992-1","2410","March 31, 1992",NA,3541,NA,NA,1831,1.93391589295467,0.0398689240851993,"1","1992",1694440.5,20.8977535652624
"1992-1","2440","March 31, 1992","VICTORIA",339,NA,NA,273,1.24175824175824,0.00732600732600733,"1","1992",301515.091,11.2432183369555
"1992-1","2680","March 31, 1992","WINNIPEG",302,NA,NA,167,1.80838323353293,0,"1","1992",678569.919,4.45053621659288
"1992-1","0580","March 31, 1992",NA,293,NA,NA,98,2.98979591836735,0,NA,NA,NA,NA
"1992-2","2440","June 30, 1992","VICTORIA",759,NA,NA,383,1.98172323759791,0.0391644908616188,"2","1992",302625.28,25.0805220238045
"1992-2","1265","June 30, 1992",NA,1768,NA,NA,898,1.96881959910913,0.0167037861915367,"2","1992",736706.5742,23.9986999154975
"1992-2","0140","June 30, 1992","CALGARY",2290,NA,NA,2023,1.13198220464656,0,NA,NA,NA,NA
"1992-2","2410","June 30, 1992","VANCOUVER",4818,NA,NA,2394,2.0125313283208,0.051796157059315,"2","1992",1705347.9,28.2522997213648
"1992-2","0580","June 30, 1992",NA,491,NA,NA,378,1.2989417989418,0,NA,NA,NA,NA
"1992-2","0340","June 30, 1992","EDMONTON",1868,NA,NA,1511,1.23626737260093,0,NA,NA,NA,NA
"1992-2","0610","June 30, 1992","HAMILTON",841,NA,NA,368,2.28532608695652,0,NA,NA,NA,NA
"1992-2","2680","June 30, 1992","WINNIPEG",342,NA,NA,342,1,0,"2","1992",679149.464,5.03571037199552
"1992-2","1060","June 30, 1992",NA,5618,NA,NA,3329,1.68759387203364,0.100931210573746,"2","1992",3433040.94,16.3645004478158
"1992-2","1490","June 30, 1992","REGINA",223,NA,NA,184,1.21195652173913,0,"2","1992",197340.59,11.3002601238802
"1992-2","1700","June 30, 1992","SASKATOON",116,NA,NA,110,1.05454545454545,0,"2","1992",220303.718,5.26545811632648
"1992-2","1400","June 30, 1992","QUÉBEC",2292,NA,NA,1308,1.75229357798165,0,"2","1992",677244.767,33.8430079002737
"1992-2","2270","June 30, 1992",NA,6835,NA,NA,3293,2.07561494078348,0.0604312177345885,"2","1992",4117657.3,16.5992444295935
"1992-3","0610","September 30, 1992",NA,841,NA,NA,468,1.79700854700855,0,NA,NA,NA,NA
