"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"2007-3","0580","B0J","September 30, 2007","HALIFAX",49,49,1,0
"2007-4","0580","B3M","December 31, 2007","HALIFAX",211,35,6.02857142857143,0
"2007-4","0580","B3H","December 31, 2007","HALIFAX",203,6,33.8333333333333,0
"2007-4","0580","B3N","December 31, 2007","HALIFAX",426,23,18.5217391304348,0
"2007-4","0580","B2R","December 31, 2007","HALIFAX",9,9,1,0
"2007-4","0580","B3G","December 31, 2007","HALIFAX",142,110,1.29090909090909,0
"2007-4","0580","B4B","December 31, 2007","HALIFAX",10,10,1,0
"2007-4","0580","B3T","December 31, 2007","HALIFAX",14,14,1,0
"2007-4","0580","nan","December 31, 2007","HALIFAX",123,113,1.08849557522124,0
"2007-4","0580","B3L","December 31, 2007","HALIFAX",1,1,1,0
"2007-4","0580","B3K","December 31, 2007","HALIFAX",313,6,52.1666666666667,0
"2007-4","0580","B2Y","December 31, 2007","HALIFAX",1,1,1,0
"2007-4","0580","B2T","December 31, 2007","HALIFAX",4,4,1,0
"2007-4","0580","B4A","December 31, 2007","HALIFAX",48,44,1.09090909090909,0
"2007-4","0580","B2Z","December 31, 2007","HALIFAX",63,63,1,0
"2007-4","0580","B2X","December 31, 2007","HALIFAX",30,30,1,0
"2007-4","0580","B0J","December 31, 2007","HALIFAX",44,44,1,0
"2007-4","0580","B3P","December 31, 2007","HALIFAX",48,38,1.26315789473684,0
"2007-4","0580","B4E","December 31, 2007","HALIFAX",21,21,1,0
"2007-4","0580","B3V","December 31, 2007","HALIFAX",13,12,1.08333333333333,0
"2007-4","0580","B2W","December 31, 2007","HALIFAX",471,75,6.28,0
"2007-4","0580","B3A","December 31, 2007","HALIFAX",171,4,42.75,0
"2007-4","0580","B3Z","December 31, 2007","HALIFAX",36,36,1,0
"2007-4","0580","B3R","December 31, 2007","HALIFAX",3,3,1,0
"2007-4","0580","B4C","December 31, 2007","HALIFAX",64,5,12.8,0
"2008-1","0580","B3M","March 31, 2008","HALIFAX",291,29,10.0344827586207,0
"2008-1","0580","B0J","March 31, 2008","HALIFAX",63,63,1,0
"2008-1","0580","B4B","March 31, 2008","HALIFAX",4,4,1,0
"2008-1","0580","B2T","March 31, 2008","HALIFAX",7,7,1,0
"2008-1","0580","B3H","March 31, 2008","HALIFAX",206,7,29.4285714285714,0
"2008-1","0580","B2W","March 31, 2008","HALIFAX",345,78,4.42307692307692,0
"2008-1","0580","B3Z","March 31, 2008","HALIFAX",33,33,1,0
"2008-1","0580","B2Y","March 31, 2008","HALIFAX",39,2,19.5,0
"2008-1","0580","B4C","March 31, 2008","HALIFAX",69,10,6.9,0
"2008-1","0580","B3A","March 31, 2008","HALIFAX",12,5,2.4,0
"2008-1","0580","B3T","March 31, 2008","HALIFAX",12,12,1,0
"2008-1","0580","nan","March 31, 2008","HALIFAX",115,97,1.18556701030928,0
"2008-1","0580","B2X","March 31, 2008","HALIFAX",31,31,1,0
"2008-1","0580","B3R","March 31, 2008","HALIFAX",2,2,1,0
"2008-1","0580","B3N","March 31, 2008","HALIFAX",435,34,12.7941176470588,0
"2008-1","0580","B2Z","March 31, 2008","HALIFAX",63,63,1,0
"2008-1","0580","B3G","March 31, 2008","HALIFAX",122,89,1.37078651685393,0
"2008-1","0580","B3P","March 31, 2008","HALIFAX",46,40,1.15,0
"2008-1","0580","B2R","March 31, 2008","HALIFAX",6,6,1,0
"2008-1","0580","B3K","March 31, 2008","HALIFAX",246,6,41,0
"2008-1","0580","B3L","March 31, 2008","HALIFAX",1,1,1,0
"2008-1","0580","B3V","March 31, 2008","HALIFAX",11,10,1.1,0
"2008-1","0580","B4A","March 31, 2008","HALIFAX",51,47,1.08510638297872,0
"2008-1","0580","B4E","March 31, 2008","HALIFAX",23,19,1.21052631578947,0
"2008-2","0580","B3H","June 30, 2008","HALIFAX",201,4,50.25,0
"2008-2","0580","B2Z","June 30, 2008","HALIFAX",70,70,1,0
"2008-2","0580","nan","June 30, 2008","HALIFAX",141,119,1.18487394957983,0
"2008-2","0580","B2R","June 30, 2008","HALIFAX",21,21,1,0
"2008-2","0580","B3Z","June 30, 2008","HALIFAX",38,38,1,0
"2008-2","0580","B3A","June 30, 2008","HALIFAX",29,5,5.8,0
"2008-2","0580","B3P","June 30, 2008","HALIFAX",26,20,1.3,0
"2008-2","0580","B4A","June 30, 2008","HALIFAX",49,45,1.08888888888889,0
"2008-2","0580","B2T","June 30, 2008","HALIFAX",13,13,1,0
"2008-2","0580","B3G","June 30, 2008","HALIFAX",127,95,1.33684210526316,0
"2008-2","0580","B2X","June 30, 2008","HALIFAX",22,22,1,0
"2008-2","0580","B2Y","June 30, 2008","HALIFAX",39,2,19.5,0
"2008-2","0580","B3R","June 30, 2008","HALIFAX",6,6,1,0
"2008-2","0580","B2W","June 30, 2008","HALIFAX",391,100,3.91,0
"2008-2","0580","B3V","June 30, 2008","HALIFAX",15,14,1.07142857142857,0
"2008-2","0580","B3K","June 30, 2008","HALIFAX",246,6,41,0
"2008-2","0580","B4B","June 30, 2008","HALIFAX",9,9,1,0
"2008-2","0580","B3N","June 30, 2008","HALIFAX",480,40,12,0
"2008-2","0580","B4C","June 30, 2008","HALIFAX",69,10,6.9,0
"2008-2","0580","B0J","June 30, 2008","HALIFAX",74,71,1.04225352112676,0
"2008-2","0580","B3T","June 30, 2008","HALIFAX",8,7,1.14285714285714,0
"2008-2","0580","B3M","June 30, 2008","HALIFAX",422,44,9.59090909090909,0
"2008-2","0580","B4E","June 30, 2008","HALIFAX",39,36,1.08333333333333,0
"2008-3","0580","B3G","September 30, 2008","HALIFAX",121,98,1.23469387755102,0
"2008-3","0580","B3V","September 30, 2008","HALIFAX",8,8,1,0
"2008-3","0580","B4C","September 30, 2008","HALIFAX",133,20,6.65,0
"2008-3","0580","B0J","September 30, 2008","HALIFAX",95,92,1.03260869565217,0
"2008-3","0580","B3P","September 30, 2008","HALIFAX",26,22,1.18181818181818,0
"2008-3","0580","B2X","September 30, 2008","HALIFAX",19,19,1,0
"2008-3","0580","B2W","September 30, 2008","HALIFAX",468,124,3.7741935483871,0
"2008-3","0580","B4A","September 30, 2008","HALIFAX",42,42,1,0
"2008-3","0580","nan","September 30, 2008","HALIFAX",179,147,1.21768707482993,0
"2008-3","0580","B3K","September 30, 2008","HALIFAX",235,5,47,0
"2008-3","0580","B2Z","September 30, 2008","HALIFAX",70,70,1,0
"2008-3","0580","B2T","September 30, 2008","HALIFAX",18,18,1,0
"2008-3","0580","B3N","September 30, 2008","HALIFAX",468,28,16.7142857142857,0
"2008-3","0580","B3A","September 30, 2008","HALIFAX",31,6,5.16666666666667,0
"2008-3","0580","B3M","September 30, 2008","HALIFAX",411,45,9.13333333333333,0
"2008-3","0580","B3R","September 30, 2008","HALIFAX",2,2,1,0
"2008-3","0580","B3H","September 30, 2008","HALIFAX",96,6,16,0
"2008-3","0580","B4E","September 30, 2008","HALIFAX",25,25,1,0
"2008-3","0580","B2R","September 30, 2008","HALIFAX",20,20,1,0
"2008-3","0580","B3Z","September 30, 2008","HALIFAX",44,44,1,0
"2008-3","0580","B3T","September 30, 2008","HALIFAX",5,5,1,0
"2008-3","0580","B4B","September 30, 2008","HALIFAX",9,9,1,0
"2008-3","0580","B3J","September 30, 2008","HALIFAX",56,1,56,0
"2008-3","0580","B2Y","September 30, 2008","HALIFAX",38,1,38,0
"2008-4","0580","B2T","December 31, 2008","HALIFAX",7,7,1,0
"2008-4","0580","B2R","December 31, 2008","HALIFAX",25,25,1,0
"2008-4","0580","B4E","December 31, 2008","HALIFAX",13,13,1,0
"2008-4","0580","B2Y","December 31, 2008","HALIFAX",38,1,38,0
"2008-4","0580","B4C","December 31, 2008","HALIFAX",65,11,5.90909090909091,0
"2008-4","0580","B3K","December 31, 2008","HALIFAX",164,7,23.4285714285714,0
"2008-4","0580","B3Z","December 31, 2008","HALIFAX",34,33,1.03030303030303,0
"2008-4","0580","B3V","December 31, 2008","HALIFAX",6,6,1,0
"2008-4","0580","B3J","December 31, 2008","HALIFAX",56,1,56,0
"2008-4","0580","nan","December 31, 2008","HALIFAX",113,97,1.16494845360825,0
"2008-4","0580","B2X","December 31, 2008","HALIFAX",12,12,1,0
"2008-4","0580","B4A","December 31, 2008","HALIFAX",31,31,1,0
"2008-4","0580","B4B","December 31, 2008","HALIFAX",8,8,1,0
"2008-4","0580","B3A","December 31, 2008","HALIFAX",43,9,4.77777777777778,0
"2008-4","0580","B3M","December 31, 2008","HALIFAX",335,55,6.09090909090909,0
"2008-4","0580","B2W","December 31, 2008","HALIFAX",451,102,4.42156862745098,0
"2008-4","0580","B0J","December 31, 2008","HALIFAX",61,59,1.03389830508475,0
"2008-4","0580","B3G","December 31, 2008","HALIFAX",118,98,1.20408163265306,0
"2008-4","0580","B2V","December 31, 2008","HALIFAX",1,1,1,0
"2008-4","0580","B3T","December 31, 2008","HALIFAX",3,2,1.5,0
"2008-4","0580","B3N","December 31, 2008","HALIFAX",219,19,11.5263157894737,0
"2008-4","0580","B3R","December 31, 2008","HALIFAX",2,2,1,0
"2008-4","0580","B3P","December 31, 2008","HALIFAX",25,17,1.47058823529412,0
"2008-4","0580","B2Z","December 31, 2008","HALIFAX",63,63,1,0
"2008-4","0580","B3H","December 31, 2008","HALIFAX",77,8,9.625,0
"2009-1","0580","B3N","March 31, 2009","HALIFAX",281,9,31.2222222222222,0
"2009-1","0580","B2R","March 31, 2009","HALIFAX",17,17,1,0
"2009-1","0580","B3T","March 31, 2009","HALIFAX",6,3,2,0
"2009-1","0580","B3K","March 31, 2009","HALIFAX",150,6,25,0
"2009-1","0580","B3P","March 31, 2009","HALIFAX",31,19,1.63157894736842,0
"2009-1","0580","B3G","March 31, 2009","HALIFAX",77,67,1.14925373134328,0
"2009-1","0580","B2Z","March 31, 2009","HALIFAX",39,39,1,0
"2009-1","0580","B4C","March 31, 2009","HALIFAX",56,5,11.2,0
"2009-1","0580","B4E","March 31, 2009","HALIFAX",13,13,1,0
"2009-1","0580","B2X","March 31, 2009","HALIFAX",11,11,1,0
"2009-1","0580","B3A","March 31, 2009","HALIFAX",49,10,4.9,0
"2009-1","0580","B3Z","March 31, 2009","HALIFAX",20,19,1.05263157894737,0
"2009-1","0580","B2W","March 31, 2009","HALIFAX",458,91,5.03296703296703,0
"2009-1","0580","B2V","March 31, 2009","HALIFAX",1,1,1,0
"2009-1","0580","B2Y","March 31, 2009","HALIFAX",45,2,22.5,0
"2009-1","0580","B3V","March 31, 2009","HALIFAX",2,2,1,0
"2009-1","0580","B4A","March 31, 2009","HALIFAX",34,26,1.30769230769231,0
"2009-1","0580","B3H","March 31, 2009","HALIFAX",6,6,1,0
"2009-1","0580","B3R","March 31, 2009","HALIFAX",1,1,1,0
"2009-1","0580","B3J","March 31, 2009","HALIFAX",56,1,56,0
"2009-1","0580","B2T","March 31, 2009","HALIFAX",5,5,1,0
"2009-1","0580","B3M","March 31, 2009","HALIFAX",324,40,8.1,0
"2009-1","0580","B0J","March 31, 2009","HALIFAX",53,51,1.03921568627451,0
"2009-1","0580","B4B","March 31, 2009","HALIFAX",3,3,1,0
"2009-1","0580","nan","March 31, 2009","HALIFAX",90,76,1.18421052631579,0
"2009-2","0580","B4E","June 30, 2009","HALIFAX",17,17,1,0
"2009-2","0580","B3N","June 30, 2009","HALIFAX",277,6,46.1666666666667,0
"2009-2","0580","B3K","June 30, 2009","HALIFAX",45,2,22.5,0
"2009-2","0580","B3R","June 30, 2009","HALIFAX",5,5,1,0
"2009-2","0580","B3H","June 30, 2009","HALIFAX",6,6,1,0
"2009-2","0580","B2Y","June 30, 2009","HALIFAX",45,2,22.5,0
"2009-2","0580","B3Z","June 30, 2009","HALIFAX",25,24,1.04166666666667,0
"2009-2","0580","B3T","June 30, 2009","HALIFAX",16,9,1.77777777777778,0
"2009-2","0580","B2Z","June 30, 2009","HALIFAX",38,38,1,0
"2009-2","0580","B2W","June 30, 2009","HALIFAX",278,81,3.4320987654321,0
"2009-2","0580","B3V","June 30, 2009","HALIFAX",5,5,1,0
"2009-2","0580","B4B","June 30, 2009","HALIFAX",3,3,1,0
"2009-2","0580","B2X","June 30, 2009","HALIFAX",10,10,1,0
"2009-2","0580","B4C","June 30, 2009","HALIFAX",68,17,4,0
"2009-2","0580","B3G","June 30, 2009","HALIFAX",73,63,1.15873015873016,0
"2009-2","0580","B2T","June 30, 2009","HALIFAX",9,9,1,0
"2009-2","0580","B3P","June 30, 2009","HALIFAX",38,22,1.72727272727273,0
"2009-2","0580","B4A","June 30, 2009","HALIFAX",51,37,1.37837837837838,0
"2009-2","0580","B3J","June 30, 2009","HALIFAX",56,1,56,0
"2009-2","0580","B3A","June 30, 2009","HALIFAX",55,10,5.5,0
"2009-2","0580","B2R","June 30, 2009","HALIFAX",25,25,1,0
"2009-2","0580","nan","June 30, 2009","HALIFAX",91,76,1.19736842105263,0
"2009-2","0580","B3M","June 30, 2009","HALIFAX",328,44,7.45454545454545,0
"2009-2","0580","B0J","June 30, 2009","HALIFAX",46,45,1.02222222222222,0
"2009-3","0580","B2W","September 30, 2009","HALIFAX",290,93,3.11827956989247,0
"2009-3","0580","B3K","September 30, 2009","HALIFAX",47,4,11.75,0
"2009-3","0580","B3A","September 30, 2009","HALIFAX",50,8,6.25,0
"2009-3","0580","B4A","September 30, 2009","HALIFAX",121,47,2.57446808510638,0
"2009-3","0580","B4E","September 30, 2009","HALIFAX",20,19,1.05263157894737,0
"2009-3","0580","B3J","September 30, 2009","HALIFAX",56,1,56,0
"2009-3","0580","nan","September 30, 2009","HALIFAX",213,116,1.83620689655172,0
"2009-3","0580","B2X","September 30, 2009","HALIFAX",8,8,1,0
"2009-3","0580","B3L","September 30, 2009","HALIFAX",1,1,1,0
"2009-3","0580","B2Z","September 30, 2009","HALIFAX",41,40,1.025,0
"2009-3","0580","B3R","September 30, 2009","HALIFAX",14,14,1,0
"2009-3","0580","B3Z","September 30, 2009","HALIFAX",33,33,1,0
"2009-3","0580","B4B","September 30, 2009","HALIFAX",9,9,1,0
"2009-3","0580","B2Y","September 30, 2009","HALIFAX",47,3,15.6666666666667,0
"2009-3","0580","B3H","September 30, 2009","HALIFAX",87,8,10.875,0
"2009-3","0580","B3M","September 30, 2009","HALIFAX",309,52,5.94230769230769,0.0769230769230769
"2009-3","0580","B3T","September 30, 2009","HALIFAX",7,5,1.4,0
"2009-3","0580","B3V","September 30, 2009","HALIFAX",10,10,1,0
"2009-3","0580","B3G","September 30, 2009","HALIFAX",81,70,1.15714285714286,0
"2009-3","0580","B0J","September 30, 2009","HALIFAX",62,61,1.01639344262295,0
"2009-3","0580","B3P","September 30, 2009","HALIFAX",41,29,1.41379310344828,0
"2009-3","0580","B4C","September 30, 2009","HALIFAX",119,31,3.83870967741935,0
"2009-3","0580","B3N","September 30, 2009","HALIFAX",199,12,16.5833333333333,0
"2009-3","0580","B2T","September 30, 2009","HALIFAX",10,10,1,0
"2009-3","0580","B2R","September 30, 2009","HALIFAX",36,36,1,0
"2009-4","0580","B2Y","December 31, 2009","HALIFAX",47,3,15.6666666666667,0
"2009-4","0580","B3J","December 31, 2009","HALIFAX",56,1,56,6
"2009-4","0580","B2X","December 31, 2009","HALIFAX",12,11,1.09090909090909,0
"2009-4","0580","B3N","December 31, 2009","HALIFAX",198,14,14.1428571428571,1.21428571428571
"2009-4","0580","B3P","December 31, 2009","HALIFAX",31,24,1.29166666666667,0
"2009-4","0580","B3H","December 31, 2009","HALIFAX",84,5,16.8,0
"2009-4","0580","B4B","December 31, 2009","HALIFAX",7,7,1,0
"2009-4","0580","B3G","December 31, 2009","HALIFAX",80,68,1.17647058823529,0
"2009-4","0580","B3K","December 31, 2009","HALIFAX",47,4,11.75,0
"2009-4","0580","B4A","December 31, 2009","HALIFAX",124,41,3.02439024390244,0
"2009-4","0580","B3R","December 31, 2009","HALIFAX",17,15,1.13333333333333,0
"2009-4","0580","B2T","December 31, 2009","HALIFAX",4,4,1,0
"2009-4","0580","B2Z","December 31, 2009","HALIFAX",31,30,1.03333333333333,0
"2009-4","0580","B3Z","December 31, 2009","HALIFAX",30,30,1,0
"2009-4","0580","B4C","December 31, 2009","HALIFAX",87,46,1.89130434782609,0
"2009-4","0580","B2R","December 31, 2009","HALIFAX",24,24,1,0
"2009-4","0580","B4E","December 31, 2009","HALIFAX",18,17,1.05882352941176,0
"2009-4","0580","B3T","December 31, 2009","HALIFAX",6,6,1,0
"2009-4","0580","B3A","December 31, 2009","HALIFAX",43,6,7.16666666666667,0
"2009-4","0580","B3M","December 31, 2009","HALIFAX",234,45,5.2,0.0888888888888889
"2009-4","0580","nan","December 31, 2009","HALIFAX",178,89,2,0
"2009-4","0580","B0J","December 31, 2009","HALIFAX",44,43,1.02325581395349,0
"2009-4","0580","B3L","December 31, 2009","HALIFAX",1,1,1,0
"2009-4","0580","B3V","December 31, 2009","HALIFAX",8,7,1.14285714285714,0
"2009-4","0580","B2W","December 31, 2009","HALIFAX",222,78,2.84615384615385,0
"2010-1","0580","B2W","March 31, 2010","HALIFAX",216,72,3,0
"2010-1","0580","B4C","March 31, 2010","HALIFAX",76,37,2.05405405405405,0
"2010-1","0580","B2T","March 31, 2010","HALIFAX",6,6,1,0
"2010-1","0580","B2R","March 31, 2010","HALIFAX",17,17,1,0
"2010-1","0580","B3M","March 31, 2010","HALIFAX",291,40,7.275,0.1
"2010-1","0580","B3K","March 31, 2010","HALIFAX",48,5,9.6,0
"2010-1","0580","nan","March 31, 2010","HALIFAX",167,83,2.01204819277108,0
"2010-1","0580","B0J","March 31, 2010","HALIFAX",64,61,1.04918032786885,0
"2010-1","0580","B3H","March 31, 2010","HALIFAX",86,7,12.2857142857143,0
"2010-1","0580","B2X","March 31, 2010","HALIFAX",14,13,1.07692307692308,0
"2010-1","0580","B4B","March 31, 2010","HALIFAX",17,17,1,0
"2010-1","0580","B3R","March 31, 2010","HALIFAX",14,12,1.16666666666667,0
"2010-1","0580","B4A","March 31, 2010","HALIFAX",143,47,3.04255319148936,0
"2010-1","0580","B4E","March 31, 2010","HALIFAX",12,12,1,0
"2010-1","0580","B3L","March 31, 2010","HALIFAX",125,2,62.5,0
"2010-1","0580","B2Y","March 31, 2010","HALIFAX",48,4,12,0
"2010-1","0580","B3J","March 31, 2010","HALIFAX",56,1,56,6
"2010-1","0580","B3B","March 31, 2010","HALIFAX",7,2,3.5,0
"2010-1","0580","B3T","March 31, 2010","HALIFAX",4,4,1,0
"2010-1","0580","B3V","March 31, 2010","HALIFAX",8,8,1,0
"2010-1","0580","B3N","March 31, 2010","HALIFAX",172,13,13.2307692307692,0.923076923076923
"2010-1","0580","B3G","March 31, 2010","HALIFAX",71,62,1.14516129032258,0
"2010-1","0580","B3Z","March 31, 2010","HALIFAX",27,27,1,0
"2010-1","0580","B3P","March 31, 2010","HALIFAX",36,28,1.28571428571429,0
"2010-1","0580","B2Z","March 31, 2010","HALIFAX",33,32,1.03125,0
"2010-1","0580","B3A","March 31, 2010","HALIFAX",39,9,4.33333333333333,0
"2010-2","0580","B3Z","June 30, 2010","HALIFAX",24,24,1,0
"2010-2","0580","B3J","June 30, 2010","HALIFAX",99,2,49.5,3
"2010-2","0580","B2Y","June 30, 2010","HALIFAX",11,4,2.75,0
"2010-2","0580","B3A","June 30, 2010","HALIFAX",38,9,4.22222222222222,0
"2010-2","0580","B3T","June 30, 2010","HALIFAX",7,7,1,0
"2010-2","0580","B4A","June 30, 2010","HALIFAX",142,39,3.64102564102564,0
"2010-2","0580","B3K","June 30, 2010","HALIFAX",47,4,11.75,0
"2010-2","0580","B3N","June 30, 2010","HALIFAX",202,26,7.76923076923077,0.538461538461538
"2010-2","0580","B4B","June 30, 2010","HALIFAX",7,7,1,0
"2010-2","0580","B3R","June 30, 2010","HALIFAX",21,19,1.10526315789474,0
"2010-2","0580","B3H","June 30, 2010","HALIFAX",171,11,15.5454545454545,0
"2010-2","0580","B2T","June 30, 2010","HALIFAX",12,11,1.09090909090909,0
"2010-2","0580","B3G","June 30, 2010","HALIFAX",55,44,1.25,0
"2010-2","0580","B2W","June 30, 2010","HALIFAX",188,56,3.35714285714286,0
"2010-2","0580","B3B","June 30, 2010","HALIFAX",7,2,3.5,0
"2010-2","0580","B3L","June 30, 2010","HALIFAX",124,1,124,0
"2010-2","0580","B2Z","June 30, 2010","HALIFAX",43,42,1.02380952380952,0
"2010-2","0580","B4C","June 30, 2010","HALIFAX",64,28,2.28571428571429,0
"2010-2","0580","B4E","June 30, 2010","HALIFAX",31,19,1.63157894736842,0
"2010-2","0580","B2R","June 30, 2010","HALIFAX",9,9,1,0
"2010-2","0580","B2X","June 30, 2010","HALIFAX",11,10,1.1,0
"2010-2","0580","B3V","June 30, 2010","HALIFAX",13,13,1,0
"2010-2","0580","B0J","June 30, 2010","HALIFAX",70,67,1.04477611940298,0
"2010-2","0580","B3P","June 30, 2010","HALIFAX",52,36,1.44444444444444,0
"2010-2","0580","nan","June 30, 2010","HALIFAX",155,95,1.63157894736842,0
"2010-2","0580","B3M","June 30, 2010","HALIFAX",384,37,10.3783783783784,0.27027027027027
"2010-3","0580","B2W","September 30, 2010","HALIFAX",281,53,5.30188679245283,0
"2010-3","0580","B3N","September 30, 2010","HALIFAX",217,28,7.75,0.5
"2010-3","0580","B4C","September 30, 2010","HALIFAX",67,20,3.35,0
"2010-3","0580","B3T","September 30, 2010","HALIFAX",2,2,1,0
"2010-3","0580","B0J","September 30, 2010","HALIFAX",59,57,1.03508771929825,0
"2010-3","0580","B2R","September 30, 2010","HALIFAX",9,9,1,0
"2010-3","0580","B3K","September 30, 2010","HALIFAX",2,2,1,0
"2010-3","0580","B3B","September 30, 2010","HALIFAX",7,2,3.5,0
"2010-3","0580","B3Z","September 30, 2010","HALIFAX",37,37,1,0
"2010-3","0580","B4E","September 30, 2010","HALIFAX",32,20,1.6,0
"2010-3","0580","B3M","September 30, 2010","HALIFAX",339,30,11.3,0.2
"2010-3","0580","B2Y","September 30, 2010","HALIFAX",10,4,2.5,0
"2010-3","0580","B3R","September 30, 2010","HALIFAX",14,13,1.07692307692308,0
"2010-3","0580","B4A","September 30, 2010","HALIFAX",73,38,1.92105263157895,0
"2010-3","0580","B2X","September 30, 2010","HALIFAX",11,10,1.1,0
"2010-3","0580","B2Z","September 30, 2010","HALIFAX",47,46,1.02173913043478,0
"2010-3","0580","B3P","September 30, 2010","HALIFAX",48,34,1.41176470588235,0
"2010-3","0580","nan","September 30, 2010","HALIFAX",178,119,1.49579831932773,0
"2010-3","0580","B3V","September 30, 2010","HALIFAX",11,11,1,0
"2010-3","0580","B3G","September 30, 2010","HALIFAX",63,52,1.21153846153846,0
"2010-3","0580","B3L","September 30, 2010","HALIFAX",124,1,124,0
"2010-3","0580","B3A","September 30, 2010","HALIFAX",44,15,2.93333333333333,0
"2010-3","0580","B3J","September 30, 2010","HALIFAX",99,2,49.5,3
"2010-3","0580","B4B","September 30, 2010","HALIFAX",30,30,1,0
"2010-3","0580","B3H","September 30, 2010","HALIFAX",171,11,15.5454545454545,0
"2010-3","0580","B2T","September 30, 2010","HALIFAX",6,6,1,0
"2010-4","0580","B3R","December 31, 2010","HALIFAX",13,12,1.08333333333333,0
"2010-4","0580","B3V","December 31, 2010","HALIFAX",15,15,1,0
"2010-4","0580","B2T","December 31, 2010","HALIFAX",9,9,1,0
"2010-4","0580","B3H","December 31, 2010","HALIFAX",168,8,21,0
"2010-4","0580","B2Y","December 31, 2010","HALIFAX",92,5,18.4,0
"2010-4","0580","B2R","December 31, 2010","HALIFAX",15,15,1,0
"2010-4","0580","B2X","December 31, 2010","HALIFAX",14,13,1.07692307692308,0
"2010-4","0580","B2W","December 31, 2010","HALIFAX",302,61,4.95081967213115,0
"2010-4","0580","B3T","December 31, 2010","HALIFAX",3,3,1,0
"2010-4","0580","nan","December 31, 2010","HALIFAX",150,94,1.59574468085106,0
"2010-4","0580","B4C","December 31, 2010","HALIFAX",78,25,3.12,0
"2010-4","0580","B3N","December 31, 2010","HALIFAX",63,29,2.17241379310345,0
"2010-4","0580","B3G","December 31, 2010","HALIFAX",73,56,1.30357142857143,0
"2010-4","0580","B4E","December 31, 2010","HALIFAX",15,15,1,0
"2010-4","0580","B3M","December 31, 2010","HALIFAX",376,32,11.75,0.1875
"2010-4","0580","B4A","December 31, 2010","HALIFAX",58,36,1.61111111111111,0
"2010-4","0580","B0J","December 31, 2010","HALIFAX",47,45,1.04444444444444,0
"2010-4","0580","B2Z","December 31, 2010","HALIFAX",57,56,1.01785714285714,0
"2010-4","0580","B4B","December 31, 2010","HALIFAX",40,40,1,0
"2010-4","0580","B3L","December 31, 2010","HALIFAX",124,1,124,0
"2010-4","0580","B3A","December 31, 2010","HALIFAX",44,15,2.93333333333333,0
"2010-4","0580","B3B","December 31, 2010","HALIFAX",7,2,3.5,0
"2010-4","0580","B3J","December 31, 2010","HALIFAX",99,2,49.5,3
"2010-4","0580","B3K","December 31, 2010","HALIFAX",38,2,19,0
"2010-4","0580","B3P","December 31, 2010","HALIFAX",49,35,1.4,0
"2010-4","0580","B3Z","December 31, 2010","HALIFAX",32,32,1,0
"2011-1","0580","B2X","March 31, 2011","HALIFAX",17,17,1,0
"2011-1","0580","B0J","March 31, 2011","HALIFAX",54,53,1.0188679245283,0
"2011-1","0580","B2R","March 31, 2011","HALIFAX",12,12,1,0
"2011-1","0580","B3G","March 31, 2011","HALIFAX",69,56,1.23214285714286,0
"2011-1","0580","B4B","March 31, 2011","HALIFAX",34,34,1,0
"2011-1","0580","B4A","March 31, 2011","HALIFAX",79,33,2.39393939393939,0.181818181818182
"2011-1","0580","B4C","March 31, 2011","HALIFAX",83,16,5.1875,0
"2011-1","0580","B2Z","March 31, 2011","HALIFAX",52,51,1.01960784313725,0
"2011-1","0580","B3T","March 31, 2011","HALIFAX",3,3,1,0
"2011-1","0580","B3J","March 31, 2011","HALIFAX",99,2,49.5,3
"2011-1","0580","B3R","March 31, 2011","HALIFAX",14,12,1.16666666666667,0
"2011-1","0580","B4E","March 31, 2011","HALIFAX",14,14,1,0
"2011-1","0580","B3H","March 31, 2011","HALIFAX",280,8,35,0
"2011-1","0580","B2Y","March 31, 2011","HALIFAX",93,6,15.5,0
"2011-1","0580","B3N","March 31, 2011","HALIFAX",151,25,6.04,0
"2011-1","0580","B3K","March 31, 2011","HALIFAX",38,2,19,0
"2011-1","0580","nan","March 31, 2011","HALIFAX",124,69,1.79710144927536,0
"2011-1","0580","B2W","March 31, 2011","HALIFAX",294,59,4.98305084745763,0
"2011-1","0580","B3A","March 31, 2011","HALIFAX",38,18,2.11111111111111,0
"2011-1","0580","B3L","March 31, 2011","HALIFAX",124,1,124,0
"2011-1","0580","B3B","March 31, 2011","HALIFAX",7,2,3.5,0
"2011-1","0580","B3V","March 31, 2011","HALIFAX",11,11,1,0
"2011-1","0580","B3Z","March 31, 2011","HALIFAX",21,21,1,0
"2011-1","0580","B2T","March 31, 2011","HALIFAX",4,4,1,0
"2011-1","0580","B3M","March 31, 2011","HALIFAX",466,38,12.2631578947368,0.157894736842105
"2011-1","0580","B3P","March 31, 2011","HALIFAX",61,43,1.41860465116279,0
"2011-2","0580","B3Z","June 30, 2011","HALIFAX",21,21,1,0
"2011-2","0580","B3A","June 30, 2011","HALIFAX",41,28,1.46428571428571,0
"2011-2","0580","B3P","June 30, 2011","HALIFAX",48,35,1.37142857142857,0
"2011-2","0580","nan","June 30, 2011","HALIFAX",137,82,1.67073170731707,0
"2011-2","0580","B3G","June 30, 2011","HALIFAX",63,53,1.18867924528302,0
"2011-2","0580","B2Y","June 30, 2011","HALIFAX",93,6,15.5,0
