"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"2019-3","1060","H3R","September 30, 2019","MONTRÉAL",27,5,5.4,1.2
"2019-3","1060","H4G","September 30, 2019","MONTRÉAL",15,2,7.5,2.5
"2019-3","1060","J7R","September 30, 2019","MONTRÉAL",112,28,4,0.642857142857143
"2019-3","1060","H1M","September 30, 2019","MONTRÉAL",6,1,6,2
"2019-3","1060","J7K","September 30, 2019","MONTRÉAL",275,46,5.97826086956522,0.956521739130435
"2019-3","1060","J4M","September 30, 2019","MONTRÉAL",164,10,16.4,2.3
"2019-3","1060","J4S","September 30, 2019","MONTRÉAL",2,2,1,0
"2019-3","1060","J4X","September 30, 2019","MONTRÉAL",250,7,35.7142857142857,6.42857142857143
"2019-3","1060","H8P","September 30, 2019","MONTRÉAL",24,2,12,3
"2019-3","1060","J2W","September 30, 2019","MONTRÉAL",198,45,4.4,0.422222222222222
"2019-3","1060","H7W","September 30, 2019","MONTRÉAL",12,4,3,1.25
"2019-3","1060","J3L","September 30, 2019","MONTRÉAL",184,77,2.38961038961039,0.519480519480519
"2019-3","1060","H4S","September 30, 2019","MONTRÉAL",109,4,27.25,2
"2019-3","1060","H9P","September 30, 2019","MONTRÉAL",1,1,1,0
"2019-3","1060","J7Z","September 30, 2019","MONTRÉAL",42,12,3.5,1.16666666666667
"2019-3","1060","J3E","September 30, 2019","MONTRÉAL",498,18,27.6666666666667,0.944444444444444
"2019-3","1060","J5Z","September 30, 2019","MONTRÉAL",168,18,9.33333333333333,1.72222222222222
"2019-3","1060","H3W","September 30, 2019","MONTRÉAL",222,3,74,8.66666666666667
"2019-3","1060","J7M","September 30, 2019","MONTRÉAL",7,5,1.4,0.6
"2019-3","1060","J7P","September 30, 2019","MONTRÉAL",40,8,5,1.125
"2019-3","1060","H2K","September 30, 2019","MONTRÉAL",140,8,17.5,3
"2019-3","1060","J3X","September 30, 2019","MONTRÉAL",6,6,1,0
"2019-3","1060","J6K","September 30, 2019","MONTRÉAL",8,6,1.33333333333333,0
"2019-3","1060","H1Z","September 30, 2019","MONTRÉAL",74,2,37,4.5
"2019-3","1060","H3E","September 30, 2019","MONTRÉAL",669,7,95.5714285714286,10.8571428571429
"2019-3","1060","H1C","September 30, 2019","MONTRÉAL",13,10,1.3,0
"2019-3","1060","H4M","September 30, 2019","MONTRÉAL",82,1,82,6
"2019-3","1060","H7T","September 30, 2019","MONTRÉAL",1042,17,61.2941176470588,4.64705882352941
"2019-3","1060","J4B","September 30, 2019","MONTRÉAL",88,18,4.88888888888889,0.166666666666667
"2019-3","1060","J5W","September 30, 2019","MONTRÉAL",64,13,4.92307692307692,0.461538461538462
"2019-3","1060","J5R","September 30, 2019","MONTRÉAL",504,39,12.9230769230769,1.58974358974359
"2019-3","1060","H9E","September 30, 2019","MONTRÉAL",5,5,1,0
"2019-3","1060","H2V","September 30, 2019","MONTRÉAL",597,5,119.4,6.2
"2019-3","1060","H3Y","September 30, 2019","MONTRÉAL",2,2,1,0
"2019-3","1060","H8N","September 30, 2019","MONTRÉAL",539,16,33.6875,1.625
"2019-3","1060","H1P","September 30, 2019","MONTRÉAL",44,4,11,1.25
"2019-3","1060","J6A","September 30, 2019","MONTRÉAL",527,6,87.8333333333333,8
"2019-3","1060","J7E","September 30, 2019","MONTRÉAL",72,7,10.2857142857143,1.42857142857143
"2019-3","1060","J4V","September 30, 2019","MONTRÉAL",100,5,20,1.4
"2019-3","1060","H7L","September 30, 2019","MONTRÉAL",104,17,6.11764705882353,1.82352941176471
"2019-3","1060","H1K","September 30, 2019","MONTRÉAL",104,8,13,1.5
"2019-3","1060","H3G","September 30, 2019","MONTRÉAL",17,1,17,3
"2019-3","1060","H3K","September 30, 2019","MONTRÉAL",1081,15,72.0666666666667,6.33333333333333
"2019-3","1060","H9A","September 30, 2019","MONTRÉAL",1,1,1,0
"2019-3","1060","H1G","September 30, 2019","MONTRÉAL",5,2,2.5,1
"2019-3","1060","H8S","September 30, 2019","MONTRÉAL",37,5,7.4,2.2
"2019-3","1060","H8T","September 30, 2019","MONTRÉAL",2,2,1,0
"2019-3","1060","H1Y","September 30, 2019","MONTRÉAL",645,9,71.6666666666667,6.22222222222222
"2019-3","1060","H3S","September 30, 2019","MONTRÉAL",80,3,26.6666666666667,4.66666666666667
"2019-3","1060","H4A","September 30, 2019","MONTRÉAL",1,1,1,0
"2019-3","1060","J3N","September 30, 2019","MONTRÉAL",28,9,3.11111111111111,0.444444444444444
"2019-3","1060","J5B","September 30, 2019","MONTRÉAL",92,3,30.6666666666667,3
"2019-3","1060","J5Y","September 30, 2019","MONTRÉAL",54,2,27,2
"2019-3","1060","H2L","September 30, 2019","MONTRÉAL",416,8,52,6.5
"2019-3","1060","H4E","September 30, 2019","MONTRÉAL",17,5,3.4,2
"2019-3","1060","H4H","September 30, 2019","MONTRÉAL",42,6,7,3.33333333333333
"2019-3","1060","H7R","September 30, 2019","MONTRÉAL",120,18,6.66666666666667,0.777777777777778
"2019-3","1060","H2T","September 30, 2019","MONTRÉAL",74,2,37,3.5
"2019-3","1060","H3C","September 30, 2019","MONTRÉAL",2916,15,194.4,18.8666666666667
"2019-3","1060","J3B","September 30, 2019","MONTRÉAL",80,18,4.44444444444444,1.22222222222222
"2019-3","1060","H7X","September 30, 2019","MONTRÉAL",180,22,8.18181818181818,1.90909090909091
"2019-3","1060","H7M","September 30, 2019","MONTRÉAL",229,2,114.5,7.5
"2019-3","1060","H2B","September 30, 2019","MONTRÉAL",212,1,212,26
"2019-3","1060","J4Y","September 30, 2019","MONTRÉAL",5,5,1,0
"2019-3","1060","J4Z","September 30, 2019","MONTRÉAL",1582,55,28.7636363636364,2.32727272727273
"2019-3","1060","J5L","September 30, 2019","MONTRÉAL",54,27,2,0.518518518518518
"2019-3","1060","H1N","September 30, 2019","MONTRÉAL",351,5,70.2,6
"2019-3","1060","H1H","September 30, 2019","MONTRÉAL",80,3,26.6666666666667,4
"2019-3","1060","H1A","September 30, 2019","MONTRÉAL",55,7,7.85714285714286,2.57142857142857
"2019-3","1060","J2Y","September 30, 2019","MONTRÉAL",4,4,1,0
"2019-3","1060","J3V","September 30, 2019","MONTRÉAL",17,5,3.4,1.2
"2019-3","1060","J5K","September 30, 2019","MONTRÉAL",44,44,1,0
"2019-3","1060","J6W","September 30, 2019","MONTRÉAL",187,19,9.8421052631579,2.05263157894737
"2019-3","1060","J5M","September 30, 2019","MONTRÉAL",105,44,2.38636363636364,0.613636363636364
"2019-3","1060","H4T","September 30, 2019","MONTRÉAL",85,7,12.1428571428571,0.857142857142857
"2019-3","1060","J6Y","September 30, 2019","MONTRÉAL",129,17,7.58823529411765,1.47058823529412
"2019-3","1060","H1W","September 30, 2019","MONTRÉAL",204,5,40.8,4
"2019-3","1060","J5C","September 30, 2019","MONTRÉAL",9,3,3,1.33333333333333
"2019-3","1060","H3B","September 30, 2019","MONTRÉAL",465,2,232.5,39
"2019-3","1060","J7J","September 30, 2019","MONTRÉAL",383,59,6.49152542372881,0.728813559322034
"2019-3","1060","J7G","September 30, 2019","MONTRÉAL",35,11,3.18181818181818,0
"2019-3","1060","H2X","September 30, 2019","MONTRÉAL",426,5,85.2,10.2
"2019-3","1060","J4K","September 30, 2019","MONTRÉAL",75,17,4.41176470588235,1.64705882352941
"2019-3","1060","J5A","September 30, 2019","MONTRÉAL",246,30,8.2,0.766666666666667
"2019-3","1060","H7E","September 30, 2019","MONTRÉAL",70,13,5.38461538461539,1.69230769230769
"2019-3","1060","H9H","September 30, 2019","MONTRÉAL",49,3,16.3333333333333,2.66666666666667
"2019-3","1060","J6J","September 30, 2019","MONTRÉAL",231,12,19.25,0.833333333333333
"2019-3","1060","J7Y","September 30, 2019","MONTRÉAL",243,12,20.25,2.08333333333333
"2019-3","1060","H2E","September 30, 2019","MONTRÉAL",6,2,3,2.5
"2019-3","1060","J4T","September 30, 2019","MONTRÉAL",113,34,3.32352941176471,1.47058823529412
"2019-3","1060","J4R","September 30, 2019","MONTRÉAL",100,7,14.2857142857143,2
"2019-3","1060","H7K","September 30, 2019","MONTRÉAL",68,4,17,2.5
"2019-3","1060","H7V","September 30, 2019","MONTRÉAL",134,4,33.5,3.5
"2019-3","1060","H3N","September 30, 2019","MONTRÉAL",4,1,4,3
"2019-3","1060","J4L","September 30, 2019","MONTRÉAL",32,4,8,1.75
"2019-3","1060","J3A","September 30, 2019","MONTRÉAL",1,1,1,0
"2019-3","1060","H2A","September 30, 2019","MONTRÉAL",5,1,5,3
"2019-3","1060","H9K","September 30, 2019","MONTRÉAL",76,5,15.2,0.8
"2019-3","1060","H2H","September 30, 2019","MONTRÉAL",18,1,18,0
"2019-3","1060","J7H","September 30, 2019","MONTRÉAL",153,7,21.8571428571429,3.57142857142857
"2019-3","1060","H8Y","September 30, 2019","MONTRÉAL",10,10,1,0
"2019-3","1060","J4W","September 30, 2019","MONTRÉAL",18,8,2.25,0.375
"2019-4","1060","H1E","December 31, 2019","MONTRÉAL",24,12,2,0
"2019-4","1060","H7G","December 31, 2019","MONTRÉAL",89,2,44.5,4.5
"2019-4","1060","J2W","December 31, 2019","MONTRÉAL",186,45,4.13333333333333,0.244444444444444
"2019-4","1060","J3G","December 31, 2019","MONTRÉAL",212,30,7.06666666666667,0.466666666666667
"2019-4","1060","H2B","December 31, 2019","MONTRÉAL",4,1,4,2
"2019-4","1060","H1B","December 31, 2019","MONTRÉAL",51,6,8.5,2.16666666666667
"2019-4","1060","H1Y","December 31, 2019","MONTRÉAL",612,8,76.5,6.125
"2019-4","1060","H2A","December 31, 2019","MONTRÉAL",5,1,5,3
"2019-4","1060","H3W","December 31, 2019","MONTRÉAL",212,2,106,11
"2019-4","1060","J5K","December 31, 2019","MONTRÉAL",36,36,1,0
"2019-4","1060","H3X","December 31, 2019","MONTRÉAL",273,8,34.125,2.875
"2019-4","1060","J0V","December 31, 2019","MONTRÉAL",9,9,1,0
"2019-4","1060","J4T","December 31, 2019","MONTRÉAL",144,39,3.69230769230769,1.64102564102564
"2019-4","1060","H2T","December 31, 2019","MONTRÉAL",74,2,37,3.5
"2019-4","1060","H2X","December 31, 2019","MONTRÉAL",625,6,104.166666666667,13
"2019-4","1060","J5T","December 31, 2019","MONTRÉAL",184,20,9.2,0.7
"2019-4","1060","H1G","December 31, 2019","MONTRÉAL",5,2,2.5,1
"2019-4","1060","H2C","December 31, 2019","MONTRÉAL",87,2,43.5,4
"2019-4","1060","H4T","December 31, 2019","MONTRÉAL",134,15,8.93333333333333,0.933333333333333
"2019-4","1060","H9C","December 31, 2019","MONTRÉAL",9,9,1,0
"2019-4","1060","J4X","December 31, 2019","MONTRÉAL",251,8,31.375,5.625
"2019-4","1060","J7P","December 31, 2019","MONTRÉAL",41,9,4.55555555555556,1
"2019-4","1060","H2L","December 31, 2019","MONTRÉAL",438,6,73,8.16666666666667
"2019-4","1060","H7Y","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","H3Y","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J7E","December 31, 2019","MONTRÉAL",52,7,7.42857142857143,2.57142857142857
"2019-4","1060","J4W","December 31, 2019","MONTRÉAL",19,11,1.72727272727273,0.272727272727273
"2019-4","1060","J4M","December 31, 2019","MONTRÉAL",250,12,20.8333333333333,2.58333333333333
"2019-4","1060","H3S","December 31, 2019","MONTRÉAL",80,3,26.6666666666667,4.66666666666667
"2019-4","1060","H2E","December 31, 2019","MONTRÉAL",16,3,5.33333333333333,2.66666666666667
"2019-4","1060","H4B","December 31, 2019","MONTRÉAL",125,3,41.6666666666667,3.33333333333333
"2019-4","1060","J6R","December 31, 2019","MONTRÉAL",115,26,4.42307692307692,0.692307692307692
"2019-4","1060","H2V","December 31, 2019","MONTRÉAL",597,5,119.4,6.2
"2019-4","1060","H1N","December 31, 2019","MONTRÉAL",325,6,54.1666666666667,5.16666666666667
"2019-4","1060","H9P","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","J3N","December 31, 2019","MONTRÉAL",34,8,4.25,0.875
"2019-4","1060","J6Y","December 31, 2019","MONTRÉAL",252,25,10.08,1.32
"2019-4","1060","H8N","December 31, 2019","MONTRÉAL",587,13,45.1538461538462,2.53846153846154
"2019-4","1060","J5A","December 31, 2019","MONTRÉAL",263,22,11.9545454545455,1.31818181818182
"2019-4","1060","H4L","December 31, 2019","MONTRÉAL",154,2,77,5
"2019-4","1060","H9G","December 31, 2019","MONTRÉAL",24,1,24,3
"2019-4","1060","J7R","December 31, 2019","MONTRÉAL",123,29,4.24137931034483,0.620689655172414
"2019-4","1060","J4G","December 31, 2019","MONTRÉAL",3,1,3,2
"2019-4","1060","H2P","December 31, 2019","MONTRÉAL",5,1,5,3
"2019-4","1060","H4C","December 31, 2019","MONTRÉAL",9,2,4.5,3
"2019-4","1060","H8T","December 31, 2019","MONTRÉAL",2,2,1,0
"2019-4","1060","H3J","December 31, 2019","MONTRÉAL",375,3,125,6.33333333333333
"2019-4","1060","J6A","December 31, 2019","MONTRÉAL",475,10,47.5,4.2
"2019-4","1060","J4L","December 31, 2019","MONTRÉAL",26,2,13,1.5
"2019-4","1060","J7G","December 31, 2019","MONTRÉAL",7,7,1,0
"2019-4","1060","H7P","December 31, 2019","MONTRÉAL",412,4,103,9.5
"2019-4","1060","H8R","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J5X","December 31, 2019","MONTRÉAL",18,9,2,0.444444444444444
"2019-4","1060","J6X","December 31, 2019","MONTRÉAL",121,1,121,14
"2019-4","1060","J6J","December 31, 2019","MONTRÉAL",228,8,28.5,1.75
"2019-4","1060","H2K","December 31, 2019","MONTRÉAL",178,11,16.1818181818182,3.09090909090909
"2019-4","1060","J5R","December 31, 2019","MONTRÉAL",813,42,19.3571428571429,1.61904761904762
"2019-4","1060","J7V","December 31, 2019","MONTRÉAL",729,74,9.85135135135135,1.18918918918919
"2019-4","1060","H4J","December 31, 2019","MONTRÉAL",75,1,75,6
"2019-4","1060","H9A","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J2Y","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J7A","December 31, 2019","MONTRÉAL",48,11,4.36363636363636,0.909090909090909
"2019-4","1060","J7L","December 31, 2019","MONTRÉAL",5,5,1,0
"2019-4","1060","H7J","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","H7L","December 31, 2019","MONTRÉAL",140,22,6.36363636363636,1.90909090909091
"2019-4","1060","J3B","December 31, 2019","MONTRÉAL",139,22,6.31818181818182,1.18181818181818
"2019-4","1060","J3Y","December 31, 2019","MONTRÉAL",580,80,7.25,0.6875
"2019-4","1060","J4S","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J3V","December 31, 2019","MONTRÉAL",8,2,4,1.5
"2019-4","1060","J4J","December 31, 2019","MONTRÉAL",48,19,2.52631578947368,0.526315789473684
"2019-4","1060","J3L","December 31, 2019","MONTRÉAL",129,79,1.63291139240506,0.20253164556962
"2019-4","1060","J6V","December 31, 2019","MONTRÉAL",4,4,1,0
"2019-4","1060","J3E","December 31, 2019","MONTRÉAL",510,19,26.8421052631579,0.894736842105263
"2019-4","1060","H4A","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","H9X","December 31, 2019","MONTRÉAL",48,17,2.82352941176471,0.117647058823529
"2019-4","1060","J2X","December 31, 2019","MONTRÉAL",107,30,3.56666666666667,1.23333333333333
"2019-4","1060","J4Z","December 31, 2019","MONTRÉAL",1582,47,33.6595744680851,2.51063829787234
"2019-4","1060","H3Z","December 31, 2019","MONTRÉAL",4,1,4,0
"2019-4","1060","J4Y","December 31, 2019","MONTRÉAL",5,5,1,0
"2019-4","1060","J3H","December 31, 2019","MONTRÉAL",70,22,3.18181818181818,0.363636363636364
"2019-4","1060","J7T","December 31, 2019","MONTRÉAL",151,80,1.8875,0
"2019-4","1060","H3R","December 31, 2019","MONTRÉAL",27,5,5.4,1.2
"2019-4","1060","H4G","December 31, 2019","MONTRÉAL",15,2,7.5,3
"2019-4","1060","H4H","December 31, 2019","MONTRÉAL",32,4,8,4
"2019-4","1060","H7M","December 31, 2019","MONTRÉAL",229,2,114.5,7.5
"2019-4","1060","H8Y","December 31, 2019","MONTRÉAL",9,9,1,0
"2019-4","1060","H7H","December 31, 2019","MONTRÉAL",3,3,1,0
"2019-4","1060","H7R","December 31, 2019","MONTRÉAL",52,20,2.6,0.4
"2019-4","1060","J5L","December 31, 2019","MONTRÉAL",48,37,1.2972972972973,0.162162162162162
"2019-4","1060","J5M","December 31, 2019","MONTRÉAL",83,33,2.51515151515152,0.848484848484849
"2019-4","1060","H2Y","December 31, 2019","MONTRÉAL",147,1,147,20
"2019-4","1060","H3H","December 31, 2019","MONTRÉAL",1004,6,167.333333333333,16.8333333333333
"2019-4","1060","H4S","December 31, 2019","MONTRÉAL",58,5,11.6,0.8
"2019-4","1060","J7Z","December 31, 2019","MONTRÉAL",43,17,2.52941176470588,0.823529411764706
"2019-4","1060","H3K","December 31, 2019","MONTRÉAL",967,14,69.0714285714286,5.64285714285714
"2019-4","1060","H7W","December 31, 2019","MONTRÉAL",12,3,4,1.66666666666667
"2019-4","1060","J6Z","December 31, 2019","MONTRÉAL",31,22,1.40909090909091,0.181818181818182
"2019-4","1060","J7M","December 31, 2019","MONTRÉAL",5,5,1,0
"2019-4","1060","H3E","December 31, 2019","MONTRÉAL",669,7,95.5714285714286,10.8571428571429
"2019-4","1060","J4K","December 31, 2019","MONTRÉAL",86,21,4.09523809523809,1.33333333333333
"2019-4","1060","H3N","December 31, 2019","MONTRÉAL",43,2,21.5,3.5
"2019-4","1060","J5C","December 31, 2019","MONTRÉAL",4,1,4,0
"2019-4","1060","H7N","December 31, 2019","MONTRÉAL",176,6,29.3333333333333,3
"2019-4","1060","J0N","December 31, 2019","MONTRÉAL",191,83,2.30120481927711,0.493975903614458
"2019-4","1060","H1C","December 31, 2019","MONTRÉAL",15,12,1.25,0
"2019-4","1060","H4W","December 31, 2019","MONTRÉAL",523,5,104.6,10.4
"2019-4","1060","H1H","December 31, 2019","MONTRÉAL",135,9,15,2.77777777777778
"2019-4","1060","J7K","December 31, 2019","MONTRÉAL",343,51,6.72549019607843,0.803921568627451
"2019-4","1060","H1P","December 31, 2019","MONTRÉAL",44,4,11,1.25
"2019-4","1060","H8Z","December 31, 2019","MONTRÉAL",3,2,1.5,0
"2019-4","1060","J7J","December 31, 2019","MONTRÉAL",420,51,8.23529411764706,0.92156862745098
"2019-4","1060","H9S","December 31, 2019","MONTRÉAL",78,13,6,0.461538461538462
"2019-4","1060","H9B","December 31, 2019","MONTRÉAL",55,1,55,5
"2019-4","1060","H7A","December 31, 2019","MONTRÉAL",25,5,5,0
"2019-4","1060","H9E","December 31, 2019","MONTRÉAL",6,6,1,0
"2019-4","1060","J7Y","December 31, 2019","MONTRÉAL",223,11,20.2727272727273,1.63636363636364
"2019-4","1060","H7B","December 31, 2019","MONTRÉAL",4,4,1,0
"2019-4","1060","H7X","December 31, 2019","MONTRÉAL",16,14,1.14285714285714,0
"2019-4","1060","J4B","December 31, 2019","MONTRÉAL",19,11,1.72727272727273,0
"2019-4","1060","J7C","December 31, 2019","MONTRÉAL",253,53,4.77358490566038,0.981132075471698
"2019-4","1060","H7T","December 31, 2019","MONTRÉAL",862,22,39.1818181818182,3
"2019-4","1060","H9K","December 31, 2019","MONTRÉAL",121,6,20.1666666666667,1.33333333333333
"2019-4","1060","H7K","December 31, 2019","MONTRÉAL",69,5,13.8,2
"2019-4","1060","H2N","December 31, 2019","MONTRÉAL",8,1,8,2
"2019-4","1060","H9R","December 31, 2019","MONTRÉAL",421,18,23.3888888888889,2.11111111111111
"2019-4","1060","H2J","December 31, 2019","MONTRÉAL",70,4,17.5,2.75
"2019-4","1060","H7V","December 31, 2019","MONTRÉAL",50,3,16.6666666666667,2
"2019-4","1060","H1Z","December 31, 2019","MONTRÉAL",74,2,37,4.5
"2019-4","1060","H4V","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J5W","December 31, 2019","MONTRÉAL",72,17,4.23529411764706,0.352941176470588
"2019-4","1060","H3B","December 31, 2019","MONTRÉAL",465,2,232.5,39
"2019-4","1060","J0L","December 31, 2019","MONTRÉAL",81,51,1.58823529411765,0.0588235294117647
"2019-4","1060","H1A","December 31, 2019","MONTRÉAL",47,7,6.71428571428571,2.14285714285714
"2019-4","1060","H2G","December 31, 2019","MONTRÉAL",52,2,26,2
"2019-4","1060","H4E","December 31, 2019","MONTRÉAL",17,5,3.4,2.2
"2019-4","1060","H9J","December 31, 2019","MONTRÉAL",1,1,1,0
"2019-4","1060","J7H","December 31, 2019","MONTRÉAL",199,2,99.5,7.5
"2019-4","1060","H2S","December 31, 2019","MONTRÉAL",91,9,10.1111111111111,2.88888888888889
"2019-4","1060","J7N","December 31, 2019","MONTRÉAL",295,102,2.8921568627451,0.745098039215686
"2019-4","1060","H2R","December 31, 2019","MONTRÉAL",149,8,18.625,3.125
"2019-4","1060","H4M","December 31, 2019","MONTRÉAL",84,2,42,3
"2019-4","1060","H1R","December 31, 2019","MONTRÉAL",101,2,50.5,3.5
"2019-4","1060","J4P","December 31, 2019","MONTRÉAL",6,1,6,2
"2019-4","1060","H3G","December 31, 2019","MONTRÉAL",17,1,17,3
"2019-4","1060","J5B","December 31, 2019","MONTRÉAL",93,4,23.25,2.25
"2019-4","1060","H2H","December 31, 2019","MONTRÉAL",18,1,18,0
"2019-4","1060","H3A","December 31, 2019","MONTRÉAL",5,1,5,0
"2019-4","1060","H8S","December 31, 2019","MONTRÉAL",229,10,22.9,3.9
"2019-4","1060","J4V","December 31, 2019","MONTRÉAL",105,5,21,2
"2019-4","1060","H1W","December 31, 2019","MONTRÉAL",212,7,30.2857142857143,3.42857142857143
"2019-4","1060","J5Y","December 31, 2019","MONTRÉAL",11,5,2.2,0.6
"2019-4","1060","J4R","December 31, 2019","MONTRÉAL",100,7,14.2857142857143,2.28571428571429
"2019-4","1060","H7E","December 31, 2019","MONTRÉAL",45,8,5.625,1.375
"2019-4","1060","H9W","December 31, 2019","MONTRÉAL",19,11,1.72727272727273,0
"2019-4","1060","J6W","December 31, 2019","MONTRÉAL",230,23,10,1.8695652173913
"2019-4","1060","J3X","December 31, 2019","MONTRÉAL",83,8,10.375,0.75
"2019-4","1060","J0P","December 31, 2019","MONTRÉAL",326,45,7.24444444444444,0.6
"2019-4","1060","J6N","December 31, 2019","MONTRÉAL",92,27,3.40740740740741,0.481481481481481
"2019-4","1060","J4H","December 31, 2019","MONTRÉAL",89,3,29.6666666666667,2
"2019-4","1060","H4K","December 31, 2019","MONTRÉAL",7,3,2.33333333333333,0.666666666666667
"2019-4","1060","H8P","December 31, 2019","MONTRÉAL",12,1,12,3
"2019-4","1060","H3L","December 31, 2019","MONTRÉAL",111,2,55.5,4.5
"2019-4","1060","H1K","December 31, 2019","MONTRÉAL",100,4,25,3
"2019-4","1060","J6K","December 31, 2019","MONTRÉAL",31,9,3.44444444444444,0.555555555555556
"2019-4","1060","H1L","December 31, 2019","MONTRÉAL",195,16,12.1875,2.125
"2019-4","1060","H9H","December 31, 2019","MONTRÉAL",26,3,8.66666666666667,1.33333333333333
"2019-4","1060",NA,"December 31, 2019","MONTRÉAL",123,3,41,7
"2019-4","1060","H3C","December 31, 2019","MONTRÉAL",3042,16,190.125,18.125
"2019-4","1060","J5Z","December 31, 2019","MONTRÉAL",365,16,22.8125,3.0625
"2020-1","1060","H9E","March 31, 2020","MONTRÉAL",4,4,1,0
"2020-1","1060","H3G","March 31, 2020","MONTRÉAL",17,1,17,3
"2020-1","1060","J4B","March 31, 2020","MONTRÉAL",10,6,1.66666666666667,0
"2020-1","1060","J4X","March 31, 2020","MONTRÉAL",248,5,49.6,9
"2020-1","1060","J6V","March 31, 2020","MONTRÉAL",1,1,1,0
"2020-1","1060","J7J","March 31, 2020","MONTRÉAL",296,22,13.4545454545455,1.40909090909091
"2020-1","1060","H2Y","March 31, 2020","MONTRÉAL",147,1,147,20
"2020-1","1060","H3J","March 31, 2020","MONTRÉAL",375,3,125,6.33333333333333
"2020-1","1060","J0N","March 31, 2020","MONTRÉAL",121,51,2.37254901960784,0.509803921568627
"2020-1","1060","J5Z","March 31, 2020","MONTRÉAL",350,10,35,4.3
"2020-1","1060","H9K","March 31, 2020","MONTRÉAL",119,4,29.75,2
"2020-1","1060","H1Y","March 31, 2020","MONTRÉAL",612,7,87.4285714285714,6
"2020-1","1060","J6N","March 31, 2020","MONTRÉAL",58,17,3.41176470588235,0.411764705882353
"2020-1","1060","H1G","March 31, 2020","MONTRÉAL",5,2,2.5,1
"2020-1","1060","nan","March 31, 2020","MONTRÉAL",12,2,6,2.5
"2020-1","1060","J4T","March 31, 2020","MONTRÉAL",63,15,4.2,2
"2020-1","1060","J7N","March 31, 2020","MONTRÉAL",219,66,3.31818181818182,0.833333333333333
"2020-1","1060","J5Y","March 31, 2020","MONTRÉAL",10,4,2.5,0.75
"2020-1","1060","H1W","March 31, 2020","MONTRÉAL",208,6,34.6666666666667,3.5
"2020-1","1060",NA,"March 31, 2020","MONTRÉAL",5133,615,8.34634146341463,1.06178861788618
"2020-1","1060","H2E","March 31, 2020","MONTRÉAL",13,2,6.5,2.5
"2020-1","1060","J4R","March 31, 2020","MONTRÉAL",58,3,19.3333333333333,2.66666666666667
"2020-1","1060","J3G","March 31, 2020","MONTRÉAL",186,20,9.3,0.5
"2020-1","1060","H1B","March 31, 2020","MONTRÉAL",39,3,13,2.66666666666667
"2020-1","1060","J6A","March 31, 2020","MONTRÉAL",459,6,76.5,6.16666666666667
"2020-1","1060","H2X","March 31, 2020","MONTRÉAL",548,5,109.6,12.8
"2020-1","1060","H7H","March 31, 2020","MONTRÉAL",3,3,1,0
"2020-1","1060","H8S","March 31, 2020","MONTRÉAL",224,9,24.8888888888889,4.33333333333333
"2020-1","1060","J4S","March 31, 2020","MONTRÉAL",1,1,1,0
"2020-1","1060","H3A","March 31, 2020","MONTRÉAL",5,1,5,0
"2020-1","1060","J7E","March 31, 2020","MONTRÉAL",45,4,11.25,3
"2020-1","1060","H9W","March 31, 2020","MONTRÉAL",17,9,1.88888888888889,0
"2020-1","1060","J4L","March 31, 2020","MONTRÉAL",26,2,13,1.5
"2020-1","1060","H2J","March 31, 2020","MONTRÉAL",71,4,17.75,2.75
"2020-1","1060","J3H","March 31, 2020","MONTRÉAL",22,16,1.375,0.25
"2020-1","1060","H2N","March 31, 2020","MONTRÉAL",8,1,8,2
"2020-1","1060","J4W","March 31, 2020","MONTRÉAL",5,5,1,0
"2020-1","1060","H1N","March 31, 2020","MONTRÉAL",325,6,54.1666666666667,5.16666666666667
"2020-1","1060","J7G","March 31, 2020","MONTRÉAL",5,5,1,0
"2020-1","1060","J5A","March 31, 2020","MONTRÉAL",70,10,7,0.7
"2020-1","1060","J7Y","March 31, 2020","MONTRÉAL",214,6,35.6666666666667,2.5
"2020-1","1060","H3H","March 31, 2020","MONTRÉAL",999,5,199.8,20
"2020-1","1060","J5L","March 31, 2020","MONTRÉAL",18,18,1,0
"2020-1","1060","H3E","March 31, 2020","MONTRÉAL",669,7,95.5714285714286,10.8571428571429
"2020-1","1060","H4T","March 31, 2020","MONTRÉAL",130,14,9.28571428571429,1
"2020-1","1060","J5M","March 31, 2020","MONTRÉAL",25,13,1.92307692307692,0.769230769230769
"2020-1","1060","J2X","March 31, 2020","MONTRÉAL",87,19,4.57894736842105,1.57894736842105
"2020-1","1060","H3Y","March 31, 2020","MONTRÉAL",1,1,1,0
