"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"7898","2020-2","0580","B3Z","June 30, 2020","HALIFAX",10,10,1,0
"7899","2020-2","0580","B4A","June 30, 2020","HALIFAX",5,5,1,0
"7900","2020-2","0580","B4B","June 30, 2020","HALIFAX",1345,106,12.688679245283,0.858490566037736
"7901","2020-2","0580","B4C","June 30, 2020","HALIFAX",2,2,1,0
"7902","2020-2","0580","B4E","June 30, 2020","HALIFAX",17,10,1.7,0
"7903","2020-2","0580","B4G","June 30, 2020","HALIFAX",1,1,1,0
"7904","2020-3","0580",NA,"September 30, 2020","HALIFAX",2114,683,3.09516837481698,0.193265007320644
"7905","2020-3","0580","B0J","September 30, 2020","HALIFAX",14,14,1,0
"7906","2020-3","0580","B2R","September 30, 2020","HALIFAX",3,3,1,0
"7907","2020-3","0580","B2T","September 30, 2020","HALIFAX",3,3,1,0
"7908","2020-3","0580","B2V","September 30, 2020","HALIFAX",1,1,1,0
"7909","2020-3","0580","B2W","September 30, 2020","HALIFAX",86,1,86,6
"7910","2020-3","0580","B2X","September 30, 2020","HALIFAX",2,2,1,0
"7911","2020-3","0580","B2Z","September 30, 2020","HALIFAX",4,4,1,0
"7912","2020-3","0580","B3A","September 30, 2020","HALIFAX",1,1,1,0
"7913","2020-3","0580","B3B","September 30, 2020","HALIFAX",209,2,104.5,16
"7914","2020-3","0580","B3H","September 30, 2020","HALIFAX",425,12,35.4166666666667,3.91666666666667
"7915","2020-3","0580","B3J","September 30, 2020","HALIFAX",795,6,132.5,13.5
"7916","2020-3","0580","B3K","September 30, 2020","HALIFAX",131,3,43.6666666666667,5.66666666666667
"7917","2020-3","0580","B3L","September 30, 2020","HALIFAX",7,5,1.4,0
"7918","2020-3","0580","B3M","September 30, 2020","HALIFAX",360,21,17.1428571428571,1.52380952380952
"7919","2020-3","0580","B3N","September 30, 2020","HALIFAX",107,3,35.6666666666667,3
"7920","2020-3","0580","B3P","September 30, 2020","HALIFAX",149,16,9.3125,1.4375
"7921","2020-3","0580","B3R","September 30, 2020","HALIFAX",3,2,1.5,0
"7922","2020-3","0580","B3T","September 30, 2020","HALIFAX",141,6,23.5,1
"7923","2020-3","0580","B3V","September 30, 2020","HALIFAX",2,2,1,0
"7924","2020-3","0580","B3Z","September 30, 2020","HALIFAX",1,1,1,0
"7925","2020-3","0580","B4A","September 30, 2020","HALIFAX",2,2,1,0
"7926","2020-3","0580","B4B","September 30, 2020","HALIFAX",1018,55,18.5090909090909,1.30909090909091
"7927","2020-3","0580","B4C","September 30, 2020","HALIFAX",1,1,1,0
"7928","2020-3","0580","B4E","September 30, 2020","HALIFAX",8,4,2,0
"7929","2020-4","0580",NA,"December 31, 2020","HALIFAX",2825,779,3.62644415917843,0.27214377406932
"7930","2020-4","0580","B0J","December 31, 2020","HALIFAX",10,10,1,0
"7931","2020-4","0580","B2R","December 31, 2020","HALIFAX",2,2,1,0
"7932","2020-4","0580","B2T","December 31, 2020","HALIFAX",1,1,1,0
"7933","2020-4","0580","B2W","December 31, 2020","HALIFAX",86,1,86,6
"7934","2020-4","0580","B2Z","December 31, 2020","HALIFAX",2,2,1,0
"7935","2020-4","0580","B3B","December 31, 2020","HALIFAX",209,2,104.5,16
"7936","2020-4","0580","B3H","December 31, 2020","HALIFAX",314,9,34.8888888888889,3.55555555555556
"7937","2020-4","0580","B3J","December 31, 2020","HALIFAX",557,4,139.25,12.25
"7938","2020-4","0580","B3K","December 31, 2020","HALIFAX",131,3,43.6666666666667,5.66666666666667
"7939","2020-4","0580","B3L","December 31, 2020","HALIFAX",2,2,1,0
"7940","2020-4","0580","B3M","December 31, 2020","HALIFAX",350,14,25,2.28571428571429
"7941","2020-4","0580","B3N","December 31, 2020","HALIFAX",106,2,53,4.5
"7942","2020-4","0580","B3P","December 31, 2020","HALIFAX",92,8,11.5,1.375
"7943","2020-4","0580","B3R","December 31, 2020","HALIFAX",2,1,2,0
"7944","2020-4","0580","B3T","December 31, 2020","HALIFAX",140,5,28,1.2
"7945","2020-4","0580","B3V","December 31, 2020","HALIFAX",1,1,1,0
"7946","2020-4","0580","B4A","December 31, 2020","HALIFAX",1,1,1,0
"7947","2020-4","0580","B4B","December 31, 2020","HALIFAX",889,22,40.4090909090909,3.09090909090909
"7948","2020-4","0580","B4C","December 31, 2020","HALIFAX",1,1,1,0
"7949","2020-4","0580","B4E","December 31, 2020","HALIFAX",3,1,3,0
"7950","2021-1","0580",NA,"March 31, 2021","HALIFAX",3352,780,4.2974358974359,0.347435897435897
"7951","2021-1","0580","B0J","March 31, 2021","HALIFAX",4,4,1,0
"7952","2021-1","0580","B2T","March 31, 2021","HALIFAX",1,1,1,0
"7953","2021-1","0580","B2Z","March 31, 2021","HALIFAX",2,2,1,0
"7954","2021-1","0580","B3B","March 31, 2021","HALIFAX",209,2,104.5,16
"7955","2021-1","0580","B3H","March 31, 2021","HALIFAX",314,9,34.8888888888889,3.55555555555556
"7956","2021-1","0580","B3J","March 31, 2021","HALIFAX",557,4,139.25,11.75
"7957","2021-1","0580","B3K","March 31, 2021","HALIFAX",131,3,43.6666666666667,5.66666666666667
"7958","2021-1","0580","B3L","March 31, 2021","HALIFAX",2,2,1,0
"7959","2021-1","0580","B3M","March 31, 2021","HALIFAX",344,8,43,4
"7960","2021-1","0580","B3N","March 31, 2021","HALIFAX",106,2,53,4.5
"7961","2021-1","0580","B3P","March 31, 2021","HALIFAX",87,3,29,3.66666666666667
"7962","2021-1","0580","B3R","March 31, 2021","HALIFAX",2,1,2,0
"7963","2021-1","0580","B3T","March 31, 2021","HALIFAX",140,5,28,1.2
"7964","2021-1","0580","B4A","March 31, 2021","HALIFAX",1,1,1,0
"7965","2021-1","0580","B4B","March 31, 2021","HALIFAX",598,14,42.7142857142857,3.07142857142857
"7966","2021-1","0580","B4C","March 31, 2021","HALIFAX",1,1,1,0
"7967","2021-2","0580",NA,"June 30, 2021","HALIFAX",3735,548,6.81569343065693,0.56021897810219
"7968","2021-2","0580","B0J","June 30, 2021","HALIFAX",3,3,1,0
"7969","2021-2","0580","B2T","June 30, 2021","HALIFAX",1,1,1,0
"7970","2021-2","0580","B2Z","June 30, 2021","HALIFAX",1,1,1,0
"7971","2021-2","0580","B3B","June 30, 2021","HALIFAX",209,2,104.5,16
"7972","2021-2","0580","B3H","June 30, 2021","HALIFAX",313,8,39.125,4
"7973","2021-2","0580","B3J","June 30, 2021","HALIFAX",416,3,138.666666666667,14
"7974","2021-2","0580","B3K","June 30, 2021","HALIFAX",52,1,52,5
"7975","2021-2","0580","B3L","June 30, 2021","HALIFAX",2,2,1,0
"7976","2021-2","0580","B3M","June 30, 2021","HALIFAX",320,4,80,7.25
"7977","2021-2","0580","B3N","June 30, 2021","HALIFAX",106,2,53,4.5
"7978","2021-2","0580","B3P","June 30, 2021","HALIFAX",87,3,29,3.66666666666667
"7979","2021-2","0580","B3R","June 30, 2021","HALIFAX",2,1,2,0
"7980","2021-2","0580","B3T","June 30, 2021","HALIFAX",2,2,1,0
"7981","2021-2","0580","B4A","June 30, 2021","HALIFAX",1,1,1,0
"7982","2021-2","0580","B4B","June 30, 2021","HALIFAX",442,9,49.1111111111111,3.55555555555556
"7983","2021-2","0580","B4C","June 30, 2021","HALIFAX",1,1,1,0
"7984","2021-3","0580",NA,"September 30, 2021","HALIFAX",4027,574,7.01567944250871,0.5801393728223
"7985","2021-3","0580","B0J","September 30, 2021","HALIFAX",3,3,1,0
"7986","2021-3","0580","B2T","September 30, 2021","HALIFAX",1,1,1,0
"7987","2021-3","0580","B2Z","September 30, 2021","HALIFAX",1,1,1,0
"7988","2021-3","0580","B3B","September 30, 2021","HALIFAX",209,2,104.5,16
"7989","2021-3","0580","B3H","September 30, 2021","HALIFAX",237,6,39.5,4.33333333333333
"7990","2021-3","0580","B3J","September 30, 2021","HALIFAX",308,2,154,13
"7991","2021-3","0580","B3K","September 30, 2021","HALIFAX",52,1,52,5
"7992","2021-3","0580","B3L","September 30, 2021","HALIFAX",1,1,1,0
"7993","2021-3","0580","B3M","September 30, 2021","HALIFAX",320,4,80,7.25
"7994","2021-3","0580","B3N","September 30, 2021","HALIFAX",105,1,105,9
"7995","2021-3","0580","B3P","September 30, 2021","HALIFAX",86,2,43,5.5
"7996","2021-3","0580","B3R","September 30, 2021","HALIFAX",2,1,2,0
"7997","2021-3","0580","B4A","September 30, 2021","HALIFAX",1,1,1,0
"7998","2021-3","0580","B4B","September 30, 2021","HALIFAX",351,7,50.1428571428571,3.42857142857143
"7999","2021-4","0580",NA,"December 31, 2021","HALIFAX",5369,790,6.79620253164557,0.556962025316456
"8000","2021-4","0580","B0J","December 31, 2021","HALIFAX",3,3,1,0
"8001","2021-4","0580","B2T","December 31, 2021","HALIFAX",1,1,1,0
"8002","2021-4","0580","B2Z","December 31, 2021","HALIFAX",1,1,1,0
"8003","2021-4","0580","B3B","December 31, 2021","HALIFAX",209,2,104.5,16
"8004","2021-4","0580","B3H","December 31, 2021","HALIFAX",64,4,16,3
"8005","2021-4","0580","B3J","December 31, 2021","HALIFAX",308,2,154,13
"8006","2021-4","0580","B3K","December 31, 2021","HALIFAX",52,1,52,5
"8007","2021-4","0580","B3M","December 31, 2021","HALIFAX",250,2,125,10.5
"8008","2021-4","0580","B3N","December 31, 2021","HALIFAX",105,1,105,9
"8009","2021-4","0580","B3P","December 31, 2021","HALIFAX",86,2,43,5.5
"8010","2021-4","0580","B4A","December 31, 2021","HALIFAX",1,1,1,0
"8011","2021-4","0580","B4B","December 31, 2021","HALIFAX",120,1,120,7
"8012","2022-1","0580",NA,"March 31, 2022","HALIFAX",5672,714,7.94397759103641,0.679271708683473
"8013","2022-1","0580","B0J","March 31, 2022","HALIFAX",3,3,1,0
"8014","2022-1","0580","B2T","March 31, 2022","HALIFAX",1,1,1,0
"8015","2022-1","0580","B2Z","March 31, 2022","HALIFAX",1,1,1,0
"8016","2022-1","0580","B3B","March 31, 2022","HALIFAX",209,2,104.5,16
"8017","2022-1","0580","B3H","March 31, 2022","HALIFAX",63,3,21,4
"8018","2022-1","0580","B3J","March 31, 2022","HALIFAX",308,2,154,13
"8019","2022-1","0580","B3K","March 31, 2022","HALIFAX",52,1,52,5
"8020","2022-1","0580","B3M","March 31, 2022","HALIFAX",146,1,146,13
"8021","2022-1","0580","B3N","March 31, 2022","HALIFAX",105,1,105,9
"8022","2022-1","0580","B3P","March 31, 2022","HALIFAX",86,2,43,5.5
"8023","2022-1","0580","B4A","March 31, 2022","HALIFAX",1,1,1,0
"8024","2022-2","0580",NA,"June 30, 2022","HALIFAX",6610,783,8.4418901660281,0.731800766283525
"8025","2022-2","0580","B0J","June 30, 2022","HALIFAX",2,2,1,0
"8026","2022-2","0580","B2T","June 30, 2022","HALIFAX",1,1,1,0
"8027","2022-2","0580","B2Z","June 30, 2022","HALIFAX",1,1,1,0
"8028","2022-2","0580","B3B","June 30, 2022","HALIFAX",209,2,104.5,16
"8029","2022-2","0580","B3H","June 30, 2022","HALIFAX",2,2,1,0
"8030","2022-2","0580","B3J","June 30, 2022","HALIFAX",308,2,154,13
"8031","2022-2","0580","B3K","June 30, 2022","HALIFAX",52,1,52,5
"8032","2022-2","0580","B3M","June 30, 2022","HALIFAX",146,1,146,13
"8033","2022-2","0580","B3N","June 30, 2022","HALIFAX",105,1,105,9
"8034","2022-2","0580","B3P","June 30, 2022","HALIFAX",86,2,43,5.5
"8035","2022-3","0580",NA,"September 30, 2022","HALIFAX",6847,803,8.52677459526775,0.745952677459527
"8036","2022-3","0580","B0J","September 30, 2022","HALIFAX",2,2,1,0
"8037","2022-3","0580","B2Z","September 30, 2022","HALIFAX",1,1,1,0
"8038","2022-3","0580","B3B","September 30, 2022","HALIFAX",209,2,104.5,16
"8039","2022-3","0580","B3H","September 30, 2022","HALIFAX",1,1,1,0
"8040","2022-3","0580","B3J","September 30, 2022","HALIFAX",149,1,149,9
"8041","2022-3","0580","B3K","September 30, 2022","HALIFAX",52,1,52,5
"8042","2022-3","0580","B3P","September 30, 2022","HALIFAX",86,2,43,5.5
"8043","2022-4","0580",NA,"December 31, 2022","HALIFAX",6456,733,8.80763983628922,0.789904502046385
"8044","2022-4","0580","B0J","December 31, 2022","HALIFAX",2,2,1,0
"8045","2022-4","0580","B2Z","December 31, 2022","HALIFAX",1,1,1,0
"8046","2022-4","0580","B3J","December 31, 2022","HALIFAX",149,1,149,9
"8047","2022-4","0580","B3K","December 31, 2022","HALIFAX",52,1,52,5
"8048","2022-4","0580","B3P","December 31, 2022","HALIFAX",86,2,43,5.5
"8049","2023-1","0580",NA,"March 31, 2023","HALIFAX",6591,742,8.88274932614555,0.768194070080862
"8050","2023-1","0580","B0J","March 31, 2023","HALIFAX",2,2,1,0
"8051","2023-1","0580","B2Z","March 31, 2023","HALIFAX",1,1,1,0
"8052","2023-1","0580","B3K","March 31, 2023","HALIFAX",52,1,52,5
"8053","2023-1","0580","B3P","March 31, 2023","HALIFAX",86,2,43,5.5
"8054","2023-2","0580",NA,"June 30, 2023","HALIFAX",7260,748,9.70588235294118,0.831550802139037
"8055","2023-2","0580","B0J","June 30, 2023","HALIFAX",2,2,1,0
"8056","2023-2","0580","B2Z","June 30, 2023","HALIFAX",1,1,1,0
"8057","2023-2","0580","B3K","June 30, 2023","HALIFAX",52,1,52,5
"8058","2023-2","0580","B3P","June 30, 2023","HALIFAX",86,2,43,5.5
"8059","1988-2","0610",NA,"June 30, 1988","HAMILTON",9,9,1,0
"8060","1988-2","0610","nan","June 30, 1988",NA,2874,1206,2.38308457711443,0
"8061","1988-3","0610",NA,"September 30, 1988",NA,2,2,1,0
"8062","1988-3","0610","L3M","September 30, 1988","HAMILTON",1,1,1,0
"8063","1988-3","0610","nan","September 30, 1988",NA,2711,1471,1.84296397008838,0
"8064","1988-4","0610",NA,"December 31, 1988",NA,1,1,1,0
"8065","1988-4","0610","L3M","December 31, 1988","HAMILTON",1,1,1,0
"8066","1988-4","0610","nan","December 31, 1988",NA,2414,1118,2.15921288014311,0
"8067","1989-1","0610",NA,"March 31, 1989","HAMILTON",1,1,1,0
"8068","1989-1","0610","L3M","March 31, 1989","HAMILTON",1,1,1,0
"8069","1989-1","0610","nan","March 31, 1989",NA,2058,1035,1.98840579710145,0
"8070","1989-2","0610",NA,"June 30, 1989",NA,6,3,2,0
"8071","1989-2","0610","L3M","June 30, 1989","HAMILTON",1,1,1,0
"8072","1989-2","0610","nan","June 30, 1989",NA,2216,1035,2.14106280193237,0
"8073","1989-3","0610",NA,"September 30, 1989",NA,7,4,1.75,0
"8074","1989-3","0610","L3M","September 30, 1989","HAMILTON",1,1,1,0
"8075","1989-3","0610","nan","September 30, 1989",NA,2104,918,2.29193899782135,0
"8076","1989-4","0610",NA,"December 31, 1989",NA,7,5,1.4,0
"8077","1989-4","0610","L3M","December 31, 1989","HAMILTON",1,1,1,0
"8078","1989-4","0610","nan","December 31, 1989",NA,1698,946,1.79492600422833,0
"8079","1990-1","0610",NA,"March 31, 1990",NA,18,6,3,0
"8080","1990-1","0610","L3M","March 31, 1990","HAMILTON",1,1,1,0
"8081","1990-1","0610","nan","March 31, 1990",NA,1999,1034,1.93326885880077,0
"8082","1990-2","0610",NA,"June 30, 1990",NA,18,6,3,0
"8083","1990-2","0610","L3M","June 30, 1990","HAMILTON",1,1,1,0
"8084","1990-2","0610","nan","June 30, 1990","HAMILTON",1970,951,2.07150368033649,0
"8085","1990-3","0610",NA,"September 30, 1990",NA,18,6,3,0
"8086","1990-3","0610","L3M","September 30, 1990","HAMILTON",1,1,1,0
"8087","1990-3","0610","nan","September 30, 1990",NA,1785,660,2.70454545454545,0
"8088","1990-4","0610",NA,"December 31, 1990",NA,19,7,2.71428571428571,0
"8089","1990-4","0610","L3M","December 31, 1990","HAMILTON",1,1,1,0
"8090","1990-4","0610","nan","December 31, 1990",NA,1411,514,2.74513618677043,0
"8091","1991-1","0610",NA,"March 31, 1991",NA,18,6,3,0
"8092","1991-1","0610","L3M","March 31, 1991","HAMILTON",1,1,1,0
"8093","1991-1","0610","nan","March 31, 1991",NA,1536,471,3.26114649681529,0
"8094","1991-2","0610",NA,"June 30, 1991","HAMILTON",19,7,2.71428571428571,0
"8095","1991-2","0610","L3M","June 30, 1991","HAMILTON",1,1,1,0
"8096","1991-2","0610","nan","June 30, 1991",NA,1363,584,2.33390410958904,0
"8097","1991-3","0610",NA,"September 30, 1991",NA,19,7,2.71428571428571,0
"8098","1991-3","0610","L3M","September 30, 1991","HAMILTON",1,1,1,0
"8099","1991-3","0610","nan","September 30, 1991",NA,1844,588,3.13605442176871,0.00510204081632653
"8100","1991-4","0610",NA,"December 31, 1991",NA,46,9,5.11111111111111,0
"8101","1991-4","0610","L3M","December 31, 1991","HAMILTON",1,1,1,0
"8102","1991-4","0610","nan","December 31, 1991",NA,1327,432,3.07175925925926,0.00694444444444444
"8103","1992-1","0610",NA,"March 31, 1992",NA,46,9,5.11111111111111,0
"8104","1992-1","0610","L3M","March 31, 1992","HAMILTON",1,1,1,0
"8105","1992-1","0610","nan","March 31, 1992",NA,1238,437,2.83295194508009,0
"8106","1992-2","0610",NA,"June 30, 1992",NA,46,9,5.11111111111111,0
"8107","1992-2","0610","L3M","June 30, 1992","HAMILTON",1,1,1,0
"8108","1992-2","0610","nan","June 30, 1992",NA,1459,504,2.89484126984127,0
"8109","1992-3","0610",NA,"September 30, 1992",NA,42,5,8.4,0
"8110","1992-3","0610","L3M","September 30, 1992","HAMILTON",1,1,1,0
"8111","1992-3","0610","nan","September 30, 1992","HAMILTON",1409,501,2.812375249501,0
"8112","1992-4","0610",NA,"December 31, 1992",NA,43,6,7.16666666666667,0
"8113","1992-4","0610","L3M","December 31, 1992","HAMILTON",1,1,1,0
"8114","1992-4","0610","nan","December 31, 1992","HAMILTON",1303,479,2.72025052192067,0
"8115","1993-1","0610",NA,"March 31, 1993",NA,42,5,8.4,0
"8116","1993-1","0610","L3M","March 31, 1993","HAMILTON",1,1,1,0
"8117","1993-1","0610","nan","March 31, 1993","HAMILTON",833,394,2.11421319796954,0
"8118","1993-2","0610",NA,"June 30, 1993",NA,43,6,7.16666666666667,0
"8119","1993-2","0610","L3M","June 30, 1993","HAMILTON",1,1,1,0
"8120","1993-2","0610","nan","June 30, 1993",NA,1259,639,1.97026604068858,0
"8121","1993-3","0610",NA,"September 30, 1993",NA,43,6,7.16666666666667,0
"8122","1993-3","0610","L3M","September 30, 1993","HAMILTON",1,1,1,0
"8123","1993-3","0610","nan","September 30, 1993",NA,1489,560,2.65892857142857,0
"8124","1993-4","0610",NA,"December 31, 1993",NA,54,14,3.85714285714286,0
"8125","1993-4","0610","L3M","December 31, 1993","HAMILTON",1,1,1,0
"8126","1993-4","0610","nan","December 31, 1993","HAMILTON",1755,680,2.58088235294118,0
"8127","1994-1","0610","L3M","March 31, 1994","HAMILTON",1,1,1,0
"8128","1994-1","0610","nan","March 31, 1994","HAMILTON",1601,623,2.56982343499197,0
"8129","1994-2","0610",NA,"June 30, 1994",NA,3,3,1,0
"8130","1994-2","0610","L3M","June 30, 1994","HAMILTON",1,1,1,0
"8131","1994-2","0610","nan","June 30, 1994","HAMILTON",1918,811,2.36498150431566,0
"8132","1994-3","0610",NA,"September 30, 1994",NA,2,2,1,0
"8133","1994-3","0610","L3M","September 30, 1994","HAMILTON",1,1,1,0
"8134","1994-3","0610","nan","September 30, 1994","HAMILTON",1479,671,2.20417287630402,0
"8135","1994-4","0610","L3M","December 31, 1994","HAMILTON",1,1,1,0
"8136","1994-4","0610","nan","December 31, 1994","HAMILTON",1048,526,1.99239543726236,0
"8137","1995-1","0610","L3M","March 31, 1995","HAMILTON",1,1,1,0
"8138","1995-1","0610","nan","March 31, 1995","HAMILTON",1095,488,2.24385245901639,0
"8139","1995-2","0610",NA,"June 30, 1995",NA,1,1,1,0
"8140","1995-2","0610","L3M","June 30, 1995","HAMILTON",1,1,1,0
"8141","1995-2","0610","nan","June 30, 1995",NA,1145,502,2.2808764940239,0
"8142","1995-3","0610",NA,"September 30, 1995","HAMILTON",1,1,1,0
"8143","1995-3","0610","L3M","September 30, 1995","HAMILTON",1,1,1,0
"8144","1995-3","0610","nan","September 30, 1995",NA,1237,534,2.31647940074906,0
"8145","1995-4","0610","L3M","December 31, 1995","HAMILTON",1,1,1,0
"8146","1995-4","0610","nan","December 31, 1995","HAMILTON",1103,438,2.51826484018265,0
"8147","1996-1","0610",NA,"March 31, 1996",NA,3,3,1,0
"8148","1996-1","0610","L3M","March 31, 1996","HAMILTON",1,1,1,0
"8149","1996-1","0610","nan","March 31, 1996","HAMILTON",982,426,2.30516431924883,0
"8150","1996-2","0610",NA,"June 30, 1996",NA,2,1,2,0
"8151","1996-2","0610","L3M","June 30, 1996","HAMILTON",1,1,1,0
"8152","1996-2","0610","nan","June 30, 1996","HAMILTON",1289,685,1.88175182481752,0
"8153","1996-3","0610","L3M","September 30, 1996","HAMILTON",1,1,1,0
"8154","1996-3","0610","nan","September 30, 1996","HAMILTON",1401,710,1.97323943661972,0
"8155","1996-4","0610","L3M","December 31, 1996","HAMILTON",1,1,1,0
"8156","1996-4","0610","nan","December 31, 1996","HAMILTON",1332,599,2.2237061769616,0
"8157","1997-1","0610","L3M","March 31, 1997","HAMILTON",1,1,1,0
"8158","1997-1","0610","nan","March 31, 1997","HAMILTON",1371,712,1.92556179775281,0
"8159","1997-2","0610","L3M","June 30, 1997","HAMILTON",1,1,1,0
"8160","1997-2","0610","nan","June 30, 1997",NA,1716,991,1.73158425832492,0
"8161","1997-3","0610",NA,"September 30, 1997","HAMILTON",18,3,6,0
"8162","1997-3","0610","L3M","September 30, 1997","HAMILTON",1,1,1,0
"8163","1997-3","0610","nan","September 30, 1997",NA,1644,897,1.83277591973244,0
"8164","1997-4","0610",NA,"December 31, 1997","HAMILTON",29,5,5.8,0
"8165","1997-4","0610","L3M","December 31, 1997","HAMILTON",1,1,1,0
"8166","1997-4","0610","nan","December 31, 1997","HAMILTON",1583,860,1.8406976744186,0
"8167","1998-1","0610",NA,"March 31, 1998",NA,26,5,5.2,0
"8168","1998-1","0610","L3M","March 31, 1998","HAMILTON",1,1,1,0
"8169","1998-1","0610","nan","March 31, 1998",NA,1335,687,1.94323144104803,0.0203784570596798
"8170","1998-2","0610",NA,"June 30, 1998",NA,27,6,4.5,0
"8171","1998-2","0610","L3M","June 30, 1998","HAMILTON",1,1,1,0
"8172","1998-2","0610","nan","June 30, 1998",NA,1801,825,2.1830303030303,0.0484848484848485
"8173","1998-3","0610",NA,"September 30, 1998",NA,26,5,5.2,0
"8174","1998-3","0610","L3M","September 30, 1998","HAMILTON",1,1,1,0
"8175","1998-3","0610","nan","September 30, 1998",NA,1755,805,2.18012422360248,0.0484472049689441
"8176","1998-4","0610",NA,"December 31, 1998",NA,5,1,5,0
"8177","1998-4","0610","L3M","December 31, 1998","HAMILTON",1,1,1,0
"8178","1998-4","0610","nan","December 31, 1998",NA,1982,821,2.41412911084044,0.0803897685749086
"8179","1999-1","0610",NA,"March 31, 1999",NA,6,2,3,0
"8180","1999-1","0610","L3M","March 31, 1999","HAMILTON",1,1,1,0
"8181","1999-1","0610","nan","March 31, 1999",NA,1939,739,2.62381596752368,0.0866035182679296
"8182","1999-2","0610",NA,"June 30, 1999",NA,6,2,3,0
"8183","1999-2","0610","L3M","June 30, 1999","HAMILTON",1,1,1,0
"8184","1999-2","0610","nan","June 30, 1999",NA,2241,1006,2.22763419483101,0.0437375745526839
"8185","1999-3","0610",NA,"September 30, 1999",NA,1,1,1,0
"8186","1999-3","0610","L3M","September 30, 1999","HAMILTON",1,1,1,0
"8187","1999-3","0610","nan","September 30, 1999",NA,2557,996,2.56726907630522,0.00803212851405622
"8188","1999-4","0610","L3M","December 31, 1999","HAMILTON",1,1,1,0
"8189","1999-4","0610","nan","December 31, 1999","HAMILTON",2460,868,2.83410138248848,0.00460829493087558
"8190","2000-1","0610",NA,"March 31, 2000",NA,3,3,1,0
"8191","2000-1","0610","L3M","March 31, 2000","HAMILTON",1,1,1,0
"8192","2000-1","0610","nan","March 31, 2000",NA,2347,728,3.2239010989011,0.021978021978022
"8193","2000-2","0610",NA,"June 30, 2000",NA,3,3,1,0
"8194","2000-2","0610","L3M","June 30, 2000","HAMILTON",1,1,1,0
"8195","2000-2","0610","nan","June 30, 2000",NA,2154,804,2.67910447761194,0.0199004975124378
"8196","2000-3","0610",NA,"September 30, 2000",NA,1,1,1,0
"8197","2000-3","0610","L3M","September 30, 2000","HAMILTON",1,1,1,0
"8198","2000-3","0610","nan","September 30, 2000",NA,1750,797,2.19573400250941,0.0200752823086575
"8199","2000-4","0610",NA,"December 31, 2000",NA,6,1,6,0
"8200","2000-4","0610","L3M","December 31, 2000","HAMILTON",1,1,1,0
"8201","2000-4","0610","nan","December 31, 2000",NA,1528,811,1.88409371146732,0.0172626387176326
"8202","2001-1","0610",NA,"March 31, 2001","HAMILTON",6,1,6,0
"8203","2001-1","0610","L3M","March 31, 2001","HAMILTON",1,1,1,0
"8204","2001-1","0610","nan","March 31, 2001","HAMILTON",1519,711,2.13642756680731,0.019690576652602
"8205","2001-2","0610",NA,"June 30, 2001","HAMILTON",7,2,3.5,0
"8206","2001-2","0610","L3M","June 30, 2001","HAMILTON",1,1,1,0
"8207","2001-2","0610","nan","June 30, 2001","HAMILTON",1553,739,2.10148849797023,0
"8208","2001-3","0610",NA,"September 30, 2001","HAMILTON",1,1,1,0
"8209","2001-3","0610","L3M","September 30, 2001","HAMILTON",1,1,1,0
"8210","2001-3","0610","nan","September 30, 2001","HAMILTON",1747,846,2.06501182033097,0
"8211","2001-4","0610","L3M","December 31, 2001","HAMILTON",1,1,1,0
"8212","2001-4","0610","nan","December 31, 2001","HAMILTON",1625,794,2.04659949622166,0.00503778337531486
"8213","2002-1","0610","L3M","March 31, 2002","HAMILTON",1,1,1,0
"8214","2002-1","0610","nan","March 31, 2002","HAMILTON",1463,773,1.89262613195343,0
"8215","2002-2","0610","L3M","June 30, 2002","HAMILTON",1,1,1,0
"8216","2002-2","0610","L7L","June 30, 2002","HAMILTON",43,1,43,0
"8217","2002-2","0610","nan","June 30, 2002","HAMILTON",1560,889,1.75478065241845,0
"8218","2002-3","0610","L3M","September 30, 2002","HAMILTON",1,1,1,0
"8219","2002-3","0610","L7L","September 30, 2002","HAMILTON",43,1,43,0
"8220","2002-3","0610","L8E","September 30, 2002","HAMILTON",1,1,1,0
"8221","2002-3","0610","nan","September 30, 2002","HAMILTON",1757,1013,1.73445212240869,0
"8222","2002-4","0610",NA,"December 31, 2002","HAMILTON",19,6,3.16666666666667,0
"8223","2002-4","0610","L3M","December 31, 2002","HAMILTON",1,1,1,0
"8224","2002-4","0610","L7L","December 31, 2002","HAMILTON",43,1,43,0
"8225","2002-4","0610","L8E","December 31, 2002","HAMILTON",1,1,1,0
"8226","2002-4","0610","nan","December 31, 2002","HAMILTON",1761,1046,1.68355640535373,0
"8227","2003-1","0610",NA,"March 31, 2003","HAMILTON",13,8,1.625,0
"8228","2003-1","0610","L3M","March 31, 2003","HAMILTON",1,1,1,0
"8229","2003-1","0610","L7L","March 31, 2003","HAMILTON",43,1,43,0
"8230","2003-1","0610","L8E","March 31, 2003","HAMILTON",1,1,1,0
"8231","2003-1","0610","nan","March 31, 2003","HAMILTON",1647,911,1.80790340285401,0.0021953896816685
"8232","2003-2","0610","L3M","June 30, 2003","HAMILTON",1,1,1,0
"8233","2003-2","0610","L7L","June 30, 2003","HAMILTON",43,1,43,0
"8234","2003-2","0610","L8E","June 30, 2003","HAMILTON",1,1,1,0
"8235","2003-2","0610","L9G","June 30, 2003","HAMILTON",1,1,1,0
