"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"29251","2006-4","2270","L4L","December 31, 2006","TORONTO",207,93,2.2258064516129,0.043010752688172
"29252","2006-4","2270","L4P","December 31, 2006","TORONTO",54,54,1,0
"29253","2006-4","2270","L4S","December 31, 2006","TORONTO",2,2,1,0
"29254","2006-4","2270","L4T","December 31, 2006","TORONTO",6,6,1,0
"29255","2006-4","2270","L4W","December 31, 2006","TORONTO",13,13,1,0
"29256","2006-4","2270","L4Z","December 31, 2006","TORONTO",246,6,41,0
"29257","2006-4","2270","L5A","December 31, 2006","TORONTO",974,5,194.8,11.6
"29258","2006-4","2270","L5B","December 31, 2006","TORONTO",715,17,42.0588235294118,0
"29259","2006-4","2270","L5C","December 31, 2006","TORONTO",6,6,1,0
"29260","2006-4","2270","L5E","December 31, 2006","TORONTO",10,10,1,0
"29261","2006-4","2270","L5G","December 31, 2006","TORONTO",74,39,1.8974358974359,0
"29262","2006-4","2270","L5H","December 31, 2006","TORONTO",25,25,1,0
"29263","2006-4","2270","L5J","December 31, 2006","TORONTO",16,16,1,0
"29264","2006-4","2270","L5K","December 31, 2006","TORONTO",3,3,1,0
"29265","2006-4","2270","L5L","December 31, 2006","TORONTO",21,7,3,0
"29266","2006-4","2270","L5M","December 31, 2006","TORONTO",54,13,4.15384615384615,0
"29267","2006-4","2270","L5R","December 31, 2006","TORONTO",183,127,1.44094488188976,0
"29268","2006-4","2270","L6A","December 31, 2006","TORONTO",24,1,24,0
"29269","2006-4","2270","L6C","December 31, 2006","TORONTO",3,3,1,0
"29270","2006-4","2270","L6H","December 31, 2006","TORONTO",111,80,1.3875,0
"29271","2006-4","2270","L6J","December 31, 2006","TORONTO",57,57,1,0
"29272","2006-4","2270","L6K","December 31, 2006","TORONTO",81,11,7.36363636363636,1.09090909090909
"29273","2006-4","2270","L6L","December 31, 2006","TORONTO",189,109,1.73394495412844,0
"29274","2006-4","2270","L6M","December 31, 2006","TORONTO",9,2,4.5,0
"29275","2006-4","2270","L6P","December 31, 2006","TORONTO",2,2,1,0
"29276","2006-4","2270","L6R","December 31, 2006","TORONTO",83,48,1.72916666666667,0
"29277","2006-4","2270","L6S","December 31, 2006","TORONTO",4,4,1,0
"29278","2006-4","2270","L6T","December 31, 2006","TORONTO",360,1,360,0
"29279","2006-4","2270","L6X","December 31, 2006","TORONTO",265,3,88.3333333333333,0
"29280","2006-4","2270","L6Y","December 31, 2006","TORONTO",2,1,2,0
"29281","2006-4","2270","L7B","December 31, 2006","TORONTO",2,2,1,0
"29282","2006-4","2270","L7C","December 31, 2006","TORONTO",3,3,1,0
"29283","2006-4","2270","L7E","December 31, 2006","TORONTO",50,30,1.66666666666667,0
"29284","2006-4","2270","L7G","December 31, 2006","TORONTO",25,13,1.92307692307692,0
"29285","2006-4","2270","L7J","December 31, 2006","TORONTO",7,7,1,0
"29286","2006-4","2270","L7K","December 31, 2006","TORONTO",66,55,1.2,0
"29287","2006-4","2270","L9P","December 31, 2006","TORONTO",146,129,1.13178294573643,0
"29288","2006-4","2270","L9R","December 31, 2006","TORONTO",120,68,1.76470588235294,0
"29289","2006-4","2270","L9W","December 31, 2006","TORONTO",28,26,1.07692307692308,0
"29290","2006-4","2270","M1C","December 31, 2006","TORONTO",187,96,1.94791666666667,0
"29291","2006-4","2270","M1E","December 31, 2006","TORONTO",12,4,3,0
"29292","2006-4","2270","M1J","December 31, 2006","TORONTO",4,4,1,0
"29293","2006-4","2270","M1K","December 31, 2006","TORONTO",2,2,1,0
"29294","2006-4","2270","M1L","December 31, 2006","TORONTO",6,6,1,0
"29295","2006-4","2270","M1M","December 31, 2006","TORONTO",6,6,1,0
"29296","2006-4","2270","M1N","December 31, 2006","TORONTO",9,9,1,0
"29297","2006-4","2270","M1S","December 31, 2006","TORONTO",2,2,1,0
"29298","2006-4","2270","M1T","December 31, 2006","TORONTO",1,1,1,0
"29299","2006-4","2270","M2K","December 31, 2006","TORONTO",2,2,1,0
"29300","2006-4","2270","M2L","December 31, 2006","TORONTO",11,11,1,0
"29301","2006-4","2270","M2M","December 31, 2006","TORONTO",449,34,13.2058823529412,0.911764705882353
"29302","2006-4","2270","M2N","December 31, 2006","TORONTO",566,42,13.4761904761905,0
"29303","2006-4","2270","M2P","December 31, 2006","TORONTO",52,52,1,0
"29304","2006-4","2270","M2R","December 31, 2006","TORONTO",134,21,6.38095238095238,0.333333333333333
"29305","2006-4","2270","M3A","December 31, 2006","TORONTO",1,1,1,0
"29306","2006-4","2270","M3B","December 31, 2006","TORONTO",26,26,1,0
"29307","2006-4","2270","M3C","December 31, 2006","TORONTO",14,14,1,0
"29308","2006-4","2270","M3H","December 31, 2006","TORONTO",155,30,5.16666666666667,0
"29309","2006-4","2270","M3K","December 31, 2006","TORONTO",23,23,1,0
"29310","2006-4","2270","M3M","December 31, 2006","TORONTO",1,1,1,0
"29311","2006-4","2270","M3N","December 31, 2006","TORONTO",4,2,2,0
"29312","2006-4","2270","M4A","December 31, 2006","TORONTO",35,4,8.75,0
"29313","2006-4","2270","M4B","December 31, 2006","TORONTO",4,4,1,0
"29314","2006-4","2270","M4C","December 31, 2006","TORONTO",32,8,4,0
"29315","2006-4","2270","M4E","December 31, 2006","TORONTO",63,13,4.84615384615385,0
"29316","2006-4","2270","M4G","December 31, 2006","TORONTO",454,32,14.1875,0.5
"29317","2006-4","2270","M4H","December 31, 2006","TORONTO",87,4,21.75,0.75
"29318","2006-4","2270","M4J","December 31, 2006","TORONTO",2,2,1,0
"29319","2006-4","2270","M4K","December 31, 2006","TORONTO",5,3,1.66666666666667,0
"29320","2006-4","2270","M4L","December 31, 2006","TORONTO",54,22,2.45454545454545,0
"29321","2006-4","2270","M4M","December 31, 2006","TORONTO",116,6,19.3333333333333,0
"29322","2006-4","2270","M4N","December 31, 2006","TORONTO",46,46,1,0
"29323","2006-4","2270","M4P","December 31, 2006","TORONTO",793,12,66.0833333333333,4.5
"29324","2006-4","2270","M4R","December 31, 2006","TORONTO",4,4,1,0
"29325","2006-4","2270","M4S","December 31, 2006","TORONTO",997,14,71.2142857142857,7
"29326","2006-4","2270","M4T","December 31, 2006","TORONTO",34,8,4.25,0
"29327","2006-4","2270","M4V","December 31, 2006","TORONTO",111,12,9.25,0.25
"29328","2006-4","2270","M4W","December 31, 2006","TORONTO",9,9,1,0
"29329","2006-4","2270","M4X","December 31, 2006","TORONTO",10,2,5,0
"29330","2006-4","2270","M4Y","December 31, 2006","TORONTO",580,4,145,11.5
"29331","2006-4","2270","M5A","December 31, 2006","TORONTO",540,7,77.1428571428571,1.85714285714286
"29332","2006-4","2270","M5C","December 31, 2006","TORONTO",322,1,322,45
"29333","2006-4","2270","M5G","December 31, 2006","TORONTO",1734,3,578,32
"29334","2006-4","2270","M5J","December 31, 2006","TORONTO",2,2,1,0
"29335","2006-4","2270","M5M","December 31, 2006","TORONTO",107,86,1.24418604651163,0.0697674418604651
"29336","2006-4","2270","M5N","December 31, 2006","TORONTO",29,29,1,0
"29337","2006-4","2270","M5P","December 31, 2006","TORONTO",17,17,1,0
"29338","2006-4","2270","M5R","December 31, 2006","TORONTO",526,13,40.4615384615385,4.53846153846154
"29339","2006-4","2270","M5S","December 31, 2006","TORONTO",1007,6,167.833333333333,17.8333333333333
"29340","2006-4","2270","M5T","December 31, 2006","TORONTO",9,2,4.5,0
"29341","2006-4","2270","M5V","December 31, 2006","TORONTO",2389,10,238.9,14.8
"29342","2006-4","2270","M6A","December 31, 2006","TORONTO",3,3,1,0
"29343","2006-4","2270","M6B","December 31, 2006","TORONTO",43,43,1,0
"29344","2006-4","2270","M6C","December 31, 2006","TORONTO",7,6,1.16666666666667,0
"29345","2006-4","2270","M6E","December 31, 2006","TORONTO",14,10,1.4,0
"29346","2006-4","2270","M6G","December 31, 2006","TORONTO",76,5,15.2,1.4
"29347","2006-4","2270","M6H","December 31, 2006","TORONTO",3,3,1,0
"29348","2006-4","2270","M6J","December 31, 2006","TORONTO",161,5,32.2,0
"29349","2006-4","2270","M6K","December 31, 2006","TORONTO",187,7,26.7142857142857,0
"29350","2006-4","2270","M6L","December 31, 2006","TORONTO",9,9,1,0
"29351","2006-4","2270","M6M","December 31, 2006","TORONTO",190,7,27.1428571428571,0
"29352","2006-4","2270","M6N","December 31, 2006","TORONTO",43,8,5.375,0.5
"29353","2006-4","2270","M6P","December 31, 2006","TORONTO",4,4,1,0
"29354","2006-4","2270","M6R","December 31, 2006","TORONTO",107,3,35.6666666666667,0
"29355","2006-4","2270","M6S","December 31, 2006","TORONTO",15,8,1.875,0
"29356","2006-4","2270","M8V","December 31, 2006","TORONTO",200,7,28.5714285714286,0
"29357","2006-4","2270","M8W","December 31, 2006","TORONTO",27,14,1.92857142857143,0
"29358","2006-4","2270","M8X","December 31, 2006","TORONTO",151,18,8.38888888888889,0.333333333333333
"29359","2006-4","2270","M8Y","December 31, 2006","TORONTO",10,9,1.11111111111111,0
"29360","2006-4","2270","M8Z","December 31, 2006","TORONTO",547,27,20.2592592592593,0.740740740740741
"29361","2006-4","2270","M9A","December 31, 2006","TORONTO",311,34,9.14705882352941,0
"29362","2006-4","2270","M9B","December 31, 2006","TORONTO",33,21,1.57142857142857,0
"29363","2006-4","2270","M9C","December 31, 2006","TORONTO",60,19,3.15789473684211,0
"29364","2006-4","2270","M9L","December 31, 2006","TORONTO",1,1,1,0
"29365","2006-4","2270","M9M","December 31, 2006","TORONTO",502,40,12.55,0
"29366","2006-4","2270","M9N","December 31, 2006","TORONTO",427,10,42.7,0
"29367","2006-4","2270","M9P","December 31, 2006","TORONTO",9,9,1,0
"29368","2006-4","2270","M9R","December 31, 2006","TORONTO",3,3,1,0
"29369","2006-4","2270","M9V","December 31, 2006","TORONTO",9,9,1,0
"29370","2006-4","2270","M9W","December 31, 2006","TORONTO",555,23,24.1304347826087,1.26086956521739
"29371","2006-4","2270","nan","December 31, 2006","TORONTO",20885,8071,2.58765952174452,0.0921818857638459
"29372","2007-1","2270",NA,"March 31, 2007","TORONTO",17,11,1.54545454545455,0
"29373","2007-1","2270","L0E","March 31, 2007","TORONTO",11,11,1,0
"29374","2007-1","2270","L0G","March 31, 2007","TORONTO",57,40,1.425,0
"29375","2007-1","2270","L0H","March 31, 2007","TORONTO",4,4,1,0
"29376","2007-1","2270","L0P","March 31, 2007","TORONTO",24,24,1,0
"29377","2007-1","2270","L1S","March 31, 2007","TORONTO",129,22,5.86363636363636,0
"29378","2007-1","2270","L1T","March 31, 2007","TORONTO",36,9,4,0.444444444444444
"29379","2007-1","2270","L1V","March 31, 2007","TORONTO",27,26,1.03846153846154,0
"29380","2007-1","2270","L1W","March 31, 2007","TORONTO",9,9,1,0
"29381","2007-1","2270","L1Z","March 31, 2007","TORONTO",182,78,2.33333333333333,0
"29382","2007-1","2270","L3P","March 31, 2007","TORONTO",4,4,1,0
"29383","2007-1","2270","L3R","March 31, 2007","TORONTO",10,10,1,0
"29384","2007-1","2270","L3S","March 31, 2007","TORONTO",1,1,1,0
"29385","2007-1","2270","L3T","March 31, 2007","TORONTO",248,14,17.7142857142857,0.857142857142857
"29386","2007-1","2270","L3X","March 31, 2007","TORONTO",71,57,1.24561403508772,0
"29387","2007-1","2270","L3Y","March 31, 2007","TORONTO",7,7,1,0
"29388","2007-1","2270","L3Z","March 31, 2007","TORONTO",89,45,1.97777777777778,0
"29389","2007-1","2270","L4A","March 31, 2007","TORONTO",58,58,1,0
"29390","2007-1","2270","L4B","March 31, 2007","TORONTO",3,3,1,0
"29391","2007-1","2270","L4C","March 31, 2007","TORONTO",60,52,1.15384615384615,0.0576923076923077
"29392","2007-1","2270","L4E","March 31, 2007","TORONTO",61,27,2.25925925925926,0.0740740740740741
"29393","2007-1","2270","L4G","March 31, 2007","TORONTO",13,13,1,0
"29394","2007-1","2270","L4J","March 31, 2007","TORONTO",215,46,4.67391304347826,0
"29395","2007-1","2270","L4K","March 31, 2007","TORONTO",441,181,2.43646408839779,0.0441988950276243
"29396","2007-1","2270","L4L","March 31, 2007","TORONTO",339,117,2.8974358974359,0.264957264957265
"29397","2007-1","2270","L4P","March 31, 2007","TORONTO",45,45,1,0
"29398","2007-1","2270","L4S","March 31, 2007","TORONTO",21,14,1.5,0
"29399","2007-1","2270","L4T","March 31, 2007","TORONTO",142,8,17.75,0.875
"29400","2007-1","2270","L4W","March 31, 2007","TORONTO",11,11,1,0
"29401","2007-1","2270","L4Z","March 31, 2007","TORONTO",236,1,236,0
"29402","2007-1","2270","L5A","March 31, 2007","TORONTO",975,6,162.5,9.66666666666667
"29403","2007-1","2270","L5B","March 31, 2007","TORONTO",1031,27,38.1851851851852,0
"29404","2007-1","2270","L5C","March 31, 2007","TORONTO",13,13,1,0
"29405","2007-1","2270","L5E","March 31, 2007","TORONTO",6,6,1,0
"29406","2007-1","2270","L5G","March 31, 2007","TORONTO",34,23,1.47826086956522,0
"29407","2007-1","2270","L5H","March 31, 2007","TORONTO",25,25,1,0
"29408","2007-1","2270","L5J","March 31, 2007","TORONTO",13,13,1,0
"29409","2007-1","2270","L5K","March 31, 2007","TORONTO",2,2,1,0
"29410","2007-1","2270","L5L","March 31, 2007","TORONTO",21,7,3,0
"29411","2007-1","2270","L5M","March 31, 2007","TORONTO",14,4,3.5,0
"29412","2007-1","2270","L5R","March 31, 2007","TORONTO",112,24,4.66666666666667,0
"29413","2007-1","2270","L6C","March 31, 2007","TORONTO",1,1,1,0
"29414","2007-1","2270","L6H","March 31, 2007","TORONTO",152,100,1.52,0
"29415","2007-1","2270","L6J","March 31, 2007","TORONTO",60,60,1,0
"29416","2007-1","2270","L6K","March 31, 2007","TORONTO",70,6,11.6666666666667,2
"29417","2007-1","2270","L6L","March 31, 2007","TORONTO",148,85,1.74117647058824,0
"29418","2007-1","2270","L6M","March 31, 2007","TORONTO",101,20,5.05,0
"29419","2007-1","2270","L6P","March 31, 2007","TORONTO",2,2,1,0
"29420","2007-1","2270","L6R","March 31, 2007","TORONTO",50,18,2.77777777777778,0
"29421","2007-1","2270","L6S","March 31, 2007","TORONTO",2,2,1,0
"29422","2007-1","2270","L6T","March 31, 2007","TORONTO",360,1,360,0
"29423","2007-1","2270","L6X","March 31, 2007","TORONTO",257,1,257,0
"29424","2007-1","2270","L6Y","March 31, 2007","TORONTO",2,1,2,0
"29425","2007-1","2270","L7B","March 31, 2007","TORONTO",2,2,1,0
"29426","2007-1","2270","L7C","March 31, 2007","TORONTO",3,3,1,0
"29427","2007-1","2270","L7E","March 31, 2007","TORONTO",41,21,1.95238095238095,0
"29428","2007-1","2270","L7G","March 31, 2007","TORONTO",12,11,1.09090909090909,0
"29429","2007-1","2270","L7J","March 31, 2007","TORONTO",6,6,1,0
"29430","2007-1","2270","L7K","March 31, 2007","TORONTO",49,40,1.225,0
"29431","2007-1","2270","L9P","March 31, 2007","TORONTO",132,120,1.1,0
"29432","2007-1","2270","L9R","March 31, 2007","TORONTO",111,63,1.76190476190476,0
"29433","2007-1","2270","L9T","March 31, 2007","TORONTO",132,55,2.4,0
"29434","2007-1","2270","L9W","March 31, 2007","TORONTO",25,23,1.08695652173913,0
"29435","2007-1","2270","M1C","March 31, 2007","TORONTO",238,141,1.68794326241135,0
"29436","2007-1","2270","M1E","March 31, 2007","TORONTO",39,10,3.9,0
"29437","2007-1","2270","M1J","March 31, 2007","TORONTO",4,4,1,0
"29438","2007-1","2270","M1K","March 31, 2007","TORONTO",2,2,1,0
"29439","2007-1","2270","M1L","March 31, 2007","TORONTO",6,6,1,0
"29440","2007-1","2270","M1M","March 31, 2007","TORONTO",4,4,1,0
"29441","2007-1","2270","M1N","March 31, 2007","TORONTO",9,8,1.125,0
"29442","2007-1","2270","M1R","March 31, 2007","TORONTO",1,1,1,0
"29443","2007-1","2270","M1T","March 31, 2007","TORONTO",1,1,1,0
"29444","2007-1","2270","M1V","March 31, 2007","TORONTO",1,1,1,0
"29445","2007-1","2270","M1W","March 31, 2007","TORONTO",1,1,1,0
"29446","2007-1","2270","M2K","March 31, 2007","TORONTO",2,2,1,0
"29447","2007-1","2270","M2L","March 31, 2007","TORONTO",11,11,1,0
"29448","2007-1","2270","M2M","March 31, 2007","TORONTO",27,27,1,0
"29449","2007-1","2270","M2N","March 31, 2007","TORONTO",567,43,13.1860465116279,0
"29450","2007-1","2270","M2P","March 31, 2007","TORONTO",45,45,1,0
"29451","2007-1","2270","M2R","March 31, 2007","TORONTO",131,18,7.27777777777778,0.388888888888889
"29452","2007-1","2270","M3B","March 31, 2007","TORONTO",22,22,1,0
"29453","2007-1","2270","M3C","March 31, 2007","TORONTO",14,14,1,0
"29454","2007-1","2270","M3H","March 31, 2007","TORONTO",147,22,6.68181818181818,0
"29455","2007-1","2270","M3K","March 31, 2007","TORONTO",47,47,1,0
"29456","2007-1","2270","M3L","March 31, 2007","TORONTO",112,47,2.38297872340426,0
"29457","2007-1","2270","M3M","March 31, 2007","TORONTO",2,2,1,0
"29458","2007-1","2270","M4A","March 31, 2007","TORONTO",11,3,3.66666666666667,0
"29459","2007-1","2270","M4B","March 31, 2007","TORONTO",4,4,1,0
"29460","2007-1","2270","M4C","March 31, 2007","TORONTO",4,4,1,0
"29461","2007-1","2270","M4E","March 31, 2007","TORONTO",79,17,4.64705882352941,0
"29462","2007-1","2270","M4G","March 31, 2007","TORONTO",453,31,14.6129032258065,0.516129032258065
"29463","2007-1","2270","M4H","March 31, 2007","TORONTO",87,4,21.75,0.75
"29464","2007-1","2270","M4K","March 31, 2007","TORONTO",5,3,1.66666666666667,0
"29465","2007-1","2270","M4L","March 31, 2007","TORONTO",47,22,2.13636363636364,0
"29466","2007-1","2270","M4M","March 31, 2007","TORONTO",116,6,19.3333333333333,0
"29467","2007-1","2270","M4N","March 31, 2007","TORONTO",244,45,5.42222222222222,0
"29468","2007-1","2270","M4P","March 31, 2007","TORONTO",644,10,64.4,3.8
"29469","2007-1","2270","M4R","March 31, 2007","TORONTO",5,4,1.25,0
"29470","2007-1","2270","M4S","March 31, 2007","TORONTO",977,12,81.4166666666667,8.16666666666667
"29471","2007-1","2270","M4T","March 31, 2007","TORONTO",38,8,4.75,0
"29472","2007-1","2270","M4V","March 31, 2007","TORONTO",19,11,1.72727272727273,0.272727272727273
"29473","2007-1","2270","M4W","March 31, 2007","TORONTO",9,9,1,0
"29474","2007-1","2270","M4X","March 31, 2007","TORONTO",10,2,5,0
"29475","2007-1","2270","M4Y","March 31, 2007","TORONTO",580,4,145,11.5
"29476","2007-1","2270","M5A","March 31, 2007","TORONTO",531,7,75.8571428571429,6.42857142857143
"29477","2007-1","2270","M5C","March 31, 2007","TORONTO",369,1,369,45
"29478","2007-1","2270","M5G","March 31, 2007","TORONTO",544,1,544,45
"29479","2007-1","2270","M5J","March 31, 2007","TORONTO",2,2,1,0
"29480","2007-1","2270","M5M","March 31, 2007","TORONTO",100,79,1.26582278481013,0.0759493670886076
"29481","2007-1","2270","M5N","March 31, 2007","TORONTO",21,21,1,0
"29482","2007-1","2270","M5P","March 31, 2007","TORONTO",19,19,1,0
"29483","2007-1","2270","M5R","March 31, 2007","TORONTO",526,13,40.4615384615385,4.53846153846154
"29484","2007-1","2270","M5S","March 31, 2007","TORONTO",1007,6,167.833333333333,17.8333333333333
"29485","2007-1","2270","M5T","March 31, 2007","TORONTO",9,2,4.5,0
"29486","2007-1","2270","M5V","March 31, 2007","TORONTO",2389,10,238.9,14.8
"29487","2007-1","2270","M6A","March 31, 2007","TORONTO",4,4,1,0
"29488","2007-1","2270","M6B","March 31, 2007","TORONTO",37,37,1,0
"29489","2007-1","2270","M6C","March 31, 2007","TORONTO",5,4,1.25,0
"29490","2007-1","2270","M6E","March 31, 2007","TORONTO",5,4,1.25,0
"29491","2007-1","2270","M6G","March 31, 2007","TORONTO",76,5,15.2,1.4
"29492","2007-1","2270","M6H","March 31, 2007","TORONTO",6,4,1.5,0
"29493","2007-1","2270","M6J","March 31, 2007","TORONTO",51,5,10.2,0
"29494","2007-1","2270","M6K","March 31, 2007","TORONTO",122,5,24.4,0
"29495","2007-1","2270","M6L","March 31, 2007","TORONTO",10,10,1,0
"29496","2007-1","2270","M6M","March 31, 2007","TORONTO",192,8,24,0
"29497","2007-1","2270","M6N","March 31, 2007","TORONTO",3,2,1.5,0
"29498","2007-1","2270","M6R","March 31, 2007","TORONTO",106,2,53,0
"29499","2007-1","2270","M6S","March 31, 2007","TORONTO",14,7,2,0
"29500","2007-1","2270","M8V","March 31, 2007","TORONTO",5,4,1.25,0
"29501","2007-1","2270","M8W","March 31, 2007","TORONTO",19,9,2.11111111111111,0
"29502","2007-1","2270","M8X","March 31, 2007","TORONTO",147,14,10.5,0.428571428571429
"29503","2007-1","2270","M8Y","March 31, 2007","TORONTO",39,5,7.8,0
"29504","2007-1","2270","M8Z","March 31, 2007","TORONTO",539,21,25.6666666666667,0.952380952380952
"29505","2007-1","2270","M9A","March 31, 2007","TORONTO",309,32,9.65625,0
"29506","2007-1","2270","M9B","March 31, 2007","TORONTO",29,17,1.70588235294118,0
"29507","2007-1","2270","M9C","March 31, 2007","TORONTO",44,15,2.93333333333333,0
"29508","2007-1","2270","M9L","March 31, 2007","TORONTO",1,1,1,0
"29509","2007-1","2270","M9M","March 31, 2007","TORONTO",502,40,12.55,0
"29510","2007-1","2270","M9N","March 31, 2007","TORONTO",439,11,39.9090909090909,0
"29511","2007-1","2270","M9P","March 31, 2007","TORONTO",20,20,1,0
"29512","2007-1","2270","M9V","March 31, 2007","TORONTO",10,10,1,0
"29513","2007-1","2270","M9W","March 31, 2007","TORONTO",547,21,26.047619047619,1.38095238095238
"29514","2007-1","2270","nan","March 31, 2007","TORONTO",19822,7054,2.81003685851999,0.103912673660335
"29515","2007-2","2270",NA,"June 30, 2007","TORONTO",16,10,1.6,0
"29516","2007-2","2270","L0E","June 30, 2007","TORONTO",10,10,1,0
"29517","2007-2","2270","L0G","June 30, 2007","TORONTO",115,44,2.61363636363636,0
"29518","2007-2","2270","L0H","June 30, 2007","TORONTO",3,3,1,0
"29519","2007-2","2270","L0P","June 30, 2007","TORONTO",91,91,1,0
"29520","2007-2","2270","L1S","June 30, 2007","TORONTO",220,50,4.4,0
"29521","2007-2","2270","L1T","June 30, 2007","TORONTO",37,10,3.7,0.4
"29522","2007-2","2270","L1V","June 30, 2007","TORONTO",62,42,1.47619047619048,0
"29523","2007-2","2270","L1W","June 30, 2007","TORONTO",1,1,1,0
"29524","2007-2","2270","L1Z","June 30, 2007","TORONTO",251,124,2.0241935483871,0
"29525","2007-2","2270","L3P","June 30, 2007","TORONTO",6,6,1,0
"29526","2007-2","2270","L3R","June 30, 2007","TORONTO",49,4,12.25,0
"29527","2007-2","2270","L3S","June 30, 2007","TORONTO",1,1,1,0
"29528","2007-2","2270","L3T","June 30, 2007","TORONTO",4,4,1,0
"29529","2007-2","2270","L3X","June 30, 2007","TORONTO",122,100,1.22,0
"29530","2007-2","2270","L3Y","June 30, 2007","TORONTO",10,10,1,0
"29531","2007-2","2270","L3Z","June 30, 2007","TORONTO",157,113,1.38938053097345,0
"29532","2007-2","2270","L4A","June 30, 2007","TORONTO",49,49,1,0
"29533","2007-2","2270","L4B","June 30, 2007","TORONTO",3,3,1,0
"29534","2007-2","2270","L4C","June 30, 2007","TORONTO",54,47,1.14893617021277,0.0638297872340425
"29535","2007-2","2270","L4E","June 30, 2007","TORONTO",64,30,2.13333333333333,0.0666666666666667
"29536","2007-2","2270","L4G","June 30, 2007","TORONTO",13,13,1,0
"29537","2007-2","2270","L4H","June 30, 2007","TORONTO",7,6,1.16666666666667,0
"29538","2007-2","2270","L4J","June 30, 2007","TORONTO",213,44,4.84090909090909,0
"29539","2007-2","2270","L4K","June 30, 2007","TORONTO",502,218,2.30275229357798,0.036697247706422
"29540","2007-2","2270","L4L","June 30, 2007","TORONTO",376,140,2.68571428571429,0.221428571428571
"29541","2007-2","2270","L4P","June 30, 2007","TORONTO",49,49,1,0
"29542","2007-2","2270","L4S","June 30, 2007","TORONTO",141,95,1.48421052631579,0
"29543","2007-2","2270","L4T","June 30, 2007","TORONTO",141,7,20.1428571428571,1
"29544","2007-2","2270","L4W","June 30, 2007","TORONTO",2,2,1,0
"29545","2007-2","2270","L4Z","June 30, 2007","TORONTO",236,1,236,0
"29546","2007-2","2270","L5A","June 30, 2007","TORONTO",975,6,162.5,9.66666666666667
"29547","2007-2","2270","L5B","June 30, 2007","TORONTO",1038,34,30.5294117647059,0
"29548","2007-2","2270","L5C","June 30, 2007","TORONTO",17,17,1,0
"29549","2007-2","2270","L5E","June 30, 2007","TORONTO",5,5,1,0
"29550","2007-2","2270","L5G","June 30, 2007","TORONTO",31,19,1.63157894736842,0
"29551","2007-2","2270","L5H","June 30, 2007","TORONTO",21,21,1,0
"29552","2007-2","2270","L5J","June 30, 2007","TORONTO",16,16,1,0
"29553","2007-2","2270","L5K","June 30, 2007","TORONTO",3,3,1,0
"29554","2007-2","2270","L5L","June 30, 2007","TORONTO",21,7,3,0
"29555","2007-2","2270","L5M","June 30, 2007","TORONTO",16,6,2.66666666666667,0
"29556","2007-2","2270","L5R","June 30, 2007","TORONTO",130,11,11.8181818181818,0
"29557","2007-2","2270","L6A","June 30, 2007","TORONTO",2,1,2,0
"29558","2007-2","2270","L6C","June 30, 2007","TORONTO",1,1,1,0
"29559","2007-2","2270","L6G","June 30, 2007","TORONTO",597,4,149.25,0
"29560","2007-2","2270","L6H","June 30, 2007","TORONTO",197,137,1.43795620437956,0
"29561","2007-2","2270","L6J","June 30, 2007","TORONTO",64,64,1,0
"29562","2007-2","2270","L6K","June 30, 2007","TORONTO",82,10,8.2,1.2
"29563","2007-2","2270","L6L","June 30, 2007","TORONTO",123,76,1.61842105263158,0
"29564","2007-2","2270","L6M","June 30, 2007","TORONTO",140,51,2.74509803921569,0
"29565","2007-2","2270","L6P","June 30, 2007","TORONTO",2,2,1,0
"29566","2007-2","2270","L6R","June 30, 2007","TORONTO",25,14,1.78571428571429,0
"29567","2007-2","2270","L6S","June 30, 2007","TORONTO",2,2,1,0
"29568","2007-2","2270","L6T","June 30, 2007","TORONTO",360,1,360,0
"29569","2007-2","2270","L6X","June 30, 2007","TORONTO",257,1,257,0
"29570","2007-2","2270","L6Y","June 30, 2007","TORONTO",2,1,2,0
"29571","2007-2","2270","L7B","June 30, 2007","TORONTO",2,2,1,0
"29572","2007-2","2270","L7C","June 30, 2007","TORONTO",3,3,1,0
"29573","2007-2","2270","L7E","June 30, 2007","TORONTO",45,25,1.8,0
"29574","2007-2","2270","L7G","June 30, 2007","TORONTO",10,9,1.11111111111111,0
"29575","2007-2","2270","L7J","June 30, 2007","TORONTO",2,2,1,0
"29576","2007-2","2270","L7K","June 30, 2007","TORONTO",39,34,1.14705882352941,0
"29577","2007-2","2270","L9N","June 30, 2007","TORONTO",1,1,1,0
"29578","2007-2","2270","L9P","June 30, 2007","TORONTO",132,112,1.17857142857143,0
"29579","2007-2","2270","L9R","June 30, 2007","TORONTO",103,50,2.06,0
"29580","2007-2","2270","L9T","June 30, 2007","TORONTO",484,188,2.57446808510638,0
"29581","2007-2","2270","L9W","June 30, 2007","TORONTO",18,16,1.125,0
"29582","2007-2","2270","M1C","June 30, 2007","TORONTO",154,75,2.05333333333333,0
"29583","2007-2","2270","M1E","June 30, 2007","TORONTO",18,5,3.6,0
"29584","2007-2","2270","M1J","June 30, 2007","TORONTO",2,2,1,0
"29585","2007-2","2270","M1K","June 30, 2007","TORONTO",2,2,1,0
"29586","2007-2","2270","M1L","June 30, 2007","TORONTO",177,43,4.11627906976744,0
"29587","2007-2","2270","M1M","June 30, 2007","TORONTO",7,7,1,0
