"reference_period_qq","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount"
"2006-1","0140","T2K",2,1,"March 31, 2006","CALGARY",2,1,2,0
"2006-1","0140","T2E",1,1,"March 31, 2006","CALGARY",2,4,0.5,0
"2006-1","0140","T2T",2,1,"March 31, 2006","CALGARY",5,7,0.714285714285714,0
"2006-1","0140","T3E",2,1,"March 31, 2006","CALGARY",0,1,0,0
"2006-1","0140","T2Y",1,1,"March 31, 2006","CALGARY",2,10,0.2,0
"2006-1","0140","nan",2,1,"March 31, 2006","CALGARY",77,83,0.927710843373494,0
"2006-1","0140","nan",4,3,"March 31, 2006","CALGARY",13,8,1.625,0
"2006-1","0140","T3E",1,1,"March 31, 2006","CALGARY",0,6,0,0
"2006-1","0140","T2Y",2,3,"March 31, 2006","CALGARY",0,5,0,0
"2006-1","0140","T2E",2,1,"March 31, 2006","CALGARY",4,2,2,0
"2006-1","0140","T3C",2,1,"March 31, 2006","CALGARY",0,1,0,0
"2006-1","0140","T2M",1,1,"March 31, 2006","CALGARY",1,4,0.25,0
"2006-1","0140","T2N",2,1,"March 31, 2006","CALGARY",0,2,0,0
"2006-1","0140","T2N",1,1,"March 31, 2006","CALGARY",2,6,0.333333333333333,0
"2006-1","0140","T2V",2,1,"March 31, 2006","CALGARY",1,1,1,0
"2006-1","0140","T2V",1,1,"March 31, 2006","CALGARY",0,2,0,0
"2006-1","0140","nan",1,1,"March 31, 2006","CALGARY",530,1117,0.474485228290063,0
"2006-1","0140","T2C",1,1,"March 31, 2006","CALGARY",0,13,0,0
"2006-1","0140","T2M",2,1,"March 31, 2006","CALGARY",3,3,1,0
"2006-1","0140","nan",2,3,"March 31, 2006","CALGARY",26,20,1.3,0
"2006-1","0140","T2T",1,1,"March 31, 2006","CALGARY",0,8,0,0
"2006-1","0140","nan",5,3,"March 31, 2006","CALGARY",4,2,2,0
"2006-1","0140","T2S",1,1,"March 31, 2006","CALGARY",0,1,0,0
"2006-1","0340","nan",2,3,"March 31, 2006","EDMONTON",49,62,0.790322580645161,0
"2006-1","0340","T5Y",5,3,"March 31, 2006","EDMONTON",28,1,28,4
"2006-1","0340","nan",1,1,"March 31, 2006","EDMONTON",520,1091,0.476626947754354,0
"2006-1","0340","T5A",1,1,"March 31, 2006","EDMONTON",1,1,1,0
"2006-1","0340","T5A",1,3,"March 31, 2006","EDMONTON",2,2,1,0
"2006-1","0340","T9G",1,1,"March 31, 2006","EDMONTON",0,6,0,0
"2006-1","0340","nan",2,1,"March 31, 2006","EDMONTON",74,75,0.986666666666667,0
"2006-1","0340","T8B",1,1,"March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","T8R",1,1,"March 31, 2006","EDMONTON",4,10,0.4,0
"2006-1","0340","nan",4,1,"March 31, 2006","EDMONTON",3,1,3,0
"2006-1","0340","T5T",5,3,"March 31, 2006","EDMONTON",25,1,25,5
"2006-1","0340","T0C",1,1,"March 31, 2006","EDMONTON",0,4,0,0
"2006-1","0340","T5Y",1,1,"March 31, 2006","EDMONTON",5,9,0.555555555555556,0
"2006-1","0340","T6H",1,1,"March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","T6G",2,1,"March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","nan",5,3,"March 31, 2006","EDMONTON",264,28,9.42857142857143,4.21428571428571
"2006-1","0340","T8A",1,1,"March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","T9E",1,1,"March 31, 2006","EDMONTON",3,6,0.5,0
"2006-1","0340","T6G",1,1,"March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","T7Z",2,1,"March 31, 2006","EDMONTON",4,2,2,0
"2006-1","0340","T8N",1,1,"March 31, 2006","EDMONTON",0,3,0,0
"2006-1","0340","T5M",2,1,"March 31, 2006","EDMONTON",4,2,2,0
"2006-1","0340","T6C",1,1,"March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","nan",4,3,"March 31, 2006","EDMONTON",38,22,1.72727272727273,0.0909090909090909
"2006-1","0340","T5E",1,1,"March 31, 2006","EDMONTON",2,3,0.666666666666667,0
"2006-1","0340","T6E",1,1,"March 31, 2006","EDMONTON",0,3,0,0
"2006-1","0340","T5N",1,1,"March 31, 2006","EDMONTON",0,2,0,0
"2006-1","0340","nan",1,3,"March 31, 2006","EDMONTON",1,3,0.333333333333333,0
"2006-1","0340","T6M",2,3,"March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","T5H",1,1,"March 31, 2006","EDMONTON",1,1,1,0
"2006-1","0340","T6C",5,3,"March 31, 2006","EDMONTON",4,1,4,3
"2006-1","0340","T7Y",1,1,"March 31, 2006","EDMONTON",0,3,0,0
"2006-1","0340","T5A",2,3,"March 31, 2006","EDMONTON",2,1,2,0
"2006-1","0340","T6H",5,3,"March 31, 2006","EDMONTON",8,1,8,4
"2006-1","0340","T5P",2,1,"March 31, 2006","EDMONTON",2,1,2,0
"2006-1","0340","T6R",1,1,"March 31, 2006","EDMONTON",5,13,0.384615384615385,0
"2006-1","0340","T8T",1,1,"March 31, 2006","EDMONTON",0,6,0,0
"2006-1","0580","B4C",1,1,"March 31, 2006","HALIFAX",0,1,0,0
"2006-1","0580","B3M",1,1,"March 31, 2006","HALIFAX",3,3,1,0
"2006-1","0580","B3P",2,1,"March 31, 2006","HALIFAX",4,2,2,0
"2006-1","0580","B3K",2,1,"March 31, 2006","HALIFAX",4,2,2,0
"2006-1","0580","B2R",1,1,"March 31, 2006","HALIFAX",2,4,0.5,0
"2006-1","0580","nan",2,1,"March 31, 2006","HALIFAX",14,9,1.55555555555556,0
"2006-1","0580","B2Z",1,1,"March 31, 2006","HALIFAX",0,8,0,0
"2006-1","0580","B3Z",1,1,"March 31, 2006","HALIFAX",0,3,0,0
"2006-1","0580","B4C",2,1,"March 31, 2006","HALIFAX",0,1,0,0
"2006-1","0580","B3N",1,1,"March 31, 2006","HALIFAX",1,6,0.166666666666667,0
"2006-1","0580","B4A",4,1,"March 31, 2006","HALIFAX",4,1,4,0
"2006-1","0580","nan",1,1,"March 31, 2006","HALIFAX",24,39,0.615384615384615,0
"2006-1","0580","B4A",1,1,"March 31, 2006","HALIFAX",4,10,0.4,0
"2006-1","0580","B2T",1,1,"March 31, 2006","HALIFAX",1,2,0.5,0
"2006-1","0580","B3P",1,1,"March 31, 2006","HALIFAX",0,1,0,0
"2006-1","0580","B4E",1,1,"March 31, 2006","HALIFAX",2,2,1,0
"2006-1","0580","B0J",1,1,"March 31, 2006","HALIFAX",3,11,0.272727272727273,0
"2006-1","0580","B3J",5,3,"March 31, 2006","HALIFAX",52,1,52,0
"2006-1","0610","nan",2,1,"March 31, 2006","HAMILTON",5,17,0.294117647058824,0
"2006-1","0610","L9A",1,1,"March 31, 2006","HAMILTON",0,3,0,0
"2006-1","0610","L8E",1,1,"March 31, 2006","HAMILTON",12,13,0.923076923076923,0
"2006-1","0610","L9G",1,1,"March 31, 2006","HAMILTON",0,3,0,0
"2006-1","0610","L8T",1,1,"March 31, 2006","HAMILTON",0,6,0,0
"2006-1","0610","nan",1,3,"March 31, 2006","HAMILTON",0,4,0,0
"2006-1","0610","L9B",2,1,"March 31, 2006","HAMILTON",0,3,0,0
"2006-1","0610","nan",5,3,"March 31, 2006","HAMILTON",20,1,20,0
"2006-1","0610","L8E",4,1,"March 31, 2006","HAMILTON",5,2,2.5,0
"2006-1","0610","L8J",4,1,"March 31, 2006","HAMILTON",1,1,1,0
"2006-1","0610","L0R",1,1,"March 31, 2006","HAMILTON",1,2,0.5,0
"2006-1","0610","L8R",1,1,"March 31, 2006","HAMILTON",0,4,0,0
"2006-1","0610","L8J",1,1,"March 31, 2006","HAMILTON",1,3,0.333333333333333,0
"2006-1","0610","L3M",1,1,"March 31, 2006","HAMILTON",4,7,0.571428571428571,0
"2006-1","0610","L8E",4,3,"March 31, 2006","HAMILTON",3,1,3,0
"2006-1","0610","L9C",1,1,"March 31, 2006","HAMILTON",0,3,0,0
"2006-1","0610","N1R",1,1,"March 31, 2006","HAMILTON",0,1,0,0
"2006-1","0610","nan",4,3,"March 31, 2006","HAMILTON",12,6,2,0
"2006-1","0610","L8G",1,1,"March 31, 2006","HAMILTON",0,4,0,0
"2006-1","0610","L8H",1,1,"March 31, 2006","HAMILTON",1,1,1,0
"2006-1","0610","nan",4,1,"March 31, 2006","HAMILTON",23,16,1.4375,0
"2006-1","0610","L7R",1,1,"March 31, 2006","HAMILTON",0,1,0,0
"2006-1","0610","L7N",1,1,"March 31, 2006","HAMILTON",0,2,0,0
"2006-1","0610","nan",1,1,"March 31, 2006","HAMILTON",20,88,0.227272727272727,0
"2006-1","0610","nan",2,3,"March 31, 2006","HAMILTON",0,4,0,0
"2006-1","1060","H1R",1,1,"March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","J3L",5,1,"March 31, 2006","MONTRÉAL",1,1,1,2
"2006-1","1060","H7X",5,3,"March 31, 2006","MONTRÉAL",6,3,2,1
"2006-1","1060","J5Y",5,3,"March 31, 2006","MONTRÉAL",6,1,6,2
"2006-1","1060","H7X",1,1,"March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","H1S",5,3,"March 31, 2006","MONTRÉAL",14,1,14,6
"2006-1","1060","H7P",5,3,"March 31, 2006","MONTRÉAL",5,1,5,0
"2006-1","1060","J4R",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J6R",1,1,"March 31, 2006","MONTRÉAL",1,3,0.333333333333333,0
"2006-1","1060","H7V",5,3,"March 31, 2006","MONTRÉAL",96,3,32,6.66666666666667
"2006-1","1060","H2G",5,3,"March 31, 2006","MONTRÉAL",3,1,3,3
"2006-1","1060","J6A",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H9X",1,1,"March 31, 2006","MONTRÉAL",1,2,0.5,0
"2006-1","1060","J7M",5,1,"March 31, 2006","MONTRÉAL",4,3,1.33333333333333,0
"2006-1","1060","H7R",4,3,"March 31, 2006","MONTRÉAL",3,1,3,2
"2006-1","1060","J5Y",1,1,"March 31, 2006","MONTRÉAL",17,21,0.80952380952381,0
"2006-1","1060","J5R",4,3,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J5T",1,1,"March 31, 2006","MONTRÉAL",2,4,0.5,0
"2006-1","1060","J7M",5,3,"March 31, 2006","MONTRÉAL",11,3,3.66666666666667,1.66666666666667
"2006-1","1060","J6K",5,3,"March 31, 2006","MONTRÉAL",4,1,4,3
"2006-1","1060","H7L",1,1,"March 31, 2006","MONTRÉAL",4,9,0.444444444444444,0
"2006-1","1060","J3H",2,1,"March 31, 2006","MONTRÉAL",2,2,1,0
"2006-1","1060","H4C",5,3,"March 31, 2006","MONTRÉAL",3,1,3,0
"2006-1","1060","H7L",5,3,"March 31, 2006","MONTRÉAL",3,1,3,2
"2006-1","1060","H9W",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J3Y",1,1,"March 31, 2006","MONTRÉAL",2,4,0.5,0
"2006-1","1060","H8S",4,3,"March 31, 2006","MONTRÉAL",3,2,1.5,0
"2006-1","1060","nan",2,3,"March 31, 2006","MONTRÉAL",3,2,1.5,0
"2006-1","1060","J3H",1,1,"March 31, 2006","MONTRÉAL",1,7,0.142857142857143,0
"2006-1","1060","J7A",1,1,"March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","J7Z",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J4Y",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H1L",1,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J5Z",1,1,"March 31, 2006","MONTRÉAL",13,20,0.65,0
"2006-1","1060","H7T",1,1,"March 31, 2006","MONTRÉAL",2,5,0.4,0
"2006-1","1060","J7K",1,1,"March 31, 2006","MONTRÉAL",0,7,0,0
"2006-1","1060","J5R",5,3,"March 31, 2006","MONTRÉAL",4,1,4,0
"2006-1","1060","J7Z",2,1,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","J5L",1,1,"March 31, 2006","MONTRÉAL",2,9,0.222222222222222,0
"2006-1","1060","J6Y",5,1,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","J7M",1,1,"March 31, 2006","MONTRÉAL",9,29,0.310344827586207,0
"2006-1","1060","J5A",5,3,"March 31, 2006","MONTRÉAL",10,1,10,0
"2006-1","1060","H7R",1,1,"March 31, 2006","MONTRÉAL",0,3,0,0
"2006-1","1060","J0N",1,1,"March 31, 2006","MONTRÉAL",2,17,0.117647058823529,0
"2006-1","1060","J4Z",5,1,"March 31, 2006","MONTRÉAL",4,2,2,2
"2006-1","1060","J5R",1,1,"March 31, 2006","MONTRÉAL",3,5,0.6,0
"2006-1","1060","H4V",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H1C",1,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J3L",5,3,"March 31, 2006","MONTRÉAL",2,2,1,2
"2006-1","1060","J4N",5,3,"March 31, 2006","MONTRÉAL",9,2,4.5,3
"2006-1","1060","H7M",1,1,"March 31, 2006","MONTRÉAL",1,7,0.142857142857143,0
"2006-1","1060","J7V",4,3,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","H7A",5,3,"March 31, 2006","MONTRÉAL",6,1,6,3
"2006-1","1060","nan",4,1,"March 31, 2006","MONTRÉAL",6,5,1.2,1.6
"2006-1","1060","J5B",1,1,"March 31, 2006","MONTRÉAL",3,6,0.5,0
"2006-1","1060","J4W",5,3,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","J3G",1,1,"March 31, 2006","MONTRÉAL",5,10,0.5,0
"2006-1","1060","J3Y",5,3,"March 31, 2006","MONTRÉAL",17,3,5.66666666666667,1
"2006-1","1060","J4Z",5,3,"March 31, 2006","MONTRÉAL",5,1,5,0
"2006-1","1060","H8R",5,3,"March 31, 2006","MONTRÉAL",8,1,8,3
"2006-1","1060","H9K",2,1,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","J4X",1,1,"March 31, 2006","MONTRÉAL",1,2,0.5,0
"2006-1","1060","nan",4,3,"March 31, 2006","MONTRÉAL",121,62,1.95161290322581,1.04838709677419
"2006-1","1060","J7R",1,1,"March 31, 2006","MONTRÉAL",1,2,0.5,0
"2006-1","1060","J7Y",2,1,"March 31, 2006","MONTRÉAL",2,2,1,0
"2006-1","1060","H7E",1,1,"March 31, 2006","MONTRÉAL",1,6,0.166666666666667,0
"2006-1","1060","J4M",1,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","H9E",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J6K",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J5T",2,1,"March 31, 2006","MONTRÉAL",2,2,1,0
"2006-1","1060","J0N",5,3,"March 31, 2006","MONTRÉAL",24,6,4,0.333333333333333
"2006-1","1060","J7J",1,1,"March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","J6X",1,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","H2P",5,3,"March 31, 2006","MONTRÉAL",2,1,2,3
"2006-1","1060","J3L",2,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J0L",2,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J7V",1,1,"March 31, 2006","MONTRÉAL",11,17,0.647058823529412,0
"2006-1","1060","H7R",5,3,"March 31, 2006","MONTRÉAL",4,1,4,2
"2006-1","1060","J6Y",5,3,"March 31, 2006","MONTRÉAL",6,1,6,0
"2006-1","1060","H1J",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J6K",2,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H9A",1,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J5R",2,1,"March 31, 2006","MONTRÉAL",2,2,1,0
"2006-1","1060","J3H",5,3,"March 31, 2006","MONTRÉAL",9,3,3,1.33333333333333
"2006-1","1060","J0L",1,1,"March 31, 2006","MONTRÉAL",5,15,0.333333333333333,0
"2006-1","1060","J6N",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H8T",5,3,"March 31, 2006","MONTRÉAL",2,1,2,3
"2006-1","1060","H2R",5,3,"March 31, 2006","MONTRÉAL",19,2,9.5,2
"2006-1","1060","H9J",1,1,"March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","H1T",5,3,"March 31, 2006","MONTRÉAL",7,1,7,3
"2006-1","1060","J5W",2,1,"March 31, 2006","MONTRÉAL",3,2,1.5,0
"2006-1","1060","H7K",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H7M",5,3,"March 31, 2006","MONTRÉAL",2,1,2,2
"2006-1","1060","J3L",1,1,"March 31, 2006","MONTRÉAL",12,21,0.571428571428571,0
"2006-1","1060","H7T",5,3,"March 31, 2006","MONTRÉAL",13,2,6.5,1
"2006-1","1060","J3N",1,1,"March 31, 2006","MONTRÉAL",2,3,0.666666666666667,0
"2006-1","1060","J6Y",1,1,"March 31, 2006","MONTRÉAL",4,9,0.444444444444444,0
"2006-1","1060","H4B",5,3,"March 31, 2006","MONTRÉAL",4,2,2,3
"2006-1","1060","H8T",4,3,"March 31, 2006","MONTRÉAL",4,2,2,1
"2006-1","1060","J7C",1,1,"March 31, 2006","MONTRÉAL",0,8,0,0
"2006-1","1060","H1V",5,3,"March 31, 2006","MONTRÉAL",1,1,1,3
"2006-1","1060","H8P",5,3,"March 31, 2006","MONTRÉAL",4,1,4,3
"2006-1","1060","H7T",4,3,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","H1C",2,1,"March 31, 2006","MONTRÉAL",2,2,1,0
"2006-1","1060","J3G",5,3,"March 31, 2006","MONTRÉAL",2,1,2,2
"2006-1","1060","J5Z",2,1,"March 31, 2006","MONTRÉAL",4,2,2,0
"2006-1","1060","J7V",5,3,"March 31, 2006","MONTRÉAL",4,1,4,3
"2006-1","1060","nan",2,1,"March 31, 2006","MONTRÉAL",91,91,1,0
"2006-1","1060","H2V",5,3,"March 31, 2006","MONTRÉAL",14,1,14,0
"2006-1","1060","nan",5,3,"March 31, 2006","MONTRÉAL",1541,349,4.41547277936963,2.56160458452722
"2006-1","1060","J7Y",1,1,"March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","H1A",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H7W",2,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J5Y",2,1,"March 31, 2006","MONTRÉAL",2,2,1,0
"2006-1","1060","H9K",1,1,"March 31, 2006","MONTRÉAL",1,2,0.5,0
"2006-1","1060","H9C",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J5L",5,3,"March 31, 2006","MONTRÉAL",14,4,3.5,0.5
"2006-1","1060","H4G",5,3,"March 31, 2006","MONTRÉAL",6,2,3,1.5
"2006-1","1060","H9R",4,3,"March 31, 2006","MONTRÉAL",5,2,2.5,2
"2006-1","1060","H9R",5,3,"March 31, 2006","MONTRÉAL",43,1,43,6
"2006-1","1060","J5Z",5,1,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","nan",1,1,"March 31, 2006","MONTRÉAL",299,458,0.652838427947598,0
"2006-1","1060","H1W",5,3,"March 31, 2006","MONTRÉAL",11,4,2.75,3
"2006-1","1060","J3X",5,3,"March 31, 2006","MONTRÉAL",9,3,3,2.33333333333333
"2006-1","1060","H9S",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H1N",4,3,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","H8P",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H7A",2,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J6J",1,1,"March 31, 2006","MONTRÉAL",0,7,0,0
"2006-1","1060","J5W",1,1,"March 31, 2006","MONTRÉAL",9,11,0.818181818181818,0
"2006-1","1060","H7H",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J7Y",5,3,"March 31, 2006","MONTRÉAL",7,1,7,3
"2006-1","1060","H7A",1,1,"March 31, 2006","MONTRÉAL",1,7,0.142857142857143,0
"2006-1","1060","J0P",1,1,"March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","J7Z",5,3,"March 31, 2006","MONTRÉAL",7,2,3.5,3
"2006-1","1060","H2X",5,3,"March 31, 2006","MONTRÉAL",21,1,21,4
"2006-1","1060","nan",5,1,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","J4N",1,1,"March 31, 2006","MONTRÉAL",2,4,0.5,0
"2006-1","1060","J5B",2,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H1E",1,1,"March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H3P",1,1,"March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J7E",5,3,"March 31, 2006","MONTRÉAL",12,2,6,0
"2006-1","1060","H1E",4,1,"March 31, 2006","MONTRÉAL",1,1,1,2
"2006-1","1060","H7P",1,1,"March 31, 2006","MONTRÉAL",2,5,0.4,0
"2006-1","1060","H7M",2,1,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","J5Z",5,3,"March 31, 2006","MONTRÉAL",33,9,3.66666666666667,2.11111111111111
"2006-1","1060","J7J",5,1,"March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","J7V",2,1,"March 31, 2006","MONTRÉAL",1,3,0.333333333333333,0
"2006-1","1265","K2T",4,3,"March 31, 2006","OTTAWA",1,1,1,0
"2006-1","1265","K1C",4,1,"March 31, 2006","OTTAWA",1,1,1,0
"2006-1","1265","K4P",1,1,"March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","nan",2,1,"March 31, 2006","OTTAWA",15,23,0.652173913043478,0
"2006-1","1265","K1V",1,1,"March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","nan",5,3,"March 31, 2006","OTTAWA",78,9,8.66666666666667,0
"2006-1","1265","K2B",1,1,"March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K2C",1,1,"March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","K1K",1,1,"March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K2S",1,1,"March 31, 2006","OTTAWA",1,5,0.2,0
"2006-1","1265","K4M",1,1,"March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K1Z",2,1,"March 31, 2006","OTTAWA",1,1,1,0
"2006-1","1265","K2A",1,1,"March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K1V",4,1,"March 31, 2006","OTTAWA",4,1,4,0
"2006-1","1265","K1L",1,1,"March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K0A",2,1,"March 31, 2006","OTTAWA",10,5,2,0
"2006-1","1265","nan",1,1,"March 31, 2006","OTTAWA",50,168,0.297619047619048,0
"2006-1","1265","K0A",1,1,"March 31, 2006","OTTAWA",4,34,0.117647058823529,0
"2006-1","1265","K2K",1,1,"March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","nan",4,1,"March 31, 2006","OTTAWA",93,46,2.02173913043478,0
"2006-1","1265","K2E",1,1,"March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","K1T",2,1,"March 31, 2006","OTTAWA",2,2,1,0
"2006-1","1265","K2G",1,1,"March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","K2M",1,1,"March 31, 2006","OTTAWA",0,3,0,0
"2006-1","1265","nan",4,3,"March 31, 2006","OTTAWA",17,14,1.21428571428571,0
"2006-1","1400","G6C",4,1,"March 31, 2006","QUÉBEC",2,1,2,0
"2006-1","1400","G2A",1,1,"March 31, 2006","QUÉBEC",0,2,0,0
"2006-1","1400","G6V",1,1,"March 31, 2006","QUÉBEC",1,1,1,0
"2006-1","1400","nan",5,3,"March 31, 2006","QUÉBEC",160,37,4.32432432432432,0.918918918918919
"2006-1","1400","G6C",1,1,"March 31, 2006","QUÉBEC",0,2,0,0
"2006-1","1400","G0A",1,1,"March 31, 2006","QUÉBEC",0,19,0,0
"2006-1","1400","G2N",1,1,"March 31, 2006","QUÉBEC",0,3,0,0
"2006-1","1400","G3A",1,1,"March 31, 2006","QUÉBEC",0,4,0,0
"2006-1","1400","nan",4,1,"March 31, 2006","QUÉBEC",18,9,2,0
"2006-1","1400","G6W",5,3,"March 31, 2006","QUÉBEC",3,1,3,0
"2006-1","1400","G2B",1,1,"March 31, 2006","QUÉBEC",1,1,1,0
"2006-1","1400","nan",4,3,"March 31, 2006","QUÉBEC",1,1,1,0
"2006-1","1400","G1X",5,3,"March 31, 2006","QUÉBEC",3,1,3,0
"2006-1","1400","G1B",1,1,"March 31, 2006","QUÉBEC",2,2,1,0
"2006-1","1400","G1X",1,1,"March 31, 2006","QUÉBEC",0,1,0,0
"2006-1","1400","G3E",1,1,"March 31, 2006","QUÉBEC",0,3,0,0
"2006-1","1400","nan",1,1,"March 31, 2006","QUÉBEC",45,119,0.378151260504202,0
"2006-1","1400","G0R",1,1,"March 31, 2006","QUÉBEC",0,3,0,0
"2006-1","1400","G2M",1,1,"March 31, 2006","QUÉBEC",0,3,0,0
"2006-1","1400","G3A",2,1,"March 31, 2006","QUÉBEC",4,2,2,0
"2006-1","1400","G2M",2,1,"March 31, 2006","QUÉBEC",0,2,0,0
"2006-1","1400","G6W",1,1,"March 31, 2006","QUÉBEC",0,1,0,0
"2006-1","1400","nan",2,1,"March 31, 2006","QUÉBEC",30,27,1.11111111111111,0
"2006-1","1400","G6V",5,3,"March 31, 2006","QUÉBEC",25,1,25,0
"2006-1","1400","G1B",2,1,"March 31, 2006","QUÉBEC",3,2,1.5,0
"2006-1","1400","G6Z",4,1,"March 31, 2006","QUÉBEC",2,1,2,0
"2006-1","1400","G6Z",1,1,"March 31, 2006","QUÉBEC",0,1,0,0
"2006-1","1400","G3K",5,3,"March 31, 2006","QUÉBEC",4,1,4,0
"2006-1","1400","G1C",1,1,"March 31, 2006","QUÉBEC",0,8,0,0
"2006-1","1400","G1K",5,3,"March 31, 2006","QUÉBEC",24,1,24,0
"2006-1","1400","G2C",1,1,"March 31, 2006","QUÉBEC",0,5,0,0
"2006-1","1400","G3G",1,1,"March 31, 2006","QUÉBEC",0,1,0,0
"2006-1","1400","G3B",1,1,"March 31, 2006","QUÉBEC",0,8,0,0
"2006-1","1400","G2C",5,3,"March 31, 2006","QUÉBEC",4,1,4,3
"2006-1","1400","G6K",1,1,"March 31, 2006","QUÉBEC",0,5,0,0
"2006-1","1400","G2B",2,1,"March 31, 2006","QUÉBEC",2,2,1,0
"2006-1","1490","nan",1,1,"March 31, 2006","REGINA",22,40,0.55,0
"2006-1","1490","nan",4,3,"March 31, 2006","REGINA",14,11,1.27272727272727,0
"2006-1","1490","S4T",1,1,"March 31, 2006","REGINA",0,1,0,0
"2006-1","1490","nan",2,3,"March 31, 2006","REGINA",2,1,2,0
"2006-1","1490","S4V",2,3,"March 31, 2006","REGINA",2,1,2,0
"2006-1","1490","S4V",4,3,"March 31, 2006","REGINA",7,4,1.75,0
"2006-1","1490","S4V",1,1,"March 31, 2006","REGINA",14,23,0.608695652173913,0
"2006-1","1490","nan",5,3,"March 31, 2006","REGINA",1,1,1,3
