"reference_period_qq","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount"
"2008-2","1060","H1A",2,1,"June 30, 2008","MONTRÉAL",2,1,2,0
"2008-2","1060","H7E",5,3,"June 30, 2008","MONTRÉAL",7,4,1.75,3
"2008-2","1060","J0L",1,1,"June 30, 2008","MONTRÉAL",11,27,0.407407407407407,0
"2008-2","1060","H1T",5,1,"June 30, 2008","MONTRÉAL",2,1,2,2
"2008-2","1060","H7R",5,3,"June 30, 2008","MONTRÉAL",3,1,3,2
"2008-2","1060","J4M",5,3,"June 30, 2008","MONTRÉAL",11,6,1.83333333333333,2
"2008-2","1060","J3Y",1,1,"June 30, 2008","MONTRÉAL",10,23,0.434782608695652,0
"2008-2","1060","H1C",5,3,"June 30, 2008","MONTRÉAL",26,2,13,3
"2008-2","1060","J7Y",5,3,"June 30, 2008","MONTRÉAL",17,6,2.83333333333333,2
"2008-2","1060","J6N",1,1,"June 30, 2008","MONTRÉAL",0,2,0,0
"2008-2","1060","H1B",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H1G",5,3,"June 30, 2008","MONTRÉAL",33,2,16.5,1.5
"2008-2","1060","H2R",5,3,"June 30, 2008","MONTRÉAL",3,1,3,3
"2008-2","1060","H2Y",5,3,"June 30, 2008","MONTRÉAL",275,2,137.5,10.5
"2008-2","1060","H1R",4,1,"June 30, 2008","MONTRÉAL",3,2,1.5,2
"2008-2","1060","H4R",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H1Z",5,3,"June 30, 2008","MONTRÉAL",6,2,3,2
"2008-2","1060","H9G",5,3,"June 30, 2008","MONTRÉAL",5,2,2.5,3
"2008-2","1060","J5B",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H4M",5,3,"June 30, 2008","MONTRÉAL",12,1,12,4
"2008-2","1060","H7X",2,1,"June 30, 2008","MONTRÉAL",12,11,1.09090909090909,0
"2008-2","1060","H9H",1,1,"June 30, 2008","MONTRÉAL",3,8,0.375,0
"2008-2","1060","H7H",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","J5W",5,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","J5W",1,1,"June 30, 2008","MONTRÉAL",38,63,0.603174603174603,0
"2008-2","1060","J3X",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H7G",5,3,"June 30, 2008","MONTRÉAL",20,1,20,4
"2008-2","1060","H7K",1,1,"June 30, 2008","MONTRÉAL",2,4,0.5,0
"2008-2","1060","J4K",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H1H",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","J3G",4,3,"June 30, 2008","MONTRÉAL",2,1,2,2
"2008-2","1060","J3H",1,1,"June 30, 2008","MONTRÉAL",7,22,0.318181818181818,0
"2008-2","1060","H2B",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H2V",5,3,"June 30, 2008","MONTRÉAL",3,2,1.5,3
"2008-2","1060","H3Y",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","J7R",5,3,"June 30, 2008","MONTRÉAL",4,1,4,2
"2008-2","1060","H3X",5,3,"June 30, 2008","MONTRÉAL",7,1,7,4
"2008-2","1060","H4E",5,3,"June 30, 2008","MONTRÉAL",2,1,2,2
"2008-2","1060","H4K",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H7A",4,1,"June 30, 2008","MONTRÉAL",5,2,2.5,2
"2008-2","1060","J5R",2,1,"June 30, 2008","MONTRÉAL",2,2,1,0
"2008-2","1060","J3N",5,3,"June 30, 2008","MONTRÉAL",3,1,3,2
"2008-2","1060","H9B",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H1N",5,3,"June 30, 2008","MONTRÉAL",19,13,1.46153846153846,2.30769230769231
"2008-2","1060","H8T",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H4G",5,3,"June 30, 2008","MONTRÉAL",1,1,1,3
"2008-2","1060","J7M",5,3,"June 30, 2008","MONTRÉAL",5,4,1.25,1.25
"2008-2","1060","J4M",1,1,"June 30, 2008","MONTRÉAL",6,13,0.461538461538462,0
"2008-2","1060","J7V",2,1,"June 30, 2008","MONTRÉAL",1,3,0.333333333333333,0
"2008-2","1060","nan",5,3,"June 30, 2008","MONTRÉAL",357,117,3.05128205128205,2.58119658119658
"2008-2","1060","H7M",5,3,"June 30, 2008","MONTRÉAL",14,4,3.5,1.5
"2008-2","1060","H1C",2,1,"June 30, 2008","MONTRÉAL",13,13,1,0
"2008-2","1060","J7M",1,1,"June 30, 2008","MONTRÉAL",17,41,0.414634146341463,0
"2008-2","1060","H8Y",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","J7V",4,1,"June 30, 2008","MONTRÉAL",24,12,2,2
"2008-2","1060","J3N",1,1,"June 30, 2008","MONTRÉAL",4,4,1,0
"2008-2","1060","H9E",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H1E",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H4H",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H8Z",2,1,"June 30, 2008","MONTRÉAL",3,3,1,0
"2008-2","1060","J7E",5,3,"June 30, 2008","MONTRÉAL",36,8,4.5,4
"2008-2","1060","H7M",1,1,"June 30, 2008","MONTRÉAL",0,4,0,0
"2008-2","1060","J4M",2,1,"June 30, 2008","MONTRÉAL",1,3,0.333333333333333,0
"2008-2","1060","H7B",1,1,"June 30, 2008","MONTRÉAL",1,5,0.2,0
"2008-2","1060","J4H",4,3,"June 30, 2008","MONTRÉAL",1,1,1,2
"2008-2","1060","H1R",1,1,"June 30, 2008","MONTRÉAL",2,3,0.666666666666667,0
"2008-2","1060","H9C",1,1,"June 30, 2008","MONTRÉAL",6,6,1,0
"2008-2","1060","J5W",2,1,"June 30, 2008","MONTRÉAL",8,15,0.533333333333333,0
"2008-2","1060","H9S",1,1,"June 30, 2008","MONTRÉAL",1,4,0.25,0
"2008-2","1060","H1E",1,1,"June 30, 2008","MONTRÉAL",8,11,0.727272727272727,0
"2008-2","1060","J3L",1,1,"June 30, 2008","MONTRÉAL",15,44,0.340909090909091,0
"2008-2","1060","J6W",5,3,"June 30, 2008","MONTRÉAL",5,3,1.66666666666667,2
"2008-2","1060","H9K",1,1,"June 30, 2008","MONTRÉAL",25,38,0.657894736842105,0
"2008-2","1060","J3H",5,3,"June 30, 2008","MONTRÉAL",33,17,1.94117647058824,2.11764705882353
"2008-2","1060","J5Z",1,1,"June 30, 2008","MONTRÉAL",7,18,0.388888888888889,0
"2008-2","1060","J5Y",1,1,"June 30, 2008","MONTRÉAL",13,23,0.565217391304348,0
"2008-2","1060","J6Y",5,3,"June 30, 2008","MONTRÉAL",13,3,4.33333333333333,2
"2008-2","1060","J0P",1,1,"June 30, 2008","MONTRÉAL",0,4,0,0
"2008-2","1060","H7P",5,3,"June 30, 2008","MONTRÉAL",4,1,4,2
"2008-2","1060","J5T",5,3,"June 30, 2008","MONTRÉAL",5,3,1.66666666666667,2
"2008-2","1060","J7Y",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H4V",5,3,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H3G",5,3,"June 30, 2008","MONTRÉAL",27,2,13.5,15.5
"2008-2","1060","H7G",2,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","J4T",5,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H8R",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H2G",5,3,"June 30, 2008","MONTRÉAL",2,1,2,3
"2008-2","1060","H3L",5,3,"June 30, 2008","MONTRÉAL",15,4,3.75,0.75
"2008-2","1060","H7X",1,1,"June 30, 2008","MONTRÉAL",7,18,0.388888888888889,0
"2008-2","1060","H7A",1,1,"June 30, 2008","MONTRÉAL",13,23,0.565217391304348,0
"2008-2","1060","J6J",5,3,"June 30, 2008","MONTRÉAL",19,10,1.9,1.8
"2008-2","1060","H1E",5,3,"June 30, 2008","MONTRÉAL",7,1,7,0
"2008-2","1060","H2L",5,3,"June 30, 2008","MONTRÉAL",3,1,3,0
"2008-2","1060","J6R",1,1,"June 30, 2008","MONTRÉAL",3,12,0.25,0
"2008-2","1060","J5Z",4,1,"June 30, 2008","MONTRÉAL",2,1,2,0
"2008-2","1060","J7Y",1,1,"June 30, 2008","MONTRÉAL",7,15,0.466666666666667,0
"2008-2","1060","J6X",5,3,"June 30, 2008","MONTRÉAL",3,1,3,2
"2008-2","1060","nan",1,1,"June 30, 2008","MONTRÉAL",245,563,0.435168738898757,0
"2008-2","1060","H3P",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","J7L",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H7X",5,3,"June 30, 2008","MONTRÉAL",10,3,3.33333333333333,2.66666666666667
"2008-2","1060","H1R",5,3,"June 30, 2008","MONTRÉAL",10,3,3.33333333333333,2
"2008-2","1060","H1X",5,3,"June 30, 2008","MONTRÉAL",1,1,1,3
"2008-2","1060","H3K",5,3,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H2S",5,3,"June 30, 2008","MONTRÉAL",10,3,3.33333333333333,2.66666666666667
"2008-2","1060","J0N",4,1,"June 30, 2008","MONTRÉAL",3,2,1.5,0
"2008-2","1060","H3B",5,3,"June 30, 2008","MONTRÉAL",96,1,96,26
"2008-2","1060","H7N",5,3,"June 30, 2008","MONTRÉAL",3,1,3,5
"2008-2","1060","H1P",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","J7J",1,1,"June 30, 2008","MONTRÉAL",9,22,0.409090909090909,0
"2008-2","1060","J4B",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H7G",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H7V",4,1,"June 30, 2008","MONTRÉAL",1,1,1,3
"2008-2","1060","J0N",5,1,"June 30, 2008","MONTRÉAL",2,1,2,1
"2008-2","1060","J3G",5,3,"June 30, 2008","MONTRÉAL",10,4,2.5,2.5
"2008-2","1060","J4G",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","J7K",5,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","nan",5,1,"June 30, 2008","MONTRÉAL",8,4,2,0.25
"2008-2","1060","J3Y",5,3,"June 30, 2008","MONTRÉAL",10,6,1.66666666666667,3
"2008-2","1060","J4B",1,1,"June 30, 2008","MONTRÉAL",0,4,0,0
"2008-2","1060","H7R",1,1,"June 30, 2008","MONTRÉAL",4,6,0.666666666666667,0
"2008-2","1060","H9H",4,1,"June 30, 2008","MONTRÉAL",2,2,1,1
"2008-2","1060","J6X",1,1,"June 30, 2008","MONTRÉAL",17,40,0.425,0
"2008-2","1060","H2S",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H9W",1,1,"June 30, 2008","MONTRÉAL",2,2,1,0
"2008-2","1060","J0L",5,3,"June 30, 2008","MONTRÉAL",10,4,2.5,2.5
"2008-2","1060","H9X",1,1,"June 30, 2008","MONTRÉAL",2,2,1,0
"2008-2","1060","J4V",1,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","J5R",1,1,"June 30, 2008","MONTRÉAL",12,32,0.375,0
"2008-2","1060","J5R",4,3,"June 30, 2008","MONTRÉAL",6,5,1.2,1.6
"2008-2","1060","J5T",5,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H9K",5,3,"June 30, 2008","MONTRÉAL",32,2,16,4
"2008-2","1060","H9S",5,3,"June 30, 2008","MONTRÉAL",7,1,7,4
"2008-2","1060","J4L",5,3,"June 30, 2008","MONTRÉAL",2,1,2,0
"2008-2","1060","J5W",5,3,"June 30, 2008","MONTRÉAL",6,2,3,2.5
"2008-2","1060","H9J",4,1,"June 30, 2008","MONTRÉAL",4,1,4,0
"2008-2","1060","J5R",5,3,"June 30, 2008","MONTRÉAL",1,1,1,3
"2008-2","1060","J7Z",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H1S",5,3,"June 30, 2008","MONTRÉAL",5,1,5,15
"2008-2","1060","H7L",2,1,"June 30, 2008","MONTRÉAL",7,10,0.7,0
"2008-2","1060","H2W",5,3,"June 30, 2008","MONTRÉAL",3,1,3,3
"2008-2","1060","J4B",5,3,"June 30, 2008","MONTRÉAL",5,4,1.25,2
"2008-2","1060","J7R",1,1,"June 30, 2008","MONTRÉAL",9,22,0.409090909090909,0
"2008-2","1060","J3V",1,1,"June 30, 2008","MONTRÉAL",0,3,0,0
"2008-2","1060","J6J",2,1,"June 30, 2008","MONTRÉAL",8,11,0.727272727272727,0
"2008-2","1060","J5T",1,1,"June 30, 2008","MONTRÉAL",1,8,0.125,0
"2008-2","1060","H1A",5,3,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H4E",4,3,"June 30, 2008","MONTRÉAL",15,8,1.875,2.25
"2008-2","1060","J7R",4,3,"June 30, 2008","MONTRÉAL",1,1,1,2
"2008-2","1060","H7E",1,1,"June 30, 2008","MONTRÉAL",7,19,0.368421052631579,0
"2008-2","1060","J6J",1,1,"June 30, 2008","MONTRÉAL",3,4,0.75,0
"2008-2","1060","J5L",2,1,"June 30, 2008","MONTRÉAL",5,4,1.25,0
"2008-2","1060","H2M",5,3,"June 30, 2008","MONTRÉAL",4,2,2,5.5
"2008-2","1060","H8T",5,3,"June 30, 2008","MONTRÉAL",3,2,1.5,1.5
"2008-2","1060","H1S",5,1,"June 30, 2008","MONTRÉAL",4,2,2,0
"2008-2","1060","H7V",5,3,"June 30, 2008","MONTRÉAL",22,4,5.5,2.5
"2008-2","1060","H3X",1,1,"June 30, 2008","MONTRÉAL",1,3,0.333333333333333,0
"2008-2","1060","nan",4,3,"June 30, 2008","MONTRÉAL",50,23,2.17391304347826,1.82608695652174
"2008-2","1060","H2X",5,3,"June 30, 2008","MONTRÉAL",26,5,5.2,3
"2008-2","1060","J7K",1,1,"June 30, 2008","MONTRÉAL",3,18,0.166666666666667,0
"2008-2","1060","H1A",5,1,"June 30, 2008","MONTRÉAL",1,1,1,2
"2008-2","1060","H2A",5,3,"June 30, 2008","MONTRÉAL",1,1,1,3
"2008-2","1060","J0N",1,1,"June 30, 2008","MONTRÉAL",22,87,0.252873563218391,0
"2008-2","1060","H2A",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","J3G",2,1,"June 30, 2008","MONTRÉAL",7,16,0.4375,0
"2008-2","1060","H2T",5,3,"June 30, 2008","MONTRÉAL",8,3,2.66666666666667,2.33333333333333
"2008-2","1060","H4J",5,3,"June 30, 2008","MONTRÉAL",2,1,2,0
"2008-2","1060","J5Y",5,3,"June 30, 2008","MONTRÉAL",19,7,2.71428571428571,1.71428571428571
"2008-2","1060","J7V",1,1,"June 30, 2008","MONTRÉAL",28,71,0.394366197183099,0
"2008-2","1060","J3L",5,3,"June 30, 2008","MONTRÉAL",4,1,4,0
"2008-2","1060","J7A",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","H4A",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","J7C",5,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H7W",5,3,"June 30, 2008","MONTRÉAL",1,1,1,3
"2008-2","1060","J7M",5,1,"June 30, 2008","MONTRÉAL",2,1,2,0
"2008-2","1060","J3G",1,1,"June 30, 2008","MONTRÉAL",7,23,0.304347826086957,0
"2008-2","1060","H7A",2,1,"June 30, 2008","MONTRÉAL",6,6,1,0
"2008-2","1060","J7V",5,3,"June 30, 2008","MONTRÉAL",38,1,38,8
"2008-2","1060","J3Y",5,1,"June 30, 2008","MONTRÉAL",4,4,1,2
"2008-2","1060","H7L",1,1,"June 30, 2008","MONTRÉAL",21,25,0.84,0
"2008-2","1060","H1H",5,3,"June 30, 2008","MONTRÉAL",19,4,4.75,2
"2008-2","1060","H8Z",1,1,"June 30, 2008","MONTRÉAL",3,4,0.75,0
"2008-2","1060","J4X",5,3,"June 30, 2008","MONTRÉAL",1,1,1,2
"2008-2","1060","J7Z",2,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","J6Y",1,1,"June 30, 2008","MONTRÉAL",9,10,0.9,0
"2008-2","1060","J7C",2,1,"June 30, 2008","MONTRÉAL",4,2,2,0
"2008-2","1060","H7H",2,1,"June 30, 2008","MONTRÉAL",2,4,0.5,0
"2008-2","1060","J5B",1,1,"June 30, 2008","MONTRÉAL",1,2,0.5,0
"2008-2","1060","H7A",4,3,"June 30, 2008","MONTRÉAL",3,1,3,0
"2008-2","1060","H7T",5,3,"June 30, 2008","MONTRÉAL",12,7,1.71428571428571,2
"2008-2","1060","J5Z",5,3,"June 30, 2008","MONTRÉAL",46,10,4.6,2.3
"2008-2","1060","J7M",2,1,"June 30, 2008","MONTRÉAL",3,2,1.5,0
"2008-2","1060","H1W",5,3,"June 30, 2008","MONTRÉAL",1,1,1,3
"2008-2","1060","H3M",4,3,"June 30, 2008","MONTRÉAL",2,1,2,0
"2008-2","1060","H7E",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H1L",5,3,"June 30, 2008","MONTRÉAL",21,5,4.2,1.6
"2008-2","1060","H7R",4,1,"June 30, 2008","MONTRÉAL",4,1,4,2
"2008-2","1060","J7G",1,1,"June 30, 2008","MONTRÉAL",3,5,0.6,0
"2008-2","1060","J7J",5,1,"June 30, 2008","MONTRÉAL",4,2,2,0
"2008-2","1060","J7C",1,1,"June 30, 2008","MONTRÉAL",15,26,0.576923076923077,0
"2008-2","1060","H8R",4,1,"June 30, 2008","MONTRÉAL",3,1,3,2
"2008-2","1060","H1Y",5,3,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H7T",1,1,"June 30, 2008","MONTRÉAL",3,8,0.375,0
"2008-2","1060","J4H",5,3,"June 30, 2008","MONTRÉAL",3,1,3,6
"2008-2","1060","H2J",5,3,"June 30, 2008","MONTRÉAL",42,3,14,2.66666666666667
"2008-2","1060","H9R",4,1,"June 30, 2008","MONTRÉAL",3,1,3,2
"2008-2","1060","J0N",5,3,"June 30, 2008","MONTRÉAL",16,8,2,2
"2008-2","1060","J7Z",5,3,"June 30, 2008","MONTRÉAL",6,2,3,3
"2008-2","1060","H1C",1,1,"June 30, 2008","MONTRÉAL",5,7,0.714285714285714,0
"2008-2","1060","J4N",1,1,"June 30, 2008","MONTRÉAL",0,1,0,0
"2008-2","1060","J7P",5,3,"June 30, 2008","MONTRÉAL",5,1,5,2
"2008-2","1060","J4Z",2,1,"June 30, 2008","MONTRÉAL",1,1,1,0
"2008-2","1060","H1A",1,1,"June 30, 2008","MONTRÉAL",1,4,0.25,0
"2008-2","1060","J0L",2,1,"June 30, 2008","MONTRÉAL",2,5,0.4,0
"2008-2","1060","nan",2,1,"June 30, 2008","MONTRÉAL",42,51,0.823529411764706,0
"2008-2","1060","nan",4,1,"June 30, 2008","MONTRÉAL",27,15,1.8,1.33333333333333
"2008-2","1060","H1V",5,3,"June 30, 2008","MONTRÉAL",23,6,3.83333333333333,3
"2008-2","1060","H8P",5,3,"June 30, 2008","MONTRÉAL",6,4,1.5,2.25
"2008-2","1060","H7A",5,3,"June 30, 2008","MONTRÉAL",4,2,2,2
"2008-2","1060","J3V",5,3,"June 30, 2008","MONTRÉAL",2,1,2,5
"2008-2","1060","J3H",2,1,"June 30, 2008","MONTRÉAL",6,7,0.857142857142857,0
"2008-2","1060","J3L",2,1,"June 30, 2008","MONTRÉAL",0,2,0,0
"2008-2","1265","K4K",1,1,"June 30, 2008","OTTAWA",0,2,0,0
"2008-2","1265","K2B",2,1,"June 30, 2008","OTTAWA",2,3,0.666666666666667,0
"2008-2","1265","K1T",2,1,"June 30, 2008","OTTAWA",1,4,0.25,0
"2008-2","1265","K2G",1,1,"June 30, 2008","OTTAWA",0,1,0,0
"2008-2","1265","K1R",2,1,"June 30, 2008","OTTAWA",0,3,0,0
"2008-2","1265","K1Z",2,1,"June 30, 2008","OTTAWA",2,2,1,0
"2008-2","1265","K2C",4,1,"June 30, 2008","OTTAWA",2,1,2,0
"2008-2","1265","K1T",1,1,"June 30, 2008","OTTAWA",0,5,0,0
"2008-2","1265","K1Y",1,1,"June 30, 2008","OTTAWA",0,1,0,0
"2008-2","1265","K1P",5,3,"June 30, 2008","OTTAWA",2,1,2,0
"2008-2","1265","K2C",1,1,"June 30, 2008","OTTAWA",0,3,0,0
"2008-2","1265","K2E",4,1,"June 30, 2008","OTTAWA",3,2,1.5,0
"2008-2","1265","K1S",5,3,"June 30, 2008","OTTAWA",1,1,1,0
"2008-2","1265","K2H",4,1,"June 30, 2008","OTTAWA",1,1,1,0
"2008-2","1265","K1Z",4,1,"June 30, 2008","OTTAWA",3,1,3,2
"2008-2","1265","K2M",1,1,"June 30, 2008","OTTAWA",0,2,0,0
"2008-2","1265","K4P",1,1,"June 30, 2008","OTTAWA",6,10,0.6,0
"2008-2","1265","K2M",4,1,"June 30, 2008","OTTAWA",2,1,2,0
"2008-2","1265","K2K",1,1,"June 30, 2008","OTTAWA",0,6,0,0
"2008-2","1265","K1T",4,1,"June 30, 2008","OTTAWA",4,2,2,0
"2008-2","1265","K1Y",2,1,"June 30, 2008","OTTAWA",0,1,0,0
"2008-2","1265","nan",1,1,"June 30, 2008","OTTAWA",10,200,0.05,0
"2008-2","1265","K2S",1,1,"June 30, 2008","OTTAWA",2,7,0.285714285714286,0
"2008-2","1265","nan",5,3,"June 30, 2008","OTTAWA",54,17,3.17647058823529,0.588235294117647
"2008-2","1265","K1M",5,3,"June 30, 2008","OTTAWA",3,1,3,0
"2008-2","1265","nan",2,1,"June 30, 2008","OTTAWA",1,9,0.111111111111111,0
"2008-2","1265","K1B",5,3,"June 30, 2008","OTTAWA",8,3,2.66666666666667,0
"2008-2","1265","K2E",5,3,"June 30, 2008","OTTAWA",20,2,10,6
"2008-2","1265","K0A",1,1,"June 30, 2008","OTTAWA",5,47,0.106382978723404,0
"2008-2","1265","K1Y",5,3,"June 30, 2008","OTTAWA",1,1,1,0
"2008-2","1265","K1C",1,1,"June 30, 2008","OTTAWA",2,4,0.5,0
"2008-2","1265","K4R",1,1,"June 30, 2008","OTTAWA",1,2,0.5,0
"2008-2","1265","K1V",5,3,"June 30, 2008","OTTAWA",74,5,14.8,0
"2008-2","1265","K4A",1,1,"June 30, 2008","OTTAWA",0,2,0,0
"2008-2","1265","K2L",1,1,"June 30, 2008","OTTAWA",0,2,0,0
"2008-2","1265","nan",4,3,"June 30, 2008","OTTAWA",1,1,1,0
"2008-2","1265","K1V",4,1,"June 30, 2008","OTTAWA",1,1,1,0
"2008-2","1265","nan",4,1,"June 30, 2008","OTTAWA",62,34,1.82352941176471,0
"2008-2","1400","G1M",5,3,"June 30, 2008","QUÉBEC",1,1,1,2
"2008-2","1400","G1B",1,1,"June 30, 2008","QUÉBEC",0,3,0,0
"2008-2","1400","G2N",1,1,"June 30, 2008","QUÉBEC",0,1,0,0
"2008-2","1400","G2C",2,1,"June 30, 2008","QUÉBEC",3,11,0.272727272727273,0
"2008-2","1400","nan",5,3,"June 30, 2008","QUÉBEC",17,7,2.42857142857143,1.28571428571429
"2008-2","1400","nan",2,1,"June 30, 2008","QUÉBEC",14,20,0.7,0
"2008-2","1400","G2G",1,1,"June 30, 2008","QUÉBEC",2,5,0.4,0
"2008-2","1400","G6V",1,1,"June 30, 2008","QUÉBEC",1,3,0.333333333333333,0
"2008-2","1400","G2A",1,1,"June 30, 2008","QUÉBEC",0,3,0,0
"2008-2","1400","G2J",1,1,"June 30, 2008","QUÉBEC",0,2,0,0
"2008-2","1400","G6K",1,1,"June 30, 2008","QUÉBEC",0,2,0,0
"2008-2","1400","G0A",5,3,"June 30, 2008","QUÉBEC",12,2,6,1.5
"2008-2","1400","G2C",5,3,"June 30, 2008","QUÉBEC",47,19,2.47368421052632,1.89473684210526
"2008-2","1400","G2K",1,1,"June 30, 2008","QUÉBEC",0,1,0,0
"2008-2","1400","G0R",1,1,"June 30, 2008","QUÉBEC",3,6,0.5,0
"2008-2","1400","G2B",2,1,"June 30, 2008","QUÉBEC",2,5,0.4,0
"2008-2","1400","G0A",1,1,"June 30, 2008","QUÉBEC",6,27,0.222222222222222,0
"2008-2","1400","G3G",1,1,"June 30, 2008","QUÉBEC",1,10,0.1,0
"2008-2","1400","G1X",1,1,"June 30, 2008","QUÉBEC",0,5,0,0
"2008-2","1400","G2C",5,1,"June 30, 2008","QUÉBEC",3,2,1.5,2
"2008-2","1400","G3E",1,1,"June 30, 2008","QUÉBEC",3,14,0.214285714285714,0
"2008-2","1400","G3K",5,1,"June 30, 2008","QUÉBEC",1,1,1,2
"2008-2","1400","G6K",4,1,"June 30, 2008","QUÉBEC",2,1,2,2
"2008-2","1400","nan",5,1,"June 30, 2008","QUÉBEC",1,1,1,0
"2008-2","1400","G3A",1,1,"June 30, 2008","QUÉBEC",0,5,0,0
"2008-2","1400","G2B",1,1,"June 30, 2008","QUÉBEC",3,11,0.272727272727273,0
"2008-2","1400","G1S",2,1,"June 30, 2008","QUÉBEC",2,1,2,0
"2008-2","1400","G3A",2,1,"June 30, 2008","QUÉBEC",0,1,0,0
"2008-2","1400","G1R",5,3,"June 30, 2008","QUÉBEC",19,1,19,0
"2008-2","1400","G6Z",1,1,"June 30, 2008","QUÉBEC",2,16,0.125,0
"2008-2","1400","G2N",2,1,"June 30, 2008","QUÉBEC",1,1,1,0
"2008-2","1400","G1E",1,1,"June 30, 2008","QUÉBEC",4,7,0.571428571428571,0
"2008-2","1400","G6C",1,1,"June 30, 2008","QUÉBEC",0,2,0,0
"2008-2","1400","G2M",5,1,"June 30, 2008","QUÉBEC",4,3,1.33333333333333,1.66666666666667
"2008-2","1400","G2M",1,1,"June 30, 2008","QUÉBEC",2,48,0.0416666666666667,0
"2008-2","1400","G1G",5,3,"June 30, 2008","QUÉBEC",7,3,2.33333333333333,3.33333333333333
"2008-2","1400","G3J",1,1,"June 30, 2008","QUÉBEC",0,1,0,0
"2008-2","1400","G3K",2,1,"June 30, 2008","QUÉBEC",3,3,1,0
"2008-2","1400","G6V",2,1,"June 30, 2008","QUÉBEC",0,1,0,0
"2008-2","1400","G1W",1,1,"June 30, 2008","QUÉBEC",2,3,0.666666666666667,0
"2008-2","1400","G6K",5,3,"June 30, 2008","QUÉBEC",1,1,1,2
"2008-2","1400","G1S",5,1,"June 30, 2008","QUÉBEC",2,1,2,2
"2008-2","1400","G6V",4,1,"June 30, 2008","QUÉBEC",3,2,1.5,1
"2008-2","1400","G2E",5,3,"June 30, 2008","QUÉBEC",1,1,1,3
"2008-2","1400","G1C",1,1,"June 30, 2008","QUÉBEC",2,9,0.222222222222222,0
"2008-2","1400","G2M",4,1,"June 30, 2008","QUÉBEC",1,1,1,1
"2008-2","1400","G0A",2,1,"June 30, 2008","QUÉBEC",2,4,0.5,0
"2008-2","1400","G1K",5,3,"June 30, 2008","QUÉBEC",16,3,5.33333333333333,2
"2008-2","1400","G1Y",2,1,"June 30, 2008","QUÉBEC",1,2,0.5,0
"2008-2","1400","G0R",2,1,"June 30, 2008","QUÉBEC",1,1,1,0
