"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount"
"2010-2","1060","H4C","June 30, 2010","MONTRÉAL",319,NA,NA,8,39.875,3.5
"2010-2","1060","J5A","June 30, 2010","MONTRÉAL",14,NA,NA,8,1.75,0.25
"2010-2","1400","G1B","June 30, 2010","QUÉBEC",92,NA,NA,82,1.1219512195122,0
"2010-2","1060","H8Z","June 30, 2010","MONTRÉAL",5,NA,NA,5,1,0
"2010-2","1265","K1L","June 30, 2010","OTTAWA",1,NA,NA,1,1,0
"2010-2","1700","S0K","June 30, 2010","SASKATOON",26,NA,NA,26,1,0
"2010-2","2270","L9T","June 30, 2010","TORONTO",49,NA,NA,12,4.08333333333333,0
"2010-2","2270","nan","June 30, 2010","TORONTO",3549,NA,NA,1871,1.896846606093,0.0320684126135756
"2010-2","2410","V6H","June 30, 2010","VANCOUVER",52,NA,NA,4,13,2.75
"2010-2","2410","V6S","June 30, 2010","VANCOUVER",8,NA,NA,7,1.14285714285714,0
"2010-2","2440","V8W","June 30, 2010","VICTORIA",31,NA,NA,2,15.5,0
"2010-2","1060","J7L","June 30, 2010","MONTRÉAL",9,NA,NA,8,1.125,0
"2010-2","2270","L6H","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2270","L7E","June 30, 2010","TORONTO",3,NA,NA,3,1,0
"2010-2","0610","L7P","June 30, 2010","HAMILTON",2,NA,NA,1,2,0
"2010-2","1700","S7K","June 30, 2010","SASKATOON",2,NA,NA,2,1,0
"2010-2","2270","L5M","June 30, 2010","TORONTO",14,NA,NA,3,4.66666666666667,0
"2010-2","2410","V3J","June 30, 2010","VANCOUVER",11,NA,NA,6,1.83333333333333,0.666666666666667
"2010-2","0610","L8T","June 30, 2010","HAMILTON",1,NA,NA,1,1,0
"2010-2","1060","H1K","June 30, 2010","MONTRÉAL",110,NA,NA,17,6.47058823529412,0.882352941176471
"2010-2","1060","J4N","June 30, 2010","MONTRÉAL",2,NA,NA,2,1,0
"2010-2","2270","M3L","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2410","V2Z","June 30, 2010","VANCOUVER",12,NA,NA,10,1.2,0.4
"2010-2","2410","V3V","June 30, 2010","VANCOUVER",33,NA,NA,33,1,0
"2010-2","2410","V6L","June 30, 2010","VANCOUVER",11,NA,NA,10,1.1,0
"2010-2","0340","T8T","June 30, 2010","EDMONTON",24,NA,NA,24,1,0
"2010-2","1060","H1N","June 30, 2010","MONTRÉAL",4,NA,NA,1,4,2
"2010-2","1060","J6X","June 30, 2010","MONTRÉAL",7,NA,NA,7,1,0
"2010-2","2270","L7K","June 30, 2010","TORONTO",16,NA,NA,11,1.45454545454545,0
"2010-2","2410","V5C","June 30, 2010","VANCOUVER",10,NA,NA,7,1.42857142857143,0.571428571428571
"2010-2","0610","L9A","June 30, 2010","HAMILTON",26,NA,NA,15,1.73333333333333,0
"2010-2","1060","H9S","June 30, 2010","MONTRÉAL",26,NA,NA,4,6.5,0
"2010-2","1265","K4M","June 30, 2010","OTTAWA",1,NA,NA,1,1,0
"2010-2","2410","V4R","June 30, 2010","VANCOUVER",69,NA,NA,67,1.02985074626866,0
"2010-2","2410","V5A","June 30, 2010","VANCOUVER",12,NA,NA,11,1.09090909090909,0
"2010-2","1060","H2T","June 30, 2010","MONTRÉAL",26,NA,NA,2,13,1.5
"2010-2","1060","J6K","June 30, 2010","MONTRÉAL",41,NA,NA,26,1.57692307692308,0.230769230769231
"2010-2","2270","L3X","June 30, 2010","TORONTO",42,NA,NA,32,1.3125,0
"2010-2","2270","M1W","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","1265","K1C","June 30, 2010","OTTAWA",2,NA,NA,2,1,0
"2010-2","1700","S7M","June 30, 2010","SASKATOON",9,NA,NA,8,1.125,0
"2010-2","2410","V5N","June 30, 2010","VANCOUVER",14,NA,NA,9,1.55555555555556,0
"2010-2","1060","H8Y","June 30, 2010","MONTRÉAL",2,NA,NA,2,1,0
"2010-2","2270","L6J","June 30, 2010","TORONTO",13,NA,NA,13,1,0
"2010-2","1060","H7W","June 30, 2010","MONTRÉAL",257,NA,NA,1,257,0
"2010-2","2410","V3B","June 30, 2010","VANCOUVER",54,NA,NA,14,3.85714285714286,1.71428571428571
"2010-2","2680","R2M","June 30, 2010","WINNIPEG",6,NA,NA,4,1.5,0
"2010-2","1400","G1N","June 30, 2010","QUÉBEC",1,NA,NA,1,1,0
"2010-2","2410","V7V","June 30, 2010","VANCOUVER",2,NA,NA,2,1,0
"2010-2","1265","K2C","June 30, 2010","OTTAWA",16,NA,NA,7,2.28571428571429,0
"2010-2","2410","V5M","June 30, 2010","VANCOUVER",14,NA,NA,13,1.07692307692308,0.153846153846154
"2010-2","0140","T2K","June 30, 2010","CALGARY",4,NA,NA,2,2,0
"2010-2","0340","T8G","June 30, 2010","EDMONTON",8,NA,NA,8,1,0
"2010-2","0580","B3R","June 30, 2010","HALIFAX",14,NA,NA,12,1.16666666666667,0
"2010-2","2270","L7C","June 30, 2010","TORONTO",96,NA,NA,82,1.17073170731707,0
"2010-2","2440","V9E","June 30, 2010","VICTORIA",8,NA,NA,8,1,0
"2010-2","1700","S0L","June 30, 2010","SASKATOON",3,NA,NA,3,1,0
"2010-2","2270","M9A","June 30, 2010","TORONTO",6,NA,NA,6,1,0
"2010-2","2410","V3M","June 30, 2010","VANCOUVER",194,NA,NA,57,3.40350877192982,0
"2010-2","2410","V7C","June 30, 2010","VANCOUVER",21,NA,NA,17,1.23529411764706,0.470588235294118
"2010-2","0140","nan","June 30, 2010","CALGARY",2048,NA,NA,1680,1.21904761904762,0
"2010-2","0580","B3V","June 30, 2010","HALIFAX",11,NA,NA,11,1,0
"2010-2","1400","G3E","June 30, 2010","QUÉBEC",3,NA,NA,1,3,0
"2010-2","2270","M4E","June 30, 2010","TORONTO",222,NA,NA,6,37,0
"2010-2","2410","V6R","June 30, 2010","VANCOUVER",15,NA,NA,13,1.15384615384615,0
"2010-2","0580","B3P","June 30, 2010","HALIFAX",22,NA,NA,14,1.57142857142857,0
"2010-2","1700","S7L","June 30, 2010","SASKATOON",141,NA,NA,132,1.06818181818182,0
"2010-2","2440","V8N","June 30, 2010","VICTORIA",8,NA,NA,8,1,0
"2010-2","0610","L0R","June 30, 2010","HAMILTON",187,NA,NA,92,2.03260869565217,0
"2010-2","2270","L0G","June 30, 2010","TORONTO",39,NA,NA,39,1,0
"2010-2","2410","V2Y","June 30, 2010","VANCOUVER",18,NA,NA,8,2.25,0
"2010-2","2440","V8S","June 30, 2010","VICTORIA",26,NA,NA,23,1.1304347826087,0
"2010-2","0340","T5K","June 30, 2010","EDMONTON",174,NA,NA,1,174,0
"2010-2","1060","J7C","June 30, 2010","MONTRÉAL",170,NA,NA,79,2.15189873417722,0.10126582278481
"2010-2","2270","M5A","June 30, 2010","TORONTO",724,NA,NA,4,181,11.75
"2010-2","2410","V3Y","June 30, 2010","VANCOUVER",2,NA,NA,2,1,0
"2010-2","1060","H7T","June 30, 2010","MONTRÉAL",13,NA,NA,6,2.16666666666667,0
"2010-2","1060","H8R","June 30, 2010","MONTRÉAL",27,NA,NA,5,5.4,0
"2010-2","2270","L5L","June 30, 2010","TORONTO",10,NA,NA,10,1,0
"2010-2","2410","V7J","June 30, 2010","VANCOUVER",1,NA,NA,1,1,0
"2010-2","0340","T7Z","June 30, 2010","EDMONTON",17,NA,NA,12,1.41666666666667,0
"2010-2","0610","L3M","June 30, 2010","HAMILTON",34,NA,NA,34,1,0
"2010-2","2410","V3N","June 30, 2010","VANCOUVER",69,NA,NA,21,3.28571428571429,0.428571428571429
"2010-2","2410","V5W","June 30, 2010","VANCOUVER",31,NA,NA,16,1.9375,0.875
"2010-2","1060","J4J","June 30, 2010","MONTRÉAL",3,NA,NA,1,3,2
"2010-2","1265","K1H","June 30, 2010","OTTAWA",1,NA,NA,1,1,0
"2010-2","1060","J5C","June 30, 2010","MONTRÉAL",31,NA,NA,5,6.2,1.6
"2010-2","1490","S4T","June 30, 2010","REGINA",69,NA,NA,41,1.68292682926829,0.0975609756097561
"2010-2","2270","M6A","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","0340","T0A","June 30, 2010","EDMONTON",27,NA,NA,27,1,0
"2010-2","0580","B3M","June 30, 2010","HALIFAX",125,NA,NA,19,6.57894736842105,0.315789473684211
"2010-2","1060","H1V","June 30, 2010","MONTRÉAL",30,NA,NA,2,15,0
"2010-2","1060","H2S","June 30, 2010","MONTRÉAL",182,NA,NA,9,20.2222222222222,2.33333333333333
"2010-2","2410","V4M","June 30, 2010","VANCOUVER",57,NA,NA,3,19,1.33333333333333
"2010-2","0610","L9C","June 30, 2010","HAMILTON",13,NA,NA,11,1.18181818181818,0
"2010-2","1400","G2A","June 30, 2010","QUÉBEC",39,NA,NA,14,2.78571428571429,0.642857142857143
"2010-2","2680","R5A","June 30, 2010","WINNIPEG",13,NA,NA,12,1.08333333333333,0
"2010-2","1265","K2G","June 30, 2010","OTTAWA",68,NA,NA,8,8.5,0
"2010-2","1400","G1H","June 30, 2010","QUÉBEC",1,NA,NA,1,1,0
"2010-2","1490","S0G","June 30, 2010","REGINA",14,NA,NA,14,1,0
"2010-2","2410","V5L","June 30, 2010","VANCOUVER",3,NA,NA,2,1.5,0
"2010-2","0580","B2T","June 30, 2010","HALIFAX",13,NA,NA,12,1.08333333333333,0
"2010-2","1060","J5T","June 30, 2010","MONTRÉAL",31,NA,NA,18,1.72222222222222,0
"2010-2","2410","V7M","June 30, 2010","VANCOUVER",11,NA,NA,4,2.75,1.5
"2010-2","1060","H7H","June 30, 2010","MONTRÉAL",28,NA,NA,23,1.21739130434783,0
"2010-2","1400","G0R","June 30, 2010","QUÉBEC",69,NA,NA,40,1.725,0
"2010-2","2410","V7N","June 30, 2010","VANCOUVER",3,NA,NA,3,1,0
"2010-2","1400","G1P","June 30, 2010","QUÉBEC",19,NA,NA,10,1.9,0.2
"2010-2","2680","R3J","June 30, 2010","WINNIPEG",5,NA,NA,5,1,0
"2010-2","0580","B3G","June 30, 2010","HALIFAX",22,NA,NA,19,1.15789473684211,0
"2010-2","2270","L6M","June 30, 2010","TORONTO",95,NA,NA,62,1.53225806451613,0
"2010-2","2410","V3K","June 30, 2010","VANCOUVER",10,NA,NA,5,2,1.6
"2010-2","2680","R3M","June 30, 2010","WINNIPEG",1,NA,NA,1,1,0
"2010-2","0340","T5G","June 30, 2010","EDMONTON",3,NA,NA,3,1,0
"2010-2","1060","H9G","June 30, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-2","1060","J7Y","June 30, 2010","MONTRÉAL",42,NA,NA,26,1.61538461538462,0
"2010-2","2270","L7A","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","0610","nan","June 30, 2010","HAMILTON",342,NA,NA,263,1.30038022813688,0
"2010-2","2270","M6M","June 30, 2010","TORONTO",4,NA,NA,4,1,0
"2010-2","2410","V3S","June 30, 2010","VANCOUVER",150,NA,NA,136,1.10294117647059,0.0147058823529412
"2010-2","0340","T5E","June 30, 2010","EDMONTON",17,NA,NA,17,1,0
"2010-2","1490","S4R","June 30, 2010","REGINA",11,NA,NA,10,1.1,0
"2010-2","2410","V6N","June 30, 2010","VANCOUVER",14,NA,NA,13,1.07692307692308,0
"2010-2","2440","nan","June 30, 2010","VICTORIA",106,NA,NA,95,1.11578947368421,0
"2010-2","1400","G3G","June 30, 2010","QUÉBEC",8,NA,NA,5,1.6,0.4
"2010-2","1400","G3K","June 30, 2010","QUÉBEC",123,NA,NA,78,1.57692307692308,0.0641025641025641
"2010-2","2410","V4A","June 30, 2010","VANCOUVER",30,NA,NA,30,1,0
"2010-2","2270","M2R","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","0140","T4B","June 30, 2010","CALGARY",3,NA,NA,3,1,0
"2010-2","0610","L8J","June 30, 2010","HAMILTON",3,NA,NA,3,1,0
"2010-2","1060","H7A","June 30, 2010","MONTRÉAL",40,NA,NA,28,1.42857142857143,0
"2010-2","2270","M5N","June 30, 2010","TORONTO",10,NA,NA,10,1,0
"2010-2","2270","M9B","June 30, 2010","TORONTO",8,NA,NA,8,1,0
"2010-2","0140","T2S","June 30, 2010","CALGARY",4,NA,NA,4,1,0
"2010-2","1060","H2E","June 30, 2010","MONTRÉAL",60,NA,NA,1,60,6
"2010-2","2270","M5M","June 30, 2010","TORONTO",30,NA,NA,30,1,0
"2010-2","0140","T2M","June 30, 2010","CALGARY",28,NA,NA,23,1.21739130434783,0
"2010-2","1060","H1H","June 30, 2010","MONTRÉAL",6,NA,NA,3,2,0
"2010-2","1060","J3G","June 30, 2010","MONTRÉAL",59,NA,NA,42,1.4047619047619,0.142857142857143
"2010-2","1400","G3A","June 30, 2010","QUÉBEC",14,NA,NA,11,1.27272727272727,0
"2010-2","1400","G6V","June 30, 2010","QUÉBEC",63,NA,NA,38,1.65789473684211,0
"2010-2","2270","M1R","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2410","V0N","June 30, 2010","VANCOUVER",8,NA,NA,7,1.14285714285714,0.285714285714286
"2010-2","2410","V7A","June 30, 2010","VANCOUVER",65,NA,NA,33,1.96969696969697,0.787878787878788
"2010-2","2680","R2N","June 30, 2010","WINNIPEG",25,NA,NA,16,1.5625,0
"2010-2","1060","H2J","June 30, 2010","MONTRÉAL",24,NA,NA,3,8,3
"2010-2","1060","H4E","June 30, 2010","MONTRÉAL",10,NA,NA,1,10,0
"2010-2","1060","J4X","June 30, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-2","2270","L1Z","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","1060","J6Z","June 30, 2010","MONTRÉAL",3,NA,NA,3,1,0
"2010-2","1490","nan","June 30, 2010","REGINA",38,NA,NA,38,1,0
"2010-2","2410","V3E","June 30, 2010","VANCOUVER",224,NA,NA,52,4.30769230769231,0.769230769230769
"2010-2","2270","L5G","June 30, 2010","TORONTO",13,NA,NA,13,1,0
"2010-2","1265","K4R","June 30, 2010","OTTAWA",25,NA,NA,23,1.08695652173913,0
"2010-2","2270","L4Y","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2270","M1E","June 30, 2010","TORONTO",50,NA,NA,10,5,0
"2010-2","2440","V8T","June 30, 2010","VICTORIA",22,NA,NA,9,2.44444444444444,0
"2010-2","2270","L6Y","June 30, 2010","TORONTO",52,NA,NA,8,6.5,0
"2010-2","2270","L7J","June 30, 2010","TORONTO",4,NA,NA,4,1,0
"2010-2","1400","G2J","June 30, 2010","QUÉBEC",6,NA,NA,2,3,0
"2010-2","1400","G6Z","June 30, 2010","QUÉBEC",34,NA,NA,28,1.21428571428571,0
"2010-2","1060","J6N","June 30, 2010","MONTRÉAL",38,NA,NA,16,2.375,0.625
"2010-2","1490","S4P","June 30, 2010","REGINA",20,NA,NA,15,1.33333333333333,0
"2010-2","2410","V7R","June 30, 2010","VANCOUVER",9,NA,NA,9,1,0
"2010-2","2270","L4G","June 30, 2010","TORONTO",18,NA,NA,18,1,0
"2010-2","1060","H9K","June 30, 2010","MONTRÉAL",28,NA,NA,27,1.03703703703704,0
"2010-2","2410","V7S","June 30, 2010","VANCOUVER",16,NA,NA,16,1,0
"2010-2","1060","J4V","June 30, 2010","MONTRÉAL",2,NA,NA,2,1,0
"2010-2","1060","J5L","June 30, 2010","MONTRÉAL",79,NA,NA,52,1.51923076923077,0
"2010-2","2270","L3R","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2270","L5J","June 30, 2010","TORONTO",6,NA,NA,4,1.5,0
"2010-2","1265","K4A","June 30, 2010","OTTAWA",3,NA,NA,3,1,0
"2010-2","2410","V6K","June 30, 2010","VANCOUVER",22,NA,NA,15,1.46666666666667,0.466666666666667
"2010-2","2440","V8X","June 30, 2010","VICTORIA",4,NA,NA,4,1,0
"2010-2","0340","T6E","June 30, 2010","EDMONTON",46,NA,NA,4,11.5,1
"2010-2","1060","H7L","June 30, 2010","MONTRÉAL",54,NA,NA,32,1.6875,0
"2010-2","1060","J4L","June 30, 2010","MONTRÉAL",3,NA,NA,1,3,2
"2010-2","0140","T3J","June 30, 2010","CALGARY",4,NA,NA,4,1,0
"2010-2","1265","K1Z","June 30, 2010","OTTAWA",2,NA,NA,1,2,0
"2010-2","0140","T2G","June 30, 2010","CALGARY",9,NA,NA,9,1,0
"2010-2","1060","J7M","June 30, 2010","MONTRÉAL",48,NA,NA,27,1.77777777777778,0
"2010-2","2410","nan","June 30, 2010","VANCOUVER",923,NA,NA,570,1.61929824561404,0.271929824561404
"2010-2","0580","B2Z","June 30, 2010","HALIFAX",19,NA,NA,19,1,0
"2010-2","1265","K1G","June 30, 2010","OTTAWA",1,NA,NA,1,1,0
"2010-2","1400","G1K","June 30, 2010","QUÉBEC",6,NA,NA,1,6,3
"2010-2","1060","J5W","June 30, 2010","MONTRÉAL",87,NA,NA,57,1.52631578947368,0.157894736842105
"2010-2","1400","G2G","June 30, 2010","QUÉBEC",50,NA,NA,9,5.55555555555556,0.888888888888889
"2010-2","2410","V6J","June 30, 2010","VANCOUVER",4,NA,NA,3,1.33333333333333,0
"2010-2","2270","L3Y","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2270","M4S","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","0610","L9H","June 30, 2010","HAMILTON",11,NA,NA,11,1,0
"2010-2","1060","H1E","June 30, 2010","MONTRÉAL",26,NA,NA,17,1.52941176470588,0.117647058823529
"2010-2","1060","H3K","June 30, 2010","MONTRÉAL",20,NA,NA,4,5,1.5
"2010-2","0580","B3A","June 30, 2010","HALIFAX",14,NA,NA,2,7,0
"2010-2","0610","L8V","June 30, 2010","HAMILTON",5,NA,NA,5,1,0
"2010-2","1060","H1C","June 30, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-2","2270","L1W","June 30, 2010","TORONTO",6,NA,NA,6,1,0
"2010-2","0140","T2V","June 30, 2010","CALGARY",11,NA,NA,9,1.22222222222222,0
"2010-2","0140","T3C","June 30, 2010","CALGARY",5,NA,NA,4,1.25,0
"2010-2","0340","T5P","June 30, 2010","EDMONTON",6,NA,NA,3,2,0
"2010-2","1060","H1Y","June 30, 2010","MONTRÉAL",6,NA,NA,1,6,3
"2010-2","1060","J3H","June 30, 2010","MONTRÉAL",28,NA,NA,21,1.33333333333333,0.0952380952380952
"2010-2","2270","M5S","June 30, 2010","TORONTO",72,NA,NA,1,72,0
"2010-2","0340","T5R","June 30, 2010","EDMONTON",2,NA,NA,2,1,0
"2010-2","0610","L8E","June 30, 2010","HAMILTON",31,NA,NA,23,1.34782608695652,0
"2010-2","1060","H2L","June 30, 2010","MONTRÉAL",7,NA,NA,1,7,3
"2010-2","1060","J5R","June 30, 2010","MONTRÉAL",33,NA,NA,25,1.32,0.16
"2010-2","2680","R2V","June 30, 2010","WINNIPEG",18,NA,NA,12,1.5,0
"2010-2","1060","H4B","June 30, 2010","MONTRÉAL",4,NA,NA,2,2,0
"2010-2","1490","S4V","June 30, 2010","REGINA",48,NA,NA,41,1.17073170731707,0
"2010-2","2270","M9N","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","1060","H3Y","June 30, 2010","MONTRÉAL",3,NA,NA,3,1,0
"2010-2","0340","T9G","June 30, 2010","EDMONTON",39,NA,NA,6,6.5,0.666666666666667
"2010-2","0610","L8H","June 30, 2010","HAMILTON",2,NA,NA,2,1,0
"2010-2","2270","M2L","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2680","R4A","June 30, 2010","WINNIPEG",8,NA,NA,8,1,0
"2010-2","0340","T5Z","June 30, 2010","EDMONTON",7,NA,NA,5,1.4,0
"2010-2","1060","H9R","June 30, 2010","MONTRÉAL",3,NA,NA,3,1,0
"2010-2","1060","H9W","June 30, 2010","MONTRÉAL",4,NA,NA,4,1,0
"2010-2","1060","J5Y","June 30, 2010","MONTRÉAL",167,NA,NA,106,1.57547169811321,0.0283018867924528
"2010-2","2270","L0E","June 30, 2010","TORONTO",3,NA,NA,3,1,0
"2010-2","2270","L5R","June 30, 2010","TORONTO",34,NA,NA,17,2,0
"2010-2","2270","L6P","June 30, 2010","TORONTO",6,NA,NA,6,1,0
"2010-2","2410","V2W","June 30, 2010","VANCOUVER",2,NA,NA,2,1,0
"2010-2","2440","V8V","June 30, 2010","VICTORIA",14,NA,NA,9,1.55555555555556,0
"2010-2","2270","M2N","June 30, 2010","TORONTO",33,NA,NA,18,1.83333333333333,0
"2010-2","2680","R2G","June 30, 2010","WINNIPEG",14,NA,NA,14,1,0
"2010-2","0340","T5L","June 30, 2010","EDMONTON",2,NA,NA,1,2,0
"2010-2","2270","L4T","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2270","L5B","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","2410","V5Z","June 30, 2010","VANCOUVER",12,NA,NA,9,1.33333333333333,0
"2010-2","0340","T0C","June 30, 2010","EDMONTON",7,NA,NA,6,1.16666666666667,0
"2010-2","0340","T5M","June 30, 2010","EDMONTON",8,NA,NA,5,1.6,0
"2010-2","1265","K1J","June 30, 2010","OTTAWA",3,NA,NA,3,1,0
"2010-2","2270","M4W","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2440","V9B","June 30, 2010","VICTORIA",192,NA,NA,99,1.93939393939394,0.0404040404040404
"2010-2","1060","J0N","June 30, 2010","MONTRÉAL",178,NA,NA,98,1.81632653061224,0.0408163265306122
"2010-2","0580","B4A","June 30, 2010","HALIFAX",24,NA,NA,11,2.18181818181818,0
"2010-2","2680","R0G","June 30, 2010","WINNIPEG",8,NA,NA,8,1,0
"2010-2","1060","H7B","June 30, 2010","MONTRÉAL",6,NA,NA,4,1.5,0
"2010-2","1060","J7A","June 30, 2010","MONTRÉAL",2,NA,NA,2,1,0
"2010-2","2270","M2P","June 30, 2010","TORONTO",9,NA,NA,9,1,0
"2010-2","1060","H9B","June 30, 2010","MONTRÉAL",12,NA,NA,1,12,0
"2010-2","2270","M9W","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2680","nan","June 30, 2010","WINNIPEG",93,NA,NA,93,1,0
"2010-2","0340","nan","June 30, 2010","EDMONTON",2531,NA,NA,1631,1.55180870631514,0
"2010-2","1060","J6R","June 30, 2010","MONTRÉAL",53,NA,NA,29,1.82758620689655,0.275862068965517
"2010-2","2270","L9N","June 30, 2010","TORONTO",39,NA,NA,13,3,0
"2010-2","0580","B4E","June 30, 2010","HALIFAX",29,NA,NA,17,1.70588235294118,0
"2010-2","1060","J7V","June 30, 2010","MONTRÉAL",256,NA,NA,142,1.80281690140845,0.0985915492957746
"2010-2","2440","V8Z","June 30, 2010","VICTORIA",8,NA,NA,8,1,0
"2010-2","1060","H1L","June 30, 2010","MONTRÉAL",1,NA,NA,1,1,0
"2010-2","1060","J3Y","June 30, 2010","MONTRÉAL",105,NA,NA,62,1.69354838709677,0.290322580645161
"2010-2","2270","L4S","June 30, 2010","TORONTO",14,NA,NA,11,1.27272727272727,0
"2010-2","2680","R3Y","June 30, 2010","WINNIPEG",146,NA,NA,144,1.01388888888889,0
"2010-2","2680","R4H","June 30, 2010","WINNIPEG",6,NA,NA,6,1,0
"2010-2","1400","G2B","June 30, 2010","QUÉBEC",204,NA,NA,45,4.53333333333333,0.644444444444444
"2010-2","2270","M4V","June 30, 2010","TORONTO",2,NA,NA,2,1,0
"2010-2","0340","T8E","June 30, 2010","EDMONTON",2,NA,NA,2,1,0
"2010-2","1060","H1T","June 30, 2010","MONTRÉAL",170,NA,NA,1,170,0
"2010-2","1265","K1Y","June 30, 2010","OTTAWA",9,NA,NA,5,1.8,0
"2010-2","2270","M9P","June 30, 2010","TORONTO",4,NA,NA,4,1,0
"2010-2","2440","V8Y","June 30, 2010","VICTORIA",8,NA,NA,8,1,0
"2010-2","1265","K0A","June 30, 2010","OTTAWA",101,NA,NA,99,1.02020202020202,0
"2010-2","2270","L4A","June 30, 2010","TORONTO",17,NA,NA,17,1,0
"2010-2","0340","T6M","June 30, 2010","EDMONTON",27,NA,NA,27,1,0
"2010-2","1060","H2N","June 30, 2010","MONTRÉAL",3,NA,NA,1,3,0
"2010-2","1060","H7N","June 30, 2010","MONTRÉAL",51,NA,NA,3,17,0.666666666666667
"2010-2","1060","J7T","June 30, 2010","MONTRÉAL",21,NA,NA,14,1.5,0
"2010-2","1265","K2S","June 30, 2010","OTTAWA",20,NA,NA,14,1.42857142857143,0
"2010-2","1400","G1X","June 30, 2010","QUÉBEC",13,NA,NA,2,6.5,1
"2010-2","1400","nan","June 30, 2010","QUÉBEC",376,NA,NA,165,2.27878787878788,0.0545454545454545
"2010-2","2680","R2X","June 30, 2010","WINNIPEG",9,NA,NA,9,1,0
"2010-2","0610","L8G","June 30, 2010","HAMILTON",1,NA,NA,1,1,0
"2010-2","0340","T6G","June 30, 2010","EDMONTON",16,NA,NA,3,5.33333333333333,1
"2010-2","0580","B3N","June 30, 2010","HALIFAX",44,NA,NA,21,2.0952380952381,0.0952380952380952
"2010-2","1400","G3J","June 30, 2010","QUÉBEC",27,NA,NA,13,2.07692307692308,0.230769230769231
"2010-2","1400","G1W","June 30, 2010","QUÉBEC",8,NA,NA,6,1.33333333333333,0
"2010-2","1400","G3B","June 30, 2010","QUÉBEC",16,NA,NA,16,1,0
"2010-2","1265","K2B","June 30, 2010","OTTAWA",7,NA,NA,4,1.75,0
"2010-2","1265","K4K","June 30, 2010","OTTAWA",63,NA,NA,51,1.23529411764706,0
"2010-2","1400","G1G","June 30, 2010","QUÉBEC",51,NA,NA,5,10.2,1.2
"2010-2","2270","M4T","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","2410","V4B","June 30, 2010","VANCOUVER",8,NA,NA,4,2,2
"2010-2","1265","K2L","June 30, 2010","OTTAWA",57,NA,NA,17,3.35294117647059,0
"2010-2","0580","B2R","June 30, 2010","HALIFAX",4,NA,NA,4,1,0
"2010-2","1400","G1C","June 30, 2010","QUÉBEC",54,NA,NA,15,3.6,1
"2010-2","2680","R2H","June 30, 2010","WINNIPEG",2,NA,NA,2,1,0
"2010-2","1060","J0P","June 30, 2010","MONTRÉAL",49,NA,NA,44,1.11363636363636,0
"2010-2","2410","V6M","June 30, 2010","VANCOUVER",9,NA,NA,7,1.28571428571429,0
"2010-2","2680","R1A","June 30, 2010","WINNIPEG",5,NA,NA,5,1,0
"2010-2","0340","T0E","June 30, 2010","EDMONTON",11,NA,NA,11,1,0
"2010-2","2270","M1B","June 30, 2010","TORONTO",1,NA,NA,1,1,0
"2010-2","1400","G1T","June 30, 2010","QUÉBEC",5,NA,NA,5,1,0
"2010-2","2680","R3C","June 30, 2010","WINNIPEG",16,NA,NA,10,1.6,0
"2010-2","1265","K1M","June 30, 2010","OTTAWA",1,NA,NA,1,1,0
"2010-2","2270","M3B","June 30, 2010","TORONTO",5,NA,NA,5,1,0
"2010-2","2680","R0E","June 30, 2010","WINNIPEG",2,NA,NA,2,1,0
"2010-2","1060","J7R","June 30, 2010","MONTRÉAL",12,NA,NA,9,1.33333333333333,0
"2010-2","2270","M4G","June 30, 2010","TORONTO",4,NA,NA,4,1,0
"2010-2","1060","H7R","June 30, 2010","MONTRÉAL",19,NA,NA,19,1,0
"2010-2","1060","J3V","June 30, 2010","MONTRÉAL",8,NA,NA,3,2.66666666666667,0.666666666666667
"2010-2","1265","K1W","June 30, 2010","OTTAWA",47,NA,NA,21,2.23809523809524,0
