"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount"
"2006-1","0140","T2V","March 31, 2006","CALGARY",1,3,0.333333333333333,0
"2006-1","0140","T3E","March 31, 2006","CALGARY",0,7,0,0
"2006-1","0140","T2K","March 31, 2006","CALGARY",2,1,2,0
"2006-1","0140","T2M","March 31, 2006","CALGARY",4,7,0.571428571428571,0
"2006-1","0140","T2C","March 31, 2006","CALGARY",0,13,0,0
"2006-1","0140","T2S","March 31, 2006","CALGARY",0,1,0,0
"2006-1","0140","T2Y","March 31, 2006","CALGARY",2,15,0.133333333333333,0
"2006-1","0140","T3C","March 31, 2006","CALGARY",0,1,0,0
"2006-1","0140","nan","March 31, 2006","CALGARY",650,1230,0.528455284552846,0
"2006-1","0140","T2T","March 31, 2006","CALGARY",5,15,0.333333333333333,0
"2006-1","0140","T2E","March 31, 2006","CALGARY",6,6,1,0
"2006-1","0140","T2N","March 31, 2006","CALGARY",2,8,0.25,0
"2006-1","0340","T5A","March 31, 2006","EDMONTON",5,4,1.25,0
"2006-1","0340","T0C","March 31, 2006","EDMONTON",0,4,0,0
"2006-1","0340","T5P","March 31, 2006","EDMONTON",2,1,2,0
"2006-1","0340","T8N","March 31, 2006","EDMONTON",0,3,0,0
"2006-1","0340","T7Z","March 31, 2006","EDMONTON",4,2,2,0
"2006-1","0340","T5E","March 31, 2006","EDMONTON",2,3,0.666666666666667,0
"2006-1","0340","T6C","March 31, 2006","EDMONTON",4,2,2,1.5
"2006-1","0340","T8B","March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","T6R","March 31, 2006","EDMONTON",5,13,0.384615384615385,0
"2006-1","0340","nan","March 31, 2006","EDMONTON",949,1282,0.740249609984399,0.093603744149766
"2006-1","0340","T5M","March 31, 2006","EDMONTON",4,2,2,0
"2006-1","0340","T8A","March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","T8T","March 31, 2006","EDMONTON",0,6,0,0
"2006-1","0340","T9E","March 31, 2006","EDMONTON",3,6,0.5,0
"2006-1","0340","T6E","March 31, 2006","EDMONTON",0,3,0,0
"2006-1","0340","T8R","March 31, 2006","EDMONTON",4,10,0.4,0
"2006-1","0340","T6H","March 31, 2006","EDMONTON",8,2,4,2
"2006-1","0340","T5Y","March 31, 2006","EDMONTON",33,10,3.3,0.4
"2006-1","0340","T6G","March 31, 2006","EDMONTON",0,2,0,0
"2006-1","0340","T9G","March 31, 2006","EDMONTON",0,6,0,0
"2006-1","0340","T5H","March 31, 2006","EDMONTON",1,1,1,0
"2006-1","0340","T6M","March 31, 2006","EDMONTON",0,1,0,0
"2006-1","0340","T5T","March 31, 2006","EDMONTON",25,1,25,5
"2006-1","0340","T7Y","March 31, 2006","EDMONTON",0,3,0,0
"2006-1","0340","T5N","March 31, 2006","EDMONTON",0,2,0,0
"2006-1","0580","nan","March 31, 2006","HALIFAX",38,48,0.791666666666667,0
"2006-1","0580","B4C","March 31, 2006","HALIFAX",0,2,0,0
"2006-1","0580","B2R","March 31, 2006","HALIFAX",2,4,0.5,0
"2006-1","0580","B4E","March 31, 2006","HALIFAX",2,2,1,0
"2006-1","0580","B4A","March 31, 2006","HALIFAX",8,11,0.727272727272727,0
"2006-1","0580","B3J","March 31, 2006","HALIFAX",52,1,52,0
"2006-1","0580","B3M","March 31, 2006","HALIFAX",3,3,1,0
"2006-1","0580","B3K","March 31, 2006","HALIFAX",4,2,2,0
"2006-1","0580","B3Z","March 31, 2006","HALIFAX",0,3,0,0
"2006-1","0580","B3P","March 31, 2006","HALIFAX",4,3,1.33333333333333,0
"2006-1","0580","B0J","March 31, 2006","HALIFAX",3,11,0.272727272727273,0
"2006-1","0580","B2T","March 31, 2006","HALIFAX",1,2,0.5,0
"2006-1","0580","B2Z","March 31, 2006","HALIFAX",0,8,0,0
"2006-1","0580","B3N","March 31, 2006","HALIFAX",1,6,0.166666666666667,0
"2006-1","0610","L9A","March 31, 2006","HAMILTON",0,3,0,0
"2006-1","0610","L7R","March 31, 2006","HAMILTON",0,1,0,0
"2006-1","0610","L0R","March 31, 2006","HAMILTON",1,2,0.5,0
"2006-1","0610","nan","March 31, 2006","HAMILTON",80,136,0.588235294117647,0
"2006-1","0610","L8J","March 31, 2006","HAMILTON",2,4,0.5,0
"2006-1","0610","L8T","March 31, 2006","HAMILTON",0,6,0,0
"2006-1","0610","L7N","March 31, 2006","HAMILTON",0,2,0,0
"2006-1","0610","L9G","March 31, 2006","HAMILTON",0,3,0,0
"2006-1","0610","N1R","March 31, 2006","HAMILTON",0,1,0,0
"2006-1","0610","L9B","March 31, 2006","HAMILTON",0,3,0,0
"2006-1","0610","L8G","March 31, 2006","HAMILTON",0,4,0,0
"2006-1","0610","L8H","March 31, 2006","HAMILTON",1,1,1,0
"2006-1","0610","L9C","March 31, 2006","HAMILTON",0,3,0,0
"2006-1","0610","L8R","March 31, 2006","HAMILTON",0,4,0,0
"2006-1","0610","L3M","March 31, 2006","HAMILTON",4,7,0.571428571428571,0
"2006-1","0610","L8E","March 31, 2006","HAMILTON",20,16,1.25,0
"2006-1","1060","J3X","March 31, 2006","MONTRÉAL",9,3,3,2.33333333333333
"2006-1","1060","J7Z","March 31, 2006","MONTRÉAL",9,4,2.25,1.5
"2006-1","1060","H2X","March 31, 2006","MONTRÉAL",21,1,21,4
"2006-1","1060","H4B","March 31, 2006","MONTRÉAL",4,2,2,3
"2006-1","1060","J7M","March 31, 2006","MONTRÉAL",24,35,0.685714285714286,0.142857142857143
"2006-1","1060","J7K","March 31, 2006","MONTRÉAL",0,7,0,0
"2006-1","1060","H4V","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H7A","March 31, 2006","MONTRÉAL",8,9,0.888888888888889,0.333333333333333
"2006-1","1060","H7V","March 31, 2006","MONTRÉAL",96,3,32,6.66666666666667
"2006-1","1060","nan","March 31, 2006","MONTRÉAL",2063,968,2.13119834710744,0.99896694214876
"2006-1","1060","H8P","March 31, 2006","MONTRÉAL",4,2,2,1.5
"2006-1","1060","H2G","March 31, 2006","MONTRÉAL",3,1,3,3
"2006-1","1060","J5B","March 31, 2006","MONTRÉAL",3,7,0.428571428571429,0
"2006-1","1060","H1T","March 31, 2006","MONTRÉAL",7,1,7,3
"2006-1","1060","H9E","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H7K","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J3H","March 31, 2006","MONTRÉAL",12,12,1,0.333333333333333
"2006-1","1060","J5L","March 31, 2006","MONTRÉAL",16,13,1.23076923076923,0.153846153846154
"2006-1","1060","H7T","March 31, 2006","MONTRÉAL",17,8,2.125,0.25
"2006-1","1060","H8S","March 31, 2006","MONTRÉAL",3,2,1.5,0
"2006-1","1060","H1A","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J7A","March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","J7C","March 31, 2006","MONTRÉAL",0,8,0,0
"2006-1","1060","J5R","March 31, 2006","MONTRÉAL",10,9,1.11111111111111,0
"2006-1","1060","H2V","March 31, 2006","MONTRÉAL",14,1,14,0
"2006-1","1060","J4X","March 31, 2006","MONTRÉAL",1,2,0.5,0
"2006-1","1060","J6Y","March 31, 2006","MONTRÉAL",12,11,1.09090909090909,0
"2006-1","1060","H3P","March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","H7E","March 31, 2006","MONTRÉAL",1,6,0.166666666666667,0
"2006-1","1060","H9X","March 31, 2006","MONTRÉAL",1,2,0.5,0
"2006-1","1060","H9J","March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","H9R","March 31, 2006","MONTRÉAL",48,3,16,3.33333333333333
"2006-1","1060","J6N","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H7M","March 31, 2006","MONTRÉAL",5,9,0.555555555555556,0.222222222222222
"2006-1","1060","J4R","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J4N","March 31, 2006","MONTRÉAL",11,6,1.83333333333333,1
"2006-1","1060","J0P","March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","H7H","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J3N","March 31, 2006","MONTRÉAL",2,3,0.666666666666667,0
"2006-1","1060","J5A","March 31, 2006","MONTRÉAL",10,1,10,0
"2006-1","1060","H8T","March 31, 2006","MONTRÉAL",6,3,2,1.66666666666667
"2006-1","1060","J4Z","March 31, 2006","MONTRÉAL",9,3,3,1.33333333333333
"2006-1","1060","J5Z","March 31, 2006","MONTRÉAL",52,32,1.625,0.59375
"2006-1","1060","H1L","March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J7Y","March 31, 2006","MONTRÉAL",9,5,1.8,0.6
"2006-1","1060","H7X","March 31, 2006","MONTRÉAL",6,5,1.2,0.6
"2006-1","1060","H9K","March 31, 2006","MONTRÉAL",3,3,1,0
"2006-1","1060","H7W","March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J6R","March 31, 2006","MONTRÉAL",1,3,0.333333333333333,0
"2006-1","1060","H2P","March 31, 2006","MONTRÉAL",2,1,2,3
"2006-1","1060","H9A","March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J0N","March 31, 2006","MONTRÉAL",26,23,1.1304347826087,0.0869565217391304
"2006-1","1060","J5W","March 31, 2006","MONTRÉAL",12,13,0.923076923076923,0
"2006-1","1060","J7E","March 31, 2006","MONTRÉAL",12,2,6,0
"2006-1","1060","H1R","March 31, 2006","MONTRÉAL",0,2,0,0
"2006-1","1060","H9S","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H1V","March 31, 2006","MONTRÉAL",1,1,1,3
"2006-1","1060","J6J","March 31, 2006","MONTRÉAL",0,7,0,0
"2006-1","1060","H7R","March 31, 2006","MONTRÉAL",7,5,1.4,0.8
"2006-1","1060","H2R","March 31, 2006","MONTRÉAL",19,2,9.5,2
"2006-1","1060","H1E","March 31, 2006","MONTRÉAL",1,2,0.5,1
"2006-1","1060","J7R","March 31, 2006","MONTRÉAL",1,2,0.5,0
"2006-1","1060","H9C","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J6A","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H1S","March 31, 2006","MONTRÉAL",14,1,14,6
"2006-1","1060","H7P","March 31, 2006","MONTRÉAL",7,6,1.16666666666667,0
"2006-1","1060","J0L","March 31, 2006","MONTRÉAL",6,16,0.375,0
"2006-1","1060","J3G","March 31, 2006","MONTRÉAL",7,11,0.636363636363636,0.181818181818182
"2006-1","1060","H1C","March 31, 2006","MONTRÉAL",3,3,1,0
"2006-1","1060","H4G","March 31, 2006","MONTRÉAL",6,2,3,1.5
"2006-1","1060","J3Y","March 31, 2006","MONTRÉAL",19,7,2.71428571428571,0.428571428571429
"2006-1","1060","J5Y","March 31, 2006","MONTRÉAL",25,24,1.04166666666667,0.0833333333333333
"2006-1","1060","J6K","March 31, 2006","MONTRÉAL",4,3,1.33333333333333,1
"2006-1","1060","H9W","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","J6X","March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","J4W","March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","H1N","March 31, 2006","MONTRÉAL",2,1,2,0
"2006-1","1060","J3L","March 31, 2006","MONTRÉAL",15,25,0.6,0.24
"2006-1","1060","J4M","March 31, 2006","MONTRÉAL",1,1,1,0
"2006-1","1060","H4C","March 31, 2006","MONTRÉAL",3,1,3,0
"2006-1","1060","H7L","March 31, 2006","MONTRÉAL",7,10,0.7,0.2
"2006-1","1060","J4Y","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H1W","March 31, 2006","MONTRÉAL",11,4,2.75,3
"2006-1","1060","J7J","March 31, 2006","MONTRÉAL",2,3,0.666666666666667,0
"2006-1","1060","J5T","March 31, 2006","MONTRÉAL",4,6,0.666666666666667,0
"2006-1","1060","J7V","March 31, 2006","MONTRÉAL",17,22,0.772727272727273,0.136363636363636
"2006-1","1060","H1J","March 31, 2006","MONTRÉAL",0,1,0,0
"2006-1","1060","H8R","March 31, 2006","MONTRÉAL",8,1,8,3
"2006-1","1265","K2K","March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","K2G","March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","K2M","March 31, 2006","OTTAWA",0,3,0,0
"2006-1","1265","K4M","March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K1V","March 31, 2006","OTTAWA",4,2,2,0
"2006-1","1265","K2A","March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K1L","March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K1C","March 31, 2006","OTTAWA",1,1,1,0
"2006-1","1265","K2T","March 31, 2006","OTTAWA",1,1,1,0
"2006-1","1265","K2C","March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","K1K","March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","nan","March 31, 2006","OTTAWA",253,260,0.973076923076923,0
"2006-1","1265","K1T","March 31, 2006","OTTAWA",2,2,1,0
"2006-1","1265","K4P","March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","K2B","March 31, 2006","OTTAWA",0,1,0,0
"2006-1","1265","K2E","March 31, 2006","OTTAWA",0,2,0,0
"2006-1","1265","K1Z","March 31, 2006","OTTAWA",1,1,1,0
"2006-1","1265","K2S","March 31, 2006","OTTAWA",1,5,0.2,0
"2006-1","1265","K0A","March 31, 2006","OTTAWA",14,39,0.358974358974359,0
"2006-1","1400","G3E","March 31, 2006","QUÉBEC",0,3,0,0
"2006-1","1400","G3A","March 31, 2006","QUÉBEC",4,6,0.666666666666667,0
"2006-1","1400","G3K","March 31, 2006","QUÉBEC",4,1,4,0
"2006-1","1400","G2C","March 31, 2006","QUÉBEC",4,6,0.666666666666667,0.5
"2006-1","1400","G6W","March 31, 2006","QUÉBEC",3,2,1.5,0
"2006-1","1400","nan","March 31, 2006","QUÉBEC",254,193,1.3160621761658,0.176165803108808
"2006-1","1400","G2B","March 31, 2006","QUÉBEC",3,3,1,0
"2006-1","1400","G1B","March 31, 2006","QUÉBEC",5,4,1.25,0
"2006-1","1400","G6Z","March 31, 2006","QUÉBEC",2,2,1,0
"2006-1","1400","G0A","March 31, 2006","QUÉBEC",0,19,0,0
"2006-1","1400","G6C","March 31, 2006","QUÉBEC",2,3,0.666666666666667,0
"2006-1","1400","G1C","March 31, 2006","QUÉBEC",0,8,0,0
"2006-1","1400","G1K","March 31, 2006","QUÉBEC",24,1,24,0
"2006-1","1400","G2N","March 31, 2006","QUÉBEC",0,3,0,0
"2006-1","1400","G2M","March 31, 2006","QUÉBEC",0,5,0,0
"2006-1","1400","G6V","March 31, 2006","QUÉBEC",26,2,13,0
"2006-1","1400","G3B","March 31, 2006","QUÉBEC",0,8,0,0
"2006-1","1400","G0R","March 31, 2006","QUÉBEC",0,3,0,0
"2006-1","1400","G1X","March 31, 2006","QUÉBEC",3,2,1.5,0
"2006-1","1400","G3G","March 31, 2006","QUÉBEC",0,1,0,0
"2006-1","1400","G6K","March 31, 2006","QUÉBEC",0,5,0,0
"2006-1","1400","G2A","March 31, 2006","QUÉBEC",0,2,0,0
"2006-1","1490","S4T","March 31, 2006","REGINA",2,2,1,0
"2006-1","1490","S4P","March 31, 2006","REGINA",1,1,1,0
"2006-1","1490","S4R","March 31, 2006","REGINA",0,3,0,0
"2006-1","1490","nan","March 31, 2006","REGINA",39,53,0.735849056603774,0.0566037735849057
"2006-1","1490","S4N","March 31, 2006","REGINA",3,8,0.375,0
"2006-1","1490","S4V","March 31, 2006","REGINA",23,28,0.821428571428571,0
"2006-1","1490","S4X","March 31, 2006","REGINA",3,15,0.2,0
"2006-1","1700","S7N","March 31, 2006","SASKATOON",0,3,0,0
"2006-1","1700","S7L","March 31, 2006","SASKATOON",2,10,0.2,0
"2006-1","1700","S7J","March 31, 2006","SASKATOON",1,5,0.2,0
"2006-1","1700","nan","March 31, 2006","SASKATOON",116,68,1.70588235294118,0
"2006-1","2270","L7K","March 31, 2006","TORONTO",1,9,0.111111111111111,0
"2006-1","2270","M2N","March 31, 2006","TORONTO",36,9,4,4.44444444444444
"2006-1","2270","L4G","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L5M","March 31, 2006","TORONTO",1,6,0.166666666666667,0
"2006-1","2270","L0P","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","M1P","March 31, 2006","TORONTO",10,1,10,16
"2006-1","2270","M6N","March 31, 2006","TORONTO",2,1,2,0
"2006-1","2270","L6Y","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","M5M","March 31, 2006","TORONTO",4,11,0.363636363636364,0
"2006-1","2270","L7E","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L9T","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","M1C","March 31, 2006","TORONTO",0,27,0,0
"2006-1","2270","L9W","March 31, 2006","TORONTO",1,17,0.0588235294117647,0
"2006-1","2270","L3S","March 31, 2006","TORONTO",0,20,0,0
"2006-1","2270","M2M","March 31, 2006","TORONTO",26,6,4.33333333333333,0
"2006-1","2270","L0E","March 31, 2006","TORONTO",1,9,0.111111111111111,0
"2006-1","2270","M4A","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","M2L","March 31, 2006","TORONTO",2,2,1,0
"2006-1","2270","L4Z","March 31, 2006","TORONTO",6,6,1,0
"2006-1","2270","L6C","March 31, 2006","TORONTO",0,2,0,0
"2006-1","2270","L6W","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","M3H","March 31, 2006","TORONTO",18,2,9,4
"2006-1","2270","L5B","March 31, 2006","TORONTO",0,2,0,0
"2006-1","2270","M5V","March 31, 2006","TORONTO",27,2,13.5,0
"2006-1","2270","L3T","March 31, 2006","TORONTO",0,2,0,0
"2006-1","2270","L5L","March 31, 2006","TORONTO",8,2,4,0
"2006-1","2270","M4C","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L6L","March 31, 2006","TORONTO",7,12,0.583333333333333,0
"2006-1","2270","L6J","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L0G","March 31, 2006","TORONTO",0,5,0,0
"2006-1","2270","M2P","March 31, 2006","TORONTO",5,10,0.5,0
"2006-1","2270","L7G","March 31, 2006","TORONTO",1,1,1,0
"2006-1","2270","L9P","March 31, 2006","TORONTO",0,7,0,0
"2006-1","2270","L1T","March 31, 2006","TORONTO",2,6,0.333333333333333,0
"2006-1","2270","L9R","March 31, 2006","TORONTO",0,8,0,0
"2006-1","2270","L4P","March 31, 2006","TORONTO",1,36,0.0277777777777778,0
"2006-1","2270","M4S","March 31, 2006","TORONTO",1,1,1,0
"2006-1","2270","M4N","March 31, 2006","TORONTO",0,2,0,0
"2006-1","2270","M2R","March 31, 2006","TORONTO",13,6,2.16666666666667,0
"2006-1","2270","M4E","March 31, 2006","TORONTO",2,2,1,0
"2006-1","2270","L4J","March 31, 2006","TORONTO",0,4,0,0
"2006-1","2270","L6H","March 31, 2006","TORONTO",5,5,1,0
"2006-1","2270","M9A","March 31, 2006","TORONTO",3,3,1,0
"2006-1","2270","M8Z","March 31, 2006","TORONTO",6,1,6,0
"2006-1","2270","M4L","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L1Z","March 31, 2006","TORONTO",0,2,0,0
"2006-1","2270","L4C","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L3Z","March 31, 2006","TORONTO",0,10,0,0
"2006-1","2270","L3Y","March 31, 2006","TORONTO",0,5,0,0
"2006-1","2270","M9P","March 31, 2006","TORONTO",1,1,1,0
"2006-1","2270","M6M","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","M4W","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L3R","March 31, 2006","TORONTO",4,5,0.8,0
"2006-1","2270","L5H","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L5J","March 31, 2006","TORONTO",0,2,0,0
"2006-1","2270","nan","March 31, 2006","TORONTO",812,1432,0.567039106145251,0.21927374301676
"2006-1","2270","L4L","March 31, 2006","TORONTO",0,2,0,0
"2006-1","2270","M3K","March 31, 2006","TORONTO",1,2,0.5,0
"2006-1","2270","M4K","March 31, 2006","TORONTO",0,1,0,0
"2006-1","2270","L6K","March 31, 2006","TORONTO",1,1,1,0
"2006-1","2270","L5G","March 31, 2006","TORONTO",1,1,1,0
"2006-1","2270","M3B","March 31, 2006","TORONTO",1,2,0.5,0
"2006-1","2270","M6B","March 31, 2006","TORONTO",1,4,0.25,0
"2006-1","2270","L7J","March 31, 2006","TORONTO",1,1,1,0
"2006-1","2270","M1L","March 31, 2006","TORONTO",2,1,2,0
"2006-1","2410","V7A","March 31, 2006","VANCOUVER",11,16,0.6875,0
"2006-1","2410","V6P","March 31, 2006","VANCOUVER",7,11,0.636363636363636,0
"2006-1","2410","V6J","March 31, 2006","VANCOUVER",3,2,1.5,0
"2006-1","2410","V3T","March 31, 2006","VANCOUVER",0,1,0,0
"2006-1","2410","V3X","March 31, 2006","VANCOUVER",1,5,0.2,0
"2006-1","2410","V7E","March 31, 2006","VANCOUVER",1,6,0.166666666666667,0
"2006-1","2410","nan","March 31, 2006","VANCOUVER",444,657,0.675799086757991,0.114155251141553
"2006-1","2410","V3H","March 31, 2006","VANCOUVER",3,6,0.5,0
"2006-1","2410","V3S","March 31, 2006","VANCOUVER",23,50,0.46,0
"2006-1","2410","V0N","March 31, 2006","VANCOUVER",0,4,0,0
"2006-1","2410","V5B","March 31, 2006","VANCOUVER",8,15,0.533333333333333,0
"2006-1","2410","V6K","March 31, 2006","VANCOUVER",2,2,1,0
"2006-1","2410","V5M","March 31, 2006","VANCOUVER",10,11,0.909090909090909,0
"2006-1","2410","V3J","March 31, 2006","VANCOUVER",6,7,0.857142857142857,0.571428571428571
"2006-1","2410","V4C","March 31, 2006","VANCOUVER",1,4,0.25,0
"2006-1","2410","V4M","March 31, 2006","VANCOUVER",1,1,1,0
"2006-1","2410","V3M","March 31, 2006","VANCOUVER",9,5,1.8,1.2
"2006-1","2410","V7K","March 31, 2006","VANCOUVER",0,2,0,0
"2006-1","2410","V7J","March 31, 2006","VANCOUVER",0,1,0,0
"2006-1","2410","V3N","March 31, 2006","VANCOUVER",7,10,0.7,0
"2006-1","2410","V5S","March 31, 2006","VANCOUVER",3,16,0.1875,0.125
"2006-1","2410","V5C","March 31, 2006","VANCOUVER",3,7,0.428571428571429,0
"2006-1","2410","V4N","March 31, 2006","VANCOUVER",11,18,0.611111111111111,0
"2006-1","2410","V3R","March 31, 2006","VANCOUVER",3,7,0.428571428571429,0
"2006-1","2410","V4L","March 31, 2006","VANCOUVER",0,1,0,0
"2006-1","2410","V5A","March 31, 2006","VANCOUVER",13,7,1.85714285714286,0.571428571428571
"2006-1","2410","V6Y","March 31, 2006","VANCOUVER",2,1,2,0
"2006-1","2410","V4K","March 31, 2006","VANCOUVER",3,6,0.5,0
"2006-1","2410","V5Y","March 31, 2006","VANCOUVER",1,1,1,0
"2006-1","2410","V3V","March 31, 2006","VANCOUVER",1,7,0.142857142857143,0
"2006-1","2410","V5K","March 31, 2006","VANCOUVER",3,3,1,0
"2006-1","2410","V5V","March 31, 2006","VANCOUVER",3,11,0.272727272727273,0
"2006-1","2410","V6V","March 31, 2006","VANCOUVER",1,1,1,0
"2006-1","2410","V6W","March 31, 2006","VANCOUVER",1,1,1,0
"2006-1","2410","V7S","March 31, 2006","VANCOUVER",1,4,0.25,0
"2006-1","2410","V6A","March 31, 2006","VANCOUVER",0,1,0,0
"2006-1","2410","V5L","March 31, 2006","VANCOUVER",7,8,0.875,0
"2006-1","2410","V5P","March 31, 2006","VANCOUVER",3,4,0.75,0
"2006-1","2410","V6M","March 31, 2006","VANCOUVER",3,3,1,0
"2006-1","2410","V7C","March 31, 2006","VANCOUVER",13,18,0.722222222222222,0
"2006-1","2410","V5R","March 31, 2006","VANCOUVER",3,15,0.2,0
"2006-1","2410","V4B","March 31, 2006","VANCOUVER",0,1,0,0
"2006-1","2410","V7L","March 31, 2006","VANCOUVER",2,3,0.666666666666667,0
"2006-1","2410","V3W","March 31, 2006","VANCOUVER",3,6,0.5,0
"2006-1","2410","V3Y","March 31, 2006","VANCOUVER",1,2,0.5,0
"2006-1","2410","V5E","March 31, 2006","VANCOUVER",4,7,0.571428571428571,0
"2006-1","2410","V7W","March 31, 2006","VANCOUVER",0,2,0,0
"2006-1","2410","V5W","March 31, 2006","VANCOUVER",6,13,0.461538461538462,0
"2006-1","2410","V6R","March 31, 2006","VANCOUVER",4,5,0.8,0
"2006-1","2410","V7H","March 31, 2006","VANCOUVER",0,2,0,0
"2006-1","2410","V2X","March 31, 2006","VANCOUVER",3,3,1,0
"2006-1","2410","V6L","March 31, 2006","VANCOUVER",2,3,0.666666666666667,0
"2006-1","2410","V4A","March 31, 2006","VANCOUVER",7,7,1,0.571428571428571
"2006-1","2410","V5T","March 31, 2006","VANCOUVER",3,2,1.5,0
"2006-1","2410","V2Z","March 31, 2006","VANCOUVER",1,1,1,0
"2006-1","2410","V4W","March 31, 2006","VANCOUVER",1,2,0.5,0
"2006-1","2410","V3B","March 31, 2006","VANCOUVER",0,3,0,0
"2006-1","2410","V5Z","March 31, 2006","VANCOUVER",3,2,1.5,1
"2006-1","2410","V5G","March 31, 2006","VANCOUVER",6,10,0.6,0
"2006-1","2410","V6S","March 31, 2006","VANCOUVER",1,2,0.5,0
"2006-1","2410","V3K","March 31, 2006","VANCOUVER",3,3,1,0
"2006-1","2410","V5X","March 31, 2006","VANCOUVER",6,7,0.857142857142857,0
"2006-1","2410","V6H","March 31, 2006","VANCOUVER",3,3,1,0
"2006-1","2410","V7R","March 31, 2006","VANCOUVER",0,1,0,0
"2006-1","2410","V5J","March 31, 2006","VANCOUVER",5,5,1,0
"2006-1","2410","V5N","March 31, 2006","VANCOUVER",12,13,0.923076923076923,0
"2006-1","2440","V8L","March 31, 2006","VICTORIA",5,4,1.25,0.75
"2006-1","2440","V9C","March 31, 2006","VICTORIA",5,19,0.263157894736842,0
"2006-1","2440","nan","March 31, 2006","VICTORIA",62,92,0.673913043478261,0.380434782608696
"2006-1","2440","V8X","March 31, 2006","VICTORIA",7,6,1.16666666666667,1.16666666666667
"2006-1","2440","V8V","March 31, 2006","VICTORIA",3,2,1.5,0
"2006-1","2440","V9E","March 31, 2006","VICTORIA",0,3,0,0
"2006-1","2440","V9A","March 31, 2006","VICTORIA",1,1,1,4
"2006-1","2440","V8S","March 31, 2006","VICTORIA",2,6,0.333333333333333,0
"2006-1","2440","V9B","March 31, 2006","VICTORIA",5,7,0.714285714285714,0
"2006-1","2440","V8Z","March 31, 2006","VICTORIA",13,11,1.18181818181818,0.363636363636364
"2006-1","2440","V8Y","March 31, 2006","VICTORIA",3,7,0.428571428571429,0
"2006-1","2680","R3V","March 31, 2006","WINNIPEG",0,2,0,0
"2006-1","2680","R2P","March 31, 2006","WINNIPEG",3,7,0.428571428571429,0
"2006-1","2680","R0E","March 31, 2006","WINNIPEG",0,4,0,0
"2006-1","2680","R3T","March 31, 2006","WINNIPEG",1,1,1,0
"2006-1","2680","R3J","March 31, 2006","WINNIPEG",2,2,1,0
"2006-1","2680","R2G","March 31, 2006","WINNIPEG",0,1,0,0
"2006-1","2680","R0A","March 31, 2006","WINNIPEG",2,10,0.2,0
"2006-1","2680","R2W","March 31, 2006","WINNIPEG",1,2,0.5,0
"2006-1","2680","R2X","March 31, 2006","WINNIPEG",1,1,1,0
