"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount"
"2007-4","2270","M3K","December 31, 2007","TORONTO",2,5,0.4,0
"2007-4","2270","L5B","December 31, 2007","TORONTO",1,15,0.0666666666666667,0
"2007-4","2270","M2M","December 31, 2007","TORONTO",13,6,2.16666666666667,5.16666666666667
"2007-4","2270","M3J","December 31, 2007","TORONTO",1,1,1,0
"2007-4","2270","M4L","December 31, 2007","TORONTO",1,1,1,0
"2007-4","2270","L4J","December 31, 2007","TORONTO",2,3,0.666666666666667,0
"2007-4","2270","M1L","December 31, 2007","TORONTO",0,21,0,0
"2007-4","2270","M2R","December 31, 2007","TORONTO",5,4,1.25,0
"2007-4","2270","L5L","December 31, 2007","TORONTO",2,2,1,0
"2007-4","2270","M6L","December 31, 2007","TORONTO",2,3,0.666666666666667,0
"2007-4","2270","M9M","December 31, 2007","TORONTO",3,3,1,0
"2007-4","2270","L9R","December 31, 2007","TORONTO",0,9,0,0
"2007-4","2270","L9T","December 31, 2007","TORONTO",2,16,0.125,0
"2007-4","2270","L0H","December 31, 2007","TORONTO",0,1,0,0
"2007-4","2270","L6J","December 31, 2007","TORONTO",6,17,0.352941176470588,0
"2007-4","2270","L6X","December 31, 2007","TORONTO",1,1,1,0
"2007-4","2270","L4E","December 31, 2007","TORONTO",9,4,2.25,0.5
"2007-4","2270","M6E","December 31, 2007","TORONTO",7,6,1.16666666666667,0
"2007-4","2270","M4K","December 31, 2007","TORONTO",2,1,2,0
"2007-4","2270","L1S","December 31, 2007","TORONTO",2,7,0.285714285714286,0
"2007-4","2270","L0G","December 31, 2007","TORONTO",10,6,1.66666666666667,0
"2007-4","2270","L0P","December 31, 2007","TORONTO",2,11,0.181818181818182,0
"2007-4","2270","L9P","December 31, 2007","TORONTO",3,9,0.333333333333333,0
"2007-4","2270","M3C","December 31, 2007","TORONTO",3,1,3,16
"2007-4","2270","M6R","December 31, 2007","TORONTO",2,1,2,0
"2007-4","2270","M9N","December 31, 2007","TORONTO",14,5,2.8,0
"2007-4","2270","L5E","December 31, 2007","TORONTO",0,1,0,0
"2007-4","2270","L5G","December 31, 2007","TORONTO",0,3,0,0
"2007-4","2270","L1W","December 31, 2007","TORONTO",0,2,0,0
"2007-4","2270","L4P","December 31, 2007","TORONTO",1,5,0.2,0
"2007-4","2270","M4W","December 31, 2007","TORONTO",0,1,0,0
"2007-4","2270","M6B","December 31, 2007","TORONTO",4,6,0.666666666666667,0
"2007-4","2270","M4V","December 31, 2007","TORONTO",1,2,0.5,0
"2007-4","2270","M5P","December 31, 2007","TORONTO",3,4,0.75,0
"2007-4","2270","L3T","December 31, 2007","TORONTO",18,3,6,8
"2007-4","2270","L1Z","December 31, 2007","TORONTO",33,14,2.35714285714286,0
"2007-4","2270","M1M","December 31, 2007","TORONTO",0,4,0,0
"2007-4","2270","M5V","December 31, 2007","TORONTO",3,1,3,24
"2007-4","2270","M3B","December 31, 2007","TORONTO",5,5,1,0
"2007-4","2270","M5N","December 31, 2007","TORONTO",10,10,1,0
"2007-4","2270","L5J","December 31, 2007","TORONTO",0,2,0,0
"2007-4","2270","M4T","December 31, 2007","TORONTO",2,2,1,0
"2007-4","2270","M4M","December 31, 2007","TORONTO",1,1,1,0
"2007-4","2270","L7K","December 31, 2007","TORONTO",8,9,0.888888888888889,0
"2007-4","2270","L3P","December 31, 2007","TORONTO",0,2,0,0
"2007-4","2270","L5C","December 31, 2007","TORONTO",0,7,0,0
"2007-4","2270","M9P","December 31, 2007","TORONTO",1,2,0.5,0
"2007-4","2270","M6N","December 31, 2007","TORONTO",6,5,1.2,0
"2007-4","2270","L7B","December 31, 2007","TORONTO",0,1,0,0
"2007-4","2270","L4A","December 31, 2007","TORONTO",0,3,0,0
"2007-4","2270","M2P","December 31, 2007","TORONTO",12,16,0.75,0
"2007-4","2270","M1C","December 31, 2007","TORONTO",1,6,0.166666666666667,0
"2007-4","2270","M9W","December 31, 2007","TORONTO",7,1,7,29
"2007-4","2270","L3Z","December 31, 2007","TORONTO",0,39,0,0
"2007-4","2270","L4C","December 31, 2007","TORONTO",0,21,0,0
"2007-4","2270","M8Z","December 31, 2007","TORONTO",6,2,3,0
"2007-4","2270","L0E","December 31, 2007","TORONTO",0,4,0,0
"2007-4","2270","L4S","December 31, 2007","TORONTO",2,14,0.142857142857143,0
"2007-4","2270","M5T","December 31, 2007","TORONTO",8,1,8,0
"2007-4","2270","L3X","December 31, 2007","TORONTO",5,13,0.384615384615385,0
"2007-4","2270","L6R","December 31, 2007","TORONTO",4,4,1,0
"2007-4","2270","M5M","December 31, 2007","TORONTO",11,15,0.733333333333333,0
"2007-4","2270","M4G","December 31, 2007","TORONTO",5,4,1.25,2
"2007-4","2270","M4N","December 31, 2007","TORONTO",12,12,1,0
"2007-4","2410","V5C","December 31, 2007","VANCOUVER",2,3,0.666666666666667,0
"2007-4","2410","V6M","December 31, 2007","VANCOUVER",4,6,0.666666666666667,0
"2007-4","2410","V4L","December 31, 2007","VANCOUVER",0,1,0,0
"2007-4","2410","V3M","December 31, 2007","VANCOUVER",41,35,1.17142857142857,0.257142857142857
"2007-4","2410","V5W","December 31, 2007","VANCOUVER",10,20,0.5,0
"2007-4","2410","V5P","December 31, 2007","VANCOUVER",3,7,0.428571428571429,0.285714285714286
"2007-4","2410","V4M","December 31, 2007","VANCOUVER",9,2,4.5,1
"2007-4","2410","V3V","December 31, 2007","VANCOUVER",14,16,0.875,0
"2007-4","2410","V3Y","December 31, 2007","VANCOUVER",6,6,1,0
"2007-4","2410","V7P","December 31, 2007","VANCOUVER",2,4,0.5,0
"2007-4","2410","V3T","December 31, 2007","VANCOUVER",2,2,1,0
"2007-4","2410","V4K","December 31, 2007","VANCOUVER",0,2,0,0
"2007-4","2410","V6S","December 31, 2007","VANCOUVER",10,13,0.769230769230769,0
"2007-4","2410","V6W","December 31, 2007","VANCOUVER",0,1,0,0
"2007-4","2410","V3H","December 31, 2007","VANCOUVER",6,9,0.666666666666667,0
"2007-4","2410","V7A","December 31, 2007","VANCOUVER",13,28,0.464285714285714,0
"2007-4","2410","V7G","December 31, 2007","VANCOUVER",0,1,0,0
"2007-4","2410","V7S","December 31, 2007","VANCOUVER",8,11,0.727272727272727,0
"2007-4","2410","V7C","December 31, 2007","VANCOUVER",21,24,0.875,0
"2007-4","2410","V7E","December 31, 2007","VANCOUVER",6,9,0.666666666666667,0
"2007-4","2410","V5X","December 31, 2007","VANCOUVER",8,18,0.444444444444444,0.111111111111111
"2007-4","2410","V5L","December 31, 2007","VANCOUVER",8,7,1.14285714285714,0.571428571428571
"2007-4","2410","V6K","December 31, 2007","VANCOUVER",8,8,1,0
"2007-4","2410","V3S","December 31, 2007","VANCOUVER",103,143,0.72027972027972,0
"2007-4","2410","V5Z","December 31, 2007","VANCOUVER",5,7,0.714285714285714,0
"2007-4","2410","V6H","December 31, 2007","VANCOUVER",4,4,1,0
"2007-4","2410","V5K","December 31, 2007","VANCOUVER",4,9,0.444444444444444,0
"2007-4","2410","V6P","December 31, 2007","VANCOUVER",17,19,0.894736842105263,0
"2007-4","2410","V6Y","December 31, 2007","VANCOUVER",34,6,5.66666666666667,2.33333333333333
"2007-4","2410","V6R","December 31, 2007","VANCOUVER",15,14,1.07142857142857,0.285714285714286
"2007-4","2410","V1M","December 31, 2007","VANCOUVER",4,5,0.8,0
"2007-4","2410","V3J","December 31, 2007","VANCOUVER",14,9,1.55555555555556,0.888888888888889
"2007-4","2410","V3X","December 31, 2007","VANCOUVER",3,5,0.6,0
"2007-4","2410","V5T","December 31, 2007","VANCOUVER",6,5,1.2,0
"2007-4","2410","V3C","December 31, 2007","VANCOUVER",16,10,1.6,0.4
"2007-4","2410","V3N","December 31, 2007","VANCOUVER",5,6,0.833333333333333,0
"2007-4","2410","V5H","December 31, 2007","VANCOUVER",4,4,1,0
"2007-4","2410","V6L","December 31, 2007","VANCOUVER",3,3,1,0
"2007-4","2410","V7R","December 31, 2007","VANCOUVER",5,7,0.714285714285714,0
"2007-4","2410","V5G","December 31, 2007","VANCOUVER",7,5,1.4,0
"2007-4","2410","V7M","December 31, 2007","VANCOUVER",1,1,1,0
"2007-4","2410","V3W","December 31, 2007","VANCOUVER",9,15,0.6,0
"2007-4","2410","V6J","December 31, 2007","VANCOUVER",10,13,0.769230769230769,0.230769230769231
"2007-4","2410","V5S","December 31, 2007","VANCOUVER",10,16,0.625,0
"2007-4","2410","V7H","December 31, 2007","VANCOUVER",0,2,0,0
"2007-4","2410","V5R","December 31, 2007","VANCOUVER",10,20,0.5,0
"2007-4","2410","V7L","December 31, 2007","VANCOUVER",5,5,1,0
"2007-4","2410","V3L","December 31, 2007","VANCOUVER",23,11,2.09090909090909,0.363636363636364
"2007-4","2410","V5A","December 31, 2007","VANCOUVER",6,6,1,0
"2007-4","2410","V3K","December 31, 2007","VANCOUVER",10,6,1.66666666666667,1
"2007-4","2410","V2X","December 31, 2007","VANCOUVER",5,5,1,0
"2007-4","2410","V5N","December 31, 2007","VANCOUVER",8,14,0.571428571428571,0
"2007-4","2410","V2Z","December 31, 2007","VANCOUVER",1,2,0.5,0
"2007-4","2410","V4C","December 31, 2007","VANCOUVER",10,12,0.833333333333333,0
"2007-4","2410","V5V","December 31, 2007","VANCOUVER",6,9,0.666666666666667,0.222222222222222
"2007-4","2410","nan","December 31, 2007","VANCOUVER",528,518,1.01930501930502,0.113899613899614
"2007-4","2410","V0N","December 31, 2007","VANCOUVER",2,9,0.222222222222222,0
"2007-4","2410","V4R","December 31, 2007","VANCOUVER",19,31,0.612903225806452,0
"2007-4","2410","V3A","December 31, 2007","VANCOUVER",1,1,1,0
"2007-4","2410","V5Y","December 31, 2007","VANCOUVER",1,2,0.5,0
"2007-4","2410","V6V","December 31, 2007","VANCOUVER",0,2,0,0
"2007-4","2410","V7T","December 31, 2007","VANCOUVER",10,7,1.42857142857143,2
"2007-4","2410","V7W","December 31, 2007","VANCOUVER",2,2,1,0
"2007-4","2410","V6X","December 31, 2007","VANCOUVER",2,2,1,8.5
"2007-4","2410","V2W","December 31, 2007","VANCOUVER",1,1,1,0
"2007-4","2410","V7V","December 31, 2007","VANCOUVER",0,1,0,0
"2007-4","2410","V5J","December 31, 2007","VANCOUVER",11,11,1,0
"2007-4","2410","V3B","December 31, 2007","VANCOUVER",3,2,1.5,1
"2007-4","2410","V5M","December 31, 2007","VANCOUVER",8,11,0.727272727272727,0
"2007-4","2410","V5B","December 31, 2007","VANCOUVER",7,9,0.777777777777778,0
"2007-4","2410","V4A","December 31, 2007","VANCOUVER",12,15,0.8,0
"2007-4","2410","V4W","December 31, 2007","VANCOUVER",12,11,1.09090909090909,0
"2007-4","2410","V4N","December 31, 2007","VANCOUVER",32,38,0.842105263157895,0.0789473684210526
"2007-4","2410","V3R","December 31, 2007","VANCOUVER",9,11,0.818181818181818,0.363636363636364
"2007-4","2410","V7N","December 31, 2007","VANCOUVER",1,1,1,0
"2007-4","2410","V5E","December 31, 2007","VANCOUVER",6,8,0.75,0
"2007-4","2410","V6N","December 31, 2007","VANCOUVER",11,13,0.846153846153846,0
"2007-4","2440","V8X","December 31, 2007","VICTORIA",3,7,0.428571428571429,0
"2007-4","2440","V8R","December 31, 2007","VICTORIA",2,3,0.666666666666667,0
"2007-4","2440","nan","December 31, 2007","VICTORIA",66,73,0.904109589041096,0.287671232876712
"2007-4","2440","V8V","December 31, 2007","VICTORIA",14,5,2.8,0.6
"2007-4","2440","V8N","December 31, 2007","VICTORIA",11,6,1.83333333333333,0
"2007-4","2440","V9A","December 31, 2007","VICTORIA",1,3,0.333333333333333,0
"2007-4","2440","V9E","December 31, 2007","VICTORIA",13,6,2.16666666666667,0.5
"2007-4","2440","V8W","December 31, 2007","VICTORIA",6,1,6,3
"2007-4","2440","V8L","December 31, 2007","VICTORIA",11,11,1,0.636363636363636
"2007-4","2440","V8S","December 31, 2007","VICTORIA",6,17,0.352941176470588,0
"2007-4","2440","V9B","December 31, 2007","VICTORIA",7,23,0.304347826086957,0
"2007-4","2440","V8Y","December 31, 2007","VICTORIA",4,5,0.8,1.2
"2007-4","2440","V8Z","December 31, 2007","VICTORIA",8,16,0.5,0.1875
"2007-4","2440","V8P","December 31, 2007","VICTORIA",11,2,5.5,2
"2007-4","2440","V9Z","December 31, 2007","VICTORIA",0,1,0,0
"2007-4","2440","V8T","December 31, 2007","VICTORIA",1,1,1,0
"2007-4","2440","V9C","December 31, 2007","VICTORIA",31,47,0.659574468085106,0.170212765957447
"2007-4","2680","R2J","December 31, 2007","WINNIPEG",2,2,1,0
"2007-4","2680","R0H","December 31, 2007","WINNIPEG",1,1,1,0
"2007-4","2680","R3V","December 31, 2007","WINNIPEG",0,1,0,0
"2007-4","2680","R3E","December 31, 2007","WINNIPEG",1,3,0.333333333333333,0
"2007-4","2680","R2W","December 31, 2007","WINNIPEG",4,5,0.8,0
"2007-4","2680","R3L","December 31, 2007","WINNIPEG",4,4,1,0
"2007-4","2680","R2R","December 31, 2007","WINNIPEG",1,1,1,0
"2007-4","2680","R2X","December 31, 2007","WINNIPEG",1,1,1,0
"2007-4","2680","R3Y","December 31, 2007","WINNIPEG",10,16,0.625,0
"2007-4","2680","R2M","December 31, 2007","WINNIPEG",3,4,0.75,0
"2007-4","2680","R2Y","December 31, 2007","WINNIPEG",3,4,0.75,0
"2007-4","2680","R5A","December 31, 2007","WINNIPEG",2,6,0.333333333333333,0
"2007-4","2680","R0A","December 31, 2007","WINNIPEG",3,6,0.5,0
"2007-4","2680","R2C","December 31, 2007","WINNIPEG",7,14,0.5,0
"2007-4","2680","nan","December 31, 2007","WINNIPEG",79,111,0.711711711711712,0.036036036036036
"2007-4","2680","R4A","December 31, 2007","WINNIPEG",11,17,0.647058823529412,0
"2007-4","2680","R3T","December 31, 2007","WINNIPEG",27,6,4.5,0.666666666666667
"2007-4","2680","R3J","December 31, 2007","WINNIPEG",4,6,0.666666666666667,0
"2007-4","2680","R3A","December 31, 2007","WINNIPEG",1,2,0.5,0
"2007-4","2680","R3S","December 31, 2007","WINNIPEG",38,6,6.33333333333333,0.666666666666667
"2007-4","2680","R2P","December 31, 2007","WINNIPEG",18,34,0.529411764705882,0
"2007-4","2680","R3P","December 31, 2007","WINNIPEG",1,1,1,0
"2007-4","2680","R3R","December 31, 2007","WINNIPEG",0,1,0,0
"2007-4","2680","R4H","December 31, 2007","WINNIPEG",5,6,0.833333333333333,0
"2007-4","2680","R2G","December 31, 2007","WINNIPEG",9,14,0.642857142857143,0.285714285714286
"2007-4","2680","R1A","December 31, 2007","WINNIPEG",4,8,0.5,0
"2007-4","2680","R2N","December 31, 2007","WINNIPEG",28,26,1.07692307692308,0
"2007-4","2680","R2H","December 31, 2007","WINNIPEG",1,2,0.5,0
"2007-4","2680","R3W","December 31, 2007","WINNIPEG",7,13,0.538461538461538,0
"2007-4","2680","R2V","December 31, 2007","WINNIPEG",7,9,0.777777777777778,0
"2007-4","2680","R3M","December 31, 2007","WINNIPEG",0,1,0,0
"2007-4","2680","R0G","December 31, 2007","WINNIPEG",1,4,0.25,0
"2007-4","2680","R2L","December 31, 2007","WINNIPEG",2,2,1,0
"2007-4","2680","R0E","December 31, 2007","WINNIPEG",0,1,0,0
"2008-1","0140","T2B","March 31, 2008","CALGARY",2,2,1,0
"2008-1","0140","T2Y","March 31, 2008","CALGARY",2,8,0.25,0
"2008-1","0140","T2C","March 31, 2008","CALGARY",20,42,0.476190476190476,0
"2008-1","0140","T3B","March 31, 2008","CALGARY",3,4,0.75,0
"2008-1","0140","T2M","March 31, 2008","CALGARY",9,7,1.28571428571429,0
"2008-1","0140","T3C","March 31, 2008","CALGARY",8,7,1.14285714285714,0
"2008-1","0140","T2G","March 31, 2008","CALGARY",6,1,6,0
"2008-1","0140","T2A","March 31, 2008","CALGARY",0,1,0,0
"2008-1","0140","T2H","March 31, 2008","CALGARY",7,3,2.33333333333333,0
"2008-1","0140","nan","March 31, 2008","CALGARY",604,1147,0.526591107236269,0
"2008-1","0140","T4C","March 31, 2008","CALGARY",3,24,0.125,0
"2008-1","0140","T0M","March 31, 2008","CALGARY",0,1,0,0
"2008-1","0140","T2P","March 31, 2008","CALGARY",13,1,13,28
"2008-1","0140","T2N","March 31, 2008","CALGARY",28,29,0.96551724137931,0
"2008-1","0140","T3E","March 31, 2008","CALGARY",44,36,1.22222222222222,0
"2008-1","0140","T2V","March 31, 2008","CALGARY",2,3,0.666666666666667,0
"2008-1","0140","T2S","March 31, 2008","CALGARY",1,3,0.333333333333333,0
"2008-1","0140","T2E","March 31, 2008","CALGARY",6,7,0.857142857142857,0.428571428571429
"2008-1","0140","T2T","March 31, 2008","CALGARY",39,31,1.25806451612903,0.0967741935483871
"2008-1","0340","T9E","March 31, 2008","EDMONTON",25,51,0.490196078431373,0
"2008-1","0340","T0B","March 31, 2008","EDMONTON",10,11,0.909090909090909,0
"2008-1","0340","T8R","March 31, 2008","EDMONTON",48,52,0.923076923076923,0
"2008-1","0340","T8T","March 31, 2008","EDMONTON",0,8,0,0
"2008-1","0340","T6A","March 31, 2008","EDMONTON",2,2,1,0
"2008-1","0340","T6M","March 31, 2008","EDMONTON",2,5,0.4,0
"2008-1","0340","T6R","March 31, 2008","EDMONTON",0,2,0,0
"2008-1","0340","T6E","March 31, 2008","EDMONTON",2,1,2,0
"2008-1","0340","T5K","March 31, 2008","EDMONTON",2,1,2,12
"2008-1","0340","T0C","March 31, 2008","EDMONTON",0,3,0,0
"2008-1","0340","T5L","March 31, 2008","EDMONTON",2,1,2,0
"2008-1","0340","T8B","March 31, 2008","EDMONTON",14,20,0.7,0
"2008-1","0340","nan","March 31, 2008","EDMONTON",1050,1316,0.797872340425532,0.0144376899696049
"2008-1","0340","T7Z","March 31, 2008","EDMONTON",1,1,1,0
"2008-1","0340","T5E","March 31, 2008","EDMONTON",10,14,0.714285714285714,0
"2008-1","0340","T7Y","March 31, 2008","EDMONTON",0,1,0,0
"2008-1","0340","T5B","March 31, 2008","EDMONTON",1,2,0.5,0
"2008-1","0340","T9G","March 31, 2008","EDMONTON",7,11,0.636363636363636,0
"2008-1","0340","T5M","March 31, 2008","EDMONTON",2,1,2,0
"2008-1","0340","T5A","March 31, 2008","EDMONTON",0,6,0,0
"2008-1","0340","T6C","March 31, 2008","EDMONTON",5,5,1,0
"2008-1","0340","T8N","March 31, 2008","EDMONTON",15,15,1,0
"2008-1","0340","T8E","March 31, 2008","EDMONTON",4,4,1,0
"2008-1","0340","T8G","March 31, 2008","EDMONTON",0,2,0,0
"2008-1","0340","T5Y","March 31, 2008","EDMONTON",14,17,0.823529411764706,0
"2008-1","0340","T8A","March 31, 2008","EDMONTON",12,18,0.666666666666667,0
"2008-1","0580","nan","March 31, 2008","HALIFAX",6,21,0.285714285714286,0
"2008-1","0580","B4B","March 31, 2008","HALIFAX",2,4,0.5,0
"2008-1","0580","B3R","March 31, 2008","HALIFAX",0,1,0,0
"2008-1","0580","B2Z","March 31, 2008","HALIFAX",1,6,0.166666666666667,0
"2008-1","0580","B3G","March 31, 2008","HALIFAX",0,9,0,0
"2008-1","0580","B3M","March 31, 2008","HALIFAX",9,6,1.5,0
"2008-1","0580","B3P","March 31, 2008","HALIFAX",3,6,0.5,0
"2008-1","0580","B2R","March 31, 2008","HALIFAX",1,2,0.5,0
"2008-1","0580","B3K","March 31, 2008","HALIFAX",1,1,1,0
"2008-1","0580","B0J","March 31, 2008","HALIFAX",1,8,0.125,0
"2008-1","0580","B3Z","March 31, 2008","HALIFAX",1,6,0.166666666666667,0
"2008-1","0580","B3T","March 31, 2008","HALIFAX",2,3,0.666666666666667,0
"2008-1","0580","B3N","March 31, 2008","HALIFAX",1,2,0.5,0
"2008-1","0580","B4A","March 31, 2008","HALIFAX",10,14,0.714285714285714,0
"2008-1","0580","B2T","March 31, 2008","HALIFAX",0,2,0,0
"2008-1","0580","B4E","March 31, 2008","HALIFAX",4,10,0.4,0
"2008-1","0580","B3J","March 31, 2008","HALIFAX",8,1,8,0
"2008-1","0580","B2W","March 31, 2008","HALIFAX",0,1,0,0
"2008-1","0580","B2Y","March 31, 2008","HALIFAX",0,1,0,0
"2008-1","0580","B4C","March 31, 2008","HALIFAX",0,2,0,0
"2008-1","0580","B3V","March 31, 2008","HALIFAX",1,6,0.166666666666667,0
"2008-1","0610","L9C","March 31, 2008","HAMILTON",0,1,0,0
"2008-1","0610","L8J","March 31, 2008","HAMILTON",0,2,0,0
"2008-1","0610","L8H","March 31, 2008","HAMILTON",0,1,0,0
"2008-1","0610","L8T","March 31, 2008","HAMILTON",0,1,0,0
"2008-1","0610","L9B","March 31, 2008","HAMILTON",0,4,0,0
"2008-1","0610","nan","March 31, 2008","HAMILTON",35,88,0.397727272727273,0
"2008-1","0610","L0R","March 31, 2008","HAMILTON",0,1,0,0
"2008-1","0610","L7R","March 31, 2008","HAMILTON",4,2,2,0
"2008-1","0610","L8V","March 31, 2008","HAMILTON",0,2,0,0
"2008-1","0610","L9A","March 31, 2008","HAMILTON",0,2,0,0
"2008-1","0610","L9H","March 31, 2008","HAMILTON",0,1,0,0
"2008-1","0610","L7L","March 31, 2008","HAMILTON",5,2,2.5,0
"2008-1","0610","L3M","March 31, 2008","HAMILTON",17,34,0.5,0
"2008-1","0610","L8E","March 31, 2008","HAMILTON",29,36,0.805555555555556,0
"2008-1","0610","L8W","March 31, 2008","HAMILTON",0,3,0,0
"2008-1","0610","N1R","March 31, 2008","HAMILTON",0,5,0,0
"2008-1","0610","L9G","March 31, 2008","HAMILTON",3,2,1.5,0
"2008-1","0610","L7T","March 31, 2008","HAMILTON",1,2,0.5,0
"2008-1","0610","L8G","March 31, 2008","HAMILTON",4,5,0.8,0
"2008-1","1060","H8Z","March 31, 2008","MONTRÉAL",9,9,1,0
"2008-1","1060","J3H","March 31, 2008","MONTRÉAL",45,38,1.18421052631579,0.921052631578947
"2008-1","1060","H4A","March 31, 2008","MONTRÉAL",1,1,1,0
"2008-1","1060","J5T","March 31, 2008","MONTRÉAL",6,14,0.428571428571429,0.428571428571429
"2008-1","1060","H1C","March 31, 2008","MONTRÉAL",44,9,4.88888888888889,0.666666666666667
"2008-1","1060","H2X","March 31, 2008","MONTRÉAL",49,6,8.16666666666667,3.16666666666667
"2008-1","1060","J7J","March 31, 2008","MONTRÉAL",15,21,0.714285714285714,0
"2008-1","1060","H3L","March 31, 2008","MONTRÉAL",17,3,5.66666666666667,0
"2008-1","1060","J4H","March 31, 2008","MONTRÉAL",6,2,3,4
"2008-1","1060","J7L","March 31, 2008","MONTRÉAL",1,2,0.5,0
"2008-1","1060","H1E","March 31, 2008","MONTRÉAL",8,9,0.888888888888889,0
"2008-1","1060","H1W","March 31, 2008","MONTRÉAL",8,3,2.66666666666667,3
"2008-1","1060","H2A","March 31, 2008","MONTRÉAL",8,5,1.6,0.6
"2008-1","1060","H7V","March 31, 2008","MONTRÉAL",39,7,5.57142857142857,2.57142857142857
"2008-1","1060","J7Y","March 31, 2008","MONTRÉAL",38,22,1.72727272727273,0.909090909090909
"2008-1","1060","H2C","March 31, 2008","MONTRÉAL",2,2,1,1
"2008-1","1060","H8Y","March 31, 2008","MONTRÉAL",1,1,1,0
"2008-1","1060","J3Y","March 31, 2008","MONTRÉAL",35,27,1.2962962962963,0.888888888888889
"2008-1","1060","H4G","March 31, 2008","MONTRÉAL",4,3,1.33333333333333,2
"2008-1","1060","J4Z","March 31, 2008","MONTRÉAL",2,1,2,0
"2008-1","1060","H2J","March 31, 2008","MONTRÉAL",38,2,19,4
"2008-1","1060","H7L","March 31, 2008","MONTRÉAL",20,27,0.740740740740741,0
"2008-1","1060","H4B","March 31, 2008","MONTRÉAL",3,1,3,2
"2008-1","1060","H4E","March 31, 2008","MONTRÉAL",52,10,5.2,2.3
"2008-1","1060","J0L","March 31, 2008","MONTRÉAL",13,20,0.65,0.15
"2008-1","1060","J0P","March 31, 2008","MONTRÉAL",1,3,0.333333333333333,0
"2008-1","1060","J6N","March 31, 2008","MONTRÉAL",4,3,1.33333333333333,0.666666666666667
"2008-1","1060","H1N","March 31, 2008","MONTRÉAL",36,16,2.25,1.75
"2008-1","1060","J3N","March 31, 2008","MONTRÉAL",1,3,0.333333333333333,0
"2008-1","1060","J6W","March 31, 2008","MONTRÉAL",9,3,3,2
"2008-1","1060","H9G","March 31, 2008","MONTRÉAL",11,3,3.66666666666667,3.66666666666667
"2008-1","1060","nan","March 31, 2008","MONTRÉAL",788,647,1.21792890262751,0.578052550231839
"2008-1","1060","H1B","March 31, 2008","MONTRÉAL",1,1,1,3
"2008-1","1060","H3H","March 31, 2008","MONTRÉAL",1,1,1,20
"2008-1","1060","H9E","March 31, 2008","MONTRÉAL",1,1,1,0
"2008-1","1060","J3V","March 31, 2008","MONTRÉAL",6,5,1.2,1
"2008-1","1060","J4M","March 31, 2008","MONTRÉAL",15,14,1.07142857142857,0.857142857142857
"2008-1","1060","J4N","March 31, 2008","MONTRÉAL",1,2,0.5,1
"2008-1","1060","J6Y","March 31, 2008","MONTRÉAL",6,11,0.545454545454545,0
"2008-1","1060","J4W","March 31, 2008","MONTRÉAL",11,1,11,6
"2008-1","1060","J7G","March 31, 2008","MONTRÉAL",3,3,1,0
"2008-1","1060","H7H","March 31, 2008","MONTRÉAL",0,1,0,0
"2008-1","1060","J6X","March 31, 2008","MONTRÉAL",14,14,1,0.142857142857143
"2008-1","1060","J7R","March 31, 2008","MONTRÉAL",17,21,0.80952380952381,0.380952380952381
"2008-1","1060","H2B","March 31, 2008","MONTRÉAL",1,1,1,0
"2008-1","1060","J4X","March 31, 2008","MONTRÉAL",4,2,2,2
"2008-1","1060","J6J","March 31, 2008","MONTRÉAL",11,13,0.846153846153846,0.153846153846154
"2008-1","1060","H4J","March 31, 2008","MONTRÉAL",0,1,0,0
"2008-1","1060","H9X","March 31, 2008","MONTRÉAL",2,3,0.666666666666667,0
"2008-1","1060","H2G","March 31, 2008","MONTRÉAL",3,1,3,3
"2008-1","1060","H9W","March 31, 2008","MONTRÉAL",0,2,0,0
"2008-1","1060","H9S","March 31, 2008","MONTRÉAL",13,6,2.16666666666667,0.666666666666667
"2008-1","1060","H2K","March 31, 2008","MONTRÉAL",6,2,3,0
"2008-1","1060","H7A","March 31, 2008","MONTRÉAL",17,15,1.13333333333333,0.4
"2008-1","1060","J5L","March 31, 2008","MONTRÉAL",22,32,0.6875,0
"2008-1","1060","H8P","March 31, 2008","MONTRÉAL",3,3,1,3
"2008-1","1060","H1P","March 31, 2008","MONTRÉAL",1,1,1,0
"2008-1","1060","H3B","March 31, 2008","MONTRÉAL",119,1,119,26
"2008-1","1060","H3G","March 31, 2008","MONTRÉAL",34,2,17,15.5
"2008-1","1060","H7K","March 31, 2008","MONTRÉAL",2,2,1,0
"2008-1","1060","H9B","March 31, 2008","MONTRÉAL",5,4,1.25,1
"2008-1","1060","J6R","March 31, 2008","MONTRÉAL",2,5,0.4,0
"2008-1","1060","H8R","March 31, 2008","MONTRÉAL",1,2,0.5,0
"2008-1","1060","H7X","March 31, 2008","MONTRÉAL",26,23,1.1304347826087,0.391304347826087
"2008-1","1060","H1X","March 31, 2008","MONTRÉAL",4,3,1.33333333333333,2.33333333333333
"2008-1","1060","H8T","March 31, 2008","MONTRÉAL",10,5,2,0.6
"2008-1","1060","J7E","March 31, 2008","MONTRÉAL",51,10,5.1,3.5
"2008-1","1060","H1G","March 31, 2008","MONTRÉAL",42,2,21,1.5
"2008-1","1060","H1A","March 31, 2008","MONTRÉAL",15,7,2.14285714285714,0.857142857142857
"2008-1","1060","H7W","March 31, 2008","MONTRÉAL",2,1,2,3
"2008-1","1060","H1Y","March 31, 2008","MONTRÉAL",3,2,1.5,1
