"reference_period_qq","metcode","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","underconstr_per_10kpop"
"2016-4","0610","December 31, 2016","HAMILTON",3227,776,4.15850515463918,0.182989690721649,NA,NA,NA,NA
"2017-1","0610","March 31, 2017","HAMILTON",3141,753,4.17131474103586,0.185922974767596,NA,NA,NA,NA
"2017-2","0610","June 30, 2017","HAMILTON",3148,652,4.82822085889571,0.242331288343558,NA,NA,NA,NA
"2017-3","0610","September 30, 2017","HAMILTON",3401,616,5.5211038961039,0.324675324675325,NA,NA,NA,NA
"2017-4","0610","December 31, 2017","HAMILTON",3603,700,5.14714285714286,0.28,NA,NA,NA,NA
"2018-1","0610","March 31, 2018","HAMILTON",3588,687,5.22270742358079,0.299854439592431,NA,NA,NA,NA
"2018-2","0610","June 30, 2018","HAMILTON",4467,719,6.21279554937413,0.364394993045897,NA,NA,NA,NA
"2018-3","0610","September 30, 2018","HAMILTON",4922,783,6.28607918263091,0.385696040868455,NA,NA,NA,NA
"2018-4","0610","December 31, 2018","HAMILTON",4654,718,6.48189415041783,0.396935933147632,NA,NA,NA,NA
"2019-1","0610","March 31, 2019","HAMILTON",4497,645,6.97209302325581,0.446511627906977,NA,NA,NA,NA
"2019-2","0610","June 30, 2019","HAMILTON",4576,588,7.78231292517007,0.474489795918367,NA,NA,NA,NA
"2019-3","0610","September 30, 2019","HAMILTON",4651,759,6.12779973649539,0.345191040843215,NA,NA,NA,NA
"2019-4","0610","December 31, 2019","HAMILTON",5296,791,6.69532237673831,0.38558786346397,NA,NA,NA,NA
"2020-1","0610","March 31, 2020","HAMILTON",5403,743,7.27187079407806,0.437415881561238,NA,NA,NA,NA
"2020-2","0610","June 30, 2020","HAMILTON",5053,648,7.79783950617284,0.475308641975309,NA,NA,NA,NA
"2020-3","0610","September 30, 2020","HAMILTON",5519,581,9.49913941480207,0.588640275387263,NA,NA,NA,NA
"2020-4","0610","December 31, 2020","HAMILTON",5697,663,8.59276018099547,0.490196078431373,NA,NA,NA,NA
"2021-1","0610","March 31, 2021","HAMILTON",5854,750,7.80533333333333,0.422666666666667,NA,NA,NA,NA
"2021-2","0610","June 30, 2021","HAMILTON",6622,917,7.22137404580153,0.387131952017448,NA,NA,NA,NA
"2021-3","0610","September 30, 2021","HAMILTON",7140,949,7.52370916754478,0.406743940990516,NA,NA,NA,NA
"2021-4","0610","December 31, 2021","HAMILTON",6881,867,7.93656286043829,0.444059976931949,NA,NA,NA,NA
"2022-1","0610","March 31, 2022","HAMILTON",7007,947,7.39915522703274,0.405491024287223,NA,NA,NA,NA
"2022-2","0610","June 30, 2022","HAMILTON",7287,1032,7.06104651162791,0.378875968992248,NA,NA,NA,NA
"1988-2","1060","June 30, 1988",NA,16744,5030,3.32882703777336,0,"2","1988",3315750.79,50.4983669173762
"1988-3","1060","September 30, 1988",NA,12569,3256,3.86025798525799,0.00798525798525799,"3","1988",3338762.63,37.6456831254278
"1988-4","1060","December 31, 1988",NA,11684,2940,3.97414965986395,0.0551020408163265,"4","1988",3351700.63,34.8599152782926
"1989-1","1060","March 31, 1989",NA,13223,3586,3.68739542665923,0.0858895705521472,"1","1989",3362909.66,39.3201166159189
"1989-2","1060","June 30, 1989",NA,12370,4370,2.83066361556064,0.0727688787185355,"2","1989",3372389.72,36.6802209324728
"1989-3","1060","September 30, 1989",NA,8599,2892,2.97337482710927,0.0636237897648686,"3","1989",3377050.8,25.4630460400536
"1989-4","1060","December 31, 1989",NA,9400,3186,2.9504080351538,0.0677966101694915,"4","1989",3384308.91,27.7752423019801
"1990-1","1060","March 31, 1990",NA,10480,3645,2.87517146776406,0.0526748971193416,"1","1990",3391074.04,30.9046628778415
"1990-2","1060","June 30, 1990",NA,11230,4705,2.38682252922423,0.0399574920297556,"2","1990",3397346.2,33.0552123301417
"1990-3","1060","September 30, 1990",NA,7699,2348,3.27896081771721,0.0941226575809199,"3","1990",3403122.3,22.6233420996947
"1990-4","1060","December 31, 1990",NA,6673,1799,3.70928293496387,0.102834908282379,"4","1990",3408409.74,19.5780452147165
"1991-1","1060","March 31, 1991",NA,5874,1610,3.64844720496894,0.14472049689441,"1","1991",3413205.43,17.2096292487147
"1991-2","1060","June 30, 1991",NA,8262,3693,2.23720552396426,0.0982940698619009,"2","1991",3417509.38,24.1755005804841
"1991-3","1060","September 30, 1991",NA,5326,2005,2.65635910224439,0.0902743142144638,"3","1991",3419012.13,15.5775990183457
"1991-4","1060","December 31, 1991",NA,6981,2670,2.61460674157303,0.0711610486891386,"4","1991",3423256.37,20.3928635353711
"1992-1","1060","March 31, 1992",NA,6196,2111,2.93510184746566,0.162482235907153,"1","1992",3427932.64,18.0750342865547
"1992-2","1060","June 30, 1992",NA,6925,2797,2.47586700035753,0.130496961029675,"2","1992",3433040.94,20.171620790517
"1992-3","1060","September 30, 1992",NA,4126,1385,2.97906137184116,0.126353790613718,"3","1992",3439925.43,11.9944460540239
"1992-4","1060","December 31, 1992",NA,4653,1639,2.83892617449664,0.131787675411836,"4","1992",3445360.14,13.5051193806404
"1993-1","1060","March 31, 1993",NA,4752,1727,2.7515923566879,0.134337000579039,"1","1993",3450689.21,13.7711619644819
"1993-2","1060","June 30, 1993",NA,6526,3114,2.09569685292229,0.103082851637765,"2","1993",3455912.67,18.8835790228461
"1993-3","1060","September 30, 1993",NA,3887,1415,2.7469964664311,0.065017667844523,"3","1993",3461218.62,11.2301487618832
"1993-4","1060","December 31, 1993",NA,4260,1514,2.81373844121532,0.0693527080581242,"4","1993",3466155.56,12.2902735502154
"1994-1","1060","March 31, 1994","MONTRÉAL",4871,1759,2.76918703808982,0.135304150085276,"1","1994",3470911.62,14.0337770974416
"1994-2","1060","June 30, 1994","MONTRÉAL",7557,3423,2.20771253286591,0.186386210926088,"2","1994",3475486.79,21.7437166550128
"1994-3","1060","September 30, 1994","MONTRÉAL",3187,1229,2.59316517493897,0.138323840520749,"3","1994",3479752.53,9.15869727092346
"1994-4","1060","December 31, 1994","MONTRÉAL",2897,1153,2.51257588898526,0.168256721595837,"4","1994",3484017.36,8.31511356189109
"1995-1","1060","March 31, 1995","MONTRÉAL",3038,1233,2.46390916463909,0.153284671532847,"1","1995",3488152.73,8.70948102091848
"1995-2","1060","June 30, 1995","MONTRÉAL",4112,1870,2.19893048128342,0.13048128342246,"2","1995",3492158.64,11.7749518962289
"1995-3","1060","September 30, 1995","MONTRÉAL",2077,769,2.70091027308192,0.143042912873862,"3","1995",3495515.45,5.94189906956355
"1995-4","1060","December 31, 1995","MONTRÉAL",2036,787,2.58703939008895,0.0991105463786531,"4","1995",3499470.29,5.81802339004856
"1996-1","1060","March 31, 1996","MONTRÉAL",2254,868,2.59677419354839,0.0841013824884793,"1","1996",3503503.52,6.43355996970712
"1996-2","1060","June 30, 1996","MONTRÉAL",4013,2070,1.93864734299517,0.042512077294686,"2","1996",3507615.15,11.4408218358847
"1996-3","1060","September 30, 1996",NA,1868,755,2.47417218543046,0.104635761589404,"3","1996",3511976.74,5.31894183331066
"1996-4","1060","December 31, 1996","MONTRÉAL",2363,980,2.41122448979592,0.0744897959183674,"4","1996",3516176.53,6.72036793329031
"1997-1","1060","March 31, 1997","MONTRÉAL",3267,1369,2.38641344046749,0.0650109569028488,"1","1997",3520386.07,9.28023215362854
"1997-2","1060","June 30, 1997","MONTRÉAL",5028,2833,1.77479703494529,0.0180021178962231,"2","1997",3524605.38,14.2654267865868
"1997-3","1060","September 30, 1997","MONTRÉAL",2371,1171,2.02476515798463,0.0256191289496157,"3","1997",3527222.79,6.72200238307034
"1997-4","1060","December 31, 1997",NA,2804,1254,2.23604465709729,0.0231259968102073,"4","1997",3532106.29,7.93860594721797
"1998-1","1060","March 31, 1998","MONTRÉAL",3293,1539,2.13970110461339,0.0532813515269656,"1","1998",3537644.21,9.30845445308363
"1998-2","1060","June 30, 1998",NA,5429,2947,1.84221241940957,0.0268069222938582,"2","1998",3543836.55,15.3195552994677
"1998-3","1060","September 30, 1998","MONTRÉAL",2791,1539,1.81351526965562,0.0142949967511371,"3","1998",3551212.73,7.85928698785668
"1998-4","1060","December 31, 1998","MONTRÉAL",3389,1714,1.97724620770128,0.0163360560093349,"4","1998",3558502.17,9.52366989845056
"1999-1","1060","March 31, 1999","MONTRÉAL",4136,1857,2.22724824986537,0.0516962843295638,"1","1999",3566234.27,11.5976676989311
"1999-2","1060","June 30, 1999","MONTRÉAL",5737,3077,1.8644783880403,0.0220994475138122,"2","1999",3574409.03,16.0502056475613
"1999-3","1060","September 30, 1999","MONTRÉAL",3633,1764,2.05952380952381,0.0816326530612245,"3","1999",3584085.27,10.1364775844186
"1999-4","1060","December 31, 1999","MONTRÉAL",4462,1799,2.48026681489717,0.0650361311839911,"4","1999",3592721.83,12.4195532276987
"2000-1","1060","March 31, 2000","MONTRÉAL",5481,2361,2.32147395171537,0.0372723422278695,"1","2000",3601377.54,15.2191763821574
"2000-2","1060","June 30, 2000","MONTRÉAL",6903,3354,2.05813953488372,0.0166964818127609,"2","2000",3610052.39,19.1216061548625
"2000-3","1060","September 30, 2000","MONTRÉAL",4955,2036,2.43369351669941,0.00491159135559921,"3","2000",3618154.56,13.6948267903735
"2000-4","1060","December 31, 2000","MONTRÉAL",5801,2280,2.54429824561404,0.0043859649122807,"4","2000",3627104.42,15.9934739347813
"2001-1","1060","March 31, 2001","MONTRÉAL",6739,2773,2.43021997836278,0.0140641904075009,"1","2001",3636310.13,18.532522692172
"2001-2","1060","June 30, 2001","MONTRÉAL",7928,3414,2.32220269478617,0.00439367311072056,"2","2001",3645771.72,21.7457389241036
"2001-3","1060","September 30, 2001","MONTRÉAL",5316,2256,2.3563829787234,0.00132978723404255,"3","2001",3657427.55,14.534806027805
"2001-4","1060","December 31, 2001","MONTRÉAL",5612,2473,2.26930853214719,0.00121310149615851,"4","2001",3666625.51,15.3056263441532
"2002-1","1060","March 31, 2002","MONTRÉAL",7576,3659,2.07051106859798,0.000819896146488112,"1","2002",3675303.98,20.6132609471938
"2002-2","1060","June 30, 2002","MONTRÉAL",10055,5066,1.98480063166206,0.125148045795499,"2","2002",3683462.96,27.2976818531657
"2002-3","1060","September 30, 2002","MONTRÉAL",8706,3824,2.27667364016736,0.152458158995816,"3","2002",3690033.91,23.5932791197575
"2002-4","1060","December 31, 2002","MONTRÉAL",10066,4074,2.47079037800687,0.193176239567992,"4","2002",3697581.32,27.2232011384134
"2003-1","1060","March 31, 2003","MONTRÉAL",11132,4614,2.41265713047247,0.093628088426528,"1","2003",3705036.66,30.0455866474476
"2003-2","1060","June 30, 2003","MONTRÉAL",12641,5456,2.31689882697947,0.0832111436950147,"2","2003",3712399.93,34.0507494837713
"2003-3","1060","September 30, 2003","MONTRÉAL",12471,4294,2.90428504890545,0.047973917093619,"3","2003",3719743.88,33.5265018300131
"2003-4","1060","December 31, 2003","MONTRÉAL",14092,4630,3.04362850971922,0.0140388768898488,"4","2003",3726893.89,37.8116480262871
"2004-1","1060","March 31, 2004","MONTRÉAL",15799,5069,3.11678832116788,0.0122312093115013,"1","2004",3733922.71,42.3120702463603
"2004-2","1060","June 30, 2004","MONTRÉAL",20294,6369,3.18637148688962,0.0365834510912231,"2","2004",3740830.35,54.2499875729462
"2004-3","1060","September 30, 2004","MONTRÉAL",17128,5083,3.36966358449734,0.201652567381468,"3","2004",3746875.16,45.7127586818238
"2004-4","1060","December 31, 2004","MONTRÉAL",17852,4932,3.61962692619627,0.19566098945661,"4","2004",3753837.1,47.5566720782849
"2005-1","1060","March 31, 2005","MONTRÉAL",18087,4906,3.68671015083571,0.180799021606196,"1","2005",3760974.51,48.0912591986698
"2005-2","1060","June 30, 2005","MONTRÉAL",19082,5327,3.58212877792378,0.203867092171954,"2","2005",3768287.4,50.6383881441739
"2005-3","1060","September 30, 2005","MONTRÉAL",16288,3965,4.10794451450189,0.243631778058008,"3","2005",3775710.31,43.1389027830369
"2005-4","1060","December 31, 2005","MONTRÉAL",17436,4091,4.26203862136397,0.239061354192129,"4","2005",3783400.33,46.0855275127599
"2006-1","1060","March 31, 2006","MONTRÉAL",18531,4308,4.30153203342618,0.228412256267409,"1","2006",3791292.01,48.8777966749124
"2006-2","1060","June 30, 2006","MONTRÉAL",17901,4596,3.89490861618799,0.370974760661445,"2","2006",3799385.35,47.115515671502
"2006-3","1060","September 30, 2006","MONTRÉAL",15971,3517,4.54108615297128,0.375319874893375,"3","2006",3807320.91,41.9481319739869
"2006-4","1060","December 31, 2006","MONTRÉAL",16107,3434,4.69044845661037,0.316831683168317,"4","2006",3815961.34,42.2095471229276
"2007-1","1060","March 31, 2007","MONTRÉAL",15544,3861,4.02590002590003,0.240870240870241,"1","2007",3824947.22,40.6384692544856
"2007-2","1060","June 30, 2007","MONTRÉAL",15378,4593,3.3481384715872,0.207489658175484,"2","2007",3834278.53,40.1066325246852
"2007-3","1060","September 30, 2007","MONTRÉAL",14771,3761,3.92741292209519,0.192767880882744,"3","2007",3843325.75,38.4328598740297
"2007-4","1060","December 31, 2007","MONTRÉAL",15015,3858,3.89191290824261,0.149040953862105,"4","2007",3853599.75,38.9635690629262
"2008-1","1060","March 31, 2008","MONTRÉAL",16435,3861,4.25666925666926,0.135457135457135,"1","2008",3864471,42.5284599108131
"2008-2","1060","June 30, 2008","MONTRÉAL",17117,4445,3.85084364454443,0.111586051743532,"2","2008",3875939.5,44.1621960301496
"2008-3","1060","September 30, 2008","MONTRÉAL",13795,3423,4.0300905638329,0.108092316681274,"3","2008",3889824.47,35.4643252064276
"2008-4","1060","December 31, 2008","MONTRÉAL",13142,3148,4.17471410419314,0.159466327827192,"4","2008",3901759.78,33.68223760818
"2009-1","1060","March 31, 2009","MONTRÉAL",13693,2863,4.78274537198743,0.185819070904645,"1","2009",3913564.66,34.9885620645399
"2009-2","1060","June 30, 2009","MONTRÉAL",13961,3160,4.41803797468354,0.148417721518987,"2","2009",3925239.09,35.5672601843981
"2009-3","1060","September 30, 2009","MONTRÉAL",11568,3049,3.79403082978026,0.196129878648737,"3","2009",3937309.66,29.3804678801921
"2009-4","1060","December 31, 2009","MONTRÉAL",12705,3435,3.69868995633188,0.17117903930131,"4","2009",3948512.59,32.1766733938665
"2010-1","1060","March 31, 2010","MONTRÉAL",14209,3833,3.70701800156535,0.231933211583616,"1","2010",3959374.47,35.8869819151003
"2010-2","1060","June 30, 2010","MONTRÉAL",15334,4210,3.64228028503563,0.268408551068884,"2","2010",3969895.28,38.6257040009378
"2010-3","1060","September 30, 2010","MONTRÉAL",13838,3415,4.05212298682284,0.303953147877013,"3","2010",3979778,34.7707836969801
"2010-4","1060","December 31, 2010","MONTRÉAL",14779,3411,4.33274699501612,0.299032541776605,"4","2010",3989735.5,37.0425558285756
"2011-1","1060","March 31, 2011","MONTRÉAL",15547,3380,4.59970414201183,0.281952662721894,"1","2011",3999470.75,38.8726433366215
"2011-2","1060","June 30, 2011","MONTRÉAL",16842,3769,4.46855929954895,0.280445741576015,"2","2011",4008983.75,42.0106467131477
"2011-3","1060","September 30, 2011","MONTRÉAL",16033,3014,5.31950895819509,0.351360318513603,"3","2011",4018107.31,39.9018711125463
"2011-4","1060","December 31, 2011","MONTRÉAL",17606,3094,5.69036845507434,0.394957983193277,"4","2011",4027242.69,43.7172560861983
"2012-1","1060","March 31, 2012","MONTRÉAL",17548,3011,5.82796413151777,0.433078711391564,"1","2012",4036222.69,43.4762929297144
"2012-2","1060","June 30, 2012","MONTRÉAL",19104,3317,5.75942116370214,0.537835393427796,"2","2012",4045047.31,47.228125003067
"2012-3","1060","September 30, 2012","MONTRÉAL",18814,2887,6.51679944579148,0.742639418081053,"3","2012",4054501.25,46.4027480568664
"2012-4","1060","December 31, 2012","MONTRÉAL",19022,2853,6.66736768314055,0.841570276901507,"4","2012",4062701.25,46.8210651718484
"2013-1","1060","March 31, 2013","MONTRÉAL",18029,2616,6.89181957186544,0.896788990825688,"1","2013",4070432,44.2925959701575
"2013-2","1060","June 30, 2013","MONTRÉAL",18166,2886,6.29452529452529,0.844767844767845,"2","2013",4077693.5,44.5496945761127
"2013-3","1060","September 30, 2013","MONTRÉAL",16823,2341,7.18624519436138,0.884237505339598,"3","2013",4085024.81,41.1821244238661
"2013-4","1060","December 31, 2013","MONTRÉAL",16929,2348,7.20996592844974,0.896933560477002,"4","2013",4091132.19,41.3797433419036
"2014-1","1060","March 31, 2014","MONTRÉAL",17402,2188,7.95338208409506,1.01416819012797,"1","2014",4096554.69,42.4795988748291
"2014-2","1060","June 30, 2014","MONTRÉAL",18064,2484,7.27214170692432,0.890499194847021,"2","2014",4101292.31,44.0446538179084
"2014-3","1060","September 30, 2014","MONTRÉAL",15676,2011,7.79512680258578,0.937841869716559,"3","2014",4101366.94,38.2214033255947
"2014-4","1060","December 31, 2014","MONTRÉAL",16695,2035,8.2039312039312,1.24226044226044,"4","2014",4106326.06,40.6567811616986
"2015-1","1060","March 31, 2015","MONTRÉAL",15470,1664,9.296875,1.38161057692308,"1","2015",4112191.56,37.619842787674
"2015-2","1060","June 30, 2015","MONTRÉAL",17351,2000,8.6755,1.1945,"2","2015",4118963.44,42.1246759111802
"2015-3","1060","September 30, 2015","MONTRÉAL",19286,1814,10.6317530319735,1.31863285556781,"3","2015",4125459.34,46.7487336816171
"2015-4","1060","December 31, 2015","MONTRÉAL",20234,1720,11.7639534883721,1.43895348837209,"4","2015",4134516.91,48.9392121025332
"2016-1","1060","March 31, 2016","MONTRÉAL",20114,1629,12.3474524248005,1.50767341927563,"1","2016",4144953.78,48.5264759695342
"2016-2","1060","June 30, 2016","MONTRÉAL",19038,1971,9.65905631659056,1.21613394216134,"2","2016",4156769.97,45.7999844528323
"2016-3","1060","September 30, 2016","MONTRÉAL",19724,1826,10.8017524644031,1.29627601314348,"3","2016",4170467.34,47.2944598098687
"2016-4","1060","December 31, 2016","MONTRÉAL",19022,1874,10.1504802561366,1.30896478121665,"4","2016",4184841.41,45.4545301395304
"2017-1","1060","March 31, 2017","MONTRÉAL",21562,1903,11.3305307409354,1.50026274303731,"1","2017",4200394.03,51.3332793209403
"2017-2","1060","June 30, 2017","MONTRÉAL",21922,2313,9.4777345438824,1.20536100302637,"2","2017",4217125.22,51.9832797376598
"2017-3","1060","September 30, 2017","MONTRÉAL",20403,2093,9.7482083134257,1.18155757286192,"3","2017",4238321.53,48.1393397258372
"2017-4","1060","December 31, 2017","MONTRÉAL",23440,2204,10.6352087114338,1.34845735027223,"4","2017",4256095.22,55.0739557936864
"2018-1","1060","March 31, 2018","MONTRÉAL",24350,2061,11.8146530810286,1.49539058709364,"1","2018",4273732.84,56.9759526662411
"2018-2","1060","June 30, 2018","MONTRÉAL",26185,2421,10.8157786038827,1.31144155307724,"2","2018",4291234.41,61.0197381410353
"2018-3","1060","September 30, 2018","MONTRÉAL",24472,2162,11.3191489361702,1.35753931544866,"3","2018",4313938.66,56.7277421603394
"2018-4","1060","December 31, 2018","MONTRÉAL",26607,2236,11.899373881932,1.46109123434705,"4","2018",4329032.59,61.4617687597496
"2019-1","1060","March 31, 2019","MONTRÉAL",28214,2055,13.7294403892944,1.64136253041363,"1","2019",4341854.97,64.9814427127215
"2019-2","1060","June 30, 2019","MONTRÉAL",30301,2365,12.8122621564482,1.46892177589852,"2","2019",4352405.78,69.6189682938984
"2019-3","1060","September 30, 2019","MONTRÉAL",27558,2113,13.0421202082347,1.47373402744912,"3","2019",4369951.13,63.0624901290372
"2019-4","1060","December 31, 2019","MONTRÉAL",28904,2180,13.2587155963303,1.4743119266055,"4","2019",4379881.41,65.9926543536255
"2020-1","1060","March 31, 2020","MONTRÉAL",29110,1962,14.8369011213048,1.62945973496432,"1","2020",4386853.13,66.3573617291354
"2020-2","1060","June 30, 2020","MONTRÉAL",30947,2137,14.4815161441273,1.52784277023865,"2","2020",4385522.78,70.5662735150586
"2020-3","1060","September 30, 2020","MONTRÉAL",30549,2183,13.99404489235,1.43243243243243,"3","2020",4374146.31,69.8399135167474
"2020-4","1060","December 31, 2020","MONTRÉAL",31585,2333,13.5383626232319,1.40548649807115,"4","2020",4366381.16,72.3367906799964
"2021-1","1060","March 31, 2021","MONTRÉAL",36171,2413,14.9900538748446,1.5093244923332,"1","2021",4361883.81,82.9251799808945
"2021-2","1060","June 30, 2021","MONTRÉAL",38296,2745,13.9511839708561,1.38542805100182,"2","2021",4360310.78,87.8286019786874
"2021-3","1060","September 30, 2021","MONTRÉAL",38240,2591,14.7587803936704,1.47896565032806,"3","2021",4358271.16,87.7412134218836
"2021-4","1060","December 31, 2021","MONTRÉAL",40781,2491,16.3713368125251,1.64391810517864,"4","2021",4357640.39,93.5850514273391
"2022-1","1060","March 31, 2022","MONTRÉAL",40964,2297,17.8336961253809,1.75925119721376,"1","2022",4358176,93.9934504710227
"2022-2","1060","June 30, 2022","MONTRÉAL",43474,2559,16.988667448222,1.66783899960922,"2","2022",4361297,99.6813562570951
"1988-2","1265","June 30, 1988",NA,4587,2062,2.22453928225024,0,"2","1988",675615.3203,67.8936646665027
"1988-3","1265","September 30, 1988",NA,4622,2048,2.2568359375,0.0166015625,"3","1988",679205.4357,68.0501032097379
"1988-4","1265","December 31, 1988",NA,4317,1696,2.54540094339623,0.0288915094339623,"4","1988",683074.4453,63.1995535728761
"1989-1","1265","March 31, 1989",NA,3540,1400,2.52857142857143,0.0521428571428571,"1","1989",687310.2876,51.5051216876329
"1989-2","1265","June 30, 1989",NA,3990,1877,2.12573255194459,0.0170484816196058,"2","1989",691790.7378,57.6764009979204
"1989-3","1265","September 30, 1989",NA,3944,1774,2.22322435174746,0.0163472378804961,"3","1989",696341.0301,56.6389144042483
"1989-4","1265","December 31, 1989",NA,2910,1387,2.09805335255948,0.0100937274693583,"4","1989",700786.3989,41.5247785140768
"1990-1","1265","March 31, 1990",NA,2548,1200,2.12333333333333,0.005,"1","1990",704990.8601,36.1423125349253
"1990-2","1265","June 30, 1990",NA,3605,1635,2.20489296636086,0.00856269113149847,"2","1990",708973.5566,50.8481588126978
"1990-3","1265","September 30, 1990",NA,3159,1271,2.48544453186467,0.012588512981904,"3","1990",712792.413,44.3186535432442
"1990-4","1265","December 31, 1990",NA,2140,823,2.60024301336574,0.0145808019441069,"4","1990",716505.354,29.8671878451867
"1991-1","1265","March 31, 1991",NA,1103,421,2.61995249406176,0.00950118764845606,"1","1991",720155.1168,15.3161447342229
"1991-2","1265","June 30, 1991",NA,1895,894,2.11968680089485,0.00447427293064877,"2","1991",723723.69,26.184026116376
"1991-3","1265","September 30, 1991",NA,2677,953,2.8090241343127,0.00419727177334732,"3","1991",727177.8748,36.81355130251
"1991-4","1265","December 31, 1991",NA,2431,747,3.25435073627845,0.00535475234270415,"4","1991",730484.4725,33.2792837016806
"1992-1","1265","March 31, 1992",NA,2384,449,5.30957683741648,0.022271714922049,"1","1992",733633.3421,32.4957967855698
"1992-2","1265","June 30, 1992",NA,3094,924,3.34848484848485,0.00541125541125541,"2","1992",736706.5742,41.9977248521206
"1992-3","1265","September 30, 1992",NA,2673,1006,2.65705765407555,0.0159045725646123,"3","1992",739809.3167,36.130931845022
"1992-4","1265","December 31, 1992",NA,1886,703,2.6827880512091,0.0284495021337127,"4","1992",743046.718,25.3819841244491
"1993-1","1265","March 31, 1993",NA,1125,387,2.90697674418605,0.0232558139534884,"1","1993",746469.0208,15.0709536317304
"1993-2","1265","June 30, 1993",NA,1197,464,2.57974137931034,0,"2","1993",749906.8461,15.9619825612364
"1993-3","1265","September 30, 1993",NA,1219,430,2.83488372093023,0.0372093023255814,"3","1993",753135.9097,16.1856576522234
"1993-4","1265","December 31, 1993",NA,1522,431,3.53132250580046,0.0487238979118329,"4","1993",755931.9272,20.1340880737442
"1994-1","1265","March 31, 1994",NA,1374,415,3.31084337349398,0.0506024096385542,"1","1994",758143.9343,18.1232077160734
"1994-2","1265","June 30, 1994",NA,1810,716,2.52793296089385,0.0349162011173184,"2","1994",759914.2467,23.8184769907933
"1994-3","1265","September 30, 1994",NA,1312,513,2.55750487329435,0.00779727095516569,"3","1994",761458.5001,17.2300919856788
"1994-4","1265","December 31, 1994",NA,784,330,2.37575757575758,0.0333333333333333,"4","1994",762992.3301,10.2753326484586
"1995-1","1265","March 31, 1995",NA,503,198,2.54040404040404,0.0555555555555556,"1","1995",764668.3164,6.57801545077852
"1995-2","1265","June 30, 1995",NA,819,314,2.60828025477707,0.0477707006369427,"2","1995",766386.8141,10.6865095397262
"1995-3","1265","September 30, 1995",NA,820,275,2.98181818181818,0.0763636363636364,"3","1995",767985.1223,10.6772901738542
"1995-4","1265","December 31, 1995",NA,658,260,2.53076923076923,0.0423076923076923,"4","1995",769300.5402,8.55322420323448
"1996-1","1265","March 31, 1996",NA,710,291,2.43986254295533,0.0412371134020619,"1","1996",770231.9851,9.21800202711421
"1996-2","1265","June 30, 1996",NA,1084,564,1.92198581560284,0.0354609929078014,"2","1996",770924.8485,14.0610333433817
"1996-3","1265","September 30, 1996",NA,1265,630,2.00793650793651,0.026984126984127,"3","1996",771586.1401,16.3947994171597
"1996-4","1265","December 31, 1996",NA,1079,571,1.88966725043783,0.00525394045534151,"4","1996",772422.8697,13.9690322791591
"1997-1","1265","March 31, 1997",NA,892,498,1.79116465863454,0,"1","1997",773598.2818,11.5305323316451
"1997-2","1265","June 30, 1997",NA,1214,791,1.53476611883692,0,"2","1997",775100.5603,15.6624838399049
"1997-3","1265","September 30, 1997",NA,1195,778,1.53598971722365,0.0089974293059126,"3","1997",776874.1237,15.3821573346864
"1997-4","1265","December 31, 1997",NA,1050,703,1.49359886201991,0.00995732574679943,"4","1997",778863.3907,13.4811831257895
"1998-1","1265","March 31, 1998",NA,709,454,1.56167400881057,0.0154185022026432,"1","1998",781023.6194,9.07783045722317
"1998-2","1265","June 30, 1998",NA,1229,881,1.3950056753689,0,"2","1998",783353.4258,15.6889592809897
"1998-3","1265","September 30, 1998",NA,1304,889,1.46681664791901,0,"3","1998",785862.2655,16.5932385005194
"1998-4","1265","December 31, 1998",NA,1201,787,1.52604828462516,0,"4","1998",788559.594,15.2303010341664
"1999-1","1265","March 31, 1999",NA,1022,564,1.81205673758865,0,"1","1999",791459.0507,12.9128601043364
"1999-2","1265","June 30, 1999",NA,1528,979,1.56077630234934,0,"2","1999",794591.0103,19.2300187164602
"1999-3","1265","September 30, 1999",NA,1873,1274,1.4701726844584,0,"3","1999",797990.0314,23.4714711500092
"1999-4","1265","December 31, 1999",NA,1504,1058,1.42155009451796,0,"4","1999",801690.6723,18.76035298858
"2000-1","1265","March 31, 2000",NA,1618,938,1.72494669509595,0,"1","2000",805722.5602,20.0813540531665
"2000-2","1265","June 30, 2000",NA,2207,1438,1.53477051460362,0,"2","2000",810095.5959,27.2436982890651
"2000-3","1265","September 30, 2000",NA,2690,1736,1.54953917050691,0,"3","2000",814814.7487,33.013639042393
"2000-4","1265","December 31, 2000",NA,2843,1734,1.63956170703576,0,"4","2000",819884.9878,34.6755952640215
"2001-1","1265","March 31, 2001","OTTAWA",3337,1867,1.78735940010712,0,"1","2001",825256.7953,40.4358984864453
"2001-2","1265","June 30, 2001","OTTAWA",3515,2183,1.61016949152542,0.00274851122308749,"2","2001",830662.7033,42.3156112106135
"2001-3","1265","September 30, 2001","OTTAWA",3343,2012,1.66153081510934,0.00298210735586481,"3","2001",835780.7566,39.9985280063099
"2001-4","1265","December 31, 2001","OTTAWA",2598,1493,1.74012056262559,0.00401875418620228,"4","2001",840289,30.9179341869285
"2002-1","1265","March 31, 2002","OTTAWA",2808,1298,2.1633281972265,0.0115562403697997,"1","2002",843366.93,33.2951162787471
"2002-2","1265","June 30, 2002","OTTAWA",3866,1753,2.20536223616657,0.00855675984027382,"2","2002",846402.6879,45.6756583511318
