"reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","ref_qq","ref_yy","population","comp_per_10kpop"
"2009-1","0610",4,1,"March 31, 2009","HAMILTON",133,NA,NA,24,5.54166666666667,0,8.70833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","2410",1,2,"March 31, 2009","VANCOUVER",3,NA,NA,3,1,0,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",2307305.53,0.0130021792129107
"2009-1","1700",2,1,"March 31, 2009","SASKATOON",8,NA,NA,4,2,0,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",258776.938,0.309146559265648
"2009-1","2680",1,3,"March 31, 2009","WINNIPEG",4,NA,NA,4,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",730269.531,0.0547742967520851
"2009-1","0340",1,3,"March 31, 2009","EDMONTON",1,NA,NA,1,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","0340",4,3,"March 31, 2009","EDMONTON",209,NA,NA,39,5.35897435897436,0,15.5128205128205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","1400",4,3,"March 31, 2009","QUÉBEC",24,NA,NA,3,8,1.66666666666667,5.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",759590.094,0.315959886649075
"2009-1","2680",1,1,"March 31, 2009","WINNIPEG",185,NA,NA,185,1,0,5.15135135135135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",730269.531,2.53331122478393
"2009-1","1400",5,2,"March 31, 2009","QUÉBEC",34,NA,NA,9,3.77777777777778,1.44444444444444,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",759590.094,0.447609839419522
"2009-1","1265",1,1,"March 31, 2009","OTTAWA",606,NA,NA,606,1,0,7.09075907590759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",910104.7193,6.65857441620674
"2009-1","0340",2,1,"March 31, 2009","EDMONTON",268,NA,NA,134,2,0,9.87313432835821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","1060",4,3,"March 31, 2009","MONTRÉAL",56,NA,NA,13,4.30769230769231,1.92307692307692,6.30769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",3913564.66,0.143092052553439
"2009-1","2410",4,2,"March 31, 2009","VANCOUVER",19,NA,NA,3,6.33333333333333,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",2307305.53,0.0823471350151014
"2009-1","0580",4,2,"March 31, 2009","HALIFAX",5,NA,NA,1,5,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","0580",1,1,"March 31, 2009","HALIFAX",266,NA,NA,266,1,0,7.3609022556391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","1400",5,1,"March 31, 2009","QUÉBEC",24,NA,NA,12,2,1.16666666666667,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",759590.094,0.315959886649075
"2009-1","0340",5,2,"March 31, 2009","EDMONTON",122,NA,NA,2,61,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","1060",5,3,"March 31, 2009","MONTRÉAL",1034,NA,NA,103,10.0388349514563,2.13592233009709,6.58252427184466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",3913564.66,2.64209254179028
"2009-1","1265",2,1,"March 31, 2009","OTTAWA",51,NA,NA,26,1.96153846153846,0,6.96153846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",910104.7193,0.560375074631261
"2009-1","1490",1,1,"March 31, 2009","REGINA",158,NA,NA,158,1,0,10.4050632911392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",211000.781,7.48812394206257
"2009-1","2440",2,3,"March 31, 2009","VICTORIA",16,NA,NA,8,2,0,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",348504.5,0.459104545278468
"2009-1","0610",1,3,"March 31, 2009","HAMILTON",3,NA,NA,3,1,0,5.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","2440",2,2,"March 31, 2009","VICTORIA",5,NA,NA,5,1,0,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",348504.5,0.143470170399521
"2009-1","2410",5,3,"March 31, 2009","VANCOUVER",2202,NA,NA,27,81.5555555555556,9.96296296296296,18.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",2307305.53,9.54359954227648
"2009-1","2440",2,1,"March 31, 2009","VICTORIA",6,NA,NA,3,2,0,7.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",348504.5,0.172164204479426
"2009-1","2270",5,3,"March 31, 2009","TORONTO",3246,NA,NA,15,216.4,15,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",5599367.47,5.79708336234628
"2009-1","2410",5,1,"March 31, 2009","VANCOUVER",114,NA,NA,57,2,2,9.71929824561403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",2307305.53,0.494082810090608
"2009-1","1265",5,3,"March 31, 2009","OTTAWA",207,NA,NA,8,25.875,2,9.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",910104.7193,2.27446353820923
"2009-1","2410",4,3,"March 31, 2009","VANCOUVER",434,NA,NA,73,5.94520547945205,0.397260273972603,10.8630136986301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",2307305.53,1.88098192613442
"2009-1","0580",4,1,"March 31, 2009","HALIFAX",13,NA,NA,3,4.33333333333333,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","0580",5,2,"March 31, 2009","HALIFAX",84,NA,NA,2,42,0,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","2410",5,2,"March 31, 2009","VANCOUVER",127,NA,NA,34,3.73529411764706,2.17647058823529,7.29411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",2307305.53,0.550425586679888
"2009-1","1700",1,1,"March 31, 2009","SASKATOON",223,NA,NA,223,1,0,8.0762331838565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",258776.938,8.61746033952995
"2009-1","2680",4,3,"March 31, 2009","WINNIPEG",36,NA,NA,8,4.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",730269.531,0.492968670768766
"2009-1","0340",2,3,"March 31, 2009","EDMONTON",44,NA,NA,22,2,0,7.86363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","2270",1,3,"March 31, 2009","TORONTO",10,NA,NA,10,1,0,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",5599367.47,0.0178591600811654
"2009-1","2270",2,1,"March 31, 2009","TORONTO",524,NA,NA,262,2,0,6.88549618320611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",5599367.47,0.935819988253066
"2009-1","0580",4,3,"March 31, 2009","HALIFAX",14,NA,NA,1,14,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","2680",5,2,"March 31, 2009","WINNIPEG",104,NA,NA,2,52,0,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",730269.531,1.42413171555421
"2009-1","1700",1,3,"March 31, 2009","SASKATOON",3,NA,NA,3,1,0,19.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",258776.938,0.115929959724618
"2009-1","0140",1,1,"March 31, 2009","CALGARY",1015,NA,NA,1015,1,0,6.94679802955665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-1","1265",4,1,"March 31, 2009","OTTAWA",377,NA,NA,67,5.62686567164179,0,8.46268656716418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2009",910104.7193,4.14238045364677
"2009-2","2680",5,3,"June 30, 2009","WINNIPEG",142,NA,NA,3,47.3333333333333,1.33333333333333,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",731924.719,1.94009023488111
"2009-2","2440",1,3,"June 30, 2009","VICTORIA",5,NA,NA,5,1,0,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",349312.5,0.143138307389515
"2009-2","1490",1,1,"June 30, 2009","REGINA",284,NA,NA,284,1,0,10.0774647887324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",212027.969,13.3944592941887
"2009-2","2270",2,1,"June 30, 2009","TORONTO",626,NA,NA,313,2,0,9.36741214057508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",5622206.78,1.11344179340199
"2009-2","1700",1,3,"June 30, 2009","SASKATOON",2,NA,NA,2,1,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",260439.063,0.0767933956205333
"2009-2","0340",5,3,"June 30, 2009","EDMONTON",641,NA,NA,10,64.1,1.2,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","0610",1,3,"June 30, 2009","HAMILTON",3,NA,NA,3,1,0,7.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1400",5,2,"June 30, 2009","QUÉBEC",388,NA,NA,24,16.1666666666667,1.54166666666667,6.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",762091.656,5.09125112373622
"2009-2","1700",5,3,"June 30, 2009","SASKATOON",171,NA,NA,3,57,0,18.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",260439.063,6.5658353255556
"2009-2","1400",4,3,"June 30, 2009","QUÉBEC",4,NA,NA,1,4,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",762091.656,0.0524871249869714
"2009-2","0340",4,3,"June 30, 2009","EDMONTON",145,NA,NA,25,5.8,0,16.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2440",5,3,"June 30, 2009","VICTORIA",554,NA,NA,8,69.25,5.25,20.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",349312.5,15.8597244587583
"2009-2","0580",2,1,"June 30, 2009","HALIFAX",26,NA,NA,13,2,0,6.30769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2410",5,1,"June 30, 2009","VANCOUVER",126,NA,NA,63,2,1.96825396825397,10.2698412698413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,0.543472114458747
"2009-2","0340",2,3,"June 30, 2009","EDMONTON",38,NA,NA,19,2,0,10.2105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","0140",1,1,"June 30, 2009","CALGARY",1064,NA,NA,1064,1,0,6.70300751879699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1060",5,3,"June 30, 2009","MONTRÉAL",1851,NA,NA,166,11.1506024096386,1.80722891566265,7.31325301204819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",3925239.09,4.71563631554479
"2009-2","0610",4,3,"June 30, 2009","HAMILTON",174,NA,NA,26,6.69230769230769,0,9.03846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2410",5,2,"June 30, 2009","VANCOUVER",420,NA,NA,80,5.25,2.2,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,1.81157371486249
"2009-2","2270",4,2,"June 30, 2009","TORONTO",16,NA,NA,2,8,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",5622206.78,0.0284585761891881
"2009-2","2680",5,2,"June 30, 2009","WINNIPEG",63,NA,NA,1,63,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",731924.719,0.860744259137394
"2009-2","1265",5,2,"June 30, 2009","OTTAWA",9,NA,NA,1,9,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",913793.7551,0.0984904958013758
"2009-2","0140",5,2,"June 30, 2009","CALGARY",10,NA,NA,1,10,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2440",2,1,"June 30, 2009","VICTORIA",10,NA,NA,5,2,0,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",349312.5,0.28627661477903
"2009-2","0580",1,1,"June 30, 2009","HALIFAX",213,NA,NA,213,1,0,6.30516431924883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1265",5,3,"June 30, 2009","OTTAWA",293,NA,NA,20,14.65,0,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",913793.7551,3.2064128077559
"2009-2","0140",4,3,"June 30, 2009","CALGARY",216,NA,NA,38,5.68421052631579,0.210526315789474,12.6315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2410",1,1,"June 30, 2009","VANCOUVER",870,NA,NA,870,1,0,13.5333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,3.75254555221516
"2009-2","1490",4,3,"June 30, 2009","REGINA",19,NA,NA,5,3.8,0,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",212027.969,0.896108192216849
"2009-2","2410",2,1,"June 30, 2009","VANCOUVER",84,NA,NA,42,2,0,9.69047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,0.362314742972498
"2009-2","0340",1,3,"June 30, 2009","EDMONTON",1,NA,NA,1,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2270",1,1,"June 30, 2009","TORONTO",2387,NA,NA,2387,1,0,8.82865521575199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",5622206.78,4.2456638352245
"2009-2","2680",2,3,"June 30, 2009","WINNIPEG",2,NA,NA,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",731924.719,0.0273252145757903
"2009-2","2680",4,3,"June 30, 2009","WINNIPEG",37,NA,NA,6,6.16666666666667,0,6.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",731924.719,0.50551646965212
"2009-2","2440",2,2,"June 30, 2009","VICTORIA",16,NA,NA,16,1,0,5.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",349312.5,0.458042583646448
"2009-2","1490",1,3,"June 30, 2009","REGINA",1,NA,NA,1,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",212027.969,0.0471635890640447
"2009-2","1400",5,3,"June 30, 2009","QUÉBEC",270,NA,NA,17,15.8823529411765,2.11764705882353,5.76470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",762091.656,3.54288093662057
"2009-2","0140",2,1,"June 30, 2009","CALGARY",196,NA,NA,98,2,0,11.9387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1265",4,1,"June 30, 2009","OTTAWA",487,NA,NA,98,4.96938775510204,0,8.16326530612245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",913793.7551,5.32943016169667
"2009-2","2410",4,2,"June 30, 2009","VANCOUVER",6,NA,NA,1,6,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,0.0258796244980356
"2009-2","2270",1,3,"June 30, 2009","TORONTO",21,NA,NA,21,1,0,6.23809523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",5622206.78,0.0373518812483094
"2009-2","0610",2,1,"June 30, 2009","HAMILTON",10,NA,NA,5,2,0,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2680",2,1,"June 30, 2009","WINNIPEG",8,NA,NA,4,2,0,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",731924.719,0.109300858303161
"2009-2","2440",2,3,"June 30, 2009","VICTORIA",4,NA,NA,2,2,0,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",349312.5,0.114510645911612
"2009-2","0580",5,2,"June 30, 2009","HALIFAX",174,NA,NA,5,34.8,0,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","0610",5,3,"June 30, 2009","HAMILTON",36,NA,NA,1,36,4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1060",2,1,"June 30, 2009","MONTRÉAL",202,NA,NA,101,2,0,4.86138613861386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",3925239.09,0.514618333733143
"2009-2","1060",5,4,"June 30, 2009","MONTRÉAL",58,NA,NA,2,29,1.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",3925239.09,0.147761699784764
"2009-2","1700",1,1,"June 30, 2009","SASKATOON",252,NA,NA,252,1,0,8.86507936507937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",260439.063,9.6759678481872
"2009-2","0610",1,1,"June 30, 2009","HAMILTON",329,NA,NA,329,1,0,8.10942249240122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1265",2,1,"June 30, 2009","OTTAWA",38,NA,NA,19,2,0,7.52631578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",913793.7551,0.415848760050254
"2009-2","2440",1,1,"June 30, 2009","VICTORIA",133,NA,NA,133,1,0,8.96240601503759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",349312.5,3.8074789765611
"2009-2","0580",4,3,"June 30, 2009","HALIFAX",4,NA,NA,1,4,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2270",5,2,"June 30, 2009","TORONTO",123,NA,NA,12,10.25,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",5622206.78,0.218775304454384
"2009-2","1700",2,1,"June 30, 2009","SASKATOON",12,NA,NA,6,2,0,10.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",260439.063,0.4607603737232
"2009-2","0340",4,1,"June 30, 2009","EDMONTON",30,NA,NA,8,3.75,0,23.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1265",4,2,"June 30, 2009","OTTAWA",3,NA,NA,1,3,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",913793.7551,0.0328301652671253
"2009-2","0580",5,3,"June 30, 2009","HALIFAX",127,NA,NA,2,63.5,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1400",2,1,"June 30, 2009","QUÉBEC",168,NA,NA,84,2,0,2.91666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",762091.656,2.2044592494528
"2009-2","1060",4,1,"June 30, 2009","MONTRÉAL",221,NA,NA,49,4.51020408163265,1.57142857142857,5.91836734693878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",3925239.09,0.563023028490221
"2009-2","1400",1,1,"June 30, 2009","QUÉBEC",355,NA,NA,355,1,0,3.9830985915493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",762091.656,4.65823234259371
"2009-2","2410",2,3,"June 30, 2009","VANCOUVER",98,NA,NA,49,2,0,11.1020408163265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,0.422700533467914
"2009-2","2440",4,3,"June 30, 2009","VICTORIA",17,NA,NA,4,4.25,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",349312.5,0.486670245124351
"2009-2","1265",5,1,"June 30, 2009","OTTAWA",8,NA,NA,1,8,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",913793.7551,0.0875471073790007
"2009-2","2270",4,1,"June 30, 2009","TORONTO",564,NA,NA,79,7.13924050632911,0.0632911392405063,13.4430379746835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",5622206.78,1.00316481066888
"2009-2","0140",2,3,"June 30, 2009","CALGARY",4,NA,NA,2,2,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1060",4,3,"June 30, 2009","MONTRÉAL",56,NA,NA,9,6.22222222222222,3.33333333333333,7.22222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",3925239.09,0.142666468757703
"2009-2","1400",4,1,"June 30, 2009","QUÉBEC",15,NA,NA,4,3.75,2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",762091.656,0.196826718701143
"2009-2","1060",4,2,"June 30, 2009","MONTRÉAL",24,NA,NA,6,4,0.333333333333333,1.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",3925239.09,0.0611427723247299
"2009-2","0580",1,2,"June 30, 2009","HALIFAX",1,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","0340",1,1,"June 30, 2009","EDMONTON",703,NA,NA,703,1,0,8.55903271692745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2440",1,2,"June 30, 2009","VICTORIA",2,NA,NA,2,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",349312.5,0.057255322955806
"2009-2","0340",4,2,"June 30, 2009","EDMONTON",8,NA,NA,1,8,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1400",5,1,"June 30, 2009","QUÉBEC",30,NA,NA,15,2,1.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",762091.656,0.393653437402285
"2009-2","1060",1,1,"June 30, 2009","MONTRÉAL",1249,NA,NA,1249,1,0,4.33146517213771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",3925239.09,3.18197177639949
"2009-2","0580",4,2,"June 30, 2009","HALIFAX",9,NA,NA,2,4.5,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","0610",2,3,"June 30, 2009","HAMILTON",2,NA,NA,1,2,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2680",1,1,"June 30, 2009","WINNIPEG",614,NA,NA,614,1,0,5.65798045602606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",731924.719,8.38884087476761
"2009-2","2410",1,3,"June 30, 2009","VANCOUVER",3,NA,NA,3,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,0.0129398122490178
"2009-2","1265",1,1,"June 30, 2009","OTTAWA",718,NA,NA,718,1,0,7.02785515320334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",913793.7551,7.85735288726532
"2009-2","1060",5,1,"June 30, 2009","MONTRÉAL",72,NA,NA,36,2,1.22222222222222,6.02777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",3925239.09,0.18342831697419
"2009-2","2410",1,2,"June 30, 2009","VANCOUVER",2,NA,NA,2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,0.00862654149934519
"2009-2","0610",4,1,"June 30, 2009","HAMILTON",115,NA,NA,20,5.75,0,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","2410",5,3,"June 30, 2009","VANCOUVER",3087,NA,NA,39,79.1538461538462,9.46153846153846,17.6410256410256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,13.3150668042393
"2009-2","2680",1,3,"June 30, 2009","WINNIPEG",2,NA,NA,2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",731924.719,0.0273252145757903
"2009-2","2270",4,3,"June 30, 2009","TORONTO",376,NA,NA,65,5.78461538461538,0,7.30769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",5622206.78,0.668776540445921
"2009-2","2410",4,3,"June 30, 2009","VANCOUVER",683,NA,NA,105,6.5047619047619,0.428571428571429,10.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",2318426.22,2.94596392202638
"2009-2","0610",5,2,"June 30, 2009","HAMILTON",123,NA,NA,1,123,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","0340",2,1,"June 30, 2009","EDMONTON",132,NA,NA,66,2,0,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009-2","1490",2,3,"June 30, 2009","REGINA",8,NA,NA,4,2,0,15.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",212027.969,0.377308712512357
"2009-2","1700",4,3,"June 30, 2009","SASKATOON",143,NA,NA,28,5.10714285714286,0,12.7857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",260439.063,5.49072778686813
"2009-2","1265",2,2,"June 30, 2009","OTTAWA",1,NA,NA,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2009",913793.7551,0.0109433884223751
"2009-2","0140",5,3,"June 30, 2009","CALGARY",650,NA,NA,9,72.2222222222222,0,21.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
