"reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","ref_qq","ref_yy","population","starts_per_10kpop"
"2011-1","2410",1,1,"March 31, 2011","VANCOUVER",553,NA,NA,553,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",2378819.53,2.3246824444896
"2011-1","2440",1,2,"March 31, 2011","VICTORIA",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",352333.625,0.0283821903174867
"2011-1","2680",1,1,"March 31, 2011","WINNIPEG",343,NA,NA,343,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",747035.938,4.59147923884754
"2011-1","0580",5,1,"March 31, 2011","HALIFAX",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","0140",1,1,"March 31, 2011","CALGARY",981,NA,NA,981,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","1400",5,4,"March 31, 2011","QUÉBEC",9,NA,NA,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",779017.688,0.115530111044154
"2011-1","0340",4,1,"March 31, 2011","EDMONTON",30,NA,NA,9,3.33333333333333,0,NA,NA,NA,30,NA,30,0,0,294000,285000,310000,NA,NA,NA,NA
"2011-1","0610",1,1,"March 31, 2011","HAMILTON",252,NA,NA,252,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","1265",5,3,"March 31, 2011","OTTAWA",351,NA,NA,12,29.25,0,NA,117,97,1,NA,215,79.7674418604651,858.60876744186,113757.674418605,0,468000,"1","2011",941342.4021,3.72871761876411
"2011-1","0340",1,1,"March 31, 2011","EDMONTON",801,NA,NA,801,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","0580",2,1,"March 31, 2011","HALIFAX",24,NA,NA,12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","1265",2,2,"March 31, 2011","OTTAWA",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",941342.4021,0.0106231271189861
"2011-1","0340",2,3,"March 31, 2011","EDMONTON",26,NA,NA,13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","2680",4,2,"March 31, 2011","WINNIPEG",3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",747035.938,0.0401587105438561
"2011-1","1700",5,2,"March 31, 2011","SASKATOON",201,NA,NA,3,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",272672.563,7.37147873583452
"2011-1","1060",5,3,"March 31, 2011","MONTRÉAL",1907,NA,NA,154,12.3831168831169,1.24675324675325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",3999470.75,4.7681308833175
"2011-1","2270",4,2,"March 31, 2011","TORONTO",4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",5778796.78,0.00692185614459348
"2011-1","1400",4,3,"March 31, 2011","QUÉBEC",3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",779017.688,0.038510037014718
"2011-1","1490",4,3,"March 31, 2011","REGINA",8,NA,NA,2,4,1,NA,NA,3,NA,NA,3,104,1119.4456,324930,249900,369900,"1","2011",219254.062,0.364873513723089
"2011-1","2270",5,2,"March 31, 2011","TORONTO",627,NA,NA,3,209,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",5778796.78,1.08500095066503
"2011-1","1490",1,1,"March 31, 2011","REGINA",169,NA,NA,169,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",219254.062,7.70795297740025
"2011-1","0610",4,1,"March 31, 2011","HAMILTON",14,NA,NA,3,4.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","0140",2,1,"March 31, 2011","CALGARY",156,NA,NA,78,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","2680",5,2,"March 31, 2011","WINNIPEG",31,NA,NA,1,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",747035.938,0.414973342286513
"2011-1","1060",4,3,"March 31, 2011","MONTRÉAL",57,NA,NA,15,3.8,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",3999470.75,0.14251885702627
"2011-1","1060",5,2,"March 31, 2011","MONTRÉAL",916,NA,NA,63,14.5396825396825,0.238095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",3999470.75,2.29030303572041
"2011-1","0340",5,2,"March 31, 2011","EDMONTON",237,NA,NA,1,237,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","2680",4,3,"March 31, 2011","WINNIPEG",46,NA,NA,10,4.6,0,NA,NA,5,12,NA,17,23.2941176470588,250.735552941176,237738.882352941,128670,404221,"1","2011",747035.938,0.615766895005793
"2011-1","1400",4,1,"March 31, 2011","QUÉBEC",86,NA,NA,20,4.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",779017.688,1.10395439442191
"2011-1","0580",1,1,"March 31, 2011","HALIFAX",147,NA,NA,147,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","2440",2,3,"March 31, 2011","VICTORIA",6,NA,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",352333.625,0.17029314190492
"2011-1","0580",5,2,"March 31, 2011","HALIFAX",295,NA,NA,3,98.3333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","2680",1,3,"March 31, 2011","WINNIPEG",5,NA,NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",747035.938,0.0669311842397601
"2011-1","2270",2,3,"March 31, 2011","TORONTO",6,NA,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",5778796.78,0.0103827842168902
"2011-1","2270",2,1,"March 31, 2011","TORONTO",410,NA,NA,205,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",5778796.78,0.709490254820832
"2011-1","2410",1,2,"March 31, 2011","VANCOUVER",68,NA,NA,68,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",2378819.53,0.285856069123495
"2011-1","2270",5,3,"March 31, 2011","TORONTO",4064,NA,NA,23,176.695652173913,14.3478260869565,53,746,407,54,NA,1260,40.2230158730159,432.956520555556,286748.079365079,0,1029900,"1","2011",5778796.78,7.03260584290697
"2011-1","2410",1,3,"March 31, 2011","VANCOUVER",4,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",2378819.53,0.0168150628896174
"2011-1","2680",2,1,"March 31, 2011","WINNIPEG",10,NA,NA,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",747035.938,0.13386236847952
"2011-1","2270",4,3,"March 31, 2011","TORONTO",226,NA,NA,31,7.29032258064516,0.67741935483871,NA,NA,6,148,2,156,152.801282051282,1644.73771987179,388204.743589744,299990,529900,"1","2011",5778796.78,0.391084872169531
"2011-1","0580",5,3,"March 31, 2011","HALIFAX",28,NA,NA,1,28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","1060",5,1,"March 31, 2011","MONTRÉAL",76,NA,NA,38,2,0.0526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",3999470.75,0.190025142701694
"2011-1","2270",1,1,"March 31, 2011","TORONTO",1903,NA,NA,1903,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",5778796.78,3.29307306079035
"2011-1","1700",4,1,"March 31, 2011","SASKATOON",8,NA,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",272672.563,0.293392188490926
"2011-1","1700",2,1,"March 31, 2011","SASKATOON",30,NA,NA,15,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",272672.563,1.10022070684097
"2011-1","1060",2,1,"March 31, 2011","MONTRÉAL",254,NA,NA,127,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",3999470.75,0.635084029555661
"2011-1","0340",2,1,"March 31, 2011","EDMONTON",204,NA,NA,102,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","1400",1,1,"March 31, 2011","QUÉBEC",215,NA,NA,215,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",779017.688,2.75988598605479
"2011-1","0140",2,3,"March 31, 2011","CALGARY",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","2680",4,1,"March 31, 2011","WINNIPEG",4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",747035.938,0.0535449473918081
"2011-1","1490",2,1,"March 31, 2011","REGINA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",219254.062,0.0912183784307722
"2011-1","1490",5,3,"March 31, 2011","REGINA",104,NA,NA,10,10.4,1.9,NA,NA,68,NA,NA,68,16.9852941176471,182.828007352941,55198.5294117647,0,299900,"1","2011",219254.062,4.74335567840016
"2011-1","0140",5,2,"March 31, 2011","CALGARY",49,NA,NA,2,24.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","2410",5,3,"March 31, 2011","VANCOUVER",1850,NA,NA,27,68.5185185185185,6.96296296296296,4,484,315,16,NA,819,72.1025641025641,776.10478974359,333944.031746032,0,2569800,"1","2011",2378819.53,7.77696658644803
"2011-1","1700",1,1,"March 31, 2011","SASKATOON",290,NA,NA,290,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",272672.563,10.6354668327961
"2011-1","0610",5,2,"March 31, 2011","HAMILTON",12,NA,NA,1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","1265",4,1,"March 31, 2011","OTTAWA",345,NA,NA,73,4.72602739726027,0,NA,NA,10,235,15,260,163.511538461538,1760.02184884615,308097.911538462,256900,789900,"1","2011",941342.4021,3.66497885605019
"2011-1","0140",5,3,"March 31, 2011","CALGARY",147,NA,NA,5,29.4,1.4,NA,15,46,NA,NA,61,77.2295081967213,831.290703278689,273364.754098361,181900,339900,NA,NA,NA,NA
"2011-1","2410",4,3,"March 31, 2011","VANCOUVER",604,NA,NA,109,5.54128440366972,0.330275229357798,NA,NA,24,66,4,94,124.755319148936,1342.85377978723,420576.819148936,0,787413,"1","2011",2378819.53,2.53907449633222
"2011-1","2440",1,3,"March 31, 2011","VICTORIA",2,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",352333.625,0.0567643806349735
"2011-1","2680",5,3,"March 31, 2011","WINNIPEG",48,NA,NA,1,48,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",747035.938,0.642539368701697
"2011-1","0140",4,3,"March 31, 2011","CALGARY",213,NA,NA,42,5.07142857142857,0,NA,6,44,41,NA,91,120.043956043956,1292.14113846154,319475.868131868,244900,404540,NA,NA,NA,NA
"2011-1","1400",5,1,"March 31, 2011","QUÉBEC",44,NA,NA,22,2,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",779017.688,0.564813876215863
"2011-1","2440",4,3,"March 31, 2011","VICTORIA",36,NA,NA,7,5.14285714285714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",352333.625,1.02175885142952
"2011-1","2410",2,1,"March 31, 2011","VANCOUVER",72,NA,NA,36,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",2378819.53,0.302671132013112
"2011-1","2270",5,1,"March 31, 2011","TORONTO",654,NA,NA,3,218,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",5778796.78,1.13172347964103
"2011-1","2410",5,2,"March 31, 2011","VANCOUVER",365,NA,NA,20,18.25,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",2378819.53,1.53437448867758
"2011-1","1490",5,2,"March 31, 2011","REGINA",44,NA,NA,2,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",219254.062,2.00680432547699
"2011-1","1060",5,4,"March 31, 2011","MONTRÉAL",91,NA,NA,1,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",3999470.75,0.227530105077028
"2011-1","1400",5,2,"March 31, 2011","QUÉBEC",157,NA,NA,11,14.2727272727273,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",779017.688,2.01535860377024
"2011-1","1700",5,3,"March 31, 2011","SASKATOON",50,NA,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",272672.563,1.83370117806829
"2011-1","1265",1,1,"March 31, 2011","OTTAWA",341,NA,NA,341,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",941342.4021,3.62248634757425
"2011-1","2440",5,2,"March 31, 2011","VICTORIA",102,NA,NA,25,4.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",352333.625,2.89498341238365
"2011-1","1490",2,3,"March 31, 2011","REGINA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",219254.062,0.0912183784307722
"2011-1","2410",5,1,"March 31, 2011","VANCOUVER",246,NA,NA,123,2,1.65853658536585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",2378819.53,1.03412636771147
"2011-1","1400",2,1,"March 31, 2011","QUÉBEC",120,NA,NA,60,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",779017.688,1.54040148058872
"2011-1","1060",1,1,"March 31, 2011","MONTRÉAL",914,NA,NA,914,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",3999470.75,2.28530237407037
"2011-1","0580",4,1,"March 31, 2011","HALIFAX",21,NA,NA,4,5.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-1","2440",2,1,"March 31, 2011","VICTORIA",6,NA,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2011",352333.625,0.17029314190492
"2011-2","1400",4,1,"June 30, 2011","QUÉBEC",74,NA,NA,17,4.35294117647059,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",780713.813,0.947850528167868
"2011-2","0340",2,3,"June 30, 2011","EDMONTON",32,NA,NA,16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","1700",2,1,"June 30, 2011","SASKATOON",14,NA,NA,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",274808.438,0.509445783466081
"2011-2","1265",1,1,"June 30, 2011","OTTAWA",534,NA,NA,534,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",944833.0139,5.65179235001327
"2011-2","2410",1,2,"June 30, 2011","VANCOUVER",62,NA,NA,62,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",2388987.22,0.259524201221972
"2011-2","2680",5,3,"June 30, 2011","WINNIPEG",76,NA,NA,4,19,0.75,NA,NA,36,NA,NA,36,0,0,229232.555555556,199900,250000,"2","2011",749757.063,1.01366167456831
"2011-2","1060",5,2,"June 30, 2011","MONTRÉAL",499,NA,NA,101,4.94059405940594,0.227722772277228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",4008983.75,1.24470447155093
"2011-2","0580",4,3,"June 30, 2011","HALIFAX",6,NA,NA,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","0610",5,2,"June 30, 2011","HAMILTON",59,NA,NA,1,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","2270",2,3,"June 30, 2011","TORONTO",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",5800133.97,0.00344819621468157
"2011-2","2270",5,2,"June 30, 2011","TORONTO",236,NA,NA,1,236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",5800133.97,0.406887153332426
"2011-2","1265",5,3,"June 30, 2011","OTTAWA",163,NA,NA,12,13.5833333333333,0,NA,NA,28,6,NA,34,100.764705882353,1084.62121764706,267735.294117647,184900,347900,"2","2011",944833.0139,1.72517257125873
"2011-2","2270",4,3,"June 30, 2011","TORONTO",370,NA,NA,30,12.3333333333333,0,NA,NA,NA,30,NA,30,51.1,550.03529,338315.333333333,251110,419900,"2","2011",5800133.97,0.637916299716091
"2011-2","1400",4,3,"June 30, 2011","QUÉBEC",4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",780713.813,0.0512351636847496
"2011-2","1265",5,1,"June 30, 2011","OTTAWA",3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",944833.0139,0.0317516424158049
"2011-2","1700",4,3,"June 30, 2011","SASKATOON",191,NA,NA,44,4.34090909090909,0,NA,NA,NA,9,NA,9,0,0,147166.666666667,0,264900,"2","2011",274808.438,6.95029604585868
"2011-2","0580",5,3,"June 30, 2011","HALIFAX",50,NA,NA,1,50,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","0140",2,1,"June 30, 2011","CALGARY",232,NA,NA,116,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","2410",4,3,"June 30, 2011","VANCOUVER",876,NA,NA,155,5.65161290322581,0.451612903225806,NA,NA,86,237,9,332,116.177710843373,1250.52526174699,366701.147590361,0,674900,"2","2011",2388987.22,3.66682581081367
"2011-2","1060",5,3,"June 30, 2011","MONTRÉAL",3038,NA,NA,189,16.0740740740741,1.61904761904762,NA,97,57,9,NA,163,81.0368098159509,872.272117177913,216037.208588957,144200,379564,"2","2011",4008983.75,7.57798032980303
"2011-2","2680",2,1,"June 30, 2011","WINNIPEG",20,NA,NA,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",749757.063,0.266753072254819
"2011-2","1490",5,3,"June 30, 2011","REGINA",39,NA,NA,5,7.8,0.8,NA,NA,27,NA,NA,27,79.2962962962963,853.537403703704,207634.481481481,187721,244900,"2","2011",220747.937,1.76672092749841
"2011-2","2270",2,1,"June 30, 2011","TORONTO",582,NA,NA,291,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",5800133.97,1.00342509847234
"2011-2","1265",5,2,"June 30, 2011","OTTAWA",9,NA,NA,2,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",944833.0139,0.0952549272474146
"2011-2","1265",2,1,"June 30, 2011","OTTAWA",98,NA,NA,49,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",944833.0139,1.03722031891629
"2011-2","2440",5,2,"June 30, 2011","VICTORIA",50,NA,NA,11,4.54545454545455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",353585.375,1.41408563631909
"2011-2","1490",2,2,"June 30, 2011","REGINA",14,NA,NA,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",220747.937,0.634207512435326
"2011-2","1060",4,1,"June 30, 2011","MONTRÉAL",313,NA,NA,72,4.34722222222222,0.472222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",4008983.75,0.78074649217523
"2011-2","2680",4,3,"June 30, 2011","WINNIPEG",16,NA,NA,3,5.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",749757.063,0.213402457803855
"2011-2","0610",2,1,"June 30, 2011","HAMILTON",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","2410",2,1,"June 30, 2011","VANCOUVER",74,NA,NA,37,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",2388987.22,0.309754691781064
"2011-2","0340",4,3,"June 30, 2011","EDMONTON",195,NA,NA,37,5.27027027027027,0,NA,NA,52,122,NA,174,121.614942528736,1309.05107988506,274830.390804598,0,346000,NA,NA,NA,NA
"2011-2","1060",1,1,"June 30, 2011","MONTRÉAL",1497,NA,NA,1497,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",4008983.75,3.73411341465278
"2011-2","1060",5,1,"June 30, 2011","MONTRÉAL",132,NA,NA,66,2,0.242424242424242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",4008983.75,0.329260501492429
"2011-2","0340",4,1,"June 30, 2011","EDMONTON",24,NA,NA,7,3.42857142857143,0,NA,NA,9,NA,NA,9,165.222222222222,1778.43547777778,746700,709700,783700,NA,NA,NA,NA
"2011-2","2410",1,1,"June 30, 2011","VANCOUVER",959,NA,NA,959,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",2388987.22,4.01425337051405
"2011-2","2270",5,3,"June 30, 2011","TORONTO",6454,NA,NA,25,258.16,12.2,55,1004,584,92,NA,1735,23.8409221902017,256.621302363112,389940.734870317,0,1775000,"2","2011",5800133.97,11.1273291847774
"2011-2","2410",5,3,"June 30, 2011","VANCOUVER",1366,NA,NA,19,71.8947368421053,6.52631578947368,NA,157,94,2,NA,253,56.7391304347826,610.734326086956,485225.869565217,241900,939900,"2","2011",2388987.22,5.7179041753099
"2011-2","0340",1,3,"June 30, 2011","EDMONTON",11,NA,NA,11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","1490",4,3,"June 30, 2011","REGINA",47,NA,NA,8,5.875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",220747.937,2.12912522031859
"2011-2","2440",1,1,"June 30, 2011","VICTORIA",149,NA,NA,149,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",353585.375,4.2139751962309
"2011-2","2680",4,2,"June 30, 2011","WINNIPEG",38,NA,NA,5,7.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",749757.063,0.506830837284156
"2011-2","2680",1,1,"June 30, 2011","WINNIPEG",530,NA,NA,530,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",749757.063,7.06895641475271
"2011-2","2680",1,3,"June 30, 2011","WINNIPEG",6,NA,NA,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",749757.063,0.0800259216764457
"2011-2","1490",1,1,"June 30, 2011","REGINA",257,NA,NA,257,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",220747.937,11.6422379068485
"2011-2","2680",5,2,"June 30, 2011","WINNIPEG",199,NA,NA,5,39.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",749757.063,2.65419306893545
"2011-2","2410",1,3,"June 30, 2011","VANCOUVER",13,NA,NA,13,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",2388987.22,0.054416364772349
"2011-2","1060",2,1,"June 30, 2011","MONTRÉAL",394,NA,NA,197,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",4008983.75,0.98279270900013
"2011-2","1700",5,3,"June 30, 2011","SASKATOON",113,NA,NA,5,22.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",274808.438,4.11195525226194
"2011-2","0340",5,2,"June 30, 2011","EDMONTON",230,NA,NA,3,76.6666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","2410",5,1,"June 30, 2011","VANCOUVER",580,NA,NA,290,2,1.55862068965517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",2388987.22,2.42780704368942
"2011-2","2410",5,2,"June 30, 2011","VANCOUVER",653,NA,NA,12,54.4166666666667,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",2388987.22,2.73337586125722
"2011-2","0580",1,2,"June 30, 2011","HALIFAX",3,NA,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","2270",4,2,"June 30, 2011","TORONTO",4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",5800133.97,0.00689639242936314
"2011-2","0610",1,1,"June 30, 2011","HAMILTON",375,NA,NA,375,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","1400",1,1,"June 30, 2011","QUÉBEC",515,NA,NA,515,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",780713.813,6.59652732441151
"2011-2","0580",5,2,"June 30, 2011","HALIFAX",328,NA,NA,4,82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","0580",2,1,"June 30, 2011","HALIFAX",46,NA,NA,23,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-2","1265",4,0,"June 30, 2011","OTTAWA",5,NA,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",944833.0139,0.0529194040263415
"2011-2","2410",4,1,"June 30, 2011","VANCOUVER",7,NA,NA,2,3.5,0,NA,NA,NA,NA,4,4,200.5,2158.16195,553371.25,525999,572343,"2","2011",2388987.22,0.0293011194928033
"2011-2","2440",1,2,"June 30, 2011","VICTORIA",10,NA,NA,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2011",353585.375,0.282817127263819
"2011-2","0610",4,3,"June 30, 2011","HAMILTON",39,NA,NA,8,4.875,0,NA,NA,30,NA,NA,30,0,0,255890,0,368900,NA,NA,NA,NA
