"reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","ref_qq","ref_yy","population","starts_per_10kpop"
"1998-1","2440",2,3,"March 31, 1998","VICTORIA",4,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",319335.557,0.125260088089721
"1998-1","1400",4,1,"March 31, 1998","QUÉBEC",4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",695701.121,0.0574959545019908
"1998-1","1700",2,3,"March 31, 1998","SASKATOON",12,NA,NA,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",231590.323,0.51815636528129
"1998-1","2270",1,1,"March 31, 1998","TORONTO",2314,NA,NA,2314,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",4583528.5,5.04851229789451
"1998-1","2270",4,1,"March 31, 1998","TORONTO",686,NA,NA,115,5.96521739130435,0.121739130434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",4583528.5,1.49666354207245
"1998-1","1490",2,3,"March 31, 1998","REGINA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",199678.609,0.10016095414607
"1998-1","1490",2,1,"March 31, 1998","REGINA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",199678.609,0.10016095414607
"1998-1","1700",4,3,"March 31, 1998","SASKATOON",21,NA,NA,5,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",231590.323,0.906773639242258
"1998-1","2410",2,2,"March 31, 1998","VANCOUVER",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",1989320.31,0.0100536851202208
"1998-1","0340",2,1,"March 31, 1998","EDMONTON",8,NA,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-1","2440",1,2,"March 31, 1998",NA,1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",319335.557,0.0313150220224302
"1998-1","0140",5,1,"March 31, 1998","CALGARY",8,NA,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-1","2270",2,1,"March 31, 1998","TORONTO",476,NA,NA,238,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",4583528.5,1.03850123327476
"1998-1","1060",5,2,"March 31, 1998","MONTRÉAL",119,NA,NA,12,9.91666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",3537644.21,0.336382046740647
"1998-1","0610",4,3,"March 31, 1998","HAMILTON",34,NA,NA,10,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-1","2410",2,1,"March 31, 1998","VANCOUVER",40,NA,NA,20,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",1989320.31,0.201073702404416
"1998-1","1700",1,1,"March 31, 1998","SASKATOON",111,NA,NA,111,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",231590.323,4.79294637885194
"1998-1","1400",2,1,"March 31, 1998","QUÉBEC",22,NA,NA,11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",695701.121,0.316227749760949
"1998-1","1060",2,1,"March 31, 1998","MONTRÉAL",154,NA,NA,77,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",3537644.21,0.435317942840838
"1998-1","1060",4,3,"March 31, 1998","MONTRÉAL",92,NA,NA,21,4.38095238095238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",3537644.21,0.260060069749072
"1998-1","2680",1,3,"March 31, 1998","WINNIPEG",10,NA,NA,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",685038.256,0.145977248896885
"1998-1","0340",4,2,"March 31, 1998","EDMONTON",4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-1","1400",1,1,"March 31, 1998","QUÉBEC",117,NA,NA,117,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",695701.121,1.68175666918323
"1998-1","2270",5,3,"March 31, 1998","TORONTO",1086,NA,NA,11,98.7272727272727,2.09090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",4583528.5,2.36935365406804
"1998-1","0580",2,1,"March 31, 1998",NA,22,NA,NA,11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-1","2410",5,2,"March 31, 1998","VANCOUVER",163,NA,NA,7,23.2857142857143,1.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",1989320.31,0.819375337297994
"1998-1","0140",2,3,"March 31, 1998","CALGARY",80,NA,NA,40,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-1","2680",1,1,"March 31, 1998","WINNIPEG",177,NA,NA,177,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",685038.256,2.58379730547486
"1998-1","2410",2,3,"March 31, 1998","VANCOUVER",128,NA,NA,64,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",1989320.31,0.64343584769413
"1998-1","1265",1,1,"March 31, 1998",NA,190,NA,NA,190,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",781023.6194,2.43270491801467
"1998-1","2270",2,3,"March 31, 1998","TORONTO",124,NA,NA,62,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",4583528.5,0.270533934718634
"1998-1","2410",1,1,"March 31, 1998","VANCOUVER",759,NA,NA,759,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",1989320.31,3.81537350312379
"1998-1","2440",2,1,"March 31, 1998","VICTORIA",13,NA,NA,7,1.85714285714286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",319335.557,0.407095286291592
"1998-1","2440",5,2,"March 31, 1998","VICTORIA",3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",319335.557,0.0939450660672905
"1998-1","1060",1,1,"March 31, 1998","MONTRÉAL",835,NA,NA,835,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",3537644.21,2.36032780696168
"1998-1","2440",5,1,"March 31, 1998","VICTORIA",4,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",319335.557,0.125260088089721
"1998-1","0140",5,3,"March 31, 1998","CALGARY",481,NA,NA,14,34.3571428571429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-1","1060",5,1,"March 31, 1998","MONTRÉAL",14,NA,NA,6,2.33333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",3537644.21,0.0395743584400761
"1998-1","2270",4,3,"March 31, 1998","TORONTO",638,NA,NA,102,6.25490196078431,0.0490196078431373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",4583528.5,1.39194072863297
"1998-1","2410",5,1,"March 31, 1998","VANCOUVER",20,NA,NA,10,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1998",1989320.31,0.100536851202208
"1998-2","1400",4,1,"June 30, 1998","QUÉBEC",44,NA,NA,11,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",696275.156,0.631934079807954
"1998-2","0140",4,3,"June 30, 1998","CALGARY",219,NA,NA,50,4.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1265",1,1,"June 30, 1998",NA,710,NA,NA,710,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",783353.4258,9.06359730634882
"1998-2","1265",4,1,"June 30, 1998",NA,349,NA,NA,74,4.71621621621622,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",783353.4258,4.45520487312076
"1998-2","1265",2,2,"June 30, 1998",NA,2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",783353.4258,0.025531260017884
"1998-2","2410",4,1,"June 30, 1998","VANCOUVER",53,NA,NA,13,4.07692307692308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,0.265501807709134
"1998-2","2270",1,3,"June 30, 1998","TORONTO",6,NA,NA,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",4604382.06,0.0130310645854614
"1998-2","1490",1,3,"June 30, 1998","REGINA",8,NA,NA,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",199701.754,0.400597382835205
"1998-2","0340",1,1,"June 30, 1998","EDMONTON",1137,NA,NA,1137,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0340",5,3,"June 30, 1998","EDMONTON",285,NA,NA,5,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0610",2,3,"June 30, 1998","HAMILTON",10,NA,NA,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1700",1,1,"June 30, 1998","SASKATOON",228,NA,NA,228,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",231845.387,9.83414002539546
"1998-2","2440",2,1,"June 30, 1998","VICTORIA",28,NA,NA,18,1.55555555555556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",319619.063,0.876042866066471
"1998-2","1060",4,1,"June 30, 1998","MONTRÉAL",77,NA,NA,21,3.66666666666667,0.238095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",3543836.55,0.217278643960033
"1998-2","2680",1,1,"June 30, 1998","WINNIPEG",320,NA,NA,320,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",685743.665,4.66646673287168
"1998-2","1400",1,1,"June 30, 1998",NA,569,NA,NA,569,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",696275.156,8.17205662297105
"1998-2","2270",4,1,"June 30, 1998","TORONTO",974,NA,NA,147,6.62585034013605,0.149659863945578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",4604382.06,2.11537615103991
"1998-2","0340",5,2,"June 30, 1998","EDMONTON",99,NA,NA,1,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0140",1,1,"June 30, 1998","CALGARY",2797,NA,NA,2797,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","2270",2,1,"June 30, 1998","TORONTO",616,NA,NA,308,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",4604382.06,1.33785596410737
"1998-2","2410",5,2,"June 30, 1998","VANCOUVER",64,NA,NA,2,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,0.320605956478954
"1998-2","2410",1,3,"June 30, 1998","VANCOUVER",6,NA,NA,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,0.0300568084199019
"1998-2","0340",2,3,"June 30, 1998","EDMONTON",50,NA,NA,25,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0580",2,2,"June 30, 1998",NA,2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1700",1,3,"June 30, 1998","SASKATOON",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",231845.387,0.0431321930938397
"1998-2","2270",5,1,"June 30, 1998","TORONTO",8,NA,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",4604382.06,0.0173747527806153
"1998-2","0610",4,2,"June 30, 1998",NA,7,NA,NA,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0610",4,3,"June 30, 1998",NA,138,NA,NA,27,5.11111111111111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1490",4,3,"June 30, 1998","REGINA",8,NA,NA,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",199701.754,0.400597382835205
"1998-2","1265",5,1,"June 30, 1998",NA,13,NA,NA,3,4.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",783353.4258,0.165953190116246
"1998-2","2440",5,2,"June 30, 1998","VICTORIA",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",319619.063,0.0312872452166597
"1998-2","2270",5,3,"June 30, 1998","TORONTO",922,NA,NA,8,115.25,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",4604382.06,2.00244025796591
"1998-2","0340",1,3,"June 30, 1998","EDMONTON",5,NA,NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","2410",4,3,"June 30, 1998","VANCOUVER",316,NA,NA,73,4.32876712328767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,1.58299191011483
"1998-2","1060",5,2,"June 30, 1998","MONTRÉAL",283,NA,NA,57,4.96491228070175,0.245614035087719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",3543836.55,0.798569561567392
"1998-2","0340",4,2,"June 30, 1998","EDMONTON",4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0580",5,3,"June 30, 1998",NA,80,NA,NA,2,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","2680",5,3,"June 30, 1998","WINNIPEG",95,NA,NA,3,31.6666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",685743.665,1.38535731132128
"1998-2","2270",4,3,"June 30, 1998","TORONTO",394,NA,NA,55,7.16363636363636,0.109090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",4604382.06,0.855706574445301
"1998-2","0580",4,2,"June 30, 1998",NA,4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","2410",1,1,"June 30, 1998","VANCOUVER",879,NA,NA,879,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,4.40332243351563
"1998-2","0140",4,1,"June 30, 1998","CALGARY",3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1490",2,3,"June 30, 1998","REGINA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",199701.754,0.100149345708801
"1998-2","2440",5,1,"June 30, 1998","VICTORIA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",319619.063,0.0625744904333194
"1998-2","0580",4,1,"June 30, 1998",NA,16,NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0610",5,3,"June 30, 1998","HAMILTON",256,NA,NA,17,15.0588235294118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","2270",1,1,"June 30, 1998","TORONTO",3764,NA,NA,3764,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",4604382.06,8.17482118327948
"1998-2","2410",4,2,"June 30, 1998","VANCOUVER",13,NA,NA,2,6.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,0.0651230849097875
"1998-2","0340",4,0,"June 30, 1998","EDMONTON",16,NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1060",1,1,"June 30, 1998","MONTRÉAL",2408,NA,NA,2408,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",3543836.55,6.79489577475011
"1998-2","2680",4,2,"June 30, 1998","WINNIPEG",40,NA,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",685743.665,0.58330834160896
"1998-2","2410",2,1,"June 30, 1998","VANCOUVER",68,NA,NA,34,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,0.340643828758888
"1998-2","0610",2,1,"June 30, 1998","HAMILTON",84,NA,NA,42,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0140",5,2,"June 30, 1998","CALGARY",14,NA,NA,3,4.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1060",2,1,"June 30, 1998","MONTRÉAL",380,NA,NA,190,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",3543836.55,1.07228421694562
"1998-2","1700",2,3,"June 30, 1998","SASKATOON",14,NA,NA,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",231845.387,0.603850703313756
"1998-2","1700",5,3,"June 30, 1998","SASKATOON",117,NA,NA,3,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",231845.387,5.04646659197925
"1998-2","2410",5,3,"June 30, 1998","VANCOUVER",1751,NA,NA,26,67.3461538461538,9.23076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,8.77157859054137
"1998-2","1060",4,2,"June 30, 1998","MONTRÉAL",4,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",3543836.55,0.0112872022836381
"1998-2","0140",2,1,"June 30, 1998","CALGARY",50,NA,NA,25,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0580",1,1,"June 30, 1998",NA,159,NA,NA,159,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0340",1,2,"June 30, 1998","EDMONTON",5,NA,NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1060",4,3,"June 30, 1998","MONTRÉAL",334,NA,NA,78,4.28205128205128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",3543836.55,0.942481390683778
"1998-2","2410",5,1,"June 30, 1998","VANCOUVER",24,NA,NA,12,2,1.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,0.120227233679608
"1998-2","0140",5,3,"June 30, 1998","CALGARY",349,NA,NA,23,15.1739130434783,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","0140",4,2,"June 30, 1998","CALGARY",6,NA,NA,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1700",2,1,"June 30, 1998","SASKATOON",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",231845.387,0.0862643861876795
"1998-2","2410",2,3,"June 30, 1998","VANCOUVER",144,NA,NA,72,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",1996219.93,0.721363402077646
"1998-2","1400",2,1,"June 30, 1998","QUÉBEC",90,NA,NA,45,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",696275.156,1.29259243597082
"1998-2","2440",1,2,"June 30, 1998",NA,4,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",319619.063,0.125148980866639
"1998-2","0140",1,3,"June 30, 1998","CALGARY",20,NA,NA,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1490",1,1,"June 30, 1998","REGINA",154,NA,NA,154,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",199701.754,7.7114996195777
"1998-2","2270",5,2,"June 30, 1998","TORONTO",134,NA,NA,2,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",4604382.06,0.291027109075306
"1998-2","1700",2,2,"June 30, 1998","SASKATOON",8,NA,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",231845.387,0.345057544750718
"1998-2","0340",4,1,"June 30, 1998","EDMONTON",21,NA,NA,5,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1400",5,3,"June 30, 1998","QUÉBEC",152,NA,NA,7,21.7142857142857,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",696275.156,2.18304500297293
"1998-2","0340",4,3,"June 30, 1998","EDMONTON",33,NA,NA,10,3.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1060",2,3,"June 30, 1998","MONTRÉAL",12,NA,NA,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",3543836.55,0.0338616068509142
"1998-2","1060",5,3,"June 30, 1998","MONTRÉAL",749,NA,NA,107,7,0.0841121495327103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",3543836.55,2.11352862761123
"1998-2","1700",4,3,"June 30, 1998","SASKATOON",28,NA,NA,5,5.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",231845.387,1.20770140662751
"1998-2","1265",2,1,"June 30, 1998",NA,46,NA,NA,23,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",783353.4258,0.587218980411332
"1998-2","0610",1,1,"June 30, 1998","HAMILTON",494,NA,NA,494,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1265",5,2,"June 30, 1998",NA,3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",783353.4258,0.038296890026826
"1998-2","2680",2,3,"June 30, 1998","WINNIPEG",16,NA,NA,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",685743.665,0.233323336643584
"1998-2","1400",5,2,"June 30, 1998","QUÉBEC",83,NA,NA,23,3.60869565217391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",696275.156,1.19205746872864
"1998-2","0580",2,1,"June 30, 1998",NA,20,NA,NA,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","1490",5,3,"June 30, 1998","REGINA",35,NA,NA,2,17.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",199701.754,1.75261354990402
"1998-2","2680",5,2,"June 30, 1998","WINNIPEG",182,NA,NA,3,60.6666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",685743.665,2.65405295432077
"1998-2","2440",5,3,"June 30, 1998","VICTORIA",34,NA,NA,1,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",319619.063,1.06376633736643
"1998-2","0140",2,3,"June 30, 1998","CALGARY",64,NA,NA,32,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","2440",4,3,"June 30, 1998","VICTORIA",26,NA,NA,5,5.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",319619.063,0.813468375633152
"1998-2","2440",4,2,"June 30, 1998","VICTORIA",22,NA,NA,2,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",319619.063,0.688319394766513
"1998-2","0340",2,1,"June 30, 1998","EDMONTON",18,NA,NA,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","2680",1,3,"June 30, 1998","WINNIPEG",6,NA,NA,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",685743.665,0.087496251241344
"1998-2","0610",4,1,"June 30, 1998","HAMILTON",247,NA,NA,44,5.61363636363636,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-2","2440",1,1,"June 30, 1998",NA,141,NA,NA,141,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1998",319619.063,4.41150157554902
"1998-3","0610",2,1,"September 30, 1998","HAMILTON",38,NA,NA,19,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-3","1060",2,2,"September 30, 1998","MONTRÉAL",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1998",3551212.73,0.00563187888775111
"1998-3","0340",2,1,"September 30, 1998","EDMONTON",40,NA,NA,20,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-3","0140",1,3,"September 30, 1998","CALGARY",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-3","2270",2,1,"September 30, 1998","TORONTO",742,NA,NA,371,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1998",4621142.46,1.60566354840314
"1998-3","2410",4,3,"September 30, 1998","VANCOUVER",330,NA,NA,69,4.78260869565217,0.173913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1998",2003029.82,1.64750417944352
"1998-3","2680",1,3,"September 30, 1998","WINNIPEG",37,NA,NA,37,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1998",686857.254,0.538685436959802
"1998-3","2440",1,2,"September 30, 1998",NA,2,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1998",320093.69,0.0624817065278606
"1998-3","1700",2,3,"September 30, 1998","SASKATOON",16,NA,NA,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1998",232086.328,0.689398644800826
