"reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","underconstr_per_10kpop"
"2001-4","1060",5,3,"December 31, 2001","MONTRÉAL",1965,184,10.679347826087,0.016304347826087,"4","2001",3666625.51,5.35915106312561
"2001-4","1060",5,1,"December 31, 2001","MONTRÉAL",2,1,2,0,"4","2001",3666625.51,0.00545460668002607
"2001-4","1060",4,1,"December 31, 2001","MONTRÉAL",50,10,5,0,"4","2001",3666625.51,0.136365167000652
"2001-4","1060",5,2,"December 31, 2001","MONTRÉAL",1038,63,16.4761904761905,0,"4","2001",3666625.51,2.83094086693353
"2002-1","1060",5,1,"March 31, 2002","MONTRÉAL",24,12,2,0,"1","2002",3675303.98,0.0653007210576362
"2002-1","1060",4,3,"March 31, 2002","MONTRÉAL",330,57,5.78947368421053,0,"1","2002",3675303.98,0.897884914542497
"2002-1","1060",5,3,"March 31, 2002","MONTRÉAL",2466,236,10.4491525423729,0.0127118644067797,"1","2002",3675303.98,6.70964908867212
"2002-1","1060",1,1,"March 31, 2002","MONTRÉAL",3095,3095,1,0,"1","2002",3675303.98,8.42107215305766
"2002-1","1060",5,2,"March 31, 2002","MONTRÉAL",1219,89,13.6966292134831,0,"1","2002",3675303.98,3.31673245705244
"2002-1","1060",4,1,"March 31, 2002","MONTRÉAL",101,23,4.39130434782609,0,"1","2002",3675303.98,0.274807201117552
"2002-1","1060",2,1,"March 31, 2002","MONTRÉAL",287,144,1.99305555555556,0,"1","2002",3675303.98,0.780887789314232
"2002-1","1060",5,4,"March 31, 2002","MONTRÉAL",54,3,18,0,"1","2002",3675303.98,0.146926622379681
"2002-2","1060",4,1,"June 30, 2002","MONTRÉAL",83,19,4.36842105263158,0,"2","2002",3683462.96,0.225331436480632
"2002-2","1060",5,3,"June 30, 2002","MONTRÉAL",3003,288,10.4270833333333,1.65972222222222,"2","2002",3683462.96,8.1526542620643
"2002-2","1060",5,2,"June 30, 2002","MONTRÉAL",1637,110,14.8818181818182,1.20909090909091,"2","2002",3683462.96,4.44418748817824
"2002-2","1060",1,1,"June 30, 2002","MONTRÉAL",4337,4337,1,0,"2","2002",3683462.96,11.774246265259
"2002-2","1060",4,3,"June 30, 2002","MONTRÉAL",479,78,6.14102564102564,0.0897435897435897,"2","2002",3683462.96,1.30040672378582
"2002-2","1060",5,1,"June 30, 2002","MONTRÉAL",50,25,2,0.64,"2","2002",3683462.96,0.1357418292052
"2002-2","1060",5,4,"June 30, 2002","MONTRÉAL",54,3,18,0,"2","2002",3683462.96,0.146601175541616
"2002-2","1060",2,1,"June 30, 2002","MONTRÉAL",404,202,2,0,"2","2002",3683462.96,1.09679397997802
"2002-2","1060",2,3,"June 30, 2002","MONTRÉAL",8,4,2,0,"2","2002",3683462.96,0.021718692672832
"2002-3","1060",4,1,"September 30, 2002","MONTRÉAL",59,14,4.21428571428571,0,"3","2002",3690033.91,0.159890129573362
"2002-3","1060",5,3,"September 30, 2002","MONTRÉAL",2817,270,10.4333333333333,1.66296296296296,"3","2002",3690033.91,7.634076186579
"2002-3","1060",5,1,"September 30, 2002","MONTRÉAL",42,21,2,0.333333333333333,"3","2002",3690033.91,0.113820092238665
"2002-3","1060",2,3,"September 30, 2002","MONTRÉAL",6,3,2,0,"3","2002",3690033.91,0.0162600131769521
"2002-3","1060",2,1,"September 30, 2002","MONTRÉAL",284,142,2,0,"3","2002",3690033.91,0.769640623709065
"2002-3","1060",4,2,"September 30, 2002","MONTRÉAL",7,2,3.5,1,"3","2002",3690033.91,0.0189700153731108
"2002-3","1060",4,3,"September 30, 2002","MONTRÉAL",307,49,6.26530612244898,0.122448979591837,"3","2002",3690033.91,0.831970674220715
"2002-3","1060",5,2,"September 30, 2002","MONTRÉAL",1992,131,15.206106870229,0.908396946564885,"3","2002",3690033.91,5.39832437474809
"2002-3","1060",1,1,"September 30, 2002","MONTRÉAL",3192,3192,1,0,"3","2002",3690033.91,8.65032701013851
"2002-4","1060",5,4,"December 31, 2002","MONTRÉAL",55,7,7.85714285714286,3,"4","2002",3697581.32,0.148745883430631
"2002-4","1060",2,3,"December 31, 2002","MONTRÉAL",4,2,2,0,"4","2002",3697581.32,0.0108178824313186
"2002-4","1060",5,1,"December 31, 2002","MONTRÉAL",116,58,2,0.310344827586207,"4","2002",3697581.32,0.313718590508241
"2002-4","1060",4,3,"December 31, 2002","MONTRÉAL",371,61,6.08196721311475,0.0983606557377049,"4","2002",3697581.32,1.0033585955048
"2002-4","1060",2,1,"December 31, 2002","MONTRÉAL",318,159,2,0,"4","2002",3697581.32,0.860021653289832
"2002-4","1060",5,3,"December 31, 2002","MONTRÉAL",3594,344,10.4476744186047,1.74418604651163,"4","2002",3697581.32,9.7198673645398
"2002-4","1060",5,2,"December 31, 2002","MONTRÉAL",2277,165,13.8,0.848484848484849,"4","2002",3697581.32,6.15807957402814
"2002-4","1060",4,2,"December 31, 2002","MONTRÉAL",3,1,3,2,"4","2002",3697581.32,0.00811341182348898
"2002-4","1060",1,1,"December 31, 2002","MONTRÉAL",3260,3260,1,0,"4","2002",3697581.32,8.81657418152469
"2002-4","1060",4,1,"December 31, 2002","MONTRÉAL",68,17,4,0,"4","2002",3697581.32,0.183904001332417
"2003-1","1060",4,3,"March 31, 2003","MONTRÉAL",365,56,6.51785714285714,0.0535714285714286,"1","2003",3705036.66,0.985145447926553
"2003-1","1060",4,1,"March 31, 2003","MONTRÉAL",68,18,3.77777777777778,0.222222222222222,"1","2003",3705036.66,0.183533946463029
"2003-1","1060",5,3,"March 31, 2003","MONTRÉAL",3792,379,10.0052770448549,0.936675461741425,"1","2003",3705036.66,10.2347165439383
"2003-1","1060",2,3,"March 31, 2003","MONTRÉAL",2,1,2,0,"1","2003",3705036.66,0.00539805724891262
"2003-1","1060",5,1,"March 31, 2003","MONTRÉAL",98,49,2,0.0816326530612245,"1","2003",3705036.66,0.264504805196718
"2003-1","1060",2,1,"March 31, 2003","MONTRÉAL",374,187,2,0,"1","2003",3705036.66,1.00943670554666
"2003-1","1060",1,1,"March 31, 2003","MONTRÉAL",3772,3772,1,0,"1","2003",3705036.66,10.1807359714492
"2003-1","1060",5,4,"March 31, 2003","MONTRÉAL",129,17,7.58823529411765,1.58823529411765,"1","2003",3705036.66,0.348174692554864
"2003-1","1060",4,2,"March 31, 2003","MONTRÉAL",3,1,3,0,"1","2003",3705036.66,0.00809708587336893
"2003-1","1060",5,2,"March 31, 2003","MONTRÉAL",2529,134,18.8731343283582,0.291044776119403,"1","2003",3705036.66,6.82584339125001
"2003-2","1060",5,4,"June 30, 2003","MONTRÉAL",185,11,16.8181818181818,1.36363636363636,"2","2003",3712399.93,0.498329930741056
"2003-2","1060",5,2,"June 30, 2003","MONTRÉAL",2454,120,20.45,0.5,"2","2003",3712399.93,6.61027918939757
"2003-2","1060",4,3,"June 30, 2003","MONTRÉAL",413,70,5.9,0.0714285714285714,"2","2003",3712399.93,1.11248789943814
"2003-2","1060",4,1,"June 30, 2003","MONTRÉAL",36,10,3.6,0.2,"2","2003",3712399.93,0.0969723108469081
"2003-2","1060",5,3,"June 30, 2003","MONTRÉAL",4406,426,10.3427230046948,0.863849765258216,"2","2003",3712399.93,11.868333377541
"2003-2","1060",2,1,"June 30, 2003","MONTRÉAL",520,260,2,0,"2","2003",3712399.93,1.40071115667756
"2003-2","1060",5,1,"June 30, 2003","MONTRÉAL",134,66,2.03030303030303,0.0606060606060606,"2","2003",3712399.93,0.360952490374602
"2003-2","1060",1,1,"June 30, 2003","MONTRÉAL",4493,4493,1,0,"2","2003",3712399.93,12.1026831287544
"2003-3","1060",2,1,"September 30, 2003","MONTRÉAL",363,182,1.99450549450549,0,"3","2003",3719743.88,0.975873639988353
"2003-3","1060",5,2,"September 30, 2003","MONTRÉAL",3098,96,32.2708333333333,0.3125,"3","2003",3719743.88,8.32853040408793
"2003-3","1060",4,3,"September 30, 2003","MONTRÉAL",351,57,6.15789473684211,0.087719298245614,"3","2003",3719743.88,0.943613354368904
"2003-3","1060",5,1,"September 30, 2003","MONTRÉAL",104,50,2.08,0.04,"3","2003",3719743.88,0.279589142035231
"2003-3","1060",2,3,"September 30, 2003","MONTRÉAL",6,3,2,0,"3","2003",3719743.88,0.0161301428097248
"2003-3","1060",1,1,"September 30, 2003","MONTRÉAL",3455,3455,1,0,"3","2003",3719743.88,9.28827390126656
"2003-3","1060",4,1,"September 30, 2003","MONTRÉAL",8,2,4,0,"3","2003",3719743.88,0.0215068570796331
"2003-3","1060",5,4,"September 30, 2003","MONTRÉAL",240,12,20,0.25,"3","2003",3719743.88,0.645205712388994
"2003-3","1060",5,3,"September 30, 2003","MONTRÉAL",4846,437,11.0892448512586,0.379862700228833,"3","2003",3719743.88,13.0277786759878
"2003-4","1060",2,3,"December 31, 2003","MONTRÉAL",8,4,2,0,"4","2003",3726893.89,0.021465596381656
"2003-4","1060",4,2,"December 31, 2003","MONTRÉAL",4,1,4,0,"4","2003",3726893.89,0.010732798190828
"2003-4","1060",2,1,"December 31, 2003","MONTRÉAL",394,197,2,0,"4","2003",3726893.89,1.05718062179656
"2003-4","1060",4,3,"December 31, 2003","MONTRÉAL",282,51,5.52941176470588,0.0784313725490196,"4","2003",3726893.89,0.756662272453375
"2003-4","1060",4,1,"December 31, 2003","MONTRÉAL",19,5,3.8,0,"4","2003",3726893.89,0.0509807914064331
"2003-4","1060",5,4,"December 31, 2003","MONTRÉAL",379,17,22.2941176470588,0,"4","2003",3726893.89,1.01693262858096
"2003-4","1060",1,1,"December 31, 2003","MONTRÉAL",3672,3672,1,0,"4","2003",3726893.89,9.85270873918012
"2003-4","1060",5,2,"December 31, 2003","MONTRÉAL",3597,125,28.776,0.048,"4","2003",3726893.89,9.6514687731021
"2003-4","1060",5,1,"December 31, 2003","MONTRÉAL",103,51,2.01960784313725,0,"4","2003",3726893.89,0.276369553413822
"2003-4","1060",5,3,"December 31, 2003","MONTRÉAL",5634,507,11.112426035503,0.108481262327416,"4","2003",3726893.89,15.1171462517813
"2004-1","1060",1,1,"March 31, 2004","MONTRÉAL",3978,3978,1,0,"1","2004",3733922.71,10.6536752604609
"2004-1","1060",4,2,"March 31, 2004","MONTRÉAL",4,1,4,0,"1","2004",3733922.71,0.0107125945303779
"2004-1","1060",4,3,"March 31, 2004","MONTRÉAL",338,65,5.2,0,"1","2004",3733922.71,0.905214237816937
"2004-1","1060",2,3,"March 31, 2004","MONTRÉAL",6,3,2,0,"1","2004",3733922.71,0.0160688917955669
"2004-1","1060",2,1,"March 31, 2004","MONTRÉAL",518,259,2,0,"1","2004",3733922.71,1.38728099168394
"2004-1","1060",5,3,"March 31, 2004","MONTRÉAL",6556,529,12.3931947069943,0.117202268431002,"1","2004",3733922.71,17.5579424352895
"2004-1","1060",5,1,"March 31, 2004","MONTRÉAL",123,61,2.01639344262295,0,"1","2004",3733922.71,0.329412281809122
"2004-1","1060",4,1,"March 31, 2004","MONTRÉAL",35,9,3.88888888888889,0,"1","2004",3733922.71,0.093735202140807
"2004-1","1060",5,2,"March 31, 2004","MONTRÉAL",3956,151,26.1986754966887,0,"1","2004",3733922.71,10.5947559905438
"2004-1","1060",5,4,"March 31, 2004","MONTRÉAL",285,13,21.9230769230769,0,"1","2004",3733922.71,0.763272360289429
"2004-2","1060",4,2,"June 30, 2004","MONTRÉAL",7,2,3.5,0,"2","2004",3740830.35,0.0187124230319613
"2004-2","1060",4,1,"June 30, 2004","MONTRÉAL",27,7,3.85714285714286,0,"2","2004",3740830.35,0.0721764888375652
"2004-2","1060",5,3,"June 30, 2004","MONTRÉAL",8092,660,12.2606060606061,0.25,"2","2004",3740830.35,21.6315610249473
"2004-2","1060",5,1,"June 30, 2004","MONTRÉAL",176,88,2,0.0227272727272727,"2","2004",3740830.35,0.470483779089314
"2004-2","1060",5,2,"June 30, 2004","MONTRÉAL",5497,211,26.0521327014218,0.279620853080569,"2","2004",3740830.35,14.6945984866702
"2004-2","1060",5,4,"June 30, 2004","MONTRÉAL",404,14,28.8571428571429,0,"2","2004",3740830.35,1.0799741292732
"2004-2","1060",4,3,"June 30, 2004","MONTRÉAL",446,85,5.24705882352941,0.0823529411764706,"2","2004",3740830.35,1.19224866746497
"2004-2","1060",2,3,"June 30, 2004","MONTRÉAL",4,2,2,0,"2","2004",3740830.35,0.0106928131611208
"2004-2","1060",1,1,"June 30, 2004","MONTRÉAL",4959,4959,1,0,"2","2004",3740830.35,13.2564151164995
"2004-2","1060",2,1,"June 30, 2004","MONTRÉAL",682,341,2,0,"2","2004",3740830.35,1.82312464397109
"2004-3","1060",1,1,"September 30, 2004","MONTRÉAL",3982,3982,1,0,"3","2004",3746875.16,10.6275224819607
"2004-3","1060",5,2,"September 30, 2004","MONTRÉAL",5129,168,30.5297619047619,1.33928571428571,"3","2004",3746875.16,13.688740032641
"2004-3","1060",2,3,"September 30, 2004","MONTRÉAL",4,2,2,0,"3","2004",3746875.16,0.0106755625132704
"2004-3","1060",2,1,"September 30, 2004","MONTRÉAL",491,246,1.99593495934959,0,"3","2004",3746875.16,1.31042529850394
"2004-3","1060",5,3,"September 30, 2004","MONTRÉAL",6547,527,12.4231499051233,1.36432637571157,"3","2004",3746875.16,17.4732269435953
"2004-3","1060",5,1,"September 30, 2004","MONTRÉAL",133,67,1.98507462686567,0.0746268656716418,"3","2004",3746875.16,0.354962453566241
"2004-3","1060",4,1,"September 30, 2004","MONTRÉAL",24,7,3.42857142857143,0.285714285714286,"3","2004",3746875.16,0.0640533750796223
"2004-3","1060",4,3,"September 30, 2004","MONTRÉAL",373,69,5.40579710144928,0.768115942028985,"3","2004",3746875.16,0.995496204362464
"2004-3","1060",5,4,"September 30, 2004","MONTRÉAL",445,15,29.6666666666667,1.4,"3","2004",3746875.16,1.18765632960133
"2004-4","1060",2,3,"December 31, 2004","MONTRÉAL",2,1,2,0,"4","2004",3753837.1,0.00532788170269829
"2004-4","1060",2,1,"December 31, 2004","MONTRÉAL",452,226,2,0,"4","2004",3753837.1,1.20410126480981
"2004-4","1060",1,1,"December 31, 2004","MONTRÉAL",3766,3766,1,0,"4","2004",3753837.1,10.0324012461809
"2004-4","1060",4,1,"December 31, 2004","MONTRÉAL",25,6,4.16666666666667,0,"4","2004",3753837.1,0.0665985212837286
"2004-4","1060",5,3,"December 31, 2004","MONTRÉAL",7079,578,12.2474048442907,1.25086505190311,"4","2004",3753837.1,18.8580372867006
"2004-4","1060",5,4,"December 31, 2004","MONTRÉAL",461,19,24.2631578947368,0.631578947368421,"4","2004",3753837.1,1.22807673247196
"2004-4","1060",5,2,"December 31, 2004","MONTRÉAL",5415,166,32.6204819277108,1.09036144578313,"4","2004",3753837.1,14.4252397100556
"2004-4","1060",4,3,"December 31, 2004","MONTRÉAL",522,105,4.97142857142857,0.419047619047619,"4","2004",3753837.1,1.39057712440425
"2004-4","1060",5,1,"December 31, 2004","MONTRÉAL",130,65,2,0.0769230769230769,"4","2004",3753837.1,0.346312310675389
"2005-1","1060",2,1,"March 31, 2005","MONTRÉAL",458,229,2,0,"1","2005",3760974.51,1.21776948708966
"2005-1","1060",2,3,"March 31, 2005","MONTRÉAL",36,18,2,0,"1","2005",3760974.51,0.0957198723476592
"2005-1","1060",4,1,"March 31, 2005","MONTRÉAL",26,7,3.71428571428571,0,"1","2005",3760974.51,0.0691310189177538
"2005-1","1060",4,3,"March 31, 2005","MONTRÉAL",560,110,5.09090909090909,0.390909090909091,"1","2005",3760974.51,1.4889757920747
"2005-1","1060",1,1,"March 31, 2005","MONTRÉAL",3719,3719,1,0,"1","2005",3760974.51,9.88839459058179
"2005-1","1060",5,1,"March 31, 2005","MONTRÉAL",94,47,2,0.0638297872340425,"1","2005",3760974.51,0.24993522224111
"2005-1","1060",5,4,"March 31, 2005","MONTRÉAL",778,32,24.3125,0.375,"1","2005",3760974.51,2.06861279684663
"2005-1","1060",5,2,"March 31, 2005","MONTRÉAL",4977,171,29.1052631578947,0.982456140350877,"1","2005",3760974.51,13.2332723520639
"2005-1","1060",5,3,"March 31, 2005","MONTRÉAL",7439,573,12.9825479930192,1.15357766143106,"1","2005",3760974.51,19.7794480665066
"2005-2","1060",5,3,"June 30, 2005","MONTRÉAL",6913,529,13.0680529300567,1.37807183364839,"2","2005",3768287.4,18.3452037124345
"2005-2","1060",2,3,"June 30, 2005","MONTRÉAL",50,25,2,0,"2","2005",3768287.4,0.132686270160816
"2005-2","1060",4,1,"June 30, 2005","MONTRÉAL",37,10,3.7,0,"2","2005",3768287.4,0.098187839919004
"2005-2","1060",1,1,"June 30, 2005","MONTRÉAL",4049,4049,1,0,"2","2005",3768287.4,10.7449341576229
"2005-2","1060",2,1,"June 30, 2005","MONTRÉAL",504,252,2,0,"2","2005",3768287.4,1.33747760322103
"2005-2","1060",4,3,"June 30, 2005","MONTRÉAL",597,118,5.05932203389831,0.372881355932203,"2","2005",3768287.4,1.58427406572015
"2005-2","1060",5,2,"June 30, 2005","MONTRÉAL",5503,216,25.4768518518519,1.23611111111111,"2","2005",3768287.4,14.6034508938994
"2005-2","1060",5,1,"June 30, 2005","MONTRÉAL",152,76,2,0.0921052631578947,"2","2005",3768287.4,0.403366261288881
"2005-2","1060",5,4,"June 30, 2005","MONTRÉAL",1277,52,24.5576923076923,0.75,"2","2005",3768287.4,3.38880733990725
"2005-3","1060",5,1,"September 30, 2005","MONTRÉAL",114,57,2,0.228070175438596,"3","2005",3775710.31,0.301929943348858
"2005-3","1060",1,1,"September 30, 2005","MONTRÉAL",3028,3028,1,0,"3","2005",3775710.31,8.01968305666967
"2005-3","1060",5,4,"September 30, 2005","MONTRÉAL",1636,69,23.7101449275362,1.04347826086957,"3","2005",3775710.31,4.33295953788361
"2005-3","1060",2,3,"September 30, 2005","MONTRÉAL",14,7,2,0,"3","2005",3775710.31,0.0370791158498598
"2005-3","1060",4,1,"September 30, 2005","MONTRÉAL",27,7,3.85714285714286,0.285714285714286,"3","2005",3775710.31,0.0715097234247296
"2005-3","1060",2,1,"September 30, 2005","MONTRÉAL",300,150,2,0,"3","2005",3775710.31,0.794552482496995
"2005-3","1060",5,2,"September 30, 2005","MONTRÉAL",3792,148,25.6216216216216,1.35810810810811,"3","2005",3775710.31,10.043143378762
"2005-3","1060",5,3,"September 30, 2005","MONTRÉAL",6988,420,16.6380952380952,1.55,"3","2005",3775710.31,18.50777582563
"2005-3","1060",4,3,"September 30, 2005","MONTRÉAL",389,79,4.92405063291139,0.341772151898734,"3","2005",3775710.31,1.0302697189711
"2005-4","1060",5,3,"December 31, 2005","MONTRÉAL",7278,508,14.3267716535433,1.35433070866142,"4","2005",3783400.33,19.2366637553262
"2005-4","1060",4,3,"December 31, 2005","MONTRÉAL",409,86,4.75581395348837,0.162790697674419,"4","2005",3783400.33,1.08103812529931
"2005-4","1060",2,1,"December 31, 2005","MONTRÉAL",368,184,2,0,"4","2005",3783400.33,0.972670000269308
"2005-4","1060",4,1,"December 31, 2005","MONTRÉAL",37,9,4.11111111111111,0.888888888888889,"4","2005",3783400.33,0.0977956250270772
"2005-4","1060",5,1,"December 31, 2005","MONTRÉAL",124,62,2,0.290322580645161,"4","2005",3783400.33,0.327747500090745
"2005-4","1060",5,2,"December 31, 2005","MONTRÉAL",4330,156,27.7564102564103,1.19871794871795,"4","2005",3783400.33,11.4447312531688
"2005-4","1060",5,4,"December 31, 2005","MONTRÉAL",1868,64,29.1875,0.984375,"4","2005",3783400.33,4.93735750136703
"2005-4","1060",1,1,"December 31, 2005","MONTRÉAL",3022,3022,1,0,"4","2005",3783400.33,7.98752375221154
"2006-1","1060",5,4,"March 31, 2006","MONTRÉAL",1545,50,30.9,0.84,"1","2006",3791292.01,4.07512794035614
"2006-1","1060",4,2,"March 31, 2006","MONTRÉAL",6,2,3,2,"1","2006",3791292.01,0.0158257395741986
"2006-1","1060",5,3,"March 31, 2006","MONTRÉAL",7944,541,14.6839186691312,1.24953789279113,"1","2006",3791292.01,20.953279196239
"2006-1","1060",5,2,"March 31, 2006","MONTRÉAL",4861,214,22.714953271028,0.990654205607477,"1","2006",3791292.01,12.8214866783632
"2006-1","1060",4,1,"March 31, 2006","MONTRÉAL",55,12,4.58333333333333,0.5,"1","2006",3791292.01,0.145069279430154
"2006-1","1060",5,1,"March 31, 2006","MONTRÉAL",150,75,2,0.293333333333333,"1","2006",3791292.01,0.395643489354965
"2006-1","1060",4,3,"March 31, 2006","MONTRÉAL",473,99,4.77777777777778,0.222222222222222,"1","2006",3791292.01,1.24759580309932
"2006-1","1060",2,1,"March 31, 2006","MONTRÉAL",364,182,2,0,"1","2006",3791292.01,0.960094867501382
"2006-1","1060",1,1,"March 31, 2006","MONTRÉAL",3133,3133,1,0,"1","2006",3791292.01,8.26367368099404
"2006-2","1060",1,1,"June 30, 2006","MONTRÉAL",3412,3412,1,0,"2","2006",3799385.35,8.98039994811266
"2006-2","1060",5,2,"June 30, 2006","MONTRÉAL",4460,215,20.7441860465116,2.24651162790698,"2","2006",3799385.35,11.7387408465951
"2006-2","1060",4,1,"June 30, 2006","MONTRÉAL",103,23,4.47826086956522,0.956521739130435,"2","2006",3799385.35,0.271096481434819
"2006-2","1060",5,1,"June 30, 2006","MONTRÉAL",200,100,2,0.68,"2","2006",3799385.35,0.526400934824892
"2006-2","1060",4,3,"June 30, 2006","MONTRÉAL",391,78,5.01282051282051,0.538461538461538,"2","2006",3799385.35,1.02911382758266
"2006-2","1060",5,3,"June 30, 2006","MONTRÉAL",7728,553,13.9746835443038,1.91681735985533,"2","2006",3799385.35,20.3401321216338
"2006-2","1060",5,4,"June 30, 2006","MONTRÉAL",1249,36,34.6944444444444,0.833333333333333,"2","2006",3799385.35,3.28737383798145
"2006-2","1060",2,1,"June 30, 2006","MONTRÉAL",358,179,2,0,"2","2006",3799385.35,0.942257673336557
"2006-3","1060",5,3,"September 30, 2006","MONTRÉAL",6706,483,13.8840579710145,1.70393374741201,"3","2006",3807320.91,17.6134351648335
"2006-3","1060",4,1,"September 30, 2006","MONTRÉAL",122,30,4.06666666666667,0.666666666666667,"3","2006",3807320.91,0.320435295274335
"2006-3","1060",5,2,"September 30, 2006","MONTRÉAL",4674,157,29.7707006369427,2.17197452229299,"3","2006",3807320.91,12.2763489353462
"2006-3","1060",2,1,"September 30, 2006","MONTRÉAL",264,132,2,0,"3","2006",3807320.91,0.693400966823151
"2006-3","1060",5,1,"September 30, 2006","MONTRÉAL",126,63,2,0.73015873015873,"3","2006",3807320.91,0.330941370529231
"2006-3","1060",4,3,"September 30, 2006","MONTRÉAL",258,45,5.73333333333333,1.33333333333333,"3","2006",3807320.91,0.677641853940807
"2006-3","1060",1,1,"September 30, 2006","MONTRÉAL",2584,2584,1,0,"3","2006",3807320.91,6.78692461466297
"2006-3","1060",5,4,"September 30, 2006","MONTRÉAL",1237,23,53.7826086956522,1.30434782608696,"3","2006",3807320.91,3.24900377257666
"2006-4","1060",4,1,"December 31, 2006","MONTRÉAL",111,25,4.44,0.4,"4","2006",3815961.34,0.290883450092815
"2006-4","1060",4,2,"December 31, 2006","MONTRÉAL",4,1,4,0,"4","2006",3815961.34,0.0104822864898312
"2006-4","1060",4,3,"December 31, 2006","MONTRÉAL",281,47,5.97872340425532,0.680851063829787,"4","2006",3815961.34,0.736380625910639
"2006-4","1060",5,3,"December 31, 2006","MONTRÉAL",6736,472,14.271186440678,1.38559322033898,"4","2006",3815961.34,17.6521704488757
"2006-4","1060",5,2,"December 31, 2006","MONTRÉAL",4819,173,27.8554913294798,1.77456647398844,"4","2006",3815961.34,12.6285346486241
"2006-4","1060",5,1,"December 31, 2006","MONTRÉAL",170,85,2,0.752941176470588,"4","2006",3815961.34,0.445497175817824
"2006-4","1060",1,1,"December 31, 2006","MONTRÉAL",2472,2472,1,0,"4","2006",3815961.34,6.47805305071566
"2006-4","1060",2,1,"December 31, 2006","MONTRÉAL",280,140,2,0,"4","2006",3815961.34,0.733760054288181
"2006-4","1060",5,4,"December 31, 2006","MONTRÉAL",1234,19,64.9473684210526,1.10526315789474,"4","2006",3815961.34,3.23378538211291
"2007-1","1060",5,2,"March 31, 2007","MONTRÉAL",4478,186,24.0752688172043,1.58602150537634,"1","2007",3824947.22,11.707351088625
"2007-1","1060",5,1,"March 31, 2007","MONTRÉAL",186,93,2,0.67741935483871,"1","2007",3824947.22,0.486281219849094
"2007-1","1060",4,1,"March 31, 2007","MONTRÉAL",92,21,4.38095238095238,0.666666666666667,"1","2007",3824947.22,0.240526194764068
"2007-1","1060",4,3,"March 31, 2007","MONTRÉAL",391,65,6.01538461538462,0.353846153846154,"1","2007",3824947.22,1.02223632774729
"2007-1","1060",5,4,"March 31, 2007","MONTRÉAL",601,9,66.7777777777778,0,"1","2007",3824947.22,1.57126351144788
"2007-1","1060",1,1,"March 31, 2007","MONTRÉAL",2857,2857,1,0,"1","2007",3824947.22,7.4693841134885
"2007-1","1060",2,1,"March 31, 2007","MONTRÉAL",344,172,2,0,"1","2007",3824947.22,0.899358815204776
"2007-1","1060",4,2,"March 31, 2007","MONTRÉAL",4,1,4,2,"1","2007",3824947.22,0.010457660641916
"2007-1","1060",5,3,"March 31, 2007","MONTRÉAL",6591,457,14.4223194748359,1.16630196936543,"1","2007",3824947.22,17.2316103227171
"2007-2","1060",5,3,"June 30, 2007","MONTRÉAL",5972,431,13.8561484918794,1.2784222737819,"2","2007",3834278.53,15.5752899881272
"2007-2","1060",5,2,"June 30, 2007","MONTRÉAL",3708,200,18.54,1.385,"2","2007",3834278.53,9.67065895445003
"2007-2","1060",2,1,"June 30, 2007","MONTRÉAL",440,220,2,0,"2","2007",3834278.53,1.14754313375351
"2007-2","1060",4,2,"June 30, 2007","MONTRÉAL",39,4,9.75,0.5,"2","2007",3834278.53,0.101714050491788
"2007-2","1060",4,3,"June 30, 2007","MONTRÉAL",413,73,5.65753424657534,0.506849315068493,"2","2007",3834278.53,1.07712571418227
"2007-2","1060",4,1,"June 30, 2007","MONTRÉAL",187,41,4.5609756097561,0.463414634146341,"2","2007",3834278.53,0.487705831845242
"2007-2","1060",5,4,"June 30, 2007","MONTRÉAL",880,17,51.7647058823529,0.176470588235294,"2","2007",3834278.53,2.29508626750702
"2007-2","1060",5,1,"June 30, 2007","MONTRÉAL",264,132,2,0.484848484848485,"2","2007",3834278.53,0.688525880252106
"2007-2","1060",1,1,"June 30, 2007","MONTRÉAL",3475,3475,1,0,"2","2007",3834278.53,9.06298270407601
"2007-3","1060",2,1,"September 30, 2007","MONTRÉAL",316,158,2,0,"3","2007",3843325.75,0.822204571132176
"2007-3","1060",5,3,"September 30, 2007","MONTRÉAL",4792,374,12.8128342245989,1.1283422459893,"3","2007",3843325.75,12.4683680533715
"2007-3","1060",1,1,"September 30, 2007","MONTRÉAL",2832,2832,1,0,"3","2007",3843325.75,7.36861818179216
"2007-3","1060",5,2,"September 30, 2007","MONTRÉAL",5193,170,30.5470588235294,1.15882352941176,"3","2007",3843325.75,13.5117352464854
"2007-3","1060",4,2,"September 30, 2007","MONTRÉAL",24,2,12,0,"3","2007",3843325.75,0.0624459167948488
"2007-3","1060",5,4,"September 30, 2007","MONTRÉAL",801,19,42.1578947368421,0.842105263157895,"3","2007",3843325.75,2.08413247302808
"2007-3","1060",5,1,"September 30, 2007","MONTRÉAL",170,85,2,0.329411764705882,"3","2007",3843325.75,0.442325243963513
"2007-3","1060",4,3,"September 30, 2007","MONTRÉAL",434,79,5.49367088607595,0.734177215189873,"3","2007",3843325.75,1.12923032870685
"2007-3","1060",4,1,"September 30, 2007","MONTRÉAL",209,42,4.97619047619048,0.0952380952380952,"3","2007",3843325.75,0.543799858755142
