"reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","underconstr_per_10kpop"
"1988-2","0140",4,1,"June 30, 1988","CALGARY",64,8,8,0,NA,NA,NA,NA
"1988-2","0140",2,1,"June 30, 1988","CALGARY",98,49,2,0,NA,NA,NA,NA
"1988-2","0140",5,2,"June 30, 1988","CALGARY",4,1,4,0,NA,NA,NA,NA
"1988-2","0140",1,0,"June 30, 1988","CALGARY",1,1,1,0,NA,NA,NA,NA
"1988-2","0140",1,1,"June 30, 1988","CALGARY",1424,1424,1,0,NA,NA,NA,NA
"1988-2","0140",5,1,"June 30, 1988","CALGARY",11,3,3.66666666666667,0,NA,NA,NA,NA
"1988-3","0140",5,1,"September 30, 1988","CALGARY",11,3,3.66666666666667,0,NA,NA,NA,NA
"1988-3","0140",1,1,"September 30, 1988","CALGARY",1442,1442,1,0,NA,NA,NA,NA
"1988-3","0140",2,1,"September 30, 1988","CALGARY",182,91,2,0,NA,NA,NA,NA
"1988-3","0140",4,1,"September 30, 1988","CALGARY",61,7,8.71428571428571,0,NA,NA,NA,NA
"1988-3","0140",5,2,"September 30, 1988","CALGARY",4,1,4,0,NA,NA,NA,NA
"1988-4","0140",2,2,"December 31, 1988","CALGARY",2,1,2,0,NA,NA,NA,NA
"1988-4","0140",4,2,"December 31, 1988","CALGARY",76,3,25.3333333333333,0,NA,NA,NA,NA
"1988-4","0140",4,1,"December 31, 1988","CALGARY",21,3,7,0,NA,NA,NA,NA
"1988-4","0140",5,1,"December 31, 1988","CALGARY",11,3,3.66666666666667,0,NA,NA,NA,NA
"1988-4","0140",1,1,"December 31, 1988","CALGARY",1341,1341,1,0,NA,NA,NA,NA
"1988-4","0140",2,1,"December 31, 1988","CALGARY",230,115,2,0,NA,NA,NA,NA
"1989-1","0140",1,1,"March 31, 1989","CALGARY",1438,1438,1,0,NA,NA,NA,NA
"1989-1","0140",5,1,"March 31, 1989","CALGARY",7,2,3.5,0,NA,NA,NA,NA
"1989-1","0140",2,1,"March 31, 1989","CALGARY",294,147,2,0,NA,NA,NA,NA
"1989-1","0140",4,1,"March 31, 1989","CALGARY",21,3,7,0,NA,NA,NA,NA
"1989-1","0140",2,2,"March 31, 1989","CALGARY",8,4,2,0,NA,NA,NA,NA
"1989-1","0140",4,2,"March 31, 1989","CALGARY",224,40,5.6,0,NA,NA,NA,NA
"1989-2","0140",5,1,"June 30, 1989","CALGARY",7,2,3.5,0,NA,NA,NA,NA
"1989-2","0140",1,1,"June 30, 1989","CALGARY",1450,1450,1,0,NA,NA,NA,NA
"1989-2","0140",1,0,"June 30, 1989","CALGARY",210,210,1,0,NA,NA,NA,NA
"1989-2","0140",1,2,"June 30, 1989","CALGARY",3,3,1,0,NA,NA,NA,NA
"1989-2","0140",2,2,"June 30, 1989","CALGARY",8,4,2,0,NA,NA,NA,NA
"1989-2","0140",4,2,"June 30, 1989","CALGARY",224,40,5.6,0,NA,NA,NA,NA
"1989-2","0140",2,0,"June 30, 1989","CALGARY",28,14,2,0,NA,NA,NA,NA
"1989-2","0140",2,1,"June 30, 1989","CALGARY",228,114,2,0,NA,NA,NA,NA
"1989-2","0140",4,1,"June 30, 1989","CALGARY",21,3,7,0,NA,NA,NA,NA
"1989-3","0140",2,2,"September 30, 1989","CALGARY",2,1,2,0,NA,NA,NA,NA
"1989-3","0140",1,0,"September 30, 1989","CALGARY",378,378,1,0,NA,NA,NA,NA
"1989-3","0140",4,0,"September 30, 1989","CALGARY",53,3,17.6666666666667,0,NA,NA,NA,NA
"1989-3","0140",2,0,"September 30, 1989","CALGARY",38,19,2,0,NA,NA,NA,NA
"1989-3","0140",4,1,"September 30, 1989","CALGARY",152,37,4.10810810810811,0,NA,NA,NA,NA
"1989-3","0140",5,2,"September 30, 1989","CALGARY",6,2,3,0,NA,NA,NA,NA
"1989-3","0140",4,3,"September 30, 1989","CALGARY",42,7,6,0,NA,NA,NA,NA
"1989-3","0140",1,1,"September 30, 1989","CALGARY",1360,1360,1,0,NA,NA,NA,NA
"1989-3","0140",2,1,"September 30, 1989","CALGARY",236,118,2,0,NA,NA,NA,NA
"1989-3","0140",1,2,"September 30, 1989","CALGARY",15,15,1,0,NA,NA,NA,NA
"1989-3","0140",5,0,"September 30, 1989","CALGARY",39,4,9.75,0,NA,NA,NA,NA
"1989-4","0140",1,2,"December 31, 1989","CALGARY",6,6,1,0,NA,NA,NA,NA
"1989-4","0140",4,2,"December 31, 1989","CALGARY",12,3,4,0,NA,NA,NA,NA
"1989-4","0140",5,0,"December 31, 1989","CALGARY",30,1,30,0,NA,NA,NA,NA
"1989-4","0140",1,1,"December 31, 1989","CALGARY",1788,1788,1,0,NA,NA,NA,NA
"1989-4","0140",4,3,"December 31, 1989","CALGARY",42,7,6,0,NA,NA,NA,NA
"1989-4","0140",5,1,"December 31, 1989","CALGARY",13,4,3.25,0,NA,NA,NA,NA
"1989-4","0140",2,0,"December 31, 1989","CALGARY",24,12,2,0,NA,NA,NA,NA
"1989-4","0140",2,2,"December 31, 1989","CALGARY",20,10,2,0,NA,NA,NA,NA
"1989-4","0140",4,0,"December 31, 1989","CALGARY",47,2,23.5,0,NA,NA,NA,NA
"1989-4","0140",2,1,"December 31, 1989","CALGARY",248,124,2,0,NA,NA,NA,NA
"1989-4","0140",5,2,"December 31, 1989","CALGARY",254,22,11.5454545454545,0,NA,NA,NA,NA
"1989-4","0140",4,1,"December 31, 1989","CALGARY",139,31,4.48387096774194,0,NA,NA,NA,NA
"1989-4","0140",1,0,"December 31, 1989","CALGARY",239,239,1,0,NA,NA,NA,NA
"1989-4","0140",5,3,"December 31, 1989","CALGARY",4,1,4,0,NA,NA,NA,NA
"1990-1","0140",1,2,"March 31, 1990","CALGARY",2,2,1,0,NA,NA,NA,NA
"1990-1","0140",2,1,"March 31, 1990","CALGARY",240,120,2,0,NA,NA,NA,NA
"1990-1","0140",4,1,"March 31, 1990","CALGARY",57,15,3.8,0,NA,NA,NA,NA
"1990-1","0140",1,0,"March 31, 1990","CALGARY",180,180,1,0,NA,NA,NA,NA
"1990-1","0140",5,3,"March 31, 1990","CALGARY",34,5,6.8,0,NA,NA,NA,NA
"1990-1","0140",2,0,"March 31, 1990","CALGARY",22,11,2,0,NA,NA,NA,NA
"1990-1","0140",5,1,"March 31, 1990","CALGARY",12,3,4,0,NA,NA,NA,NA
"1990-1","0140",5,2,"March 31, 1990","CALGARY",255,22,11.5909090909091,0,NA,NA,NA,NA
"1990-1","0140",4,3,"March 31, 1990","CALGARY",108,27,4,0,NA,NA,NA,NA
"1990-1","0140",1,3,"March 31, 1990","CALGARY",1,1,1,0,NA,NA,NA,NA
"1990-1","0140",2,2,"March 31, 1990","CALGARY",20,10,2,0,NA,NA,NA,NA
"1990-1","0140",1,1,"March 31, 1990","CALGARY",2346,2346,1,0,NA,NA,NA,NA
"1990-1","0140",4,2,"March 31, 1990","CALGARY",12,3,4,0,NA,NA,NA,NA
"1990-1","0140",2,3,"March 31, 1990","CALGARY",128,64,2,0,NA,NA,NA,NA
"1990-2","0140",5,1,"June 30, 1990","CALGARY",1,1,1,0,NA,NA,NA,NA
"1990-2","0140",2,3,"June 30, 1990","CALGARY",78,39,2,0,NA,NA,NA,NA
"1990-2","0140",1,2,"June 30, 1990","CALGARY",4,4,1,0,NA,NA,NA,NA
"1990-2","0140",2,2,"June 30, 1990","CALGARY",14,7,2,0,NA,NA,NA,NA
"1990-2","0140",2,1,"June 30, 1990","CALGARY",30,15,2,0,NA,NA,NA,NA
"1990-2","0140",5,3,"June 30, 1990","CALGARY",134,7,19.1428571428571,1.57142857142857,NA,NA,NA,NA
"1990-2","0140",1,0,"June 30, 1990","CALGARY",204,204,1,0,NA,NA,NA,NA
"1990-2","0140",5,2,"June 30, 1990","CALGARY",158,6,26.3333333333333,0,NA,NA,NA,NA
"1990-2","0140",4,3,"June 30, 1990","CALGARY",226,51,4.43137254901961,0,NA,NA,NA,NA
"1990-2","0140",2,0,"June 30, 1990","CALGARY",18,9,2,0,NA,NA,NA,NA
"1990-2","0140",4,2,"June 30, 1990","CALGARY",105,23,4.56521739130435,0,NA,NA,NA,NA
"1990-2","0140",1,1,"June 30, 1990","CALGARY",2234,2234,1,0,NA,NA,NA,NA
"1990-3","0140",4,2,"September 30, 1990","CALGARY",105,23,4.56521739130435,0,NA,NA,NA,NA
"1990-3","0140",2,2,"September 30, 1990","CALGARY",10,5,2,0,NA,NA,NA,NA
"1990-3","0140",4,3,"September 30, 1990","CALGARY",286,57,5.01754385964912,0,NA,NA,NA,NA
"1990-3","0140",5,1,"September 30, 1990","CALGARY",1,1,1,0,NA,NA,NA,NA
"1990-3","0140",2,0,"September 30, 1990","CALGARY",32,16,2,0,NA,NA,NA,NA
"1990-3","0140",1,1,"September 30, 1990","CALGARY",1447,1447,1,0,NA,NA,NA,NA
"1990-3","0140",2,1,"September 30, 1990","CALGARY",22,11,2,0,NA,NA,NA,NA
"1990-3","0140",2,3,"September 30, 1990","CALGARY",86,43,2,0,NA,NA,NA,NA
"1990-3","0140",5,2,"September 30, 1990","CALGARY",88,5,17.6,0.4,NA,NA,NA,NA
"1990-3","0140",5,3,"September 30, 1990","CALGARY",366,8,45.75,1.5,NA,NA,NA,NA
"1990-3","0140",1,0,"September 30, 1990","CALGARY",45,45,1,0,NA,NA,NA,NA
"1990-4","0140",2,1,"December 31, 1990","CALGARY",20,10,2,0,NA,NA,NA,NA
"1990-4","0140",1,0,"December 31, 1990","CALGARY",43,43,1,0,NA,NA,NA,NA
"1990-4","0140",2,2,"December 31, 1990","CALGARY",16,8,2,0,NA,NA,NA,NA
"1990-4","0140",5,3,"December 31, 1990","CALGARY",366,8,45.75,1.5,NA,NA,NA,NA
"1990-4","0140",4,0,"December 31, 1990","CALGARY",66,1,66,0,NA,NA,NA,NA
"1990-4","0140",2,3,"December 31, 1990","CALGARY",68,34,2,0,NA,NA,NA,NA
"1990-4","0140",1,1,"December 31, 1990","CALGARY",1110,1110,1,0,NA,NA,NA,NA
"1990-4","0140",4,2,"December 31, 1990","CALGARY",174,25,6.96,0,NA,NA,NA,NA
"1990-4","0140",4,3,"December 31, 1990","CALGARY",348,58,6,0,NA,NA,NA,NA
"1990-4","0140",5,0,"December 31, 1990","CALGARY",32,1,32,0,NA,NA,NA,NA
"1990-4","0140",2,0,"December 31, 1990","CALGARY",20,10,2,0,NA,NA,NA,NA
"1990-4","0140",5,2,"December 31, 1990","CALGARY",90,6,15,0.333333333333333,NA,NA,NA,NA
"1991-1","0140",1,0,"March 31, 1991","CALGARY",16,16,1,0,NA,NA,NA,NA
"1991-1","0140",2,2,"March 31, 1991","CALGARY",6,3,2,0,NA,NA,NA,NA
"1991-1","0140",5,3,"March 31, 1991","CALGARY",343,9,38.1111111111111,0.333333333333333,NA,NA,NA,NA
"1991-1","0140",4,2,"March 31, 1991","CALGARY",182,27,6.74074074074074,0,NA,NA,NA,NA
"1991-1","0140",4,1,"March 31, 1991","CALGARY",66,1,66,0,NA,NA,NA,NA
"1991-1","0140",5,2,"March 31, 1991","CALGARY",118,6,19.6666666666667,0,NA,NA,NA,NA
"1991-1","0140",2,3,"March 31, 1991","CALGARY",58,29,2,0,NA,NA,NA,NA
"1991-1","0140",4,3,"March 31, 1991","CALGARY",338,57,5.92982456140351,0,NA,NA,NA,NA
"1991-1","0140",2,1,"March 31, 1991","CALGARY",32,17,1.88235294117647,0,NA,NA,NA,NA
"1991-1","0140",1,1,"March 31, 1991","CALGARY",887,887,1,0,NA,NA,NA,NA
"1991-1","0140",2,0,"March 31, 1991","CALGARY",8,4,2,0,NA,NA,NA,NA
"1991-2","0140",1,0,"June 30, 1991","CALGARY",7,7,1,0,NA,NA,NA,NA
"1991-2","0140",2,3,"June 30, 1991","CALGARY",58,29,2,0,NA,NA,NA,NA
"1991-2","0140",4,1,"June 30, 1991","CALGARY",66,1,66,0,NA,NA,NA,NA
"1991-2","0140",2,2,"June 30, 1991","CALGARY",18,9,2,0,NA,NA,NA,NA
"1991-2","0140",5,4,"June 30, 1991","CALGARY",41,1,41,0,NA,NA,NA,NA
"1991-2","0140",2,0,"June 30, 1991","CALGARY",8,4,2,0,NA,NA,NA,NA
"1991-2","0140",4,2,"June 30, 1991","CALGARY",190,28,6.78571428571429,0,NA,NA,NA,NA
"1991-2","0140",1,1,"June 30, 1991","CALGARY",1253,1253,1,0,NA,NA,NA,NA
"1991-2","0140",5,2,"June 30, 1991","CALGARY",69,4,17.25,0,NA,NA,NA,NA
"1991-2","0140",2,1,"June 30, 1991","CALGARY",50,26,1.92307692307692,0,NA,NA,NA,NA
"1991-2","0140",4,3,"June 30, 1991","CALGARY",294,47,6.25531914893617,0,NA,NA,NA,NA
"1991-2","0140",5,3,"June 30, 1991","CALGARY",239,7,34.1428571428571,0.428571428571429,NA,NA,NA,NA
"1991-3","0140",2,0,"September 30, 1991","CALGARY",6,3,2,0,NA,NA,NA,NA
"1991-3","0140",5,3,"September 30, 1991","CALGARY",77,7,11,0,NA,NA,NA,NA
"1991-3","0140",1,1,"September 30, 1991","CALGARY",1223,1223,1,0,NA,NA,NA,NA
"1991-3","0140",4,3,"September 30, 1991","CALGARY",313,49,6.38775510204082,0,NA,NA,NA,NA
"1991-3","0140",2,2,"September 30, 1991","CALGARY",18,9,2,0,NA,NA,NA,NA
"1991-3","0140",1,0,"September 30, 1991","CALGARY",5,5,1,0,NA,NA,NA,NA
"1991-3","0140",2,3,"September 30, 1991","CALGARY",46,23,2,0,NA,NA,NA,NA
"1991-3","0140",5,4,"September 30, 1991","CALGARY",41,1,41,0,NA,NA,NA,NA
"1991-3","0140",4,2,"September 30, 1991","CALGARY",155,14,11.0714285714286,0,NA,NA,NA,NA
"1991-3","0140",2,1,"September 30, 1991","CALGARY",40,20,2,0,NA,NA,NA,NA
"1991-3","0140",1,2,"September 30, 1991","CALGARY",3,3,1,0,NA,NA,NA,NA
"1991-3","0140",5,2,"September 30, 1991","CALGARY",83,7,11.8571428571429,0,NA,NA,NA,NA
"1991-3","0140",4,1,"September 30, 1991","CALGARY",73,3,24.3333333333333,0,NA,NA,NA,NA
"1991-4","0140",4,2,"December 31, 1991","CALGARY",109,10,10.9,0,NA,NA,NA,NA
"1991-4","0140",5,2,"December 31, 1991","CALGARY",39,3,13,0,NA,NA,NA,NA
"1991-4","0140",2,0,"December 31, 1991","CALGARY",34,17,2,0,NA,NA,NA,NA
"1991-4","0140",2,2,"December 31, 1991","CALGARY",14,7,2,0,NA,NA,NA,NA
"1991-4","0140",5,0,"December 31, 1991","CALGARY",12,2,6,0,NA,NA,NA,NA
"1991-4","0140",5,3,"December 31, 1991","CALGARY",37,4,9.25,0,NA,NA,NA,NA
"1991-4","0140",5,1,"December 31, 1991","CALGARY",4,1,4,0,NA,NA,NA,NA
"1991-4","0140",2,1,"December 31, 1991","CALGARY",86,43,2,0,NA,NA,NA,NA
"1991-4","0140",4,0,"December 31, 1991","CALGARY",17,1,17,0,NA,NA,NA,NA
"1991-4","0140",1,0,"December 31, 1991","CALGARY",8,8,1,0,NA,NA,NA,NA
"1991-4","0140",2,3,"December 31, 1991","CALGARY",84,42,2,0,NA,NA,NA,NA
"1991-4","0140",1,2,"December 31, 1991","CALGARY",3,3,1,0,NA,NA,NA,NA
"1991-4","0140",1,1,"December 31, 1991","CALGARY",1254,1254,1,0,NA,NA,NA,NA
"1991-4","0140",4,3,"December 31, 1991","CALGARY",252,42,6,0,NA,NA,NA,NA
"1991-4","0140",4,1,"December 31, 1991","CALGARY",69,2,34.5,0,NA,NA,NA,NA
"1992-1","0140",1,2,"March 31, 1992","CALGARY",1,1,1,0,NA,NA,NA,NA
"1992-1","0140",4,1,"March 31, 1992","CALGARY",11,3,3.66666666666667,0,NA,NA,NA,NA
"1992-1","0140",2,3,"March 31, 1992","CALGARY",88,44,2,0,NA,NA,NA,NA
"1992-1","0140",5,1,"March 31, 1992","CALGARY",4,1,4,0,NA,NA,NA,NA
"1992-1","0140",1,1,"March 31, 1992","CALGARY",1404,1404,1,0,NA,NA,NA,NA
"1992-1","0140",2,0,"March 31, 1992","CALGARY",32,16,2,0,NA,NA,NA,NA
"1992-1","0140",5,2,"March 31, 1992","CALGARY",38,3,12.6666666666667,0,NA,NA,NA,NA
"1992-1","0140",4,0,"March 31, 1992","CALGARY",50,9,5.55555555555556,0,NA,NA,NA,NA
"1992-1","0140",5,0,"March 31, 1992","CALGARY",12,2,6,0,NA,NA,NA,NA
"1992-1","0140",1,0,"March 31, 1992","CALGARY",1,1,1,0,NA,NA,NA,NA
"1992-1","0140",4,3,"March 31, 1992","CALGARY",252,43,5.86046511627907,0,NA,NA,NA,NA
"1992-1","0140",2,1,"March 31, 1992","CALGARY",94,47,2,0,NA,NA,NA,NA
"1992-1","0140",4,2,"March 31, 1992","CALGARY",40,9,4.44444444444444,0,NA,NA,NA,NA
"1992-1","0140",2,2,"March 31, 1992","CALGARY",6,3,2,0,NA,NA,NA,NA
"1992-1","0140",5,3,"March 31, 1992","CALGARY",38,4,9.5,0,NA,NA,NA,NA
"1992-2","0140",2,0,"June 30, 1992","CALGARY",16,8,2,0,NA,NA,NA,NA
"1992-2","0140",5,3,"June 30, 1992","CALGARY",63,8,7.875,0,NA,NA,NA,NA
"1992-2","0140",1,1,"June 30, 1992","CALGARY",1949,1949,1,0,NA,NA,NA,NA
"1992-2","0140",4,1,"June 30, 1992","CALGARY",17,4,4.25,0,NA,NA,NA,NA
"1992-2","0140",4,3,"June 30, 1992","CALGARY",349,79,4.41772151898734,0,NA,NA,NA,NA
"1992-2","0140",2,2,"June 30, 1992","CALGARY",10,5,2,0,NA,NA,NA,NA
"1992-2","0140",2,3,"June 30, 1992","CALGARY",88,44,2,0,NA,NA,NA,NA
"1992-2","0140",1,0,"June 30, 1992","CALGARY",1,1,1,0,NA,NA,NA,NA
"1992-2","0140",2,1,"June 30, 1992","CALGARY",102,51,2,0,NA,NA,NA,NA
"1992-2","0140",5,2,"June 30, 1992","CALGARY",61,2,30.5,0,NA,NA,NA,NA
"1992-2","0140",4,0,"June 30, 1992","CALGARY",9,1,9,0,NA,NA,NA,NA
"1992-3","0140",5,2,"September 30, 1992","CALGARY",91,3,30.3333333333333,0,NA,NA,NA,NA
"1992-3","0140",2,3,"September 30, 1992","CALGARY",136,68,2,0,NA,NA,NA,NA
"1992-3","0140",2,2,"September 30, 1992","CALGARY",6,3,2,0,NA,NA,NA,NA
"1992-3","0140",4,4,"September 30, 1992","CALGARY",62,11,5.63636363636364,0,NA,NA,NA,NA
"1992-3","0140",4,1,"September 30, 1992","CALGARY",13,3,4.33333333333333,0,NA,NA,NA,NA
"1992-3","0140",5,1,"September 30, 1992","CALGARY",4,1,4,0,NA,NA,NA,NA
"1992-3","0140",2,0,"September 30, 1992","CALGARY",16,8,2,0,NA,NA,NA,NA
"1992-3","0140",2,1,"September 30, 1992","CALGARY",74,37,2,0,NA,NA,NA,NA
"1992-3","0140",5,3,"September 30, 1992","CALGARY",54,5,10.8,0,NA,NA,NA,NA
"1992-3","0140",1,1,"September 30, 1992","CALGARY",1570,1570,1,0,NA,NA,NA,NA
"1992-3","0140",4,3,"September 30, 1992","CALGARY",324,58,5.58620689655172,0,NA,NA,NA,NA
"1992-4","0140",4,4,"December 31, 1992","CALGARY",62,11,5.63636363636364,0,NA,NA,NA,NA
"1992-4","0140",1,1,"December 31, 1992","CALGARY",1657,1657,1,0,NA,NA,NA,NA
"1992-4","0140",5,1,"December 31, 1992","CALGARY",4,1,4,0,NA,NA,NA,NA
"1992-4","0140",2,3,"December 31, 1992","CALGARY",164,82,2,0,NA,NA,NA,NA
"1992-4","0140",2,1,"December 31, 1992","CALGARY",92,46,2,0,NA,NA,NA,NA
"1992-4","0140",5,2,"December 31, 1992","CALGARY",80,2,40,0,NA,NA,NA,NA
"1992-4","0140",1,3,"December 31, 1992","CALGARY",2,2,1,0,NA,NA,NA,NA
"1992-4","0140",5,3,"December 31, 1992","CALGARY",28,5,5.6,0,NA,NA,NA,NA
"1992-4","0140",2,2,"December 31, 1992","CALGARY",2,1,2,0,NA,NA,NA,NA
"1992-4","0140",4,3,"December 31, 1992","CALGARY",327,71,4.6056338028169,0,NA,NA,NA,NA
"1992-4","0140",2,0,"December 31, 1992","CALGARY",10,5,2,0,NA,NA,NA,NA
"1992-4","0140",4,1,"December 31, 1992","CALGARY",26,5,5.2,0,NA,NA,NA,NA
"1993-1","0140",1,3,"March 31, 1993","CALGARY",2,2,1,0,NA,NA,NA,NA
"1993-1","0140",4,2,"March 31, 1993","CALGARY",14,2,7,0,NA,NA,NA,NA
"1993-1","0140",5,3,"March 31, 1993","CALGARY",46,8,5.75,0,NA,NA,NA,NA
"1993-1","0140",2,3,"March 31, 1993","CALGARY",140,70,2,0,NA,NA,NA,NA
"1993-1","0140",4,4,"March 31, 1993","CALGARY",13,3,4.33333333333333,0,NA,NA,NA,NA
"1993-1","0140",2,0,"March 31, 1993","CALGARY",10,5,2,0,NA,NA,NA,NA
"1993-1","0140",1,1,"March 31, 1993","CALGARY",1582,1582,1,0,NA,NA,NA,NA
"1993-1","0140",2,1,"March 31, 1993","CALGARY",122,61,2,0,NA,NA,NA,NA
"1993-1","0140",2,2,"March 31, 1993","CALGARY",2,1,2,0,NA,NA,NA,NA
"1993-1","0140",4,3,"March 31, 1993","CALGARY",507,113,4.48672566371681,0,NA,NA,NA,NA
"1993-1","0140",4,1,"March 31, 1993","CALGARY",26,5,5.2,0,NA,NA,NA,NA
"1993-1","0140",5,2,"March 31, 1993","CALGARY",30,1,30,0,NA,NA,NA,NA
"1993-2","0140",5,2,"June 30, 1993","CALGARY",39,3,13,0,NA,NA,NA,NA
"1993-2","0140",4,3,"June 30, 1993","CALGARY",481,110,4.37272727272727,0,NA,NA,NA,NA
"1993-2","0140",4,1,"June 30, 1993","CALGARY",31,6,5.16666666666667,0,NA,NA,NA,NA
"1993-2","0140",4,2,"June 30, 1993","CALGARY",48,6,8,0,NA,NA,NA,NA
"1993-2","0140",2,2,"June 30, 1993","CALGARY",4,2,2,0,NA,NA,NA,NA
"1993-2","0140",2,3,"June 30, 1993","CALGARY",132,66,2,0,NA,NA,NA,NA
"1993-2","0140",2,0,"June 30, 1993","CALGARY",10,5,2,0,NA,NA,NA,NA
"1993-2","0140",2,1,"June 30, 1993","CALGARY",128,64,2,0,NA,NA,NA,NA
"1993-2","0140",1,3,"June 30, 1993","CALGARY",1,1,1,0,NA,NA,NA,NA
"1993-2","0140",5,3,"June 30, 1993","CALGARY",109,8,13.625,0,NA,NA,NA,NA
"1993-2","0140",1,1,"June 30, 1993","CALGARY",1691,1691,1,0,NA,NA,NA,NA
"1993-3","0140",2,1,"September 30, 1993","CALGARY",90,45,2,0,NA,NA,NA,NA
"1993-3","0140",5,2,"September 30, 1993","CALGARY",139,4,34.75,0,NA,NA,NA,NA
"1993-3","0140",1,1,"September 30, 1993","CALGARY",1594,1594,1,0,NA,NA,NA,NA
"1993-3","0140",2,2,"September 30, 1993","CALGARY",8,4,2,0,NA,NA,NA,NA
"1993-3","0140",4,3,"September 30, 1993","CALGARY",452,100,4.52,0,NA,NA,NA,NA
"1993-3","0140",4,2,"September 30, 1993","CALGARY",99,11,9,0,NA,NA,NA,NA
"1993-3","0140",4,1,"September 30, 1993","CALGARY",31,6,5.16666666666667,0,NA,NA,NA,NA
"1993-3","0140",2,3,"September 30, 1993","CALGARY",122,61,2,0,NA,NA,NA,NA
"1993-3","0140",5,3,"September 30, 1993","CALGARY",118,9,13.1111111111111,0,NA,NA,NA,NA
"1993-3","0140",2,0,"September 30, 1993","CALGARY",4,2,2,0,NA,NA,NA,NA
"1993-4","0140",1,2,"December 31, 1993","CALGARY",1,1,1,0,NA,NA,NA,NA
"1993-4","0140",5,2,"December 31, 1993","CALGARY",6,1,6,0,NA,NA,NA,NA
"1993-4","0140",4,1,"December 31, 1993","CALGARY",35,5,7,0,NA,NA,NA,NA
"1993-4","0140",2,0,"December 31, 1993","CALGARY",6,3,2,0,NA,NA,NA,NA
"1993-4","0140",2,2,"December 31, 1993","CALGARY",12,6,2,0,NA,NA,NA,NA
"1993-4","0140",2,3,"December 31, 1993","CALGARY",156,78,2,0,NA,NA,NA,NA
"1993-4","0140",2,1,"December 31, 1993","CALGARY",82,41,2,0,NA,NA,NA,NA
"1993-4","0140",4,2,"December 31, 1993","CALGARY",40,3,13.3333333333333,0,NA,NA,NA,NA
"1993-4","0140",4,3,"December 31, 1993","CALGARY",465,108,4.30555555555556,0,NA,NA,NA,NA
"1993-4","0140",1,1,"December 31, 1993","CALGARY",1710,1710,1,0,NA,NA,NA,NA
"1993-4","0140",5,3,"December 31, 1993","CALGARY",122,11,11.0909090909091,0,NA,NA,NA,NA
"1994-1","0140",4,3,"March 31, 1994","CALGARY",410,96,4.27083333333333,0,NA,NA,NA,NA
"1994-1","0140",2,3,"March 31, 1994","CALGARY",158,79,2,0,NA,NA,NA,NA
"1994-1","0140",5,3,"March 31, 1994","CALGARY",58,10,5.8,0,NA,NA,NA,NA
"1994-1","0140",4,2,"March 31, 1994","CALGARY",40,3,13.3333333333333,0,NA,NA,NA,NA
"1994-1","0140",2,0,"March 31, 1994","CALGARY",6,3,2,0,NA,NA,NA,NA
"1994-1","0140",1,2,"March 31, 1994","CALGARY",1,1,1,0,NA,NA,NA,NA
"1994-1","0140",4,1,"March 31, 1994","CALGARY",22,5,4.4,0,NA,NA,NA,NA
"1994-1","0140",2,2,"March 31, 1994","CALGARY",12,6,2,0,NA,NA,NA,NA
"1994-1","0140",2,1,"March 31, 1994","CALGARY",90,45,2,0,NA,NA,NA,NA
"1994-1","0140",5,2,"March 31, 1994","CALGARY",6,1,6,0,NA,NA,NA,NA
"1994-1","0140",1,1,"March 31, 1994","CALGARY",1775,1775,1,0,NA,NA,NA,NA
"1994-2","0140",5,3,"June 30, 1994","CALGARY",67,13,5.15384615384615,0,NA,NA,NA,NA
"1994-2","0140",2,3,"June 30, 1994","CALGARY",92,46,2,0,NA,NA,NA,NA
"1994-2","0140",5,1,"June 30, 1994","CALGARY",7,2,3.5,0,NA,NA,NA,NA
"1994-2","0140",2,1,"June 30, 1994","CALGARY",94,47,2,0,NA,NA,NA,NA
"1994-2","0140",4,1,"June 30, 1994","CALGARY",29,7,4.14285714285714,0,NA,NA,NA,NA
"1994-2","0140",1,2,"June 30, 1994","CALGARY",1,1,1,0,NA,NA,NA,NA
"1994-2","0140",4,3,"June 30, 1994","CALGARY",405,95,4.26315789473684,0,NA,NA,NA,NA
"1994-2","0140",2,2,"June 30, 1994","CALGARY",6,3,2,0,NA,NA,NA,NA
"1994-2","0140",1,1,"June 30, 1994","CALGARY",2003,2003,1,0,NA,NA,NA,NA
"1994-3","0140",4,3,"September 30, 1994","CALGARY",516,122,4.22950819672131,0,NA,NA,NA,NA
"1994-3","0140",1,1,"September 30, 1994","CALGARY",1426,1426,1,0,NA,NA,NA,NA
"1994-3","0140",2,1,"September 30, 1994","CALGARY",108,54,2,0,NA,NA,NA,NA
"1994-3","0140",2,3,"September 30, 1994","CALGARY",128,64,2,0,NA,NA,NA,NA
"1994-3","0140",5,3,"September 30, 1994","CALGARY",290,19,15.2631578947368,0,NA,NA,NA,NA
"1994-3","0140",1,2,"September 30, 1994","CALGARY",1,1,1,0,NA,NA,NA,NA
"1994-3","0140",5,1,"September 30, 1994","CALGARY",15,4,3.75,0,NA,NA,NA,NA
"1994-3","0140",5,2,"September 30, 1994","CALGARY",50,1,50,0,NA,NA,NA,NA
"1994-3","0140",4,1,"September 30, 1994","CALGARY",53,9,5.88888888888889,0,NA,NA,NA,NA
