"reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","inventory_per_10kpop"
"1988-2","0140",2,1,"June 30, 1988","CALGARY",5,4,1.25,0,NA,NA,NA,NA
"1988-2","0140",5,3,"June 30, 1988","CALGARY",2,1,2,26,NA,NA,NA,NA
"1988-2","0140",1,1,"June 30, 1988","CALGARY",165,301,0.548172757475083,0,NA,NA,NA,NA
"1988-3","0140",1,1,"September 30, 1988","CALGARY",124,518,0.239382239382239,0,NA,NA,NA,NA
"1988-3","0140",2,1,"September 30, 1988","CALGARY",11,31,0.354838709677419,0,NA,NA,NA,NA
"1988-3","0140",5,3,"September 30, 1988","CALGARY",2,1,2,26,NA,NA,NA,NA
"1988-4","0140",4,1,"December 31, 1988","CALGARY",7,1,7,2,NA,NA,NA,NA
"1988-4","0140",5,3,"December 31, 1988","CALGARY",2,1,2,26,NA,NA,NA,NA
"1988-4","0140",1,1,"December 31, 1988","CALGARY",95,368,0.258152173913043,0,NA,NA,NA,NA
"1988-4","0140",2,1,"December 31, 1988","CALGARY",14,30,0.466666666666667,0,NA,NA,NA,NA
"1989-1","0140",1,1,"March 31, 1989","CALGARY",128,327,0.391437308868502,0,NA,NA,NA,NA
"1989-1","0140",2,1,"March 31, 1989","CALGARY",15,11,1.36363636363636,0,NA,NA,NA,NA
"1989-1","0140",4,1,"March 31, 1989","CALGARY",3,1,3,2,NA,NA,NA,NA
"1989-2","0140",1,1,"June 30, 1989","CALGARY",219,605,0.36198347107438,0,NA,NA,NA,NA
"1989-2","0140",2,1,"June 30, 1989","CALGARY",11,12,0.916666666666667,0,NA,NA,NA,NA
"1989-2","0140",4,1,"June 30, 1989","CALGARY",3,1,3,2,NA,NA,NA,NA
"1989-3","0140",4,1,"September 30, 1989","CALGARY",2,1,2,0,NA,NA,NA,NA
"1989-3","0140",1,1,"September 30, 1989","CALGARY",274,731,0.374829001367989,0,NA,NA,NA,NA
"1989-3","0140",2,1,"September 30, 1989","CALGARY",14,10,1.4,0,NA,NA,NA,NA
"1989-4","0140",1,1,"December 31, 1989","CALGARY",325,619,0.525040387722132,0,NA,NA,NA,NA
"1989-4","0140",2,1,"December 31, 1989","CALGARY",24,16,1.5,0,NA,NA,NA,NA
"1989-4","0140",4,1,"December 31, 1989","CALGARY",14,5,2.8,0,NA,NA,NA,NA
"1990-1","0140",2,1,"March 31, 1990","CALGARY",20,29,0.689655172413793,0,NA,NA,NA,NA
"1990-1","0140",4,1,"March 31, 1990","CALGARY",1,1,1,0,NA,NA,NA,NA
"1990-1","0140",4,3,"March 31, 1990","CALGARY",1,1,1,0,NA,NA,NA,NA
"1990-1","0140",1,1,"March 31, 1990","CALGARY",404,862,0.468677494199536,0,NA,NA,NA,NA
"1990-2","0140",2,3,"June 30, 1990","CALGARY",7,9,0.777777777777778,0,NA,NA,NA,NA
"1990-2","0140",2,1,"June 30, 1990","CALGARY",26,118,0.220338983050847,0,NA,NA,NA,NA
"1990-2","0140",5,3,"June 30, 1990","CALGARY",3,1,3,0,NA,NA,NA,NA
"1990-2","0140",1,3,"June 30, 1990","CALGARY",1,1,1,0,NA,NA,NA,NA
"1990-2","0140",4,3,"June 30, 1990","CALGARY",27,11,2.45454545454545,0,NA,NA,NA,NA
"1990-2","0140",4,1,"June 30, 1990","CALGARY",7,6,1.16666666666667,0,NA,NA,NA,NA
"1990-2","0140",1,1,"June 30, 1990","CALGARY",514,1004,0.51195219123506,0,NA,NA,NA,NA
"1990-3","0140",4,3,"September 30, 1990","CALGARY",36,12,3,0,NA,NA,NA,NA
"1990-3","0140",1,1,"September 30, 1990","CALGARY",558,1211,0.460776218001652,0,NA,NA,NA,NA
"1990-3","0140",2,1,"September 30, 1990","CALGARY",17,15,1.13333333333333,0,NA,NA,NA,NA
"1990-3","0140",2,3,"September 30, 1990","CALGARY",19,15,1.26666666666667,0,NA,NA,NA,NA
"1990-3","0140",5,3,"September 30, 1990","CALGARY",3,1,3,0,NA,NA,NA,NA
"1990-3","0140",1,3,"September 30, 1990","CALGARY",1,1,1,0,NA,NA,NA,NA
"1990-4","0140",2,1,"December 31, 1990","CALGARY",25,24,1.04166666666667,0,NA,NA,NA,NA
"1990-4","0140",5,3,"December 31, 1990","CALGARY",3,1,3,0,NA,NA,NA,NA
"1990-4","0140",2,3,"December 31, 1990","CALGARY",17,18,0.944444444444444,0,NA,NA,NA,NA
"1990-4","0140",1,1,"December 31, 1990","CALGARY",489,889,0.550056242969629,0,NA,NA,NA,NA
"1990-4","0140",4,3,"December 31, 1990","CALGARY",41,14,2.92857142857143,0,NA,NA,NA,NA
"1991-1","0140",5,3,"March 31, 1991","CALGARY",60,2,30,4.5,NA,NA,NA,NA
"1991-1","0140",2,3,"March 31, 1991","CALGARY",23,15,1.53333333333333,0,NA,NA,NA,NA
"1991-1","0140",4,3,"March 31, 1991","CALGARY",36,13,2.76923076923077,0,NA,NA,NA,NA
"1991-1","0140",2,1,"March 31, 1991","CALGARY",32,31,1.03225806451613,0,NA,NA,NA,NA
"1991-1","0140",1,1,"March 31, 1991","CALGARY",368,639,0.575899843505477,0,NA,NA,NA,NA
"1991-2","0140",2,3,"June 30, 1991","CALGARY",17,10,1.7,0,NA,NA,NA,NA
"1991-2","0140",1,1,"June 30, 1991","CALGARY",481,739,0.650879566982409,0,NA,NA,NA,NA
"1991-2","0140",2,1,"June 30, 1991","CALGARY",49,36,1.36111111111111,0,NA,NA,NA,NA
"1991-2","0140",4,3,"June 30, 1991","CALGARY",38,15,2.53333333333333,0,NA,NA,NA,NA
"1991-2","0140",5,3,"June 30, 1991","CALGARY",78,3,26,3,NA,NA,NA,NA
"1991-3","0140",5,3,"September 30, 1991","CALGARY",63,4,15.75,3,NA,NA,NA,NA
"1991-3","0140",1,1,"September 30, 1991","CALGARY",521,940,0.554255319148936,0,NA,NA,NA,NA
"1991-3","0140",4,3,"September 30, 1991","CALGARY",23,11,2.09090909090909,0,NA,NA,NA,NA
"1991-3","0140",2,3,"September 30, 1991","CALGARY",22,14,1.57142857142857,0,NA,NA,NA,NA
"1991-3","0140",2,1,"September 30, 1991","CALGARY",60,44,1.36363636363636,0,NA,NA,NA,NA
"1991-4","0140",5,3,"December 31, 1991","CALGARY",21,5,4.2,2.4,NA,NA,NA,NA
"1991-4","0140",2,1,"December 31, 1991","CALGARY",57,43,1.32558139534884,0,NA,NA,NA,NA
"1991-4","0140",2,3,"December 31, 1991","CALGARY",12,9,1.33333333333333,0,NA,NA,NA,NA
"1991-4","0140",1,1,"December 31, 1991","CALGARY",486,821,0.591961023142509,0,NA,NA,NA,NA
"1991-4","0140",4,3,"December 31, 1991","CALGARY",65,21,3.0952380952381,0,NA,NA,NA,NA
"1991-4","0140",4,1,"December 31, 1991","CALGARY",4,1,4,0,NA,NA,NA,NA
"1992-1","0140",4,1,"March 31, 1992","CALGARY",3,1,3,0,NA,NA,NA,NA
"1992-1","0140",2,3,"March 31, 1992","CALGARY",7,8,0.875,0,NA,NA,NA,NA
"1992-1","0140",1,1,"March 31, 1992","CALGARY",446,829,0.537997587454765,0,NA,NA,NA,NA
"1992-1","0140",4,3,"March 31, 1992","CALGARY",81,28,2.89285714285714,0,NA,NA,NA,NA
"1992-1","0140",2,1,"March 31, 1992","CALGARY",57,55,1.03636363636364,0,NA,NA,NA,NA
"1992-1","0140",5,3,"March 31, 1992","CALGARY",20,4,5,0.75,NA,NA,NA,NA
"1992-2","0140",5,3,"June 30, 1992","CALGARY",34,8,4.25,0,NA,NA,NA,NA
"1992-2","0140",1,1,"June 30, 1992","CALGARY",439,1009,0.435084241823588,0,NA,NA,NA,NA
"1992-2","0140",4,3,"June 30, 1992","CALGARY",72,26,2.76923076923077,0,NA,NA,NA,NA
"1992-2","0140",5,1,"June 30, 1992","CALGARY",1,1,1,0,NA,NA,NA,NA
"1992-2","0140",2,3,"June 30, 1992","CALGARY",9,8,1.125,0,NA,NA,NA,NA
"1992-2","0140",2,1,"June 30, 1992","CALGARY",59,54,1.09259259259259,0,NA,NA,NA,NA
"1992-3","0140",2,3,"September 30, 1992","CALGARY",7,5,1.4,0,NA,NA,NA,NA
"1992-3","0140",2,1,"September 30, 1992","CALGARY",46,53,0.867924528301887,0,NA,NA,NA,NA
"1992-3","0140",5,3,"September 30, 1992","CALGARY",21,5,4.2,0,NA,NA,NA,NA
"1992-3","0140",1,1,"September 30, 1992","CALGARY",348,982,0.354378818737271,0,NA,NA,NA,NA
"1992-3","0140",4,3,"September 30, 1992","CALGARY",94,42,2.23809523809524,0,NA,NA,NA,NA
"1992-4","0140",1,1,"December 31, 1992","CALGARY",344,797,0.431618569636135,0,NA,NA,NA,NA
"1992-4","0140",2,3,"December 31, 1992","CALGARY",10,9,1.11111111111111,0,NA,NA,NA,NA
"1992-4","0140",2,1,"December 31, 1992","CALGARY",49,54,0.907407407407407,0,NA,NA,NA,NA
"1992-4","0140",5,3,"December 31, 1992","CALGARY",38,7,5.42857142857143,0,NA,NA,NA,NA
"1992-4","0140",4,3,"December 31, 1992","CALGARY",113,49,2.30612244897959,0,NA,NA,NA,NA
"1993-1","0140",1,3,"March 31, 1993","CALGARY",5,6,0.833333333333333,0,NA,NA,NA,NA
"1993-1","0140",5,3,"March 31, 1993","CALGARY",33,7,4.71428571428571,0,NA,NA,NA,NA
"1993-1","0140",2,3,"March 31, 1993","CALGARY",18,17,1.05882352941176,0,NA,NA,NA,NA
"1993-1","0140",1,1,"March 31, 1993","CALGARY",391,703,0.556187766714083,0,NA,NA,NA,NA
"1993-1","0140",2,1,"March 31, 1993","CALGARY",38,42,0.904761904761905,0,NA,NA,NA,NA
"1993-1","0140",4,3,"March 31, 1993","CALGARY",92,39,2.35897435897436,0,NA,NA,NA,NA
"1993-1","0140",5,1,"March 31, 1993","CALGARY",4,1,4,0,NA,NA,NA,NA
"1993-2","0140",4,3,"June 30, 1993","CALGARY",110,46,2.39130434782609,0,NA,NA,NA,NA
"1993-2","0140",2,3,"June 30, 1993","CALGARY",19,21,0.904761904761905,0,NA,NA,NA,NA
"1993-2","0140",2,1,"June 30, 1993","CALGARY",64,59,1.08474576271186,0,NA,NA,NA,NA
"1993-2","0140",1,3,"June 30, 1993","CALGARY",3,4,0.75,0,NA,NA,NA,NA
"1993-2","0140",5,3,"June 30, 1993","CALGARY",31,9,3.44444444444444,0,NA,NA,NA,NA
"1993-2","0140",1,1,"June 30, 1993","CALGARY",489,949,0.515279241306639,0,NA,NA,NA,NA
"1993-3","0140",1,3,"September 30, 1993","CALGARY",7,9,0.777777777777778,0,NA,NA,NA,NA
"1993-3","0140",2,1,"September 30, 1993","CALGARY",71,68,1.04411764705882,0,NA,NA,NA,NA
"1993-3","0140",1,1,"September 30, 1993","CALGARY",487,987,0.493414387031408,0,NA,NA,NA,NA
"1993-3","0140",4,3,"September 30, 1993","CALGARY",83,39,2.12820512820513,0,NA,NA,NA,NA
"1993-3","0140",4,1,"September 30, 1993","CALGARY",1,1,1,0,NA,NA,NA,NA
"1993-3","0140",2,3,"September 30, 1993","CALGARY",12,15,0.8,0,NA,NA,NA,NA
"1993-3","0140",5,3,"September 30, 1993","CALGARY",22,6,3.66666666666667,0,NA,NA,NA,NA
"1993-4","0140",4,1,"December 31, 1993","CALGARY",3,2,1.5,0,NA,NA,NA,NA
"1993-4","0140",2,3,"December 31, 1993","CALGARY",14,13,1.07692307692308,0,NA,NA,NA,NA
"1993-4","0140",2,1,"December 31, 1993","CALGARY",58,60,0.966666666666667,0,NA,NA,NA,NA
"1993-4","0140",4,3,"December 31, 1993","CALGARY",73,38,1.92105263157895,0,NA,NA,NA,NA
"1993-4","0140",1,1,"December 31, 1993","CALGARY",474,893,0.530795072788354,0,NA,NA,NA,NA
"1993-4","0140",5,3,"December 31, 1993","CALGARY",15,5,3,0,NA,NA,NA,NA
"1993-4","0140",1,3,"December 31, 1993","CALGARY",4,5,0.8,0,NA,NA,NA,NA
"1994-1","0140",4,3,"March 31, 1994","CALGARY",72,36,2,0,NA,NA,NA,NA
"1994-1","0140",2,3,"March 31, 1994","CALGARY",16,16,1,0,NA,NA,NA,NA
"1994-1","0140",5,3,"March 31, 1994","CALGARY",45,5,9,0,NA,NA,NA,NA
"1994-1","0140",4,1,"March 31, 1994","CALGARY",7,4,1.75,0,NA,NA,NA,NA
"1994-1","0140",2,1,"March 31, 1994","CALGARY",55,52,1.05769230769231,0,NA,NA,NA,NA
"1994-1","0140",1,1,"March 31, 1994","CALGARY",542,850,0.637647058823529,0,NA,NA,NA,NA
"1994-1","0140",1,3,"March 31, 1994","CALGARY",2,2,1,0,NA,NA,NA,NA
"1994-2","0140",1,3,"June 30, 1994","CALGARY",1,1,1,0,NA,NA,NA,NA
"1994-2","0140",5,3,"June 30, 1994","CALGARY",39,6,6.5,0,NA,NA,NA,NA
"1994-2","0140",2,3,"June 30, 1994","CALGARY",21,25,0.84,0,NA,NA,NA,NA
"1994-2","0140",2,1,"June 30, 1994","CALGARY",37,61,0.60655737704918,0,NA,NA,NA,NA
"1994-2","0140",4,1,"June 30, 1994","CALGARY",6,4,1.5,0,NA,NA,NA,NA
"1994-2","0140",4,3,"June 30, 1994","CALGARY",71,40,1.775,0,NA,NA,NA,NA
"1994-2","0140",1,1,"June 30, 1994","CALGARY",494,1063,0.464722483537159,0,NA,NA,NA,NA
"1994-3","0140",4,3,"September 30, 1994","CALGARY",73,46,1.58695652173913,0,NA,NA,NA,NA
"1994-3","0140",1,1,"September 30, 1994","CALGARY",560,1160,0.482758620689655,0,NA,NA,NA,NA
"1994-3","0140",2,1,"September 30, 1994","CALGARY",35,35,1,0,NA,NA,NA,NA
"1994-3","0140",2,3,"September 30, 1994","CALGARY",21,18,1.16666666666667,0,NA,NA,NA,NA
"1994-3","0140",5,3,"September 30, 1994","CALGARY",31,6,5.16666666666667,0,NA,NA,NA,NA
"1994-3","0140",4,1,"September 30, 1994","CALGARY",6,4,1.5,0,NA,NA,NA,NA
"1994-3","0140",1,3,"September 30, 1994","CALGARY",1,1,1,0,NA,NA,NA,NA
"1994-4","0140",4,3,"December 31, 1994","CALGARY",67,41,1.63414634146341,0,NA,NA,NA,NA
"1994-4","0140",2,3,"December 31, 1994","CALGARY",29,25,1.16,0,NA,NA,NA,NA
"1994-4","0140",1,1,"December 31, 1994","CALGARY",521,864,0.603009259259259,0,NA,NA,NA,NA
"1994-4","0140",2,1,"December 31, 1994","CALGARY",35,31,1.12903225806452,0,NA,NA,NA,NA
"1994-4","0140",1,3,"December 31, 1994","CALGARY",1,2,0.5,0,NA,NA,NA,NA
"1994-4","0140",5,3,"December 31, 1994","CALGARY",15,4,3.75,0,NA,NA,NA,NA
"1994-4","0140",4,1,"December 31, 1994","CALGARY",3,2,1.5,0,NA,NA,NA,NA
"1995-1","0140",4,1,"March 31, 1995","CALGARY",12,5,2.4,0,NA,NA,NA,NA
"1995-1","0140",2,1,"March 31, 1995","CALGARY",39,33,1.18181818181818,0,NA,NA,NA,NA
"1995-1","0140",5,3,"March 31, 1995","CALGARY",21,4,5.25,0,NA,NA,NA,NA
"1995-1","0140",2,3,"March 31, 1995","CALGARY",24,17,1.41176470588235,0,NA,NA,NA,NA
"1995-1","0140",1,1,"March 31, 1995","CALGARY",750,1012,0.741106719367589,0,NA,NA,NA,NA
"1995-1","0140",1,3,"March 31, 1995","CALGARY",1,1,1,0,NA,NA,NA,NA
"1995-1","0140",4,3,"March 31, 1995","CALGARY",91,48,1.89583333333333,0,NA,NA,NA,NA
"1995-2","0140",2,1,"June 30, 1995","CALGARY",39,45,0.866666666666667,0,NA,NA,NA,NA
"1995-2","0140",4,1,"June 30, 1995","CALGARY",18,5,3.6,0,NA,NA,NA,NA
"1995-2","0140",4,3,"June 30, 1995","CALGARY",74,45,1.64444444444444,0,NA,NA,NA,NA
"1995-2","0140",1,3,"June 30, 1995","CALGARY",1,1,1,0,NA,NA,NA,NA
"1995-2","0140",5,3,"June 30, 1995","CALGARY",26,4,6.5,0,NA,NA,NA,NA
"1995-2","0140",1,1,"June 30, 1995","CALGARY",720,1219,0.59064807219032,0,NA,NA,NA,NA
"1995-2","0140",2,3,"June 30, 1995","CALGARY",28,24,1.16666666666667,0,NA,NA,NA,NA
"1995-3","0140",4,1,"September 30, 1995","CALGARY",5,2,2.5,0,NA,NA,NA,NA
"1995-3","0140",1,1,"September 30, 1995","CALGARY",592,1165,0.508154506437768,0,NA,NA,NA,NA
"1995-3","0140",4,3,"September 30, 1995","CALGARY",61,41,1.48780487804878,0,NA,NA,NA,NA
"1995-3","0140",5,3,"September 30, 1995","CALGARY",24,5,4.8,0,NA,NA,NA,NA
"1995-3","0140",1,3,"September 30, 1995","CALGARY",1,1,1,0,NA,NA,NA,NA
"1995-3","0140",2,1,"September 30, 1995","CALGARY",38,38,1,0,NA,NA,NA,NA
"1995-3","0140",2,3,"September 30, 1995","CALGARY",37,34,1.08823529411765,0,NA,NA,NA,NA
"1995-4","0140",4,1,"December 31, 1995","CALGARY",3,3,1,0,NA,NA,NA,NA
"1995-4","0140",2,1,"December 31, 1995","CALGARY",38,35,1.08571428571429,0,NA,NA,NA,NA
"1995-4","0140",1,1,"December 31, 1995","CALGARY",596,993,0.600201409869084,0,NA,NA,NA,NA
"1995-4","0140",5,3,"December 31, 1995","CALGARY",223,14,15.9285714285714,0,NA,NA,NA,NA
"1995-4","0140",1,3,"December 31, 1995","CALGARY",1,1,1,0,NA,NA,NA,NA
"1995-4","0140",4,3,"December 31, 1995","CALGARY",80,51,1.56862745098039,0,NA,NA,NA,NA
"1995-4","0140",2,3,"December 31, 1995","CALGARY",35,35,1,0,NA,NA,NA,NA
"1996-1","0140",1,1,"March 31, 1996","CALGARY",637,1005,0.633830845771144,0,NA,NA,NA,NA
"1996-1","0140",1,3,"March 31, 1996","CALGARY",1,1,1,0,NA,NA,NA,NA
"1996-1","0140",2,1,"March 31, 1996","CALGARY",37,36,1.02777777777778,0,NA,NA,NA,NA
"1996-1","0140",4,1,"March 31, 1996","CALGARY",2,2,1,0,NA,NA,NA,NA
"1996-1","0140",2,3,"March 31, 1996","CALGARY",29,28,1.03571428571429,0,NA,NA,NA,NA
"1996-1","0140",4,3,"March 31, 1996","CALGARY",72,51,1.41176470588235,0,NA,NA,NA,NA
"1996-1","0140",5,3,"March 31, 1996","CALGARY",196,14,14,0,NA,NA,NA,NA
"1996-2","0140",1,1,"June 30, 1996","CALGARY",575,1112,0.517086330935252,0,NA,NA,NA,NA
"1996-2","0140",2,3,"June 30, 1996","CALGARY",31,37,0.837837837837838,0,NA,NA,NA,NA
"1996-2","0140",4,3,"June 30, 1996","CALGARY",58,41,1.41463414634146,0,NA,NA,NA,NA
"1996-2","0140",1,3,"June 30, 1996","CALGARY",1,1,1,0,NA,NA,NA,NA
"1996-2","0140",4,1,"June 30, 1996","CALGARY",6,5,1.2,0,NA,NA,NA,NA
"1996-2","0140",2,1,"June 30, 1996","CALGARY",39,39,1,0,NA,NA,NA,NA
"1996-2","0140",5,3,"June 30, 1996","CALGARY",175,17,10.2941176470588,0,NA,NA,NA,NA
"1996-3","0140",1,1,"September 30, 1996","CALGARY",484,1073,0.451071761416589,0,NA,NA,NA,NA
"1996-3","0140",2,1,"September 30, 1996","CALGARY",43,46,0.934782608695652,0,NA,NA,NA,NA
"1996-3","0140",5,3,"September 30, 1996","CALGARY",150,17,8.82352941176471,0,NA,NA,NA,NA
"1996-3","0140",4,3,"September 30, 1996","CALGARY",33,24,1.375,0,NA,NA,NA,NA
"1996-3","0140",4,1,"September 30, 1996","CALGARY",4,3,1.33333333333333,0,NA,NA,NA,NA
"1996-3","0140",2,3,"September 30, 1996","CALGARY",36,33,1.09090909090909,0,NA,NA,NA,NA
"1996-3","0140",1,3,"September 30, 1996","CALGARY",4,4,1,0,NA,NA,NA,NA
"1996-4","0140",1,3,"December 31, 1996","CALGARY",4,4,1,0,NA,NA,NA,NA
"1996-4","0140",4,3,"December 31, 1996","CALGARY",45,26,1.73076923076923,0,NA,NA,NA,NA
"1996-4","0140",2,1,"December 31, 1996","CALGARY",37,43,0.86046511627907,0,NA,NA,NA,NA
"1996-4","0140",4,1,"December 31, 1996","CALGARY",11,6,1.83333333333333,0,NA,NA,NA,NA
"1996-4","0140",2,3,"December 31, 1996","CALGARY",28,36,0.777777777777778,0,NA,NA,NA,NA
"1996-4","0140",5,3,"December 31, 1996","CALGARY",121,17,7.11764705882353,0,NA,NA,NA,NA
"1996-4","0140",1,1,"December 31, 1996","CALGARY",446,919,0.485310119695321,0,NA,NA,NA,NA
"1997-1","0140",5,3,"March 31, 1997","CALGARY",104,17,6.11764705882353,0,NA,NA,NA,NA
"1997-1","0140",2,1,"March 31, 1997","CALGARY",40,38,1.05263157894737,0,NA,NA,NA,NA
"1997-1","0140",1,1,"March 31, 1997","CALGARY",452,872,0.518348623853211,0,NA,NA,NA,NA
"1997-1","0140",4,3,"March 31, 1997","CALGARY",40,24,1.66666666666667,0,NA,NA,NA,NA
"1997-1","0140",1,3,"March 31, 1997","CALGARY",1,2,0.5,0,NA,NA,NA,NA
"1997-1","0140",2,3,"March 31, 1997","CALGARY",24,23,1.04347826086957,0,NA,NA,NA,NA
"1997-1","0140",4,1,"March 31, 1997","CALGARY",8,5,1.6,0,NA,NA,NA,NA
"1997-2","0140",5,3,"June 30, 1997","CALGARY",71,17,4.17647058823529,0,NA,NA,NA,NA
"1997-2","0140",1,1,"June 30, 1997","CALGARY",445,1093,0.407136322049405,0,NA,NA,NA,NA
"1997-2","0140",2,3,"June 30, 1997","CALGARY",21,29,0.724137931034483,0,NA,NA,NA,NA
"1997-2","0140",4,1,"June 30, 1997","CALGARY",2,2,1,0,NA,NA,NA,NA
"1997-2","0140",1,3,"June 30, 1997","CALGARY",1,4,0.25,0,NA,NA,NA,NA
"1997-2","0140",5,1,"June 30, 1997","CALGARY",2,1,2,0,NA,NA,NA,NA
"1997-2","0140",4,3,"June 30, 1997","CALGARY",26,17,1.52941176470588,0,NA,NA,NA,NA
"1997-2","0140",2,1,"June 30, 1997","CALGARY",36,35,1.02857142857143,0,NA,NA,NA,NA
"1997-3","0140",4,3,"September 30, 1997","CALGARY",23,16,1.4375,0,NA,NA,NA,NA
"1997-3","0140",5,1,"September 30, 1997","CALGARY",2,1,2,0,NA,NA,NA,NA
"1997-3","0140",1,3,"September 30, 1997","CALGARY",1,2,0.5,0,NA,NA,NA,NA
"1997-3","0140",1,1,"September 30, 1997","CALGARY",439,1188,0.36952861952862,0,NA,NA,NA,NA
"1997-3","0140",2,3,"September 30, 1997","CALGARY",22,36,0.611111111111111,0,NA,NA,NA,NA
"1997-3","0140",5,3,"September 30, 1997","CALGARY",34,9,3.77777777777778,0,NA,NA,NA,NA
"1997-3","0140",2,1,"September 30, 1997","CALGARY",46,46,1,0,NA,NA,NA,NA
"1997-4","0140",2,1,"December 31, 1997","CALGARY",45,51,0.882352941176471,0,NA,NA,NA,NA
"1997-4","0140",4,3,"December 31, 1997","CALGARY",20,15,1.33333333333333,0,NA,NA,NA,NA
"1997-4","0140",1,3,"December 31, 1997","CALGARY",1,12,0.0833333333333333,0,NA,NA,NA,NA
"1997-4","0140",2,3,"December 31, 1997","CALGARY",25,31,0.806451612903226,0,NA,NA,NA,NA
"1997-4","0140",5,1,"December 31, 1997","CALGARY",1,1,1,0,NA,NA,NA,NA
"1997-4","0140",1,1,"December 31, 1997","CALGARY",440,1154,0.381282495667244,0,NA,NA,NA,NA
"1997-4","0140",5,3,"December 31, 1997","CALGARY",19,10,1.9,0,NA,NA,NA,NA
"1998-1","0140",1,3,"March 31, 1998","CALGARY",3,5,0.6,0,NA,NA,NA,NA
"1998-1","0140",2,3,"March 31, 1998","CALGARY",22,31,0.709677419354839,0,NA,NA,NA,NA
"1998-1","0140",4,3,"March 31, 1998","CALGARY",19,13,1.46153846153846,0,NA,NA,NA,NA
"1998-1","0140",1,1,"March 31, 1998","CALGARY",499,1080,0.462037037037037,0,NA,NA,NA,NA
"1998-1","0140",2,1,"March 31, 1998","CALGARY",51,47,1.08510638297872,0,NA,NA,NA,NA
"1998-1","0140",5,3,"March 31, 1998","CALGARY",22,10,2.2,0,NA,NA,NA,NA
"1998-2","0140",4,3,"June 30, 1998","CALGARY",28,20,1.4,0,NA,NA,NA,NA
"1998-2","0140",5,1,"June 30, 1998","CALGARY",2,1,2,0,NA,NA,NA,NA
"1998-2","0140",1,1,"June 30, 1998","CALGARY",575,1300,0.442307692307692,0,NA,NA,NA,NA
"1998-2","0140",2,1,"June 30, 1998","CALGARY",44,46,0.956521739130435,0,NA,NA,NA,NA
"1998-2","0140",5,3,"June 30, 1998","CALGARY",25,13,1.92307692307692,0,NA,NA,NA,NA
"1998-2","0140",1,3,"June 30, 1998","CALGARY",2,2,1,0,NA,NA,NA,NA
"1998-2","0140",2,3,"June 30, 1998","CALGARY",25,32,0.78125,0,NA,NA,NA,NA
"1998-3","0140",1,3,"September 30, 1998","CALGARY",4,7,0.571428571428571,0,NA,NA,NA,NA
"1998-3","0140",2,1,"September 30, 1998","CALGARY",41,42,0.976190476190476,0,NA,NA,NA,NA
"1998-3","0140",4,3,"September 30, 1998","CALGARY",19,14,1.35714285714286,0,NA,NA,NA,NA
"1998-3","0140",5,1,"September 30, 1998","CALGARY",3,1,3,0,NA,NA,NA,NA
"1998-3","0140",5,3,"September 30, 1998","CALGARY",12,7,1.71428571428571,0,NA,NA,NA,NA
"1998-3","0140",2,3,"September 30, 1998","CALGARY",29,41,0.707317073170732,0,NA,NA,NA,NA
"1998-3","0140",1,1,"September 30, 1998","CALGARY",676,1554,0.435006435006435,0,NA,NA,NA,NA
"1998-3","0140",4,1,"September 30, 1998","CALGARY",1,1,1,0,NA,NA,NA,NA
"1998-4","0140",5,1,"December 31, 1998","CALGARY",1,1,1,0,NA,NA,NA,NA
"1998-4","0140",1,1,"December 31, 1998","CALGARY",724,1505,0.481063122923588,0,NA,NA,NA,NA
"1998-4","0140",1,3,"December 31, 1998","CALGARY",5,10,0.5,0,NA,NA,NA,NA
"1998-4","0140",4,3,"December 31, 1998","CALGARY",31,23,1.34782608695652,0,NA,NA,NA,NA
"1998-4","0140",5,3,"December 31, 1998","CALGARY",36,9,4,2.11111111111111,NA,NA,NA,NA
"1998-4","0140",2,1,"December 31, 1998","CALGARY",39,54,0.722222222222222,0,NA,NA,NA,NA
"1998-4","0140",4,1,"December 31, 1998","CALGARY",1,1,1,0,NA,NA,NA,NA
"1998-4","0140",2,3,"December 31, 1998","CALGARY",28,39,0.717948717948718,0,NA,NA,NA,NA
"1999-1","0140",2,3,"March 31, 1999","CALGARY",31,24,1.29166666666667,0,NA,NA,NA,NA
"1999-1","0140",5,1,"March 31, 1999","CALGARY",1,1,1,0,NA,NA,NA,NA
"1999-1","0140",1,3,"March 31, 1999","CALGARY",5,5,1,0,NA,NA,NA,NA
"1999-1","0140",4,1,"March 31, 1999","CALGARY",2,2,1,0,NA,NA,NA,NA
"1999-1","0140",4,3,"March 31, 1999","CALGARY",28,19,1.47368421052632,0,NA,NA,NA,NA
"1999-1","0140",2,1,"March 31, 1999","CALGARY",46,41,1.1219512195122,0,NA,NA,NA,NA
"1999-1","0140",5,3,"March 31, 1999","CALGARY",43,15,2.86666666666667,1.8,NA,NA,NA,NA
"1999-1","0140",1,1,"March 31, 1999","CALGARY",906,1419,0.638477801268499,0,NA,NA,NA,NA
"1999-2","0140",2,3,"June 30, 1999","CALGARY",57,47,1.21276595744681,0,NA,NA,NA,NA
"1999-2","0140",1,3,"June 30, 1999","CALGARY",9,10,0.9,0,NA,NA,NA,NA
"1999-2","0140",5,3,"June 30, 1999","CALGARY",82,18,4.55555555555556,1.55555555555556,NA,NA,NA,NA
