"","reference_period_qq","metcode","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","ref_yy","ref_qq","population","starts_per_10kpop"
"929","1998-3","1700","September 30, 1998","SASKATOON",353,NA,NA,243,1.45267489711934,0,0.363636363636364,1998,3,"232086.328",15.2098576009182
"930","1998-3","2410","September 30, 1998","VANCOUVER",3489,NA,NA,1134,3.07671957671958,0.238095238095238,0.411816578483245,1998,3,"2003029.82",17.4186123699347
"931","1998-4","1700","December 31, 1998","SASKATOON",213,NA,NA,154,1.38311688311688,0,0.488549618320611,1998,4,"232227.483",9.17204101979609
"932","1998-4","2410","December 31, 1998","VANCOUVER",2191,NA,NA,887,2.47012401352875,0.109357384441939,0.586245772266065,1998,4,"2009927.3800000001",10.9008913545921
"933","1999-1","1700","March 31, 1999","SASKATOON",184,NA,NA,118,1.55932203389831,0,0.366336633663366,1999,1,"232304.54499999998",7.92063711022098
"934","1999-1","2410","March 31, 1999","VANCOUVER",1951,NA,NA,612,3.18790849673203,0.143790849673203,0.36437908496732,1999,1,"2016838.69",9.67355500305282
"935","1999-2","1700","June 30, 1999","SASKATOON",323,NA,NA,270,1.1962962962963,0,0.130434782608696,1999,2,"232317.51299999998",13.9033857512068
"936","1999-2","2410","June 30, 1999","VANCOUVER",1861,NA,NA,1118,1.66457960644007,0.0805008944543828,0.905187835420394,1999,2,"2023763.75",9.19573739770761
"937","1999-3","1700","September 30, 1999","SASKATOON",548,NA,NA,231,2.37229437229437,0,0.169811320754717,1999,3,"232015.43899999998",23.6191178639625
"938","1999-3","2410","September 30, 1999","VANCOUVER",2497,NA,NA,1369,1.82395909422936,0.0745069393718042,0.693206720233747,1999,3,"2029870.25",12.3012788625283
"939","1999-4","1700","December 31, 1999","SASKATOON",218,NA,NA,183,1.19125683060109,0,0.25,1999,4,"232000.601",9.39652738227174
"940","1999-4","2410","December 31, 1999","VANCOUVER",2368,NA,NA,981,2.41386340468909,0.226299694189602,0.46177370030581,1999,4,"2037155.74",11.6240499118639
"941","2000-1","1700","March 31, 2000","SASKATOON",144,NA,NA,110,1.30909090909091,0,0.309090909090909,2000,1,"232022.048",6.2063067385734
"942","2000-1","2410","March 31, 2000","VANCOUVER",1527,NA,NA,708,2.15677966101695,0.192090395480226,0.865819209039548,2000,1,"2044787.91",7.46776715830641
"943","2000-2","1700","June 30, 2000","SASKATOON",331,NA,NA,271,1.22140221402214,0,0.310344827586207,2000,2,"232079.782",14.2623367338392
"944","2000-2","2410","June 30, 2000","VANCOUVER",2468,NA,NA,1082,2.28096118299445,0.231977818853974,0.599815157116451,2000,2,"2052766.76",12.0227979529443
"945","2000-3","1700","September 30, 2000","SASKATOON",306,NA,NA,177,1.72881355932203,0,0.0297619047619048,2000,3,"232047.956",13.1869293431742
"946","2000-3","2410","September 30, 2000","VANCOUVER",1989,NA,NA,1135,1.75242290748899,0.133039647577093,0.459030837004405,2000,3,"2063473.23",9.63908797595596
"947","2000-4","1700","December 31, 2000","SASKATOON",187,NA,NA,130,1.43846153846154,0,0.00769230769230769,2000,4,"232228.601",8.05241039194823
"948","2000-4","2410","December 31, 2000","VANCOUVER",2219,NA,NA,825,2.68969696969697,0.193939393939394,0.561212121212121,2000,4,"2071193.06",10.7136318813274
"949","2001-1","1700","March 31, 2001","SASKATOON",148,NA,NA,125,1.184,0,-0.0683760683760684,2001,1,"232495.87",6.36570447466443
"950","2001-1","2410","March 31, 2001","VANCOUVER",2149,NA,NA,813,2.64329643296433,0.259532595325953,0.832718327183272,2001,1,"2078307.19",10.3401461070825
"951","2001-2","1700","June 30, 2001","SASKATOON",216,NA,NA,167,1.29341317365269,0,0.0419161676646707,2001,2,"232849.764",9.27636757235451
"952","2001-2","2410","June 30, 2001","VANCOUVER",3620,NA,NA,1047,3.45749761222541,0.29512893982808,0.484240687679083,2001,2,"2084815.6199999999",17.3636458076806
"953","2001-3","1700","September 30, 2001","SASKATOON",325,NA,NA,177,1.8361581920904,0,0.19774011299435,2001,3,"233528.215",13.9169478942834
"954","2001-3","2410","September 30, 2001","VANCOUVER",2802,NA,NA,1214,2.30807248764415,0.183690280065898,0.550247116968699,2001,3,"2090172.3299999998",13.4055932124984
"955","2001-4","1700","December 31, 2001","SASKATOON",211,NA,NA,142,1.48591549295775,0,0.0422535211267606,2001,4,"233960.185",9.01862853288477
"956","2001-4","2410","December 31, 2001","VANCOUVER",2291,NA,NA,1164,1.96821305841924,0.156357388316151,0.518041237113402,2001,4,"2095687.7599999998",10.9319720414839
"957","2002-1","1700","March 31, 2002","SASKATOON",224,NA,NA,143,1.56643356643357,0,0.146853146853147,2002,1,"234383.60499999998",9.55698245190827
"958","2002-1","2410","March 31, 2002","VANCOUVER",2285,NA,NA,964,2.37033195020747,0.246887966804979,0.358921161825726,2002,1,"2100815.9",10.8767265137321
"959","2002-2","1700","June 30, 2002","SASKATOON",315,NA,NA,244,1.29098360655738,0,0.151639344262295,2002,2,"234798.47699999998",13.4157599327188
"960","2002-2","2410","June 30, 2002","VANCOUVER",3548,NA,NA,1839,1.92930940728657,0.190864600326264,0.373028820010875,2002,2,"2105556.74",16.8506501515604
"961","2002-3","1700","September 30, 2002","SASKATOON",537,NA,NA,274,1.95985401459854,0,0.145985401459854,2002,3,"235070.438",22.8442165917945
"962","2002-3","2410","September 30, 2002","VANCOUVER",4020,NA,NA,1624,2.47536945812808,0.245073891625616,0.411330049261084,2002,3,"2108903.15",19.0620418012084
"963","2002-4","1700","December 31, 2002","SASKATOON",413,NA,NA,178,2.32022471910112,0,0.0561797752808989,2002,4,"235521.95599999998",17.5355201278984
"964","2002-4","2410","December 31, 2002","VANCOUVER",3344,NA,NA,1512,2.21164021164021,0.194444444444444,0.37962962962963,2002,4,"2113272.2600000002",15.8238011414582
"965","2003-1","1700","March 31, 2003","SASKATOON",236,NA,NA,144,1.63888888888889,0,0.159722222222222,2003,1,"236018.671",9.99920891851814
"966","2003-1","2410","March 31, 2003","VANCOUVER",2588,NA,NA,1452,1.78236914600551,0.115013774104683,0.704545454545455,2003,1,"2117656.94",12.2210540863149
"967","2003-2","1700","June 30, 2003","SASKATOON",540,NA,NA,243,2.22222222222222,0,0.34156378600823,2003,2,"236560.581",22.8271336550361
"968","2003-2","2410","June 30, 2003","VANCOUVER",3740,NA,NA,1704,2.19483568075117,0.200117370892019,0.369131455399061,2003,2,"2122057.17",17.6244073575077
"969","2003-3","1700","September 30, 2003","SASKATOON",443,NA,NA,223,1.98654708520179,0,0.260089686098655,2003,3,"237389.22400000002",18.6613356973609
"970","2003-3","2410","September 30, 2003","VANCOUVER",5146,NA,NA,1759,2.92552586696987,0.305287094940307,0.441728254690165,2003,3,"2125243.4899999998",24.2136960974763
"971","2003-4","1700","December 31, 2003","SASKATOON",236,NA,NA,179,1.31843575418994,0,0.0446927374301676,2003,4,"237924.912",9.91909581960884
"972","2003-4","2410","December 31, 2003","VANCOUVER",4152,NA,NA,1525,2.72262295081967,0.241967213114754,0.478688524590164,2003,4,"2130166.64",19.4914328392637
"973","2004-1","1700","March 31, 2004","SASKATOON",203,NA,NA,119,1.70588235294118,0,0.134453781512605,2004,1,"238409.18",8.5147727952422
"974","2004-1","2410","March 31, 2004","VANCOUVER",3698,NA,NA,1523,2.42810242941563,0.243598161523309,0.780695994747209,2004,1,"2135597.1399999997",17.3159999643004
"975","2004-2","1700","June 30, 2004","SASKATOON",658,NA,NA,296,2.22297297297297,0,0.0945945945945946,2004,2,"238842.029",27.5495901100388
"976","2004-2","2410","June 30, 2004","VANCOUVER",6064,NA,NA,2019,3.00346706290243,0.327389796929173,0.615460852329039,2004,2,"2141534.99",28.3161378558657
"977","2004-3","1700","September 30, 2004","SASKATOON",265,NA,NA,250,1.06,0,0.18,2004,3,"238979.566",11.0888141792006
"978","2004-3","2410","September 30, 2004","VANCOUVER",5437,NA,NA,1918,2.83472367049009,0.280500521376434,0.612095933263817,2004,3,"2148616.41",25.304656404444
"979","2004-4","1700","December 31, 2004","SASKATOON",452,NA,NA,210,2.15238095238095,0,0.123809523809524,2004,4,"239407.135",18.8799719774434
"980","2004-4","2410","December 31, 2004","VANCOUVER",4231,NA,NA,1547,2.7349709114415,0.273432449903038,0.671197411003236,2004,4,"2155314.48",19.6305459795361
"981","2005-1","1700","March 31, 2005","SASKATOON",197,NA,NA,125,1.576,0,0.04,2005,1,"239880.843",8.21241069258707
"982","2005-1","2410","March 31, 2005","VANCOUVER",4112,NA,NA,1282,3.20748829953198,0.343213728549142,0.968798751950078,2005,1,"2162265.41",19.0170918934508
"983","2005-2","1700","June 30, 2005","SASKATOON",363,NA,NA,252,1.44047619047619,0,0.0198412698412698,2005,2,"240400.689",15.0997903337956
"984","2005-2","2410","June 30, 2005","VANCOUVER",4462,NA,NA,1620,2.75432098765432,0.282098765432099,0.620987654320988,2005,2,"2169469.2",20.567242899784
"985","2005-3","1700","September 30, 2005","SASKATOON",259,NA,NA,210,1.23333333333333,0,0.0380952380952381,2005,3,"240791.856",10.7561777338516
"986","2005-3","2410","September 30, 2005","VANCOUVER",5359,NA,NA,1753,3.05704506560183,0.367940673131774,0.653166001140901,2005,3,"2177811.3899999997",24.6072732680492
"987","2005-4","1700","December 31, 2005","SASKATOON",243,NA,NA,223,1.08968609865471,0,0.0179372197309417,2005,4,"241473.908",10.0631990434345
"988","2005-4","2410","December 31, 2005","VANCOUVER",4981,NA,NA,1462,3.40697674418605,0.310533515731874,0.832421340629275,2005,4,"2185166.7",22.7945996065197
"989","2006-1","1700","March 31, 2006","SASKATOON",246,NA,NA,153,1.6078431372549,0,0.0196078431372549,2006,1,"242272.026",10.153875544839
"990","2006-1","2410","March 31, 2006","VANCOUVER",5093,NA,NA,1693,3.00826934435913,0.25989367985824,1.06910809214412,2006,1,"2192420.65",23.2300311530089
"991","2006-2","1700","June 30, 2006","SASKATOON",443,NA,NA,283,1.56537102473498,0,0.0530035335689046,2006,2,"243186.21",18.2164934434399
"992","2006-2","2410","June 30, 2006","VANCOUVER",4868,NA,NA,1819,2.67619571192963,0.239142385926333,0.647058823529412,2006,2,"2199573.25",22.1315657480377
"993","2006-3","1700","September 30, 2006","SASKATOON",399,NA,NA,275,1.45090909090909,0,0.04,2006,3,"244302.25",16.3322278038782
"994","2006-3","2410","September 30, 2006","VANCOUVER",4776,NA,NA,1891,2.52564780539397,0.260708619777895,0.636171337916446,2006,3,"2205040.0300000003",21.6594707353227
"995","2006-4","1700","December 31, 2006","SASKATOON",408,NA,NA,319,1.27899686520376,0,0.0313479623824451,2006,4,"245414.25",16.624951485091
"996","2006-4","2410","December 31, 2006","VANCOUVER",3968,NA,NA,1408,2.81818181818182,0.308238636363636,0.774147727272727,2006,4,"2212623.72",17.9334604620437
"997","2007-1","1700","March 31, 2007","SASKATOON",319,NA,NA,237,1.34599156118143,0,0.278481012658228,2007,1,"246608",12.935508985921
"998","2007-1","2410","March 31, 2007","VANCOUVER",4329,NA,NA,1122,3.85828877005348,0.342245989304813,1.03475935828877,2007,1,"2220739.8400000003",19.4935035704137
"999","2007-2","1700","June 30, 2007","SASKATOON",886,NA,NA,586,1.51194539249147,0,0.27378640776699,2007,2,"247883.5",35.7425968247181
"1000","2007-2","2410","June 30, 2007","VANCOUVER",5015,NA,NA,1487,3.37256220578346,0.323470073974445,0.883658372562206,2007,2,"2229388.41",22.4949586061587
"1001","2007-3","1700","September 30, 2007","SASKATOON",675,NA,NA,449,1.50334075723831,0,0.374164810690423,2007,3,"249281.063",27.0778691279891
"1002","2007-3","2410","September 30, 2007","VANCOUVER",5536,NA,NA,1479,3.74306964164976,0.40027045300879,0.803921568627451,2007,3,"2238170.3400000003",24.734489154208
"1003","2007-4","1700","December 31, 2007","SASKATOON",500,NA,NA,369,1.3550135501355,0,0.370481927710843,2007,4,"250703.938",19.9438430839487
"1004","2007-4","2410","December 31, 2007","VANCOUVER",5856,NA,NA,1357,4.31540162122329,0.476787030213707,0.873986735445836,2007,4,"2248043.41",26.049319038728
"1005","2008-1","1700","March 31, 2008","SASKATOON",590,NA,NA,314,1.87898089171975,0.0127388535031847,0.698412698412698,2008,1,"252192.43800000002",23.3948331154957
"1006","2008-1","2410","March 31, 2008","VANCOUVER",5131,NA,NA,1177,4.35938827527613,0.481733220050977,1.30161427357689,2008,1,"2258608.53",22.7175268836871
"1007","2008-2","1700","June 30, 2008","SASKATOON",984,NA,NA,577,1.7053726169844,0,0.410926365795724,2008,2,"253746.563",38.778850375995
"1008","2008-2","2410","June 30, 2008","VANCOUVER",5047,NA,NA,1386,3.64141414141414,0.495670995670996,0.806637806637807,2008,2,"2269865.7199999997",22.2347954574159
"1009","2008-3","1700","September 30, 2008","SASKATOON",521,NA,NA,286,1.82167832167832,0,0.315412186379928,2008,3,"255495.063",20.3917834608021
"1010","2008-3","2410","September 30, 2008","VANCOUVER",5486,NA,NA,1563,3.50991682661548,0.461932181701855,1.03582853486884,2008,3,"2284235.59",24.0167871651102
"1011","2008-4","1700","December 31, 2008","SASKATOON",224,NA,NA,218,1.02752293577982,0,0.504587155963303,2008,4,"257128.938",8.71158266908099
"1012","2008-4","2410","December 31, 2008","VANCOUVER",3927,NA,NA,1020,3.85,0.512745098039216,1.16862745098039,2008,4,"2295908.66",17.1043389853323
"1013","2009-1","1700","March 31, 2009","SASKATOON",89,NA,NA,80,1.1125,0,0.649350649350649,2009,1,"258776.93799999997",3.43925547183034
"1014","2009-1","2410","March 31, 2009","VANCOUVER",1819,NA,NA,442,4.11538461538461,0.755656108597285,1.77828054298643,2009,1,"2307305.5300000003",7.88365466276155
"1015","2009-2","1700","June 30, 2009","SASKATOON",253,NA,NA,225,1.12444444444444,0,1.01785714285714,2009,2,"260439.06299999997",9.71436454599747
"1016","2009-2","2410","June 30, 2009","VANCOUVER",1523,NA,NA,806,1.88957816377171,0.306451612903226,1.53101736972705,2009,2,"2318426.2199999997",6.56911135175136
"1017","2009-3","1700","September 30, 2009","SASKATOON",438,NA,NA,412,1.0631067961165,0,1.52556818181818,2009,3,"262094.68800000002",16.7115176328946
"1018","2009-3","2410","September 30, 2009","VANCOUVER",2302,NA,NA,1226,1.87765089722675,0.256117455138662,1.64979591836735,2009,3,"2330702.59",9.87685005318504
"1019","2009-4","1700","December 31, 2009","SASKATOON",648,NA,NA,449,1.44320712694877,0,0.773584905660377,2009,4,"263793.313",24.5646863686799
"1020","2009-4","2410","December 31, 2009","VANCOUVER",2695,NA,NA,1479,1.82217714672076,0.330628803245436,1.11223799864773,2009,4,"2340698.16",11.5136588136593
"1021","2010-1","1700","March 31, 2010","SASKATOON",365,NA,NA,285,1.28070175438596,0.00701754385964912,0.957446808510638,2010,1,"265514.313",13.7469048608314
"1022","2010-1","2410","March 31, 2010","VANCOUVER",3198,NA,NA,1391,2.29906542056075,0.312005751258088,0.902228612508986,2010,1,"2349844.78",13.609409554277
"1023","2010-2","1700","June 30, 2010","SASKATOON",624,NA,NA,566,1.10247349823322,0,0.789285714285714,2010,2,"267257.68799999997",23.3482525673873
"1024","2010-2","2410","June 30, 2010","VANCOUVER",3683,NA,NA,1687,2.18316538233551,0.286307053941909,0.901007705986959,2010,2,"2358142.4699999997",15.6182251363294
"1025","2010-3","1700","September 30, 2010","SASKATOON",766,NA,NA,517,1.4816247582205,0,1.22630560928433,2010,3,"268770.938",28.5001051713411
"1026","2010-3","2410","September 30, 2010","VANCOUVER",4256,NA,NA,1671,2.54697785757032,0.339317773788151,0.822262118491921,2010,3,"2361203.09",18.0247095983599
"1027","2010-4","1700","December 31, 2010","SASKATOON",626,NA,NA,362,1.7292817679558,0.0110497237569061,0.486111111111111,2010,4,"270660.06299999997",23.1286431053554
"1028","2010-4","2410","December 31, 2010","VANCOUVER",4080,NA,NA,1283,3.18004676539361,0.404520654715511,0.598283931357254,2010,4,"2369558.16",17.2183999062509
"1029","2011-1","1700","March 31, 2011","SASKATOON",648,NA,NA,328,1.97560975609756,0,1.14197530864198,2011,1,"272672.563",23.764767267765
"1030","2011-1","2410","March 31, 2011","VANCOUVER",3808,NA,NA,963,3.95430944963655,0.471443406022845,0.948078920041537,2011,1,"2378819.5300000003",16.0079398709157
"1031","2011-2","1700","June 30, 2011","SASKATOON",848,NA,NA,522,1.62452107279693,0.00574712643678161,1.50199203187251,2011,2,"274808.438",30.8578588842312
"1032","2011-2","2410","June 30, 2011","VANCOUVER",4664,NA,NA,1586,2.94073139974779,0.442622950819672,1.01954602774275,2011,2,"2388987.22",19.5229173306335
"1033","2011-3","1700","September 30, 2011","SASKATOON",735,NA,NA,526,1.39733840304182,0,0.916666666666667,2011,3,"277663.93799999997",26.4708483677848
"1034","2011-3","2410","September 30, 2011","VANCOUVER",4788,NA,NA,1705,2.80821114369501,0.412903225806452,0.987683284457478,2011,3,"2402922",19.9257404110495
"1035","2011-4","1700","December 31, 2011","SASKATOON",763,NA,NA,415,1.83855421686747,0.0072289156626506,0.621621621621622,2011,4,"279808.063",27.2686923964732
"1036","2011-4","2410","December 31, 2011","VANCOUVER",4607,NA,NA,1483,3.10654079568442,0.494942683749157,0.775827143821742,2011,4,"2413758",19.0864204282285
"1037","2012-1","1700","March 31, 2012","SASKATOON",628,NA,NA,404,1.55445544554455,0.00742574257425743,1.5547263681592,2012,1,"281837.063",22.2823780987244
"1038","2012-1","2410","March 31, 2012","VANCOUVER",4631,NA,NA,1123,4.12377560106857,0.589492430988424,1.12377560106857,2012,1,"2424356",19.1019800722336
"1039","2012-2","1700","June 30, 2012","SASKATOON",927,NA,NA,648,1.43055555555556,0,1.43354430379747,2012,2,"283750.938",32.6694955277998
"1040","2012-2","2410","June 30, 2012","VANCOUVER",5276,NA,NA,1497,3.52438209752839,0.61189044756179,1.02738810955244,2012,2,"2434716",21.6698785402486
"1041","2012-3","1700","September 30, 2012","SASKATOON",1035,NA,NA,641,1.61466458658346,0.0187207488299532,1.55161290322581,2012,3,"285408.594",36.2637994005184
"1042","2012-3","2410","September 30, 2012","VANCOUVER",4921,NA,NA,1495,3.29163879598662,0.60133779264214,0.983946488294314,2012,3,"2443071.13",20.1426800045728
"1043","2012-4","1700","December 31, 2012","SASKATOON",1163,NA,NA,554,2.09927797833935,0.00902527075812274,1.01841620626151,2012,4,"287148.656",40.5016696299634
"1044","2012-4","2410","December 31, 2012","VANCOUVER",4199,NA,NA,1237,3.39450282942603,0.620048504446241,1.00485436893204,2012,4,"2453661.88",17.1131973570865
"1045","2013-1","1700","March 31, 2013","SASKATOON",465,NA,NA,313,1.48562300319489,0.0415335463258786,1.3961661341853,2013,1,"288830.031",16.0994339262457
"1046","2013-1","2410","March 31, 2013","VANCOUVER",3980,NA,NA,1233,3.22789943227899,0.373884833738848,0.993511759935118,2013,1,"2464721.38",16.1478698253512
"1047","2013-2","1700","June 30, 2013","SASKATOON",629,NA,NA,481,1.30769230769231,0.00415800415800416,0.902335456475584,2013,2,"290452.719",21.6558482277455
"1048","2013-2","2410","June 30, 2013","VANCOUVER",4692,NA,NA,1508,3.11140583554377,0.258620689655172,0.994691439946914,2013,2,"2476249.63",18.9480088887484
"1049","2013-3","1700","September 30, 2013","SASKATOON",1273,NA,NA,671,1.89716840536513,0.0119225037257824,1.23564954682779,2013,3,"292045.46900000004",43.5891029009596
"1050","2013-3","2410","September 30, 2013","VANCOUVER",5269,NA,NA,1615,3.2625386996904,0.269349845201238,0.890683229813665,2013,3,"2491124.44",21.1510911112895
"1051","2013-4","1700","December 31, 2013","SASKATOON",613,NA,NA,418,1.46650717703349,0.00717703349282297,0.707317073170732,2013,4,"293539.281",20.8830653911699
"1052","2013-4","2410","December 31, 2013","VANCOUVER",4755,NA,NA,1560,3.04807692307692,0.241666666666667,1.22948717948718,2013,4,"2502439.06",19.0014617179129
"1053","2014-1","1700","March 31, 2014","SASKATOON",600,NA,NA,250,2.4,0,1.42372881355932,2014,1,"294962.90599999996",20.3415408444613
"1054","2014-1","2410","March 31, 2014","VANCOUVER",4373,NA,NA,1330,3.28796992481203,0.320300751879699,1.11052631578947,2014,1,"2513071.3099999996",17.4010183578913
"1055","2014-2","1700","June 30, 2014","SASKATOON",1159,NA,NA,605,1.91570247933884,0.00661157024793388,1.35405872193437,2014,2,"296316.34400000004",39.1136035344712
"1056","2014-2","2410","June 30, 2014","VANCOUVER",4732,4599,133,1755,2.6962962962963,0.181766381766382,0.752706552706553,2014,2,"2523021.19",18.7552923406085
"1057","2014-3","1700","September 30, 2014","SASKATOON",912,NA,NA,505,1.80594059405941,0.0198019801980198,1.21711899791232,2014,3,"296973.344",30.7098269398886
"1058","2014-3","2410","September 30, 2014","VANCOUVER",5536,5047,489,1962,2.82161060142712,0.14322120285423,0.915902140672783,2014,3,"2530481.5",21.8772593279184
"1059","2014-4","1700","December 31, 2014","SASKATOON",860,NA,NA,442,1.94570135746606,0.0633484162895928,0.556603773584906,2014,4,"298436.906",28.8168112827172
"1060","2014-4","2410","December 31, 2014","VANCOUVER",4571,4136,435,1797,2.54368391764051,0.0996104618809126,0.823594880356149,2014,4,"2539789.5",17.9975545217428
"1061","2015-1","1700","March 31, 2015","SASKATOON",579,NA,NA,201,2.88059701492537,0.109452736318408,0.834170854271357,2015,1,"300080.781",19.2948044879955
"1062","2015-1","2410","March 31, 2015","VANCOUVER",4283,3980,303,1456,2.94162087912088,0.182005494505494,1.20947802197802,2015,1,"2549138",16.8017580844976
"1063","2015-2","1700","June 30, 2015","SASKATOON",585,NA,NA,360,1.625,0.025,0.810240963855422,2015,2,"301904.969",19.3769583169729
"1064","2015-2","2410","June 30, 2015","VANCOUVER",5655,5189,466,1942,2.91194644696189,0.199794026776519,0.93923789907312,2015,2,"2558527",22.1025613565931
"1065","2015-3","1700","September 30, 2015","SASKATOON",491,NA,NA,303,1.62046204620462,0.0231023102310231,0.775800711743772,2015,3,"304310.719",16.1348243536568
"1066","2015-3","2410","September 30, 2015","VANCOUVER",5298,4783,515,1994,2.65697091273821,0.142928786359077,0.831494483450351,2015,3,"2568529",20.6265921077784
"1067","2015-4","1700","December 31, 2015","SASKATOON",638,NA,NA,260,2.45384615384615,0.0653846153846154,0.429787234042553,2015,4,"306335.031",20.8268704338943
"1068","2015-4","2410","December 31, 2015","VANCOUVER",5627,5221,406,1711,3.28872004675628,0.176504967855056,0.86031560490941,2015,4,"2577770",21.8289451735415
"1069","2016-1","1700","March 31, 2016","SASKATOON",366,NA,NA,216,1.69444444444444,0.0462962962962963,0.845794392523365,2016,1,"308379.156",11.8685064434121
"1070","2016-1","2410","March 31, 2016","VANCOUVER",7081,6627,454,1902,3.72292323869611,0.254994742376446,1.44006309148265,2016,1,"2586822.5",27.3733508967082
"1071","2016-2","1700","June 30, 2016","SASKATOON",546,NA,NA,300,1.82,0.04,1.63701067615658,2016,2,"310443.094",17.5877644100532
"1072","2016-2","2410","June 30, 2016","VANCOUVER",7759,7219,540,2254,3.44232475598935,0.213398402839397,0.999112688553682,2016,2,"2595686.5",29.8918995032721
"1073","2016-3","1700","September 30, 2016","SASKATOON",589,NA,NA,365,1.61369863013699,0.0438356164383562,1.61095890410959,2016,3,"312715.281",18.8350245666441
"1074","2016-3","2410","September 30, 2016","VANCOUVER",7256,6679,577,2299,3.15615484993475,0.230100043497173,1.278816876903,2016,3,"2602800.75",27.8776621683392
"1075","2016-4","1700","December 31, 2016","SASKATOON",408,NA,NA,301,1.35548172757475,0.00996677740863787,1.59219858156028,2016,4,"314743.469",12.9629377631343
"1076","2016-4","2410","December 31, 2016","VANCOUVER",5818,5371,447,1753,3.3188819167142,0.235025670279521,1.30804335424986,2016,4,"2611912.25",22.2748677716872
"1077","2017-1","1700","March 31, 2017","SASKATOON",314,NA,NA,211,1.48815165876777,0.014218009478673,1.88151658767773,2017,1,"316716.094",9.91424199617718
"1078","2017-1","2410","March 31, 2017","VANCOUVER",5269,4890,379,1432,3.67946927374302,0.239525139664804,1.84078212290503,2017,1,"2621459.75",20.0994884624874
"1079","2017-2","1700","June 30, 2017","SASKATOON",431,NA,NA,339,1.27138643067847,0.0265486725663717,2.12349397590361,2017,2,"318633.15599999996",13.5265270385107
"1080","2017-2","2410","June 30, 2017","VANCOUVER",7004,6502,502,2104,3.32889733840304,0.201520912547529,1.86501901140684,2017,2,"2631443.25",26.6165724835601
"1081","2017-3","1700","September 30, 2017","SASKATOON",562,NA,NA,351,1.6011396011396,0.0313390313390313,1.87025316455696,2017,3,"320384.031",17.5414485623973
"1082","2017-3","2410","September 30, 2017","VANCOUVER",5752,5165,587,2262,2.54288240495137,0.128205128205128,1.73961096374889,2017,3,"2641543.84",21.7751449470549
"1083","2017-4","1700","December 31, 2017","SASKATOON",608,NA,NA,280,2.17142857142857,0.0928571428571429,0.895196506550218,2017,4,"322234.219",18.8682630257837
"1084","2017-4","2410","December 31, 2017","VANCOUVER",8179,7697,482,2061,3.96846191169335,0.263464337700146,4.96943231441048,2017,4,"2652526.91",30.8347484399319
"1085","2018-1","1700","March 31, 2018","SASKATOON",212,208,4,150,1.41333333333333,0.08,0.801526717557252,2018,1,"324073.09400000004",6.54173406941336
"1086","2018-1","2410","March 31, 2018","VANCOUVER",6864,6417,447,1682,4.08085612366231,0.313317479191439,2.04221165279429,2018,1,"2664073.5300000003",25.7650546154407
"1087","2018-2","1700","June 30, 2018","SASKATOON",404,382,22,257,1.57198443579767,0.0155642023346304,1.0511811023622,2018,2,"325900.656",12.3964156733701
"1088","2018-2","2410","June 30, 2018","VANCOUVER",5698,5161,537,1964,2.90122199592668,0.177189409368635,1.36252545824847,2018,2,"2676183.72",21.2915128263317
"1089","2018-3","1700","September 30, 2018","SASKATOON",463,448,15,304,1.52302631578947,0.0756578947368421,1.69256756756757,2018,3,"327818",14.1236905844096
"1090","2018-3","2410","September 30, 2018","VANCOUVER",5493,4915,578,2087,2.63200766650695,0.169142309535218,1.54767609008146,2018,3,"2692798.7199999997",20.3988510511473
"1091","2018-4","1700","December 31, 2018","SASKATOON",547,534,13,259,2.11196911196911,0.0579150579150579,0.600840336134454,2018,4,"329582.5",16.596754985474
"1092","2018-4","2410","December 31, 2018","VANCOUVER",5349,4897,452,1800,2.97166666666667,0.231111111111111,1.66777777777778,2018,4,"2704459.5300000003",19.7784434955105
"1093","2019-1","1700","March 31, 2019","SASKATOON",158,146,12,143,1.1048951048951,0,0.923076923076923,2019,1,"331295.25",4.76915983552435
"1094","2019-1","2410","March 31, 2019","VANCOUVER",5772,5449,323,1210,4.7702479338843,0.445454545454545,2.3297520661157,2019,1,"2715107.41",21.2588274730538
"1095","2019-2","1700","June 30, 2019","SASKATOON",357,353,4,237,1.50632911392405,0.0464135021097046,1.50934579439252,2019,2,"332956.25",10.7221294088938
"1096","2019-2","2410","June 30, 2019","VANCOUVER",9951,9424,527,1779,5.59359190556492,0.472737492973581,1.88251826869028,2019,2,"2724742.34",36.5208843930542
"1097","2019-3","1700","September 30, 2019","SASKATOON",454,446,8,204,2.22549019607843,0.0931372549019608,1.32105263157895,2019,3,"334970.031",13.5534512936771
"1098","2019-3","2410","September 30, 2019","VANCOUVER",6506,6015,491,1782,3.65095398428732,0.25364758698092,2.23625140291807,2019,3,"2732913.41",23.8060963665878
"1099","2019-4","1700","December 31, 2019","SASKATOON",354,347,7,237,1.49367088607595,0.0464135021097046,1.13852813852814,2019,4,"336365.71900000004",10.5242591620937
"1100","2019-4","2410","December 31, 2019","VANCOUVER",5912,5484,428,1419,4.16631430584919,0.343199436222692,2.01902748414376,2019,4,"2740702.84",21.5711091100997
"1101","2020-1","1700","March 31, 2020","SASKATOON",307,300,7,146,2.1027397260274,0.0616438356164384,1.875,2020,1,"337547.844",9.09500698810566
