"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time"
"13172","2012-1","2270","M8Z","March 31, 2012","TORONTO",2,NA,NA,2,1,0,14,0
"13173","2012-1","2270","M9A","March 31, 2012","TORONTO",503,NA,NA,12,41.9166666666667,0,18.0833333333333,0.166666666666667
"13174","2012-1","2270","M9B","March 31, 2012","TORONTO",1,NA,NA,1,1,0,16,0
"13175","2012-1","2270","M9M","March 31, 2012","TORONTO",392,NA,NA,129,3.03875968992248,0,11.937984496124,1.98449612403101
"13176","2012-1","2270","M9N","March 31, 2012","TORONTO",2,NA,NA,2,1,0,16,1
"13177","2012-1","2270","M9P","March 31, 2012","TORONTO",1,NA,NA,1,1,0,18,0
"13178","2012-1","2270","nan","March 31, 2012","TORONTO",4146,NA,NA,2040,2.03235294117647,0.0441176470588235,9.06570841889117,2.44268774703557
"13179","2012-1","2440","V8L","March 31, 2012","VICTORIA",24,NA,NA,7,3.42857142857143,0.428571428571429,8,0
"13180","2012-1","2440","V8N","March 31, 2012","VICTORIA",4,NA,NA,4,1,0,19.75,0.25
"13181","2012-1","2440","V8R","March 31, 2012","VICTORIA",6,NA,NA,4,1.5,0,9,0
"13182","2012-1","2440","V8S","March 31, 2012","VICTORIA",17,NA,NA,15,1.13333333333333,0,8.46666666666667,0.4
"13183","2012-1","2440","V8T","March 31, 2012","VICTORIA",2,NA,NA,1,2,0,8,0
"13184","2012-1","2440","V8V","March 31, 2012","VICTORIA",3,NA,NA,2,1.5,0,9,0
"13185","2012-1","2440","V8W","March 31, 2012","VICTORIA",137,NA,NA,2,68.5,2.5,16,4
"13186","2012-1","2440","V8X","March 31, 2012","VICTORIA",41,NA,NA,3,13.6666666666667,0,9,0.333333333333333
"13187","2012-1","2440","V8Y","March 31, 2012","VICTORIA",7,NA,NA,7,1,0,15.1428571428571,0.142857142857143
"13188","2012-1","2440","V9A","March 31, 2012","VICTORIA",5,NA,NA,2,2.5,0,10.5,0
"13189","2012-1","2440","V9B","March 31, 2012","VICTORIA",85,NA,NA,70,1.21428571428571,0,5.92857142857143,0.442857142857143
"13190","2012-1","2440","V9C","March 31, 2012","VICTORIA",15,NA,NA,10,1.5,0,5,0.1
"13191","2012-1","2440","V9E","March 31, 2012","VICTORIA",1,NA,NA,1,1,0,17,1
"13192","2012-1","2440","nan","March 31, 2012","VICTORIA",92,NA,NA,41,2.24390243902439,0.0975609756097561,10.1951219512195,0.536585365853659
"13193","2012-2","0140","T0L","June 30, 2012","CALGARY",6,NA,NA,6,1,0,5,0.166666666666667
"13194","2012-2","0140","T0M","June 30, 2012","CALGARY",2,NA,NA,2,1,0,6,0
"13195","2012-2","0140","T1X","June 30, 2012","CALGARY",24,NA,NA,23,1.04347826086957,0,4.95652173913043,0.25
"13196","2012-2","0140","T2C","June 30, 2012","CALGARY",146,NA,NA,59,2.47457627118644,0,6.69491525423729,0.148936170212766
"13197","2012-2","0140","T2E","June 30, 2012","CALGARY",16,NA,NA,10,1.6,0,13.4,0.1
"13198","2012-2","0140","T2G","June 30, 2012","CALGARY",6,NA,NA,6,1,0,20,0
"13199","2012-2","0140","T2J","June 30, 2012","CALGARY",3,NA,NA,3,1,0,3.33333333333333,3
"13200","2012-2","0140","T2K","June 30, 2012","CALGARY",5,NA,NA,4,1.25,0,13.5,0.75
"13201","2012-2","0140","T2L","June 30, 2012","CALGARY",1,NA,NA,1,1,0,18,3
"13202","2012-2","0140","T2M","June 30, 2012","CALGARY",69,NA,NA,15,4.6,0,10.2,0.4
"13203","2012-2","0140","T2N","June 30, 2012","CALGARY",33,NA,NA,23,1.43478260869565,0.0869565217391304,15.0434782608696,0.608695652173913
"13204","2012-2","0140","T2R","June 30, 2012","CALGARY",214,NA,NA,1,214,28,22,26
"13205","2012-2","0140","T2S","June 30, 2012","CALGARY",5,NA,NA,5,1,0,15.8,0.8
"13206","2012-2","0140","T2T","June 30, 2012","CALGARY",42,NA,NA,28,1.5,0,12.9285714285714,0.321428571428571
"13207","2012-2","0140","T2V","June 30, 2012","CALGARY",9,NA,NA,9,1,0,16.3333333333333,0.444444444444444
"13208","2012-2","0140","T2W","June 30, 2012","CALGARY",1,NA,NA,1,1,0,13,0
"13209","2012-2","0140","T2X","June 30, 2012","CALGARY",15,NA,NA,15,1,0,3.5,1.13333333333333
"13210","2012-2","0140","T2Y","June 30, 2012","CALGARY",87,NA,NA,1,87,11,51,NA
"13211","2012-2","0140","T2Z","June 30, 2012","CALGARY",62,NA,NA,55,1.12727272727273,0,3.36538461538462,0.563636363636364
"13212","2012-2","0140","T3A","June 30, 2012","CALGARY",8,NA,NA,8,1,0,5.375,0.25
"13213","2012-2","0140","T3B","June 30, 2012","CALGARY",7,NA,NA,5,1.4,0,7.2,0
"13214","2012-2","0140","T3C","June 30, 2012","CALGARY",9,NA,NA,6,1.5,0,13.5,0
"13215","2012-2","0140","T3E","June 30, 2012","CALGARY",52,NA,NA,34,1.52941176470588,0.0882352941176471,10.3529411764706,0.0909090909090909
"13216","2012-2","0140","T3G","June 30, 2012","CALGARY",2,NA,NA,2,1,0,4.5,0
"13217","2012-2","0140","T3H","June 30, 2012","CALGARY",23,NA,NA,23,1,0,3.94117647058824,0.434782608695652
"13218","2012-2","0140","T3J","June 30, 2012","CALGARY",7,NA,NA,7,1,0,5.2,0
"13219","2012-2","0140","T3K","June 30, 2012","CALGARY",20,NA,NA,19,1.05263157894737,0,3.70588235294118,0.473684210526316
"13220","2012-2","0140","T3M","June 30, 2012","CALGARY",91,NA,NA,88,1.03409090909091,0,3.48837209302326,0.75
"13221","2012-2","0140","T3N","June 30, 2012","CALGARY",38,NA,NA,36,1.05555555555556,0,3.19230769230769,0.277777777777778
"13222","2012-2","0140","T3P","June 30, 2012","CALGARY",43,NA,NA,42,1.02380952380952,0,3.34782608695652,0.714285714285714
"13223","2012-2","0140","T3R","June 30, 2012","CALGARY",27,NA,NA,26,1.03846153846154,0,4.22727272727273,0.346153846153846
"13224","2012-2","0140","T4B","June 30, 2012","CALGARY",6,NA,NA,6,1,0,5.5,1.66666666666667
"13225","2012-2","0140","T4C","June 30, 2012","CALGARY",111,NA,NA,98,1.13265306122449,0,5.11827956989247,0.473684210526316
"13226","2012-2","0140","nan","June 30, 2012","CALGARY",1273,NA,NA,931,1.36734693877551,0.00429645542427497,6.19155844155844,0.420758928571429
"13227","2012-2","0610","L0R","June 30, 2012","HAMILTON",49,NA,NA,22,2.22727272727273,0,5.33333333333333,0.0909090909090909
"13228","2012-2","0610","L3M","June 30, 2012","HAMILTON",61,NA,NA,21,2.9047619047619,0,6.57142857142857,0.238095238095238
"13229","2012-2","0610","L7L","June 30, 2012","HAMILTON",15,NA,NA,4,3.75,0,8,2.25
"13230","2012-2","0610","L7M","June 30, 2012","HAMILTON",1,NA,NA,1,1,0,7,0
"13231","2012-2","0610","L7N","June 30, 2012","HAMILTON",6,NA,NA,6,1,0,10.6666666666667,0.333333333333333
"13232","2012-2","0610","L7P","June 30, 2012","HAMILTON",1,NA,NA,1,1,0,13,1
"13233","2012-2","0610","L7R","June 30, 2012","HAMILTON",4,NA,NA,4,1,0,10,0
"13234","2012-2","0610","L7S","June 30, 2012","HAMILTON",1,NA,NA,1,1,0,6,0
"13235","2012-2","0610","L7T","June 30, 2012","HAMILTON",1,NA,NA,1,1,0,8,0
"13236","2012-2","0610","L8E","June 30, 2012","HAMILTON",62,NA,NA,41,1.51219512195122,0,5.83783783783784,0.51219512195122
"13237","2012-2","0610","L8G","June 30, 2012","HAMILTON",1,NA,NA,1,1,0,4,2
"13238","2012-2","0610","L8H","June 30, 2012","HAMILTON",3,NA,NA,3,1,0,5.66666666666667,2.33333333333333
"13239","2012-2","0610","L8J","June 30, 2012","HAMILTON",14,NA,NA,8,1.75,0,13.5714285714286,0.75
"13240","2012-2","0610","L8L","June 30, 2012","HAMILTON",4,NA,NA,2,2,0,11.5,1
"13241","2012-2","0610","L8M","June 30, 2012","HAMILTON",1,NA,NA,1,1,0,3,0
"13242","2012-2","0610","L8P","June 30, 2012","HAMILTON",2,NA,NA,2,1,0,3,0
"13243","2012-2","0610","L8R","June 30, 2012","HAMILTON",156,NA,NA,2,78,8,27,NA
"13244","2012-2","0610","L8W","June 30, 2012","HAMILTON",63,NA,NA,5,12.6,0.8,7.75,0
"13245","2012-2","0610","L9A","June 30, 2012","HAMILTON",7,NA,NA,3,2.33333333333333,0,11.6666666666667,0
"13246","2012-2","0610","L9B","June 30, 2012","HAMILTON",3,NA,NA,3,1,0,7.5,0.333333333333333
"13247","2012-2","0610","L9C","June 30, 2012","HAMILTON",3,NA,NA,3,1,0,11,0.333333333333333
"13248","2012-2","0610","L9G","June 30, 2012","HAMILTON",9,NA,NA,9,1,0,6.66666666666667,3.22222222222222
"13249","2012-2","0610","L9H","June 30, 2012","HAMILTON",64,NA,NA,3,21.3333333333333,0.333333333333333,20.6666666666667,0
"13250","2012-2","0610","N1R","June 30, 2012","HAMILTON",1,NA,NA,1,1,0,7,0
"13251","2012-2","0610","nan","June 30, 2012","HAMILTON",258,NA,NA,204,1.26470588235294,0,7.29292929292929,1.01960784313725
"13252","2012-2","1265","K0A","June 30, 2012","OTTAWA",72,NA,NA,71,1.01408450704225,0,7.11940298507463,0.577464788732394
"13253","2012-2","1265","K1B","June 30, 2012","OTTAWA",12,NA,NA,3,4,0,4,27.6666666666667
"13254","2012-2","1265","K1C","June 30, 2012","OTTAWA",3,NA,NA,3,1,0,3.66666666666667,2.66666666666667
"13255","2012-2","1265","K1E","June 30, 2012","OTTAWA",1,NA,NA,1,1,0,7,0
"13256","2012-2","1265","K1L","June 30, 2012","OTTAWA",1,NA,NA,1,1,0,4,1
"13257","2012-2","1265","K1M","June 30, 2012","OTTAWA",3,NA,NA,2,1.5,0,9.5,0
"13258","2012-2","1265","K1N","June 30, 2012","OTTAWA",3,NA,NA,1,3,3,4,3
"13259","2012-2","1265","K1S","June 30, 2012","OTTAWA",15,NA,NA,7,2.14285714285714,0.428571428571429,9,1.28571428571429
"13260","2012-2","1265","K1T","June 30, 2012","OTTAWA",58,NA,NA,40,1.45,0,6.7741935483871,0.85
"13261","2012-2","1265","K1V","June 30, 2012","OTTAWA",13,NA,NA,8,1.625,0,3.5,0.25
"13262","2012-2","1265","K1W","June 30, 2012","OTTAWA",92,NA,NA,29,3.17241379310345,0.206896551724138,4.51724137931035,0.379310344827586
"13263","2012-2","1265","K1Y","June 30, 2012","OTTAWA",47,NA,NA,5,9.4,1.2,9,1.2
"13264","2012-2","1265","K1Z","June 30, 2012","OTTAWA",10,NA,NA,5,2,0.4,6,0.6
"13265","2012-2","1265","K2A","June 30, 2012","OTTAWA",1,NA,NA,1,1,0,10,0
"13266","2012-2","1265","K2C","June 30, 2012","OTTAWA",4,NA,NA,4,1,0,6.75,0
"13267","2012-2","1265","K2E","June 30, 2012","OTTAWA",73,NA,NA,5,14.6,0,8.8,1.2
"13268","2012-2","1265","K2G","June 30, 2012","OTTAWA",3,NA,NA,3,1,0,7.33333333333333,0.666666666666667
"13269","2012-2","1265","K2J","June 30, 2012","OTTAWA",8,NA,NA,6,1.33333333333333,0,7.5,0.166666666666667
"13270","2012-2","1265","K2K","June 30, 2012","OTTAWA",9,NA,NA,4,2.25,0,9.5,0.5
"13271","2012-2","1265","K2L","June 30, 2012","OTTAWA",52,NA,NA,15,3.46666666666667,0,9.06666666666667,2.46666666666667
"13272","2012-2","1265","K2M","June 30, 2012","OTTAWA",11,NA,NA,7,1.57142857142857,0,8,0.285714285714286
"13273","2012-2","1265","K2S","June 30, 2012","OTTAWA",28,NA,NA,28,1,0,8.03571428571429,0
"13274","2012-2","1265","K2T","June 30, 2012","OTTAWA",55,NA,NA,24,2.29166666666667,0,9.125,0.666666666666667
"13275","2012-2","1265","K4A","June 30, 2012","OTTAWA",9,NA,NA,9,1,0,6.66666666666667,0.222222222222222
"13276","2012-2","1265","K4B","June 30, 2012","OTTAWA",7,NA,NA,7,1,0,5.85714285714286,0.857142857142857
"13277","2012-2","1265","K4K","June 30, 2012","OTTAWA",24,NA,NA,17,1.41176470588235,0,6.92307692307692,0.470588235294118
"13278","2012-2","1265","K4M","June 30, 2012","OTTAWA",1,NA,NA,1,1,0,5,0
"13279","2012-2","1265","K4P","June 30, 2012","OTTAWA",9,NA,NA,9,1,0,6.55555555555556,0
"13280","2012-2","1265","K4R","June 30, 2012","OTTAWA",1,NA,NA,1,1,0,NA,2
"13281","2012-2","1265","nan","June 30, 2012","OTTAWA",437,NA,NA,286,1.52797202797203,0.013986013986014,6.72982456140351,0.555944055944056
"13282","2012-2","1060","H1A","June 30, 2012","MONTRÉAL",16,NA,NA,2,8,3,9.5,0
"13283","2012-2","1060","H1B","June 30, 2012","MONTRÉAL",18,NA,NA,4,4.5,0,9.75,0
"13284","2012-2","1060","H1C","June 30, 2012","MONTRÉAL",8,NA,NA,5,1.6,0.4,4.25,-0.75
"13285","2012-2","1060","H1E","June 30, 2012","MONTRÉAL",17,NA,NA,12,1.41666666666667,0,11.1666666666667,0
"13286","2012-2","1060","H1G","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,20,NA
"13287","2012-2","1060","H1H","June 30, 2012","MONTRÉAL",8,NA,NA,2,4,0,7,0
"13288","2012-2","1060","H1K","June 30, 2012","MONTRÉAL",11,NA,NA,5,2.2,0,8.4,0
"13289","2012-2","1060","H1R","June 30, 2012","MONTRÉAL",3,NA,NA,2,1.5,0,8,NA
"13290","2012-2","1060","H1V","June 30, 2012","MONTRÉAL",16,NA,NA,1,16,3,8,-2
"13291","2012-2","1060","H1W","June 30, 2012","MONTRÉAL",22,NA,NA,3,7.33333333333333,2,10.6666666666667,0
"13292","2012-2","1060","H1X","June 30, 2012","MONTRÉAL",16,NA,NA,4,4,3,8,0
"13293","2012-2","1060","H1Y","June 30, 2012","MONTRÉAL",12,NA,NA,1,12,0,16,NA
"13294","2012-2","1060","H1Z","June 30, 2012","MONTRÉAL",54,NA,NA,1,54,0,13,NA
"13295","2012-2","1060","H2A","June 30, 2012","MONTRÉAL",32,NA,NA,4,8,3,11.25,0
"13296","2012-2","1060","H2B","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,9,0
"13297","2012-2","1060","H2C","June 30, 2012","MONTRÉAL",16,NA,NA,2,8,3,11,0
"13298","2012-2","1060","H2K","June 30, 2012","MONTRÉAL",18,NA,NA,3,6,3,10,0
"13299","2012-2","1060","H2L","June 30, 2012","MONTRÉAL",8,NA,NA,2,4,0,7,0
"13300","2012-2","1060","H2M","June 30, 2012","MONTRÉAL",24,NA,NA,3,8,3,10.3333333333333,0
"13301","2012-2","1060","H2R","June 30, 2012","MONTRÉAL",8,NA,NA,2,4,3,9,0
"13302","2012-2","1060","H2S","June 30, 2012","MONTRÉAL",129,NA,NA,5,25.8,3.2,8.2,0
"13303","2012-2","1060","H2V","June 30, 2012","MONTRÉAL",10,NA,NA,1,10,3,9,0
"13304","2012-2","1060","H2X","June 30, 2012","MONTRÉAL",21,NA,NA,2,10.5,4,12,0
"13305","2012-2","1060","H3K","June 30, 2012","MONTRÉAL",23,NA,NA,3,7.66666666666667,2.66666666666667,8,0
"13306","2012-2","1060","H3L","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,7,0
"13307","2012-2","1060","H3N","June 30, 2012","MONTRÉAL",6,NA,NA,1,6,0,12,0
"13308","2012-2","1060","H3S","June 30, 2012","MONTRÉAL",39,NA,NA,1,39,3,11,NA
"13309","2012-2","1060","H3X","June 30, 2012","MONTRÉAL",38,NA,NA,3,12.6666666666667,2.33333333333333,10,0
"13310","2012-2","1060","H4A","June 30, 2012","MONTRÉAL",6,NA,NA,2,3,0.5,13,0
"13311","2012-2","1060","H4C","June 30, 2012","MONTRÉAL",62,NA,NA,2,31,4,9,NA
"13312","2012-2","1060","H4E","June 30, 2012","MONTRÉAL",4,NA,NA,1,4,2,7,0
"13313","2012-2","1060","H4G","June 30, 2012","MONTRÉAL",57,NA,NA,2,28.5,3.5,6.5,0
"13314","2012-2","1060","H4K","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,13,0
"13315","2012-2","1060","H4L","June 30, 2012","MONTRÉAL",2,NA,NA,2,1,0,9.5,0
"13316","2012-2","1060","H4V","June 30, 2012","MONTRÉAL",2,NA,NA,2,1,0,18,0
"13317","2012-2","1060","H7A","June 30, 2012","MONTRÉAL",48,NA,NA,8,6,0,8,-1.25
"13318","2012-2","1060","H7B","June 30, 2012","MONTRÉAL",15,NA,NA,5,3,0,6,-0.25
"13319","2012-2","1060","H7C","June 30, 2012","MONTRÉAL",3,NA,NA,1,3,0,11,0
"13320","2012-2","1060","H7E","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,10,NA
"13321","2012-2","1060","H7H","June 30, 2012","MONTRÉAL",31,NA,NA,20,1.55,0,5.28571428571429,-3.71428571428571
"13322","2012-2","1060","H7K","June 30, 2012","MONTRÉAL",5,NA,NA,5,1,0,6.25,-7.5
"13323","2012-2","1060","H7L","June 30, 2012","MONTRÉAL",35,NA,NA,26,1.34615384615385,0,5.4,-2.75
"13324","2012-2","1060","H7N","June 30, 2012","MONTRÉAL",132,NA,NA,2,66,4.5,14,0
"13325","2012-2","1060","H7P","June 30, 2012","MONTRÉAL",2,NA,NA,2,1,0,3,0
"13326","2012-2","1060","H7R","June 30, 2012","MONTRÉAL",7,NA,NA,6,1.16666666666667,0,5.2,0
"13327","2012-2","1060","H7T","June 30, 2012","MONTRÉAL",23,NA,NA,23,1,0,3.92857142857143,0
"13328","2012-2","1060","H7X","June 30, 2012","MONTRÉAL",19,NA,NA,16,1.1875,0.125,8.57142857142857,-3.22222222222222
"13329","2012-2","1060","H7Y","June 30, 2012","MONTRÉAL",40,NA,NA,2,20,5,13,-7
"13330","2012-2","1060","H8R","June 30, 2012","MONTRÉAL",63,NA,NA,26,2.42307692307692,0.346153846153846,4.73913043478261,-0.521739130434783
"13331","2012-2","1060","H8Y","June 30, 2012","MONTRÉAL",2,NA,NA,2,1,0,4,0
"13332","2012-2","1060","H8Z","June 30, 2012","MONTRÉAL",27,NA,NA,5,5.4,1.6,14,0
"13333","2012-2","1060","H9A","June 30, 2012","MONTRÉAL",42,NA,NA,1,42,4,22,NA
"13334","2012-2","1060","H9C","June 30, 2012","MONTRÉAL",7,NA,NA,7,1,0,3.8,0
"13335","2012-2","1060","H9E","June 30, 2012","MONTRÉAL",12,NA,NA,6,2,0,3,0
"13336","2012-2","1060","H9G","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,NA,0
"13337","2012-2","1060","H9J","June 30, 2012","MONTRÉAL",4,NA,NA,1,4,3,8,NA
"13338","2012-2","1060","H9K","June 30, 2012","MONTRÉAL",11,NA,NA,4,2.75,0,9.5,0
"13339","2012-2","1060","H9P","June 30, 2012","MONTRÉAL",2,NA,NA,2,1,0,7.5,0
"13340","2012-2","1060","H9R","June 30, 2012","MONTRÉAL",14,NA,NA,3,4.66666666666667,0,8.66666666666667,0
"13341","2012-2","1060","H9S","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,14,NA
"13342","2012-2","1060","H9W","June 30, 2012","MONTRÉAL",3,NA,NA,3,1,0,15.3333333333333,NA
"13343","2012-2","1060","H9X","June 30, 2012","MONTRÉAL",4,NA,NA,2,2,0,7,0
"13344","2012-2","1060","J0L","June 30, 2012","MONTRÉAL",55,NA,NA,32,1.71875,0.1875,4.35,-0.709677419354839
"13345","2012-2","1060","J0N","June 30, 2012","MONTRÉAL",100,NA,NA,64,1.5625,0.046875,3.86111111111111,-1.225
"13346","2012-2","1060","J0P","June 30, 2012","MONTRÉAL",14,NA,NA,13,1.07692307692308,0,6.69230769230769,0
"13347","2012-2","1060","J0V","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,3,1
"13348","2012-2","1060","J3G","June 30, 2012","MONTRÉAL",58,NA,NA,30,1.93333333333333,0.2,5.43333333333333,-0.222222222222222
"13349","2012-2","1060","J3H","June 30, 2012","MONTRÉAL",44,NA,NA,8,5.5,0.875,6.28571428571429,-1.14285714285714
"13350","2012-2","1060","J3L","June 30, 2012","MONTRÉAL",99,NA,NA,64,1.546875,0.359375,7.05882352941176,-0.773584905660377
"13351","2012-2","1060","J3N","June 30, 2012","MONTRÉAL",3,NA,NA,3,1,0,3.66666666666667,0
"13352","2012-2","1060","J3V","June 30, 2012","MONTRÉAL",12,NA,NA,4,3,0,3.5,0.5
"13353","2012-2","1060","J3X","June 30, 2012","MONTRÉAL",7,NA,NA,5,1.4,0,4.5,-1
"13354","2012-2","1060","J3Y","June 30, 2012","MONTRÉAL",152,NA,NA,56,2.71428571428571,0.267857142857143,7.15686274509804,-1.05769230769231
"13355","2012-2","1060","J4B","June 30, 2012","MONTRÉAL",3,NA,NA,3,1,0,3,0
"13356","2012-2","1060","J4J","June 30, 2012","MONTRÉAL",12,NA,NA,4,3,2,7.5,0.75
"13357","2012-2","1060","J4K","June 30, 2012","MONTRÉAL",29,NA,NA,4,7.25,2.5,5.5,2
"13358","2012-2","1060","J4L","June 30, 2012","MONTRÉAL",3,NA,NA,1,3,2,7,0
"13359","2012-2","1060","J4M","June 30, 2012","MONTRÉAL",17,NA,NA,8,2.125,0.25,8.25,-1.33333333333333
"13360","2012-2","1060","J4N","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,6,0
"13361","2012-2","1060","J4R","June 30, 2012","MONTRÉAL",3,NA,NA,1,3,2,NA,0
"13362","2012-2","1060","J4V","June 30, 2012","MONTRÉAL",2,NA,NA,2,1,0,5.5,0
"13363","2012-2","1060","J4X","June 30, 2012","MONTRÉAL",2,NA,NA,2,1,0,NA,4
"13364","2012-2","1060","J4Y","June 30, 2012","MONTRÉAL",6,NA,NA,2,3,0,13,-2
"13365","2012-2","1060","J4Z","June 30, 2012","MONTRÉAL",8,NA,NA,5,1.6,0.4,5.4,-0.333333333333333
"13366","2012-2","1060","J5A","June 30, 2012","MONTRÉAL",19,NA,NA,7,2.71428571428571,0.285714285714286,6,-0.166666666666667
"13367","2012-2","1060","J5B","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,7,NA
"13368","2012-2","1060","J5C","June 30, 2012","MONTRÉAL",6,NA,NA,3,2,0.666666666666667,4.66666666666667,0
"13369","2012-2","1060","J5L","June 30, 2012","MONTRÉAL",65,NA,NA,39,1.66666666666667,0,5.51612903225806,-0.7
"13370","2012-2","1060","J5R","June 30, 2012","MONTRÉAL",89,NA,NA,9,9.88888888888889,0.888888888888889,6.66666666666667,-0.375
"13371","2012-2","1060","J5T","June 30, 2012","MONTRÉAL",12,NA,NA,7,1.71428571428571,0.285714285714286,9,0
"13372","2012-2","1060","J5W","June 30, 2012","MONTRÉAL",76,NA,NA,55,1.38181818181818,0,4.1,-0.84
"13373","2012-2","1060","J5X","June 30, 2012","MONTRÉAL",9,NA,NA,6,1.5,0.333333333333333,6.75,0
"13374","2012-2","1060","J5Y","June 30, 2012","MONTRÉAL",46,NA,NA,42,1.0952380952381,0,4.48571428571429,-0.785714285714286
"13375","2012-2","1060","J5Z","June 30, 2012","MONTRÉAL",94,NA,NA,23,4.08695652173913,0.695652173913043,5.33333333333333,-1.6
"13376","2012-2","1060","J6A","June 30, 2012","MONTRÉAL",11,NA,NA,6,1.83333333333333,0,5.5,-1
"13377","2012-2","1060","J6J","June 30, 2012","MONTRÉAL",19,NA,NA,13,1.46153846153846,0.230769230769231,5.63636363636364,-0.833333333333333
"13378","2012-2","1060","J6K","June 30, 2012","MONTRÉAL",17,NA,NA,7,2.42857142857143,0.714285714285714,7,-0.333333333333333
"13379","2012-2","1060","J6N","June 30, 2012","MONTRÉAL",16,NA,NA,7,2.28571428571429,1.14285714285714,4.14285714285714,-0.571428571428571
"13380","2012-2","1060","J6R","June 30, 2012","MONTRÉAL",69,NA,NA,25,2.76,0,5.05882352941176,-0.6
"13381","2012-2","1060","J6W","June 30, 2012","MONTRÉAL",12,NA,NA,4,3,0,5.33333333333333,0
"13382","2012-2","1060","J6X","June 30, 2012","MONTRÉAL",9,NA,NA,8,1.125,0,3,-1
"13383","2012-2","1060","J6Y","June 30, 2012","MONTRÉAL",10,NA,NA,8,1.25,0,6.75,-1.33333333333333
"13384","2012-2","1060","J6Z","June 30, 2012","MONTRÉAL",4,NA,NA,4,1,0,6,0
"13385","2012-2","1060","J7A","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,NA,NA
"13386","2012-2","1060","J7C","June 30, 2012","MONTRÉAL",95,NA,NA,41,2.31707317073171,0.634146341463415,5.11428571428571,-2.95
"13387","2012-2","1060","J7E","June 30, 2012","MONTRÉAL",95,NA,NA,3,31.6666666666667,2,7,0
"13388","2012-2","1060","J7H","June 30, 2012","MONTRÉAL",10,NA,NA,1,10,0,7,-2
"13389","2012-2","1060","J7J","June 30, 2012","MONTRÉAL",78,NA,NA,46,1.69565217391304,0.239130434782609,4.27272727272727,-1.875
"13390","2012-2","1060","J7K","June 30, 2012","MONTRÉAL",3,NA,NA,3,1,0,7.33333333333333,0
"13391","2012-2","1060","J7L","June 30, 2012","MONTRÉAL",8,NA,NA,6,1.33333333333333,0.166666666666667,7,-1.6
"13392","2012-2","1060","J7M","June 30, 2012","MONTRÉAL",53,NA,NA,31,1.70967741935484,0.193548387096774,6.375,-0.611111111111111
"13393","2012-2","1060","J7N","June 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,NA,-2
"13394","2012-2","1060","J7P","June 30, 2012","MONTRÉAL",7,NA,NA,2,3.5,0,7,-0.5
"13395","2012-2","1060","J7R","June 30, 2012","MONTRÉAL",4,NA,NA,3,1.33333333333333,0,8.66666666666667,0
"13396","2012-2","1060","J7T","June 30, 2012","MONTRÉAL",57,NA,NA,28,2.03571428571429,0.142857142857143,5.61111111111111,0
"13397","2012-2","1060","J7V","June 30, 2012","MONTRÉAL",178,NA,NA,60,2.96666666666667,0.316666666666667,6.5,-0.897435897435897
"13398","2012-2","1060","J7X","June 30, 2012","MONTRÉAL",48,NA,NA,14,3.42857142857143,1,6.66666666666667,0.714285714285714
"13399","2012-2","1060","J7Y","June 30, 2012","MONTRÉAL",58,NA,NA,18,3.22222222222222,0.444444444444444,7,-0.9
"13400","2012-2","1060","J7Z","June 30, 2012","MONTRÉAL",128,NA,NA,37,3.45945945945946,0,6.37931034482759,-0.352941176470588
"13401","2012-2","1060","nan","June 30, 2012","MONTRÉAL",1232,NA,NA,399,3.08771929824561,0.426065162907268,6.69459459459459,-0.959677419354839
"13402","2012-2","1700","S0K","June 30, 2012","SASKATOON",33,NA,NA,30,1.1,0,6.3448275862069,0.3
"13403","2012-2","1700","S0L","June 30, 2012","SASKATOON",3,NA,NA,3,1,0,6,0
"13404","2012-2","1700","S7H","June 30, 2012","SASKATOON",32,NA,NA,2,16,1.5,14.5,0.5
"13405","2012-2","1700","S7J","June 30, 2012","SASKATOON",8,NA,NA,6,1.33333333333333,0,7.83333333333333,0.666666666666667
"13406","2012-2","1700","S7K","June 30, 2012","SASKATOON",1,NA,NA,1,1,0,9,3
"13407","2012-2","1700","S7L","June 30, 2012","SASKATOON",237,NA,NA,105,2.25714285714286,0.20952380952381,7.04301075268817,0.774509803921569
"13408","2012-2","1700","S7M","June 30, 2012","SASKATOON",107,NA,NA,7,15.2857142857143,1.14285714285714,8.14285714285714,0.857142857142857
"13409","2012-2","1700","S7N","June 30, 2012","SASKATOON",10,NA,NA,7,1.42857142857143,0,6.85714285714286,0.5
"13410","2012-2","1700","S7S","June 30, 2012","SASKATOON",50,NA,NA,50,1,0,7.06,0.469387755102041
