"reference_period_qq","CSDuid","date_pbi","metcode","metro","municipality","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","inventory_per_10kpop"
"1989-4","2472180","December 31, 1989","1060",NA,NA,3,5,0.6,0,"4","1989",3384308.91,0.00886443903254682
"1989-4","2462200","December 31, 1989","1060",NA,NA,41,41,1,0,"4","1989",3384308.91,0.121147333444807
"1989-4","2463110","December 31, 1989","1060",NA,NA,46,106,0.433962264150943,0.00943396226415094,"4","1989",3384308.91,0.135921398499051
"1989-4","2465300","December 31, 1989","1060",NA,NA,65,3,21.6666666666667,14.3333333333333,"4","1989",3384308.91,0.192062845705181
"1989-4","2470460","December 31, 1989","1060",NA,NA,0,1,0,0,"4","1989",3384308.91,0
"1989-4","2465340","December 31, 1989","1060",NA,NA,26,17,1.52941176470588,0.529411764705882,"4","1989",3384308.91,0.0768251382820725
"1989-4","2464500","December 31, 1989","1060",NA,NA,403,333,1.21021021021021,0.126126126126126,"4","1989",3384308.91,1.19078964337212
"1989-4","2457400","December 31, 1989","1060",NA,NA,1,8,0.125,0,"4","1989",3384308.91,0.00295481301084894
"1989-4","2462260","December 31, 1989","1060",NA,NA,0,1,0,0,"4","1989",3384308.91,0
"1989-4","2465320","December 31, 1989","1060",NA,NA,56,6,9.33333333333333,5.5,"4","1989",3384308.91,0.165469528607541
"1989-4","2473500","December 31, 1989","1060",NA,NA,0,1,0,0,"4","1989",3384308.91,0
"1989-4","2472400","December 31, 1989","1060",NA,NA,20,37,0.540540540540541,0,"4","1989",3384308.91,0.0590962602169788
"1989-4","2463250","December 31, 1989","1060",NA,NA,9,11,0.818181818181818,0,"4","1989",3384308.91,0.0265933170976405
"1989-4","2473180","December 31, 1989","1060",NA,NA,28,33,0.848484848484849,0,"4","1989",3384308.91,0.0827347643037704
"1989-4","2465260","December 31, 1989","1060",NA,NA,677,187,3.62032085561497,0.647058823529412,"4","1989",3384308.91,2.00040840834473
"1989-4","2465480","December 31, 1989","1060",NA,NA,212,13,16.3076923076923,2.61538461538462,"4","1989",3384308.91,0.626420358299976
"1989-4","2457320","December 31, 1989","1060",NA,NA,26,32,0.8125,0,"4","1989",3384308.91,0.0768251382820725
"1989-4","2473300","December 31, 1989","1060",NA,NA,21,25,0.84,0,"4","1989",3384308.91,0.0620510732278278
"1989-4","2462110","December 31, 1989","1060",NA,NA,0,5,0,0,"4","1989",3384308.91,0
"1989-4","2466380","December 31, 1989","1060",NA,NA,215,98,2.19387755102041,0.948979591836735,"4","1989",3384308.91,0.635284797332523
"1989-4","2473240","December 31, 1989","1060",NA,NA,8,12,0.666666666666667,0,"4","1989",3384308.91,0.0236385040867915
"1989-4","2465420","December 31, 1989","1060",NA,NA,42,26,1.61538461538462,0.461538461538462,"4","1989",3384308.91,0.124102146455656
"1989-4","2469540","December 31, 1989","1060",NA,NA,0,3,0,0,"4","1989",3384308.91,0
"1989-4","2456650","December 31, 1989","1060",NA,NA,171,110,1.55454545454545,0.418181818181818,"4","1989",3384308.91,0.505273024855169
"1989-4","2473650","December 31, 1989","1060",NA,NA,12,41,0.292682926829268,0,"4","1989",3384308.91,0.0354577561301873
"1989-4","2465640","December 31, 1989","1060",NA,NA,5,4,1.25,0.75,"4","1989",3384308.91,0.0147740650542447
"1989-4","2466700","December 31, 1989","1060",NA,NA,66,85,0.776470588235294,0,"4","1989",3384308.91,0.19501765871603
"1989-4","2452440","December 31, 1989","1060",NA,NA,2,2,1,0,"4","1989",3384308.91,0.00590962602169788
"1989-4","2463170","December 31, 1989","1060",NA,NA,26,31,0.838709677419355,0,"4","1989",3384308.91,0.0768251382820725
"1989-4","2465200","December 31, 1989","1060",NA,NA,2,1,2,0,"4","1989",3384308.91,0.00590962602169788
"1989-4","2457150","December 31, 1989","1060",NA,NA,17,25,0.68,0,"4","1989",3384308.91,0.050231821184432
"1990-1","2465180","March 31, 1990","1060",NA,NA,135,19,7.10526315789474,1.73684210526316,"1","1990",3391074.04,0.398103958827157
"1990-1","2469600","March 31, 1990","1060",NA,NA,30,33,0.909090909090909,0.121212121212121,"1","1990",3391074.04,0.0884675464060348
"1990-1","2456120","March 31, 1990","1060",NA,NA,45,52,0.865384615384615,0,"1","1990",3391074.04,0.132701319609052
"1990-1","2457320","March 31, 1990","1060",NA,NA,53,63,0.841269841269841,0,"1","1990",3391074.04,0.156292665317328
"1990-1","2473200","March 31, 1990","1060",NA,NA,19,27,0.703703703703704,0,"1","1990",3391074.04,0.0560294460571554
"1990-1","2462260","March 31, 1990","1060",NA,NA,4,1,4,0,"1","1990",3391074.04,0.011795672854138
"1990-1","2463220","March 31, 1990","1060",NA,NA,50,52,0.961538461538462,0.0576923076923077,"1","1990",3391074.04,0.147445910676725
"1990-1","2465260","March 31, 1990","1060",NA,NA,736,190,3.87368421052632,0.621052631578947,"1","1990",3391074.04,2.17040380516139
"1990-1","2463150","March 31, 1990","1060",NA,NA,8,11,0.727272727272727,0,"1","1990",3391074.04,0.023591345708276
"1990-1","2456280","March 31, 1990","1060",NA,NA,9,9,1,0,"1","1990",3391074.04,0.0265402639218104
"1990-1","2464500","March 31, 1990","1060",NA,NA,479,335,1.42985074626866,0.13134328358209,"1","1990",3391074.04,1.41253182428302
"1990-1","2456750","March 31, 1990","1060",NA,NA,84,68,1.23529411764706,0.147058823529412,"1","1990",3391074.04,0.247709129936898
"1990-1","2469480","March 31, 1990","1060",NA,NA,7,11,0.636363636363636,0,"1","1990",3391074.04,0.0206424274947415
"1990-1","2473180","March 31, 1990","1060",NA,NA,36,44,0.818181818181818,0,"1","1990",3391074.04,0.106161055687242
"1990-1","2465580","March 31, 1990","1060",NA,NA,61,37,1.64864864864865,0.567567567567568,"1","1990",3391074.04,0.179884011025604
"1990-1","2456580","March 31, 1990","1060",NA,NA,28,4,7,5,"1","1990",3391074.04,0.0825697099789658
"1990-1","2473500","March 31, 1990","1060",NA,NA,1,1,1,0,"1","1990",3391074.04,0.00294891821353449
"1990-1","2472360","March 31, 1990","1060",NA,NA,7,8,0.875,0,"1","1990",3391074.04,0.0206424274947415
"1990-1","2465420","March 31, 1990","1060",NA,NA,54,25,2.16,0.48,"1","1990",3391074.04,0.159241583530863
"1990-1","2473650","March 31, 1990","1060",NA,NA,19,40,0.475,0,"1","1990",3391074.04,0.0560294460571554
"1990-1","2470180","March 31, 1990","1060",NA,NA,1,3,0.333333333333333,1,"1","1990",3391074.04,0.00294891821353449
"1990-1","2465620","March 31, 1990","1060",NA,NA,8,9,0.888888888888889,0,"1","1990",3391074.04,0.023591345708276
"1990-1","2466700","March 31, 1990","1060",NA,NA,71,78,0.91025641025641,0,"1","1990",3391074.04,0.209373193160949
"1990-1","2463200","March 31, 1990","1060",NA,NA,7,7,1,0,"1","1990",3391074.04,0.0206424274947415
"1990-1","2456400","March 31, 1990","1060",NA,NA,140,120,1.16666666666667,0.291666666666667,"1","1990",3391074.04,0.412848549894829
"1990-1","2466300","March 31, 1990","1060",NA,NA,65,51,1.27450980392157,0.274509803921569,"1","1990",3391074.04,0.191679683879742
"1990-1","2463130","March 31, 1990","1060",NA,NA,16,18,0.888888888888889,0,"1","1990",3391074.04,0.0471826914165519
"1990-1","2466380","March 31, 1990","1060",NA,NA,246,101,2.43564356435644,0.920792079207921,"1","1990",3391074.04,0.725433880529486
"1990-1","2465440","March 31, 1990","1060",NA,NA,51,6,8.5,4.66666666666667,"1","1990",3391074.04,0.150394828890259
"1990-1","2465720","March 31, 1990","1060",NA,NA,13,12,1.08333333333333,0,"1","1990",3391074.04,0.0383359367759484
"1990-1","2466780","March 31, 1990","1060",NA,NA,1,1,1,0,"1","1990",3391074.04,0.00294891821353449
"1990-1","2465640","March 31, 1990","1060",NA,NA,4,3,1.33333333333333,1,"1","1990",3391074.04,0.011795672854138
"1990-1","2466420","March 31, 1990","1060",NA,NA,47,37,1.27027027027027,0.189189189189189,"1","1990",3391074.04,0.138599156036121
"1990-1","2473380","March 31, 1990","1060",NA,NA,1,1,1,0,"1","1990",3391074.04,0.00294891821353449
"1990-1","2456310","March 31, 1990","1060",NA,NA,20,13,1.53846153846154,0.692307692307692,"1","1990",3391074.04,0.0589783642706899
"1990-1","2457150","March 31, 1990","1060",NA,NA,18,20,0.9,0,"1","1990",3391074.04,0.0530805278436209
"1990-1","2473120","March 31, 1990","1060",NA,NA,47,56,0.839285714285714,0,"1","1990",3391074.04,0.138599156036121
"1990-1","2465340","March 31, 1990","1060",NA,NA,25,17,1.47058823529412,0.529411764705882,"1","1990",3391074.04,0.0737229553383624
"1990-1","2463250","March 31, 1990","1060",NA,NA,13,15,0.866666666666667,0,"1","1990",3391074.04,0.0383359367759484
"1990-1","2465220","March 31, 1990","1060",NA,NA,42,5,8.4,0,"1","1990",3391074.04,0.123854564968449
"1990-1","2470460","March 31, 1990","1060",NA,NA,3,4,0.75,0,"1","1990",3391074.04,0.00884675464060348
"1990-1","2472200","March 31, 1990","1060",NA,NA,0,2,0,0,"1","1990",3391074.04,0
"1990-1","2465280","March 31, 1990","1060",NA,NA,2,1,2,0,"1","1990",3391074.04,0.00589783642706899
"1990-1","2462200","March 31, 1990","1060",NA,NA,45,49,0.918367346938776,0,"1","1990",3391074.04,0.132701319609052
"1990-1","2472180","March 31, 1990","1060",NA,NA,1,1,1,0,"1","1990",3391074.04,0.00294891821353449
"1990-1","2462240","March 31, 1990","1060",NA,NA,19,20,0.95,0.2,"1","1990",3391074.04,0.0560294460571554
"1990-1","2452780","March 31, 1990","1060",NA,NA,15,14,1.07142857142857,0.214285714285714,"1","1990",3391074.04,0.0442337732030174
"1990-1","2469540","March 31, 1990","1060",NA,NA,4,1,4,2,"1","1990",3391074.04,0.011795672854138
"1990-1","2457400","March 31, 1990","1060",NA,NA,4,6,0.666666666666667,0,"1","1990",3391074.04,0.011795672854138
"1990-1","2473300","March 31, 1990","1060",NA,NA,28,30,0.933333333333333,0,"1","1990",3391074.04,0.0825697099789658
"1990-1","2465700","March 31, 1990","1060",NA,NA,145,100,1.45,0.37,"1","1990",3391074.04,0.427593140962502
"1990-1","2456650","March 31, 1990","1060",NA,NA,216,106,2.0377358490566,0.660377358490566,"1","1990",3391074.04,0.636966334123451
"1990-1","2472230","March 31, 1990","1060",NA,NA,3,2,1.5,0,"1","1990",3391074.04,0.00884675464060348
"1990-1","2466500","March 31, 1990","1060",NA,NA,27,30,0.9,0,"1","1990",3391074.04,0.0796207917654313
"1990-1","2465480","March 31, 1990","1060",NA,NA,174,10,17.4,3.4,"1","1990",3391074.04,0.513111769155002
"1990-1","2456450","March 31, 1990","1060",NA,NA,11,7,1.57142857142857,0.428571428571429,"1","1990",3391074.04,0.0324381003488794
"1990-1","2470110","March 31, 1990","1060",NA,NA,1,1,1,0,"1","1990",3391074.04,0.00294891821353449
"1990-1","2457110","March 31, 1990","1060",NA,NA,1,1,1,0,"1","1990",3391074.04,0.00294891821353449
"1990-1","2452440","March 31, 1990","1060",NA,NA,3,3,1,0,"1","1990",3391074.04,0.00884675464060348
"1990-1","2462310","March 31, 1990","1060",NA,NA,62,88,0.704545454545455,0,"1","1990",3391074.04,0.182832929239139
"1990-1","2463190","March 31, 1990","1060",NA,NA,96,121,0.793388429752066,0,"1","1990",3391074.04,0.283096148499311
"1990-1","2472260","March 31, 1990","1060",NA,NA,36,33,1.09090909090909,0.0909090909090909,"1","1990",3391074.04,0.106161055687242
"1990-1","2473420","March 31, 1990","1060",NA,NA,0,6,0,0,"1","1990",3391074.04,0
"1990-1","2465300","March 31, 1990","1060",NA,NA,63,3,21,14.3333333333333,"1","1990",3391074.04,0.185781847452673
"1990-1","2456200","March 31, 1990","1060",NA,NA,2,2,1,0,"1","1990",3391074.04,0.00589783642706899
"1990-1","2463110","March 31, 1990","1060",NA,NA,51,77,0.662337662337662,0.051948051948052,"1","1990",3391074.04,0.150394828890259
"1990-1","2466280","March 31, 1990","1060",NA,NA,3,3,1,0,"1","1990",3391074.04,0.00884675464060348
"1990-1","2463170","March 31, 1990","1060",NA,NA,19,20,0.95,0,"1","1990",3391074.04,0.0560294460571554
"1990-1","2465540","March 31, 1990","1060",NA,NA,24,9,2.66666666666667,0,"1","1990",3391074.04,0.0707740371248279
"1990-1","2465600","March 31, 1990","1060",NA,NA,47,56,0.839285714285714,0,"1","1990",3391074.04,0.138599156036121
"1990-1","2462510","March 31, 1990","1060",NA,NA,30,51,0.588235294117647,0,"1","1990",3391074.04,0.0884675464060348
"1990-1","2465320","March 31, 1990","1060",NA,NA,45,6,7.5,5.5,"1","1990",3391074.04,0.132701319609052
"1990-1","2473580","March 31, 1990","1060",NA,NA,1,1,1,0,"1","1990",3391074.04,0.00294891821353449
"1990-1","2457280","March 31, 1990","1060",NA,NA,58,74,0.783783783783784,0,"1","1990",3391074.04,0.171037256385001
"1990-1","2465200","March 31, 1990","1060",NA,NA,2,3,0.666666666666667,0,"1","1990",3391074.04,0.00589783642706899
"1990-1","2465500","March 31, 1990","1060",NA,NA,48,17,2.82352941176471,0.529411764705882,"1","1990",3391074.04,0.141548074249656
"1990-1","2452700","March 31, 1990","1060",NA,NA,6,9,0.666666666666667,0,"1","1990",3391074.04,0.017693509281207
"1990-1","2473240","March 31, 1990","1060",NA,NA,4,7,0.571428571428571,0,"1","1990",3391074.04,0.011795672854138
"1990-1","2462280","March 31, 1990","1060",NA,NA,36,43,0.837209302325581,0,"1","1990",3391074.04,0.106161055687242
"1990-1","2472150","March 31, 1990","1060",NA,NA,30,29,1.03448275862069,0,"1","1990",3391074.04,0.0884675464060348
"1990-1","2466200","March 31, 1990","1060",NA,NA,1,1,1,0,"1","1990",3391074.04,0.00294891821353449
"1990-1","2472400","March 31, 1990","1060",NA,NA,21,26,0.807692307692308,0,"1","1990",3391074.04,0.0619272824842244
"1990-1","2452550","March 31, 1990","1060",NA,NA,10,10,1,0,"1","1990",3391074.04,0.0294891821353449
"1990-1","2466600","March 31, 1990","1060",NA,NA,6,7,0.857142857142857,0,"1","1990",3391074.04,0.017693509281207
"1990-1","2465740","March 31, 1990","1060",NA,NA,16,4,4,2.25,"1","1990",3391074.04,0.0471826914165519
"1990-2","2469600","June 30, 1990","1060",NA,NA,27,47,0.574468085106383,0.0851063829787234,"2","1990",3397346.2,0.0794737963413914
"1990-2","2463110","June 30, 1990","1060",NA,NA,60,150,0.4,0.0266666666666667,"2","1990",3397346.2,0.176608436314203
"1990-2","2452440","June 30, 1990","1060",NA,NA,3,5,0.6,0,"2","1990",3397346.2,0.00883042181571016
"1990-2","2465260","June 30, 1990","1060",NA,NA,806,237,3.40084388185654,0.556962025316456,"2","1990",3397346.2,2.37243999448746
"1990-2","2473580","June 30, 1990","1060",NA,NA,1,3,0.333333333333333,0,"2","1990",3397346.2,0.00294347393857005
"1990-2","2463130","June 30, 1990","1060",NA,NA,16,24,0.666666666666667,0,"2","1990",3397346.2,0.0470955830171208
"1990-2","2473200","June 30, 1990","1060",NA,NA,16,27,0.592592592592593,0,"2","1990",3397346.2,0.0470955830171208
"1990-2","2456200","June 30, 1990","1060",NA,NA,2,5,0.4,0,"2","1990",3397346.2,0.0058869478771401
"1990-2","2457110","June 30, 1990","1060",NA,NA,1,1,1,0,"2","1990",3397346.2,0.00294347393857005
"1990-2","2452700","June 30, 1990","1060",NA,NA,11,25,0.44,0,"2","1990",3397346.2,0.0323782133242706
"1990-2","2456280","June 30, 1990","1060",NA,NA,9,11,0.818181818181818,0,"2","1990",3397346.2,0.0264912654471305
"1990-2","2465440","June 30, 1990","1060",NA,NA,37,6,6.16666666666667,4.66666666666667,"2","1990",3397346.2,0.108908535727092
"1990-2","2472180","June 30, 1990","1060",NA,NA,3,6,0.5,0,"2","1990",3397346.2,0.00883042181571016
"1990-2","2465600","June 30, 1990","1060",NA,NA,48,64,0.75,0,"2","1990",3397346.2,0.141286749051362
"1990-2","2465740","June 30, 1990","1060",NA,NA,16,4,4,2.25,"2","1990",3397346.2,0.0470955830171208
"1990-2","2469480","June 30, 1990","1060",NA,NA,8,21,0.380952380952381,0,"2","1990",3397346.2,0.0235477915085604
"1990-2","2456400","June 30, 1990","1060",NA,NA,129,173,0.745664739884393,0.317919075144509,"2","1990",3397346.2,0.379708138075537
"1990-2","2472230","June 30, 1990","1060",NA,NA,8,5,1.6,0,"2","1990",3397346.2,0.0235477915085604
"1990-2","2465220","June 30, 1990","1060",NA,NA,20,3,6.66666666666667,0,"2","1990",3397346.2,0.058869478771401
"1990-2","2466420","June 30, 1990","1060",NA,NA,41,44,0.931818181818182,0.159090909090909,"2","1990",3397346.2,0.120682431481372
"1990-2","2473300","June 30, 1990","1060",NA,NA,16,28,0.571428571428571,0,"2","1990",3397346.2,0.0470955830171208
"1990-2","2470460","June 30, 1990","1060",NA,NA,4,9,0.444444444444444,0,"2","1990",3397346.2,0.0117738957542802
"1990-2","2465200","June 30, 1990","1060",NA,NA,0,2,0,0,"2","1990",3397346.2,0
"1990-2","2456450","June 30, 1990","1060",NA,NA,12,9,1.33333333333333,0.333333333333333,"2","1990",3397346.2,0.0353216872628406
"1990-2","2456120","June 30, 1990","1060",NA,NA,47,96,0.489583333333333,0.0833333333333333,"2","1990",3397346.2,0.138343275112792
"1990-2","2466300","June 30, 1990","1060",NA,NA,62,71,0.873239436619718,0.0704225352112676,"2","1990",3397346.2,0.182495384191343
"1990-2","2473240","June 30, 1990","1060",NA,NA,11,20,0.55,0,"2","1990",3397346.2,0.0323782133242706
"1990-2","2469540","June 30, 1990","1060",NA,NA,4,1,4,2,"2","1990",3397346.2,0.0117738957542802
"1990-2","2462240","June 30, 1990","1060",NA,NA,28,44,0.636363636363636,0.0909090909090909,"2","1990",3397346.2,0.0824172702799614
"1990-2","2462260","June 30, 1990","1060",NA,NA,2,2,1,0,"2","1990",3397346.2,0.0058869478771401
"1990-2","2463220","June 30, 1990","1060",NA,NA,54,95,0.568421052631579,0.0315789473684211,"2","1990",3397346.2,0.158947592682783
"1990-2","2472150","June 30, 1990","1060",NA,NA,47,36,1.30555555555556,0,"2","1990",3397346.2,0.138343275112792
"1990-2","2473420","June 30, 1990","1060",NA,NA,0,2,0,0,"2","1990",3397346.2,0
"1990-2","2470110","June 30, 1990","1060",NA,NA,1,2,0.5,0,"2","1990",3397346.2,0.00294347393857005
"1990-2","2473500","June 30, 1990","1060",NA,NA,0,1,0,0,"2","1990",3397346.2,0
"1990-2","2456650","June 30, 1990","1060",NA,NA,196,144,1.36111111111111,0.4375,"2","1990",3397346.2,0.57692089195973
"1990-2","2463250","June 30, 1990","1060",NA,NA,21,39,0.538461538461538,0,"2","1990",3397346.2,0.0618129527099711
"1990-2","2457200","June 30, 1990","1060",NA,NA,3,7,0.428571428571429,0,"2","1990",3397346.2,0.00883042181571016
"1990-2","2465540","June 30, 1990","1060",NA,NA,30,13,2.30769230769231,0,"2","1990",3397346.2,0.0883042181571016
"1990-2","2466700","June 30, 1990","1060",NA,NA,76,147,0.517006802721088,0,"2","1990",3397346.2,0.223704019331324
"1990-2","2465420","June 30, 1990","1060",NA,NA,51,26,1.96153846153846,0.461538461538462,"2","1990",3397346.2,0.150117170867073
"1990-2","2465580","June 30, 1990","1060",NA,NA,76,51,1.49019607843137,0.294117647058824,"2","1990",3397346.2,0.223704019331324
"1990-2","2463150","June 30, 1990","1060",NA,NA,10,23,0.434782608695652,0,"2","1990",3397346.2,0.0294347393857005
"1990-2","2463170","June 30, 1990","1060",NA,NA,11,26,0.423076923076923,0,"2","1990",3397346.2,0.0323782133242706
"1990-2","2465320","June 30, 1990","1060",NA,NA,41,3,13.6666666666667,9,"2","1990",3397346.2,0.120682431481372
"1990-2","2457280","June 30, 1990","1060",NA,NA,56,72,0.777777777777778,0,"2","1990",3397346.2,0.164834540559923
"1990-2","2470180","June 30, 1990","1060",NA,NA,1,2,0.5,0,"2","1990",3397346.2,0.00294347393857005
"1990-2","2465640","June 30, 1990","1060",NA,NA,4,4,1,0.75,"2","1990",3397346.2,0.0117738957542802
"1990-2","2466380","June 30, 1990","1060",NA,NA,230,126,1.82539682539683,0.738095238095238,"2","1990",3397346.2,0.676999005871112
"1990-2","2452780","June 30, 1990","1060",NA,NA,13,19,0.684210526315789,0,"2","1990",3397346.2,0.0382651612014107
"1990-2","2462110","June 30, 1990","1060",NA,NA,2,2,1,0,"2","1990",3397346.2,0.0058869478771401
"1990-2","2462310","June 30, 1990","1060",NA,NA,66,110,0.6,0,"2","1990",3397346.2,0.194269279945623
"1990-2","2466280","June 30, 1990","1060",NA,NA,3,7,0.428571428571429,0,"2","1990",3397346.2,0.00883042181571016
"1990-2","2473180","June 30, 1990","1060",NA,NA,28,43,0.651162790697674,0,"2","1990",3397346.2,0.0824172702799614
"1990-2","2465620","June 30, 1990","1060",NA,NA,9,12,0.75,0,"2","1990",3397346.2,0.0264912654471305
"1990-2","2457320","June 30, 1990","1060",NA,NA,48,77,0.623376623376623,0,"2","1990",3397346.2,0.141286749051362
"1990-2","2472360","June 30, 1990","1060",NA,NA,5,7,0.714285714285714,0,"2","1990",3397346.2,0.0147173696928503
"1990-2","2457400","June 30, 1990","1060",NA,NA,3,13,0.230769230769231,0,"2","1990",3397346.2,0.00883042181571016
"1990-2","2462200","June 30, 1990","1060",NA,NA,112,114,0.982456140350877,0,"2","1990",3397346.2,0.329669081119846
"1990-2","2465380","June 30, 1990","1060",NA,NA,0,1,0,0,"2","1990",3397346.2,0
"1990-2","2465340","June 30, 1990","1060",NA,NA,17,13,1.30769230769231,0.692307692307692,"2","1990",3397346.2,0.0500390569556909
"1990-2","2457150","June 30, 1990","1060",NA,NA,34,32,1.0625,0.125,"2","1990",3397346.2,0.100078113911382
"1990-2","2472400","June 30, 1990","1060",NA,NA,31,39,0.794871794871795,0,"2","1990",3397346.2,0.0912476920956716
"1990-2","2463190","June 30, 1990","1060",NA,NA,116,194,0.597938144329897,0,"2","1990",3397346.2,0.341442976874126
"1990-2","2465700","June 30, 1990","1060",NA,NA,165,116,1.42241379310345,0.189655172413793,"2","1990",3397346.2,0.485673199864059
"1990-2","2465720","June 30, 1990","1060",NA,NA,9,14,0.642857142857143,0,"2","1990",3397346.2,0.0264912654471305
"1990-2","2463200","June 30, 1990","1060",NA,NA,5,13,0.384615384615385,0,"2","1990",3397346.2,0.0147173696928503
"1990-2","2462510","June 30, 1990","1060",NA,NA,24,85,0.282352941176471,0,"2","1990",3397346.2,0.0706433745256812
"1990-2","2465480","June 30, 1990","1060",NA,NA,193,12,16.0833333333333,2.33333333333333,"2","1990",3397346.2,0.56809047014402
"1990-2","2466500","June 30, 1990","1060",NA,NA,15,43,0.348837209302326,0,"2","1990",3397346.2,0.0441521090785508
"1990-2","2452550","June 30, 1990","1060",NA,NA,6,10,0.6,0,"2","1990",3397346.2,0.0176608436314203
"1990-2","2472260","June 30, 1990","1060",NA,NA,31,53,0.584905660377358,0.0566037735849057,"2","1990",3397346.2,0.0912476920956716
"1990-2","2473380","June 30, 1990","1060",NA,NA,1,1,1,0,"2","1990",3397346.2,0.00294347393857005
"1990-2","2473650","June 30, 1990","1060",NA,NA,17,38,0.447368421052632,0,"2","1990",3397346.2,0.0500390569556909
"1990-2","2456750","June 30, 1990","1060",NA,NA,101,74,1.36486486486486,0.405405405405405,"2","1990",3397346.2,0.297290867795575
"1990-2","2466600","June 30, 1990","1060",NA,NA,6,15,0.4,0,"2","1990",3397346.2,0.0176608436314203
"1990-2","2456310","June 30, 1990","1060",NA,NA,17,24,0.708333333333333,0.375,"2","1990",3397346.2,0.0500390569556909
"1990-2","2456580","June 30, 1990","1060",NA,NA,24,3,8,8.66666666666667,"2","1990",3397346.2,0.0706433745256812
"1990-2","2464500","June 30, 1990","1060",NA,NA,443,475,0.932631578947368,0.0610526315789474,"2","1990",3397346.2,1.30395895478653
"1990-2","2472200","June 30, 1990","1060",NA,NA,8,17,0.470588235294118,0,"2","1990",3397346.2,0.0235477915085604
"1990-2","2462280","June 30, 1990","1060",NA,NA,40,74,0.540540540540541,0,"2","1990",3397346.2,0.117738957542802
"1990-2","2466780","June 30, 1990","1060",NA,NA,1,2,0.5,0,"2","1990",3397346.2,0.00294347393857005
"1990-2","2465180","June 30, 1990","1060",NA,NA,112,16,7,2.0625,"2","1990",3397346.2,0.329669081119846
"1990-2","2473120","June 30, 1990","1060",NA,NA,38,120,0.316666666666667,0,"2","1990",3397346.2,0.111852009665662
"1990-2","2465300","June 30, 1990","1060",NA,NA,61,3,20.3333333333333,14.3333333333333,"2","1990",3397346.2,0.179551910252773
"1990-2","2465500","June 30, 1990","1060",NA,NA,46,13,3.53846153846154,0.692307692307692,"2","1990",3397346.2,0.135399801174222
"1990-3","2473580","September 30, 1990","1060",NA,NA,1,1,1,0,"3","1990",3403122.3,0.00293847799710284
"1990-3","2469600","September 30, 1990","1060",NA,NA,29,40,0.725,0.15,"3","1990",3403122.3,0.0852158619159823
"1990-3","2466500","September 30, 1990","1060",NA,NA,22,31,0.709677419354839,0.483870967741935,"3","1990",3403122.3,0.0646465159362624
"1990-3","2465400","September 30, 1990","1060",NA,NA,4,1,4,0,"3","1990",3403122.3,0.0117539119884113
"1990-3","2465500","September 30, 1990","1060",NA,NA,16,13,1.23076923076923,0.461538461538462,"3","1990",3403122.3,0.0470156479536454
"1990-3","2457280","September 30, 1990","1060",NA,NA,42,87,0.482758620689655,0,"3","1990",3403122.3,0.123416075878319
"1990-3","2465580","September 30, 1990","1060",NA,NA,91,60,1.51666666666667,0.25,"3","1990",3403122.3,0.267401497736358
"1990-3","2462240","September 30, 1990","1060",NA,NA,19,26,0.730769230769231,0.153846153846154,"3","1990",3403122.3,0.0558310819449539
"1990-3","2462260","September 30, 1990","1060",NA,NA,11,4,2.75,0,"3","1990",3403122.3,0.0323232579681312
"1990-3","2462310","September 30, 1990","1060",NA,NA,65,94,0.691489361702128,0,"3","1990",3403122.3,0.191001069811684
"1990-3","2464500","September 30, 1990","1060",NA,NA,401,394,1.01776649746193,0.0431472081218274,"3","1990",3403122.3,1.17832967683824
"1990-3","2456580","September 30, 1990","1060",NA,NA,24,3,8,8.66666666666667,"3","1990",3403122.3,0.0705234719304681
"1990-3","2473380","September 30, 1990","1060",NA,NA,0,1,0,0,"3","1990",3403122.3,0
"1990-3","2473300","September 30, 1990","1060",NA,NA,15,23,0.652173913043478,0,"3","1990",3403122.3,0.0440771699565426
"1990-3","2456400","September 30, 1990","1060",NA,NA,83,74,1.12162162162162,0.702702702702703,"3","1990",3403122.3,0.243893673759535
"1990-3","2465260","September 30, 1990","1060",NA,NA,806,216,3.73148148148148,0.583333333333333,"3","1990",3403122.3,2.36841326566489
"1990-3","2466300","September 30, 1990","1060",NA,NA,40,47,0.851063829787234,0.0425531914893617,"3","1990",3403122.3,0.117539119884113
"1990-3","2465700","September 30, 1990","1060",NA,NA,218,127,1.71653543307087,0.149606299212598,"3","1990",3403122.3,0.640588203368418
"1990-3","2465300","September 30, 1990","1060",NA,NA,41,3,13.6666666666667,14.3333333333333,"3","1990",3403122.3,0.120477597881216
"1990-3","2452480","September 30, 1990","1060",NA,NA,0,1,0,0,"3","1990",3403122.3,0
"1990-3","2472180","September 30, 1990","1060",NA,NA,5,6,0.833333333333333,0,"3","1990",3403122.3,0.0146923899855142
"1990-3","2456650","September 30, 1990","1060",NA,NA,189,98,1.92857142857143,0.938775510204082,"3","1990",3403122.3,0.555372341452436
"1990-3","2473240","September 30, 1990","1060",NA,NA,16,20,0.8,0,"3","1990",3403122.3,0.0470156479536454
"1990-3","2470110","September 30, 1990","1060",NA,NA,1,2,0.5,0,"3","1990",3403122.3,0.00293847799710284
"1990-3","2466700","September 30, 1990","1060",NA,NA,64,80,0.8,0,"3","1990",3403122.3,0.188062591814582
