"reference_period_qq","CSDuid","date_pbi","metcode","metro","municipality","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","inventory_per_10kpop"
"1988-2","4611040","June 30, 1988","2680","WINNIPEG","WINNIPEG CY",210,497,0.422535211267606,0.0663983903420523,"2","1988",664919.517,3.15827697384314
"1988-2","4612047","June 30, 1988","2680","WINNIPEG","SPRINGFIELD RM",0,2,0,0,"2","1988",664919.517,0
"1988-2","4610052","June 30, 1988","2680","WINNIPEG","ST. FRANÇOIS XAVIER RM",0,1,0,0,"2","1988",664919.517,0
"1988-2","4602075","June 30, 1988","2680","WINNIPEG","RITCHOT RM",0,7,0,0,"2","1988",664919.517,0
"1988-3","4612047","September 30, 1988","2680","WINNIPEG","SPRINGFIELD RM",1,9,0.111111111111111,0,"3","1988",665097.47,0.0150353902263378
"1988-3","4613032","September 30, 1988","2680","WINNIPEG","EAST ST. PAUL RM",0,6,0,0,"3","1988",665097.47,0
"1988-3","4602069","September 30, 1988","2680","WINNIPEG","TACHÉ RM",0,12,0,0,"3","1988",665097.47,0
"1988-3","4611040","September 30, 1988","2680","WINNIPEG","WINNIPEG CY",232,495,0.468686868686869,0.0686868686868687,"3","1988",665097.47,3.48821053251037
"1988-3","4602075","September 30, 1988","2680","WINNIPEG","RITCHOT RM",0,10,0,0,"3","1988",665097.47,0
"1988-3","4613037","September 30, 1988","2680","WINNIPEG","WEST ST. PAUL RM",0,6,0,0,"3","1988",665097.47,0
"1988-4","4602075","December 31, 1988","2680","WINNIPEG","RITCHOT RM",0,2,0,0,"4","1988",665928.947,0
"1988-4","4602069","December 31, 1988","2680","WINNIPEG","TACHÉ RM",0,8,0,0,"4","1988",665928.947,0
"1988-4","4611040","December 31, 1988","2680","WINNIPEG","WINNIPEG CY",247,345,0.715942028985507,0.188405797101449,"4","1988",665928.947,3.70910441891333
"1988-4","4613032","December 31, 1988","2680","WINNIPEG","EAST ST. PAUL RM",0,9,0,0,"4","1988",665928.947,0
"1988-4","4612047","December 31, 1988","2680","WINNIPEG","SPRINGFIELD RM",1,13,0.0769230769230769,0,"4","1988",665928.947,0.0150166170806208
"1988-4","4613037","December 31, 1988","2680","WINNIPEG","WEST ST. PAUL RM",0,5,0,0,"4","1988",665928.947,0
"1989-1","4602069","March 31, 1989","2680","WINNIPEG","TACHÉ RM",0,4,0,0,"1","1989",666875.804,0
"1989-1","4612047","March 31, 1989","2680","WINNIPEG","SPRINGFIELD RM",1,3,0.333333333333333,0,"1","1989",666875.804,0.0149952958857089
"1989-1","4611040","March 31, 1989","2680","WINNIPEG","WINNIPEG CY",316,233,1.35622317596567,0.291845493562232,"1","1989",666875.804,4.73851349988401
"1989-1","4613032","March 31, 1989","2680","WINNIPEG","EAST ST. PAUL RM",0,1,0,0,"1","1989",666875.804,0
"1989-1","4602075","March 31, 1989","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"1","1989",666875.804,0
"1989-2","4611040","June 30, 1989","2680","WINNIPEG","WINNIPEG CY",320,344,0.930232558139535,0.197674418604651,"2","1989",667938.04,4.79086353578544
"1989-2","4602075","June 30, 1989","2680","WINNIPEG","RITCHOT RM",0,2,0,0,"2","1989",667938.04,0
"1989-2","4612047","June 30, 1989","2680","WINNIPEG","SPRINGFIELD RM",1,10,0.1,0,"2","1989",667938.04,0.0149714485493295
"1989-2","4602069","June 30, 1989","2680","WINNIPEG","TACHÉ RM",0,4,0,0,"2","1989",667938.04,0
"1989-2","4613037","June 30, 1989","2680","WINNIPEG","WEST ST. PAUL RM",0,3,0,0,"2","1989",667938.04,0
"1989-2","4613032","June 30, 1989","2680","WINNIPEG","EAST ST. PAUL RM",0,7,0,0,"2","1989",667938.04,0
"1989-3","4613037","September 30, 1989","2680","WINNIPEG","WEST ST. PAUL RM",0,1,0,0,"3","1989",669288.159,0
"1989-3","4611040","September 30, 1989","2680","WINNIPEG","WINNIPEG CY",336,393,0.854961832061069,0.178117048346056,"3","1989",669288.159,5.02025914371511
"1989-3","4612047","September 30, 1989","2680","WINNIPEG","SPRINGFIELD RM",0,5,0,0,"3","1989",669288.159,0
"1989-3","4602069","September 30, 1989","2680","WINNIPEG","TACHÉ RM",0,12,0,0,"3","1989",669288.159,0
"1989-3","4614015","September 30, 1989","2680","WINNIPEG","ROSSER RM",0,2,0,0,"3","1989",669288.159,0
"1989-3","4602075","September 30, 1989","2680","WINNIPEG","RITCHOT RM",0,2,0,0,"3","1989",669288.159,0
"1989-3","4613032","September 30, 1989","2680","WINNIPEG","EAST ST. PAUL RM",0,7,0,0,"3","1989",669288.159,0
"1989-4","4602075","December 31, 1989","2680","WINNIPEG","RITCHOT RM",0,4,0,0,"4","1989",670512.153,0
"1989-4","4613032","December 31, 1989","2680","WINNIPEG","EAST ST. PAUL RM",0,9,0,0,"4","1989",670512.153,0
"1989-4","4612047","December 31, 1989","2680","WINNIPEG","SPRINGFIELD RM",0,6,0,0,"4","1989",670512.153,0
"1989-4","4602069","December 31, 1989","2680","WINNIPEG","TACHÉ RM",0,3,0,0,"4","1989",670512.153,0
"1989-4","4611040","December 31, 1989","2680","WINNIPEG","WINNIPEG CY",317,350,0.905714285714286,0.151428571428571,"4","1989",670512.153,4.72772937196859
"1989-4","4613037","December 31, 1989","2680","WINNIPEG","WEST ST. PAUL RM",0,2,0,0,"4","1989",670512.153,0
"1990-1","4612047","March 31, 1990","2680","WINNIPEG","SPRINGFIELD RM",6,3,2,0,"1","1990",671782.527,0.0893146183303455
"1990-1","4611040","March 31, 1990","2680","WINNIPEG","WINNIPEG CY",319,268,1.19029850746269,0.208955223880597,"1","1990",671782.527,4.74856054123003
"1990-1","4602069","March 31, 1990","2680","WINNIPEG","TACHÉ RM",0,2,0,0,"1","1990",671782.527,0
"1990-1","4602075","March 31, 1990","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"1","1990",671782.527,0
"1990-2","4602069","June 30, 1990","2680","WINNIPEG","TACHÉ RM",0,5,0,0,"2","1990",673099.279,0
"1990-2","4614015","June 30, 1990","2680","WINNIPEG","ROSSER RM",0,2,0,0,"2","1990",673099.279,0
"1990-2","4602075","June 30, 1990","2680","WINNIPEG","RITCHOT RM",0,4,0,0,"2","1990",673099.279,0
"1990-2","4610052","June 30, 1990","2680","WINNIPEG","ST. FRANÇOIS XAVIER RM",0,1,0,0,"2","1990",673099.279,0
"1990-2","4611040","June 30, 1990","2680","WINNIPEG","WINNIPEG CY",270,357,0.756302521008403,0.165266106442577,"2","1990",673099.279,4.01129533820226
"1990-2","4612047","June 30, 1990","2680","WINNIPEG","SPRINGFIELD RM",3,12,0.25,0,"2","1990",673099.279,0.0445699482022473
"1990-2","4613032","June 30, 1990","2680","WINNIPEG","EAST ST. PAUL RM",0,4,0,0,"2","1990",673099.279,0
"1990-2","4613037","June 30, 1990","2680","WINNIPEG","WEST ST. PAUL RM",0,4,0,0,"2","1990",673099.279,0
"1990-3","4613032","September 30, 1990","2680","WINNIPEG","EAST ST. PAUL RM",0,7,0,0,"3","1990",675163.447,0
"1990-3","4613037","September 30, 1990","2680","WINNIPEG","WEST ST. PAUL RM",1,3,0.333333333333333,0,"3","1990",675163.447,0.0148112283691211
"1990-3","4602069","September 30, 1990","2680","WINNIPEG","TACHÉ RM",0,5,0,0,"3","1990",675163.447,0
"1990-3","4611040","September 30, 1990","2680","WINNIPEG","WINNIPEG CY",306,321,0.953271028037383,0.190031152647975,"3","1990",675163.447,4.53223588095106
"1990-3","4612047","September 30, 1990","2680","WINNIPEG","SPRINGFIELD RM",5,7,0.714285714285714,0,"3","1990",675163.447,0.0740561418456056
"1990-3","4602075","September 30, 1990","2680","WINNIPEG","RITCHOT RM",2,3,0.666666666666667,0,"3","1990",675163.447,0.0296224567382422
"1990-4","4602069","December 31, 1990","2680","WINNIPEG","TACHÉ RM",0,4,0,0,"4","1990",676292.541,0
"1990-4","4612047","December 31, 1990","2680","WINNIPEG","SPRINGFIELD RM",1,12,0.0833333333333333,0,"4","1990",676292.541,0.0147865005064428
"1990-4","4613032","December 31, 1990","2680","WINNIPEG","EAST ST. PAUL RM",1,14,0.0714285714285714,0,"4","1990",676292.541,0.0147865005064428
"1990-4","4602075","December 31, 1990","2680","WINNIPEG","RITCHOT RM",1,2,0.5,0,"4","1990",676292.541,0.0147865005064428
"1990-4","4611040","December 31, 1990","2680","WINNIPEG","WINNIPEG CY",281,300,0.936666666666667,0.173333333333333,"4","1990",676292.541,4.15500664231043
"1990-4","4613037","December 31, 1990","2680","WINNIPEG","WEST ST. PAUL RM",0,4,0,0,"4","1990",676292.541,0
"1991-1","4611040","March 31, 1991","2680","WINNIPEG","WINNIPEG CY",245,198,1.23737373737374,0.262626262626263,"1","1991",677187.6,3.61790440344743
"1991-1","4613032","March 31, 1991","2680","WINNIPEG","EAST ST. PAUL RM",1,2,0.5,0,"1","1991",677187.6,0.014766956748765
"1991-1","4602069","March 31, 1991","2680","WINNIPEG","TACHÉ RM",0,1,0,0,"1","1991",677187.6,0
"1991-1","4612047","March 31, 1991","2680","WINNIPEG","SPRINGFIELD RM",1,1,1,0,"1","1991",677187.6,0.014766956748765
"1991-1","4602075","March 31, 1991","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"1","1991",677187.6,0
"1991-2","4613037","June 30, 1991","2680","WINNIPEG","WEST ST. PAUL RM",0,2,0,0,"2","1991",677848.623,0
"1991-2","4602075","June 30, 1991","2680","WINNIPEG","RITCHOT RM",0,2,0,0,"2","1991",677848.623,0
"1991-2","4612047","June 30, 1991","2680","WINNIPEG","SPRINGFIELD RM",0,5,0,0,"2","1991",677848.623,0
"1991-2","4602069","June 30, 1991","2680","WINNIPEG","TACHÉ RM",0,2,0,0,"2","1991",677848.623,0
"1991-2","4611040","June 30, 1991","2680","WINNIPEG","WINNIPEG CY",208,206,1.00970873786408,0.237864077669903,"2","1991",677848.623,3.06853171847485
"1991-2","4610052","June 30, 1991","2680","WINNIPEG","ST. FRANÇOIS XAVIER RM",0,1,0,0,"2","1991",677848.623,0
"1991-2","4613032","June 30, 1991","2680","WINNIPEG","EAST ST. PAUL RM",1,5,0.2,0,"2","1991",677848.623,0.0147525563388214
"1991-3","4610052","September 30, 1991","2680","WINNIPEG","ST. FRANÇOIS XAVIER RM",0,1,0,0,"3","1991",677563.387,0
"1991-3","4602069","September 30, 1991","2680","WINNIPEG","TACHÉ RM",1,6,0.166666666666667,0,"3","1991",677563.387,0.0147587667690787
"1991-3","4613032","September 30, 1991","2680","WINNIPEG","EAST ST. PAUL RM",0,3,0,0,"3","1991",677563.387,0
"1991-3","4612047","September 30, 1991","2680","WINNIPEG","SPRINGFIELD RM",5,19,0.263157894736842,0,"3","1991",677563.387,0.0737938338453934
"1991-3","4602075","September 30, 1991","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"3","1991",677563.387,0
"1991-3","4611040","September 30, 1991","2680","WINNIPEG","WINNIPEG CY",225,261,0.862068965517241,0.187739463601533,"3","1991",677563.387,3.3207225230427
"1991-4","4612047","December 31, 1991","2680","WINNIPEG","SPRINGFIELD RM",1,9,0.111111111111111,0,"4","1991",678041.227,0.0147483657361737
"1991-4","4611040","December 31, 1991","2680","WINNIPEG","WINNIPEG CY",236,195,1.21025641025641,0.251282051282051,"4","1991",678041.227,3.480614313737
"1991-4","4602075","December 31, 1991","2680","WINNIPEG","RITCHOT RM",0,2,0,0,"4","1991",678041.227,0
"1991-4","4602069","December 31, 1991","2680","WINNIPEG","TACHÉ RM",1,2,0.5,0,"4","1991",678041.227,0.0147483657361737
"1991-4","4613032","December 31, 1991","2680","WINNIPEG","EAST ST. PAUL RM",0,7,0,0,"4","1991",678041.227,0
"1992-1","4613037","March 31, 1992","2680","WINNIPEG","WEST ST. PAUL RM",1,9,0.111111111111111,0,"1","1992",678569.919,0.0147368748893804
"1992-1","4612047","March 31, 1992","2680","WINNIPEG","SPRINGFIELD RM",1,7,0.142857142857143,0,"1","1992",678569.919,0.0147368748893804
"1992-1","4602069","March 31, 1992","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"1","1992",678569.919,0.0147368748893804
"1992-1","4611040","March 31, 1992","2680","WINNIPEG","WINNIPEG CY",219,197,1.11167512690355,0.187817258883249,"1","1992",678569.919,3.22737560077431
"1992-1","4613032","March 31, 1992","2680","WINNIPEG","EAST ST. PAUL RM",0,5,0,0,"1","1992",678569.919,0
"1992-2","4612047","June 30, 1992","2680","WINNIPEG","SPRINGFIELD RM",1,11,0.0909090909090909,0,"2","1992",679149.464,0.0147242993333202
"1992-2","4602075","June 30, 1992","2680","WINNIPEG","RITCHOT RM",1,2,0.5,0,"2","1992",679149.464,0.0147242993333202
"1992-2","4613032","June 30, 1992","2680","WINNIPEG","EAST ST. PAUL RM",0,2,0,0,"2","1992",679149.464,0
"1992-2","4613037","June 30, 1992","2680","WINNIPEG","WEST ST. PAUL RM",1,2,0.5,0,"2","1992",679149.464,0.0147242993333202
"1992-2","4611040","June 30, 1992","2680","WINNIPEG","WINNIPEG CY",201,235,0.85531914893617,0.0893617021276596,"2","1992",679149.464,2.95958416599737
"1992-2","4602069","June 30, 1992","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"2","1992",679149.464,0.0147242993333202
"1992-3","4602069","September 30, 1992","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"3","1992",680046.098,0.0147048854914538
"1992-3","4613037","September 30, 1992","2680","WINNIPEG","WEST ST. PAUL RM",1,1,1,0,"3","1992",680046.098,0.0147048854914538
"1992-3","4602075","September 30, 1992","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"3","1992",680046.098,0
"1992-3","4611040","September 30, 1992","2680","WINNIPEG","WINNIPEG CY",206,236,0.872881355932203,0.0889830508474576,"3","1992",680046.098,3.02920641123949
"1992-3","4612047","September 30, 1992","2680","WINNIPEG","SPRINGFIELD RM",0,2,0,0,"3","1992",680046.098,0
"1992-3","4613032","September 30, 1992","2680","WINNIPEG","EAST ST. PAUL RM",0,2,0,0,"3","1992",680046.098,0
"1992-4","4611040","December 31, 1992","2680","WINNIPEG","WINNIPEG CY",206,231,0.891774891774892,0.0779220779220779,"4","1992",680620.854,3.02664837242851
"1992-4","4602075","December 31, 1992","2680","WINNIPEG","RITCHOT RM",0,3,0,0,"4","1992",680620.854,0
"1992-4","4602069","December 31, 1992","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"4","1992",680620.854,0.0146924678273228
"1992-4","4612047","December 31, 1992","2680","WINNIPEG","SPRINGFIELD RM",0,2,0,0,"4","1992",680620.854,0
"1992-4","4613037","December 31, 1992","2680","WINNIPEG","WEST ST. PAUL RM",0,4,0,0,"4","1992",680620.854,0
"1992-4","4614015","December 31, 1992","2680","WINNIPEG","ROSSER RM",0,2,0,0,"4","1992",680620.854,0
"1993-1","4613032","March 31, 1993","2680","WINNIPEG","EAST ST. PAUL RM",1,2,0.5,0,"1","1993",681139.967,0.0146812703474791
"1993-1","4610052","March 31, 1993","2680","WINNIPEG","ST. FRANÇOIS XAVIER RM",0,1,0,0,"1","1993",681139.967,0
"1993-1","4602069","March 31, 1993","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"1","1993",681139.967,0.0146812703474791
"1993-1","4612047","March 31, 1993","2680","WINNIPEG","SPRINGFIELD RM",0,2,0,0,"1","1993",681139.967,0
"1993-1","4611040","March 31, 1993","2680","WINNIPEG","WINNIPEG CY",208,196,1.06122448979592,0.0306122448979592,"1","1993",681139.967,3.05370423227566
"1993-2","4611040","June 30, 1993","2680","WINNIPEG","WINNIPEG CY",205,297,0.69023569023569,0.0202020202020202,"2","1993",681603.439,3.0076139331216
"1993-2","4612047","June 30, 1993","2680","WINNIPEG","SPRINGFIELD RM",0,2,0,0,"2","1993",681603.439,0
"1993-2","4602069","June 30, 1993","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"2","1993",681603.439,0.014671287478642
"1993-3","4611040","September 30, 1993","2680","WINNIPEG","WINNIPEG CY",181,287,0.630662020905923,0.0209059233449477,"3","1993",681699.978,2.65512697434765
"1993-3","4613032","September 30, 1993","2680","WINNIPEG","EAST ST. PAUL RM",1,3,0.333333333333333,0,"3","1993",681699.978,0.0146692098030257
"1993-3","4613037","September 30, 1993","2680","WINNIPEG","WEST ST. PAUL RM",0,2,0,0,"3","1993",681699.978,0
"1993-3","4612047","September 30, 1993","2680","WINNIPEG","SPRINGFIELD RM",2,11,0.181818181818182,0,"3","1993",681699.978,0.0293384196060514
"1993-3","4602069","September 30, 1993","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"3","1993",681699.978,0.0146692098030257
"1993-4","4612047","December 31, 1993","2680","WINNIPEG","SPRINGFIELD RM",0,5,0,0,"4","1993",682176.683,0
"1993-4","4613037","December 31, 1993","2680","WINNIPEG","WEST ST. PAUL RM",0,3,0,0,"4","1993",682176.683,0
"1993-4","4602069","December 31, 1993","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"4","1993",682176.683,0.0146589589606363
"1993-4","4611040","December 31, 1993","2680","WINNIPEG","WINNIPEG CY",281,364,0.771978021978022,0.00824175824175824,"4","1993",682176.683,4.1191674679388
"1993-4","4613032","December 31, 1993","2680","WINNIPEG","EAST ST. PAUL RM",2,8,0.25,0,"4","1993",682176.683,0.0293179179212726
"1993-4","4614015","December 31, 1993","2680","WINNIPEG","ROSSER RM",0,1,0,0,"4","1993",682176.683,0
"1993-4","4602075","December 31, 1993","2680","WINNIPEG","RITCHOT RM",0,4,0,0,"4","1993",682176.683,0
"1994-1","4613032","March 31, 1994","2680","WINNIPEG","EAST ST. PAUL RM",2,2,1,0,"1","1994",682722.263,0.0292944892585113
"1994-1","4611040","March 31, 1994","2680","WINNIPEG","WINNIPEG CY",242,249,0.971887550200803,0.0120481927710843,"1","1994",682722.263,3.54463320027986
"1994-1","4612047","March 31, 1994","2680","WINNIPEG","SPRINGFIELD RM",1,5,0.2,0,"1","1994",682722.263,0.0146472446292556
"1994-1","4602069","March 31, 1994","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"1","1994",682722.263,0.0146472446292556
"1994-2","4612047","June 30, 1994","2680","WINNIPEG","SPRINGFIELD RM",3,8,0.375,0,"2","1994",683336.718,0.0439022215691913
"1994-2","4611040","June 30, 1994","2680","WINNIPEG","WINNIPEG CY",199,277,0.71841155234657,0.0108303249097473,"2","1994",683336.718,2.91218069742302
"1994-2","4602069","June 30, 1994","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"2","1994",683336.718,0.0146340738563971
"1994-2","4602075","June 30, 1994","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"2","1994",683336.718,0
"1994-2","4613032","June 30, 1994","2680","WINNIPEG","EAST ST. PAUL RM",3,5,0.6,0,"2","1994",683336.718,0.0439022215691913
"1994-3","4612047","September 30, 1994","2680","WINNIPEG","SPRINGFIELD RM",0,4,0,0,"3","1994",684773.387,0
"1994-3","4602069","September 30, 1994","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"3","1994",684773.387,0.0146033712609804
"1994-3","4613032","September 30, 1994","2680","WINNIPEG","EAST ST. PAUL RM",1,5,0.2,0,"3","1994",684773.387,0.0146033712609804
"1994-3","4611040","September 30, 1994","2680","WINNIPEG","WINNIPEG CY",236,309,0.763754045307443,0.00970873786407767,"3","1994",684773.387,3.44639561759137
"1994-3","4602075","September 30, 1994","2680","WINNIPEG","RITCHOT RM",1,1,1,0,"3","1994",684773.387,0.0146033712609804
"1994-3","4613037","September 30, 1994","2680","WINNIPEG","WEST ST. PAUL RM",0,4,0,0,"3","1994",684773.387,0
"1994-4","4612047","December 31, 1994","2680","WINNIPEG","SPRINGFIELD RM",1,13,0.0769230769230769,0,"4","1994",685224.256,0.0145937624251293
"1994-4","4602075","December 31, 1994","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"4","1994",685224.256,0
"1994-4","4602069","December 31, 1994","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"4","1994",685224.256,0.0145937624251293
"1994-4","4613032","December 31, 1994","2680","WINNIPEG","EAST ST. PAUL RM",1,7,0.142857142857143,0,"4","1994",685224.256,0.0145937624251293
"1994-4","4611040","December 31, 1994","2680","WINNIPEG","WINNIPEG CY",272,312,0.871794871794872,0.00961538461538462,"4","1994",685224.256,3.96950337963518
"1995-1","4612047","March 31, 1995","2680","WINNIPEG","SPRINGFIELD RM",3,5,0.6,0,"1","1995",685442.664,0.0437673368986556
"1995-1","4611040","March 31, 1995","2680","WINNIPEG","WINNIPEG CY",244,228,1.07017543859649,0,"1","1995",685442.664,3.55974340109066
"1995-1","4602069","March 31, 1995","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"1","1995",685442.664,0.0145891122995519
"1995-1","4613032","March 31, 1995","2680","WINNIPEG","EAST ST. PAUL RM",1,3,0.333333333333333,0,"1","1995",685442.664,0.0145891122995519
"1995-2","4612047","June 30, 1995","2680","WINNIPEG","SPRINGFIELD RM",5,5,1,0,"2","1995",685428.612,0.0729470569576982
"1995-2","4613032","June 30, 1995","2680","WINNIPEG","EAST ST. PAUL RM",4,6,0.666666666666667,0,"2","1995",685428.612,0.0583576455661585
"1995-2","4602069","June 30, 1995","2680","WINNIPEG","TACHÉ RM",1,2,0.5,0,"2","1995",685428.612,0.0145894113915396
"1995-2","4602075","June 30, 1995","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"2","1995",685428.612,0
"1995-2","4613037","June 30, 1995","2680","WINNIPEG","WEST ST. PAUL RM",1,2,0.5,0,"2","1995",685428.612,0.0145894113915396
"1995-2","4614015","June 30, 1995","2680","WINNIPEG","ROSSER RM",0,1,0,0,"2","1995",685428.612,0
"1995-2","4611040","June 30, 1995","2680","WINNIPEG","WINNIPEG CY",320,374,0.855614973262032,0.00802139037433155,"2","1995",685428.612,4.66861164529268
"1995-3","4612047","September 30, 1995","2680","WINNIPEG","SPRINGFIELD RM",14,19,0.736842105263158,0,"3","1995",684502.509,0.204528103490122
"1995-3","4613032","September 30, 1995","2680","WINNIPEG","EAST ST. PAUL RM",8,10,0.8,0,"3","1995",684502.509,0.116873201994355
"1995-3","4602075","September 30, 1995","2680","WINNIPEG","RITCHOT RM",2,3,0.666666666666667,0,"3","1995",684502.509,0.0292183004985888
"1995-3","4611040","September 30, 1995","2680","WINNIPEG","WINNIPEG CY",331,370,0.894594594594595,0.00810810810810811,"3","1995",684502.509,4.83562873251645
"1995-3","4614015","September 30, 1995","2680","WINNIPEG","ROSSER RM",0,1,0,0,"3","1995",684502.509,0
"1995-3","4602069","September 30, 1995","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"3","1995",684502.509,0.0146091502492944
"1995-3","4613037","September 30, 1995","2680","WINNIPEG","WEST ST. PAUL RM",0,1,0,0,"3","1995",684502.509,0
"1995-4","4613032","December 31, 1995","2680","WINNIPEG","EAST ST. PAUL RM",9,14,0.642857142857143,0,"4","1995",684295.371,0.131522152295839
"1995-4","4602069","December 31, 1995","2680","WINNIPEG","TACHÉ RM",1,1,1,0,"4","1995",684295.371,0.0146135724773155
"1995-4","4612047","December 31, 1995","2680","WINNIPEG","SPRINGFIELD RM",5,6,0.833333333333333,0,"4","1995",684295.371,0.0730678623865775
"1995-4","4602075","December 31, 1995","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"4","1995",684295.371,0
"1995-4","4613037","December 31, 1995","2680","WINNIPEG","WEST ST. PAUL RM",1,1,1,0,"4","1995",684295.371,0.0146135724773155
"1995-4","4611040","December 31, 1995","2680","WINNIPEG","WINNIPEG CY",269,306,0.879084967320261,0.00980392156862745,"4","1995",684295.371,3.93105099639787
"1996-1","4613032","March 31, 1996","2680","WINNIPEG","EAST ST. PAUL RM",7,7,1,0,"1","1996",684127.609,0.102320092156959
"1996-1","4612047","March 31, 1996","2680","WINNIPEG","SPRINGFIELD RM",5,6,0.833333333333333,0,"1","1996",684127.609,0.0730857801121135
"1996-1","4602075","March 31, 1996","2680","WINNIPEG","RITCHOT RM",0,1,0,0,"1","1996",684127.609,0
"1996-1","4602069","March 31, 1996","2680","WINNIPEG","TACHÉ RM",2,2,1,0,"1","1996",684127.609,0.0292343120448454
"1996-1","4613037","March 31, 1996","2680","WINNIPEG","WEST ST. PAUL RM",1,1,1,0,"1","1996",684127.609,0.0146171560224227
"1996-1","4611040","March 31, 1996","2680","WINNIPEG","WINNIPEG CY",235,238,0.987394957983193,0.0126050420168067,"1","1996",684127.609,3.43503166526934
"1996-2","4602069","June 30, 1996","2680","WINNIPEG","TACHÉ RM",3,8,0.375,0,"2","1996",683999.222,0.0438596990100085
"1996-2","4612047","June 30, 1996","2680","WINNIPEG","SPRINGFIELD RM",5,8,0.625,0,"2","1996",683999.222,0.0730994983500142
"1996-2","4613032","June 30, 1996","2680","WINNIPEG","EAST ST. PAUL RM",6,11,0.545454545454545,0,"2","1996",683999.222,0.087719398020017
"1996-2","4611040","June 30, 1996","2680","WINNIPEG","WINNIPEG CY",223,241,0.925311203319502,0.012448132780083,"2","1996",683999.222,3.26023762641063
"1996-2","4613037","June 30, 1996","2680","WINNIPEG","WEST ST. PAUL RM",1,1,1,0,"2","1996",683999.222,0.0146198996700028
"1996-3","4613032","September 30, 1996","2680","WINNIPEG","EAST ST. PAUL RM",4,6,0.666666666666667,0,"3","1996",683802.213,0.0584964471298077
"1996-3","4612047","September 30, 1996","2680","WINNIPEG","SPRINGFIELD RM",4,8,0.5,0,"3","1996",683802.213,0.0584964471298077
"1996-3","4611040","September 30, 1996","2680","WINNIPEG","WINNIPEG CY",168,174,0.96551724137931,0.0172413793103448,"3","1996",683802.213,2.45685077945192
"1996-3","4602069","September 30, 1996","2680","WINNIPEG","TACHÉ RM",4,11,0.363636363636364,0,"3","1996",683802.213,0.0584964471298077
"1996-4","4602069","December 31, 1996","2680","WINNIPEG","TACHÉ RM",1,4,0.25,0,"4","1996",683795.775,0.014624249469807
"1996-4","4612047","December 31, 1996","2680","WINNIPEG","SPRINGFIELD RM",4,5,0.8,0,"4","1996",683795.775,0.0584969978792279
"1996-4","4613032","December 31, 1996","2680","WINNIPEG","EAST ST. PAUL RM",5,7,0.714285714285714,0,"4","1996",683795.775,0.0731212473490349
"1996-4","4611040","December 31, 1996","2680","WINNIPEG","WINNIPEG CY",136,154,0.883116883116883,0.0194805194805195,"4","1996",683795.775,1.98889792789375
"1997-1","4613032","March 31, 1997","2680","WINNIPEG","EAST ST. PAUL RM",4,5,0.8,0,"1","1997",683871.91,0.0584904854477793
"1997-1","4611040","March 31, 1997","2680","WINNIPEG","WINNIPEG CY",211,260,0.811538461538462,0.0115384615384615,"1","1997",683871.91,3.08537310737036
"1997-1","4602069","March 31, 1997","2680","WINNIPEG","TACHÉ RM",1,4,0.25,0,"1","1997",683871.91,0.0146226213619448
"1997-1","4612047","March 31, 1997","2680","WINNIPEG","SPRINGFIELD RM",2,2,1,0,"1","1997",683871.91,0.0292452427238896
"1997-1","4613037","March 31, 1997","2680","WINNIPEG","WEST ST. PAUL RM",0,1,0,0,"1","1997",683871.91,0
"1997-1","4602075","March 31, 1997","2680","WINNIPEG","RITCHOT RM",2,3,0.666666666666667,0,"1","1997",683871.91,0.0292452427238896
"1997-2","4602069","June 30, 1997","2680","WINNIPEG","TACHÉ RM",2,4,0.5,0,"2","1997",684030.619,0.0292384572334473
"1997-2","4612047","June 30, 1997","2680","WINNIPEG","SPRINGFIELD RM",1,3,0.333333333333333,0,"2","1997",684030.619,0.0146192286167237
"1997-2","4614015","June 30, 1997","2680","WINNIPEG","ROSSER RM",0,1,0,0,"2","1997",684030.619,0
"1997-2","4613032","June 30, 1997","2680","WINNIPEG","EAST ST. PAUL RM",4,11,0.363636363636364,0,"2","1997",684030.619,0.0584769144668947
