_date_,acaacpinr,acaaem00r,acaasm00r,acabem00r,acabpnrcnr,acabpr1cnr,acabpr2cnr,acabprscnr,acabprtcnr,acabsm00r,acanliuna,acanliunr,acapricna,acapricnr,acasaluna,acasalunr,acasnlrva,acastmurr
1971-01-01,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-02-01,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-03-01,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-04-01,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-05-01,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-06-01,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-07-01,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-08-01,0.210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-09-01,0.210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-10-01,0.210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-11-01,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-12-01,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972-01-01,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322
1972-02-01,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527
1972-03-01,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590
1972-04-01,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580
1972-05-01,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915
1972-06-01,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147
1972-07-01,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609
1972-08-01,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567
1972-09-01,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455
1972-10-01,0.220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412
1972-11-01,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532
1972-12-01,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391
1973-01-01,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454
1973-02-01,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424
1973-03-01,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571
1973-04-01,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710
1973-05-01,0.230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641
1973-06-01,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818
1973-07-01,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488
1973-08-01,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557
1973-09-01,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347
1973-10-01,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883
1973-11-01,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696
1973-12-01,0.240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392
1974-01-01,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692
1974-02-01,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413
1974-03-01,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623
1974-04-01,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824
1974-05-01,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510
1974-06-01,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948
1974-07-01,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549
1974-08-01,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374
1974-09-01,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357
1974-10-01,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415
1974-11-01,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412
1974-12-01,0.270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370
1975-01-01,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299
1975-02-01,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312
1975-03-01,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432
1975-04-01,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551
1975-05-01,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489
1975-06-01,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653
1975-07-01,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623
1975-08-01,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586
1975-09-01,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791
1975-10-01,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878
1975-11-01,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657
1975-12-01,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601
1976-01-01,0.300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429
1976-02-01,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969
1976-03-01,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931
1976-04-01,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696
1976-05-01,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797
1976-06-01,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917
1976-07-01,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1285
1976-08-01,0.310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707
1976-09-01,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692
1976-10-01,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228
1976-11-01,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055
1976-12-01,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654
1977-01-01,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329
1977-02-01,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579
1977-03-01,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468
1977-04-01,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227
1977-05-01,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246
1977-06-01,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200
1977-07-01,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489
1977-08-01,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405
1977-09-01,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202
1977-10-01,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849
1977-11-01,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1723
1977-12-01,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473
1978-01-01,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
1978-02-01,0.350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170
1978-03-01,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316
1978-04-01,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905
1978-05-01,0.360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917
1978-06-01,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312
1978-07-01,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428
1978-08-01,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128
1978-09-01,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628
1978-10-01,0.370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923
1978-11-01,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1798
1978-12-01,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854
1979-01-01,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519
1979-02-01,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713
1979-03-01,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016
1979-04-01,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800
1979-05-01,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809
1979-06-01,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029
1979-07-01,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953
1979-08-01,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363
1979-09-01,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821
1979-10-01,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909
1979-11-01,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289
1979-12-01,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162
1980-01-01,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,NA,88082,NA,866,NA,419
1980-02-01,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1731,NA,89954,NA,1020,NA,668
1980-03-01,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,NA,87589,NA,1000,NA,924
1980-04-01,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,93958,NA,761,NA,661
1980-05-01,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,NA,92473,NA,862,NA,908
1980-06-01,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,NA,95527,NA,967,NA,1185
1980-07-01,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,NA,94644,NA,1109,NA,958
1980-08-01,0.440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,96451,NA,1077,NA,937
1980-09-01,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1754,NA,99538,NA,1112,NA,905
1980-10-01,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652,NA,97160,NA,1255,NA,1120
1980-11-01,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348,NA,92252,NA,894,NA,1472
1980-12-01,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933,NA,98963,NA,676,NA,947
1981-01-01,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,NA,99296,NA,954,NA,998
1981-02-01,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923,NA,106825,NA,1069,NA,847
1981-03-01,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2204,NA,106273,NA,1273,NA,919
1981-04-01,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160,NA,107744,NA,1293,NA,1640
1981-05-01,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072,NA,110956,NA,1238,NA,1455
1981-06-01,0.490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2184,NA,109066,NA,1159,NA,1718
1981-07-01,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,110701,NA,979,NA,1364
1981-08-01,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208,NA,112344,NA,785,NA,1260
1981-09-01,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2342,NA,110545,NA,788,NA,1611
1981-10-01,0.510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2313,NA,106922,NA,716,NA,1252
1981-11-01,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1897,NA,106313,NA,768,NA,650
1981-12-01,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467,NA,105524,NA,753,NA,1458
1982-01-01,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210,NA,110188,NA,654,NA,635
1982-02-01,0.530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2452,NA,106181,NA,792,NA,536
1982-03-01,0.540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2779,NA,106799,NA,812,NA,619
1982-04-01,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2650,NA,109141,NA,590,NA,1221
1982-05-01,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2805,NA,110094,NA,500,NA,998
1982-06-01,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2572,NA,108956,NA,362,NA,2036
1982-07-01,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2530,NA,107119,NA,328,NA,875
1982-08-01,0.560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2034,NA,107090,NA,366,NA,499
1982-09-01,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2751,NA,105920,NA,733,NA,333
1982-10-01,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2639,NA,102108,NA,667,NA,485
1982-11-01,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167,NA,103648,NA,603,NA,892
1982-12-01,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,NA,99119,NA,445,NA,470
1983-01-01,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2443,NA,104450,NA,487,NA,787
1983-02-01,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2374,NA,103720,NA,592,NA,229
1983-03-01,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2429,NA,102947,NA,674,NA,522
1983-04-01,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2168,NA,101424,NA,621,NA,500
1983-05-01,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2424,NA,99644,NA,596,NA,1076
1983-06-01,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193,NA,101838,NA,696,NA,699
1983-07-01,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,NA,99156,NA,578,NA,161
1983-08-01,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,NA,97668,NA,672,NA,208
1983-09-01,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,95331,NA,640,NA,176
1983-10-01,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753,NA,95511,NA,519,NA,176
1983-11-01,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,90444,NA,532,NA,244
1983-12-01,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,88103,NA,358,NA,104
1984-01-01,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,86458,NA,603,NA,142
1984-02-01,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,NA,89870,NA,921,NA,57
1984-03-01,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2240,NA,90893,NA,933,NA,127
1984-04-01,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963,NA,89966,NA,731,NA,105
1984-05-01,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2209,NA,86834,NA,872,NA,306
1984-06-01,0.590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068,NA,94154,NA,720,NA,202
1984-07-01,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152,NA,94185,NA,747,NA,209
1984-08-01,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895,NA,89342,NA,751,NA,192
1984-09-01,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746,NA,80638,NA,713,NA,172
1984-10-01,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765,NA,78503,NA,799,NA,119
1984-11-01,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760,NA,79371,NA,758,NA,102
1984-12-01,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,NA,78031,NA,633,NA,70
1985-01-01,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,NA,74550,NA,1011,NA,118
1985-02-01,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1792,NA,80636,NA,1087,NA,73
1985-03-01,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,80659,NA,1114,NA,66
1985-04-01,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957,NA,81537,NA,1286,NA,76
1985-05-01,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2311,NA,81195,NA,1475,NA,202
1985-06-01,0.610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,80731,NA,1326,NA,152
1985-07-01,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2184,NA,83753,NA,1344,NA,234
1985-08-01,0.610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,NA,79536,NA,1317,NA,243
1985-09-01,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1849,NA,80235,NA,1083,NA,283
1985-10-01,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892,NA,80370,NA,1245,NA,304
1985-11-01,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606,NA,79815,NA,1096,NA,336
1985-12-01,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,NA,81154,NA,890,NA,231
1986-01-01,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331,NA,83691,NA,1229,NA,225
1986-02-01,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2597,NA,84682,NA,1038,NA,177
1986-03-01,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2779,NA,85269,NA,702,NA,251
1986-04-01,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2255,NA,85864,NA,933,NA,196
1986-05-01,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,NA,89805,NA,956,NA,278
1986-06-01,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2196,NA,91524,NA,1147,NA,159
1986-07-01,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2175,NA,86305,NA,1013,NA,146
1986-08-01,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854,NA,84906,NA,997,NA,176
1986-09-01,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,86640,NA,1006,NA,169
1986-10-01,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,NA,85695,NA,947,NA,176
1986-11-01,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,NA,87658,NA,730,NA,286
1986-12-01,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,NA,85221,NA,596,NA,440
1987-01-01,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065,NA,83922,NA,976,NA,97
1987-02-01,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,87967,NA,1267,NA,104
1987-03-01,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,90228,NA,1400,NA,223
1987-04-01,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,NA,91731,NA,1529,NA,182
1987-05-01,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,95940,NA,1369,NA,408
1987-06-01,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202,NA,96358,NA,1411,NA,389
1987-07-01,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2179,NA,101127,NA,1269,NA,367
1987-08-01,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,94822,NA,1189,NA,413
1987-09-01,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2217,NA,92288,NA,1241,NA,317
1987-10-01,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2098,NA,93227,NA,1070,NA,320
1987-11-01,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,NA,95104,NA,896,NA,404
1987-12-01,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251,NA,93053,NA,720,NA,242
1988-01-01,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256,2166,95680,92089,961,860,42.60,290
1988-02-01,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,2079,88306,93821,986,1082,48.38,214
1988-03-01,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133,2697,95466,97468,1010,1340,47.35,183
1988-04-01,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152,2569,98074,100127,1510,1594,70.17,334
1988-05-01,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,2164,2683,98718,100457,1739,1814,80.36,217
1988-06-01,0.671,2,136,5,NA,NA,NA,NA,NA,165,2297,2598,101859,102552,1819,1837,79.19,343
1988-07-01,0.674,16,296,7,NA,NA,NA,NA,NA,211,2204,2213,106013,105383,1565,1352,71.01,241
1988-08-01,0.673,0,200,7,NA,NA,NA,NA,NA,193,2240,2253,102480,100393,1447,1586,64.60,439
1988-09-01,0.673,50,394,11,NA,NA,NA,NA,NA,124,2148,2081,105134,101896,1290,1272,60.06,396
1988-10-01,0.674,0,320,11,NA,NA,NA,NA,NA,119,2264,1937,102451,101120,1179,1101,52.08,377
1988-11-01,0.673,64,408,9,NA,NA,NA,NA,NA,98,2077,1707,106931,106436,1156,1183,55.66,455
1988-12-01,0.669,43,273,14,NA,NA,NA,NA,NA,95,2100,1090,101926,103250,1266,907,60.29,311
1989-01-01,0.672,0,197,14,NA,NA,NA,NA,NA,98,1841,1865,102229,99900,1234,1173,67.03,297
1989-02-01,0.678,0,223,14,NA,NA,NA,NA,NA,128,1952,2021,101544,107301,1319,1460,67.57,301
1989-03-01,0.683,1,199,15,NA,NA,NA,NA,NA,128,2013,2532,107460,111293,1440,1849,71.54,407
1989-04-01,0.684,62,429,9,NA,NA,NA,NA,NA,150,2180,2616,108720,112674,1468,1523,67.34,358
1989-05-01,0.693,9,347,10,NA,NA,NA,NA,NA,191,2282,2885,109539,112809,1422,1571,62.31,633
1989-06-01,0.699,7,386,11,NA,NA,NA,NA,NA,219,2574,2925,110747,111597,1421,1452,55.21,572
1989-07-01,0.705,4,432,13,NA,NA,NA,NA,NA,210,2293,2282,109301,111031,1494,1281,65.15,741
1989-08-01,0.706,6,356,13,NA,NA,NA,NA,NA,306,2374,2449,113817,111928,1590,1786,66.98,469
1989-09-01,0.709,1,457,14,NA,NA,NA,NA,NA,274,2276,2211,113866,109139,1826,1783,80.23,543
1989-10-01,0.709,2,394,18,NA,NA,NA,NA,NA,270,2278,2089,117151,114209,1932,1954,84.81,727
1989-11-01,0.711,30,501,20,NA,NA,NA,NA,NA,297,2496,1975,119527,121210,2048,1961,82.05,710
1989-12-01,0.715,2,294,24,NA,NA,NA,NA,NA,325,2688,1397,127925,127502,1938,1339,72.10,470
