_date_,acaacpinr,acaaem00r,acaasm00r,acabem00r,acabpnrcnr,acabpr1cnr,acabpr2cnr,acabprscnr,acabprtcnr,acabsm00r,acanliuna,acanliunr,acapricna,acapricnr,acasaluna,acasalunr,acasnlrva,acastmurr
2018-05-01,1.414,100,401,221,309500,458800,522500,488200,435900,473,4517,5780,475718,486960,1691,2256,37.44,1649
2018-06-01,1.411,66,311,239,309800,457200,521200,487000,435900,496,4112,5076,482732,495491,1849,2451,44.97,1067
2018-07-01,1.423,99,290,256,309000,456500,518400,485100,434400,461,3814,3975,477462,482015,1746,2037,45.78,1010
2018-08-01,1.421,91,448,271,306000,452500,515000,481500,431300,496,3899,4069,478550,479203,1784,1998,45.76,1096
2018-09-01,1.414,65,283,294,303100,451400,509600,477900,428200,523,3846,4006,463747,465347,1728,1690,44.93,834
2018-10-01,1.417,123,365,337,303900,448000,508800,475900,427100,552,3584,3214,466319,468509,1692,1700,47.21,686
2018-11-01,1.409,98,431,361,302200,444700,505400,472600,423300,572,3578,2560,462436,453587,1729,1484,48.32,836
2018-12-01,1.407,65,228,360,298800,437900,500700,467200,418900,542,3552,1419,457303,450402,1685,1004,47.44,530
2019-01-01,1.407,131,284,357,293700,436100,496300,463600,415800,534,3667,3414,457775,442424,1670,1026,45.54,700
2019-02-01,1.422,73,218,364,292500,433400,495300,462200,414400,538,3338,2980,460014,459186,1638,1301,49.07,602
2019-03-01,1.433,74,296,370,290800,433200,497100,463100,414700,541,3492,4011,463762,467029,1632,1744,46.74,520
2019-04-01,1.438,71,305,367,290800,433700,500200,465300,416400,543,3350,4221,460026,456272,1754,1990,52.36,955
2019-05-01,1.440,105,315,346,291700,437000,502800,468000,418000,499,3253,4571,458225,467284,1887,2476,58.01,812
2019-06-01,1.427,122,318,328,292700,438100,504600,469400,419500,578,3306,4192,453567,465024,1848,2328,55.90,1111
2019-07-01,1.435,122,331,331,294300,440200,502500,469200,419500,562,3358,3649,449784,453766,1835,2173,54.65,691
2019-08-01,1.434,117,246,342,295300,440200,503600,469700,420200,586,3517,3763,449125,451685,1891,2057,53.77,1051
2019-09-01,1.430,101,285,363,292300,439500,502500,468700,418700,589,3439,3555,457907,460533,1814,1824,52.75,1565
2019-10-01,1.437,82,248,377,289700,436100,499700,465800,416700,608,3489,3131,451404,455072,1838,1869,52.68,818
2019-11-01,1.437,98,289,371,288400,433200,495000,461700,413100,626,3510,2432,449187,440459,1753,1460,49.94,954
2019-12-01,1.437,95,224,368,287400,431600,494000,460500,412200,615,3626,1426,454574,446617,1794,1107,49.48,2130
2020-01-01,1.446,90,313,364,288000,431200,493500,460300,411600,648,3448,3143,466509,451299,1799,1140,52.18,642
2020-02-01,1.454,108,305,336,289200,431400,493500,460300,411300,610,3659,3439,451320,450989,1855,1544,50.70,646
2020-03-01,1.442,87,246,337,287700,432100,494200,461000,411300,613,2687,3216,443015,446208,1379,1550,51.32,944
2020-04-01,1.430,111,304,354,283400,430700,492900,459500,409600,608,1020,1941,431256,426783,676,802,66.27,575
2020-05-01,1.442,88,280,354,281300,428300,492700,458800,408500,622,2013,3251,427995,435278,1132,1469,56.23,721
2020-06-01,1.449,109,376,336,281400,426700,491900,457600,407600,627,3462,4464,448702,459681,1756,2386,50.72,425
2020-07-01,1.447,131,357,323,276800,432100,502500,466300,413300,586,3789,4062,466871,471062,2038,2544,53.79,737
2020-08-01,1.442,124,407,303,279000,434100,504600,468200,415600,546,3434,3473,469625,473101,2033,2246,59.20,736
2020-09-01,1.450,135,312,276,280400,436100,505400,469200,416900,538,3380,3572,466559,470106,2236,2407,66.15,1035
2020-10-01,1.454,101,316,269,281800,435400,507700,470400,418200,516,3532,3158,473063,477691,2327,2401,65.88,982
2020-11-01,1.456,100,335,257,281800,437000,508800,471800,418700,502,3534,2247,468274,459329,2308,1949,65.31,952
2020-12-01,1.449,82,284,231,281900,437000,508300,471600,418400,454,3572,1563,461668,453329,2527,1629,70.74,840
