"","ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"1","1988","0140",NA,1,1,"December 31, 1988","CALGARY",22,22,1,0
"2","1988","0140",NA,2,1,"December 31, 1988","CALGARY",4,2,2,0
"3","1988","0140",NA,5,1,"December 31, 1988","CALGARY",3,1,3,0
"4","1988","0140","nan",1,1,"December 31, 1988","CALGARY",1319,1319,1,0
"5","1988","0140","nan",2,1,"December 31, 1988","CALGARY",226,113,2,0
"6","1988","0140","nan",2,2,"December 31, 1988","CALGARY",2,1,2,0
"7","1988","0140","nan",4,1,"December 31, 1988","CALGARY",21,3,7,0
"8","1988","0140","nan",4,2,"December 31, 1988","CALGARY",76,3,25.3333333333333,0
"9","1988","0140","nan",5,1,"December 31, 1988","CALGARY",8,2,4,0
"10","1989","0140",NA,1,0,"December 31, 1989","CALGARY",1,1,1,0
"11","1989","0140",NA,1,1,"December 31, 1989","CALGARY",15,15,1,0
"12","1989","0140",NA,2,1,"December 31, 1989","CALGARY",2,1,2,0
"13","1989","0140",NA,5,2,"December 31, 1989","CALGARY",144,12,12,0
"14","1989","0140","nan",1,0,"December 31, 1989","CALGARY",238,238,1,0
"15","1989","0140","nan",1,1,"December 31, 1989","CALGARY",1773,1773,1,0
"16","1989","0140","nan",1,2,"December 31, 1989","CALGARY",6,6,1,0
"17","1989","0140","nan",2,0,"December 31, 1989","CALGARY",24,12,2,0
"18","1989","0140","nan",2,1,"December 31, 1989","CALGARY",246,123,2,0
"19","1989","0140","nan",2,2,"December 31, 1989","CALGARY",20,10,2,0
"20","1989","0140","nan",4,0,"December 31, 1989","CALGARY",47,2,23.5,0
"21","1989","0140","nan",4,1,"December 31, 1989","CALGARY",139,31,4.48387096774194,0
"22","1989","0140","nan",4,2,"December 31, 1989","CALGARY",12,3,4,0
"23","1989","0140","nan",4,3,"December 31, 1989","CALGARY",42,7,6,0
"24","1989","0140","nan",5,0,"December 31, 1989","CALGARY",30,1,30,0
"25","1989","0140","nan",5,1,"December 31, 1989","CALGARY",13,4,3.25,0
"26","1989","0140","nan",5,2,"December 31, 1989","CALGARY",110,10,11,0
"27","1989","0140","nan",5,3,"December 31, 1989","CALGARY",4,1,4,0
"28","1990","0140",NA,1,0,"December 31, 1990","CALGARY",1,1,1,0
"29","1990","0140",NA,1,1,"December 31, 1990","CALGARY",16,16,1,0
"30","1990","0140",NA,2,1,"December 31, 1990","CALGARY",2,1,2,0
"31","1990","0140",NA,2,2,"December 31, 1990","CALGARY",4,2,2,0
"32","1990","0140",NA,2,3,"December 31, 1990","CALGARY",44,22,2,0
"33","1990","0140",NA,4,2,"December 31, 1990","CALGARY",24,5,4.8,0
"34","1990","0140",NA,4,3,"December 31, 1990","CALGARY",67,17,3.94117647058824,0
"35","1990","0140","nan",1,0,"December 31, 1990","CALGARY",42,42,1,0
"36","1990","0140","nan",1,1,"December 31, 1990","CALGARY",1094,1094,1,0
"37","1990","0140","nan",2,0,"December 31, 1990","CALGARY",20,10,2,0
"38","1990","0140","nan",2,1,"December 31, 1990","CALGARY",18,9,2,0
"39","1990","0140","nan",2,2,"December 31, 1990","CALGARY",12,6,2,0
"40","1990","0140","nan",2,3,"December 31, 1990","CALGARY",24,12,2,0
"41","1990","0140","nan",4,0,"December 31, 1990","CALGARY",66,1,66,0
"42","1990","0140","nan",4,2,"December 31, 1990","CALGARY",150,20,7.5,0
"43","1990","0140","nan",4,3,"December 31, 1990","CALGARY",281,41,6.85365853658537,0
"44","1990","0140","nan",5,0,"December 31, 1990","CALGARY",32,1,32,0
"45","1990","0140","nan",5,2,"December 31, 1990","CALGARY",90,6,15,0.333333333333333
"46","1990","0140","nan",5,3,"December 31, 1990","CALGARY",366,8,45.75,1.5
"47","1991","0140",NA,1,0,"December 31, 1991","CALGARY",1,1,1,0
"48","1991","0140",NA,1,1,"December 31, 1991","CALGARY",18,18,1,0
"49","1991","0140",NA,2,1,"December 31, 1991","CALGARY",8,4,2,0
"50","1991","0140",NA,2,2,"December 31, 1991","CALGARY",6,3,2,0
"51","1991","0140",NA,2,3,"December 31, 1991","CALGARY",44,22,2,0
"52","1991","0140",NA,4,2,"December 31, 1991","CALGARY",24,5,4.8,0
"53","1991","0140",NA,4,3,"December 31, 1991","CALGARY",67,17,3.94117647058824,0
"54","1991","0140","nan",1,0,"December 31, 1991","CALGARY",7,7,1,0
"55","1991","0140","nan",1,1,"December 31, 1991","CALGARY",1236,1236,1,0
"56","1991","0140","nan",1,2,"December 31, 1991","CALGARY",3,3,1,0
"57","1991","0140","nan",2,0,"December 31, 1991","CALGARY",34,17,2,0
"58","1991","0140","nan",2,1,"December 31, 1991","CALGARY",78,39,2,0
"59","1991","0140","nan",2,2,"December 31, 1991","CALGARY",8,4,2,0
"60","1991","0140","nan",2,3,"December 31, 1991","CALGARY",40,20,2,0
"61","1991","0140","nan",4,0,"December 31, 1991","CALGARY",17,1,17,0
"62","1991","0140","nan",4,1,"December 31, 1991","CALGARY",69,2,34.5,0
"63","1991","0140","nan",4,2,"December 31, 1991","CALGARY",85,5,17,0
"64","1991","0140","nan",4,3,"December 31, 1991","CALGARY",185,25,7.4,0
"65","1991","0140","nan",5,0,"December 31, 1991","CALGARY",12,2,6,0
"66","1991","0140","nan",5,1,"December 31, 1991","CALGARY",4,1,4,0
"67","1991","0140","nan",5,2,"December 31, 1991","CALGARY",39,3,13,0
"68","1991","0140","nan",5,3,"December 31, 1991","CALGARY",37,4,9.25,0
"69","1992","0140",NA,1,1,"December 31, 1992","CALGARY",3,3,1,0
"70","1992","0140",NA,2,3,"December 31, 1992","CALGARY",48,24,2,0
"71","1992","0140",NA,4,3,"December 31, 1992","CALGARY",36,7,5.14285714285714,0
"72","1992","0140","nan",1,1,"December 31, 1992","CALGARY",1654,1654,1,0
"73","1992","0140","nan",1,3,"December 31, 1992","CALGARY",2,2,1,0
"74","1992","0140","nan",2,0,"December 31, 1992","CALGARY",10,5,2,0
"75","1992","0140","nan",2,1,"December 31, 1992","CALGARY",92,46,2,0
"76","1992","0140","nan",2,2,"December 31, 1992","CALGARY",2,1,2,0
"77","1992","0140","nan",2,3,"December 31, 1992","CALGARY",116,58,2,0
"78","1992","0140","nan",4,1,"December 31, 1992","CALGARY",26,5,5.2,0
"79","1992","0140","nan",4,3,"December 31, 1992","CALGARY",291,64,4.546875,0
"80","1992","0140","nan",4,4,"December 31, 1992","CALGARY",62,11,5.63636363636364,0
"81","1992","0140","nan",5,1,"December 31, 1992","CALGARY",4,1,4,0
"82","1992","0140","nan",5,2,"December 31, 1992","CALGARY",80,2,40,0
"83","1992","0140","nan",5,3,"December 31, 1992","CALGARY",28,5,5.6,0
"84","1993","0140",NA,1,1,"December 31, 1993","CALGARY",1,1,1,0
"85","1993","0140",NA,2,3,"December 31, 1993","CALGARY",44,22,2,0
"86","1993","0140",NA,4,3,"December 31, 1993","CALGARY",12,2,6,0
"87","1993","0140","nan",1,1,"December 31, 1993","CALGARY",1709,1709,1,0
"88","1993","0140","nan",1,2,"December 31, 1993","CALGARY",1,1,1,0
"89","1993","0140","nan",2,0,"December 31, 1993","CALGARY",6,3,2,0
"90","1993","0140","nan",2,1,"December 31, 1993","CALGARY",82,41,2,0
"91","1993","0140","nan",2,2,"December 31, 1993","CALGARY",12,6,2,0
"92","1993","0140","nan",2,3,"December 31, 1993","CALGARY",112,56,2,0
"93","1993","0140","nan",4,1,"December 31, 1993","CALGARY",35,5,7,0
"94","1993","0140","nan",4,2,"December 31, 1993","CALGARY",40,3,13.3333333333333,0
"95","1993","0140","nan",4,3,"December 31, 1993","CALGARY",453,106,4.27358490566038,0
"96","1993","0140","nan",5,2,"December 31, 1993","CALGARY",6,1,6,0
"97","1993","0140","nan",5,3,"December 31, 1993","CALGARY",122,11,11.0909090909091,0
"98","1994","0140",NA,1,1,"December 31, 1994","CALGARY",2,2,1,0
"99","1994","0140",NA,4,3,"December 31, 1994","CALGARY",12,2,6,0
"100","1994","0140","nan",1,1,"December 31, 1994","CALGARY",1313,1313,1,0
"101","1994","0140","nan",2,1,"December 31, 1994","CALGARY",116,58,2,0
"102","1994","0140","nan",2,3,"December 31, 1994","CALGARY",134,67,2,0
"103","1994","0140","nan",4,1,"December 31, 1994","CALGARY",54,9,6,0
"104","1994","0140","nan",4,2,"December 31, 1994","CALGARY",4,1,4,0
"105","1994","0140","nan",4,3,"December 31, 1994","CALGARY",536,127,4.22047244094488,0
"106","1994","0140","nan",5,1,"December 31, 1994","CALGARY",11,3,3.66666666666667,0
"107","1994","0140","nan",5,2,"December 31, 1994","CALGARY",55,2,27.5,0
"108","1994","0140","nan",5,3,"December 31, 1994","CALGARY",601,25,24.04,0
"109","1995","0140",NA,1,1,"December 31, 1995","CALGARY",2,2,1,0
"110","1995","0140","nan",1,1,"December 31, 1995","CALGARY",1472,1472,1,0
"111","1995","0140","nan",2,1,"December 31, 1995","CALGARY",80,40,2,0
"112","1995","0140","nan",2,3,"December 31, 1995","CALGARY",146,73,2,0
"113","1995","0140","nan",4,1,"December 31, 1995","CALGARY",63,15,4.2,0
"114","1995","0140","nan",4,3,"December 31, 1995","CALGARY",559,112,4.99107142857143,0
"115","1995","0140","nan",5,1,"December 31, 1995","CALGARY",4,1,4,0
"116","1995","0140","nan",5,3,"December 31, 1995","CALGARY",529,16,33.0625,0
"117","1996","0140",NA,1,1,"December 31, 1996","CALGARY",4,4,1,0
"118","1996","0140","nan",1,1,"December 31, 1996","CALGARY",1979,1979,1,0
"119","1996","0140","nan",1,3,"December 31, 1996","CALGARY",1,1,1,0
"120","1996","0140","nan",2,1,"December 31, 1996","CALGARY",90,45,2,0
"121","1996","0140","nan",2,2,"December 31, 1996","CALGARY",2,1,2,0
"122","1996","0140","nan",2,3,"December 31, 1996","CALGARY",136,68,2,0
"123","1996","0140","nan",4,1,"December 31, 1996","CALGARY",20,4,5,0
"124","1996","0140","nan",4,2,"December 31, 1996","CALGARY",3,1,3,0
"125","1996","0140","nan",4,3,"December 31, 1996","CALGARY",423,96,4.40625,0
"126","1996","0140","nan",5,1,"December 31, 1996","CALGARY",5,1,5,0
"127","1996","0140","nan",5,2,"December 31, 1996","CALGARY",6,1,6,0
"128","1996","0140","nan",5,3,"December 31, 1996","CALGARY",512,21,24.3809523809524,0
"129","1997","0140",NA,1,1,"December 31, 1997","CALGARY",3,3,1,0
"130","1997","0140","nan",1,1,"December 31, 1997","CALGARY",3038,3038,1,0
"131","1997","0140","nan",1,3,"December 31, 1997","CALGARY",11,11,1,0
"132","1997","0140","nan",2,1,"December 31, 1997","CALGARY",150,75,2,0
"133","1997","0140","nan",2,2,"December 31, 1997","CALGARY",2,1,2,0
"134","1997","0140","nan",2,3,"December 31, 1997","CALGARY",148,74,2,0
"135","1997","0140","nan",4,1,"December 31, 1997","CALGARY",15,3,5,0
"136","1997","0140","nan",4,2,"December 31, 1997","CALGARY",5,1,5,0
"137","1997","0140","nan",4,3,"December 31, 1997","CALGARY",729,162,4.5,0
"138","1997","0140","nan",5,1,"December 31, 1997","CALGARY",20,4,5,0
"139","1997","0140","nan",5,2,"December 31, 1997","CALGARY",105,1,105,0
"140","1997","0140","nan",5,3,"December 31, 1997","CALGARY",986,33,29.8787878787879,0
"141","1998","0140",NA,1,1,"December 31, 1998","CALGARY",6,6,1,0
"142","1998","0140","T2E",1,1,"December 31, 1998","CALGARY",1,1,1,0
"143","1998","0140","nan",1,1,"December 31, 1998","CALGARY",2741,2741,1,0
"144","1998","0140","nan",1,3,"December 31, 1998","CALGARY",35,35,1,0
"145","1998","0140","nan",2,1,"December 31, 1998","CALGARY",156,78,2,0
"146","1998","0140","nan",2,2,"December 31, 1998","CALGARY",2,1,2,0
"147","1998","0140","nan",2,3,"December 31, 1998","CALGARY",202,101,2,0
"148","1998","0140","nan",4,1,"December 31, 1998","CALGARY",21,5,4.2,0
"149","1998","0140","nan",4,3,"December 31, 1998","CALGARY",583,123,4.73983739837398,0
"150","1998","0140","nan",5,1,"December 31, 1998","CALGARY",20,4,5,0
"151","1998","0140","nan",5,2,"December 31, 1998","CALGARY",44,2,22,2.5
"152","1998","0140","nan",5,3,"December 31, 1998","CALGARY",1778,78,22.7948717948718,1.03846153846154
"153","1999","0140",NA,1,1,"December 31, 1999","CALGARY",13,13,1,0
"154","1999","0140",NA,2,3,"December 31, 1999","CALGARY",2,1,2,0
"155","1999","0140",NA,4,3,"December 31, 1999","CALGARY",6,1,6,0
"156","1999","0140","T2E",1,1,"December 31, 1999","CALGARY",1,1,1,0
"157","1999","0140","nan",1,1,"December 31, 1999","CALGARY",2232,2232,1,0
"158","1999","0140","nan",1,3,"December 31, 1999","CALGARY",26,26,1,0
"159","1999","0140","nan",2,1,"December 31, 1999","CALGARY",160,80,2,0
"160","1999","0140","nan",2,3,"December 31, 1999","CALGARY",282,141,2,0
"161","1999","0140","nan",4,1,"December 31, 1999","CALGARY",11,2,5.5,0
"162","1999","0140","nan",4,3,"December 31, 1999","CALGARY",619,128,4.8359375,0
"163","1999","0140","nan",5,1,"December 31, 1999","CALGARY",10,2,5,0
"164","1999","0140","nan",5,2,"December 31, 1999","CALGARY",12,2,6,3
"165","1999","0140","nan",5,3,"December 31, 1999","CALGARY",3169,84,37.7261904761905,1.17857142857143
"166","2000","0140",NA,1,1,"December 31, 2000","CALGARY",9,9,1,0
"167","2000","0140","T2E",1,1,"December 31, 2000","CALGARY",1,1,1,0
"168","2000","0140","T2T",5,3,"December 31, 2000","CALGARY",10,1,10,0
"169","2000","0140","nan",1,1,"December 31, 2000","CALGARY",2210,2210,1,0
"170","2000","0140","nan",1,3,"December 31, 2000","CALGARY",5,5,1,0
"171","2000","0140","nan",2,1,"December 31, 2000","CALGARY",198,99,2,0
"172","2000","0140","nan",2,2,"December 31, 2000","CALGARY",2,1,2,0
"173","2000","0140","nan",2,3,"December 31, 2000","CALGARY",284,142,2,0
"174","2000","0140","nan",4,3,"December 31, 2000","CALGARY",724,151,4.79470198675497,0
"175","2000","0140","nan",5,1,"December 31, 2000","CALGARY",6,1,6,0
"176","2000","0140","nan",5,3,"December 31, 2000","CALGARY",3439,69,49.8405797101449,2.02898550724638
"177","2001","0140",NA,1,1,"December 31, 2001","CALGARY",8,8,1,0
"178","2001","0140","T2E",1,1,"December 31, 2001","CALGARY",1,1,1,0
"179","2001","0140","T2T",5,3,"December 31, 2001","CALGARY",10,1,10,0
"180","2001","0140","nan",1,1,"December 31, 2001","CALGARY",2978,2978,1,0
"181","2001","0140","nan",1,3,"December 31, 2001","CALGARY",4,4,1,0
"182","2001","0140","nan",2,1,"December 31, 2001","CALGARY",182,91,2,0
"183","2001","0140","nan",2,3,"December 31, 2001","CALGARY",252,126,2,0
"184","2001","0140","nan",4,1,"December 31, 2001","CALGARY",3,1,3,0
"185","2001","0140","nan",4,3,"December 31, 2001","CALGARY",800,175,4.57142857142857,0
"186","2001","0140","nan",5,1,"December 31, 2001","CALGARY",6,1,6,0
"187","2001","0140","nan",5,2,"December 31, 2001","CALGARY",450,3,150,1
"188","2001","0140","nan",5,3,"December 31, 2001","CALGARY",2470,48,51.4583333333333,1.125
"189","2002","0140",NA,1,1,"December 31, 2002","CALGARY",4,4,1,0
"190","2002","0140","T2E",1,1,"December 31, 2002","CALGARY",1,1,1,0
"191","2002","0140","T2N",1,1,"December 31, 2002","CALGARY",1,1,1,0
"192","2002","0140","T2V",1,1,"December 31, 2002","CALGARY",1,1,1,0
"193","2002","0140","nan",1,1,"December 31, 2002","CALGARY",3955,3955,1,0
"194","2002","0140","nan",1,3,"December 31, 2002","CALGARY",16,16,1,0
"195","2002","0140","nan",2,1,"December 31, 2002","CALGARY",262,131,2,0
"196","2002","0140","nan",2,2,"December 31, 2002","CALGARY",2,1,2,0
"197","2002","0140","nan",2,3,"December 31, 2002","CALGARY",266,133,2,0
"198","2002","0140","nan",4,1,"December 31, 2002","CALGARY",22,6,3.66666666666667,0
"199","2002","0140","nan",4,3,"December 31, 2002","CALGARY",824,160,5.15,0
"200","2002","0140","nan",5,1,"December 31, 2002","CALGARY",10,2,5,0
"201","2002","0140","nan",5,2,"December 31, 2002","CALGARY",546,5,109.2,0
"202","2002","0140","nan",5,3,"December 31, 2002","CALGARY",2751,58,47.4310344827586,0.0517241379310345
"203","2003","0140",NA,1,1,"December 31, 2003","CALGARY",1,1,1,0
"204","2003","0140",NA,2,3,"December 31, 2003","CALGARY",4,2,2,0
"205","2003","0140","T2E",1,1,"December 31, 2003","CALGARY",1,1,1,0
"206","2003","0140","T2E",5,3,"December 31, 2003","CALGARY",8,1,8,0
"207","2003","0140","T2N",1,1,"December 31, 2003","CALGARY",1,1,1,0
"208","2003","0140","T2S",1,1,"December 31, 2003","CALGARY",1,1,1,0
"209","2003","0140","T2T",1,1,"December 31, 2003","CALGARY",1,1,1,0
"210","2003","0140","T2T",2,1,"December 31, 2003","CALGARY",2,1,2,0
"211","2003","0140","T2V",1,1,"December 31, 2003","CALGARY",1,1,1,0
"212","2003","0140","nan",1,1,"December 31, 2003","CALGARY",3520,3520,1,0
"213","2003","0140","nan",1,3,"December 31, 2003","CALGARY",1,1,1,0
"214","2003","0140","nan",2,1,"December 31, 2003","CALGARY",344,172,2,0
"215","2003","0140","nan",2,2,"December 31, 2003","CALGARY",6,3,2,0
"216","2003","0140","nan",2,3,"December 31, 2003","CALGARY",196,98,2,0
"217","2003","0140","nan",4,1,"December 31, 2003","CALGARY",31,9,3.44444444444444,0
"218","2003","0140","nan",4,3,"December 31, 2003","CALGARY",853,160,5.33125,0
"219","2003","0140","nan",5,1,"December 31, 2003","CALGARY",1,1,1,0
"220","2003","0140","nan",5,2,"December 31, 2003","CALGARY",240,3,80,0
"221","2003","0140","nan",5,3,"December 31, 2003","CALGARY",2953,58,50.9137931034483,0
"222","2004","0140",NA,1,1,"December 31, 2004","CALGARY",4,4,1,0
"223","2004","0140",NA,2,1,"December 31, 2004","CALGARY",2,1,2,0
"224","2004","0140",NA,4,3,"December 31, 2004","CALGARY",3,1,3,0
"225","2004","0140",NA,5,3,"December 31, 2004","CALGARY",42,1,42,0
"226","2004","0140","T2B",4,3,"December 31, 2004","CALGARY",8,2,4,0
"227","2004","0140","T2C",4,1,"December 31, 2004","CALGARY",3,1,3,0
"228","2004","0140","T2C",5,3,"December 31, 2004","CALGARY",151,2,75.5,0
"229","2004","0140","T2E",1,1,"December 31, 2004","CALGARY",2,2,1,0
"230","2004","0140","T2E",4,3,"December 31, 2004","CALGARY",13,2,6.5,0
"231","2004","0140","T2E",5,3,"December 31, 2004","CALGARY",133,4,33.25,0
"232","2004","0140","T2G",1,1,"December 31, 2004","CALGARY",1,1,1,0
"233","2004","0140","T2G",5,3,"December 31, 2004","CALGARY",365,2,182.5,0
"234","2004","0140","T2H",1,1,"December 31, 2004","CALGARY",1,1,1,0
"235","2004","0140","T2L",1,1,"December 31, 2004","CALGARY",1,1,1,0
"236","2004","0140","T2M",1,1,"December 31, 2004","CALGARY",2,2,1,0
"237","2004","0140","T2N",1,1,"December 31, 2004","CALGARY",10,10,1,0
"238","2004","0140","T2N",2,1,"December 31, 2004","CALGARY",4,2,2,0
"239","2004","0140","T2N",4,3,"December 31, 2004","CALGARY",4,1,4,0
"240","2004","0140","T2N",5,3,"December 31, 2004","CALGARY",4,1,4,0
"241","2004","0140","T2P",5,3,"December 31, 2004","CALGARY",201,3,67,0
"242","2004","0140","T2R",5,3,"December 31, 2004","CALGARY",351,1,351,0
"243","2004","0140","T2S",1,1,"December 31, 2004","CALGARY",4,4,1,0
"244","2004","0140","T2T",1,1,"December 31, 2004","CALGARY",8,8,1,0
"245","2004","0140","T2T",2,1,"December 31, 2004","CALGARY",4,2,2,0
"246","2004","0140","T2T",5,3,"December 31, 2004","CALGARY",10,1,10,0
"247","2004","0140","T2V",1,1,"December 31, 2004","CALGARY",3,3,1,0
"248","2004","0140","T2W",4,3,"December 31, 2004","CALGARY",6,1,6,0
"249","2004","0140","T2Y",1,1,"December 31, 2004","CALGARY",1,1,1,0
"250","2004","0140","T2Y",2,3,"December 31, 2004","CALGARY",6,3,2,0
"251","2004","0140","T3B",1,1,"December 31, 2004","CALGARY",1,1,1,0
"252","2004","0140","T3B",2,1,"December 31, 2004","CALGARY",2,1,2,0
"253","2004","0140","T3C",1,1,"December 31, 2004","CALGARY",2,2,1,0
"254","2004","0140","T3E",5,3,"December 31, 2004","CALGARY",250,1,250,0
"255","2004","0140","T3H",1,1,"December 31, 2004","CALGARY",2,2,1,0
"256","2004","0140","nan",1,1,"December 31, 2004","CALGARY",3414,3414,1,0
"257","2004","0140","nan",1,3,"December 31, 2004","CALGARY",6,6,1,0
"258","2004","0140","nan",2,1,"December 31, 2004","CALGARY",462,231,2,0
"259","2004","0140","nan",2,2,"December 31, 2004","CALGARY",4,2,2,0
"260","2004","0140","nan",2,3,"December 31, 2004","CALGARY",164,82,2,0
"261","2004","0140","nan",4,1,"December 31, 2004","CALGARY",17,5,3.4,0
"262","2004","0140","nan",4,3,"December 31, 2004","CALGARY",585,112,5.22321428571429,0
"263","2004","0140","nan",5,1,"December 31, 2004","CALGARY",1,1,1,0
"264","2004","0140","nan",5,2,"December 31, 2004","CALGARY",463,4,115.75,0
"265","2004","0140","nan",5,3,"December 31, 2004","CALGARY",2462,52,47.3461538461538,0
"266","2005","0140",NA,1,1,"December 31, 2005","CALGARY",8,8,1,0
"267","2005","0140",NA,4,3,"December 31, 2005","CALGARY",3,1,3,0
"268","2005","0140",NA,5,3,"December 31, 2005","CALGARY",42,1,42,0
"269","2005","0140","T2A",2,1,"December 31, 2005","CALGARY",2,1,2,0
"270","2005","0140","T2A",4,3,"December 31, 2005","CALGARY",10,1,10,0
"271","2005","0140","T2B",4,3,"December 31, 2005","CALGARY",32,8,4,0
"272","2005","0140","T2C",1,1,"December 31, 2005","CALGARY",52,52,1,0
"273","2005","0140","T2C",2,1,"December 31, 2005","CALGARY",2,1,2,0
"274","2005","0140","T2C",4,1,"December 31, 2005","CALGARY",19,6,3.16666666666667,0
"275","2005","0140","T2C",4,3,"December 31, 2005","CALGARY",23,3,7.66666666666667,0
"276","2005","0140","T2C",5,3,"December 31, 2005","CALGARY",339,4,84.75,0
"277","2005","0140","T2E",1,1,"December 31, 2005","CALGARY",36,36,1,0
"278","2005","0140","T2E",2,1,"December 31, 2005","CALGARY",48,24,2,0
"279","2005","0140","T2E",2,3,"December 31, 2005","CALGARY",4,2,2,0
"280","2005","0140","T2E",4,3,"December 31, 2005","CALGARY",24,5,4.8,0
"281","2005","0140","T2E",5,3,"December 31, 2005","CALGARY",237,8,29.625,0
"282","2005","0140","T2G",1,1,"December 31, 2005","CALGARY",11,11,1,0
"283","2005","0140","T2G",2,1,"December 31, 2005","CALGARY",2,1,2,0
"284","2005","0140","T2G",5,3,"December 31, 2005","CALGARY",541,3,180.333333333333,0
"285","2005","0140","T2H",1,1,"December 31, 2005","CALGARY",8,8,1,0
"286","2005","0140","T2H",2,1,"December 31, 2005","CALGARY",6,3,2,0
"287","2005","0140","T2H",5,3,"December 31, 2005","CALGARY",58,2,29,0
"288","2005","0140","T2J",1,1,"December 31, 2005","CALGARY",3,3,1,0
"289","2005","0140","T2J",5,3,"December 31, 2005","CALGARY",260,2,130,0
"290","2005","0140","T2K",1,1,"December 31, 2005","CALGARY",4,4,1,0
"291","2005","0140","T2K",2,1,"December 31, 2005","CALGARY",4,2,2,0
"292","2005","0140","T2L",1,1,"December 31, 2005","CALGARY",5,5,1,0
"293","2005","0140","T2M",1,1,"December 31, 2005","CALGARY",23,23,1,0
"294","2005","0140","T2M",2,1,"December 31, 2005","CALGARY",34,17,2,0
"295","2005","0140","T2M",5,3,"December 31, 2005","CALGARY",4,1,4,0
"296","2005","0140","T2N",1,1,"December 31, 2005","CALGARY",81,81,1,0
"297","2005","0140","T2N",2,1,"December 31, 2005","CALGARY",38,19,2,0
"298","2005","0140","T2N",4,3,"December 31, 2005","CALGARY",7,2,3.5,0
"299","2005","0140","T2N",5,1,"December 31, 2005","CALGARY",2,1,2,0
"300","2005","0140","T2N",5,3,"December 31, 2005","CALGARY",39,6,6.5,0
"301","2005","0140","T2P",5,3,"December 31, 2005","CALGARY",245,4,61.25,0
"302","2005","0140","T2R",4,3,"December 31, 2005","CALGARY",7,1,7,0
"303","2005","0140","T2R",5,3,"December 31, 2005","CALGARY",512,2,256,0
"304","2005","0140","T2S",1,1,"December 31, 2005","CALGARY",23,23,1,0
"305","2005","0140","T2T",1,1,"December 31, 2005","CALGARY",68,68,1,0
"306","2005","0140","T2T",2,1,"December 31, 2005","CALGARY",70,35,2,0
"307","2005","0140","T2T",4,3,"December 31, 2005","CALGARY",42,5,8.4,0
"308","2005","0140","T2T",5,3,"December 31, 2005","CALGARY",108,8,13.5,0
"309","2005","0140","T2V",1,1,"December 31, 2005","CALGARY",23,23,1,0
"310","2005","0140","T2V",2,1,"December 31, 2005","CALGARY",8,4,2,0
"311","2005","0140","T2V",5,3,"December 31, 2005","CALGARY",4,1,4,0
"312","2005","0140","T2W",4,3,"December 31, 2005","CALGARY",18,3,6,0
"313","2005","0140","T2X",5,3,"December 31, 2005","CALGARY",7,1,7,0
"314","2005","0140","T2Y",1,1,"December 31, 2005","CALGARY",46,46,1,0
"315","2005","0140","T2Y",2,1,"December 31, 2005","CALGARY",10,5,2,0
"316","2005","0140","T2Y",2,3,"December 31, 2005","CALGARY",18,9,2,0
"317","2005","0140","T3A",1,1,"December 31, 2005","CALGARY",2,2,1,0
"318","2005","0140","T3B",1,1,"December 31, 2005","CALGARY",5,5,1,0
"319","2005","0140","T3B",2,1,"December 31, 2005","CALGARY",8,4,2,0
"320","2005","0140","T3C",1,1,"December 31, 2005","CALGARY",11,11,1,0
"321","2005","0140","T3C",2,1,"December 31, 2005","CALGARY",8,4,2,0
"322","2005","0140","T3C",5,3,"December 31, 2005","CALGARY",185,2,92.5,0
"323","2005","0140","T3E",1,1,"December 31, 2005","CALGARY",55,55,1,0
"324","2005","0140","T3E",2,1,"December 31, 2005","CALGARY",24,12,2,0
"325","2005","0140","T3E",4,1,"December 31, 2005","CALGARY",3,1,3,0
"326","2005","0140","T3E",4,3,"December 31, 2005","CALGARY",77,10,7.7,0
"327","2005","0140","T3E",5,3,"December 31, 2005","CALGARY",309,5,61.8,0
"328","2005","0140","T3H",1,1,"December 31, 2005","CALGARY",6,6,1,0
"329","2005","0140","T4C",1,1,"December 31, 2005","CALGARY",1,1,1,0
"330","2005","0140","nan",1,1,"December 31, 2005","CALGARY",3732,3732,1,0
"331","2005","0140","nan",1,3,"December 31, 2005","CALGARY",2,2,1,0
"332","2005","0140","nan",2,1,"December 31, 2005","CALGARY",258,129,2,0
"333","2005","0140","nan",2,3,"December 31, 2005","CALGARY",162,81,2,0
"334","2005","0140","nan",4,3,"December 31, 2005","CALGARY",692,124,5.58064516129032,0
"335","2005","0140","nan",5,1,"December 31, 2005","CALGARY",3,2,1.5,0
"336","2005","0140","nan",5,2,"December 31, 2005","CALGARY",21,1,21,0
"337","2005","0140","nan",5,3,"December 31, 2005","CALGARY",1243,19,65.4210526315789,0
"338","2006","0140",NA,1,1,"December 31, 2006","CALGARY",1,1,1,0
"339","2006","0140","T2B",1,1,"December 31, 2006","CALGARY",5,5,1,0
"340","2006","0140","T2B",4,3,"December 31, 2006","CALGARY",16,4,4,0
"341","2006","0140","T2B",5,3,"December 31, 2006","CALGARY",6,1,6,0
"342","2006","0140","T2C",1,1,"December 31, 2006","CALGARY",245,245,1,0
"343","2006","0140","T2C",4,3,"December 31, 2006","CALGARY",11,1,11,0
"344","2006","0140","T2C",5,2,"December 31, 2006","CALGARY",60,1,60,0
