"","ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"14228","2013","1265","K1C",5,2,"December 31, 2013","OTTAWA",41,1,41,4
"14229","2013","1265","K1C",5,3,"December 31, 2013","OTTAWA",51,3,17,3
"14230","2013","1265","K1G",1,1,"December 31, 2013","OTTAWA",1,1,1,0
"14231","2013","1265","K1G",5,3,"December 31, 2013","OTTAWA",72,2,36,3
"14232","2013","1265","K1H",1,1,"December 31, 2013","OTTAWA",7,7,1,0
"14233","2013","1265","K1H",2,1,"December 31, 2013","OTTAWA",2,1,2,0
"14234","2013","1265","K1J",1,1,"December 31, 2013","OTTAWA",5,5,1,0
"14235","2013","1265","K1J",5,3,"December 31, 2013","OTTAWA",22,1,22,3
"14236","2013","1265","K1K",5,2,"December 31, 2013","OTTAWA",74,1,74,0
"14237","2013","1265","K1K",5,3,"December 31, 2013","OTTAWA",32,3,10.6666666666667,0
"14238","2013","1265","K1L",1,1,"December 31, 2013","OTTAWA",1,1,1,0
"14239","2013","1265","K1L",2,1,"December 31, 2013","OTTAWA",2,1,2,0
"14240","2013","1265","K1M",1,1,"December 31, 2013","OTTAWA",5,5,1,0
"14241","2013","1265","K1M",4,1,"December 31, 2013","OTTAWA",3,1,3,0
"14242","2013","1265","K1N",5,2,"December 31, 2013","OTTAWA",14,3,4.66666666666667,2
"14243","2013","1265","K1N",5,3,"December 31, 2013","OTTAWA",504,3,168,20
"14244","2013","1265","K1P",5,3,"December 31, 2013","OTTAWA",142,1,142,0
"14245","2013","1265","K1R",1,1,"December 31, 2013","OTTAWA",1,1,1,0
"14246","2013","1265","K1R",5,2,"December 31, 2013","OTTAWA",6,2,3,3
"14247","2013","1265","K1R",5,3,"December 31, 2013","OTTAWA",384,2,192,17.5
"14248","2013","1265","K1S",1,1,"December 31, 2013","OTTAWA",9,9,1,0
"14249","2013","1265","K1S",2,1,"December 31, 2013","OTTAWA",8,4,2,0
"14250","2013","1265","K1S",4,1,"December 31, 2013","OTTAWA",3,1,3,0
"14251","2013","1265","K1S",4,2,"December 31, 2013","OTTAWA",3,1,3,0
"14252","2013","1265","K1S",4,3,"December 31, 2013","OTTAWA",5,1,5,0
"14253","2013","1265","K1S",5,2,"December 31, 2013","OTTAWA",12,4,3,0.75
"14254","2013","1265","K1S",5,3,"December 31, 2013","OTTAWA",383,4,95.75,11.75
"14255","2013","1265","K1T",1,1,"December 31, 2013","OTTAWA",49,49,1,0
"14256","2013","1265","K1T",2,1,"December 31, 2013","OTTAWA",16,8,2,0
"14257","2013","1265","K1T",4,1,"December 31, 2013","OTTAWA",86,21,4.09523809523809,0
"14258","2013","1265","K1T",5,3,"December 31, 2013","OTTAWA",16,1,16,3
"14259","2013","1265","K1V",1,1,"December 31, 2013","OTTAWA",16,16,1,0
"14260","2013","1265","K1V",5,3,"December 31, 2013","OTTAWA",116,1,116,10
"14261","2013","1265","K1W",1,1,"December 31, 2013","OTTAWA",18,18,1,0
"14262","2013","1265","K1W",4,1,"December 31, 2013","OTTAWA",56,12,4.66666666666667,0
"14263","2013","1265","K1W",5,2,"December 31, 2013","OTTAWA",24,2,12,0
"14264","2013","1265","K1W",5,3,"December 31, 2013","OTTAWA",22,1,22,3
"14265","2013","1265","K1Y",1,1,"December 31, 2013","OTTAWA",14,14,1,0
"14266","2013","1265","K1Y",2,1,"December 31, 2013","OTTAWA",38,19,2,0
"14267","2013","1265","K1Y",4,1,"December 31, 2013","OTTAWA",10,1,10,0
"14268","2013","1265","K1Y",5,3,"December 31, 2013","OTTAWA",162,1,162,8
"14269","2013","1265","K1Z",1,1,"December 31, 2013","OTTAWA",19,19,1,0
"14270","2013","1265","K1Z",2,1,"December 31, 2013","OTTAWA",32,16,2,0
"14271","2013","1265","K1Z",4,1,"December 31, 2013","OTTAWA",19,1,19,0
"14272","2013","1265","K1Z",5,2,"December 31, 2013","OTTAWA",14,1,14,4
"14273","2013","1265","K1Z",5,3,"December 31, 2013","OTTAWA",279,3,93,5.66666666666667
"14274","2013","1265","K2A",1,1,"December 31, 2013","OTTAWA",6,6,1,0
"14275","2013","1265","K2A",2,1,"December 31, 2013","OTTAWA",2,1,2,0
"14276","2013","1265","K2B",1,1,"December 31, 2013","OTTAWA",1,1,1,0
"14277","2013","1265","K2B",2,1,"December 31, 2013","OTTAWA",2,1,2,0
"14278","2013","1265","K2C",1,1,"December 31, 2013","OTTAWA",10,10,1,0
"14279","2013","1265","K2C",2,1,"December 31, 2013","OTTAWA",4,2,2,0
"14280","2013","1265","K2E",1,1,"December 31, 2013","OTTAWA",4,4,1,0
"14281","2013","1265","K2E",5,2,"December 31, 2013","OTTAWA",124,1,124,8
"14282","2013","1265","K2G",1,1,"December 31, 2013","OTTAWA",15,15,1,0
"14283","2013","1265","K2G",4,1,"December 31, 2013","OTTAWA",28,4,7,0
"14284","2013","1265","K2H",1,1,"December 31, 2013","OTTAWA",2,2,1,0
"14285","2013","1265","K2H",2,1,"December 31, 2013","OTTAWA",4,2,2,0
"14286","2013","1265","K2J",1,1,"December 31, 2013","OTTAWA",264,264,1,0
"14287","2013","1265","K2J",2,1,"December 31, 2013","OTTAWA",46,23,2,0
"14288","2013","1265","K2J",4,1,"December 31, 2013","OTTAWA",343,61,5.62295081967213,0
"14289","2013","1265","K2J",4,3,"December 31, 2013","OTTAWA",3,1,3,0
"14290","2013","1265","K2J",5,1,"December 31, 2013","OTTAWA",4,1,4,0
"14291","2013","1265","K2J",5,3,"December 31, 2013","OTTAWA",141,8,17.625,2.375
"14292","2013","1265","K2K",1,1,"December 31, 2013","OTTAWA",14,14,1,0
"14293","2013","1265","K2L",1,1,"December 31, 2013","OTTAWA",80,80,1,0
"14294","2013","1265","K2L",2,1,"December 31, 2013","OTTAWA",28,14,2,0
"14295","2013","1265","K2L",4,1,"December 31, 2013","OTTAWA",73,16,4.5625,0
"14296","2013","1265","K2L",5,2,"December 31, 2013","OTTAWA",325,2,162.5,10
"14297","2013","1265","K2M",1,1,"December 31, 2013","OTTAWA",109,109,1,0
"14298","2013","1265","K2M",2,1,"December 31, 2013","OTTAWA",2,1,2,0
"14299","2013","1265","K2M",4,1,"December 31, 2013","OTTAWA",129,23,5.60869565217391,0
"14300","2013","1265","K2P",5,2,"December 31, 2013","OTTAWA",5,1,5,3
"14301","2013","1265","K2P",5,3,"December 31, 2013","OTTAWA",806,5,161.2,17.8
"14302","2013","1265","K2R",1,1,"December 31, 2013","OTTAWA",3,3,1,0
"14303","2013","1265","K2R",4,1,"December 31, 2013","OTTAWA",17,4,4.25,0
"14304","2013","1265","K2S",1,1,"December 31, 2013","OTTAWA",41,41,1,0
"14305","2013","1265","K2S",4,1,"December 31, 2013","OTTAWA",40,8,5,0
"14306","2013","1265","K2S",5,1,"December 31, 2013","OTTAWA",6,1,6,0
"14307","2013","1265","K2S",5,2,"December 31, 2013","OTTAWA",28,2,14,0
"14308","2013","1265","K2S",5,3,"December 31, 2013","OTTAWA",14,1,14,3
"14309","2013","1265","K2T",1,1,"December 31, 2013","OTTAWA",98,98,1,0
"14310","2013","1265","K2T",2,1,"December 31, 2013","OTTAWA",4,2,2,0
"14311","2013","1265","K2T",4,1,"December 31, 2013","OTTAWA",124,26,4.76923076923077,0
"14312","2013","1265","K2T",5,3,"December 31, 2013","OTTAWA",96,8,12,1.125
"14313","2013","1265","K4A",1,1,"December 31, 2013","OTTAWA",2,2,1,0
"14314","2013","1265","K4A",2,1,"December 31, 2013","OTTAWA",2,1,2,0
"14315","2013","1265","K4A",4,1,"December 31, 2013","OTTAWA",24,5,4.8,0
"14316","2013","1265","K4A",5,3,"December 31, 2013","OTTAWA",36,3,12,1
"14317","2013","1265","K4B",1,1,"December 31, 2013","OTTAWA",18,18,1,0
"14318","2013","1265","K4B",4,1,"December 31, 2013","OTTAWA",31,6,5.16666666666667,0
"14319","2013","1265","K4B",5,3,"December 31, 2013","OTTAWA",76,5,15.2,2.4
"14320","2013","1265","K4K",1,1,"December 31, 2013","OTTAWA",26,26,1,0
"14321","2013","1265","K4K",4,1,"December 31, 2013","OTTAWA",30,4,7.5,0
"14322","2013","1265","K4M",1,1,"December 31, 2013","OTTAWA",21,21,1,0
"14323","2013","1265","K4P",1,1,"December 31, 2013","OTTAWA",17,17,1,0
"14324","2013","1265","K4R",1,1,"December 31, 2013","OTTAWA",23,23,1,0
"14325","2013","1265","K4R",2,2,"December 31, 2013","OTTAWA",4,2,2,0
"14326","2013","1265","nan",1,1,"December 31, 2013","OTTAWA",29,29,1,0
"14327","2013","1265","nan",2,1,"December 31, 2013","OTTAWA",6,3,2,0
"14328","2013","1265","nan",4,1,"December 31, 2013","OTTAWA",36,8,4.5,0
"14329","2013","1265","nan",5,3,"December 31, 2013","OTTAWA",135,6,22.5,3.16666666666667
"14330","2014","1265","K0A",1,1,"December 31, 2014","OTTAWA",123,123,1,0
"14331","2014","1265","K0A",2,1,"December 31, 2014","OTTAWA",10,5,2,0
"14332","2014","1265","K0A",2,2,"December 31, 2014","OTTAWA",4,2,2,0
"14333","2014","1265","K0A",4,1,"December 31, 2014","OTTAWA",211,40,5.275,0
"14334","2014","1265","K0A",5,3,"December 31, 2014","OTTAWA",54,4,13.5,3
"14335","2014","1265","K1B",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14336","2014","1265","K1B",5,2,"December 31, 2014","OTTAWA",3,1,3,3
"14337","2014","1265","K1B",5,3,"December 31, 2014","OTTAWA",20,1,20,3
"14338","2014","1265","K1C",1,1,"December 31, 2014","OTTAWA",9,9,1,0
"14339","2014","1265","K1C",5,1,"December 31, 2014","OTTAWA",20,3,6.66666666666667,3
"14340","2014","1265","K1E",5,3,"December 31, 2014","OTTAWA",76,1,76,4
"14341","2014","1265","K1G",5,3,"December 31, 2014","OTTAWA",48,2,24,3
"14342","2014","1265","K1H",1,1,"December 31, 2014","OTTAWA",7,7,1,0
"14343","2014","1265","K1H",5,2,"December 31, 2014","OTTAWA",8,3,2.66666666666667,2.66666666666667
"14344","2014","1265","K1J",1,1,"December 31, 2014","OTTAWA",2,2,1,0
"14345","2014","1265","K1J",5,3,"December 31, 2014","OTTAWA",22,1,22,3
"14346","2014","1265","K1K",1,1,"December 31, 2014","OTTAWA",1,1,1,0
"14347","2014","1265","K1K",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14348","2014","1265","K1K",2,2,"December 31, 2014","OTTAWA",6,3,2,0
"14349","2014","1265","K1K",4,1,"December 31, 2014","OTTAWA",17,3,5.66666666666667,0
"14350","2014","1265","K1K",5,2,"December 31, 2014","OTTAWA",8,3,2.66666666666667,3
"14351","2014","1265","K1K",5,3,"December 31, 2014","OTTAWA",12,1,12,3
"14352","2014","1265","K1L",2,2,"December 31, 2014","OTTAWA",2,1,2,0
"14353","2014","1265","K1L",5,3,"December 31, 2014","OTTAWA",130,1,130,10
"14354","2014","1265","K1M",1,1,"December 31, 2014","OTTAWA",3,3,1,0
"14355","2014","1265","K1M",2,1,"December 31, 2014","OTTAWA",4,2,2,0
"14356","2014","1265","K1N",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14357","2014","1265","K1N",2,2,"December 31, 2014","OTTAWA",2,1,2,0
"14358","2014","1265","K1N",5,2,"December 31, 2014","OTTAWA",12,4,3,3
"14359","2014","1265","K1N",5,3,"December 31, 2014","OTTAWA",123,2,61.5,4.5
"14360","2014","1265","K1P",4,3,"December 31, 2014","OTTAWA",4,1,4,0
"14361","2014","1265","K1P",5,3,"December 31, 2014","OTTAWA",320,2,160,21
"14362","2014","1265","K1R",4,1,"December 31, 2014","OTTAWA",5,1,5,0
"14363","2014","1265","K1R",5,2,"December 31, 2014","OTTAWA",7,2,3.5,2.5
"14364","2014","1265","K1R",5,3,"December 31, 2014","OTTAWA",384,4,96,8.5
"14365","2014","1265","K1S",1,1,"December 31, 2014","OTTAWA",8,8,1,0
"14366","2014","1265","K1S",2,1,"December 31, 2014","OTTAWA",10,5,2,0
"14367","2014","1265","K1S",2,2,"December 31, 2014","OTTAWA",2,1,2,0
"14368","2014","1265","K1S",4,1,"December 31, 2014","OTTAWA",3,1,3,0
"14369","2014","1265","K1S",5,2,"December 31, 2014","OTTAWA",15,3,5,2.33333333333333
"14370","2014","1265","K1S",5,3,"December 31, 2014","OTTAWA",363,5,72.6,9.8
"14371","2014","1265","K1T",1,1,"December 31, 2014","OTTAWA",41,41,1,0
"14372","2014","1265","K1T",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14373","2014","1265","K1T",4,1,"December 31, 2014","OTTAWA",87,19,4.57894736842105,0
"14374","2014","1265","K1T",5,3,"December 31, 2014","OTTAWA",60,5,12,3
"14375","2014","1265","K1V",1,1,"December 31, 2014","OTTAWA",16,16,1,0
"14376","2014","1265","K1V",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14377","2014","1265","K1V",4,1,"December 31, 2014","OTTAWA",14,3,4.66666666666667,0
"14378","2014","1265","K1V",5,3,"December 31, 2014","OTTAWA",116,1,116,10
"14379","2014","1265","K1W",1,1,"December 31, 2014","OTTAWA",23,23,1,0
"14380","2014","1265","K1W",4,1,"December 31, 2014","OTTAWA",73,14,5.21428571428571,0
"14381","2014","1265","K1Y",1,1,"December 31, 2014","OTTAWA",9,9,1,0
"14382","2014","1265","K1Y",2,1,"December 31, 2014","OTTAWA",12,6,2,0
"14383","2014","1265","K1Y",2,2,"December 31, 2014","OTTAWA",8,4,2,0
"14384","2014","1265","K1Y",4,1,"December 31, 2014","OTTAWA",3,1,3,3
"14385","2014","1265","K1Y",5,2,"December 31, 2014","OTTAWA",144,3,48,4.66666666666667
"14386","2014","1265","K1Y",5,3,"December 31, 2014","OTTAWA",57,1,57,6
"14387","2014","1265","K1Z",1,1,"December 31, 2014","OTTAWA",6,6,1,0
"14388","2014","1265","K1Z",2,1,"December 31, 2014","OTTAWA",12,6,2,0
"14389","2014","1265","K1Z",2,2,"December 31, 2014","OTTAWA",2,1,2,0
"14390","2014","1265","K1Z",4,1,"December 31, 2014","OTTAWA",22,5,4.4,0
"14391","2014","1265","K1Z",5,2,"December 31, 2014","OTTAWA",14,1,14,4
"14392","2014","1265","K1Z",5,3,"December 31, 2014","OTTAWA",185,2,92.5,9
"14393","2014","1265","K2A",1,1,"December 31, 2014","OTTAWA",8,8,1,0
"14394","2014","1265","K2A",2,1,"December 31, 2014","OTTAWA",4,2,2,0
"14395","2014","1265","K2A",4,1,"December 31, 2014","OTTAWA",3,1,3,0
"14396","2014","1265","K2B",1,1,"December 31, 2014","OTTAWA",4,4,1,0
"14397","2014","1265","K2B",2,1,"December 31, 2014","OTTAWA",6,3,2,0
"14398","2014","1265","K2B",2,2,"December 31, 2014","OTTAWA",4,2,2,0
"14399","2014","1265","K2C",1,1,"December 31, 2014","OTTAWA",3,3,1,0
"14400","2014","1265","K2E",1,1,"December 31, 2014","OTTAWA",6,6,1,0
"14401","2014","1265","K2E",2,2,"December 31, 2014","OTTAWA",2,1,2,0
"14402","2014","1265","K2E",5,3,"December 31, 2014","OTTAWA",139,1,139,12
"14403","2014","1265","K2G",1,1,"December 31, 2014","OTTAWA",20,20,1,0
"14404","2014","1265","K2G",4,1,"December 31, 2014","OTTAWA",20,4,5,0.75
"14405","2014","1265","K2G",5,3,"December 31, 2014","OTTAWA",60,1,60,6
"14406","2014","1265","K2H",1,1,"December 31, 2014","OTTAWA",1,1,1,0
"14407","2014","1265","K2H",5,3,"December 31, 2014","OTTAWA",80,1,80,4
"14408","2014","1265","K2J",1,1,"December 31, 2014","OTTAWA",181,181,1,0
"14409","2014","1265","K2J",2,1,"December 31, 2014","OTTAWA",26,13,2,0
"14410","2014","1265","K2J",4,1,"December 31, 2014","OTTAWA",431,81,5.32098765432099,0
"14411","2014","1265","K2J",5,2,"December 31, 2014","OTTAWA",25,3,8.33333333333333,2.33333333333333
"14412","2014","1265","K2J",5,3,"December 31, 2014","OTTAWA",66,4,16.5,3
"14413","2014","1265","K2K",1,1,"December 31, 2014","OTTAWA",8,8,1,0
"14414","2014","1265","K2K",2,2,"December 31, 2014","OTTAWA",1,1,1,0
"14415","2014","1265","K2L",1,1,"December 31, 2014","OTTAWA",76,76,1,0
"14416","2014","1265","K2L",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14417","2014","1265","K2L",4,1,"December 31, 2014","OTTAWA",195,39,5,0
"14418","2014","1265","K2L",5,2,"December 31, 2014","OTTAWA",441,2,220.5,11
"14419","2014","1265","K2L",5,3,"December 31, 2014","OTTAWA",36,3,12,3
"14420","2014","1265","K2M",1,1,"December 31, 2014","OTTAWA",180,180,1,0
"14421","2014","1265","K2M",4,1,"December 31, 2014","OTTAWA",116,25,4.64,0
"14422","2014","1265","K2M",5,3,"December 31, 2014","OTTAWA",12,1,12,3
"14423","2014","1265","K2P",1,1,"December 31, 2014","OTTAWA",1,1,1,0
"14424","2014","1265","K2P",5,3,"December 31, 2014","OTTAWA",198,2,99,15.5
"14425","2014","1265","K2R",1,1,"December 31, 2014","OTTAWA",1,1,1,0
"14426","2014","1265","K2S",1,1,"December 31, 2014","OTTAWA",13,13,1,0
"14427","2014","1265","K2S",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14428","2014","1265","K2S",4,1,"December 31, 2014","OTTAWA",18,4,4.5,0
"14429","2014","1265","K2S",5,2,"December 31, 2014","OTTAWA",8,1,8,3
"14430","2014","1265","K2T",1,1,"December 31, 2014","OTTAWA",46,46,1,0
"14431","2014","1265","K2T",2,1,"December 31, 2014","OTTAWA",6,3,2,0
"14432","2014","1265","K2T",4,1,"December 31, 2014","OTTAWA",32,5,6.4,0
"14433","2014","1265","K2T",5,2,"December 31, 2014","OTTAWA",28,2,14,3
"14434","2014","1265","K4A",1,1,"December 31, 2014","OTTAWA",16,16,1,0
"14435","2014","1265","K4A",2,1,"December 31, 2014","OTTAWA",14,7,2,0
"14436","2014","1265","K4A",4,1,"December 31, 2014","OTTAWA",16,4,4,0
"14437","2014","1265","K4B",1,1,"December 31, 2014","OTTAWA",27,27,1,0
"14438","2014","1265","K4B",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14439","2014","1265","K4B",4,1,"December 31, 2014","OTTAWA",81,14,5.78571428571429,0
"14440","2014","1265","K4K",1,1,"December 31, 2014","OTTAWA",35,35,1,0
"14441","2014","1265","K4K",2,1,"December 31, 2014","OTTAWA",2,1,2,0
"14442","2014","1265","K4K",4,1,"December 31, 2014","OTTAWA",8,1,8,0
"14443","2014","1265","K4K",5,3,"December 31, 2014","OTTAWA",12,1,12,2
"14444","2014","1265","K4M",1,1,"December 31, 2014","OTTAWA",31,31,1,0
"14445","2014","1265","K4P",1,1,"December 31, 2014","OTTAWA",32,32,1,0
"14446","2014","1265","K4P",2,1,"December 31, 2014","OTTAWA",4,2,2,0
"14447","2014","1265","K4R",1,1,"December 31, 2014","OTTAWA",14,14,1,0
"14448","2014","1265","K4R",5,3,"December 31, 2014","OTTAWA",19,3,6.33333333333333,3
"14449","2014","1265","nan",1,1,"December 31, 2014","OTTAWA",24,24,1,0
"14450","2014","1265","nan",4,1,"December 31, 2014","OTTAWA",50,4,12.5,0
"14451","2014","1265","nan",5,3,"December 31, 2014","OTTAWA",19,1,19,3
"14452","2015","1265","K0A",1,1,"December 31, 2015","OTTAWA",134,134,1,0
"14453","2015","1265","K0A",2,1,"December 31, 2015","OTTAWA",4,2,2,0
"14454","2015","1265","K0A",4,1,"December 31, 2015","OTTAWA",90,22,4.09090909090909,0
"14455","2015","1265","K0A",4,3,"December 31, 2015","OTTAWA",8,1,8,0
"14456","2015","1265","K0A",5,2,"December 31, 2015","OTTAWA",10,1,10,2
"14457","2015","1265","K0A",5,3,"December 31, 2015","OTTAWA",10,1,10,3
"14458","2015","1265","K1B",1,1,"December 31, 2015","OTTAWA",2,2,1,0
"14459","2015","1265","K1B",2,1,"December 31, 2015","OTTAWA",2,1,2,0
"14460","2015","1265","K1B",5,2,"December 31, 2015","OTTAWA",31,2,15.5,2.5
"14461","2015","1265","K1C",1,1,"December 31, 2015","OTTAWA",14,14,1,0
"14462","2015","1265","K1C",2,1,"December 31, 2015","OTTAWA",2,1,2,0
"14463","2015","1265","K1C",4,1,"December 31, 2015","OTTAWA",18,3,6,0
"14464","2015","1265","K1E",5,3,"December 31, 2015","OTTAWA",76,1,76,4
"14465","2015","1265","K1H",1,1,"December 31, 2015","OTTAWA",5,5,1,0
"14466","2015","1265","K1H",2,1,"December 31, 2015","OTTAWA",2,1,2,0
"14467","2015","1265","K1H",5,2,"December 31, 2015","OTTAWA",18,3,6,3
"14468","2015","1265","K1J",1,1,"December 31, 2015","OTTAWA",2,2,1,0
"14469","2015","1265","K1K",1,1,"December 31, 2015","OTTAWA",2,2,1,0
"14470","2015","1265","K1K",2,1,"December 31, 2015","OTTAWA",2,1,2,0
"14471","2015","1265","K1K",4,1,"December 31, 2015","OTTAWA",16,3,5.33333333333333,0
"14472","2015","1265","K1K",5,2,"December 31, 2015","OTTAWA",149,5,29.8,4.6
"14473","2015","1265","K1K",5,3,"December 31, 2015","OTTAWA",32,3,10.6666666666667,3
"14474","2015","1265","K1L",1,1,"December 31, 2015","OTTAWA",1,1,1,0
"14475","2015","1265","K1L",5,3,"December 31, 2015","OTTAWA",130,1,130,10
"14476","2015","1265","K1M",1,1,"December 31, 2015","OTTAWA",5,5,1,0
"14477","2015","1265","K1M",5,2,"December 31, 2015","OTTAWA",3,1,3,3
"14478","2015","1265","K1M",5,3,"December 31, 2015","OTTAWA",4,1,4,4
"14479","2015","1265","K1N",2,2,"December 31, 2015","OTTAWA",2,1,2,0
"14480","2015","1265","K1N",4,2,"December 31, 2015","OTTAWA",3,1,3,0
"14481","2015","1265","K1N",5,2,"December 31, 2015","OTTAWA",119,6,19.8333333333333,3.83333333333333
"14482","2015","1265","K1P",5,3,"December 31, 2015","OTTAWA",426,2,213,20
"14483","2015","1265","K1R",1,1,"December 31, 2015","OTTAWA",2,2,1,0
"14484","2015","1265","K1R",4,1,"December 31, 2015","OTTAWA",20,4,5,0
"14485","2015","1265","K1R",5,2,"December 31, 2015","OTTAWA",10,3,3.33333333333333,2.66666666666667
"14486","2015","1265","K1S",1,1,"December 31, 2015","OTTAWA",7,7,1,0
"14487","2015","1265","K1S",2,1,"December 31, 2015","OTTAWA",4,2,2,0
"14488","2015","1265","K1S",2,2,"December 31, 2015","OTTAWA",4,2,2,0
"14489","2015","1265","K1S",5,2,"December 31, 2015","OTTAWA",186,2,93,15
"14490","2015","1265","K1S",5,3,"December 31, 2015","OTTAWA",167,2,83.5,12
"14491","2015","1265","K1T",1,1,"December 31, 2015","OTTAWA",38,38,1,0
"14492","2015","1265","K1T",2,1,"December 31, 2015","OTTAWA",2,1,2,0
"14493","2015","1265","K1T",4,1,"December 31, 2015","OTTAWA",65,16,4.0625,0
"14494","2015","1265","K1T",5,3,"December 31, 2015","OTTAWA",48,4,12,3
"14495","2015","1265","K1V",1,1,"December 31, 2015","OTTAWA",14,14,1,0
"14496","2015","1265","K1V",4,1,"December 31, 2015","OTTAWA",17,2,8.5,0
"14497","2015","1265","K1V",5,2,"December 31, 2015","OTTAWA",7,2,3.5,3
"14498","2015","1265","K1V",5,3,"December 31, 2015","OTTAWA",4,1,4,3
"14499","2015","1265","K1W",1,1,"December 31, 2015","OTTAWA",74,74,1,0
"14500","2015","1265","K1W",4,1,"December 31, 2015","OTTAWA",80,12,6.66666666666667,0
"14501","2015","1265","K1Y",1,1,"December 31, 2015","OTTAWA",21,21,1,0
"14502","2015","1265","K1Y",2,1,"December 31, 2015","OTTAWA",16,8,2,0
"14503","2015","1265","K1Y",2,2,"December 31, 2015","OTTAWA",4,2,2,0
"14504","2015","1265","K1Y",4,1,"December 31, 2015","OTTAWA",3,1,3,0
"14505","2015","1265","K1Y",5,2,"December 31, 2015","OTTAWA",211,3,70.3333333333333,6.33333333333333
"14506","2015","1265","K1Y",5,3,"December 31, 2015","OTTAWA",52,1,52,6
"14507","2015","1265","K1Z",1,1,"December 31, 2015","OTTAWA",14,14,1,0
"14508","2015","1265","K1Z",2,1,"December 31, 2015","OTTAWA",10,5,2,0
"14509","2015","1265","K1Z",2,2,"December 31, 2015","OTTAWA",4,2,2,0
"14510","2015","1265","K1Z",4,1,"December 31, 2015","OTTAWA",3,1,3,0
"14511","2015","1265","K1Z",5,2,"December 31, 2015","OTTAWA",6,2,3,3
"14512","2015","1265","K2A",1,1,"December 31, 2015","OTTAWA",15,15,1,0
"14513","2015","1265","K2A",2,1,"December 31, 2015","OTTAWA",2,1,2,0
"14514","2015","1265","K2A",5,3,"December 31, 2015","OTTAWA",182,1,182,25
"14515","2015","1265","K2B",1,1,"December 31, 2015","OTTAWA",1,1,1,0
"14516","2015","1265","K2B",2,1,"December 31, 2015","OTTAWA",6,3,2,0
"14517","2015","1265","K2B",4,2,"December 31, 2015","OTTAWA",6,1,6,0
"14518","2015","1265","K2C",1,1,"December 31, 2015","OTTAWA",7,7,1,0
"14519","2015","1265","K2C",5,2,"December 31, 2015","OTTAWA",36,3,12,3
"14520","2015","1265","K2E",1,1,"December 31, 2015","OTTAWA",3,3,1,0
"14521","2015","1265","K2G",1,1,"December 31, 2015","OTTAWA",24,24,1,0
"14522","2015","1265","K2G",5,3,"December 31, 2015","OTTAWA",60,1,60,6
"14523","2015","1265","K2H",1,1,"December 31, 2015","OTTAWA",1,1,1,0
"14524","2015","1265","K2H",5,3,"December 31, 2015","OTTAWA",80,1,80,4
"14525","2015","1265","K2J",1,1,"December 31, 2015","OTTAWA",206,206,1,0
"14526","2015","1265","K2J",2,1,"December 31, 2015","OTTAWA",32,16,2,0
"14527","2015","1265","K2J",4,1,"December 31, 2015","OTTAWA",365,68,5.36764705882353,0
"14528","2015","1265","K2J",5,3,"December 31, 2015","OTTAWA",150,9,16.6666666666667,3.11111111111111
"14529","2015","1265","K2K",1,1,"December 31, 2015","OTTAWA",10,10,1,0
"14530","2015","1265","K2L",1,1,"December 31, 2015","OTTAWA",52,52,1,0
"14531","2015","1265","K2L",2,1,"December 31, 2015","OTTAWA",2,1,2,0
"14532","2015","1265","K2L",4,1,"December 31, 2015","OTTAWA",114,21,5.42857142857143,0
"14533","2015","1265","K2L",5,3,"December 31, 2015","OTTAWA",24,2,12,3
"14534","2015","1265","K2M",1,1,"December 31, 2015","OTTAWA",193,193,1,0
"14535","2015","1265","K2M",4,1,"December 31, 2015","OTTAWA",67,12,5.58333333333333,0
"14536","2015","1265","K2M",5,3,"December 31, 2015","OTTAWA",12,1,12,3
"14537","2015","1265","K2P",5,3,"December 31, 2015","OTTAWA",19,1,19,3
"14538","2015","1265","K2R",1,1,"December 31, 2015","OTTAWA",3,3,1,0
"14539","2015","1265","K2S",1,1,"December 31, 2015","OTTAWA",180,180,1,0
"14540","2015","1265","K2S",2,1,"December 31, 2015","OTTAWA",16,8,2,0
"14541","2015","1265","K2S",4,1,"December 31, 2015","OTTAWA",81,18,4.5,0
"14542","2015","1265","K2T",1,1,"December 31, 2015","OTTAWA",118,118,1,0
"14543","2015","1265","K2T",4,1,"December 31, 2015","OTTAWA",141,25,5.64,0
"14544","2015","1265","K2T",5,3,"December 31, 2015","OTTAWA",12,1,12,3
"14545","2015","1265","K2V",4,1,"December 31, 2015","OTTAWA",6,1,6,0
"14546","2015","1265","K4A",1,1,"December 31, 2015","OTTAWA",20,20,1,0
"14547","2015","1265","K4A",4,1,"December 31, 2015","OTTAWA",8,1,8,0
"14548","2015","1265","K4B",1,1,"December 31, 2015","OTTAWA",2,2,1,0
"14549","2015","1265","K4B",4,1,"December 31, 2015","OTTAWA",28,3,9.33333333333333,0
