"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"352","2013","0140","nan","December 31, 2013","CALGARY",1035,504,2.05357142857143,0.0158730158730159
"353","2014","0140","T0L","December 31, 2014","CALGARY",29,29,1,0
"354","2014","0140","T0M","December 31, 2014","CALGARY",36,32,1.125,0
"355","2014","0140","T1X","December 31, 2014","CALGARY",372,294,1.26530612244898,0
"356","2014","0140","T1Y","December 31, 2014","CALGARY",3,3,1,0
"357","2014","0140","T2A","December 31, 2014","CALGARY",379,13,29.1538461538462,1.92307692307692
"358","2014","0140","T2C","December 31, 2014","CALGARY",159,26,6.11538461538461,0.5
"359","2014","0140","T2E","December 31, 2014","CALGARY",812,140,5.8,0.314285714285714
"360","2014","0140","T2G","December 31, 2014","CALGARY",1771,32,55.34375,7.03125
"361","2014","0140","T2H","December 31, 2014","CALGARY",22,13,1.69230769230769,0
"362","2014","0140","T2J","December 31, 2014","CALGARY",152,50,3.04,0.1
"363","2014","0140","T2K","December 31, 2014","CALGARY",39,22,1.77272727272727,0
"364","2014","0140","T2L","December 31, 2014","CALGARY",370,9,41.1111111111111,3.33333333333333
"365","2014","0140","T2M","December 31, 2014","CALGARY",186,85,2.18823529411765,0.0941176470588235
"366","2014","0140","T2N","December 31, 2014","CALGARY",424,163,2.60122699386503,0.0920245398773006
"367","2014","0140","T2P","December 31, 2014","CALGARY",836,4,209,20.25
"368","2014","0140","T2R","December 31, 2014","CALGARY",411,2,205.5,24.5
"369","2014","0140","T2S","December 31, 2014","CALGARY",28,28,1,0
"370","2014","0140","T2T","December 31, 2014","CALGARY",512,153,3.34640522875817,0.287581699346405
"371","2014","0140","T2V","December 31, 2014","CALGARY",200,60,3.33333333333333,0.283333333333333
"372","2014","0140","T2W","December 31, 2014","CALGARY",1,1,1,0
"373","2014","0140","T2X","December 31, 2014","CALGARY",636,422,1.50710900473934,0.0118483412322275
"374","2014","0140","T2Y","December 31, 2014","CALGARY",136,2,68,2
"375","2014","0140","T2Z","December 31, 2014","CALGARY",762,207,3.68115942028985,0.193236714975845
"376","2014","0140","T3A","December 31, 2014","CALGARY",91,21,4.33333333333333,0
"377","2014","0140","T3B","December 31, 2014","CALGARY",496,67,7.40298507462687,0.626865671641791
"378","2014","0140","T3C","December 31, 2014","CALGARY",70,37,1.89189189189189,0.0540540540540541
"379","2014","0140","T3E","December 31, 2014","CALGARY",330,152,2.17105263157895,0.105263157894737
"380","2014","0140","T3G","December 31, 2014","CALGARY",19,16,1.1875,0
"381","2014","0140","T3H","December 31, 2014","CALGARY",243,164,1.48170731707317,0.0548780487804878
"382","2014","0140","T3J","December 31, 2014","CALGARY",2,2,1,0
"383","2014","0140","T3K","December 31, 2014","CALGARY",159,63,2.52380952380952,0
"384","2014","0140","T3L","December 31, 2014","CALGARY",4,2,2,0
"385","2014","0140","T3M","December 31, 2014","CALGARY",1751,708,2.47316384180791,0.107344632768362
"386","2014","0140","T3N","December 31, 2014","CALGARY",799,251,3.18326693227092,0.0796812749003984
"387","2014","0140","T3P","December 31, 2014","CALGARY",247,189,1.30687830687831,0
"388","2014","0140","T3R","December 31, 2014","CALGARY",998,347,2.87608069164265,0.0778097982708934
"389","2014","0140","T3Z","December 31, 2014","CALGARY",32,32,1,0
"390","2014","0140","T4B","December 31, 2014","CALGARY",70,12,5.83333333333333,0.333333333333333
"391","2014","0140","T4C","December 31, 2014","CALGARY",573,337,1.70029673590504,0.00890207715133531
"392","2014","0140","nan","December 31, 2014","CALGARY",1175,546,2.15201465201465,0.0402930402930403
"393","2015","0140","T0L","December 31, 2015","CALGARY",11,11,1,0
"394","2015","0140","T0M","December 31, 2015","CALGARY",33,29,1.13793103448276,0
"395","2015","0140","T1X","December 31, 2015","CALGARY",135,132,1.02272727272727,0
"396","2015","0140","T1Y","December 31, 2015","CALGARY",14,7,2,0.285714285714286
"397","2015","0140","T2A","December 31, 2015","CALGARY",115,8,14.375,0.5
"398","2015","0140","T2C","December 31, 2015","CALGARY",15,2,7.5,1.5
"399","2015","0140","T2E","December 31, 2015","CALGARY",1011,103,9.81553398058252,0.650485436893204
"400","2015","0140","T2G","December 31, 2015","CALGARY",1093,26,42.0384615384615,5.88461538461539
"401","2015","0140","T2H","December 31, 2015","CALGARY",78,19,4.10526315789474,0.315789473684211
"402","2015","0140","T2J","December 31, 2015","CALGARY",40,17,2.35294117647059,0.352941176470588
"403","2015","0140","T2K","December 31, 2015","CALGARY",16,12,1.33333333333333,0
"404","2015","0140","T2L","December 31, 2015","CALGARY",353,13,27.1538461538462,2
"405","2015","0140","T2M","December 31, 2015","CALGARY",83,48,1.72916666666667,0.0416666666666667
"406","2015","0140","T2N","December 31, 2015","CALGARY",357,116,3.07758620689655,0.267241379310345
"407","2015","0140","T2P","December 31, 2015","CALGARY",1313,5,262.6,27.8
"408","2015","0140","T2R","December 31, 2015","CALGARY",718,4,179.5,19.75
"409","2015","0140","T2S","December 31, 2015","CALGARY",39,30,1.3,0.0666666666666667
"410","2015","0140","T2T","December 31, 2015","CALGARY",433,109,3.97247706422018,0.394495412844037
"411","2015","0140","T2V","December 31, 2015","CALGARY",70,43,1.62790697674419,0.0697674418604651
"412","2015","0140","T2X","December 31, 2015","CALGARY",1137,287,3.9616724738676,0.0836236933797909
"413","2015","0140","T2Y","December 31, 2015","CALGARY",83,5,16.6,0.8
"414","2015","0140","T2Z","December 31, 2015","CALGARY",364,76,4.78947368421053,0.157894736842105
"415","2015","0140","T3A","December 31, 2015","CALGARY",53,9,5.88888888888889,0.444444444444444
"416","2015","0140","T3B","December 31, 2015","CALGARY",250,41,6.09756097560976,0.48780487804878
"417","2015","0140","T3C","December 31, 2015","CALGARY",144,33,4.36363636363636,0.363636363636364
"418","2015","0140","T3E","December 31, 2015","CALGARY",445,91,4.89010989010989,0.395604395604396
"419","2015","0140","T3G","December 31, 2015","CALGARY",14,13,1.07692307692308,0
"420","2015","0140","T3H","December 31, 2015","CALGARY",137,122,1.12295081967213,0
"421","2015","0140","T3J","December 31, 2015","CALGARY",2,2,1,0
"422","2015","0140","T3K","December 31, 2015","CALGARY",3,3,1,0
"423","2015","0140","T3L","December 31, 2015","CALGARY",3,3,1,0
"424","2015","0140","T3M","December 31, 2015","CALGARY",968,370,2.61621621621622,0.072972972972973
"425","2015","0140","T3N","December 31, 2015","CALGARY",1245,260,4.78846153846154,0.184615384615385
"426","2015","0140","T3P","December 31, 2015","CALGARY",279,135,2.06666666666667,0.0296296296296296
"427","2015","0140","T3R","December 31, 2015","CALGARY",864,297,2.90909090909091,0.148148148148148
"428","2015","0140","T3Z","December 31, 2015","CALGARY",54,54,1,0
"429","2015","0140","T4B","December 31, 2015","CALGARY",362,19,19.0526315789474,1.05263157894737
"430","2015","0140","T4C","December 31, 2015","CALGARY",590,235,2.51063829787234,0.0297872340425532
"431","2015","0140","nan","December 31, 2015","CALGARY",849,370,2.29459459459459,0.0405405405405405
"432","2016","0140","T0L","December 31, 2016","CALGARY",4,4,1,0
"433","2016","0140","T0M","December 31, 2016","CALGARY",81,76,1.06578947368421,0
"434","2016","0140","T1X","December 31, 2016","CALGARY",152,96,1.58333333333333,0
"435","2016","0140","T1Y","December 31, 2016","CALGARY",15,6,2.5,0
"436","2016","0140","T2A","December 31, 2016","CALGARY",20,6,3.33333333333333,0.833333333333333
"437","2016","0140","T2B","December 31, 2016","CALGARY",5,3,1.66666666666667,0
"438","2016","0140","T2C","December 31, 2016","CALGARY",16,2,8,1.5
"439","2016","0140","T2E","December 31, 2016","CALGARY",695,59,11.7796610169492,0.864406779661017
"440","2016","0140","T2G","December 31, 2016","CALGARY",576,13,44.3076923076923,3.92307692307692
"441","2016","0140","T2H","December 31, 2016","CALGARY",18,12,1.5,0
"442","2016","0140","T2J","December 31, 2016","CALGARY",22,21,1.04761904761905,0.0952380952380952
"443","2016","0140","T2K","December 31, 2016","CALGARY",19,14,1.35714285714286,0
"444","2016","0140","T2L","December 31, 2016","CALGARY",5,5,1,0
"445","2016","0140","T2M","December 31, 2016","CALGARY",189,31,6.09677419354839,0.451612903225806
"446","2016","0140","T2N","December 31, 2016","CALGARY",207,56,3.69642857142857,0.285714285714286
"447","2016","0140","T2P","December 31, 2016","CALGARY",1281,8,160.125,22
"448","2016","0140","T2R","December 31, 2016","CALGARY",779,4,194.75,25
"449","2016","0140","T2S","December 31, 2016","CALGARY",27,22,1.22727272727273,0
"450","2016","0140","T2T","December 31, 2016","CALGARY",186,58,3.20689655172414,0.258620689655172
"451","2016","0140","T2V","December 31, 2016","CALGARY",38,31,1.2258064516129,0
"452","2016","0140","T2W","December 31, 2016","CALGARY",1,1,1,0
"453","2016","0140","T2X","December 31, 2016","CALGARY",700,185,3.78378378378378,0.0864864864864865
"454","2016","0140","T2Y","December 31, 2016","CALGARY",1,1,1,0
"455","2016","0140","T2Z","December 31, 2016","CALGARY",314,20,15.7,0.8
"456","2016","0140","T3A","December 31, 2016","CALGARY",14,9,1.55555555555556,0
"457","2016","0140","T3B","December 31, 2016","CALGARY",185,48,3.85416666666667,0.166666666666667
"458","2016","0140","T3C","December 31, 2016","CALGARY",105,27,3.88888888888889,0.407407407407407
"459","2016","0140","T3E","December 31, 2016","CALGARY",214,56,3.82142857142857,0.303571428571429
"460","2016","0140","T3G","December 31, 2016","CALGARY",19,19,1,0
"461","2016","0140","T3H","December 31, 2016","CALGARY",154,90,1.71111111111111,0.0444444444444444
"462","2016","0140","T3J","December 31, 2016","CALGARY",8,8,1,0
"463","2016","0140","T3K","December 31, 2016","CALGARY",1,1,1,0
"464","2016","0140","T3L","December 31, 2016","CALGARY",36,36,1,0
"465","2016","0140","T3M","December 31, 2016","CALGARY",639,328,1.94817073170732,0.0640243902439024
"466","2016","0140","T3N","December 31, 2016","CALGARY",763,362,2.10773480662983,0.0441988950276243
"467","2016","0140","T3P","December 31, 2016","CALGARY",141,108,1.30555555555556,0
"468","2016","0140","T3R","December 31, 2016","CALGARY",1034,352,2.9375,0.125
"469","2016","0140","T3S","December 31, 2016","CALGARY",1,1,1,0
"470","2016","0140","T3Z","December 31, 2016","CALGARY",72,71,1.01408450704225,0
"471","2016","0140","T4B","December 31, 2016","CALGARY",14,14,1,0
"472","2016","0140","T4C","December 31, 2016","CALGARY",351,198,1.77272727272727,0.0303030303030303
"473","2016","0140","nan","December 31, 2016","CALGARY",659,344,1.9156976744186,0.0319767441860465
"474","2017","0140","T0L","December 31, 2017","CALGARY",7,7,1,0
"475","2017","0140","T0M","December 31, 2017","CALGARY",246,213,1.15492957746479,0
"476","2017","0140","T1X","December 31, 2017","CALGARY",90,85,1.05882352941176,0
"477","2017","0140","T1Y","December 31, 2017","CALGARY",9,3,3,0
"478","2017","0140","T2A","December 31, 2017","CALGARY",11,4,2.75,0.75
"479","2017","0140","T2B","December 31, 2017","CALGARY",10,4,2.5,0
"480","2017","0140","T2C","December 31, 2017","CALGARY",31,4,7.75,0.75
"481","2017","0140","T2E","December 31, 2017","CALGARY",328,101,3.24752475247525,0.168316831683168
"482","2017","0140","T2G","December 31, 2017","CALGARY",709,18,39.3888888888889,4.22222222222222
"483","2017","0140","T2H","December 31, 2017","CALGARY",19,8,2.375,0.25
"484","2017","0140","T2J","December 31, 2017","CALGARY",101,37,2.72972972972973,0
"485","2017","0140","T2K","December 31, 2017","CALGARY",27,20,1.35,0
"486","2017","0140","T2L","December 31, 2017","CALGARY",3,3,1,0
"487","2017","0140","T2M","December 31, 2017","CALGARY",126,48,2.625,0.125
"488","2017","0140","T2N","December 31, 2017","CALGARY",343,73,4.6986301369863,0.273972602739726
"489","2017","0140","T2P","December 31, 2017","CALGARY",596,5,119.2,14.2
"490","2017","0140","T2R","December 31, 2017","CALGARY",1010,4,252.5,26.5
"491","2017","0140","T2S","December 31, 2017","CALGARY",19,18,1.05555555555556,0
"492","2017","0140","T2T","December 31, 2017","CALGARY",386,83,4.65060240963855,0.337349397590361
"493","2017","0140","T2V","December 31, 2017","CALGARY",39,33,1.18181818181818,0
"494","2017","0140","T2W","December 31, 2017","CALGARY",2,2,1,0
"495","2017","0140","T2X","December 31, 2017","CALGARY",527,209,2.52153110047847,0.0574162679425837
"496","2017","0140","T2Y","December 31, 2017","CALGARY",62,16,3.875,0.25
"497","2017","0140","T2Z","December 31, 2017","CALGARY",48,8,6,0
"498","2017","0140","T3A","December 31, 2017","CALGARY",21,21,1,0
"499","2017","0140","T3B","December 31, 2017","CALGARY",142,38,3.73684210526316,0.210526315789474
"500","2017","0140","T3C","December 31, 2017","CALGARY",136,44,3.09090909090909,0.363636363636364
"501","2017","0140","T3E","December 31, 2017","CALGARY",323,89,3.62921348314607,0.157303370786517
"502","2017","0140","T3G","December 31, 2017","CALGARY",11,11,1,0
"503","2017","0140","T3H","December 31, 2017","CALGARY",242,147,1.64625850340136,0.0272108843537415
"504","2017","0140","T3J","December 31, 2017","CALGARY",177,4,44.25,2
"505","2017","0140","T3K","December 31, 2017","CALGARY",62,4,15.5,1
"506","2017","0140","T3L","December 31, 2017","CALGARY",26,26,1,0
"507","2017","0140","T3M","December 31, 2017","CALGARY",927,345,2.68695652173913,0.179710144927536
"508","2017","0140","T3N","December 31, 2017","CALGARY",1222,407,3.002457002457,0.058968058968059
"509","2017","0140","T3P","December 31, 2017","CALGARY",187,163,1.14723926380368,0
"510","2017","0140","T3R","December 31, 2017","CALGARY",912,324,2.81481481481481,0.0864197530864197
"511","2017","0140","T3Z","December 31, 2017","CALGARY",82,78,1.05128205128205,0
"512","2017","0140","T4A","December 31, 2017","CALGARY",140,81,1.72839506172839,0.0493827160493827
"513","2017","0140","T4B","December 31, 2017","CALGARY",397,271,1.46494464944649,0
"514","2017","0140","T4C","December 31, 2017","CALGARY",481,232,2.07327586206897,0.0646551724137931
"515","2017","0140","nan","December 31, 2017","CALGARY",61,11,5.54545454545455,0
"516","2018","0140",NA,"December 31, 2018","CALGARY",6,1,6,0
"517","2018","0140","T0L","December 31, 2018","CALGARY",5,5,1,0
"518","2018","0140","T0M","December 31, 2018","CALGARY",231,192,1.203125,0.03125
"519","2018","0140","T1X","December 31, 2018","CALGARY",74,70,1.05714285714286,0
"520","2018","0140","T2A","December 31, 2018","CALGARY",20,8,2.5,0.375
"521","2018","0140","T2B","December 31, 2018","CALGARY",4,1,4,0
"522","2018","0140","T2C","December 31, 2018","CALGARY",41,9,4.55555555555556,0.333333333333333
"523","2018","0140","T2E","December 31, 2018","CALGARY",206,86,2.3953488372093,0.127906976744186
"524","2018","0140","T2G","December 31, 2018","CALGARY",644,13,49.5384615384615,5.23076923076923
"525","2018","0140","T2H","December 31, 2018","CALGARY",14,4,3.5,0.5
"526","2018","0140","T2J","December 31, 2018","CALGARY",111,80,1.3875,0
"527","2018","0140","T2K","December 31, 2018","CALGARY",56,32,1.75,0.1875
"528","2018","0140","T2L","December 31, 2018","CALGARY",172,9,19.1111111111111,1.22222222222222
"529","2018","0140","T2M","December 31, 2018","CALGARY",155,55,2.81818181818182,0.109090909090909
"530","2018","0140","T2N","December 31, 2018","CALGARY",660,95,6.94736842105263,0.231578947368421
"531","2018","0140","T2P","December 31, 2018","CALGARY",885,8,110.625,13.375
"532","2018","0140","T2R","December 31, 2018","CALGARY",1185,4,296.25,26
"533","2018","0140","T2S","December 31, 2018","CALGARY",16,15,1.06666666666667,0
"534","2018","0140","T2T","December 31, 2018","CALGARY",523,101,5.17821782178218,0.316831683168317
"535","2018","0140","T2V","December 31, 2018","CALGARY",52,31,1.67741935483871,0.0645161290322581
"536","2018","0140","T2W","December 31, 2018","CALGARY",1,1,1,0
"537","2018","0140","T2X","December 31, 2018","CALGARY",427,162,2.6358024691358,0.0493827160493827
"538","2018","0140","T2Y","December 31, 2018","CALGARY",145,21,6.90476190476191,0.380952380952381
"539","2018","0140","T2Z","December 31, 2018","CALGARY",46,19,2.42105263157895,0
"540","2018","0140","T3A","December 31, 2018","CALGARY",72,17,4.23529411764706,0
"541","2018","0140","T3B","December 31, 2018","CALGARY",419,81,5.17283950617284,0.209876543209877
"542","2018","0140","T3C","December 31, 2018","CALGARY",69,38,1.81578947368421,0.105263157894737
"543","2018","0140","T3E","December 31, 2018","CALGARY",176,88,2,0.136363636363636
"544","2018","0140","T3G","December 31, 2018","CALGARY",23,23,1,0
"545","2018","0140","T3H","December 31, 2018","CALGARY",396,90,4.4,0.244444444444444
"546","2018","0140","T3J","December 31, 2018","CALGARY",127,19,6.68421052631579,0.526315789473684
"547","2018","0140","T3K","December 31, 2018","CALGARY",175,29,6.03448275862069,0.275862068965517
"548","2018","0140","T3L","December 31, 2018","CALGARY",8,8,1,0
"549","2018","0140","T3M","December 31, 2018","CALGARY",1033,308,3.3538961038961,0.211038961038961
"550","2018","0140","T3N","December 31, 2018","CALGARY",1756,316,5.55696202531646,0.167721518987342
"551","2018","0140","T3P","December 31, 2018","CALGARY",246,164,1.5,0
"552","2018","0140","T3R","December 31, 2018","CALGARY",336,122,2.75409836065574,0.0737704918032787
"553","2018","0140","T3S","December 31, 2018","CALGARY",1,1,1,0
"554","2018","0140","T3Z","December 31, 2018","CALGARY",90,75,1.2,0
"555","2018","0140","T4A","December 31, 2018","CALGARY",74,65,1.13846153846154,0
"556","2018","0140","T4B","December 31, 2018","CALGARY",404,282,1.43262411347518,0
"557","2018","0140","T4C","December 31, 2018","CALGARY",310,177,1.75141242937853,0.0338983050847458
"558","2018","0140","nan","December 31, 2018","CALGARY",58,8,7.25,0
"559","2019","0140",NA,"December 31, 2019","CALGARY",9,2,4.5,0
"560","2019","0140","T0L","December 31, 2019","CALGARY",4,4,1,0
"561","2019","0140","T0M","December 31, 2019","CALGARY",228,200,1.14,0
"562","2019","0140","T1X","December 31, 2019","CALGARY",90,81,1.11111111111111,0
"563","2019","0140","T1Y","December 31, 2019","CALGARY",4,4,1,0
"564","2019","0140","T2A","December 31, 2019","CALGARY",45,15,3,0.2
"565","2019","0140","T2B","December 31, 2019","CALGARY",8,4,2,0
"566","2019","0140","T2C","December 31, 2019","CALGARY",131,3,43.6666666666667,2.33333333333333
"567","2019","0140","T2E","December 31, 2019","CALGARY",723,73,9.9041095890411,0.726027397260274
"568","2019","0140","T2G","December 31, 2019","CALGARY",909,16,56.8125,4.6875
