"","reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","ref_yy","ref_qq","population","starts_per_10kpop"
"1","1988-2","0580",1,1,"June 30, 1988",NA,209,NA,NA,209,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"323830.609",6.45399150640513
"2","1988-2","0580",2,1,"June 30, 1988","HALIFAX",67,NA,NA,34,1.97058823529412,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"323830.609",2.06898292310595
"3","1988-2","0580",4,4,"June 30, 1988",NA,24,NA,NA,2,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"323830.609",0.741128211261833
"4","1988-2","0610",1,1,"June 30, 1988",NA,250,NA,NA,250,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"599723.112",4.16859038775881
"5","1988-2","0610",4,3,"June 30, 1988","HAMILTON",9,NA,NA,1,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"599723.112",0.150069253959317
"6","1988-2","2410",2,1,"June 30, 1988","VANCOUVER",30,NA,NA,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"1535606.75",0.195362517128816
"7","1988-2","2410",2,3,"June 30, 1988","VANCOUVER",42,NA,NA,21,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"1535606.75",0.273507523980342
"8","1988-2","2440",5,3,"June 30, 1988",NA,53,NA,NA,3,17.6666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"279357.102",1.89721326648069
"9","1988-2","2680",4,2,"June 30, 1988","WINNIPEG",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,"664919.517",0.0601576566446312
"10","1988-3","0140",1,1,"September 30, 1988","CALGARY",920,NA,NA,920,1,0,0.23804347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"719616.5580000001",12.7845863157585
"11","1988-3","0340",4,3,"September 30, 1988","EDMONTON",41,NA,NA,8,5.125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"817630.2540000001",0.501449155035792
"12","1988-3","0580",2,4,"September 30, 1988",NA,18,NA,NA,9,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"325561.151",0.552891521138528
"13","1988-3","1060",2,2,"September 30, 1988",NA,2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"3338762.6300000004",0.00599024315783719
"14","1988-3","1060",4,2,"September 30, 1988",NA,10,NA,NA,3,3.33333333333333,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"3338762.6300000004",0.0299512157891859
"15","1988-3","1265",1,1,"September 30, 1988",NA,1257,NA,NA,1257,1,0,0.0596658711217184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"690767.356122307",18.1971540614817
"16","1988-3","1400",5,1,"September 30, 1988",NA,2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"644355.468",0.0310387681850168
"17","1988-3","1490",4,3,"September 30, 1988","REGINA",48,NA,NA,4,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"195669.17799999999",2.45312013320769
"18","1988-3","1490",5,3,"September 30, 1988","REGINA",117,NA,NA,2,58.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"195669.17799999999",5.97948032469375
"19","1988-3","1700",2,1,"September 30, 1988","SASKATOON",18,NA,NA,9,2,0,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"215988.035",0.833379497155942
"20","1988-3","2270",2,4,"September 30, 1988","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"3890054.47",0.00514131618316388
"21","1988-3","2270",4,4,"September 30, 1988","TORONTO",73,NA,NA,10,7.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"3890054.47",0.187658040685482
"22","1988-3","2270",5,2,"September 30, 1988",NA,1494,NA,NA,16,93.375,2.75,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"3890054.47",3.84056318882342
"23","1988-3","2410",1,1,"September 30, 1988","VANCOUVER",2708,NA,NA,2708,1,0,0.0561714708056172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"1550546.04",17.4648151692419
"24","1988-3","2410",1,3,"September 30, 1988","VANCOUVER",22,NA,NA,22,1,0,0.227272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"1550546.04",0.14188549989783
"25","1988-3","2440",5,3,"September 30, 1988",NA,32,NA,NA,2,16,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"281509.77999999997",1.13672782522867
"26","1988-3","2680",1,1,"September 30, 1988","WINNIPEG",852,NA,NA,852,1,0,0.178823529411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,3,"665097.4700000001",12.8101524728398
"27","1988-4","0140",2,2,"December 31, 1988","CALGARY",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"724449.865",0.0276071553964607
"28","1988-4","0340",5,3,"December 31, 1988","EDMONTON",31,NA,NA,1,31,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"821466.779",0.377373751349231
"29","1988-4","0610",2,1,"December 31, 1988",NA,2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"607581.042",0.0329174194345583
"30","1988-4","0610",5,2,"December 31, 1988",NA,54,NA,NA,1,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"607581.042",0.888770324733075
"31","1988-4","1060",2,1,"December 31, 1988",NA,206,NA,NA,103,2,0,0.87378640776699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"3351700.63",0.614613364201325
"32","1988-4","1060",5,3,"December 31, 1988",NA,1364,NA,NA,63,21.6507936507937,0.888888888888889,1.02083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"3351700.63",4.06957586781848
"33","1988-4","1265",5,1,"December 31, 1988",NA,12,NA,NA,3,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"694702.2267506439",0.1727358793152
"34","1988-4","1490",1,1,"December 31, 1988","REGINA",117,NA,NA,117,1,0,0.116504854368932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"195585.119",5.98205019881906
"35","1988-4","1490",4,2,"December 31, 1988","REGINA",4,NA,NA,1,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"195585.119",0.204514536711763
"36","1988-4","1700",1,1,"December 31, 1988","SASKATOON",138,NA,NA,138,1,0,0.195652173913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"216113.54",6.38553234563646
"37","1988-4","2270",5,4,"December 31, 1988","TORONTO",108,NA,NA,1,108,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"3917164.25",0.275709653992681
"38","1988-4","2410",2,1,"December 31, 1988","VANCOUVER",50,NA,NA,25,2,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"1562206",0.320060222531472
"39","1988-4","2410",2,3,"December 31, 1988","VANCOUVER",112,NA,NA,56,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"1562206",0.716934898470496
"40","1988-4","2680",5,0,"December 31, 1988","WINNIPEG",6,NA,NA,1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,4,"665928.947",0.0900997024837246
"41","1989-1","0140",1,1,"March 31, 1989","CALGARY",785,NA,NA,785,1,0,0.44203821656051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"729550.383",10.7600519209103
"42","1989-1","0340",4,2,"March 31, 1989","EDMONTON",8,NA,NA,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"825528.509",0.0969076163061983
"43","1989-1","0580",2,4,"March 31, 1989",NA,14,NA,NA,7,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"328282.119",0.426462459869768
"44","1989-1","0580",4,3,"March 31, 1989",NA,6,NA,NA,1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"328282.119",0.182769625658472
"45","1989-1","0610",2,3,"March 31, 1989","HAMILTON",6,NA,NA,3,2,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"610112.429",0.0983425302420777
"46","1989-1","0610",4,1,"March 31, 1989",NA,17,NA,NA,4,4.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"610112.429",0.27863716901922
"47","1989-1","1060",1,1,"March 31, 1989",NA,1809,NA,NA,1809,1,0,0.832124930284439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"3362909.6599999997",5.37927028346042
"48","1989-1","1060",4,1,"March 31, 1989",NA,100,NA,NA,23,4.34782608695652,0.0869565217391304,0.681818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"3362909.6599999997",0.297361541374263
"49","1989-1","1060",5,1,"March 31, 1989",NA,19,NA,NA,6,3.16666666666667,0.833333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"3362909.6599999997",0.05649869286111
"50","1989-1","1060",5,3,"March 31, 1989",NA,956,NA,NA,46,20.7826086956522,0.195652173913043,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"3362909.6599999997",2.84277633553796
"51","1989-1","1265",2,1,"March 31, 1989",NA,18,NA,NA,9,2,0,0.777777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"699010.174594525",0.257506981360339
"52","1989-1","1400",2,1,"March 31, 1989",NA,66,NA,NA,33,2,0,0.515151515151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"649245.201",1.01656508047104
"53","1989-1","1490",2,1,"March 31, 1989","REGINA",4,NA,NA,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"195512.96099999998",0.20459001692476
"54","1989-1","1490",4,2,"March 31, 1989","REGINA",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"195512.96099999998",0.20459001692476
"55","1989-1","2270",1,1,"March 31, 1989","TORONTO",4340,NA,NA,4340,1,0,0.504845408398708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"3940479.77",11.0138872759649
"56","1989-1","2270",4,2,"March 31, 1989","TORONTO",167,NA,NA,26,6.42307692307692,0,0.153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"3940479.77",0.423806261540584
"57","1989-1","2270",4,3,"March 31, 1989","TORONTO",290,NA,NA,49,5.91836734693878,0.163265306122449,0.959183673469388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"3940479.77",0.735950993094427
"58","1989-1","2410",2,3,"March 31, 1989","VANCOUVER",148,NA,NA,74,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"1573306.47",0.940694027655019
"59","1989-1","2410",2,4,"March 31, 1989","VANCOUVER",4,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"1573306.47",0.0254241629095951
"60","1989-1","2410",4,2,"March 31, 1989","VANCOUVER",35,NA,NA,7,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"1573306.47",0.222461425458957
"61","1989-1","2410",5,3,"March 31, 1989","VANCOUVER",1613,NA,NA,42,38.4047619047619,1.0952380952381,0.682926829268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"1573306.47",10.2522936932942
"62","1989-1","2440",2,1,"March 31, 1989","VICTORIA",26,NA,NA,15,1.73333333333333,0,0.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"284989.582",0.912314050834321
"63","1989-1","2440",4,2,"March 31, 1989","VICTORIA",103,NA,NA,9,11.4444444444444,0,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,"284989.582",3.61416720138212
"64","1989-2","0340",1,1,"June 30, 1989","EDMONTON",1157,NA,NA,1157,1,0,0.158167675021608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"829815.445",13.9428593065052
"65","1989-2","0340",2,1,"June 30, 1989","EDMONTON",44,NA,NA,22,2,0,1.22727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"829815.445",0.530238383307026
"66","1989-2","0610",4,3,"June 30, 1989","HAMILTON",158,NA,NA,17,9.29411764705882,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"612283.13",2.5805055252788
"67","1989-2","1060",1,0,"June 30, 1989",NA,1,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"3372389.72",0.00296525634053943
"68","1989-2","1060",1,1,"June 30, 1989",NA,3476,NA,NA,3476,1,0,0.644121915820029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"3372389.72",10.3072310397151
"69","1989-2","1265",2,2,"June 30, 1989",NA,4,NA,NA,2,2,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"703566.8941991241",0.0568531582850161
"70","1989-2","1265",2,3,"June 30, 1989",NA,2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"703566.8941991241",0.0284265791425081
"71","1989-2","1700",1,1,"June 30, 1989","SASKATOON",144,NA,NA,144,1,0,0.180555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"216194.652",6.66066429802343
"72","1989-2","2270",1,1,"June 30, 1989","TORONTO",5182,NA,NA,5182,1,0,0.538728993625652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"3960001.03",13.0858551822144
"73","1989-2","2270",4,3,"June 30, 1989","TORONTO",143,NA,NA,17,8.41176470588235,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"3960001.03",0.361111017185771
"74","1989-2","2270",5,1,"June 30, 1989",NA,1,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"3960001.03",0.00252525186843196
"75","1989-2","2410",2,2,"June 30, 1989","VANCOUVER",8,NA,NA,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"1583847.45",0.0505099149542464
"76","1989-2","2410",4,2,"June 30, 1989","VANCOUVER",40,NA,NA,11,3.63636363636364,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"1583847.45",0.252549574771232
"77","1989-2","2410",4,3,"June 30, 1989","VANCOUVER",579,NA,NA,110,5.26363636363636,0,0.390909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"1583847.45",3.65565509481358
"78","1989-2","2410",5,2,"June 30, 1989","VANCOUVER",477,NA,NA,10,47.7,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"1583847.45",3.01165367914694
"79","1989-2","2410",5,4,"June 30, 1989","VANCOUVER",118,NA,NA,2,59,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"1583847.45",0.745021245575134
"80","1989-2","2440",1,1,"June 30, 1989",NA,390,NA,NA,390,1,0,0.135897435897436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"286673.05",13.6043482287575
"81","1989-2","2440",2,2,"June 30, 1989",NA,12,NA,NA,6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"286673.05",0.418595330115614
"82","1989-2","2440",5,3,"June 30, 1989","VICTORIA",282,NA,NA,11,25.6363636363636,0,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"286673.05",9.83699025771694
"83","1989-2","2680",4,4,"June 30, 1989","WINNIPEG",42,NA,NA,9,4.66666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2,"667938.04",0.62880083907184
"84","1989-3","0140",1,0,"September 30, 1989","CALGARY",346,NA,NA,346,1,0,0.436416184971098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"742152.045",4.66211745060946
"85","1989-3","0140",2,0,"September 30, 1989","CALGARY",18,NA,NA,9,2,0,0.555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"742152.045",0.242537902054828
"86","1989-3","0140",4,0,"September 30, 1989","CALGARY",131,NA,NA,5,26.2,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"742152.045",1.76513695384347
"87","1989-3","0340",4,1,"September 30, 1989","EDMONTON",34,NA,NA,7,4.85714285714286,0,1.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"835354.741",0.407012713656221
"88","1989-3","0340",4,3,"September 30, 1989","EDMONTON",90,NA,NA,22,4.09090909090909,0,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"835354.741",1.07738659497235
"89","1989-3","0580",1,1,"September 30, 1989",NA,373,NA,NA,373,1,0,0.297587131367292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"330878.62",11.2730160685511
"90","1989-3","0580",2,1,"September 30, 1989",NA,108,NA,NA,54,2,0,0.314814814814815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"330878.62",3.26403682413811
"91","1989-3","0580",2,2,"September 30, 1989","HALIFAX",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"330878.62",0.120890252745856
"92","1989-3","1060",2,1,"September 30, 1989",NA,141,NA,NA,71,1.98591549295775,0,1.07042253521127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"3377050.8",0.417524071595251
"93","1989-3","1060",5,3,"September 30, 1989",NA,940,NA,NA,33,28.4848484848485,0.0909090909090909,1.54545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"3377050.8",2.78349381063501
"94","1989-3","1265",1,1,"September 30, 1989",NA,895,NA,NA,895,1,0,0.720670391061452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"708194.6448610859",12.6377685357329
"95","1989-3","1265",2,1,"September 30, 1989",NA,45,NA,NA,23,1.95652173913043,0,1.08695652173913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"708194.6448610859",0.63541852972959
"96","1989-3","1400",5,1,"September 30, 1989",NA,3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"654547.726",0.0458331742794871
"97","1989-3","1400",5,3,"September 30, 1989",NA,36,NA,NA,6,6,0,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"654547.726",0.549998091353846
"98","1989-3","1490",4,2,"September 30, 1989","REGINA",38,NA,NA,2,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"195303.28600000002",1.94569178933323
"99","1989-3","2270",4,4,"September 30, 1989","TORONTO",105,NA,NA,1,105,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"3969552.01",0.2645134759174
"100","1989-3","2410",1,3,"September 30, 1989","VANCOUVER",21,NA,NA,21,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"1592647.7400000002",0.131855899283793
"101","1989-3","2410",4,2,"September 30, 1989","VANCOUVER",126,NA,NA,25,5.04,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"1592647.7400000002",0.791135395702756
"102","1989-3","2410",4,3,"September 30, 1989","VANCOUVER",724,NA,NA,149,4.85906040268456,0,0.456375838926175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"1592647.7400000002",4.54588909911742
"103","1989-3","2410",5,2,"September 30, 1989","VANCOUVER",470,NA,NA,17,27.6470588235294,0,0.411764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"1592647.7400000002",2.95106060301822
"104","1989-3","2410",5,3,"September 30, 1989","VANCOUVER",2050,NA,NA,57,35.9649122807018,2.19298245614035,0.43859649122807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"1592647.7400000002",12.8716473110369
"105","1989-3","2440",1,1,"September 30, 1989","VICTORIA",374,NA,NA,374,1,0,0.211229946524064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"288427.03599999996",12.9668842833444
"106","1989-3","2440",2,1,"September 30, 1989","VICTORIA",14,NA,NA,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"288427.03599999996",0.485391390285618
"107","1989-3","2440",2,2,"September 30, 1989",NA,2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"288427.03599999996",0.0693416271836597
"108","1989-3","2440",2,3,"September 30, 1989","VICTORIA",18,NA,NA,9,2,0,0.777777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"288427.03599999996",0.624074644652937
"109","1989-3","2440",5,2,"September 30, 1989",NA,125,NA,NA,4,31.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"288427.03599999996",4.33385169897873
"110","1989-3","2440",5,3,"September 30, 1989",NA,91,NA,NA,7,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,3,"288427.03599999996",3.15504403685652
"111","1989-4","0140",1,2,"December 31, 1989","CALGARY",5,NA,NA,5,1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"747414.603",0.0668972746843695
"112","1989-4","0340",1,1,"December 31, 1989","EDMONTON",1042,NA,NA,1042,1,0,0.181381957773512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"839681.228",12.4094711808896
"113","1989-4","0340",4,1,"December 31, 1989","EDMONTON",29,NA,NA,7,4.14285714285714,0,2.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"839681.228",0.345369159544912
"114","1989-4","0340",5,3,"December 31, 1989","EDMONTON",146,NA,NA,3,48.6666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"839681.228",1.73875507908818
"115","1989-4","0580",2,4,"December 31, 1989",NA,2,NA,NA,1,2,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"332122.421",0.0602187589135995
"116","1989-4","0580",5,2,"December 31, 1989",NA,158,NA,NA,6,26.3333333333333,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"332122.421",4.75728195417436
"117","1989-4","1060",5,4,"December 31, 1989",NA,15,NA,NA,1,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"3384308.91",0.0443221951627341
"118","1989-4","1265",2,1,"December 31, 1989",NA,23,NA,NA,13,1.76923076923077,0,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"712715.6858770581",0.322709327937641
"119","1989-4","1265",5,2,"December 31, 1989",NA,70,NA,NA,2,35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"712715.6858770581",0.982158824158037
"120","1989-4","1400",1,1,"December 31, 1989",NA,691,NA,NA,691,1,0,0.182344428364689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"657101.771",10.5158748689478
"121","1989-4","1400",2,1,"December 31, 1989",NA,92,NA,NA,46,2,0,0.173913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"657101.771",1.40008753682084
"122","1989-4","2270",1,1,"December 31, 1989","TORONTO",2940,NA,NA,2940,1,0,0.785641374617217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"3983955.1799999997",7.37960109280145
"123","1989-4","2270",5,3,"December 31, 1989","TORONTO",3521,NA,NA,19,185.315789473684,4.57894736842105,2.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"3983955.1799999997",8.83795083256936
"124","1989-4","2410",5,3,"December 31, 1989","VANCOUVER",1440,NA,NA,51,28.2352941176471,0.901960784313726,0.705882352941177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"1602542.22",8.98572269752743
"125","1989-4","2440",1,1,"December 31, 1989","VICTORIA",315,NA,NA,315,1,0,0.244444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"289992.005",10.8623684297779
"126","1989-4","2440",5,1,"December 31, 1989",NA,1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"289992.005",0.0344837093008823
"127","1989-4","2680",5,2,"December 31, 1989","WINNIPEG",57,NA,NA,1,57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,"670512.153",0.850096448587413
"128","1990-1","0140",1,2,"March 31, 1990","CALGARY",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,1,"752304.777",0.0132924850482506
"129","1990-1","0140",2,1,"March 31, 1990","CALGARY",30,NA,NA,15,2,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,1,"752304.777",0.398774551447518
"130","1990-1","0340",1,1,"March 31, 1990","EDMONTON",1081,NA,NA,1081,1,0,0.164662349676226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,1,"843822.059",12.8107577713846
"131","1990-1","0340",4,4,"March 31, 1990","EDMONTON",24,NA,NA,8,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,1,"843822.059",0.284420154036291
"132","1990-1","0340",5,2,"March 31, 1990","EDMONTON",74,NA,NA,1,74,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,1,"843822.059",0.876962141611896
