"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount"
"103","2006","1060","H3K","December 31, 2006","MONTRÉAL",18,2,9,3
"104","2006","1060","H3M","December 31, 2006","MONTRÉAL",3,2,1.5,0
"105","2006","1060","H3P","December 31, 2006","MONTRÉAL",5,3,1.66666666666667,2
"106","2006","1060","H3S","December 31, 2006","MONTRÉAL",24,1,24,0
"107","2006","1060","H3X","December 31, 2006","MONTRÉAL",23,5,4.6,0
"108","2006","1060","H3Y","December 31, 2006","MONTRÉAL",1,1,1,0
"109","2006","1060","H4A","December 31, 2006","MONTRÉAL",2,1,2,2
"110","2006","1060","H4B","December 31, 2006","MONTRÉAL",11,3,3.66666666666667,3
"111","2006","1060","H4C","December 31, 2006","MONTRÉAL",27,5,5.4,4
"112","2006","1060","H4E","December 31, 2006","MONTRÉAL",4,1,4,2
"113","2006","1060","H4G","December 31, 2006","MONTRÉAL",23,5,4.6,2.4
"114","2006","1060","H4J","December 31, 2006","MONTRÉAL",1,1,1,0
"115","2006","1060","H4K","December 31, 2006","MONTRÉAL",2,2,1,0
"116","2006","1060","H4L","December 31, 2006","MONTRÉAL",42,2,21,8
"117","2006","1060","H4N","December 31, 2006","MONTRÉAL",12,7,1.71428571428571,0.857142857142857
"118","2006","1060","H4R","December 31, 2006","MONTRÉAL",1,1,1,0
"119","2006","1060","H4V","December 31, 2006","MONTRÉAL",9,4,2.25,1.5
"120","2006","1060","H4W","December 31, 2006","MONTRÉAL",0,1,0,0
"121","2006","1060","H7A","December 31, 2006","MONTRÉAL",17,8,2.125,1.5
"122","2006","1060","H7E","December 31, 2006","MONTRÉAL",22,15,1.46666666666667,0.6
"123","2006","1060","H7H","December 31, 2006","MONTRÉAL",2,2,1,0
"124","2006","1060","H7L","December 31, 2006","MONTRÉAL",15,22,0.681818181818182,0.181818181818182
"125","2006","1060","H7M","December 31, 2006","MONTRÉAL",14,13,1.07692307692308,0.461538461538462
"126","2006","1060","H7N","December 31, 2006","MONTRÉAL",22,1,22,5
"127","2006","1060","H7P","December 31, 2006","MONTRÉAL",12,12,1,0.166666666666667
"128","2006","1060","H7R","December 31, 2006","MONTRÉAL",12,8,1.5,1.75
"129","2006","1060","H7T","December 31, 2006","MONTRÉAL",22,12,1.83333333333333,1.5
"130","2006","1060","H7V","December 31, 2006","MONTRÉAL",63,6,10.5,4.5
"131","2006","1060","H7X","December 31, 2006","MONTRÉAL",3,9,0.333333333333333,0.333333333333333
"132","2006","1060","H8P","December 31, 2006","MONTRÉAL",4,3,1.33333333333333,1.66666666666667
"133","2006","1060","H8S","December 31, 2006","MONTRÉAL",3,2,1.5,1.5
"134","2006","1060","H8T","December 31, 2006","MONTRÉAL",1,1,1,3
"135","2006","1060","H8Y","December 31, 2006","MONTRÉAL",1,1,1,0
"136","2006","1060","H8Z","December 31, 2006","MONTRÉAL",4,4,1,0
"137","2006","1060","H9A","December 31, 2006","MONTRÉAL",35,10,3.5,0
"138","2006","1060","H9B","December 31, 2006","MONTRÉAL",5,4,1.25,1.25
"139","2006","1060","H9C","December 31, 2006","MONTRÉAL",8,12,0.666666666666667,0
"140","2006","1060","H9E","December 31, 2006","MONTRÉAL",1,3,0.333333333333333,0
"141","2006","1060","H9G","December 31, 2006","MONTRÉAL",60,2,30,5.5
"142","2006","1060","H9H","December 31, 2006","MONTRÉAL",11,3,3.66666666666667,2
"143","2006","1060","H9J","December 31, 2006","MONTRÉAL",18,8,2.25,0.75
"144","2006","1060","H9K","December 31, 2006","MONTRÉAL",71,15,4.73333333333333,0.533333333333333
"145","2006","1060","H9R","December 31, 2006","MONTRÉAL",78,5,15.6,3.2
"146","2006","1060","H9S","December 31, 2006","MONTRÉAL",2,2,1,0
"147","2006","1060","H9W","December 31, 2006","MONTRÉAL",9,12,0.75,0.166666666666667
"148","2006","1060","H9X","December 31, 2006","MONTRÉAL",4,6,0.666666666666667,0
"149","2006","1060","J0L","December 31, 2006","MONTRÉAL",10,29,0.344827586206897,0.206896551724138
"150","2006","1060","J0N","December 31, 2006","MONTRÉAL",48,32,1.5,1.1875
"151","2006","1060","J0P","December 31, 2006","MONTRÉAL",6,11,0.545454545454545,0
"152","2006","1060","J3E","December 31, 2006","MONTRÉAL",0,1,0,0
"153","2006","1060","J3G","December 31, 2006","MONTRÉAL",22,28,0.785714285714286,0.321428571428571
"154","2006","1060","J3H","December 31, 2006","MONTRÉAL",15,20,0.75,0.3
"155","2006","1060","J3L","December 31, 2006","MONTRÉAL",27,36,0.75,0.166666666666667
"156","2006","1060","J3N","December 31, 2006","MONTRÉAL",6,11,0.545454545454545,0
"157","2006","1060","J3V","December 31, 2006","MONTRÉAL",3,2,1.5,1.5
"158","2006","1060","J3X","December 31, 2006","MONTRÉAL",4,1,4,3
"159","2006","1060","J3Y","December 31, 2006","MONTRÉAL",33,19,1.73684210526316,1.10526315789474
"160","2006","1060","J4B","December 31, 2006","MONTRÉAL",0,1,0,0
"161","2006","1060","J4H","December 31, 2006","MONTRÉAL",11,1,11,6
"162","2006","1060","J4J","December 31, 2006","MONTRÉAL",2,1,2,0
"163","2006","1060","J4K","December 31, 2006","MONTRÉAL",0,1,0,0
"164","2006","1060","J4M","December 31, 2006","MONTRÉAL",12,5,2.4,2.4
"165","2006","1060","J4N","December 31, 2006","MONTRÉAL",64,11,5.81818181818182,0.909090909090909
"166","2006","1060","J4P","December 31, 2006","MONTRÉAL",2,1,2,0
"167","2006","1060","J4V","December 31, 2006","MONTRÉAL",10,2,5,3
"168","2006","1060","J4W","December 31, 2006","MONTRÉAL",11,5,2.2,3
"169","2006","1060","J4X","December 31, 2006","MONTRÉAL",5,3,1.66666666666667,1.33333333333333
"170","2006","1060","J4Y","December 31, 2006","MONTRÉAL",0,1,0,0
"171","2006","1060","J5B","December 31, 2006","MONTRÉAL",6,9,0.666666666666667,0
"172","2006","1060","J5L","December 31, 2006","MONTRÉAL",22,32,0.6875,0.1875
"173","2006","1060","J5R","December 31, 2006","MONTRÉAL",14,25,0.56,0.12
"174","2006","1060","J5T","December 31, 2006","MONTRÉAL",9,7,1.28571428571429,0.428571428571429
"175","2006","1060","J5W","December 31, 2006","MONTRÉAL",36,40,0.9,0.325
"176","2006","1060","J5Y","December 31, 2006","MONTRÉAL",20,36,0.555555555555556,0.222222222222222
"177","2006","1060","J5Z","December 31, 2006","MONTRÉAL",104,46,2.26086956521739,0.91304347826087
"178","2006","1060","J6J","December 31, 2006","MONTRÉAL",3,6,0.5,0
"179","2006","1060","J6K","December 31, 2006","MONTRÉAL",3,3,1,2
"180","2006","1060","J6N","December 31, 2006","MONTRÉAL",0,3,0,0
"181","2006","1060","J6R","December 31, 2006","MONTRÉAL",0,8,0,0
"182","2006","1060","J6W","December 31, 2006","MONTRÉAL",8,3,2.66666666666667,2
"183","2006","1060","J6X","December 31, 2006","MONTRÉAL",8,9,0.888888888888889,0.222222222222222
"184","2006","1060","J6Y","December 31, 2006","MONTRÉAL",6,11,0.545454545454545,0.545454545454545
"185","2006","1060","J6Z","December 31, 2006","MONTRÉAL",2,3,0.666666666666667,0
"186","2006","1060","J7A","December 31, 2006","MONTRÉAL",2,2,1,0
"187","2006","1060","J7C","December 31, 2006","MONTRÉAL",24,15,1.6,0.4
"188","2006","1060","J7E","December 31, 2006","MONTRÉAL",175,9,19.4444444444444,3.22222222222222
"189","2006","1060","J7J","December 31, 2006","MONTRÉAL",14,13,1.07692307692308,0.153846153846154
"190","2006","1060","J7K","December 31, 2006","MONTRÉAL",6,17,0.352941176470588,0
"191","2006","1060","J7L","December 31, 2006","MONTRÉAL",1,5,0.2,0
"192","2006","1060","J7M","December 31, 2006","MONTRÉAL",43,40,1.075,0.475
"193","2006","1060","J7R","December 31, 2006","MONTRÉAL",1,1,1,0
"194","2006","1060","J7T","December 31, 2006","MONTRÉAL",1,1,1,0
"195","2006","1060","J7V","December 31, 2006","MONTRÉAL",53,72,0.736111111111111,0.194444444444444
"196","2006","1060","J7Y","December 31, 2006","MONTRÉAL",25,19,1.31578947368421,1.15789473684211
"197","2006","1060","J7Z","December 31, 2006","MONTRÉAL",6,6,1,0.833333333333333
"198","2006","1060","nan","December 31, 2006","MONTRÉAL",2172,946,2.29598308668076,0.747357293868922
"199","2006","1265","K0A","December 31, 2006","OTTAWA",9,44,0.204545454545455,0
"200","2006","1265","K1C","December 31, 2006","OTTAWA",1,2,0.5,0
"201","2006","1265","K1K","December 31, 2006","OTTAWA",9,2,4.5,0
"202","2006","1265","K1N","December 31, 2006","OTTAWA",5,3,1.66666666666667,0
"203","2006","1265","K1R","December 31, 2006","OTTAWA",1,1,1,0
"204","2006","1265","K1S","December 31, 2006","OTTAWA",2,1,2,0
"205","2006","1265","K1T","December 31, 2006","OTTAWA",0,4,0,0
"206","2006","1265","K1V","December 31, 2006","OTTAWA",10,12,0.833333333333333,0
"207","2006","1265","K1Y","December 31, 2006","OTTAWA",6,3,2,0
"208","2006","1265","K2A","December 31, 2006","OTTAWA",1,2,0.5,0
"209","2006","1265","K2B","December 31, 2006","OTTAWA",2,1,2,0
"210","2006","1265","K2C","December 31, 2006","OTTAWA",3,6,0.5,0
"211","2006","1265","K2E","December 31, 2006","OTTAWA",45,7,6.42857142857143,1.71428571428571
"212","2006","1265","K2G","December 31, 2006","OTTAWA",0,1,0,0
"213","2006","1265","K2H","December 31, 2006","OTTAWA",1,2,0.5,0
"214","2006","1265","K2K","December 31, 2006","OTTAWA",0,3,0,0
"215","2006","1265","K2L","December 31, 2006","OTTAWA",5,4,1.25,0
"216","2006","1265","K2M","December 31, 2006","OTTAWA",3,4,0.75,0
"217","2006","1265","K2P","December 31, 2006","OTTAWA",1,1,1,0
"218","2006","1265","K2S","December 31, 2006","OTTAWA",1,17,0.0588235294117647,0
"219","2006","1265","K4K","December 31, 2006","OTTAWA",0,1,0,0
"220","2006","1265","K4M","December 31, 2006","OTTAWA",1,2,0.5,0
"221","2006","1265","K4P","December 31, 2006","OTTAWA",7,10,0.7,0
"222","2006","1265","K4R","December 31, 2006","OTTAWA",0,1,0,0
"223","2006","1265","nan","December 31, 2006","OTTAWA",125,262,0.477099236641221,0
"224","2006","1400","G0A","December 31, 2006","QUÉBEC",15,45,0.333333333333333,0.0888888888888889
"225","2006","1400","G1B","December 31, 2006","QUÉBEC",6,13,0.461538461538462,0.461538461538462
"226","2006","1400","G1C","December 31, 2006","QUÉBEC",19,16,1.1875,1.3125
"227","2006","1400","G1E","December 31, 2006","QUÉBEC",1,1,1,4
"228","2006","1400","G1G","December 31, 2006","QUÉBEC",54,5,10.8,3.6
"229","2006","1400","G1H","December 31, 2006","QUÉBEC",1,1,1,2
"230","2006","1400","G1K","December 31, 2006","QUÉBEC",24,1,24,0
"231","2006","1400","G1L","December 31, 2006","QUÉBEC",18,1,18,3
"232","2006","1400","G1T","December 31, 2006","QUÉBEC",0,1,0,0
"233","2006","1400","G1W","December 31, 2006","QUÉBEC",9,7,1.28571428571429,1.28571428571429
"234","2006","1400","G1X","December 31, 2006","QUÉBEC",12,9,1.33333333333333,1.11111111111111
"235","2006","1400","G1Y","December 31, 2006","QUÉBEC",1,1,1,0
"236","2006","1400","G2A","December 31, 2006","QUÉBEC",9,4,2.25,3
"237","2006","1400","G2B","December 31, 2006","QUÉBEC",5,17,0.294117647058824,0
"238","2006","1400","G2C","December 31, 2006","QUÉBEC",50,28,1.78571428571429,0.857142857142857
"239","2006","1400","G2E","December 31, 2006","QUÉBEC",3,4,0.75,1.5
"240","2006","1400","G2G","December 31, 2006","QUÉBEC",4,8,0.5,0
"241","2006","1400","G2J","December 31, 2006","QUÉBEC",14,5,2.8,2
"242","2006","1400","G2K","December 31, 2006","QUÉBEC",0,12,0,0
"243","2006","1400","G2L","December 31, 2006","QUÉBEC",3,1,3,3
"244","2006","1400","G2N","December 31, 2006","QUÉBEC",0,1,0,0
"245","2006","1400","G3A","December 31, 2006","QUÉBEC",2,21,0.0952380952380952,0.142857142857143
"246","2006","1400","G3B","December 31, 2006","QUÉBEC",0,6,0,0
"247","2006","1400","G3E","December 31, 2006","QUÉBEC",4,16,0.25,0
"248","2006","1400","G3G","December 31, 2006","QUÉBEC",0,2,0,0
"249","2006","1400","G3J","December 31, 2006","QUÉBEC",1,3,0.333333333333333,0
"250","2006","1400","G3K","December 31, 2006","QUÉBEC",8,13,0.615384615384615,0
"251","2006","1400","G6C","December 31, 2006","QUÉBEC",0,2,0,0
"252","2006","1400","G6K","December 31, 2006","QUÉBEC",5,10,0.5,0.2
"253","2006","1400","G6V","December 31, 2006","QUÉBEC",9,6,1.5,0.166666666666667
"254","2006","1400","G6W","December 31, 2006","QUÉBEC",30,11,2.72727272727273,1.90909090909091
"255","2006","1400","G6Z","December 31, 2006","QUÉBEC",8,7,1.14285714285714,0.428571428571429
"256","2006","1400","G7A","December 31, 2006","QUÉBEC",1,6,0.166666666666667,0
"257","2006","1400","nan","December 31, 2006","QUÉBEC",106,113,0.938053097345133,0.548672566371681
"258","2006","1490","S4N","December 31, 2006","REGINA",5,10,0.5,0
"259","2006","1490","S4P","December 31, 2006","REGINA",3,9,0.333333333333333,0
"260","2006","1490","S4R","December 31, 2006","REGINA",5,6,0.833333333333333,0
"261","2006","1490","S4S","December 31, 2006","REGINA",7,1,7,0
"262","2006","1490","S4T","December 31, 2006","REGINA",6,7,0.857142857142857,0
"263","2006","1490","S4V","December 31, 2006","REGINA",23,44,0.522727272727273,0
"264","2006","1490","S4X","December 31, 2006","REGINA",14,28,0.5,0
"265","2006","1490","nan","December 31, 2006","REGINA",1,5,0.2,0.6
"266","2006","1700","S7J","December 31, 2006","SASKATOON",3,3,1,0
"267","2006","1700","S7L","December 31, 2006","SASKATOON",0,10,0,0
"268","2006","1700","S7M","December 31, 2006","SASKATOON",0,1,0,0
"269","2006","1700","S7N","December 31, 2006","SASKATOON",0,3,0,0
"270","2006","1700","S7T","December 31, 2006","SASKATOON",7,15,0.466666666666667,0
"271","2006","1700","nan","December 31, 2006","SASKATOON",14,46,0.304347826086957,0
"272","2006","2270","L0E","December 31, 2006","TORONTO",0,6,0,0
"273","2006","2270","L0G","December 31, 2006","TORONTO",4,6,0.666666666666667,0
"274","2006","2270","L0H","December 31, 2006","TORONTO",0,1,0,0
"275","2006","2270","L0P","December 31, 2006","TORONTO",0,1,0,0
"276","2006","2270","L1S","December 31, 2006","TORONTO",1,3,0.333333333333333,0
"277","2006","2270","L1V","December 31, 2006","TORONTO",0,7,0,0
"278","2006","2270","L3R","December 31, 2006","TORONTO",8,1,8,0
"279","2006","2270","L3T","December 31, 2006","TORONTO",3,1,3,0
"280","2006","2270","L3Y","December 31, 2006","TORONTO",0,1,0,0
"281","2006","2270","L3Z","December 31, 2006","TORONTO",0,16,0,0
"282","2006","2270","L4A","December 31, 2006","TORONTO",0,15,0,0
"283","2006","2270","L4C","December 31, 2006","TORONTO",0,3,0,0
"284","2006","2270","L4G","December 31, 2006","TORONTO",1,4,0.25,0
"285","2006","2270","L4J","December 31, 2006","TORONTO",1,1,1,0
"286","2006","2270","L4L","December 31, 2006","TORONTO",1,14,0.0714285714285714,0
"287","2006","2270","L4P","December 31, 2006","TORONTO",1,18,0.0555555555555556,0
"288","2006","2270","L4T","December 31, 2006","TORONTO",0,1,0,0
"289","2006","2270","L4Z","December 31, 2006","TORONTO",0,3,0,0
"290","2006","2270","L5B","December 31, 2006","TORONTO",4,2,2,0
"291","2006","2270","L5G","December 31, 2006","TORONTO",0,2,0,0
"292","2006","2270","L5H","December 31, 2006","TORONTO",0,2,0,0
"293","2006","2270","L5J","December 31, 2006","TORONTO",0,2,0,0
"294","2006","2270","L5L","December 31, 2006","TORONTO",0,1,0,0
"295","2006","2270","L5M","December 31, 2006","TORONTO",0,2,0,0
"296","2006","2270","L5R","December 31, 2006","TORONTO",0,4,0,0
"297","2006","2270","L6C","December 31, 2006","TORONTO",0,2,0,0
"298","2006","2270","L6H","December 31, 2006","TORONTO",16,38,0.421052631578947,0
"299","2006","2270","L6J","December 31, 2006","TORONTO",1,2,0.5,0
"300","2006","2270","L6K","December 31, 2006","TORONTO",5,1,5,0
"301","2006","2270","L6L","December 31, 2006","TORONTO",6,21,0.285714285714286,0
"302","2006","2270","L6R","December 31, 2006","TORONTO",6,1,6,0
"303","2006","2270","L7K","December 31, 2006","TORONTO",1,2,0.5,0
"304","2006","2270","L9P","December 31, 2006","TORONTO",0,4,0,0
"305","2006","2270","L9R","December 31, 2006","TORONTO",0,12,0,0
"306","2006","2270","L9W","December 31, 2006","TORONTO",3,7,0.428571428571429,0
"307","2006","2270","M1B","December 31, 2006","TORONTO",3,2,1.5,0
"308","2006","2270","M1C","December 31, 2006","TORONTO",0,6,0,0
"309","2006","2270","M1E","December 31, 2006","TORONTO",0,4,0,0
"310","2006","2270","M1J","December 31, 2006","TORONTO",1,1,1,0
"311","2006","2270","M1M","December 31, 2006","TORONTO",78,1,78,12
"312","2006","2270","M1N","December 31, 2006","TORONTO",0,1,0,0
"313","2006","2270","M1P","December 31, 2006","TORONTO",1,5,0.2,0
"314","2006","2270","M1V","December 31, 2006","TORONTO",3,1,3,0
"315","2006","2270","M2J","December 31, 2006","TORONTO",1,1,1,0
"316","2006","2270","M2L","December 31, 2006","TORONTO",30,9,3.33333333333333,1.55555555555556
"317","2006","2270","M2M","December 31, 2006","TORONTO",22,2,11,0
"318","2006","2270","M2N","December 31, 2006","TORONTO",10,8,1.25,5
"319","2006","2270","M2P","December 31, 2006","TORONTO",16,20,0.8,0
"320","2006","2270","M2R","December 31, 2006","TORONTO",8,3,2.66666666666667,0
"321","2006","2270","M3A","December 31, 2006","TORONTO",1,1,1,0
"322","2006","2270","M3B","December 31, 2006","TORONTO",3,4,0.75,0
"323","2006","2270","M3C","December 31, 2006","TORONTO",18,2,9,8
"324","2006","2270","M3H","December 31, 2006","TORONTO",11,8,1.375,1
"325","2006","2270","M3J","December 31, 2006","TORONTO",21,9,2.33333333333333,0
"326","2006","2270","M3K","December 31, 2006","TORONTO",1,1,1,0
"327","2006","2270","M3M","December 31, 2006","TORONTO",0,1,0,0
"328","2006","2270","M3N","December 31, 2006","TORONTO",2,1,2,0
"329","2006","2270","M4B","December 31, 2006","TORONTO",0,1,0,0
"330","2006","2270","M4C","December 31, 2006","TORONTO",2,3,0.666666666666667,0
"331","2006","2270","M4E","December 31, 2006","TORONTO",8,3,2.66666666666667,0
"332","2006","2270","M4G","December 31, 2006","TORONTO",1,3,0.333333333333333,0
"333","2006","2270","M4K","December 31, 2006","TORONTO",7,6,1.16666666666667,0
"334","2006","2270","M4L","December 31, 2006","TORONTO",13,6,2.16666666666667,0
"335","2006","2270","M4N","December 31, 2006","TORONTO",2,6,0.333333333333333,0
"336","2006","2270","M4S","December 31, 2006","TORONTO",8,8,1,0
"337","2006","2270","M4V","December 31, 2006","TORONTO",2,4,0.5,0
"338","2006","2270","M4W","December 31, 2006","TORONTO",0,1,0,0
"339","2006","2270","M4X","December 31, 2006","TORONTO",1,1,1,0
"340","2006","2270","M5M","December 31, 2006","TORONTO",10,13,0.769230769230769,0
"341","2006","2270","M5N","December 31, 2006","TORONTO",4,5,0.8,0
"342","2006","2270","M5P","December 31, 2006","TORONTO",0,4,0,0
"343","2006","2270","M5S","December 31, 2006","TORONTO",2,1,2,0
"344","2006","2270","M5T","December 31, 2006","TORONTO",8,1,8,0
"345","2006","2270","M5V","December 31, 2006","TORONTO",46,5,9.2,4.8
"346","2006","2270","M6A","December 31, 2006","TORONTO",1,1,1,0
"347","2006","2270","M6B","December 31, 2006","TORONTO",0,3,0,0
"348","2006","2270","M6J","December 31, 2006","TORONTO",10,1,10,0
