"reference_period_qq","CSDuid","date_pbi","metcode","metro","municipality","inventory","num_structures","unitsperstructure","avgstorycount","X_c0","ref_yy","ref_qq","met_name","population","stcan_cmacode","inventory_per_10kpop"
"1993-4","3519048","December 31, 1993","2270","TORONTO","NEWMARKET T",7,31,0.225806451612903,0,1425,1993,4,"Toronto",4218289.04,535,0.0165944057735788
"1993-4","3519049","December 31, 1993","2270","TORONTO","KING TP",1,3,0.333333333333333,0,1425,1993,4,"Toronto",4218289.04,535,0.00237062939622554
"1993-4","3519054","December 31, 1993","2270","TORONTO","EAST GWILLIMBURY T",8,11,0.727272727272727,0,1425,1993,4,"Toronto",4218289.04,535,0.0189650351698043
"1993-4","3519070","December 31, 1993","2270","TORONTO","GEORGINA T",4,9,0.444444444444444,0,1425,1993,4,"Toronto",4218289.04,535,0.00948251758490215
"1993-4","3520001","December 31, 1993","2270","TORONTO","PICKERING CY",383,53,7.22641509433962,2.54716981132075,1425,1993,4,"Toronto",4218289.04,535,0.907951058754381
"1993-4","3520004","December 31, 1993","2270",NA,NA,146,36,4.05555555555556,1.30555555555556,1425,1993,4,"Toronto",4218289.04,535,0.346111891848928
"1993-4","3520006","December 31, 1993","2270",NA,NA,11,11,1,0.454545454545455,1425,1993,4,"Toronto",4218289.04,535,0.0260769233584809
"1993-4","3520008","December 31, 1993","2270",NA,NA,76,80,0.95,0.2625,1425,1993,4,"Toronto",4218289.04,535,0.180167834113141
"1993-4","3520014","December 31, 1993","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",43,6,7.16666666666667,1.66666666666667,1425,1993,4,"Toronto",4218289.04,535,0.101937064037698
"1993-4","3520019","December 31, 1993","2270",NA,NA,161,20,8.05,5.75,1425,1993,4,"Toronto",4218289.04,535,0.381671332792311
"1993-4","3521005","December 31, 1993","2270","TORONTO","TORONTO C",103,179,0.575418994413408,0.251396648044693,1425,1993,4,"Toronto",4218289.04,535,0.24417482781123
"1993-4","3521010","December 31, 1993","2270","TORONTO","BRAMPTON CY",57,105,0.542857142857143,0,1425,1993,4,"Toronto",4218289.04,535,0.135125875584856
"1993-4","3521024","December 31, 1993","2270","TORONTO","CALEDON T",3,20,0.15,0,1425,1993,4,"Toronto",4218289.04,535,0.00711188818867661
"1993-4","3522014","December 31, 1993","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",6,9,0.666666666666667,0,1425,1993,4,"Toronto",4218289.04,535,0.0142237763773532
"1993-4","3524001","December 31, 1993","2270","TORONTO","PICKERING CY",34,92,0.369565217391304,0,1425,1993,4,"Toronto",4218289.04,535,0.0806013994716683
"1993-4","3524002","December 31, 1993","0610","HAMILTON","BURLINGTON CY",207,65,3.18461538461538,0,555,1993,4,"Hamilton",629796.445,537,3.28677625355602
"1993-4","3524009","December 31, 1993","2270","TORONTO","MILTON T",73,2,36.5,8,1425,1993,4,"Toronto",4218289.04,535,0.173055945924464
"1993-4","3524015","December 31, 1993","2270","TORONTO","HALTON HILLS T",7,27,0.259259259259259,0.259259259259259,1425,1993,4,"Toronto",4218289.04,535,0.0165944057735788
"1993-4","3525003","December 31, 1993","0610",NA,NA,25,44,0.568181818181818,0,555,1993,4,"Hamilton",629796.445,537,0.396953653811114
"1993-4","3525009","December 31, 1993","0610",NA,NA,4,10,0.4,0,555,1993,4,"Hamilton",629796.445,537,0.0635125846097782
"1993-4","3525014","December 31, 1993","0610",NA,NA,28,30,0.933333333333333,0,555,1993,4,"Hamilton",629796.445,537,0.444588092268447
"1993-4","3525018","December 31, 1993","0610",NA,NA,113,104,1.08653846153846,0,555,1993,4,"Hamilton",629796.445,537,1.79423051522623
"1993-4","3525026","December 31, 1993","0610",NA,NA,8,12,0.666666666666667,0,555,1993,4,"Hamilton",629796.445,537,0.127025169219556
"1993-4","3525030","December 31, 1993","0610",NA,NA,29,57,0.508771929824561,0,555,1993,4,"Hamilton",629796.445,537,0.460466238420892
"1993-4","3526065","December 31, 1993","0610","HAMILTON","GRIMSBY T",14,18,0.777777777777778,0,555,1993,4,"Hamilton",629796.445,537,0.222294046134224
"1993-4","3543004","December 31, 1993","2270",NA,NA,48,73,0.657534246575342,0.0684931506849315,1425,1993,4,"Toronto",4218289.04,535,0.113790211018826
"1993-4","3543012","December 31, 1993","2270","TORONTO","MONO T",20,47,0.425531914893617,0,1425,1993,4,"Toronto",4218289.04,535,0.0474125879245107
"1993-4","4602069","December 31, 1993","2680","WINNIPEG","TACHÉ RM",1,1,1,0,2121,1993,4,"Winnipeg",682176.683,602,0.0146589589606363
"1993-4","4602075","December 31, 1993","2680","WINNIPEG","RITCHOT RM",0,4,0,0,2121,1993,4,"Winnipeg",682176.683,602,0
"1993-4","4611040","December 31, 1993","2680","WINNIPEG","WINNIPEG CY",281,364,0.771978021978022,0.00824175824175824,2121,1993,4,"Winnipeg",682176.683,602,4.1191674679388
"1993-4","4612047","December 31, 1993","2680","WINNIPEG","SPRINGFIELD RM",0,5,0,0,2121,1993,4,"Winnipeg",682176.683,602,0
"1993-4","4613032","December 31, 1993","2680","WINNIPEG","EAST ST. PAUL RM",2,8,0.25,0,2121,1993,4,"Winnipeg",682176.683,602,0.0293179179212726
"1993-4","4613037","December 31, 1993","2680","WINNIPEG","WEST ST. PAUL RM",0,3,0,0,2121,1993,4,"Winnipeg",682176.683,602,0
"1993-4","4614015","December 31, 1993","2680","WINNIPEG","ROSSER RM",0,1,0,0,2121,1993,4,"Winnipeg",682176.683,602,0
"1993-4","4706027","December 31, 1993","1490","REGINA","REGINA CY",69,83,0.831325301204819,0,1077,1993,4,"Regina",198659.02,705,3.47328804904001
"1993-4","4706029","December 31, 1993","1490","REGINA","EDENWOLD NO. 158 RM",0,2,0,0,1077,1993,4,"Regina",198659.02,705,0
"1993-4","4706030","December 31, 1993","1490","REGINA","WHITE CITY T",0,1,0,0,1077,1993,4,"Regina",198659.02,705,0
"1993-4","4706031","December 31, 1993","1490","REGINA","PILOT BUTTE T",0,1,0,0,1077,1993,4,"Regina",198659.02,705,0
"1993-4","4706032","December 31, 1993","1490","REGINA","BALGONIE T",0,1,0,0,1077,1993,4,"Regina",198659.02,705,0
"1993-4","4706053","December 31, 1993","1490","REGINA","LUMSDEN NO. 189 RM",0,2,0,0,1077,1993,4,"Regina",198659.02,705,0
"1993-4","4706056","December 31, 1993","1490","REGINA","LUMSDEN T",0,2,0,0,1077,1993,4,"Regina",198659.02,705,0
"1993-4","4706058","December 31, 1993","1490","REGINA","REGINA BEACH T",0,1,0,0,1077,1993,4,"Regina",198659.02,705,0
"1993-4","4711066","December 31, 1993","1700","SASKATOON","SASKATOON CY",57,57,1,0.0526315789473684,1251,1993,4,"Saskatoon",222880.121,725,2.55742861876856
"1993-4","4711068","December 31, 1993","1700","SASKATOON","WARMAN CY",0,1,0,0,1251,1993,4,"Saskatoon",222880.121,725,0
"1993-4","4711069","December 31, 1993","1700","SASKATOON","BLUCHER NO. 343 RM",1,1,1,0,1251,1993,4,"Saskatoon",222880.121,725,0.0448671687503256
"1993-4","4806014","December 31, 1993","0140","CALGARY","ROCKY VIEW COUNTY MD",2,27,0.0740740740740741,0,33,1993,4,"Calgary",803617.45,825,0.0248874635561983
"1993-4","4806016","December 31, 1993","0140","CALGARY","CALGARY CY",586,897,0.653288740245262,0,33,1993,4,"Calgary",803617.45,825,7.2920268219661
"1993-4","4806017","December 31, 1993","0140","CALGARY","CHESTERMERE CY",2,7,0.285714285714286,0,33,1993,4,"Calgary",803617.45,825,0.0248874635561983
"1993-4","4806019","December 31, 1993","0140","CALGARY","COCHRANE T",16,23,0.695652173913043,0,33,1993,4,"Calgary",803617.45,825,0.199099708449586
"1993-4","4806021","December 31, 1993","0140","CALGARY","AIRDRIE CY",35,61,0.573770491803279,0,33,1993,4,"Calgary",803617.45,825,0.43553061223347
"1993-4","4806024","December 31, 1993","0140","CALGARY","BEISEKER VL",0,1,0,0,33,1993,4,"Calgary",803617.45,825,0
"1993-4","4811012","December 31, 1993","0340","EDMONTON","LEDUC COUNTY MD",0,13,0,0,207,1993,4,"Edmonton",877513.385,835,0
"1993-4","4811013","December 31, 1993","0340","EDMONTON","BEAUMONT CY",9,16,0.5625,0,207,1993,4,"Edmonton",877513.385,835,0.102562538120145
"1993-4","4811016","December 31, 1993","0340","EDMONTON","LEDUC CY",31,30,1.03333333333333,0,207,1993,4,"Edmonton",877513.385,835,0.353270964636055
"1993-4","4811018","December 31, 1993","0340","EDMONTON","DEVON T",3,9,0.333333333333333,0,207,1993,4,"Edmonton",877513.385,835,0.034187512706715
"1993-4","4811019","December 31, 1993","0340","EDMONTON","CALMAR T",11,20,0.55,0,207,1993,4,"Edmonton",877513.385,835,0.125354213257955
"1993-4","4811021","December 31, 1993","0340","EDMONTON","THORSBY T",2,2,1,0,207,1993,4,"Edmonton",877513.385,835,0.02279167513781
"1993-4","4811034","December 31, 1993","0340","EDMONTON","PARKLAND COUNTY MD",4,44,0.0909090909090909,0,207,1993,4,"Edmonton",877513.385,835,0.04558335027562
"1993-4","4811045","December 31, 1993","0340","EDMONTON","WABAMUN VL",1,1,1,0,207,1993,4,"Edmonton",877513.385,835,0.011395837568905
"1993-4","4811048","December 31, 1993","0340","EDMONTON","STONY PLAIN T",7,16,0.4375,0,207,1993,4,"Edmonton",877513.385,835,0.079770862982335
"1993-4","4811049","December 31, 1993","0340","EDMONTON","SPRUCE GROVE CY",21,31,0.67741935483871,0,207,1993,4,"Edmonton",877513.385,835,0.239312588947005
"1993-4","4811052","December 31, 1993","0340","EDMONTON","STRATHCONA COUNTY SM",165,222,0.743243243243243,0,207,1993,4,"Edmonton",877513.385,835,1.88031319886933
"1993-4","4811056","December 31, 1993","0340","EDMONTON","FORT SASKATCHEWAN CY",12,15,0.8,0,207,1993,4,"Edmonton",877513.385,835,0.13675005082686
"1993-4","4811059","December 31, 1993","0340","EDMONTON","STURGEON COUNTY MD",7,29,0.241379310344828,0,207,1993,4,"Edmonton",877513.385,835,0.079770862982335
"1993-4","4811061","December 31, 1993","0340","EDMONTON","EDMONTON CY",771,741,1.04048582995951,0.00404858299595142,207,1993,4,"Edmonton",877513.385,835,8.78619076562576
"1993-4","4811062","December 31, 1993","0340","EDMONTON","ST. ALBERT CY",212,188,1.12765957446809,0.101063829787234,207,1993,4,"Edmonton",877513.385,835,2.41591756460786
"1993-4","4811064","December 31, 1993","0340","EDMONTON","GIBBONS T",1,3,0.333333333333333,0,207,1993,4,"Edmonton",877513.385,835,0.011395837568905
"1993-4","4811065","December 31, 1993","0340","EDMONTON","REDWATER T",0,1,0,0,207,1993,4,"Edmonton",877513.385,835,0
"1993-4","4811066","December 31, 1993","0340","EDMONTON","BON ACCORD T",2,3,0.666666666666667,0,207,1993,4,"Edmonton",877513.385,835,0.02279167513781
"1993-4","4811068","December 31, 1993","0340","EDMONTON","MORINVILLE T",8,12,0.666666666666667,0,207,1993,4,"Edmonton",877513.385,835,0.09116670055124
"1993-4","4811069","December 31, 1993","0340","EDMONTON","LEGAL T",0,2,0,0,207,1993,4,"Edmonton",877513.385,835,0
"1993-4","5911019","December 31, 1993","2410",NA,NA,239,220,1.08636363636364,0.113636363636364,1773,1993,4,"Vancouver",1780597.35,933,1.34224618496708
"1993-4","5911025","December 31, 1993","2410","VANCOUVER","BURNABY CY",43,13,3.30769230769231,0.923076923076923,1773,1993,4,"Vancouver",1780597.35,933,0.241491991437593
"1993-4","5913011","December 31, 1993","2410","VANCOUVER","DELTA CY",66,74,0.891891891891892,0.175675675675676,1773,1993,4,"Vancouver",1780597.35,933,0.370662126392584
"1993-4","5913018","December 31, 1993","2410",NA,NA,12,11,1.09090909090909,0,1773,1993,4,"Vancouver",1780597.35,933,0.0673931138895607
"1993-4","5915004","December 31, 1993","2410","VANCOUVER","SURREY CY",631,380,1.66052631578947,0.344736842105263,1773,1993,4,"Vancouver",1780597.35,933,3.54375457202607
"1993-4","5915007","December 31, 1993","2410","VANCOUVER","WHITE ROCK CY",50,34,1.47058823529412,0.647058823529412,1773,1993,4,"Vancouver",1780597.35,933,0.280804641206503
"1993-4","5915011","December 31, 1993","2410","VANCOUVER","DELTA CY",89,84,1.05952380952381,0.154761904761905,1773,1993,4,"Vancouver",1780597.35,933,0.499832261347575
"1993-4","5915015","December 31, 1993","2410","VANCOUVER","RICHMOND CY",265,328,0.807926829268293,0.0609756097560976,1773,1993,4,"Vancouver",1780597.35,933,1.48826459839447
"1993-4","5915018","December 31, 1993","2410",NA,NA,3,2,1.5,1.5,1773,1993,4,"Vancouver",1780597.35,933,0.0168482784723902
"1993-4","5915022","December 31, 1993","2410","VANCOUVER","VANCOUVER CY",1179,478,2.46652719665272,1.32008368200837,1773,1993,4,"Vancouver",1780597.35,933,6.62137343964934
"1993-4","5915025","December 31, 1993","2410","VANCOUVER","BURNABY CY",251,149,1.68456375838926,0.718120805369127,1773,1993,4,"Vancouver",1780597.35,933,1.40963929885664
"1993-4","5915029","December 31, 1993","2410","VANCOUVER","NEW WESTMINSTER CY",114,37,3.08108108108108,2.91891891891892,1773,1993,4,"Vancouver",1780597.35,933,0.640234581950827
"1993-4","5915034","December 31, 1993","2410","VANCOUVER","COQUITLAM CY",221,134,1.64925373134328,0.529850746268657,1773,1993,4,"Vancouver",1780597.35,933,1.24115651413274
"1993-4","5915038","December 31, 1993","2410","VANCOUVER","ANMORE VL",2,3,0.666666666666667,0,1773,1993,4,"Vancouver",1780597.35,933,0.0112321856482601
"1993-4","5915039","December 31, 1993","2410","VANCOUVER","PORT COQUITLAM CY",187,103,1.81553398058252,0.320388349514563,1773,1993,4,"Vancouver",1780597.35,933,1.05020935811232
"1993-4","5915043","December 31, 1993","2410","VANCOUVER","PORT MOODY CY",16,10,1.6,0.3,1773,1993,4,"Vancouver",1780597.35,933,0.0898574851860809
"1993-4","5915046","December 31, 1993","2410","VANCOUVER","NORTH VANCOUVER DM",152,44,3.45454545454545,0.772727272727273,1773,1993,4,"Vancouver",1780597.35,933,0.853646109267769
"1993-4","5915051","December 31, 1993","2410","VANCOUVER","NORTH VANCOUVER CY",45,13,3.46153846153846,3.23076923076923,1773,1993,4,"Vancouver",1780597.35,933,0.252724177085853
"1993-4","5915055","December 31, 1993","2410","VANCOUVER","WEST VANCOUVER DM",160,55,2.90909090909091,1.52727272727273,1773,1993,4,"Vancouver",1780597.35,933,0.898574851860809
"1993-4","5915065","December 31, 1993","2410","VANCOUVER","LIONS BAY VL",1,1,1,0,1773,1993,4,"Vancouver",1780597.35,933,0.00561609282413006
"1993-4","5917005","December 31, 1993","2440","VICTORIA","NORTH SAANICH DM",4,9,0.444444444444444,0,1947,1993,4,"Victoria",309247.321,935,0.129346310489138
"1993-4","5917010","December 31, 1993","2440","VICTORIA","SIDNEY T",10,9,1.11111111111111,0.333333333333333,1947,1993,4,"Victoria",309247.321,935,0.323365776222844
"1993-4","5917015","December 31, 1993","2440","VICTORIA","CENTRAL SAANICH DM",8,14,0.571428571428571,0.214285714285714,1947,1993,4,"Victoria",309247.321,935,0.258692620978275
"1993-4","5917021","December 31, 1993","2440","VICTORIA","SAANICH DM",80,64,1.25,0.5625,1947,1993,4,"Victoria",309247.321,935,2.58692620978275
"1993-4","5917030","December 31, 1993","2440","VICTORIA","OAK BAY DM",1,1,1,0,1947,1993,4,"Victoria",309247.321,935,0.0323365776222844
"1993-4","5917034","December 31, 1993","2440","VICTORIA","VICTORIA CY",127,32,3.96875,2.5625,1947,1993,4,"Victoria",309247.321,935,4.10674535803012
"1993-4","5917040","December 31, 1993","2440","VICTORIA","ESQUIMALT DM",52,19,2.73684210526316,0.894736842105263,1947,1993,4,"Victoria",309247.321,935,1.68150203635879
"1993-4","5917041","December 31, 1993","2440","VICTORIA","COLWOOD CY",1,6,0.166666666666667,0,1947,1993,4,"Victoria",309247.321,935,0.0323365776222844
"1993-4","5917042","December 31, 1993","2440","VICTORIA","METCHOSIN DM",1,3,0.333333333333333,0,1947,1993,4,"Victoria",309247.321,935,0.0323365776222844
"1993-4","5917044","December 31, 1993","2440","VICTORIA","LANGFORD CY",28,27,1.03703703703704,0.222222222222222,1947,1993,4,"Victoria",309247.321,935,0.905424173423963
"1993-4","5917045","December 31, 1993","2440",NA,NA,0,7,0,0,1947,1993,4,"Victoria",309247.321,935,0
"1993-4","5917047","December 31, 1993","2440","VICTORIA","VIEW ROYAL T",13,14,0.928571428571429,0.214285714285714,1947,1993,4,"Victoria",309247.321,935,0.420375509089697
"1993-4","5917051","December 31, 1993","2440",NA,NA,8,22,0.363636363636364,0,1947,1993,4,"Victoria",309247.321,935,0.258692620978275
"1993-4","5917809","December 31, 1993","2440",NA,NA,4,18,0.222222222222222,0,1947,1993,4,"Victoria",309247.321,935,0.129346310489138
"1994-1","1209001","March 31, 1994","0580",NA,NA,1,17,0.0588235294117647,0,382,1994,1,"Halifax",345880.306,205,0.0289117357262891
"1994-1","1209008","March 31, 1994","0580","HALIFAX","EAST HANTS MD",4,15,0.266666666666667,0,382,1994,1,"Halifax",345880.306,205,0.115646942905156
"1994-1","1209012","March 31, 1994","0580",NA,NA,15,50,0.3,0,382,1994,1,"Halifax",345880.306,205,0.433676035894336
"1994-1","1209018","March 31, 1994","0580",NA,NA,34,30,1.13333333333333,0,382,1994,1,"Halifax",345880.306,205,0.982999014693829
"1994-1","1209021","March 31, 1994","0580",NA,NA,63,18,3.5,0,382,1994,1,"Halifax",345880.306,205,1.82143935075621
"1994-1","1209022","March 31, 1994","0580",NA,NA,24,23,1.04347826086957,0,382,1994,1,"Halifax",345880.306,205,0.693881657430938
"1994-1","1209024","March 31, 1994","0580",NA,NA,23,18,1.27777777777778,0,382,1994,1,"Halifax",345880.306,205,0.664969921704649
"1994-1","1209026","March 31, 1994","0580",NA,NA,2,5,0.4,0,382,1994,1,"Halifax",345880.306,205,0.0578234714525782
"1994-1","2420010","March 31, 1994","1400","QUÃBEC","FOSSAMBAULT-SUR-LE-LAC V",0,1,0,0,1600,1994,1,"Quebec",687365.798,421,0
"1994-1","2420015","March 31, 1994","1400","QUÃBEC","LAC-SAINT-JOSEPH V",1,1,1,0,1600,1994,1,"Quebec",687365.798,421,0.0145482944148466
"1994-1","2421035","March 31, 1994","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",0,1,0,0,1600,1994,1,"Quebec",687365.798,421,0
"1994-1","2421040","March 31, 1994","1400","QUÃBEC","LAC-BEAUPORT MÃ",1,2,0.5,0,1600,1994,1,"Quebec",687365.798,421,0.0145482944148466
"1994-1","2421045","March 31, 1994","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL V",2,2,1,0,1600,1994,1,"Quebec",687365.798,421,0.0290965888296933
"1994-1","2422005","March 31, 1994","1400","QUÉBEC","SAINTE-CATHERINE-JACQUES-CARTIER V",2,3,0.666666666666667,0,1600,1994,1,"Quebec",687365.798,421,0.0290965888296933
"1994-1","2422010","March 31, 1994","1400","QUÃBEC","FOSSAMBAULT-SUR-LE-LAC V",0,1,0,0,1600,1994,1,"Quebec",687365.798,421,0
"1994-1","2422035","March 31, 1994","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",4,3,1.33333333333333,0,1600,1994,1,"Quebec",687365.798,421,0.0581931776593865
"1994-1","2422040","March 31, 1994","1400","QUÃBEC","LAC-BEAUPORT MÃ",5,4,1.25,0,1600,1994,1,"Quebec",687365.798,421,0.0727414720742332
"1994-1","2422045","March 31, 1994","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL V",2,7,0.285714285714286,0,1600,1994,1,"Quebec",687365.798,421,0.0290965888296933
"1994-1","2423005","March 31, 1994","1400","QUÉBEC","SAINTE-CATHERINE-JACQUES-CARTIER V",54,54,1,0,1600,1994,1,"Quebec",687365.798,421,0.785607898401718
"1994-1","2423010","March 31, 1994","1400","QUÃBEC","FOSSAMBAULT-SUR-LE-LAC V",1,1,1,0,1600,1994,1,"Quebec",687365.798,421,0.0145482944148466
"1994-1","2423020","March 31, 1994","1400","QUÃBEC","SHANNON V",2,2,1,0,1600,1994,1,"Quebec",687365.798,421,0.0290965888296933
"1994-1","2423025","March 31, 1994","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",266,63,4.22222222222222,0,1600,1994,1,"Quebec",687365.798,421,3.8698463143492
"1994-1","2423030","March 31, 1994","1400","QUÉBEC","LAC-DELAGE V",128,39,3.28205128205128,0,1600,1994,1,"Quebec",687365.798,421,1.86218168510037
"1994-1","2423035","March 31, 1994","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",24,26,0.923076923076923,0,1600,1994,1,"Quebec",687365.798,421,0.349159065956319
"1994-1","2423040","March 31, 1994","1400","QUÃBEC","LAC-BEAUPORT MÃ",2,3,0.666666666666667,0,1600,1994,1,"Quebec",687365.798,421,0.0290965888296933
"1994-1","2423045","March 31, 1994","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL V",14,11,1.27272727272727,0,1600,1994,1,"Quebec",687365.798,421,0.203676121807853
"1994-1","2423050","March 31, 1994","1400",NA,NA,63,47,1.34042553191489,0,1600,1994,1,"Quebec",687365.798,421,0.916542548135338
"1994-1","2423055","March 31, 1994","1400",NA,NA,16,15,1.06666666666667,0,1600,1994,1,"Quebec",687365.798,421,0.232772710637546
"1994-1","2423060","March 31, 1994","1400",NA,NA,111,45,2.46666666666667,0,1600,1994,1,"Quebec",687365.798,421,1.61486068004798
"1994-1","2423065","March 31, 1994","1400",NA,NA,18,8,2.25,0,1600,1994,1,"Quebec",687365.798,421,0.261869299467239
"1994-1","2423070","March 31, 1994","1400","QUÃBEC","SAINT-LAMBERT-DE-LAUZON MÃ",15,22,0.681818181818182,0,1600,1994,1,"Quebec",687365.798,421,0.2182244162227
"1994-1","2424010","March 31, 1994","1400","QUÃBEC","FOSSAMBAULT-SUR-LE-LAC V",12,11,1.09090909090909,0,1600,1994,1,"Quebec",687365.798,421,0.17457953297816
"1994-1","2424020","March 31, 1994","1400","QUÃBEC","SHANNON V",43,26,1.65384615384615,0,1600,1994,1,"Quebec",687365.798,421,0.625576659838405
"1994-1","2425005","March 31, 1994","1400","QUÉBEC","SAINTE-CATHERINE-JACQUES-CARTIER V",1,1,1,0,1600,1994,1,"Quebec",687365.798,421,0.0145482944148466
"1994-1","2425010","March 31, 1994","1400","QUÃBEC","FOSSAMBAULT-SUR-LE-LAC V",12,12,1,0,1600,1994,1,"Quebec",687365.798,421,0.17457953297816
"1994-1","2425015","March 31, 1994","1400","QUÃBEC","LAC-SAINT-JOSEPH V",2,2,1,0,1600,1994,1,"Quebec",687365.798,421,0.0290965888296933
"1994-1","2425020","March 31, 1994","1400","QUÃBEC","SHANNON V",31,31,1,0,1600,1994,1,"Quebec",687365.798,421,0.450997126860246
"1994-1","2425025","March 31, 1994","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",43,19,2.26315789473684,0,1600,1994,1,"Quebec",687365.798,421,0.625576659838405
"1994-1","2425030","March 31, 1994","1400","QUÉBEC","LAC-DELAGE V",15,6,2.5,0,1600,1994,1,"Quebec",687365.798,421,0.2182244162227
"1994-1","2425035","March 31, 1994","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",6,6,1,0,1600,1994,1,"Quebec",687365.798,421,0.0872897664890798
"1994-1","2425040","March 31, 1994","1400","QUÃBEC","LAC-BEAUPORT MÃ",2,6,0.333333333333333,0,1600,1994,1,"Quebec",687365.798,421,0.0290965888296933
"1994-1","2425045","March 31, 1994","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL V",8,9,0.888888888888889,0,1600,1994,1,"Quebec",687365.798,421,0.116386355318773
"1994-1","2455055","March 31, 1994","1060","MONTRÃAL","POINTE-DES-CASCADES VL",2,2,1,0,730,1994,1,"Montreal",3470911.62,462,0.0057621749527578
"1994-1","2455060","March 31, 1994","1060","MONTRÃAL","L'ÃLE-PERROT V",3,4,0.75,0,730,1994,1,"Montreal",3470911.62,462,0.0086432624291367
"1994-1","2455065","March 31, 1994","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",3,4,0.75,0,730,1994,1,"Montreal",3470911.62,462,0.0086432624291367
"1994-1","2457005","March 31, 1994","1060","MONTRÉAL","CHAMBLY V",38,29,1.31034482758621,0.758620689655172,730,1994,1,"Montreal",3470911.62,462,0.109481324102398
"1994-1","2457010","March 31, 1994","1060","MONTRÉAL","CARIGNAN V",2,2,1,0,730,1994,1,"Montreal",3470911.62,462,0.0057621749527578
"1994-1","2457015","March 31, 1994","1060","MONTRÉAL","SAINTE-MARTHE-SUR-LE-LAC V",8,9,0.888888888888889,0,730,1994,1,"Montreal",3470911.62,462,0.0230486998110312
"1994-1","2457020","March 31, 1994","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",28,32,0.875,0.0625,730,1994,1,"Montreal",3470911.62,462,0.0806704493386092
"1994-1","2457030","March 31, 1994","1060","MONTRÃAL","BOIS-DES-FILION V",18,19,0.947368421052632,0.157894736842105,730,1994,1,"Montreal",3470911.62,462,0.0518595745748202
"1994-1","2457035","March 31, 1994","1060","MONTRÉAL","SAINT-CONSTANT V",21,20,1.05,0.7,730,1994,1,"Montreal",3470911.62,462,0.0605028370039569
"1994-1","2457040","March 31, 1994","1060","MONTRÃAL","COTEAU-DU-LAC V",16,14,1.14285714285714,0.714285714285714,730,1994,1,"Montreal",3470911.62,462,0.0460973996220624
"1994-1","2457045","March 31, 1994","1060","MONTRÉAL","MERCIER V",3,4,0.75,0,730,1994,1,"Montreal",3470911.62,462,0.0086432624291367
"1994-1","2458005","March 31, 1994","1060","MONTRÉAL","CHAMBLY V",72,50,1.44,1.88,730,1994,1,"Montreal",3470911.62,462,0.207438298299281
"1994-1","2458010","March 31, 1994","1060","MONTRÉAL","CARIGNAN V",32,7,4.57142857142857,3.42857142857143,730,1994,1,"Montreal",3470911.62,462,0.0921947992441248
"1994-1","2458015","March 31, 1994","1060","MONTRÉAL","SAINTE-MARTHE-SUR-LE-LAC V",6,4,1.5,1.5,730,1994,1,"Montreal",3470911.62,462,0.0172865248582734
"1994-1","2458020","March 31, 1994","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",113,82,1.3780487804878,0.597560975609756,730,1994,1,"Montreal",3470911.62,462,0.325562884830816
"1994-1","2458030","March 31, 1994","1060","MONTRÃAL","BOIS-DES-FILION V",83,66,1.25757575757576,0.803030303030303,730,1994,1,"Montreal",3470911.62,462,0.239130260539449
"1994-1","2459005","March 31, 1994","1060","MONTRÉAL","CHAMBLY V",58,47,1.23404255319149,0.553191489361702,730,1994,1,"Montreal",3470911.62,462,0.167103073629976
"1994-1","2459010","March 31, 1994","1060","MONTRÉAL","CARIGNAN V",42,42,1,0.214285714285714,730,1994,1,"Montreal",3470911.62,462,0.121005674007914
"1994-1","2459015","March 31, 1994","1060","MONTRÉAL","SAINTE-MARTHE-SUR-LE-LAC V",26,22,1.18181818181818,0.454545454545455,730,1994,1,"Montreal",3470911.62,462,0.0749082743858514
"1994-1","2459020","March 31, 1994","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",58,53,1.09433962264151,0.471698113207547,730,1994,1,"Montreal",3470911.62,462,0.167103073629976
"1994-1","2460005","March 31, 1994","1060","MONTRÉAL","CHAMBLY V",15,6,2.5,10.1666666666667,730,1994,1,"Montreal",3470911.62,462,0.0432163121456835
"1994-1","2460010","March 31, 1994","1060","MONTRÉAL","CARIGNAN V",41,33,1.24242424242424,0.272727272727273,730,1994,1,"Montreal",3470911.62,462,0.118124586531535
"1994-1","2460015","March 31, 1994","1060","MONTRÉAL","SAINTE-MARTHE-SUR-LE-LAC V",155,55,2.81818181818182,0.636363636363636,730,1994,1,"Montreal",3470911.62,462,0.44656855883873
