"ref_yy","metcode","censustr","date_pbi","metro","stcan_cmacode","inventory","num_structures","unitsperstructure","avgstorycount","full_ct"
"2006","1700","0018.05","December 31, 2006","SASKATOON","725",0,4,0,0,"7250018.05"
"2006","1700","0020.00","December 31, 2006","SASKATOON","725",0,1,0,0,"7250020.00"
"2006","1700","0101.00","December 31, 2006","SASKATOON","725",0,10,0,0,"7250101.00"
"2006","1700","0102.01","December 31, 2006","SASKATOON","725",3,7,0.428571428571429,0,"7250102.01"
"2006","1700","0102.02","December 31, 2006","SASKATOON","725",2,14,0.142857142857143,0,"7250102.02"
"2006","1700","0103.00","December 31, 2006","SASKATOON","725",0,2,0,0,"7250103.00"
"2006","1700","0105.00","December 31, 2006","SASKATOON","725",0,1,0,0,"7250105.00"
"2006","2270","0008.00","December 31, 2006","TORONTO","535",7,1,7,0,"5350008.00"
"2006","2270","0010.00","December 31, 2006","TORONTO","535",16,2,8,16,"5350010.00"
"2006","2270","0011.00","December 31, 2006","TORONTO","535",46,5,9.2,4.8,"5350011.00"
"2006","2270","0012.00","December 31, 2006","TORONTO","535",43,2,21.5,0,"5350012.00"
"2006","2270","0013.00","December 31, 2006","TORONTO","535",107,2,53.5,18,"5350013.00"
"2006","2270","0016.00","December 31, 2006","TORONTO","535",1,1,1,17,"5350016.00"
"2006","2270","0022.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350022.00"
"2006","2270","0023.00","December 31, 2006","TORONTO","535",7,1,7,0,"5350023.00"
"2006","2270","0024.00","December 31, 2006","TORONTO","535",6,1,6,0,"5350024.00"
"2006","2270","0026.00","December 31, 2006","TORONTO","535",1,2,0.5,0,"5350026.00"
"2006","2270","0034.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350034.00"
"2006","2270","0039.00","December 31, 2006","TORONTO","535",8,1,8,0,"5350039.00"
"2006","2270","0041.00","December 31, 2006","TORONTO","535",10,1,10,0,"5350041.00"
"2006","2270","0050.02","December 31, 2006","TORONTO","535",42,3,14,9.33333333333333,"5350050.02"
"2006","2270","0057.00","December 31, 2006","TORONTO","535",4,1,4,0,"5350057.00"
"2006","2270","0060.00","December 31, 2006","TORONTO","535",2,1,2,0,"5350060.00"
"2006","2270","0063.01","December 31, 2006","TORONTO","535",2,1,2,0,"5350063.01"
"2006","2270","0066.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350066.00"
"2006","2270","0074.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350074.00"
"2006","2270","0077.00","December 31, 2006","TORONTO","535",5,2,2.5,0,"5350077.00"
"2006","2270","0079.00","December 31, 2006","TORONTO","535",10,11,0.909090909090909,0,"5350079.00"
"2006","2270","0084.00","December 31, 2006","TORONTO","535",1,2,0.5,0,"5350084.00"
"2006","2270","0087.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350087.00"
"2006","2270","0089.00","December 31, 2006","TORONTO","535",2,1,2,36,"5350089.00"
"2006","2270","0097.02","December 31, 2006","TORONTO","535",0,1,0,0,"5350097.02"
"2006","2270","0099.00","December 31, 2006","TORONTO","535",2,1,2,0,"5350099.00"
"2006","2270","0103.00","December 31, 2006","TORONTO","535",14,1,14,0,"5350103.00"
"2006","2270","0106.00","December 31, 2006","TORONTO","535",1,1,1,3,"5350106.00"
"2006","2270","0119.00","December 31, 2006","TORONTO","535",2,2,1,0,"5350119.00"
"2006","2270","0122.00","December 31, 2006","TORONTO","535",0,2,0,0,"5350122.00"
"2006","2270","0126.00","December 31, 2006","TORONTO","535",8,8,1,0,"5350126.00"
"2006","2270","0129.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350129.00"
"2006","2270","0130.00","December 31, 2006","TORONTO","535",0,3,0,0,"5350130.00"
"2006","2270","0132.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350132.00"
"2006","2270","0138.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350138.00"
"2006","2270","0139.00","December 31, 2006","TORONTO","535",71,4,17.75,6.75,"5350139.00"
"2006","2270","0141.01","December 31, 2006","TORONTO","535",1,1,1,0,"5350141.01"
"2006","2270","0141.02","December 31, 2006","TORONTO","535",0,1,0,0,"5350141.02"
"2006","2270","0142.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350142.00"
"2006","2270","0175.02","December 31, 2006","TORONTO","535",67,2,33.5,0,"5350175.02"
"2006","2270","0176.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350176.00"
"2006","2270","0181.02","December 31, 2006","TORONTO","535",2,2,1,0,"5350181.02"
"2006","2270","0182.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350182.00"
"2006","2270","0183.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350183.00"
"2006","2270","0185.01","December 31, 2006","TORONTO","535",5,1,5,0,"5350185.01"
"2006","2270","0185.02","December 31, 2006","TORONTO","535",1,3,0.333333333333333,0,"5350185.02"
"2006","2270","0186.00","December 31, 2006","TORONTO","535",10,10,1,0,"5350186.00"
"2006","2270","0192.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350192.00"
"2006","2270","0195.00","December 31, 2006","TORONTO","535",1,2,0.5,0,"5350195.00"
"2006","2270","0200.00","December 31, 2006","TORONTO","535",12,1,12,14,"5350200.00"
"2006","2270","0206.01","December 31, 2006","TORONTO","535",2,2,1,0,"5350206.01"
"2006","2270","0206.02","December 31, 2006","TORONTO","535",1,1,1,0,"5350206.02"
"2006","2270","0209.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350209.00"
"2006","2270","0210.00","December 31, 2006","TORONTO","535",12,4,3,6,"5350210.00"
"2006","2270","0213.00","December 31, 2006","TORONTO","535",5,2,2.5,0,"5350213.00"
"2006","2270","0214.00","December 31, 2006","TORONTO","535",5,5,1,0,"5350214.00"
"2006","2270","0215.00","December 31, 2006","TORONTO","535",15,5,3,0,"5350215.00"
"2006","2270","0216.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350216.00"
"2006","2270","0217.00","December 31, 2006","TORONTO","535",6,1,6,0,"5350217.00"
"2006","2270","0222.01","December 31, 2006","TORONTO","535",1,1,1,0,"5350222.01"
"2006","2270","0222.02","December 31, 2006","TORONTO","535",1,1,1,0,"5350222.02"
"2006","2270","0223.00","December 31, 2006","TORONTO","535",2,2,1,0,"5350223.00"
"2006","2270","0225.01","December 31, 2006","TORONTO","535",1,1,1,0,"5350225.01"
"2006","2270","0226.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350226.00"
"2006","2270","0230.01","December 31, 2006","TORONTO","535",19,3,6.33333333333333,2,"5350230.01"
"2006","2270","0230.02","December 31, 2006","TORONTO","535",6,1,6,0,"5350230.02"
"2006","2270","0231.00","December 31, 2006","TORONTO","535",1,4,0.25,0,"5350231.00"
"2006","2270","0232.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350232.00"
"2006","2270","0240.01","December 31, 2006","TORONTO","535",2,1,2,0,"5350240.01"
"2006","2270","0242.00","December 31, 2006","TORONTO","535",3,2,1.5,0,"5350242.00"
"2006","2270","0247.01","December 31, 2006","TORONTO","535",15,1,15,29,"5350247.01"
"2006","2270","0250.02","December 31, 2006","TORONTO","535",1,1,1,0,"5350250.02"
"2006","2270","0262.01","December 31, 2006","TORONTO","535",4,1,4,8,"5350262.01"
"2006","2270","0262.02","December 31, 2006","TORONTO","535",7,1,7,0,"5350262.02"
"2006","2270","0263.02","December 31, 2006","TORONTO","535",19,2,9.5,8,"5350263.02"
"2006","2270","0263.03","December 31, 2006","TORONTO","535",2,2,1,0,"5350263.03"
"2006","2270","0264.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350264.00"
"2006","2270","0265.00","December 31, 2006","TORONTO","535",1,3,0.333333333333333,0,"5350265.00"
"2006","2270","0266.00","December 31, 2006","TORONTO","535",7,8,0.875,0,"5350266.00"
"2006","2270","0267.00","December 31, 2006","TORONTO","535",3,4,0.75,0,"5350267.00"
"2006","2270","0269.02","December 31, 2006","TORONTO","535",1,1,1,0,"5350269.02"
"2006","2270","0273.01","December 31, 2006","TORONTO","535",28,7,4,2,"5350273.01"
"2006","2270","0273.02","December 31, 2006","TORONTO","535",2,2,1,0,"5350273.02"
"2006","2270","0274.01","December 31, 2006","TORONTO","535",6,7,0.857142857142857,0,"5350274.01"
"2006","2270","0274.02","December 31, 2006","TORONTO","535",24,6,4,0,"5350274.02"
"2006","2270","0275.00","December 31, 2006","TORONTO","535",1,4,0.25,0,"5350275.00"
"2006","2270","0276.01","December 31, 2006","TORONTO","535",7,7,1,0,"5350276.01"
"2006","2270","0276.02","December 31, 2006","TORONTO","535",2,4,0.5,0,"5350276.02"
"2006","2270","0277.00","December 31, 2006","TORONTO","535",4,5,0.8,0,"5350277.00"
"2006","2270","0278.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350278.00"
"2006","2270","0279.01","December 31, 2006","TORONTO","535",0,1,0,0,"5350279.01"
"2006","2270","0281.01","December 31, 2006","TORONTO","535",0,1,0,0,"5350281.01"
"2006","2270","0285.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350285.00"
"2006","2270","0287.01","December 31, 2006","TORONTO","535",1,1,1,0,"5350287.01"
"2006","2270","0287.02","December 31, 2006","TORONTO","535",1,1,1,0,"5350287.02"
"2006","2270","0288.00","December 31, 2006","TORONTO","535",10,6,1.66666666666667,2.66666666666667,"5350288.00"
"2006","2270","0289.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350289.00"
"2006","2270","0290.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350290.00"
"2006","2270","0291.02","December 31, 2006","TORONTO","535",0,1,0,0,"5350291.02"
"2006","2270","0293.00","December 31, 2006","TORONTO","535",5,5,1,0,"5350293.00"
"2006","2270","0297.01","December 31, 2006","TORONTO","535",1,1,1,0,"5350297.01"
"2006","2270","0297.02","December 31, 2006","TORONTO","535",5,3,1.66666666666667,0,"5350297.02"
"2006","2270","0299.00","December 31, 2006","TORONTO","535",9,12,0.75,0,"5350299.00"
"2006","2270","0300.00","December 31, 2006","TORONTO","535",6,2,3,20,"5350300.00"
"2006","2270","0302.02","December 31, 2006","TORONTO","535",1,1,1,0,"5350302.02"
"2006","2270","0306.01","December 31, 2006","TORONTO","535",3,5,0.6,0,"5350306.01"
"2006","2270","0306.02","December 31, 2006","TORONTO","535",2,2,1,0,"5350306.02"
"2006","2270","0307.01","December 31, 2006","TORONTO","535",3,3,1,20,"5350307.01"
"2006","2270","0307.02","December 31, 2006","TORONTO","535",13,7,1.85714285714286,0.571428571428571,"5350307.02"
"2006","2270","0308.01","December 31, 2006","TORONTO","535",4,4,1,0,"5350308.01"
"2006","2270","0308.02","December 31, 2006","TORONTO","535",8,3,2.66666666666667,0,"5350308.02"
"2006","2270","0311.06","December 31, 2006","TORONTO","535",21,9,2.33333333333333,0,"5350311.06"
"2006","2270","0312.03","December 31, 2006","TORONTO","535",2,1,2,0,"5350312.03"
"2006","2270","0317.04","December 31, 2006","TORONTO","535",14,2,7,0,"5350317.04"
"2006","2270","0318.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350318.00"
"2006","2270","0319.00","December 31, 2006","TORONTO","535",22,1,22,0,"5350319.00"
"2006","2270","0321.01","December 31, 2006","TORONTO","535",0,1,0,0,"5350321.01"
"2006","2270","0331.01","December 31, 2006","TORONTO","535",0,2,0,0,"5350331.01"
"2006","2270","0331.04","December 31, 2006","TORONTO","535",78,1,78,12,"5350331.04"
"2006","2270","0336.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350336.00"
"2006","2270","0355.04","December 31, 2006","TORONTO","535",1,1,1,0,"5350355.04"
"2006","2270","0360.00","December 31, 2006","TORONTO","535",0,2,0,0,"5350360.00"
"2006","2270","0361.01","December 31, 2006","TORONTO","535",0,3,0,0,"5350361.01"
"2006","2270","0362.01","December 31, 2006","TORONTO","535",3,2,1.5,0,"5350362.01"
"2006","2270","0362.02","December 31, 2006","TORONTO","535",0,3,0,0,"5350362.02"
"2006","2270","0369.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350369.00"
"2006","2270","0370.01","December 31, 2006","TORONTO","535",0,4,0,0,"5350370.01"
"2006","2270","0377.04","December 31, 2006","TORONTO","535",3,1,3,0,"5350377.04"
"2006","2270","0378.01","December 31, 2006","TORONTO","535",8,2,4,0,"5350378.01"
"2006","2270","0400.01","December 31, 2006","TORONTO","535",0,120,0,0,"5350400.01"
"2006","2270","0401.09","December 31, 2006","TORONTO","535",8,1,8,0,"5350401.09"
"2006","2270","0402.10","December 31, 2006","TORONTO","535",3,1,3,0,"5350402.10"
"2006","2270","0402.11","December 31, 2006","TORONTO","535",1,1,1,0,"5350402.11"
"2006","2270","0403.01","December 31, 2006","TORONTO","535",0,2,0,0,"5350403.01"
"2006","2270","0403.02","December 31, 2006","TORONTO","535",16,33,0.484848484848485,0.363636363636364,"5350403.02"
"2006","2270","0410.05","December 31, 2006","TORONTO","535",1,1,1,0,"5350410.05"
"2006","2270","0410.13","December 31, 2006","TORONTO","535",1,1,1,0,"5350410.13"
"2006","2270","0411.02","December 31, 2006","TORONTO","535",7,70,0.1,0.0285714285714286,"5350411.02"
"2006","2270","0411.05","December 31, 2006","TORONTO","535",3,14,0.214285714285714,0,"5350411.05"
"2006","2270","0412.02","December 31, 2006","TORONTO","535",1,14,0.0714285714285714,0,"5350412.02"
"2006","2270","0412.07","December 31, 2006","TORONTO","535",7,31,0.225806451612903,0.129032258064516,"5350412.07"
"2006","2270","0413.00","December 31, 2006","TORONTO","535",1,30,0.0333333333333333,0,"5350413.00"
"2006","2270","0420.07","December 31, 2006","TORONTO","535",0,3,0,0,"5350420.07"
"2006","2270","0421.06","December 31, 2006","TORONTO","535",0,1,0,0,"5350421.06"
"2006","2270","0422.01","December 31, 2006","TORONTO","535",1,10,0.1,0,"5350422.01"
"2006","2270","0423.02","December 31, 2006","TORONTO","535",0,2,0,0,"5350423.02"
"2006","2270","0424.02","December 31, 2006","TORONTO","535",7,68,0.102941176470588,0,"5350424.02"
"2006","2270","0424.03","December 31, 2006","TORONTO","535",0,1,0,0,"5350424.03"
"2006","2270","0424.06","December 31, 2006","TORONTO","535",3,9,0.333333333333333,0,"5350424.06"
"2006","2270","0430.02","December 31, 2006","TORONTO","535",2,21,0.0952380952380952,0,"5350430.02"
"2006","2270","0431.01","December 31, 2006","TORONTO","535",0,13,0,0,"5350431.01"
"2006","2270","0431.02","December 31, 2006","TORONTO","535",0,2,0,0,"5350431.02"
"2006","2270","0440.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350440.00"
"2006","2270","0441.03","December 31, 2006","TORONTO","535",1,3,0.333333333333333,0,"5350441.03"
"2006","2270","0442.01","December 31, 2006","TORONTO","535",5,7,0.714285714285714,0,"5350442.01"
"2006","2270","0451.04","December 31, 2006","TORONTO","535",1,16,0.0625,0,"5350451.04"
"2006","2270","0452.04","December 31, 2006","TORONTO","535",1,4,0.25,0,"5350452.04"
"2006","2270","0456.03","December 31, 2006","TORONTO","535",0,1,0,0,"5350456.03"
"2006","2270","0460.02","December 31, 2006","TORONTO","535",0,1,0,0,"5350460.02"
"2006","2270","0461.02","December 31, 2006","TORONTO","535",4,5,0.8,0,"5350461.02"
"2006","2270","0470.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350470.00"
"2006","2270","0471.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350471.00"
"2006","2270","0472.00","December 31, 2006","TORONTO","535",0,3,0,0,"5350472.00"
"2006","2270","0473.01","December 31, 2006","TORONTO","535",0,2,0,0,"5350473.01"
"2006","2270","0473.02","December 31, 2006","TORONTO","535",1,3,0.333333333333333,0,"5350473.02"
"2006","2270","0473.03","December 31, 2006","TORONTO","535",0,1,0,0,"5350473.03"
"2006","2270","0474.00","December 31, 2006","TORONTO","535",0,9,0,0,"5350474.00"
"2006","2270","0475.00","December 31, 2006","TORONTO","535",0,4,0,0,"5350475.00"
"2006","2270","0480.01","December 31, 2006","TORONTO","535",0,7,0,0,"5350480.01"
"2006","2270","0480.02","December 31, 2006","TORONTO","535",0,5,0,0,"5350480.02"
"2006","2270","0482.00","December 31, 2006","TORONTO","535",0,4,0,0,"5350482.00"
"2006","2270","0484.00","December 31, 2006","TORONTO","535",2,9,0.222222222222222,0,"5350484.00"
"2006","2270","0485.01","December 31, 2006","TORONTO","535",0,11,0,0,"5350485.01"
"2006","2270","0485.02","December 31, 2006","TORONTO","535",0,1,0,0,"5350485.02"
"2006","2270","0501.02","December 31, 2006","TORONTO","535",0,2,0,0,"5350501.02"
"2006","2270","0504.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350504.00"
"2006","2270","0505.01","December 31, 2006","TORONTO","535",0,1,0,0,"5350505.01"
"2006","2270","0508.00","December 31, 2006","TORONTO","535",0,2,0,0,"5350508.00"
"2006","2270","0516.11","December 31, 2006","TORONTO","535",0,1,0,0,"5350516.11"
"2006","2270","0516.19","December 31, 2006","TORONTO","535",4,4,1,0,"5350516.19"
"2006","2270","0516.27","December 31, 2006","TORONTO","535",19,26,0.730769230769231,0,"5350516.27"
"2006","2270","0516.29","December 31, 2006","TORONTO","535",0,2,0,0,"5350516.29"
"2006","2270","0520.05","December 31, 2006","TORONTO","535",4,2,2,0,"5350520.05"
"2006","2270","0520.06","December 31, 2006","TORONTO","535",2,1,2,0,"5350520.06"
"2006","2270","0528.10","December 31, 2006","TORONTO","535",0,4,0,0,"5350528.10"
"2006","2270","0528.25","December 31, 2006","TORONTO","535",0,3,0,0,"5350528.25"
"2006","2270","0528.28","December 31, 2006","TORONTO","535",10,6,1.66666666666667,0,"5350528.28"
"2006","2270","0528.29","December 31, 2006","TORONTO","535",0,1,0,0,"5350528.29"
"2006","2270","0532.01","December 31, 2006","TORONTO","535",0,1,0,0,"5350532.01"
"2006","2270","0573.02","December 31, 2006","TORONTO","535",16,6,2.66666666666667,0,"5350573.02"
"2006","2270","0573.04","December 31, 2006","TORONTO","535",0,4,0,0,"5350573.04"
"2006","2270","0575.06","December 31, 2006","TORONTO","535",20,20,1,0,"5350575.06"
"2006","2270","0576.01","December 31, 2006","TORONTO","535",8,57,0.140350877192982,0,"5350576.01"
"2006","2270","0576.08","December 31, 2006","TORONTO","535",0,30,0,0,"5350576.08"
"2006","2270","0576.10","December 31, 2006","TORONTO","535",6,1,6,0,"5350576.10"
"2006","2270","0576.12","December 31, 2006","TORONTO","535",34,91,0.373626373626374,0,"5350576.12"
"2006","2270","0576.13","December 31, 2006","TORONTO","535",89,182,0.489010989010989,0,"5350576.13"
"2006","2270","0587.01","December 31, 2006","TORONTO","535",0,2,0,0,"5350587.01"
"2006","2270","0587.02","December 31, 2006","TORONTO","535",1,1,1,0,"5350587.02"
"2006","2270","0592.01","December 31, 2006","TORONTO","535",1,2,0.5,0,"5350592.01"
"2006","2270","0593.00","December 31, 2006","TORONTO","535",2,6,0.333333333333333,0,"5350593.00"
"2006","2270","0601.00","December 31, 2006","TORONTO","535",1,1,1,0,"5350601.00"
"2006","2270","0602.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350602.00"
"2006","2270","0605.00","December 31, 2006","TORONTO","535",5,1,5,0,"5350605.00"
"2006","2270","0610.02","December 31, 2006","TORONTO","535",6,20,0.3,0,"5350610.02"
"2006","2270","0610.03","December 31, 2006","TORONTO","535",3,2,1.5,0,"5350610.03"
"2006","2270","0610.04","December 31, 2006","TORONTO","535",1,2,0.5,0,"5350610.04"
"2006","2270","0612.02","December 31, 2006","TORONTO","535",7,8,0.875,0,"5350612.02"
"2006","2270","0612.05","December 31, 2006","TORONTO","535",2,1,2,0,"5350612.05"
"2006","2270","0612.08","December 31, 2006","TORONTO","535",4,2,2,0,"5350612.08"
"2006","2270","0612.09","December 31, 2006","TORONTO","535",2,2,1,0,"5350612.09"
"2006","2270","0612.11","December 31, 2006","TORONTO","535",3,3,1,0,"5350612.11"
"2006","2270","0613.01","December 31, 2006","TORONTO","535",1,1,1,0,"5350613.01"
"2006","2270","0613.03","December 31, 2006","TORONTO","535",8,32,0.25,0,"5350613.03"
"2006","2270","0620.00","December 31, 2006","TORONTO","535",26,51,0.509803921568627,0,"5350620.00"
"2006","2270","0634.00","December 31, 2006","TORONTO","535",1,2,0.5,0,"5350634.00"
"2006","2270","0637.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350637.00"
"2006","2270","0803.03","December 31, 2006","TORONTO","535",0,1,0,0,"5350803.03"
"2006","2270","0804.01","December 31, 2006","TORONTO","535",0,6,0,0,"5350804.01"
"2006","2270","0805.03","December 31, 2006","TORONTO","535",3,76,0.0394736842105263,0,"5350805.03"
"2006","2270","0805.04","December 31, 2006","TORONTO","535",1,1,1,0,"5350805.04"
"2006","2270","0805.06","December 31, 2006","TORONTO","535",1,1,1,0,"5350805.06"
"2006","2270","0805.07","December 31, 2006","TORONTO","535",8,51,0.156862745098039,0,"5350805.07"
"2006","2270","0806.00","December 31, 2006","TORONTO","535",0,1,0,0,"5350806.00"
"2006","2270","0811.00","December 31, 2006","TORONTO","535",1,3,0.333333333333333,0,"5350811.00"
"2006","2270","0820.01","December 31, 2006","TORONTO","535",0,1,0,0,"5350820.01"
"2006","2270","0831.01","December 31, 2006","TORONTO","535",0,4,0,0,"5350831.01"
"2006","2410","0000.00","December 31, 2006","VANCOUVER","933",15,15,1,0,"9330000.00"
"2006","2410","0002.01","December 31, 2006","VANCOUVER","933",1,3,0.333333333333333,0,"9330002.01"
"2006","2410","0002.02","December 31, 2006","VANCOUVER","933",2,5,0.4,0,"9330002.02"
"2006","2410","0003.01","December 31, 2006","VANCOUVER","933",4,4,1,0,"9330003.01"
"2006","2410","0003.02","December 31, 2006","VANCOUVER","933",2,2,1,0,"9330003.02"
"2006","2410","0004.01","December 31, 2006","VANCOUVER","933",2,2,1,0,"9330004.01"
"2006","2410","0004.02","December 31, 2006","VANCOUVER","933",6,8,0.75,0,"9330004.02"
"2006","2410","0005.00","December 31, 2006","VANCOUVER","933",13,6,2.16666666666667,0.5,"9330005.00"
"2006","2410","0006.01","December 31, 2006","VANCOUVER","933",3,4,0.75,0,"9330006.01"
"2006","2410","0006.02","December 31, 2006","VANCOUVER","933",6,6,1,0,"9330006.02"
"2006","2410","0007.01","December 31, 2006","VANCOUVER","933",5,7,0.714285714285714,0,"9330007.01"
"2006","2410","0007.02","December 31, 2006","VANCOUVER","933",5,5,1,0,"9330007.02"
"2006","2410","0008.00","December 31, 2006","VANCOUVER","933",2,3,0.666666666666667,0,"9330008.00"
"2006","2410","0009.00","December 31, 2006","VANCOUVER","933",1,2,0.5,0,"9330009.00"
"2006","2410","0010.01","December 31, 2006","VANCOUVER","933",1,1,1,0,"9330010.01"
"2006","2410","0010.02","December 31, 2006","VANCOUVER","933",6,5,1.2,1.2,"9330010.02"
"2006","2410","0011.00","December 31, 2006","VANCOUVER","933",2,3,0.666666666666667,0,"9330011.00"
"2006","2410","0012.00","December 31, 2006","VANCOUVER","933",6,6,1,0,"9330012.00"
"2006","2410","0013.01","December 31, 2006","VANCOUVER","933",3,4,0.75,0,"9330013.01"
"2006","2410","0013.02","December 31, 2006","VANCOUVER","933",3,3,1,0,"9330013.02"
"2006","2410","0014.00","December 31, 2006","VANCOUVER","933",7,7,1,0,"9330014.00"
"2006","2410","0015.01","December 31, 2006","VANCOUVER","933",1,2,0.5,0,"9330015.01"
"2006","2410","0015.02","December 31, 2006","VANCOUVER","933",0,1,0,0,"9330015.02"
"2006","2410","0016.01","December 31, 2006","VANCOUVER","933",1,3,0.333333333333333,0,"9330016.01"
"2006","2410","0016.03","December 31, 2006","VANCOUVER","933",3,5,0.6,0,"9330016.03"
"2006","2410","0016.04","December 31, 2006","VANCOUVER","933",6,7,0.857142857142857,0,"9330016.04"
"2006","2410","0017.01","December 31, 2006","VANCOUVER","933",11,8,1.375,0,"9330017.01"
"2006","2410","0017.02","December 31, 2006","VANCOUVER","933",1,3,0.333333333333333,0,"9330017.02"
"2006","2410","0018.01","December 31, 2006","VANCOUVER","933",5,5,1,0.4,"9330018.01"
"2006","2410","0018.02","December 31, 2006","VANCOUVER","933",1,3,0.333333333333333,0,"9330018.02"
"2006","2410","0019.00","December 31, 2006","VANCOUVER","933",4,5,0.8,0,"9330019.00"
"2006","2410","0020.00","December 31, 2006","VANCOUVER","933",3,4,0.75,0.5,"9330020.00"
"2006","2410","0021.00","December 31, 2006","VANCOUVER","933",2,2,1,0,"9330021.00"
"2006","2410","0023.00","December 31, 2006","VANCOUVER","933",1,2,0.5,0,"9330023.00"
"2006","2410","0024.00","December 31, 2006","VANCOUVER","933",7,8,0.875,0,"9330024.00"
"2006","2410","0025.00","December 31, 2006","VANCOUVER","933",10,10,1,0,"9330025.00"
"2006","2410","0026.00","December 31, 2006","VANCOUVER","933",4,5,0.8,0,"9330026.00"
"2006","2410","0027.00","December 31, 2006","VANCOUVER","933",7,8,0.875,0,"9330027.00"
"2006","2410","0029.00","December 31, 2006","VANCOUVER","933",4,3,1.33333333333333,0,"9330029.00"
"2006","2410","0030.00","December 31, 2006","VANCOUVER","933",3,4,0.75,0,"9330030.00"
"2006","2410","0031.01","December 31, 2006","VANCOUVER","933",1,2,0.5,0,"9330031.01"
"2006","2410","0031.02","December 31, 2006","VANCOUVER","933",0,1,0,0,"9330031.02"
"2006","2410","0033.00","December 31, 2006","VANCOUVER","933",2,3,0.666666666666667,0,"9330033.00"
"2006","2410","0034.01","December 31, 2006","VANCOUVER","933",0,2,0,0,"9330034.01"
"2006","2410","0034.02","December 31, 2006","VANCOUVER","933",10,10,1,0,"9330034.02"
"2006","2410","0035.01","December 31, 2006","VANCOUVER","933",2,4,0.5,0,"9330035.01"
"2006","2410","0036.01","December 31, 2006","VANCOUVER","933",1,1,1,0,"9330036.01"
"2006","2410","0036.02","December 31, 2006","VANCOUVER","933",3,6,0.5,0,"9330036.02"
"2006","2410","0037.01","December 31, 2006","VANCOUVER","933",5,5,1,0,"9330037.01"
"2006","2410","0037.02","December 31, 2006","VANCOUVER","933",2,5,0.4,0,"9330037.02"
"2006","2410","0038.00","December 31, 2006","VANCOUVER","933",2,2,1,3,"9330038.00"
"2006","2410","0039.01","December 31, 2006","VANCOUVER","933",2,2,1,0,"9330039.01"
"2006","2410","0041.01","December 31, 2006","VANCOUVER","933",1,1,1,12,"9330041.01"
"2006","2410","0041.02","December 31, 2006","VANCOUVER","933",2,2,1,0,"9330041.02"
"2006","2410","0042.00","December 31, 2006","VANCOUVER","933",2,2,1,0,"9330042.00"
"2006","2410","0043.01","December 31, 2006","VANCOUVER","933",2,2,1,0,"9330043.01"
"2006","2410","0043.02","December 31, 2006","VANCOUVER","933",4,3,1.33333333333333,0,"9330043.02"
"2006","2410","0044.00","December 31, 2006","VANCOUVER","933",9,10,0.9,0,"9330044.00"
"2006","2410","0045.01","December 31, 2006","VANCOUVER","933",9,6,1.5,0,"9330045.01"
"2006","2410","0045.02","December 31, 2006","VANCOUVER","933",5,4,1.25,0,"9330045.02"
"2006","2410","0046.00","December 31, 2006","VANCOUVER","933",4,2,2,0,"9330046.00"
"2006","2410","0047.01","December 31, 2006","VANCOUVER","933",2,1,2,4,"9330047.01"
"2006","2410","0048.00","December 31, 2006","VANCOUVER","933",10,4,2.5,0,"9330048.00"
"2006","2410","0049.01","December 31, 2006","VANCOUVER","933",3,1,3,3,"9330049.01"
"2006","2410","0050.02","December 31, 2006","VANCOUVER","933",5,3,1.66666666666667,0,"9330050.02"
"2006","2410","0051.00","December 31, 2006","VANCOUVER","933",12,9,1.33333333333333,0.222222222222222,"9330051.00"
"2006","2410","0052.01","December 31, 2006","VANCOUVER","933",3,5,0.6,0,"9330052.01"
"2006","2410","0052.02","December 31, 2006","VANCOUVER","933",1,2,0.5,0,"9330052.02"
