"ref_yy","metcode","censustr","dweltype","mkttycd","date_pbi","metro","stcan_cmacode","inventory","num_structures","unitsperstructure","avgstorycount","full_ct"
"2006","1060","%07.2f826.1199999999999",5,3,"December 31, 2006","MONTRÃAL","462",9,6,1.5,1.33333333333333,"462%07.2f826.1199999999999"
"2006","1060","%07.2f827.03",1,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f827.03"
"2006","1060","%07.2f827.04",1,1,"December 31, 2006","MONTRÃAL","462",4,11,0.363636363636364,0,"462%07.2f827.04"
"2006","1060","%07.2f827.04",2,1,"December 31, 2006","MONTRÃAL","462",2,2,1,0,"462%07.2f827.04"
"2006","1060","%07.2f828.02",1,1,"December 31, 2006","MONTRÃAL","462",13,32,0.40625,0,"462%07.2f828.02"
"2006","1060","%07.2f828.02",5,3,"December 31, 2006","MONTRÃAL","462",15,4,3.75,2.5,"462%07.2f828.02"
"2006","1060","%07.2f828.03",1,1,"December 31, 2006","MONTRÃAL","462",8,14,0.571428571428571,0,"462%07.2f828.03"
"2006","1060","%07.2f828.03",2,1,"December 31, 2006","MONTRÃAL","462",1,1,1,0,"462%07.2f828.03"
"2006","1060","%07.2f828.03",5,3,"December 31, 2006","MONTRÃAL","462",4,1,4,3,"462%07.2f828.03"
"2006","1060","%07.2f829.0",1,1,"December 31, 2006","MONTRÃAL","462",3,4,0.75,0,"462%07.2f829.0"
"2006","1060","%07.2f829.0",2,1,"December 31, 2006","MONTRÃAL","462",3,5,0.6,0,"462%07.2f829.0"
"2006","1060","%07.2f830.02",5,3,"December 31, 2006","MONTRÉAL","462",1,1,1,3,"462%07.2f830.02"
"2006","1060","%07.2f831.06",1,1,"December 31, 2006","MONTRÃAL","462",4,10,0.4,0,"462%07.2f831.06"
"2006","1060","%07.2f833.0",1,1,"December 31, 2006","MONTRÃAL","462",0,4,0,0,"462%07.2f833.0"
"2006","1060","%07.2f833.0",2,1,"December 31, 2006","MONTRÃAL","462",1,3,0.333333333333333,0,"462%07.2f833.0"
"2006","1060","%07.2f833.0",5,3,"December 31, 2006","MONTRÃAL","462",6,2,3,3,"462%07.2f833.0"
"2006","1060","%07.2f834.0",1,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f834.0"
"2006","1060","%07.2f850.01",1,1,"December 31, 2006","MONTRÉAL","462",7,16,0.4375,0,"462%07.2f850.01"
"2006","1060","%07.2f850.01",2,1,"December 31, 2006","MONTRÃAL","462",2,2,1,0,"462%07.2f850.01"
"2006","1060","%07.2f850.01",5,3,"December 31, 2006","MONTRÉAL","462",1,1,1,0,"462%07.2f850.01"
"2006","1060","%07.2f850.03",1,1,"December 31, 2006","MONTRÉAL","462",0,2,0,0,"462%07.2f850.03"
"2006","1060","%07.2f850.04",1,1,"December 31, 2006","MONTRÉAL","462",0,1,0,0,"462%07.2f850.04"
"2006","1060","%07.2f850.05",1,1,"December 31, 2006","MONTRÉAL","462",0,1,0,0,"462%07.2f850.05"
"2006","1060","%07.2f850.05",5,3,"December 31, 2006","MONTRÉAL","462",13,2,6.5,0,"462%07.2f850.05"
"2006","1060","%07.2f851.0",5,3,"December 31, 2006","MONTRÉAL","462",3,2,1.5,3,"462%07.2f851.0"
"2006","1060","%07.2f852.01",1,1,"December 31, 2006","MONTRÃAL","462",1,8,0.125,0,"462%07.2f852.01"
"2006","1060","%07.2f853.02",1,1,"December 31, 2006","MONTRÃAL","462",2,3,0.666666666666667,0,"462%07.2f853.02"
"2006","1060","%07.2f853.03",1,1,"December 31, 2006","MONTRÃAL","462",2,4,0.5,0,"462%07.2f853.03"
"2006","1060","%07.2f853.04",1,1,"December 31, 2006","MONTRÃAL","462",3,5,0.6,0,"462%07.2f853.04"
"2006","1060","%07.2f854.01",1,1,"December 31, 2006","MONTRÃAL","462",2,2,1,0,"462%07.2f854.01"
"2006","1060","%07.2f855.01",1,1,"December 31, 2006","MONTRÃAL","462",1,1,1,0,"462%07.2f855.01"
"2006","1060","%07.2f855.01",5,3,"December 31, 2006","MONTRÃAL","462",2,1,2,3,"462%07.2f855.01"
"2006","1060","%07.2f855.02",1,1,"December 31, 2006","MONTRÃAL","462",5,8,0.625,0,"462%07.2f855.02"
"2006","1060","%07.2f855.02",2,1,"December 31, 2006","MONTRÃAL","462",2,2,1,0,"462%07.2f855.02"
"2006","1060","%07.2f857.01",1,1,"December 31, 2006","MONTRÃAL","462",1,1,1,0,"462%07.2f857.01"
"2006","1060","%07.2f857.01",4,1,"December 31, 2006","MONTRÃAL","462",6,2,3,0,"462%07.2f857.01"
"2006","1060","%07.2f857.06",5,3,"December 31, 2006","MONTRÃAL","462",21,6,3.5,3,"462%07.2f857.06"
"2006","1060","%07.2f857.0699999999999",5,3,"December 31, 2006","MONTRÃAL","462",2,1,2,3,"462%07.2f857.0699999999999"
"2006","1060","%07.2f857.0799999999999",1,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f857.0799999999999"
"2006","1060","%07.2f857.0899999999999",1,1,"December 31, 2006","MONTRÃAL","462",2,5,0.4,0,"462%07.2f857.0899999999999"
"2006","1060","%07.2f857.0999999999999",1,1,"December 31, 2006","MONTRÃAL","462",1,3,0.333333333333333,0,"462%07.2f857.0999999999999"
"2006","1060","%07.2f858.03",1,1,"December 31, 2006","MONTRÃAL","462",0,2,0,0,"462%07.2f858.03"
"2006","1060","%07.2f861.0",5,3,"December 31, 2006","MONTRÃAL","462",10,2,5,3,"462%07.2f861.0"
"2006","1060","%07.2f864.0",2,1,"December 31, 2006","MONTRÉAL","462",2,1,2,0,"462%07.2f864.0"
"2006","1060","%07.2f876.04",1,1,"December 31, 2006","MONTRÃAL","462",1,1,1,0,"462%07.2f876.04"
"2006","1060","%07.2f876.04",5,3,"December 31, 2006","MONTRÃAL","462",5,3,1.66666666666667,2,"462%07.2f876.04"
"2006","1060","%07.2f876.05",1,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f876.05"
"2006","1060","%07.2f876.05",5,3,"December 31, 2006","MONTRÃAL","462",7,2,3.5,3,"462%07.2f876.05"
"2006","1060","%07.2f877.01",1,1,"December 31, 2006","MONTRÃAL","462",1,6,0.166666666666667,0,"462%07.2f877.01"
"2006","1060","%07.2f877.01",5,3,"December 31, 2006","MONTRÃAL","462",63,5,12.6,2,"462%07.2f877.01"
"2006","1060","%07.2f878.0",4,1,"December 31, 2006","MONTRÃAL","462",2,1,2,0,"462%07.2f878.0"
"2006","1060","%07.2f881.01",1,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f881.01"
"2006","1060","%07.2f884.02",5,3,"December 31, 2006","MONTRÃAL","462",11,1,11,6,"462%07.2f884.02"
"2006","1060","%07.2f887.03",1,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f887.03"
"2006","1060","%07.2f888.0",1,1,"December 31, 2006","MONTRÃAL","462",5,15,0.333333333333333,0,"462%07.2f888.0"
"2006","1060","%07.2f888.0",5,3,"December 31, 2006","MONTRÃAL","462",21,7,3,2.28571428571429,"462%07.2f888.0"
"2006","1060","%07.2f901.01",1,1,"December 31, 2006","MONTRÃAL","462",2,2,1,0,"462%07.2f901.01"
"2006","1060","%07.2f901.01",5,3,"December 31, 2006","MONTRÃAL","462",5,2,2.5,3,"462%07.2f901.01"
"2006","1060","%07.2f901.03",1,1,"December 31, 2006","MONTRÃAL","462",9,16,0.5625,0,"462%07.2f901.03"
"2006","1060","%07.2f901.03",2,1,"December 31, 2006","MONTRÃAL","462",3,2,1.5,0,"462%07.2f901.03"
"2006","1060","%07.2f901.03",5,3,"December 31, 2006","MONTRÃAL","462",4,2,2,2,"462%07.2f901.03"
"2006","1060","%07.2f902.0",1,1,"December 31, 2006","MONTRÃAL","462",1,5,0.2,0,"462%07.2f902.0"
"2006","1060","%07.2f902.0",2,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f902.0"
"2006","1060","%07.2f902.0",5,3,"December 31, 2006","MONTRÃAL","462",2,1,2,2,"462%07.2f902.0"
"2006","1060","%07.2f903.01",1,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f903.01"
"2006","1060","%07.2f903.06",1,1,"December 31, 2006","MONTRÃAL","462",3,10,0.3,0,"462%07.2f903.06"
"2006","1060","%07.2f903.0899999999999",1,1,"December 31, 2006","MONTRÃAL","462",1,7,0.142857142857143,0,"462%07.2f903.0899999999999"
"2006","1060","%07.2f903.0999999999999",1,1,"December 31, 2006","MONTRÃAL","462",2,11,0.181818181818182,0,"462%07.2f903.0999999999999"
"2006","1060","%07.2f903.0999999999999",2,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f903.0999999999999"
"2006","1060","%07.2f904.05",5,3,"December 31, 2006","MONTRÃAL","462",4,1,4,3,"462%07.2f904.05"
"2006","1060","%07.2f926.02",1,1,"December 31, 2006","MONTRÃAL","462",0,1,0,0,"462%07.2f926.02"
"2006","1060","%07.2f929.0",1,1,"December 31, 2006","MONTRÉAL","462",1,3,0.333333333333333,0,"462%07.2f929.0"
"2006","1060","%07.2f929.0",5,3,"December 31, 2006","MONTRÉAL","462",2,1,2,0,"462%07.2f929.0"
"2006","1060","%07.2f930.02",1,1,"December 31, 2006","MONTRÃAL","462",3,8,0.375,0,"462%07.2f930.02"
"2006","1060","%07.2f930.02",2,1,"December 31, 2006","MONTRÃAL","462",8,5,1.6,0,"462%07.2f930.02"
"2006","1060","%07.2f930.02",5,3,"December 31, 2006","MONTRÃAL","462",7,6,1.16666666666667,2,"462%07.2f930.02"
"2006","1060","%07.2f930.03",1,1,"December 31, 2006","MONTRÃAL","462",0,2,0,0,"462%07.2f930.03"
"2006","1060","%07.2f930.04",1,1,"December 31, 2006","MONTRÃAL","462",1,2,0.5,0,"462%07.2f930.04"
"2006","1060","%07.2f930.04",2,1,"December 31, 2006","MONTRÃAL","462",1,1,1,0,"462%07.2f930.04"
"2006","1265","%07.2f1.0099999999999998",4,3,"December 31, 2006","OTTAWA","505",3,1,3,0,"505%07.2f1.0099999999999998"
"2006","1265","%07.2f1.0099999999999998",5,3,"December 31, 2006","OTTAWA","505",4,1,4,0,"505%07.2f1.0099999999999998"
"2006","1265","%07.2f1.0499999999999998",1,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f1.0499999999999998"
"2006","1265","%07.2f2.0399999999999996",5,3,"December 31, 2006","OTTAWA","505",2,1,2,0,"505%07.2f2.0399999999999996"
"2006","1265","%07.2f7.02",1,1,"December 31, 2006","OTTAWA","505",0,3,0,0,"505%07.2f7.02"
"2006","1265","%07.2f7.02",4,1,"December 31, 2006","OTTAWA","505",3,2,1.5,0,"505%07.2f7.02"
"2006","1265","%07.2f13.0",1,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f13.0"
"2006","1265","%07.2f15.0",2,1,"December 31, 2006","OTTAWA","505",2,1,2,0,"505%07.2f15.0"
"2006","1265","%07.2f20.009999999999998",2,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f20.009999999999998"
"2006","1265","%07.2f20.02",1,1,"December 31, 2006","OTTAWA","505",3,5,0.6,0,"505%07.2f20.02"
"2006","1265","%07.2f23.0",1,1,"December 31, 2006","OTTAWA","505",3,4,0.75,0,"505%07.2f23.0"
"2006","1265","%07.2f23.0",4,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f23.0"
"2006","1265","%07.2f31.0",2,1,"December 31, 2006","OTTAWA","505",2,1,2,0,"505%07.2f31.0"
"2006","1265","%07.2f32.01",1,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f32.01"
"2006","1265","%07.2f32.019999999999996",1,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f32.019999999999996"
"2006","1265","%07.2f38.0",2,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f38.0"
"2006","1265","%07.2f42.0",5,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f42.0"
"2006","1265","%07.2f45.0",2,1,"December 31, 2006","OTTAWA","505",2,1,2,0,"505%07.2f45.0"
"2006","1265","%07.2f45.0",5,3,"December 31, 2006","OTTAWA","505",3,1,3,0,"505%07.2f45.0"
"2006","1265","%07.2f46.0",2,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f46.0"
"2006","1265","%07.2f48.0",5,3,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f48.0"
"2006","1265","%07.2f53.0",4,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f53.0"
"2006","1265","%07.2f53.0",5,3,"December 31, 2006","OTTAWA","505",2,1,2,0,"505%07.2f53.0"
"2006","1265","%07.2f55.0",5,3,"December 31, 2006","OTTAWA","505",13,2,6.5,0,"505%07.2f55.0"
"2006","1265","%07.2f62.01",5,3,"December 31, 2006","OTTAWA","505",8,1,8,0,"505%07.2f62.01"
"2006","1265","%07.2f123.02",1,1,"December 31, 2006","OTTAWA","505",0,3,0,0,"505%07.2f123.02"
"2006","1265","%07.2f123.02",2,1,"December 31, 2006","OTTAWA","505",1,2,0.5,0,"505%07.2f123.02"
"2006","1265","%07.2f125.07",2,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f125.07"
"2006","1265","%07.2f125.07",4,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f125.07"
"2006","1265","%07.2f126.00999999999999",1,1,"December 31, 2006","OTTAWA","505",1,8,0.125,0,"505%07.2f126.00999999999999"
"2006","1265","%07.2f126.00999999999999",2,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f126.00999999999999"
"2006","1265","%07.2f126.00999999999999",4,1,"December 31, 2006","OTTAWA","505",4,1,4,0,"505%07.2f126.00999999999999"
"2006","1265","%07.2f126.02",1,1,"December 31, 2006","OTTAWA","505",1,9,0.111111111111111,0,"505%07.2f126.02"
"2006","1265","%07.2f126.02",2,1,"December 31, 2006","OTTAWA","505",2,4,0.5,0,"505%07.2f126.02"
"2006","1265","%07.2f126.02",4,1,"December 31, 2006","OTTAWA","505",11,4,2.75,0,"505%07.2f126.02"
"2006","1265","%07.2f127.0",1,1,"December 31, 2006","OTTAWA","505",0,5,0,0,"505%07.2f127.0"
"2006","1265","%07.2f131.01",5,3,"December 31, 2006","OTTAWA","505",38,1,38,12,"505%07.2f131.01"
"2006","1265","%07.2f132.0",2,1,"December 31, 2006","OTTAWA","505",7,6,1.16666666666667,0,"505%07.2f132.0"
"2006","1265","%07.2f134.0",1,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f134.0"
"2006","1265","%07.2f137.01999999999998",4,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f137.01999999999998"
"2006","1265","%07.2f139.0",1,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f139.0"
"2006","1265","%07.2f141.01",1,1,"December 31, 2006","OTTAWA","505",1,26,0.0384615384615385,0,"505%07.2f141.01"
"2006","1265","%07.2f141.01",4,1,"December 31, 2006","OTTAWA","505",14,10,1.4,0,"505%07.2f141.01"
"2006","1265","%07.2f141.01999999999998",1,1,"December 31, 2006","OTTAWA","505",5,36,0.138888888888889,0,"505%07.2f141.01999999999998"
"2006","1265","%07.2f141.01999999999998",2,1,"December 31, 2006","OTTAWA","505",4,4,1,0,"505%07.2f141.01999999999998"
"2006","1265","%07.2f141.01999999999998",4,1,"December 31, 2006","OTTAWA","505",3,2,1.5,0,"505%07.2f141.01999999999998"
"2006","1265","%07.2f141.01999999999998",4,3,"December 31, 2006","OTTAWA","505",2,1,2,0,"505%07.2f141.01999999999998"
"2006","1265","%07.2f141.01999999999998",5,3,"December 31, 2006","OTTAWA","505",7,4,1.75,0,"505%07.2f141.01999999999998"
"2006","1265","%07.2f151.01",1,1,"December 31, 2006","OTTAWA","505",10,28,0.357142857142857,0,"505%07.2f151.01"
"2006","1265","%07.2f151.01",2,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f151.01"
"2006","1265","%07.2f151.01",4,1,"December 31, 2006","OTTAWA","505",6,4,1.5,0,"505%07.2f151.01"
"2006","1265","%07.2f151.02999999999997",1,1,"December 31, 2006","OTTAWA","505",0,5,0,0,"505%07.2f151.02999999999997"
"2006","1265","%07.2f151.04",1,1,"December 31, 2006","OTTAWA","505",0,2,0,0,"505%07.2f151.04"
"2006","1265","%07.2f151.05999999999997",1,1,"December 31, 2006","OTTAWA","505",1,15,0.0666666666666667,0,"505%07.2f151.05999999999997"
"2006","1265","%07.2f160.05999999999997",4,1,"December 31, 2006","OTTAWA","505",2,2,1,0,"505%07.2f160.05999999999997"
"2006","1265","%07.2f160.05999999999997",4,3,"December 31, 2006","OTTAWA","505",3,2,1.5,0,"505%07.2f160.05999999999997"
"2006","1265","%07.2f160.05999999999997",5,3,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f160.05999999999997"
"2006","1265","%07.2f160.07",1,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f160.07"
"2006","1265","%07.2f160.07",4,1,"December 31, 2006","OTTAWA","505",4,2,2,0,"505%07.2f160.07"
"2006","1265","%07.2f160.07999999999998",1,1,"December 31, 2006","OTTAWA","505",3,26,0.115384615384615,0,"505%07.2f160.07999999999998"
"2006","1265","%07.2f160.07999999999998",2,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f160.07999999999998"
"2006","1265","%07.2f160.07999999999998",4,1,"December 31, 2006","OTTAWA","505",3,3,1,0,"505%07.2f160.07999999999998"
"2006","1265","%07.2f160.07999999999998",4,3,"December 31, 2006","OTTAWA","505",4,4,1,0,"505%07.2f160.07999999999998"
"2006","1265","%07.2f160.08999999999997",1,1,"December 31, 2006","OTTAWA","505",0,2,0,0,"505%07.2f160.08999999999997"
"2006","1265","%07.2f161.01",1,1,"December 31, 2006","OTTAWA","505",1,6,0.166666666666667,0,"505%07.2f161.01"
"2006","1265","%07.2f161.01",2,1,"December 31, 2006","OTTAWA","505",1,2,0.5,0,"505%07.2f161.01"
"2006","1265","%07.2f161.01",4,1,"December 31, 2006","OTTAWA","505",1,1,1,0,"505%07.2f161.01"
"2006","1265","%07.2f161.04",1,1,"December 31, 2006","OTTAWA","505",0,3,0,0,"505%07.2f161.04"
"2006","1265","%07.2f161.04",4,1,"December 31, 2006","OTTAWA","505",3,1,3,0,"505%07.2f161.04"
"2006","1265","%07.2f170.07",1,1,"December 31, 2006","OTTAWA","505",0,6,0,0,"505%07.2f170.07"
"2006","1265","%07.2f170.07",4,1,"December 31, 2006","OTTAWA","505",2,1,2,0,"505%07.2f170.07"
"2006","1265","%07.2f171.01",1,1,"December 31, 2006","OTTAWA","505",2,17,0.117647058823529,0,"505%07.2f171.01"
"2006","1265","%07.2f171.01999999999998",1,1,"December 31, 2006","OTTAWA","505",4,23,0.173913043478261,0,"505%07.2f171.01999999999998"
"2006","1265","%07.2f171.01999999999998",2,1,"December 31, 2006","OTTAWA","505",0,3,0,0,"505%07.2f171.01999999999998"
"2006","1265","%07.2f171.01999999999998",4,1,"December 31, 2006","OTTAWA","505",3,3,1,0,"505%07.2f171.01999999999998"
"2006","1265","%07.2f180.01999999999998",1,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f180.01999999999998"
"2006","1265","%07.2f181.01",1,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f181.01"
"2006","1265","%07.2f181.01999999999998",1,1,"December 31, 2006","OTTAWA","505",0,6,0,0,"505%07.2f181.01999999999998"
"2006","1265","%07.2f182.0",1,1,"December 31, 2006","OTTAWA","505",0,4,0,0,"505%07.2f182.0"
"2006","1265","%07.2f184.0",1,1,"December 31, 2006","OTTAWA","505",6,14,0.428571428571429,0,"505%07.2f184.0"
"2006","1265","%07.2f184.0",2,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f184.0"
"2006","1265","%07.2f190.01",1,1,"December 31, 2006","OTTAWA","505",0,2,0,0,"505%07.2f190.01"
"2006","1265","%07.2f190.01999999999998",1,1,"December 31, 2006","OTTAWA","505",7,10,0.7,0,"505%07.2f190.01999999999998"
"2006","1265","%07.2f191.0",1,1,"December 31, 2006","OTTAWA","505",2,8,0.25,0,"505%07.2f191.0"
"2006","1265","%07.2f200.01",1,1,"December 31, 2006","OTTAWA","505",1,3,0.333333333333333,0,"505%07.2f200.01"
"2006","1265","%07.2f200.01999999999998",1,1,"December 31, 2006","OTTAWA","505",2,2,1,0,"505%07.2f200.01999999999998"
"2006","1265","%07.2f201.0",1,1,"December 31, 2006","OTTAWA","505",1,2,0.5,0,"505%07.2f201.0"
"2006","1265","%07.2f300.0",1,1,"December 31, 2006","OTTAWA","505",2,5,0.4,0,"505%07.2f300.0"
"2006","1265","%07.2f301.0",1,1,"December 31, 2006","OTTAWA","505",0,1,0,0,"505%07.2f301.0"
"2006","1265","%07.2f302.0",1,1,"December 31, 2006","OTTAWA","505",0,3,0,0,"505%07.2f302.0"
"2006","1400","%07.2f20.0",5,3,"December 31, 2006","QUÃBEC","421",24,1,24,0,"421%07.2f20.0"
"2006","1400","%07.2f24.0",5,3,"December 31, 2006","QUÃBEC","421",6,1,6,0,"421%07.2f24.0"
"2006","1400","%07.2f29.0",5,3,"December 31, 2006","QUÃBEC","421",18,1,18,3,"421%07.2f29.0"
"2006","1400","%07.2f32.0",5,3,"December 31, 2006","QUÃBEC","421",8,1,8,7,"421%07.2f32.0"
"2006","1400","%07.2f40.019999999999996",1,1,"December 31, 2006","QUÃBEC","421",6,14,0.428571428571429,0,"421%07.2f40.019999999999996"
"2006","1400","%07.2f40.019999999999996",2,1,"December 31, 2006","QUÃBEC","421",8,14,0.571428571428571,0,"421%07.2f40.019999999999996"
"2006","1400","%07.2f40.019999999999996",5,1,"December 31, 2006","QUÃBEC","421",4,3,1.33333333333333,1.33333333333333,"421%07.2f40.019999999999996"
"2006","1400","%07.2f41.01",2,1,"December 31, 2006","QUÃBEC","421",2,2,1,0,"421%07.2f41.01"
"2006","1400","%07.2f41.019999999999996",1,1,"December 31, 2006","QUÃBEC","421",5,17,0.294117647058824,0,"421%07.2f41.019999999999996"
"2006","1400","%07.2f41.019999999999996",5,3,"December 31, 2006","QUÃBEC","421",45,11,4.09090909090909,2.18181818181818,"421%07.2f41.019999999999996"
"2006","1400","%07.2f41.05",1,1,"December 31, 2006","QUÃBEC","421",5,17,0.294117647058824,0,"421%07.2f41.05"
"2006","1400","%07.2f41.05",2,1,"December 31, 2006","QUÃBEC","421",1,1,1,0,"421%07.2f41.05"
"2006","1400","%07.2f41.06999999999999",5,3,"December 31, 2006","QUÃBEC","421",8,3,2.66666666666667,3,"421%07.2f41.06999999999999"
"2006","1400","%07.2f101.0",1,1,"December 31, 2006","QUÃBEC","421",0,1,0,0,"421%07.2f101.0"
"2006","1400","%07.2f112.00999999999999",1,1,"December 31, 2006","QUÃBEC","421",0,1,0,0,"421%07.2f112.00999999999999"
"2006","1400","%07.2f112.00999999999999",2,1,"December 31, 2006","QUÃBEC","421",1,1,1,0,"421%07.2f112.00999999999999"
"2006","1400","%07.2f112.00999999999999",5,3,"December 31, 2006","QUÃBEC","421",6,1,6,7,"421%07.2f112.00999999999999"
"2006","1400","%07.2f112.02",1,1,"December 31, 2006","QUÃBEC","421",1,1,1,0,"421%07.2f112.02"
"2006","1400","%07.2f112.02",2,1,"December 31, 2006","QUÃBEC","421",0,2,0,0,"421%07.2f112.02"
"2006","1400","%07.2f112.02",4,1,"December 31, 2006","QUÃBEC","421",1,1,1,2,"421%07.2f112.02"
"2006","1400","%07.2f113.00999999999999",5,3,"December 31, 2006","QUÃBEC","421",11,2,5.5,5,"421%07.2f113.00999999999999"
"2006","1400","%07.2f113.02",1,1,"December 31, 2006","QUÃBEC","421",1,7,0.142857142857143,0,"421%07.2f113.02"
"2006","1400","%07.2f116.0",5,3,"December 31, 2006","QUÃBEC","421",6,1,6,7,"421%07.2f116.0"
"2006","1400","%07.2f119.02",1,1,"December 31, 2006","QUÃBEC","421",0,1,0,0,"421%07.2f119.02"
"2006","1400","%07.2f119.02999999999999",1,1,"December 31, 2006","QUÃBEC","421",4,7,0.571428571428571,0,"421%07.2f119.02999999999999"
"2006","1400","%07.2f120.02",2,1,"December 31, 2006","QUÃBEC","421",1,1,1,0,"421%07.2f120.02"
"2006","1400","%07.2f120.02",5,3,"December 31, 2006","QUÃBEC","421",2,1,2,6,"421%07.2f120.02"
"2006","1400","%07.2f140.01",1,1,"December 31, 2006","QUÉBEC","421",1,1,1,0,"421%07.2f140.01"
"2006","1400","%07.2f140.01999999999998",1,1,"December 31, 2006","QUÉBEC","421",0,1,0,0,"421%07.2f140.01999999999998"
"2006","1400","%07.2f140.01999999999998",5,3,"December 31, 2006","QUÉBEC","421",2,2,1,3,"421%07.2f140.01999999999998"
"2006","1400","%07.2f160.02999999999997",5,3,"December 31, 2006","QUÃBEC","421",1,1,1,3,"421%07.2f160.02999999999997"
"2006","1400","%07.2f170.04",1,1,"December 31, 2006","QUÃBEC","421",2,10,0.2,0,"421%07.2f170.04"
"2006","1400","%07.2f170.04",2,1,"December 31, 2006","QUÃBEC","421",2,1,2,0,"421%07.2f170.04"
"2006","1400","%07.2f170.04",5,3,"December 31, 2006","QUÃBEC","421",4,1,4,0,"421%07.2f170.04"
"2006","1400","%07.2f170.04999999999998",1,1,"December 31, 2006","QUÃBEC","421",0,1,0,0,"421%07.2f170.04999999999998"
"2006","1400","%07.2f170.07",1,1,"December 31, 2006","QUÃBEC","421",1,3,0.333333333333333,0,"421%07.2f170.07"
"2006","1400","%07.2f190.0",1,1,"December 31, 2006","QUÉBEC","421",0,4,0,0,"421%07.2f190.0"
"2006","1400","%07.2f200.0",1,1,"December 31, 2006","QUÃBEC","421",2,3,0.666666666666667,0,"421%07.2f200.0"
"2006","1400","%07.2f200.0",5,3,"December 31, 2006","QUÃBEC","421",3,1,3,3,"421%07.2f200.0"
"2006","1400","%07.2f210.01999999999998",1,1,"December 31, 2006","QUÃBEC","421",0,2,0,0,"421%07.2f210.01999999999998"
"2006","1400","%07.2f220.01999999999998",1,1,"December 31, 2006","QUÃBEC","421",0,1,0,0,"421%07.2f220.01999999999998"
"2006","1400","%07.2f230.01999999999998",1,1,"December 31, 2006","QUÃBEC","421",4,16,0.25,0,"421%07.2f230.01999999999998"
"2006","1400","%07.2f240.01",1,1,"December 31, 2006","QUÃBEC","421",0,11,0,0,"421%07.2f240.01"
"2006","1400","%07.2f240.01",2,1,"December 31, 2006","QUÃBEC","421",0,1,0,0,"421%07.2f240.01"
"2006","1400","%07.2f240.01999999999998",1,1,"December 31, 2006","QUÃBEC","421",1,2,0.5,0,"421%07.2f240.01999999999998"
"2006","1400","%07.2f240.01999999999998",5,3,"December 31, 2006","QUÃBEC","421",13,3,4.33333333333333,3.33333333333333,"421%07.2f240.01999999999998"
"2006","1400","%07.2f270.02",5,3,"December 31, 2006","QUÃBEC","421",4,1,4,3,"421%07.2f270.02"
"2006","1400","%07.2f271.01",5,3,"December 31, 2006","QUÃBEC","421",27,1,27,4,"421%07.2f271.01"
"2006","1400","%07.2f273.02",5,1,"December 31, 2006","QUÃBEC","421",1,1,1,2,"421%07.2f273.02"
"2006","1400","%07.2f280.03",5,3,"December 31, 2006","QUÃBEC","421",27,4,6.75,3.5,"421%07.2f280.03"
"2006","1400","%07.2f290.01",5,3,"December 31, 2006","QUÃBEC","421",3,1,3,3,"421%07.2f290.01"
"2006","1400","%07.2f290.02",1,1,"December 31, 2006","QUÃBEC","421",1,8,0.125,0,"421%07.2f290.02"
