"ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"2014","2680","R3W",1,1,"December 31, 2014","WINNIPEG",68,NA,NA,68,1,0,1.19117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V6N",5,2,"September 30, 2014","VANCOUVER",12,5,7,12,1,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R4H",1,1,"September 30, 2014","WINNIPEG",22,NA,NA,22,1,0,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0140","T3H",4,3,"March 31, 2014","CALGARY",52,NA,NA,7,7.42857142857143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T0E",1,1,"June 30, 2014","EDMONTON",36,NA,NA,36,1,0,1.02777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T5Z",2,1,"March 31, 2014","EDMONTON",48,NA,NA,24,2,0,0.458333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T8R",4,3,"December 31, 2014","EDMONTON",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H3T",5,2,"December 31, 2014","MONTRÉAL",8,NA,NA,1,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K1N",5,2,"September 30, 2014","OTTAWA",22,NA,NA,5,4.4,3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G6J",1,1,"June 30, 2014","QUÉBEC",14,NA,NA,14,1,0,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G6W",4,1,"December 31, 2014","QUÉBEC",10,NA,NA,2,5,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V3T",5,3,"September 30, 2014","VANCOUVER",69,NA,NA,1,69,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V6P",5,2,"September 30, 2014","VANCOUVER",15,4,11,15,1,0,0.866666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","nan",1,1,"December 31, 2014","WINNIPEG",27,NA,NA,27,1,0,0.851851851851852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T9G",1,1,"December 31, 2014","EDMONTON",6,NA,NA,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H2P",5,3,"June 30, 2014","MONTRÉAL",8,NA,NA,2,4,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H4W",5,4,"September 30, 2014","MONTRÉAL",44,NA,NA,1,44,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1490","S4T",1,1,"December 31, 2014","REGINA",257,NA,NA,257,1,0,0.154205607476636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1700","S7S",1,1,"June 30, 2014","SASKATOON",351,NA,NA,351,1,0,0.994219653179191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L4B",4,1,"March 31, 2014","TORONTO",73,NA,NA,11,6.63636363636364,0,0.636363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M3H",2,1,"June 30, 2014","TORONTO",40,NA,NA,20,2,0,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V3J",1,1,"March 31, 2014","VANCOUVER",43,NA,NA,43,1,0,0.813953488372093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R2G",5,3,"December 31, 2014","WINNIPEG",15,NA,NA,1,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0140","T2P",5,3,"March 31, 2014","CALGARY",836,NA,NA,4,209,8.75,2.5,2,98,66,NA,NA,166,50.8614457831325,547.467516265061,412810.722891566,206900,989000
"2014","0140","T3R",1,1,"June 30, 2014","CALGARY",591,NA,NA,591,1,0,0.138888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T4X",1,1,"June 30, 2014","EDMONTON",135,NA,NA,135,1,0,0.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T6E",1,1,"June 30, 2014","EDMONTON",33,NA,NA,33,1,0,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T7Z",1,1,"June 30, 2014","EDMONTON",106,NA,NA,106,1,0,1.14150943396226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H1A",1,1,"March 31, 2014","MONTRÉAL",2,NA,NA,2,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H1N",5,2,"December 31, 2014","MONTRÉAL",12,NA,NA,3,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H8Z",5,3,"June 30, 2014","MONTRÉAL",20,NA,NA,1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K1V",4,1,"September 30, 2014","OTTAWA",24,NA,NA,5,4.8,0,0.4,NA,NA,13,10,1,24,148.666666666667,1600.23313333333,346212.5,301900,494400
"2014","1700","S7M",5,3,"December 31, 2014","SASKATOON",128,NA,NA,4,32,4,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M6N",1,1,"September 30, 2014","TORONTO",9,NA,NA,9,1,0,9.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V5N",2,1,"December 31, 2014","VANCOUVER",24,NA,NA,12,2,0,1.58333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R0G",1,1,"September 30, 2014","WINNIPEG",56,NA,NA,56,1,0,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R3L",5,2,"June 30, 2014","WINNIPEG",7,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T9E",4,2,"December 31, 2014","EDMONTON",56,NA,NA,15,3.73333333333333,0,8.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H1C",5,3,"December 31, 2014","MONTRÉAL",6,NA,NA,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J5Z",2,1,"December 31, 2014","MONTRÉAL",8,NA,NA,4,2,0,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J6R",2,1,"June 30, 2014","MONTRÉAL",28,NA,NA,14,2,0,0.538461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G3K",5,3,"March 31, 2014","QUÉBEC",12,NA,NA,2,6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1700","S7L",5,2,"September 30, 2014","SASKATOON",56,NA,NA,1,56,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V3C",5,3,"September 30, 2014","VANCOUVER",430,NA,NA,5,86,11,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V5R",5,2,"June 30, 2014","VANCOUVER",25,11,14,23,1.08695652173913,0.0434782608695652,0.782608695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V5V",5,3,"September 30, 2014","VANCOUVER",103,NA,NA,3,34.3333333333333,4,2,2,6,4,NA,NA,12,62.8333333333333,676.331716666667,81641.6666666667,0,369900
"2014","2440","V8V",2,1,"December 31, 2014","VICTORIA",4,NA,NA,2,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R2M",1,1,"June 30, 2014","WINNIPEG",30,NA,NA,30,1,0,1.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R2X",5,3,"June 30, 2014","WINNIPEG",34,NA,NA,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0140","T1Y",1,1,"March 31, 2014","CALGARY",3,NA,NA,3,1,0,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0140","T2X",5,3,"September 30, 2014","CALGARY",57,NA,NA,1,57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0140","T3H",2,3,"December 31, 2014","CALGARY",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H2E",1,1,"September 30, 2014","MONTRÉAL",3,NA,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H2S",5,1,"December 31, 2014","MONTRÉAL",4,NA,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H3M",5,2,"December 31, 2014","MONTRÉAL",8,NA,NA,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J6X",5,3,"June 30, 2014","MONTRÉAL",66,NA,NA,7,9.42857142857143,1.28571428571429,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K2L",1,1,"June 30, 2014","OTTAWA",146,NA,NA,146,1,0,0.575342465753425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1490","S4N",1,1,"December 31, 2014","REGINA",8,NA,NA,8,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1490","S4V",4,3,"June 30, 2014","REGINA",26,NA,NA,6,4.33333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1490","S4X",2,1,"June 30, 2014","REGINA",40,NA,NA,20,2,0,0.294117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L3Z",4,1,"December 31, 2014","TORONTO",3,NA,NA,1,3,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L6C",2,1,"September 30, 2014","TORONTO",160,NA,NA,80,2,0,1.7625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M4N",2,1,"March 31, 2014","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M6J",5,2,"December 31, 2014","TORONTO",95,NA,NA,1,95,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V6E",5,3,"September 30, 2014","VANCOUVER",22,NA,NA,1,22,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T6W",1,1,"March 31, 2014","EDMONTON",6,NA,NA,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H7E",5,2,"September 30, 2014","MONTRÉAL",57,NA,NA,9,6.33333333333333,2.22222222222222,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H8S",5,2,"September 30, 2014","MONTRÉAL",27,NA,NA,3,9,2.33333333333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H9W",4,1,"June 30, 2014","MONTRÉAL",4,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G3N",5,2,"March 31, 2014","QUÉBEC",5,NA,NA,2,2.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1700","S7S",5,2,"June 30, 2014","SASKATOON",14,NA,NA,1,14,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L6L",1,1,"December 31, 2014","TORONTO",66,NA,NA,66,1,0,1.77272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M8W",1,1,"March 31, 2014","TORONTO",28,NA,NA,28,1,0,6.34615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V6Y",2,3,"March 31, 2014","VANCOUVER",6,NA,NA,3,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R5A",5,3,"December 31, 2014","WINNIPEG",56,NA,NA,4,14,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K4R",2,1,"June 30, 2014","OTTAWA",6,NA,NA,3,2,0,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M2J",4,1,"September 30, 2014","TORONTO",11,NA,NA,3,3.66666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V3W",5,2,"March 31, 2014","VANCOUVER",50,20,30,50,1,0.2,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0140","T3N",2,1,"September 30, 2014","CALGARY",78,NA,NA,39,2,0,0.487179487179487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0580","B3M",2,1,"September 30, 2014","HALIFAX",4,NA,NA,2,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J5A",5,2,"June 30, 2014","MONTRÉAL",64,NA,NA,3,21.3333333333333,0.666666666666667,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K1B",2,1,"December 31, 2014","OTTAWA",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G1H",4,1,"December 31, 2014","QUÉBEC",3,NA,NA,1,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G1V",2,1,"December 31, 2014","QUÉBEC",2,NA,NA,1,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G3C",5,2,"December 31, 2014","QUÉBEC",12,NA,NA,1,12,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1700","nan",4,1,"June 30, 2014","SASKATOON",16,NA,NA,4,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L5C",1,1,"September 30, 2014","TORONTO",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M6A",1,1,"September 30, 2014","TORONTO",1,NA,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R2N",1,1,"September 30, 2014","WINNIPEG",141,NA,NA,141,1,0,0.297872340425532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T5T",1,1,"March 31, 2014","EDMONTON",419,NA,NA,419,1,0,0.174224343675418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0580","B2R",1,1,"September 30, 2014","HALIFAX",9,NA,NA,9,1,0,0.888888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0610","L8E",1,1,"September 30, 2014","HAMILTON",87,NA,NA,87,1,0,0.747126436781609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H9H",1,1,"March 31, 2014","MONTRÉAL",4,NA,NA,4,1,0,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K1K",1,1,"March 31, 2014","OTTAWA",4,NA,NA,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1700","S7M",2,1,"December 31, 2014","SASKATOON",8,NA,NA,4,2,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L1Y",1,1,"September 30, 2014","TORONTO",3,NA,NA,3,1,0,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L9T",2,1,"December 31, 2014","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V3T",4,3,"June 30, 2014","VANCOUVER",21,NA,NA,4,5.25,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R0A",4,1,"September 30, 2014","WINNIPEG",4,NA,NA,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R2H",1,1,"June 30, 2014","WINNIPEG",19,NA,NA,19,1,0,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J4B",2,1,"September 30, 2014","MONTRÉAL",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J7C",2,1,"June 30, 2014","MONTRÉAL",50,NA,NA,25,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K1R",4,1,"December 31, 2014","OTTAWA",5,NA,NA,1,5,0,2,NA,NA,5,NA,NA,5,140,1506.946,618900,599900,674900
"2014","1265","K2L",5,3,"December 31, 2014","OTTAWA",36,NA,NA,3,12,3,2,NA,NA,24,NA,NA,24,116,1248.6124,346500,304000,374000
"2014","2410","V3X",2,1,"March 31, 2014","VANCOUVER",6,NA,NA,3,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R2C",2,3,"June 30, 2014","WINNIPEG",8,NA,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H1T",5,3,"March 31, 2014","MONTRÉAL",21,NA,NA,4,5.25,1.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K1S",2,2,"September 30, 2014","OTTAWA",4,NA,NA,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G2J",1,1,"December 31, 2014","QUÉBEC",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L0G",2,1,"June 30, 2014","TORONTO",2,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L5K",2,1,"June 30, 2014","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M4B",1,1,"September 30, 2014","TORONTO",15,NA,NA,15,1,0,1.73333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V7M",5,2,"June 30, 2014","VANCOUVER",132,121,11,15,8.8,0.333333333333333,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V7R",1,1,"March 31, 2014","VANCOUVER",50,NA,NA,50,1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T5V",4,3,"June 30, 2014","EDMONTON",24,NA,NA,6,4,0,0,NA,NA,NA,8,NA,8,123.875,1333.3781125,314605,299980,329980
"2014","1060","H2M",5,4,"March 31, 2014","MONTRÉAL",79,NA,NA,1,79,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J4L",1,1,"June 30, 2014","MONTRÉAL",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J7Y",4,1,"September 30, 2014","MONTRÉAL",37,NA,NA,9,4.11111111111111,1.11111111111111,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","nan",5,3,"March 31, 2014","OTTAWA",48,NA,NA,3,16,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G0A",1,1,"September 30, 2014","QUÉBEC",215,NA,NA,215,1,0,0.895833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V1M",1,1,"December 31, 2014","VANCOUVER",9,NA,NA,9,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V3C",5,2,"December 31, 2014","VANCOUVER",5,2,3,5,1,0.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V3E",5,3,"June 30, 2014","VANCOUVER",115,NA,NA,2,57.5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J4T",1,1,"June 30, 2014","MONTRÉAL",5,NA,NA,5,1,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","nan",2,1,"December 31, 2014","MONTRÉAL",50,NA,NA,25,2,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G3J",5,2,"June 30, 2014","QUÉBEC",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L5G",1,1,"December 31, 2014","TORONTO",43,NA,NA,43,1,0,0.558139534883721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M2L",1,1,"September 30, 2014","TORONTO",12,NA,NA,12,1,0,1.91666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2440","V8T",2,1,"September 30, 2014","VICTORIA",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T5N",5,3,"March 31, 2014","EDMONTON",12,NA,NA,1,12,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T5W",5,2,"March 31, 2014","EDMONTON",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T6H",4,1,"September 30, 2014","EDMONTON",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0610","L7L",1,1,"June 30, 2014","HAMILTON",9,NA,NA,9,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J7V",5,2,"June 30, 2014","MONTRÉAL",6,NA,NA,1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","K2T",5,2,"March 31, 2014","OTTAWA",28,NA,NA,2,14,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G1B",2,3,"December 31, 2014","QUÉBEC",4,NA,NA,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1490","S4R",5,2,"June 30, 2014","REGINA",34,NA,NA,5,6.8,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1700","S7L",4,1,"December 31, 2014","SASKATOON",26,NA,NA,5,5.2,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L6B",5,2,"March 31, 2014","TORONTO",3,NA,NA,3,1,0,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M2J",5,3,"March 31, 2014","TORONTO",578,NA,NA,2,289,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M6A",5,3,"June 30, 2014","TORONTO",390,NA,NA,1,390,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V2Y",1,3,"September 30, 2014","VANCOUVER",6,NA,NA,6,1,0,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","nan",1,2,"March 31, 2014","VANCOUVER",40,NA,NA,40,1,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0140","T2C",5,3,"March 31, 2014","CALGARY",32,NA,NA,1,32,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0140","T3M",4,3,"September 30, 2014","CALGARY",314,NA,NA,45,6.97777777777778,0,3.46153846153846,NA,4,28,20,NA,52,0,0,340466.807692308,286162,388586
"2014","0140","T3P",4,3,"June 30, 2014","CALGARY",61,NA,NA,12,5.08333333333333,0,6,NA,NA,10,5,NA,15,0,0,386830.466666667,336223,463778
"2014","0340","T6M",2,3,"June 30, 2014","EDMONTON",8,NA,NA,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0580","B4C",1,1,"December 31, 2014","HALIFAX",40,NA,NA,40,1,0,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J5W",4,3,"December 31, 2014","MONTRÉAL",10,NA,NA,2,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J7A",1,1,"June 30, 2014","MONTRÉAL",10,NA,NA,10,1,0,0.555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1265","nan",2,1,"June 30, 2014","OTTAWA",4,NA,NA,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L6K",1,1,"December 31, 2014","TORONTO",40,NA,NA,40,1,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2440","V8P",1,1,"September 30, 2014","VICTORIA",5,NA,NA,5,1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2680","R3Y",4,3,"June 30, 2014","WINNIPEG",88,NA,NA,10,8.8,0,6.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T5W",4,1,"December 31, 2014","EDMONTON",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","0340","T6V",4,3,"December 31, 2014","EDMONTON",19,NA,NA,4,4.75,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","H7Y",2,1,"December 31, 2014","MONTRÉAL",4,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1060","J3V",2,1,"March 31, 2014","MONTRÉAL",6,NA,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G1L",5,2,"June 30, 2014","QUÉBEC",8,NA,NA,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","1400","G6W",2,1,"December 31, 2014","QUÉBEC",10,NA,NA,5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","L1W",4,1,"March 31, 2014","TORONTO",14,NA,NA,2,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2270","M9W",5,3,"June 30, 2014","TORONTO",260,NA,NA,1,260,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V2W",2,3,"June 30, 2014","VANCOUVER",18,NA,NA,9,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V2Z",1,1,"December 31, 2014","VANCOUVER",32,NA,NA,32,1,0,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2410","V6W",1,1,"June 30, 2014","VANCOUVER",4,NA,NA,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
