"","ref_yy","metcode","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","ref_qq","population","starts_per_10kpop"
"186","2013","1490","December 31, 2013","REGINA",3122,NA,NA,1538,2.02990897269181,0.0650195058517555,0.357695614789338,4,"235394.34399999998",132.628505296627
"187","2014","0580","December 31, 2014","HALIFAX",1757,1755,2,595,2.95294117647059,0.0890756302521008,1.12794612794613,4,"407424.81299999997",43.1245212352837
"188","2014","1060","December 31, 2014","MONTRÉAL",18672,18592,80,4248,4.3954802259887,0.60075329566855,0.902266288951841,4,"4106326.0600000005",45.4713038545215
"189","2014","1490","December 31, 2014","REGINA",2223,NA,NA,941,2.36238044633369,0.125398512221041,0.282853566958698,4,"238746.688",93.1112393064904
"190","2015","0580","December 31, 2015","HALIFAX",2599,2595,4,511,5.08610567514677,0.309197651663405,1.1761252446184,4,"413105.96900000004",62.9136394783005
"191","2015","1060","December 31, 2015","MONTRÉAL",18744,18630,114,3813,4.91581431943352,0.66168371361133,0.89664718548139,4,"4134516.91",45.3354053400159
"192","2015","1490","December 31, 2015","REGINA",1597,NA,NA,674,2.36943620178042,0.13353115727003,0.327242524916944,4,"244489.18800000002",65.3198619155298
"193","2016","0580","June 30, 2016","HALIFAX",2305,2304,1,692,3.33092485549133,0.208092485549133,0.683526011560694,4,"420704.5",54.7890502716277
"194","2016","1060","June 30, 2016","MONTRÉAL",17834,17762,72,4007,4.45071125530322,0.63414025455453,1.40671641791045,4,"4184841.41",42.6157128855213
"195","2016","1490","June 30, 2016","REGINA",1563,NA,NA,890,1.7561797752809,0.0606741573033708,1.05720823798627,4,"250498.59399999998",62.3955597930422
"196","2017","0580","December 31, 2017","HALIFAX",2752,NA,NA,835,3.29580838323353,0.219161676646707,0.832335329341317,4,"428705.281",64.1932843369849
"197","2017","1060","December 31, 2017","MONTRÉAL",24756,24624,132,4599,5.38290932811481,0.750815394651011,2.00830527497194,4,"4256095.22",58.165991878349
"198","2017","1490","December 31, 2017","REGINA",1923,NA,NA,906,2.12251655629139,0.149006622516556,0.677639046538025,4,"255725.094",75.1979389242105
"199","2018","0580","December 31, 2018","HALIFAX",2871,NA,NA,840,3.41785714285714,0.223809523809524,0.926190476190476,4,"438486.031",65.4752899072399
"200","2018","1060","December 31, 2018","MONTRÉAL",25000,24812,188,4464,5.60035842293907,0.78673835125448,2.40013525698828,4,"4329120.53",57.7484498912762
"201","2018","1490","December 31, 2018","REGINA",1139,1101,38,542,2.10147601476015,0.136531365313653,0.512,4,"260552.65600000002",43.7147721879296
"202","2019","0580","December 31, 2019","HALIFAX",3143,3141,2,966,3.2536231884058,0.203933747412008,1.15734989648033,4,"449724",69.8873086604228
"203","2019","1060","December 31, 2019","MONTRÉAL",25112,24888,224,4178,6.01053135471517,0.772618477740546,3.38257122336605,4,"4367904.38",57.4921010519008
"204","2019","1490","September 30, 2019","REGINA",537,530,7,333,1.61261261261261,0.111111111111111,0.681957186544342,4,"263056.65599999996",20.4138533563659
"205","2020","0580","December 31, 2020","HALIFAX",3249,3248,1,1164,2.79123711340206,0.184707903780069,1.08333333333333,4,"457102.375",71.0781693050709
"206","2020","1060","December 31, 2020","MONTRÉAL",27274,27069,205,4207,6.48300451628239,0.765628714048015,4.78250534822914,4,"4349315.38",62.7087199181219
"207","2020","1490","December 31, 2020","REGINA",766,763,3,425,1.80235294117647,0.181176470588235,0.480582524271845,4,"264035.78099999996",29.0112195058896
"208","2021","0580","December 31, 2021","HALIFAX",3794,3792,2,1058,3.58601134215501,0.222117202268431,1.23724007561437,4,"472079.625",80.3677981230391
"209","2021","1060","December 31, 2021","MONTRÉAL",32343,32107,236,4652,6.95249355116079,0.766337059329321,2.98323301805675,4,"4342217.13",74.4849901137947
"210","2021","1490","December 31, 2021","REGINA",983,968,15,539,1.82374768089054,0.157699443413729,0.417849898580122,4,"266264.406",36.9181902593469
"211","2022","0580","December 31, 2022","HALIFAX",3387,NA,NA,880,3.84886363636364,0.273863636363636,1.72159090909091,4,"492852.508",68.722385399731
"212","2022","1060","December 31, 2022","MONTRÉAL",24149,23978,171,3059,7.8944099378882,0.845701209545603,3.60902255639098,4,"4395660.53",54.9382734066591
"213","2022","1490","December 31, 2022","REGINA",937,934,3,456,2.05482456140351,0.239035087719298,0.644943820224719,4,"271377.622",34.5275337404202
"214","2023","0580","June 30, 2023","HALIFAX",1833,NA,NA,297,6.17171717171717,0.427609427609428,3.1986531986532,4,"504706.8",36.318115785244
"215","2023","1060","June 30, 2023","MONTRÉAL",5927,5874,53,832,7.12379807692308,0.903846153846154,2.40865384615385,4,"4455180",13.3036151176832
"216","2023","1490","June 30, 2023","REGINA",553,NA,NA,151,3.66225165562914,0.437086092715232,1.83892617449664,4,"276623.10000000003",19.9910998033064
"217","1988","1400","December 31, 1988",NA,3575,NA,NA,2058,1.73712342079689,0,0.146614710180224,4,"646773.4430000001",55.2743783575542
"218","1988","1700","December 31, 1988","SASKATOON",693,NA,NA,466,1.48712446351931,0.0257510729613734,0.182212581344902,4,"216113.54",32.0664776487396
"219","1988","2410","December 31, 1988","VANCOUVER",11130,NA,NA,6699,1.66144200626959,0.00149276011344977,0.0906646751306946,4,"1562206",71.2454055355056
"220","1989","1400","September 30, 1989",NA,6300,NA,NA,3375,1.86666666666667,0,0.294222222222222,4,"657101.771",95.8755595866443
"221","1989","1700","September 30, 1989","SASKATOON",488,NA,NA,416,1.17307692307692,0,0.213942307692308,4,"215816.647",22.6117867543369
"222","1989","2410","September 30, 1989","VANCOUVER",21834,NA,NA,11432,1.90990202939118,0.0220433869839048,0.389044452222611,4,"1602542.22",136.24602040126
"223","1990","1400","June 30, 1990",NA,5972,NA,NA,3590,1.66350974930362,0,0.381058495821727,4,"667363.106",89.4865171045281
"224","1990","1700","September 30, 1990","SASKATOON",410,NA,NA,275,1.49090909090909,0,0.341818181818182,4,"217086.473",18.8864830836328
"225","1990","2410","June 30, 1990","VANCOUVER",17970,NA,NA,7473,2.40465676435167,0.0544627325036799,0.662471549069487,4,"1640691.8599999999",109.5269650451
"226","1991","1400","December 31, 1991",NA,6523,NA,NA,3804,1.71477392218717,0,0.174290220820189,4,"673687.546",96.8253018588531
"227","1991","1700","June 30, 1991","SASKATOON",305,NA,NA,235,1.29787234042553,0,0.34468085106383,4,"219336.144",13.9055968814697
"228","1991","2410","June 30, 1991","VANCOUVER",14769,NA,NA,7672,1.92505213764338,0.0298488008342023,0.633472367049009,4,"1683577.65",87.7239015378946
"229","1992","1400","June 30, 1992",NA,6300,NA,NA,2831,2.22536206287531,0,0.285411515365595,4,"681504.3940000001",92.4425441048587
"230","1992","1700","September 30, 1992","SASKATOON",464,NA,NA,351,1.32193732193732,0,0.182336182336182,4,"221094.419",20.9865089358045
"231","1992","2410","June 30, 1992","VANCOUVER",18684,NA,NA,8819,2.11860755187663,0.0463771402653362,0.609888863687911,4,"1726331.88",108.229479026941
"232","1993","1400","September 30, 1993",NA,4699,NA,NA,2291,2.05106940200786,0,0.216062854648625,4,"686578.071",68.4408692686021
"233","1993","1700","September 30, 1993","SASKATOON",593,NA,NA,342,1.73391812865497,0.0087719298245614,0.207602339181287,4,"222880.121",26.6062310689431
"234","1993","2410","June 30, 1993","VANCOUVER",21307,NA,NA,7877,2.70496381871271,0.0874698489272566,0.688713977402564,4,"1780597.35",119.662089803739
"235","1994","1400","June 30, 1994","QUÉBEC",4677,NA,NA,2348,1.99190800681431,0,0.27129471890971,4,"688133.017",67.9665106085151
"236","1994","1700","June 30, 1994","SASKATOON",682,NA,NA,397,1.71788413098237,0.035264483627204,0.146095717884131,4,"226066.799",30.1680743486796
"237","1994","2410","June 30, 1994","VANCOUVER",20473,NA,NA,7590,2.69736495388669,0.153359683794466,0.511661615496113,4,"1837066.61",111.443972083299
"238","1995","1400","September 30, 1995","QUÉBEC",2405,NA,NA,1322,1.81921331316188,0,0.26928895612708,4,"691391.6769999999",34.784913964187
"239","1995","1700","September 30, 1995","SASKATOON",697,NA,NA,521,1.33781190019194,0.0230326295585413,0.203219315895372,4,"228510.699",30.5018540948054
"240","1995","2410","June 30, 1995","VANCOUVER",14992,NA,NA,5375,2.78920930232558,0.182511627906977,0.594790697674419,4,"1898778.65",78.95601733251
"241","1996","1400","September 30, 1996","QUÉBEC",2208,NA,NA,1212,1.82178217821782,0,0.214521452145215,4,"693506.376",31.8382076417997
"242","1996","1700","September 30, 1996","SASKATOON",1208,NA,NA,724,1.66850828729282,0.00828729281767956,0.297687861271676,4,"229608.608",52.6112679538565
"243","1996","2410","September 30, 1996","VANCOUVER",15453,NA,NA,5949,2.59757942511346,0.157673558581274,0.735922003698101,4,"1953821.83",79.0911421027576
"244","1997","1400","September 30, 1997","QUÉBEC",2233,NA,NA,1458,1.53155006858711,0,0.171467764060357,4,"695174.357",32.1214379891173
"245","1997","1700","September 30, 1997","SASKATOON",1187,NA,NA,809,1.4672435105068,0,0.439353099730458,4,"231285.44400000002",51.3218635583483
"246","1997","2410","September 30, 1997","VANCOUVER",15950,NA,NA,5629,2.83354059335584,0.17249955587138,0.594777047432937,4,"1982404.87",80.4578330157149
"247","1998","1400","June 30, 1998","QUÉBEC",1845,NA,NA,1270,1.45275590551181,0,0.204724409448819,4,"697579.086",26.4486140285461
"248","1998","1700","June 30, 1998","SASKATOON",1137,NA,NA,773,1.47089262613195,0,0.358814352574103,4,"232227.483",48.9606133310242
"249","1998","2410","June 30, 1998","VANCOUVER",11878,NA,NA,4127,2.87811969953962,0.217349164041677,0.633785748909355,4,"2009927.3800000001",59.096662487378
"250","1999","1400","September 30, 1999","QUÉBEC",1814,NA,NA,1318,1.3763277693475,0,0.168437025796662,4,"700541.788",25.8942440133207
"251","1999","1700","September 30, 1999","SASKATOON",1273,NA,NA,802,1.58728179551122,0,0.201481481481481,4,"232000.601",54.870547512073
"252","1999","2410","March 31, 1999","VANCOUVER",8677,NA,NA,4080,2.12671568627451,0.123039215686275,0.646323529411765,4,"2037155.74",42.5936997826195
"253","2000","1400","September 30, 2000","QUÉBEC",2275,NA,NA,1386,1.64141414141414,0,0.211062590975255,4,"704721.981",32.282234148164
"254","2000","1700","December 31, 2000","SASKATOON",968,NA,NA,688,1.40697674418605,0,0.168576104746318,4,"232228.601",41.6830655583203
"255","2000","2410","September 30, 2000","VANCOUVER",8203,NA,NA,3750,2.18746666666667,0.186133333333333,0.598933333333333,4,"2071193.06",39.6051925743706
"256","2001","1400","September 30, 2001","QUÉBEC",2555,NA,NA,1738,1.47008055235903,0,0.123705408515535,4,"709576.926",36.0073715249303
"257","2001","1700","September 30, 2001","SASKATOON",900,NA,NA,611,1.47299509001637,0,0.066334991708126,4,"233960.185",38.4680837895559
"258","2001","2410","September 30, 2001","VANCOUVER",10862,NA,NA,4238,2.56300141576215,0.218263331760264,0.579282680509674,4,"2095687.7599999998",51.8302402071576
"259","2002","1400","September 30, 2002","QUÉBEC",4282,NA,NA,2598,1.6481909160893,0.00115473441108545,0.138568129330254,4,"713290.72",60.0316235713819
"260","2002","1700","September 30, 2002","SASKATOON",1489,NA,NA,839,1.77473182359952,0,0.128724672228844,4,"235521.95599999998",63.2212820107523
"261","2002","2410","September 30, 2002","VANCOUVER",13197,NA,NA,5939,2.22209126115508,0.21569287758882,0.382892742886008,4,"2113272.2600000002",62.4481769329618
"262","2003","1400","September 30, 2003","QUÉBEC",5599,NA,NA,3090,1.81197411003236,0,0.184931506849315,4,"718954.01",77.8770258197739
"263","2003","1700","June 30, 2003","SASKATOON",1455,NA,NA,789,1.84410646387833,0,0.217997465145754,4,"237924.912",61.1537475319104
"264","2003","2410","September 30, 2003","VANCOUVER",15626,NA,NA,6440,2.42639751552795,0.219565217391304,0.490527950310559,4,"2130166.64",73.3557633782116
"265","2004","1400","June 30, 2004","QUÉBEC",6186,NA,NA,3209,1.92770333437208,0.0158928014957931,0.146279144043437,4,"722534.675",85.6152682222483
"266","2004","1700","September 30, 2004","SASKATOON",1578,NA,NA,875,1.80342857142857,0,0.131428571428571,4,"239407.135",65.9128225230213
"267","2004","2410","June 30, 2004","VANCOUVER",19430,NA,NA,7007,2.77294134436992,0.284429855858427,0.662764134780126,4,"2155314.48",90.1492574763382
"268","2005","1400","June 30, 2005","QUÉBEC",5835,NA,NA,3071,1.90003256268317,0.00130250732660371,0.219078947368421,4,"728580.059",80.087286605246
"269","2005","1700","September 30, 2005","SASKATOON",1062,NA,NA,810,1.31111111111111,0,0.0271604938271605,4,"241473.908",43.9799069305658
"270","2005","2410","June 30, 2005","VANCOUVER",18914,NA,NA,6117,3.09203858100376,0.326303743665195,0.753637403956188,4,"2185166.7",86.5563254281698
"271","2006","1400","June 30, 2006","QUÉBEC",5176,NA,NA,2845,1.81933216168717,0.138137082601054,0.25286944045911,4,"737279.625",70.2040287631711
"272","2006","1700","December 31, 2006","SASKATOON",1496,NA,NA,1030,1.45242718446602,0,0.0378640776699029,4,"245414.25",60.9581554453338
"273","2006","2410","June 30, 2006","VANCOUVER",18705,NA,NA,6811,2.746292761709,0.264572015856702,0.775216561444722,4,"2212623.72",84.5376456508385
"274","2007","1400","December 31, 2007","QUÉBEC",5284,NA,NA,2631,2.00836183960471,0.160775370581528,0.297171638899651,4,"747165.313",70.7206277923129
"275","2007","1700","June 30, 2007","SASKATOON",2380,NA,NA,1641,1.4503351614869,0,0.324853228962818,4,"250703.938",94.9326930795958
"276","2007","2410","December 31, 2007","VANCOUVER",20736,NA,NA,5445,3.80826446280992,0.386409550045914,0.890725436179982,4,"2248043.41",92.2402116781188
"277","2008","1400","June 30, 2008","QUÉBEC",5457,NA,NA,2630,2.07490494296578,0.157034220532319,0.491442542787286,4,"757094.2189999999",72.0782151422028
"278","2008","1700","June 30, 2008","SASKATOON",2319,NA,NA,1395,1.66236559139785,0.0028673835125448,0.467521367521368,4,"257128.938",90.1882152214233
"279","2008","2410","June 30, 2008","VANCOUVER",19591,NA,NA,5146,3.80703458997279,0.485619898950641,1.0612125923047,4,"2295908.66",85.3300496719238
"280","2009","1400","December 31, 2009","QUÉBEC",5513,NA,NA,2406,2.29135494596841,0.219866999168745,0.638325991189427,4,"767163.9689999999",71.8620819377924
"281","2009","1700","December 31, 2009","SASKATOON",1428,NA,NA,1166,1.22469982847341,0,1.06128133704735,4,"263793.313",54.1332903309797
"282","2009","2410","December 31, 2009","VANCOUVER",8339,NA,NA,3953,2.10953706046041,0.350113837591703,1.43876518218623,4,"2340698.16",35.6261227633041
"283","2010","1400","December 31, 2010","QUÉBEC",6652,NA,NA,2675,2.48672897196262,0.24,0.560641627543036,4,"777089.938",85.6014172197401
"284","2010","1700","December 31, 2010","SASKATOON",2381,NA,NA,1730,1.37630057803468,0.00346820809248555,0.884816753926702,4,"270660.06299999997",87.9701265716472
"285","2010","2410","December 31, 2010","VANCOUVER",15217,NA,NA,6032,2.52271220159151,0.332062334217507,0.815121870336594,4,"2369558.16",64.2187233758381
"286","2011","1400","December 31, 2011","QUÉBEC",5445,NA,NA,2122,2.56597549481621,0.114985862393968,0.827935222672065,4,"783099.2810000001",69.5314136037369
"287","2011","1700","December 31, 2011","SASKATOON",2994,NA,NA,1791,1.67169179229481,0.0033500837520938,1.05774728416238,4,"279808.063",107.00192009835
"288","2011","2410","December 31, 2011","VANCOUVER",17867,NA,NA,5737,3.11434547673,0.452152693045146,0.935135135135135,4,"2413758",74.0215050556021
"289","2012","1400","December 31, 2012","QUÉBEC",6416,NA,NA,1986,3.2306143001007,0.353474320241692,0.978165938864629,4,"788622.2810000001",81.3570723853287
"290","2012","1700","December 31, 2012","SASKATOON",3753,NA,NA,2247,1.67022696929239,0.00890075656430797,1.38643604915794,4,"287148.656",130.698853070724
"291","2012","2410","December 31, 2012","VANCOUVER",19027,NA,NA,5352,3.55511958146487,0.606128550074738,1.03027471500654,4,"2453661.88",77.5453217702514
"292","2013","1400","December 31, 2013","QUÉBEC",4680,NA,NA,1529,3.06082406801831,0.412034009156311,1.22486969471333,4,"793815.969",58.9557300780378
"293","2013","1700","December 31, 2013","SASKATOON",2980,NA,NA,1883,1.58258098778545,0.0138077535847053,1.0614224137931,4,"293539.281",101.519632733583
"294","2013","2410","December 31, 2013","VANCOUVER",18696,NA,NA,5916,3.16024340770791,0.281102096010818,1.02808798646362,4,"2502439.06",74.7111100479706
"295","2014","1400","December 31, 2014","QUÉBEC",4449,4438,11,1461,3.04517453798768,0.342231348391513,1.19847908745247,4,"798354.688",55.7271106047542
"296","2014","1700","December 31, 2014","SASKATOON",3531,NA,NA,1802,1.95948945615982,0.02330743618202,1.12863795110594,4,"298436.906",118.316465859621
"297","2014","2410","December 31, 2014","VANCOUVER",19212,18155,1057,6844,2.80713033313852,0.176066627703098,0.887638807714787,4,"2539789.5",75.6440642029586
"298","2015","1400","December 31, 2015","QUÉBEC",5442,5433,9,1257,4.32935560859189,0.50994431185362,1.30712979890311,4,"804200.656",67.6696786977005
"299","2015","1700","December 31, 2015","SASKATOON",2293,NA,NA,1124,2.04003558718861,0.048932384341637,0.720152817574021,4,"306335.031",74.8526863713474
"300","2015","2410","December 31, 2015","VANCOUVER",20863,19173,1690,7103,2.93720962973392,0.174574123609742,0.945375193580177,4,"2577770",80.9342959224446
"301","2016","1400","June 30, 2016","QUÉBEC",4766,4750,16,1315,3.62433460076046,0.444866920152091,1.54969418960245,4,"809322.875",58.8887346103988
"302","2016","1700","June 30, 2016","SASKATOON",1909,NA,NA,1182,1.61505922165821,0.0346869712351946,1.46935201401051,4,"314743.469",60.6525690927045
"303","2016","2410","June 30, 2016","VANCOUVER",27914,25896,2018,8208,3.40082846003899,0.232334307992203,1.24561403508772,4,"2611912.25",106.871890508573
"304","2017","1400","December 31, 2017","QUÉBEC",6640,6637,3,1286,5.16329704510109,0.482115085536547,2.88322884012539,4,"815939.906",81.3785421104284
"305","2017","1700","December 31, 2017","SASKATOON",1915,NA,NA,1181,1.62150719729043,0.0414902624894158,1.74448529411765,4,"322234.219",59.4288218657498
"306","2017","2410","December 31, 2017","VANCOUVER",26204,24254,1950,7859,3.33426644611274,0.20358824277898,2.63863086906731,4,"2652526.91",98.7888186966593
"307","2018","1400","December 31, 2018","QUÉBEC",5355,5348,7,1182,4.53045685279188,0.434856175972927,2.83333333333333,4,"824338.25",64.9611976637018
"308","2018","1700","December 31, 2018","SASKATOON",1626,1572,54,970,1.67628865979381,0.0556701030927835,1.10554951033732,4,"329582.5",49.3351437045353
"309","2018","2410","December 31, 2018","VANCOUVER",23404,21390,2014,7533,3.10686313553697,0.218239745121466,1.63852382848799,4,"2704459.5300000003",86.5385476853484
"310","2019","1400","December 31, 2019","QUÉBEC",6203,6193,10,1183,5.24344885883347,0.519864750633981,3.33051563820795,4,"831378.2189999999",74.6110477546682
"311","2019","1700","December 31, 2019","SASKATOON",1323,1292,31,821,1.61144945188794,0.0499390986601705,1.24550128534704,4,"336365.71900000004",39.3321889024012
"312","2019","2410","March 31, 2019","VANCOUVER",28141,26372,1769,6190,4.54620355411955,0.374636510500808,2.10306946688207,4,"2740702.84",102.678041520182
"313","2020","1400","September 30, 2020","QUÉBEC",6713,6700,13,1326,5.06259426847662,0.399698340874811,4.74585218702866,4,"835972.531",80.3016815871908
"314","2020","1700","December 31, 2020","SASKATOON",1909,1870,39,999,1.91091091091091,0.0620620620620621,1.79473684210526,4,"339949.594",56.1553840243739
"315","2020","2410","December 31, 2020","VANCOUVER",22371,20659,1712,5787,3.86573354069466,0.351131847243822,2.29237947122862,4,"2761560.16",81.0085556854209
"316","2021","1400","December 31, 2021","QUÉBEC",9389,9340,49,1755,5.34985754985755,0.41025641025641,2.03931623931624,4,"843605.0310000001",111.29615939903
"317","2021","1700","September 30, 2021","SASKATOON",2640,2615,25,1264,2.08860759493671,0.0490506329113924,1.26542207792208,4,"344065.719",76.7295273610214
"318","2021","2410","December 31, 2021","VANCOUVER",26013,24165,1848,5890,4.41646859083192,0.352461799660441,2.38777589134126,4,"2809072.9099999997",92.6035059730792
"319","2022","1400","September 30, 2022","QUÉBEC",8290,8273,17,1497,5.5377421509686,0.430861723446894,2.27722110888444,4,"856792.8829999999",96.7561725183004
"320","2022","1700","December 31, 2022","SASKATOON",2659,2630,29,1200,2.21583333333333,0.09,1.81369150779896,4,"352854.453",75.3568497547061
"321","2022","2410","December 31, 2022","VANCOUVER",25983,23755,2228,6657,3.90310950878774,0.331981372990837,2.27835361273847,4,"2884163.23",90.0885210994109
"322","2023","1400","June 30, 2023","QUÉBEC",2198,2191,7,393,5.59287531806616,0.399491094147583,1.6793893129771,4,"863567.5",25.4525558222142
"323","2023","1700","June 30, 2023","SASKATOON",1120,1113,7,425,2.63529411764706,0.129411764705882,2.91666666666667,4,"360109.5",31.1016510255908
"324","2023","2410","June 30, 2023","VANCOUVER",17458,16439,1019,3102,5.62798194713088,0.473565441650548,2.89393939393939,4,"2951845",59.1426717866284
"325","1988","0340","December 31, 1988","EDMONTON",2807,NA,NA,2340,1.19957264957265,0.00555555555555556,0.0952991452991453,4,"821466.779",34.170584517332
"326","1988","2440","September 30, 1988","VICTORIA",1628,NA,NA,1029,1.5821185617104,0.00388726919339164,0.0963618485742379,4,"283268.49199999997",57.4719760925617
"327","1988","2680","December 31, 1988","WINNIPEG",2554,NA,NA,1823,1.4009873834339,0.00109709270433352,0.117582417582418,4,"665928.947",38.3524400239054
"328","1989","0340","September 30, 1989","EDMONTON",4817,NA,NA,4134,1.1652152878568,0,0.231384913897647,4,"839681.228",57.3670083285463
"329","1989","2440","September 30, 1989","VICTORIA",3247,NA,NA,1571,2.06683640992998,0,0.255251432208784,4,"289992.005",111.968604099965
"330","1989","2680","September 30, 1989","WINNIPEG",2977,NA,NA,2212,1.34584086799277,0.00678119349005425,0.0520361990950226,4,"670512.153",44.3988969727145
"331","1990","0340","June 30, 1990","EDMONTON",5921,NA,NA,4949,1.19640331380077,0.00505152556071934,0.396039603960396,4,"855178.476",69.2370091877757
"332","1990","2440","June 30, 1990","VICTORIA",2588,NA,NA,1376,1.88081395348837,0.00726744186046512,0.456395348837209,4,"295354.935",87.6233877724102
"333","1990","2680","September 30, 1990","WINNIPEG",2147,NA,NA,1926,1.1147455867082,0.00519210799584631,0.73208722741433,4,"676292.5410000001",31.7466165873327
"334","1991","0340","June 30, 1991","EDMONTON",4285,NA,NA,3248,1.31927339901478,0.00184729064039409,0.546831530139104,4,"867285.2860000001",49.4070413642415
"335","1991","2440","December 31, 1991",NA,2129,NA,NA,1292,1.64783281733746,0.00154798761609907,0.424148606811146,4,"300363.64900000003",70.8807476233584
"336","1991","2680","June 30, 1991","WINNIPEG",1349,NA,NA,1013,1.33168805528134,0,1.0898321816387,4,"678041.2270000001",19.8955453780984
"337","1992","0340","June 30, 1992","EDMONTON",6764,NA,NA,5050,1.33940594059406,0.00138613861386139,0.302483974358974,4,"875231.647",77.2823974451189
"338","1992","2440","June 30, 1992",NA,2421,NA,NA,1274,1.90031397174254,0.0164835164835165,0.650706436420722,4,"304634.669",79.4722415523888
"339","1992","2680","June 30, 1992","WINNIPEG",1620,NA,NA,1273,1.2725844461901,0.00471327572663001,0.710919088766693,4,"680620.854",23.801797880263
"340","1993","0340","June 30, 1993","EDMONTON",6720,NA,NA,4665,1.44051446945338,0,0.239901256732496,4,"877513.385",76.5800284630416
"341","1993","2440","June 30, 1993","VICTORIA",2633,NA,NA,1137,2.31574318381706,0.040457343887423,0.506596306068602,4,"309247.321",85.1422088794748
"342","1993","2680","September 30, 1993","WINNIPEG",1540,NA,NA,1232,1.25,0.00162337662337662,0.542207792207792,4,"682176.6830000001",22.5747967993799
"343","1994","0340","June 30, 1994","EDMONTON",5006,NA,NA,3484,1.43685419058553,0,0.311684460260973,4,"878697.77",56.9706692211134
"344","1994","2440","June 30, 1994","VICTORIA",2303,NA,NA,929,2.47900968783638,0,0.867599569429494,4,"313054.51499999996",73.565461913239
"345","1994","2680","June 30, 1994","WINNIPEG",1529,NA,NA,1214,1.25947281713344,0.00247116968698517,0.346787479406919,4,"685224.2559999999",22.3138627480227
"346","1995","0340","June 30, 1995","EDMONTON",3082,NA,NA,2267,1.35950595500662,0,0.439134355275023,4,"884326.8409999999",34.8513678100606
"347","1995","2440","June 30, 1995",NA,1299,NA,NA,549,2.36612021857924,0,1.18214936247723,4,"316577.31799999997",41.0326301393456
"348","1995","2680","September 30, 1995","WINNIPEG",1104,NA,NA,850,1.29882352941176,0,0.158823529411765,4,"684295.371",16.1333840149563
"349","1996","0340","September 30, 1996","EDMONTON",3634,NA,NA,3127,1.162136232811,0,0.468126207340631,4,"896539.3840000001",40.5336348280267
"350","1996","2440","September 30, 1996","VICTORIA",1142,NA,NA,698,1.63610315186246,0,1.10744985673352,4,"318620.251",35.8420406868614
"351","1996","2680","September 30, 1996","WINNIPEG",1135,NA,NA,872,1.30160550458716,0,0.23394495412844,4,"683795.775",16.5985231482309
"352","1997","0340","September 30, 1997","EDMONTON",4962,NA,NA,3930,1.26259541984733,0,0.316416364577939,4,"915045.897",54.2267881454694
"353","1997","2440","September 30, 1997","VICTORIA",1311,NA,NA,762,1.72047244094488,0,0.729658792650919,4,"319103.393",41.0838627466428
"354","1997","2680","September 30, 1997","WINNIPEG",1518,NA,NA,1241,1.2232070910556,0,0.27477840451249,4,"684487.557",22.1771745077902
"355","1998","0340","June 30, 1998","EDMONTON",5947,NA,NA,4297,1.38398882941587,0,0.512778429073857,4,"930636.0700000001",63.9025306637857
"356","1998","2440","September 30, 1998",NA,964,NA,NA,606,1.59075907590759,0.00495049504950495,0.389438943894389,4,"320423.967",30.0851402916437
"357","1998","2680","September 30, 1998","WINNIPEG",1575,NA,NA,1229,1.28152969894223,0,0.292921074043938,4,"687770.6910000001",22.9000744086665
"358","1999","0340","March 31, 1999","EDMONTON",6655,NA,NA,4380,1.51940639269406,0,0.341760299625468,4,"946094.383",70.3418191628773
"359","1999","2440","September 30, 1999","VICTORIA",1340,NA,NA,619,2.16478190630048,0.00646203554119548,0.548123980424144,4,"321445.882",41.6866438500525
"360","1999","2680","September 30, 1999","WINNIPEG",1772,NA,NA,1240,1.42903225806452,0,0.316935483870968,4,"692120.877",25.6024642354489
"361","2000","0340","September 30, 2000","EDMONTON",6228,NA,NA,4344,1.43370165745856,0.00276243093922652,0.307638727652658,4,"959720.911",64.8938657959491
"362","2000","2440","September 30, 2000","VICTORIA",872,NA,NA,605,1.44132231404959,0.00330578512396694,0.553719008264463,4,"325388.316",26.7987495900129
"363","2000","2680","September 30, 2000","WINNIPEG",1317,NA,NA,1224,1.07598039215686,0,0.396997497914929,4,"695482.826",18.9364848528984
"364","2001","0340","September 30, 2001","EDMONTON",7855,NA,NA,5340,1.47097378277154,0.00149812734082397,0.316046599022924,4,"982239.868",79.9702827782185
"365","2001","2440","June 30, 2001","VICTORIA",1264,NA,NA,707,1.78783592644979,0.00565770862800566,0.323903818953324,4,"327964.903",38.5407093392551
"366","2001","2680","September 30, 2001","WINNIPEG",1473,NA,NA,1267,1.16258879242305,0.00236779794790845,0.404323458767014,4,"699611.33",21.0545475299835
"367","2002","0340","September 30, 2002","EDMONTON",12581,NA,NA,7577,1.66041969117065,0.000527913422198759,0.446540880503145,4,"998763.731",125.965727524
"368","2002","2440","September 30, 2002",NA,1344,NA,NA,972,1.38271604938272,0,0.279669762641899,4,"330513.82999999996",40.6639564825472
"369","2002","2680","September 30, 2002","WINNIPEG",1821,NA,NA,1548,1.17635658914729,0,0.4,4,"703761.4959999999",25.8752433935374
"370","2003","0340","September 30, 2003","EDMONTON",12380,NA,NA,7118,1.73925259904468,0,0.550824372759857,4,"1014137.09",122.074225684813
