"ref_yy","CSDuid","date_pbi","metcode","metro","municipality","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","reference_period_qq","ref_qq","population","starts_per_10kpop"
"1998","2475010","September 30, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",90,NA,NA,63,1.42857142857143,0,0.826923076923077,"1998-4","4",3558502.17,0.252915400076881
"1998","4706026","June 30, 1998","1490","REGINA","SHERWOOD NO. 159 RM",2,NA,NA,2,1,0,0,"1998-4","4",199958.691,0.100020658766965
"1998","2457040","June 30, 1998","1060","MONTRÉAL","BELOEIL V",47,NA,NA,21,2.23809523809524,0,0.833333333333333,"1998-4","4",3558502.17,0.132078042262371
"1998","4806019","March 31, 1998","0140","CALGARY","COCHRANE T",471,NA,NA,414,1.13768115942029,0,0.429951690821256,"1998-4","4",925463.089,5.08934397922811
"1998","5915004","March 31, 1998","2410","VANCOUVER","SURREY CY",2005,NA,NA,1420,1.41197183098592,0.0176056338028169,0.467605633802817,"1998-4","4",2009927.38,9.97548478592296
"1998","4811038","September 30, 1998","0340","EDMONTON","SEBA BEACH SV",2,NA,NA,2,1,0,6,"1998-4","4",930636.07,0.0214906778758317
"1998","2466080","September 30, 1998","1060",NA,NA,30,NA,NA,14,2.14285714285714,0,0.333333333333333,"1998-4","4",3558502.17,0.0843051333589604
"1998","2467005","March 31, 1998","1060","MONTRÉAL","SAINT-COLOMBAN V",2,NA,NA,2,1,0,0,"1998-4","4",3558502.17,0.00562034222393069
"1998","2472015","March 31, 1998","1060","MONTRÉAL","SAINT-AMABLE MÉ",30,NA,NA,30,1,0,1.43478260869565,"1998-4","4",3558502.17,0.0843051333589604
"1998","3506027","March 31, 1998","1265",NA,NA,274,NA,NA,251,1.09163346613546,0,0.569721115537849,"1998-4","4",788559.594,3.4746898279447
"1998","5917041","June 30, 1998","2440","VICTORIA","COLWOOD CY",11,NA,NA,10,1.1,0,0.8,"1998-4","4",320423.967,0.343295169302988
"1998","5917044","March 31, 1998","2440","VICTORIA","LANGFORD CY",110,NA,NA,62,1.7741935483871,0,0.129032258064516,"1998-4","4",320423.967,3.43295169302988
"1998","2422040","September 30, 1998","1400","QUÉBEC","L'ANGE-GARDIEN MÉ",36,NA,NA,36,1,0,0.416666666666667,"1998-4","4",697579.086,0.516070517630169
"1998","2465005","March 31, 1998","1060","MONTRÉAL","SAINT-COLOMBAN V",1431,NA,NA,1109,1.29035166816952,0.0144274120829576,0.386727688787185,"1998-4","4",3558502.17,4.02135486122241
"1998","4806017","March 31, 1998","0140","CALGARY","CHESTERMERE CITY",161,NA,NA,161,1,0,0.236024844720497,"1998-4","4",925463.089,1.73966959799517
"1998","4811045","December 31, 1998","0340","EDMONTON","WABAMUN VL",2,NA,NA,2,1,0,0,"1998-4","4",930636.07,0.0214906778758317
"1998","3521005","March 31, 1998","2270","TORONTO","AJAX T",4369,NA,NA,2910,1.50137457044674,0.0195876288659794,0.65505346671266,"1998-4","4",4642956.2,9.40995308118565
"1998","5915046","March 31, 1998","2410","VANCOUVER","NORTH VANCOUVER DM",239,NA,NA,60,3.98333333333333,0.15,0.0833333333333333,"1998-4","4",2009927.38,1.18909768769855
"1998","5917034","September 30, 1998","2440","VICTORIA","VICTORIA CY",149,NA,NA,57,2.6140350877193,0,0.43859649122807,"1998-4","4",320423.967,4.65008911146774
"1998","2421045","December 31, 1998","1400","QUÉBEC","BOISCHATEL MÉ",17,NA,NA,17,1,0,0.352941176470588,"1998-4","4",697579.086,0.243699966658691
"1998","2471060","December 31, 1998","1060","MONTRÉAL","L'ÎLE-PERROT V",26,NA,NA,15,1.73333333333333,0.133333333333333,0.333333333333333,"1998-4","4",3558502.17,0.073064448911099
"1998","3506001","September 30, 1998","1265",NA,NA,108,NA,NA,107,1.00934579439252,0,0.495327102803738,"1998-4","4",788559.594,1.36958577159864
"1998","2423040","December 31, 1998","1400","QUÉBEC","L'ANGE-GARDIEN MÉ",33,NA,NA,31,1.06451612903226,0,0.806451612903226,"1998-4","4",697579.086,0.473064641160988
"1998","4806014","March 31, 1998","0140","CALGARY","ROCKY VIEW COUNTY MD",615,NA,NA,595,1.03361344537815,0,1.00168067226891,"1998-4","4",925463.089,6.64532175631696
"1998","2466075","December 31, 1998","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",256,NA,NA,77,3.32467532467532,0.0779220779220779,0.846153846153846,"1998-4","4",3558502.17,0.719403804663129
"1998","5915029","September 30, 1998","2410","VANCOUVER","NEW WESTMINSTER CY",319,NA,NA,48,6.64583333333333,1.02083333333333,0.75,"1998-4","4",2009927.38,1.58712201830894
"1998","2457025","March 31, 1998","1060","MONTRÉAL","SAINT-ZOTIQUE MÉ",13,NA,NA,13,1,0,0.2,"1998-4","4",3558502.17,0.0365322244555495
"1998","2425005","June 30, 1998","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",34,NA,NA,34,1,0,0.205882352941176,"1998-4","4",697579.086,0.487399933317382
"1998","2466015","December 31, 1998","1060","MONTRÉAL","SAINT-AMABLE MÉ",177,NA,NA,57,3.10526315789474,0,0.555555555555556,"1998-4","4",3558502.17,0.497400286817866
"1998","3506030","June 30, 1998","1265",NA,NA,701,NA,NA,469,1.49466950959488,0,0.106609808102345,"1998-4","4",788559.594,8.88962616565413
"1998","2471065","December 31, 1998","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",76,NA,NA,76,1,0,0.675675675675676,"1998-4","4",3558502.17,0.213573004509366
"1998","4811014","December 31, 1998","0340","EDMONTON","NEW SAREPTA VL",1,NA,NA,1,1,0,1,"1998-4","4",930636.07,0.0107453389379159
"1998","5917010","September 30, 1998","2440","VICTORIA","SIDNEY T",34,NA,NA,22,1.54545454545455,0,0.227272727272727,"1998-4","4",320423.967,1.06109415966378
"1998","4811013","June 30, 1998","0340","EDMONTON","BEAUMONT T",89,NA,NA,89,1,0,0.0786516853932584,"1998-4","4",930636.07,0.956335165474512
"1998","3519070","June 30, 1998","2270","TORONTO","GEORGINA T",286,NA,NA,236,1.21186440677966,0,0.860169491525424,"1998-4","4",4642956.2,0.615986857683473
"1998","4711064","September 30, 1998","1700","SASKATOON","SHIELDS RV",3,NA,NA,3,1,0,0,"1998-4","4",232227.483,0.129183676335156
"1998","2455065","June 30, 1998","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",8,NA,NA,8,1,0,0.666666666666667,"1998-4","4",3558502.17,0.0224813688957228
"1998","2458020","September 30, 1998","1060","MONTRÉAL","POINTE-CALUMET MÉ",202,NA,NA,129,1.56589147286822,0.0387596899224806,0.295454545454545,"1998-4","4",3558502.17,0.567654564617
"1998","2472025","December 31, 1998","1060","MONTRÉAL","SAINT-ZOTIQUE MÉ",6,NA,NA,6,1,0,0.333333333333333,"1998-4","4",3558502.17,0.0168610266717921
"1998","3524001","March 31, 1998","2270","TORONTO","OAKVILLE T",1160,NA,NA,904,1.28318584070796,0.00663716814159292,0.707964601769911,"1998-4","4",4642956.2,2.49840823396094
"1998","5915038","June 30, 1998","2410","VANCOUVER","ANMORE VL",17,NA,NA,17,1,0,0.235294117647059,"1998-4","4",2009927.38,0.0845801702547084
"1998","2422015","September 30, 1998","1400","QUÉBEC","LAC-SAINT-JOSEPH V",1,NA,NA,1,1,0,0,"1998-4","4",697579.086,0.0143352921563936
"1998","3519044","June 30, 1998","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",117,NA,NA,114,1.02631578947368,0,0.640350877192982,"1998-4","4",4642956.2,0.251994623597785
"1998","2455055","September 30, 1998","1060","MONTRÉAL","LÉRY V",5,NA,NA,3,1.66666666666667,0,1,"1998-4","4",3558502.17,0.0140508555598267
"1998","2422025","June 30, 1998","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",6,NA,NA,6,1,0,0.333333333333333,"1998-4","4",697579.086,0.0860117529383615
"1998","2457035","June 30, 1998","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",96,NA,NA,70,1.37142857142857,0,0.415094339622642,"1998-4","4",3558502.17,0.269776426748673
"1998","4811036","June 30, 1998","0340",NA,NA,2,NA,NA,2,1,0,0.5,"1998-4","4",930636.07,0.0214906778758317
"1998","2459020","June 30, 1998","1060","MONTRÉAL","POINTE-CALUMET MÉ",90,NA,NA,55,1.63636363636364,0,0.0909090909090909,"1998-4","4",3558502.17,0.252915400076881
"1998","2472030","December 31, 1998","1060","MONTRÉAL","BOIS-DES-FILION V",5,NA,NA,5,1,0,0,"1998-4","4",3558502.17,0.0140508555598267
"1998","2464015","March 31, 1998","1060","MONTRÉAL","SAINT-AMABLE MÉ",138,NA,NA,96,1.4375,0,0.802816901408451,"1998-4","4",3558502.17,0.387803613451218
"1998","3519046","March 31, 1998","2270","TORONTO","AURORA T",414,NA,NA,181,2.28729281767956,0,0.270718232044199,"1998-4","4",4642956.2,0.891673283499853
"1998","4706031","December 31, 1998","1490","REGINA","PILOT BUTTE T",41,NA,NA,41,1,0,0,"1998-4","4",199958.691,2.05042350472278
"1998","2472010","June 30, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",88,NA,NA,65,1.35384615384615,0.0153846153846154,1.65,"1998-4","4",3558502.17,0.247295057852951
"1998","2458025","June 30, 1998","1060","MONTRÉAL","SAINT-ZOTIQUE MÉ",3,NA,NA,1,3,0,6,"1998-4","4",3558502.17,0.00843051333589604
"1998","2466010","December 31, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",175,NA,NA,32,5.46875,0,0.153846153846154,"1998-4","4",3558502.17,0.491779944593936
"1998","3525003","December 31, 1998","0610",NA,NA,386,NA,NA,196,1.96938775510204,0.0612244897959184,1.15286624203822,"1998-4","4",665324.812,5.80167751206609
"1998","3525014","September 30, 1998","0610",NA,NA,408,NA,NA,261,1.5632183908046,0,1.79615384615385,"1998-4","4",665324.812,6.13234306974862
"1998","5917809","June 30, 1998","2440",NA,NA,7,NA,NA,7,1,0,7.57142857142857,"1998-4","4",320423.967,0.21846056228372
"1998","2420025","June 30, 1998","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",5,NA,NA,5,1,0,2.2,"1998-4","4",697579.086,0.0716764607819679
"1998","4711067","June 30, 1998","1700","SASKATOON","LANGHAM T",5,NA,NA,4,1.25,0,0,"1998-4","4",232227.483,0.21530612722526
"1998","5915025","September 30, 1998","2410","VANCOUVER","BURNABY CY",1337,NA,NA,252,5.30555555555556,0.51984126984127,0.0952380952380952,"1998-4","4",2009927.38,6.65198162532618
"1998","2420030","June 30, 1998","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",3,NA,NA,3,1,0,0,"1998-4","4",697579.086,0.0430058764691807
"1998","4811066","December 31, 1998","0340","EDMONTON","BRUDERHEIM T",1,NA,NA,1,1,0,0,"1998-4","4",930636.07,0.0107453389379159
"1998","2458010","June 30, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",63,NA,NA,36,1.75,0,0.142857142857143,"1998-4","4",3558502.17,0.177040780053817
"1998","5917047","March 31, 1998","2440","VICTORIA","VIEW ROYAL T",73,NA,NA,47,1.5531914893617,0,0.361702127659574,"1998-4","4",320423.967,2.27823157810165
"1998","2457030","September 30, 1998","1060","MONTRÉAL","BOIS-DES-FILION V",45,NA,NA,45,1,0,0.230769230769231,"1998-4","4",3558502.17,0.126457700038441
"1998","2475035","September 30, 1998","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",51,NA,NA,32,1.59375,0,0.36,"1998-4","4",3558502.17,0.143318726710233
"1998","3502037","September 30, 1998","1265",NA,NA,67,NA,NA,65,1.03076923076923,0,0.0461538461538462,"1998-4","4",788559.594,0.849650432380638
"1998","5915063","March 31, 1998","2410",NA,NA,19,NA,NA,19,1,0,0,"1998-4","4",2009927.38,0.0945307785199682
"1998","5915830","September 30, 1998","2410",NA,NA,5,NA,NA,5,1,0,0,"1998-4","4",2009927.38,0.0248765206631495
"1998","3525009","December 31, 1998","0610",NA,NA,121,NA,NA,56,2.16071428571429,0,1.58928571428571,"1998-4","4",665324.812,1.81866056725388
"1998","2467020","June 30, 1998","1060","MONTRÉAL","POINTE-CALUMET MÉ",63,NA,NA,61,1.0327868852459,0,0.181818181818182,"1998-4","4",3558502.17,0.177040780053817
"1998","3524009","December 31, 1998","2270","TORONTO","MILTON T",42,NA,NA,31,1.35483870967742,0,0.419354838709677,"1998-4","4",4642956.2,0.0904596084709996
"1998","2473030","March 31, 1998","1060","MONTRÉAL","BOIS-DES-FILION V",26,NA,NA,18,1.44444444444444,0,0.166666666666667,"1998-4","4",3558502.17,0.073064448911099
"1998","4706058","September 30, 1998","1490","REGINA","REGINA BEACH T",7,NA,NA,7,1,0,0.428571428571429,"1998-4","4",199958.691,0.350072305684378
"1998","4711061","September 30, 1998","1700","SASKATOON","DUNDURN NO. 314 RM",4,NA,NA,4,1,0,1,"1998-4","4",232227.483,0.172244901780208
"1998","2422030","September 30, 1998","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",3,NA,NA,3,1,0,0,"1998-4","4",697579.086,0.0430058764691807
"1998","2457045","June 30, 1998","1060","MONTRÉAL","MERCIER V",13,NA,NA,13,1,0,0.181818181818182,"1998-4","4",3558502.17,0.0365322244555495
"1998","5917021","December 31, 1998","2440","VICTORIA","SAANICH DM",265,NA,NA,145,1.82758620689655,0,0.36551724137931,"1998-4","4",320423.967,8.27029271502653
"1998","2419105","June 30, 1998","1400","QUÉBEC","BEAUMONT MÉ",2,NA,NA,2,1,0,0,"1998-4","4",697579.086,0.0286705843127871
"1998","2452005","June 30, 1998","1060","MONTRÉAL","SAINT-COLOMBAN V",14,NA,NA,14,1,0,0.5,"1998-4","4",3558502.17,0.0393423955675149
"1998","3521024","March 31, 1998","2270","TORONTO","CALEDON T",702,NA,NA,486,1.44444444444444,0,0.00413223140495868,"1998-4","4",4642956.2,1.51196774158671
"1998","3506006","March 31, 1998","1265",NA,NA,684,NA,NA,494,1.38461538461538,0,1.37651821862348,"1998-4","4",788559.594,8.67404322012472
"1998","2460010","December 31, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",70,NA,NA,56,1.25,0,0.647058823529412,"1998-4","4",3558502.17,0.196711977837574
"1998","4711068","June 30, 1998","1700","SASKATOON","WARMAN CY",45,NA,NA,42,1.07142857142857,0,0,"1998-4","4",232227.483,1.93775514502734
"1998","4611042","September 30, 1998","2680","WINNIPEG","HEADINGLEY RM",7,NA,NA,7,1,0,0,"1998-4","4",687770.691,0.101778108482962
"1998","3507061","June 30, 1998","1265",NA,NA,19,NA,NA,18,1.05555555555556,0,0.333333333333333,"1998-4","4",788559.594,0.240945645003464
"1998","3543014","December 31, 1998","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",169,NA,NA,154,1.0974025974026,0,0.38961038961039,"1998-4","4",4642956.2,0.363992234085689
"1998","2425025","June 30, 1998","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",33,NA,NA,20,1.65,0,0.2,"1998-4","4",697579.086,0.473064641160988
"1998","2458015","September 30, 1998","1060","MONTRÉAL","SAINT-AMABLE MÉ",73,NA,NA,33,2.21212121212121,0,0.277777777777778,"1998-4","4",3558502.17,0.20514249117347
"1998","2466095","June 30, 1998","1060","MONTRÉAL","L'ÎLE-CADIEUX V",47,NA,NA,45,1.04444444444444,0,0.583333333333333,"1998-4","4",3558502.17,0.132078042262371
"1998","4711065","September 30, 1998","1700","SASKATOON","CORMAN PARK NO. 344 RM",64,NA,NA,64,1,0,0.15625,"1998-4","4",232227.483,2.75591842848333
"1998","4811068","March 31, 1998","0340","EDMONTON","MORINVILLE T",29,NA,NA,26,1.11538461538462,0,1,"1998-4","4",930636.07,0.31161482919956
"1998","4614015","June 30, 1998","2680","WINNIPEG","ROSSER RM",2,NA,NA,2,1,0,0,"1998-4","4",687770.691,0.0290794595665607
"1998","4706029","September 30, 1998","1490","REGINA","EDENWOLD NO. 158 RM",35,NA,NA,35,1,0,0.0857142857142857,"1998-4","4",199958.691,1.75036152842189
"1998","2423050","December 31, 1998","1400",NA,NA,73,NA,NA,55,1.32727272727273,0,0.109090909090909,"1998-4","4",697579.086,1.04647632741673
"1998","2473010","December 31, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",169,NA,NA,70,2.41428571428571,0.2,0.620689655172414,"1998-4","4",3558502.17,0.474918917922144
"1998","2466065","March 31, 1998","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",58,NA,NA,13,4.46153846153846,0,0,"1998-4","4",3558502.17,0.16298992449399
"1998","4602075","June 30, 1998","2680","WINNIPEG","RITCHOT RM",44,NA,NA,44,1,0,0.409090909090909,"1998-4","4",687770.691,0.639748110464335
"1998","2458030","June 30, 1998","1060","MONTRÉAL","BOIS-DES-FILION V",245,NA,NA,140,1.75,0,0.533333333333333,"1998-4","4",3558502.17,0.68849192243151
"1998","4611040","June 30, 1998","2680","WINNIPEG","WINNIPEG CY",1147,NA,NA,830,1.38192771084337,0,0.25421686746988,"1998-4","4",687770.691,16.6770700614225
"1998","4806024","December 31, 1998","0140","CALGARY","BEISEKER VL",6,NA,NA,6,1,0,1,"1998-4","4",925463.089,0.0648324073787021
"1998","2472005","June 30, 1998","1060","MONTRÉAL","SAINT-COLOMBAN V",123,NA,NA,94,1.30851063829787,0,0.319444444444444,"1998-4","4",3558502.17,0.345651046771738
"1998","4811018","December 31, 1998","0340","EDMONTON","DEVON T",50,NA,NA,46,1.08695652173913,0,0.130434782608696,"1998-4","4",930636.07,0.537266946895794
"1998","2422035","June 30, 1998","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",26,NA,NA,26,1,0,0.307692307692308,"1998-4","4",697579.086,0.372717596066233
"1998","1209012","September 30, 1998","0580",NA,NA,315,NA,NA,311,1.01286173633441,0,0.432773109243697,"1998-4","4",362651.652,8.68602137237748
"1998","2424010","September 30, 1998","1400","QUÉBEC","SAINTE-FAMILLE PE",30,NA,NA,22,1.36363636363636,0,0.318181818181818,"1998-4","4",697579.086,0.430058764691807
"1998","3506042","March 31, 1998","1265",NA,NA,72,NA,NA,69,1.04347826086957,0,0.188405797101449,"1998-4","4",788559.594,0.91305718106576
"1998","2467015","December 31, 1998","1060","MONTRÉAL","SAINT-AMABLE MÉ",139,NA,NA,118,1.17796610169492,0,0.222222222222222,"1998-4","4",3558502.17,0.390613784563183
"1998","4811024","June 30, 1998","0340","EDMONTON","WARBURG VL",1,NA,NA,1,1,0,0,"1998-4","4",930636.07,0.0107453389379159
"1998","2467030","June 30, 1998","1060","MONTRÉAL","BOIS-DES-FILION V",177,NA,NA,177,1,0,0.339622641509434,"1998-4","4",3558502.17,0.497400286817866
"1998","5915051","September 30, 1998","2410","VANCOUVER","NORTH VANCOUVER CY",334,NA,NA,46,7.26086956521739,0.804347826086957,0.239130434782609,"1998-4","4",2009927.38,1.66175158029839
"1998","2423060","September 30, 1998","1400",NA,NA,229,NA,NA,82,2.79268292682927,0,0.451219512195122,"1998-4","4",697579.086,3.28278190381413
"1998","2466085","June 30, 1998","1060",NA,NA,35,NA,NA,8,4.375,0,1.57142857142857,"1998-4","4",3558502.17,0.0983559889187871
"1998","2467010","June 30, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",24,NA,NA,24,1,0,0.125,"1998-4","4",3558502.17,0.0674441066871683
"1998","2467045","June 30, 1998","1060","MONTRÉAL","MERCIER V",34,NA,NA,34,1,0,0.3125,"1998-4","4",3558502.17,0.0955458178068218
"1998","2473005","June 30, 1998","1060","MONTRÉAL","SAINT-COLOMBAN V",109,NA,NA,80,1.3625,0,4.14084507042254,"1998-4","4",3558502.17,0.306308651204223
"1998","3506014","March 31, 1998","1265",NA,NA,727,NA,NA,274,2.65328467153285,0,0.423357664233577,"1998-4","4",788559.594,9.21934125881677
"1998","4706053","September 30, 1998","1490","REGINA","LUMSDEN NO. 189 RM",33,NA,NA,33,1,0,5.51515151515152,"1998-4","4",199958.691,1.65034086965492
"1998","2466130","June 30, 1998","1060",NA,NA,136,NA,NA,124,1.09677419354839,0,0.580246913580247,"1998-4","4",3558502.17,0.382183271227287
"1998","2466115","June 30, 1998","1060",NA,NA,24,NA,NA,24,1,0,0.0909090909090909,"1998-4","4",3558502.17,0.0674441066871683
"1998","4602069","June 30, 1998","2680","WINNIPEG","TACHÉ RM",38,NA,NA,38,1,0,0.5,"1998-4","4",687770.691,0.552509731764653
"1998","2423010","December 31, 1998","1400","QUÉBEC","SAINTE-FAMILLE PE",3,NA,NA,2,1.5,0,2,"1998-4","4",697579.086,0.0430058764691807
"1998","2452010","June 30, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",36,NA,NA,30,1.2,0,1.45454545454545,"1998-4","4",3558502.17,0.101166160030752
"1998","2420015","June 30, 1998","1400","QUÉBEC","LAC-SAINT-JOSEPH V",2,NA,NA,2,1,0,1.5,"1998-4","4",697579.086,0.0286705843127871
"1998","2425043","September 30, 1998","1400",NA,NA,118,NA,NA,96,1.22916666666667,0,0.0729166666666667,"1998-4","4",697579.086,1.69156447445444
"1998","2457015","September 30, 1998","1060","MONTRÉAL","SAINT-AMABLE MÉ",106,NA,NA,69,1.53623188405797,0,0.25,"1998-4","4",3558502.17,0.297878137868327
"1998","5915007","June 30, 1998","2410","VANCOUVER","WHITE ROCK CY",115,NA,NA,38,3.02631578947368,0.0526315789473684,0.184210526315789,"1998-4","4",2009927.38,0.572159975252439
"1998","5915043","June 30, 1998","2410","VANCOUVER","PORT MOODY CY",157,NA,NA,47,3.34042553191489,0.170212765957447,0.765957446808511,"1998-4","4",2009927.38,0.781122748822895
"1998","2467055","March 31, 1998","1060","MONTRÉAL","LÉRY V",2,NA,NA,2,1,0,NA,"1998-4","4",3558502.17,0.00562034222393069
"1998","4712056","June 30, 1998","1700","SASKATOON","DELISLE T",5,NA,NA,5,1,0,0.8,"1998-4","4",232227.483,0.21530612722526
"1998","4811061","March 31, 1998","0340","EDMONTON","EDMONTON CY",3591,NA,NA,2174,1.65179392824287,0,0.32027972027972,"1998-4","4",930636.07,38.5865121260559
"1998","3519048","March 31, 1998","2270","TORONTO","NEWMARKET T",458,NA,NA,398,1.15075376884422,0,1.03015075376884,"1998-4","4",4642956.2,0.986440492374234
"1998","5915065","June 30, 1998","2410","VANCOUVER","LIONS BAY VL",3,NA,NA,3,1,0,1,"1998-4","4",2009927.38,0.0149259123978897
"1998","2425035","December 31, 1998","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",14,NA,NA,12,1.16666666666667,0,0.0833333333333333,"1998-4","4",697579.086,0.20069409018951
"1998","2470025","September 30, 1998","1060","MONTRÉAL","SAINT-ZOTIQUE MÉ",9,NA,NA,9,1,0,1,"1998-4","4",3558502.17,0.0252915400076881
"1998","4613032","September 30, 1998","2680","WINNIPEG","EAST ST. PAUL RM",139,NA,NA,139,1,0,0.39568345323741,"1998-4","4",687770.691,2.02102243987597
"1998","2420020","June 30, 1998","1400","QUÉBEC","SHANNON V",4,NA,NA,4,1,0,1.25,"1998-4","4",697579.086,0.0573411686255743
"1998","2473020","June 30, 1998","1060","MONTRÉAL","POINTE-CALUMET MÉ",95,NA,NA,87,1.09195402298851,0.0229885057471264,0.623188405797101,"1998-4","4",3558502.17,0.266966255636708
"1998","3524002","March 31, 1998","0610","HAMILTON","BURLINGTON CY",1650,NA,NA,727,2.26960110041265,0.0852819807427785,0.22,"1998-4","4",665324.812,24.7999168261893
"1998","4706030","September 30, 1998","1490","REGINA","WHITE CITY T",15,NA,NA,15,1,0,0.2,"1998-4","4",199958.691,0.750154940752238
"1998","5917005","June 30, 1998","2440","VICTORIA","NORTH SAANICH DM",29,NA,NA,29,1,0,0.0689655172413793,"1998-4","4",320423.967,0.905050900889695
"1998","2422005","December 31, 1998","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",12,NA,NA,12,1,0,0,"1998-4","4",697579.086,0.172023505876723
"1998","3525018","March 31, 1998","0610",NA,NA,542,NA,NA,441,1.22902494331066,0.00680272108843537,0.118604651162791,"1998-4","4",665324.812,8.14639692108762
"1998","1209018","March 31, 1998","0580",NA,NA,142,NA,NA,132,1.07575757575758,0,0.616071428571429,"1998-4","4",362651.652,3.91560328532572
"1998","4706027","June 30, 1998","1490","REGINA","REGINA CY",364,NA,NA,313,1.1629392971246,0,0.235772357723577,"1998-4","4",199958.691,18.2037598955876
"1998","4711060","June 30, 1998","1700","SASKATOON","THODE RV",1,NA,NA,1,1,0,0,"1998-4","4",232227.483,0.0430612254450521
"1998","1209021","March 31, 1998","0580",NA,NA,578,NA,NA,155,3.72903225806452,0.0387096774193548,0.685185185185185,"1998-4","4",362651.652,15.9381598515371
"1998","2457010","September 30, 1998","1060","MONTRÉAL","DEUX-MONTAGNES V",22,NA,NA,22,1,0,0.631578947368421,"1998-4","4",3558502.17,0.0618237644632376
"1998","2472035","June 30, 1998","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,NA,NA,5,1,0,0.6,"1998-4","4",3558502.17,0.0140508555598267
"1998","5915018","September 30, 1998","2410",NA,NA,127,NA,NA,5,25.4,3.6,0,"1998-4","4",2009927.38,0.631863624843998
"1998","2455060","June 30, 1998","1060","MONTRÉAL","L'ÎLE-PERROT V",13,NA,NA,13,1,0,0.833333333333333,"1998-4","4",3558502.17,0.0365322244555495
"1998","2471100","September 30, 1998","1060","MONTRÉAL","HUDSON V",18,NA,NA,18,1,0,0.857142857142857,"1998-4","4",3558502.17,0.0505830800153762
"1998","5915002","March 31, 1998","2410","VANCOUVER","LANGLEY CY",87,NA,NA,8,10.875,0.875,0.125,"1998-4","4",2009927.38,0.432851459538802
"1998","2423802","June 30, 1998","1400",NA,NA,13,NA,NA,13,1,0,0,"1998-4","4",697579.086,0.186358798033117
"1998","2466140","September 30, 1998","1060",NA,NA,106,NA,NA,99,1.07070707070707,0,0.837209302325581,"1998-4","4",3558502.17,0.297878137868327
"1998","2467025","June 30, 1998","1060","MONTRÉAL","SAINT-ZOTIQUE MÉ",26,NA,NA,22,1.18181818181818,0,0.0625,"1998-4","4",3558502.17,0.073064448911099
"1998","3518001","March 31, 1998","2270","TORONTO","OAKVILLE T",741,NA,NA,438,1.69178082191781,0,0.559360730593607,"1998-4","4",4642956.2,1.59596594945264
"1998","5917015","September 30, 1998","2440","VICTORIA","CENTRAL SAANICH DM",62,NA,NA,62,1,0,0.0806451612903226,"1998-4","4",320423.967,1.93493640879866
"1998","2459005","September 30, 1998","1060","MONTRÉAL","SAINT-COLOMBAN V",257,NA,NA,182,1.41208791208791,0,1.37837837837838,"1998-4","4",3558502.17,0.722213975775094
"1998","2471090","June 30, 1998","1060","MONTRÉAL","VAUDREUIL-SUR-LE-LAC VL",2,NA,NA,2,1,0,0,"1998-4","4",3558502.17,0.00562034222393069
"1998","2423005","June 30, 1998","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",142,NA,NA,136,1.04411764705882,0,0.0735294117647059,"1998-4","4",697579.086,2.03561148620789
"1998","4811059","December 31, 1998","0340","EDMONTON","STURGEON COUNTY MD",104,NA,NA,104,1,0,2.09615384615385,"1998-4","4",930636.07,1.11751524954325
"1998","4613037","September 30, 1998","2680","WINNIPEG","WEST ST. PAUL RM",62,NA,NA,33,1.87878787878788,0,0.242424242424242,"1998-4","4",687770.691,0.901463246563381
"1998","4706021","December 31, 1998","1490","REGINA","PENSE NO. 160 RM",4,NA,NA,3,1.33333333333333,0,0,"1998-4","4",199958.691,0.20004131753393
"1998","5917045","March 31, 1998","2440",NA,NA,11,NA,NA,11,1,0,0.454545454545455,"1998-4","4",320423.967,0.343295169302988
