"ref_yy","CSDuid","date_pbi","metcode","metro","municipality","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","reference_period_qq","ref_qq","population","starts_per_10kpop"
"1988","2463150","September 30, 1988","1060",NA,NA,414,NA,NA,188,2.20212765957447,0,0.0585106382978723,"1988-4","4",3351700.63,1.23519384844344
"1988","4602075","December 31, 1988","2680","WINNIPEG","RITCHOT RM",36,NA,NA,33,1.09090909090909,0,0,"1988-4","4",665928.947,0.540598214902347
"1988","2472230","June 30, 1988","1060",NA,NA,70,NA,NA,30,2.33333333333333,0.2,0.666666666666667,"1988-4","4",3351700.63,0.208849201427635
"1988","5917010","September 30, 1988","2440","VICTORIA","SIDNEY T",86,NA,NA,22,3.90909090909091,0,0,"1988-4","4",283268.492,3.03598890906653
"1988","1209024","September 30, 1988","0580",NA,NA,260,NA,NA,133,1.95488721804511,0,0.12781954887218,"1988-4","4",326937.956,7.95257923494206
"1988","2463220","September 30, 1988","1060",NA,NA,388,NA,NA,257,1.50972762645914,0,0.155642023346304,"1988-4","4",3351700.63,1.15762128791318
"1988","3519028","September 30, 1988","2270","TORONTO","VAUGHAN CY",1138,NA,NA,943,1.2067868504772,0,0.52492046659597,"1988-4","4",3917164.25,2.90516283558955
"1988","4711065","December 31, 1988","1700","SASKATOON","CORMAN PARK NO. 344 RM",14,NA,NA,14,1,0,0,"1988-4","4",216113.54,0.647807629267467
"1988","2452550","December 31, 1988","1060",NA,NA,20,NA,NA,20,1,0,1.1,"1988-4","4",3351700.63,0.0596712004078956
"1988","4811062","December 31, 1988","0340","EDMONTON","ST. ALBERT CY",268,NA,NA,267,1.00374531835206,0,0.0411985018726592,"1988-4","4",821466.779,3.26245694714819
"1988","5915034","June 30, 1988","2410","VANCOUVER","COQUITLAM CY",604,NA,NA,441,1.36961451247166,0,0.188208616780045,"1988-4","4",1562206,3.86632748818018
"1988","3506042","September 30, 1988","1265",NA,NA,143,NA,NA,143,1,0,0.0909090909090909,"1988-4","4",683074.4453,2.09347606229356
"1988","3519046","December 31, 1988","2270","TORONTO","AURORA T",279,NA,NA,213,1.30985915492958,0,0.0845070422535211,"1988-4","4",3917164.25,0.712249939481093
"1988","2452780","December 31, 1988","1060",NA,NA,98,NA,NA,88,1.11363636363636,0,0.704545454545455,"1988-4","4",3351700.63,0.292388881998689
"1988","2463200","September 30, 1988","1060",NA,NA,77,NA,NA,71,1.08450704225352,0,0.0704225352112676,"1988-4","4",3351700.63,0.229734121570398
"1988","5917030","September 30, 1988","2440","VICTORIA","OAK BAY DM",17,NA,NA,17,1,0,0.0588235294117647,"1988-4","4",283268.492,0.600137342489895
"1988","4706028","December 31, 1988","1490","REGINA","GRAND COULEE T",3,NA,NA,3,1,0,0,"1988-4","4",195585.119,0.153385902533822
"1988","2420430","September 30, 1988","1400",NA,NA,193,NA,NA,119,1.6218487394958,0,0.0756302521008403,"1988-4","4",646773.443,2.98404336307915
"1988","2470110","September 30, 1988","1060",NA,NA,13,NA,NA,4,3.25,0,0.75,"1988-4","4",3351700.63,0.0387862802651322
"1988","4712058","September 30, 1988","1700","SASKATOON","VANSCOY VL",1,NA,NA,1,1,0,1,"1988-4","4",216113.54,0.0462719735191048
"1988","2469600","September 30, 1988","1060",NA,NA,213,NA,NA,129,1.65116279069767,0.0155038759689922,0.48062015503876,"1988-4","4",3351700.63,0.635498284344088
"1988","5915039","September 30, 1988","2410","VANCOUVER","PORT COQUITLAM CY",438,NA,NA,253,1.73122529644269,0.0276679841897233,0.00395256916996047,"1988-4","4",1562206,2.80372754937569
"1988","2420320","September 30, 1988","1400",NA,NA,12,NA,NA,12,1,0,0.25,"1988-4","4",646773.443,0.185536374906476
"1988","4610052","December 31, 1988","2680","WINNIPEG","ST. FRANÇOIS XAVIER RM",3,NA,NA,3,1,0,0,"1988-4","4",665928.947,0.0450498512418623
"1988","3518005","December 31, 1988","2270","TORONTO","AJAX T",446,NA,NA,404,1.1039603960396,0,0.150990099009901,"1988-4","4",3917164.25,1.13857875630311
"1988","1209022","December 31, 1988","0580",NA,NA,211,NA,NA,93,2.26881720430108,0,0.225806451612903,"1988-4","4",326937.956,6.45382391758759
"1988","2457150","December 31, 1988","1060",NA,NA,81,NA,NA,71,1.14084507042254,0.0563380281690141,0.887323943661972,"1988-4","4",3351700.63,0.241668361651977
"1988","3520001","June 30, 1988","2270","TORONTO","OAKVILLE T",2751,NA,NA,607,4.53212520593081,0.00329489291598023,0.439868204283361,"1988-4","4",3917164.25,7.02293757531357
"1988","4706031","September 30, 1988","1490","REGINA","PILOT BUTTE T",3,NA,NA,3,1,0,0,"1988-4","4",195585.119,0.153385902533822
"1988","4811065","September 30, 1988","0340","EDMONTON","REDWATER T",2,NA,NA,2,1,0,0,"1988-4","4",821466.779,0.0243466936354343
"1988","4811069","September 30, 1988","0340","EDMONTON","LEGAL T",2,NA,NA,2,1,0,0.5,"1988-4","4",821466.779,0.0243466936354343
"1988","3518001","June 30, 1988","2270","TORONTO","OAKVILLE T",1523,NA,NA,917,1.6608505997819,0,0.354416575790622,"1988-4","4",3917164.25,3.88801669473012
"1988","4614015","September 30, 1988","2680","WINNIPEG","ROSSER RM",3,NA,NA,3,1,0,0,"1988-4","4",665928.947,0.0450498512418623
"1988","5915063","June 30, 1988","2410",NA,NA,7,NA,NA,7,1,0,0,"1988-4","4",1562206,0.044808431154406
"1988","2465740","September 30, 1988","1060",NA,NA,53,NA,NA,10,5.3,0,0.222222222222222,"1988-4","4",3351700.63,0.158128681080923
"1988","3518029","June 30, 1988","2270","TORONTO","UXBRIDGE TP",97,NA,NA,91,1.06593406593407,0,0.0659340659340659,"1988-4","4",3917164.25,0.247628115160093
"1988","2415780","June 30, 1988","1400",NA,NA,10,NA,NA,10,1,0,0.555555555555556,"1988-4","4",646773.443,0.154613645755396
"1988","2462240","December 31, 1988","1060",NA,NA,246,NA,NA,178,1.38202247191011,0,0.544943820224719,"1988-4","4",3351700.63,0.733955765017116
"1988","4811018","December 31, 1988","0340","EDMONTON","DEVON T",8,NA,NA,8,1,0,0,"1988-4","4",821466.779,0.0973867745417371
"1988","2466780","September 30, 1988","1060",NA,NA,9,NA,NA,9,1,0,0.222222222222222,"1988-4","4",3351700.63,0.026852040183553
"1988","3503016","September 30, 1988","1265",NA,NA,100,NA,NA,100,1,0,-0.01,"1988-4","4",683074.4453,1.46396927433116
"1988","3524015","September 30, 1988","2270","TORONTO","HALTON HILLS T",67,NA,NA,67,1,0,0.104477611940299,"1988-4","4",3917164.25,0.171042100162126
"1988","4706058","December 31, 1988","1490","REGINA","REGINA BEACH T",3,NA,NA,3,1,0,0,"1988-4","4",195585.119,0.153385902533822
"1988","2466700","September 30, 1988","1060",NA,NA,197,NA,NA,175,1.12571428571429,0.0114285714285714,0.0971428571428571,"1988-4","4",3351700.63,0.587761324017772
"1988","2470460","June 30, 1988","1060",NA,NA,31,NA,NA,17,1.82352941176471,0,0,"1988-4","4",3351700.63,0.0924903606322382
"1988","3506001","September 30, 1988","1265",NA,NA,144,NA,NA,144,1,0,0.0277777777777778,"1988-4","4",683074.4453,2.10811575503687
"1988","2457110","December 31, 1988","1060",NA,NA,26,NA,NA,11,2.36363636363636,0,0.545454545454545,"1988-4","4",3351700.63,0.0775725605302643
"1988","3506011","December 31, 1988","1265",NA,NA,4,NA,NA,4,1,0,0.5,"1988-4","4",683074.4453,0.0585587709732464
"1988","3519070","June 30, 1988","2270","TORONTO","GEORGINA T",592,NA,NA,523,1.13193116634799,0,1.05353728489484,"1988-4","4",3917164.25,1.51129736262655
"1988","4711061","September 30, 1988","1700","SASKATOON","DUNDURN NO. 314 RM",1,NA,NA,1,1,0,0,"1988-4","4",216113.54,0.0462719735191048
"1988","5917040","December 31, 1988","2440","VICTORIA","ESQUIMALT DM",6,NA,NA,6,1,0,0.333333333333333,"1988-4","4",283268.492,0.211813179702316
"1988","5917021","September 30, 1988","2440","VICTORIA","SAANICH DM",581,NA,NA,421,1.38004750593824,0,0.0682926829268293,"1988-4","4",283268.492,20.5105762345076
"1988","2463130","December 31, 1988","1060",NA,NA,83,NA,NA,82,1.01219512195122,0,0.134146341463415,"1988-4","4",3351700.63,0.247635481692767
"1988","4806022","June 30, 1988","0140","CALGARY","IRRICANA T",1,NA,NA,1,1,0,0,"1988-4","4",724449.865,0.0138035776982304
"1988","3521010","June 30, 1988","2270","TORONTO","BRAMPTON CY",2636,NA,NA,1795,1.46852367688022,0,0.0239554317548747,"1988-4","4",3917164.25,6.7293578511547
"1988","1209001","September 30, 1988","0580",NA,NA,95,NA,NA,88,1.07954545454545,0,0.0340909090909091,"1988-4","4",326937.956,2.90575010507498
"1988","5915025","September 30, 1988","2410","VANCOUVER","BURNABY CY",627,NA,NA,400,1.5675,0,0.095,"1988-4","4",1562206,4.01355519054465
"1988","3524001","June 30, 1988","2270","TORONTO","OAKVILLE T",1089,NA,NA,713,1.5273492286115,0,0.279102384291725,"1988-4","4",3917164.25,2.7800723444262
"1988","4711066","June 30, 1988","1700","SASKATOON","SASKATOON CY",598,NA,NA,385,1.55324675324675,0.0311688311688312,0.171052631578947,"1988-4","4",216113.54,27.6706401644247
"1988","2420560","December 31, 1988","1400",NA,NA,41,NA,NA,35,1.17142857142857,0,0.342857142857143,"1988-4","4",646773.443,0.633915947597125
"1988","2465340","June 30, 1988","1060",NA,NA,49,NA,NA,18,2.72222222222222,0.333333333333333,0.444444444444444,"1988-4","4",3351700.63,0.146194440999344
"1988","2466300","December 31, 1988","1060",NA,NA,57,NA,NA,57,1,0,0.298245614035088,"1988-4","4",3351700.63,0.170062921162503
"1988","2462110","September 30, 1988","1060",NA,NA,25,NA,NA,25,1,0,0.28,"1988-4","4",3351700.63,0.0745890005098695
"1988","4712054","June 30, 1988","1700","SASKATOON","VANSCOY NO. 345 RM",8,NA,NA,8,1,0,1.25,"1988-4","4",216113.54,0.370175788152839
"1988","3506009","December 31, 1988","1265",NA,NA,21,NA,NA,14,1.5,0,0.142857142857143,"1988-4","4",683074.4453,0.307433547609543
"1988","4811059","September 30, 1988","0340","EDMONTON","STURGEON COUNTY MD",61,NA,NA,61,1,0,0.0983606557377049,"1988-4","4",821466.779,0.742574155880746
"1988","2420350","June 30, 1988","1400",NA,NA,53,NA,NA,48,1.10416666666667,0,0.166666666666667,"1988-4","4",646773.443,0.8194523225036
"1988","5917041","December 31, 1988","2440","VICTORIA","COLWOOD CY",105,NA,NA,84,1.25,0,0.107142857142857,"1988-4","4",283268.492,3.70673064479053
"1988","3525009","June 30, 1988","0610",NA,NA,16,NA,NA,16,1,0,0.1875,"1988-4","4",607581.042,0.263339355476467
"1988","2421340","June 30, 1988","1400",NA,NA,30,NA,NA,26,1.15384615384615,0,0.0384615384615385,"1988-4","4",646773.443,0.463840937266189
"1988","2465280","December 31, 1988","1060",NA,NA,56,NA,NA,5,11.2,0,0.4,"1988-4","4",3351700.63,0.167079361142108
"1988","4806026","September 30, 1988","0140","CALGARY","CROSSFIELD T",7,NA,NA,7,1,0,0,"1988-4","4",724449.865,0.0966250438876126
"1988","5917055","September 30, 1988","2440",NA,NA,300,NA,NA,36,8.33333333333333,0.0555555555555556,0.166666666666667,"1988-4","4",283268.492,10.5906589851158
"1988","2465700","September 30, 1988","1060",NA,NA,556,NA,NA,216,2.57407407407407,0.0648148148148148,0.669811320754717,"1988-4","4",3351700.63,1.6588593713395
"1988","2473420","December 31, 1988","1060",NA,NA,3,NA,NA,3,1,0,1.33333333333333,"1988-4","4",3351700.63,0.00895068006118434
"1988","4711068","September 30, 1988","1700","SASKATOON","WARMAN CY",20,NA,NA,20,1,0,0.3,"1988-4","4",216113.54,0.925439470382096
"1988","4811026","September 30, 1988","0340",NA,NA,2,NA,NA,2,1,0,1,"1988-4","4",821466.779,0.0243466936354343
"1988","5915046","September 30, 1988","2410","VANCOUVER","NORTH VANCOUVER DM",539,NA,NA,254,2.12204724409449,0,0.0905511811023622,"1988-4","4",1562206,3.45024919888926
"1988","2473580","December 31, 1988","1060",NA,NA,5,NA,NA,5,1,0,0.2,"1988-4","4",3351700.63,0.0149178001019739
"1988","3519036","September 30, 1988","2270","TORONTO","MARKHAM CY",1181,NA,NA,1176,1.00425170068027,0,0.300170068027211,"1988-4","4",3917164.25,3.0149361237533
"1988","4612047","September 30, 1988","2680","WINNIPEG","SPRINGFIELD RM",69,NA,NA,69,1,0,0.0144927536231884,"1988-4","4",665928.947,1.03614657856283
"1988","5911025","June 30, 1988","2410","VANCOUVER","BURNABY CY",334,NA,NA,116,2.87931034482759,0,0,"1988-4","4",1562206,2.13800228651023
"1988","2466600","June 30, 1988","1060",NA,NA,32,NA,NA,12,2.66666666666667,0,0.75,"1988-4","4",3351700.63,0.095473920652633
"1988","3519054","September 30, 1988","2270","TORONTO","EAST GWILLIMBURY T",136,NA,NA,136,1,0,0.860294117647059,"1988-4","4",3917164.25,0.34718993465745
"1988","4811046","December 31, 1988","0340","EDMONTON","SPRING LAKE VL",2,NA,NA,2,1,0,0,"1988-4","4",821466.779,0.0243466936354343
"1988","5915051","June 30, 1988","2410","VANCOUVER","NORTH VANCOUVER CY",100,NA,NA,47,2.12765957446809,0,0.127659574468085,"1988-4","4",1562206,0.640120445062943
"1988","2420230","September 30, 1988","1400",NA,NA,1037,NA,NA,383,2.70757180156658,0,0.169712793733681,"1988-4","4",646773.443,16.0334350648346
"1988","2421220","June 30, 1988","1400",NA,NA,61,NA,NA,60,1.01666666666667,0,0.0333333333333333,"1988-4","4",646773.443,0.943143239107917
"1988","2473300","June 30, 1988","1060",NA,NA,105,NA,NA,97,1.08247422680412,0,0.206185567010309,"1988-4","4",3351700.63,0.313273802141452
"1988","4706032","September 30, 1988","1490","REGINA","BALGONIE T",14,NA,NA,14,1,0,0.142857142857143,"1988-4","4",195585.119,0.71580087849117
"1988","5913011","December 31, 1988","2410","VANCOUVER","DELTA DM",404,NA,NA,372,1.08602150537634,0,0.182795698924731,"1988-4","4",1562206,2.58608659805429
"1988","5915036","September 30, 1988","2410","VANCOUVER","BELCARRA VL",7,NA,NA,7,1,0,0,"1988-4","4",1562206,0.044808431154406
"1988","5915043","December 31, 1988","2410","VANCOUVER","PORT MOODY CY",66,NA,NA,66,1,0,0.287878787878788,"1988-4","4",1562206,0.422479493741542
"1988","4711073","December 31, 1988","1700","SASKATOON","DALMENY T",3,NA,NA,3,1,0,0,"1988-4","4",216113.54,0.138815920557314
"1988","2421500","June 30, 1988","1400",NA,NA,19,NA,NA,15,1.26666666666667,0,0.133333333333333,"1988-4","4",646773.443,0.293765926935253
"1988","4811031","December 31, 1988","0340",NA,NA,30,NA,NA,24,1.25,0,0.291666666666667,"1988-4","4",821466.779,0.365200404531514
"1988","2416400","September 30, 1988","1400",NA,NA,1,NA,NA,1,1,0,0,"1988-4","4",646773.443,0.0154613645755396
"1988","2456310","December 31, 1988","1060",NA,NA,63,NA,NA,55,1.14545454545455,0,0.545454545454545,"1988-4","4",3351700.63,0.187964281284871
"1988","3519048","June 30, 1988","2270","TORONTO","NEWMARKET T",246,NA,NA,246,1,0,0.518518518518518,"1988-4","4",3917164.25,0.628005322983329
"1988","4811019","September 30, 1988","0340","EDMONTON","CALMAR T",3,NA,NA,3,1,0,0,"1988-4","4",821466.779,0.0365200404531514
"1988","4811034","September 30, 1988","0340","EDMONTON","PARKLAND COUNTY MD",71,NA,NA,71,1,0,0.323943661971831,"1988-4","4",821466.779,0.864307624057917
"1988","3506004","June 30, 1988","1265",NA,NA,750,NA,NA,620,1.20967741935484,0,-0.0548387096774194,"1988-4","4",683074.4453,10.9797695574837
"1988","2465580","December 31, 1988","1060",NA,NA,143,NA,NA,96,1.48958333333333,0,0.645833333333333,"1988-4","4",3351700.63,0.426649082916454
"1988","5915022","September 30, 1988","2410","VANCOUVER","VANCOUVER CY",2320,NA,NA,962,2.41164241164241,0,0.0916666666666667,"1988-4","4",1562206,14.8507943254603
"1988","2463250","June 30, 1988","1060",NA,NA,145,NA,NA,87,1.66666666666667,0.0459770114942529,0.172413793103448,"1988-4","4",3351700.63,0.432616202957243
"1988","4706053","September 30, 1988","1490","REGINA","LUMSDEN NO. 189 RM",9,NA,NA,9,1,0,0,"1988-4","4",195585.119,0.460157707601466
"1988","5915055","December 31, 1988","2410","VANCOUVER","WEST VANCOUVER DM",215,NA,NA,173,1.24277456647399,0,0.421965317919075,"1988-4","4",1562206,1.37625895688533
"1988","2465460","September 30, 1988","1060",NA,NA,1,NA,NA,1,1,0,2,"1988-4","4",3351700.63,0.00298356002039478
"1988","2472180","June 30, 1988","1060",NA,NA,15,NA,NA,15,1,0,0.4,"1988-4","4",3351700.63,0.0447534003059217
"1988","2457200","June 30, 1988","1060",NA,NA,10,NA,NA,10,1,0,0,"1988-4","4",3351700.63,0.0298356002039478
"1988","3520004","December 31, 1988","2270",NA,NA,1062,NA,NA,102,10.4117647058824,0,0.715686274509804,"1988-4","4",3917164.25,2.71114493092803
"1988","2456750","December 31, 1988","1060",NA,NA,155,NA,NA,135,1.14814814814815,0,0.17037037037037,"1988-4","4",3351700.63,0.462451803161191
"1988","2457320","December 31, 1988","1060",NA,NA,101,NA,NA,90,1.12222222222222,0,0.366666666666667,"1988-4","4",3351700.63,0.301339562059873
"1988","2465200","June 30, 1988","1060",NA,NA,58,NA,NA,15,3.86666666666667,0,0.866666666666667,"1988-4","4",3351700.63,0.173046481182897
"1988","4811048","September 30, 1988","0340","EDMONTON","STONY PLAIN T",72,NA,NA,63,1.14285714285714,0,0.142857142857143,"1988-4","4",821466.779,0.876480970875634
"1988","2416700","September 30, 1988","1400",NA,NA,5,NA,NA,5,1,0,0,"1988-4","4",646773.443,0.0773068228776981
"1988","2456400","June 30, 1988","1060",NA,NA,453,NA,NA,301,1.50498338870432,0.00332225913621262,0.0996677740863787,"1988-4","4",3351700.63,1.35155268923884
"1988","3522014","December 31, 1988","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",272,NA,NA,202,1.34653465346535,0,0.0099009900990099,"1988-4","4",3917164.25,0.6943798693149
"1988","1209026","June 30, 1988","0580",NA,NA,156,NA,NA,152,1.02631578947368,0,0.0657894736842105,"1988-4","4",326937.956,4.77154754096523
"1988","4602069","June 30, 1988","2680","WINNIPEG","TACHÉ RM",46,NA,NA,45,1.02222222222222,0,0.0888888888888889,"1988-4","4",665928.947,0.690764385708555
"1988","2472400","December 31, 1988","1060",NA,NA,217,NA,NA,202,1.07425742574257,0,0.845771144278607,"1988-4","4",3351700.63,0.647432524425667
"1988","4811056","December 31, 1988","0340","EDMONTON","FORT SASKATCHEWAN CY",12,NA,NA,12,1,0,0.333333333333333,"1988-4","4",821466.779,0.146080161812606
"1988","2465160","June 30, 1988","1060",NA,NA,18,NA,NA,5,3.6,0,0.2,"1988-4","4",3351700.63,0.0537040803671061
"1988","2465720","December 31, 1988","1060",NA,NA,62,NA,NA,45,1.37777777777778,0,1.26666666666667,"1988-4","4",3351700.63,0.184980721264476
"1988","2473650","September 30, 1988","1060",NA,NA,274,NA,NA,213,1.28638497652582,0,0.169014084507042,"1988-4","4",3351700.63,0.81749544558817
"1988","2452700","December 31, 1988","1060",NA,NA,65,NA,NA,65,1,0,0.646153846153846,"1988-4","4",3351700.63,0.193931401325661
"1988","2463170","December 31, 1988","1060",NA,NA,46,NA,NA,46,1,0,0.0869565217391304,"1988-4","4",3351700.63,0.13724376093816
"1988","3525018","September 30, 1988","0610",NA,NA,948,NA,NA,745,1.27248322147651,0,0.0402684563758389,"1988-4","4",607581.042,15.6028568119806
"1988","5915011","September 30, 1988","2410","VANCOUVER","DELTA DM",515,NA,NA,382,1.34816753926702,0,0.102094240837696,"1988-4","4",1562206,3.29662029207416
"1988","5915065","September 30, 1988","2410","VANCOUVER","LIONS BAY VL",14,NA,NA,14,1,0,0.428571428571429,"1988-4","4",1562206,0.089616862308812
"1988","3520008","September 30, 1988","2270",NA,NA,650,NA,NA,322,2.01863354037267,0,0.736024844720497,"1988-4","4",3917164.25,1.65936365828928
"1988","2421650","September 30, 1988","1400",NA,NA,41,NA,NA,33,1.24242424242424,0,0.0606060606060606,"1988-4","4",646773.443,0.633915947597125
"1988","3543012","June 30, 1988","2270","TORONTO","MONO T",102,NA,NA,101,1.00990099009901,0,0.0297029702970297,"1988-4","4",3917164.25,0.260392450993088
"1988","2417460","December 31, 1988","1400",NA,NA,23,NA,NA,23,1,0,0.2,"1988-4","4",646773.443,0.355611385237411
"1988","5913018","September 30, 1988","2410",NA,NA,96,NA,NA,90,1.06666666666667,0,0.111111111111111,"1988-4","4",1562206,0.614515627260425
"1988","2456450","September 30, 1988","1060",NA,NA,2,NA,NA,2,1,0,0.5,"1988-4","4",3351700.63,0.00596712004078956
"1988","3520019","September 30, 1988","2270",NA,NA,375,NA,NA,260,1.44230769230769,0,0.157692307692308,"1988-4","4",3917164.25,0.957325187474587
"1988","2417400","September 30, 1988","1400",NA,NA,22,NA,NA,22,1,0,0.0454545454545455,"1988-4","4",646773.443,0.340150020661872
"1988","1209012","December 31, 1988","0580",NA,NA,297,NA,NA,271,1.09594095940959,0,0.14760147601476,"1988-4","4",326937.956,9.08429243376073
"1988","5911019","September 30, 1988","2410",NA,NA,496,NA,NA,363,1.366391184573,0,0.0275482093663912,"1988-4","4",1562206,3.1749974075122
"1988","2429160","September 30, 1988","1400",NA,NA,18,NA,NA,18,1,0,0.333333333333333,"1988-4","4",646773.443,0.278304562359713
"1988","2465220","September 30, 1988","1060",NA,NA,130,NA,NA,23,5.65217391304348,0,1,"1988-4","4",3351700.63,0.387862802651322
"1988","3506014","September 30, 1988","1265",NA,NA,1446,NA,NA,252,5.73809523809524,0,0.448412698412698,"1988-4","4",683074.4453,21.1689957068286
"1988","4811013","September 30, 1988","0340","EDMONTON","BEAUMONT T",32,NA,NA,32,1,0,0.03125,"1988-4","4",821466.779,0.389547098166948
"1988","4811021","September 30, 1988","0340","EDMONTON","THORSBY T",2,NA,NA,2,1,0,0.5,"1988-4","4",821466.779,0.0243466936354343
"1988","4811064","June 30, 1988","0340","EDMONTON","GIBBONS T",1,NA,NA,1,1,0,0,"1988-4","4",821466.779,0.0121733468177171
"1988","5915007","September 30, 1988","2410","VANCOUVER","WHITE ROCK CY",105,NA,NA,33,3.18181818181818,0.0909090909090909,0.151515151515152,"1988-4","4",1562206,0.67212646731609
"1988","2421420","September 30, 1988","1400",NA,NA,56,NA,NA,35,1.6,0,0.171428571428571,"1988-4","4",646773.443,0.865836416230219
"1988","2465620","September 30, 1988","1060",NA,NA,34,NA,NA,34,1,0,0.71875,"1988-4","4",3351700.63,0.101441040693423
"1988","2473240","September 30, 1988","1060",NA,NA,40,NA,NA,40,1,0,0.125,"1988-4","4",3351700.63,0.119342400815791
"1988","3525003","September 30, 1988","0610",NA,NA,540,NA,NA,365,1.47945205479452,0,0.147945205479452,"1988-4","4",607581.042,8.88770324733075
"1988","1209008","December 31, 1988","0580",NA,NA,164,NA,NA,110,1.49090909090909,0,0.0818181818181818,"1988-4","4",326937.956,5.01624228665576
"1988","1209018","December 31, 1988","0580",NA,NA,166,NA,NA,135,1.22962962962963,0,0.0740740740740741,"1988-4","4",326937.956,5.07741597307839
"1988","2420270","June 30, 1988","1400",NA,NA,2,NA,NA,2,1,0,0,"1988-4","4",646773.443,0.0309227291510793
"1988","4611040","June 30, 1988","2680","WINNIPEG","WINNIPEG CY",2321,NA,NA,1594,1.45608531994981,0.00125470514429109,0.129943502824859,"1988-4","4",665928.947,34.8535682441208
"1988","4711070","December 31, 1988","1700","SASKATOON","MARTENSVILLE CY",48,NA,NA,34,1.41176470588235,0,0.0588235294117647,"1988-4","4",216113.54,2.22105472891703
"1988","4811049","June 30, 1988","0340","EDMONTON","SPRUCE GROVE CY",41,NA,NA,41,1,0,0.0975609756097561,"1988-4","4",821466.779,0.499107219526403
"1988","2457280","December 31, 1988","1060",NA,NA,268,NA,NA,247,1.08502024291498,0,0.408906882591093,"1988-4","4",3351700.63,0.799594085465801
"1988","2473120","June 30, 1988","1060",NA,NA,304,NA,NA,217,1.40092165898618,0.00921658986175115,0.142857142857143,"1988-4","4",3351700.63,0.907002246200013
"1988","2420170","June 30, 1988","1400",NA,NA,63,NA,NA,57,1.10526315789474,0,0.087719298245614,"1988-4","4",646773.443,0.974065968258996
"1988","2421260","December 31, 1988","1400",NA,NA,31,NA,NA,23,1.34782608695652,0,0.130434782608696,"1988-4","4",646773.443,0.479302301841728
"1988","2473200","September 30, 1988","1060",NA,NA,58,NA,NA,58,1,0,0.120689655172414,"1988-4","4",3351700.63,0.173046481182897
"1988","5915015","September 30, 1988","2410","VANCOUVER","RICHMOND CY",1388,NA,NA,645,2.15193798449612,0,0.0699844479004666,"1988-4","4",1562206,8.88487177747365
"1988","2429110","September 30, 1988","1400",NA,NA,121,NA,NA,105,1.15238095238095,0,0.0285714285714286,"1988-4","4",646773.443,1.87082511364029
"1988","3506012","September 30, 1988","1265",NA,NA,1309,NA,NA,617,2.12155591572123,0.0259319286871961,0.165316045380875,"1988-4","4",683074.4453,19.1633578009949
"1988","5917051","June 30, 1988","2440",NA,NA,114,NA,NA,81,1.40740740740741,0,0.0246913580246914,"1988-4","4",283268.492,4.024450414344
"1988","2465180","June 30, 1988","1060",NA,NA,283,NA,NA,10,28.3,0,0.5,"1988-4","4",3351700.63,0.844347485771723
"1988","2465440","September 30, 1988","1060",NA,NA,11,NA,NA,11,1,0,0.545454545454545,"1988-4","4",3351700.63,0.0328191602243426
