"","ref_yy","metcode","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_qq","population","underconstr_per_10kpop"
"224","2008","2410","December 31, 2008","VANCOUVER",25538,4563,5.59675651983344,0.715318869165023,4,"2295908.66",111.232648079301
"225","2009","0580","December 31, 2009","HALIFAX",1633,619,2.63812600969305,0.0436187399030695,4,"397861.56299999997",41.044427304982
"226","2009","1490","December 31, 2009","REGINA",1175,668,1.75898203592814,0,4,"213962.90600000002",54.9160610110614
"227","2009","1700","December 31, 2009","SASKATOON",1515,866,1.74942263279446,0,4,"263793.313",57.4313269267747
"228","2009","2410","December 31, 2009","VANCOUVER",17124,3916,4.37282941777324,0.635342185903984,4,"2340698.16",73.1576599351024
"229","2010","0580","December 31, 2010","HALIFAX",1981,658,3.01063829787234,0.0182370820668693,4,"401742",49.3102538445072
"230","2010","1490","December 31, 2010","REGINA",1294,667,1.9400299850075,0.04047976011994,4,"217910.062",59.3822969037566
"231","2010","1700","December 31, 2010","SASKATOON",1803,1050,1.71714285714286,0.00857142857142857,4,"270660.06299999997",66.6149257491306
"232","2010","2410","December 31, 2010","VANCOUVER",15889,4532,3.50595763459841,0.480803177405119,4,"2369558.16",67.054695125103
"233","2011","0580","December 31, 2011","HALIFAX",3029,678,4.46755162241888,0.084070796460177,4,"404189.5",74.9400961677629
"234","2011","1490","December 31, 2011","REGINA",1673,953,1.75550891920252,0.0377754459601259,4,"224481.656",74.5272477854493
"235","2011","1700","December 31, 2011","SASKATOON",2277,1077,2.1142061281337,0.00835654596100279,4,"279808.063",81.3772117782038
"236","2011","2410","December 31, 2011","VANCOUVER",20649,5352,3.85818385650224,0.565956651718984,4,"2413758",85.5471012421295
"237","2012","0580","December 31, 2012","HALIFAX",3627,808,4.48886138613861,0.0742574257425743,4,"405422.656",89.4621932524659
"238","2012","1490","December 31, 2012","REGINA",2701,1343,2.01116902457185,0.0908413998510797,4,"230409.375",117.226132834222
"239","2012","1700","December 31, 2012","SASKATOON",2939,1439,2.04239054899236,0.0159833217512161,4,"287148.656",102.351166846485
"240","2012","2410","December 31, 2012","VANCOUVER",22908,5031,4.55336911150865,0.704432518386007,4,"2453661.88",93.3624970364702
"241","2013","0580","December 31, 2013","HALIFAX",2705,530,5.10377358490566,0.0283018867924528,4,"406925.656",66.4740588388951
"242","2013","1490","December 31, 2013","REGINA",3495,1478,2.36468200270636,0.0926928281461434,4,"235394.34399999998",148.474255609132
"243","2013","1700","December 31, 2013","SASKATOON",2715,1314,2.0662100456621,0.0190258751902588,4,"293539.281",92.4918801582811
"244","2013","2410","December 31, 2013","VANCOUVER",23205,5439,4.26640926640927,0.436109578966722,4,"2502439.06",92.7295308441997
"245","2014","0580","December 31, 2014","HALIFAX",2606,437,5.96338672768879,0.491990846681922,4,"407424.81299999997",63.9627218777174
"246","2014","1490","December 31, 2014","REGINA",2432,931,2.61224489795918,0.176154672395274,4,"238746.688",101.865287446417
"247","2014","1700","December 31, 2014","SASKATOON",3327,1224,2.71813725490196,0.0980392156862745,4,"298436.906",111.48085016
"248","2014","2410","December 31, 2014","VANCOUVER",24701,6108,4.04404060248854,0.306483300589391,4,"2539789.5",97.2560914989215
"249","2015","0580","December 31, 2015","HALIFAX",3526,417,8.45563549160672,0.647482014388489,4,"413105.96900000004",85.3534023857206
"250","2015","1490","December 31, 2015","REGINA",1658,624,2.65705128205128,0.176282051282051,4,"244489.18800000002",67.8148597720403
"251","2015","1700","December 31, 2015","SASKATOON",2956,805,3.67204968944099,0.152795031055901,4,"306335.031",96.495656743874
"252","2015","2410","December 31, 2015","VANCOUVER",28159,6683,4.21352685919497,0.318270237917103,4,"2577770",109.2378295969
"253","2016","0580","December 31, 2016","HALIFAX",3797,518,7.33011583011583,0.573359073359073,4,"420704.5",90.2533726166466
"254","2016","1490","December 31, 2016","REGINA",1325,590,2.24576271186441,0.105084745762712,4,"250498.59399999998",52.894508461792
"255","2016","1700","December 31, 2016","SASKATOON",1702,823,2.06804374240583,0.0668286755771567,4,"314743.469",54.0757844922908
"256","2016","2410","December 31, 2016","VANCOUVER",37482,8086,4.63541924313629,0.381276279990106,4,"2611912.25",143.504055314263
"257","2017","0580","December 31, 2017","HALIFAX",4162,635,6.55433070866142,0.551181102362205,4,"428705.281",97.0830121404546
"258","2017","1490","December 31, 2017","REGINA",1575,580,2.71551724137931,0.25,4,"255725.094",61.5895755619509
"259","2017","1700","December 31, 2017","SASKATOON",1553,791,1.96333754740834,0.0695322376738306,4,"322234.219",48.1947573668456
"260","2017","2410","December 31, 2017","VANCOUVER",42211,8592,4.91282588454376,0.397579143389199,4,"2652526.91",159.135049076656
"261","2018","0580","December 31, 2018","HALIFAX",4787,634,7.55047318611987,0.682965299684543,4,"438486.031",109.171094665955
"262","2018","1490","December 31, 2018","REGINA",808,318,2.54088050314465,0.157232704402516,4,"260552.65600000002",31.0110060823943
"263","2018","1700","December 31, 2018","SASKATOON",1692,628,2.69426751592357,0.133757961783439,4,"329582.5",51.3376772128375
"264","2018","2410","December 31, 2018","VANCOUVER",40579,8184,4.95833333333333,0.425708699902248,4,"2704459.5300000003",150.044766985291
"265","2019","0580","December 31, 2019","HALIFAX",5260,724,7.26519337016575,0.625690607734807,4,"449724",116.960624738729
"266","2019","1490","December 31, 2019","REGINA",403,256,1.57421875,0.125,4,"263056.65599999996",15.3198936733994
"267","2019","1700","December 31, 2019","SASKATOON",1421,588,2.41666666666667,0.0952380952380952,4,"336365.71900000004",42.2456843766531
"268","2019","2410","December 31, 2019","VANCOUVER",46065,7295,6.31459904043866,0.586017820424949,4,"2740702.84",168.077324282263
"269","2020","0580","December 31, 2020","HALIFAX",5724,871,6.57175660160735,0.544202066590126,4,"457102.375",125.223589135804
"270","2020","1490","December 31, 2020","REGINA",563,333,1.69069069069069,0.12012012012012,4,"264035.78099999996",21.3228676002818
"271","2020","1700","December 31, 2020","SASKATOON",1855,684,2.71198830409357,0.12280701754386,4,"339949.594",54.5669132347898
"272","2020","2410","December 31, 2020","VANCOUVER",44372,6560,6.7640243902439,0.683384146341463,4,"2761560.16",160.677289029257
"273","2021","0580","December 31, 2021","HALIFAX",6569,811,8.09987669543773,0.694204685573366,4,"472079.625",139.150254578346
"274","2021","1490","December 31, 2021","REGINA",718,378,1.8994708994709,0.113756613756614,4,"266264.406",26.9656771172036
"275","2021","1700","December 31, 2021","SASKATOON",2340,759,3.08300395256917,0.117259552042161,4,"344065.719",68.0102628881781
"276","2021","2410","December 31, 2021","VANCOUVER",45042,6308,7.14045656309448,0.7285986049461,4,"2809072.9099999997",160.34471672008
"277","2022","0580","December 31, 2022","HALIFAX",6746,740,9.11621621621622,0.816216216216216,4,"492852.508",136.876649514788
"278","2022","1490","December 31, 2022","REGINA",944,346,2.72832369942197,0.280346820809249,4,"271377.622",34.7854768953646
"279","2022","1700","December 31, 2022","SASKATOON",2803,837,3.34886499402628,0.16726403823178,4,"352854.453",79.4378525244231
"280","2022","2410","December 31, 2022","VANCOUVER",49221,7822,6.29263615443621,0.64177959601125,4,"2884163.23",170.659550361163
"281","1988","0340","December 31, 1988","EDMONTON",1541,1169,1.31822070145423,0.0136869118905047,4,"821466.779",18.7591274461021
"282","1988","1400","December 31, 1988",NA,1782,635,2.80629921259843,0,4,"646773.4430000001",27.5521516736116
"283","1989","0340","December 31, 1989","EDMONTON",2189,1659,1.31946955997589,0.0102471368294153,4,"839681.228",26.0694169049591
"284","1989","1400","December 31, 1989",NA,2771,828,3.34661835748792,0,4,"657101.771",42.170027875332
"285","1990","0340","December 31, 1990","EDMONTON",2104,1464,1.43715846994536,0.0355191256830601,4,"855178.476",24.6030513985948
"286","1990","1400","December 31, 1990",NA,1952,615,3.1739837398374,0,4,"667363.106",29.249444304762
"287","1991","0340","December 31, 1991","EDMONTON",2094,1278,1.63849765258216,0.00469483568075117,4,"867285.2860000001",24.1443044613119
"288","1991","1400","December 31, 1991",NA,2553,1035,2.46666666666667,0,4,"673687.546",37.895906123816
"289","1992","0340","December 31, 1992","EDMONTON",2914,1783,1.63432417274257,0.00392596747055524,4,"875231.647",33.2940428969658
"290","1992","1400","December 31, 1992","QUÉBEC",1797,604,2.97516556291391,0,4,"681504.3940000001",26.3681351994335
"291","1993","0340","December 31, 1993","EDMONTON",2891,1397,2.06943450250537,0,4,"877513.385",32.9453664117044
"292","1993","1400","December 31, 1993",NA,1300,473,2.74841437632135,0,4,"686578.071",18.9344818151059
"293","1994","0340","December 31, 1994","EDMONTON",1873,957,1.95715778474399,0,4,"878697.77",21.3156339295137
"294","1994","1400","December 31, 1994","QUÉBEC",1385,441,3.140589569161,0,4,"688133.017",20.1269226411788
"295","1995","0340","December 31, 1995","EDMONTON",1837,950,1.93368421052632,0,4,"884326.8409999999",20.7728626434398
"296","1995","1400","December 31, 1995","QUÉBEC",966,354,2.72881355932203,0,4,"691391.6769999999",13.9718199124344
"297","1996","0340","December 31, 1996","EDMONTON",1841,1088,1.69209558823529,0,4,"896539.3840000001",20.5345134062733
"298","1996","1400","December 31, 1996",NA,854,281,3.03914590747331,0,4,"693506.376",12.3142342962395
"299","1997","0340","December 31, 1997","EDMONTON",2586,1425,1.81473684210526,0,4,"915045.897",28.2608774978202
"300","1997","1400","December 31, 1997",NA,586,275,2.13090909090909,0,4,"695174.357",8.42953992907423
"301","1998","0340","December 31, 1998","EDMONTON",3090,1452,2.12809917355372,0.00275482093663912,4,"930636.0700000001",33.20309731816
"302","1998","1400","December 31, 1998",NA,592,266,2.22556390977444,0,4,"697579.086",8.486492956585
"303","1999","0340","December 31, 1999","EDMONTON",3861,1689,2.28596802841918,0,4,"946094.383",40.8098818614379
"304","1999","1400","December 31, 1999",NA,636,336,1.89285714285714,0,4,"700541.788",9.07868753719514
"305","2000","0340","December 31, 2000","EDMONTON",3722,1551,2.39974210186976,0,4,"959720.911",38.7821079788893
"306","2000","1400","December 31, 2000",NA,923,393,2.34860050890585,0,4,"704721.981",13.0973635686837
"307","2001","0340","December 31, 2001","EDMONTON",4236,2030,2.08669950738916,0.00147783251231527,4,"982239.868",43.1259220685593
"308","2001","1400","December 31, 2001","QUÉBEC",1007,462,2.17965367965368,0,4,"709576.926",14.1915550393757
"309","2002","0340","December 31, 2002","EDMONTON",8225,3744,2.19684829059829,0.00106837606837607,4,"998763.731",82.3518089885465
"310","2002","1400","December 31, 2002","QUÉBEC",1553,541,2.87060998151571,0,4,"713290.72",21.7723286796722
"311","2003","0340","December 31, 2003","EDMONTON",8916,3288,2.71167883211679,0,4,"1014137.09",87.9171079326169
"312","2003","1400","December 31, 2003","QUÉBEC",1749,556,3.14568345323741,0,4,"718954.01",24.3270080655089
"313","2004","0340","December 31, 2004","EDMONTON",8541,3570,2.39243697478992,0.0358543417366947,4,"1038096.58",82.2755817189957
"314","2004","1400","December 31, 2004","QUÉBEC",2675,817,3.27417380660955,0.0330477356181151,4,"722534.675",37.0224446321555
"315","2005","0340","December 31, 2005","EDMONTON",10459,4418,2.36736079674061,0.0464010864644636,4,"1070187.23",97.7305625296987
"316","2005","1400","December 31, 2005","QUÉBEC",2361,779,3.03080872913992,0.0166880616174583,4,"728580.059",32.4054984875725
"317","2006","0340","December 31, 2006","EDMONTON",13297,6615,2.01012849584278,0.0126984126984127,4,"1100795.81",120.794427805825
"318","2006","1400","December 31, 2006","QUÉBEC",1613,636,2.53616352201258,0.238993710691824,4,"737279.625",21.8777238011969
"319","2007","0340","December 31, 2007","EDMONTON",16202,7040,2.30142045454545,0.0213068181818182,4,"1127964.75",143.639240499315
"320","2007","1400","December 31, 2007","QUÉBEC",2489,675,3.68740740740741,0.253333333333333,4,"747165.313",33.3125742950543
"321","2008","0340","December 31, 2008","EDMONTON",11409,3012,3.78784860557769,0.0531208499335989,4,"1160416.1300000001",98.3181783245291
"322","2008","1400","December 31, 2008","QUÉBEC",2458,739,3.32611637347767,0.186738836265223,4,"757094.2189999999",32.4662365438033
"323","2009","0340","December 31, 2009","EDMONTON",7549,3677,2.05303236333968,0.0290998096274137,4,"1181277.91",63.9053683819416
"324","2009","1400","December 31, 2009","QUÉBEC",2830,779,3.63286264441592,0.374839537869063,4,"767163.9689999999",36.8891151612466
"325","2010","0340","December 31, 2010","EDMONTON",8615,4312,1.99791280148423,0.023886827458256,4,"1201957.3800000001",71.6747543910417
"326","2010","1400","December 31, 2010","QUÉBEC",3072,638,4.81504702194357,0.427899686520376,4,"777089.938",39.5321036829588
"327","2011","0340","December 31, 2011","EDMONTON",9170,4109,2.23168654173765,0.0189827208566561,4,"1229889.41",74.5595492199579
"328","2011","1400","December 31, 2011","QUÉBEC",2858,582,4.9106529209622,0.147766323024055,4,"783099.2810000001",36.4960110338806
"329","2012","0340","December 31, 2012","EDMONTON",11923,4802,2.4829237817576,0.0383173677634319,4,"1266810.84",94.1182347318721
"330","2012","1400","December 31, 2012","QUÉBEC",3779,647,5.84080370942813,0.624420401854714,4,"788622.2810000001",47.9190113067576
"331","2013","0340","December 31, 2013","EDMONTON",13767,5083,2.70843989769821,0.0737753295298052,4,"1308524.16",105.210132306613
"332","2013","1400","December 31, 2013","QUÉBEC",2935,453,6.47902869757174,0.774834437086093,4,"793815.969",36.9733050809916
"333","2014","0340","December 31, 2014","EDMONTON",14732,5987,2.4606647736763,0.100885251377986,4,"1334817.5",110.367147568862
"334","2014","1400","December 31, 2014","QUÉBEC",2925,417,7.01438848920863,0.997601918465228,4,"798354.688",36.6378508696125
"335","2015","0340","December 31, 2015","EDMONTON",14912,4583,3.25376391010255,0.161902683831551,4,"1361157.53",109.55381483288
"336","2015","1400","December 31, 2015","QUÉBEC",3985,431,9.24593967517401,0.955916473317865,4,"804200.656",49.5523097409659
"337","2016","0340","December 31, 2016","EDMONTON",9785,3753,2.60724753530509,0.112976285638156,4,"1386981.47",70.5488877223428
"338","2016","1400","December 31, 2016","QUÉBEC",3822,450,8.49333333333333,0.848888888888889,4,"809322.875",47.2246629628503
"339","2017","0340","December 31, 2017","EDMONTON",10372,4161,2.49267003124249,0.121365056476808,4,"1411986.81",73.4567768377383
"340","2017","1400","December 31, 2017","QUÉBEC",5382,462,11.6493506493506,0.954545454545455,4,"815939.906",65.960740005772
"341","2018","0340","December 31, 2018","EDMONTON",9952,3822,2.60387231815803,0.122448979591837,4,"1439690.13",69.1259861592578
"342","2018","1400","December 31, 2018","QUÉBEC",5075,437,11.6132723112128,0.956521739130435,4,"824338.25",61.5645337335736
"343","2019","0340","December 31, 2019","EDMONTON",10260,3792,2.70569620253165,0.119462025316456,4,"1465243.88",70.0224729824499
"344","2019","1400","December 31, 2019","QUÉBEC",5525,471,11.7303609341826,1.00212314225053,4,"831378.2189999999",66.4559146936227
"345","2020","0340","December 31, 2020","EDMONTON",10250,3540,2.8954802259887,0.131073446327684,4,"1479943.63",69.2593946973507
"346","2020","1400","December 31, 2020","QUÉBEC",6636,525,12.64,0.977142857142857,4,"835972.531",79.3805986909874
"347","2021","0340","December 31, 2021","EDMONTON",11521,4892,2.35506950122649,0.0850367947669665,4,"1501723.1300000001",76.7185359927166
"348","2021","1400","December 31, 2021","QUÉBEC",9216,651,14.1566820276498,1.02918586789555,4,"843605.0310000001",109.245436683509
"349","2022","0340","December 31, 2022","EDMONTON",14187,6052,2.3441837409121,0.0715465961665565,4,"1540893.02",92.069986792464
"350","2022","1400","December 31, 2022","QUÉBEC",9229,649,14.2203389830508,1.07241910631741,4,"856792.8829999999",107.715647306561
"351","1988","2270","December 31, 1988","TORONTO",38666,12199,3.16960406590704,0.00893515861955898,4,"3917164.25",98.709161863713
"352","1988","2440","December 31, 1988","VICTORIA",1223,551,2.21960072595281,0.043557168784029,4,"283268.49199999997",43.1745864626554
"353","1988","2680","December 31, 1988","WINNIPEG",3697,1136,3.2544014084507,0.0721830985915493,4,"665928.947",55.516433347055
"354","1989","2270","December 31, 1989","TORONTO",33770,10675,3.16346604215457,0.0568618266978923,4,"3983955.1799999997",84.7650098312602
"355","1989","2440","December 31, 1989","VICTORIA",1730,634,2.72870662460568,0.00630914826498423,4,"289992.005",59.6568170905263
"356","1989","2680","December 31, 1989","WINNIPEG",1602,930,1.72258064516129,0.021505376344086,4,"670512.153",23.892184397141
"357","1990","2270","December 31, 1990","TORONTO",24374,6277,3.88306515851521,0.177951250597419,4,"4024230.39",60.5681028118273
"358","1990","2440","December 31, 1990","VICTORIA",1557,532,2.92669172932331,0.0808270676691729,4,"295354.935",52.7162344519485
"359","1990","2680","December 31, 1990","WINNIPEG",779,568,1.37147887323944,0.0316901408450704,4,"676292.5410000001",11.518683894519
"360","1991","2270","December 31, 1991","TORONTO",17209,6006,2.86530136530137,0.0867465867465868,4,"4088768.17",42.0884708657865
"361","1991","2440","December 31, 1991","VICTORIA",1125,485,2.31958762886598,0.0515463917525773,4,"300363.64900000003",37.4545989085384
"362","1991","2680","December 31, 1991","WINNIPEG",644,450,1.43111111111111,0.00444444444444444,4,"678041.2270000001",9.49794753409589
"363","1992","2270","December 31, 1992","TORONTO",15111,4980,3.03433734939759,0.0859437751004016,4,"4140645.0500000003",36.4943138509301
"364","1992","2440","December 31, 1992",NA,1227,440,2.78863636363636,0.109090909090909,4,"304634.669",40.2777531535651
"365","1992","2680","December 31, 1992","WINNIPEG",744,495,1.5030303030303,0.0161616161616162,4,"680620.854",10.9311960635282
"366","1993","2270","December 31, 1993","TORONTO",11076,4157,2.66442145778205,0.0649506855905701,4,"4218289.04",26.257091192594
"367","1993","2440","December 31, 1993","VICTORIA",1418,460,3.08260869565217,0.226086956521739,4,"309247.321",45.8532670683993
"368","1993","2680","December 31, 1993","WINNIPEG",655,421,1.55581947743468,0,4,"682176.6830000001",9.60161811921678
"369","1994","2270","December 31, 1994","TORONTO",12143,5895,2.0598812553011,0.0748091603053435,4,"4300396.5200000005",28.2369310446749
"370","1994","2440","December 31, 1994",NA,1165,401,2.90523690773067,0.0922693266832918,4,"313054.51499999996",37.2139657528977
"371","1994","2680","December 31, 1994","WINNIPEG",610,354,1.72316384180791,0.00847457627118644,4,"685224.2559999999",8.90219507932889
"372","1995","2270","December 31, 1995","TORONTO",12629,4571,2.76285276744695,0.0840078757383505,4,"4382926.91",28.8140784898464
"373","1995","2440","December 31, 1995",NA,552,247,2.23481781376518,0.0161943319838057,4,"316577.31799999997",17.4364987197219
"374","1995","2680","December 31, 1995","WINNIPEG",327,176,1.85795454545455,0,4,"684295.371",4.77863820008217
"375","1996","2270","December 31, 1996","TORONTO",13206,6441,2.05030274802049,0.0332246545567459,4,"4475011.36",29.5105396112335
"376","1996","2440","December 31, 1996","VICTORIA",587,321,1.82866043613707,0.0249221183800623,4,"318620.251",18.4231855369419
"377","1996","2680","December 31, 1996","WINNIPEG",784,546,1.43589743589744,0,4,"683795.775",11.4654115843287
"378","1997","2270","December 31, 1997","TORONTO",15457,8594,1.79858040493367,0.0303700255992553,4,"4562392.82",33.8791520367157
"379","1997","2440","December 31, 1997","VICTORIA",648,335,1.93432835820896,0.0119402985074627,4,"319103.393",20.3068978335809
"380","1997","2680","December 31, 1997","WINNIPEG",549,377,1.45623342175066,0,4,"684487.557",8.02059868562373
"381","1998","2270","December 31, 1998","TORONTO",20009,9889,2.02335928809789,0.028415411062797,4,"4642956.199999999",43.0953882356245
"382","1998","2440","December 31, 1998","VICTORIA",466,217,2.14746543778802,0.0138248847926267,4,"320423.967",14.5432317177448
"383","1998","2680","December 31, 1998","WINNIPEG",622,427,1.45667447306792,0,4,"687770.6910000001",9.04371192520037
"384","1999","2270","December 31, 1999","TORONTO",25008,10541,2.37245043164785,0.0534104923631534,4,"4742345.3",52.733401762204
"385","1999","2440","December 31, 1999","VICTORIA",894,265,3.37358490566038,0.0490566037735849,4,"321445.882",27.811835523841
"386","1999","2680","December 31, 1999","WINNIPEG",903,586,1.54095563139932,0,4,"692120.877",13.0468539529404
"387","2000","2270","December 31, 2000","TORONTO",30273,12561,2.41007881538094,0.0363028421304036,4,"4867120.119999999",62.1989991075051
"388","2000","2440","December 31, 2000","VICTORIA",640,287,2.22996515679442,0.0905923344947735,4,"325388.316",19.6688070385416
"389","2000","2680","December 31, 2000","WINNIPEG",732,443,1.65237020316027,0,4,"695482.826",10.525062196144
"390","2001","2270","December 31, 2001","TORONTO",34305,9708,3.53368355995056,0.0902348578491965,4,"4992213.18",68.7170174091003
"391","2001","2440","December 31, 2001","VICTORIA",870,373,2.33243967828418,0.0455764075067024,4,"327964.903",26.5272287382531
"392","2001","2680","December 31, 2001","WINNIPEG",663,446,1.48654708520179,0.0134529147982063,4,"699611.33",9.47669043610257
"393","2002","2270","December 31, 2002","TORONTO",33094,11458,2.88828765927736,0.0730493978006633,4,"5073780.260000001",65.2255287066768
"394","2002","2440","December 31, 2002","VICTORIA",907,456,1.9890350877193,0.00657894736842105,4,"330513.82999999996",27.442119441719
"395","2002","2680","December 31, 2002","WINNIPEG",898,665,1.35037593984962,0,4,"703761.4959999999",12.7600047047757
"396","2003","2270","December 31, 2003","TORONTO",39907,13321,2.99579611140305,0.0608813152165753,4,"5156167.9",77.3966262813125
"397","2003","2440","December 31, 2003","VICTORIA",1456,644,2.26086956521739,0.0838509316770186,4,"332905.172",43.7361784214034
"398","2003","2680","December 31, 2003","WINNIPEG",1355,692,1.95809248554913,0,4,"709960.273",19.0855749473746
"399","2004","2270","December 31, 2004","TORONTO",42148,12774,3.29951463911069,0.0609832472209175,4,"5237275.800000001",80.4769533046169
"400","2004","2440","December 31, 2004","VICTORIA",1951,721,2.70596393897365,0.116504854368932,4,"336460.359",57.986028600772
"401","2004","2680","December 31, 2004","WINNIPEG",1376,807,1.70508054522924,0.0111524163568773,4,"712822.295",19.3035488599581
"402","2005","2270","December 31, 2005","TORONTO",44305,11715,3.78190354246692,0.122492530943235,4,"5324050.69",83.2167133254699
"403","2005","2440","December 31, 2005","VICTORIA",2135,753,2.83532536520584,0.228419654714475,4,"339382.63",62.9083462521344
"404","2005","2680","December 31, 2005","WINNIPEG",1512,727,2.07977991746905,0.0440165061898212,4,"715651.017",21.1276161716123
"405","2006","2270","December 31, 2006","TORONTO",42654,10866,3.92545554942021,0.152494018037916,4,"5405200.53",78.9128909524472
"406","2006","2440","December 31, 2006","VICTORIA",2819,835,3.37604790419162,0.227544910179641,4,"341758.719",82.4850938184843
"407","2006","2680","December 31, 2006","WINNIPEG",1672,722,2.31578947368421,0.0332409972299169,4,"718832.6560000001",23.2599338113543
"408","2007","2270","December 31, 2007","TORONTO",45470,11622,3.91240750301153,0.139046635690931,4,"5490496.22",82.8158297138396
"409","2007","2440","December 31, 2007","VICTORIA",3258,841,3.87395957193817,0.259215219976219,4,"343976.75",94.7157038956848
"410","2007","2680","December 31, 2007","WINNIPEG",2460,886,2.7765237020316,0.0191873589164786,4,"722117.7810000001",34.0664648444656
"411","2008","2270","December 31, 2008","TORONTO",50823,9066,5.60589013898081,0.277741010368409,4,"5576892.340000001",91.131398817715
"412","2008","2440","December 31, 2008","VICTORIA",2935,724,4.05386740331492,0.308011049723757,4,"347660",84.4215612955186
"413","2008","2680","December 31, 2008","WINNIPEG",1926,893,2.15677491601344,0.019036954087346,4,"728616.406",26.4336622691968
"414","2009","2270","December 31, 2009","TORONTO",48361,7967,6.0701644282666,0.318062005773817,4,"5670081.03",85.2915500574425
"415","2009","2440","December 31, 2009","VICTORIA",1560,721,2.16366158113731,0.10124826629681,4,"350969.18799999997",44.4483462747733
"416","2009","2680","December 31, 2009","WINNIPEG",1288,762,1.69028871391076,0.0183727034120735,4,"734956.375",17.5248496892077
"417","2010","2270","December 31, 2010","TORONTO",46552,8151,5.71120107962213,0.247208931419458,4,"5757332.41",80.8568911517826
"418","2010","2440","December 31, 2010","VICTORIA",1887,721,2.61719833564494,0.0790568654646325,4,"351424.125",53.6958013340718
"419","2010","2680","December 31, 2010","WINNIPEG",2134,912,2.33991228070175,0.0526315789473684,4,"744413.4380000001",28.6668656295804
"420","2011","2270","December 31, 2011","TORONTO",52589,10496,5.01038490853659,0.220369664634146,4,"5842797",90.0065499451718
"421","2011","2440","December 31, 2011","VICTORIA",1880,607,3.09719934102142,0.0724876441515651,4,"357625.719",52.5689261179787
"422","2011","2680","December 31, 2011","WINNIPEG",2276,1063,2.14111006585136,0.0291627469426152,4,"755814.594",30.1132052499108
"423","2012","2270","December 31, 2012","TORONTO",68812,10480,6.56603053435115,0.31736641221374,4,"5922947.75",116.178637571132
"424","2012","2440","December 31, 2012","VICTORIA",1810,615,2.94308943089431,0.128455284552846,4,"364130.688",49.7074281198733
"425","2012","2680","December 31, 2012","WINNIPEG",3083,1315,2.34448669201521,0.104942965779468,4,"765230.813",40.288497896647
"426","2013","2270","December 31, 2013","TORONTO",69062,9644,7.16113645790129,0.375466611364579,4,"5992282.34",115.251578749876
"427","2013","2440","December 31, 2013","VICTORIA",2031,553,3.67269439421338,0.471971066907776,4,"369521.406",54.962986366208
"428","2013","2680","December 31, 2013","WINNIPEG",3896,1305,2.98544061302682,0.151724137931034,4,"775759.5310000001",50.2217484196143
"429","2014","2270","December 31, 2014","TORONTO",68948,8686,7.93783099240157,0.54179138844117,4,"6036308.0600000005",114.222135972298
"430","2014","2440","December 31, 2014","VICTORIA",1450,524,2.76717557251908,0.196564885496183,4,"375048.813",38.6616341590714
"431","2014","2680","December 31, 2014","WINNIPEG",4555,1421,3.2054890921886,0.201266713581985,4,"784144.75",58.0887648613346
"432","2015","2270","December 31, 2015","TORONTO",64798,11316,5.72622834924001,0.355956168257335,4,"6113865.5600000005",105.985320357617
"433","2015","2440","December 31, 2015","VICTORIA",1692,686,2.466472303207,0.167638483965015,4,"383797.78099999996",44.0857160661906
"434","2015","2680","December 31, 2015","WINNIPEG",4606,1198,3.84474123539232,0.240400667779633,4,"799158.406",57.6356322528628
"435","2016","2270","December 31, 2016","TORONTO",68918,13678,5.03860213481503,0.307501096651557,4,"6203150.78",111.101603756277
"436","2016","2440","December 31, 2016","VICTORIA",2834,990,2.86262626262626,0.226262626262626,4,"389897.65599999996",72.6857408960674
"437","2016","2680","December 31, 2016","WINNIPEG",3988,1204,3.31229235880399,0.180232558139535,4,"815756.5630000001",48.8871335013703
"438","2017","2270","December 31, 2017","TORONTO",70349,11891,5.91615507526701,0.361029349928517,4,"6322286.0600000005",111.271459931378
"439","2017","2440","December 31, 2017","VICTORIA",4176,1019,4.09813542688911,0.299313052011776,4,"396024.781",105.447946703113
"440","2017","2680","December 31, 2017","WINNIPEG",5121,1618,3.16501854140915,0.161310259579728,4,"830206",61.6834857854557
"441","2018","2270","December 31, 2018","TORONTO",72175,8514,8.47721400046981,0.584331688982852,4,"6451395.44",111.875020948956
"442","2018","2440","December 31, 2018","VICTORIA",5776,1224,4.71895424836601,0.350490196078431,4,"402702.781",143.43084459603
"443","2018","2680","December 31, 2018","WINNIPEG",5374,1426,3.76858345021038,0.222300140252454,4,"843356.344",63.7215814908247
"444","2019","2270","December 31, 2019","TORONTO",74451,6233,11.9446494464945,0.873094817904701,4,"6541027.47",113.821567546482
"445","2019","2440","December 31, 2019","VICTORIA",5650,1007,5.61072492552135,0.454816285998014,4,"408794.40599999996",138.211284623107
"446","2019","2680","December 31, 2019","WINNIPEG",5753,1293,4.44934261407579,0.268368136117556,4,"849586.219",67.7153168370778
"447","2020","2270","December 31, 2020","TORONTO",81942,7438,11.0166711481581,0.772922828717397,4,"6550474.16",125.093234472052
"448","2020","2440","December 31, 2020","VICTORIA",4730,1084,4.36346863468635,0.345940959409594,4,"412872.156",114.563308066723
"449","2020","2680","December 31, 2020","WINNIPEG",6193,1256,4.93073248407643,0.285828025477707,4,"856020.469",72.3464008662625
"450","2021","2270","December 31, 2021","TORONTO",86163,8816,9.77348003629764,0.687273139745917,4,"6598811.91",130.57350501145
