"ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"2007","2680","R3B","September 30, 2007","WINNIPEG",32,NA,NA,3,10.6666666666667,0,0
"2007","2680","R3T","March 31, 2007","WINNIPEG",82,NA,NA,41,2,0,1.15384615384615
"2007","0140","T2P","September 30, 2007","CALGARY",30,NA,NA,1,30,0,6
"2007","1060","J7G","September 30, 2007","MONTRÉAL",23,NA,NA,12,1.91666666666667,0.166666666666667,0
"2007","2270","L0P","June 30, 2007","TORONTO",115,NA,NA,115,1,0,1.21739130434783
"2007","2410","V3S","June 30, 2007","VANCOUVER",632,NA,NA,475,1.33052631578947,0,1.21473684210526
"2007","0340","T8E","December 31, 2007","EDMONTON",10,NA,NA,10,1,0,1
"2007","1060","H7V","December 31, 2007","MONTRÉAL",455,NA,NA,7,65,4.71428571428571,0
"2007","0610","L8T","June 30, 2007","HAMILTON",21,NA,NA,21,1,0,0.238095238095238
"2007","1060","J3E","September 30, 2007","MONTRÉAL",2,NA,NA,2,1,0,0
"2007","2270","M3J","June 30, 2007","TORONTO",163,NA,NA,105,1.55238095238095,0,NA
"2007","2270","M6H","March 31, 2007","TORONTO",17,NA,NA,9,1.88888888888889,0,0.222222222222222
"2007","2270","M6N","September 30, 2007","TORONTO",14,NA,NA,10,1.4,0,1.1
"2007","2410","V6P","June 30, 2007","VANCOUVER",68,NA,NA,49,1.38775510204082,0.122448979591837,0.489795918367347
"2007","2410","nan","March 31, 2007","VANCOUVER",8291,NA,NA,2332,3.55531732418525,0.35377358490566,0.862349914236707
"2007","0140","T2J","September 30, 2007","CALGARY",4,NA,NA,4,1,0,0.25
"2007","0340","T9E","June 30, 2007","EDMONTON",349,NA,NA,338,1.03254437869822,0,0.621301775147929
"2007","1060","H9R","June 30, 2007","MONTRÉAL",167,NA,NA,14,11.9285714285714,0,0
"2007","1490","S4P","September 30, 2007","REGINA",74,NA,NA,73,1.01369863013699,0,0.147058823529412
"2007","2270","L1Z","March 31, 2007","TORONTO",179,NA,NA,133,1.34586466165414,0,0.0902255639097744
"2007","2270","L4S","September 30, 2007","TORONTO",211,NA,NA,158,1.33544303797468,0,1.22151898734177
"2007","0340","T8B","March 31, 2007","EDMONTON",70,NA,NA,70,1,0,0.742857142857143
"2007","1060","H4J","September 30, 2007","MONTRÉAL",43,NA,NA,9,4.77777777777778,0,0
"2007","0140","T3E","December 31, 2007","CALGARY",263,NA,NA,141,1.86524822695035,0.0141843971631206,0.920863309352518
"2007","0340","T8N","June 30, 2007","EDMONTON",74,NA,NA,22,3.36363636363636,0,0.952380952380952
"2007","1060","H2G","June 30, 2007","MONTRÉAL",4,NA,NA,1,4,0,0
"2007","1265","K2L","September 30, 2007","OTTAWA",4,NA,NA,3,1.33333333333333,0,0.666666666666667
"2007","1400","G1G","June 30, 2007","QUÉBEC",66,NA,NA,29,2.27586206896552,0.793103448275862,0.689655172413793
"2007","1060","H9W","June 30, 2007","MONTRÉAL",100,NA,NA,19,5.26315789473684,0,0
"2007","2410","V6C","December 31, 2007","VANCOUVER",497,NA,NA,3,165.666666666667,48.3333333333333,14.6666666666667
"2007","2270","M9B","December 31, 2007","TORONTO",21,NA,NA,17,1.23529411764706,0,1.70588235294118
"2007","2410","V3M","December 31, 2007","VANCOUVER",225,NA,NA,73,3.08219178082192,0.671232876712329,1.20547945205479
"2007","2410","V5J","December 31, 2007","VANCOUVER",57,NA,NA,28,2.03571428571429,0.142857142857143,0.214285714285714
"2007","1060","J6A","December 31, 2007","MONTRÉAL",2,NA,NA,2,1,0,0
"2007","2270","M1M","June 30, 2007","TORONTO",16,NA,NA,16,1,0,1.875
"2007","1400","G0R","September 30, 2007","QUÉBEC",42,NA,NA,32,1.3125,0,0.15625
"2007","2270","L9P","March 31, 2007","TORONTO",225,NA,NA,184,1.22282608695652,0,0.16304347826087
"2007","2270","M4L","June 30, 2007","TORONTO",74,NA,NA,10,7.4,0.5,1
"2007","2410","V2W","March 31, 2007","VANCOUVER",15,NA,NA,15,1,0,0
"2007","1700","S7K","June 30, 2007","SASKATOON",89,NA,NA,9,9.88888888888889,0,0.25
"2007","2270","M1R","September 30, 2007","TORONTO",3,NA,NA,3,1,0,1
"2007","0340","T5L","December 31, 2007","EDMONTON",88,NA,NA,18,4.88888888888889,0,0.222222222222222
"2007","0340","nan","March 31, 2007","EDMONTON",11364,NA,NA,7106,1.59921193357726,0.00225161835068956,0.894875164257556
"2007","1060","H2V","June 30, 2007","MONTRÉAL",254,NA,NA,6,42.3333333333333,0,0
"2007","2270","L7C","December 31, 2007","TORONTO",2,NA,NA,2,1,0,0
"2007","2270","L7E","December 31, 2007","TORONTO",15,NA,NA,15,1,0,0.8
"2007","2410","V4B","March 31, 2007","VANCOUVER",244,NA,NA,14,17.4285714285714,3.71428571428571,1.21428571428571
"2007","1060","H9K","December 31, 2007","MONTRÉAL",79,NA,NA,56,1.41071428571429,0,0
"2007","1060","J4B","December 31, 2007","MONTRÉAL",44,NA,NA,17,2.58823529411765,0.470588235294118,0
"2007","2270","L3Z","June 30, 2007","TORONTO",231,NA,NA,231,1,0,0.45021645021645
"2007","2270","M1C","March 31, 2007","TORONTO",109,NA,NA,71,1.53521126760563,0,1.22535211267606
"2007","2680","R2L","December 31, 2007","WINNIPEG",9,NA,NA,8,1.125,0,0.375
"2007","1400","G2A","September 30, 2007","QUÉBEC",49,NA,NA,32,1.53125,0.09375,0.09375
"2007","1060","H1G","March 31, 2007","MONTRÉAL",20,NA,NA,3,6.66666666666667,0,0
"2007","1400","G3G","June 30, 2007","QUÉBEC",66,NA,NA,59,1.11864406779661,0.135593220338983,0.305084745762712
"2007","2410","V3H","December 31, 2007","VANCOUVER",75,NA,NA,59,1.27118644067797,0,1.33898305084746
"2007","0340","T5K","June 30, 2007","EDMONTON",203,NA,NA,8,25.375,0,0
"2007","0610","L9A","June 30, 2007","HAMILTON",50,NA,NA,47,1.06382978723404,0,0.361702127659574
"2007","2410","V6W","March 31, 2007","VANCOUVER",5,NA,NA,5,1,0,1.8
"2007","0580","B4B","September 30, 2007","HALIFAX",22,NA,NA,22,1,0,0.363636363636364
"2007","1060","H3E","September 30, 2007","MONTRÉAL",180,NA,NA,1,180,0,0
"2007","1060","J5T","March 31, 2007","MONTRÉAL",136,NA,NA,110,1.23636363636364,0,0
"2007","1400","G2E","September 30, 2007","QUÉBEC",96,NA,NA,12,8,0.416666666666667,0.25
"2007","2270","L5C","March 31, 2007","TORONTO",26,NA,NA,26,1,0,0.5
"2007","2410","V4W","September 30, 2007","VANCOUVER",67,NA,NA,49,1.36734693877551,0.122448979591837,0.387755102040816
"2007","1060","H3H","December 31, 2007","MONTRÉAL",28,NA,NA,2,14,0,0
"2007","2410","V5V","March 31, 2007","VANCOUVER",224,NA,NA,26,8.61538461538461,0.5,2.65384615384615
"2007","2270","M1W","March 31, 2007","TORONTO",1,NA,NA,1,1,0,3
"2007","2440","V8W","March 31, 2007","VICTORIA",337,NA,NA,7,48.1428571428571,2.28571428571429,4.57142857142857
"2007","2680","R3V","December 31, 2007","WINNIPEG",2,NA,NA,2,1,0,0.5
"2007","1060","J4M","December 31, 2007","MONTRÉAL",81,NA,NA,56,1.44642857142857,0,0.0980392156862745
"2007","2270","M6S","December 31, 2007","TORONTO",6,NA,NA,6,1,0,2.66666666666667
"2007","2410","V3B","September 30, 2007","VANCOUVER",240,NA,NA,52,4.61538461538461,0.75,1.69230769230769
"2007","1060","J3V","September 30, 2007","MONTRÉAL",158,NA,NA,6,26.3333333333333,0,0
"2007","2270","L5A","June 30, 2007","TORONTO",3,NA,NA,3,1,0,1
"2007","2270","M3H","September 30, 2007","TORONTO",24,NA,NA,24,1,0,1.21739130434783
"2007","2410","V7R","March 31, 2007","VANCOUVER",49,NA,NA,45,1.08888888888889,0,0.0444444444444444
"2007","0340","T8T","September 30, 2007","EDMONTON",119,NA,NA,119,1,0,0.605042016806723
"2007","1060","J3N","December 31, 2007","MONTRÉAL",43,NA,NA,40,1.075,0,0
"2007","1060","J7Y","December 31, 2007","MONTRÉAL",330,NA,NA,121,2.72727272727273,0.338842975206612,0
"2007","0340","T5R","June 30, 2007","EDMONTON",12,NA,NA,11,1.09090909090909,0,0.727272727272727
"2007","0340","T6J","September 30, 2007","EDMONTON",357,NA,NA,4,89.25,0,NA
"2007","1060","H2S","March 31, 2007","MONTRÉAL",160,NA,NA,13,12.3076923076923,0,0
"2007","1060","J7R","September 30, 2007","MONTRÉAL",153,NA,NA,90,1.7,0.0666666666666667,0
"2007","2270","M1T","March 31, 2007","TORONTO",2,NA,NA,2,1,0,1.5
"2007","1060","H2K","June 30, 2007","MONTRÉAL",58,NA,NA,7,8.28571428571429,0,0
"2007","1060","H3P","December 31, 2007","MONTRÉAL",11,NA,NA,2,5.5,0,0
"2007","1060","J7V","June 30, 2007","MONTRÉAL",633,NA,NA,445,1.42247191011236,0,0
"2007","2440","V8P","June 30, 2007","VICTORIA",7,NA,NA,7,1,0,0.285714285714286
"2007","0580","B3V","March 31, 2007","HALIFAX",56,NA,NA,55,1.01818181818182,0,0.290909090909091
"2007","2680","R0G","December 31, 2007","WINNIPEG",42,NA,NA,40,1.05,0,0.9
"2007","0580","B3R","June 30, 2007","HALIFAX",9,NA,NA,9,1,0,0
"2007","0610","L0R","December 31, 2007","HAMILTON",50,NA,NA,46,1.08695652173913,0,0.152173913043478
"2007","1265","K4M","June 30, 2007","OTTAWA",11,NA,NA,11,1,0,2.54545454545455
"2007","2270","L0H","December 31, 2007","TORONTO",10,NA,NA,10,1,0,0
"2007","2270","L3T","March 31, 2007","TORONTO",9,NA,NA,9,1,0,1.33333333333333
"2007","2410","V5Y","December 31, 2007","VANCOUVER",245,NA,NA,6,40.8333333333333,5.66666666666667,2.66666666666667
"2007","2410","V7E","December 31, 2007","VANCOUVER",51,NA,NA,41,1.24390243902439,0,0.268292682926829
"2007","0610","L8K","June 30, 2007","HAMILTON",4,NA,NA,4,1,0,0
"2007","1400","G1X","June 30, 2007","QUÉBEC",55,NA,NA,46,1.19565217391304,0,0
"2007","1400","G6Z","September 30, 2007","QUÉBEC",45,NA,NA,37,1.21621621621622,0.0540540540540541,0.297297297297297
"2007","2270","M9L","December 31, 2007","TORONTO",13,NA,NA,2,6.5,0,2.5
"2007","1060","H1V","December 31, 2007","MONTRÉAL",235,NA,NA,22,10.6818181818182,0,0
"2007","1060","H1C","December 31, 2007","MONTRÉAL",128,NA,NA,43,2.97674418604651,0,0
"2007","2270","M4R","March 31, 2007","TORONTO",4,NA,NA,4,1,0,0
"2007","2410","V6M","March 31, 2007","VANCOUVER",49,NA,NA,9,5.44444444444444,1.33333333333333,0.555555555555556
"2007","0610","L7S","June 30, 2007","HAMILTON",4,NA,NA,4,1,0,0.5
"2007","2270","M6B","December 31, 2007","TORONTO",29,NA,NA,29,1,0,0.615384615384615
"2007","2410","V4R","September 30, 2007","VANCOUVER",122,NA,NA,110,1.10909090909091,0,0.627272727272727
"2007","2680","R2P","September 30, 2007","WINNIPEG",220,NA,NA,162,1.35802469135802,0,0.807453416149068
"2007","0580","B0J","June 30, 2007","HALIFAX",86,NA,NA,86,1,0,0.453488372093023
"2007","0580","B2Z","June 30, 2007","HALIFAX",69,NA,NA,69,1,0,0.101449275362319
"2007","1060","J5W","March 31, 2007","MONTRÉAL",348,NA,NA,247,1.40890688259109,0.0445344129554656,0
"2007","1265","K2K","December 31, 2007","OTTAWA",34,NA,NA,31,1.09677419354839,0,0.548387096774194
"2007","2270","M6A","September 30, 2007","TORONTO",12,NA,NA,12,1,0,2.41666666666667
"2007","2680","R3A","June 30, 2007","WINNIPEG",24,NA,NA,5,4.8,0,0.4
"2007","1060","J6N","September 30, 2007","MONTRÉAL",20,NA,NA,13,1.53846153846154,0,0
"2007","1400","G2G","December 31, 2007","QUÉBEC",26,NA,NA,26,1,0,0.0384615384615385
"2007","2270","L4J","September 30, 2007","TORONTO",37,NA,NA,35,1.05714285714286,0,4.28571428571429
"2007","2440","V8V","December 31, 2007","VICTORIA",200,NA,NA,20,10,0.3,0.45
"2007","0580","B3Z","June 30, 2007","HALIFAX",80,NA,NA,80,1,0,0.2
"2007","1060","H3W","December 31, 2007","MONTRÉAL",15,NA,NA,3,5,0,0
"2007","2410","V4L","December 31, 2007","VANCOUVER",6,NA,NA,6,1,0,0
"2007","2680","R2G","March 31, 2007","WINNIPEG",62,NA,NA,62,1,0,0.387096774193548
"2007","0340","T6G","December 31, 2007","EDMONTON",114,NA,NA,19,6,0.210526315789474,0.111111111111111
"2007","0580","B2T","June 30, 2007","HALIFAX",30,NA,NA,29,1.03448275862069,0,0.482758620689655
"2007","0580","B2W","September 30, 2007","HALIFAX",259,NA,NA,87,2.97701149425287,0,0.160919540229885
"2007","1060","H1H","December 31, 2007","MONTRÉAL",36,NA,NA,4,9,0,0
"2007","1060","J7Z","September 30, 2007","MONTRÉAL",200,NA,NA,29,6.89655172413793,0.310344827586207,0
"2007","2270","L1S","September 30, 2007","TORONTO",258,NA,NA,68,3.79411764705882,0,2
"2007","2270","L6G","June 30, 2007","TORONTO",1129,NA,NA,5,225.8,0,2.8
"2007","2270","L6H","June 30, 2007","TORONTO",331,NA,NA,216,1.53240740740741,0,0.666666666666667
"2007","2270","M4G","March 31, 2007","TORONTO",9,NA,NA,9,1,0,0
"2007","2410","V3N","December 31, 2007","VANCOUVER",54,NA,NA,41,1.31707317073171,0.0731707317073171,0.292682926829268
"2007","2410","V5G","June 30, 2007","VANCOUVER",704,NA,NA,46,15.304347826087,2.28260869565217,0.347826086956522
"2007","1700","S7L","September 30, 2007","SASKATOON",337,NA,NA,274,1.22992700729927,0,0.142307692307692
"2007","2270","L4C","December 31, 2007","TORONTO",65,NA,NA,62,1.04838709677419,0,3.53225806451613
"2007","1060","H7E","December 31, 2007","MONTRÉAL",143,NA,NA,105,1.36190476190476,0.0285714285714286,0
"2007","1265","K1K","June 30, 2007","OTTAWA",23,NA,NA,3,7.66666666666667,0,12
"2007","2270","M4B","December 31, 2007","TORONTO",8,NA,NA,8,1,0,5.125
"2007","2410","V6K","June 30, 2007","VANCOUVER",120,NA,NA,18,6.66666666666667,1.22222222222222,0.833333333333333
"2007","2410","V7G","March 31, 2007","VANCOUVER",5,NA,NA,5,1,0,0
"2007","0140","T4C","June 30, 2007","CALGARY",216,NA,NA,204,1.05882352941176,0,0.446078431372549
"2007","1060","J4X","June 30, 2007","MONTRÉAL",6,NA,NA,6,1,0,0
"2007","2270","L3R","September 30, 2007","TORONTO",62,NA,NA,14,4.42857142857143,0,2.21428571428571
"2007","2270","M4N","June 30, 2007","TORONTO",248,NA,NA,49,5.06122448979592,0,0.354166666666667
"2007","1060","H1W","September 30, 2007","MONTRÉAL",83,NA,NA,11,7.54545454545455,0,0
"2007","1060","H2J","June 30, 2007","MONTRÉAL",38,NA,NA,2,19,0,NA
"2007","1060","H4H","March 31, 2007","MONTRÉAL",5,NA,NA,4,1.25,0,0
"2007","1490","S4X","March 31, 2007","REGINA",404,NA,NA,230,1.75652173913043,0.0130434782608696,0.0973451327433628
"2007","0340","T7Y","June 30, 2007","EDMONTON",45,NA,NA,45,1,0,1.37777777777778
"2007","1060","H7T","December 31, 2007","MONTRÉAL",149,NA,NA,70,2.12857142857143,0.314285714285714,0
"2007","1060","J4G","December 31, 2007","MONTRÉAL",1,NA,NA,1,1,0,0
"2007","1060","J4H","September 30, 2007","MONTRÉAL",69,NA,NA,3,23,0,0
"2007","1490","S4N","March 31, 2007","REGINA",71,NA,NA,71,1,0,0.106060606060606
"2007","2270","L0E","December 31, 2007","TORONTO",24,NA,NA,24,1,0,2.66666666666667
"2007","2410","V3J","September 30, 2007","VANCOUVER",567,NA,NA,42,13.5,2.33333333333333,1
"2007","2410","V5H","June 30, 2007","VANCOUVER",19,NA,NA,15,1.26666666666667,0,0.266666666666667
"2007","0610","L8E","September 30, 2007","HAMILTON",227,NA,NA,172,1.31976744186047,0,0.784883720930233
"2007","1265","K4R","September 30, 2007","OTTAWA",15,NA,NA,15,1,0,0
"2007","0610","nan","March 31, 2007","HAMILTON",1521,NA,NA,1081,1.40703052728955,0,0.853817504655493
"2007","1400","G1Y","December 31, 2007","QUÉBEC",10,NA,NA,6,1.66666666666667,0,0.333333333333333
"2007","2270","L4A","June 30, 2007","TORONTO",80,NA,NA,80,1,0,2.1375
"2007","2410","V6X","September 30, 2007","VANCOUVER",397,NA,NA,8,49.625,7.875,6.125
"2007","0340","T0C","March 31, 2007","EDMONTON",87,NA,NA,87,1,0,0.896551724137931
"2007","1060","H4A","December 31, 2007","MONTRÉAL",35,NA,NA,2,17.5,0,0
"2007","1060","H4R","September 30, 2007","MONTRÉAL",18,NA,NA,3,6,0,0
"2007","2270","L5R","December 31, 2007","TORONTO",144,NA,NA,46,3.1304347826087,0,0.152173913043478
"2007","2410","V2X","June 30, 2007","VANCOUVER",52,NA,NA,29,1.79310344827586,0,0.206896551724138
"2007","0140","T2Y","March 31, 2007","CALGARY",171,NA,NA,13,13.1538461538462,0,3.69230769230769
"2007","0580","B4A","September 30, 2007","HALIFAX",94,NA,NA,90,1.04444444444444,0,0.233333333333333
"2007","2270","L7K","June 30, 2007","TORONTO",66,NA,NA,35,1.88571428571429,0,0.628571428571429
"2007","2440","V8R","December 31, 2007","VICTORIA",21,NA,NA,15,1.4,0,0.466666666666667
"2007","0340","T5W","March 31, 2007","EDMONTON",21,NA,NA,9,2.33333333333333,0,0.125
"2007","1400","G3A","June 30, 2007","QUÉBEC",95,NA,NA,76,1.25,0.0789473684210526,0.0789473684210526
"2007","0140","T2R","June 30, 2007","CALGARY",141,NA,NA,1,141,0,8
"2007","0580","nan","March 31, 2007","HALIFAX",288,NA,NA,274,1.05109489051095,0,0.197080291970803
"2007","1060","H9A","June 30, 2007","MONTRÉAL",25,NA,NA,3,8.33333333333333,0,0
"2007","1060","J5R","June 30, 2007","MONTRÉAL",240,NA,NA,197,1.21827411167513,0.0101522842639594,0
"2007","1490","S4R","September 30, 2007","REGINA",59,NA,NA,44,1.34090909090909,0,0.575
"2007","0140","T2C","September 30, 2007","CALGARY",334,NA,NA,279,1.19713261648746,0,0.82078853046595
"2007","0580","B2Y","March 31, 2007","HALIFAX",3,NA,NA,2,1.5,0,0
"2007","1400","G1P","December 31, 2007","QUÉBEC",142,NA,NA,4,35.5,1,0.75
"2007","2410","V3E","December 31, 2007","VANCOUVER",267,NA,NA,24,11.125,1.54166666666667,1.08333333333333
"2007","2270","M6E","September 30, 2007","TORONTO",7,NA,NA,7,1,0,0
"2007","1060","H1A","June 30, 2007","MONTRÉAL",71,NA,NA,16,4.4375,0,0
"2007","1060","H1R","September 30, 2007","MONTRÉAL",61,NA,NA,9,6.77777777777778,0,0
"2007","0140","T3C","September 30, 2007","CALGARY",135,NA,NA,24,5.625,0,0.583333333333333
"2007","0340","T5C","March 31, 2007","EDMONTON",4,NA,NA,1,4,0,NA
"2007","0580","B3N","December 31, 2007","HALIFAX",463,NA,NA,60,7.71666666666667,0,0.25
"2007","1060","H9C","September 30, 2007","MONTRÉAL",25,NA,NA,20,1.25,0,0
"2007","1265","K1B","June 30, 2007","OTTAWA",1,NA,NA,1,1,0,0
"2007","1265","K2G","March 31, 2007","OTTAWA",17,NA,NA,17,1,0,0.588235294117647
"2007","1400","G1L","June 30, 2007","QUÉBEC",92,NA,NA,3,30.6666666666667,1.66666666666667,0
"2007","1400","G3K","June 30, 2007","QUÉBEC",120,NA,NA,97,1.23711340206186,0.0618556701030928,0.3125
"2007","2270","L4P","September 30, 2007","TORONTO",140,NA,NA,140,1,0,0.664285714285714
"2007","2680","R3J","June 30, 2007","WINNIPEG",12,NA,NA,12,1,0,0.166666666666667
"2007","0140","T2V","December 31, 2007","CALGARY",24,NA,NA,23,1.04347826086957,0,0.681818181818182
"2007","1060","J4K","September 30, 2007","MONTRÉAL",18,NA,NA,8,2.25,0.5,0
"2007","1060","H3X","September 30, 2007","MONTRÉAL",17,NA,NA,7,2.42857142857143,0,0
"2007","1060","H3Y","June 30, 2007","MONTRÉAL",5,NA,NA,5,1,0,0
"2007","2410","V6L","March 31, 2007","VANCOUVER",10,NA,NA,9,1.11111111111111,0.222222222222222,0.333333333333333
"2007","2680","R3R","March 31, 2007","WINNIPEG",10,NA,NA,10,1,0,1.2
"2007","0140","T2K","September 30, 2007","CALGARY",10,NA,NA,6,1.66666666666667,0,0.166666666666667
"2007","2680","R1A","June 30, 2007","WINNIPEG",123,NA,NA,65,1.89230769230769,0,1.71428571428571
"2007","1060","H8T","June 30, 2007","MONTRÉAL",63,NA,NA,7,9,0,0
"2007","1265","K2B","September 30, 2007","OTTAWA",19,NA,NA,13,1.46153846153846,0,2.15384615384615
"2007","2270","nan","March 31, 2007","TORONTO",18818,NA,NA,12000,1.56816666666667,0.0145,1.46541931172736
"2007","1400","G2C","March 31, 2007","QUÉBEC",397,NA,NA,143,2.77622377622378,0.244755244755245,0.233870967741935
"2007","2410","V5K","June 30, 2007","VANCOUVER",23,NA,NA,21,1.0952380952381,0.19047619047619,1.47619047619048
"2007","0580","B4C","June 30, 2007","HALIFAX",91,NA,NA,26,3.5,0,0.115384615384615
"2007","2680","R3C","March 31, 2007","WINNIPEG",11,NA,NA,11,1,0,0.0909090909090909
"2007","1060","H7P","June 30, 2007","MONTRÉAL",163,NA,NA,140,1.16428571428571,0.0142857142857143,0
"2007","1060","H7Y","September 30, 2007","MONTRÉAL",12,NA,NA,2,6,1,0
"2007","1700","S7H","September 30, 2007","SASKATOON",11,NA,NA,8,1.375,0,0
"2007","2270","L9R","December 31, 2007","TORONTO",120,NA,NA,77,1.55844155844156,0,0.181818181818182
"2007","2680","R4H","March 31, 2007","WINNIPEG",62,NA,NA,62,1,0,0.725806451612903
"2007","0140","T2N","September 30, 2007","CALGARY",121,NA,NA,90,1.34444444444444,0,0.411111111111111
"2007","0340","T5N","December 31, 2007","EDMONTON",104,NA,NA,14,7.42857142857143,0,0.230769230769231
"2007","1400","G1M","June 30, 2007","QUÉBEC",3,NA,NA,1,3,0,NA
"2007","2270","L4H","June 30, 2007","TORONTO",7,NA,NA,6,1.16666666666667,0,1
"2007","2410","V5A","June 30, 2007","VANCOUVER",175,NA,NA,25,7,1.04,0.28
"2007","2410","V5S","June 30, 2007","VANCOUVER",41,NA,NA,39,1.05128205128205,0.0512820512820513,0.487179487179487
"2007","2680","R0E","March 31, 2007","WINNIPEG",11,NA,NA,11,1,0,0
"2007","0340","T8A","March 31, 2007","EDMONTON",74,NA,NA,74,1,0,0.432432432432432
"2007","1265","K1Y","September 30, 2007","OTTAWA",70,NA,NA,22,3.18181818181818,0,0.863636363636364
"2007","2270","M4X","June 30, 2007","TORONTO",184,NA,NA,1,184,0,2
"2007","2440","V8X","December 31, 2007","VICTORIA",24,NA,NA,23,1.04347826086957,0,0.782608695652174
"2007","1060","H1S","March 31, 2007","MONTRÉAL",230,NA,NA,6,38.3333333333333,0,0
"2007","2270","L4L","March 31, 2007","TORONTO",227,NA,NA,90,2.52222222222222,0.3,2.24444444444444
"2007","2270","M6P","September 30, 2007","TORONTO",594,NA,NA,6,99,11.5,2.5
"2007","2410","V5P","December 31, 2007","VANCOUVER",29,NA,NA,25,1.16,0,0.04
"2007","0340","T6R","March 31, 2007","EDMONTON",9,NA,NA,9,1,0,3.44444444444444
"2007","2270","M2K","December 31, 2007","TORONTO",15,NA,NA,8,1.875,0,0
"2007","1060","J4L","September 30, 2007","MONTRÉAL",1,NA,NA,1,1,0,0
"2007","1400","G2M","September 30, 2007","QUÉBEC",3,NA,NA,3,1,0,1
"2007","2410","V5Z","March 31, 2007","VANCOUVER",199,NA,NA,11,18.0909090909091,2.36363636363636,1.27272727272727
"2007","2410","V6N","June 30, 2007","VANCOUVER",40,NA,NA,39,1.02564102564103,0,0.641025641025641
"2007","1060","H7X","June 30, 2007","MONTRÉAL",186,NA,NA,110,1.69090909090909,0.163636363636364,0
"2007","0610","L9B","December 31, 2007","HAMILTON",21,NA,NA,21,1,0,0
"2007","2270","L5B","June 30, 2007","TORONTO",368,NA,NA,36,10.2222222222222,0,0.75
"2007","2680","R4L","December 31, 2007","WINNIPEG",7,NA,NA,7,1,0,1.85714285714286
"2007","1265","K2P","December 31, 2007","OTTAWA",124,NA,NA,3,41.3333333333333,0,1.66666666666667
"2007","2680","R3W","September 30, 2007","WINNIPEG",106,NA,NA,106,1,0,0.575471698113208
"2007","1060","H2X","June 30, 2007","MONTRÉAL",151,NA,NA,2,75.5,0,NA
"2007","1400","G1B","June 30, 2007","QUÉBEC",69,NA,NA,61,1.13114754098361,0.163934426229508,0.147540983606557
"2007","2270","M2N","December 31, 2007","TORONTO",63,NA,NA,46,1.3695652173913,0,2.04347826086957
"2007","2270","M9P","March 31, 2007","TORONTO",234,NA,NA,19,12.3157894736842,0,0.631578947368421
"2007","2410","V7H","September 30, 2007","VANCOUVER",3,NA,NA,3,1,0,0
"2007","0610","L8G","June 30, 2007","HAMILTON",33,NA,NA,33,1,0,0.151515151515152
"2007","0610","L8L","June 30, 2007","HAMILTON",124,NA,NA,2,62,0,3
"2007","1490","S4S","December 31, 2007","REGINA",47,NA,NA,18,2.61111111111111,0,0.25
"2007","2410","V4N","December 31, 2007","VANCOUVER",345,NA,NA,131,2.63358778625954,0.0916030534351145,0.778625954198473
"2007","1400","G1N","December 31, 2007","QUÉBEC",45,NA,NA,2,22.5,3,0
"2007","2270","M5V","June 30, 2007","TORONTO",721,NA,NA,2,360.5,18,NA
"2007","2410","V5E","December 31, 2007","VANCOUVER",289,NA,NA,16,18.0625,2.6875,0.1875
"2007","2410","V7B","December 31, 2007","VANCOUVER",1,NA,NA,1,1,0,0
"2007","1060","H4B","September 30, 2007","MONTRÉAL",216,NA,NA,26,8.30769230769231,0.0769230769230769,0
"2007","1265","K2J","September 30, 2007","OTTAWA",15,NA,NA,15,1,0,0.6
"2007","1265","K4K","December 31, 2007","OTTAWA",114,NA,NA,101,1.12871287128713,0,0.653465346534653
"2007","1060","H1N","June 30, 2007","MONTRÉAL",168,NA,NA,21,8,0,0
"2007","1700","S7T","June 30, 2007","SASKATOON",447,NA,NA,272,1.64338235294118,0,0.288617886178862
"2007","2270","L5E","June 30, 2007","TORONTO",9,NA,NA,8,1.125,0,0.5
"2007","2270","M6C","June 30, 2007","TORONTO",4,NA,NA,4,1,0,0.75
"2007","0340","T5X","December 31, 2007","EDMONTON",134,NA,NA,10,13.4,0,26.375
"2007","0610","L9C","March 31, 2007","HAMILTON",87,NA,NA,87,1,0,0.735632183908046
"2007","1060","H1B","March 31, 2007","MONTRÉAL",223,NA,NA,8,27.875,0,0
"2007","1265","K1V","September 30, 2007","OTTAWA",123,NA,NA,37,3.32432432432432,0,1.13513513513514
"2007","1265","K2E","March 31, 2007","OTTAWA",163,NA,NA,23,7.08695652173913,0,0.695652173913043
"2007","2270","L9W","March 31, 2007","TORONTO",79,NA,NA,79,1,0,0.746835443037975
"2007","0340","T6L","December 31, 2007","EDMONTON",12,NA,NA,10,1.2,0,0
"2007","0340","T8G","June 30, 2007","EDMONTON",22,NA,NA,22,1,0,1.09090909090909
"2007","0610","N1R","June 30, 2007","HAMILTON",38,NA,NA,38,1,0,0.868421052631579
"2007","1490","S4T","September 30, 2007","REGINA",77,NA,NA,24,3.20833333333333,0,1
"2007","2270","M8Y","December 31, 2007","TORONTO",44,NA,NA,10,4.4,0,0
"2007","2410","V5T","September 30, 2007","VANCOUVER",29,NA,NA,12,2.41666666666667,0.25,2.41666666666667
"2007","2680","R2W","March 31, 2007","WINNIPEG",15,NA,NA,15,1,0,1.33333333333333
