"ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"2013","2270","M5V","December 31, 2013","TORONTO",2212,NA,NA,8,276.5,28.125,7.5
"2013","1060","H1W","March 31, 2013","MONTRÉAL",294,NA,NA,12,24.5,2.91666666666667,0
"2013","1060","J6Z","September 30, 2013","MONTRÉAL",84,NA,NA,21,4,0.666666666666667,0
"2013","2680","R2X","December 31, 2013","WINNIPEG",41,NA,NA,15,2.73333333333333,0.333333333333333,3.6
"2013","0580","B3T","September 30, 2013","HALIFAX",30,NA,NA,22,1.36363636363636,0,0.772727272727273
"2013","2410","V7C","March 31, 2013","VANCOUVER",163,NA,NA,115,1.41739130434783,0.0869565217391304,0.121739130434783
"2013","2440","nan","December 31, 2013","VICTORIA",218,NA,NA,155,1.40645161290323,0.206451612903226,0.470967741935484
"2013","0580","B3K","March 31, 2013","HALIFAX",74,NA,NA,2,37,0,0.5
"2013","1060","H3B","December 31, 2013","MONTRÉAL",332,NA,NA,2,166,17,1.5
"2013","1060","H7K","March 31, 2013","MONTRÉAL",2,NA,NA,2,1,0,0
"2013","1060","H9C","June 30, 2013","MONTRÉAL",11,NA,NA,10,1.1,0,0.125
"2013","1265","K4B","December 31, 2013","OTTAWA",139,NA,NA,35,3.97142857142857,0.342857142857143,1.08571428571429
"2013","2270","M9A","September 30, 2013","TORONTO",247,NA,NA,42,5.88095238095238,0,0.761904761904762
"2013","2410","V2Y","September 30, 2013","VANCOUVER",633,NA,NA,289,2.19031141868512,0.0830449826989619,0.820069204152249
"2013","0140","T3J","December 31, 2013","CALGARY",93,NA,NA,45,2.06666666666667,0,0.135135135135135
"2013","0610","L7L","September 30, 2013","HAMILTON",287,NA,NA,17,16.8823529411765,0.235294117647059,3.47058823529412
"2013","1400","G6C","June 30, 2013","QUÉBEC",5,NA,NA,5,1,0,1.6
"2013","2410","V5S","December 31, 2013","VANCOUVER",134,NA,NA,134,1,0.0970149253731343,1.36567164179104
"2013","0340","T6A","December 31, 2013","EDMONTON",7,NA,NA,6,1.16666666666667,0,0.166666666666667
"2013","1060","H1A","December 31, 2013","MONTRÉAL",294,NA,NA,11,26.7272727272727,2.27272727272727,0.75
"2013","1060","H1R","March 31, 2013","MONTRÉAL",163,NA,NA,23,7.08695652173913,0.565217391304348,0.5
"2013","1060","H7M","June 30, 2013","MONTRÉAL",6,NA,NA,3,2,0,0
"2013","1265","K1Y","December 31, 2013","OTTAWA",83,NA,NA,47,1.76595744680851,0,2.29787234042553
"2013","1265","K2G","June 30, 2013","OTTAWA",44,NA,NA,20,2.2,0,0.45
"2013","2680","R2H","June 30, 2013","WINNIPEG",9,NA,NA,6,1.5,0,0
"2013","0610","L9A","June 30, 2013","HAMILTON",21,NA,NA,21,1,0,0.380952380952381
"2013","1265","K1Z","December 31, 2013","OTTAWA",369,NA,NA,42,8.78571428571429,0.571428571428571,1.73809523809524
"2013","1400","G2N","December 31, 2013","QUÉBEC",57,NA,NA,32,1.78125,0.0625,0.592592592592593
"2013","2410","V6G","June 30, 2013","VANCOUVER",195,NA,NA,4,48.75,5.5,12.5
"2013","2440","V8V","June 30, 2013","VICTORIA",175,NA,NA,12,14.5833333333333,2.5,2.83333333333333
"2013","1060","H1K","December 31, 2013","MONTRÉAL",15,NA,NA,4,3.75,0.75,2
"2013","1265","K0A","March 31, 2013","OTTAWA",553,NA,NA,321,1.72274143302181,0.00934579439252336,1.53894080996885
"2013","2270","M2J","September 30, 2013","TORONTO",2,NA,NA,2,1,0,0
"2013","2410","V4B","March 31, 2013","VANCOUVER",218,NA,NA,110,1.98181818181818,0.0909090909090909,0.763636363636364
"2013","2410","V5R","June 30, 2013","VANCOUVER",228,NA,NA,116,1.96551724137931,0.258620689655172,1.31896551724138
"2013","2410","V7B","December 31, 2013","VANCOUVER",2,NA,NA,2,1,0,0
"2013","2270","M2K","June 30, 2013","TORONTO",444,NA,NA,27,16.4444444444444,0.259259259259259,0.708333333333333
"2013","2410","V3T","December 31, 2013","VANCOUVER",280,NA,NA,49,5.71428571428571,0.285714285714286,0.673469387755102
"2013","2410","V5P","June 30, 2013","VANCOUVER",171,NA,NA,109,1.56880733944954,0.201834862385321,1.22935779816514
"2013","2410","V7L","December 31, 2013","VANCOUVER",389,NA,NA,57,6.82456140350877,0.929824561403509,0.245614035087719
"2013","0140","T2Z","March 31, 2013","CALGARY",879,NA,NA,439,2.00227790432802,0.0182232346241458,0.588516746411483
"2013","2270","L1V","December 31, 2013","TORONTO",343,NA,NA,131,2.61832061068702,0.0229007633587786,0.33587786259542
"2013","2270","M6M","September 30, 2013","TORONTO",19,NA,NA,16,1.1875,0,0.875
"2013","0340","T8C","June 30, 2013","EDMONTON",19,NA,NA,19,1,0,0.578947368421053
"2013","0340","T9G","September 30, 2013","EDMONTON",2,NA,NA,2,1,0,0
"2013","1060","J6N","June 30, 2013","MONTRÉAL",168,NA,NA,49,3.42857142857143,0.387755102040816,0.0571428571428571
"2013","1400","G2L","June 30, 2013","QUÉBEC",23,NA,NA,10,2.3,0.6,5.8
"2013","1490","S4R","March 31, 2013","REGINA",27,NA,NA,15,1.8,0.266666666666667,1.53846153846154
"2013","1700","S7M","September 30, 2013","SASKATOON",167,NA,NA,30,5.56666666666667,0.266666666666667,1
"2013","2270","L1T","December 31, 2013","TORONTO",44,NA,NA,23,1.91304347826087,0,0.565217391304348
"2013","0340","T5G","December 31, 2013","EDMONTON",34,NA,NA,21,1.61904761904762,0,0.476190476190476
"2013","0340","T5H","December 31, 2013","EDMONTON",606,NA,NA,20,30.3,3.2,0.0588235294117647
"2013","0340","T6K","June 30, 2013","EDMONTON",14,NA,NA,14,1,0,0.0714285714285714
"2013","1060","H2W","March 31, 2013","MONTRÉAL",4,NA,NA,2,2,3,0
"2013","1400","G2G","March 31, 2013","QUÉBEC",83,NA,NA,19,4.36842105263158,1.68421052631579,3.5
"2013","0340","T7X","June 30, 2013","EDMONTON",334,NA,NA,149,2.24161073825503,0,0.317567567567568
"2013","2270","M4J","September 30, 2013","TORONTO",12,NA,NA,12,1,0,3.25
"2013","2680","R4A","December 31, 2013","WINNIPEG",25,NA,NA,25,1,0,1.56
"2013","1060","J4N","June 30, 2013","MONTRÉAL",147,NA,NA,5,29.4,2,2.66666666666667
"2013","1400","G1X","June 30, 2013","QUÉBEC",20,NA,NA,14,1.42857142857143,0.142857142857143,0.571428571428571
"2013","2410","V6M","December 31, 2013","VANCOUVER",113,NA,NA,23,4.91304347826087,0.260869565217391,1.1304347826087
"2013","0140","T3G","December 31, 2013","CALGARY",84,NA,NA,53,1.58490566037736,0,1.03921568627451
"2013","0340","T9E","September 30, 2013","EDMONTON",327,NA,NA,234,1.3974358974359,0,0.555555555555556
"2013","2270","M1N","March 31, 2013","TORONTO",35,NA,NA,35,1,0,1.42424242424242
"2013","2410","V3W","June 30, 2013","VANCOUVER",228,NA,NA,105,2.17142857142857,0.104761904761905,0.8
"2013","1060","H8Z","March 31, 2013","MONTRÉAL",21,NA,NA,1,21,2,0
"2013","2680","R3G","December 31, 2013","WINNIPEG",24,NA,NA,11,2.18181818181818,0.545454545454545,0.636363636363636
"2013","0580","B2W","September 30, 2013","HALIFAX",140,NA,NA,23,6.08695652173913,0,4.04347826086957
"2013","2270","M3C","September 30, 2013","TORONTO",6,NA,NA,6,1,0,2.16666666666667
"2013","2270","M4M","June 30, 2013","TORONTO",41,NA,NA,3,13.6666666666667,0,10.3333333333333
"2013","2440","V8X","June 30, 2013","VICTORIA",56,NA,NA,10,5.6,0.2,2.8
"2013","0580","B2V","December 31, 2013","HALIFAX",4,NA,NA,3,1.33333333333333,0,0.666666666666667
"2013","1060","J6V","March 31, 2013","MONTRÉAL",5,NA,NA,5,1,0,2
"2013","1265","K2E","June 30, 2013","OTTAWA",6,NA,NA,6,1,0,0.333333333333333
"2013","2270","M2M","June 30, 2013","TORONTO",58,NA,NA,58,1,0,1.05172413793103
"2013","2410","V5A","December 31, 2013","VANCOUVER",292,NA,NA,31,9.41935483870968,1,2.35483870967742
"2013","0140","T2H","September 30, 2013","CALGARY",14,NA,NA,6,2.33333333333333,0,1.33333333333333
"2013","0610","L9H","September 30, 2013","HAMILTON",11,NA,NA,11,1,0,0.363636363636364
"2013","2270","M5R","September 30, 2013","TORONTO",231,NA,NA,3,77,11.6666666666667,15
"2013","2410","V5J","June 30, 2013","VANCOUVER",143,NA,NA,58,2.46551724137931,0.103448275862069,1.68965517241379
"2013","2410","V6N","March 31, 2013","VANCOUVER",126,NA,NA,126,1,0.0317460317460317,1.63492063492063
"2013","2410","V6Z","March 31, 2013","VANCOUVER",21,NA,NA,1,21,6,5
"2013","0580","B2R","September 30, 2013","HALIFAX",13,NA,NA,13,1,0,4
"2013","2440","V9B","June 30, 2013","VICTORIA",380,NA,NA,183,2.07650273224044,0.508196721311475,0.158469945355191
"2013","0140","T2A","September 30, 2013","CALGARY",85,NA,NA,61,1.39344262295082,0,0.60655737704918
"2013","2680","R3M","December 31, 2013","WINNIPEG",19,NA,NA,10,1.9,0.5,0.888888888888889
"2013","1265","K4A","September 30, 2013","OTTAWA",85,NA,NA,19,4.47368421052632,0.157894736842105,2.63157894736842
"2013","1700","S7H","June 30, 2013","SASKATOON",62,NA,NA,24,2.58333333333333,0,1.04166666666667
"2013","0140","T2Y","March 31, 2013","CALGARY",62,NA,NA,61,1.01639344262295,0,1.98360655737705
"2013","1060","J4W","September 30, 2013","MONTRÉAL",35,NA,NA,1,35,2,0
"2013","1400","G1K","March 31, 2013","QUÉBEC",100,NA,NA,5,20,2.2,2.6
"2013","1700","S7T","June 30, 2013","SASKATOON",549,NA,NA,298,1.84228187919463,0.0134228187919463,0.885521885521885
"2013","2270","L5H","June 30, 2013","TORONTO",28,NA,NA,24,1.16666666666667,0,2.91666666666667
"2013","1060","H8S","June 30, 2013","MONTRÉAL",136,NA,NA,5,27.2,3.6,0
"2013","2270","M5N","December 31, 2013","TORONTO",29,NA,NA,29,1,0,3.44827586206897
"2013","2680","R3J","December 31, 2013","WINNIPEG",172,NA,NA,32,5.375,0.375,1.41935483870968
"2013","0140","T1X","March 31, 2013","CALGARY",557,NA,NA,405,1.37530864197531,0.0222222222222222,0.368115942028986
"2013","0340","T7Z","December 31, 2013","EDMONTON",180,NA,NA,124,1.45161290322581,0.0241935483870968,1.26612903225806
"2013","0340","T6H","September 30, 2013","EDMONTON",34,NA,NA,19,1.78947368421053,0,0
"2013","0580","B3A","September 30, 2013","HALIFAX",289,NA,NA,21,13.7619047619048,0,2.95238095238095
"2013","0580","B4B","June 30, 2013","HALIFAX",300,NA,NA,52,5.76923076923077,0.0961538461538462,0.384615384615385
"2013","1060","H3J","September 30, 2013","MONTRÉAL",97,NA,NA,1,97,14,NA
"2013","1060","J3L","December 31, 2013","MONTRÉAL",413,NA,NA,249,1.65863453815261,0.180722891566265,0.102803738317757
"2013","2270","M9W","June 30, 2013","TORONTO",45,NA,NA,29,1.55172413793103,0,1.58620689655172
"2013","0610","L8H","March 31, 2013","HAMILTON",12,NA,NA,12,1,0,0.166666666666667
"2013","1060","J3N","March 31, 2013","MONTRÉAL",46,NA,NA,16,2.875,0.75,0.285714285714286
"2013","2270","L7B","June 30, 2013","TORONTO",210,NA,NA,150,1.4,0,0.953333333333333
"2013","2270","M1X","September 30, 2013","TORONTO",6,NA,NA,2,3,0,3
"2013","0610","L7N","March 31, 2013","HAMILTON",14,NA,NA,12,1.16666666666667,0,0.333333333333333
"2013","1060","H3R","December 31, 2013","MONTRÉAL",9,NA,NA,3,3,0,0
"2013","1060","J7L","March 31, 2013","MONTRÉAL",23,NA,NA,23,1,0.260869565217391,0
"2013","1400","G1L","June 30, 2013","QUÉBEC",20,NA,NA,3,6.66666666666667,2,0
"2013","2270","L3R","September 30, 2013","TORONTO",212,NA,NA,16,13.25,1.25,0.4375
"2013","2410","V2W","September 30, 2013","VANCOUVER",126,NA,NA,44,2.86363636363636,0,0.681818181818182
"2013","0340","T8H","June 30, 2013","EDMONTON",375,NA,NA,280,1.33928571428571,0,0.807971014492754
"2013","1060","J4V","September 30, 2013","MONTRÉAL",22,NA,NA,3,7.33333333333333,0,0.5
"2013","1490","S4X","June 30, 2013","REGINA",703,NA,NA,245,2.86938775510204,0.0653061224489796,0.228070175438596
"2013","2410","V5T","March 31, 2013","VANCOUVER",37,NA,NA,16,2.3125,0,0.8125
"2013","2410","V6W","March 31, 2013","VANCOUVER",12,NA,NA,12,1,0.333333333333333,0.833333333333333
"2013","0140","T4C","December 31, 2013","CALGARY",800,NA,NA,524,1.52671755725191,0.00763358778625954,0.578231292517007
"2013","0580","B3H","March 31, 2013","HALIFAX",3,NA,NA,3,1,0,0.333333333333333
"2013","1400","G0A","June 30, 2013","QUÉBEC",365,NA,NA,259,1.40926640926641,0.0308880308880309,0.671361502347418
"2013","2270","L5N","September 30, 2013","TORONTO",1,NA,NA,1,1,0,0
"2013","2410","V5E","June 30, 2013","VANCOUVER",22,NA,NA,18,1.22222222222222,0,2.66666666666667
"2013","2440","V8Z","September 30, 2013","VICTORIA",158,NA,NA,20,7.9,0.7,0.7
"2013","2680","R4L","September 30, 2013","WINNIPEG",14,NA,NA,14,1,0,2
"2013","0340","T6R","June 30, 2013","EDMONTON",2,NA,NA,2,1,0,0
"2013","1060","J7X","June 30, 2013","MONTRÉAL",66,NA,NA,24,2.75,0.875,1.68181818181818
"2013","1265","K1K","September 30, 2013","OTTAWA",111,NA,NA,6,18.5,0,1.5
"2013","2270","L7C","December 31, 2013","TORONTO",309,NA,NA,219,1.41095890410959,0,4.1689497716895
"2013","1060","J4Y","December 31, 2013","MONTRÉAL",194,NA,NA,48,4.04166666666667,1.85416666666667,0
"2013","1490","S4T","March 31, 2013","REGINA",1186,NA,NA,591,2.00676818950931,0.0761421319796954,0.408653846153846
"2013","2270","M1S","December 31, 2013","TORONTO",10,NA,NA,10,1,0,1.2
"2013","2270","M6A","September 30, 2013","TORONTO",527,NA,NA,2,263.5,0,4
"2013","2410","V6K","June 30, 2013","VANCOUVER",140,NA,NA,64,2.1875,0.265625,1.265625
"2013","0340","T5R","September 30, 2013","EDMONTON",17,NA,NA,15,1.13333333333333,0,0
"2013","1060","J5T","June 30, 2013","MONTRÉAL",53,NA,NA,37,1.43243243243243,0.135135135135135,0.0740740740740741
"2013","2410","V7H","December 31, 2013","VANCOUVER",4,NA,NA,4,1,0.5,1.5
"2013","0340","T5S","June 30, 2013","EDMONTON",16,NA,NA,3,5.33333333333333,0,NA
"2013","1490","S4S","December 31, 2013","REGINA",102,NA,NA,12,8.5,0.333333333333333,1.11111111111111
"2013","1700","S0L","March 31, 2013","SASKATOON",11,NA,NA,11,1,0,0
"2013","2270","L4T","June 30, 2013","TORONTO",5,NA,NA,5,1,0,0.8
"2013","2410","V4A","June 30, 2013","VANCOUVER",160,NA,NA,74,2.16216216216216,0.0405405405405405,0.486486486486487
"2013","1060","J7G","June 30, 2013","MONTRÉAL",52,NA,NA,13,4,2.30769230769231,NA
"2013","2680","R0E","December 31, 2013","WINNIPEG",134,NA,NA,130,1.03076923076923,0,0.40495867768595
"2013","0140","T3R","March 31, 2013","CALGARY",932,NA,NA,605,1.5404958677686,0.00661157024793388,0.236206896551724
"2013","1060","H3P","September 30, 2013","MONTRÉAL",33,NA,NA,1,33,6,NA
"2013","1400","G1R","September 30, 2013","QUÉBEC",83,NA,NA,2,41.5,1.5,0
"2013","2680","R3P","September 30, 2013","WINNIPEG",4,NA,NA,4,1,0,2
"2013","1060","H2M","December 31, 2013","MONTRÉAL",2,NA,NA,2,1,0,0
"2013","1060","J3E","March 31, 2013","MONTRÉAL",83,NA,NA,6,13.8333333333333,0,0
"2013","1060","H1L","June 30, 2013","MONTRÉAL",37,NA,NA,10,3.7,1.8,1.11111111111111
"2013","1060","H1V","June 30, 2013","MONTRÉAL",269,NA,NA,8,33.625,2.875,1.2
"2013","1060","H7P","March 31, 2013","MONTRÉAL",274,NA,NA,13,21.0769230769231,2.84615384615385,0
"2013","1265","K4P","December 31, 2013","OTTAWA",24,NA,NA,24,1,0,0.333333333333333
"2013","1060","J7V","September 30, 2013","MONTRÉAL",379,NA,NA,113,3.35398230088496,0.52212389380531,0.09375
"2013","1060","J7Y","March 31, 2013","MONTRÉAL",226,NA,NA,72,3.13888888888889,0.388888888888889,0.0425531914893617
"2013","2270","M3A","December 31, 2013","TORONTO",2,NA,NA,2,1,0,4.5
"2013","2270","M3K","December 31, 2013","TORONTO",80,NA,NA,8,10,0,3.625
"2013","2680","R2E","September 30, 2013","WINNIPEG",68,NA,NA,68,1,0,0.573529411764706
"2013","0580","B4A","September 30, 2013","HALIFAX",65,NA,NA,36,1.80555555555556,0,1.16666666666667
"2013","1060","H4C","December 31, 2013","MONTRÉAL",158,NA,NA,5,31.6,3.8,0.4
"2013","2270","L0H","December 31, 2013","TORONTO",93,NA,NA,67,1.38805970149254,0,1.88059701492537
"2013","2270","L6Z","June 30, 2013","TORONTO",155,NA,NA,49,3.16326530612245,0,0.857142857142857
"2013","2270","M3L","September 30, 2013","TORONTO",47,NA,NA,9,5.22222222222222,0,26.5555555555556
"2013","2270","M4B","December 31, 2013","TORONTO",13,NA,NA,13,1,0,1.84615384615385
"2013","2680","R3K","June 30, 2013","WINNIPEG",4,NA,NA,2,2,0,14.5
"2013","0340","T5A","December 31, 2013","EDMONTON",4,NA,NA,2,2,0,0
"2013","0610","L8S","December 31, 2013","HAMILTON",1,NA,NA,1,1,0,5
"2013","1265","K1E","March 31, 2013","OTTAWA",1,NA,NA,1,1,0,0
"2013","1400","G1E","September 30, 2013","QUÉBEC",315,NA,NA,50,6.3,1.4,1.33333333333333
"2013","2410","V6Y","September 30, 2013","VANCOUVER",399,NA,NA,70,5.7,0.457142857142857,1.51428571428571
"2013","2270","M1M","December 31, 2013","TORONTO",29,NA,NA,21,1.38095238095238,0,1.61904761904762
"2013","0340","T0E","December 31, 2013","EDMONTON",29,NA,NA,29,1,0,0.862068965517241
"2013","1060","H7L","June 30, 2013","MONTRÉAL",57,NA,NA,33,1.72727272727273,0.363636363636364,0.4
"2013","1060","J0V","September 30, 2013","MONTRÉAL",28,NA,NA,28,1,0,0
"2013","1060","J4G","June 30, 2013","MONTRÉAL",5,NA,NA,3,1.66666666666667,0.666666666666667,0
"2013","2270","L5M","March 31, 2013","TORONTO",10,NA,NA,7,1.42857142857143,0,3.28571428571429
"2013","0340","T8T","December 31, 2013","EDMONTON",48,NA,NA,48,1,0,0.354166666666667
"2013","1060","J7N","December 31, 2013","MONTRÉAL",67,NA,NA,36,1.86111111111111,0.166666666666667,0.142857142857143
"2013","1700","S7S","December 31, 2013","SASKATOON",504,NA,NA,336,1.5,0.0267857142857143,1.12275449101796
"2013","2270","L4Y","September 30, 2013","TORONTO",3,NA,NA,3,1,0,1.33333333333333
"2013","1060","J4T","September 30, 2013","MONTRÉAL",62,NA,NA,21,2.95238095238095,1.33333333333333,0.25
"2013","0340","T5E","June 30, 2013","EDMONTON",109,NA,NA,84,1.29761904761905,0,0.511904761904762
"2013","1060","J5X","June 30, 2013","MONTRÉAL",30,NA,NA,21,1.42857142857143,0.380952380952381,0
"2013","2270","M1R","September 30, 2013","TORONTO",229,NA,NA,3,76.3333333333333,0,1.66666666666667
"2013","2680","R3R","March 31, 2013","WINNIPEG",13,NA,NA,13,1,0,0.461538461538462
"2013","0140","T3H","March 31, 2013","CALGARY",535,NA,NA,401,1.33416458852868,0,0.53968253968254
"2013","1060","H9E","June 30, 2013","MONTRÉAL",22,NA,NA,12,1.83333333333333,0,0
"2013","1060","J6R","December 31, 2013","MONTRÉAL",76,NA,NA,60,1.26666666666667,0.0666666666666667,0
"2013","2270","M1T","September 30, 2013","TORONTO",301,NA,NA,6,50.1666666666667,3.33333333333333,3.66666666666667
"2013","2410","V5M","March 31, 2013","VANCOUVER",169,NA,NA,159,1.06289308176101,0.182389937106918,1.48427672955975
"2013","1400","G3N","June 30, 2013","QUÉBEC",133,NA,NA,117,1.13675213675214,0.0427350427350427,0.6
"2013","2410","V7V","December 31, 2013","VANCOUVER",21,NA,NA,21,1,0,0.714285714285714
"2013","1060","H2R","June 30, 2013","MONTRÉAL",165,NA,NA,11,15,1.36363636363636,0.333333333333333
"2013","1265","K1P","June 30, 2013","OTTAWA",142,NA,NA,1,142,0,0
"2013","1400","G2M","March 31, 2013","QUÉBEC",91,NA,NA,67,1.35820895522388,0.0746268656716418,0.934426229508197
"2013","2410","V7G","March 31, 2013","VANCOUVER",11,NA,NA,11,1,0.363636363636364,0.272727272727273
"2013","2440","V9A","June 30, 2013","VICTORIA",23,NA,NA,13,1.76923076923077,0.153846153846154,2
"2013","1060","H1T","December 31, 2013","MONTRÉAL",20,NA,NA,3,6.66666666666667,0.666666666666667,2
"2013","2270","M6K","December 31, 2013","TORONTO",272,NA,NA,2,136,7,3.5
"2013","1060","H3Y","June 30, 2013","MONTRÉAL",2,NA,NA,2,1,0,0
"2013","2270","M6C","March 31, 2013","TORONTO",11,NA,NA,11,1,0,1.45454545454545
"2013","2270","L9R","September 30, 2013","TORONTO",263,NA,NA,233,1.12875536480687,0,1.63090128755365
"2013","2410","V7W","June 30, 2013","VANCOUVER",12,NA,NA,12,1,0,3.25
"2013","0340","T5B","June 30, 2013","EDMONTON",76,NA,NA,32,2.375,0.125,0.375
"2013","0580","B4C","December 31, 2013","HALIFAX",175,NA,NA,69,2.53623188405797,0,0.695652173913043
"2013","1060","H3K","December 31, 2013","MONTRÉAL",106,NA,NA,2,53,3,0
"2013","2270","L5R","March 31, 2013","TORONTO",463,NA,NA,2,231.5,26,0
"2013","1060","H1Y","December 31, 2013","MONTRÉAL",15,NA,NA,4,3.75,2.25,0
"2013","2410","V3B","March 31, 2013","VANCOUVER",364,NA,NA,58,6.27586206896552,1.06896551724138,0.620689655172414
"2013","2410","V6L","March 31, 2013","VANCOUVER",85,NA,NA,85,1,0,0.835294117647059
"2013","1060","J7M","June 30, 2013","MONTRÉAL",52,NA,NA,39,1.33333333333333,0.0256410256410256,0.3125
"2013","2410","V4E","June 30, 2013","VANCOUVER",6,NA,NA,3,2,0,0.333333333333333
"2013","0610","L8L","December 31, 2013","HAMILTON",3,NA,NA,3,1,0,0.333333333333333
"2013","1060","J7J","June 30, 2013","MONTRÉAL",430,NA,NA,302,1.42384105960265,0.188741721854305,0.205479452054795
"2013","2270","M5H","December 31, 2013","TORONTO",798,NA,NA,1,798,54,2
"2013","2410","V5W","June 30, 2013","VANCOUVER",204,NA,NA,138,1.47826086956522,0.188405797101449,1.16666666666667
"2013","1060","J6W","March 31, 2013","MONTRÉAL",79,NA,NA,19,4.15789473684211,0.684210526315789,0.333333333333333
"2013","2270","M4E","September 30, 2013","TORONTO",16,NA,NA,13,1.23076923076923,0,3.23076923076923
"2013","1400","G1Y","June 30, 2013","QUÉBEC",5,NA,NA,4,1.25,0,1.25
"2013","2270","M6S","March 31, 2013","TORONTO",21,NA,NA,3,7,1.33333333333333,1.66666666666667
"2013","1060","H9S","June 30, 2013","MONTRÉAL",92,NA,NA,6,15.3333333333333,0.666666666666667,0
"2013","1060","J0L","March 31, 2013","MONTRÉAL",189,NA,NA,95,1.98947368421053,0.157894736842105,0.046875
"2013","1400","G6W","March 31, 2013","QUÉBEC",73,NA,NA,13,5.61538461538461,0.538461538461538,0.615384615384615
"2013","1400","G6X","March 31, 2013","QUÉBEC",39,NA,NA,2,19.5,0,1
"2013","2440","V8S","March 31, 2013","VICTORIA",86,NA,NA,63,1.36507936507937,0.0952380952380952,0.507936507936508
"2013","1060","H9H","March 31, 2013","MONTRÉAL",33,NA,NA,3,11,2,0
"2013","1060","J4H","December 31, 2013","MONTRÉAL",5,NA,NA,2,2.5,2,0.5
"2013","2270","L5B","December 31, 2013","TORONTO",358,NA,NA,7,51.1428571428571,3.14285714285714,3.42857142857143
"2013","2270","M2L","December 31, 2013","TORONTO",6,NA,NA,6,1,0,0.5
"2013","2270","M6H","September 30, 2013","TORONTO",8,NA,NA,8,1,0,0.375
"2013","2270","M8X","December 31, 2013","TORONTO",14,NA,NA,14,1,0,1.85714285714286
"2013","2680","R0H","September 30, 2013","WINNIPEG",4,NA,NA,4,1,0,5
"2013","2680","R2V","March 31, 2013","WINNIPEG",33,NA,NA,26,1.26923076923077,0,0.653846153846154
"2014","0340","T8A","September 30, 2014","EDMONTON",20,NA,NA,20,1,0,0.25
"2014","1060","J5B","June 30, 2014","MONTRÉAL",3,NA,NA,3,1,0,1
"2014","0610","L9B","June 30, 2014","HAMILTON",90,NA,NA,66,1.36363636363636,0,0.5
"2014","1060","J4X","June 30, 2014","MONTRÉAL",12,NA,NA,12,1,0,0.75
"2014","1060","J6J","December 31, 2014","MONTRÉAL",35,NA,NA,29,1.20689655172414,0.0689655172413793,0.76
"2014","1060","J7J","September 30, 2014","MONTRÉAL",482,468,14,246,1.95934959349593,0.260162601626016,0.368852459016393
"2014","1060","J7Z","March 31, 2014","MONTRÉAL",218,217,1,65,3.35384615384615,0.723076923076923,0.574468085106383
"2014","2270","L7C","March 31, 2014","TORONTO",300,NA,NA,200,1.5,0,2.375
"2014","1060","H7W","March 31, 2014","MONTRÉAL",7,NA,NA,1,7,4,0
"2014","2270","L7K","June 30, 2014","TORONTO",107,NA,NA,53,2.0188679245283,0,3.52830188679245
"2014","1060","H1X","June 30, 2014","MONTRÉAL",12,NA,NA,2,6,3,0.5
"2014","1060","H7X","September 30, 2014","MONTRÉAL",57,NA,NA,35,1.62857142857143,0.171428571428571,1.4
"2014","0580","B4C","September 30, 2014","HALIFAX",110,NA,NA,48,2.29166666666667,0,0.48936170212766
"2014","1060","J7G","December 31, 2014","MONTRÉAL",5,NA,NA,4,1.25,0,0
"2014","1400","nan","December 31, 2014","QUÉBEC",31,NA,NA,29,1.06896551724138,0,0.423076923076923
"2014","1060","H3P","December 31, 2014","MONTRÉAL",60,NA,NA,1,60,7,NA
"2014","2270","L3X","March 31, 2014","TORONTO",137,NA,NA,113,1.21238938053097,0,1.53097345132743
"2014","2270","L6J","December 31, 2014","TORONTO",56,NA,NA,56,1,0,0.910714285714286
"2014","2270","M9L","September 30, 2014","TORONTO",2,NA,NA,2,1,0,3
"2014","0340","T5T","March 31, 2014","EDMONTON",660,NA,NA,496,1.33064516129032,0.00806451612903226,0.345454545454545
"2014","1060","J4W","September 30, 2014","MONTRÉAL",6,4,2,6,1,0,0
"2014","2270","L7E","September 30, 2014","TORONTO",27,NA,NA,27,1,0,8.66666666666667
"2014","2410","V2Z","June 30, 2014","VANCOUVER",42,39,3,42,1,0,0.285714285714286
"2014","0340","T5P","September 30, 2014","EDMONTON",41,NA,NA,29,1.41379310344828,0,0.275862068965517
"2014","1265","K4A","December 31, 2014","OTTAWA",66,NA,NA,30,2.2,0.233333333333333,1.56666666666667
"2014","1265","K4B","September 30, 2014","OTTAWA",184,NA,NA,82,2.24390243902439,0,1.39024390243902
"2014","2270","L1S","December 31, 2014","TORONTO",1,NA,NA,1,1,0,8
"2014","0340","T6W","March 31, 2014","EDMONTON",8,NA,NA,7,1.14285714285714,0,0.428571428571429
"2014","1400","G2J","December 31, 2014","QUÉBEC",3,NA,NA,2,1.5,0,8.5
"2014","2270","M1T","September 30, 2014","TORONTO",6,NA,NA,6,1,0,1
"2014","1490","S4N","December 31, 2014","REGINA",76,NA,NA,37,2.05405405405405,0.378378378378378,0.285714285714286
"2014","2410","V5T","June 30, 2014","VANCOUVER",24,NA,NA,4,6,1.5,1.25
"2014","2680","R3T","March 31, 2014","WINNIPEG",101,NA,NA,7,14.4285714285714,0.571428571428571,0.2
