"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"2165","2009","2270","M1G","June 30, 2009","TORONTO",38,NA,NA,6,6.33333333333333,0,2.66666666666667
"2166","2009","2270","M1H","March 31, 2009","TORONTO",3,NA,NA,3,1,0,0.333333333333333
"2167","2009","2270","M1K","June 30, 2009","TORONTO",6,NA,NA,6,1,0,1.33333333333333
"2168","2009","2270","M1L","March 31, 2009","TORONTO",76,NA,NA,29,2.62068965517241,0,2.17241379310345
"2169","2009","2270","M1M","September 30, 2009","TORONTO",86,NA,NA,52,1.65384615384615,0,1.68627450980392
"2170","2009","2270","M1N","March 31, 2009","TORONTO",13,NA,NA,7,1.85714285714286,0,0.5
"2171","2009","2270","M1R","June 30, 2009","TORONTO",1,NA,NA,1,1,0,1
"2172","2009","2270","M1S","June 30, 2009","TORONTO",866,NA,NA,6,144.333333333333,13.3333333333333,2
"2173","2009","2270","M1T","June 30, 2009","TORONTO",4,NA,NA,4,1,0,2.5
"2174","2009","2270","M1V","December 31, 2009","TORONTO",18,NA,NA,18,1,0,0
"2175","2009","2270","M2J","December 31, 2009","TORONTO",1029,NA,NA,7,147,0,1
"2176","2009","2270","M2K","June 30, 2009","TORONTO",3,NA,NA,3,1,0,0
"2177","2009","2270","M2L","June 30, 2009","TORONTO",4,NA,NA,4,1,0,2.5
"2178","2009","2270","M2M","December 31, 2009","TORONTO",6,NA,NA,6,1,0,0.5
"2179","2009","2270","M2N","September 30, 2009","TORONTO",779,NA,NA,14,55.6428571428571,0,6.07692307692308
"2180","2009","2270","M2P","September 30, 2009","TORONTO",20,NA,NA,20,1,0,1.05
"2181","2009","2270","M2R","June 30, 2009","TORONTO",3,NA,NA,3,1,0,1
"2182","2009","2270","M3A","December 31, 2009","TORONTO",1,NA,NA,1,1,0,17
"2183","2009","2270","M3B","September 30, 2009","TORONTO",10,NA,NA,10,1,0,1.44444444444444
"2184","2009","2270","M3C","September 30, 2009","TORONTO",3,NA,NA,3,1,0,2.33333333333333
"2185","2009","2270","M3H","September 30, 2009","TORONTO",29,NA,NA,22,1.31818181818182,0,3.31818181818182
"2186","2009","2270","M3J","September 30, 2009","TORONTO",134,NA,NA,89,1.50561797752809,0,2.78651685393258
"2187","2009","2270","M3K","June 30, 2009","TORONTO",464,NA,NA,5,92.8,6.4,0.8
"2188","2009","2270","M3L","June 30, 2009","TORONTO",33,NA,NA,33,1,0,25.8484848484848
"2189","2009","2270","M3N","September 30, 2009","TORONTO",3,NA,NA,2,1.5,0,4.5
"2190","2009","2270","M4B","September 30, 2009","TORONTO",5,NA,NA,5,1,0,0.2
"2191","2009","2270","M4C","March 31, 2009","TORONTO",9,NA,NA,9,1,0,0.777777777777778
"2192","2009","2270","M4E","March 31, 2009","TORONTO",80,NA,NA,12,6.66666666666667,0,0.777777777777778
"2193","2009","2270","M4G","March 31, 2009","TORONTO",5,NA,NA,5,1,0,1.8
"2194","2009","2270","M4J","September 30, 2009","TORONTO",21,NA,NA,6,3.5,0,5.33333333333333
"2195","2009","2270","M4K","September 30, 2009","TORONTO",4,NA,NA,4,1,0,1.5
"2196","2009","2270","M4L","June 30, 2009","TORONTO",14,NA,NA,9,1.55555555555556,0.333333333333333,1.11111111111111
"2197","2009","2270","M4M","June 30, 2009","TORONTO",93,NA,NA,5,18.6,1.2,0
"2198","2009","2270","M4N","September 30, 2009","TORONTO",23,NA,NA,23,1,0,1
"2199","2009","2270","M4P","March 31, 2009","TORONTO",18,NA,NA,9,2,0,1.57142857142857
"2200","2009","2270","M4R","June 30, 2009","TORONTO",3,NA,NA,3,1,0,0
"2201","2009","2270","M4S","June 30, 2009","TORONTO",9,NA,NA,6,1.5,0,0.4
"2202","2009","2270","M4T","September 30, 2009","TORONTO",4,NA,NA,4,1,0,2.25
"2203","2009","2270","M4V","March 31, 2009","TORONTO",15,NA,NA,12,1.25,0,2.33333333333333
"2204","2009","2270","M4W","September 30, 2009","TORONTO",5,NA,NA,5,1,0,1.5
"2205","2009","2270","M4X","June 30, 2009","TORONTO",60,NA,NA,1,60,0,14
"2206","2009","2270","M4Y","March 31, 2009","TORONTO",269,NA,NA,1,269,33,NA
"2207","2009","2270","M5A","June 30, 2009","TORONTO",631,NA,NA,8,78.875,9.125,0
"2208","2009","2270","M5G","September 30, 2009","TORONTO",300,NA,NA,1,300,50,NA
"2209","2009","2270","M5M","June 30, 2009","TORONTO",115,NA,NA,37,3.10810810810811,0,1.97222222222222
"2210","2009","2270","M5N","September 30, 2009","TORONTO",19,NA,NA,19,1,0,0.789473684210526
"2211","2009","2270","M5P","September 30, 2009","TORONTO",17,NA,NA,17,1,0,1.88235294117647
"2212","2009","2270","M5R","June 30, 2009","TORONTO",94,NA,NA,6,15.6666666666667,0,2.4
"2213","2009","2270","M5S","March 31, 2009","TORONTO",491,NA,NA,3,163.666666666667,22.3333333333333,1.66666666666667
"2214","2009","2270","M5T","December 31, 2009","TORONTO",7,NA,NA,2,3.5,0,0.5
"2215","2009","2270","M5V","June 30, 2009","TORONTO",175,NA,NA,1,175,0,NA
"2216","2009","2270","M6A","September 30, 2009","TORONTO",2,NA,NA,2,1,0,0
"2217","2009","2270","M6B","September 30, 2009","TORONTO",15,NA,NA,15,1,0,1.2
"2218","2009","2270","M6C","June 30, 2009","TORONTO",5,NA,NA,5,1,0,0.6
"2219","2009","2270","M6E","March 31, 2009","TORONTO",16,NA,NA,9,1.77777777777778,0.222222222222222,5.22222222222222
"2220","2009","2270","M6G","September 30, 2009","TORONTO",32,NA,NA,6,5.33333333333333,0.166666666666667,2
"2221","2009","2270","M6H","March 31, 2009","TORONTO",87,NA,NA,3,29,1.33333333333333,2
"2222","2009","2270","M6J","June 30, 2009","TORONTO",393,NA,NA,8,49.125,3.375,3
"2223","2009","2270","M6K","December 31, 2009","TORONTO",29,NA,NA,1,29,6,2
"2224","2009","2270","M6L","September 30, 2009","TORONTO",4,NA,NA,4,1,0,0.5
"2225","2009","2270","M6M","September 30, 2009","TORONTO",37,NA,NA,20,1.85,0,3
"2226","2009","2270","M6N","June 30, 2009","TORONTO",2,NA,NA,1,2,0,0
"2227","2009","2270","M6P","March 31, 2009","TORONTO",792,NA,NA,10,79.2,4,1.22222222222222
"2228","2009","2270","M6R","December 31, 2009","TORONTO",1,NA,NA,1,1,0,0
"2229","2009","2270","M6S","March 31, 2009","TORONTO",387,NA,NA,5,77.4,5,1
"2230","2009","2270","M8V","December 31, 2009","TORONTO",488,NA,NA,3,162.666666666667,0,6.5
"2231","2009","2270","M8W","September 30, 2009","TORONTO",21,NA,NA,19,1.10526315789474,0,0.666666666666667
"2232","2009","2270","M8X","March 31, 2009","TORONTO",9,NA,NA,9,1,0,1.77777777777778
"2233","2009","2270","M8Y","September 30, 2009","TORONTO",247,NA,NA,17,14.5294117647059,0,0.625
"2234","2009","2270","M8Z","June 30, 2009","TORONTO",7,NA,NA,7,1,0,0.285714285714286
"2235","2009","2270","M9A","September 30, 2009","TORONTO",478,NA,NA,23,20.7826086956522,1.30434782608696,3.34782608695652
"2236","2009","2270","M9B","June 30, 2009","TORONTO",6,NA,NA,6,1,0,3
"2237","2009","2270","M9C","June 30, 2009","TORONTO",3,NA,NA,3,1,0,1.33333333333333
"2238","2009","2270","M9L","December 31, 2009","TORONTO",2,NA,NA,2,1,0,0
"2239","2009","2270","M9M","September 30, 2009","TORONTO",4,NA,NA,3,1.33333333333333,0,3
"2240","2009","2270","M9N","June 30, 2009","TORONTO",11,NA,NA,4,2.75,0,2
"2241","2009","2270","M9P","June 30, 2009","TORONTO",3,NA,NA,3,1,0,1.66666666666667
"2242","2009","2270","M9R","September 30, 2009","TORONTO",3,NA,NA,3,1,0,0.333333333333333
"2243","2009","2270","M9V","June 30, 2009","TORONTO",1,NA,NA,1,1,0,1
"2244","2009","2270","nan","March 31, 2009","TORONTO",10873,NA,NA,6085,1.78685291700904,0.0343467543138866,2.31637022397892
"2245","2009","2440","V8L","March 31, 2009","VICTORIA",32,NA,NA,18,1.77777777777778,0,3.05555555555556
"2246","2009","2440","V8N","September 30, 2009","VICTORIA",42,NA,NA,42,1,0,0.571428571428571
"2247","2009","2440","V8P","September 30, 2009","VICTORIA",7,NA,NA,7,1,0,0.285714285714286
"2248","2009","2440","V8R","March 31, 2009","VICTORIA",11,NA,NA,9,1.22222222222222,0,1.11111111111111
"2249","2009","2440","V8S","June 30, 2009","VICTORIA",56,NA,NA,49,1.14285714285714,0.0408163265306122,4.24489795918367
"2250","2009","2440","V8T","September 30, 2009","VICTORIA",19,NA,NA,17,1.11764705882353,0,1.35294117647059
"2251","2009","2440","V8V","September 30, 2009","VICTORIA",58,NA,NA,20,2.9,0,1.45
"2252","2009","2440","V8W","December 31, 2009","VICTORIA",28,NA,NA,3,9.33333333333333,0,1.66666666666667
"2253","2009","2440","V8X","September 30, 2009","VICTORIA",8,NA,NA,8,1,0,0.75
"2254","2009","2440","V8Y","March 31, 2009","VICTORIA",12,NA,NA,12,1,0,0.75
"2255","2009","2440","V8Z","March 31, 2009","VICTORIA",30,NA,NA,30,1,0,0.333333333333333
"2256","2009","2440","V9A","September 30, 2009","VICTORIA",48,NA,NA,9,5.33333333333333,0.444444444444444,0.222222222222222
"2257","2009","2440","V9B","June 30, 2009","VICTORIA",107,NA,NA,101,1.05940594059406,0,1.3960396039604
"2258","2009","2440","V9C","September 30, 2009","VICTORIA",219,NA,NA,172,1.27325581395349,0,0.552325581395349
"2259","2009","2440","V9E","June 30, 2009","VICTORIA",17,NA,NA,17,1,0,3.41176470588235
"2260","2009","2440","V9Z","June 30, 2009","VICTORIA",6,NA,NA,5,1.2,0,0.8
"2261","2009","2440","nan","September 30, 2009","VICTORIA",334,NA,NA,292,1.14383561643836,0,0.873287671232877
"2262","2009","1060","H1A","December 31, 2009","MONTRÉAL",36,NA,NA,14,2.57142857142857,0,0
"2263","2009","1060","H1B","December 31, 2009","MONTRÉAL",36,NA,NA,7,5.14285714285714,0,0
"2264","2009","1060","H1C","December 31, 2009","MONTRÉAL",92,NA,NA,19,4.84210526315789,0.210526315789474,0.153846153846154
"2265","2009","1060","H1E","December 31, 2009","MONTRÉAL",147,NA,NA,92,1.59782608695652,0.0217391304347826,0.0303030303030303
"2266","2009","1060","H1G","December 31, 2009","MONTRÉAL",33,NA,NA,2,16.5,0,NA
"2267","2009","1060","H1H","December 31, 2009","MONTRÉAL",28,NA,NA,4,7,0,0
"2268","2009","1060","H1K","December 31, 2009","MONTRÉAL",156,NA,NA,16,9.75,0,0
"2269","2009","1060","H1L","December 31, 2009","MONTRÉAL",65,NA,NA,20,3.25,0.2,0
"2270","2009","1060","H1N","September 30, 2009","MONTRÉAL",190,NA,NA,10,19,0,0
"2271","2009","1060","H1P","September 30, 2009","MONTRÉAL",3,NA,NA,3,1,0,0
"2272","2009","1060","H1R","December 31, 2009","MONTRÉAL",9,NA,NA,3,3,0.666666666666667,0
"2273","2009","1060","H1S","December 31, 2009","MONTRÉAL",117,NA,NA,5,23.4,0,0
"2274","2009","1060","H1T","December 31, 2009","MONTRÉAL",26,NA,NA,6,4.33333333333333,0,0
"2275","2009","1060","H1V","December 31, 2009","MONTRÉAL",163,NA,NA,7,23.2857142857143,0,0
"2276","2009","1060","H1W","December 31, 2009","MONTRÉAL",65,NA,NA,9,7.22222222222222,1.66666666666667,0
"2277","2009","1060","H1X","December 31, 2009","MONTRÉAL",59,NA,NA,5,11.8,1.2,0
"2278","2009","1060","H1Y","December 31, 2009","MONTRÉAL",34,NA,NA,4,8.5,0.5,0
"2279","2009","1060","H1Z","March 31, 2009","MONTRÉAL",6,NA,NA,2,3,0,0
"2280","2009","1060","H2B","June 30, 2009","MONTRÉAL",7,NA,NA,3,2.33333333333333,0,0
"2281","2009","1060","H2C","December 31, 2009","MONTRÉAL",46,NA,NA,6,7.66666666666667,0,0
"2282","2009","1060","H2E","September 30, 2009","MONTRÉAL",114,NA,NA,5,22.8,0,0
"2283","2009","1060","H2G","December 31, 2009","MONTRÉAL",27,NA,NA,7,3.85714285714286,0,0
"2284","2009","1060","H2J","December 31, 2009","MONTRÉAL",209,NA,NA,19,11,0.315789473684211,0
"2285","2009","1060","H2K","December 31, 2009","MONTRÉAL",24,NA,NA,3,8,2,0
"2286","2009","1060","H2L","December 31, 2009","MONTRÉAL",139,NA,NA,2,69.5,0,NA
"2287","2009","1060","H2M","September 30, 2009","MONTRÉAL",22,NA,NA,3,7.33333333333333,0,0
"2288","2009","1060","H2N","September 30, 2009","MONTRÉAL",9,NA,NA,3,3,0,0
"2289","2009","1060","H2P","December 31, 2009","MONTRÉAL",36,NA,NA,6,6,0,0
"2290","2009","1060","H2R","December 31, 2009","MONTRÉAL",73,NA,NA,6,12.1666666666667,0.666666666666667,0
"2291","2009","1060","H2S","December 31, 2009","MONTRÉAL",312,NA,NA,26,12,0.346153846153846,0
"2292","2009","1060","H2T","September 30, 2009","MONTRÉAL",66,NA,NA,2,33,0,0
"2293","2009","1060","H2V","June 30, 2009","MONTRÉAL",4,NA,NA,1,4,0,NA
"2294","2009","1060","H2Y","December 31, 2009","MONTRÉAL",59,NA,NA,1,59,0,0
"2295","2009","1060","H3B","June 30, 2009","MONTRÉAL",32,NA,NA,3,10.6666666666667,0,0
"2296","2009","1060","H3H","September 30, 2009","MONTRÉAL",1,NA,NA,1,1,0,0
"2297","2009","1060","H3K","December 31, 2009","MONTRÉAL",68,NA,NA,8,8.5,0,0
"2298","2009","1060","H3L","December 31, 2009","MONTRÉAL",85,NA,NA,10,8.5,1.2,0
"2299","2009","1060","H3N","December 31, 2009","MONTRÉAL",40,NA,NA,6,6.66666666666667,0.5,0
"2300","2009","1060","H3P","December 31, 2009","MONTRÉAL",1,NA,NA,1,1,0,0
"2301","2009","1060","H3R","December 31, 2009","MONTRÉAL",150,NA,NA,6,25,0,0
"2302","2009","1060","H3S","March 31, 2009","MONTRÉAL",40,NA,NA,4,10,0,0
"2303","2009","1060","H3Z","March 31, 2009","MONTRÉAL",1,NA,NA,1,1,0,NA
"2304","2009","1060","H4A","December 31, 2009","MONTRÉAL",20,NA,NA,2,10,0,0
"2305","2009","1060","H4B","March 31, 2009","MONTRÉAL",30,NA,NA,1,30,0,0
"2306","2009","1060","H4C","December 31, 2009","MONTRÉAL",115,NA,NA,11,10.4545454545455,1.45454545454545,0.1
"2307","2009","1060","H4E","December 31, 2009","MONTRÉAL",90,NA,NA,7,12.8571428571429,0.428571428571429,0
"2308","2009","1060","H4G","December 31, 2009","MONTRÉAL",118,NA,NA,11,10.7272727272727,0,0
"2309","2009","1060","H4J","December 31, 2009","MONTRÉAL",110,NA,NA,5,22,1.2,0
"2310","2009","1060","H4K","December 31, 2009","MONTRÉAL",1,NA,NA,1,1,0,NA
"2311","2009","1060","H4L","September 30, 2009","MONTRÉAL",52,NA,NA,1,52,0,NA
"2312","2009","1060","H4N","December 31, 2009","MONTRÉAL",262,NA,NA,12,21.8333333333333,1.16666666666667,0
"2313","2009","1060","H4P","December 31, 2009","MONTRÉAL",117,NA,NA,1,117,0,NA
"2314","2009","1060","H4R","December 31, 2009","MONTRÉAL",3,NA,NA,3,1,0,NA
"2315","2009","1060","H4V","March 31, 2009","MONTRÉAL",1,NA,NA,1,1,0,0
"2316","2009","1060","H4W","December 31, 2009","MONTRÉAL",25,NA,NA,2,12.5,0,0
"2317","2009","1060","H7A","December 31, 2009","MONTRÉAL",148,NA,NA,68,2.17647058823529,0,0
"2318","2009","1060","H7B","December 31, 2009","MONTRÉAL",30,NA,NA,23,1.30434782608696,0,0
"2319","2009","1060","H7C","December 31, 2009","MONTRÉAL",3,NA,NA,1,3,2,0
"2320","2009","1060","H7E","December 31, 2009","MONTRÉAL",97,NA,NA,32,3.03125,0,0
"2321","2009","1060","H7G","June 30, 2009","MONTRÉAL",46,NA,NA,3,15.3333333333333,0,0
"2322","2009","1060","H7H","December 31, 2009","MONTRÉAL",31,NA,NA,25,1.24,0,0.666666666666667
"2323","2009","1060","H7K","December 31, 2009","MONTRÉAL",27,NA,NA,27,1,0,0
"2324","2009","1060","H7L","December 31, 2009","MONTRÉAL",155,NA,NA,141,1.09929078014184,0.0212765957446809,0
"2325","2009","1060","H7M","March 31, 2009","MONTRÉAL",248,NA,NA,3,82.6666666666667,0,0
"2326","2009","1060","H7N","December 31, 2009","MONTRÉAL",285,NA,NA,5,57,0,0
"2327","2009","1060","H7P","December 31, 2009","MONTRÉAL",50,NA,NA,14,3.57142857142857,0.214285714285714,0
"2328","2009","1060","H7R","December 31, 2009","MONTRÉAL",87,NA,NA,70,1.24285714285714,0,0
"2329","2009","1060","H7T","December 31, 2009","MONTRÉAL",304,NA,NA,88,3.45454545454545,0.0227272727272727,0.181818181818182
"2330","2009","1060","H7V","September 30, 2009","MONTRÉAL",186,NA,NA,4,46.5,0,0
"2331","2009","1060","H7W","September 30, 2009","MONTRÉAL",269,NA,NA,5,53.8,0,0
"2332","2009","1060","H7X","December 31, 2009","MONTRÉAL",126,NA,NA,61,2.0655737704918,0.0327868852459016,0
"2333","2009","1060","H8P","December 31, 2009","MONTRÉAL",5,NA,NA,2,2.5,0,0
"2334","2009","1060","H8R","September 30, 2009","MONTRÉAL",28,NA,NA,7,4,0,0
"2335","2009","1060","H8S","December 31, 2009","MONTRÉAL",84,NA,NA,9,9.33333333333333,0.666666666666667,0
"2336","2009","1060","H8Y","December 31, 2009","MONTRÉAL",11,NA,NA,2,5.5,0,0
"2337","2009","1060","H8Z","December 31, 2009","MONTRÉAL",4,NA,NA,4,1,0,0
"2338","2009","1060","H9A","December 31, 2009","MONTRÉAL",1,NA,NA,1,1,0,0
"2339","2009","1060","H9B","June 30, 2009","MONTRÉAL",12,NA,NA,1,12,0,0
"2340","2009","1060","H9C","December 31, 2009","MONTRÉAL",25,NA,NA,25,1,0,0
"2341","2009","1060","H9E","December 31, 2009","MONTRÉAL",12,NA,NA,9,1.33333333333333,0,0
"2342","2009","1060","H9G","March 31, 2009","MONTRÉAL",2,NA,NA,2,1,0,0
"2343","2009","1060","H9H","December 31, 2009","MONTRÉAL",33,NA,NA,27,1.22222222222222,0,0
"2344","2009","1060","H9J","December 31, 2009","MONTRÉAL",80,NA,NA,49,1.63265306122449,0,0
"2345","2009","1060","H9K","December 31, 2009","MONTRÉAL",40,NA,NA,40,1,0,0
"2346","2009","1060","H9P","March 31, 2009","MONTRÉAL",1,NA,NA,1,1,0,0
"2347","2009","1060","H9R","December 31, 2009","MONTRÉAL",29,NA,NA,7,4.14285714285714,0,0
"2348","2009","1060","H9S","December 31, 2009","MONTRÉAL",119,NA,NA,11,10.8181818181818,0,NA
"2349","2009","1060","H9W","December 31, 2009","MONTRÉAL",10,NA,NA,10,1,0,NA
"2350","2009","1060","H9X","December 31, 2009","MONTRÉAL",40,NA,NA,6,6.66666666666667,0,0
"2351","2009","1060","J0L","December 31, 2009","MONTRÉAL",198,NA,NA,129,1.53488372093023,0.0310077519379845,0
"2352","2009","1060","J0N","December 31, 2009","MONTRÉAL",384,NA,NA,259,1.48262548262548,0.0115830115830116,0
"2353","2009","1060","J0P","December 31, 2009","MONTRÉAL",19,NA,NA,19,1,0,0
"2354","2009","1060","J3E","December 31, 2009","MONTRÉAL",18,NA,NA,8,2.25,0,0
"2355","2009","1060","J3G","December 31, 2009","MONTRÉAL",264,NA,NA,115,2.29565217391304,0,0
"2356","2009","1060","J3H","December 31, 2009","MONTRÉAL",111,NA,NA,70,1.58571428571429,0,0
"2357","2009","1060","J3L","December 31, 2009","MONTRÉAL",439,NA,NA,220,1.99545454545455,0.1,0
"2358","2009","1060","J3N","December 31, 2009","MONTRÉAL",101,NA,NA,23,4.39130434782609,0.260869565217391,0
"2359","2009","1060","J3V","December 31, 2009","MONTRÉAL",9,NA,NA,4,2.25,0,0
"2360","2009","1060","J3X","December 31, 2009","MONTRÉAL",97,NA,NA,27,3.59259259259259,0,0
"2361","2009","1060","J3Y","December 31, 2009","MONTRÉAL",341,NA,NA,178,1.91573033707865,0,0.0606060606060606
"2362","2009","1060","J4B","December 31, 2009","MONTRÉAL",41,NA,NA,13,3.15384615384615,0.923076923076923,0
"2363","2009","1060","J4G","September 30, 2009","MONTRÉAL",3,NA,NA,1,3,2,0
"2364","2009","1060","J4H","December 31, 2009","MONTRÉAL",4,NA,NA,1,4,0,0
"2365","2009","1060","J4J","December 31, 2009","MONTRÉAL",25,NA,NA,11,2.27272727272727,0.545454545454545,0
"2366","2009","1060","J4K","December 31, 2009","MONTRÉAL",295,NA,NA,8,36.875,4.125,0
"2367","2009","1060","J4L","December 31, 2009","MONTRÉAL",3,NA,NA,1,3,0,0
"2368","2009","1060","J4M","December 31, 2009","MONTRÉAL",154,NA,NA,80,1.925,0,0
"2369","2009","1060","J4N","September 30, 2009","MONTRÉAL",41,NA,NA,15,2.73333333333333,0,0
"2370","2009","1060","J4R","December 31, 2009","MONTRÉAL",34,NA,NA,1,34,0,NA
"2371","2009","1060","J4T","December 31, 2009","MONTRÉAL",162,NA,NA,15,10.8,0,0
"2372","2009","1060","J4V","September 30, 2009","MONTRÉAL",21,NA,NA,7,3,0.285714285714286,0
"2373","2009","1060","J4W","December 31, 2009","MONTRÉAL",5,NA,NA,5,1,0,0
"2374","2009","1060","J4X","December 31, 2009","MONTRÉAL",16,NA,NA,7,2.28571428571429,0.285714285714286,0
"2375","2009","1060","J4Z","December 31, 2009","MONTRÉAL",29,NA,NA,14,2.07142857142857,0,0
"2376","2009","1060","J5A","December 31, 2009","MONTRÉAL",3,NA,NA,3,1,0,0
"2377","2009","1060","J5C","December 31, 2009","MONTRÉAL",142,NA,NA,29,4.89655172413793,0.482758620689655,0
"2378","2009","1060","J5L","December 31, 2009","MONTRÉAL",205,NA,NA,138,1.48550724637681,0.0434782608695652,0.05
"2379","2009","1060","J5R","December 31, 2009","MONTRÉAL",280,NA,NA,142,1.97183098591549,0.0633802816901408,0
"2380","2009","1060","J5T","December 31, 2009","MONTRÉAL",71,NA,NA,58,1.22413793103448,0,0
"2381","2009","1060","J5W","December 31, 2009","MONTRÉAL",233,NA,NA,192,1.21354166666667,0.0104166666666667,0
"2382","2009","1060","J5Y","December 31, 2009","MONTRÉAL",286,NA,NA,228,1.25438596491228,0,0
"2383","2009","1060","J5Z","December 31, 2009","MONTRÉAL",196,NA,NA,65,3.01538461538462,0.138461538461538,0
"2384","2009","1060","J6A","September 30, 2009","MONTRÉAL",2,NA,NA,2,1,0,0
"2385","2009","1060","J6J","December 31, 2009","MONTRÉAL",78,NA,NA,63,1.23809523809524,0,0
"2386","2009","1060","J6K","December 31, 2009","MONTRÉAL",115,NA,NA,82,1.40243902439024,0.0731707317073171,0
"2387","2009","1060","J6N","December 31, 2009","MONTRÉAL",19,NA,NA,19,1,0,0
"2388","2009","1060","J6R","December 31, 2009","MONTRÉAL",254,NA,NA,165,1.53939393939394,0,0
"2389","2009","1060","J6X","December 31, 2009","MONTRÉAL",251,NA,NA,250,1.004,0,0
"2390","2009","1060","J6Y","December 31, 2009","MONTRÉAL",17,NA,NA,7,2.42857142857143,0,0
"2391","2009","1060","J6Z","December 31, 2009","MONTRÉAL",7,NA,NA,7,1,0,0
"2392","2009","1060","J7A","December 31, 2009","MONTRÉAL",46,NA,NA,15,3.06666666666667,0,0
"2393","2009","1060","J7C","December 31, 2009","MONTRÉAL",292,NA,NA,168,1.73809523809524,0.0892857142857143,0
"2394","2009","1060","J7E","December 31, 2009","MONTRÉAL",45,NA,NA,4,11.25,0,0
"2395","2009","1060","J7G","December 31, 2009","MONTRÉAL",8,NA,NA,8,1,0,0
"2396","2009","1060","J7H","December 31, 2009","MONTRÉAL",46,NA,NA,9,5.11111111111111,0,NA
"2397","2009","1060","J7J","December 31, 2009","MONTRÉAL",167,NA,NA,100,1.67,0.06,0
"2398","2009","1060","J7K","December 31, 2009","MONTRÉAL",30,NA,NA,26,1.15384615384615,0,0
"2399","2009","1060","J7L","December 31, 2009","MONTRÉAL",44,NA,NA,35,1.25714285714286,0,0
"2400","2009","1060","J7M","December 31, 2009","MONTRÉAL",132,NA,NA,76,1.73684210526316,0,0
"2401","2009","1060","J7P","December 31, 2009","MONTRÉAL",17,NA,NA,6,2.83333333333333,0,0
"2402","2009","1060","J7R","December 31, 2009","MONTRÉAL",186,NA,NA,96,1.9375,0.03125,0
"2403","2009","1060","J7T","December 31, 2009","MONTRÉAL",29,NA,NA,14,2.07142857142857,0,0
"2404","2009","1060","J7V","December 31, 2009","MONTRÉAL",391,NA,NA,225,1.73777777777778,0.00888888888888889,0
"2405","2009","1060","J7Y","December 31, 2009","MONTRÉAL",180,NA,NA,81,2.22222222222222,0.0740740740740741,0
"2406","2009","1060","J7Z","December 31, 2009","MONTRÉAL",214,NA,NA,123,1.73983739837398,0.032520325203252,0
"2407","2009","1060","nan","December 31, 2009","MONTRÉAL",6049,NA,NA,2519,2.4013497419611,0.0238189757840413,0.0497685185185185
"2408","2009","1700","S7H","June 30, 2009","SASKATOON",7,NA,NA,6,1.16666666666667,0,6
"2409","2009","1700","S7J","September 30, 2009","SASKATOON",24,NA,NA,22,1.09090909090909,0,0.363636363636364
"2410","2009","1700","S7K","September 30, 2009","SASKATOON",10,NA,NA,7,1.42857142857143,0,0.857142857142857
"2411","2009","1700","S7L","September 30, 2009","SASKATOON",195,NA,NA,153,1.27450980392157,0,1.12162162162162
"2412","2009","1700","S7M","March 31, 2009","SASKATOON",44,NA,NA,19,2.31578947368421,0,1.10526315789474
"2413","2009","1700","S7N","September 30, 2009","SASKATOON",16,NA,NA,12,1.33333333333333,0,1.66666666666667
"2414","2009","1700","S7T","June 30, 2009","SASKATOON",370,NA,NA,235,1.57446808510638,0,0.918803418803419
"2415","2009","1700","S7V","June 30, 2009","SASKATOON",33,NA,NA,33,1,0,1.24242424242424
"2416","2009","1700","nan","June 30, 2009","SASKATOON",729,NA,NA,679,1.07363770250368,0,1.05704697986577
"2417","2009","2410","V0N","June 30, 2009","VANCOUVER",16,NA,NA,15,1.06666666666667,0.133333333333333,1.4
"2418","2009","2410","V1M","June 30, 2009","VANCOUVER",33,NA,NA,11,3,0.727272727272727,0.818181818181818
"2419","2009","2410","V2W","September 30, 2009","VANCOUVER",7,NA,NA,7,1,0,1
"2420","2009","2410","V2X","March 31, 2009","VANCOUVER",113,NA,NA,41,2.75609756097561,0,4.58536585365854
"2421","2009","2410","V2Y","September 30, 2009","VANCOUVER",72,NA,NA,31,2.32258064516129,0.193548387096774,0.0967741935483871
"2422","2009","2410","V2Z","March 31, 2009","VANCOUVER",152,NA,NA,26,5.84615384615385,0.230769230769231,1.23076923076923
"2423","2009","2410","V3A","March 31, 2009","VANCOUVER",206,NA,NA,13,15.8461538461538,0.769230769230769,1.15384615384615
"2424","2009","2410","V3B","September 30, 2009","VANCOUVER",121,NA,NA,33,3.66666666666667,0.606060606060606,0.878787878787879
"2425","2009","2410","V3C","June 30, 2009","VANCOUVER",2,NA,NA,1,2,2,0
"2426","2009","2410","V3E","March 31, 2009","VANCOUVER",341,NA,NA,197,1.73096446700508,0.213197969543147,1.09137055837563
"2427","2009","2410","V3H","September 30, 2009","VANCOUVER",5,NA,NA,5,1,0,1.6
"2428","2009","2410","V3J","September 30, 2009","VANCOUVER",55,NA,NA,21,2.61904761904762,0.666666666666667,0.80952380952381
"2429","2009","2410","V3K","March 31, 2009","VANCOUVER",32,NA,NA,21,1.52380952380952,0.857142857142857,0.904761904761905
"2430","2009","2410","V3L","June 30, 2009","VANCOUVER",160,NA,NA,3,53.3333333333333,0,0.333333333333333
"2431","2009","2410","V3M","March 31, 2009","VANCOUVER",49,NA,NA,49,1,0,0.857142857142857
