"ref_yy","metcode","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","reference_period_qq","ref_qq","population","starts_per_10kpop"
"2002","2440",4,1,"March 31, 2002","VICTORIA",8,NA,NA,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",330513.83,0.242047360015162
"2002","0340",1,3,"March 31, 2002","EDMONTON",22,NA,NA,22,1,0,1.55555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",998763.731,0.220272315835626
"2002","1400",5,3,"December 31, 2002","QUÉBEC",500,NA,NA,29,17.2413793103448,0,0.689655172413793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",713290.72,7.00976454593437
"2002","2440",1,2,"June 30, 2002","VICTORIA",4,NA,NA,4,1,0,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",330513.83,0.121023680007581
"2002","2410",5,4,"March 31, 2002","VANCOUVER",51,NA,NA,1,51,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",2113272.26,0.241331895399034
"2002","1060",4,2,"September 30, 2002","MONTRÉAL",7,NA,NA,2,3.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",3697581.32,0.0189312942548076
"2002","1490",5,3,"December 31, 2002","REGINA",101,NA,NA,3,33.6666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",198866.753,5.07877754709456
"2002","2270",5,2,"June 30, 2002","TORONTO",1204,NA,NA,23,52.3478260869565,2.21739130434783,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",5073780.26,2.3729841228875
"2002","1490",2,1,"December 31, 2002","REGINA",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",198866.753,0.100569852417714
"2002","1700",5,3,"September 30, 2002","SASKATOON",190,NA,NA,6,31.6666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",235521.956,8.06718843656343
"2002","1490",4,3,"September 30, 2002","REGINA",27,NA,NA,6,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",198866.753,1.35769300763914
"2002","1700",2,3,"March 31, 2002","SASKATOON",54,NA,NA,27,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",235521.956,2.29277987144434
"2002","0340",1,1,"March 31, 2002","EDMONTON",6838,NA,NA,6838,1,0,0.319537876572097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",998763.731,68.4646407129095
"2002","1060",4,3,"June 30, 2002","MONTRÉAL",676,NA,NA,116,5.82758620689655,0.0603448275862069,0.018018018018018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",3697581.32,1.82822213089285
"2002","2440",2,1,"December 31, 2002","VICTORIA",50,NA,NA,28,1.78571428571429,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",330513.83,1.51279600009476
"2002","0140",2,2,"December 31, 2002","CALGARY",2,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",1026949.07,0.0194751624829847
"2002","1700",4,3,"March 31, 2002","SASKATOON",378,NA,NA,89,4.24719101123596,0,0.876404494382023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",235521.956,16.0494591001104
"2002","1400",5,1,"September 30, 2002","QUÉBEC",118,NA,NA,59,2,0,0.88135593220339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",713290.72,1.65430443284051
"2002","1700",5,2,"December 31, 2002","SASKATOON",126,NA,NA,2,63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",235521.956,5.3498197000368
"2002","1265",5,3,"December 31, 2002","OTTAWA",747,NA,NA,8,93.375,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-4","4",852179,8.76576400028632
"2003","0610",4,0,"March 31, 2003","HAMILTON",15,NA,NA,3,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,0.21145165255655
"2003","1265",4,2,"June 30, 2003","OTTAWA",61,NA,NA,13,4.69230769230769,0,1.38461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,0.708084584766431
"2003","1265",5,3,"June 30, 2003","OTTAWA",511,NA,NA,7,73,0,0.285714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,5.93165939042043
"2003","2270",5,0,"September 30, 2003","TORONTO",196,NA,NA,1,196,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,0.380127264668786
"2003","2410",5,3,"September 30, 2003","VANCOUVER",6044,NA,NA,89,67.9101123595506,9.23595505617978,2.32584269662921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,28.3733670714137
"2003","2680",2,3,"December 31, 2003","WINNIPEG",46,NA,NA,23,2,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709960.273,0.647923577549247
"2003","2680",5,2,"September 30, 2003","WINNIPEG",407,NA,NA,9,45.2222222222222,0,5.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709960.273,5.73271513179442
"2003","1700",1,1,"June 30, 2003","SASKATOON",675,NA,NA,675,1,0,0.0459259259259259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,28.3702952467626
"2003","0340",1,3,"September 30, 2003","EDMONTON",38,NA,NA,38,1,0,1.87096774193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1014137.09,0.374702792893612
"2003","1700",5,1,"December 31, 2003","SASKATOON",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,0.0420300670322408
"2003","0140",1,3,"December 31, 2003","CALGARY",4,NA,NA,4,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,0.0381115483860788
"2003","0340",2,3,"June 30, 2003","EDMONTON",542,NA,NA,271,2,0,6.09047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1014137.09,5.34444509864046
"2003","2440",2,3,"June 30, 2003","VICTORIA",7,NA,NA,4,1.75,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,0.21027008856444
"2003","1060",1,1,"March 31, 2003","MONTRÉAL",10360,NA,NA,10360,1,0,0.0187547843837714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",3726893.89,27.7979473142446
"2003","1060",4,1,"September 30, 2003","MONTRÉAL",58,NA,NA,16,3.625,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",3726893.89,0.155625573767006
"2003","2440",4,0,"September 30, 2003","VICTORIA",6,NA,NA,1,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,0.180231504483805
"2003","0340",2,1,"March 31, 2003","EDMONTON",490,NA,NA,245,2,0,0.657142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1014137.09,4.83169390836499
"2003","0580",1,2,"June 30, 2003","HALIFAX",15,NA,NA,15,1,0,0.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,0.394214483017508
"2003","2410",4,1,"December 31, 2003","VANCOUVER",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,0.0140834052306819
"2003","1400",5,4,"September 30, 2003","QUÉBEC",12,NA,NA,1,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",718954.01,0.16690914624706
"2003","2270",5,2,"June 30, 2003","TORONTO",1825,NA,NA,21,86.9047619047619,0.904761904761905,2.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,3.53945029602314
"2003","2270",5,1,"December 31, 2003","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,0.00387884963947741
"2003","2410",1,3,"March 31, 2003","VANCOUVER",280,NA,NA,280,1,0,1.02142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,1.31445115486364
"2003","1700",2,3,"December 31, 2003","SASKATOON",12,NA,NA,6,2,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,0.50436080438689
"2003","2270",4,0,"March 31, 2003","TORONTO",36,NA,NA,5,7.2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,0.0698192935105934
"2003","1400",5,2,"September 30, 2003","QUÉBEC",1350,NA,NA,102,13.2352941176471,0,0.892156862745098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",718954.01,18.7772789527942
"2003","2410",4,2,"March 31, 2003","VANCOUVER",48,NA,NA,8,6,0.875,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,0.22533448369091
"2003","2410",5,2,"December 31, 2003","VANCOUVER",864,NA,NA,14,61.7142857142857,4.57142857142857,1.21428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,4.05602070643638
"2003","0580",4,3,"June 30, 2003","HALIFAX",50,NA,NA,12,4.16666666666667,0,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,1.31404827672503
"2003","1400",2,1,"September 30, 2003","QUÉBEC",228,NA,NA,114,2,0,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",718954.01,3.17127377869413
"2003","2270",2,1,"December 31, 2003","TORONTO",4782,NA,NA,2393,1.99832845800251,0,1.49643904482614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,9.27432948799049
"2003","0580",2,1,"September 30, 2003","HALIFAX",225,NA,NA,113,1.99115044247788,0,0.15929203539823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,5.91321724526262
"2003","1265",5,2,"December 31, 2003","OTTAWA",197,NA,NA,6,32.8333333333333,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,2.28676497047519
"2003","0140",1,1,"March 31, 2003","CALGARY",8522,NA,NA,8522,1,0,0.279394508331378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,81.1966538365409
"2003","2440",1,2,"September 30, 2003",NA,38,NA,NA,38,1,0,18.5526315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,1.1414661950641
"2003","1265",5,0,"December 31, 2003","OTTAWA",20,NA,NA,2,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,0.232158880251289
"2003","2270",4,2,"June 30, 2003","TORONTO",156,NA,NA,15,10.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,0.302550271879238
"2003","1060",5,1,"December 31, 2003","MONTRÉAL",303,NA,NA,149,2.03355704697987,0.0134228187919463,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",3726893.89,0.813009462955223
"2003","0580",5,3,"September 30, 2003","HALIFAX",480,NA,NA,7,68.5714285714286,0,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,12.6148634565603
"2003","0610",5,2,"December 31, 2003","HAMILTON",13,NA,NA,4,3.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,0.183258098882343
"2003","0340",4,2,"September 30, 2003","EDMONTON",118,NA,NA,15,7.86666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1014137.09,1.16355077793279
"2003","2680",4,3,"June 30, 2003","WINNIPEG",32,NA,NA,8,4,0,2.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709960.273,0.45072944525165
"2003","1400",4,3,"June 30, 2003","QUÉBEC",65,NA,NA,13,5,0,0.153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",718954.01,0.90409120883824
"2003","0580",4,2,"September 30, 2003","HALIFAX",6,NA,NA,1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,0.157685793207003
"2003","1060",4,3,"June 30, 2003","MONTRÉAL",483,NA,NA,83,5.81927710843374,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",3726893.89,1.29598538154248
"2003","0140",5,2,"June 30, 2003","CALGARY",239,NA,NA,3,79.6666666666667,0,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,2.27716501606821
"2003","1400",5,1,"December 31, 2003","QUÉBEC",215,NA,NA,106,2.02830188679245,0,0.462264150943396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",718954.01,2.99045553692649
"2003","0580",4,0,"September 30, 2003","HALIFAX",9,NA,NA,2,4.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,0.236528689810505
"2003","1060",2,3,"September 30, 2003","MONTRÉAL",8,NA,NA,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",3726893.89,0.021465596381656
"2003","1265",4,3,"March 31, 2003","OTTAWA",42,NA,NA,4,10.5,0,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,0.487533648527706
"2003","1490",5,3,"December 31, 2003","REGINA",195,NA,NA,8,24.375,0,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",200026.833,9.74869206672887
"2003","1265",4,1,"June 30, 2003","OTTAWA",2138,NA,NA,429,4.98368298368298,0,0.638694638694639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,24.8177842988628
"2003","0610",2,3,"December 31, 2003","HAMILTON",8,NA,NA,4,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,0.112774214696826
"2003","1400",1,1,"March 31, 2003","QUÉBEC",2674,NA,NA,2674,1,0,0.132830188679245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",718954.01,37.1929214220531
"2003","2270",4,1,"June 30, 2003","TORONTO",4420,NA,NA,681,6.49045521292217,0.312775330396476,1.14903846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,8.57225770324508
"2003","2680",2,1,"June 30, 2003","WINNIPEG",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709960.273,0.0281705903282281
"2003","0610",4,3,"December 31, 2003","HAMILTON",658,NA,NA,122,5.39344262295082,0,0.322222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,9.27567915881397
"2003","2410",1,1,"March 31, 2003","VANCOUVER",5070,NA,NA,5070,1,0,0.315581854043393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,23.8009548398523
"2003","1265",1,1,"March 31, 2003","OTTAWA",3054,NA,NA,3054,1,0,0.490831696136215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,35.4506610143718
"2003","2440",2,2,"September 30, 2003","VICTORIA",16,NA,NA,12,1.33333333333333,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,0.480617345290148
"2003","0610",4,1,"June 30, 2003","HAMILTON",567,NA,NA,99,5.72727272727273,0,0.304347826086957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,7.99287246663757
"2003","1700",1,3,"June 30, 2003","SASKATOON",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,0.0420300670322408
"2003","0580",5,1,"September 30, 2003","HALIFAX",2,NA,NA,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,0.0525619310690011
"2003","1060",5,2,"March 31, 2003","MONTRÉAL",4347,NA,NA,213,20.4084507042254,0.187793427230047,0.0126582278481013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",3726893.89,11.6638684338824
"2003","1060",5,4,"June 30, 2003","MONTRÉAL",379,NA,NA,17,22.2941176470588,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",3726893.89,1.01693262858096
"2003","1265",2,1,"March 31, 2003","OTTAWA",357,NA,NA,179,1.99441340782123,0,0.212290502793296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,4.1440360124855
"2003","0610",1,1,"June 30, 2003","HAMILTON",1742,NA,NA,1742,1,0,1.34318455971049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,24.556585250234
"2003","2270",5,3,"June 30, 2003","TORONTO",13291,NA,NA,102,130.303921568627,4.2156862745098,2.15873015873016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,25.7768952791471
"2003","0340",1,1,"March 31, 2003","EDMONTON",6353,NA,NA,6353,1,0,0.318167506297229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1014137.09,62.6443906119241
"2003","2270",2,3,"December 31, 2003","TORONTO",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,0.00775769927895482
"2003","2440",1,3,"March 31, 2003","VICTORIA",4,NA,NA,4,1,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,0.120154336322537
"2003","0580",2,2,"September 30, 2003","HALIFAX",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,0.0525619310690011
"2003","0140",5,3,"June 30, 2003","CALGARY",2785,NA,NA,60,46.4166666666667,0,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,26.5351655638074
"2003","1490",1,3,"June 30, 2003","REGINA",15,NA,NA,15,1,0,0.0666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",200026.833,0.749899389748374
"2003","1700",4,3,"December 31, 2003","SASKATOON",401,NA,NA,77,5.20779220779221,0,1.76623376623377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,16.8540568799286
"2003","0580",1,1,"June 30, 2003","HALIFAX",1468,NA,NA,1468,1,0,0.278350515463918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,38.5804574046468
"2003","0140",4,3,"June 30, 2003","CALGARY",1248,NA,NA,237,5.26582278481013,0,3.07594936708861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,11.8908030964566
"2003","0610",5,3,"December 31, 2003","HAMILTON",164,NA,NA,3,54.6666666666667,4.66666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,2.31187140128494
"2003","2440",5,2,"December 31, 2003","VICTORIA",142,NA,NA,3,47.3333333333333,2.66666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,4.26547893945006
"2003","0140",2,2,"September 30, 2003","CALGARY",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,0.0381115483860788
"2003","1490",1,1,"September 30, 2003","REGINA",506,NA,NA,506,1,0,0.0395256916996047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",200026.833,25.2966060808452
"2003","0340",4,1,"September 30, 2003","EDMONTON",78,NA,NA,20,3.9,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1014137.09,0.769126785413203
"2003","2410",2,3,"March 31, 2003","VANCOUVER",294,NA,NA,147,2,0,1.40816326530612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,1.38017371260682
"2003","2440",4,3,"June 30, 2003","VICTORIA",200,NA,NA,40,5,0,1.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,6.00771681612685
"2003","2680",5,3,"December 31, 2003","WINNIPEG",298,NA,NA,11,27.0909090909091,0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709960.273,4.19741795890599
"2003","0340",4,3,"September 30, 2003","EDMONTON",481,NA,NA,102,4.7156862745098,0,3.95348837209302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1014137.09,4.74294851004808
"2003","2440",2,1,"June 30, 2003","VICTORIA",68,NA,NA,38,1.78947368421053,0,0.421052631578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,2.04262371748313
"2003","2410",5,1,"March 31, 2003","VANCOUVER",250,NA,NA,125,2,2,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,1.17361710255682
"2003","0610",2,1,"September 30, 2003","HAMILTON",92,NA,NA,46,2,0,1.76086956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,1.2969034690135
"2003","0610",1,3,"March 31, 2003","HAMILTON",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709382.018,0.0140967768371033
"2003","1400",5,3,"June 30, 2003","QUÉBEC",1005,NA,NA,66,15.2272727272727,0,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",718954.01,13.9786409981912
"2003","1700",2,1,"December 31, 2003","SASKATOON",34,NA,NA,17,2,0,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,1.42902227909619
"2003","1490",2,2,"September 30, 2003","REGINA",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",200026.833,0.199973170599567
"2003","2270",4,3,"December 31, 2003","TORONTO",1137,NA,NA,164,6.93292682926829,0.0487804878048781,1.07236842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,2.20512602004291
"2003","2680",1,3,"March 31, 2003","WINNIPEG",28,NA,NA,28,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709960.273,0.394388264595194
"2003","2270",1,1,"September 30, 2003","TORONTO",19585,NA,NA,19585,1,0,1.22978745303896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",5156167.9,37.9836350945825
"2003","2440",1,1,"March 31, 2003","VICTORIA",927,NA,NA,927,1,0,0.282632146709817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,27.8457674427479
"2003","0580",4,1,"June 30, 2003","HALIFAX",119,NA,NA,27,4.40740740740741,0,0.407407407407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,3.12743489860556
"2003","0140",2,1,"September 30, 2003","CALGARY",538,NA,NA,269,2,0,0.758364312267658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,5.1260032579276
"2003","0580",5,2,"September 30, 2003","HALIFAX",690,NA,NA,17,40.5882352941176,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",380503.524,18.1338662188054
"2003","1700",4,2,"December 31, 2003","SASKATOON",15,NA,NA,3,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,0.630451005483612
"2003","1700",2,2,"March 31, 2003","SASKATOON",6,NA,NA,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,0.252180402193445
"2003","1700",5,3,"September 30, 2003","SASKATOON",180,NA,NA,5,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,7.56541206580335
"2003","2440",5,3,"December 31, 2003","VICTORIA",600,NA,NA,19,31.5789473684211,1.26315789473684,2.89473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",332905.172,18.0231504483805
"2003","2680",4,2,"December 31, 2003","WINNIPEG",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",709960.273,0.0563411806564563
"2003","0140",2,3,"March 31, 2003","CALGARY",256,NA,NA,128,2,0,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,2.43913909670905
"2003","1700",5,2,"June 30, 2003","SASKATOON",130,NA,NA,1,130,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",237924.912,5.46390871419131
"2003","1265",1,2,"December 31, 2003","OTTAWA",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",861479,0.0116079440125644
"2003","2410",1,2,"June 30, 2003","VANCOUVER",32,NA,NA,32,1,0,0.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,0.150222989127273
"2003","2410",2,1,"September 30, 2003","VANCOUVER",436,NA,NA,218,2,0,0.243119266055046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",2130166.64,2.0467882268591
"2003","0140",4,1,"September 30, 2003","CALGARY",45,NA,NA,13,3.46153846153846,0,1.23076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",1049550.64,0.428754919343387
"2003","1060",2,1,"March 31, 2003","MONTRÉAL",981,NA,NA,491,1.9979633401222,0,0.0303030303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-4","4",3726893.89,2.63221875630057
