"ref_yy","metcode","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","reference_period_qq","ref_qq","population","starts_per_10kpop"
"1998","0580",2,2,"June 30, 1998",NA,2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",362651.652,0.0551493420468411
"1998","1060",2,3,"June 30, 1998","MONTRÉAL",12,NA,NA,6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,0.0337220533435842
"1998","0610",2,1,"September 30, 1998","HAMILTON",176,NA,NA,88,2,0,1.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",665324.812,2.64532446146019
"1998","1060",4,1,"December 31, 1998","MONTRÉAL",193,NA,NA,52,3.71153846153846,0.192307692307692,1.46875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,0.542363024609312
"1998","1490",1,1,"September 30, 1998","REGINA",451,NA,NA,451,1,0,0.618320610687023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",199958.691,22.5546585519506
"1998","0340",2,0,"March 31, 1998","EDMONTON",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",930636.07,0.0214906778758317
"1998","1700",1,3,"December 31, 1998","SASKATOON",9,NA,NA,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",232227.483,0.387551029005469
"1998","2270",2,1,"June 30, 1998","TORONTO",3084,NA,NA,1542,2,0,0.76038961038961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",4642956.2,6.6423198220134
"1998","0140",4,1,"December 31, 1998","CALGARY",13,NA,NA,4,3.25,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,0.140470215987188
"1998","0140",5,2,"June 30, 1998","CALGARY",58,NA,NA,5,11.6,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,0.626713271327453
"1998","1265",5,1,"June 30, 1998",NA,25,NA,NA,5,5,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",788559.594,0.317033743425611
"1998","1060",2,2,"September 30, 1998","MONTRÉAL",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,0.00562034222393069
"1998","1400",5,2,"March 31, 1998",NA,290,NA,NA,53,5.47169811320755,0,0.207547169811321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",697579.086,4.15723472535414
"1998","2680",5,3,"June 30, 1998","WINNIPEG",95,NA,NA,3,31.6666666666667,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",687770.691,1.38127432941163
"1998","0140",1,3,"June 30, 1998","CALGARY",40,NA,NA,40,1,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,0.432216049191347
"1998","2440",5,3,"March 31, 1998","VICTORIA",193,NA,NA,9,21.4444444444444,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",320423.967,6.0232697886797
"1998","1060",5,1,"March 31, 1998","MONTRÉAL",14,NA,NA,6,2.33333333333333,0.666666666666667,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,0.0393423955675149
"1998","2440",1,1,"March 31, 1998","VICTORIA",513,NA,NA,513,1,0,0.294346978557505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",320423.967,16.0100383502212
"1998","2270",4,1,"March 31, 1998","TORONTO",3164,NA,NA,513,6.16764132553606,0.0896686159844055,0.720081135902637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",4642956.2,6.81462383814864
"1998","1700",2,2,"March 31, 1998","SASKATOON",26,NA,NA,13,2,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",232227.483,1.11959186157135
"1998","0610",5,3,"June 30, 1998","HAMILTON",436,NA,NA,25,17.44,0,0.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",665324.812,6.55319014316274
"1998","1400",4,1,"June 30, 1998","QUÉBEC",49,NA,NA,13,3.76923076923077,0,0.153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",697579.086,0.702429315663285
"1998","0610",2,3,"December 31, 1998","HAMILTON",12,NA,NA,6,2,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",665324.812,0.180363031463195
"1998","0580",4,1,"June 30, 1998",NA,49,NA,NA,12,4.08333333333333,0.166666666666667,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",362651.652,1.35115888014761
"1998","0140",2,3,"March 31, 1998","CALGARY",292,NA,NA,146,2,0,1.24657534246575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,3.15517715909683
"1998","0580",1,1,"December 31, 1998",NA,1125,NA,NA,1125,1,0,0.605263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",362651.652,31.0215049013481
"1998","2270",2,3,"March 31, 1998","TORONTO",148,NA,NA,74,2,0,0.0135135135135135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",4642956.2,0.318762429850189
"1998","0580",5,3,"June 30, 1998",NA,80,NA,NA,2,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",362651.652,2.20597368187365
"1998","1400",2,1,"June 30, 1998",NA,166,NA,NA,83,2,0,0.204819277108434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",697579.086,2.37965849796133
"1998","1490",1,3,"September 30, 1998","REGINA",17,NA,NA,17,1,0,0.545454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",199958.691,0.850175599519203
"1998","2270",1,3,"March 31, 1998","TORONTO",24,NA,NA,24,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",4642956.2,0.0516912048405712
"1998","1265",2,2,"December 31, 1998","OTTAWA",6,NA,NA,3,2,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",788559.594,0.0760880984221466
"1998","0140",4,3,"March 31, 1998","CALGARY",773,NA,NA,168,4.60119047619048,0,1.89285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,8.35257515062278
"1998","1400",5,3,"March 31, 1998",NA,232,NA,NA,13,17.8461538461538,0,0.153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",697579.086,3.32578778028331
"1998","1060",1,1,"March 31, 1998","MONTRÉAL",5657,NA,NA,5657,1,0,0.529689807976366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,15.897137980388
"1998","0140",2,1,"March 31, 1998","CALGARY",234,NA,NA,117,2,0,0.444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,2.52846388776938
"1998","2410",4,3,"March 31, 1998","VANCOUVER",1112,NA,NA,248,4.48387096774194,0.104838709677419,1.5241935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",2009927.38,5.53253819548446
"1998","2680",4,2,"June 30, 1998","WINNIPEG",40,NA,NA,1,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",687770.691,0.581589191331214
"1998","2270",5,1,"June 30, 1998","TORONTO",8,NA,NA,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",4642956.2,0.0172304016135237
"1998","2410",2,1,"December 31, 1998","VANCOUVER",292,NA,NA,146,2,0,0.808219178082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",2009927.38,1.45278880672793
"1998","2440",4,2,"June 30, 1998","VICTORIA",22,NA,NA,2,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",320423.967,0.686590338605976
"1998","2410",5,3,"September 30, 1998","VANCOUVER",6146,NA,NA,101,60.8514851485149,7.62376237623762,1.40594059405941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",2009927.38,30.5782191991434
"1998","0340",4,3,"September 30, 1998","EDMONTON",164,NA,NA,42,3.9047619047619,0,4.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",930636.07,1.7622355858182
"1998","0610",4,2,"March 31, 1998",NA,22,NA,NA,3,7.33333333333333,0,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",665324.812,0.330665557682523
"1998","0610",4,1,"March 31, 1998","HAMILTON",666,NA,NA,120,5.55,0.333333333333333,3.94285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",665324.812,10.0101482462073
"1998","2270",5,2,"June 30, 1998","TORONTO",150,NA,NA,4,37.5,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",4642956.2,0.32307003025357
"1998","1490",4,3,"September 30, 1998","REGINA",24,NA,NA,3,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",199958.691,1.20024790520358
"1998","1060",4,3,"December 31, 1998","MONTRÉAL",625,NA,NA,141,4.43262411347518,0.0212765957446809,0.931034482758621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,1.75635694497834
"1998","0610",1,1,"June 30, 1998","HAMILTON",1731,NA,NA,1731,1,0,0.331767469172049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",665324.812,26.0173672885658
"1998","2410",1,1,"March 31, 1998","VANCOUVER",3303,NA,NA,3303,1,0,0.452150211992732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",2009927.38,16.4334295500766
"1998","1060",4,2,"September 30, 1998","MONTRÉAL",8,NA,NA,2,4,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,0.0224813688957228
"1998","1490",2,3,"March 31, 1998","REGINA",6,NA,NA,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",199958.691,0.300061976300895
"1998","0580",4,2,"December 31, 1998",NA,8,NA,NA,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",362651.652,0.220597368187365
"1998","2440",2,3,"March 31, 1998","VICTORIA",8,NA,NA,4,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",320423.967,0.249669214038537
"1998","1265",1,1,"March 31, 1998",NA,2246,NA,NA,2246,1,0,0.481745325022262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",788559.594,28.4823115093569
"1998","1700",2,1,"September 30, 1998","SASKATOON",14,NA,NA,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",232227.483,0.602857156230729
"1998","1265",4,3,"December 31, 1998",NA,8,NA,NA,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",788559.594,0.101450797896196
"1998","2680",2,3,"September 30, 1998","WINNIPEG",60,NA,NA,30,2,0,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",687770.691,0.87238378699682
"1998","2440",5,1,"June 30, 1998","VICTORIA",55,NA,NA,6,9.16666666666667,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",320423.967,1.71647584651494
"1998","2680",1,1,"June 30, 1998","WINNIPEG",1130,NA,NA,1130,1,0,0.292920353982301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",687770.691,16.4298946551068
"1998","0340",1,1,"March 31, 1998","EDMONTON",4056,NA,NA,4056,1,0,0.448335388409371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",930636.07,43.5830947321868
"1998","1265",1,2,"March 31, 1998",NA,2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",788559.594,0.0253626994740489
"1998","0340",5,2,"June 30, 1998","EDMONTON",433,NA,NA,3,144.333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",930636.07,4.65273176011757
"1998","1060",5,3,"March 31, 1998","MONTRÉAL",2128,NA,NA,322,6.60869565217391,0.204968944099379,1.16243654822335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,5.98004412626226
"1998","1700",1,1,"March 31, 1998","SASKATOON",683,NA,NA,683,1,0,0.202090592334495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",232227.483,29.4108169789706
"1998","1060",2,1,"September 30, 1998","MONTRÉAL",848,NA,NA,424,2,0,0.610576923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",3558502.17,2.38302510294661
"1998","2410",2,3,"June 30, 1998","VANCOUVER",356,NA,NA,178,2,0,1.08988764044944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",2009927.38,1.77120827121625
"1998","0140",1,1,"March 31, 1998","CALGARY",9179,NA,NA,9179,1,0,0.236736027889748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,99.1827778881844
"1998","0140",5,1,"March 31, 1998","CALGARY",12,NA,NA,3,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,0.129664814757404
"1998","1490",5,3,"June 30, 1998","REGINA",35,NA,NA,2,17.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",199958.691,1.75036152842189
"1998","0140",4,2,"June 30, 1998","CALGARY",6,NA,NA,1,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",925463.089,0.0648324073787021
"1998","2440",4,1,"September 30, 1998","VICTORIA",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",320423.967,0.0936259552644512
"1998","0610",4,3,"December 31, 1998","HAMILTON",527,NA,NA,99,5.32323232323232,0.343434343434343,0.472222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-4","4",665324.812,7.92094313175863
"1999","0140",4,2,"June 30, 1999","CALGARY",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",949842.56,0.0315841816984912
"1999","2440",1,1,"June 30, 1999",NA,531,NA,NA,531,1,0,0.448210922787194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",321445.882,16.519110361476
"1999","2680",1,1,"March 31, 1999","WINNIPEG",1152,NA,NA,1152,1,0,0.290798611111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",692120.877,16.6444914216914
"1999","0140",4,3,"June 30, 1999","CALGARY",597,NA,NA,129,4.62790697674419,0.0232558139534884,2.2015503875969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",949842.56,6.28525215799974
"1999","0610",1,1,"June 30, 1999",NA,1870,NA,NA,1870,1,0,0.234018264840183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",674016.069,27.7441456666518
"1999","2440",4,3,"December 31, 1999","VICTORIA",125,NA,NA,28,4.46428571428571,0,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",321445.882,3.8886794636243
"1999","1060",5,1,"June 30, 1999","MONTRÉAL",20,NA,NA,7,2.85714285714286,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",3592721.83,0.0556681005275602
"1999","2410",2,3,"September 30, 1999","VANCOUVER",102,NA,NA,51,2,0,2.90196078431373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",2037155.74,0.500698095865758
"1999","0580",4,1,"December 31, 1999","HALIFAX",16,NA,NA,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",365659.113,0.437566012473481
"1999","1700",5,2,"September 30, 1999","SASKATOON",40,NA,NA,3,13.3333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",232000.601,1.72413346463702
"1999","0580",5,2,"June 30, 1999","HALIFAX",535,NA,NA,9,59.4444444444444,0,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",365659.113,14.631113542082
"1999","1265",1,1,"March 31, 1999",NA,2828,NA,NA,2828,1,0,0.22984441301273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",801690.6723,35.2754509652288
"1999","2410",4,3,"September 30, 1999","VANCOUVER",953,NA,NA,207,4.60386473429952,0.27536231884058,2.15458937198068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",2037155.74,4.67809103294184
"1999","1060",4,2,"March 31, 1999","MONTRÉAL",7,NA,NA,2,3.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",3592721.83,0.0194838351846461
"1999","1265",4,0,"September 30, 1999",NA,5,NA,NA,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",801690.6723,0.0623681947758643
"1999","2440",4,1,"December 31, 1999","VICTORIA",6,NA,NA,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",321445.882,0.186656614253966
"1999","0580",1,1,"March 31, 1999","HALIFAX",1669,NA,NA,1669,1,0,0.641484426772697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",365659.113,45.64360467614
"1999","1265",2,2,"March 31, 1999",NA,2,NA,NA,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",801690.6723,0.0249472779103457
"1999","0140",1,1,"March 31, 1999","CALGARY",6584,NA,NA,6584,1,0,0.20595382746051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",949842.56,69.3167507676219
"1999","0340",5,2,"March 31, 1999","EDMONTON",660,NA,NA,7,94.2857142857143,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",946094.383,6.97604818144238
"1999","0580",5,1,"December 31, 1999","HALIFAX",10,NA,NA,2,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",365659.113,0.273478757795926
"1999","1490",1,1,"June 30, 1999","REGINA",398,NA,NA,398,1,0,0.0579345088161209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",199378.229,19.9620591473907
"1999","0340",4,2,"June 30, 1999","EDMONTON",48,NA,NA,2,24,0,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",946094.383,0.507348958650355
"1999","1700",1,3,"June 30, 1999","SASKATOON",22,NA,NA,22,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",232000.601,0.948273405550359
"1999","0610",2,3,"December 31, 1999","HAMILTON",46,NA,NA,23,2,0,0.0952380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",674016.069,0.682476310516567
"1999","2410",1,0,"September 30, 1999","VANCOUVER",15,NA,NA,15,1,0,1.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",2037155.74,0.0736320729214351
"1999","2680",4,3,"March 31, 1999","WINNIPEG",9,NA,NA,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",692120.877,0.130035089231964
"1999","1400",2,1,"June 30, 1999","QUÉBEC",164,NA,NA,82,2,0,0.24390243902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",700541.788,2.34104521399372
"1999","1700",2,0,"December 31, 1999","SASKATOON",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",232000.601,0.172413346463702
"1999","1700",2,1,"June 30, 1999","SASKATOON",26,NA,NA,13,2,0,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",232000.601,1.12068675201406
"1999","0610",1,3,"March 31, 1999",NA,28,NA,NA,28,1,0,0.296296296296296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",674016.069,0.415420362923128
"1999","0340",1,1,"March 31, 1999","EDMONTON",4037,NA,NA,4037,1,0,0.261828090165965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",946094.383,42.6701613764892
"1999","1400",5,3,"June 30, 1999","QUÉBEC",151,NA,NA,12,12.5833333333333,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",700541.788,2.1554745567869
"1999","1490",2,2,"March 31, 1999","REGINA",8,NA,NA,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",199378.229,0.401247420048054
"1999","2410",1,1,"June 30, 1999","VANCOUVER",3546,NA,NA,3546,1,0,0.498307952622673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",2037155.74,17.4066220386272
"1999","2410",2,1,"September 30, 1999","VANCOUVER",278,NA,NA,139,2,0,0.76978417266187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",2037155.74,1.36464775147726
"1999","1265",2,0,"September 30, 1999",NA,4,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",801690.6723,0.0498945558206914
"1999","2270",4,0,"September 30, 1999","TORONTO",12,NA,NA,2,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",4742345.3,0.0253039355864703
"1999","0340",2,0,"March 31, 1999","EDMONTON",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",946094.383,0.0211395399437648
"1999","2440",2,3,"December 31, 1999","VICTORIA",8,NA,NA,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",321445.882,0.248875485671955
"1999","2270",2,3,"September 30, 1999","TORONTO",6,NA,NA,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",4742345.3,0.0126519677932351
"1999","0610",1,2,"December 31, 1999",NA,8,NA,NA,8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",674016.069,0.118691532263751
"1999","2270",2,1,"September 30, 1999","TORONTO",4923,NA,NA,2462,1.9995938261576,0,0.493480032599837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",4742345.3,10.3809395743494
"1999","1700",5,3,"September 30, 1999","SASKATOON",336,NA,NA,5,67.2,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",232000.601,14.4827211029509
"1999","2270",5,2,"June 30, 1999","TORONTO",391,NA,NA,10,39.1,1.1,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",4742345.3,0.824486567859156
"1999","0610",5,3,"December 31, 1999","HAMILTON",951,NA,NA,32,29.71875,0,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",674016.069,14.1094558978534
"1999","1400",1,1,"March 31, 1999","QUÉBEC",1165,NA,NA,1165,1,0,0.128755364806867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",700541.788,16.6299858189188
"1999","1490",2,0,"June 30, 1999","REGINA",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",199378.229,0.100311855012013
"1999","0140",5,3,"June 30, 1999","CALGARY",2557,NA,NA,68,37.6029411764706,0.426470588235294,2.36764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",949842.56,26.9202508676806
"1999","2410",5,2,"March 31, 1999","VANCOUVER",988,NA,NA,20,49.4,4.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",2037155.74,4.84989920309186
"1999","0580",4,2,"June 30, 1999","HALIFAX",4,NA,NA,1,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",365659.113,0.10939150311837
"1999","2440",5,3,"December 31, 1999","VICTORIA",564,NA,NA,18,31.3333333333333,0.222222222222222,0.777777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",321445.882,17.5457217398728
"1999","2680",5,3,"June 30, 1999","WINNIPEG",207,NA,NA,6,34.5,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",692120.877,2.99080705233517
"1999","1060",5,2,"March 31, 1999","MONTRÉAL",1697,NA,NA,118,14.3813559322034,0.220338983050847,1.12658227848101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",3592721.83,4.72343832976348
"1999","1700",2,2,"June 30, 1999","SASKATOON",24,NA,NA,12,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",232000.601,1.03448007878221
"1999","2440",2,2,"September 30, 1999",NA,3,NA,NA,2,1.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",321445.882,0.0933283071269832
"1999","1700",1,1,"June 30, 1999","SASKATOON",701,NA,NA,701,1,0,0.176271186440678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",232000.601,30.2154389677637
"1999","0140",2,1,"March 31, 1999","CALGARY",242,NA,NA,121,2,0,1.05785123966942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",949842.56,2.54779065701162
"1999","2270",5,1,"June 30, 1999","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",4742345.3,0.00421732259774504
"1999","1265",4,1,"June 30, 1999",NA,1160,NA,NA,242,4.79338842975207,0,0.177685950413223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-4","4",801690.6723,14.4694211880005
