"ref_yy","metcode","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","reference_period_qq","ref_qq","population","starts_per_10kpop"
"2001","0580","March 31, 2001","HALIFAX",2340,NA,NA,1366,1.71303074670571,0,0.704493526275704,"2001-4","4",373983.162,62.5696618929598
"2001","2440","June 30, 2001","VICTORIA",1264,NA,NA,707,1.78783592644979,0.00565770862800566,0.323903818953324,"2001-4","4",327964.903,38.5407093392551
"2001","1060","March 31, 2001","MONTRÉAL",13300,NA,NA,8069,1.64828355434378,0,0.0975738396624473,"2001-4","4",3666625.51,36.2731344221734
"2001","1265","March 31, 2001","OTTAWA",6251,NA,NA,4049,1.54383798468758,0.00148184736972092,0.425537169671524,"2001-4","4",840289,74.3910725952619
"2001","0340","March 31, 2001","EDMONTON",7855,NA,NA,5340,1.47097378277154,0.00149812734082397,0.316046599022924,"2001-4","4",982239.868,79.9702827782185
"2001","1400","June 30, 2001",NA,2555,NA,NA,1738,1.47008055235903,0,0.123705408515535,"2001-4","4",709576.926,36.0073715249303
"2001","1700","June 30, 2001","SASKATOON",900,NA,NA,611,1.47299509001637,0,0.066334991708126,"2001-4","4",233960.185,38.4680837895559
"2002","1060","March 31, 2002","MONTRÉAL",20554,NA,NA,12020,1.70998336106489,0.0663893510815308,0.0309278350515464,"2002-4","4",3697581.32,55.5876888733308
"2002","0610","June 30, 2002","HAMILTON",3803,NA,NA,2528,1.50435126582278,0,0.475993377483444,"2002-4","4",703103.699,54.0887497165621
"2002","2410","September 30, 2002","VANCOUVER",13197,NA,NA,5939,2.22209126115508,0.21569287758882,0.382892742886008,"2002-4","4",2113272.26,62.4481769329618
"2002","0140","March 31, 2002","CALGARY",14339,NA,NA,10076,1.42308455736403,0.000297737197300516,0.373957919809448,"2002-4","4",1026949.07,139.627177421759
"2002","1490","June 30, 2002","REGINA",651,NA,NA,521,1.24952015355086,0,0.0671785028790787,"2002-4","4",198866.753,32.7354869619659
"2002","2680","June 30, 2002","WINNIPEG",1821,NA,NA,1548,1.17635658914729,0,0.4,"2002-4","4",703761.496,25.8752433935374
"2002","2440","June 30, 2002","VICTORIA",1344,NA,NA,972,1.38271604938272,0,0.279669762641899,"2002-4","4",330513.83,40.6639564825472
"2002","1265","March 31, 2002","OTTAWA",7796,NA,NA,4403,1.77061094708154,0.00340676811265047,0.507154213036566,"2002-4","4",852179,91.4831273711274
"2002","0580","March 31, 2002","HALIFAX",3310,NA,NA,2004,1.65169660678643,0.00998003992015968,0.630598892803221,"2002-4","4",377718.902,87.6313041913905
"2002","2270","June 30, 2002","TORONTO",43805,NA,NA,25753,1.70096687764532,0.0265211819982138,0.886598758554831,"2002-4","4",5073780.26,86.3360211819658
"2002","0340","March 31, 2002","EDMONTON",12581,NA,NA,7577,1.66041969117065,0.000527913422198759,0.446540880503145,"2002-4","4",998763.731,125.965727524
"2002","1400","June 30, 2002","QUÉBEC",4282,NA,NA,2598,1.6481909160893,0.00115473441108545,0.138568129330254,"2002-4","4",713290.72,60.0316235713819
"2002","1700","June 30, 2002","SASKATOON",1489,NA,NA,839,1.77473182359952,0,0.128724672228844,"2002-4","4",235521.956,63.2212820107523
"2003","2410","March 31, 2003","VANCOUVER",15626,NA,NA,6440,2.42639751552795,0.219565217391304,0.490527950310559,"2003-4","4",2130166.64,73.3557633782116
"2003","1490","September 30, 2003","REGINA",889,NA,NA,574,1.54878048780488,0,0.240418118466899,"2003-4","4",200026.833,44.4440371657537
"2003","1060","March 31, 2003","MONTRÉAL",24321,NA,NA,12165,1.99926017262639,0.019317714755446,0.0185064228173307,"2003-4","4",3726893.89,65.2580961997821
"2003","1700","March 31, 2003","SASKATOON",1455,NA,NA,789,1.84410646387833,0,0.217997465145754,"2003-4","4",237924.912,61.1537475319104
"2003","1400","March 31, 2003","QUÉBEC",5599,NA,NA,3090,1.81197411003236,0,0.184931506849315,"2003-4","4",718954.01,77.8770258197739
"2003","2270","March 31, 2003","TORONTO",45475,NA,NA,23011,1.97622876015819,0.0291165094954587,1.25712651768432,"2003-4","4",5156167.9,88.1953436776176
"2003","0610","March 31, 2003","HAMILTON",3260,NA,NA,2024,1.61067193675889,0.00691699604743083,1.24828676858197,"2003-4","4",709382.018,45.9554924889568
"2003","2680","March 31, 2003","WINNIPEG",2430,NA,NA,1694,1.4344746162928,0,0.559834123222749,"2003-4","4",709960.273,34.2272672487972
"2003","0340","March 31, 2003","EDMONTON",12380,NA,NA,7118,1.73925259904468,0,0.550824372759857,"2003-4","4",1014137.09,122.074225684813
"2003","1265","March 31, 2003","OTTAWA",6381,NA,NA,3695,1.72692828146143,0,0.499594046008119,"2003-4","4",861479,74.0702907441737
"2003","2440","March 31, 2003","VICTORIA",2008,NA,NA,1086,1.84898710865562,0.0294659300184162,1.04788213627993,"2003-4","4",332905.172,60.3174768339135
"2003","0580","March 31, 2003","HALIFAX",3066,NA,NA,1664,1.84254807692308,0,0.290577507598784,"2003-4","4",380503.524,80.5774403287787
"2003","0140","March 31, 2003","CALGARY",13642,NA,NA,9239,1.47656672800087,0,0.434029656889274,"2003-4","4",1049550.64,129.979435770722
"2004","0580","March 31, 2004","HALIFAX",2627,NA,NA,1635,1.60672782874618,0,0.215782983970407,"2004-4","4",381569.226,68.8472712419423
"2004","1400","March 31, 2004","QUÉBEC",6186,NA,NA,3209,1.92770333437208,0.0158928014957931,0.146279144043437,"2004-4","4",722534.675,85.6152682222483
"2004","0610","September 30, 2004","HAMILTON",4093,NA,NA,2299,1.78033927794693,0,0.74589800443459,"2004-4","4",714418.297,57.2913658173007
"2004","1265","March 31, 2004","OTTAWA",7243,NA,NA,3901,1.85670340938221,0.00307613432453217,0.493206870033325,"2004-4","4",867334,83.508775166199
"2004","1700","June 30, 2004","SASKATOON",1578,NA,NA,875,1.80342857142857,0,0.131428571428571,"2004-4","4",239407.135,65.9128225230213
"2004","1490","September 30, 2004","REGINA",1242,NA,NA,722,1.7202216066482,0,0.268698060941828,"2004-4","4",200305.777,62.005201177997
"2004","2440","March 31, 2004","VICTORIA",2363,NA,NA,1182,1.99915397631134,0.0228426395939086,0.588832487309645,"2004-4","4",336460.359,70.2311561166705
"2004","0340","June 30, 2004","EDMONTON",11488,NA,NA,7356,1.56171832517673,0.00774877650897227,0.542698961937716,"2004-4","4",1038096.58,110.664077132399
"2004","1060","March 31, 2004","MONTRÉAL",28673,NA,NA,12755,2.24798118384947,0.0243041944335555,0.0115846440047353,"2004-4","4",3753837.1,76.383176030734
"2004","2680","March 31, 2004","WINNIPEG",2489,NA,NA,1927,1.29164504411002,0.00467047223663726,0.650130548302872,"2004-4","4",712822.295,34.9175385991539
"2004","2410","March 31, 2004","VANCOUVER",19430,NA,NA,7007,2.77294134436992,0.284429855858427,0.662764134780126,"2004-4","4",2155314.48,90.1492574763382
"2004","2270","June 30, 2004","TORONTO",42115,NA,NA,21838,1.92851909515523,0.0155691913178863,1.12817999346497,"2004-4","4",5237275.8,80.4139434474694
"2004","0140","June 30, 2004","CALGARY",14008,NA,NA,8941,1.56671513253551,0,0.386086567498043,"2004-4","4",1083762.24,129.253442157202
"2005","1060","March 31, 2005","MONTRÉAL",25317,NA,NA,10480,2.41574427480916,0.016793893129771,0.0198473282442748,"2005-4","4",3783400.33,66.9159956435274
"2005","0340","March 31, 2005","EDMONTON",13294,NA,NA,8410,1.5807372175981,0.00344827586206897,0.5175983436853,"2005-4","4",1070187.23,124.221254256603
"2005","1490","March 31, 2005","REGINA",888,NA,NA,638,1.39184952978056,0,0.175548589341693,"2005-4","4",200878.489,44.2058283303794
"2005","2440","June 30, 2005","VICTORIA",2058,NA,NA,1090,1.88807339449541,0.104587155963303,0.492660550458716,"2005-4","4",339382.63,60.6395206495984
"2005","0140","March 31, 2005","CALGARY",13667,NA,NA,9482,1.44136258173381,0,0.456232862265345,"2005-4","4",1120692.72,121.951358798869
"2005","2270","September 30, 2005","TORONTO",41596,NA,NA,18629,2.23286274088786,0.0514251972730689,1.54482457576254,"2005-4","4",5324050.69,78.128482281599
"2005","2680","March 31, 2005","WINNIPEG",2586,NA,NA,1806,1.43189368770764,0.0105204872646733,0.599663110612016,"2005-4","4",715651.017,36.1349308331941
"2005","2410","March 31, 2005","VANCOUVER",18914,NA,NA,6117,3.09203858100376,0.326303743665195,0.753637403956188,"2005-4","4",2185166.7,86.5563254281698
"2005","1700","September 30, 2005","SASKATOON",1062,NA,NA,810,1.31111111111111,0,0.0271604938271605,"2005-4","4",241473.908,43.9799069305658
"2005","1265","March 31, 2005","OTTAWA",4982,NA,NA,2816,1.76917613636364,0.0184659090909091,0.676846590909091,"2005-4","4",873532,57.0328276468406
"2005","0580","June 30, 2005","HALIFAX",2451,NA,NA,1348,1.81824925816024,0.0029673590504451,0.145724907063197,"2005-4","4",384407.296,63.7604963668536
"2005","1400","December 31, 2005","QUÉBEC",5835,NA,NA,3071,1.90003256268317,0.00130250732660371,0.219078947368421,"2005-4","4",728580.059,80.087286605246
"2005","0610","March 31, 2005","HAMILTON",3145,NA,NA,1775,1.77183098591549,0.00901408450704225,0.956195965417867,"2005-4","4",719003.332,43.7411046657013
"2006","2680","March 31, 2006","WINNIPEG",2777,NA,NA,1817,1.5283434232251,0.00385250412768299,0.725511898173769,"2006-4","4",718832.656,38.6320790634754
"2006","1265","September 30, 2006","OTTAWA",5875,NA,NA,3063,1.91805419523343,0.00620306888671237,0.820763956904995,"2006-4","4",882022,66.6083158923473
"2006","0580","March 31, 2006","HALIFAX",2511,NA,NA,1179,2.12977099236641,0,0.141886151231946,"2006-4","4",386017.781,65.0488170129137
"2006","1060","March 31, 2006","MONTRÉAL",22813,NA,NA,9656,2.36257249378625,0.0917564208782104,0.0084577633914587,"2006-4","4",3815961.34,59.7831004231295
"2006","0340","September 30, 2006","EDMONTON",14970,NA,NA,10031,1.4923736417107,0.00119629149636128,0.541805010564443,"2006-4","4",1100795.81,135.992523445379
"2006","0140","March 31, 2006","CALGARY",17046,NA,NA,11308,1.50742836929607,0.00433321542270959,0.925362575168023,"2006-4","4",1151604.22,148.019603471061
"2006","2410","March 31, 2006","VANCOUVER",18705,NA,NA,6811,2.746292761709,0.264572015856702,0.775216561444722,"2006-4","4",2212623.72,84.5376456508385
"2006","2440","March 31, 2006","VICTORIA",2739,NA,NA,1098,2.49453551912568,0.0856102003642987,0.491803278688525,"2006-4","4",341758.719,80.1442610744336
"2006","2270","September 30, 2006","TORONTO",37080,NA,NA,16562,2.23886004105784,0.0467938654751842,1.17330383480826,"2006-4","4",5405200.53,68.6006000965148
"2006","1400","June 30, 2006","QUÉBEC",5176,NA,NA,2845,1.81933216168717,0.138137082601054,0.25286944045911,"2006-4","4",737279.625,70.2040287631711
"2006","0610","March 31, 2006","HAMILTON",3043,NA,NA,1984,1.53377016129032,0,0.454736842105263,"2006-4","4",720910,42.2105394570751
"2006","1490","March 31, 2006","REGINA",986,NA,NA,814,1.21130221130221,0,0.197788697788698,"2006-4","4",202804.938,48.6181455798675
"2006","1700","September 30, 2006","SASKATOON",1496,NA,NA,1030,1.45242718446602,0,0.0378640776699029,"2006-4","4",245414.25,60.9581554453338
"2007","0610","March 31, 2007","HAMILTON",3004,NA,NA,1981,1.51640585562847,0.00100959111559818,0.701674277016743,"2007-4","4",725091.375,41.4292612431088
"2007","2270","December 31, 2007","TORONTO",33293,NA,NA,17190,1.93676556137289,0.0221058755090169,1.32931798051373,"2007-4","4",5490496.22,60.6375064583871
"2007","1060","March 31, 2007","MONTRÉAL",23233,NA,NA,10023,2.31796867205428,0.0555721839768532,0.00884227842895332,"2007-4","4",3853599.75,60.2890842516792
"2007","1700","March 31, 2007","SASKATOON",2380,NA,NA,1641,1.4503351614869,0,0.324853228962818,"2007-4","4",250703.938,94.9326930795958
"2007","2680","June 30, 2007","WINNIPEG",3371,NA,NA,1916,1.75939457202505,0.00313152400835073,0.81852450188476,"2007-4","4",722117.781,46.6821353620705
"2007","0140","March 31, 2007","CALGARY",13505,NA,NA,8567,1.57639780553286,0.00105054278043656,0.800848456280933,"2007-4","4",1183363.88,114.123814561587
"2007","0580","March 31, 2007","HALIFAX",2489,NA,NA,1333,1.86721680420105,0.00225056264066016,0.213213213213213,"2007-4","4",389455.75,63.9096996256956
"2007","2440","June 30, 2007","VICTORIA",2579,NA,NA,990,2.6050505050505,0.0393939393939394,0.55050505050505,"2007-4","4",343976.75,74.975997651004
"2007","1265","March 31, 2007","OTTAWA",6506,NA,NA,3586,1.81427774679308,0.0075292805354155,0.729503625209147,"2007-4","4",892734,72.8772512304897
"2007","0340","March 31, 2007","EDMONTON",14888,NA,NA,8840,1.6841628959276,0.00226244343891403,0.910516387644423,"2007-4","4",1127964.75,131.989940288471
"2007","1400","March 31, 2007","QUÉBEC",5284,NA,NA,2631,2.00836183960471,0.160775370581528,0.297171638899651,"2007-4","4",747165.313,70.7206277923129
"2007","2410","September 30, 2007","VANCOUVER",20736,NA,NA,5445,3.80826446280992,0.386409550045914,0.890725436179982,"2007-4","4",2248043.41,92.2402116781188
"2007","1490","June 30, 2007","REGINA",1398,NA,NA,945,1.47936507936508,0.00317460317460317,0.299428571428571,"2007-4","4",205574.063,68.004687926025
"2008","1265","March 31, 2008","OTTAWA",6998,NA,NA,3538,1.97795364612776,0.00113058224985868,1.01045788581119,"2008-4","4",906470,77.2005692411222
"2008","1490","March 31, 2008","REGINA",1375,NA,NA,1021,1.34671890303624,0,0.280641466208477,"2008-4","4",209950.406,65.4916571106798
"2008","2270","June 30, 2008","TORONTO",42212,NA,NA,13384,3.15391512253437,0.111849970113568,1.82000906755327,"2008-4","4",5576892.34,75.6908999251006
"2008","1700","March 31, 2008","SASKATOON",2319,NA,NA,1395,1.66236559139785,0.0028673835125448,0.467521367521368,"2008-4","4",257128.938,90.1882152214233
"2008","1060","March 31, 2008","MONTRÉAL",21927,NA,NA,8700,2.52034482758621,0.01,0.030972328002031,"2008-4","4",3901759.78,56.1977190712648
"2008","0580","June 30, 2008","HALIFAX",2096,NA,NA,1282,1.63494539781591,0,0.8265625,"2008-4","4",393132.594,53.3153453056095
"2008","0140","March 31, 2008","CALGARY",11438,NA,NA,4908,2.33048084759576,0.0497147514262429,0.783137583892617,"2008-4","4",1217803.53,93.9231962975177
"2008","0610","March 31, 2008","HAMILTON",3529,NA,NA,1957,1.80327031170158,0.00255493101686254,0.965110312981016,"2008-4","4",729596.125,48.3692261934642
"2008","2410","September 30, 2008","VANCOUVER",19591,NA,NA,5146,3.80703458997279,0.485619898950641,1.0612125923047,"2008-4","4",2295908.66,85.3300496719238
"2008","1400","March 31, 2008","QUÉBEC",5457,NA,NA,2630,2.07490494296578,0.157034220532319,0.491442542787286,"2008-4","4",757094.219,72.0782151422028
"2008","2440","March 31, 2008","VICTORIA",1905,NA,NA,834,2.2841726618705,0.00479616306954436,0.637889688249401,"2008-4","4",347660,54.794914571708
"2008","2680","March 31, 2008","WINNIPEG",3009,NA,NA,1992,1.5105421686747,0.0105421686746988,1.02893401015228,"2008-4","4",728616.406,41.297450554524
"2008","0340","March 31, 2008","EDMONTON",6615,NA,NA,3197,2.06912730685017,0.0106349702846419,1.06003210272873,"2008-4","4",1160416.13,57.0054123601332
"2009","0610","March 31, 2009","HAMILTON",1860,NA,NA,1045,1.7799043062201,0,1.9588122605364,"2009-4","4",736194.875,25.265049556342
"2009","1400","December 31, 2009","QUÉBEC",5513,NA,NA,2406,2.29135494596841,0.219866999168745,0.638325991189427,"2009-4","4",767163.969,71.8620819377924
"2009","1700","December 31, 2009","SASKATOON",1428,NA,NA,1166,1.22469982847341,0,1.06128133704735,"2009-4","4",263793.313,54.1332903309797
"2009","1490","December 31, 2009","REGINA",930,NA,NA,604,1.53973509933775,0,0.465665236051502,"2009-4","4",213962.906,43.4654780768401
"2009","2410","September 30, 2009","VANCOUVER",8339,NA,NA,3953,2.10953706046041,0.350113837591703,1.43876518218623,"2009-4","4",2340698.16,35.6261227633041
"2009","1060","September 30, 2009","MONTRÉAL",19251,NA,NA,7388,2.60571196534922,0.0495397942609637,0.0232656514382403,"2009-4","4",3948512.59,48.7550680444962
"2009","2680","December 31, 2009","WINNIPEG",2033,NA,NA,1552,1.30992268041237,0.0077319587628866,0.974143503555268,"2009-4","4",734956.375,27.6615057594405
"2009","0580","September 30, 2009","HALIFAX",1733,NA,NA,970,1.78659793814433,0.00412371134020619,0.752577319587629,"2009-4","4",397861.563,43.5578643720354
"2009","0340","September 30, 2009","EDMONTON",6317,NA,NA,4574,1.38106689986882,0.00109313511149978,0.864687216681777,"2009-4","4",1181277.91,53.4759851727017
"2009","0140","December 31, 2009","CALGARY",6318,NA,NA,5239,1.20595533498759,0.000763504485588853,0.846094354215004,"2009-4","4",1237706.53,51.0460262336985
"2009","2270","June 30, 2009","TORONTO",25949,NA,NA,9722,2.66910100802304,0.0727216622094219,2.13711681855841,"2009-4","4",5670081.03,45.7647780740798
"2009","1265","September 30, 2009","OTTAWA",5814,NA,NA,3055,1.90310965630115,0.000654664484451719,1.30540098199673,"2009-4","4",921500,63.0927835051546
"2009","2440","September 30, 2009","VICTORIA",1034,NA,NA,811,1.27496917385943,0.00739827373612824,1.154130702836,"2009-4","4",350969.188,29.461275671869
"2010","1700","March 31, 2010","SASKATOON",2381,NA,NA,1730,1.37630057803468,0.00346820809248555,0.884816753926702,"2010-4","4",270660.063,87.9701265716472
"2010","0340","March 31, 2010","EDMONTON",9959,NA,NA,6919,1.43936985113456,0.00578118225177049,0.529518619436876,"2010-4","4",1201957.38,82.8565152617974
"2010","0580","March 31, 2010","HALIFAX",2390,NA,NA,1164,2.053264604811,0.00687285223367698,0.994845360824742,"2010-4","4",401742,59.4909170562202
"2010","2270","March 31, 2010","TORONTO",29195,NA,NA,11567,2.52399066309328,0.0527362323852339,1.62837424652747,"2010-4","4",5757332.41,50.7092485215735
"2010","1400","March 31, 2010","QUÉBEC",6652,NA,NA,2675,2.48672897196262,0.24,0.560641627543036,"2010-4","4",777089.938,85.6014172197401
"2010","0610","March 31, 2010","HAMILTON",3562,NA,NA,2046,1.74095796676442,0.0141739980449658,1.25383473527956,"2010-4","4",741260.781,48.0532639969792
"2010","1265","March 31, 2010","OTTAWA",6446,NA,NA,2935,2.19625212947189,0.01396933560477,0.976831345826235,"2010-4","4",937689,68.7434746488441
"2010","1060","March 31, 2010","MONTRÉAL",22001,NA,NA,8166,2.69421993632133,0.196301738917463,0.031013094417643,"2010-4","4",3989735.5,55.1440064134577
"2010","0140","March 31, 2010","CALGARY",9262,NA,NA,6496,1.42580049261084,0.00785098522167488,0.629773362309842,"2010-4","4",1259794.84,73.5199074160361
"2010","2680","September 30, 2010","WINNIPEG",3244,NA,NA,1996,1.625250501002,0.0190380761523046,0.747422680412371,"2010-4","4",744413.438,43.5779344434672
"2010","1490","June 30, 2010","REGINA",1347,NA,NA,807,1.66914498141264,0.0359355638166047,0.302180685358255,"2010-4","4",217910.062,61.8144929902319
"2010","2410","March 31, 2010","VANCOUVER",15217,NA,NA,6032,2.52271220159151,0.332062334217507,0.815121870336594,"2010-4","4",2369558.16,64.2187233758381
"2010","2440","June 30, 2010","VICTORIA",2118,NA,NA,1073,1.97390493942218,0.00931966449207828,0.5237651444548,"2010-4","4",351424.125,60.2690552334732
"2011","1060","March 31, 2011","MONTRÉAL",22719,NA,NA,6771,3.35533894550288,0.224929847880668,0.0412989763501588,"2011-4","4",4027242.69,56.4132875736873
"2011","0140","March 31, 2011","CALGARY",9292,NA,NA,5801,1.6017927943458,0.00430960179279435,0.526259569165035,"2011-4","4",1294993.91,71.7532331870194
"2011","2680","March 31, 2011","WINNIPEG",3331,NA,NA,2105,1.58242280285036,0.0142517814726841,0.882041405873856,"2011-4","4",755814.594,44.0716549593378
"2011","1490","March 31, 2011","REGINA",1694,NA,NA,1059,1.59962228517469,0.0339943342776204,0.385826771653543,"2011-4","4",224481.656,75.4627362513755
"2011","2270","March 31, 2011","TORONTO",39745,NA,NA,13072,3.04046817625459,0.109317625458996,1.9899419729207,"2011-4","4",5842797,68.0239275812595
"2011","0340","March 31, 2011","EDMONTON",9332,NA,NA,5892,1.58384249830278,0.00695858791581806,0.536834684525908,"2011-4","4",1229889.41,75.876740820136
"2011","1700","March 31, 2011","SASKATOON",2994,NA,NA,1791,1.67169179229481,0.0033500837520938,1.05774728416238,"2011-4","4",279808.063,107.00192009835
"2011","1400","March 31, 2011","QUÉBEC",5445,NA,NA,2122,2.56597549481621,0.114985862393968,0.827935222672065,"2011-4","4",783099.281,69.5314136037369
"2011","1265","June 30, 2011","OTTAWA",5794,NA,NA,2755,2.10308529945554,0.0196007259528131,0.996007259528131,"2011-4","4",951840,60.871575054631
"2011","0580","June 30, 2011","HALIFAX",2954,NA,NA,1040,2.84038461538462,0.0461538461538462,0.971042471042471,"2011-4","4",404189.5,73.0845308945433
"2011","0610","March 31, 2011","HAMILTON",2462,NA,NA,1510,1.63046357615894,0.0125827814569536,1.10073382254837,"2011-4","4",747051.813,32.9562147786395
"2011","2410","June 30, 2011","VANCOUVER",17867,NA,NA,5737,3.11434547673,0.452152693045146,0.935135135135135,"2011-4","4",2413758,74.0215050556021
"2011","2440","March 31, 2011","VICTORIA",1642,NA,NA,781,2.10243277848912,0.0128040973111396,1.0089628681178,"2011-4","4",357625.719,45.9139237690005
"2012","0610","September 30, 2012","HAMILTON",2969,NA,NA,1601,1.85446595877577,0.0018738288569644,0.992471769134254,"2012-4","4",751881.063,39.4876283777345
"2012","0340","September 30, 2012","EDMONTON",12837,NA,NA,7025,1.82733096085409,0.0187900355871886,0.380237741456166,"2012-4","4",1266810.84,101.333202990274
"2012","2410","March 31, 2012","VANCOUVER",19027,NA,NA,5352,3.55511958146487,0.606128550074738,1.03027471500654,"2012-4","4",2453661.88,77.5453217702514
"2012","0580","June 30, 2012","HALIFAX",2754,NA,NA,1133,2.43071491615181,0.028243601059135,0.950573698146514,"2012-4","4",405422.656,67.9291095167607
"2012","1700","September 30, 2012","SASKATOON",3753,NA,NA,2247,1.67022696929239,0.00890075656430797,1.38643604915794,"2012-4","4",287148.656,130.698853070724
"2012","1265","March 31, 2012","OTTAWA",6026,NA,NA,2074,2.90549662487946,0.107521697203472,0.858727097396336,"2012-4","4",966617,62.3411340789579
"2012","1400","March 31, 2012","QUÉBEC",6416,NA,NA,1986,3.2306143001007,0.353474320241692,0.978165938864629,"2012-4","4",788622.281,81.3570723853287
"2012","1490","March 31, 2012","REGINA",3093,NA,NA,1592,1.9428391959799,0.074748743718593,0.4,"2012-4","4",230409.375,134.239329454368
"2012","2440","June 30, 2012","VICTORIA",1700,NA,NA,757,2.24570673712021,0.0858652575957728,0.579920739762219,"2012-4","4",364130.688,46.6865346982235
"2012","0140","September 30, 2012","CALGARY",12841,NA,NA,6897,1.86182398144121,0.0223285486443381,0.418927064496685,"2012-4","4",1339347.88,95.8750164296374
"2012","1060","March 31, 2012","MONTRÉAL",20591,NA,NA,5875,3.50485106382979,0.377531914893617,0.0639138240574506,"2012-4","4",4062701.25,50.68302770232
"2012","2270","March 31, 2012","TORONTO",48105,NA,NA,12852,3.74299719887955,0.135776532835356,1.60539682539683,"2012-4","4",5922947.75,81.2180050043494
"2012","2680","September 30, 2012","WINNIPEG",4065,NA,NA,2262,1.79708222811671,0.0490716180371353,1.0040797824116,"2012-4","4",765230.813,53.1212273596725
"2013","2680","June 30, 2013","WINNIPEG",4705,NA,NA,2398,1.96205170975813,0.0708924103419516,1.08229211546747,"2013-4","4",775759.531,60.6502377603402
"2013","1400","March 31, 2013","QUÉBEC",4680,NA,NA,1529,3.06082406801831,0.412034009156311,1.22486969471333,"2013-4","4",793815.969,58.9557300780378
"2013","2410","December 31, 2013","VANCOUVER",18696,NA,NA,5916,3.16024340770791,0.281102096010818,1.02808798646362,"2013-4","4",2502439.06,74.7111100479706
"2013","1265","March 31, 2013","OTTAWA",6560,NA,NA,2384,2.75167785234899,0.114093959731544,1.36073825503356,"2013-4","4",978341,67.052285450574
"2013","0140","March 31, 2013","CALGARY",12584,NA,NA,7492,1.679658302189,0.0213561131873999,0.421052631578947,"2013-4","4",1382962.75,90.9930509697387
"2013","0340","March 31, 2013","EDMONTON",14689,NA,NA,7434,1.97592144202314,0.0383373688458434,0.453280044101433,"2013-4","4",1308524.16,112.256238356348
"2013","0580","June 30, 2013","HALIFAX",2439,NA,NA,790,3.0873417721519,0.00632911392405063,1.51518987341772,"2013-4","4",406925.656,59.9372382654585
"2013","1700","June 30, 2013","SASKATOON",2980,NA,NA,1883,1.58258098778545,0.0138077535847053,1.0614224137931,"2013-4","4",293539.281,101.519632733583
"2013","1060","March 31, 2013","MONTRÉAL",15632,NA,NA,4515,3.46223698781838,0.464451827242525,0.189106753812636,"2013-4","4",4091132.19,38.209471789275
"2013","0610","March 31, 2013","HAMILTON",2709,NA,NA,1345,2.01412639405204,0.0267657992565056,1.29626865671642,"2013-4","4",756380.156,35.8153235315708
"2013","2440","June 30, 2013","VICTORIA",1685,NA,NA,677,2.48892171344165,0.387001477104874,0.473372781065089,"2013-4","4",369521.406,45.5995234008175
"2013","2270","September 30, 2013","TORONTO",33547,NA,NA,11111,3.01926019260193,0.115831158311583,2.25760073260073,"2013-4","4",5992282.34,55.9836771643173
"2013","1490","March 31, 2013","REGINA",3122,NA,NA,1538,2.02990897269181,0.0650195058517555,0.357695614789338,"2013-4","4",235394.344,132.628505296627
"2014","2270","March 31, 2014","TORONTO",28929,28927,2,10339,2.79804623271109,0.0835670761195473,1.85286023196383,"2014-4","4",6036308.06,47.9249894346843
"2014","1490","March 31, 2014","REGINA",2223,NA,NA,941,2.36238044633369,0.125398512221041,0.282853566958698,"2014-4","4",238746.688,93.1112393064904
"2014","0340","March 31, 2014","EDMONTON",13872,NA,NA,8531,1.62606962841402,0.0260227405931309,0.503313652247259,"2014-4","4",1334817.5,103.924319242144
"2014","2440","June 30, 2014","VICTORIA",1315,1253,62,729,1.80384087791495,0.152263374485597,0.567901234567901,"2014-4","4",375048.813,35.062102702882
"2014","1060","March 31, 2014","MONTRÉAL",18672,18592,80,4248,4.3954802259887,0.60075329566855,0.902266288951841,"2014-4","4",4106326.06,45.4713038545215
"2014","0140","March 31, 2014","CALGARY",17131,NA,NA,7795,2.1976908274535,0.0414368184733804,0.506281237336215,"2014-4","4",1410896.5,121.419253644757
"2014","1265","June 30, 2014","OTTAWA",5762,NA,NA,2320,2.48362068965517,0.132327586206897,1.11206896551724,"2014-4","4",989594,58.2258987018919
"2014","0610","March 31, 2014","HAMILTON",2832,NA,NA,1391,2.03594536304817,0.0158159597411934,0.596237337192475,"2014-4","4",760420.875,37.2425336166633
"2014","1400","March 31, 2014","QUÉBEC",4449,4438,11,1461,3.04517453798768,0.342231348391513,1.19847908745247,"2014-4","4",798354.688,55.7271106047542
"2014","1700","June 30, 2014","SASKATOON",3531,NA,NA,1802,1.95948945615982,0.02330743618202,1.12863795110594,"2014-4","4",298436.906,118.316465859621
"2014","0580","September 30, 2014","HALIFAX",1757,1755,2,595,2.95294117647059,0.0890756302521008,1.12794612794613,"2014-4","4",407424.813,43.1245212352837
"2014","2410","June 30, 2014","VANCOUVER",19212,18155,1057,6844,2.80713033313852,0.176066627703098,0.887638807714787,"2014-4","4",2539789.5,75.6440642029586
"2014","2680","March 31, 2014","WINNIPEG",4248,NA,NA,2050,2.07219512195122,0.0760975609756098,0.886478304742684,"2014-4","4",784144.75,54.1736713789131
"2015","2680","December 31, 2015","WINNIPEG",4400,NA,NA,1894,2.32312565997888,0.0945089757127772,1.03833145434047,"2015-4","4",799158.406,55.0579205194521
"2015","0580","September 30, 2015","HALIFAX",2599,2595,4,511,5.08610567514677,0.309197651663405,1.1761252446184,"2015-4","4",413105.969,62.9136394783005
