"ref_yy","CSDuid","date_pbi","metcode","metro","municipality","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","reference_period_qq","ref_qq","population","comp_per_10kpop"
"1988","5915055","December 31, 1988","2410","VANCOUVER","WEST VANCOUVER DM",263,NA,NA,145,1.81379310344828,0.117241379310345,7.23529411764706,"1988-4","4",1562206,1.68351677051554
"1988","2465460","September 30, 1988","1060",NA,NA,19,NA,NA,3,6.33333333333333,0,12,"1988-4","4",3351700.63,0.0566876403875008
"1988","2429130","December 31, 1988","1400",NA,NA,29,NA,NA,27,1.07407407407407,0,8.42105263157895,"1988-4","4",646773.443,0.448379572690649
"1988","2466500","September 30, 1988","1060",NA,NA,102,NA,NA,76,1.34210526315789,0.105263157894737,5.84210526315789,"1988-4","4",3351700.63,0.304323122080268
"1988","4811016","December 31, 1988","0340","EDMONTON","LEDUC CY",32,NA,NA,32,1,0,3.42857142857143,"1988-4","4",821466.779,0.389547098166948
"1988","4706023","September 30, 1988","1490","REGINA","PENSE T",3,NA,NA,3,1,0,7,"1988-4","4",195585.119,0.153385902533822
"1988","2420200","June 30, 1988","1400",NA,NA,184,NA,NA,32,5.75,0,5.11111111111111,"1988-4","4",646773.443,2.84489108189929
"1988","2472180","June 30, 1988","1060",NA,NA,41,NA,NA,41,1,0,4.16,"1988-4","4",3351700.63,0.122325960836186
"1988","2456750","December 31, 1988","1060",NA,NA,152,NA,NA,123,1.23577235772358,0,4.84615384615385,"1988-4","4",3351700.63,0.453501123100007
"1988","2457320","December 31, 1988","1060",NA,NA,225,NA,NA,141,1.59574468085106,0,3.37931034482759,"1988-4","4",3351700.63,0.671301004588826
"1988","2465200","September 30, 1988","1060",NA,NA,445,NA,NA,27,16.4814814814815,0.333333333333333,5.69565217391304,"1988-4","4",3351700.63,1.32768420907568
"1988","4811048","June 30, 1988","0340","EDMONTON","STONY PLAIN T",79,NA,NA,79,1,0,3.45454545454545,"1988-4","4",821466.779,0.961694398599654
"1988","2473180","December 31, 1988","1060",NA,NA,149,NA,NA,117,1.27350427350427,0,5.25,"1988-4","4",3351700.63,0.444550443038822
"1988","4706030","December 31, 1988","1490","REGINA","WHITE CITY T",22,NA,NA,22,1,0,6.04545454545455,"1988-4","4",195585.119,1.1248299519147
"1988","3506030","September 30, 1988","1265",NA,NA,488,NA,NA,375,1.30133333333333,0,4.16887417218543,"1988-4","4",683074.4453,7.14417005873606
"1988","4811052","June 30, 1988","0340","EDMONTON","STRATHCONA COUNTY SM",252,NA,NA,244,1.0327868852459,0,5.86503067484663,"1988-4","4",821466.779,3.06768339806472
"1988","2416700","June 30, 1988","1400",NA,NA,8,NA,NA,8,1,0,5.8,"1988-4","4",646773.443,0.123690916604317
"1988","2456400","December 31, 1988","1060",NA,NA,412,NA,NA,253,1.62845849802372,0.0592885375494071,4.77777777777778,"1988-4","4",3351700.63,1.22922672840265
"1988","3522014","September 30, 1988","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",79,NA,NA,35,2.25714285714286,0,7.90909090909091,"1988-4","4",3917164.25,0.201676506161313
"1988","1209026","September 30, 1988","0580",NA,NA,119,NA,NA,116,1.02586206896552,0,5.64473684210526,"1988-4","4",326937.956,3.63983434214656
"1988","4602069","June 30, 1988","2680","WINNIPEG","TACHÉ RM",59,NA,NA,59,1,0,5.45238095238095,"1988-4","4",665928.947,0.885980407756625
"1988","2416600","September 30, 1988","1400",NA,NA,7,NA,NA,7,1,0,7,"1988-4","4",646773.443,0.108229552028777
"1988","2456120","December 31, 1988","1060",NA,NA,203,NA,NA,144,1.40972222222222,0.0277777777777778,4.04347826086957,"1988-4","4",3351700.63,0.605662684140141
"1988","3519038","December 31, 1988","2270","TORONTO","RICHMOND HILL T",1751,NA,NA,1430,1.22447552447552,0,7.84929472902747,"1988-4","4",3917164.25,4.47007040871467
"1988","4706029","December 31, 1988","1490","REGINA","EDENWOLD NO. 158 RM",5,NA,NA,5,1,0,6.6,"1988-4","4",195585.119,0.255643170889704
"1988","4806014","December 31, 1988","0140","CALGARY","ROCKY VIEW COUNTY MD",91,NA,NA,91,1,0,7.49275362318841,"1988-4","4",724449.865,1.25612557053896
"1988","3506006","December 31, 1988","1265",NA,NA,547,NA,NA,370,1.47837837837838,0,4.79487179487179,"1988-4","4",683074.4453,8.00791193059144
"1988","5917005","September 30, 1988","2440","VICTORIA","NORTH SAANICH DM",126,NA,NA,120,1.05,0.05,4.63636363636364,"1988-4","4",283268.492,4.44807677374863
"1988","2420150","June 30, 1988","1400",NA,NA,97,NA,NA,91,1.06593406593407,0,5,"1988-4","4",646773.443,1.49975236382734
"1988","2465500","September 30, 1988","1060",NA,NA,91,NA,NA,33,2.75757575757576,0.181818181818182,6.65217391304348,"1988-4","4",3351700.63,0.271503961855925
