"ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"2012","2410","V3Y",5,2,"December 31, 2012","VANCOUVER",71,NA,NA,1,71,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2440","V8L",4,3,"December 31, 2012","VICTORIA",9,NA,NA,2,4.5,0,10,NA,NA,NA,9,NA,9,149.444444444444,1608.60505555556,614533.333333333,579000,674500
"2012","0580","B3A",4,1,"March 31, 2012","HALIFAX",7,NA,NA,1,7,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K0A",2,1,"June 30, 2012","OTTAWA",8,NA,NA,4,2,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G3E",5,3,"March 31, 2012","QUÉBEC",15,NA,NA,3,5,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M2K",5,3,"March 31, 2012","TORONTO",75,NA,NA,1,75,9,15,NA,15,59,1,NA,75,0,0,543191,389995,669990
"2012","2410","V5W",2,1,"March 31, 2012","VANCOUVER",8,NA,NA,4,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V7G",5,2,"June 30, 2012","VANCOUVER",146,NA,NA,1,146,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2680","R0A",5,2,"September 30, 2012","WINNIPEG",24,NA,NA,2,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0340","T5X",1,1,"December 31, 2012","EDMONTON",93,NA,NA,93,1,0,5.83870967741935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H4S",1,1,"March 31, 2012","MONTRÉAL",4,NA,NA,4,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J5R",5,2,"March 31, 2012","MONTRÉAL",24,NA,NA,2,12,2.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J7Y",1,1,"September 30, 2012","MONTRÉAL",42,NA,NA,42,1,0,5.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","nan",1,1,"March 31, 2012","OTTAWA",674,NA,NA,674,1,0,6.79491017964072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G1C",4,1,"September 30, 2012","QUÉBEC",9,NA,NA,2,4.5,0.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M3J",5,3,"June 30, 2012","TORONTO",531,NA,NA,2,265.5,0,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V5Z",5,1,"March 31, 2012","VANCOUVER",4,NA,NA,2,2,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V7A",5,1,"September 30, 2012","VANCOUVER",122,NA,NA,61,2,2,12.3770491803279,NA,NA,NA,NA,13,13,149.076923076923,1604.64909230769,1462072.07692308,838000,3288000
"2012","0140","T3R",5,3,"March 31, 2012","CALGARY",54,NA,NA,1,54,0,48,NA,3,NA,NA,NA,3,22.6666666666667,243.981733333333,253233.333333333,239900,259900
"2012","0340","T5N",1,1,"December 31, 2012","EDMONTON",25,NA,NA,25,1,0,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0340","T6E",5,3,"March 31, 2012","EDMONTON",51,NA,NA,2,25.5,3.5,16,NA,35,14,2,NA,51,81.7058823529412,879.473947058824,341994.117647059,233900,575000
"2012","0580","B3A",1,1,"December 31, 2012","HALIFAX",14,NA,NA,14,1,0,16.9285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H9K",2,1,"June 30, 2012","MONTRÉAL",4,NA,NA,2,2,0,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J6N",2,1,"September 30, 2012","MONTRÉAL",6,NA,NA,3,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K1K",1,1,"December 31, 2012","OTTAWA",1,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K1V",1,1,"June 30, 2012","OTTAWA",27,NA,NA,27,1,0,3.44444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K4A",1,1,"September 30, 2012","OTTAWA",27,NA,NA,27,1,0,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K4K",4,1,"June 30, 2012","OTTAWA",20,NA,NA,5,4,0,8.4,NA,NA,NA,20,NA,20,56.2,604.93118,227700,222900,235900
"2012","1400","G1Y",1,1,"June 30, 2012","QUÉBEC",5,NA,NA,5,1,0,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L5B",1,1,"December 31, 2012","TORONTO",4,NA,NA,4,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V3N",5,3,"March 31, 2012","VANCOUVER",190,NA,NA,2,95,4.5,27,6,27,150,7,NA,190,13.9736842105263,150.411339473684,368072.236842105,199900,519900
"2012","2410","V5W",1,1,"June 30, 2012","VANCOUVER",52,NA,NA,52,1,0,13.4423076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H2S",5,3,"September 30, 2012","MONTRÉAL",229,NA,NA,11,20.8181818181818,2.90909090909091,9.27272727272727,NA,4,3,NA,NA,7,0,0,214685.714285714,148000,3e+05
"2012","1060","H3S",5,3,"June 30, 2012","MONTRÉAL",39,NA,NA,1,39,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H7K",1,1,"March 31, 2012","MONTRÉAL",12,NA,NA,12,1,0,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G6K",5,2,"December 31, 2012","QUÉBEC",4,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G7A",2,1,"September 30, 2012","QUÉBEC",34,NA,NA,17,2,0,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1490","S4R",4,2,"September 30, 2012","REGINA",20,NA,NA,6,3.33333333333333,0,10.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1490","S4T",4,1,"December 31, 2012","REGINA",6,NA,NA,1,6,0,9,NA,NA,6,NA,NA,6,0,0,347136.666666667,332820,350000
"2012","2270","L0H",5,2,"September 30, 2012","TORONTO",4,NA,NA,4,1,1.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L1X",1,1,"June 30, 2012","TORONTO",1,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L6R",1,1,"March 31, 2012","TORONTO",19,NA,NA,19,1,0,17.4210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M3H",1,1,"June 30, 2012","TORONTO",26,NA,NA,26,1,0,14.1153846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V3M",4,3,"June 30, 2012","VANCOUVER",71,NA,NA,15,4.73333333333333,0.933333333333333,11.2666666666667,NA,NA,13,58,NA,71,55.830985915493,600.959149295775,500152.323943662,329900,659900
"2012","2410","V6K",1,2,"September 30, 2012","VANCOUVER",6,NA,NA,6,1,0,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2440","V8W",5,2,"June 30, 2012","VICTORIA",66,NA,NA,3,22,1.66666666666667,14.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0140","T3P",2,1,"September 30, 2012","CALGARY",28,NA,NA,14,2,0,4.84615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H9R",2,1,"December 31, 2012","MONTRÉAL",2,NA,NA,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J5C",5,3,"December 31, 2012","MONTRÉAL",9,NA,NA,2,4.5,2.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J7Y",5,3,"September 30, 2012","MONTRÉAL",89,NA,NA,11,8.09090909090909,1.81818181818182,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V3W",5,2,"March 31, 2012","VANCOUVER",36,NA,NA,1,36,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V5X",5,1,"June 30, 2012","VANCOUVER",70,NA,NA,35,2,2,12.0857142857143,NA,NA,NA,NA,1,1,215,2314.2385,1045000,1045000,1045000
"2012","2410","V6R",5,1,"June 30, 2012","VANCOUVER",14,NA,NA,7,2,1.42857142857143,11.1428571428571,NA,NA,NA,2,1,3,124.666666666667,1341.89953333333,2761333.33333333,2188000,3108000
"2012","2410","V7L",5,1,"December 31, 2012","VANCOUVER",34,NA,NA,17,2,2,10.5294117647059,NA,NA,NA,8,8,16,0,0,1421956.25,1200000,1798900
"2012","2680","nan",5,2,"December 31, 2012","WINNIPEG",204,NA,NA,2,102,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0140","T2Y",2,1,"December 31, 2012","CALGARY",4,NA,NA,2,2,0,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H7M",5,3,"September 30, 2012","MONTRÉAL",42,NA,NA,1,42,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H7R",4,1,"March 31, 2012","MONTRÉAL",8,NA,NA,2,4,0,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K2S",1,1,"June 30, 2012","OTTAWA",101,NA,NA,101,1,0,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V5A",4,3,"December 31, 2012","VANCOUVER",7,NA,NA,1,7,3,16,NA,NA,7,NA,NA,7,0,0,478705.714285714,380160,520500
"2012","2410","V5R",1,2,"December 31, 2012","VANCOUVER",20,NA,NA,20,1,0,12.3157894736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0610","L8S",1,1,"December 31, 2012","HAMILTON",3,NA,NA,3,1,0,7.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H3R",1,1,"March 31, 2012","MONTRÉAL",2,NA,NA,2,1,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H9E",1,1,"March 31, 2012","MONTRÉAL",10,NA,NA,10,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J3V",2,1,"September 30, 2012","MONTRÉAL",2,NA,NA,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J4S",1,1,"December 31, 2012","MONTRÉAL",1,NA,NA,1,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G1H",5,2,"December 31, 2012","QUÉBEC",5,NA,NA,2,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G6V",5,3,"September 30, 2012","QUÉBEC",19,NA,NA,2,9.5,2.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1490","S0G",1,1,"September 30, 2012","REGINA",36,NA,NA,36,1,0,13.8285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2680","R2E",1,1,"December 31, 2012","WINNIPEG",4,NA,NA,4,1,0,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0140","T1X",2,1,"June 30, 2012","CALGARY",4,NA,NA,2,2,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0340","T5Z",5,3,"September 30, 2012","EDMONTON",22,NA,NA,1,22,4,16,NA,2,20,NA,NA,22,93.6818181818182,1008.38172272727,249644.318181818,164000,288000
"2012","0580","B4A",5,3,"December 31, 2012","HALIFAX",78,NA,NA,2,39,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0610","L7L",4,3,"September 30, 2012","HAMILTON",37,NA,NA,9,4.11111111111111,0,11.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H2J",5,3,"December 31, 2012","MONTRÉAL",29,NA,NA,3,9.66666666666667,3,9.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H3X",5,3,"December 31, 2012","MONTRÉAL",6,NA,NA,2,3,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H7H",5,2,"June 30, 2012","MONTRÉAL",3,NA,NA,1,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H8T",5,3,"March 31, 2012","MONTRÉAL",36,NA,NA,1,36,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J0P",1,1,"December 31, 2012","MONTRÉAL",91,NA,NA,91,1,0,6.67272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J4K",5,2,"September 30, 2012","MONTRÉAL",9,NA,NA,3,3,2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1490","S4V",4,3,"December 31, 2012","REGINA",13,NA,NA,3,4.33333333333333,0,8.33333333333333,NA,NA,12,NA,NA,12,120.083333333333,1292.56499166667,334922.5,312399,356799
"2012","1700","S7H",1,1,"March 31, 2012","SASKATOON",4,NA,NA,4,1,0,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L6B",1,1,"September 30, 2012","TORONTO",31,NA,NA,31,1,0,4.58620689655172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V5L",4,3,"December 31, 2012","VANCOUVER",8,NA,NA,1,8,4,14,NA,NA,2,6,NA,8,0,0,507625,418000,609000
"2012","0140","T4C",5,3,"March 31, 2012","CALGARY",32,NA,NA,1,32,0,46,NA,NA,32,NA,NA,32,0,0,296225,259300,526000
"2012","0340","T6H",5,3,"September 30, 2012","EDMONTON",142,NA,NA,2,71,4,21,NA,24,118,NA,NA,142,86.7746478873239,934.033632394366,258591.549295775,219900,282900
"2012","0580","B3H",5,2,"September 30, 2012","HALIFAX",113,NA,NA,1,113,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J4T",5,3,"March 31, 2012","MONTRÉAL",24,NA,NA,3,8,2.66666666666667,7.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1490","S4T",2,2,"December 31, 2012","REGINA",20,NA,NA,10,2,0,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M6J",1,1,"March 31, 2012","TORONTO",1,NA,NA,1,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","nan",2,1,"March 31, 2012","TORONTO",1064,NA,NA,532,2,0,12.0364683301344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V4B",5,1,"March 31, 2012","VANCOUVER",22,NA,NA,11,2,2,9.63636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2440","V8L",5,2,"March 31, 2012","VICTORIA",5,NA,NA,5,1,0.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0140","T3K",1,1,"September 30, 2012","CALGARY",120,NA,NA,120,1,0,4.81196581196581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0140","T4C",4,1,"December 31, 2012","CALGARY",4,NA,NA,1,4,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H2J",2,1,"December 31, 2012","MONTRÉAL",2,NA,NA,1,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H9R",5,3,"March 31, 2012","MONTRÉAL",31,NA,NA,1,31,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0610","L8W",5,2,"June 30, 2012","HAMILTON",59,NA,NA,1,59,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H4C",5,3,"June 30, 2012","MONTRÉAL",160,NA,NA,5,32,3.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J3X",2,1,"June 30, 2012","MONTRÉAL",26,NA,NA,13,2,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J6K",1,1,"June 30, 2012","MONTRÉAL",42,NA,NA,42,1,0,4.54166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K1Z",1,1,"December 31, 2012","OTTAWA",7,NA,NA,7,1,0,7.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1490","nan",2,1,"March 31, 2012","REGINA",2,NA,NA,1,2,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L5G",1,1,"December 31, 2012","TORONTO",21,NA,NA,21,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","nan",5,3,"June 30, 2012","VANCOUVER",1518,NA,NA,17,89.2941176470588,8.05882352941176,14.6470588235294,38,680,776,10,NA,1504,32.7054521276596,352.038216156915,446215.759973404,149900,1599800
"2012","0140","T2M",5,3,"June 30, 2012","CALGARY",4,NA,NA,1,4,0,12,NA,NA,4,NA,NA,4,181,1948.2659,531250,5e+05,550000
"2012","0140","nan",4,1,"June 30, 2012","CALGARY",6,NA,NA,2,3,0,34,NA,NA,6,NA,NA,6,54.8333333333333,590.220516666667,224500,218400,235500
"2012","0610","L8M",1,1,"June 30, 2012","HAMILTON",1,NA,NA,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H2W",5,3,"September 30, 2012","MONTRÉAL",49,NA,NA,7,7,3,9.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H7E",5,3,"December 31, 2012","MONTRÉAL",35,NA,NA,6,5.83333333333333,2.5,4.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H9A",1,1,"September 30, 2012","MONTRÉAL",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J3X",5,3,"December 31, 2012","MONTRÉAL",36,NA,NA,6,6,2,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M5R",1,1,"June 30, 2012","TORONTO",4,NA,NA,4,1,0,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V3X",1,2,"September 30, 2012","VANCOUVER",3,NA,NA,3,1,0,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V4R",1,2,"March 31, 2012","VANCOUVER",4,NA,NA,4,1,0,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V5K",5,1,"December 31, 2012","VANCOUVER",26,NA,NA,13,2,2,10.8461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V6A",2,1,"June 30, 2012","VANCOUVER",2,NA,NA,1,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0340","T7Z",2,1,"September 30, 2012","EDMONTON",16,NA,NA,8,2,0,4.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0340","T8E",1,1,"December 31, 2012","EDMONTON",5,NA,NA,5,1,0,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H2L",5,2,"March 31, 2012","MONTRÉAL",6,NA,NA,1,6,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J6X",1,1,"September 30, 2012","MONTRÉAL",17,NA,NA,17,1,0,5.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K2J",4,1,"December 31, 2012","OTTAWA",79,NA,NA,13,6.07692307692308,0,10.1538461538462,NA,NA,12,67,NA,79,0,0,298849.873417722,247990,345900
"2012","1400","G3E",5,2,"June 30, 2012","QUÉBEC",21,NA,NA,4,5.25,1.5,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L5E",1,1,"March 31, 2012","TORONTO",13,NA,NA,13,1,0,10.7692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V3M",5,3,"June 30, 2012","VANCOUVER",149,NA,NA,5,29.8,2.4,14.4,NA,58,90,1,NA,149,26.4026845637584,284.195856375839,315465.610738255,198574,451900
"2012","0340","T6J",1,1,"September 30, 2012","EDMONTON",9,NA,NA,9,1,0,6.55555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J7Z",5,4,"June 30, 2012","MONTRÉAL",41,NA,NA,1,41,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L5W",2,1,"December 31, 2012","TORONTO",8,NA,NA,4,2,0,6.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M6B",1,1,"December 31, 2012","TORONTO",14,NA,NA,14,1,0,17.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M9R",2,2,"December 31, 2012","TORONTO",6,NA,NA,3,2,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V7V",1,1,"December 31, 2012","VANCOUVER",15,NA,NA,15,1,0,20.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2440","V8R",1,1,"December 31, 2012","VICTORIA",7,NA,NA,7,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0340","T5M",4,1,"December 31, 2012","EDMONTON",3,NA,NA,1,3,0,7,NA,NA,NA,3,NA,3,130,1399.307,375000,375000,375000
"2012","0340","T5Y",2,1,"December 31, 2012","EDMONTON",36,NA,NA,18,2,0,5.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0580","B4C",2,1,"June 30, 2012","HALIFAX",42,NA,NA,21,2,0,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0610","L8J",4,1,"June 30, 2012","HAMILTON",21,NA,NA,4,5.25,0,11.5,NA,NA,NA,13,NA,13,139,1496.1821,250053.846153846,243900,253900
"2012","1060","J0P",4,3,"March 31, 2012","MONTRÉAL",16,NA,NA,1,16,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J7K",1,1,"June 30, 2012","MONTRÉAL",14,NA,NA,14,1,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J7R",2,1,"September 30, 2012","MONTRÉAL",10,NA,NA,5,2,0,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K2L",5,2,"March 31, 2012","OTTAWA",146,NA,NA,1,146,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G1E",5,1,"September 30, 2012","QUÉBEC",14,NA,NA,7,2,1,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G3G",5,1,"September 30, 2012","QUÉBEC",4,NA,NA,2,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M2N",4,1,"March 31, 2012","TORONTO",71,NA,NA,7,10.1428571428571,0,16.7142857142857,NA,NA,1,51,NA,52,41.0384615384615,441.733896153846,784046.153846154,649900,929800
"2012","2410","V3M",1,1,"December 31, 2012","VANCOUVER",42,NA,NA,42,1,0,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V5A",5,2,"September 30, 2012","VANCOUVER",64,NA,NA,1,64,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V6P",1,2,"September 30, 2012","VANCOUVER",14,NA,NA,14,1,0,7.46153846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2410","V7N",5,1,"June 30, 2012","VANCOUVER",10,NA,NA,5,2,2,9.4,NA,NA,NA,1,4,5,0,0,1816960,1432000,2388900
"2012","2680","R2N",5,3,"March 31, 2012","WINNIPEG",120,NA,NA,2,60,4,13,NA,49,61,NA,NA,110,86.2818181818182,928.728862727273,231164.109090909,174750,357000
"2012","0340","T8A",1,1,"March 31, 2012","EDMONTON",72,NA,NA,72,1,0,5.43055555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0580","B2Z",2,1,"March 31, 2012","HALIFAX",2,NA,NA,1,2,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","H2C",2,1,"December 31, 2012","MONTRÉAL",2,NA,NA,1,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J3X",1,1,"December 31, 2012","MONTRÉAL",22,NA,NA,22,1,0,6.31578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K1T",1,1,"June 30, 2012","OTTAWA",133,NA,NA,133,1,0,4.44761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1400","G3K",2,1,"March 31, 2012","QUÉBEC",56,NA,NA,28,2,0,4.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L3Y",1,1,"September 30, 2012","TORONTO",3,NA,NA,3,1,0,13.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","L6A",4,1,"December 31, 2012","TORONTO",9,NA,NA,2,4.5,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2270","M4V",4,1,"September 30, 2012","TORONTO",5,NA,NA,1,5,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2680","R3H",1,2,"June 30, 2012","WINNIPEG",1,NA,NA,1,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","0140","T2B",1,1,"March 31, 2012","CALGARY",1,NA,NA,1,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1060","J5X",5,1,"June 30, 2012","MONTRÉAL",4,NA,NA,2,2,1.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","1265","K1N",5,3,"December 31, 2012","OTTAWA",233,NA,NA,2,116.5,9,13.5,3,174,56,NA,NA,233,63.0729613733906,678.911048927038,309799.227467811,191900,625000
"2012","1265","K2T",1,1,"September 30, 2012","OTTAWA",64,NA,NA,64,1,0,7.38095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
