"","ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount"
"1093","2007","1060","J4M",5,3,"December 31, 2007","MONTRÉAL",8,5,1.6,2
"1094","2007","1060","J4N",1,1,"December 31, 2007","MONTRÉAL",0,1,0,0
"1095","2007","1060","J4N",5,3,"December 31, 2007","MONTRÉAL",4,2,2,2
"1096","2007","1060","J4V",5,3,"December 31, 2007","MONTRÉAL",8,3,2.66666666666667,3
"1097","2007","1060","J4W",5,3,"December 31, 2007","MONTRÉAL",23,2,11.5,6
"1098","2007","1060","J4X",1,1,"December 31, 2007","MONTRÉAL",0,1,0,0
"1099","2007","1060","J4X",5,3,"December 31, 2007","MONTRÉAL",5,2,2.5,2
"1100","2007","1060","J5B",1,1,"December 31, 2007","MONTRÉAL",2,4,0.5,0
"1101","2007","1060","J5L",1,1,"December 31, 2007","MONTRÉAL",23,39,0.58974358974359,0
"1102","2007","1060","J5L",2,1,"December 31, 2007","MONTRÉAL",2,3,0.666666666666667,0
"1103","2007","1060","J5R",1,1,"December 31, 2007","MONTRÉAL",5,27,0.185185185185185,0
"1104","2007","1060","J5R",2,1,"December 31, 2007","MONTRÉAL",2,4,0.5,0
"1105","2007","1060","J5R",4,3,"December 31, 2007","MONTRÉAL",2,2,1,2
"1106","2007","1060","J5R",5,3,"December 31, 2007","MONTRÉAL",1,1,1,3
"1107","2007","1060","J5T",1,1,"December 31, 2007","MONTRÉAL",2,14,0.142857142857143,0
"1108","2007","1060","J5T",5,3,"December 31, 2007","MONTRÉAL",9,3,3,2
"1109","2007","1060","J5W",1,1,"December 31, 2007","MONTRÉAL",12,31,0.387096774193548,0
"1110","2007","1060","J5W",2,1,"December 31, 2007","MONTRÉAL",6,8,0.75,0
"1111","2007","1060","J5W",5,3,"December 31, 2007","MONTRÉAL",18,4,4.5,2.5
"1112","2007","1060","J5Y",1,1,"December 31, 2007","MONTRÉAL",18,23,0.782608695652174,0
"1113","2007","1060","J5Y",5,3,"December 31, 2007","MONTRÉAL",26,7,3.71428571428571,2.57142857142857
"1114","2007","1060","J5Z",1,1,"December 31, 2007","MONTRÉAL",5,19,0.263157894736842,0
"1115","2007","1060","J5Z",2,1,"December 31, 2007","MONTRÉAL",1,1,1,0
"1116","2007","1060","J5Z",4,1,"December 31, 2007","MONTRÉAL",3,1,3,2
"1117","2007","1060","J5Z",5,3,"December 31, 2007","MONTRÉAL",53,21,2.52380952380952,2.38095238095238
"1118","2007","1060","J6J",1,1,"December 31, 2007","MONTRÉAL",2,16,0.125,0
"1119","2007","1060","J6N",1,1,"December 31, 2007","MONTRÉAL",0,2,0,0
"1120","2007","1060","J6N",5,3,"December 31, 2007","MONTRÉAL",5,1,5,2
"1121","2007","1060","J6R",1,1,"December 31, 2007","MONTRÉAL",0,3,0,0
"1122","2007","1060","J6W",5,3,"December 31, 2007","MONTRÉAL",13,4,3.25,2.25
"1123","2007","1060","J6X",1,1,"December 31, 2007","MONTRÉAL",14,22,0.636363636363636,0
"1124","2007","1060","J6X",5,3,"December 31, 2007","MONTRÉAL",3,1,3,2
"1125","2007","1060","J6Y",1,1,"December 31, 2007","MONTRÉAL",5,6,0.833333333333333,0
"1126","2007","1060","J6Y",2,1,"December 31, 2007","MONTRÉAL",0,1,0,0
"1127","2007","1060","J6Y",5,3,"December 31, 2007","MONTRÉAL",1,1,1,3
"1128","2007","1060","J7A",1,1,"December 31, 2007","MONTRÉAL",2,3,0.666666666666667,0
"1129","2007","1060","J7C",1,1,"December 31, 2007","MONTRÉAL",7,17,0.411764705882353,0
"1130","2007","1060","J7C",5,3,"December 31, 2007","MONTRÉAL",1,1,1,2
"1131","2007","1060","J7E",5,3,"December 31, 2007","MONTRÉAL",38,7,5.42857142857143,4
"1132","2007","1060","J7G",1,1,"December 31, 2007","MONTRÉAL",2,3,0.666666666666667,0
"1133","2007","1060","J7J",1,1,"December 31, 2007","MONTRÉAL",12,15,0.8,0
"1134","2007","1060","J7J",5,1,"December 31, 2007","MONTRÉAL",7,4,1.75,0
"1135","2007","1060","J7K",1,1,"December 31, 2007","MONTRÉAL",4,11,0.363636363636364,0
"1136","2007","1060","J7K",5,1,"December 31, 2007","MONTRÉAL",10,5,2,0
"1137","2007","1060","J7L",1,1,"December 31, 2007","MONTRÉAL",0,1,0,0
"1138","2007","1060","J7M",1,1,"December 31, 2007","MONTRÉAL",17,26,0.653846153846154,0
"1139","2007","1060","J7M",2,1,"December 31, 2007","MONTRÉAL",1,1,1,0
"1140","2007","1060","J7M",5,1,"December 31, 2007","MONTRÉAL",2,1,2,0
"1141","2007","1060","J7M",5,3,"December 31, 2007","MONTRÉAL",11,7,1.57142857142857,2
"1142","2007","1060","J7P",1,1,"December 31, 2007","MONTRÉAL",0,1,0,0
"1143","2007","1060","J7P",5,3,"December 31, 2007","MONTRÉAL",5,1,5,2
"1144","2007","1060","J7R",1,1,"December 31, 2007","MONTRÉAL",7,15,0.466666666666667,0
"1145","2007","1060","J7R",4,3,"December 31, 2007","MONTRÉAL",1,1,1,2
"1146","2007","1060","J7R",5,3,"December 31, 2007","MONTRÉAL",4,1,4,0
"1147","2007","1060","J7V",1,1,"December 31, 2007","MONTRÉAL",28,58,0.482758620689655,0
"1148","2007","1060","J7V",2,1,"December 31, 2007","MONTRÉAL",5,4,1.25,0
"1149","2007","1060","J7V",4,1,"December 31, 2007","MONTRÉAL",16,10,1.6,1.4
"1150","2007","1060","J7V",4,3,"December 31, 2007","MONTRÉAL",2,1,2,2
"1151","2007","1060","J7V",5,3,"December 31, 2007","MONTRÉAL",2,1,2,3
"1152","2007","1060","J7Y",1,1,"December 31, 2007","MONTRÉAL",8,10,0.8,0
"1153","2007","1060","J7Y",5,3,"December 31, 2007","MONTRÉAL",39,8,4.875,2.125
"1154","2007","1060","J7Z",1,1,"December 31, 2007","MONTRÉAL",1,1,1,0
"1155","2007","1060","J7Z",5,3,"December 31, 2007","MONTRÉAL",12,2,6,3
"1156","2007","1060","nan",1,1,"December 31, 2007","MONTRÉAL",241,477,0.505241090146751,0
"1157","2007","1060","nan",2,1,"December 31, 2007","MONTRÉAL",47,55,0.854545454545454,0
"1158","2007","1060","nan",4,1,"December 31, 2007","MONTRÉAL",16,5,3.2,1.6
"1159","2007","1060","nan",4,3,"December 31, 2007","MONTRÉAL",44,23,1.91304347826087,2.17391304347826
"1160","2007","1060","nan",5,1,"December 31, 2007","MONTRÉAL",7,4,1.75,0.5
"1161","2007","1060","nan",5,3,"December 31, 2007","MONTRÉAL",444,124,3.58064516129032,2.64516129032258
"1162","2007","1265","K0A",1,1,"December 31, 2007","OTTAWA",9,69,0.130434782608696,0
"1163","2007","1265","K0A",2,1,"December 31, 2007","OTTAWA",0,3,0,0
"1164","2007","1265","K0A",4,1,"December 31, 2007","OTTAWA",1,1,1,2
"1165","2007","1265","K1B",5,3,"December 31, 2007","OTTAWA",8,3,2.66666666666667,0
"1166","2007","1265","K1C",1,1,"December 31, 2007","OTTAWA",0,1,0,0
"1167","2007","1265","K1H",2,1,"December 31, 2007","OTTAWA",1,1,1,0
"1168","2007","1265","K1H",4,1,"December 31, 2007","OTTAWA",2,2,1,0
"1169","2007","1265","K1M",5,3,"December 31, 2007","OTTAWA",6,1,6,0
"1170","2007","1265","K1N",4,1,"December 31, 2007","OTTAWA",1,1,1,0
"1171","2007","1265","K1N",5,3,"December 31, 2007","OTTAWA",1,1,1,0
"1172","2007","1265","K1P",5,3,"December 31, 2007","OTTAWA",12,1,12,0
"1173","2007","1265","K1S",2,1,"December 31, 2007","OTTAWA",0,1,0,0
"1174","2007","1265","K1T",1,1,"December 31, 2007","OTTAWA",1,11,0.0909090909090909,0
"1175","2007","1265","K1T",2,1,"December 31, 2007","OTTAWA",0,1,0,0
"1176","2007","1265","K1T",4,1,"December 31, 2007","OTTAWA",3,1,3,0
"1177","2007","1265","K1V",1,1,"December 31, 2007","OTTAWA",3,4,0.75,0
"1178","2007","1265","K1V",2,1,"December 31, 2007","OTTAWA",2,1,2,0
"1179","2007","1265","K1V",5,3,"December 31, 2007","OTTAWA",79,3,26.3333333333333,0
"1180","2007","1265","K1Y",5,3,"December 31, 2007","OTTAWA",1,1,1,0
"1181","2007","1265","K1Z",1,1,"December 31, 2007","OTTAWA",0,1,0,0
"1182","2007","1265","K1Z",2,1,"December 31, 2007","OTTAWA",3,2,1.5,0
"1183","2007","1265","K2A",2,1,"December 31, 2007","OTTAWA",0,1,0,0
"1184","2007","1265","K2C",1,1,"December 31, 2007","OTTAWA",1,6,0.166666666666667,0
"1185","2007","1265","K2C",4,1,"December 31, 2007","OTTAWA",3,1,3,0
"1186","2007","1265","K2E",2,1,"December 31, 2007","OTTAWA",1,2,0.5,0
"1187","2007","1265","K2E",4,1,"December 31, 2007","OTTAWA",1,1,1,0
"1188","2007","1265","K2E",5,3,"December 31, 2007","OTTAWA",22,1,22,12
"1189","2007","1265","K2G",1,1,"December 31, 2007","OTTAWA",0,2,0,0
"1190","2007","1265","K2J",1,1,"December 31, 2007","OTTAWA",0,6,0,0
"1191","2007","1265","K2K",1,1,"December 31, 2007","OTTAWA",0,6,0,0
"1192","2007","1265","K2K",4,1,"December 31, 2007","OTTAWA",1,1,1,0
"1193","2007","1265","K2L",4,3,"December 31, 2007","OTTAWA",1,1,1,0
"1194","2007","1265","K2L",5,3,"December 31, 2007","OTTAWA",5,3,1.66666666666667,0
"1195","2007","1265","K2M",1,1,"December 31, 2007","OTTAWA",0,1,0,0
"1196","2007","1265","K2M",2,1,"December 31, 2007","OTTAWA",1,3,0.333333333333333,0
"1197","2007","1265","K2M",4,1,"December 31, 2007","OTTAWA",5,3,1.66666666666667,0
"1198","2007","1265","K2S",1,1,"December 31, 2007","OTTAWA",1,7,0.142857142857143,0
"1199","2007","1265","K4K",1,1,"December 31, 2007","OTTAWA",0,5,0,0
"1200","2007","1265","K4M",1,1,"December 31, 2007","OTTAWA",0,2,0,0
"1201","2007","1265","K4P",1,1,"December 31, 2007","OTTAWA",5,14,0.357142857142857,0
"1202","2007","1265","K4R",1,1,"December 31, 2007","OTTAWA",0,1,0,0
"1203","2007","1265","nan",1,1,"December 31, 2007","OTTAWA",38,140,0.271428571428571,0
"1204","2007","1265","nan",2,1,"December 31, 2007","OTTAWA",5,6,0.833333333333333,0
"1205","2007","1265","nan",4,1,"December 31, 2007","OTTAWA",78,42,1.85714285714286,0.0476190476190476
"1206","2007","1265","nan",4,3,"December 31, 2007","OTTAWA",7,6,1.16666666666667,0
"1207","2007","1265","nan",5,3,"December 31, 2007","OTTAWA",91,18,5.05555555555556,0.555555555555556
"1208","2007","1400","G0A",1,1,"December 31, 2007","QUÉBEC",5,34,0.147058823529412,0
"1209","2007","1400","G0A",2,1,"December 31, 2007","QUÉBEC",3,2,1.5,0
"1210","2007","1400","G0A",5,1,"December 31, 2007","QUÉBEC",1,1,1,0
"1211","2007","1400","G0A",5,3,"December 31, 2007","QUÉBEC",1,1,1,4
"1212","2007","1400","G0R",1,1,"December 31, 2007","QUÉBEC",2,3,0.666666666666667,0
"1213","2007","1400","G1B",1,1,"December 31, 2007","QUÉBEC",0,6,0,0
"1214","2007","1400","G1B",5,1,"December 31, 2007","QUÉBEC",2,2,1,1
"1215","2007","1400","G1C",1,1,"December 31, 2007","QUÉBEC",0,5,0,0
"1216","2007","1400","G1C",5,1,"December 31, 2007","QUÉBEC",2,2,1,1.5
"1217","2007","1400","G1C",5,3,"December 31, 2007","QUÉBEC",15,7,2.14285714285714,2.14285714285714
"1218","2007","1400","G1E",1,1,"December 31, 2007","QUÉBEC",0,1,0,0
"1219","2007","1400","G1E",2,1,"December 31, 2007","QUÉBEC",1,1,1,0
"1220","2007","1400","G1E",5,1,"December 31, 2007","QUÉBEC",1,1,1,2
"1221","2007","1400","G1G",5,1,"December 31, 2007","QUÉBEC",2,2,1,1.5
"1222","2007","1400","G1G",5,3,"December 31, 2007","QUÉBEC",13,5,2.6,3.8
"1223","2007","1400","G1H",5,1,"December 31, 2007","QUÉBEC",1,1,1,2
"1224","2007","1400","G1K",5,3,"December 31, 2007","QUÉBEC",16,2,8,1.5
"1225","2007","1400","G1L",5,3,"December 31, 2007","QUÉBEC",1,1,1,3
"1226","2007","1400","G1R",5,3,"December 31, 2007","QUÉBEC",40,1,40,0
"1227","2007","1400","G1S",1,1,"December 31, 2007","QUÉBEC",1,1,1,0
"1228","2007","1400","G1T",5,3,"December 31, 2007","QUÉBEC",1,1,1,3
"1229","2007","1400","G1W",1,1,"December 31, 2007","QUÉBEC",1,3,0.333333333333333,0
"1230","2007","1400","G1W",2,1,"December 31, 2007","QUÉBEC",1,2,0.5,0
"1231","2007","1400","G1X",1,1,"December 31, 2007","QUÉBEC",1,6,0.166666666666667,0
"1232","2007","1400","G1X",4,3,"December 31, 2007","QUÉBEC",1,1,1,2
"1233","2007","1400","G2A",1,1,"December 31, 2007","QUÉBEC",0,2,0,0
"1234","2007","1400","G2A",5,3,"December 31, 2007","QUÉBEC",3,3,1,3
"1235","2007","1400","G2B",1,1,"December 31, 2007","QUÉBEC",3,13,0.230769230769231,0
"1236","2007","1400","G2B",5,3,"December 31, 2007","QUÉBEC",3,1,3,3
"1237","2007","1400","G2C",1,1,"December 31, 2007","QUÉBEC",3,12,0.25,0
"1238","2007","1400","G2C",2,1,"December 31, 2007","QUÉBEC",2,4,0.5,0
"1239","2007","1400","G2C",5,3,"December 31, 2007","QUÉBEC",24,12,2,2.91666666666667
"1240","2007","1400","G2E",1,1,"December 31, 2007","QUÉBEC",1,1,1,0
"1241","2007","1400","G2E",4,1,"December 31, 2007","QUÉBEC",5,1,5,2
"1242","2007","1400","G2E",5,3,"December 31, 2007","QUÉBEC",2,2,1,3
"1243","2007","1400","G2G",1,1,"December 31, 2007","QUÉBEC",0,1,0,0
"1244","2007","1400","G2J",1,1,"December 31, 2007","QUÉBEC",1,4,0.25,0
"1245","2007","1400","G2J",5,3,"December 31, 2007","QUÉBEC",4,4,1,3.25
"1246","2007","1400","G2N",2,1,"December 31, 2007","QUÉBEC",0,2,0,0
"1247","2007","1400","G3A",1,1,"December 31, 2007","QUÉBEC",1,2,0.5,0
"1248","2007","1400","G3A",2,1,"December 31, 2007","QUÉBEC",3,2,1.5,0
"1249","2007","1400","G3A",4,1,"December 31, 2007","QUÉBEC",3,1,3,2
"1250","2007","1400","G3B",1,1,"December 31, 2007","QUÉBEC",0,6,0,0
"1251","2007","1400","G3E",1,1,"December 31, 2007","QUÉBEC",2,5,0.4,0
"1252","2007","1400","G3G",1,1,"December 31, 2007","QUÉBEC",1,7,0.142857142857143,0
"1253","2007","1400","G3G",5,1,"December 31, 2007","QUÉBEC",2,1,2,2
"1254","2007","1400","G3J",1,1,"December 31, 2007","QUÉBEC",0,5,0,0
"1255","2007","1400","G3K",1,1,"December 31, 2007","QUÉBEC",0,1,0,0
"1256","2007","1400","G3K",2,1,"December 31, 2007","QUÉBEC",5,3,1.66666666666667,0
"1257","2007","1400","G6C",1,1,"December 31, 2007","QUÉBEC",0,1,0,0
"1258","2007","1400","G6K",4,1,"December 31, 2007","QUÉBEC",3,1,3,2
"1259","2007","1400","G6K",5,3,"December 31, 2007","QUÉBEC",4,1,4,2
"1260","2007","1400","G6V",1,1,"December 31, 2007","QUÉBEC",2,3,0.666666666666667,0
"1261","2007","1400","G6V",4,1,"December 31, 2007","QUÉBEC",5,4,1.25,0.75
"1262","2007","1400","G6V",5,3,"December 31, 2007","QUÉBEC",23,4,5.75,3.75
"1263","2007","1400","G6W",1,1,"December 31, 2007","QUÉBEC",2,2,1,0
"1264","2007","1400","G6W",4,1,"December 31, 2007","QUÉBEC",2,1,2,3
"1265","2007","1400","G6W",5,3,"December 31, 2007","QUÉBEC",1,1,1,3
"1266","2007","1400","G6Z",1,1,"December 31, 2007","QUÉBEC",3,8,0.375,0
"1267","2007","1400","G6Z",2,1,"December 31, 2007","QUÉBEC",2,1,2,0
"1268","2007","1400","G6Z",4,1,"December 31, 2007","QUÉBEC",1,1,1,3
"1269","2007","1400","G7A",1,1,"December 31, 2007","QUÉBEC",0,2,0,0
"1270","2007","1400","nan",1,1,"December 31, 2007","QUÉBEC",14,76,0.184210526315789,0
"1271","2007","1400","nan",2,1,"December 31, 2007","QUÉBEC",4,5,0.8,0
"1272","2007","1400","nan",4,1,"December 31, 2007","QUÉBEC",8,4,2,2
"1273","2007","1400","nan",5,1,"December 31, 2007","QUÉBEC",3,2,1.5,1
"1274","2007","1400","nan",5,3,"December 31, 2007","QUÉBEC",36,12,3,1.75
"1275","2007","1490","S4N",1,1,"December 31, 2007","REGINA",0,2,0,0
"1276","2007","1490","S4P",1,1,"December 31, 2007","REGINA",1,4,0.25,0
"1277","2007","1490","S4R",1,1,"December 31, 2007","REGINA",2,2,1,0
"1278","2007","1490","S4T",1,1,"December 31, 2007","REGINA",0,1,0,0
"1279","2007","1490","S4V",1,1,"December 31, 2007","REGINA",6,25,0.24,0
"1280","2007","1490","S4V",1,3,"December 31, 2007","REGINA",7,16,0.4375,0
"1281","2007","1490","S4X",1,1,"December 31, 2007","REGINA",8,11,0.727272727272727,0
"1282","2007","1490","S4X",4,3,"December 31, 2007","REGINA",2,1,2,0
"1283","2007","1490","nan",1,1,"December 31, 2007","REGINA",0,11,0,0
"1284","2007","1700","S7H",1,1,"December 31, 2007","SASKATOON",0,1,0,0
"1285","2007","1700","S7J",1,3,"December 31, 2007","SASKATOON",1,1,1,0
"1286","2007","1700","S7J",2,1,"December 31, 2007","SASKATOON",0,1,0,0
"1287","2007","1700","S7K",2,1,"December 31, 2007","SASKATOON",0,1,0,0
"1288","2007","1700","S7L",1,1,"December 31, 2007","SASKATOON",0,17,0,0
"1289","2007","1700","S7L",2,1,"December 31, 2007","SASKATOON",0,1,0,0
"1290","2007","1700","S7M",1,1,"December 31, 2007","SASKATOON",0,1,0,0
"1291","2007","1700","S7N",1,1,"December 31, 2007","SASKATOON",0,3,0,0
"1292","2007","1700","S7N",2,1,"December 31, 2007","SASKATOON",0,2,0,0
"1293","2007","1700","S7T",1,1,"December 31, 2007","SASKATOON",2,19,0.105263157894737,0
"1294","2007","1700","S7V",1,1,"December 31, 2007","SASKATOON",0,4,0,0
"1295","2007","1700","nan",1,1,"December 31, 2007","SASKATOON",20,75,0.266666666666667,0
"1296","2007","1700","nan",2,1,"December 31, 2007","SASKATOON",3,3,1,0
"1297","2007","2270","L0E",1,1,"December 31, 2007","TORONTO",0,4,0,0
"1298","2007","2270","L0G",1,1,"December 31, 2007","TORONTO",4,5,0.8,0
"1299","2007","2270","L0G",4,1,"December 31, 2007","TORONTO",6,1,6,0
"1300","2007","2270","L0H",1,1,"December 31, 2007","TORONTO",0,1,0,0
"1301","2007","2270","L0P",1,1,"December 31, 2007","TORONTO",2,11,0.181818181818182,0
"1302","2007","2270","L1S",2,1,"December 31, 2007","TORONTO",2,7,0.285714285714286,0
"1303","2007","2270","L1T",1,1,"December 31, 2007","TORONTO",1,8,0.125,0
"1304","2007","2270","L1V",1,1,"December 31, 2007","TORONTO",2,10,0.2,0
"1305","2007","2270","L1V",2,1,"December 31, 2007","TORONTO",0,4,0,0
"1306","2007","2270","L1W",1,1,"December 31, 2007","TORONTO",0,2,0,0
"1307","2007","2270","L1Z",1,1,"December 31, 2007","TORONTO",0,2,0,0
"1308","2007","2270","L1Z",4,1,"December 31, 2007","TORONTO",33,12,2.75,0
"1309","2007","2270","L3P",1,1,"December 31, 2007","TORONTO",0,2,0,0
"1310","2007","2270","L3R",1,1,"December 31, 2007","TORONTO",0,1,0,0
"1311","2007","2270","L3R",5,3,"December 31, 2007","TORONTO",6,1,6,0
"1312","2007","2270","L3T",1,1,"December 31, 2007","TORONTO",0,1,0,0
"1313","2007","2270","L3T",5,3,"December 31, 2007","TORONTO",18,2,9,12
"1314","2007","2270","L3X",1,1,"December 31, 2007","TORONTO",5,13,0.384615384615385,0
"1315","2007","2270","L3Z",1,1,"December 31, 2007","TORONTO",0,39,0,0
"1316","2007","2270","L4A",1,1,"December 31, 2007","TORONTO",0,3,0,0
"1317","2007","2270","L4C",1,1,"December 31, 2007","TORONTO",0,21,0,0
"1318","2007","2270","L4E",1,1,"December 31, 2007","TORONTO",1,1,1,0
"1319","2007","2270","L4E",4,1,"December 31, 2007","TORONTO",4,2,2,1
"1320","2007","2270","L4E",4,3,"December 31, 2007","TORONTO",4,1,4,0
"1321","2007","2270","L4G",1,1,"December 31, 2007","TORONTO",2,4,0.5,0
"1322","2007","2270","L4H",1,1,"December 31, 2007","TORONTO",1,1,1,0
"1323","2007","2270","L4J",1,1,"December 31, 2007","TORONTO",2,3,0.666666666666667,0
"1324","2007","2270","L4K",1,1,"December 31, 2007","TORONTO",0,6,0,0
"1325","2007","2270","L4K",2,1,"December 31, 2007","TORONTO",0,1,0,0
"1326","2007","2270","L4K",5,3,"December 31, 2007","TORONTO",3,1,3,8
"1327","2007","2270","L4L",1,1,"December 31, 2007","TORONTO",2,3,0.666666666666667,0
"1328","2007","2270","L4L",4,1,"December 31, 2007","TORONTO",2,1,2,3
"1329","2007","2270","L4L",4,3,"December 31, 2007","TORONTO",2,2,1,0
"1330","2007","2270","L4P",1,1,"December 31, 2007","TORONTO",1,5,0.2,0
"1331","2007","2270","L4S",1,1,"December 31, 2007","TORONTO",2,14,0.142857142857143,0
"1332","2007","2270","L4T",1,1,"December 31, 2007","TORONTO",0,2,0,0
"1333","2007","2270","L5B",1,1,"December 31, 2007","TORONTO",1,15,0.0666666666666667,0
"1334","2007","2270","L5C",1,1,"December 31, 2007","TORONTO",0,7,0,0
"1335","2007","2270","L5E",1,1,"December 31, 2007","TORONTO",0,1,0,0
"1336","2007","2270","L5G",1,1,"December 31, 2007","TORONTO",0,2,0,0
"1337","2007","2270","L5G",2,1,"December 31, 2007","TORONTO",0,1,0,0
"1338","2007","2270","L5H",1,1,"December 31, 2007","TORONTO",0,4,0,0
"1339","2007","2270","L5J",1,1,"December 31, 2007","TORONTO",0,2,0,0
"1340","2007","2270","L5L",4,3,"December 31, 2007","TORONTO",2,2,1,0
"1341","2007","2270","L5M",1,1,"December 31, 2007","TORONTO",0,1,0,0
"1342","2007","2270","L6G",5,3,"December 31, 2007","TORONTO",3,1,3,0
"1343","2007","2270","L6H",1,1,"December 31, 2007","TORONTO",4,21,0.19047619047619,0
"1344","2007","2270","L6H",4,1,"December 31, 2007","TORONTO",1,1,1,0
"1345","2007","2270","L6J",1,1,"December 31, 2007","TORONTO",6,17,0.352941176470588,0
"1346","2007","2270","L6K",1,1,"December 31, 2007","TORONTO",1,1,1,0
"1347","2007","2270","L6K",4,3,"December 31, 2007","TORONTO",1,1,1,0
"1348","2007","2270","L6L",1,1,"December 31, 2007","TORONTO",9,17,0.529411764705882,0
"1349","2007","2270","L6L",4,1,"December 31, 2007","TORONTO",3,2,1.5,0
"1350","2007","2270","L6L",4,3,"December 31, 2007","TORONTO",3,2,1.5,0
"1351","2007","2270","L6M",1,1,"December 31, 2007","TORONTO",5,24,0.208333333333333,0
"1352","2007","2270","L6M",4,1,"December 31, 2007","TORONTO",1,1,1,0
"1353","2007","2270","L6R",1,1,"December 31, 2007","TORONTO",4,4,1,0
"1354","2007","2270","L6X",4,1,"December 31, 2007","TORONTO",1,1,1,0
"1355","2007","2270","L7B",1,1,"December 31, 2007","TORONTO",0,1,0,0
"1356","2007","2270","L7E",4,3,"December 31, 2007","TORONTO",2,1,2,0
"1357","2007","2270","L7G",1,1,"December 31, 2007","TORONTO",1,1,1,0
"1358","2007","2270","L7K",1,1,"December 31, 2007","TORONTO",2,4,0.5,0
"1359","2007","2270","L7K",2,1,"December 31, 2007","TORONTO",6,5,1.2,0
"1360","2007","2270","L9P",1,1,"December 31, 2007","TORONTO",2,8,0.25,0
"1361","2007","2270","L9P",2,1,"December 31, 2007","TORONTO",1,1,1,0
"1362","2007","2270","L9R",1,1,"December 31, 2007","TORONTO",0,9,0,0
"1363","2007","2270","L9T",1,1,"December 31, 2007","TORONTO",2,16,0.125,0
"1364","2007","2270","L9W",1,1,"December 31, 2007","TORONTO",5,12,0.416666666666667,0
"1365","2007","2270","L9W",4,1,"December 31, 2007","TORONTO",1,1,1,0
"1366","2007","2270","M1C",1,1,"December 31, 2007","TORONTO",1,6,0.166666666666667,0
"1367","2007","2270","M1E",1,1,"December 31, 2007","TORONTO",0,2,0,0
"1368","2007","2270","M1E",4,1,"December 31, 2007","TORONTO",1,1,1,0
"1369","2007","2270","M1L",1,1,"December 31, 2007","TORONTO",0,3,0,0
"1370","2007","2270","M1L",2,1,"December 31, 2007","TORONTO",0,18,0,0
"1371","2007","2270","M1M",1,1,"December 31, 2007","TORONTO",0,4,0,0
"1372","2007","2270","M1N",1,1,"December 31, 2007","TORONTO",1,5,0.2,0
"1373","2007","2270","M1S",1,1,"December 31, 2007","TORONTO",1,2,0.5,0
"1374","2007","2270","M2L",1,1,"December 31, 2007","TORONTO",6,6,1,0
"1375","2007","2270","M2L",5,3,"December 31, 2007","TORONTO",8,1,8,14
"1376","2007","2270","M2M",1,1,"December 31, 2007","TORONTO",5,5,1,0
"1377","2007","2270","M2M",5,3,"December 31, 2007","TORONTO",8,1,8,31
"1378","2007","2270","M2N",1,1,"December 31, 2007","TORONTO",11,14,0.785714285714286,0
"1379","2007","2270","M2P",1,1,"December 31, 2007","TORONTO",12,16,0.75,0
"1380","2007","2270","M2R",1,1,"December 31, 2007","TORONTO",3,3,1,0
"1381","2007","2270","M2R",4,1,"December 31, 2007","TORONTO",2,1,2,0
"1382","2007","2270","M3B",1,1,"December 31, 2007","TORONTO",5,5,1,0
"1383","2007","2270","M3C",5,3,"December 31, 2007","TORONTO",3,1,3,16
"1384","2007","2270","M3H",1,1,"December 31, 2007","TORONTO",3,3,1,0
"1385","2007","2270","M3J",4,1,"December 31, 2007","TORONTO",1,1,1,0
"1386","2007","2270","M3K",1,1,"December 31, 2007","TORONTO",2,5,0.4,0
"1387","2007","2270","M3L",1,1,"December 31, 2007","TORONTO",9,44,0.204545454545455,0
"1388","2007","2270","M4A",5,3,"December 31, 2007","TORONTO",9,1,9,0
"1389","2007","2270","M4E",1,1,"December 31, 2007","TORONTO",1,1,1,0
"1390","2007","2270","M4G",1,1,"December 31, 2007","TORONTO",3,3,1,0
"1391","2007","2270","M4G",5,3,"December 31, 2007","TORONTO",2,1,2,8
"1392","2007","2270","M4K",4,1,"December 31, 2007","TORONTO",2,1,2,0
"1393","2007","2270","M4L",4,1,"December 31, 2007","TORONTO",1,1,1,0
"1394","2007","2270","M4M",1,1,"December 31, 2007","TORONTO",1,1,1,0
"1395","2007","2270","M4N",1,1,"December 31, 2007","TORONTO",12,12,1,0
"1396","2007","2270","M4P",1,1,"December 31, 2007","TORONTO",1,1,1,0
"1397","2007","2270","M4R",1,1,"December 31, 2007","TORONTO",1,3,0.333333333333333,0
"1398","2007","2270","M4S",1,1,"December 31, 2007","TORONTO",0,1,0,0
"1399","2007","2270","M4T",1,1,"December 31, 2007","TORONTO",2,2,1,0
"1400","2007","2270","M4V",1,1,"December 31, 2007","TORONTO",1,2,0.5,0
"1401","2007","2270","M4W",1,1,"December 31, 2007","TORONTO",0,1,0,0
"1402","2007","2270","M5G",5,3,"December 31, 2007","TORONTO",2,1,2,0
"1403","2007","2270","M5M",1,1,"December 31, 2007","TORONTO",11,15,0.733333333333333,0
"1404","2007","2270","M5N",1,1,"December 31, 2007","TORONTO",10,10,1,0
"1405","2007","2270","M5P",1,1,"December 31, 2007","TORONTO",3,4,0.75,0
"1406","2007","2270","M5T",5,3,"December 31, 2007","TORONTO",8,1,8,0
"1407","2007","2270","M5V",5,3,"December 31, 2007","TORONTO",3,1,3,24
