"","ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"1","2006","0140","T2A",4,3,"March 31, 2006","CALGARY",10,NA,NA,1,10,0,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2006","0140","T2H",2,1,"December 31, 2006","CALGARY",2,NA,NA,1,2,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2006","0140","T2T",2,1,"September 30, 2006","CALGARY",66,NA,NA,33,2,0,11.7878787878788,0.545454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2006","0140","T3E",4,3,"December 31, 2006","CALGARY",57,NA,NA,10,5.7,0,12.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2006","0140","nan",2,3,"December 31, 2006","CALGARY",184,NA,NA,92,2,0,10.0326086956522,2.23913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2006","0140","nan",5,2,"March 31, 2006","CALGARY",23,NA,NA,2,11.5,0,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2006","0340","T0B",1,1,"September 30, 2006","EDMONTON",4,NA,NA,4,1,0,6.33333333333333,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2006","0340","T5A",4,3,"June 30, 2006","EDMONTON",18,NA,NA,3,6,0,15.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2006","0340","T5B",4,2,"June 30, 2006","EDMONTON",14,NA,NA,2,7,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2006","0340","T5P",2,1,"March 31, 2006","EDMONTON",8,NA,NA,4,2,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2006","0340","T5X",5,3,"June 30, 2006","EDMONTON",91,NA,NA,1,91,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2006","0340","T6A",1,1,"June 30, 2006","EDMONTON",6,NA,NA,6,1,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2006","0340","T6C",5,3,"March 31, 2006","EDMONTON",54,NA,NA,2,27,3.5,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2006","0340","T6E",5,3,"September 30, 2006","EDMONTON",40,NA,NA,3,13.3333333333333,3.66666666666667,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2006","0340","T6G",2,1,"March 31, 2006","EDMONTON",2,NA,NA,1,2,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2006","0340","T6L",4,3,"September 30, 2006","EDMONTON",4,NA,NA,1,4,0,19,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2006","0340","T9G",1,1,"June 30, 2006","EDMONTON",28,NA,NA,28,1,0,4.46428571428571,0.357142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2006","0340","nan",2,3,"June 30, 2006","EDMONTON",352,NA,NA,176,2,0,10.49375,7.79047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2006","0580","B0J",1,1,"June 30, 2006","HALIFAX",81,NA,NA,81,1,0,4.67142857142857,0.234567901234568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2006","0580","B2W",1,1,"September 30, 2006","HALIFAX",35,NA,NA,35,1,0,6.34285714285714,0.0285714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2006","0580","B2W",4,1,"March 31, 2006","HALIFAX",41,NA,NA,8,5.125,0,9.625,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2006","0580","B2Y",5,3,"March 31, 2006","HALIFAX",24,NA,NA,1,24,0,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2006","0580","B3A",1,1,"June 30, 2006","HALIFAX",2,NA,NA,2,1,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2006","0580","B3H",2,1,"June 30, 2006","HALIFAX",2,NA,NA,1,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2006","0580","B3M",5,3,"June 30, 2006","HALIFAX",137,NA,NA,3,45.6666666666667,1,14,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2006","0580","B3N",1,1,"March 31, 2006","HALIFAX",50,NA,NA,50,1,0,4.06382978723404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2006","0580","B4E",1,1,"June 30, 2006","HALIFAX",50,NA,NA,50,1,0,3.62790697674419,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2006","0610","L8J",1,1,"March 31, 2006","HAMILTON",53,NA,NA,53,1,0,5.30769230769231,0.283018867924528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2006","0610","L8P",1,1,"March 31, 2006","HAMILTON",1,NA,NA,1,1,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2006","1060","H1A",5,3,"June 30, 2006","MONTRÉAL",24,NA,NA,3,8,3,7.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2006","1060","H1E",2,1,"September 30, 2006","MONTRÉAL",16,NA,NA,8,2,0,5.16666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2006","1060","H1E",5,2,"September 30, 2006","MONTRÉAL",8,NA,NA,1,8,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2006","1060","H1J",1,1,"June 30, 2006","MONTRÉAL",6,NA,NA,6,1,0,8.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2006","1060","H1S",5,3,"March 31, 2006","MONTRÉAL",29,NA,NA,1,29,6,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2006","1060","H1X",5,3,"December 31, 2006","MONTRÉAL",28,NA,NA,8,3.5,0.75,6.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2006","1060","H2E",5,3,"September 30, 2006","MONTRÉAL",18,NA,NA,1,18,3,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2006","1060","H2K",5,4,"June 30, 2006","MONTRÉAL",16,NA,NA,1,16,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2006","1060","H4A",5,2,"September 30, 2006","MONTRÉAL",3,NA,NA,1,3,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2006","1060","H4E",5,2,"December 31, 2006","MONTRÉAL",62,NA,NA,4,15.5,3,8.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2006","1060","H4G",5,4,"June 30, 2006","MONTRÉAL",26,NA,NA,4,6.5,1.5,3.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2006","1060","H4L",5,4,"March 31, 2006","MONTRÉAL",55,NA,NA,1,55,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2006","1060","H7A",4,3,"June 30, 2006","MONTRÉAL",4,NA,NA,1,4,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2006","1060","H7E",2,1,"December 31, 2006","MONTRÉAL",10,NA,NA,5,2,0,5.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2006","1060","H7L",2,1,"September 30, 2006","MONTRÉAL",2,NA,NA,1,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2006","1060","H7L",5,3,"September 30, 2006","MONTRÉAL",36,NA,NA,6,6,1.66666666666667,6.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2006","1060","H7N",5,1,"June 30, 2006","MONTRÉAL",2,NA,NA,1,2,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2006","1060","H7P",1,1,"March 31, 2006","MONTRÉAL",70,NA,NA,70,1,0,5.03448275862069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2006","1060","H7V",5,3,"March 31, 2006","MONTRÉAL",158,NA,NA,3,52.6666666666667,6.66666666666667,15.6666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2006","1060","H8P",1,1,"March 31, 2006","MONTRÉAL",3,NA,NA,3,1,0,9.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2006","1060","H9A",5,3,"September 30, 2006","MONTRÉAL",100,NA,NA,5,20,0,10.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2006","1060","H9H",5,1,"September 30, 2006","MONTRÉAL",4,NA,NA,2,2,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2006","1060","H9H",5,2,"June 30, 2006","MONTRÉAL",35,NA,NA,7,5,2.14285714285714,14.4285714285714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2006","1060","H9K",1,1,"June 30, 2006","MONTRÉAL",40,NA,NA,40,1,0,5.15384615384615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2006","1060","H9S",1,1,"June 30, 2006","MONTRÉAL",8,NA,NA,8,1,0,8.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2006","1060","J0N",5,2,"June 30, 2006","MONTRÉAL",18,NA,NA,3,6,2,8.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2006","1060","J3L",5,3,"June 30, 2006","MONTRÉAL",67,NA,NA,16,4.1875,1.6875,6.64285714285714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2006","1060","J3N",1,1,"March 31, 2006","MONTRÉAL",72,NA,NA,72,1,0,5.18918918918919,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2006","1060","J3V",5,3,"September 30, 2006","MONTRÉAL",10,NA,NA,2,5,3,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2006","1060","J4K",4,1,"June 30, 2006","MONTRÉAL",3,NA,NA,1,3,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2006","1060","J4L",1,1,"September 30, 2006","MONTRÉAL",1,NA,NA,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2006","1060","J4T",5,2,"September 30, 2006","MONTRÉAL",18,NA,NA,6,3,2,6.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2006","1060","J4V",1,1,"December 31, 2006","MONTRÉAL",3,NA,NA,3,1,0,4.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2006","1060","J5L",5,2,"June 30, 2006","MONTRÉAL",45,NA,NA,12,3.75,1.83333333333333,3.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2006","1060","J5T",5,1,"June 30, 2006","MONTRÉAL",8,NA,NA,4,2,1.75,4.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2006","1060","J5Y",1,1,"June 30, 2006","MONTRÉAL",235,NA,NA,235,1,0,4.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2006","1060","J5Z",5,1,"June 30, 2006","MONTRÉAL",8,NA,NA,4,2,0.75,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2006","1060","J6A",1,1,"December 31, 2006","MONTRÉAL",2,NA,NA,2,1,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2006","1060","J6J",1,1,"March 31, 2006","MONTRÉAL",63,NA,NA,63,1,0,4.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2006","1060","J6W",5,3,"September 30, 2006","MONTRÉAL",20,NA,NA,3,6.66666666666667,2.66666666666667,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2006","1060","J6Y",2,1,"June 30, 2006","MONTRÉAL",2,NA,NA,1,2,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2006","1060","J6Y",5,1,"June 30, 2006","MONTRÉAL",14,NA,NA,7,2,1.28571428571429,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2006","1060","J6Y",5,3,"September 30, 2006","MONTRÉAL",21,NA,NA,3,7,2,6.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2006","1060","J7K",5,3,"June 30, 2006","MONTRÉAL",8,NA,NA,1,8,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2006","1060","J7M",1,1,"March 31, 2006","MONTRÉAL",225,NA,NA,225,1,0,4.90789473684211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2006","1060","J7M",5,2,"March 31, 2006","MONTRÉAL",36,NA,NA,7,5.14285714285714,0.857142857142857,4.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2006","1060","J7T",1,1,"December 31, 2006","MONTRÉAL",4,NA,NA,4,1,0,7.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2006","1060","J7V",4,3,"June 30, 2006","MONTRÉAL",39,NA,NA,10,3.9,1.6,6.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2006","1060","J7Y",5,3,"June 30, 2006","MONTRÉAL",93,NA,NA,13,7.15384615384615,2.69230769230769,6.41666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2006","1060","nan",2,1,"March 31, 2006","MONTRÉAL",250,NA,NA,125,2,0,6.10185185185185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2006","1060","nan",2,3,"September 30, 2006","MONTRÉAL",4,NA,NA,2,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2006","1265","K1M",1,1,"June 30, 2006","OTTAWA",1,NA,NA,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2006","1265","K1N",5,3,"September 30, 2006","OTTAWA",280,NA,NA,3,93.3333333333333,0,20.6666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2006","1265","K1V",1,1,"March 31, 2006","OTTAWA",61,NA,NA,61,1,0,4.56666666666667,1.08196721311475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2006","1265","K2C",1,1,"March 31, 2006","OTTAWA",40,NA,NA,40,1,0,7.45,1.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2006","1265","nan",2,1,"March 31, 2006","OTTAWA",246,NA,NA,123,2,0,5.74380165289256,0.365853658536585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2006","1400","G0A",1,1,"March 31, 2006","QUÉBEC",327,NA,NA,327,1,0,5.04326923076923,0.155963302752294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2006","1400","G1C",1,1,"March 31, 2006","QUÉBEC",117,NA,NA,117,1,0,5.79411764705882,0.0427350427350427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2006","1400","G1G",5,3,"September 30, 2006","QUÉBEC",125,NA,NA,5,25,3.6,6.66666666666667,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2006","1400","G1K",5,2,"September 30, 2006","QUÉBEC",59,NA,NA,4,14.75,0.75,5.5,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2006","1400","G1M",1,1,"March 31, 2006","QUÉBEC",1,NA,NA,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2006","1400","G1X",1,1,"March 31, 2006","QUÉBEC",40,NA,NA,40,1,0,4.03571428571429,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2006","1400","G1X",5,2,"June 30, 2006","QUÉBEC",188,NA,NA,2,94,5.5,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2006","1400","G2A",1,1,"March 31, 2006","QUÉBEC",11,NA,NA,11,1,0,5.75,0.0909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2006","1400","G2B",1,1,"June 30, 2006","QUÉBEC",109,NA,NA,109,1,0,3.80487804878049,0.0642201834862385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2006","1400","G2B",2,1,"March 31, 2006","QUÉBEC",20,NA,NA,10,2,0,4.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2006","1400","G2C",5,1,"March 31, 2006","QUÉBEC",4,NA,NA,2,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2006","1400","G2C",5,3,"December 31, 2006","QUÉBEC",120,NA,NA,20,6,2.4,5.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2006","1400","G2E",5,2,"September 30, 2006","QUÉBEC",88,NA,NA,2,44,3.5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2006","1400","G6V",5,1,"September 30, 2006","QUÉBEC",2,NA,NA,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2006","1400","G6Z",1,1,"March 31, 2006","QUÉBEC",39,NA,NA,39,1,0,4.46428571428571,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2006","1400","G6Z",4,1,"September 30, 2006","QUÉBEC",7,NA,NA,2,3.5,1.5,7.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2006","1490","S4N",1,1,"June 30, 2006","REGINA",60,NA,NA,60,1,0,6.01724137931035,0.0666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2006","1490","S4T",1,2,"December 31, 2006","REGINA",1,NA,NA,1,1,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2006","1490","S4V",1,3,"March 31, 2006","REGINA",7,NA,NA,7,1,0,8.42857142857143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2006","1700","S7M",2,1,"March 31, 2006","SASKATOON",2,NA,NA,1,2,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2006","1700","S7N",2,1,"December 31, 2006","SASKATOON",10,NA,NA,5,2,0,5.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2006","1700","nan",1,3,"June 30, 2006","SASKATOON",13,NA,NA,13,1,0,6.84615384615385,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2006","1700","nan",2,1,"September 30, 2006","SASKATOON",8,NA,NA,4,2,0,10.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2006","2270","L0E",1,1,"September 30, 2006","TORONTO",39,NA,NA,39,1,0,6.81481481481481,2.69230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2006","2270","L0G",5,3,"June 30, 2006","TORONTO",65,NA,NA,1,65,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2006","2270","L1S",1,1,"March 31, 2006","TORONTO",2,NA,NA,2,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2006","2270","L3P",1,1,"December 31, 2006","TORONTO",2,NA,NA,2,1,0,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2006","2270","L3S",2,1,"March 31, 2006","TORONTO",2,NA,NA,1,2,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2006","2270","L4P",1,1,"September 30, 2006","TORONTO",238,NA,NA,238,1,0,5.61386138613861,0.365546218487395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2006","2270","L4T",1,1,"December 31, 2006","TORONTO",4,NA,NA,4,1,0,9.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2006","2270","L5A",4,1,"March 31, 2006","TORONTO",11,NA,NA,1,11,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2006","2270","L5E",1,1,"June 30, 2006","TORONTO",13,NA,NA,13,1,0,7.15384615384615,0.153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2006","2270","L5J",1,3,"December 31, 2006","TORONTO",7,NA,NA,7,1,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2006","2270","L5L",1,1,"September 30, 2006","TORONTO",4,NA,NA,4,1,0,17.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2006","2270","L5M",1,1,"September 30, 2006","TORONTO",60,NA,NA,60,1,0,8.40677966101695,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2006","2270","L6R",5,3,"December 31, 2006","TORONTO",49,NA,NA,1,49,3,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2006","2270","L6Y",4,3,"March 31, 2006","TORONTO",96,NA,NA,16,6,0,8.875,8.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2006","2270","L7E",1,1,"September 30, 2006","TORONTO",19,NA,NA,19,1,0,14.0625,0.157894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2006","2270","L7J",1,1,"December 31, 2006","TORONTO",42,NA,NA,42,1,0,6.70731707317073,0.595238095238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2006","2270","L9T",2,1,"December 31, 2006","TORONTO",14,NA,NA,7,2,0,8.14285714285714,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2006","2270","M1M",5,3,"September 30, 2006","TORONTO",225,NA,NA,1,225,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2006","2270","M2N",4,3,"September 30, 2006","TORONTO",24,NA,NA,4,6,0,10.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2006","2270","M3H",5,3,"March 31, 2006","TORONTO",105,NA,NA,1,105,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2006","2270","M4B",1,1,"December 31, 2006","TORONTO",3,NA,NA,3,1,0,11.6666666666667,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2006","2270","M4G",1,1,"September 30, 2006","TORONTO",20,NA,NA,20,1,0,12.7,1.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2006","2270","M4M",5,3,"September 30, 2006","TORONTO",41,NA,NA,1,41,5,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2006","2270","M4R",1,1,"March 31, 2006","TORONTO",4,NA,NA,4,1,0,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2006","2270","M4W",1,1,"December 31, 2006","TORONTO",7,NA,NA,7,1,0,12.4285714285714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2006","2270","M5V",5,3,"December 31, 2006","TORONTO",882,NA,NA,5,176.4,4.8,15.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2006","2270","M6K",5,3,"June 30, 2006","TORONTO",193,NA,NA,7,27.5714285714286,0,8.42857142857143,1.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2006","2270","M9N",1,1,"June 30, 2006","TORONTO",2,NA,NA,2,1,0,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2006","2270","nan",1,1,"September 30, 2006","TORONTO",11646,NA,NA,11646,1,0,7.2735556931788,1.55565120082638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2006","2410","V3H",1,1,"June 30, 2006","VANCOUVER",83,NA,NA,83,1,0,6.21686746987952,0.55421686746988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2006","2410","V4E",1,1,"December 31, 2006","VANCOUVER",1,NA,NA,1,1,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2006","2410","V5G",4,3,"March 31, 2006","VANCOUVER",51,NA,NA,4,12.75,3,9.5,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2006","2410","V5K",1,1,"June 30, 2006","VANCOUVER",42,NA,NA,42,1,0,5.57142857142857,1.95238095238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2006","2410","V5L",2,1,"December 31, 2006","VANCOUVER",16,NA,NA,8,2,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2006","2410","V5M",1,1,"June 30, 2006","VANCOUVER",75,NA,NA,75,1,0,6.30357142857143,1.61333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2006","2410","V5V",1,1,"June 30, 2006","VANCOUVER",18,NA,NA,18,1,0,6.94117647058824,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2006","2410","V5Y",2,1,"June 30, 2006","VANCOUVER",2,NA,NA,1,2,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2006","2410","V5Y",5,3,"December 31, 2006","VANCOUVER",160,NA,NA,5,32,5.6,21.8,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2006","2410","V6C",5,3,"September 30, 2006","VANCOUVER",57,NA,NA,1,57,9,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2006","2410","V6E",5,3,"March 31, 2006","VANCOUVER",223,NA,NA,3,74.3333333333333,14.6666666666667,20.6666666666667,3.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2006","2410","V6J",5,1,"March 31, 2006","VANCOUVER",2,NA,NA,1,2,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2006","2410","V6M",4,3,"September 30, 2006","VANCOUVER",12,NA,NA,3,4,1.66666666666667,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2006","2410","V6R",1,1,"December 31, 2006","VANCOUVER",45,NA,NA,45,1,0,13.9111111111111,0.0666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2006","2410","V6W",1,1,"June 30, 2006","VANCOUVER",4,NA,NA,4,1,0,8.25,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
