"","ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"11256","2012","1700","S7S",1,1,"June 30, 2012","SASKATOON",424,NA,NA,424,1,0,0.773049645390071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11257","2012","1700","S7T",1,3,"March 31, 2012","SASKATOON",41,NA,NA,41,1,0,12.4390243902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11258","2012","1700","S7T",4,3,"December 31, 2012","SASKATOON",97,NA,NA,22,4.40909090909091,0,9.66666666666667,NA,NA,NA,38,NA,38,0,0,331660.526315789,292000,349900
"11259","2012","1700","S7V",1,1,"March 31, 2012","SASKATOON",204,NA,NA,204,1,0,1.06896551724138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11260","2012","1700","nan",5,3,"March 31, 2012","SASKATOON",4,NA,NA,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11261","2012","2270","L0E",1,1,"September 30, 2012","TORONTO",47,NA,NA,47,1,0,1.97872340425532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11262","2012","2270","L0E",4,1,"September 30, 2012","TORONTO",8,NA,NA,1,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11263","2012","2270","L0G",4,1,"March 31, 2012","TORONTO",6,NA,NA,1,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11264","2012","2270","L0P",4,1,"September 30, 2012","TORONTO",25,NA,NA,4,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11265","2012","2270","L1T",1,1,"March 31, 2012","TORONTO",120,NA,NA,120,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11266","2012","2270","L1T",4,3,"June 30, 2012","TORONTO",28,NA,NA,4,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11267","2012","2270","L1V",4,1,"June 30, 2012","TORONTO",36,NA,NA,5,7.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11268","2012","2270","L3R",2,1,"March 31, 2012","TORONTO",24,NA,NA,12,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11269","2012","2270","L3Y",4,1,"March 31, 2012","TORONTO",60,NA,NA,10,6,0,3.7,NA,NA,NA,14,NA,14,141.714285714286,1525.3984,369561.428571429,354990,379990
"11270","2012","2270","L3Z",4,1,"June 30, 2012","TORONTO",34,NA,NA,5,6.8,0,0.4,NA,NA,NA,8,NA,8,0,0,0,0,0
"11271","2012","2270","L4A",1,1,"March 31, 2012","TORONTO",77,NA,NA,77,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11272","2012","2270","L4B",1,1,"June 30, 2012","TORONTO",5,NA,NA,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11273","2012","2270","L4E",4,1,"September 30, 2012","TORONTO",9,NA,NA,2,4.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11274","2012","2270","L4G",1,1,"March 31, 2012","TORONTO",72,NA,NA,72,1,0,0.805555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11275","2012","2270","L4G",4,1,"September 30, 2012","TORONTO",41,NA,NA,5,8.2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11276","2012","2270","L4H",2,1,"September 30, 2012","TORONTO",38,NA,NA,19,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11277","2012","2270","L4T",1,1,"December 31, 2012","TORONTO",4,NA,NA,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11278","2012","2270","L5L",1,1,"September 30, 2012","TORONTO",4,NA,NA,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11279","2012","2270","L5M",1,1,"June 30, 2012","TORONTO",7,NA,NA,7,1,0,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11280","2012","2270","L6R",2,1,"March 31, 2012","TORONTO",114,NA,NA,57,2,0,0.403508771929825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11281","2012","2270","L6Y",4,1,"June 30, 2012","TORONTO",97,NA,NA,15,6.46666666666667,0,2.35714285714286,NA,NA,NA,7,NA,7,0,0,294785.714285714,0,424900
"11282","2012","2270","L7J",1,1,"March 31, 2012","TORONTO",4,NA,NA,4,1,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11283","2012","2270","L9W",4,1,"March 31, 2012","TORONTO",70,NA,NA,11,6.36363636363636,0,0.454545454545455,NA,NA,NA,7,NA,7,0,0,282900,272900,292900
"11284","2012","2270","M1E",5,3,"December 31, 2012","TORONTO",72,NA,NA,3,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11285","2012","2270","M1N",1,1,"March 31, 2012","TORONTO",30,NA,NA,30,1,0,0.916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11286","2012","2270","M1N",2,1,"December 31, 2012","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11287","2012","2270","M2N",5,3,"September 30, 2012","TORONTO",1212,NA,NA,4,303,23.5,2.66666666666667,NA,353,365,18,NA,736,0,0,479147.758152174,315000,608750
"11288","2012","2270","M3A",1,1,"March 31, 2012","TORONTO",5,NA,NA,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11289","2012","2270","M3L",1,1,"June 30, 2012","TORONTO",1,NA,NA,1,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11290","2012","2270","M4C",2,1,"June 30, 2012","TORONTO",6,NA,NA,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11291","2012","2270","M4K",1,1,"December 31, 2012","TORONTO",4,NA,NA,4,1,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11292","2012","2270","M4N",1,1,"June 30, 2012","TORONTO",33,NA,NA,33,1,0,3.42424242424242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11293","2012","2270","M4R",1,1,"September 30, 2012","TORONTO",4,NA,NA,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11294","2012","2270","M5S",1,1,"December 31, 2012","TORONTO",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11295","2012","2270","M6K",5,3,"December 31, 2012","TORONTO",70,NA,NA,1,70,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11296","2012","2270","M6M",4,1,"June 30, 2012","TORONTO",3,NA,NA,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11297","2012","2270","M8W",5,3,"December 31, 2012","TORONTO",72,NA,NA,1,72,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11298","2012","2270","M8X",1,1,"March 31, 2012","TORONTO",9,NA,NA,9,1,0,0.444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11299","2012","2270","M8Z",5,3,"June 30, 2012","TORONTO",303,NA,NA,1,303,0,7,3,217,83,NA,NA,303,0,0,316579.207920792,205000,353500
"11300","2012","2270","M9A",1,1,"June 30, 2012","TORONTO",34,NA,NA,34,1,0,0.205882352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11301","2012","2270","nan",2,3,"September 30, 2012","TORONTO",14,NA,NA,7,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11302","2012","2410","V0N",1,1,"March 31, 2012","VANCOUVER",12,NA,NA,12,1,0,1.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11303","2012","2410","V2X",1,1,"June 30, 2012","VANCOUVER",6,NA,NA,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11304","2012","2410","V2X",4,3,"September 30, 2012","VANCOUVER",14,NA,NA,2,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11305","2012","2410","V2Y",1,3,"September 30, 2012","VANCOUVER",7,NA,NA,7,1,0,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11306","2012","2410","V3B",1,1,"September 30, 2012","VANCOUVER",4,NA,NA,4,1,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11307","2012","2410","V3B",4,3,"December 31, 2012","VANCOUVER",24,NA,NA,5,4.8,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11308","2012","2410","V3B",5,3,"September 30, 2012","VANCOUVER",229,NA,NA,3,76.3333333333333,10,1.66666666666667,NA,4,12,NA,NA,16,95.5625,1028.62519375,543200,319900,790000
"11309","2012","2410","V3E",4,3,"June 30, 2012","VANCOUVER",299,NA,NA,47,6.36170212765957,0,2.12765957446809,NA,NA,31,70,4,105,121.504761904762,1307.86510666667,265698.095238095,0,539900
"11310","2012","2410","V3J",5,3,"September 30, 2012","VANCOUVER",382,NA,NA,9,42.4444444444444,4.22222222222222,0.555555555555556,NA,22,24,8,NA,54,76.7037037037037,825.630996296297,334874.074074074,250800,425800
"11311","2012","2410","V3N",2,1,"June 30, 2012","VANCOUVER",18,NA,NA,9,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11312","2012","2410","V3S",4,1,"December 31, 2012","VANCOUVER",8,NA,NA,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11313","2012","2410","V3S",4,3,"March 31, 2012","VANCOUVER",229,NA,NA,37,6.18918918918919,0,0.891891891891892,NA,NA,5,NA,NA,5,0,0,313900,299900,334900
"11314","2012","2410","V3T",4,3,"December 31, 2012","VANCOUVER",28,NA,NA,5,5.6,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11315","2012","2410","V3T",5,1,"December 31, 2012","VANCOUVER",20,NA,NA,10,2,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11316","2012","2410","V3V",1,2,"March 31, 2012","VANCOUVER",1,NA,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11317","2012","2410","V3W",2,3,"September 30, 2012","VANCOUVER",4,NA,NA,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11318","2012","2410","V3Y",2,1,"September 30, 2012","VANCOUVER",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11319","2012","2410","V4K",2,3,"December 31, 2012","VANCOUVER",6,NA,NA,3,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11320","2012","2410","V4N",5,1,"June 30, 2012","VANCOUVER",56,NA,NA,28,2,1.64285714285714,0.892857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11321","2012","2410","V5B",5,3,"September 30, 2012","VANCOUVER",18,NA,NA,1,18,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11322","2012","2410","V5G",1,1,"June 30, 2012","VANCOUVER",50,NA,NA,50,1,0,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11323","2012","2410","V5J",2,1,"September 30, 2012","VANCOUVER",16,NA,NA,8,2,0,1.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11324","2012","2410","V5P",5,2,"June 30, 2012","VANCOUVER",1,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11325","2012","2410","V5S",1,1,"September 30, 2012","VANCOUVER",16,NA,NA,16,1,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11326","2012","2410","V5S",1,2,"March 31, 2012","VANCOUVER",17,NA,NA,17,1,0,1.76470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11327","2012","2410","V5V",5,3,"March 31, 2012","VANCOUVER",60,NA,NA,2,30,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11328","2012","2410","V5W",5,1,"March 31, 2012","VANCOUVER",54,NA,NA,27,2,1.92592592592593,0.925925925925926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11329","2012","2410","V5W",5,3,"September 30, 2012","VANCOUVER",6,NA,NA,1,6,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11330","2012","2410","V5X",2,1,"December 31, 2012","VANCOUVER",6,NA,NA,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11331","2012","2410","V6A",4,3,"December 31, 2012","VANCOUVER",3,NA,NA,1,3,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11332","2012","2410","V6H",5,1,"December 31, 2012","VANCOUVER",4,NA,NA,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11333","2012","2410","V6H",5,3,"March 31, 2012","VANCOUVER",3,NA,NA,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11334","2012","2410","V6P",5,1,"March 31, 2012","VANCOUVER",20,NA,NA,10,2,2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11335","2012","2410","V6P",5,3,"December 31, 2012","VANCOUVER",196,NA,NA,2,98,16.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11336","2012","2410","V6R",1,1,"December 31, 2012","VANCOUVER",58,NA,NA,58,1,0,1.22413793103448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11337","2012","2410","V6V",1,3,"March 31, 2012","VANCOUVER",4,NA,NA,4,1,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11338","2012","2410","V6V",5,1,"September 30, 2012","VANCOUVER",10,NA,NA,5,2,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11339","2012","2410","V6X",5,3,"June 30, 2012","VANCOUVER",734,NA,NA,7,104.857142857143,10,12,20,38,83,NA,NA,141,62.1489361702128,668.964934042553,345860.134751773,167895,605513
"11340","2012","2410","V7C",4,3,"March 31, 2012","VANCOUVER",6,NA,NA,1,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11341","2012","2410","V7J",5,1,"March 31, 2012","VANCOUVER",8,NA,NA,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11342","2012","2410","V7K",5,1,"September 30, 2012","VANCOUVER",6,NA,NA,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11343","2012","2410","V7L",2,1,"June 30, 2012","VANCOUVER",16,NA,NA,8,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11344","2012","2410","V7P",1,1,"March 31, 2012","VANCOUVER",5,NA,NA,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11345","2012","2410","V7P",5,1,"September 30, 2012","VANCOUVER",4,NA,NA,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11346","2012","2410","V7R",5,1,"December 31, 2012","VANCOUVER",44,NA,NA,22,2,2,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11347","2012","2410","V7T",5,2,"December 31, 2012","VANCOUVER",141,NA,NA,2,70.5,5.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11348","2012","2410","nan",2,3,"March 31, 2012","VANCOUVER",34,NA,NA,17,2,0,0.764705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11349","2012","2440","V8L",1,1,"December 31, 2012","VICTORIA",4,NA,NA,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11350","2012","2440","V8N",1,1,"June 30, 2012","VICTORIA",29,NA,NA,29,1,0,0.275862068965517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11351","2012","2440","V8R",2,3,"June 30, 2012","VICTORIA",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11352","2012","2440","V8S",2,1,"March 31, 2012","VICTORIA",8,NA,NA,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11353","2012","2440","V8V",4,3,"June 30, 2012","VICTORIA",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11354","2012","2440","V8W",5,3,"September 30, 2012","VICTORIA",262,NA,NA,3,87.3333333333333,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11355","2012","2440","V8X",1,1,"September 30, 2012","VICTORIA",13,NA,NA,13,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11356","2012","2440","V8Z",1,1,"March 31, 2012","VICTORIA",6,NA,NA,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11357","2012","2440","V9B",5,2,"June 30, 2012","VICTORIA",46,NA,NA,46,1,0.695652173913043,0.195652173913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11358","2012","2440","V9C",4,3,"March 31, 2012","VICTORIA",7,NA,NA,2,3.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11359","2012","2680","R0E",2,1,"December 31, 2012","WINNIPEG",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11360","2012","2680","R1A",1,1,"September 30, 2012","WINNIPEG",25,NA,NA,25,1,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11361","2012","2680","R2C",4,3,"December 31, 2012","WINNIPEG",18,NA,NA,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11362","2012","2680","R2C",5,3,"December 31, 2012","WINNIPEG",45,NA,NA,1,45,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11363","2012","2680","R2G",2,1,"September 30, 2012","WINNIPEG",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11364","2012","2680","R2P",1,1,"December 31, 2012","WINNIPEG",226,NA,NA,226,1,0,1.23451327433628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11365","2012","2680","R2P",2,3,"September 30, 2012","WINNIPEG",26,NA,NA,13,2,0,2.15384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11366","2012","2680","R2X",1,1,"March 31, 2012","WINNIPEG",14,NA,NA,14,1,0,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11367","2012","2680","R2X",5,3,"June 30, 2012","WINNIPEG",56,NA,NA,2,28,3,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11368","2012","2680","R3A",2,1,"June 30, 2012","WINNIPEG",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11369","2012","2680","R3B",1,1,"March 31, 2012","WINNIPEG",5,NA,NA,5,1,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11370","2012","2680","R3M",1,1,"December 31, 2012","WINNIPEG",8,NA,NA,8,1,0,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11371","2012","2680","R3V",1,1,"March 31, 2012","WINNIPEG",2,NA,NA,2,1,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11372","2012","2680","R3W",1,1,"September 30, 2012","WINNIPEG",86,NA,NA,86,1,0,0.686046511627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11373","2012","2680","R3X",1,1,"September 30, 2012","WINNIPEG",202,NA,NA,202,1,0,0.716417910447761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11374","2012","2680","R3X",2,3,"March 31, 2012","WINNIPEG",2,NA,NA,1,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11375","2012","2680","R3Y",5,2,"December 31, 2012","WINNIPEG",253,NA,NA,3,84.3333333333333,4.33333333333333,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11376","2012","2680","R4L",1,1,"June 30, 2012","WINNIPEG",13,NA,NA,13,1,0,1.92307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11377","2012","2680","R5A",4,3,"June 30, 2012","WINNIPEG",6,NA,NA,1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11378","2012","0140","T1X",4,3,"September 30, 2012","CALGARY",109,NA,NA,19,5.73684210526316,0,0.111111111111111,NA,NA,1,9,NA,10,74.3,799.75777,161484,0,275960
"11379","2012","0140","T1X",5,3,"December 31, 2012","CALGARY",48,NA,NA,4,12,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11380","2012","0140","T2A",5,3,"June 30, 2012","CALGARY",130,NA,NA,1,130,0,4,NA,93,37,NA,NA,130,64.2615384615385,691.704773846154,199100,164900,264900
"11381","2012","0140","T2C",1,1,"March 31, 2012","CALGARY",22,NA,NA,22,1,0,0.636363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11382","2012","0140","T2C",2,1,"June 30, 2012","CALGARY",4,NA,NA,2,2,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11383","2012","0140","T2C",4,3,"March 31, 2012","CALGARY",6,NA,NA,1,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11384","2012","0140","T2J",4,3,"December 31, 2012","CALGARY",101,NA,NA,16,6.3125,0,1,NA,NA,71,23,NA,94,115.287234042553,1240.94025851064,296842.425531915,251704,325000
"11385","2012","0140","T2L",1,1,"September 30, 2012","CALGARY",6,NA,NA,6,1,0,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11386","2012","0140","T2P",5,3,"March 31, 2012","CALGARY",168,NA,NA,1,168,12,3,NA,111,52,5,NA,168,71.3571428571429,768.08115,372227.380952381,140500,649800
"11387","2012","0140","T2R",5,3,"March 31, 2012","CALGARY",385,NA,NA,2,192.5,14.5,NA,34,245,95,NA,NA,374,61.2192513368984,658.957899465241,218116.347593583,0,3004395
"11388","2012","0140","T3A",1,1,"March 31, 2012","CALGARY",42,NA,NA,42,1,0,0.404761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11389","2012","0140","T3C",1,1,"March 31, 2012","CALGARY",17,NA,NA,17,1,0,0.294117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11390","2012","0140","T3E",2,1,"June 30, 2012","CALGARY",90,NA,NA,45,2,0,0.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11391","2012","0140","T3H",1,1,"September 30, 2012","CALGARY",576,NA,NA,576,1,0,0.180869565217391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11392","2012","0140","T3R",2,1,"December 31, 2012","CALGARY",18,NA,NA,9,2,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11393","2012","0140","T3R",4,3,"September 30, 2012","CALGARY",37,NA,NA,4,9.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11394","2012","0140","T4B",1,1,"December 31, 2012","CALGARY",15,NA,NA,15,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11395","2012","0140","nan",2,1,"March 31, 2012","CALGARY",126,NA,NA,63,2,0,0.298245614035088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11396","2012","0340","T5E",1,1,"September 30, 2012","EDMONTON",88,NA,NA,88,1,0,0.159090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11397","2012","0340","T5L",2,1,"June 30, 2012","EDMONTON",14,NA,NA,7,2,0,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11398","2012","0340","T5M",2,1,"September 30, 2012","EDMONTON",30,NA,NA,15,2,0,0.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11399","2012","0340","T5P",2,1,"December 31, 2012","EDMONTON",32,NA,NA,16,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11400","2012","0340","T5R",1,1,"June 30, 2012","EDMONTON",12,NA,NA,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11401","2012","0340","T5W",1,1,"September 30, 2012","EDMONTON",9,NA,NA,9,1,0,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11402","2012","0340","T5Y",2,3,"March 31, 2012","EDMONTON",28,NA,NA,14,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11403","2012","0340","T6G",2,1,"June 30, 2012","EDMONTON",16,NA,NA,8,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11404","2012","0340","T6V",2,1,"March 31, 2012","EDMONTON",34,NA,NA,17,2,0,0.117647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11405","2012","0340","T6W",1,1,"March 31, 2012","EDMONTON",87,NA,NA,87,1,0,0.0114942528735632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11406","2012","0340","T7X",1,1,"September 30, 2012","EDMONTON",80,NA,NA,80,1,0,0.291139240506329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11407","2012","0340","T8R",4,3,"June 30, 2012","EDMONTON",7,NA,NA,2,3.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11408","2012","0340","T9E",2,1,"September 30, 2012","EDMONTON",128,NA,NA,64,2,0,1.47169811320755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11409","2012","0580","B2V",1,1,"September 30, 2012","HALIFAX",2,NA,NA,2,1,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11410","2012","0580","B2W",4,1,"September 30, 2012","HALIFAX",11,NA,NA,3,3.66666666666667,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11411","2012","0580","B2Y",5,2,"December 31, 2012","HALIFAX",69,NA,NA,1,69,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11412","2012","0580","B3G",1,1,"June 30, 2012","HALIFAX",32,NA,NA,32,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11413","2012","0580","B3L",1,1,"September 30, 2012","HALIFAX",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11414","2012","0580","B3N",1,1,"March 31, 2012","HALIFAX",20,NA,NA,20,1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
