"ref_yy","metcode","full_ct","censustr","date_pbi","metro","stcan_cmacode","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr"
"2008","1060","4620367.00","0367.00","December 31, 2008","MONTRÉAL","462",179,NA,NA,1,179,6,17
"2008","1060","4620876.03","0876.03","March 31, 2008","MONTRÉAL","462",21,NA,NA,18,1.16666666666667,0,4
"2008","1700","7250110.00","0110.00","March 31, 2008","SASKATOON","725",2,NA,NA,2,1,0,7.5
"2008","2270","5350169.02","0169.02","December 31, 2008","TORONTO","535",2,NA,NA,2,1,0,11.5
"2008","2270","5350196.00","0196.00","September 30, 2008","TORONTO","535",6,NA,NA,6,1,0,11.5
"2008","2410","9330286.02","0286.02","June 30, 2008","VANCOUVER","933",32,NA,NA,29,1.10344827586207,0.206896551724138,13.8965517241379
"2008","2680","6020120.01","0120.01","December 31, 2008","WINNIPEG","602",61,NA,NA,61,1,0,5.23255813953488
"2008","0580","2050022.00","0022.00","March 31, 2008","HALIFAX","205",1,NA,NA,1,1,0,4
"2008","0610","5370142.01","0142.01","March 31, 2008","HAMILTON","537",6,NA,NA,6,1,0,14.5
"2008","2270","5350264.00","0264.00","March 31, 2008","TORONTO","535",9,NA,NA,9,1,0,29.6666666666667
"2008","2270","5350420.12","0420.12","June 30, 2008","TORONTO","535",211,NA,NA,8,26.375,1.5,15
"2008","2270","5350480.02","0480.02","December 31, 2008","TORONTO","535",207,NA,NA,205,1.00975609756098,0,6.83076923076923
"2008","2410","9330140.04","0140.04","December 31, 2008","VANCOUVER","933",45,NA,NA,16,2.8125,0,15.5
"2008","0140","8250038.20","0038.20","June 30, 2008","CALGARY","825",63,NA,NA,1,63,0,12
"2008","0340","8350053.00","0053.00","September 30, 2008","EDMONTON","835",4,NA,NA,1,4,0,5
"2008","0340","8350120.06","0120.06","September 30, 2008","EDMONTON","835",121,NA,NA,115,1.05217391304348,0,10.0347826086957
"2008","0580","2050143.02","0143.02","June 30, 2008","HALIFAX","205",31,NA,NA,31,1,0,4.07692307692308
"2008","1060","4620096.00","0096.00","March 31, 2008","MONTRÉAL","462",34,NA,NA,1,34,0,11
"2008","1060","4620652.04","0652.04","September 30, 2008","MONTRÉAL","462",7,NA,NA,7,1,0,5
"2008","1060","4620790.00","0790.00","March 31, 2008","MONTRÉAL","462",75,NA,NA,73,1.02739726027397,0.0136986301369863,5.26229508196721
"2008","1400","4210116.00","0116.00","September 30, 2008","QUÉBEC","421",94,NA,NA,2,47,2,11.5
"2008","2440","9350151.02","0151.02","June 30, 2008","VICTORIA","935",27,NA,NA,27,1,0,7.69230769230769
"2008","0140","8250050.01","0050.01","March 31, 2008","CALGARY","825",2,NA,NA,2,1,0,14.5
"2008","1060","4620136.00","0136.00","September 30, 2008","MONTRÉAL","462",4,NA,NA,1,4,0,11
"2008","1060","4620450.00","0450.00","September 30, 2008","MONTRÉAL","462",2,NA,NA,2,1,0,5
"2008","1060","4620710.02","0710.02","June 30, 2008","MONTRÉAL","462",329,NA,NA,57,5.7719298245614,0.175438596491228,7.75471698113208
"2008","1060","4620789.00","0789.00","September 30, 2008","MONTRÉAL","462",100,NA,NA,65,1.53846153846154,0.184615384615385,6.27272727272727
"2008","1060","4620872.00","0872.00","December 31, 2008","MONTRÉAL","462",7,NA,NA,4,1.75,0,5
"2008","2270","5350511.02","0511.02","September 30, 2008","TORONTO","535",1,NA,NA,1,1,0,20
"2008","2270","5350527.06","0527.06","June 30, 2008","TORONTO","535",2,NA,NA,2,1,0,7
"2008","2410","9330052.01","0052.01","March 31, 2008","VANCOUVER","933",7,NA,NA,7,1,0,8.83333333333333
"2008","2410","9330140.02","0140.02","June 30, 2008","VANCOUVER","933",74,NA,NA,5,14.8,0.8,11.8
"2008","2680","6020102.03","0102.03","June 30, 2008","WINNIPEG","602",1,NA,NA,1,1,0,11
"2008","1060","4620731.00","0731.00","September 30, 2008","MONTRÉAL","462",45,NA,NA,45,1,0,4.89285714285714
"2008","2410","9330250.01","0250.01","June 30, 2008","VANCOUVER","933",27,NA,NA,26,1.03846153846154,0.0769230769230769,17.72
"2008","2680","6020580.00","0580.00","September 30, 2008","WINNIPEG","602",4,NA,NA,4,1,0,10.25
"2008","0140","8250035.01","0035.01","September 30, 2008","CALGARY","825",47,NA,NA,47,1,0,8.21276595744681
"2008","0340","8350103.00","0103.00","September 30, 2008","EDMONTON","835",10,NA,NA,10,1,0,12.6
"2008","0610","5370069.00","0069.00","December 31, 2008","HAMILTON","537",2,NA,NA,2,1,0,5.5
"2008","1265","5050001.04","0001.04","March 31, 2008","OTTAWA","505",2,NA,NA,1,2,0,6
"2008","1400","4210041.04","0041.04","September 30, 2008","QUÉBEC","421",1,NA,NA,1,1,0,NA
"2008","2270","5350136.01","0136.01","September 30, 2008","TORONTO","535",202,NA,NA,3,67.3333333333333,0,14.6666666666667
"2008","2270","5350480.01","0480.01","September 30, 2008","TORONTO","535",28,NA,NA,27,1.03703703703704,0,7.21052631578947
"2008","2680","6020101.01","0101.01","December 31, 2008","WINNIPEG","602",3,NA,NA,3,1,0,8
"2008","0340","8350025.00","0025.00","September 30, 2008","EDMONTON","835",4,NA,NA,3,1.33333333333333,0,11.6666666666667
"2008","0580","2050021.00","0021.00","March 31, 2008","HALIFAX","205",91,NA,NA,1,91,0,20
"2008","1060","4620636.00","0636.00","March 31, 2008","MONTRÉAL","462",32,NA,NA,2,16,2,16.5
"2008","1265","5050120.01","0120.01","September 30, 2008","OTTAWA","505",2,NA,NA,2,1,0,11
"2008","2270","5350064.00","0064.00","September 30, 2008","TORONTO","535",23,NA,NA,1,23,0,33
"2008","2270","5350424.10","0424.10","September 30, 2008","TORONTO","535",7,NA,NA,7,1,0,10.1428571428571
"2008","2270","5350550.01","0550.01","December 31, 2008","TORONTO","535",4,NA,NA,4,1,0,6.5
"2008","2410","9330170.06","0170.06","September 30, 2008","VANCOUVER","933",49,NA,NA,26,1.88461538461538,1.69230769230769,11.4230769230769
"2008","2440","9350132.04","0132.04","June 30, 2008","VICTORIA","935",6,NA,NA,6,1,0,11.3333333333333
"2008","0140","8250001.08","0001.08","December 31, 2008","CALGARY","825",66,NA,NA,3,22,0,14.6666666666667
"2008","0140","8250042.00","0042.00","March 31, 2008","CALGARY","825",176,NA,NA,1,176,36,28
"2008","1060","4620403.00","0403.00","December 31, 2008","MONTRÉAL","462",2,NA,NA,2,1,0,6
"2008","1265","5050044.00","0044.00","December 31, 2008","OTTAWA","505",1,NA,NA,1,1,0,13
"2008","1400","4210041.06","0041.06","December 31, 2008","QUÉBEC","421",16,NA,NA,12,1.33333333333333,0,4.41666666666667
"2008","1400","4210280.03","0280.03","March 31, 2008","QUÉBEC","421",18,NA,NA,5,3.6,2.4,4
"2008","1700","7250020.00","0020.00","June 30, 2008","SASKATOON","725",6,NA,NA,4,1.5,0,7.5
"2008","2270","5350410.13","0410.13","December 31, 2008","TORONTO","535",20,NA,NA,20,1,0,9.45454545454546
"2008","2270","5350460.02","0460.02","December 31, 2008","TORONTO","535",11,NA,NA,11,1,0,16.0909090909091
"2008","2270","5350516.34","0516.34","June 30, 2008","TORONTO","535",179,NA,NA,110,1.62727272727273,0,10.5363636363636
"2008","2410","9330016.03","0016.03","December 31, 2008","VANCOUVER","933",4,NA,NA,4,1,0,7
"2008","2410","9330044.00","0044.00","September 30, 2008","VANCOUVER","933",62,NA,NA,14,4.42857142857143,0.571428571428571,10.4285714285714
"2008","2440","9350155.02","0155.02","June 30, 2008","VICTORIA","935",12,NA,NA,12,1,0,10.0833333333333
"2008","0140","8250026.00","0026.00","June 30, 2008","CALGARY","825",12,NA,NA,1,12,0,15
"2008","0140","8250063.00","0063.00","March 31, 2008","CALGARY","825",48,NA,NA,32,1.5,0,12.59375
"2008","1265","5050005.00","0005.00","March 31, 2008","OTTAWA","505",4,NA,NA,3,1.33333333333333,0,6.33333333333333
"2008","2270","5350804.09","0804.09","June 30, 2008","TORONTO","535",39,NA,NA,39,1,0,7.80555555555556
"2008","2410","9330038.00","0038.00","June 30, 2008","VANCOUVER","933",94,NA,NA,6,15.6666666666667,3.33333333333333,15.1666666666667
"2008","2410","9330287.01","0287.01","December 31, 2008","VANCOUVER","933",31,NA,NA,15,2.06666666666667,0.4,8.93333333333333
"2008","2440","9350011.00","0011.00","December 31, 2008","VICTORIA","935",163,NA,NA,8,20.375,2.625,15
"2008","2680","6020521.01","0521.01","December 31, 2008","WINNIPEG","602",3,NA,NA,3,1,0,12.3333333333333
"2008","0580","2050100.00","0100.00","June 30, 2008","HALIFAX","205",6,NA,NA,3,2,0,12
"2008","0610","5370123.00","0123.00","March 31, 2008","HAMILTON","537",33,NA,NA,18,1.83333333333333,0,8
"2008","1060","4620582.02","0582.02","March 31, 2008","MONTRÉAL","462",25,NA,NA,4,6.25,0.75,9.75
"2008","1060","4620628.01","0628.01","September 30, 2008","MONTRÉAL","462",24,NA,NA,24,1,0,7.56521739130435
"2008","1060","4620685.06","0685.06","December 31, 2008","MONTRÉAL","462",802,NA,NA,294,2.72789115646259,0.578231292517007,4.91928251121076
"2008","1265","5050032.02","0032.02","December 31, 2008","OTTAWA","505",9,NA,NA,9,1,0,6.88888888888889
"2008","2270","5350134.00","0134.00","June 30, 2008","TORONTO","535",2,NA,NA,2,1,0,9
"2008","2270","5350166.00","0166.00","December 31, 2008","TORONTO","535",2,NA,NA,2,1,0,13.5
"2008","2270","5350576.25","0576.25","September 30, 2008","TORONTO","535",493,NA,NA,383,1.28720626631854,0,8.26702997275204
"2008","2410","9330011.00","0011.00","September 30, 2008","VANCOUVER","933",11,NA,NA,9,1.22222222222222,0.444444444444444,7.11111111111111
"2008","2410","9330053.01","0053.01","September 30, 2008","VANCOUVER","933",4,NA,NA,4,1,0,8.5
"2008","0340","8350105.01","0105.01","September 30, 2008","EDMONTON","835",71,NA,NA,71,1,0,11.6901408450704
"2008","1060","4620087.00","0087.00","March 31, 2008","MONTRÉAL","462",3,NA,NA,1,3,2,NA
"2008","1060","4620710.03","0710.03","September 30, 2008","MONTRÉAL","462",94,NA,NA,79,1.18987341772152,0.113924050632911,4.70212765957447
"2008","1265","5050101.00","0101.00","December 31, 2008","OTTAWA","505",117,NA,NA,1,117,8,17
"2008","1265","5050160.06","0160.06","June 30, 2008","OTTAWA","505",2,NA,NA,2,1,0,11
"2008","2270","5350299.00","0299.00","December 31, 2008","TORONTO","535",21,NA,NA,21,1,0,14.2380952380952
"2008","2410","9330015.02","0015.02","December 31, 2008","VANCOUVER","933",29,NA,NA,29,1,0,8.32142857142857
"2008","2410","9330048.00","0048.00","June 30, 2008","VANCOUVER","933",4,NA,NA,1,4,0,13
"2008","1060","4620826.10","0826.10","March 31, 2008","MONTRÉAL","462",9,NA,NA,5,1.8,0.8,6.4
"2008","1700","7250007.00","0007.00","December 31, 2008","SASKATOON","725",24,NA,NA,1,24,0,17
"2008","2270","5350059.00","0059.00","September 30, 2008","TORONTO","535",2,NA,NA,1,2,0,13
"2008","2270","5350121.00","0121.00","June 30, 2008","TORONTO","535",5,NA,NA,4,1.25,0,13
"2008","2270","5350297.02","0297.02","December 31, 2008","TORONTO","535",102,NA,NA,13,7.84615384615385,0,17.6153846153846
"2008","2270","5350451.06","0451.06","December 31, 2008","TORONTO","535",53,NA,NA,9,5.88888888888889,0,15.5555555555556
"2008","2410","9330016.01","0016.01","December 31, 2008","VANCOUVER","933",6,NA,NA,6,1,0,6.83333333333333
"2008","2410","9330039.01","0039.01","March 31, 2008","VANCOUVER","933",5,NA,NA,2,2.5,2.5,9
"2008","2410","9330069.00","0069.00","September 30, 2008","VANCOUVER","933",333,NA,NA,10,33.3,2.2,14.1
"2008","2410","9330151.01","0151.01","December 31, 2008","VANCOUVER","933",163,NA,NA,10,16.3,0.6,9.77777777777778
"2008","2410","9330187.05","0187.05","December 31, 2008","VANCOUVER","933",4,NA,NA,4,1,0,8.25
"2008","2410","9330224.01","0224.01","September 30, 2008","VANCOUVER","933",219,NA,NA,6,36.5,4.83333333333333,9.33333333333333
"2008","2410","9330403.04","0403.04","June 30, 2008","VANCOUVER","933",1,NA,NA,1,1,0,14
"2008","2410","9330503.03","0503.03","June 30, 2008","VANCOUVER","933",4,NA,NA,4,1,0,21.25
"2008","2440","9350121.01","0121.01","March 31, 2008","VICTORIA","935",91,NA,NA,2,45.5,4,17.5
"2008","2440","9350131.00","0131.00","September 30, 2008","VICTORIA","935",3,NA,NA,3,1,0,12.3333333333333
"2008","0340","8350054.00","0054.00","September 30, 2008","EDMONTON","835",5,NA,NA,3,1.66666666666667,0,14
"2008","0610","5370044.00","0044.00","December 31, 2008","HAMILTON","537",1,NA,NA,1,1,0,4
"2008","1060","4620511.02","0511.02","March 31, 2008","MONTRÉAL","462",3,NA,NA,2,1.5,0,8.5
"2008","1060","4620751.02","0751.02","March 31, 2008","MONTRÉAL","462",34,NA,NA,34,1,0,4.82608695652174
"2008","1265","5050001.01","0001.01","March 31, 2008","OTTAWA","505",48,NA,NA,5,9.6,0,8
"2008","2270","5350423.02","0423.02","December 31, 2008","TORONTO","535",20,NA,NA,20,1,0,10.25
"2008","2410","9330400.04","0400.04","June 30, 2008","VANCOUVER","933",126,NA,NA,97,1.29896907216495,0,7.84210526315789
"2008","2440","9350007.00","0007.00","September 30, 2008","VICTORIA","935",3,NA,NA,2,1.5,0,9
"2008","2680","6020002.00","0002.00","December 31, 2008","WINNIPEG","602",1,NA,NA,1,1,0,NA
"2008","0140","8250076.10","0076.10","March 31, 2008","CALGARY","825",1210,NA,NA,663,1.82503770739065,0.0120663650075415,6.51851851851852
"2008","1060","4620870.01","0870.01","June 30, 2008","MONTRÉAL","462",6,NA,NA,2,3,1,4
"2008","1265","5050007.02","0007.02","September 30, 2008","OTTAWA","505",31,NA,NA,6,5.16666666666667,0,8
"2008","1265","5050170.01","0170.01","December 31, 2008","OTTAWA","505",21,NA,NA,5,4.2,0,5
"2008","1400","4210340.02","0340.02","March 31, 2008","QUÉBEC","421",20,NA,NA,9,2.22222222222222,1.11111111111111,5
"2008","1400","4210800.02","0800.02","June 30, 2008","QUÉBEC","421",5,NA,NA,5,1,0,4.75
"2008","2270","5350355.02","0355.02","March 31, 2008","TORONTO","535",3,NA,NA,3,1,0,5.66666666666667
"2008","2270","5350607.00","0607.00","June 30, 2008","TORONTO","535",2,NA,NA,2,1,0,12
"2008","2410","9330182.03","0182.03","December 31, 2008","VANCOUVER","933",17,NA,NA,15,1.13333333333333,0,8.66666666666667
"2008","2410","9330187.10","0187.10","December 31, 2008","VANCOUVER","933",76,NA,NA,7,10.8571428571429,0.714285714285714,11.4285714285714
"2008","2410","9330401.02","0401.02","June 30, 2008","VANCOUVER","933",107,NA,NA,8,13.375,0.5,10.875
"2008","1060","4620728.01","0728.01","December 31, 2008","MONTRÉAL","462",3,NA,NA,3,1,0,4
"2008","1400","4210320.08","0320.08","September 30, 2008","QUÉBEC","421",176,NA,NA,63,2.79365079365079,1.42857142857143,4.1219512195122
"2008","2410","9330019.00","0019.00","September 30, 2008","VANCOUVER","933",11,NA,NA,10,1.1,0.2,8.8
"2008","2410","9330185.08","0185.08","September 30, 2008","VANCOUVER","933",7,NA,NA,7,1,0,16.2857142857143
"2008","2410","9330504.01","0504.01","December 31, 2008","VANCOUVER","933",566,NA,NA,345,1.64057971014493,0.243478260869565,7.81656804733728
"2008","0580","2050150.01","0150.01","June 30, 2008","HALIFAX","205",28,NA,NA,28,1,0,10.5
"2008","0610","5370070.00","0070.00","March 31, 2008","HAMILTON","537",2,NA,NA,2,1,0,8.5
"2008","1060","4620203.00","0203.00","September 30, 2008","MONTRÉAL","462",7,NA,NA,3,2.33333333333333,0.666666666666667,5
"2008","1060","4620639.00","0639.00","December 31, 2008","MONTRÉAL","462",10,NA,NA,3,3.33333333333333,1.33333333333333,5
"2008","1060","4620645.00","0645.00","September 30, 2008","MONTRÉAL","462",239,NA,NA,4,59.75,4.5,13
"2008","1060","4620694.00","0694.00","March 31, 2008","MONTRÉAL","462",159,NA,NA,116,1.37068965517241,0.0258620689655172,5.14035087719298
"2008","1060","4620825.03","0825.03","June 30, 2008","MONTRÉAL","462",3,NA,NA,2,1.5,0,6
"2008","1060","4620830.03","0830.03","June 30, 2008","MONTRÉAL","462",26,NA,NA,14,1.85714285714286,0.142857142857143,4.33333333333333
"2008","1400","4210200.00","0200.00","September 30, 2008","QUÉBEC","421",123,NA,NA,117,1.05128205128205,0.0170940170940171,6
"2008","1400","4210230.01","0230.01","September 30, 2008","QUÉBEC","421",1,NA,NA,1,1,0,4
"2008","1490","7050009.02","0009.02","June 30, 2008","REGINA","705",72,NA,NA,37,1.94594594594595,0,11.6486486486486
"2008","2270","5350070.00","0070.00","March 31, 2008","TORONTO","535",1,NA,NA,1,1,0,10
"2008","2270","5350133.00","0133.00","March 31, 2008","TORONTO","535",5,NA,NA,5,1,0,9.4
"2008","2270","5350506.00","0506.00","September 30, 2008","TORONTO","535",5,NA,NA,5,1,0,9.2
"2008","2410","9330033.00","0033.00","June 30, 2008","VANCOUVER","933",25,NA,NA,15,1.66666666666667,0,8.78571428571429
"2008","2410","9330188.04","0188.04","September 30, 2008","VANCOUVER","933",26,NA,NA,26,1,0,8.73076923076923
"2008","2410","9330234.00","0234.00","December 31, 2008","VANCOUVER","933",2,NA,NA,2,1,0,9
"2008","2410","9330287.02","0287.02","June 30, 2008","VANCOUVER","933",36,NA,NA,32,1.125,0.25,6.90625
"2008","2680","6020531.00","0531.00","December 31, 2008","WINNIPEG","602",9,NA,NA,9,1,0,5.14285714285714
"2008","0340","8350041.00","0041.00","June 30, 2008","EDMONTON","835",1,NA,NA,1,1,0,11
"2008","0610","5370206.00","0206.00","June 30, 2008","HAMILTON","537",1,NA,NA,1,1,0,10
"2008","1060","4620233.00","0233.00","September 30, 2008","MONTRÉAL","462",107,NA,NA,4,26.75,1.5,10
"2008","1060","4620879.01","0879.01","December 31, 2008","MONTRÉAL","462",1,NA,NA,1,1,0,NA
"2008","1265","5050055.00","0055.00","December 31, 2008","OTTAWA","505",9,NA,NA,1,9,0,7
"2008","1265","5050151.05","0151.05","June 30, 2008","OTTAWA","505",4,NA,NA,4,1,0,9
"2008","1265","5050183.00","0183.00","December 31, 2008","OTTAWA","505",38,NA,NA,37,1.02702702702703,0,4.10344827586207
"2008","1400","4210605.00","0605.00","September 30, 2008","QUÉBEC","421",179,NA,NA,130,1.37692307692308,0.115384615384615,4.75949367088608
"2008","1490","7050100.09","0100.09","March 31, 2008","REGINA","705",44,NA,NA,21,2.0952380952381,0.142857142857143,10.5714285714286
"2008","1700","7250009.00","0009.00","December 31, 2008","SASKATOON","725",49,NA,NA,11,4.45454545454545,0,14.2727272727273
"2008","2270","5350804.01","0804.01","March 31, 2008","TORONTO","535",10,NA,NA,6,1.66666666666667,0,8.5
"2008","2440","9350150.02","0150.02","December 31, 2008","VICTORIA","935",61,NA,NA,31,1.96774193548387,0.129032258064516,9.06451612903226
"2008","1060","4620661.01","0661.01","December 31, 2008","MONTRÉAL","462",40,NA,NA,25,1.6,0,5.47368421052632
"2008","1060","4620727.01","0727.01","December 31, 2008","MONTRÉAL","462",6,NA,NA,2,3,2,6
"2008","2270","5350093.00","0093.00","December 31, 2008","TORONTO","535",74,NA,NA,5,14.8,1.4,16.6
"2008","2270","5350225.01","0225.01","December 31, 2008","TORONTO","535",1,NA,NA,1,1,0,12
"2008","2270","5350576.19","0576.19","December 31, 2008","TORONTO","535",845,NA,NA,714,1.18347338935574,0,9.39260312944523
"2008","2410","9330185.13","0185.13","December 31, 2008","VANCOUVER","933",11,NA,NA,2,5.5,0,9.5
"2008","0140","8250001.02","0001.02","December 31, 2008","CALGARY","825",384,NA,NA,6,64,1,23.3333333333333
"2008","0610","5370120.01","0120.01","March 31, 2008","HAMILTON","537",84,NA,NA,64,1.3125,0,7.05263157894737
"2008","1060","4620090.00","0090.00","June 30, 2008","MONTRÉAL","462",226,NA,NA,10,22.6,2.8,13.8
"2008","1060","4620395.03","0395.03","September 30, 2008","MONTRÉAL","462",73,NA,NA,9,8.11111111111111,0.222222222222222,5.33333333333333
"2008","1060","4620652.05","0652.05","March 31, 2008","MONTRÉAL","462",40,NA,NA,20,2,0.3,4.94117647058824
"2008","1060","4620903.09","0903.09","June 30, 2008","MONTRÉAL","462",11,NA,NA,10,1.1,0,4.4
"2008","1060","4620926.02","0926.02","September 30, 2008","MONTRÉAL","462",24,NA,NA,15,1.6,0,4.63636363636364
"2008","2440","9350002.00","0002.00","June 30, 2008","VICTORIA","935",2,NA,NA,2,1,0,4
"2008","2680","6020025.00","0025.00","December 31, 2008","WINNIPEG","602",1,NA,NA,1,1,0,4
"2008","2680","6020114.00","0114.00","December 31, 2008","WINNIPEG","602",4,NA,NA,1,4,0,9
"2008","0580","2050013.00","0013.00","June 30, 2008","HALIFAX","205",1,NA,NA,1,1,0,6
"2008","1060","4620635.00","0635.00","March 31, 2008","MONTRÉAL","462",2,NA,NA,2,1,0,6.5
"2008","1265","5050141.08","0141.08","December 31, 2008","OTTAWA","505",2,NA,NA,2,1,0,7
"2008","2410","9330028.00","0028.00","September 30, 2008","VANCOUVER","933",1,NA,NA,1,1,0,9
"2008","2410","9330503.08","0503.08","December 31, 2008","VANCOUVER","933",56,NA,NA,1,56,4,16
"2008","2440","9350126.00","0126.00","June 30, 2008","VICTORIA","935",4,NA,NA,4,1,0,8.25
"2008","0340","8350012.01","0012.01","September 30, 2008","EDMONTON","835",13,NA,NA,11,1.18181818181818,0,11.5454545454545
"2008","0340","8350104.13","0104.13","September 30, 2008","EDMONTON","835",2,NA,NA,2,1,0,8
"2008","0340","8350160.01","0160.01","September 30, 2008","EDMONTON","835",32,NA,NA,32,1,0,13.1
"2008","0580","2050120.00","0120.00","March 31, 2008","HALIFAX","205",1,NA,NA,1,1,0,3
"2008","1060","4620048.00","0048.00","March 31, 2008","MONTRÉAL","462",54,NA,NA,2,27,0,7.5
"2008","1060","4620640.00","0640.00","September 30, 2008","MONTRÉAL","462",7,NA,NA,2,3.5,0,10
"2008","1060","4620855.01","0855.01","June 30, 2008","MONTRÉAL","462",1,NA,NA,1,1,0,3
"2008","1060","4620882.00","0882.00","September 30, 2008","MONTRÉAL","462",4,NA,NA,2,2,1,4
"2008","1400","4210230.02","0230.02","March 31, 2008","QUÉBEC","421",126,NA,NA,112,1.125,0.160714285714286,4.32432432432432
"2008","2270","5350066.00","0066.00","June 30, 2008","TORONTO","535",185,NA,NA,2,92.5,0,15.5
"2008","2270","5350403.03","0403.03","March 31, 2008","TORONTO","535",592,NA,NA,364,1.62637362637363,0,5.81318681318681
"2008","2270","5350528.37","0528.37","June 30, 2008","TORONTO","535",3,NA,NA,2,1.5,0,20
"2008","2410","9330160.01","0160.01","September 30, 2008","VANCOUVER","933",5,NA,NA,4,1.25,0,12.75
"2008","2410","9330201.00","0201.00","March 31, 2008","VANCOUVER","933",123,NA,NA,50,2.46,0.4,7.76
"2008","0580","2050123.04","0123.04","June 30, 2008","HALIFAX","205",30,NA,NA,30,1,0,7.55172413793103
"2008","1060","4620881.02","0881.02","September 30, 2008","MONTRÉAL","462",3,NA,NA,1,3,2,11
"2008","1265","5050034.00","0034.00","March 31, 2008","OTTAWA","505",3,NA,NA,3,1,0,10
"2008","1265","5050057.00","0057.00","March 31, 2008","OTTAWA","505",1,NA,NA,1,1,0,6
"2008","1400","4210846.02","0846.02","September 30, 2008","QUÉBEC","421",1,NA,NA,1,1,0,NA
"2008","2270","5350441.02","0441.02","June 30, 2008","TORONTO","535",5,NA,NA,5,1,0,4.75
"2008","2410","9330025.00","0025.00","December 31, 2008","VANCOUVER","933",39,NA,NA,18,2.16666666666667,0.222222222222222,10.1111111111111
"2008","2410","9330221.01","0221.01","December 31, 2008","VANCOUVER","933",1,NA,NA,1,1,0,9
"2008","0140","8250057.00","0057.00","June 30, 2008","CALGARY","825",25,NA,NA,15,1.66666666666667,0,16.2666666666667
"2008","1060","4620280.00","0280.00","December 31, 2008","MONTRÉAL","462",2,NA,NA,1,2,0,5
"2008","1060","4620660.01","0660.01","March 31, 2008","MONTRÉAL","462",13,NA,NA,13,1,0,6.08333333333333
"2008","1060","4620677.03","0677.03","June 30, 2008","MONTRÉAL","462",52,NA,NA,50,1.04,0.08,5.36111111111111
"2008","1400","4210845.02","0845.02","September 30, 2008","QUÉBEC","421",76,NA,NA,72,1.05555555555556,0,4.44736842105263
"2008","1700","7250016.00","0016.00","September 30, 2008","SASKATOON","725",5,NA,NA,5,1,0,8
"2008","1700","7250021.01","0021.01","December 31, 2008","SASKATOON","725",2,NA,NA,2,1,0,7
"2008","2270","5350043.00","0043.00","March 31, 2008","TORONTO","535",2,NA,NA,1,2,0,13
"2008","2270","5350412.18","0412.18","June 30, 2008","TORONTO","535",4,NA,NA,4,1,0,15.75
"2008","2410","9330046.00","0046.00","December 31, 2008","VANCOUVER","933",18,NA,NA,2,9,3,16.5
"2008","2410","9330147.01","0147.01","December 31, 2008","VANCOUVER","933",181,NA,NA,26,6.96153846153846,0.615384615384615,10.04
"2008","2410","9330182.06","0182.06","December 31, 2008","VANCOUVER","933",4,NA,NA,4,1,0,11
"2008","0140","8250069.00","0069.00","September 30, 2008","CALGARY","825",9,NA,NA,5,1.8,0,20.2
"2008","1060","4620683.00","0683.00","June 30, 2008","MONTRÉAL","462",34,NA,NA,3,11.3333333333333,1,7
"2008","1400","4210801.00","0801.00","September 30, 2008","QUÉBEC","421",3,NA,NA,1,3,2,3
"2008","2270","5350142.00","0142.00","June 30, 2008","TORONTO","535",17,NA,NA,17,1,0,9.64705882352941
"2008","0340","8350140.05","0140.05","September 30, 2008","EDMONTON","835",75,NA,NA,64,1.171875,0,12.46875
"2008","2270","5350275.00","0275.00","June 30, 2008","TORONTO","535",28,NA,NA,28,1,0,14.2142857142857
"2008","2270","5350361.02","0361.02","June 30, 2008","TORONTO","535",10,NA,NA,4,2.5,0,6.5
"2008","2270","5350505.02","0505.02","June 30, 2008","TORONTO","535",8,NA,NA,8,1,0,11.875
"2008","2410","9330100.01","0100.01","June 30, 2008","VANCOUVER","933",43,NA,NA,16,2.6875,0.125,12.25
"2008","2410","9330188.06","0188.06","December 31, 2008","VANCOUVER","933",19,NA,NA,19,1,0,7.63157894736842
"2008","0340","8350006.18","0006.18","March 31, 2008","EDMONTON","835",4,NA,NA,4,1,0,9.5
"2008","1060","4620491.00","0491.00","December 31, 2008","MONTRÉAL","462",1,NA,NA,1,1,0,12
"2008","1060","4620687.02","0687.02","June 30, 2008","MONTRÉAL","462",109,NA,NA,78,1.3974358974359,0.166666666666667,4.82258064516129
"2008","1060","4620728.03","0728.03","March 31, 2008","MONTRÉAL","462",1,NA,NA,1,1,0,8
"2008","1060","4620786.00","0786.00","September 30, 2008","MONTRÉAL","462",4,NA,NA,2,2,1,7.5
"2008","1490","7050026.00","0026.00","September 30, 2008","REGINA","705",3,NA,NA,3,1,0,7
"2008","2270","5350028.00","0028.00","September 30, 2008","TORONTO","535",2,NA,NA,1,2,0,7
"2008","2270","5350089.00","0089.00","March 31, 2008","TORONTO","535",217,NA,NA,3,72.3333333333333,11.3333333333333,27.3333333333333
"2008","2270","5350340.00","0340.00","June 30, 2008","TORONTO","535",9,NA,NA,9,1,0,5.66666666666667
"2008","2270","5350362.01","0362.01","December 31, 2008","TORONTO","535",2,NA,NA,2,1,0,5.5
"2008","2270","5350403.01","0403.01","September 30, 2008","TORONTO","535",9,NA,NA,9,1,0,6.11111111111111
"2008","2410","9330236.00","0236.00","March 31, 2008","VANCOUVER","933",21,NA,NA,5,4.2,2.4,11.2
"2008","2440","9350155.01","0155.01","December 31, 2008","VICTORIA","935",13,NA,NA,13,1,0,8.53846153846154
