"ref_yy","metcode","full_ct","censustr","date_pbi","metro","stcan_cmacode","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr"
"2006","0140","8250076.10","0076.10","March 31, 2006","CALGARY","825",883,NA,NA,708,1.24717514124294,0.00423728813559322,5.41903409090909
"2006","0340","8350010.00","0010.00","December 31, 2006","EDMONTON","835",7,NA,NA,7,1,0,7.57142857142857
"2006","0340","8350105.04","0105.04","December 31, 2006","EDMONTON","835",10,NA,NA,10,1,0,6.6
"2006","0340","8350150.00","0150.00","September 30, 2006","EDMONTON","835",49,NA,NA,49,1,0,6.15909090909091
"2006","1060","4620687.03","0687.03","June 30, 2006","MONTRÉAL","462",221,NA,NA,148,1.49324324324324,0.128378378378378,4.50925925925926
"2006","1060","4620705.02","0705.02","March 31, 2006","MONTRÉAL","462",60,NA,NA,4,15,2.5,7.75
"2006","1060","4620709.02","0709.02","March 31, 2006","MONTRÉAL","462",2,NA,NA,2,1,0,3
"2006","1060","4620807.02","0807.02","June 30, 2006","MONTRÉAL","462",7,NA,NA,2,3.5,1,3
"2006","1060","4620831.06","0831.06","December 31, 2006","MONTRÉAL","462",44,NA,NA,39,1.12820512820513,0.153846153846154,4.7
"2006","1265","5050137.03","0137.03","September 30, 2006","OTTAWA","505",1,NA,NA,1,1,0,5
"2006","1490","7050101.00","0101.00","December 31, 2006","REGINA","705",90,NA,NA,86,1.04651162790698,0,10.5060240963855
"2006","2270","5350206.01","0206.01","December 31, 2006","TORONTO","535",4,NA,NA,4,1,0,11.75
"2006","2270","5350242.00","0242.00","March 31, 2006","TORONTO","535",2,NA,NA,2,1,0,12
"2006","2270","5350284.00","0284.00","September 30, 2006","TORONTO","535",3,NA,NA,3,1,0,9
"2006","2270","5350336.00","0336.00","June 30, 2006","TORONTO","535",9,NA,NA,9,1,0,5.11111111111111
"2006","2270","5350473.03","0473.03","December 31, 2006","TORONTO","535",1,NA,NA,1,1,0,7
"2006","2270","5350585.02","0585.02","September 30, 2006","TORONTO","535",3,NA,NA,3,1,0,13.3333333333333
"2006","2270","5350638.00","0638.00","June 30, 2006","TORONTO","535",50,NA,NA,41,1.21951219512195,0,6.90243902439024
"2006","2270","5350805.07","0805.07","September 30, 2006","TORONTO","535",562,NA,NA,445,1.26292134831461,0,8.85450346420323
"2006","2410","9330182.01","0182.01","September 30, 2006","VANCOUVER","933",8,NA,NA,8,1,0,9.625
"2006","2410","9330192.00","0192.00","March 31, 2006","VANCOUVER","933",2,NA,NA,2,1,0,5
"2006","2410","9330230.01","0230.01","September 30, 2006","VANCOUVER","933",3,NA,NA,3,1,0,11.3333333333333
"2006","0340","8350008.00","0008.00","March 31, 2006","EDMONTON","835",2,NA,NA,2,1,0,9.5
"2006","0580","2050143.02","0143.02","September 30, 2006","HALIFAX","205",14,NA,NA,14,1,0,3.5
"2006","1265","5050028.00","0028.00","September 30, 2006","OTTAWA","505",8,NA,NA,4,2,0,5.33333333333333
"2006","1400","4210160.01","0160.01","September 30, 2006","QUÉBEC","421",7,NA,NA,6,1.16666666666667,0,4.5
"2006","1400","4210360.02","0360.02","March 31, 2006","QUÉBEC","421",30,NA,NA,30,1,0,3.2
"2006","1400","4210820.01","0820.01","March 31, 2006","QUÉBEC","421",60,NA,NA,11,5.45454545454545,0.272727272727273,6.33333333333333
"2006","2270","5350307.01","0307.01","September 30, 2006","TORONTO","535",2,NA,NA,2,1,0,10
"2006","2270","5350313.00","0313.00","December 31, 2006","TORONTO","535",6,NA,NA,1,6,0,9
"2006","2270","5350424.06","0424.06","September 30, 2006","TORONTO","535",143,NA,NA,143,1,0,6.70629370629371
"2006","2270","5350527.05","0527.05","June 30, 2006","TORONTO","535",1,NA,NA,1,1,0,7
"2006","2410","9330034.02","0034.02","March 31, 2006","VANCOUVER","933",88,NA,NA,28,3.14285714285714,0.571428571428571,7.66666666666667
"2006","0140","8250001.24","0001.24","September 30, 2006","CALGARY","825",1450,NA,NA,1040,1.39423076923077,0,5.349
"2006","1060","4620287.02","0287.02","June 30, 2006","MONTRÉAL","462",64,NA,NA,5,12.8,0,11.25
"2006","1060","4620354.00","0354.00","June 30, 2006","MONTRÉAL","462",125,NA,NA,1,125,12,21
"2006","1060","4620370.00","0370.00","September 30, 2006","MONTRÉAL","462",7,NA,NA,7,1,0,12.5714285714286
"2006","1060","4620580.02","0580.02","June 30, 2006","MONTRÉAL","462",9,NA,NA,2,4.5,1.5,7
"2006","1060","4620758.02","0758.02","December 31, 2006","MONTRÉAL","462",58,NA,NA,53,1.09433962264151,0.0566037735849057,4.77142857142857
"2006","1060","4620857.07","0857.07","March 31, 2006","MONTRÉAL","462",16,NA,NA,2,8,0,4
"2006","1265","5050170.11","0170.11","June 30, 2006","OTTAWA","505",1,NA,NA,1,1,0,6
"2006","1490","7050022.02","0022.02","June 30, 2006","REGINA","705",8,NA,NA,2,4,0,17.5
"2006","2270","5350159.01","0159.01","December 31, 2006","TORONTO","535",1,NA,NA,1,1,0,9
"2006","2270","5350456.02","0456.02","June 30, 2006","TORONTO","535",1,NA,NA,1,1,0,9
"2006","2270","5350585.07","0585.07","March 31, 2006","TORONTO","535",26,NA,NA,15,1.73333333333333,0,7.86666666666667
"2006","2270","5350626.00","0626.00","June 30, 2006","TORONTO","535",8,NA,NA,8,1,0,12
"2006","2410","9330053.01","0053.01","June 30, 2006","VANCOUVER","933",4,NA,NA,4,1,0,9.5
"2006","2410","9330143.01","0143.01","March 31, 2006","VANCOUVER","933",5,NA,NA,5,1,0,5.5
"2006","2410","9330189.10","0189.10","June 30, 2006","VANCOUVER","933",256,NA,NA,9,28.4444444444444,0.888888888888889,7.66666666666667
"2006","1060","4620290.01","0290.01","September 30, 2006","MONTRÉAL","462",3,NA,NA,1,3,2,10
"2006","1060","4620512.02","0512.02","December 31, 2006","MONTRÉAL","462",1,NA,NA,1,1,0,10
"2006","1060","4620830.01","0830.01","June 30, 2006","MONTRÉAL","462",10,NA,NA,3,3.33333333333333,0.666666666666667,3.66666666666667
"2006","1060","4620903.01","0903.01","December 31, 2006","MONTRÉAL","462",4,NA,NA,4,1,0,4
"2006","2680","6020038.00","0038.00","June 30, 2006","WINNIPEG","602",1,NA,NA,1,1,0,4
"2006","2680","6020160.00","0160.00","June 30, 2006","WINNIPEG","602",80,NA,NA,51,1.56862745098039,0.117647058823529,5.61363636363636
"2006","0140","8250077.02","0077.02","September 30, 2006","CALGARY","825",1,NA,NA,1,1,0,15
"2006","0580","2050107.00","0107.00","June 30, 2006","HALIFAX","205",1,NA,NA,1,1,0,5
"2006","1060","4620514.01","0514.01","September 30, 2006","MONTRÉAL","462",55,NA,NA,9,6.11111111111111,2,15.2222222222222
"2006","2270","5350002.00","0002.00","December 31, 2006","TORONTO","535",2,NA,NA,2,1,0,9
"2006","2270","5350160.00","0160.00","December 31, 2006","TORONTO","535",7,NA,NA,5,1.4,0,8.4
"2006","2270","5350203.00","0203.00","September 30, 2006","TORONTO","535",3,NA,NA,3,1,0,9.66666666666667
"2006","2270","5350294.01","0294.01","September 30, 2006","TORONTO","535",1,NA,NA,1,1,0,9
"2006","2680","6020595.02","0595.02","December 31, 2006","WINNIPEG","602",3,NA,NA,3,1,0,5
"2006","0580","2050108.00","0108.00","June 30, 2006","HALIFAX","205",2,NA,NA,2,1,0,7
"2006","1060","4620470.03","0470.03","September 30, 2006","MONTRÉAL","462",1,NA,NA,1,1,0,6
"2006","1060","4620788.00","0788.00","June 30, 2006","MONTRÉAL","462",65,NA,NA,32,2.03125,0.625,5.45
"2006","1060","4620850.01","0850.01","September 30, 2006","MONTRÉAL","462",170,NA,NA,132,1.28787878787879,0.136363636363636,4.64285714285714
"2006","1265","5050131.02","0131.02","March 31, 2006","OTTAWA","505",2,NA,NA,2,1,0,6
"2006","2270","5350039.00","0039.00","March 31, 2006","TORONTO","535",131,NA,NA,5,26.2,0.6,16.2
"2006","2270","5350410.09","0410.09","September 30, 2006","TORONTO","535",3,NA,NA,3,1,0,13.3333333333333
"2006","2410","9330161.02","0161.02","June 30, 2006","VANCOUVER","933",6,NA,NA,6,1,0.333333333333333,6.16666666666667
"2006","2410","9330187.03","0187.03","June 30, 2006","VANCOUVER","933",10,NA,NA,10,1,0,7.5
"2006","2410","9330187.05","0187.05","June 30, 2006","VANCOUVER","933",4,NA,NA,4,1,0,6.75
"2006","2410","9330187.06","0187.06","September 30, 2006","VANCOUVER","933",78,NA,NA,50,1.56,0,6.46938775510204
"2006","2410","9330189.05","0189.05","June 30, 2006","VANCOUVER","933",61,NA,NA,3,20.3333333333333,1.33333333333333,9
"2006","2680","6020500.07","0500.07","December 31, 2006","WINNIPEG","602",31,NA,NA,31,1,0,5.28571428571429
"2006","0340","8350014.00","0014.00","September 30, 2006","EDMONTON","835",18,NA,NA,6,3,0.5,8.16666666666667
"2006","0610","5370039.00","0039.00","March 31, 2006","HAMILTON","537",1,NA,NA,1,1,0,6
"2006","0610","5370084.05","0084.05","December 31, 2006","HAMILTON","537",9,NA,NA,4,2.25,0,6
"2006","1060","4620325.04","0325.04","December 31, 2006","MONTRÉAL","462",63,NA,NA,2,31.5,0,14
"2006","1060","4620355.00","0355.00","December 31, 2006","MONTRÉAL","462",1,NA,NA,1,1,0,NA
"2006","1060","4620688.01","0688.01","September 30, 2006","MONTRÉAL","462",138,NA,NA,102,1.35294117647059,0.166666666666667,5.04
"2006","1265","5050005.00","0005.00","December 31, 2006","OTTAWA","505",10,NA,NA,2,5,0,8
"2006","1265","5050138.00","0138.00","June 30, 2006","OTTAWA","505",2,NA,NA,1,2,0,11
"2006","2270","5350299.00","0299.00","September 30, 2006","TORONTO","535",26,NA,NA,26,1,0,8.76923076923077
"2006","2270","5350362.02","0362.02","March 31, 2006","TORONTO","535",12,NA,NA,11,1.09090909090909,0,5.72727272727273
"2006","2270","5350631.00","0631.00","March 31, 2006","TORONTO","535",177,NA,NA,159,1.11320754716981,0,5.36129032258065
"2006","2410","9330021.00","0021.00","June 30, 2006","VANCOUVER","933",41,NA,NA,6,6.83333333333333,0.5,14.8333333333333
"2006","2410","9330292.02","0292.02","March 31, 2006","VANCOUVER","933",127,NA,NA,48,2.64583333333333,0.0625,6.70833333333333
"2006","1490","7050003.00","0003.00","June 30, 2006","REGINA","705",18,NA,NA,1,18,0,17
"2006","2410","9330028.00","0028.00","March 31, 2006","VANCOUVER","933",6,NA,NA,6,1,0,15.3333333333333
"2006","2410","9330055.02","0055.02","December 31, 2006","VANCOUVER","933",7,NA,NA,2,3.5,1.5,15
"2006","2680","6020043.00","0043.00","September 30, 2006","WINNIPEG","602",3,NA,NA,3,1,0,4
"2006","2680","6020540.02","0540.02","December 31, 2006","WINNIPEG","602",1,NA,NA,1,1,0,3
"2006","0340","8350032.01","0032.01","December 31, 2006","EDMONTON","835",87,NA,NA,1,87,12,28
"2006","0610","5370003.04","0003.04","December 31, 2006","HAMILTON","537",3,NA,NA,3,1,0,4
"2006","1060","4620053.00","0053.00","December 31, 2006","MONTRÉAL","462",12,NA,NA,2,6,1.5,3
"2006","1060","4620083.00","0083.00","September 30, 2006","MONTRÉAL","462",4,NA,NA,1,4,2,28
"2006","1060","4620550.03","0550.03","March 31, 2006","MONTRÉAL","462",73,NA,NA,68,1.07352941176471,0,5.68333333333333
"2006","1060","4620728.03","0728.03","September 30, 2006","MONTRÉAL","462",4,NA,NA,4,1,0,4
"2006","1060","4620732.01","0732.01","September 30, 2006","MONTRÉAL","462",88,NA,NA,41,2.14634146341463,0.463414634146341,6.67647058823529
"2006","1400","4210190.00","0190.00","December 31, 2006","QUÉBEC","421",34,NA,NA,34,1,0,4
"2006","1400","4210605.00","0605.00","September 30, 2006","QUÉBEC","421",139,NA,NA,127,1.09448818897638,0.031496062992126,5.41538461538462
"2006","1490","7050025.01","0025.01","March 31, 2006","REGINA","705",8,NA,NA,8,1,0,5.625
"2006","2270","5350423.02","0423.02","June 30, 2006","TORONTO","535",9,NA,NA,9,1,0,9.55555555555556
"2006","2270","5350508.00","0508.00","December 31, 2006","TORONTO","535",15,NA,NA,12,1.25,0,8.63636363636364
"2006","2410","9330149.02","0149.02","June 30, 2006","VANCOUVER","933",9,NA,NA,9,1,0,6
"2006","0140","8250201.00","0201.00","March 31, 2006","CALGARY","825",44,NA,NA,44,1,0,9.40909090909091
"2006","0340","8350121.05","0121.05","December 31, 2006","EDMONTON","835",688,NA,NA,445,1.54606741573034,0.0179775280898876,6.33783783783784
"2006","0610","5370101.00","0101.00","June 30, 2006","HAMILTON","537",99,NA,NA,43,2.30232558139535,0,9.51282051282051
"2006","1265","5050017.00","0017.00","March 31, 2006","OTTAWA","505",1,NA,NA,1,1,0,5
"2006","1265","5050200.01","0200.01","December 31, 2006","OTTAWA","505",19,NA,NA,19,1,0,5
"2006","2270","5350400.09","0400.09","March 31, 2006","TORONTO","535",1,NA,NA,1,1,0,5
"2006","2270","5350516.19","0516.19","March 31, 2006","TORONTO","535",237,NA,NA,34,6.97058823529412,0,9.14705882352941
"2006","2410","9330030.00","0030.00","September 30, 2006","VANCOUVER","933",15,NA,NA,14,1.07142857142857,0.142857142857143,7.42857142857143
"2006","2410","9330151.03","0151.03","March 31, 2006","VANCOUVER","933",2,NA,NA,2,1,0,6
"2006","2410","9330504.01","0504.01","March 31, 2006","VANCOUVER","933",753,NA,NA,495,1.52121212121212,0.339393939393939,5.55510204081633
"2006","2440","9350006.00","0006.00","December 31, 2006","VICTORIA","935",5,NA,NA,4,1.25,0,8
"2006","2680","6020120.01","0120.01","December 31, 2006","WINNIPEG","602",40,NA,NA,40,1,0,4.625
"2006","2680","6020600.00","0600.00","March 31, 2006","WINNIPEG","602",38,NA,NA,37,1.02702702702703,0,5.41176470588235
"2006","0580","2050005.00","0005.00","June 30, 2006","HALIFAX","205",2,NA,NA,2,1,0,3.5
"2006","1060","4620026.00","0026.00","December 31, 2006","MONTRÉAL","462",43,NA,NA,5,8.6,2.4,7.6
"2006","1060","4620228.00","0228.00","December 31, 2006","MONTRÉAL","462",8,NA,NA,2,4,0,5
"2006","2270","5350023.00","0023.00","September 30, 2006","TORONTO","535",73,NA,NA,2,36.5,0,11.5
"2006","2410","9330184.10","0184.10","December 31, 2006","VANCOUVER","933",3,NA,NA,3,1,0,8
"2006","2440","9350123.01","0123.01","December 31, 2006","VICTORIA","935",11,NA,NA,3,3.66666666666667,0,9
"2006","2680","6020116.00","0116.00","June 30, 2006","WINNIPEG","602",2,NA,NA,2,1,0,7
"2006","0580","2050143.01","0143.01","March 31, 2006","HALIFAX","205",42,NA,NA,42,1,0,4.02777777777778
"2006","0610","5370219.00","0219.00","December 31, 2006","HAMILTON","537",17,NA,NA,17,1,0,7.58823529411765
"2006","2270","5350368.00","0368.00","March 31, 2006","TORONTO","535",458,NA,NA,1,458,0,21
"2006","2410","9330163.05","0163.05","June 30, 2006","VANCOUVER","933",3,NA,NA,3,1,0,5
"2006","2410","9330191.03","0191.03","September 30, 2006","VANCOUVER","933",5,NA,NA,5,1,0,5.6
"2006","0140","8250063.00","0063.00","September 30, 2006","CALGARY","825",30,NA,NA,17,1.76470588235294,0,10.5882352941176
"2006","0580","2050021.00","0021.00","March 31, 2006","HALIFAX","205",7,NA,NA,4,1.75,0,3.5
"2006","0580","2050123.01","0123.01","December 31, 2006","HALIFAX","205",58,NA,NA,58,1,0,3.6078431372549
"2006","1060","4620904.03","0904.03","June 30, 2006","MONTRÉAL","462",14,NA,NA,4,3.5,1,3.66666666666667
"2006","1265","5050101.00","0101.00","March 31, 2006","OTTAWA","505",1,NA,NA,1,1,0,16
"2006","2270","5350129.00","0129.00","December 31, 2006","TORONTO","535",3,NA,NA,3,1,0,11.3333333333333
"2006","2270","5350374.02","0374.02","June 30, 2006","TORONTO","535",1,NA,NA,1,1,0,3
"2006","2270","5350412.03","0412.03","September 30, 2006","TORONTO","535",4,NA,NA,4,1,0,8.25
"2006","2270","5350505.01","0505.01","March 31, 2006","TORONTO","535",20,NA,NA,18,1.11111111111111,0,13.2777777777778
"2006","2410","9330162.03","0162.03","September 30, 2006","VANCOUVER","933",9,NA,NA,9,1,0,5.33333333333333
"2006","0340","8350054.00","0054.00","June 30, 2006","EDMONTON","835",16,NA,NA,2,8,0,11
"2006","0610","5370022.00","0022.00","December 31, 2006","HAMILTON","537",3,NA,NA,2,1.5,0,8.5
"2006","0610","5370084.03","0084.03","June 30, 2006","HAMILTON","537",4,NA,NA,4,1,0,4.75
"2006","1060","4620514.02","0514.02","September 30, 2006","MONTRÉAL","462",16,NA,NA,2,8,0,18.5
"2006","1060","4620604.03","0604.03","September 30, 2006","MONTRÉAL","462",4,NA,NA,1,4,2,9
"2006","1060","4620641.02","0641.02","June 30, 2006","MONTRÉAL","462",40,NA,NA,1,40,5,12
"2006","1060","4620682.06","0682.06","June 30, 2006","MONTRÉAL","462",61,NA,NA,46,1.32608695652174,0.0434782608695652,4.33333333333333
"2006","1060","4620756.04","0756.04","March 31, 2006","MONTRÉAL","462",42,NA,NA,18,2.33333333333333,0.333333333333333,5.0625
"2006","1265","5050038.00","0038.00","December 31, 2006","OTTAWA","505",2,NA,NA,1,2,0,21
"2006","1400","4210170.05","0170.05","March 31, 2006","QUÉBEC","421",9,NA,NA,5,1.8,0.4,5
"2006","2270","5350282.00","0282.00","December 31, 2006","TORONTO","535",1,NA,NA,1,1,0,9
"2006","2270","5350300.00","0300.00","March 31, 2006","TORONTO","535",751,NA,NA,5,150.2,13.2,17.6
"2006","2270","5350358.03","0358.03","June 30, 2006","TORONTO","535",10,NA,NA,10,1,0,5.4
"2006","2410","9330188.06","0188.06","March 31, 2006","VANCOUVER","933",1,NA,NA,1,1,0,8
"2006","2410","9330243.01","0243.01","June 30, 2006","VANCOUVER","933",14,NA,NA,11,1.27272727272727,0,7.90909090909091
"2006","2680","6020500.06","0500.06","June 30, 2006","WINNIPEG","602",139,NA,NA,132,1.0530303030303,0,5.16346153846154
"2006","0140","8250031.00","0031.00","December 31, 2006","CALGARY","825",365,NA,NA,2,182.5,22,26.5
"2006","0140","8250033.02","0033.02","September 30, 2006","CALGARY","825",3,NA,NA,2,1.5,0,6
"2006","0340","8350155.00","0155.00","March 31, 2006","EDMONTON","835",28,NA,NA,25,1.12,0,6.29411764705882
"2006","1060","4620084.00","0084.00","March 31, 2006","MONTRÉAL","462",36,NA,NA,6,6,3,9.33333333333333
"2006","1060","4620421.02","0421.02","June 30, 2006","MONTRÉAL","462",87,NA,NA,4,21.75,3,8.66666666666667
"2006","1060","4620686.01","0686.01","March 31, 2006","MONTRÉAL","462",51,NA,NA,49,1.04081632653061,0.0408163265306122,5.56818181818182
"2006","1400","4210210.01","0210.01","September 30, 2006","QUÉBEC","421",48,NA,NA,48,1,0,3.75
"2006","2270","5350612.09","0612.09","September 30, 2006","TORONTO","535",182,NA,NA,181,1.00552486187845,0,8.45251396648045
"2006","2270","5350635.00","0635.00","June 30, 2006","TORONTO","535",20,NA,NA,7,2.85714285714286,0,10.3333333333333
"2006","2680","6020050.01","0050.01","September 30, 2006","WINNIPEG","602",7,NA,NA,7,1,0,6.2
"2006","0340","8350043.00","0043.00","September 30, 2006","EDMONTON","835",1,NA,NA,1,1,0,9
"2006","1060","4620585.02","0585.02","June 30, 2006","MONTRÉAL","462",3,NA,NA,1,3,2,8
"2006","1060","4620825.04","0825.04","December 31, 2006","MONTRÉAL","462",1,NA,NA,1,1,0,NA
"2006","2270","5350071.00","0071.00","June 30, 2006","TORONTO","535",1,NA,NA,1,1,0,9
"2006","2410","9330020.00","0020.00","September 30, 2006","VANCOUVER","933",21,NA,NA,12,1.75,0.416666666666667,13.25
"2006","2410","9330047.01","0047.01","December 31, 2006","VANCOUVER","933",4,NA,NA,1,4,4,19
"2006","1060","4620703.03","0703.03","September 30, 2006","MONTRÉAL","462",2,NA,NA,2,1,0,3.5
"2006","2270","5350805.03","0805.03","September 30, 2006","TORONTO","535",795,NA,NA,662,1.20090634441088,0,7.91424196018377
"2006","2410","9330059.04","0059.04","June 30, 2006","VANCOUVER","933",335,NA,NA,5,67,13.6,24.4
"2006","2410","9330503.04","0503.04","December 31, 2006","VANCOUVER","933",50,NA,NA,3,16.6666666666667,1.33333333333333,7
"2006","0140","8250015.00","0015.00","September 30, 2006","CALGARY","825",1,NA,NA,1,1,0,13
"2006","0140","8250052.08","0052.08","December 31, 2006","CALGARY","825",522,NA,NA,464,1.125,0,6.06263498920086
"2006","1060","4620692.00","0692.00","September 30, 2006","MONTRÉAL","462",140,NA,NA,84,1.66666666666667,0.333333333333333,4.9375
"2006","1060","4620805.00","0805.00","June 30, 2006","MONTRÉAL","462",21,NA,NA,8,2.625,1.125,6.16666666666667
"2006","2270","5350091.01","0091.01","September 30, 2006","TORONTO","535",2,NA,NA,1,2,0,15
"2006","2270","5350217.00","0217.00","December 31, 2006","TORONTO","535",9,NA,NA,2,4.5,0,13.5
"2006","2270","5350312.03","0312.03","December 31, 2006","TORONTO","535",20,NA,NA,12,1.66666666666667,0,6.08333333333333
"2006","2410","9330044.00","0044.00","December 31, 2006","VANCOUVER","933",58,NA,NA,34,1.70588235294118,0.617647058823529,27.9411764705882
"2006","2410","9330186.08","0186.08","June 30, 2006","VANCOUVER","933",11,NA,NA,11,1,0,6
"2006","0140","8250025.00","0025.00","September 30, 2006","CALGARY","825",39,NA,NA,22,1.77272727272727,0,12.6818181818182
"2006","0610","5370029.00","0029.00","March 31, 2006","HAMILTON","537",1,NA,NA,1,1,0,7
"2006","1060","4620016.00","0016.00","December 31, 2006","MONTRÉAL","462",3,NA,NA,1,3,3,11
"2006","1060","4620061.00","0061.00","March 31, 2006","MONTRÉAL","462",25,NA,NA,1,25,4,26
"2006","1700","7250005.00","0005.00","December 31, 2006","SASKATOON","725",2,NA,NA,2,1,0,5
"2006","2410","9330001.02","0001.02","June 30, 2006","VANCOUVER","933",118,NA,NA,8,14.75,2,13.8333333333333
"2006","2410","9330130.01","0130.01","December 31, 2006","VANCOUVER","933",2,NA,NA,2,1,0,10
"2006","2410","9330240.01","0240.01","September 30, 2006","VANCOUVER","933",171,NA,NA,8,21.375,2.5,6.5
"2006","0580","2050012.00","0012.00","September 30, 2006","HALIFAX","205",1,NA,NA,1,1,0,3
"2006","1265","5050062.01","0062.01","December 31, 2006","OTTAWA","505",10,NA,NA,1,10,0,11
"2006","2270","5350424.02","0424.02","March 31, 2006","TORONTO","535",1750,NA,NA,1294,1.35239567233385,0,8.12918287937743
"2006","2270","5350441.03","0441.03","December 31, 2006","TORONTO","535",3,NA,NA,3,1,0,9
"2006","2270","5350820.01","0820.01","September 30, 2006","TORONTO","535",59,NA,NA,59,1,0,7.77966101694915
"2006","2410","9330188.03","0188.03","March 31, 2006","VANCOUVER","933",59,NA,NA,59,1,0,6.76271186440678
"2006","0340","8350164.00","0164.00","March 31, 2006","EDMONTON","835",84,NA,NA,81,1.03703703703704,0,7.45945945945946
"2006","1060","4620462.01","0462.01","June 30, 2006","MONTRÉAL","462",13,NA,NA,6,2.16666666666667,0.333333333333333,3.75
"2006","1265","5050102.00","0102.00","September 30, 2006","OTTAWA","505",2,NA,NA,1,2,0,8
"2006","1400","4210600.04","0600.04","March 31, 2006","QUÉBEC","421",98,NA,NA,71,1.38028169014085,0.126760563380282,5.46153846153846
"2006","2270","5350264.00","0264.00","September 30, 2006","TORONTO","535",8,NA,NA,8,1,0,25.5
