"ref_yy","metcode","full_ct","censustr","date_pbi","metro","stcan_cmacode","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"2009","2680","6020140.02","0140.02","September 30, 2009","WINNIPEG","602",92,NA,NA,40,2.3,0,0.85
"2009","0340","8350042.02","0042.02","June 30, 2009","EDMONTON","835",4,NA,NA,1,4,0,0
"2009","1060","4620792.00","0792.00","December 31, 2009","MONTRÉAL","462",106,NA,NA,74,1.43243243243243,0.0810810810810811,0
"2009","2270","5350233.00","0233.00","March 31, 2009","TORONTO","535",2,NA,NA,2,1,0,4
"2009","2270","5350576.10","0576.10","March 31, 2009","TORONTO","535",52,NA,NA,52,1,0,0.75
"2009","2410","9330170.04","0170.04","June 30, 2009","VANCOUVER","933",34,NA,NA,21,1.61904761904762,1.23809523809524,2.61904761904762
"2009","2680","6020131.00","0131.00","March 31, 2009","WINNIPEG","602",1,NA,NA,1,1,0,3
"2009","0580","2050007.00","0007.00","September 30, 2009","HALIFAX","205",81,NA,NA,2,40.5,0,4
"2009","0610","5370140.03","0140.03","December 31, 2009","HAMILTON","537",2,NA,NA,2,1,0,3
"2009","1060","4620290.04","0290.04","December 31, 2009","MONTRÉAL","462",50,NA,NA,39,1.28205128205128,0,0.0666666666666667
"2009","1060","4620656.02","0656.02","September 30, 2009","MONTRÉAL","462",107,NA,NA,87,1.22988505747126,0,0
"2009","1060","4620687.01","0687.01","December 31, 2009","MONTRÉAL","462",235,NA,NA,234,1.0042735042735,0,0
"2009","1060","4620857.10","0857.10","December 31, 2009","MONTRÉAL","462",124,NA,NA,86,1.44186046511628,0,0
"2009","1400","4210009.00","0009.00","June 30, 2009","QUÉBEC","421",10,NA,NA,2,5,3,1
"2009","1400","4210220.01","0220.01","September 30, 2009","QUÉBEC","421",247,NA,NA,91,2.71428571428571,0.494505494505495,0.593406593406593
"2009","2270","5350273.01","0273.01","June 30, 2009","TORONTO","535",1,NA,NA,1,1,0,2
"2009","2270","5350376.01","0376.01","June 30, 2009","TORONTO","535",2,NA,NA,2,1,0,4.5
"2009","2270","5350452.03","0452.03","September 30, 2009","TORONTO","535",1,NA,NA,1,1,0,2
"2009","2270","5350585.02","0585.02","December 31, 2009","TORONTO","535",1,NA,NA,1,1,0,2
"2009","2410","9330133.01","0133.01","March 31, 2009","VANCOUVER","933",6,NA,NA,6,1,0,0.5
"2009","2680","6020700.00","0700.00","June 30, 2009","WINNIPEG","602",37,NA,NA,37,1,0,1.27027027027027
"2009","0140","8250002.04","0002.04","December 31, 2009","CALGARY","825",200,NA,NA,139,1.43884892086331,0,0.640287769784173
"2009","0610","5370063.00","0063.00","June 30, 2009","HAMILTON","537",2,NA,NA,2,1,0,3.5
"2009","1060","4620209.00","0209.00","March 31, 2009","MONTRÉAL","462",8,NA,NA,3,2.66666666666667,0,0
"2009","1060","4620776.00","0776.00","June 30, 2009","MONTRÉAL","462",18,NA,NA,18,1,0,0
"2009","1265","5050160.04","0160.04","September 30, 2009","OTTAWA","505",1,NA,NA,1,1,0,1
"2009","1400","4210041.07","0041.07","December 31, 2009","QUÉBEC","421",3,NA,NA,2,1.5,0,0
"2009","2270","5350000.00","0000.00","December 31, 2009","TORONTO","535",1,NA,NA,1,1,0,0
"2009","2270","5350128.02","0128.02","December 31, 2009","TORONTO","535",5,NA,NA,2,2.5,0,0
"2009","2270","5350142.00","0142.00","June 30, 2009","TORONTO","535",8,NA,NA,8,1,0,1.125
"2009","2270","5350161.00","0161.00","December 31, 2009","TORONTO","535",4,NA,NA,3,1.33333333333333,0,0
"2009","2270","5350805.02","0805.02","September 30, 2009","TORONTO","535",5,NA,NA,5,1,0,0.4
"2009","2270","5350805.13","0805.13","December 31, 2009","TORONTO","535",178,NA,NA,154,1.15584415584416,0,0.207792207792208
"2009","2410","9330185.05","0185.05","September 30, 2009","VANCOUVER","933",4,NA,NA,4,1,0,0.5
"2009","2440","9350004.00","0004.00","December 31, 2009","VICTORIA","935",22,NA,NA,7,3.14285714285714,0,3.28571428571429
"2009","2680","6020032.00","0032.00","June 30, 2009","WINNIPEG","602",1,NA,NA,1,1,0,0
"2009","1060","4620710.02","0710.02","December 31, 2009","MONTRÉAL","462",20,NA,NA,20,1,0,0
"2009","1060","4620850.04","0850.04","September 30, 2009","MONTRÉAL","462",170,NA,NA,6,28.3333333333333,0,NA
"2009","2270","5350138.00","0138.00","December 31, 2009","TORONTO","535",8,NA,NA,8,1,0,1.375
"2009","2270","5350461.01","0461.01","September 30, 2009","TORONTO","535",13,NA,NA,7,1.85714285714286,0,0.857142857142857
"2009","2270","5350481.01","0481.01","December 31, 2009","TORONTO","535",113,NA,NA,75,1.50666666666667,0,1.42666666666667
"2009","2410","9330170.06","0170.06","December 31, 2009","VANCOUVER","933",80,NA,NA,24,3.33333333333333,1.33333333333333,2.375
"2009","2410","9330183.06","0183.06","September 30, 2009","VANCOUVER","933",4,NA,NA,4,1,0,1.25
"2009","0340","8350120.03","0120.03","September 30, 2009","EDMONTON","835",2,NA,NA,1,2,0,0
"2009","1060","4620161.00","0161.00","March 31, 2009","MONTRÉAL","462",66,NA,NA,2,33,0,0
"2009","1060","4620651.02","0651.02","March 31, 2009","MONTRÉAL","462",99,NA,NA,15,6.6,0.133333333333333,NA
"2009","1060","4620857.01","0857.01","June 30, 2009","MONTRÉAL","462",5,NA,NA,5,1,0,0
"2009","1060","4620903.10","0903.10","December 31, 2009","MONTRÉAL","462",175,NA,NA,110,1.59090909090909,0.0363636363636364,0
"2009","1265","5050171.03","0171.03","December 31, 2009","OTTAWA","505",733,NA,NA,373,1.96514745308311,0,2.24664879356568
"2009","2270","5350592.01","0592.01","December 31, 2009","TORONTO","535",65,NA,NA,25,2.6,0,0.6
"2009","2270","5350801.02","0801.02","March 31, 2009","TORONTO","535",7,NA,NA,2,3.5,0,0
"2009","2410","9330052.01","0052.01","September 30, 2009","VANCOUVER","933",2,NA,NA,2,1,0,6
"2009","2410","9330147.04","0147.04","December 31, 2009","VANCOUVER","933",2,NA,NA,1,2,2,0
"2009","0140","8250030.00","0030.00","June 30, 2009","CALGARY","825",6,NA,NA,6,1,0,2.83333333333333
"2009","0340","8350075.08","0075.08","March 31, 2009","EDMONTON","835",22,NA,NA,4,5.5,0,0
"2009","0340","8350121.06","0121.06","March 31, 2009","EDMONTON","835",82,NA,NA,1,82,0,1
"2009","0580","2050142.02","0142.02","June 30, 2009","HALIFAX","205",25,NA,NA,17,1.47058823529412,0,0.235294117647059
"2009","0610","5370210.00","0210.00","September 30, 2009","HAMILTON","537",10,NA,NA,1,10,0,10
"2009","1060","4620239.00","0239.00","December 31, 2009","MONTRÉAL","462",36,NA,NA,6,6,0,0
"2009","1060","4620990.00","0990.00","September 30, 2009","MONTRÉAL","462",41,NA,NA,23,1.78260869565217,0,0
"2009","1265","5050062.01","0062.01","December 31, 2009","OTTAWA","505",2,NA,NA,1,2,0,3
"2009","1265","5050140.03","0140.03","December 31, 2009","OTTAWA","505",7,NA,NA,2,3.5,0,1
"2009","1490","7050003.00","0003.00","September 30, 2009","REGINA","705",1,NA,NA,1,1,0,1
"2009","1700","7250101.00","0101.00","June 30, 2009","SASKATOON","725",51,NA,NA,50,1.02,0,0
"2009","2270","5350473.02","0473.02","June 30, 2009","TORONTO","535",2,NA,NA,2,1,0,0
"2009","2270","5350516.26","0516.26","June 30, 2009","TORONTO","535",63,NA,NA,9,7,0,3.11111111111111
"2009","2270","5350540.02","0540.02","March 31, 2009","TORONTO","535",9,NA,NA,5,1.8,0,3.2
"2009","2410","9330101.02","0101.02","December 31, 2009","VANCOUVER","933",1,NA,NA,1,1,0,0
"2009","2410","9330185.13","0185.13","December 31, 2009","VANCOUVER","933",153,NA,NA,35,4.37142857142857,0.114285714285714,1.14285714285714
"2009","0340","8350200.00","0200.00","December 31, 2009","EDMONTON","835",3,NA,NA,3,1,0,2.66666666666667
"2009","0610","5370002.04","0002.04","September 30, 2009","HAMILTON","537",1,NA,NA,1,1,0,1
"2009","0610","5370301.00","0301.00","September 30, 2009","HAMILTON","537",62,NA,NA,38,1.63157894736842,0,0.605263157894737
"2009","1060","4620602.01","0602.01","December 31, 2009","MONTRÉAL","462",112,NA,NA,1,112,0,0
"2009","1060","4620703.04","0703.04","September 30, 2009","MONTRÉAL","462",2,NA,NA,2,1,0,NA
"2009","1700","7250018.04","0018.04","December 31, 2009","SASKATOON","725",75,NA,NA,60,1.25,0,1.19298245614035
"2009","2270","5350361.01","0361.01","June 30, 2009","TORONTO","535",5,NA,NA,5,1,0,1
"2009","2270","5350576.25","0576.25","March 31, 2009","TORONTO","535",190,NA,NA,183,1.03825136612022,0,2.80874316939891
"2009","2410","9330054.01","0054.01","September 30, 2009","VANCOUVER","933",1,NA,NA,1,1,0,1
"2009","2410","9330133.02","0133.02","December 31, 2009","VANCOUVER","933",5,NA,NA,5,1,0,0.2
"2009","2410","9330151.01","0151.01","December 31, 2009","VANCOUVER","933",115,NA,NA,4,28.75,5,2.5
"2009","2410","9330210.00","0210.00","September 30, 2009","VANCOUVER","933",158,NA,NA,1,158,0,0
"2009","2680","6020102.02","0102.02","September 30, 2009","WINNIPEG","602",3,NA,NA,3,1,0,1.33333333333333
"2009","0140","8250066.01","0066.01","September 30, 2009","CALGARY","825",2,NA,NA,1,2,0,9
"2009","0340","8350105.01","0105.01","September 30, 2009","EDMONTON","835",29,NA,NA,29,1,0,0.379310344827586
"2009","0610","5370080.03","0080.03","September 30, 2009","HAMILTON","537",6,NA,NA,6,1,0,1.16666666666667
"2009","0610","5370122.01","0122.01","September 30, 2009","HAMILTON","537",10,NA,NA,5,2,0,0.2
"2009","1060","4620004.00","0004.00","September 30, 2009","MONTRÉAL","462",12,NA,NA,4,3,0,0
"2009","1400","4210140.02","0140.02","March 31, 2009","QUÉBEC","421",12,NA,NA,4,3,0,0
"2009","1400","4210845.01","0845.01","June 30, 2009","QUÉBEC","421",18,NA,NA,12,1.5,0,0.416666666666667
"2009","1700","7250011.02","0011.02","September 30, 2009","SASKATOON","725",1,NA,NA,1,1,0,11
"2009","2270","5350281.01","0281.01","June 30, 2009","TORONTO","535",24,NA,NA,9,2.66666666666667,0,5.42857142857143
"2009","2270","5350401.17","0401.17","September 30, 2009","TORONTO","535",4,NA,NA,4,1,0,0.75
"2009","2410","9330114.00","0114.00","December 31, 2009","VANCOUVER","933",4,NA,NA,4,1,0,0.5
"2009","2410","9330226.02","0226.02","September 30, 2009","VANCOUVER","933",12,NA,NA,10,1.2,0,0.6
"2009","2410","9330260.06","0260.06","March 31, 2009","VANCOUVER","933",1,NA,NA,1,1,0,3
"2009","2440","9350180.02","0180.02","September 30, 2009","VICTORIA","935",17,NA,NA,17,1,0,1.70588235294118
"2009","1060","4620654.00","0654.00","September 30, 2009","MONTRÉAL","462",5,NA,NA,5,1,0,0
"2009","1060","4620853.04","0853.04","June 30, 2009","MONTRÉAL","462",4,NA,NA,4,1,0,0
"2009","1265","5050040.00","0040.00","December 31, 2009","OTTAWA","505",3,NA,NA,1,3,0,3
"2009","1265","5050051.00","0051.00","December 31, 2009","OTTAWA","505",3,NA,NA,1,3,0,0
"2009","1700","7250104.00","0104.00","September 30, 2009","SASKATOON","725",34,NA,NA,34,1,0,0
"2009","2270","5350050.02","0050.02","December 31, 2009","TORONTO","535",2,NA,NA,2,1,0,0
"2009","2270","5350224.00","0224.00","September 30, 2009","TORONTO","535",3,NA,NA,3,1,0,0.333333333333333
"2009","2270","5350230.02","0230.02","June 30, 2009","TORONTO","535",1,NA,NA,1,1,0,0
"2009","2270","5350274.02","0274.02","September 30, 2009","TORONTO","535",5,NA,NA,5,1,0,0
"2009","2270","5350586.02","0586.02","December 31, 2009","TORONTO","535",7,NA,NA,6,1.16666666666667,0,1
"2009","0610","5370215.00","0215.00","June 30, 2009","HAMILTON","537",3,NA,NA,3,1,0,0.666666666666667
"2009","1060","4620325.04","0325.04","September 30, 2009","MONTRÉAL","462",19,NA,NA,1,19,0,0
"2009","1060","4620854.01","0854.01","December 31, 2009","MONTRÉAL","462",1,NA,NA,1,1,0,NA
"2009","1265","5050042.00","0042.00","December 31, 2009","OTTAWA","505",8,NA,NA,1,8,0,4
"2009","1265","5050160.08","0160.08","September 30, 2009","OTTAWA","505",388,NA,NA,203,1.91133004926108,0,1.10344827586207
"2009","2270","5350011.00","0011.00","June 30, 2009","TORONTO","535",175,NA,NA,1,175,0,NA
"2009","2270","5350125.00","0125.00","December 31, 2009","TORONTO","535",4,NA,NA,4,1,0,2.25
"2009","2270","5350484.01","0484.01","March 31, 2009","TORONTO","535",65,NA,NA,57,1.14035087719298,0,28.7017543859649
"2009","2270","5350612.15","0612.15","June 30, 2009","TORONTO","535",200,NA,NA,123,1.6260162601626,0,2.38524590163934
"2009","2410","9330188.02","0188.02","September 30, 2009","VANCOUVER","933",3,NA,NA,3,1,0,0.333333333333333
"2009","2410","9330287.02","0287.02","June 30, 2009","VANCOUVER","933",224,NA,NA,186,1.20430107526882,0.204301075268817,0.82258064516129
"2009","2440","9350013.01","0013.01","March 31, 2009","VICTORIA","935",3,NA,NA,3,1,0,4.33333333333333
"2009","2680","6020122.01","0122.01","September 30, 2009","WINNIPEG","602",2,NA,NA,2,1,0,0
"2009","0580","2050132.05","0132.05","December 31, 2009","HALIFAX","205",105,NA,NA,100,1.05,0,0.82
"2009","0610","5370047.00","0047.00","December 31, 2009","HAMILTON","537",1,NA,NA,1,1,0,0
"2009","1060","4620904.05","0904.05","June 30, 2009","MONTRÉAL","462",72,NA,NA,4,18,0,0
"2009","1265","5050029.00","0029.00","June 30, 2009","OTTAWA","505",3,NA,NA,2,1.5,0,0.5
"2009","1490","7050025.01","0025.01","December 31, 2009","REGINA","705",1,NA,NA,1,1,0,0
"2009","2270","5350111.00","0111.00","December 31, 2009","TORONTO","535",4,NA,NA,2,2,0,0
"2009","2270","5350117.00","0117.00","December 31, 2009","TORONTO","535",5,NA,NA,3,1.66666666666667,0,3
"2009","2270","5350284.00","0284.00","December 31, 2009","TORONTO","535",2,NA,NA,2,1,0,0
"2009","2270","5350460.02","0460.02","June 30, 2009","TORONTO","535",2,NA,NA,2,1,0,6
"2009","2440","9350002.00","0002.00","March 31, 2009","VICTORIA","935",24,NA,NA,5,4.8,0,0.4
"2009","2680","6020595.01","0595.01","December 31, 2009","WINNIPEG","602",74,NA,NA,69,1.07246376811594,0,0.666666666666667
"2009","0580","2050121.05","0121.05","March 31, 2009","HALIFAX","205",3,NA,NA,3,1,0,0.666666666666667
"2009","0610","5370084.03","0084.03","June 30, 2009","HAMILTON","537",3,NA,NA,3,1,0,0
"2009","0610","5370303.01","0303.01","December 31, 2009","HAMILTON","537",6,NA,NA,6,1,0,0.333333333333333
"2009","1060","4620055.01","0055.01","December 31, 2009","MONTRÉAL","462",59,NA,NA,1,59,0,0
"2009","1060","4620062.00","0062.00","June 30, 2009","MONTRÉAL","462",32,NA,NA,3,10.6666666666667,0,0
"2009","1060","4620791.00","0791.00","June 30, 2009","MONTRÉAL","462",52,NA,NA,21,2.47619047619048,0,0
"2009","1060","4620903.04","0903.04","December 31, 2009","MONTRÉAL","462",1,NA,NA,1,1,0,0
"2009","1400","4210846.02","0846.02","June 30, 2009","QUÉBEC","421",4,NA,NA,4,1,0,0.25
"2009","2270","5350306.02","0306.02","June 30, 2009","TORONTO","535",7,NA,NA,7,1,0,9.14285714285714
"2009","2270","5350623.00","0623.00","March 31, 2009","TORONTO","535",26,NA,NA,22,1.18181818181818,0,5.04545454545455
"2009","2410","9330144.06","0144.06","December 31, 2009","VANCOUVER","933",33,NA,NA,19,1.73684210526316,0.842105263157895,0.684210526315789
"2009","2410","9330185.12","0185.12","March 31, 2009","VANCOUVER","933",3,NA,NA,3,1,0,1
"2009","2410","9330223.01","0223.01","September 30, 2009","VANCOUVER","933",6,NA,NA,4,1.5,0,1
"2009","2680","6020130.01","0130.01","September 30, 2009","WINNIPEG","602",173,NA,NA,3,57.6666666666667,4,NA
"2009","0580","2050026.02","0026.02","June 30, 2009","HALIFAX","205",5,NA,NA,3,1.66666666666667,0,0.666666666666667
"2009","1060","4620013.00","0013.00","September 30, 2009","MONTRÉAL","462",142,NA,NA,4,35.5,0,0
"2009","2270","5350021.00","0021.00","June 30, 2009","TORONTO","535",4,NA,NA,4,1,0,0.75
"2009","2270","5350157.00","0157.00","December 31, 2009","TORONTO","535",4,NA,NA,4,1,0,1.75
"2009","2270","5350287.01","0287.01","December 31, 2009","TORONTO","535",6,NA,NA,6,1,0,0.5
"2009","2270","5350410.09","0410.09","March 31, 2009","TORONTO","535",10,NA,NA,10,1,0,7.1
"2009","2270","5350603.00","0603.00","June 30, 2009","TORONTO","535",3,NA,NA,3,1,0,0.333333333333333
"2009","2410","9330021.00","0021.00","March 31, 2009","VANCOUVER","933",13,NA,NA,13,1,0,0.384615384615385
"2009","2410","9330183.05","0183.05","December 31, 2009","VANCOUVER","933",108,NA,NA,83,1.30120481927711,0.0963855421686747,2.32530120481928
"2009","2410","9330185.06","0185.06","December 31, 2009","VANCOUVER","933",66,NA,NA,66,1,0.242424242424242,0.96969696969697
"2009","2410","9330506.01","0506.01","September 30, 2009","VANCOUVER","933",1,NA,NA,1,1,0,1
"2009","2440","9350009.00","0009.00","September 30, 2009","VICTORIA","935",3,NA,NA,3,1,0,1.33333333333333
"2009","2440","9350013.02","0013.02","September 30, 2009","VICTORIA","935",3,NA,NA,2,1.5,0,1
"2009","2440","9350131.00","0131.00","December 31, 2009","VICTORIA","935",8,NA,NA,8,1,0,0.5
"2009","0140","8250063.00","0063.00","June 30, 2009","CALGARY","825",13,NA,NA,10,1.3,0,0.777777777777778
"2009","0340","8350155.00","0155.00","September 30, 2009","EDMONTON","835",9,NA,NA,9,1,0,0.888888888888889
"2009","0580","2050015.00","0015.00","June 30, 2009","HALIFAX","205",2,NA,NA,1,2,0,0
"2009","1060","4620232.00","0232.00","December 31, 2009","MONTRÉAL","462",47,NA,NA,2,23.5,2,0
"2009","1060","4620462.02","0462.02","June 30, 2009","MONTRÉAL","462",5,NA,NA,5,1,0,NA
"2009","1400","4210320.02","0320.02","September 30, 2009","QUÉBEC","421",6,NA,NA,3,2,1.33333333333333,2
"2009","1490","7050012.00","0012.00","December 31, 2009","REGINA","705",6,NA,NA,5,1.2,0,3
"2009","1490","7050100.02","0100.02","December 31, 2009","REGINA","705",34,NA,NA,34,1,0,0.346153846153846
"2009","1700","7250013.02","0013.02","December 31, 2009","SASKATOON","725",2,NA,NA,1,2,0,3
"2009","2270","5350306.01","0306.01","December 31, 2009","TORONTO","535",4,NA,NA,4,1,0,3.75
"2009","2270","5350364.02","0364.02","June 30, 2009","TORONTO","535",1,NA,NA,1,1,0,0
"2009","2270","5350470.00","0470.00","September 30, 2009","TORONTO","535",4,NA,NA,4,1,0,1.5
"2009","2410","9330100.02","0100.02","June 30, 2009","VANCOUVER","933",5,NA,NA,4,1.25,0,0.25
"2009","2680","6020531.00","0531.00","September 30, 2009","WINNIPEG","602",8,NA,NA,8,1,0,0.125
"2009","0340","8350022.00","0022.00","June 30, 2009","EDMONTON","835",8,NA,NA,8,1,0,0.875
"2009","0340","8350040.00","0040.00","September 30, 2009","EDMONTON","835",1,NA,NA,1,1,0,1
"2009","0340","8350049.00","0049.00","December 31, 2009","EDMONTON","835",6,NA,NA,6,1,0,0.333333333333333
"2009","0580","2050123.01","0123.01","September 30, 2009","HALIFAX","205",57,NA,NA,57,1,0,0.666666666666667
"2009","1060","4620431.00","0431.00","September 30, 2009","MONTRÉAL","462",24,NA,NA,2,12,0,NA
"2009","1060","4620903.08","0903.08","September 30, 2009","MONTRÉAL","462",2,NA,NA,2,1,0,0
"2009","2410","9330112.00","0112.00","December 31, 2009","VANCOUVER","933",2,NA,NA,2,1,0,1.5
"2009","2410","9330180.01","0180.01","June 30, 2009","VANCOUVER","933",41,NA,NA,13,3.15384615384615,0,9.07692307692308
"2009","0140","8250001.29","0001.29","December 31, 2009","CALGARY","825",2,NA,NA,2,1,0,0
"2009","0140","8250072.00","0072.00","March 31, 2009","CALGARY","825",38,NA,NA,15,2.53333333333333,0,0.666666666666667
"2009","1060","4620205.00","0205.00","September 30, 2009","MONTRÉAL","462",5,NA,NA,2,2.5,0,0
"2009","1060","4620806.02","0806.02","June 30, 2009","MONTRÉAL","462",25,NA,NA,25,1,0,0
"2009","1060","4620828.02","0828.02","March 31, 2009","MONTRÉAL","462",84,NA,NA,70,1.2,0,0.05
"2009","1060","4620854.02","0854.02","December 31, 2009","MONTRÉAL","462",1,NA,NA,1,1,0,0
"2009","1400","4210119.04","0119.04","September 30, 2009","QUÉBEC","421",6,NA,NA,5,1.2,0,0.8
"2009","2270","5350431.01","0431.01","September 30, 2009","TORONTO","535",22,NA,NA,22,1,0,0.590909090909091
"2009","2270","5350604.00","0604.00","December 31, 2009","TORONTO","535",2,NA,NA,2,1,0,0
"2009","2270","5350610.03","0610.03","June 30, 2009","TORONTO","535",2,NA,NA,2,1,0,0.5
"2009","2410","9330030.00","0030.00","June 30, 2009","VANCOUVER","933",7,NA,NA,6,1.16666666666667,0.333333333333333,1.16666666666667
"2009","2410","9330287.06","0287.06","December 31, 2009","VANCOUVER","933",34,NA,NA,7,4.85714285714286,0,0
"2009","2410","9330501.03","0501.03","June 30, 2009","VANCOUVER","933",12,NA,NA,9,1.33333333333333,0.666666666666667,1.22222222222222
"2009","0140","8250026.00","0026.00","September 30, 2009","CALGARY","825",3,NA,NA,1,3,0,0
"2009","0580","2050130.01","0130.01","December 31, 2009","HALIFAX","205",124,NA,NA,43,2.88372093023256,0,0.906976744186046
"2009","0610","5370042.00","0042.00","December 31, 2009","HAMILTON","537",1,NA,NA,1,1,0,0
"2009","1060","4620619.00","0619.00","December 31, 2009","MONTRÉAL","462",2,NA,NA,2,1,0,NA
"2009","1060","4620626.00","0626.00","December 31, 2009","MONTRÉAL","462",87,NA,NA,36,2.41666666666667,0,0
"2009","1060","4620775.00","0775.00","June 30, 2009","MONTRÉAL","462",1,NA,NA,1,1,0,NA
"2009","1060","4620860.01","0860.01","June 30, 2009","MONTRÉAL","462",18,NA,NA,6,3,0,NA
"2009","1060","4620930.04","0930.04","September 30, 2009","MONTRÉAL","462",35,NA,NA,34,1.02941176470588,0,0
"2009","1265","5050031.00","0031.00","June 30, 2009","OTTAWA","505",2,NA,NA,1,2,0,0
"2009","1265","5050037.00","0037.00","September 30, 2009","OTTAWA","505",59,NA,NA,2,29.5,0,4
"2009","1265","5050059.00","0059.00","June 30, 2009","OTTAWA","505",10,NA,NA,3,3.33333333333333,0,4
"2009","2270","5350094.00","0094.00","December 31, 2009","TORONTO","535",2,NA,NA,2,1,0,0.5
"2009","2270","5350378.06","0378.06","September 30, 2009","TORONTO","535",1,NA,NA,1,1,0,0
"2009","2270","5350441.03","0441.03","March 31, 2009","TORONTO","535",1,NA,NA,1,1,0,1
"2009","2410","9330142.03","0142.03","March 31, 2009","VANCOUVER","933",23,NA,NA,17,1.35294117647059,0.705882352941177,0.117647058823529
"2009","2410","9330291.02","0291.02","December 31, 2009","VANCOUVER","933",21,NA,NA,9,2.33333333333333,1.55555555555556,1.11111111111111
"2009","0140","8250001.02","0001.02","December 31, 2009","CALGARY","825",1,NA,NA,1,1,0,3
"2009","0340","8350001.06","0001.06","March 31, 2009","EDMONTON","835",12,NA,NA,1,12,0,NA
"2009","1700","7250110.00","0110.00","June 30, 2009","SASKATOON","725",1,NA,NA,1,1,0,0
"2009","2270","5350528.37","0528.37","June 30, 2009","TORONTO","535",2,NA,NA,2,1,0,2.5
"2009","2410","9330131.00","0131.00","December 31, 2009","VANCOUVER","933",9,NA,NA,9,1,0,0.555555555555556
"2009","2680","6020011.00","0011.00","March 31, 2009","WINNIPEG","602",5,NA,NA,4,1.25,0,0.25
"2009","1060","4620006.00","0006.00","June 30, 2009","MONTRÉAL","462",3,NA,NA,1,3,0,NA
"2009","1060","4620317.01","0317.01","December 31, 2009","MONTRÉAL","462",2,NA,NA,2,1,0,0
"2009","1265","5050180.01","0180.01","September 30, 2009","OTTAWA","505",2,NA,NA,2,1,0,0
"2009","1400","4210280.02","0280.02","December 31, 2009","QUÉBEC","421",2,NA,NA,1,2,2,0
"2009","1400","4210835.05","0835.05","December 31, 2009","QUÉBEC","421",1,NA,NA,1,1,0,0
"2009","1490","7050024.00","0024.00","June 30, 2009","REGINA","705",4,NA,NA,3,1.33333333333333,0,0
"2009","2270","5350275.00","0275.00","September 30, 2009","TORONTO","535",7,NA,NA,7,1,0,0.428571428571429
"2009","2270","5350342.00","0342.00","March 31, 2009","TORONTO","535",57,NA,NA,12,4.75,0,1.25
"2009","2270","5350400.01","0400.01","December 31, 2009","TORONTO","535",339,NA,NA,257,1.31906614785992,0,0.560311284046693
"2009","2270","5350412.17","0412.17","September 30, 2009","TORONTO","535",520,NA,NA,485,1.07216494845361,0,0.406185567010309
"2009","2410","9330240.01","0240.01","December 31, 2009","VANCOUVER","933",5,NA,NA,5,1,0,0
"2009","2680","6020552.01","0552.01","September 30, 2009","WINNIPEG","602",1,NA,NA,1,1,0,2
"2009","0340","8350078.13","0078.13","December 31, 2009","EDMONTON","835",10,NA,NA,10,1,0,1.1
"2009","0610","5370003.04","0003.04","September 30, 2009","HAMILTON","537",3,NA,NA,3,1,0,1.66666666666667
"2009","1060","4620432.00","0432.00","December 31, 2009","MONTRÉAL","462",20,NA,NA,5,4,0,NA
"2009","1700","7250017.00","0017.00","September 30, 2009","SASKATOON","725",11,NA,NA,4,2.75,0,1.25
"2009","2270","5350523.00","0523.00","June 30, 2009","TORONTO","535",2,NA,NA,1,2,0,0
"2009","2270","5350610.02","0610.02","June 30, 2009","TORONTO","535",8,NA,NA,8,1,0,0
"2009","1060","4620301.00","0301.00","June 30, 2009","MONTRÉAL","462",57,NA,NA,4,14.25,0,0
"2009","1060","4620995.00","0995.00","September 30, 2009","MONTRÉAL","462",103,NA,NA,85,1.21176470588235,0,0.0595238095238095
"2009","1400","4210003.00","0003.00","September 30, 2009","QUÉBEC","421",32,NA,NA,1,32,4,2
"2009","1400","4210039.01","0039.01","September 30, 2009","QUÉBEC","421",7,NA,NA,3,2.33333333333333,0.666666666666667,0.333333333333333
"2009","1400","4210280.01","0280.01","June 30, 2009","QUÉBEC","421",148,NA,NA,39,3.79487179487179,0.564102564102564,0.962962962962963
"2009","1490","7050006.00","0006.00","March 31, 2009","REGINA","705",9,NA,NA,4,2.25,0,1
"2009","2270","5350278.00","0278.00","December 31, 2009","TORONTO","535",8,NA,NA,8,1,0,1.125
"2009","2270","5350421.01","0421.01","September 30, 2009","TORONTO","535",7,NA,NA,7,1,0,2.14285714285714
"2009","2270","5350452.02","0452.02","June 30, 2009","TORONTO","535",1,NA,NA,1,1,0,2
"2009","2270","5350576.27","0576.27","December 31, 2009","TORONTO","535",7,NA,NA,5,1.4,0,0
"2009","2410","9330050.04","0050.04","June 30, 2009","VANCOUVER","933",11,NA,NA,3,3.66666666666667,2.66666666666667,2
"2009","2410","9330287.01","0287.01","March 31, 2009","VANCOUVER","933",106,NA,NA,8,13.25,0.5,6.25
"2009","2410","9330401.02","0401.02","September 30, 2009","VANCOUVER","933",103,NA,NA,31,3.32258064516129,0,5.93548387096774
"2009","2440","9350151.02","0151.02","December 31, 2009","VICTORIA","935",57,NA,NA,51,1.11764705882353,0,1.19607843137255
"2009","2680","6020028.00","0028.00","September 30, 2009","WINNIPEG","602",3,NA,NA,3,1,0,1.33333333333333
"2009","0140","8250064.00","0064.00","June 30, 2009","CALGARY","825",10,NA,NA,9,1.11111111111111,0,0.333333333333333
"2009","0580","2050120.00","0120.00","December 31, 2009","HALIFAX","205",8,NA,NA,6,1.33333333333333,0,0.833333333333333
