year,age_group,Alberta,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland,Nova Scotia,Ontario,PEI,Quebec,Saskatchewan
2043,3034,472133.929,433449.21,3160578.44,121871.201,45186.397,24222.394,62370.287,1282770.468,12924.61,597008.316,97785.823
2043,3539,473446.68,446051.002,3221290.0149999997,120411.98,47821.766,25731.094,64314.532,1344033.398,13519.471,575267.865,100275.79
2043,4044,466206.636,454389.528,3243058.699,121778.347,51044.563,27433.558,66139.004,1360443.262,13682.682,568746.602,102786.796
2043,4549,454102.695,461520.433,3304731.17,119643.345,54044.04,29857.496,69534.772,1383698.431,14499.111,604015.9469999999,103648.589
2043,5054,433546.964,440414.016,3166374.69,112572.82,54831.579,31197.379999999997,69008.932,1284553.452,13682.936,615276.732,101606.859
2043,5559,400939.46,405992.409,2864407.208,102370.523,51815.112,30067.514,63789.766,1124546.984,12375.802,566754.33,97073.798
2043,6064,354335.749,365601.7,2623075.365,89621.149,49386.189,30174.23,59471.811,992573.653,11798.448,578563.544,84392.103
2043,6569,300150.479,325357.373,2357827.825,78172.526,47885.613,30424.418,56468.5,907945.098,10982.092,526450.836,68714.03
2043,7074,269316.342,326915.78500000003,2248994.29,71722.465,47797.634,32401.213,58003.638,893899.912,10794.456,473163.89,60289.115000000005
2043,7500,707537.774,925955.672,6421612.05,193334.916,143204.595,90936.451,173513.747,2523016.59,29346.252,1453594.988,169957.3
