year,age_group,Alberta,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland,Nova Scotia,Ontario,PEI,Quebec,Saskatchewan
1971,4,153696,178623,1836149,85997,58260,62136,70097,644197,10054,485861,79496
1971,509,182333,214726,2267794,100399,71776,68192,85418,788128,12597,637478,98948
1971,1014,184165,225217,2329323,101678,74183,65658,86297,794371,12885,676275,102426
1971,1519,165751,208255,2164092,97573,70684,60591,81157,732381,11670,635037,96393
1971,2024,150387,196946,1976914,88175,58314,46505,70470,707309,9452,573174,70537
1971,2529,124117,167850,1643264,68724,41968,36171,53790,590134,6550,494415,54065
1971,3034,103317,138019,1342744,55802,33915,28221,43848,492200,5791,389580,47839
1971,3539,100402,130424,1286302,53145,32093,25863,41943,477095,5594,367837,48605
1971,4044,97058,131702,1284154,53970,31759,24403,40334,481749,5245,364186,50967
1971,4549,89387,131020,1252545,56725,32896,23261,41730,474746,5345,342953,52223
1971,5054,75742,115989,1065664,51368,30249,22125,40532,386176,5303,286573,49888
1971,5559,66203,108144,964984,49068,28006,19952,37770,346978,5263,255439,46836
1971,6064,52706,85906,785693,40174,23307,15317,31059,283062,4438,210049,38685
1971,6569,42622,69216,626521,32576,18502,11369,24298,229891,3685,162565,31218
1971,7074,30573,51646,462065,24096,14364,8848,18688,173036,3164,114205,23091
1971,7500,47258,86787,673824,39406,22195,12242,29863,247574,5555,141678,40821
1972,4,151701,179887,1801915,85224,58068,61775,69014,638119,9959,463459,76633
1972,509,176556,209204,2187938,96013,69525,67943,82381,762785,12253,609937,93350
1972,1014,188031,230892,2349140,102156,74091,66115,87039,805445,13006,674511,101125
1972,1519,173630,217510,2221277,98301,71562,61131,82009,753965,11850,649998,96244
1972,2024,152080,202503,1989767,87675,59126,48276,70651,706207,9447,576735,71166
1972,2529,133508,182576,1751659,73011,45768,39158,57859,634160,7176,516756,55677
1972,3034,106689,146129,1393880,57171,35192,29246,45320,509834,5870,406702,47149
1972,3539,99997,131962,1277301,52119,31746,26078,41571,475914,5628,362092,46730
1972,4044,98004,133435,1289466,53475,32041,24382,40575,482961,5278,366883,49469
1972,4549,89627,131379,1251305,55529,32189,23204,40553,475962,5326,344480,50669
1972,5054,79282,121966,1112092,52611,31176,22730,41306,407995,5383,297685,50091
1972,5559,67168,110229,972171,48872,28171,19958,37882,348830,5180,257786,46708
1972,6064,54229,90519,813135,41579,24148,16183,32151,293387,4597,215761,39546
1972,6569,43921,72239,644955,33442,18941,11472,25016,235438,3706,168294,31864
1972,7074,31605,53830,474403,24690,14471,8937,18702,177534,3189,117544,23532
1972,7500,48062,87826,688059,39784,22554,12536,30226,254581,5612,145593,40827
1973,4,151064,181975,1788166,84986,58328,61704,68876,637119,9895,450829,75146
1973,509,169309,201988,2082997,91587,66529,66763,79214,728041,11639,572733,87185
1973,1014,191351,235939,2368189,102544,74452,66657,87987,816639,13218,671631,100584
1973,1519,180636,226509,2272006,99022,72518,61114,83436,773488,12041,662431,95270
1973,2024,157381,210923,2032693,88990,60610,49971,71903,717063,9556,587296,72735
1973,2529,141366,195290,1836307,76442,49152,41454,61899,666246,7909,533406,56770
1973,3034,111762,155922,1459832,59369,37042,30565,47591,532698,5988,426758,47161
1973,3539,99841,134673,1276761,51830,31848,26061,41821,476540,5691,359484,45308
1973,4044,99019,135761,1293059,53063,32108,24742,41098,483600,5400,367149,47996
1973,4549,90859,133008,1257700,54470,32014,23049,40374,477972,5235,348401,49799
1973,5054,82218,127568,1154402,54003,31717,22935,41439,430426,5434,306919,49752
1973,5559,67917,111126,974800,48424,28350,20033,38023,347875,5172,260058,46423
1973,6064,55619,95278,839901,42745,24845,16991,33323,303144,4736,221867,40282
1973,6569,45186,75761,663096,34148,19533,11674,25916,241114,3800,172840,32480
1973,7074,33104,56336,491321,25634,14860,9131,19048,183234,3233,122001,24337
1973,7500,48695,89214,700547,40101,22814,12717,30438,260348,5673,149346,40709
1974,4,150099,182890,1777695,85082,58504,60808,68179,634894,9808,445560,73920
1974,509,162627,198458,1991842,88230,63787,65418,75333,697912,11134,539144,82058
1974,1014,192614,239620,2373809,102665,74948,67039,88561,823902,13424,663898,99733
1974,1519,185607,234512,2314170,99767,72861,60947,84443,792042,12201,670974,95008
1974,2024,166202,223752,2105895,92525,62095,51301,73256,740174,9669,604809,75883
1974,2529,147847,207581,1916215,80004,52216,43299,64939,695740,8516,550863,58768
1974,3034,117366,168105,1535174,62227,39289,31790,49627,559189,6332,448360,47778
1974,3539,100140,139121,1294578,52495,32567,26379,42455,483377,5758,364418,44191
1974,4044,99443,137575,1293677,52616,32024,24790,41063,484544,5503,366081,46874
1974,4549,91709,134581,1258139,53505,31774,23111,39984,477052,5267,349946,48698
1974,5054,84852,133641,1195412,54917,31953,22570,41496,451264,5359,317613,49688
1974,5559,68210,111957,976014,48112,28587,19986,38005,347985,5159,260629,45981
1974,6064,57860,101485,870896,44124,25687,17932,34494,313236,4938,228774,41255
1974,6569,45779,79196,680893,34867,20131,12192,26658,247534,3912,177015,32952
1974,7074,34677,59148,508690,26529,15109,9240,19643,188945,3219,126635,25111
1974,7500,49589,90956,714870,40541,23212,12802,30615,266485,5763,153852,40559
1975,4,151891,181766,1771061,84364,59152,59671,67358,629165,9812,445609,74414
1975,509,162002,197537,1933732,85992,62334,64012,72767,680501,10747,510966,79113
1975,1014,191739,237512,2355067,101037,74927,67554,88395,822343,13476,652231,98167
1975,1519,191260,240541,2347857,100294,73532,61591,85567,805690,12533,674645,95991
1975,2024,179698,233129,2189679,94983,64615,52733,75171,766063,9834,626470,80206
1975,2529,158495,220167,1997399,83257,55800,45891,67794,720621,9201,566545,62667
1975,3034,124678,177610,1608522,64578,41718,33391,51951,582320,6568,470693,49749
1975,3539,102990,143622,1319874,52953,33643,27072,43113,490209,6017,371995,44367
1975,4044,100149,138144,1287904,51931,32075,24803,40972,482089,5555,362728,46155
1975,4549,94411,135910,1264161,52711,31676,23665,39797,477246,5318,352587,48232
1975,5054,86354,135059,1215258,55120,32249,21762,40918,461294,5319,325665,49402
1975,5559,70568,114594,995601,48069,28950,20569,38565,356689,5248,264652,46243
1975,6064,60298,107013,900085,45471,26358,18351,35317,324259,5072,234311,42496
1975,6569,46938,82679,700846,35915,20984,12949,27556,253480,4015,182051,33551
1975,7074,36125,61590,524328,27185,15415,9457,20221,194047,3228,130788,25802
1975,7500,51093,92691,731901,41115,23580,13025,31087,273779,5781,158367,40860
1976,4,154864,177399,1759317,82736,59068,57969,65966,614350,9626,454161,75445
1976,509,164607,197744,1909617,85451,62170,63153,72041,673861,10540,493684,78511
1976,1014,188172,230571,2291715,97961,73863,67281,86336,803248,13088,628081,95491
1976,1519,196070,244343,2389251,101283,74794,63065,87259,824668,12875,680433,97782
1976,2024,193757,238154,2252144,97038,66886,53416,77477,784392,10136,639401,84364
1976,2529,170200,228769,2062690,85994,58678,47231,69967,738350,9443,579962,66723
1976,3034,132755,184673,1682190,66861,44428,36372,54640,605064,6966,492727,52202
1976,3539,107123,148301,1354239,53988,35215,27579,44174,498717,6019,383504,45626
1976,4044,101796,137942,1286062,51696,32478,24950,41345,480320,5710,360401,46011
1976,4549,96731,136736,1266848,52049,31515,23420,39644,476194,5237,354630,47963
1976,5054,88193,135432,1229164,54768,32456,22218,40483,467763,5343,331095,49250
1976,5559,73707,118759,1030853,49031,29594,20958,39124,373537,5269,272830,46500
1976,6064,62143,109915,913129,45784,26678,18248,35647,328462,5108,236959,43033
1976,6569,48943,86062,728512,37014,21908,13901,28626,263248,4248,188818,34947
1976,7074,37383,63853,539115,28094,15713,9373,20732,198767,3236,135092,26370
1976,7500,52843,95246,754962,42010,24050,13505,31705,282838,5804,164983,41394
1977,4,160056,177714,1760806,82156,58240,56124,64547,609860,9583,457670,77276
1977,509,166031,196266,1879428,84886,61768,62091,71125,664709,10518,476030,78204
1977,1014,184515,223392,2225816,94741,72220,67149,83872,782318,12824,604454,92859
1977,1519,208474,247656,2407177,101296,74342,62461,87117,833385,12761,674911,97935
1977,2024,210485,240541,2299999,97538,68239,53712,78877,796307,10415,648604,88135
1977,2529,180412,230691,2080757,86632,59329,47864,69905,735591,9414,584209,69477
1977,3034,147160,198509,1794850,71594,47913,38894,58736,647024,7706,515394,56106
1977,3539,113572,155215,1407184,55678,36751,28443,45873,515210,6181,399410,46836
1977,4044,103775,138374,1280070,50957,32255,25137,41325,478405,5791,355126,45569
1977,4549,99229,137503,1274327,51813,31984,23335,40048,477525,5324,357088,47683
1977,5054,89008,134579,1226506,53617,31760,22158,39658,467029,5313,332621,48577
1977,5559,77629,124159,1077075,50400,30585,21513,39951,395198,5340,283312,47374
1977,6064,63798,111516,922419,45799,26945,18379,35978,331073,5096,239342,43321
1977,6569,50658,89917,755074,38270,22683,14669,29743,273764,4412,194129,36031
1977,7074,38814,66279,557289,28939,16379,9555,21415,204643,3285,140255,27227
1977,7500,54647,98004,777066,43053,24450,13864,31858,292039,5939,170578,42011
1978,4,165749,179410,1767385,81557,57030,54681,63288,607551,9659,462517,78307
1978,509,168355,195490,1856999,84221,61373,60825,70334,659218,10481,460861,78060
1978,1014,179950,214892,2129776,90853,69481,66339,80427,750355,12332,569015,88704
1978,1519,216853,251059,2423548,101344,74027,62011,87568,843501,13013,668976,98119
1978,2024,224662,245911,2338857,97815,68816,53909,80111,805791,10797,653694,90052
1978,2529,192193,234779,2108471,87326,59822,48602,69730,740076,9457,586589,72417
1978,3034,159573,210092,1873956,74610,50825,40709,62019,676096,8464,526711,58707
1978,3539,121812,164476,1475693,57821,38536,29844,47894,538392,6420,418089,48123
1978,4044,105519,139992,1277375,50656,32407,25034,41438,477858,5855,350106,45194
1978,4549,101819,138945,1279774,51432,32070,23841,40536,479111,5441,356423,47260
1978,5054,90933,134745,1229735,52649,31514,21981,39452,467727,5261,334766,48461
1978,5559,80651,129408,1119153,51874,31088,21738,40079,417668,5418,291871,47668
1978,6064,65042,111868,927020,45635,27159,18611,36184,331682,5072,241016,43604
1978,6569,52352,93842,778013,39202,23287,15379,30753,282423,4545,198648,36738
1978,7074,40260,69400,575995,29704,16994,9829,22364,211133,3407,144250,28162
1978,7500,56518,100853,801453,44182,25085,14306,32451,301562,6062,176927,42854
1979,4,173097,183501,1780722,80055,55999,52984,62775,605594,9773,469309,79926
1979,509,170068,192317,1829208,82532,60795,59582,69336,648399,10316,450851,77467
1979,1014,176895,209068,2035541,86735,66369,64971,76560,716953,11694,534340,84646
1979,1519,220907,252320,2429491,100770,74439,62342,88281,850304,13362,661643,97907
1979,2024,239421,252117,2375040,96679,68631,53854,80686,815250,10965,659392,90777
1979,2529,206914,240637,2147541,87448,60629,49364,70654,746611,9486,592398,75942
1979,3034,171157,219995,1943196,76385,53413,42661,64723,698582,9009,539311,61588
1979,3539,129922,174284,1539105,59447,40372,31104,49702,558489,6726,435201,49426
1979,4044,108490,144013,1297961,50803,33349,25734,42353,484399,5943,354600,44954
1979,4549,103502,139244,1276236,50747,31968,23949,40679,477887,5513,353147,46682
1979,5054,92992,135237,1230665,51544,31256,22272,39126,466951,5298,335735,48038
1979,5559,83478,134805,1157545,52615,31348,21350,40229,437479,5351,301122,47994
1979,6064,65696,112095,929190,45335,27289,18806,36215,332305,5078,241681,43550
1979,6569,54435,99001,804851,40321,23991,16111,31885,291590,4696,204160,37790
1979,7074,41201,72263,594844,30463,17612,10363,23053,218289,3521,148543,29028
1979,7500,58791,104341,830408,45393,25698,14628,33139,313006,6154,184563,44020
1980,4,181667,189404,1791767,78261,54893,51477,61941,601363,9745,474150,81063
1980,509,173075,192525,1812578,80931,60168,58285,67938,637642,10189,447104,77419
1980,1014,178461,208760,1968636,83698,63802,63068,73405,693844,11186,503743,81428
1980,1519,221584,251797,2420625,99396,74391,63091,88284,851170,13459,652795,97276
1980,2024,258961,262767,2423888,96736,68024,53466,80592,828413,11019,665636,91030
1980,2529,226312,250436,2205508,87526,61495,49969,71819,758860,9546,602242,79654
1980,3034,185739,235285,2021093,78183,56022,45042,67163,722076,9543,550426,64981
1980,3539,138781,184347,1601440,60768,42009,32490,51736,575941,6908,453087,50894
1980,4044,112997,150539,1327519,51027,34208,26529,42994,492839,6134,361719,45120
1980,4549,104678,140157,1267748,49783,31838,23857,40619,474366,5550,348101,45851
1980,5054,96390,137748,1241241,50795,31116,22869,39087,469629,5298,338344,47708
1980,5559,84917,136860,1175782,52606,31401,20642,39692,446699,5327,308252,47588
1980,6064,67740,115879,952094,45366,27772,19384,36907,342815,5160,245862,44038
1980,6569,56338,104949,831971,41561,24429,16550,32567,302161,4821,208795,38935
1980,7074,42121,75997,615270,31295,18338,11096,24014,224880,3604,153816,29570
1980,7500,61268,108411,858507,46503,26313,14944,33901,323315,6246,191925,44993
1981,4,190583,195168,1803407,77080,53413,49448,60771,599974,9623,477721,81839
1981,509,176632,192550,1794717,79396,58914,56938,66182,623034,10008,446189,77702
1981,1014,181234,210972,1934564,82533,62342,61704,72104,681719,10909,483710,79913
1981,1519,220192,248820,2369682,97154,73134,63831,86409,833235,12992,631056,95438
1981,2024,278579,272932,2476593,97119,67290,53142,80813,843619,10829,673507,91232
1981,2529,248191,260924,2251012,87862,61471,50204,72360,762874,9611,606891,82575
1981,3034,200970,248431,2083832,79796,57371,46108,68790,738625,9701,558947,68084
1981,3539,148550,194319,1669813,62406,43646,35285,53971,596519,7281,470744,52271
1981,4044,118564,158687,1368444,51833,35402,27201,44141,503288,6128,373615,45988
1981,4549,106667,141773,1264673,49432,31846,23906,40695,471860,5684,344632,45301
1981,5054,98972,140826,1250372,50308,30985,22736,39152,471574,5290,340819,47339
1981,5559,86738,138182,1188272,52147,31362,21080,39214,452097,5331,312970,47317
1981,6064,70306,121652,987571,46323,28312,19666,37374,359886,5216,253343,44275
1981,6569,57965,109073,849200,42076,24817,16763,33126,307254,4855,212739,39649
1981,7074,43511,79376,637881,32119,19113,11957,24840,232628,3808,159314,30625
1981,7500,63450,112873,889882,47961,27020,15333,34929,334100,6285,201010,46211
1982,4,199181,200666,1821014,77867,52256,48076,60588,605348,9524,476015,83214
1982,509,181552,192844,1793041,78555,57475,54677,64408,616526,9792,451701,78414
1982,1014,181869,210494,1911472,82401,61800,61036,71526,676569,10938,467768,79630
1982,1519,216545,240700,2293352,94438,70437,62390,83153,810882,12427,602544,92259
1982,2024,284056,274174,2493838,98416,66892,52617,81696,858295,10704,666970,91950
1982,2529,266941,268331,2321617,90274,62257,49995,74063,783938,9732,622036,85658
1982,3034,209980,250836,2095059,80464,57268,46306,68285,733089,9493,562078,69956
1982,3539,163581,210240,1786571,66891,47006,37637,57827,640718,7905,493392,56056
1982,4044,124151,164936,1413223,53293,36544,27842,45524,517282,6192,387055,46617
1982,4549,108349,143420,1261960,48774,31520,24107,40725,471772,5725,339882,44765
1982,5054,101602,142760,1260497,50191,31418,22650,39462,473758,5374,343844,46986
1982,5559,88217,138400,1192016,51441,30806,21016,38533,454720,5318,314832,46858
1982,6064,74343,127543,1031826,47620,29159,20164,38070,380157,5242,263404,44855
1982,6569,59348,111149,861059,42337,25058,16997,33556,311230,4866,215374,40259
1982,7074,44586,83150,658526,33023,19775,12516,25713,240340,3948,163344,31525
1982,7500,65526,116870,921871,49239,27786,15769,35909,345664,6408,210392,47580
1983,4,205110,204549,1838915,79158,52300,47380,61092,615949,9522,469966,85233
1983,509,182559,192626,1793547,78399,56385,53037,63023,612801,9730,458664,79335
1983,1014,180819,208858,1890627,82409,61459,60448,70958,672086,10780,455826,79680
1983,1519,205547,229434,2191088,91442,67858,62029,80126,779706,11992,567093,88516
1983,2024,273968,271579,2507305,101440,68558,54121,84306,877976,11335,660962,94986
1983,2529,274129,271573,2377143,93050,64015,50684,76390,805864,10079,634593,88554
1983,3034,215919,253050,2120412,82084,57843,47353,68605,738933,9455,566825,72992
1983,3539,172845,221325,1871515,70605,50392,39834,61347,672495,8542,509402,59171
1983,4044,129371,172475,1473239,55441,38200,29266,47581,537727,6410,404859,47944
1983,4549,108947,145093,1264311,48852,31716,24252,40979,473836,5713,337476,44523
1983,5054,102853,144401,1263658,49889,31449,22949,39796,474392,5465,343383,46561
1983,5559,90072,139593,1202544,50909,30762,21036,38445,458657,5282,318971,46927
1983,6064,77250,132912,1073265,49112,29788,20422,38362,401922,5311,271708,45098
1983,6569,60279,111253,863128,42035,25104,17008,33495,310888,4816,216923,40455
1983,7074,46035,87232,681776,34189,20430,13154,26680,249167,4082,167963,32206
1983,7500,67884,121549,953978,50738,28583,16191,37104,357165,6588,218362,49068
1984,4,207425,208542,1848934,80153,52101,46293,61296,626384,9491,461832,86552
1984,509,183304,195195,1806123,78426,55544,51435,62646,615028,9776,466488,81005
1984,1014,178340,205039,1863492,82041,60735,59057,69939,664253,10516,447461,78990
1984,1519,193733,222042,2091627,88036,64983,61003,76965,748510,11564,532804,84835
1984,2024,261719,270712,2515313,103975,69648,54753,86648,895900,11945,654458,97356
1984,2529,272165,274179,2413180,94540,64757,50577,78265,826871,10345,642586,90437
1984,3034,221110,258269,2166352,84793,59101,47981,70152,755058,9539,575859,76789
1984,3539,178403,230388,1943417,73672,53143,41672,64257,700147,9009,524357,62431
1984,4044,133595,181159,1532700,57680,39973,30370,49339,557940,6734,422240,49489
1984,4549,109899,148385,1284023,49480,32596,24954,41858,481712,5824,341842,44420
1984,5054,103160,144281,1258896,49362,31273,22952,39968,473304,5517,340582,45903
1984,5559,91598,140683,1207032,50128,30626,21280,38212,459687,5300,320996,46589
1984,6064,79942,138363,1112677,50123,30126,20092,38561,422102,5268,281064,45585
1984,6569,61014,111271,866060,41839,25282,17171,33497,311661,4815,218281,40326
1984,7074,48152,92139,707566,35352,21012,13764,27670,258205,4234,173092,33287
1984,7500,70348,126534,989661,52210,29588,16711,38198,370722,6686,227278,50621
1985,4,207997,210228,1847822,80764,51339,44725,61224,636811,9569,448998,87137
1985,509,184718,196985,1815949,78346,54540,49986,62445,616616,9809,472341,82494
1985,1014,176232,200475,1840806,81448,59946,57507,68704,655437,10302,444859,78786
1985,1519,187259,217973,2016019,85372,62396,59715,74346,725661,11192,503369,81644
1985,2024,251705,264098,2500958,104616,69503,54835,87345,904267,12080,646375,97691
1985,2529,269005,274130,2440033,96532,64959,50161,80114,847014,10576,647532,91450
1985,3034,228776,261731,2226396,87523,60550,48442,72327,778386,9645,590372,80511
1985,3539,185009,240543,2013118,76869,55602,43602,66904,727135,9498,535821,65719
1985,4044,138290,188271,1593549,59843,41717,31562,51514,577659,6906,442250,51205
1985,4549,111273,151666,1303979,50025,33284,25433,42432,488525,5995,347708,44406
1985,5054,102901,143667,1249349,48653,31078,22860,40056,470402,5537,336402,45092
1985,5559,93949,142593,1218141,49725,30470,21772,38277,463076,5314,324592,46355
1985,6064,80775,139088,1127564,50145,30118,19314,37944,430511,5189,287752,45281
1985,6569,63251,114697,889777,42148,25748,17649,34272,322422,4899,222858,40905
1985,7074,50268,97087,732504,36559,21380,14206,28365,267391,4314,177892,34385
1985,7500,73082,131899,1026152,53927,30657,17506,39579,383344,6794,236681,51867
1986,4,208372,209406,1841112,80781,50424,43450,60731,645773,9677,436854,86786
1986,509,187127,199209,1829447,78342,53561,48275,61674,623782,9806,476594,83313
1986,1014,175249,196176,1815036,80392,58657,55695,66676,642213,10029,444739,78302
1986,1519,187506,218240,1987138,84786,61138,58754,73041,719990,10863,485642,79977
1986,2024,243707,254641,2445325,102884,68051,53559,85702,895870,11856,626272,94700
1986,2529,267875,273286,2478391,98512,65061,49416,81201,876527,10786,655490,91597
1986,3034,238047,266181,2283411,90009,61861,48487,73719,801230,10036,602419,83245
1986,3539,192216,248264,2069972,79407,57134,44272,68519,749903,9675,545824,68053
1986,4044,144105,195669,1666039,62258,43720,34025,53701,604321,7231,463638,52774
1986,4549,113723,156688,1336120,51100,34314,25775,43472,498015,6064,358552,45039
1986,5054,103557,143634,1245273,48450,31030,22980,40179,468850,5655,333792,44454
1986,5559,95838,144835,1227384,49255,30248,21577,38324,466286,5304,327684,45928
1986,6064,82127,139294,1139067,49881,30176,19710,37470,435876,5218,292913,44943
1986,6569,65898,120433,925567,43049,26318,17882,34857,339632,4947,230439,41124
1986,7074,51911,100193,747837,36931,21674,14218,28901,272712,4341,181311,34971
1986,7500,75672,137472,1063159,55515,31652,18231,40920,396379,6948,246007,53511
1987,4,208851,211450,1856948,82077,49868,41892,61069,664257,9643,431860,86801
1987,509,188813,203820,1848603,78917,52444,46918,61286,637401,9753,477722,83692
1987,1014,174589,196497,1819719,79915,57845,54190,65306,642032,9957,453684,78968
1987,1519,184172,217006,1958061,83877,60435,57605,71730,715453,10637,471360,78458
1987,2024,229046,245783,2362542,98042,65697,52921,82227,876686,11428,603179,89708
1987,2529,262583,275003,2515897,100015,65074,49263,82272,910886,10685,659091,92121
1987,3034,242841,270902,2354554,91870,62958,48626,75844,834170,10277,622988,85712
1987,3539,193571,250563,2093329,80400,57373,44838,68548,757682,9588,554680,69270
1987,4044,154217,210829,1781731,66576,47042,36448,57629,652492,7873,487633,55907
1987,4549,116845,163396,1388462,52482,35831,26560,44927,516927,6146,376086,45683
1987,5054,103473,144435,1241635,47735,30756,23093,40185,469181,5718,330442,43871
1987,5559,97142,145743,1236977,48875,30714,21518,38583,469178,5342,332156,45550
1987,6064,83171,139936,1148849,49136,29694,19680,36920,441282,5174,297698,44623
1987,6569,69207,126336,969532,44139,27189,18338,35443,360075,5000,241171,41610
1987,7074,53435,102649,761744,37093,21998,14457,29297,277205,4334,184980,35619
1987,7500,78921,144303,1108018,57224,32850,18895,42340,413038,7086,257254,55206
1988,4,207792,214479,1868395,82582,49103,40457,60929,679551,9637,429709,84823
1988,509,193026,210669,1875015,79316,52064,45973,61469,656410,9822,474566,83671
1988,1014,175022,199175,1831393,79425,56566,52546,63907,645742,9966,463428,78878
1988,1519,182214,217883,1944994,83471,60067,56625,70921,716590,10460,462438,76929
1988,2024,214723,237865,2255935,92375,62739,52168,77888,847787,10810,568880,82869
1988,2529,258380,279202,2548739,100927,65239,49201,82878,943089,10782,658208,91821
1988,3034,246926,277893,2415978,93040,63769,48654,77405,864939,10471,638002,86310
1988,3539,198935,257289,2139397,81752,57839,45604,68901,775962,9667,565322,71144
1988,4044,162097,224097,1872614,69757,50027,38342,60916,690203,8481,505474,57729
1988,4549,122245,173461,1459399,54284,37579,27913,46962,542368,6302,397856,46628
1988,5054,103690,146619,1246448,47610,30975,23251,40317,472215,5710,329833,43417
1988,5559,98166,147392,1241532,48329,30750,21804,38887,470014,5419,333484,45006
1988,6064,84810,141840,1163172,48374,29684,19731,36883,446954,5128,303730,44508
1988,6569,72009,131991,1009908,45243,27781,18465,35637,380892,5046,250099,41650
1988,7074,54427,103583,767140,36763,22096,14537,29298,277623,4310,188078,35774
1988,7500,82152,151323,1151688,58904,34071,19711,44018,428281,7278,267970,57068
1989,4,209591,218537,1894973,82957,48756,39146,61091,699130,9779,433442,83005
1989,509,199102,217625,1903668,79657,51886,45228,61538,676758,9790,470638,83109
1989,1014,178899,204588,1856124,78850,55732,51003,63312,653701,10077,474128,78826
1989,1519,181484,217490,1939950,82841,60010,55973,70378,719460,10334,459556,75248
1989,2024,205785,234949,2183176,87332,59905,51583,74204,833042,10176,542280,76140
1989,2529,256578,284546,2591696,100375,65775,49389,83665,982528,10954,659661,89117
1989,3034,251921,286256,2484325,93067,64041,48667,78699,904290,10508,652529,85616
1989,3539,208683,267272,2213597,83678,59042,46595,70403,807184,9777,580517,73192
1989,4044,170555,237411,1965428,72348,52642,40254,63960,728904,8992,524724,59740
1989,4549,128261,184312,1530584,56308,39431,29221,48783,567811,6582,418418,47412
1989,5054,105436,151010,1272970,47961,31894,23919,41223,482728,5773,337115,43032
1989,5559,99023,147753,1241336,47546,30721,21907,39053,470356,5455,333021,44143
1989,6064,86753,143292,1171165,47447,29588,19950,36685,448984,5168,307622,44107
1989,6569,74872,137970,1051651,45950,28221,18323,35938,401417,4998,260884,41968
1989,7074,55195,104170,774020,36618,22257,14696,29368,280218,4274,190884,35676
1989,7500,86187,159544,1202118,60857,35228,20697,45541,446794,7516,279709,59108
1990,4,211584,223654,1931287,83325,48916,38492,61681,719457,9775,443521,80979
1990,509,204797,225296,1923491,80294,51623,44269,61677,693500,9811,461660,82043
1990,1014,183571,210576,1874934,78166,54761,49322,62809,658082,9990,481926,78435
1990,1519,181741,219243,1938489,82273,60058,55384,69455,717492,10236,461216,74289
1990,2024,202357,237082,2120451,83531,57452,50168,71405,814101,9660,516797,70013
1990,2529,251742,287441,2583238,98111,65745,49585,83168,992052,10799,650935,84287
1990,3034,256895,296183,2533392,93674,64141,48636,79942,931861,10539,658647,84041
1990,3539,219668,277902,2287613,85236,60523,47339,72288,835509,9725,596693,75055
1990,4044,180405,253984,2054776,75285,55299,42385,66610,763735,9526,539420,61857
1990,4549,134099,194270,1598554,58126,41119,30523,51009,589671,6748,440460,48298
1990,5054,107791,156387,1300800,48341,32891,24497,41884,491896,5943,345491,42668
1990,5559,99190,148685,1237155,46735,30642,21937,39254,468404,5489,331168,43228
1990,6064,89316,145732,1182798,46713,29455,20408,36770,452127,5159,311863,43605
1990,6569,76457,139726,1072184,45917,28339,17706,35465,411570,4939,269293,41691
1990,7074,57803,107858,799619,36720,22808,15201,30032,291737,4326,196382,36050
1990,7500,90372,168092,1252357,62974,36384,21516,47002,464638,7739,291514,61188
1991,4,211536,226964,1958442,83486,48817,37635,61661,732683,9520,456891,78941
1991,509,209426,230606,1934715,81024,51585,43241,62104,702325,9952,453960,81663
1991,1014,188822,217220,1902403,77807,53697,47685,61958,670067,9908,489312,78435
1991,1519,181552,217538,1927520,81593,59522,54633,67827,708820,10043,464884,74134
1991,2024,200928,239414,2085828,82113,57245,50450,70243,798723,9541,501732,67272
1991,2529,242744,284319,2508203,94233,64280,49365,80631,966786,10301,627030,78950
1991,3034,261237,305346,2585279,94822,64797,48894,81042,959684,10487,666589,83251
1991,3539,230851,288904,2347683,86864,61670,47796,73642,855143,9943,607808,77064
1991,4044,189783,268718,2131364,77778,57228,43479,68809,792149,9686,553175,63927
1991,4549,140484,204604,1673878,60383,42834,33215,53345,616489,7154,461559,49261
1991,5054,111271,163974,1342968,49431,34256,25158,43117,504719,6003,358787,43043
1991,5559,99912,149864,1235392,46463,30802,22010,39376,466839,5587,329613,42509
1991,6064,91209,148228,1191257,46011,29360,20349,36971,454082,5135,314918,43279
1991,6569,78155,140545,1086077,45530,28530,18169,35111,417241,4958,275262,41493
1991,7074,60445,113110,834625,37622,23477,15436,30673,308364,4331,204037,36397
1991,7500,93951,174433,1291786,64444,37467,22129,48459,477202,7820,301839,63094
1992,4,213052,232832,1993416,83867,48520,37021,61483,749043,9440,469694,77921
1992,509,211531,236024,1948334,81417,50948,41921,62372,716981,9949,447045,80888
1992,1014,194276,226474,1930673,78285,52916,46894,61823,682921,9847,490215,79245
1992,1519,183037,220324,1926856,80337,58095,52723,66170,703447,9952,471266,74600
1992,2024,199603,245862,2067749,81565,57499,50618,69367,792321,9540,486279,66926
1992,2529,234281,282816,2431959,89698,62248,48749,77653,940238,9877,602141,74612
1992,3034,262241,312526,2604351,95136,64804,48832,81598,973980,10481,662588,82556
1992,3539,240299,299536,2412366,88269,62817,48059,75760,877322,10184,622840,78978
1992,4044,193359,274339,2146668,78251,57408,44302,68646,791056,9548,558175,64799
1992,4549,151698,223560,1790492,64408,46236,35672,57369,663037,7840,483347,52343
1992,5054,115151,172399,1392583,50681,35672,25988,44729,520922,6100,374050,43537
1992,5559,100753,151807,1231761,45681,30393,22218,39479,467137,5680,324279,41907
1992,6064,93199,150464,1202832,45845,29990,20391,37329,457544,5178,318186,42903
1992,6569,79110,140635,1089479,44814,27907,18127,34568,420295,4919,276830,41095
1992,7074,63770,118783,873963,38619,24300,15923,31353,326435,4418,212683,36966
