year,age_group,Alberta,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland,Nova Scotia,Ontario,PEI,Quebec,Saskatchewan
2015,3034,173393.701578,154320.813164,1194423.144939,43784.115838000005,21782.798740000002,14531.664356,27116.253294,415063.806528,3911.887815,291193.10605000006,41733.3303
2015,3539,164443.83983999997,154099.90732499998,1231168.180319,43225.890719999996,23991.166822000003,16199.507060000004,28675.475059000008,444557.485002,4187.404693000001,309638.9369220001,38907.163777
2015,4044,156651.904668,168035.62345700004,1273610.72556,43856.718738,27006.819629999995,18730.470375,32379.078753,483877.7455730001,4920.410341000001,297756.23328,36053.226099
2015,4549,150941.165004,189329.45262400003,1371613.6128000002,45333.070994999995,28836.759133,21481.016400000004,35957.082,534781.548994,5581.248057,317395.094032,36496.80737100001
2015,5054,169308.56542199999,212579.46384,1594380.8138000004,53008.068449,35312.39636100001,23704.631968,44399.962183999996,613813.9545040001,6349.42802,383749.2021,45819.82417500001
2015,5559,158981.17420500005,207809.04010499996,1517427.803136,50557.80801000001,35583.14746,24336.516335999997,43565.822466,557535.27239,6574.160626000001,382525.33924800006,44879.85276
2015,6064,126216.822665,183480.89658,1313895.7901309999,44759.41944,33158.297328,23739.396002999998,40007.53494000001,475572.2912159999,6275.6698320000005,338125.84767,38882.53334
2015,6569,95945.20972299999,161994.491078,1145511.354796,37585.692938,30636.5299,21222.64116,38707.048807,420288.376618,5441.166171,298178.73063000006,31495.377420000004
2015,7074,68612.445951,114741.48629999999,829037.955168,27507.38131,21799.724108,14824.11781,26915.874183,302802.91393499996,4331.060706,223555.263984,22901.381989999998
2015,7500,115332.68256900001,207940.02041,1468745.273322,54269.546481000005,36552.461344999996,22039.532442000003,47638.578512,571770.707148,6627.524222,352645.948165,51644.63164500001
2016,1519,4106.37969,6629.3671079999995,41287.181359,1589.279714,920.86799,570.041822,1112.188476,13695.670296,133.326908,10626.277238,1735.62025
2016,2024,53359.663716,57665.288089999995,422668.87688700005,16854.2938,9999.399374999999,5484.562811000001,14304.970275000003,130827.05395200002,1818.5711039999999,112603.09535999999,17856.419488000003
2016,2529,132045.10344900002,122045.88834,939167.14798,36348.959202000005,18812.858103000002,12011.28453,25176.020024,314534.19184600003,3511.426560000001,233409.39414,36127.184645999994
2016,3034,170574.247638,158444.244595,1197772.14872,44231.37186,22129.391258,15333.737855999998,27894.663090000002,421547.30332,4140.31444,285389.58474500006,42033.012600999995
2016,3539,165383.61726600002,158157.965368,1252248.9900000002,44217.915938,24546.115176,15966.220972,28940.756115,446210.89689300006,4407.8760330000005,319127.80068000004,40087.535488
2016,4044,156864.716743,165131.64713,1273200.9342660003,44378.46649,27084.105662000005,18599.248615,32533.134426,478398.233544,5050.9974,303176.7106980001,37388.09401600001
2016,4549,152868.868173,189363.21855000002,1365075.188118,44954.29050000001,28932.029565,21334.181760000003,35221.16598500001,527932.30655,5533.924173,317426.997921,36662.826668
2016,5054,162348.45034500002,210291.17238100004,1570183.914236,51403.52840000001,34491.073730000004,24202.390364,43775.91575600001,609614.0389230001,6502.957440000002,378615.217464,43563.84265500001
2016,5559,160634.946906,211297.58161200004,1547728.5296,51433.070452,35338.468809,24038.873804000003,45005.15886999999,574910.4729,6418.269792000001,388843.292745,44685.87265599999
2016,6064,131259.578339,190229.62740599999,1351299.49564,45021.438594,33810.154408,23582.099695,41358.22705,488574.85932000005,6440.896126000001,346521.76228799997,40658.310881000005
2016,6569,100561.57832700001,167768.200775,1171650.879914,38537.861670000006,30769.772508000002,22277.159880000003,38712.980019,429525.92627999996,6027.426328,302355.80220599996,32354.143444000005
2016,7074,70186.026855,120575.873693,862005.864469,28316.551259999997,22895.229895999997,15729.897984000001,28102.064503999998,313335.39514200005,4236.782245,233262.85417499996,23732.145800000002
2016,7500,115499.86620899999,206193.02693599998,1463910.2126000002,52315.007997,37296.698691000005,23129.991659999996,48015.664152000005,573234.1656719999,6864.547680000001,350073.48303600005,49737.7944
2017,1519,4121.888949,6691.911982,41421.018174000004,1606.168177,917.663217,567.700077,1107.872948,13826.493334,132.905844,10494.693964,1738.74572
2017,2024,52347.708252000004,58365.45967999999,425188.04388300003,16979.49609,9901.4265,5413.009602,14354.674494000003,133813.241856,1925.322864,111253.07565,17724.445792000002
2017,2529,129577.31973,124381.77237,957275.99531,37338.17309800001,19019.848272000003,11922.621291000001,25772.67815,323043.454356,3700.6344960000006,241275.376692,35930.855199
2017,3034,170494.74393,161591.51995,1210491.252404,45552.022815,22074.643142,15063.992831999998,28650.570435,429681.75406,4253.78165,283000.554574,43202.794279999995
2017,3539,169895.878866,163651.054864,1276099.1496000001,45584.493465,24302.799047999997,15720.687225999998,29312.977611,453693.46839600004,4532.622438000001,322120.13639000006,41633.070094
2017,4044,158979.370676,164701.54765999998,1279480.5668100002,44824.988600000004,26803.979652000005,17923.390819,31803.983756999998,476575.90365,5110.323960000001,310390.1218560001,38339.20818000001
2017,4549,154625.91120899998,188494.34130000003,1357761.0760920001,45309.37530000001,28779.683619,20956.818390000004,34831.16113000001,524759.822668,5635.500106,312491.364867,36769.682924
2017,5054,158199.44943500002,205405.92053100004,1530178.3215080001,49742.34040000001,33431.085276000005,23846.317403999998,42079.60329400001,596510.076078,6359.204864000001,367321.89252,41860.632924000005
