"ref_yy","CSDuid","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"2008","2470022","1060","MONTRÉAL","BEAUHARNOIS V",2,100,0,0,0,0,0
"2011","2471040","1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,0
"2016","2471065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",2,100,0,0,0,0,2
"2017","5915011","2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,6
"2018","3521005","2270","TORONTO","TORONTO C",9,55.555555555556,0,11.111111111111,11.111111111111,22.222222222222,15
"2020","2463048","1060","MONTRÉAL","SAINT-LIN-LAURENTIDES V",5,100,0,0,0,0,2.4
"2021","2455057","1060","MONTRÉAL","RICHELIEU V",1,100,0,0,0,0,2
"2021","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"1992","2463220","1060",NA,NA,12,100,0,0,0,0,0.166666666666667
"1997","3520008","2270",NA,NA,4,100,0,0,0,0,0
"1998","2474005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2005","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,100,0,0,0,0,0
"2007","5915001","2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2012","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",6,100,0,0,0,0,2
"2012","2470022","1060","MONTRÉAL","BEAUHARNOIS V",3,100,0,0,0,0,2.33333333333333
"2015","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,4
"2019","2466142","1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",2,50,50,0,0,0,4
"2019","4806021","0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,3
"2020","2458227","1060","MONTRÉAL","LONGUEUIL V",32,90.625,9.375,0,0,0,2.53125
"2022","2466007","1060","MONTRÉAL","BROSSARD V",1,100,0,0,0,0,2
"2022","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",1,0,100,0,0,0,4
"2022","4806017","0140","CALGARY","CHESTERMERE CY",NA,NA,NA,NA,NA,NA,NA
"1994","3521005","2270","TORONTO","TORONTO C",2,0,0,100,0,0,9.5
"2003","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2004","2472010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2010","3502048","1265","OTTAWA","RUSSELL TP",NA,NA,NA,NA,NA,NA,NA
"2014","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,2
"2020","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,4
"2021","2460028","1060","MONTRÉAL","L'ASSOMPTION V",5,100,0,0,0,0,3
"2022","4811019","0340","EDMONTON","CALMAR T",NA,NA,NA,NA,NA,NA,NA
"1989","2465180","1060",NA,NA,5,100,0,0,0,0,0
"1992","2457320","1060",NA,NA,2,100,0,0,0,0,1.5
"2000","2472005","1060","MONTRÉAL","LAVAL V",2,100,0,0,0,0,0
"2002","5915022","2410","VANCOUVER","VANCOUVER CY",15,33.333333333333,13.333333333333,20,26.666666666667,6.666666666667,14.2
"2003","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,0
"2003","2473005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2004","2467040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,0
"2008","2457040","1060","MONTRÉAL","BELOEIL V",3,100,0,0,0,0,0
"2014","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,100,0,0,0,6
"2014","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2014","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",4,0,100,0,0,0,5.25
"2018","2467025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2019","2458007","1060","MONTRÉAL","BROSSARD V",19,63.157894736842,15.789473684211,15.789473684211,5.263157894737,0,5.26315789473684
"2022","4811068","0340","EDMONTON","MORINVILLE T",1,100,0,0,0,0,0
"1990","2466420","1060",NA,NA,3,100,0,0,0,0,0
"1992","3520008","2270",NA,NA,8,62.5,0,37.5,0,0,3.75
"1995","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"1997","2458005","1060","MONTRÉAL","LAVAL V",3,100,0,0,0,0,0
"2001","2466025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",61,100,0,0,0,0,0
"2005","2472015","1060","MONTRÉAL","BLAINVILLE V",3,100,0,0,0,0,0
"2008","2465005","1060","MONTRÉAL","LAVAL V",32,100,0,0,0,0,0
"2011","2452007","1060","MONTRÉAL","BROSSARD V",2,100,0,0,0,0,0
"2013","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,100,0,0,0,0,2.66666666666667
"2013","2458007","1060","MONTRÉAL","BROSSARD V",3,100,0,0,0,0,3
"2014","2473015","1060","MONTRÉAL","BLAINVILLE V",4,75,25,0,0,0,3.75
"2015","3520005","2270","TORONTO","TORONTO C",59,5.084745762712,45.762711864407,32.203389830508,8.474576271186,8.474576271186,12.5084745762712
"2020","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,3
"2022","2466023","1060","MONTRÉAL","MONTRÉAL V",68,48.529411764706,23.529411764706,23.529411764706,4.411764705882,0,6.19117647058824
"2022","3524009","2270","TORONTO","MILTON T",2,0,100,0,0,0,6
"1989","3506009","1265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2473180","1060",NA,NA,1,100,0,0,0,0,0
"1993","3524015","2270","TORONTO","HALTON HILLS T",1,100,0,0,0,0,0
"1997","2458015","1060","MONTRÉAL","BLAINVILLE V",3,100,0,0,0,0,1
"1999","2466010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"1999","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,100,0,0,14
"2004","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2004","3506008","1265","OTTAWA","OTTAWA CV",11,90.909090909091,0,9.090909090909,0,0,1.09090909090909
"2005","5915025","2410","VANCOUVER","BURNABY CY",6,0,0,33.333333333333,33.333333333333,33.333333333333,25
"2011","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",7,85.714285714286,14.285714285714,0,0,0,1.14285714285714
"2012","5915007","2410","VANCOUVER","WHITE ROCK CY",3,66.666666666667,0,33.333333333333,0,0,5.66666666666667
"2014","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,5
"2016","2457040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,3
"2018","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",3,0,66.666666666667,33.333333333333,0,0,7
"2019","2470022","1060","MONTRÉAL","BEAUHARNOIS V",1,100,0,0,0,0,2
"2021","5915011","2410","VANCOUVER","DELTA DM",2,0,100,0,0,0,6
"1990","5911025","2410","VANCOUVER","BURNABY CY",4,100,0,0,0,0,0
"1991","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",3,66.666666666667,33.333333333333,0,0,0,1.33333333333333
"1992","2462280","1060",NA,NA,3,100,0,0,0,0,0.666666666666667
"1999","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",2,100,0,0,0,0,0
"2000","2466140","1060",NA,NA,1,100,0,0,0,0,0
"2002","2460010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,0
"2008","3519036","2270","TORONTO","MARKHAM CY",NA,NA,NA,NA,NA,NA,NA
"2010","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,3
"2013","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",3,100,0,0,0,0,2
"2015","2464015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2015","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,2
"2017","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2018","2452007","1060","MONTRÉAL","BROSSARD V",2,100,0,0,0,0,2
"2018","2473020","1060","MONTRÉAL","POINTE-CALUMET MÉ",2,50,50,0,0,0,3.5
"2018","5915015","2410","VANCOUVER","RICHMOND CY",11,27.272727272727,27.272727272727,45.454545454545,0,0,8.09090909090909
"2021","3519038","2270","TORONTO","RICHMOND HILL T",5,60,0,20,0,20,11
"1989","3519036","2270","TORONTO","MARKHAM CY",2,100,0,0,0,0,0
"1990","5911019","2410",NA,NA,5,100,0,0,0,0,0
"1991","3521024","2270","TORONTO","CALEDON T",2,100,0,0,0,0,0
"1994","3520006","2270",NA,NA,1,100,0,0,0,0,0
"1996","2467015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2003","2457005","1060","MONTRÉAL","LAVAL V",4,75,0,0,0,25,8.25
"2006","3519028","2270","TORONTO","VAUGHAN CY",1,0,100,0,0,0,4
"2009","5915001","2410","VANCOUVER","LANGLEY DM",1,0,100,0,0,0,4
"2017","2460005","1060","MONTRÉAL","LAVAL V",9,100,0,0,0,0,2.22222222222222
"2017","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,3
"2017","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",26,92.307692307692,7.692307692308,0,0,0,2.53846153846154
"2018","4811062","0340","EDMONTON","ST. ALBERT CY",NA,NA,NA,NA,NA,NA,NA
"2020","2460005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,2
"1989","2452550","1060",NA,NA,1,100,0,0,0,0,0
"1994","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,3
"1995","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",1,100,0,0,0,0,3
"1998","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",3,100,0,0,0,0,0
"2001","2460015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2001","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,100,0,0,9
"2002","5915043","2410","VANCOUVER","PORT MOODY CY",4,75,25,0,0,0,3.25
"2004","3502048","1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,0
"2005","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,1.5
"2006","3524001","2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"2006","5915022","2410","VANCOUVER","VANCOUVER CY",24,20.833333333333,41.666666666667,20.833333333333,8.333333333333,8.333333333333,8.75
"2007","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,100,0,0,0,0,3
"2010","2452007","1060","MONTRÉAL","BROSSARD V",4,100,0,0,0,0,0.5
"2011","2460028","1060","MONTRÉAL","L'ASSOMPTION V",2,100,0,0,0,0,0
"2014","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",2,0,50,0,50,0,13
"2015","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,2
"2022","5915011","2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,3
"1990","2464500","1060",NA,NA,53,100,0,0,0,0,0.39622641509434
"1990","2465320","1060",NA,NA,8,100,0,0,0,0,0
"1991","2463110","1060",NA,NA,3,100,0,0,0,0,0
"1998","2466035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2000","2466040","1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,0
"2002","2466023","1060","MONTRÉAL","MONTRÉAL V",100,81,15,4,0,0,1.62
"2003","2452007","1060","MONTRÉAL","BROSSARD V",NA,NA,NA,NA,NA,NA,NA
"2009","2458007","1060","MONTRÉAL","BROSSARD V",22,100,0,0,0,0,0
"2010","2467040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2011","3519036","2270","TORONTO","MARKHAM CY",1,100,0,0,0,0,0
"2013","2474005","1060","MONTRÉAL","LAVAL V",5,100,0,0,0,0,1.2
"2013","5915001","2410","VANCOUVER","LANGLEY DM",2,50,50,0,0,0,2
"2019","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2022","2455065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"1993","2472200","1060",NA,NA,1,100,0,0,0,0,0
"1996","2473015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"1997","5915015","2410","VANCOUVER","RICHMOND CY",2,50,50,0,0,0,3.5
"2001","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2008","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",2,100,0,0,0,0,0
"2012","3519028","2270","TORONTO","VAUGHAN CY",2,0,0,100,0,0,17
"2012","4811062","0340","EDMONTON","ST. ALBERT CY",2,0,100,0,0,0,4
"2021","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,0,100,0,26
"1990","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",5,80,20,0,0,0,2.8
"1993","2456580","1060",NA,NA,1,0,0,0,0,100,34
"1998","2460015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"1998","2466020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"2002","3502044","1265",NA,NA,1,100,0,0,0,0,0
"2003","5915055","2410","VANCOUVER","WEST VANCOUVER DM",3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"2006","2466102","1060","MONTRÉAL","KIRKLAND V",1,100,0,0,0,0,0
"2007","2473010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,1.5
"2012","2452007","1060","MONTRÉAL","BROSSARD V",2,100,0,0,0,0,1
"2012","3519036","2270","TORONTO","MARKHAM CY",12,66.666666666667,0,33.333333333333,0,0,4.41666666666667
"2014","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2016","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",5,0,100,0,0,0,5.4
"2017","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,2
"2017","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,2
"2017","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",2,100,0,0,0,0,2
"2021","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",2,50,50,0,0,0,3
"1992","2456400","1060",NA,NA,5,60,40,0,0,0,2
"1999","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,50,50,0,0,9.5
"2002","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,0
"2014","2467015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2017","2459025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2017","2467010","1060","MONTRÉAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1990","2472260","1060",NA,NA,8,100,0,0,0,0,0
"1991","3520004","2270",NA,NA,15,73.333333333333,13.333333333333,13.333333333333,0,0,2.26666666666667
"1994","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1995","2472005","1060","MONTRÉAL","LAVAL V",2,100,0,0,0,0,0
"1996","2466035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1999","2466065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",9,100,0,0,0,0,0
"2000","2466095","1060","MONTRÉAL","L'ÎLE-CADIEUX V",1,100,0,0,0,0,0
"2005","2460028","1060","MONTRÉAL","L'ASSOMPTION V",8,100,0,0,0,0,0
"2007","3519028","2270","TORONTO","VAUGHAN CY",1,100,0,0,0,0,0
"2009","2472015","1060","MONTRÉAL","BLAINVILLE V",8,100,0,0,0,0,0
"2011","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,100,0,0,0,0,0
"2012","2472010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2012","4806016","0140","CALGARY","CALGARY CY",33,75.757575757576,15.151515151515,6.060606060606,3.030303030303,0,2.27272727272727
"2013","4811061","0340","EDMONTON","EDMONTON CY",39,51.282051282051,41.025641025641,0,7.692307692308,0,4.25641025641026
"2014","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,4
"2015","3502048","1265","OTTAWA","RUSSELL TP",1,0,100,0,0,0,4
"2015","3521005","2270","TORONTO","TORONTO C",3,0,0,0,33.333333333333,66.666666666667,38.3333333333333
"2016","2457010","1060","MONTRÉAL","SAINTE-JULIE V",5,100,0,0,0,0,2.8
"2018","2473015","1060","MONTRÉAL","BLAINVILLE V",8,87.5,12.5,0,0,0,3.125
"2019","5915055","2410","VANCOUVER","WEST VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"2021","4811059","0340","EDMONTON","STURGEON COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"1989","2472150","1060",NA,NA,3,100,0,0,0,0,0
"1989","3519038","2270","TORONTO","RICHMOND HILL T",2,100,0,0,0,0,0
"1989","5915022","2410","VANCOUVER","VANCOUVER CY",47,100,0,0,0,0,0.127659574468085
"1993","3506006","1265",NA,NA,3,100,0,0,0,0,0
"1995","2466040","1060","MONTRÉAL","BELOEIL V",5,100,0,0,0,0,0
"1995","5915039","2410","VANCOUVER","PORT COQUITLAM CY",6,66.666666666667,33.333333333333,0,0,0,2.83333333333333
"1998","5915011","2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1999","2472005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"1999","4811062","0340","EDMONTON","ST. ALBERT CY",1,100,0,0,0,0,0
"2001","2466140","1060",NA,NA,1,100,0,0,0,0,0
"2005","2459010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2009","4811062","0340","EDMONTON","ST. ALBERT CY",1,100,0,0,0,0,0
"2011","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,50,50,0,0,0,2
"2017","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,50,50,0,0,7
"2020","2467025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,50,50,0,0,0,4.5
"2021","3518001","2270","TORONTO","PICKERING CY",1,0,0,0,100,0,27
"1992","2466380","1060",NA,NA,4,100,0,0,0,0,0.75
"1992","3521005","2270","TORONTO","TORONTO C",2,0,0,100,0,0,13.5
"1994","2473005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1997","2457005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2004","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",2,0,100,0,0,0,4
"2006","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",12,100,0,0,0,0,1.25
"2013","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",10,90,10,0,0,0,3.2
"2018","2471105","1060","MONTRÉAL","SAINT-LAZARE V",3,100,0,0,0,0,2
"2020","3524001","2270","TORONTO","PICKERING CY",4,0,25,75,0,0,12.25
"1988","3506014","1265",NA,NA,3,100,0,0,0,0,0
"1995","2464015","1060","MONTRÉAL","BLAINVILLE V",2,100,0,0,0,0,0
"2006","4811061","0340","EDMONTON","EDMONTON CY",30,100,0,0,0,0,0
"2008","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2010","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",8,100,0,0,0,0,0
"2010","3521010","2270","TORONTO","BRAMPTON CY",1,100,0,0,0,0,0
"2011","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",3,100,0,0,0,0,0.666666666666667
"2015","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,50,0,50,0,14.5
"2018","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,3
"2019","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2020","3518001","2270","TORONTO","PICKERING CY",2,0,50,50,0,0,8.5
"2020","4806021","0140","CALGARY","AIRDRIE CY",1,0,100,0,0,0,4
"2020","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",NA,NA,NA,NA,NA,NA,NA
"2020","5915004","2410","VANCOUVER","SURREY CY",3,0,100,0,0,0,4.66666666666667
"2022","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2022","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,5
"1991","2465200","1060",NA,NA,3,100,0,0,0,0,0
"1998","2458015","1060","MONTRÉAL","BLAINVILLE V",4,100,0,0,0,0,0
"2001","2464015","1060","MONTRÉAL","BLAINVILLE V",2,100,0,0,0,0,0
"2005","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2460028","1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,0
"2007","2471055","1060","MONTRÉAL","LÉRY V",1,100,0,0,0,0,0
"2009","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,100,0,0,0,0,0
"2013","2471040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,3
"2019","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",3,33.333333333333,66.666666666667,0,0,0,4.33333333333333
"2020","2455065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2021","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2472005","1060","MONTRÉAL","LAVAL V",2,50,50,0,0,0,3
"2022","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,57.142857142857,28.571428571429,14.285714285714,0,0,4
"2022","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",3,33.333333333333,0,0,0,66.666666666667,23.6666666666667
"1989","2457400","1060",NA,NA,1,100,0,0,0,0,0
"1989","3519046","2270","TORONTO","AURORA T",NA,NA,NA,NA,NA,NA,NA
"1990","3519070","2270","TORONTO","GEORGINA T",1,100,0,0,0,0,0
"1994","4811018","0340","EDMONTON","DEVON T",1,100,0,0,0,0,0
"1994","5915002","2410","VANCOUVER","LANGLEY CY",5,60,40,0,0,0,2.8
"1996","2465005","1060","MONTRÉAL","LAVAL V",12,100,0,0,0,0,0
"1996","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",2,100,0,0,0,0,0
"1998","2473010","1060","MONTRÉAL","SAINTE-JULIE V",8,100,0,0,0,0,0.25
"2001","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",1,100,0,0,0,0,0
"2002","2457040","1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,3
"2002","2473010","1060","MONTRÉAL","SAINTE-JULIE V",10,100,0,0,0,0,0
"2006","2472020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,100,0,0,0,0,0
"2012","3519046","2270","TORONTO","AURORA T",1,100,0,0,0,0,0
"2013","2457040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,2
"2014","2452007","1060","MONTRÉAL","BROSSARD V",NA,NA,NA,NA,NA,NA,NA
"2014","2472010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,1.5
"2014","3519038","2270","TORONTO","RICHMOND HILL T",4,100,0,0,0,0,0
"2014","3520005","2270","TORONTO","TORONTO C",39,51.282051282051,2.564102564103,25.641025641026,2.564102564103,17.948717948718,10.8974358974359
"2017","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,0,100,0,0,0,4
"2022","2460028","1060","MONTRÉAL","L'ASSOMPTION V",4,100,0,0,0,0,2.5
"1991","2466500","1060",NA,NA,8,100,0,0,0,0,1.5
"1992","2462240","1060",NA,NA,1,100,0,0,0,0,0
"1992","2473650","1060",NA,NA,2,100,0,0,0,0,0
"1996","2460010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"1997","2464005","1060","MONTRÉAL","LAVAL V",4,100,0,0,0,0,0.75
"1999","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2002","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,0
"2003","3519028","2270","TORONTO","VAUGHAN CY",1,0,100,0,0,0,5
"2007","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2014","3521010","2270","TORONTO","BRAMPTON CY",1,100,0,0,0,0,0
"2019","2457040","1060","MONTRÉAL","BELOEIL V",2,50,50,0,0,0,3
"2019","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",8,12.5,75,0,12.5,0,6.375
"2021","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2022","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",15,66.666666666667,26.666666666667,6.666666666667,0,0,3.53333333333333
"1990","4806016","0140","CALGARY","CALGARY CY",5,80,0,20,0,0,1.8
"1993","2465180","1060",NA,NA,4,100,0,0,0,0,0
"1993","5915007","2410","VANCOUVER","WHITE ROCK CY",2,100,0,0,0,0,1.5
"1994","2466040","1060","MONTRÉAL","BELOEIL V",13,100,0,0,0,0,1.38461538461538
"1995","3502039","1265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","4811018","0340","EDMONTON","DEVON T",1,100,0,0,0,0,0
"2002","2455057","1060","MONTRÉAL","RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"2007","2466023","1060","MONTRÉAL","MONTRÉAL V",118,100,0,0,0,0,0
"2009","3520005","2270","TORONTO","TORONTO C",26,30.769230769231,15.384615384615,19.230769230769,3.846153846154,30.769230769231,16.6153846153846
"2018","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,3
"2019","2457010","1060","MONTRÉAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"2021","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2022","5915043","2410","VANCOUVER","PORT MOODY CY",NA,NA,NA,NA,NA,NA,NA
"1988","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,0
"1993","2473240","1060",NA,NA,1,100,0,0,0,0,3
"1997","2466080","1060",NA,NA,4,100,0,0,0,0,0
"1999","2466080","1060",NA,NA,6,100,0,0,0,0,1
"2002","5915001","2410","VANCOUVER","LANGLEY DM",1,0,100,0,0,0,4
