"ref_yy","CSDuid","mkttycd","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"2017","3519036",3,"2270","TORONTO","MARKHAM CY",3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"2017","5915022",3,"2410","VANCOUVER","VANCOUVER CY",18,22.222222222222,61.111111111111,11.111111111111,5.555555555556,0,6.22222222222222
"2018","4811061",2,"0340","EDMONTON","EDMONTON CY",2,0,100,0,0,0,4
"2020","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",6,16.666666666667,83.333333333333,0,0,0,4
"2021","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,100,0,0,0,0,3
"2022","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",1,0,100,0,0,0,4
"2022","4811061",2,"0340","EDMONTON","EDMONTON CY",23,60.869565217391,34.782608695652,4.347826086957,0,0,2.30434782608696
"1989","2472210",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","2456650",3,"1060",NA,NA,6,100,0,0,0,0,2.16666666666667
"1992","3524001",4,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1993","2456400",3,"1060",NA,NA,2,100,0,0,0,0,1.5
"1993","4806016",2,"0140","CALGARY","CALGARY CY",1,100,0,0,0,0,0
"1994","5915002",3,"2410","VANCOUVER","LANGLEY CY",5,60,40,0,0,0,2.8
"1994","5915025",3,"2410","VANCOUVER","BURNABY CY",6,16.666666666667,66.666666666667,0,16.666666666667,0,7
"1998","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",3,100,0,0,0,0,0
"2000","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,100,0,0,0,5
"2004","2475017",1,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2005","2459020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,1.5
"2005","4806016",3,"0140","CALGARY","CALGARY CY",24,100,0,0,0,0,0
"2006","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",30,93.333333333333,0,6.666666666667,0,0,1.3
"2007","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",4,100,0,0,0,0,1.5
"2007","5915015",3,"2410","VANCOUVER","RICHMOND CY",9,11.111111111111,22.222222222222,66.666666666667,0,0,10.7777777777778
"2011","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",3,100,0,0,0,0,1
"2011","5915011",1,"2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2015","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2017","2466097",2,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,100,0,0,0,6
"2018","4811013",2,"0340","EDMONTON","BEAUMONT CY",NA,NA,NA,NA,NA,NA,NA
"2020","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",15,66.666666666667,0,33.333333333333,0,0,6.06666666666667
"2020","3521024",3,"2270","TORONTO","CALEDON T",1,0,100,0,0,0,5
"2021","2466007",1,"1060","MONTRÉAL","LAVALTRIE V",1,100,0,0,0,0,3
"2022","4811052",3,"0340","EDMONTON","STRATHCONA COUNTY SM",1,0,100,0,0,0,4
"2001","2457015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2003","2460005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,0
"2009","2458037",3,"1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",1,100,0,0,0,0,0
"2009","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2010","2466058",3,"1060","MONTRÉAL","CÔTE-SAINT-LUC V",NA,NA,NA,NA,NA,NA,NA
"2014","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",20,100,0,0,0,0,2.15
"2014","2459010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",4,100,0,0,0,0,1.5
"2014","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,1.5
"2019","2464008",2,"1060","MONTRÉAL","TERREBONNE V",6,83.333333333333,16.666666666667,0,0,0,2.83333333333333
"2021","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",9,100,0,0,0,0,2.44444444444444
"1991","2462510",2,"1060",NA,NA,1,100,0,0,0,0,0
"1994","2457040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,2
"1995","3520008",2,"2270",NA,NA,1,100,0,0,0,0,3
"1995","5915043",3,"2410","VANCOUVER","PORT MOODY CY",1,0,100,0,0,0,4
"1998","2472020",1,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2000","3506014",2,"1265",NA,NA,1,100,0,0,0,0,0
"2008","2457020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,3
"2011","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2012","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",84,82.142857142857,8.333333333333,8.333333333333,1.190476190476,0,2.6547619047619
"2016","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",2,50,50,0,0,0,3.5
"2018","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2019","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",3,33.333333333333,66.666666666667,0,0,0,4.33333333333333
"1989","2465340",3,"1060",NA,NA,2,100,0,0,0,0,0
"1989","3520014",2,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",NA,NA,NA,NA,NA,NA,NA
"1989","3520019",1,"2270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2456650",3,"1060",NA,NA,3,100,0,0,0,0,1.33333333333333
"1993","2472200",3,"1060",NA,NA,1,100,0,0,0,0,0
"1994","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",9,55.555555555556,44.444444444444,0,0,0,2.55555555555556
"1995","2457030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"1996","5915025",3,"2410","VANCOUVER","BURNABY CY",3,66.666666666667,33.333333333333,0,0,0,2.33333333333333
"2002","2459020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,0
"2004","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2004","3506008",3,"1265","OTTAWA","OTTAWA CV",9,88.888888888889,0,11.111111111111,0,0,1.33333333333333
"2005","3520005",3,"2270","TORONTO","AJAX T",47,57.446808510638,10.63829787234,19.148936170213,8.510638297872,4.255319148936,6.80851063829787
"2007","2457025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2012","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",7,100,0,0,0,0,2
"2014","2464008",3,"1060","MONTRÉAL","TERREBONNE V",4,100,0,0,0,0,0.75
"2015","4811052",2,"0340","EDMONTON","STRATHCONA COUNTY SM",1,0,100,0,0,0,5
"2016","3520005",3,"2270","TORONTO","AJAX T",41,21.951219512195,17.073170731707,24.390243902439,14.634146341463,21.951219512195,18.4634146341463
"2017","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",22,72.727272727273,9.090909090909,18.181818181818,0,0,4.27272727272727
"2018","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,2
"2019","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",1,100,0,0,0,0,2
"2019","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2020","2466097",2,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,9
"2022","3519038",3,"2270","TORONTO","RICHMOND HILL T",4,75,0,25,0,0,4.75
"1991","2466500",3,"1060",NA,NA,7,100,0,0,0,0,1.28571428571429
"1992","3506012",2,"1265",NA,NA,4,75,25,0,0,0,1.25
"1999","4811061",2,"0340","EDMONTON","EDMONTON CY",1,100,0,0,0,0,0
"2003","2475017",1,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2004","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",1,100,0,0,0,0,0
"2006","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",36,100,0,0,0,0,0.805555555555556
"2006","5915075",3,"2410","VANCOUVER","MAPLE RIDGE CY",2,0,100,0,0,0,4
"2007","2471055",2,"1060","MONTRÉAL","LÉRY V",1,100,0,0,0,0,0
"2008","3521010",2,"2270","TORONTO","BRAMPTON CY",2,100,0,0,0,0,0
"2009","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2009","2465005",4,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2010","5915075",3,"2410","VANCOUVER","MAPLE RIDGE CY",1,100,0,0,0,0,3
"2014","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",2,0,50,0,50,0,13
"2015","4811061",3,"0340","EDMONTON","EDMONTON CY",39,30.769230769231,64.102564102564,2.564102564103,0,2.564102564103,4.48717948717949
"2016","3506008",2,"1265","OTTAWA","OTTAWA CV",6,50,50,0,0,0,3.33333333333333
"2017","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2018","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",6,0,66.666666666667,33.333333333333,0,0,7.33333333333333
"2020","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,66.666666666667,33.333333333333,0,0,0,2.66666666666667
"2020","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",2,0,0,50,50,0,18.5
"2021","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",3,0,66.666666666667,33.333333333333,0,0,6.66666666666667
"2021","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",NA,NA,NA,NA,NA,NA,NA
"1989","2452480",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2473650",2,"1060",NA,NA,2,100,0,0,0,0,0
"1990","2457150",2,"1060",NA,NA,1,100,0,0,0,0,3
"1991","3520004",2,"2270",NA,NA,10,70,20,10,0,0,1.6
"1993","2466420",3,"1060",NA,NA,5,100,0,0,0,0,2.4
"1994","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1994","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1996","2458020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,100,0,0,0,0,0
"1996","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,0
"1998","4806016",2,"0140","CALGARY","CALGARY CY",3,100,0,0,0,0,0
"2000","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2004","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2005","5915011",3,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,3
"2008","4806021",3,"0140","CALGARY","AIRDRIE CY",3,100,0,0,0,0,0
"2009","2471060",2,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2010","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2010","5915015",1,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
"2010","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2012","5915015",3,"2410","VANCOUVER","RICHMOND CY",8,37.5,37.5,25,0,0,5.875
"2012","5915046",1,"2410","VANCOUVER","NORTH VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"2015","3519046",3,"2270","TORONTO","AURORA T",1,0,100,0,0,0,5
"2016","2452007",2,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2017","2466087",3,"1060","MONTRÉAL","DORVAL V",1,0,100,0,0,0,4
"2020","2471083",2,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",4,50,0,50,0,0,9
"2020","3520005",1,"2270","TORONTO","AJAX T",3,0,33.333333333333,0,66.666666666667,0,19
"2021","2456083",2,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",6,100,0,0,0,0,2.5
"2021","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,50,0,50,0,0,5.5
"2022","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1988","5915015",3,"2410","VANCOUVER","RICHMOND CY",1,100,0,0,0,0,0
"1989","2465200",2,"1060",NA,NA,4,100,0,0,0,0,0
"1993","2456120",3,"1060",NA,NA,1,100,0,0,0,0,3
"1997","3506006",3,"1265",NA,NA,2,100,0,0,0,0,0
"1997","3520004",3,"2270",NA,NA,6,66.666666666667,0,33.333333333333,0,0,4.33333333333333
"1998","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,100,0,0,0,0,0
"2002","2471083",4,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",2,100,0,0,0,0,0
"2005","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",7,100,0,0,0,0,0
"2008","2457040",3,"1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,0
"2008","5915015",2,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
"2016","2455057",3,"1060","MONTRÉAL","RICHELIEU V",1,100,0,0,0,0,3
"2016","2467020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,3
"2019","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2021","2466032",2,"1060","MONTRÉAL","WESTMOUNT V",1,0,100,0,0,0,5
"1990","5911019",3,"2410",NA,NA,5,100,0,0,0,0,0
"1993","5913018",3,"2410",NA,NA,1,100,0,0,0,0,3
"1995","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,9
"1996","2464005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1997","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1999","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,0
"1999","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2003","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,2.25
"2005","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2007","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",30,100,0,0,0,0,1.26666666666667
"2010","4811016",2,"0340","EDMONTON","LEDUC CY",2,100,0,0,0,0,0
"2011","3519028",3,"2270","TORONTO","VAUGHAN CY",3,0,33.333333333333,66.666666666667,0,0,13
"2014","3519038",3,"2270","TORONTO","RICHMOND HILL T",4,100,0,0,0,0,0
"2017","2458007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2017","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2017","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,6
"2018","3502048",2,"1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,3
"2019","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,2.5
"2020","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2021","2473030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2022","2459015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,3
"2022","3521010",3,"2270","TORONTO","BRAMPTON CY",8,62.5,37.5,0,0,0,3.375
"1989","2456450",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2457320",3,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","5915025",3,"2410","VANCOUVER","BURNABY CY",6,83.333333333333,0,0,16.666666666667,0,5.16666666666667
"1993","2456500",3,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","2466035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",4,100,0,0,0,0,0
"1997","5915001",3,"2410","VANCOUVER","LANGLEY DM",6,50,50,0,0,0,2
"1999","2466025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",47,100,0,0,0,0,0.234042553191489
"2001","4811061",3,"0340","EDMONTON","EDMONTON CY",9,100,0,0,0,0,0
"2004","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",56,100,0,0,0,0,0
"2006","2452007",2,"1060","MONTRÉAL","LAVALTRIE V",2,100,0,0,0,0,0
"2006","2472043",1,"1060","MONTRÉAL","SAINT-PLACIDE MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2009","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2011","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2011","3520005",3,"2270","TORONTO","AJAX T",34,35.294117647059,2.941176470588,29.411764705882,23.529411764706,8.823529411765,13.6764705882353
"2013","4806019",3,"0140","CALGARY","COCHRANE T",2,50,50,0,0,0,2
"2014","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",6,100,0,0,0,0,1.33333333333333
"2018","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,100,0,0,0,0,3
"2021","5915011",3,"2410","VANCOUVER","DELTA DM",2,0,100,0,0,0,6
"2022","2455057",1,"1060","MONTRÉAL","RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"2022","2459020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",6,83.333333333333,16.666666666667,0,0,0,2.33333333333333
"2022","3502036",2,"1265","OTTAWA","CLARENCE-ROCKLAND C",NA,NA,NA,NA,NA,NA,NA
"1990","2462240",3,"1060",NA,NA,1,100,0,0,0,0,0
"1990","4811061",2,"0340","EDMONTON","EDMONTON CY",3,100,0,0,0,0,0
"1992","3520001",3,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1994","2457020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"1995","2473005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"1996","3520004",2,"2270",NA,NA,2,100,0,0,0,0,0
"1997","5915015",3,"2410","VANCOUVER","RICHMOND CY",2,50,50,0,0,0,3.5
"1999","2464010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,0
"2000","2466025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2001","2466135",2,"1060",NA,NA,1,100,0,0,0,0,0
"2001","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2002","5915015",3,"2410","VANCOUVER","RICHMOND CY",3,33.333333333333,66.666666666667,0,0,0,3.66666666666667
"2003","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,100,0,0,0,0,0
"2003","2472005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2005","2460005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"2005","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,0
"2005","5915004",1,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2008","4811061",3,"0340","EDMONTON","EDMONTON CY",20,70,30,0,0,0,1.3
"2009","2471083",4,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",1,100,0,0,0,0,0
"2009","2473035",1,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2010","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",1,100,0,0,0,0,0
"2011","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,2
"2012","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",15,100,0,0,0,0,1
"2012","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,100,0,0,0,4
"2013","2464008",2,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2019","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",2,50,0,0,50,0,11.5
"2021","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",4,75,25,0,0,0,2.75
"1992","2456120",3,"1060",NA,NA,1,100,0,0,0,0,2
"1994","2466080",3,"1060",NA,NA,2,100,0,0,0,0,0
"2012","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,100,0,0,0,4
"2014","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2015","2452007",2,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2015","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2015","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2015","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2018","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2018","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,0,0,0,100,55
"2020","2471105",2,"1060","MONTRÉAL","SAINT-LAZARE V",3,100,0,0,0,0,2
"1988","2464500",2,"1060",NA,NA,6,100,0,0,0,0,0
"1988","2465700",3,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2452440",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2457280",2,"1060",NA,NA,2,100,0,0,0,0,0
"1991","3518001",4,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1992","2463110",2,"1060",NA,NA,1,100,0,0,0,0,0
"1992","2465260",4,"1060",NA,NA,3,100,0,0,0,0,0
"1992","4806016",3,"0140","CALGARY","CALGARY CY",5,100,0,0,0,0,0
"2003","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2006","2452007",3,"1060","MONTRÉAL","LAVALTRIE V",2,100,0,0,0,0,3
"2008","5915034",3,"2410","VANCOUVER","COQUITLAM CY",5,0,20,20,40,20,21.4
"2012","5915025",3,"2410","VANCOUVER","BURNABY CY",4,0,25,25,0,50,26
"2014","2473035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,3
"2015","2459015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2017","2460035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,2
"2017","5915043",2,"2410","VANCOUVER","PORT MOODY CY",NA,NA,NA,NA,NA,NA,NA
"2021","2471105",2,"1060","MONTRÉAL","SAINT-LAZARE V",2,100,0,0,0,0,2
"1989","3519036",3,"2270","TORONTO","MARKHAM CY",2,100,0,0,0,0,0
"1990","4806016",2,"0140","CALGARY","CALGARY CY",3,100,0,0,0,0,0
"1991","2473240",2,"1060",NA,NA,1,100,0,0,0,0,0
"1991","3524015",4,"2270","TORONTO","HALTON HILLS T",2,100,0,0,0,0,0
"1991","4806016",2,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,0
"1991","5915022",2,"2410","VANCOUVER","VANCOUVER CY",10,70,30,0,0,0,1.2
"1993","2472150",3,"1060",NA,NA,1,100,0,0,0,0,0
"1994","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",5,100,0,0,0,0,0
"1995","3521005",2,"2270","TORONTO","AJAX T",6,83.333333333333,0,16.666666666667,0,0,2.16666666666667
"1997","5915022",2,"2410","VANCOUVER","VANCOUVER CY",5,20,60,20,0,0,4.4
"2002","2460010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2004","3520005",1,"2270","TORONTO","AJAX T",NA,NA,NA,NA,NA,NA,NA
"2005","2473005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"2005","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",8,100,0,0,0,0,0.75
"2009","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2010","2467025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2011","2471033",3,"1060","MONTRÉAL","BOUCHERVILLE V",1,100,0,0,0,0,0
"2012","2460005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2012","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",4,100,0,0,0,0,1.5
"2012","3524001",3,"2270","TORONTO","PICKERING CY",3,66.666666666667,33.333333333333,0,0,0,1.33333333333333
"2015","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,2
"2016","2473020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,2
"2017","4806016",3,"0140","CALGARY","CALGARY CY",24,37.5,41.666666666667,16.666666666667,4.166666666667,0,5.625
"2017","4806019",3,"0140","CALGARY","COCHRANE T",1,100,0,0,0,0,3
"2017","5915034",3,"2410","VANCOUVER","COQUITLAM CY",5,0,40,0,40,20,20
"2019","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",1,100,0,0,0,0,2
"1988","2465260",2,"1060",NA,NA,7,100,0,0,0,0,0
"1989","5915015",3,"2410","VANCOUVER","RICHMOND CY",14,100,0,0,0,0,0
"1990","3506014",3,"1265",NA,NA,5,100,0,0,0,0,0
"1991","2466420",3,"1060",NA,NA,7,100,0,0,0,0,1.71428571428571
"1991","3524001",4,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1992","2471120",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","2466075",3,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",2,100,0,0,0,0,1.5
"1996","5915004",3,"2410","VANCOUVER","SURREY CY",12,75,25,0,0,0,1.5
"1996","5915025",2,"2410","VANCOUVER","BURNABY CY",1,100,0,0,0,0,3
"1998","2464005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2005","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
