"ref_yy","CSDuid","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2022","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2022","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,0,0,0,0,100,170
"1989","2472210","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","5915022","2410","VANCOUVER","VANCOUVER CY",32,6.25,34.375,43.75,9.375,6.25,39.21875
"1993","2452700","1060",NA,NA,1,0,100,0,0,0,6
"1995","5915025","2410","VANCOUVER","BURNABY CY",11,27.272727272727,45.454545454545,9.090909090909,0,18.181818181818,34.6363636363636
"1998","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,8
"2004","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,50,0,0,50,85.5
"2008","5915001","2410","VANCOUVER","LANGLEY DM",3,0,0,66.666666666667,33.333333333333,0,53.3333333333333
"2009","5915039","2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2011","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",1,100,0,0,0,0,4
"2011","3520005","2270","TORONTO","AJAX T",39,0,25.641025641026,0,2.564102564103,71.794871794872,231.282051282051
"2012","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",4,0,0,25,50,25,91.25
"2016","4811061","0340","EDMONTON","EDMONTON CY",15,6.666666666667,20,26.666666666667,40,6.666666666667,56.2666666666667
"2018","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",7,0,0,57.142857142857,14.285714285714,28.571428571429,75.2857142857143
"2019","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",4,25,50,25,0,0,15
"2021","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,6.5
"1989","5911025","2410","VANCOUVER","BURNABY CY",6,16.666666666667,16.666666666667,50,16.666666666667,0,27
"1990","2457280","1060",NA,NA,2,0,100,0,0,0,8
"1990","2469480","1060",NA,NA,4,0,100,0,0,0,6
"1992","2462200","1060",NA,NA,1,0,100,0,0,0,8
"1993","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,100,0,0,0,0,5
"1999","2466130","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2455065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,0,0,100,0,0,34
"2006","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,66.666666666667,33.333333333333,0,0,0,4.66666666666667
"2010","5915034","2410","VANCOUVER","COQUITLAM CY",5,0,0,40,60,0,61.6
"2016","5915034","2410","VANCOUVER","COQUITLAM CY",4,0,0,0,25,75,128.5
"2019","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,4
"2019","4811034","0340","EDMONTON","PARKLAND COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"2021","4806019","0140","CALGARY","COCHRANE T",2,0,100,0,0,0,11.5
"2001","3519028","2270","TORONTO","VAUGHAN CY",2,0,0,100,0,0,43.5
"2010","2466058","1060","MONTRÉAL","CÔTE SAINT-LUC V",NA,NA,NA,NA,NA,NA,NA
"2011","4811016","0340","EDMONTON","LEDUC CY",3,0,0,0,100,0,69
"2013","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",2,0,100,0,0,0,7.5
"2014","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,0,0,100,0,94
"2017","2456083","1060","MONTRÉAL","VAUDREUIL-DORION V",8,37.5,62.5,0,0,0,8
"2017","2458227","1060","MONTRÉAL","LONGUEUIL V",19,42.105263157895,31.578947368421,10.526315789474,10.526315789474,5.263157894737,32.6842105263158
"2019","3520005","2270","TORONTO","AJAX T",46,2.173913043478,26.086956521739,13.04347826087,8.695652173913,50,192.608695652174
"2020","2452007","1060","MONTRÉAL","BROSSARD V",NA,NA,NA,NA,NA,NA,NA
"2021","2467025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2021","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",7,0,57.142857142857,0,42.857142857143,0,38.2857142857143
"2022","4806016","0140","CALGARY","CALGARY CY",66,10.606060606061,42.424242424242,13.636363636364,21.212121212121,12.121212121212,46.469696969697
"1990","2456650","1060",NA,NA,10,10,90,0,0,0,6.8
"1990","2466300","1060",NA,NA,3,0,66.666666666667,33.333333333333,0,0,18.6666666666667
"2005","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",3,33.333333333333,33.333333333333,33.333333333333,0,0,17
"2006","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",4,25,75,0,0,0,5.75
"2009","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,23
"2011","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,0,0,0,100,0,75
"2014","3506008","1265","OTTAWA","OTTAWA CV",22,0,68.181818181818,9.090909090909,0,22.727272727273,43.6818181818182
"2015","4811016","0340","EDMONTON","LEDUC CY",1,0,100,0,0,0,14
"2018","3518001","2270","TORONTO","PICKERING CY",9,0,11.111111111111,66.666666666667,11.111111111111,11.111111111111,55.8888888888889
"2018","4806016","0140","CALGARY","CALGARY CY",36,5.555555555556,41.666666666667,5.555555555556,25,22.222222222222,74
"1990","3520019","2270",NA,NA,5,0,0,0,0,100,279.4
"1991","4806016","0140","CALGARY","CALGARY CY",5,20,20,60,0,0,21.8
"1996","2466080","1060",NA,NA,3,0,100,0,0,0,8
"2001","3520005","2270","TORONTO","AJAX T",46,0,21.739130434783,19.565217391304,4.347826086957,54.347826086957,145.369565217391
"2004","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2005","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,50,50,0,0,25.5
"2007","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,0,0,100,134
"2011","3519049","2270","TORONTO","KING TP",1,0,0,0,0,100,137
"2012","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,8
"2012","3519038","2270","TORONTO","RICHMOND HILL T",3,0,0,0,0,100,188
"2017","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,0,100,0,0,32.5
"2018","5915022","2410","VANCOUVER","VANCOUVER CY",40,12.5,20,40,5,22.5,61.25
"2019","4811068","0340","EDMONTON","MORINVILLE T",NA,NA,NA,NA,NA,NA,NA
"2020","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2020","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",5,0,40,20,0,40,60.6
"2021","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,20
"1992","2463110","1060",NA,NA,1,0,100,0,0,0,8
"1995","3520014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,0,0,100,0,73
"1999","2466070","1060","MONTRÉAL","PINCOURT V",1,0,0,100,0,0,28
"2004","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,0,100,0,0,28
"2008","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",1,0,0,100,0,0,30
"2011","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",4,0,25,25,25,25,65.25
"2012","2466072","1060","MONTRÉAL","MONT-ROYAL V",1,0,0,100,0,0,55
"2015","4811048","0340","EDMONTON","STONY PLAIN T",1,0,100,0,0,0,12
"2019","3519036","2270","TORONTO","MARKHAM T",2,50,0,50,0,0,18
"1995","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2000","2458005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,8
"2001","5915022","2410","VANCOUVER","VANCOUVER CY",25,0,8,32,36,24,86.64
"2010","2458227","1060","MONTRÉAL","LONGUEUIL V",11,27.272727272727,72.727272727273,0,0,0,7
"2011","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",3,0,0,100,0,0,47
"2013","2452007","1060","MONTRÉAL","BROSSARD V",2,0,100,0,0,0,6
"2015","3524009","2270","TORONTO","MILTON T",3,0,0,0,100,0,69
"2020","5915022","2410","VANCOUVER","VANCOUVER CY",29,10.344827586207,37.931034482759,24.137931034483,13.793103448276,13.793103448276,56.1034482758621
"2021","2464008","1060","MONTRÉAL","TERREBONNE V",5,40,20,20,0,20,54.6
"2021","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",3,66.666666666667,33.333333333333,0,0,0,8.66666666666667
"1988","2465420","1060",NA,NA,2,0,100,0,0,0,7.5
"1988","4806016","0140","CALGARY","CALGARY CY",2,100,0,0,0,0,4
"1989","2456650","1060",NA,NA,9,22.222222222222,55.555555555556,11.111111111111,11.111111111111,0,18.6666666666667
"1989","2469600","1060",NA,NA,5,40,60,0,0,0,7.6
"1991","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,0,50,50,0,66
"1994","2466025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",46,17.391304347826,73.913043478261,8.695652173913,0,0,10.0434782608696
"2005","3543007","2270","TORONTO","NEW TECUMSETH T",NA,NA,NA,NA,NA,NA,NA
"2006","2457010","1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2009","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2019","2460037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",4,50,50,0,0,0,9
"2019","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2019","4811016","0340","EDMONTON","LEDUC CY",NA,NA,NA,NA,NA,NA,NA
"2021","3524001","2270","TORONTO","PICKERING CY",5,0,0,0,20,80,192.2
"1990","2463190","1060",NA,NA,6,0,100,0,0,0,6
"1990","3543006","2270",NA,NA,1,0,100,0,0,0,8
"1994","2466080","1060",NA,NA,2,100,0,0,0,0,4.5
"1996","3524001","2270","TORONTO","PICKERING CY",1,100,0,0,0,0,5
"2003","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",49,26.530612244898,69.387755102041,4.081632653061,0,0,9.55102040816327
"2003","4811061","0340","EDMONTON","EDMONTON CY",24,0,16.666666666667,45.833333333333,29.166666666667,8.333333333333,54.9583333333333
"2004","5915034","2410","VANCOUVER","COQUITLAM CY",5,0,80,20,0,0,22.6
"2005","4811061","0340","EDMONTON","EDMONTON CY",26,0,34.615384615385,11.538461538462,30.769230769231,23.076923076923,63.6153846153846
"2007","2467020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,8
"2010","2466087","1060","MONTRÉAL","DORVAL CÉ",2,0,50,50,0,0,21
"2011","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2012","2457040","1060","MONTRÉAL","BELOEIL V",2,50,0,0,0,50,82.5
"2014","2458227","1060","MONTRÉAL","LONGUEUIL V",21,47.619047619048,42.857142857143,4.761904761905,0,4.761904761905,15.2380952380952
"2014","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,100,0,0,0,10
"2018","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",2,0,100,0,0,0,8
"2020","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,0,100,0,0,0,8
"2021","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,0,0,75,25,0,47.5
"1990","2463250","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2456580","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","2459005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1994","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,50
"1995","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",2,0,100,0,0,0,11
"1996","3506014","1265",NA,NA,4,50,50,0,0,0,8.5
"1996","3524015","2270","TORONTO","HALTON HILLS T",1,0,0,100,0,0,48
"2001","5915015","2410","VANCOUVER","RICHMOND CY",1,0,0,0,100,0,80
"2002","5915034","2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2005","2460013","1060","MONTRÉAL","REPENTIGNY V",10,0,70,10,20,0,25.9
"2006","2460013","1060","MONTRÉAL","REPENTIGNY V",11,0,100,0,0,0,6.18181818181818
"2006","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",9,0,100,0,0,0,6
"2007","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2015","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",2,0,100,0,0,0,12
"2015","5915015","2410","VANCOUVER","RICHMOND CY",5,0,0,20,20,60,113.4
"2016","2460013","1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2016","2470022","1060","MONTRÉAL","BEAUHARNOIS V",5,0,100,0,0,0,6
"2019","4806016","0140","CALGARY","CALGARY CY",40,20,42.5,15,10,12.5,42.275
"2020","2456083","1060","MONTRÉAL","VAUDREUIL-DORION V",6,16.666666666667,66.666666666667,0,0,16.666666666667,29.5
"2020","5915011","2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,24
"1989","3506014","1265",NA,NA,14,0,57.142857142857,14.285714285714,21.428571428571,7.142857142857,43.8571428571429
"1989","3520001","2270","TORONTO","PICKERING CY",9,0,11.111111111111,0,11.111111111111,77.777777777778,231.666666666667
"1989","5911019","2410",NA,NA,1,0,100,0,0,0,8
"2000","2466065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2005","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,18
"2009","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2010","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,0,0,100,0,62
"2012","2458227","1060","MONTRÉAL","LONGUEUIL V",36,16.666666666667,66.666666666667,16.666666666667,0,0,13.1388888888889
"2012","5915011","2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2013","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,25,75,0,0,36.5
"2014","3524009","2270","TORONTO","MILTON T",1,0,0,0,0,100,148
"2015","3524001","2270","TORONTO","PICKERING CY",22,0,40.909090909091,59.090909090909,0,0,22.3181818181818
"2020","3519028","2270","TORONTO","VAUGHAN CY",2,0,0,0,50,50,338.5
"2022","2459020","1060","MONTRÉAL","CANDIAC V",6,0,100,0,0,0,7.66666666666667
"1989","2465480","1060",NA,NA,4,25,0,25,0,50,92.25
"1990","2463110","1060",NA,NA,1,0,100,0,0,0,10
"1992","3506030","1265",NA,NA,1,0,0,100,0,0,45
"1993","2473120","1060",NA,NA,6,66.666666666667,33.333333333333,0,0,0,4.66666666666667
"1996","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,4
"1997","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,0,0,100,0,0,45
"2003","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",5,0,100,0,0,0,9.6
"2004","5915007","2410","VANCOUVER","WHITE ROCK CY",3,0,0,100,0,0,36
"2005","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,0,0,100,132
"2012","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",7,100,0,0,0,0,4.14285714285714
"2015","2471095","1060","MONTRÉAL","L'ÎLE-CADIEUX V",NA,NA,NA,NA,NA,NA,NA
"2015","4806016","0140","CALGARY","CALGARY CY",43,18.604651162791,20.93023255814,20.93023255814,18.604651162791,20.93023255814,57.4883720930233
"2020","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",8,25,25,25,0,25,46.625
"2021","5915055","2410","VANCOUVER","WEST VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"1990","5915007","2410","VANCOUVER","WHITE ROCK CY",3,0,33.333333333333,66.666666666667,0,0,28.6666666666667
"1991","3521010","2270","TORONTO","BRAMPTON CY",1,0,0,0,0,100,133
"1992","5913018","2410",NA,NA,3,0,66.666666666667,33.333333333333,0,0,25.6666666666667
"1998","3519028","2270","TORONTO","VAUGHAN CY",2,0,0,0,0,100,111.5
"2007","2471105","1060","MONTRÉAL","SAINT-LAZARE V",1,0,100,0,0,0,10
"2008","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,0,100,0,0,0,6
"2008","5915055","2410","VANCOUVER","WEST VANCOUVER DM",2,0,100,0,0,0,9
"2014","2467020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,6
"2015","2460040","1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,4
"2015","3506008","1265","OTTAWA","OTTAWA CV",17,5.882352941176,70.588235294118,5.882352941176,0,17.647058823529,40.9411764705882
"2019","4811048","0340","EDMONTON","STONY PLAIN T",1,0,0,0,100,0,83
"2020","2464008","1060","MONTRÉAL","TERREBONNE V",10,30,50,20,0,0,10.8
"2021","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",4,0,0,0,0,100,136.5
"2022","3519036","2270","TORONTO","MARKHAM T",4,0,0,0,25,75,280.5
"1988","2466420","1060",NA,NA,1,100,0,0,0,0,4
"1989","3524009","2270","TORONTO","MILTON T",1,0,100,0,0,0,14
"1993","5915055","2410","VANCOUVER","WEST VANCOUVER DM",2,0,100,0,0,0,8
"1997","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",NA,NA,NA,NA,NA,NA,NA
"1998","5915022","2410","VANCOUVER","VANCOUVER CY",23,0,21.739130434783,47.826086956522,17.391304347826,13.04347826087,65.3913043478261
"1999","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,100,0,0,0,11
"2000","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,233
"2004","3521005","2270","TORONTO","AJAX T",2,0,50,0,0,50,78
"2005","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,8
"2005","3521024","2270","TORONTO","CALEDON T",NA,NA,NA,NA,NA,NA,NA
"2006","3520005","2270","TORONTO","AJAX T",55,1.818181818182,18.181818181818,47.272727272727,3.636363636364,29.090909090909,92.2727272727273
"2013","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,8
"2015","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,0,100,0,98
"1989","4811061","0340","EDMONTON","EDMONTON CY",1,0,0,100,0,0,51
"1993","2464500","1060",NA,NA,10,20,70,10,0,0,10.6
"1994","2458010","1060","MONTRÉAL","DEUX-MONTAGNES V",3,33.333333333333,66.666666666667,0,0,0,7
"1995","2457040","1060","MONTRÉAL","BELOEIL V",2,0,100,0,0,0,6
"1997","3506006","1265",NA,NA,2,0,100,0,0,0,16
"2000","3506030","1265",NA,NA,2,0,100,0,0,0,8
"2000","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,0,0,100,107
"2006","3506008","1265","OTTAWA","OTTAWA CV",10,0,50,40,10,0,27.8
"2007","2466058","1060","MONTRÉAL","CÔTE SAINT-LUC V",1,0,100,0,0,0,8
"2008","3543007","2270","TORONTO","NEW TECUMSETH T",NA,NA,NA,NA,NA,NA,NA
"2009","4806019","0140","CALGARY","COCHRANE T",2,0,0,100,0,0,37.5
"2013","5915055","2410","VANCOUVER","WEST VANCOUVER DM",4,0,50,50,0,0,23.25
"2014","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2018","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",7,28.571428571429,42.857142857143,28.571428571429,0,0,12.8571428571429
"2019","3521005","2270","TORONTO","AJAX T",3,0,0,0,33.333333333333,66.666666666667,549.666666666667
"2021","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,6
"1989","2469480","1060",NA,NA,1,0,100,0,0,0,6
"1991","5915004","2410","VANCOUVER","SURREY CY",11,0,54.545454545455,36.363636363636,9.090909090909,0,26.0909090909091
"2001","2466135","1060",NA,NA,3,66.666666666667,0,0,33.333333333333,0,36.6666666666667
"2009","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,8
"2014","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,8
"2015","4811013","0340","EDMONTON","BEAUMONT T",1,0,100,0,0,0,8
"2016","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,57
"2018","5915034","2410","VANCOUVER","COQUITLAM CY",3,0,0,33.333333333333,33.333333333333,33.333333333333,162.333333333333
"2022","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,66.666666666667,0,33.333333333333,0,0,9.66666666666667
"1989","5913011","2410","VANCOUVER","DELTA DM",2,50,0,0,50,0,35.5
"2000","3521010","2270","TORONTO","BRAMPTON CY",3,0,0,66.666666666667,33.333333333333,0,58.6666666666667
"2001","5915004","2410","VANCOUVER","SURREY CY",3,0,0,66.666666666667,33.333333333333,0,54.6666666666667
"2002","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2006","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2008","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",17,5.882352941176,94.117647058824,0,0,0,6.82352941176471
"2010","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2010","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,6
"2010","4811061","0340","EDMONTON","EDMONTON CY",13,15.384615384615,15.384615384615,15.384615384615,46.153846153846,7.692307692308,59.5384615384615
"2010","5915015","2410","VANCOUVER","RICHMOND CY",2,0,0,0,50,50,94
"2014","2466023","1060","MONTRÉAL","MONTRÉAL V",106,29.245283018868,42.452830188679,14.150943396226,3.77358490566,10.377358490566,36.8207547169811
"2017","5915004","2410","VANCOUVER","SURREY CY",10,0,0,30,10,60,150.1
"2020","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,12
"1989","5915055","2410","VANCOUVER","WEST VANCOUVER DM",2,0,50,50,0,0,21.5
"1991","2465160","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","3524001","2270","TORONTO","PICKERING CY",1,0,0,0,0,100,132
"1996","5915011","2410","VANCOUVER","DELTA DM",3,0,33.333333333333,66.666666666667,0,0,34
"2000","4811068","0340","EDMONTON","MORINVILLE T",1,100,0,0,0,0,4
"2002","2464008","1060","MONTRÉAL","TERREBONNE V",6,83.333333333333,16.666666666667,0,0,0,5.83333333333333
"2002","5915015","2410","VANCOUVER","RICHMOND CY",3,0,33.333333333333,33.333333333333,33.333333333333,0,34.3333333333333
"2003","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",7,0,100,0,0,0,6.57142857142857
"2006","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,8
"2006","4806026","0140","CALGARY","CROSSFIELD T",1,0,100,0,0,0,18
"2007","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",2,50,50,0,0,0,5.5
"2011","2466023","1060","MONTRÉAL","MONTRÉAL V",104,33.653846153846,40.384615384615,13.461538461538,4.807692307692,7.692307692308,26.1826923076923
"2012","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,4
"2014","5915025","2410","VANCOUVER","BURNABY CY",7,0,42.857142857143,42.857142857143,0,14.285714285714,60.8571428571429
"2021","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",12,25,50,25,0,0,14.6666666666667
"2022","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",9,0,100,0,0,0,9.33333333333333
"1988","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,0,100,0,80
"1989","2466300","1060",NA,NA,7,0,100,0,0,0,9.14285714285714
"1990","2452700","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2473650","1060",NA,NA,4,25,75,0,0,0,7
"1993","5911019","2410",NA,NA,2,0,0,50,50,0,55.5
"1996","5915022","2410","VANCOUVER","VANCOUVER CY",28,7.142857142857,21.428571428571,42.857142857143,17.857142857143,10.714285714286,56.0714285714286
"1999","2475010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"2010","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,50,50,0,0,23.5
"2011","2467020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"2015","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",12,0,33.333333333333,50,8.333333333333,8.333333333333,41.0833333333333
"2016","2467020","1060","MONTRÉAL","CANDIAC V",2,50,50,0,0,0,5
"2017","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,4
"2017","3518001","2270","TORONTO","PICKERING CY",8,0,75,25,0,0,16.75
"2020","2457040","1060","MONTRÉAL","BELOEIL V",2,0,50,50,0,0,22
"1989","2456400","1060",NA,NA,8,12.5,62.5,25,0,0,13.875
"1994","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1995","3520004","2270",NA,NA,8,12.5,50,25,0,12.5,32.25
"1996","2457040","1060","MONTRÉAL","BELOEIL V",2,0,100,0,0,0,6
"1997","2458020","1060","MONTRÉAL","CANDIAC V",3,33.333333333333,66.666666666667,0,0,0,10
"1999","4811061","0340","EDMONTON","EDMONTON CY",8,0,0,87.5,0,12.5,47.375
"2000","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2002","2473020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,15
"2009","2457040","1060","MONTRÉAL","BELOEIL V",4,0,100,0,0,0,6
"2012","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,33.333333333333,66.666666666667,0,0,0,9.33333333333333
"2012","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,100,0,0,0,8
"2012","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",4,0,0,25,50,25,87
"2013","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",4,0,75,25,0,0,14.5
"2016","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,100,0,0,0,7.5
"2018","5915011","2410","VANCOUVER","DELTA DM",2,0,0,50,50,0,62
"2019","3518001","2270","TORONTO","PICKERING CY",2,0,0,100,0,0,48
"2020","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",2,0,0,50,0,50,111.5
"2020","5915007","2410","VANCOUVER","WHITE ROCK CY",2,0,0,0,0,100,119.5
"1995","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",9,0,100,0,0,0,6
"1998","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"2006","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,6
