"ref_yy","CSDuid","mkttycd","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2017","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2018","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",6,0,0,66.666666666667,0,33.333333333333,71.8333333333333
"2020","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,66.666666666667,0,33.333333333333,0,0,16
"2020","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",2,0,0,0,0,100,119.5
"2021","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",3,0,0,66.666666666667,0,33.333333333333,91.3333333333333
"2021","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",NA,NA,NA,NA,NA,NA,NA
"1989","2452480",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2473650",2,"1060",NA,NA,2,0,100,0,0,0,6
"1990","2457150",2,"1060",NA,NA,1,0,100,0,0,0,6
"1991","3520004",2,"2270",NA,NA,10,0,30,40,0,30,59
"1993","2466420",3,"1060",NA,NA,5,0,100,0,0,0,8
"1994","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1994","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1996","2458020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,0,100,0,0,0,10.6666666666667
"1996","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,4
"1998","4806016",2,"0140","CALGARY","CALGARY CY",3,66.666666666667,33.333333333333,0,0,0,4.66666666666667
"2000","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2004","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,22
"2005","5915011",3,"2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,12
"2008","4806021",3,"0140","CALGARY","AIRDRIE CY",3,0,33.333333333333,0,33.333333333333,33.333333333333,69.3333333333333
"2009","2471060",2,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2010","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2010","5915015",1,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
"2010","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2012","5915015",3,"2410","VANCOUVER","RICHMOND CY",8,0,50,12.5,25,12.5,51.375
"2012","5915046",1,"2410","VANCOUVER","NORTH VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"2015","3519046",3,"2270","TORONTO","AURORA T",1,0,0,0,100,0,77
"2016","2452007",2,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2017","2466087",3,"1060","MONTRÉAL","DORVAL V",1,0,0,0,100,0,71
"2020","2471083",2,"1060","MONTRÉAL","VAUDREUIL-DORION V",4,0,50,0,0,50,73.5
"2020","3520005",1,"2270","TORONTO","AJAX T",3,0,0,33.333333333333,0,66.666666666667,255.333333333333
"2021","2456083",2,"1060","MONTRÉAL","VAUDREUIL-DORION V",6,0,100,0,0,0,9.33333333333333
"2021","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,0,50,0,50,76
"2022","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1988","5915015",3,"2410","VANCOUVER","RICHMOND CY",1,0,0,100,0,0,28
"1989","2465200",2,"1060",NA,NA,4,100,0,0,0,0,4
"1993","2456120",3,"1060",NA,NA,1,0,100,0,0,0,8
"1997","3506006",3,"1265",NA,NA,2,0,100,0,0,0,16
"1997","3520004",3,"2270",NA,NA,6,0,33.333333333333,16.666666666667,16.666666666667,33.333333333333,89
"1998","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,33.333333333333,66.666666666667,0,0,0,5.33333333333333
"2002","2471083",4,"1060","MONTRÉAL","VAUDREUIL-DORION V",2,0,100,0,0,0,12
"2005","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",7,0,100,0,0,0,8.42857142857143
"2008","2457040",3,"1060","MONTRÉAL","BELOEIL V",2,0,100,0,0,0,6
"2008","5915015",2,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
"2016","2455057",3,"1060","MONTRÉAL","RICHELIEU V",1,0,100,0,0,0,8
"2016","2467020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,6
"2019","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2021","2466032",2,"1060","MONTRÉAL","WESTMOUNT V",1,0,100,0,0,0,6
"1990","5911019",3,"2410",NA,NA,5,0,80,20,0,0,20.6
"1993","5913018",3,"2410",NA,NA,1,0,0,100,0,0,47
"1995","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,25
"1996","2464005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1997","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1999","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"1999","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2003","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",4,0,100,0,0,0,7
"2005","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2007","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",30,33.333333333333,66.666666666667,0,0,0,7.63333333333333
"2010","4811016",2,"0340","EDMONTON","LEDUC CY",2,0,0,100,0,0,48
"2011","3519028",3,"2270","TORONTO","VAUGHAN CY",3,0,0,0,33.333333333333,66.666666666667,138.333333333333
"2014","3519038",3,"2270","TORONTO","RICHMOND HILL T",4,0,0,0,0,100,302
"2017","2458007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2017","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2017","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,0,100,0,0,32.5
"2018","3502048",2,"1265","OTTAWA","RUSSELL TP",1,0,100,0,0,0,6
"2019","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,12.5
"2020","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2021","2473030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2022","2459015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,8
"2022","3521010",3,"2270","TORONTO","BRAMPTON CY",8,0,37.5,12.5,50,0,44.875
"1989","2456450",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2457320",3,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","5915025",3,"2410","VANCOUVER","BURNABY CY",6,0,16.666666666667,16.666666666667,33.333333333333,33.333333333333,79.3333333333333
"1993","2456500",3,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","2466035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",4,25,50,0,25,0,25.5
"1997","5915001",3,"2410","VANCOUVER","LANGLEY DM",6,0,50,33.333333333333,16.666666666667,0,33.8333333333333
"1999","2466025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",47,8.510638297872,87.234042553191,4.255319148936,0,0,8.36170212765957
"2001","4811061",3,"0340","EDMONTON","EDMONTON CY",9,0,11.111111111111,66.666666666667,11.111111111111,11.111111111111,47.2222222222222
"2004","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",56,39.285714285714,48.214285714286,12.5,0,0,10.6785714285714
"2006","2452007",2,"1060","MONTRÉAL","LAVALTRIE V",2,0,100,0,0,0,6
"2006","2472043",1,"1060","MONTRÉAL","SAINT-PLACIDE MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2009","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2011","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2011","3520005",3,"2270","TORONTO","AJAX T",34,0,26.470588235294,0,2.941176470588,70.588235294118,230.058823529412
"2013","4806019",3,"0140","CALGARY","COCHRANE T",2,0,50,0,50,0,42.5
"2014","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",6,16.666666666667,83.333333333333,0,0,0,7.5
"2018","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,0,100,0,0,0,14
"2021","5915011",3,"2410","VANCOUVER","DELTA DM",2,0,0,0,100,0,94
"2022","2455057",1,"1060","MONTRÉAL","RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"2022","2459020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",6,0,100,0,0,0,7.66666666666667
"2022","3502036",2,"1265","OTTAWA","CLARENCE-ROCKLAND CY",NA,NA,NA,NA,NA,NA,NA
"1990","2462240",3,"1060",NA,NA,1,0,100,0,0,0,16
"1990","4811061",2,"0340","EDMONTON","EDMONTON CY",3,33.333333333333,0,0,66.666666666667,0,58.6666666666667
"1992","3520001",3,"2270","TORONTO","PICKERING CY",1,0,0,0,0,100,124
"1994","2457020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,6
"1995","2473005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,12
"1996","3520004",2,"2270",NA,NA,2,0,0,0,0,100,119
"1997","5915015",3,"2410","VANCOUVER","RICHMOND CY",2,0,50,0,50,0,46.5
"1999","2464010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"2000","2466025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,4
"2001","2466135",2,"1060",NA,NA,1,0,0,0,100,0,100
"2001","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,4
"2002","5915015",3,"2410","VANCOUVER","RICHMOND CY",3,0,33.333333333333,33.333333333333,33.333333333333,0,34.3333333333333
"2003","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,0,100,0,0,0,7.42857142857143
"2003","2472005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2005","2460005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,50,50,0,0,25.5
"2005","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,5
"2005","5915004",1,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2008","4811061",3,"0340","EDMONTON","EDMONTON CY",20,0,10,15,50,25,74.6
"2009","2471083",4,"1060","MONTRÉAL","VAUDREUIL-DORION V",1,0,0,0,100,0,82
"2009","2473035",1,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2010","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",1,0,100,0,0,0,14
"2011","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,5
"2012","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",15,0,100,0,0,0,13.6666666666667
"2012","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,100,0,0,0,8
"2013","2464008",2,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2019","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",2,50,0,0,0,50,85.5
"2021","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",4,0,75,25,0,0,17.5
"1992","2456120",3,"1060",NA,NA,1,0,100,0,0,0,6
"1994","2466080",3,"1060",NA,NA,2,100,0,0,0,0,4.5
"2012","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,24
"2014","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2015","2452007",2,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2015","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,42
"2015","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2015","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2018","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2018","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,0,0,0,100,555
"2020","2471105",2,"1060","MONTRÉAL","SAINT-LAZARE V",3,0,100,0,0,0,6
"1988","2464500",2,"1060",NA,NA,6,33.333333333333,50,16.666666666667,0,0,12.3333333333333
"1988","2465700",3,"1060",NA,NA,2,0,100,0,0,0,12
"1989","2452440",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2457280",2,"1060",NA,NA,2,0,100,0,0,0,8
"1991","3518001",4,"2270","TORONTO","PICKERING CY",1,0,0,100,0,0,45
"1992","2463110",2,"1060",NA,NA,1,0,100,0,0,0,8
"1992","2465260",4,"1060",NA,NA,3,0,66.666666666667,33.333333333333,0,0,13.6666666666667
"1992","4806016",3,"0140","CALGARY","CALGARY CY",5,60,20,20,0,0,9.6
"2003","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2006","2452007",3,"1060","MONTRÉAL","LAVALTRIE V",2,0,100,0,0,0,6
"2008","5915034",3,"2410","VANCOUVER","COQUITLAM CY",5,0,0,20,20,60,146
"2012","5915025",3,"2410","VANCOUVER","BURNABY CY",4,0,0,0,25,75,182
"2014","2473035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,8
"2015","2459015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2017","2460035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,6
"2017","5915043",2,"2410","VANCOUVER","PORT MOODY CY",NA,NA,NA,NA,NA,NA,NA
"2021","2471105",2,"1060","MONTRÉAL","SAINT-LAZARE V",2,0,100,0,0,0,6
"1989","3519036",3,"2270","TORONTO","MARKHAM CY",2,0,0,50,0,50,155.5
"1990","4806016",2,"0140","CALGARY","CALGARY CY",3,0,33.333333333333,66.666666666667,0,0,24.6666666666667
"1991","2473240",2,"1060",NA,NA,1,0,100,0,0,0,6
"1991","3524015",4,"2270","TORONTO","HALTON HILLS T",2,0,100,0,0,0,11
"1991","4806016",2,"0140","CALGARY","CALGARY CY",2,0,50,50,0,0,17
"1991","5915022",2,"2410","VANCOUVER","VANCOUVER CY",10,0,30,60,0,10,45.3
"1993","2472150",3,"1060",NA,NA,1,0,100,0,0,0,12
"1994","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",5,20,80,0,0,0,5.6
"1995","3521005",2,"2270","TORONTO","AJAX T",6,0,50,16.666666666667,16.666666666667,16.666666666667,42.8333333333333
"1997","5915022",2,"2410","VANCOUVER","VANCOUVER CY",5,0,40,40,20,0,36.6
"2002","2460010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,8
"2004","3520005",1,"2270","TORONTO","AJAX T",NA,NA,NA,NA,NA,NA,NA
"2005","2473005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,50,50,0,0,0,5
"2005","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",8,0,100,0,0,0,6.75
"2009","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2010","2467025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,20
"2011","2471033",3,"1060","MONTRÉAL","BOUCHERVILLE V",1,100,0,0,0,0,4
"2012","2460005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,6
"2012","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",4,50,25,0,0,25,44
"2012","3524001",3,"2270","TORONTO","PICKERING CY",3,0,33.333333333333,33.333333333333,33.333333333333,0,42.3333333333333
"2015","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,7
"2016","2473020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,4
"2017","4806016",3,"0140","CALGARY","CALGARY CY",24,12.5,20.833333333333,16.666666666667,33.333333333333,16.666666666667,64.3333333333333
"2017","4806019",3,"0140","CALGARY","COCHRANE T",1,0,100,0,0,0,16
"2017","5915034",3,"2410","VANCOUVER","COQUITLAM CY",5,0,20,0,40,40,155
"2019","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",1,0,100,0,0,0,6
"1988","2465260",2,"1060",NA,NA,7,57.142857142857,28.571428571429,14.285714285714,0,0,8.71428571428571
"1989","5915015",3,"2410","VANCOUVER","RICHMOND CY",14,7.142857142857,0,57.142857142857,35.714285714286,0,44.8571428571429
"1990","3506014",3,"1265",NA,NA,5,20,20,0,20,40,74.2
"1991","2466420",3,"1060",NA,NA,7,0,100,0,0,0,7.42857142857143
"1991","3524001",4,"2270","TORONTO","PICKERING CY",1,0,0,0,0,100,132
"1992","2471120",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","2466075",3,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",2,0,100,0,0,0,11
"1996","5915004",3,"2410","VANCOUVER","SURREY CY",12,8.333333333333,16.666666666667,58.333333333333,16.666666666667,0,34
"1996","5915025",2,"2410","VANCOUVER","BURNABY CY",1,0,100,0,0,0,12
"1998","2464005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2005","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2005","5915022",2,"2410","VANCOUVER","VANCOUVER CY",3,0,33.333333333333,33.333333333333,33.333333333333,0,39.3333333333333
"2007","2471065",2,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,0,100,0,0,0,12
"2009","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",21,4.761904761905,80.952380952381,4.761904761905,4.761904761905,4.761904761905,20.6666666666667
"2011","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",10,60,40,0,0,0,7.2
"2013","2467010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,12
"2013","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2013","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2016","4811056",2,"0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,0,100,0,0,48
"2017","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",11,90.909090909091,9.090909090909,0,0,0,4.18181818181818
"2018","3519036",3,"2270","TORONTO","MARKHAM CY",5,0,0,0,40,60,188.6
"2018","5915075",3,"2410","VANCOUVER","MAPLE RIDGE CY",4,0,25,0,50,25,107.5
"2021","4806016",3,"0140","CALGARY","CALGARY CY",32,3.125,46.875,3.125,25,21.875,58.875
"1989","2473180",2,"1060",NA,NA,3,0,100,0,0,0,8
"1989","3506006",2,"1265",NA,NA,2,0,100,0,0,0,12.5
"1990","2466300",2,"1060",NA,NA,3,0,66.666666666667,33.333333333333,0,0,18.6666666666667
"1990","3524009",3,"2270","TORONTO","MILTON T",1,0,0,0,0,100,154
"1994","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1994","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",2,0,100,0,0,0,6
"2004","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2005","2457020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,6
"2005","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,4
"2005","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2007","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",15,0,100,0,0,0,7.66666666666667
"2007","4811052",3,"0340","EDMONTON","STRATHCONA COUNTY SM",2,0,0,0,100,0,91
"2009","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",21,0,85.714285714286,14.285714285714,0,0,10.3809523809524
"2012","4811052",2,"0340","EDMONTON","STRATHCONA COUNTY SM",1,0,0,0,100,0,69
"2014","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2014","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2014","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,100,0,0,0,9.33333333333333
"2014","4811049",2,"0340","EDMONTON","SPRUCE GROVE CY",1,0,0,0,0,100,104
"2017","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,100,0,0,0,6
"2017","3502048",2,"1265","OTTAWA","RUSSELL TP",4,25,50,25,0,0,12.75
"2019","3520005",2,"2270","TORONTO","AJAX T",13,7.692307692308,7.692307692308,15.384615384615,30.769230769231,38.461538461538,156.153846153846
"2019","4806016",2,"0140","CALGARY","CALGARY CY",4,25,25,0,0,50,65
"2019","4811048",3,"0340","EDMONTON","STONY PLAIN T",1,0,0,0,100,0,83
"1989","2457320",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2465340",2,"1060",NA,NA,3,100,0,0,0,0,4.33333333333333
"1990","2465400",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2465480",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","2463220",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","5915015",3,"2410","VANCOUVER","RICHMOND CY",7,0,0,28.571428571429,28.571428571429,42.857142857143,88.1428571428571
"1996","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,0,0,100,131
"1997","3520006",3,"2270",NA,NA,1,0,0,0,100,0,68
"2002","3506008",1,"1265","OTTAWA","OTTAWA CV",1,100,0,0,0,0,5
"2003","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2006","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2011","5915025",2,"2410","VANCOUVER","BURNABY CY",1,0,0,0,100,0,64
"2015","2471105",2,"1060","MONTRÉAL","SAINT-LAZARE V",1,0,100,0,0,0,6
"2017","5915075",2,"2410","VANCOUVER","MAPLE RIDGE CY",NA,NA,NA,NA,NA,NA,NA
"2018","2457020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,0,100,0,0,0,11
"2018","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,100,0,0,0,0,4
"2018","2473005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,50,0,0,50,63.5
"2020","3521010",3,"2270","TORONTO","BRAMPTON CY",1,0,0,0,100,0,76
"1989","2456580",3,"1060",NA,NA,1,0,0,0,0,100,115
"1989","2472230",3,"1060",NA,NA,1,0,100,0,0,0,8
"1992","3520019",4,"2270",NA,NA,18,0,55.555555555556,27.777777777778,0,16.666666666667,36.7777777777778
"1993","2473650",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","2466040",3,"1060","MONTRÉAL","BELOEIL V",2,0,100,0,0,0,7.5
"2000","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,12
"2001","5915011",3,"2410","VANCOUVER","DELTA DM",2,0,0,100,0,0,22.5
"2003","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,100,0,0,40
"2005","2471105",3,"1060","MONTRÉAL","SAINT-LAZARE V",2,0,100,0,0,0,6
"2006","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2010","2457020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",4,0,100,0,0,0,12
"2010","2459015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,6
"2011","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,31
"2014","4806016",3,"0140","CALGARY","CALGARY CY",64,20.3125,20.3125,29.6875,14.0625,15.625,51.953125
"2019","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2020","2466032",3,"1060","MONTRÉAL","WESTMOUNT V",1,0,0,100,0,0,24
"1990","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",5,0,100,0,0,0,12.6
"1993","5911025",3,"2410","VANCOUVER","BURNABY CY",6,0,33.333333333333,66.666666666667,0,0,29.8333333333333
"1995","3520008",3,"2270",NA,NA,7,0,14.285714285714,28.571428571429,0,57.142857142857,141.857142857143
"1995","5915004",3,"2410","VANCOUVER","SURREY CY",13,0,15.384615384615,61.538461538462,15.384615384615,7.692307692308,52.9230769230769
"1998","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",2,0,0,50,0,50,76
"2008","2464008",2,"1060","MONTRÉAL","TERREBONNE V",2,0,100,0,0,0,6
"2008","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2009","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,8
"2011","2467010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2011","3519044",3,"2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,0,0,0,0,100,104
"2013","4810066",3,"0340","EDMONTON","BON ACCORD T",1,0,0,100,0,0,31
"2013","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2017","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2018","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",11,54.545454545455,45.454545454545,0,0,0,7
"2019","5915002",3,"2410","VANCOUVER","LANGLEY CY",3,0,0,33.333333333333,66.666666666667,0,78.6666666666667
"2021","4806016",2,"0140","CALGARY","CALGARY CY",12,41.666666666667,25,0,0,33.333333333333,47.9166666666667
"1995","3519036",3,"2270","TORONTO","MARKHAM CY",2,0,0,0,50,50,105.5
