reference_period,ref_qq,metro,metcode,dweltype,mkttycd,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
2017-09-01,3,Quebec,1400,4.0,1.0,59.0,11,5.36,0.0,0.72
2017-09-01,3,Quebec,1400,5.0,4.0,104.0,4,26.0,3.0,1.28
2017-09-01,3,Quebec,1400,5.0,3.0,1446.0,25,57.84,5.0,17.76
2017-09-01,3,Quebec,1400,5.0,1.0,20.0,10,2.0,1.6,0.25
2017-09-01,3,Quebec,1400,2.0,1.0,144.0,72,2.0,0.0,1.77
2017-09-01,3,Quebec,1400,5.0,2.0,2513.0,60,41.88,3.88,30.87
2017-09-01,3,Quebec,1400,1.0,1.0,314.0,314,1.0,0.0,3.86
2017-12-01,4,Quebec,1400,5.0,4.0,104.0,4,26.0,3.0,1.27
2017-12-01,4,Quebec,1400,5.0,1.0,24.0,12,2.0,2.0,0.29
2017-12-01,4,Quebec,1400,5.0,3.0,1356.0,25,54.24,4.56,16.62
2017-12-01,4,Quebec,1400,1.0,1.0,267.0,267,1.0,0.0,3.27
2017-12-01,4,Quebec,1400,5.0,2.0,3439.0,70,49.13,4.16,42.15
2017-12-01,4,Quebec,1400,2.0,1.0,142.0,71,2.0,0.0,1.74
2017-12-01,4,Quebec,1400,4.0,1.0,50.0,13,3.85,0.0,0.61
2018-03-01,1,Quebec,1400,5.0,2.0,3860.0,72,53.61,4.4,47.2
2018-03-01,1,Quebec,1400,5.0,4.0,104.0,4,26.0,3.0,1.27
2018-03-01,1,Quebec,1400,4.0,1.0,62.0,15,4.13,0.0,0.76
2018-03-01,1,Quebec,1400,5.0,3.0,1333.0,20,66.65,5.1,16.3
2018-03-01,1,Quebec,1400,1.0,1.0,217.0,217,1.0,0.0,2.65
2018-03-01,1,Quebec,1400,5.0,1.0,16.0,8,2.0,2.0,0.2
2018-03-01,1,Quebec,1400,2.0,1.0,156.0,78,2.0,0.0,1.91
2018-06-01,2,Quebec,1400,4.0,1.0,55.0,12,4.58,0.0,0.67
2018-06-01,2,Quebec,1400,1.0,1.0,275.0,275,1.0,0.0,3.35
2018-06-01,2,Quebec,1400,2.0,1.0,256.0,128,2.0,0.0,3.12
2018-06-01,2,Quebec,1400,5.0,1.0,10.0,5,2.0,2.0,0.12
2018-06-01,2,Quebec,1400,5.0,4.0,149.0,5,29.8,3.2,1.82
2018-06-01,2,Quebec,1400,4.0,2.0,11.0,1,11.0,0.0,0.13
2018-06-01,2,Quebec,1400,5.0,3.0,1272.0,18,70.67,5.22,15.52
2018-06-01,2,Quebec,1400,5.0,2.0,4260.0,81,52.59,4.11,51.96
2018-06-01,2,Quebec,1400,2.0,2.0,2.0,1,2.0,0.0,0.02
2018-09-01,3,Quebec,1400,4.0,2.0,11.0,1,11.0,0.0,0.13
2018-09-01,3,Quebec,1400,4.0,1.0,41.0,9,4.56,0.0,0.5
2018-09-01,3,Quebec,1400,5.0,1.0,6.0,3,2.0,2.0,0.07
2018-09-01,3,Quebec,1400,1.0,1.0,252.0,252,1.0,0.0,3.06
2018-09-01,3,Quebec,1400,2.0,1.0,158.0,79,2.0,0.0,1.92
2018-09-01,3,Quebec,1400,5.0,3.0,1227.0,19,64.58,5.05,14.92
2018-09-01,3,Quebec,1400,5.0,2.0,3539.0,71,49.85,3.99,43.03
2018-09-01,3,Quebec,1400,5.0,4.0,45.0,1,45.0,4.0,0.55
2018-12-01,4,Quebec,1400,5.0,2.0,4038.0,79,51.11,4.08,48.98
2018-12-01,4,Quebec,1400,4.0,1.0,57.0,11,5.18,0.0,0.69
2018-12-01,4,Quebec,1400,2.0,1.0,164.0,82,2.0,0.0,1.99
2018-12-01,4,Quebec,1400,5.0,4.0,45.0,1,45.0,4.0,0.55
2018-12-01,4,Quebec,1400,1.0,1.0,240.0,240,1.0,0.0,2.91
2018-12-01,4,Quebec,1400,5.0,3.0,529.0,23,23.0,3.91,6.42
2018-12-01,4,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2019-03-01,1,Quebec,1400,1.0,1.0,216.0,216,1.0,0.0,2.61
2019-03-01,1,Quebec,1400,4.0,1.0,59.0,13,4.54,0.0,0.71
2019-03-01,1,Quebec,1400,5.0,1.0,16.0,6,2.67,2.33,0.19
2019-03-01,1,Quebec,1400,5.0,4.0,45.0,1,45.0,4.0,0.54
2019-03-01,1,Quebec,1400,5.0,3.0,469.0,17,27.59,4.06,5.68
2019-03-01,1,Quebec,1400,4.0,2.0,11.0,1,11.0,0.0,0.13
2019-03-01,1,Quebec,1400,2.0,1.0,166.0,83,2.0,0.0,2.01
2019-03-01,1,Quebec,1400,5.0,2.0,4240.0,102,41.57,3.86,51.32
2019-06-01,2,Quebec,1400,1.0,1.0,300.0,300,1.0,0.0,3.62
2019-06-01,2,Quebec,1400,5.0,2.0,4407.0,106,41.58,4.04,53.22
2019-06-01,2,Quebec,1400,5.0,4.0,45.0,1,45.0,4.0,0.54
2019-06-01,2,Quebec,1400,2.0,2.0,2.0,1,2.0,0.0,0.02
2019-06-01,2,Quebec,1400,2.0,1.0,166.0,83,2.0,0.0,2.0
2019-06-01,2,Quebec,1400,5.0,1.0,18.0,7,2.57,2.0,0.22
2019-06-01,2,Quebec,1400,5.0,3.0,535.0,19,28.16,4.37,6.46
2019-06-01,2,Quebec,1400,4.0,1.0,91.0,19,4.79,0.0,1.1
2019-09-01,3,Quebec,1400,1.0,1.0,252.0,252,1.0,0.0,3.04
2019-09-01,3,Quebec,1400,4.0,1.0,52.0,11,4.73,0.0,0.63
2019-09-01,3,Quebec,1400,5.0,1.0,10.0,5,2.0,1.6,0.12
2019-09-01,3,Quebec,1400,5.0,3.0,355.0,14,25.36,4.64,4.28
2019-09-01,3,Quebec,1400,2.0,1.0,128.0,64,2.0,0.0,1.54
2019-09-01,3,Quebec,1400,5.0,2.0,4098.0,75,54.64,4.43,49.38
2019-12-01,4,Quebec,1400,4.0,1.0,75.0,14,5.36,0.0,0.9
2019-12-01,4,Quebec,1400,5.0,3.0,503.0,16,31.44,4.94,6.05
2019-12-01,4,Quebec,1400,2.0,1.0,194.0,97,2.0,0.0,2.33
2019-12-01,4,Quebec,1400,5.0,1.0,10.0,4,2.5,2.0,0.12
2019-12-01,4,Quebec,1400,1.0,1.0,248.0,248,1.0,0.0,2.98
2019-12-01,4,Quebec,1400,5.0,2.0,4495.0,92,48.86,4.18,54.07
2020-03-01,1,Quebec,1400,5.0,2.0,4755.0,92,51.68,4.49,57.1
2020-03-01,1,Quebec,1400,2.0,1.0,244.0,122,2.0,0.0,2.93
2020-03-01,1,Quebec,1400,5.0,3.0,511.0,17,30.06,4.82,6.14
2020-03-01,1,Quebec,1400,4.0,1.0,101.0,18,5.61,0.0,1.21
2020-03-01,1,Quebec,1400,5.0,1.0,4.0,2,2.0,2.0,0.05
2020-03-01,1,Quebec,1400,1.0,1.0,213.0,213,1.0,0.0,2.56
2020-06-01,2,Quebec,1400,4.0,2.0,8.0,2,4.0,0.0,0.1
2020-06-01,2,Quebec,1400,2.0,1.0,236.0,118,2.0,0.0,2.83
2020-06-01,2,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2020-06-01,2,Quebec,1400,1.0,1.0,342.0,342,1.0,0.0,4.1
2020-06-01,2,Quebec,1400,5.0,2.0,5292.0,92,57.52,4.45,63.45
2020-06-01,2,Quebec,1400,4.0,1.0,105.0,18,5.83,0.0,1.26
2020-06-01,2,Quebec,1400,5.0,3.0,463.0,13,35.62,5.23,5.55
2020-09-01,3,Quebec,1400,4.0,2.0,4.0,1,4.0,0.0,0.05
2020-09-01,3,Quebec,1400,5.0,3.0,475.0,10,47.5,6.4,5.7
2020-09-01,3,Quebec,1400,5.0,2.0,5143.0,89,57.79,4.27,61.69
2020-09-01,3,Quebec,1400,4.0,1.0,101.0,19,5.32,0.0,1.21
2020-09-01,3,Quebec,1400,2.0,2.0,4.0,2,2.0,0.0,0.05
2020-09-01,3,Quebec,1400,2.0,1.0,158.0,79,2.0,0.0,1.9
2020-09-01,3,Quebec,1400,1.0,1.0,336.0,336,1.0,0.0,4.03
2020-12-01,4,Quebec,1400,1.0,1.0,300.0,300,1.0,0.0,3.59
2020-12-01,4,Quebec,1400,2.0,2.0,2.0,1,2.0,0.0,0.02
2020-12-01,4,Quebec,1400,4.0,1.0,65.0,15,4.33,0.0,0.78
2020-12-01,4,Quebec,1400,2.0,1.0,200.0,100,2.0,0.0,2.39
2020-12-01,4,Quebec,1400,5.0,2.0,5543.0,97,57.14,4.56,66.36
2020-12-01,4,Quebec,1400,5.0,1.0,4.0,2,2.0,2.0,0.05
2020-12-01,4,Quebec,1400,5.0,3.0,522.0,10,52.2,6.7,6.25
2021-03-01,1,Quebec,1400,2.0,2.0,6.0,3,2.0,0.0,0.07
2021-03-01,1,Quebec,1400,1.0,1.0,404.0,404,1.0,0.0,4.82
2021-03-01,1,Quebec,1400,5.0,2.0,6444.0,121,53.26,4.21,76.95
2021-03-01,1,Quebec,1400,5.0,3.0,374.0,10,37.4,5.3,4.47
2021-03-01,1,Quebec,1400,2.0,1.0,246.0,123,2.0,0.0,2.94
2021-03-01,1,Quebec,1400,4.0,1.0,107.0,24,4.46,0.0,1.28
2021-03-01,1,Quebec,1400,5.0,1.0,6.0,3,2.0,1.67,0.07
2021-03-01,1,Quebec,1400,4.0,2.0,11.0,1,11.0,0.0,0.13
2021-06-01,2,Quebec,1400,5.0,3.0,377.0,9,41.89,5.67,4.49
2021-06-01,2,Quebec,1400,5.0,1.0,10.0,5,2.0,1.8,0.12
2021-06-01,2,Quebec,1400,2.0,2.0,2.0,1,2.0,0.0,0.02
2021-06-01,2,Quebec,1400,2.0,1.0,316.0,158,2.0,0.0,3.76
2021-06-01,2,Quebec,1400,1.0,1.0,512.0,512,1.0,0.0,6.1
2021-06-01,2,Quebec,1400,5.0,2.0,7667.0,148,51.8,3.89,91.27
2021-06-01,2,Quebec,1400,4.0,1.0,141.0,29,4.86,0.0,1.68
2021-09-01,3,Quebec,1400,4.0,1.0,113.0,23,4.91,0.0,1.34
2021-09-01,3,Quebec,1400,2.0,1.0,204.0,102,2.0,0.0,2.42
2021-09-01,3,Quebec,1400,5.0,2.0,7260.0,123,59.02,4.39,86.01
2021-09-01,3,Quebec,1400,5.0,1.0,6.0,3,2.0,2.0,0.07
2021-09-01,3,Quebec,1400,1.0,1.0,363.0,363,1.0,0.0,4.3
2021-09-01,3,Quebec,1400,5.0,3.0,439.0,8,54.88,7.25,5.2
2021-12-01,4,Quebec,1400,1.0,1.0,331.0,331,1.0,0.0,3.91
2021-12-01,4,Quebec,1400,5.0,3.0,364.0,8,45.5,6.38,4.3
2021-12-01,4,Quebec,1400,5.0,2.0,8112.0,139,58.36,4.44,95.89
2021-12-01,4,Quebec,1400,4.0,1.0,107.0,22,4.86,0.0,1.26
2021-12-01,4,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2021-12-01,4,Quebec,1400,2.0,1.0,300.0,150,2.0,0.0,3.55
2022-03-01,1,Quebec,1400,1.0,1.0,351.0,351,1.0,0.0,4.12
2022-03-01,1,Quebec,1400,4.0,1.0,131.0,26,5.04,0.0,1.54
2022-03-01,1,Quebec,1400,5.0,1.0,4.0,2,2.0,2.0,0.05
2022-03-01,1,Quebec,1400,2.0,1.0,336.0,168,2.0,0.0,3.95
2022-03-01,1,Quebec,1400,5.0,3.0,263.0,5,52.6,7.0,3.09
2022-03-01,1,Quebec,1400,5.0,2.0,8286.0,156,53.12,4.44,97.37
2022-06-01,2,Quebec,1400,5.0,1.0,6.0,3,2.0,2.0,0.07
2022-06-01,2,Quebec,1400,4.0,1.0,115.0,22,5.23,0.0,1.35
2022-06-01,2,Quebec,1400,1.0,1.0,409.0,409,1.0,0.0,4.79
2022-06-01,2,Quebec,1400,4.0,3.0,12.0,2,6.0,0.0,0.14
2022-06-01,2,Quebec,1400,5.0,3.0,263.0,5,52.6,7.0,3.08
2022-06-01,2,Quebec,1400,5.0,2.0,9438.0,168,56.18,4.69,110.49
2022-06-01,2,Quebec,1400,2.0,1.0,458.0,229,2.0,0.0,5.36
2022-09-01,3,Quebec,1400,5.0,3.0,317.0,9,35.22,4.67,3.7
2022-09-01,3,Quebec,1400,4.0,1.0,79.0,17,4.65,0.0,0.92
2022-09-01,3,Quebec,1400,5.0,2.0,7628.0,132,57.79,4.81,88.98
2022-09-01,3,Quebec,1400,1.0,1.0,370.0,370,1.0,0.0,4.32
2022-09-01,3,Quebec,1400,2.0,1.0,342.0,171,2.0,0.0,3.99
2022-09-01,3,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2022-12-01,4,Quebec,1400,4.0,1.0,68.0,14,4.86,0.0,0.79
2022-12-01,4,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2022-12-01,4,Quebec,1400,1.0,1.0,332.0,332,1.0,0.0,3.86
2022-12-01,4,Quebec,1400,5.0,3.0,323.0,10,32.3,4.5,3.76
2022-12-01,4,Quebec,1400,2.0,1.0,328.0,164,2.0,0.0,3.82
2022-12-01,4,Quebec,1400,5.0,2.0,8176.0,128,63.88,5.07,95.11
2023-03-01,1,Quebec,1400,4.0,1.0,55.0,10,5.5,0.0,0.64
2023-03-01,1,Quebec,1400,5.0,1.0,4.0,2,2.0,2.0,0.05
2023-03-01,1,Quebec,1400,5.0,3.0,361.0,9,40.11,5.0,4.18
2023-03-01,1,Quebec,1400,5.0,2.0,8263.0,113,73.12,5.6,95.66
2023-03-01,1,Quebec,1400,2.0,1.0,264.0,132,2.0,0.0,3.06
2023-03-01,1,Quebec,1400,1.0,1.0,230.0,230,1.0,0.0,2.66
2023-06-01,2,Quebec,1400,5.0,3.0,361.0,9,40.11,5.0,4.16
2023-06-01,2,Quebec,1400,1.0,1.0,246.0,246,1.0,0.0,2.83
2023-06-01,2,Quebec,1400,5.0,2.0,8252.0,112,73.68,5.48,95.05
2023-06-01,2,Quebec,1400,5.0,1.0,8.0,4,2.0,2.0,0.09
2023-06-01,2,Quebec,1400,2.0,1.0,246.0,123,2.0,0.0,2.83
2023-06-01,2,Quebec,1400,4.0,1.0,57.0,13,4.38,0.0,0.66
2023-09-01,3,Quebec,1400,5.0,1.0,6.0,3,2.0,2.0,0.07
2023-09-01,3,Quebec,1400,4.0,1.0,66.0,15,4.4,0.0,0.76
2023-09-01,3,Quebec,1400,2.0,1.0,206.0,103,2.0,0.0,2.36
2023-09-01,3,Quebec,1400,5.0,3.0,305.0,8,38.13,5.0,3.5
2023-09-01,3,Quebec,1400,5.0,2.0,5877.0,81,72.56,5.47,67.37
2023-09-01,3,Quebec,1400,1.0,1.0,260.0,260,1.0,0.0,2.98
2023-12-01,4,Quebec,1400,5.0,3.0,299.0,7,42.71,5.29,3.41
2023-12-01,4,Quebec,1400,4.0,1.0,70.0,16,4.38,0.0,0.8
2023-12-01,4,Quebec,1400,2.0,1.0,170.0,85,2.0,0.0,1.94
2023-12-01,4,Quebec,1400,5.0,2.0,6158.0,113,54.5,4.87,70.26
2023-12-01,4,Quebec,1400,1.0,1.0,227.0,227,1.0,0.0,2.59
2023-12-01,4,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
1988-06-01,2,Regina,1490,2.0,2.0,12.0,6,2.0,0.0,0.61
1988-06-01,2,Regina,1490,2.0,3.0,8.0,4,2.0,0.0,0.41
1988-06-01,2,Regina,1490,5.0,3.0,72.0,4,18.0,1.0,3.67
1988-06-01,2,Regina,1490,5.0,2.0,52.0,2,26.0,0.0,2.65
1988-06-01,2,Regina,1490,4.0,3.0,4.0,1,4.0,0.0,0.2
1988-06-01,2,Regina,1490,1.0,3.0,17.0,17,1.0,0.0,0.87
1988-06-01,2,Regina,1490,1.0,1.0,353.0,353,1.0,0.0,18.01
1988-06-01,2,Regina,1490,4.0,4.0,46.0,1,46.0,0.0,2.35
1988-06-01,2,Regina,1490,2.0,1.0,4.0,2,2.0,0.0,0.2
1988-09-01,3,Regina,1490,5.0,3.0,135.0,4,33.75,1.0,6.9
1988-09-01,3,Regina,1490,4.0,4.0,46.0,1,46.0,0.0,2.35
1988-09-01,3,Regina,1490,2.0,3.0,8.0,4,2.0,0.0,0.41
1988-09-01,3,Regina,1490,2.0,2.0,18.0,9,2.0,0.0,0.92
1988-09-01,3,Regina,1490,1.0,3.0,22.0,22,1.0,0.0,1.12
1988-09-01,3,Regina,1490,2.0,1.0,8.0,4,2.0,0.0,0.41
1988-09-01,3,Regina,1490,5.0,2.0,52.0,2,26.0,0.0,2.66
1988-09-01,3,Regina,1490,5.0,4.0,50.0,1,50.0,5.0,2.56
1988-09-01,3,Regina,1490,1.0,1.0,337.0,337,1.0,0.0,17.22
1988-09-01,3,Regina,1490,4.0,3.0,52.0,5,10.4,0.0,2.66
1988-12-01,4,Regina,1490,4.0,4.0,46.0,1,46.0,0.0,2.35
1988-12-01,4,Regina,1490,5.0,4.0,50.0,1,50.0,5.0,2.56
1988-12-01,4,Regina,1490,2.0,1.0,8.0,4,2.0,0.0,0.41
1988-12-01,4,Regina,1490,2.0,3.0,8.0,4,2.0,0.0,0.41
1988-12-01,4,Regina,1490,4.0,3.0,52.0,5,10.4,0.0,2.66
1988-12-01,4,Regina,1490,1.0,3.0,12.0,12,1.0,0.0,0.61
1988-12-01,4,Regina,1490,4.0,1.0,8.0,2,4.0,0.0,0.41
1988-12-01,4,Regina,1490,4.0,2.0,4.0,1,4.0,0.0,0.2
1988-12-01,4,Regina,1490,1.0,1.0,211.0,211,1.0,0.0,10.79
1988-12-01,4,Regina,1490,2.0,2.0,16.0,8,2.0,0.0,0.82
1988-12-01,4,Regina,1490,5.0,2.0,62.0,4,15.5,0.0,3.17
1988-12-01,4,Regina,1490,5.0,3.0,135.0,4,33.75,1.0,6.9
1989-03-01,1,Regina,1490,1.0,3.0,9.0,9,1.0,0.0,0.46
1989-03-01,1,Regina,1490,2.0,2.0,14.0,7,2.0,0.0,0.72
1989-03-01,1,Regina,1490,5.0,2.0,16.0,2,8.0,0.0,0.82
1989-03-01,1,Regina,1490,5.0,4.0,50.0,1,50.0,5.0,2.56
1989-03-01,1,Regina,1490,4.0,2.0,16.0,4,4.0,0.0,0.82
1989-03-01,1,Regina,1490,4.0,3.0,43.0,3,14.33,0.0,2.2
1989-03-01,1,Regina,1490,2.0,1.0,12.0,6,2.0,0.0,0.61
1989-03-01,1,Regina,1490,5.0,3.0,135.0,4,33.75,1.0,6.9
1989-03-01,1,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.2
1989-03-01,1,Regina,1490,1.0,1.0,207.0,207,1.0,0.0,10.59
1989-06-01,2,Regina,1490,2.0,2.0,14.0,7,2.0,0.0,0.72
1989-06-01,2,Regina,1490,1.0,3.0,7.0,7,1.0,0.0,0.36
1989-06-01,2,Regina,1490,2.0,1.0,14.0,7,2.0,0.0,0.72
1989-06-01,2,Regina,1490,1.0,1.0,279.0,279,1.0,0.0,14.27
1989-06-01,2,Regina,1490,5.0,4.0,50.0,1,50.0,5.0,2.56
1989-06-01,2,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.2
1989-06-01,2,Regina,1490,5.0,3.0,134.0,4,33.5,1.0,6.86
1989-06-01,2,Regina,1490,4.0,3.0,43.0,3,14.33,0.0,2.2
1989-06-01,2,Regina,1490,5.0,2.0,26.0,3,8.67,0.0,1.33
1989-06-01,2,Regina,1490,4.0,2.0,23.0,4,5.75,0.0,1.18
1989-09-01,3,Regina,1490,2.0,1.0,14.0,7,2.0,0.0,0.72
1989-09-01,3,Regina,1490,2.0,2.0,14.0,7,2.0,0.0,0.72
1989-09-01,3,Regina,1490,1.0,1.0,190.0,190,1.0,0.0,9.73
1989-09-01,3,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.2
1989-09-01,3,Regina,1490,5.0,3.0,4.0,1,4.0,0.0,0.2
1989-09-01,3,Regina,1490,4.0,3.0,11.0,1,11.0,0.0,0.56
1989-09-01,3,Regina,1490,4.0,2.0,49.0,3,16.33,0.0,2.51
1989-09-01,3,Regina,1490,5.0,2.0,99.0,4,24.75,0.75,5.07
1989-09-01,3,Regina,1490,1.0,3.0,12.0,12,1.0,0.0,0.61
1989-12-01,4,Regina,1490,1.0,3.0,6.0,6,1.0,0.0,0.31
1989-12-01,4,Regina,1490,4.0,3.0,11.0,1,11.0,0.0,0.56
1989-12-01,4,Regina,1490,1.0,1.0,131.0,131,1.0,0.0,6.71
1989-12-01,4,Regina,1490,2.0,1.0,8.0,4,2.0,0.0,0.41
1989-12-01,4,Regina,1490,2.0,2.0,14.0,7,2.0,0.0,0.72
1989-12-01,4,Regina,1490,4.0,2.0,39.0,3,13.0,0.0,2.0
1989-12-01,4,Regina,1490,5.0,2.0,82.0,3,27.33,1.0,4.2
1989-12-01,4,Regina,1490,1.0,2.0,1.0,1,1.0,0.0,0.05
1989-12-01,4,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1989-12-01,4,Regina,1490,5.0,3.0,4.0,1,4.0,0.0,0.2
1990-03-01,1,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1990-03-01,1,Regina,1490,2.0,2.0,14.0,7,2.0,0.0,0.72
1990-03-01,1,Regina,1490,4.0,3.0,21.0,2,10.5,0.0,1.07
1990-03-01,1,Regina,1490,5.0,2.0,12.0,1,12.0,0.0,0.61
1990-03-01,1,Regina,1490,5.0,3.0,4.0,1,4.0,0.0,0.2
1990-03-01,1,Regina,1490,1.0,3.0,4.0,4,1.0,0.0,0.2
1990-03-01,1,Regina,1490,1.0,1.0,126.0,126,1.0,0.0,6.45
1990-03-01,1,Regina,1490,2.0,1.0,4.0,2,2.0,0.0,0.2
1990-03-01,1,Regina,1490,4.0,2.0,27.0,2,13.5,0.0,1.38
1990-06-01,2,Regina,1490,2.0,1.0,4.0,2,2.0,0.0,0.2
1990-06-01,2,Regina,1490,5.0,3.0,72.0,2,36.0,0.0,3.68
1990-06-01,2,Regina,1490,1.0,3.0,3.0,3,1.0,0.0,0.15
1990-06-01,2,Regina,1490,5.0,2.0,35.0,2,17.5,0.0,1.79
1990-06-01,2,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1990-06-01,2,Regina,1490,4.0,3.0,30.0,5,6.0,0.0,1.53
1990-06-01,2,Regina,1490,2.0,2.0,22.0,11,2.0,0.0,1.13
1990-06-01,2,Regina,1490,4.0,2.0,36.0,3,12.0,0.0,1.84
1990-06-01,2,Regina,1490,1.0,1.0,177.0,177,1.0,0.0,9.05
1990-09-01,3,Regina,1490,4.0,3.0,21.0,4,5.25,0.0,1.07
1990-09-01,3,Regina,1490,1.0,3.0,5.0,5,1.0,0.0,0.26
1990-09-01,3,Regina,1490,1.0,1.0,132.0,132,1.0,0.0,6.74
1990-09-01,3,Regina,1490,2.0,2.0,6.0,3,2.0,0.0,0.31
1990-09-01,3,Regina,1490,4.0,2.0,36.0,3,12.0,0.0,1.84
1990-09-01,3,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1990-09-01,3,Regina,1490,5.0,3.0,72.0,2,36.0,0.0,3.68
1990-09-01,3,Regina,1490,5.0,2.0,35.0,2,17.5,0.0,1.79
1990-12-01,4,Regina,1490,1.0,3.0,3.0,3,1.0,0.0,0.15
1990-12-01,4,Regina,1490,1.0,1.0,82.0,82,1.0,0.0,4.19
1990-12-01,4,Regina,1490,4.0,3.0,24.0,5,4.8,0.0,1.23
1990-12-01,4,Regina,1490,5.0,2.0,35.0,2,17.5,2.5,1.79
1990-12-01,4,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1990-12-01,4,Regina,1490,5.0,3.0,4.0,1,4.0,0.0,0.2
1990-12-01,4,Regina,1490,4.0,2.0,68.0,1,68.0,3.0,3.47
1991-03-01,1,Regina,1490,5.0,2.0,12.0,1,12.0,0.0,0.61
1991-03-01,1,Regina,1490,5.0,3.0,4.0,1,4.0,0.0,0.2
1991-03-01,1,Regina,1490,4.0,3.0,18.0,3,6.0,0.0,0.92
1991-03-01,1,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1991-03-01,1,Regina,1490,1.0,1.0,57.0,57,1.0,0.0,2.91
1991-03-01,1,Regina,1490,1.0,3.0,1.0,1,1.0,0.0,0.05
1991-06-01,2,Regina,1490,4.0,3.0,14.0,2,7.0,0.0,0.71
1991-06-01,2,Regina,1490,2.0,2.0,4.0,2,2.0,0.0,0.2
1991-06-01,2,Regina,1490,5.0,2.0,24.0,3,8.0,1.67,1.22
1991-06-01,2,Regina,1490,5.0,3.0,4.0,1,4.0,0.0,0.2
1991-06-01,2,Regina,1490,1.0,1.0,80.0,80,1.0,0.0,4.08
1991-06-01,2,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1991-09-01,3,Regina,1490,5.0,2.0,16.0,2,8.0,1.0,0.81
1991-09-01,3,Regina,1490,5.0,3.0,12.0,2,6.0,1.5,0.61
1991-09-01,3,Regina,1490,2.0,1.0,2.0,1,2.0,0.0,0.1
1991-09-01,3,Regina,1490,1.0,1.0,76.0,76,1.0,0.0,3.87
1991-09-01,3,Regina,1490,4.0,3.0,11.0,1,11.0,0.0,0.56
1991-12-01,4,Regina,1490,5.0,3.0,12.0,2,6.0,1.5,0.61
1991-12-01,4,Regina,1490,1.0,1.0,73.0,73,1.0,0.0,3.71
1991-12-01,4,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1991-12-01,4,Regina,1490,4.0,3.0,11.0,1,11.0,0.0,0.56
1991-12-01,4,Regina,1490,5.0,2.0,12.0,1,12.0,0.0,0.61
1991-12-01,4,Regina,1490,2.0,1.0,2.0,1,2.0,0.0,0.1
1992-03-01,1,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.2
1992-03-01,1,Regina,1490,5.0,2.0,12.0,1,12.0,0.0,0.61
1992-03-01,1,Regina,1490,5.0,3.0,12.0,2,6.0,1.5,0.61
1992-03-01,1,Regina,1490,1.0,1.0,139.0,139,1.0,0.0,7.05
1992-03-01,1,Regina,1490,4.0,3.0,11.0,1,11.0,0.0,0.56
1992-03-01,1,Regina,1490,2.0,1.0,2.0,1,2.0,0.0,0.1
1992-06-01,2,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1992-06-01,2,Regina,1490,4.0,2.0,8.0,1,8.0,0.0,0.41
1992-06-01,2,Regina,1490,5.0,2.0,45.0,2,22.5,0.0,2.28
1992-06-01,2,Regina,1490,5.0,3.0,12.0,2,6.0,1.5,0.61
1992-06-01,2,Regina,1490,1.0,3.0,1.0,1,1.0,0.0,0.05
1992-06-01,2,Regina,1490,1.0,1.0,263.0,263,1.0,0.0,13.33
1992-09-01,3,Regina,1490,1.0,1.0,279.0,279,1.0,0.0,14.1
1992-09-01,3,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1992-09-01,3,Regina,1490,5.0,2.0,33.0,1,33.0,0.0,1.67
1992-09-01,3,Regina,1490,4.0,3.0,3.0,1,3.0,0.0,0.15
1992-09-01,3,Regina,1490,5.0,3.0,24.0,1,24.0,0.0,1.21
1992-09-01,3,Regina,1490,1.0,3.0,2.0,2,1.0,0.0,0.1
1992-09-01,3,Regina,1490,2.0,2.0,2.0,1,2.0,0.0,0.1
1992-09-01,3,Regina,1490,4.0,2.0,8.0,1,8.0,3.0,0.4
1992-12-01,4,Regina,1490,4.0,2.0,12.0,2,6.0,1.5,0.61
1992-12-01,4,Regina,1490,2.0,3.0,6.0,3,2.0,0.0,0.3
1992-12-01,4,Regina,1490,5.0,3.0,24.0,1,24.0,2.0,1.21
1992-12-01,4,Regina,1490,1.0,1.0,171.0,171,1.0,0.0,8.63
