reference_period,ref_qq,metro,metcode,dweltype,mkttycd,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
2009-03-01,1,Edmonton,0340,1.0,3.0,4.0,4,1.0,0.0,0.03
2009-06-01,2,Edmonton,0340,2.0,3.0,278.0,139,2.0,0.0,2.37
2009-06-01,2,Edmonton,0340,5.0,2.0,421.0,8,52.63,0.0,3.59
2009-06-01,2,Edmonton,0340,4.0,2.0,10.0,1,10.0,0.0,0.09
2009-06-01,2,Edmonton,0340,4.0,1.0,96.0,22,4.36,0.0,0.82
2009-06-01,2,Edmonton,0340,4.0,3.0,608.0,120,5.07,0.0,5.18
2009-06-01,2,Edmonton,0340,1.0,2.0,8.0,8,1.0,0.0,0.07
2009-06-01,2,Edmonton,0340,5.0,4.0,9.0,1,9.0,0.0,0.08
2009-06-01,2,Edmonton,0340,5.0,3.0,4897.0,73,67.08,1.77,41.76
2009-06-01,2,Edmonton,0340,1.0,1.0,1813.0,1813,1.0,0.0,15.46
2009-06-01,2,Edmonton,0340,2.0,1.0,438.0,219,2.0,0.0,3.73
2009-06-01,2,Edmonton,0340,1.0,3.0,3.0,3,1.0,0.0,0.03
2009-06-01,2,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2009-09-01,3,Edmonton,0340,4.0,1.0,102.0,24,4.25,0.0,0.87
2009-09-01,3,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2009-09-01,3,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.08
2009-09-01,3,Edmonton,0340,5.0,4.0,9.0,1,9.0,0.0,0.08
2009-09-01,3,Edmonton,0340,5.0,3.0,2630.0,45,58.44,2.73,22.36
2009-09-01,3,Edmonton,0340,2.0,1.0,480.0,240,2.0,0.0,4.08
2009-09-01,3,Edmonton,0340,1.0,1.0,2216.0,2216,1.0,0.0,18.84
2009-09-01,3,Edmonton,0340,2.0,3.0,244.0,122,2.0,0.0,2.07
2009-09-01,3,Edmonton,0340,4.0,3.0,596.0,114,5.23,0.0,5.07
2009-09-01,3,Edmonton,0340,5.0,2.0,367.0,8,45.88,0.0,3.12
2009-09-01,3,Edmonton,0340,1.0,3.0,5.0,5,1.0,0.0,0.04
2009-09-01,3,Edmonton,0340,4.0,2.0,10.0,1,10.0,0.0,0.09
2009-12-01,4,Edmonton,0340,5.0,3.0,2409.0,41,58.76,2.56,20.39
2009-12-01,4,Edmonton,0340,2.0,1.0,706.0,353,2.0,0.0,5.98
2009-12-01,4,Edmonton,0340,1.0,3.0,15.0,15,1.0,0.0,0.13
2009-12-01,4,Edmonton,0340,4.0,3.0,651.0,120,5.43,0.02,5.51
2009-12-01,4,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.08
2009-12-01,4,Edmonton,0340,2.0,3.0,196.0,98,2.0,0.0,1.66
2009-12-01,4,Edmonton,0340,5.0,2.0,471.0,10,47.1,0.0,3.99
2009-12-01,4,Edmonton,0340,4.0,1.0,82.0,24,3.42,0.0,0.69
2009-12-01,4,Edmonton,0340,1.0,1.0,3004.0,3004,1.0,0.0,25.43
2009-12-01,4,Edmonton,0340,2.0,2.0,6.0,3,2.0,0.0,0.05
2010-03-01,1,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2010-03-01,1,Edmonton,0340,1.0,1.0,3334.0,3334,1.0,0.0,28.1
2010-03-01,1,Edmonton,0340,4.0,3.0,685.0,129,5.31,0.02,5.77
2010-03-01,1,Edmonton,0340,5.0,2.0,499.0,10,49.9,0.0,4.21
2010-03-01,1,Edmonton,0340,5.0,3.0,2142.0,37,57.89,1.89,18.05
2010-03-01,1,Edmonton,0340,2.0,1.0,840.0,420,2.0,0.0,7.08
2010-03-01,1,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.08
2010-03-01,1,Edmonton,0340,1.0,3.0,15.0,15,1.0,0.0,0.13
2010-03-01,1,Edmonton,0340,4.0,1.0,108.0,31,3.48,0.0,0.91
2010-03-01,1,Edmonton,0340,2.0,3.0,212.0,106,2.0,0.0,1.79
2010-03-01,1,Edmonton,0340,4.0,2.0,22.0,4,5.5,0.0,0.19
2010-06-01,2,Edmonton,0340,4.0,2.0,34.0,6,5.67,0.0,0.29
2010-06-01,2,Edmonton,0340,5.0,3.0,2502.0,43,58.19,1.7,20.99
2010-06-01,2,Edmonton,0340,4.0,1.0,101.0,28,3.61,0.0,0.85
2010-06-01,2,Edmonton,0340,1.0,1.0,3962.0,3962,1.0,0.0,33.24
2010-06-01,2,Edmonton,0340,5.0,2.0,495.0,9,55.0,0.44,4.15
2010-06-01,2,Edmonton,0340,4.0,3.0,790.0,155,5.1,0.0,6.63
2010-06-01,2,Edmonton,0340,1.0,3.0,14.0,14,1.0,0.0,0.12
2010-06-01,2,Edmonton,0340,2.0,3.0,190.0,95,2.0,0.0,1.59
2010-06-01,2,Edmonton,0340,2.0,1.0,862.0,431,2.0,0.0,7.23
2010-06-01,2,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.08
2010-06-01,2,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2010-09-01,3,Edmonton,0340,4.0,1.0,112.0,32,3.5,0.0,0.94
2010-09-01,3,Edmonton,0340,1.0,3.0,15.0,15,1.0,0.0,0.13
2010-09-01,3,Edmonton,0340,5.0,3.0,2876.0,49,58.69,1.63,24.04
2010-09-01,3,Edmonton,0340,4.0,3.0,765.0,151,5.07,0.0,6.4
2010-09-01,3,Edmonton,0340,5.0,2.0,290.0,7,41.43,1.29,2.42
2010-09-01,3,Edmonton,0340,4.0,2.0,34.0,6,5.67,0.0,0.28
2010-09-01,3,Edmonton,0340,2.0,1.0,820.0,410,2.0,0.0,6.86
2010-09-01,3,Edmonton,0340,2.0,3.0,210.0,105,2.0,0.0,1.76
2010-09-01,3,Edmonton,0340,1.0,1.0,4078.0,4078,1.0,0.0,34.09
2010-09-01,3,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2010-09-01,3,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.08
2010-12-01,4,Edmonton,0340,1.0,1.0,3656.0,3656,1.0,0.0,30.42
2010-12-01,4,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2010-12-01,4,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2010-12-01,4,Edmonton,0340,4.0,3.0,709.0,130,5.45,0.0,5.9
2010-12-01,4,Edmonton,0340,1.0,3.0,12.0,12,1.0,0.0,0.1
2010-12-01,4,Edmonton,0340,4.0,1.0,93.0,27,3.44,0.0,0.77
2010-12-01,4,Edmonton,0340,5.0,3.0,2875.0,45,63.89,1.96,23.92
2010-12-01,4,Edmonton,0340,2.0,3.0,190.0,95,2.0,0.0,1.58
2010-12-01,4,Edmonton,0340,4.0,2.0,26.0,4,6.5,0.0,0.22
2010-12-01,4,Edmonton,0340,5.0,2.0,378.0,10,37.8,1.5,3.14
2010-12-01,4,Edmonton,0340,4.0,4.0,43.0,12,3.58,0.0,0.36
2010-12-01,4,Edmonton,0340,2.0,1.0,620.0,310,2.0,0.0,5.16
2011-03-01,1,Edmonton,0340,4.0,2.0,40.0,8,5.0,0.0,0.33
2011-03-01,1,Edmonton,0340,5.0,2.0,584.0,9,64.89,1.0,4.83
2011-03-01,1,Edmonton,0340,4.0,3.0,607.0,110,5.52,0.0,5.02
2011-03-01,1,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2011-03-01,1,Edmonton,0340,5.0,3.0,2758.0,45,61.29,1.51,22.83
2011-03-01,1,Edmonton,0340,2.0,3.0,176.0,88,2.0,0.0,1.46
2011-03-01,1,Edmonton,0340,1.0,3.0,11.0,11,1.0,0.0,0.09
2011-03-01,1,Edmonton,0340,4.0,1.0,71.0,21,3.38,0.0,0.59
2011-03-01,1,Edmonton,0340,2.0,1.0,550.0,275,2.0,0.0,4.55
2011-03-01,1,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2011-03-01,1,Edmonton,0340,1.0,1.0,2985.0,2985,1.0,0.0,24.71
2011-06-01,2,Edmonton,0340,5.0,3.0,2932.0,51,57.49,1.02,24.13
2011-06-01,2,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2011-06-01,2,Edmonton,0340,1.0,3.0,26.0,26,1.0,0.0,0.21
2011-06-01,2,Edmonton,0340,1.0,1.0,3074.0,3074,1.0,0.0,25.3
2011-06-01,2,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2011-06-01,2,Edmonton,0340,2.0,3.0,174.0,87,2.0,0.0,1.43
2011-06-01,2,Edmonton,0340,5.0,2.0,728.0,10,72.8,0.5,5.99
2011-06-01,2,Edmonton,0340,4.0,1.0,81.0,24,3.38,0.0,0.67
2011-06-01,2,Edmonton,0340,4.0,3.0,701.0,128,5.48,0.0,5.77
2011-06-01,2,Edmonton,0340,4.0,2.0,11.0,3,3.67,0.0,0.09
2011-06-01,2,Edmonton,0340,2.0,1.0,698.0,349,2.0,0.0,5.74
2011-09-01,3,Edmonton,0340,2.0,1.0,800.0,400,2.0,0.0,6.55
2011-09-01,3,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2011-09-01,3,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2011-09-01,3,Edmonton,0340,4.0,2.0,4.0,1,4.0,0.0,0.03
2011-09-01,3,Edmonton,0340,5.0,2.0,826.0,10,82.6,0.2,6.76
2011-09-01,3,Edmonton,0340,1.0,3.0,15.0,15,1.0,0.0,0.12
2011-09-01,3,Edmonton,0340,4.0,3.0,607.0,106,5.73,0.0,4.97
2011-09-01,3,Edmonton,0340,5.0,3.0,3007.0,55,54.67,1.27,24.6
2011-09-01,3,Edmonton,0340,4.0,1.0,61.0,18,3.39,0.0,0.5
2011-09-01,3,Edmonton,0340,1.0,1.0,3401.0,3401,1.0,0.0,27.83
2011-09-01,3,Edmonton,0340,2.0,3.0,154.0,77,2.0,0.0,1.26
2011-12-01,4,Edmonton,0340,4.0,2.0,8.0,2,4.0,0.0,0.07
2011-12-01,4,Edmonton,0340,4.0,1.0,95.0,27,3.52,0.0,0.77
2011-12-01,4,Edmonton,0340,1.0,1.0,3373.0,3373,1.0,0.0,27.43
2011-12-01,4,Edmonton,0340,4.0,3.0,716.0,127,5.64,0.0,5.82
2011-12-01,4,Edmonton,0340,1.0,3.0,11.0,11,1.0,0.0,0.09
2011-12-01,4,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2011-12-01,4,Edmonton,0340,2.0,3.0,136.0,68,2.0,0.0,1.11
2011-12-01,4,Edmonton,0340,2.0,1.0,846.0,423,2.0,0.0,6.88
2011-12-01,4,Edmonton,0340,5.0,3.0,3121.0,54,57.8,1.39,25.38
2011-12-01,4,Edmonton,0340,5.0,2.0,847.0,11,77.0,0.27,6.89
2011-12-01,4,Edmonton,0340,2.0,2.0,8.0,4,2.0,0.0,0.07
2012-03-01,1,Edmonton,0340,1.0,3.0,11.0,11,1.0,0.0,0.09
2012-03-01,1,Edmonton,0340,5.0,3.0,2846.0,51,55.8,1.24,22.99
2012-03-01,1,Edmonton,0340,2.0,1.0,884.0,442,2.0,0.0,7.14
2012-03-01,1,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2012-03-01,1,Edmonton,0340,2.0,3.0,136.0,68,2.0,0.0,1.1
2012-03-01,1,Edmonton,0340,4.0,3.0,709.0,128,5.54,0.0,5.73
2012-03-01,1,Edmonton,0340,4.0,2.0,12.0,3,4.0,0.0,0.1
2012-03-01,1,Edmonton,0340,2.0,2.0,6.0,3,2.0,0.0,0.05
2012-03-01,1,Edmonton,0340,4.0,1.0,133.0,38,3.5,0.0,1.07
2012-03-01,1,Edmonton,0340,5.0,2.0,1074.0,13,82.62,0.62,8.67
2012-03-01,1,Edmonton,0340,1.0,1.0,3242.0,3242,1.0,0.0,26.18
2012-06-01,2,Edmonton,0340,1.0,1.0,3464.0,3464,1.0,0.0,27.78
2012-06-01,2,Edmonton,0340,2.0,1.0,1056.0,528,2.0,0.0,8.47
2012-06-01,2,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2012-06-01,2,Edmonton,0340,2.0,3.0,100.0,50,2.0,0.0,0.8
2012-06-01,2,Edmonton,0340,5.0,2.0,1573.0,20,78.65,0.8,12.61
2012-06-01,2,Edmonton,0340,4.0,1.0,155.0,43,3.6,0.0,1.24
2012-06-01,2,Edmonton,0340,1.0,3.0,5.0,5,1.0,0.0,0.04
2012-06-01,2,Edmonton,0340,4.0,2.0,20.0,4,5.0,0.0,0.16
2012-06-01,2,Edmonton,0340,4.0,3.0,862.0,156,5.53,0.02,6.91
2012-06-01,2,Edmonton,0340,5.0,3.0,2694.0,47,57.32,1.81,21.6
2012-06-01,2,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2012-09-01,3,Edmonton,0340,1.0,1.0,3802.0,3802,1.0,0.0,30.24
2012-09-01,3,Edmonton,0340,1.0,3.0,6.0,6,1.0,0.0,0.05
2012-09-01,3,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2012-09-01,3,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2012-09-01,3,Edmonton,0340,5.0,3.0,2788.0,46,60.61,2.37,22.18
2012-09-01,3,Edmonton,0340,2.0,1.0,1294.0,647,2.0,0.0,10.29
2012-09-01,3,Edmonton,0340,2.0,3.0,128.0,64,2.0,0.0,1.02
2012-09-01,3,Edmonton,0340,4.0,1.0,178.0,49,3.63,0.0,1.42
2012-09-01,3,Edmonton,0340,4.0,3.0,939.0,181,5.19,0.02,7.47
2012-09-01,3,Edmonton,0340,5.0,2.0,1635.0,22,74.32,1.86,13.0
2012-09-01,3,Edmonton,0340,4.0,2.0,16.0,3,5.33,0.0,0.13
2012-12-01,4,Edmonton,0340,4.0,2.0,12.0,2,6.0,0.0,0.09
2012-12-01,4,Edmonton,0340,4.0,3.0,893.0,174,5.13,0.0,7.05
2012-12-01,4,Edmonton,0340,5.0,2.0,2075.0,27,76.85,1.93,16.38
2012-12-01,4,Edmonton,0340,4.0,1.0,146.0,39,3.74,0.0,1.15
2012-12-01,4,Edmonton,0340,2.0,3.0,172.0,86,2.0,0.0,1.36
2012-12-01,4,Edmonton,0340,1.0,2.0,9.0,9,1.0,0.0,0.07
2012-12-01,4,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2012-12-01,4,Edmonton,0340,5.0,3.0,3527.0,50,70.54,2.64,27.84
2012-12-01,4,Edmonton,0340,2.0,1.0,1344.0,672,2.0,0.0,10.61
2012-12-01,4,Edmonton,0340,1.0,3.0,6.0,6,1.0,0.0,0.05
2012-12-01,4,Edmonton,0340,1.0,1.0,3735.0,3735,1.0,0.0,29.48
2013-03-01,1,Edmonton,0340,1.0,1.0,3670.0,3670,1.0,0.0,28.75
2013-03-01,1,Edmonton,0340,5.0,3.0,3747.0,50,74.94,3.04,29.35
2013-03-01,1,Edmonton,0340,2.0,1.0,1318.0,659,2.0,0.0,10.32
2013-03-01,1,Edmonton,0340,4.0,3.0,910.0,176,5.17,0.0,7.13
2013-03-01,1,Edmonton,0340,1.0,3.0,6.0,6,1.0,0.0,0.05
2013-03-01,1,Edmonton,0340,4.0,2.0,12.0,2,6.0,0.0,0.09
2013-03-01,1,Edmonton,0340,4.0,1.0,192.0,49,3.92,0.0,1.5
2013-03-01,1,Edmonton,0340,1.0,2.0,8.0,8,1.0,0.0,0.06
2013-03-01,1,Edmonton,0340,2.0,3.0,160.0,80,2.0,0.0,1.25
2013-03-01,1,Edmonton,0340,5.0,2.0,1854.0,22,84.27,2.36,14.52
2013-06-01,2,Edmonton,0340,1.0,2.0,8.0,8,1.0,0.0,0.06
2013-06-01,2,Edmonton,0340,1.0,1.0,3934.0,3934,1.0,0.0,30.58
2013-06-01,2,Edmonton,0340,5.0,1.0,12.0,2,6.0,0.0,0.09
2013-06-01,2,Edmonton,0340,4.0,2.0,91.0,13,7.0,0.0,0.71
2013-06-01,2,Edmonton,0340,2.0,3.0,130.0,65,2.0,0.0,1.01
2013-06-01,2,Edmonton,0340,5.0,2.0,2176.0,31,70.19,2.84,16.91
2013-06-01,2,Edmonton,0340,1.0,3.0,4.0,4,1.0,0.0,0.03
2013-06-01,2,Edmonton,0340,2.0,2.0,4.0,2,2.0,0.0,0.03
2013-06-01,2,Edmonton,0340,2.0,1.0,1296.0,648,2.0,0.0,10.07
2013-06-01,2,Edmonton,0340,4.0,3.0,840.0,173,4.86,0.0,6.53
2013-06-01,2,Edmonton,0340,4.0,1.0,215.0,56,3.84,0.0,1.67
2013-06-01,2,Edmonton,0340,5.0,3.0,5149.0,72,71.51,3.53,40.02
2013-09-01,3,Edmonton,0340,5.0,2.0,2013.0,29,69.41,2.62,15.49
2013-09-01,3,Edmonton,0340,4.0,2.0,99.0,14,7.07,0.0,0.76
2013-09-01,3,Edmonton,0340,2.0,3.0,140.0,70,2.0,0.0,1.08
2013-09-01,3,Edmonton,0340,5.0,1.0,12.0,2,6.0,0.0,0.09
2013-09-01,3,Edmonton,0340,1.0,3.0,4.0,4,1.0,0.0,0.03
2013-09-01,3,Edmonton,0340,1.0,2.0,8.0,8,1.0,0.0,0.06
2013-09-01,3,Edmonton,0340,2.0,2.0,2.0,1,2.0,0.0,0.02
2013-09-01,3,Edmonton,0340,5.0,3.0,5187.0,75,69.16,3.36,39.92
2013-09-01,3,Edmonton,0340,2.0,1.0,1345.0,673,2.0,0.0,10.35
2013-09-01,3,Edmonton,0340,4.0,1.0,307.0,77,3.99,0.0,2.36
2013-09-01,3,Edmonton,0340,1.0,1.0,4082.0,4082,1.0,0.0,31.42
2013-09-01,3,Edmonton,0340,4.0,3.0,855.0,183,4.67,0.0,6.58
2013-12-01,4,Edmonton,0340,4.0,2.0,14.0,3,4.67,0.0,0.11
2013-12-01,4,Edmonton,0340,1.0,3.0,6.0,6,1.0,0.0,0.05
2013-12-01,4,Edmonton,0340,4.0,1.0,338.0,83,4.07,0.0,2.58
2013-12-01,4,Edmonton,0340,5.0,3.0,4773.0,74,64.5,3.59,36.48
2013-12-01,4,Edmonton,0340,1.0,2.0,2.0,2,1.0,0.0,0.02
2013-12-01,4,Edmonton,0340,2.0,1.0,1330.0,665,2.0,0.0,10.16
2013-12-01,4,Edmonton,0340,4.0,3.0,834.0,185,4.51,0.0,6.37
2013-12-01,4,Edmonton,0340,2.0,2.0,2.0,1,2.0,0.0,0.02
2013-12-01,4,Edmonton,0340,1.0,1.0,3957.0,3957,1.0,0.0,30.24
2013-12-01,4,Edmonton,0340,2.0,3.0,140.0,70,2.0,0.0,1.07
2013-12-01,4,Edmonton,0340,5.0,2.0,2371.0,37,64.08,2.95,18.12
2014-03-01,1,Edmonton,0340,4.0,3.0,798.0,176,4.53,0.0,6.06
2014-03-01,1,Edmonton,0340,2.0,3.0,132.0,66,2.0,0.0,1.0
2014-03-01,1,Edmonton,0340,5.0,3.0,4213.0,73,57.71,3.85,31.99
2014-03-01,1,Edmonton,0340,1.0,1.0,3887.0,3887,1.0,0.0,29.52
2014-03-01,1,Edmonton,0340,4.0,1.0,285.0,71,4.01,0.0,2.16
2014-03-01,1,Edmonton,0340,2.0,1.0,1332.0,666,2.0,0.0,10.12
2014-03-01,1,Edmonton,0340,4.0,2.0,13.0,3,4.33,0.0,0.1
2014-03-01,1,Edmonton,0340,1.0,3.0,6.0,6,1.0,0.0,0.05
2014-03-01,1,Edmonton,0340,1.0,2.0,2.0,2,1.0,0.0,0.02
2014-03-01,1,Edmonton,0340,5.0,2.0,2537.0,40,63.43,2.45,19.27
2014-06-01,2,Edmonton,0340,4.0,1.0,371.0,96,3.86,0.0,2.8
2014-06-01,2,Edmonton,0340,5.0,3.0,4412.0,70,63.03,4.39,33.32
2014-06-01,2,Edmonton,0340,1.0,1.0,4063.0,4063,1.0,0.0,30.68
2014-06-01,2,Edmonton,0340,5.0,2.0,2421.0,36,67.25,2.64,18.28
2014-06-01,2,Edmonton,0340,4.0,2.0,12.0,3,4.0,0.0,0.09
2014-06-01,2,Edmonton,0340,4.0,3.0,925.0,204,4.53,0.0,6.99
2014-06-01,2,Edmonton,0340,2.0,3.0,146.0,73,2.0,0.0,1.1
2014-06-01,2,Edmonton,0340,2.0,1.0,1582.0,791,2.0,0.0,11.95
2014-06-01,2,Edmonton,0340,1.0,3.0,8.0,8,1.0,0.0,0.06
2014-09-01,3,Edmonton,0340,2.0,1.0,1730.0,865,2.0,0.0,13.02
2014-09-01,3,Edmonton,0340,1.0,1.0,4418.0,4418,1.0,0.0,33.26
2014-09-01,3,Edmonton,0340,1.0,2.0,1.0,1,1.0,0.0,0.01
2014-09-01,3,Edmonton,0340,4.0,3.0,865.0,192,4.51,0.0,6.51
2014-09-01,3,Edmonton,0340,5.0,3.0,4177.0,69,60.54,4.62,31.45
2014-09-01,3,Edmonton,0340,2.0,3.0,138.0,69,2.0,0.0,1.04
2014-09-01,3,Edmonton,0340,4.0,2.0,20.0,5,4.0,0.0,0.15
2014-09-01,3,Edmonton,0340,1.0,3.0,7.0,7,1.0,0.0,0.05
2014-09-01,3,Edmonton,0340,5.0,2.0,2773.0,35,79.23,2.86,20.88
2014-09-01,3,Edmonton,0340,4.0,1.0,436.0,111,3.93,0.0,3.28
2014-12-01,4,Edmonton,0340,1.0,1.0,4688.0,4688,1.0,0.0,35.12
2014-12-01,4,Edmonton,0340,4.0,3.0,812.0,170,4.78,0.0,6.08
2014-12-01,4,Edmonton,0340,1.0,3.0,9.0,9,1.0,0.0,0.07
2014-12-01,4,Edmonton,0340,4.0,1.0,358.0,93,3.85,0.0,2.68
2014-12-01,4,Edmonton,0340,2.0,1.0,1666.0,833,2.0,0.0,12.48
2014-12-01,4,Edmonton,0340,1.0,2.0,1.0,1,1.0,0.0,0.01
2014-12-01,4,Edmonton,0340,2.0,3.0,136.0,68,2.0,0.0,1.02
2014-12-01,4,Edmonton,0340,4.0,2.0,80.0,21,3.81,0.0,0.6
2014-12-01,4,Edmonton,0340,5.0,2.0,2788.0,34,82.0,5.06,20.89
2014-12-01,4,Edmonton,0340,5.0,3.0,4194.0,70,59.91,6.17,31.42
2015-03-01,1,Edmonton,0340,5.0,3.0,5655.0,100,56.55,5.51,42.16
2015-03-01,1,Edmonton,0340,4.0,1.0,437.0,124,3.52,0.0,3.26
2015-03-01,1,Edmonton,0340,2.0,1.0,1658.0,829,2.0,0.0,12.36
2015-03-01,1,Edmonton,0340,4.0,2.0,95.0,20,4.75,0.0,0.71
2015-03-01,1,Edmonton,0340,5.0,2.0,3121.0,38,82.13,5.26,23.27
2015-03-01,1,Edmonton,0340,1.0,1.0,4443.0,4443,1.0,0.0,33.12
2015-03-01,1,Edmonton,0340,2.0,3.0,140.0,70,2.0,0.0,1.04
2015-03-01,1,Edmonton,0340,4.0,3.0,876.0,181,4.84,0.0,6.53
2015-03-01,1,Edmonton,0340,1.0,3.0,11.0,11,1.0,0.0,0.08
2015-06-01,2,Edmonton,0340,4.0,1.0,535.0,153,3.5,0.0,3.97
2015-06-01,2,Edmonton,0340,4.0,3.0,915.0,184,4.97,0.0,6.79
2015-06-01,2,Edmonton,0340,5.0,3.0,5479.0,102,53.72,5.25,40.65
2015-06-01,2,Edmonton,0340,2.0,1.0,1736.0,868,2.0,0.0,12.88
2015-06-01,2,Edmonton,0340,2.0,3.0,166.0,83,2.0,0.0,1.23
2015-06-01,2,Edmonton,0340,5.0,2.0,3162.0,39,81.08,5.23,23.46
2015-06-01,2,Edmonton,0340,1.0,3.0,7.0,7,1.0,0.0,0.05
2015-06-01,2,Edmonton,0340,1.0,1.0,4288.0,4288,1.0,0.0,31.81
2015-06-01,2,Edmonton,0340,4.0,2.0,137.0,17,8.06,0.0,1.02
2015-09-01,3,Edmonton,0340,4.0,3.0,761.0,153,4.97,0.0,5.62
2015-09-01,3,Edmonton,0340,4.0,1.0,517.0,144,3.59,0.0,3.82
2015-09-01,3,Edmonton,0340,2.0,3.0,170.0,85,2.0,0.0,1.25
2015-09-01,3,Edmonton,0340,1.0,3.0,7.0,7,1.0,0.0,0.05
2015-09-01,3,Edmonton,0340,1.0,1.0,3935.0,3935,1.0,0.0,29.05
2015-09-01,3,Edmonton,0340,2.0,2.0,20.0,10,2.0,0.0,0.15
2015-09-01,3,Edmonton,0340,5.0,2.0,3028.0,40,75.7,5.18,22.35
2015-09-01,3,Edmonton,0340,1.0,2.0,20.0,20,1.0,0.0,0.15
2015-09-01,3,Edmonton,0340,2.0,1.0,1660.0,830,2.0,0.0,12.25
2015-09-01,3,Edmonton,0340,4.0,2.0,290.0,42,6.9,0.0,2.14
2015-09-01,3,Edmonton,0340,5.0,3.0,5311.0,92,57.73,5.6,39.21
2015-12-01,4,Edmonton,0340,5.0,2.0,3032.0,38,79.79,5.53,22.28
2015-12-01,4,Edmonton,0340,4.0,3.0,783.0,157,4.99,0.0,5.75
2015-12-01,4,Edmonton,0340,2.0,3.0,144.0,72,2.0,0.0,1.06
2015-12-01,4,Edmonton,0340,5.0,3.0,5467.0,90,60.74,5.91,40.16
2015-12-01,4,Edmonton,0340,1.0,1.0,3338.0,3338,1.0,0.0,24.52
2015-12-01,4,Edmonton,0340,1.0,3.0,5.0,5,1.0,0.0,0.04
2015-12-01,4,Edmonton,0340,2.0,1.0,1414.0,707,2.0,0.0,10.39
2015-12-01,4,Edmonton,0340,1.0,2.0,20.0,20,1.0,0.0,0.15
2015-12-01,4,Edmonton,0340,4.0,1.0,369.0,102,3.62,0.0,2.71
2015-12-01,4,Edmonton,0340,2.0,2.0,20.0,10,2.0,0.0,0.15
2015-12-01,4,Edmonton,0340,4.0,2.0,320.0,44,7.27,0.0,2.35
2016-03-01,1,Edmonton,0340,4.0,2.0,402.0,51,7.88,0.0,2.94
2016-03-01,1,Edmonton,0340,1.0,1.0,2846.0,2846,1.0,0.0,20.81
2016-03-01,1,Edmonton,0340,2.0,2.0,20.0,10,2.0,0.0,0.15
2016-03-01,1,Edmonton,0340,2.0,1.0,1200.0,600,2.0,0.0,8.77
2016-03-01,1,Edmonton,0340,4.0,1.0,359.0,99,3.63,0.0,2.62
2016-03-01,1,Edmonton,0340,1.0,2.0,18.0,18,1.0,0.0,0.13
2016-03-01,1,Edmonton,0340,4.0,3.0,810.0,163,4.97,0.0,5.92
2016-03-01,1,Edmonton,0340,5.0,2.0,2756.0,33,83.52,6.24,20.15
2016-03-01,1,Edmonton,0340,5.0,3.0,4753.0,78,60.94,5.83,34.75
2016-03-01,1,Edmonton,0340,2.0,3.0,124.0,62,2.0,0.0,0.91
2016-03-01,1,Edmonton,0340,1.0,3.0,6.0,6,1.0,0.0,0.04
2016-06-01,2,Edmonton,0340,2.0,1.0,1136.0,568,2.0,0.0,8.27
2016-06-01,2,Edmonton,0340,2.0,2.0,22.0,11,2.0,0.0,0.16
2016-06-01,2,Edmonton,0340,5.0,2.0,2604.0,28,93.0,6.46,18.95
2016-06-01,2,Edmonton,0340,1.0,2.0,18.0,18,1.0,0.0,0.13
2016-06-01,2,Edmonton,0340,4.0,2.0,350.0,47,7.45,0.0,2.55
2016-06-01,2,Edmonton,0340,1.0,3.0,5.0,5,1.0,0.0,0.04
2016-06-01,2,Edmonton,0340,4.0,1.0,354.0,96,3.69,0.0,2.58
2016-06-01,2,Edmonton,0340,5.0,3.0,4418.0,70,63.11,5.36,32.15
2016-06-01,2,Edmonton,0340,4.0,3.0,613.0,126,4.87,0.0,4.46
2016-06-01,2,Edmonton,0340,1.0,1.0,2480.0,2480,1.0,0.0,18.05
