reference_period,ref_qq,metro,metcode,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
1989-06-01,2,Regina,1490,594.0,317,1.87,0.03,30.39
1989-09-01,3,Regina,1490,397.0,227,1.75,0.01,20.33
1989-12-01,4,Regina,1490,298.0,158,1.89,0.02,15.26
1990-03-01,1,Regina,1490,214.0,146,1.47,0.0,10.95
1990-06-01,2,Regina,1490,381.0,206,1.85,0.0,19.49
1990-09-01,3,Regina,1490,309.0,152,2.03,0.0,15.79
1990-12-01,4,Regina,1490,218.0,95,2.29,0.08,11.13
1991-03-01,1,Regina,1490,94.0,64,1.47,0.0,4.79
1991-06-01,2,Regina,1490,128.0,89,1.44,0.06,6.52
1991-09-01,3,Regina,1490,117.0,82,1.43,0.06,5.95
1991-12-01,4,Regina,1490,112.0,79,1.42,0.04,5.69
1992-03-01,1,Regina,1490,180.0,146,1.23,0.02,9.13
1992-06-01,2,Regina,1490,331.0,270,1.23,0.01,16.77
1992-09-01,3,Regina,1490,353.0,287,1.23,0.01,17.84
1992-12-01,4,Regina,1490,295.0,185,1.59,0.04,14.89
1993-03-01,1,Regina,1490,247.0,178,1.39,0.01,12.45
1993-06-01,2,Regina,1490,301.0,248,1.21,0.01,15.16
1993-09-01,3,Regina,1490,185.0,145,1.28,0.0,9.32
1993-12-01,4,Regina,1490,250.0,142,1.76,0.0,12.58
1994-03-01,1,Regina,1490,246.0,149,1.65,0.03,12.37
1994-06-01,2,Regina,1490,258.0,168,1.54,0.04,12.96
1994-09-01,3,Regina,1490,217.0,167,1.3,0.02,10.89
1994-12-01,4,Regina,1490,186.0,150,1.24,0.0,9.33
1995-03-01,1,Regina,1490,142.0,115,1.23,0.0,7.11
1995-06-01,2,Regina,1490,202.0,146,1.38,0.0,10.11
1995-09-01,3,Regina,1490,181.0,142,1.27,0.0,9.03
1995-12-01,4,Regina,1490,163.0,124,1.31,0.0,8.12
1996-03-01,1,Regina,1490,136.0,100,1.36,0.0,6.78
1996-06-01,2,Regina,1490,206.0,167,1.23,0.01,10.27
1996-09-01,3,Regina,1490,287.0,197,1.46,0.0,14.34
1996-12-01,4,Regina,1490,204.0,151,1.35,0.02,10.2
1997-03-01,1,Regina,1490,204.0,153,1.33,0.02,10.21
1997-06-01,2,Regina,1490,241.0,190,1.27,0.02,12.06
1997-09-01,3,Regina,1490,387.0,204,1.9,0.01,19.38
1997-12-01,4,Regina,1490,337.0,154,2.19,0.02,16.88
1998-03-01,1,Regina,1490,320.0,137,2.34,0.12,16.03
1998-06-01,2,Regina,1490,363.0,189,1.92,0.05,18.18
1998-09-01,3,Regina,1490,351.0,211,1.66,0.03,17.55
1998-12-01,4,Regina,1490,283.0,156,1.81,0.04,14.15
1999-03-01,1,Regina,1490,185.0,138,1.34,0.02,9.25
1999-06-01,2,Regina,1490,303.0,205,1.48,0.01,15.17
1999-09-01,3,Regina,1490,273.0,201,1.36,0.0,13.68
1999-12-01,4,Regina,1490,332.0,204,1.63,0.0,16.65
2000-03-01,1,Regina,1490,307.0,187,1.64,0.04,15.42
2000-06-01,2,Regina,1490,325.0,242,1.34,0.01,16.34
2000-09-01,3,Regina,1490,328.0,241,1.36,0.01,16.54
2000-12-01,4,Regina,1490,231.0,144,1.6,0.01,11.67
2001-03-01,1,Regina,1490,208.0,139,1.5,0.0,10.51
2001-06-01,2,Regina,1490,168.0,150,1.12,0.0,8.5
2001-09-01,3,Regina,1490,192.0,174,1.1,0.0,9.71
2001-12-01,4,Regina,1490,330.0,149,2.21,0.03,16.68
2002-03-01,1,Regina,1490,355.0,145,2.45,0.03,17.94
2002-06-01,2,Regina,1490,343.0,199,1.72,0.02,17.31
2002-09-01,3,Regina,1490,341.0,260,1.31,0.0,17.17
2002-12-01,4,Regina,1490,386.0,266,1.45,0.0,19.41
2003-03-01,1,Regina,1490,471.0,257,1.83,0.0,23.65
2003-06-01,2,Regina,1490,529.0,287,1.84,0.0,26.53
2003-09-01,3,Regina,1490,487.0,264,1.84,0.0,24.37
2003-12-01,4,Regina,1490,545.0,287,1.9,0.0,27.25
2004-03-01,1,Regina,1490,555.0,271,2.05,0.0,27.72
2004-06-01,2,Regina,1490,587.0,336,1.75,0.0,29.3
2004-09-01,3,Regina,1490,815.0,419,1.95,0.0,40.71
2004-12-01,4,Regina,1490,861.0,456,1.89,0.0,42.98
2005-03-01,1,Regina,1490,751.0,378,1.99,0.0,37.47
2005-06-01,2,Regina,1490,858.0,445,1.93,0.0,42.78
2005-09-01,3,Regina,1490,776.0,450,1.72,0.0,38.68
2005-12-01,4,Regina,1490,758.0,449,1.69,0.0,37.73
2006-03-01,1,Regina,1490,741.0,441,1.68,0.0,36.82
2006-06-01,2,Regina,1490,735.0,483,1.52,0.0,36.45
2006-09-01,3,Regina,1490,721.0,510,1.41,0.0,35.65
2006-12-01,4,Regina,1490,711.0,539,1.32,0.0,35.06
2007-03-01,1,Regina,1490,828.0,582,1.42,0.0,40.7
2007-06-01,2,Regina,1490,928.0,623,1.49,0.0,45.47
2007-09-01,3,Regina,1490,1151.0,736,1.56,0.0,56.21
2007-12-01,4,Regina,1490,1175.0,767,1.53,0.0,57.16
2008-03-01,1,Regina,1490,1209.0,784,1.54,0.01,58.55
2008-06-01,2,Regina,1490,1397.0,901,1.55,0.01,67.33
2008-09-01,3,Regina,1490,1422.0,943,1.51,0.0,68.08
2008-12-01,4,Regina,1490,1470.0,973,1.51,0.0,70.02
2009-03-01,1,Regina,1490,1315.0,920,1.43,0.0,62.32
2009-06-01,2,Regina,1490,1245.0,801,1.55,0.0,58.72
2009-09-01,3,Regina,1490,1283.0,700,1.83,0.0,60.25
2009-12-01,4,Regina,1490,1175.0,668,1.76,0.0,54.92
2010-03-01,1,Regina,1490,1221.0,640,1.91,0.01,56.79
2010-06-01,2,Regina,1490,1213.0,642,1.89,0.01,56.15
2010-09-01,3,Regina,1490,1273.0,672,1.89,0.03,58.74
2010-12-01,4,Regina,1490,1294.0,667,1.94,0.04,59.38
2011-03-01,1,Regina,1490,1456.0,725,2.01,0.06,66.41
2011-06-01,2,Regina,1490,1415.0,824,1.72,0.06,64.1
2011-09-01,3,Regina,1490,1509.0,892,1.69,0.05,67.7
2011-12-01,4,Regina,1490,1673.0,953,1.76,0.04,74.53
2012-03-01,1,Regina,1490,1881.0,1000,1.88,0.04,83.22
2012-06-01,2,Regina,1490,2159.0,1168,1.85,0.07,94.89
2012-09-01,3,Regina,1490,2335.0,1340,1.74,0.05,101.96
2012-12-01,4,Regina,1490,2701.0,1343,2.01,0.09,117.23
2013-03-01,1,Regina,1490,2965.0,1394,2.13,0.1,127.95
2013-06-01,2,Regina,1490,3389.0,1450,2.34,0.11,145.44
2013-09-01,3,Regina,1490,3556.0,1539,2.31,0.09,151.79
2013-12-01,4,Regina,1490,3495.0,1478,2.36,0.09,148.47
2014-03-01,1,Regina,1490,3386.0,1477,2.29,0.1,143.21
2014-06-01,2,Regina,1490,2745.0,1277,2.15,0.1,115.63
2014-09-01,3,Regina,1490,2623.0,1112,2.36,0.11,110.34
2014-12-01,4,Regina,1490,2432.0,931,2.61,0.18,101.87
2015-03-01,1,Regina,1490,2212.0,826,2.68,0.21,92.2
2015-06-01,2,Regina,1490,2028.0,790,2.57,0.18,84.07
2015-09-01,3,Regina,1490,2001.0,749,2.67,0.18,82.34
2015-12-01,4,Regina,1490,1658.0,624,2.66,0.18,67.81
2016-03-01,1,Regina,1490,1362.0,619,2.2,0.15,55.37
2016-06-01,2,Regina,1490,1174.0,622,1.89,0.11,47.45
2016-09-01,3,Regina,1490,1401.0,634,2.21,0.11,56.25
2016-12-01,4,Regina,1490,1325.0,590,2.25,0.11,52.89
2017-03-01,1,Regina,1490,1443.0,669,2.16,0.08,57.29
2017-06-01,2,Regina,1490,1589.0,707,2.25,0.08,62.75
2017-09-01,3,Regina,1490,1719.0,723,2.38,0.15,67.55
2017-12-01,4,Regina,1490,1575.0,580,2.72,0.25,61.59
2018-03-01,1,Regina,1490,1739.0,549,3.17,0.26,67.68
2018-06-01,2,Regina,1490,1324.0,477,2.78,0.25,51.29
2018-09-01,3,Regina,1490,988.0,406,2.43,0.21,38.07
2018-12-01,4,Regina,1490,808.0,318,2.54,0.16,31.01
2019-03-01,1,Regina,1490,596.0,292,2.04,0.12,22.8
2019-06-01,2,Regina,1490,535.0,282,1.9,0.11,20.41
2019-09-01,3,Regina,1490,500.0,255,1.96,0.12,19.04
2019-12-01,4,Regina,1490,403.0,256,1.57,0.13,15.32
2020-03-01,1,Regina,1490,471.0,279,1.69,0.19,17.88
2020-06-01,2,Regina,1490,483.0,285,1.69,0.25,18.31
2020-09-01,3,Regina,1490,476.0,282,1.69,0.15,18.09
2020-12-01,4,Regina,1490,563.0,333,1.69,0.12,21.33
2021-03-01,1,Regina,1490,688.0,345,1.99,0.14,25.97
2021-06-01,2,Regina,1490,717.0,393,1.82,0.17,27.0
2021-09-01,3,Regina,1490,644.0,381,1.69,0.16,24.16
2021-12-01,4,Regina,1490,718.0,378,1.9,0.11,26.81
2022-03-01,1,Regina,1490,722.0,378,1.91,0.08,26.78
2022-06-01,2,Regina,1490,860.0,409,2.1,0.14,31.7
2022-09-01,3,Regina,1490,899.0,405,2.22,0.16,32.84
2022-12-01,4,Regina,1490,944.0,346,2.73,0.28,34.17
2023-03-01,1,Regina,1490,1052.0,321,3.28,0.41,37.82
2023-06-01,2,Regina,1490,1215.0,353,3.44,0.43,43.38
2023-09-01,3,Regina,1490,1129.0,375,3.01,0.38,40.04
2023-12-01,4,Regina,1490,1246.0,349,3.57,0.37,43.9
1988-06-01,2,Saskatoon,1700,829.0,303,2.74,0.02,38.41
1988-09-01,3,Saskatoon,1700,838.0,281,2.98,0.08,38.8
1988-12-01,4,Saskatoon,1700,694.0,171,4.06,0.09,32.11
1989-03-01,1,Saskatoon,1700,380.0,157,2.42,0.08,17.58
1989-06-01,2,Saskatoon,1700,380.0,188,2.02,0.02,17.58
1989-09-01,3,Saskatoon,1700,274.0,153,1.79,0.03,12.7
1989-12-01,4,Saskatoon,1700,205.0,102,2.01,0.02,9.5
1990-03-01,1,Saskatoon,1700,217.0,114,1.9,0.02,10.05
1990-06-01,2,Saskatoon,1700,279.0,114,2.45,0.01,12.9
1990-09-01,3,Saskatoon,1700,287.0,82,3.5,0.0,13.25
1990-12-01,4,Saskatoon,1700,211.0,81,2.6,0.04,9.72
1991-03-01,1,Saskatoon,1700,181.0,87,2.08,0.03,8.32
1991-06-01,2,Saskatoon,1700,181.0,92,1.97,0.03,8.3
1991-09-01,3,Saskatoon,1700,220.0,84,2.62,0.0,10.05
1991-12-01,4,Saskatoon,1700,121.0,68,1.78,0.0,5.52
1992-03-01,1,Saskatoon,1700,147.0,85,1.73,0.0,6.69
1992-06-01,2,Saskatoon,1700,212.0,145,1.46,0.0,9.62
1992-09-01,3,Saskatoon,1700,258.0,103,2.5,0.0,11.69
1992-12-01,4,Saskatoon,1700,227.0,84,2.7,0.0,10.27
1993-03-01,1,Saskatoon,1700,305.0,90,3.39,0.0,13.77
1993-06-01,2,Saskatoon,1700,478.0,143,3.34,0.02,21.53
1993-09-01,3,Saskatoon,1700,375.0,94,3.99,0.03,16.87
1993-12-01,4,Saskatoon,1700,192.0,81,2.37,0.04,8.61
1994-03-01,1,Saskatoon,1700,190.0,64,2.97,0.09,8.5
1994-06-01,2,Saskatoon,1700,254.0,154,1.65,0.05,11.33
1994-09-01,3,Saskatoon,1700,220.0,140,1.57,0.06,9.76
1994-12-01,4,Saskatoon,1700,224.0,109,2.06,0.07,9.91
1995-03-01,1,Saskatoon,1700,190.0,115,1.65,0.03,8.38
1995-06-01,2,Saskatoon,1700,305.0,185,1.65,0.02,13.41
1995-09-01,3,Saskatoon,1700,305.0,192,1.59,0.06,13.38
1995-12-01,4,Saskatoon,1700,310.0,166,1.87,0.1,13.57
1996-03-01,1,Saskatoon,1700,312.0,182,1.71,0.05,13.63
1996-06-01,2,Saskatoon,1700,606.0,300,2.02,0.04,26.43
1996-09-01,3,Saskatoon,1700,649.0,267,2.43,0.1,28.3
1996-12-01,4,Saskatoon,1700,574.0,228,2.52,0.04,25.0
1997-03-01,1,Saskatoon,1700,538.0,273,1.97,0.02,23.4
1997-06-01,2,Saskatoon,1700,758.0,372,2.04,0.03,32.91
1997-09-01,3,Saskatoon,1700,690.0,317,2.18,0.06,29.88
1997-12-01,4,Saskatoon,1700,635.0,272,2.33,0.06,27.46
1998-03-01,1,Saskatoon,1700,648.0,276,2.35,0.08,27.98
1998-06-01,2,Saskatoon,1700,776.0,362,2.14,0.04,33.47
1998-09-01,3,Saskatoon,1700,748.0,345,2.17,0.03,32.23
1998-12-01,4,Saskatoon,1700,448.0,230,1.95,0.0,19.29
1999-03-01,1,Saskatoon,1700,431.0,235,1.83,0.0,18.55
1999-06-01,2,Saskatoon,1700,575.0,349,1.65,0.0,24.75
1999-09-01,3,Saskatoon,1700,788.0,316,2.49,0.0,33.96
1999-12-01,4,Saskatoon,1700,737.0,278,2.65,0.0,31.77
2000-03-01,1,Saskatoon,1700,649.0,214,3.03,0.0,27.97
2000-06-01,2,Saskatoon,1700,672.0,332,2.02,0.0,28.96
2000-09-01,3,Saskatoon,1700,745.0,292,2.55,0.0,32.11
2000-12-01,4,Saskatoon,1700,441.0,221,2.0,0.0,18.99
2001-03-01,1,Saskatoon,1700,383.0,224,1.71,0.0,16.47
2001-06-01,2,Saskatoon,1700,375.0,252,1.49,0.0,16.1
2001-09-01,3,Saskatoon,1700,445.0,245,1.82,0.0,19.06
2001-12-01,4,Saskatoon,1700,403.0,212,1.9,0.0,17.23
2002-03-01,1,Saskatoon,1700,448.0,245,1.83,0.0,19.11
2002-06-01,2,Saskatoon,1700,560.0,363,1.54,0.0,23.85
2002-09-01,3,Saskatoon,1700,729.0,412,1.77,0.0,31.01
2002-12-01,4,Saskatoon,1700,883.0,396,2.23,0.0,37.49
2003-03-01,1,Saskatoon,1700,897.0,376,2.39,0.0,38.01
2003-06-01,2,Saskatoon,1700,950.0,432,2.2,0.0,40.16
2003-09-01,3,Saskatoon,1700,1019.0,400,2.55,0.0,42.93
2003-12-01,4,Saskatoon,1700,669.0,355,1.88,0.0,28.12
2004-03-01,1,Saskatoon,1700,655.0,314,2.09,0.0,27.47
2004-06-01,2,Saskatoon,1700,1018.0,429,2.37,0.0,42.62
2004-09-01,3,Saskatoon,1700,912.0,458,1.99,0.0,38.16
2004-12-01,4,Saskatoon,1700,925.0,450,2.06,0.0,38.64
2005-03-01,1,Saskatoon,1700,940.0,414,2.27,0.0,39.19
2005-06-01,2,Saskatoon,1700,1009.0,471,2.14,0.0,41.97
2005-09-01,3,Saskatoon,1700,836.0,440,1.9,0.0,34.72
2005-12-01,4,Saskatoon,1700,658.0,414,1.59,0.0,27.25
2006-03-01,1,Saskatoon,1700,692.0,413,1.68,0.0,28.56
2006-06-01,2,Saskatoon,1700,903.0,486,1.86,0.0,37.13
2006-09-01,3,Saskatoon,1700,988.0,521,1.9,0.0,40.44
2006-12-01,4,Saskatoon,1700,1115.0,627,1.78,0.0,45.43
2007-03-01,1,Saskatoon,1700,1245.0,680,1.83,0.0,50.48
2007-06-01,2,Saskatoon,1700,1711.0,1001,1.71,0.0,69.02
2007-09-01,3,Saskatoon,1700,1994.0,1158,1.72,0.0,79.99
2007-12-01,4,Saskatoon,1700,2018.0,1176,1.72,0.0,80.49
2008-03-01,1,Saskatoon,1700,2036.0,1179,1.73,0.01,80.73
2008-06-01,2,Saskatoon,1700,2628.0,1444,1.82,0.0,103.57
2008-09-01,3,Saskatoon,1700,2457.0,1151,2.13,0.0,96.17
2008-12-01,4,Saskatoon,1700,1967.0,866,2.27,0.0,76.5
2009-03-01,1,Saskatoon,1700,1740.0,702,2.48,0.01,67.24
2009-06-01,2,Saskatoon,1700,1413.0,636,2.22,0.01,54.25
2009-09-01,3,Saskatoon,1700,1429.0,766,1.87,0.0,54.52
2009-12-01,4,Saskatoon,1700,1515.0,866,1.75,0.0,57.43
2010-03-01,1,Saskatoon,1700,1474.0,855,1.72,0.0,55.51
2010-06-01,2,Saskatoon,1700,1603.0,1045,1.53,0.0,59.98
2010-09-01,3,Saskatoon,1700,1809.0,1202,1.5,0.01,67.31
2010-12-01,4,Saskatoon,1700,1803.0,1050,1.72,0.01,66.61
2011-03-01,1,Saskatoon,1700,1859.0,931,2.0,0.01,68.18
2011-06-01,2,Saskatoon,1700,2114.0,1067,1.98,0.01,76.93
2011-09-01,3,Saskatoon,1700,2192.0,1188,1.85,0.01,78.94
2011-12-01,4,Saskatoon,1700,2277.0,1077,2.11,0.01,81.38
2012-03-01,1,Saskatoon,1700,2205.0,1063,2.07,0.01,78.24
2012-06-01,2,Saskatoon,1700,2228.0,1267,1.76,0.0,78.52
2012-09-01,3,Saskatoon,1700,2577.0,1496,1.72,0.01,90.29
2012-12-01,4,Saskatoon,1700,2939.0,1439,2.04,0.02,102.35
2013-03-01,1,Saskatoon,1700,2664.0,1225,2.17,0.03,92.23
2013-06-01,2,Saskatoon,1700,2488.0,1198,2.08,0.03,85.66
2013-09-01,3,Saskatoon,1700,2786.0,1376,2.02,0.02,95.4
2013-12-01,4,Saskatoon,1700,2715.0,1314,2.07,0.02,92.49
2014-03-01,1,Saskatoon,1700,2620.0,1073,2.44,0.03,88.82
2014-06-01,2,Saskatoon,1700,3093.0,1221,2.53,0.03,104.38
2014-09-01,3,Saskatoon,1700,3309.0,1357,2.44,0.03,111.42
2014-12-01,4,Saskatoon,1700,3327.0,1224,2.72,0.1,111.48
2015-03-01,1,Saskatoon,1700,3183.0,963,3.31,0.14,106.07
2015-06-01,2,Saskatoon,1700,2986.0,925,3.23,0.13,98.91
2015-09-01,3,Saskatoon,1700,2975.0,913,3.26,0.12,97.76
2015-12-01,4,Saskatoon,1700,2956.0,805,3.67,0.15,96.5
2016-03-01,1,Saskatoon,1700,2681.0,698,3.84,0.17,86.94
2016-06-01,2,Saskatoon,1700,2317.0,701,3.31,0.14,74.64
2016-09-01,3,Saskatoon,1700,2061.0,852,2.42,0.09,65.91
2016-12-01,4,Saskatoon,1700,1702.0,823,2.07,0.07,54.08
2017-03-01,1,Saskatoon,1700,1280.0,723,1.77,0.05,40.41
2017-06-01,2,Saskatoon,1700,1283.0,843,1.52,0.02,40.27
2017-09-01,3,Saskatoon,1700,1390.0,867,1.6,0.03,43.39
2017-12-01,4,Saskatoon,1700,1553.0,791,1.96,0.07,48.19
2018-03-01,1,Saskatoon,1700,1391.0,660,2.11,0.09,42.92
2018-06-01,2,Saskatoon,1700,1440.0,651,2.21,0.09,44.19
2018-09-01,3,Saskatoon,1700,1539.0,694,2.22,0.11,46.95
2018-12-01,4,Saskatoon,1700,1692.0,628,2.69,0.13,51.34
2019-03-01,1,Saskatoon,1700,1496.0,552,2.71,0.12,45.16
2019-06-01,2,Saskatoon,1700,1291.0,577,2.24,0.07,38.77
2019-09-01,3,Saskatoon,1700,1415.0,560,2.53,0.1,42.24
2019-12-01,4,Saskatoon,1700,1421.0,588,2.42,0.1,42.25
2020-03-01,1,Saskatoon,1700,1523.0,540,2.82,0.11,45.12
2020-06-01,2,Saskatoon,1700,1270.0,535,2.37,0.12,37.52
2020-09-01,3,Saskatoon,1700,1518.0,569,2.67,0.14,44.91
2020-12-01,4,Saskatoon,1700,1855.0,684,2.71,0.12,54.71
2021-03-01,1,Saskatoon,1700,2257.0,730,3.09,0.13,66.26
2021-06-01,2,Saskatoon,1700,2351.0,882,2.67,0.09,68.79
2021-09-01,3,Saskatoon,1700,2418.0,856,2.82,0.11,70.35
2021-12-01,4,Saskatoon,1700,2340.0,759,3.08,0.12,67.6
2022-03-01,1,Saskatoon,1700,2330.0,710,3.28,0.12,66.81
2022-06-01,2,Saskatoon,1700,2464.0,825,2.99,0.13,70.09
2022-09-01,3,Saskatoon,1700,2704.0,872,3.1,0.15,76.14
2022-12-01,4,Saskatoon,1700,2803.0,837,3.35,0.17,78.14
2023-03-01,1,Saskatoon,1700,2923.0,742,3.94,0.23,80.79
2023-06-01,2,Saskatoon,1700,2540.0,742,3.42,0.17,69.59
2023-09-01,3,Saskatoon,1700,2851.0,694,4.11,0.2,77.44
2023-12-01,4,Saskatoon,1700,3087.0,796,3.88,0.19,83.12
1988-06-01,2,Toronto,2270,36800.0,12331,2.98,0.0,95.73
1988-09-01,3,Toronto,2270,39681.0,13803,2.87,0.01,102.01
1988-12-01,4,Toronto,2270,38666.0,12199,3.17,0.01,98.71
1989-03-01,1,Toronto,2270,37122.0,11698,3.17,0.04,94.21
1989-06-01,2,Toronto,2270,37030.0,12577,2.94,0.05,93.51
1989-09-01,3,Toronto,2270,33502.0,11952,2.8,0.05,84.4
1989-12-01,4,Toronto,2270,33770.0,10675,3.16,0.06,84.77
1990-03-01,1,Toronto,2270,31467.0,9139,3.44,0.08,78.73
1990-06-01,2,Toronto,2270,28161.0,8160,3.45,0.1,70.25
1990-09-01,3,Toronto,2270,27488.0,7150,3.84,0.11,68.51
1990-12-01,4,Toronto,2270,24374.0,6277,3.88,0.18,60.57
1991-03-01,1,Toronto,2270,19230.0,4635,4.15,0.19,47.63
1991-06-01,2,Toronto,2270,18549.0,5869,3.16,0.11,45.78
1991-09-01,3,Toronto,2270,19594.0,7269,2.7,0.08,48.1
1991-12-01,4,Toronto,2270,17209.0,6006,2.87,0.09,42.09
1992-03-01,1,Toronto,2270,13965.0,4629,3.02,0.1,34.03
1992-06-01,2,Toronto,2270,15944.0,5536,2.88,0.1,38.72
1992-09-01,3,Toronto,2270,16315.0,5286,3.09,0.1,39.55
1992-12-01,4,Toronto,2270,15111.0,4980,3.03,0.09,36.49
1993-03-01,1,Toronto,2270,13945.0,4249,3.28,0.1,33.54
1993-06-01,2,Toronto,2270,15014.0,4886,3.07,0.09,35.96
1993-09-01,3,Toronto,2270,10500.0,4215,2.49,0.06,25.01
1993-12-01,4,Toronto,2270,11076.0,4157,2.66,0.06,26.26
1994-03-01,1,Toronto,2270,10268.0,3666,2.8,0.07,24.23
1994-06-01,2,Toronto,2270,11782.0,5195,2.27,0.05,27.67
1994-09-01,3,Toronto,2270,12849.0,6235,2.06,0.08,30.02
1994-12-01,4,Toronto,2270,12143.0,5895,2.06,0.07,28.24
1995-03-01,1,Toronto,2270,11609.0,4987,2.33,0.08,26.87
1995-06-01,2,Toronto,2270,11935.0,5323,2.24,0.08,27.49
1995-09-01,3,Toronto,2270,10925.0,4459,2.45,0.07,25.05
1995-12-01,4,Toronto,2270,12629.0,4571,2.76,0.08,28.81
1996-03-01,1,Toronto,2270,11456.0,4206,2.72,0.07,26.01
1996-06-01,2,Toronto,2270,12729.0,5871,2.17,0.05,28.75
1996-09-01,3,Toronto,2270,14021.0,6336,2.21,0.04,31.49
1996-12-01,4,Toronto,2270,13206.0,6441,2.05,0.03,29.51
1997-03-01,1,Toronto,2270,12842.0,6246,2.06,0.04,28.55
1997-06-01,2,Toronto,2270,13497.0,7620,1.77,0.03,29.86
1997-09-01,3,Toronto,2270,15224.0,8468,1.8,0.03,33.53
1997-12-01,4,Toronto,2270,15457.0,8594,1.8,0.03,33.88
1998-03-01,1,Toronto,2270,14686.0,7649,1.92,0.04,32.04
1998-06-01,2,Toronto,2270,15592.0,8344,1.87,0.04,33.86
1998-09-01,3,Toronto,2270,17494.0,8858,1.97,0.03,37.86
1998-12-01,4,Toronto,2270,20009.0,9889,2.02,0.03,43.1
1999-03-01,1,Toronto,2270,18347.0,8568,2.14,0.04,39.32
1999-06-01,2,Toronto,2270,21935.0,9767,2.25,0.04,46.77
1999-09-01,3,Toronto,2270,23256.0,9837,2.36,0.04,49.32
1999-12-01,4,Toronto,2270,25008.0,10541,2.37,0.05,52.73
2000-03-01,1,Toronto,2270,24501.0,9686,2.53,0.06,51.36
2000-06-01,2,Toronto,2270,26344.0,11360,2.32,0.05,54.88
2000-09-01,3,Toronto,2270,26702.0,11332,2.36,0.04,55.21
2000-12-01,4,Toronto,2270,30273.0,12561,2.41,0.04,62.2
2001-03-01,1,Toronto,2270,30135.0,11056,2.73,0.05,61.53
2001-06-01,2,Toronto,2270,34290.0,11905,2.88,0.06,69.58
2001-09-01,3,Toronto,2270,32813.0,9988,3.29,0.07,66.1
2001-12-01,4,Toronto,2270,34305.0,9708,3.53,0.09,68.72
2002-03-01,1,Toronto,2270,33840.0,9441,3.58,0.09,67.45
2002-06-01,2,Toronto,2270,35546.0,11639,3.05,0.08,70.53
2002-09-01,3,Toronto,2270,35380.0,11492,3.08,0.08,70.01
2002-12-01,4,Toronto,2270,33094.0,11458,2.89,0.07,65.23
2003-03-01,1,Toronto,2270,34198.0,10386,3.29,0.08,67.13
2003-06-01,2,Toronto,2270,35292.0,12355,2.86,0.07,69.0
2003-09-01,3,Toronto,2270,38220.0,13460,2.84,0.06,74.42
2003-12-01,4,Toronto,2270,39907.0,13321,3.0,0.06,77.4
2004-03-01,1,Toronto,2270,37983.0,11978,3.17,0.06,73.37
2004-06-01,2,Toronto,2270,39989.0,13724,2.91,0.05,76.94
2004-09-01,3,Toronto,2270,42718.0,13830,3.09,0.06,81.89
2004-12-01,4,Toronto,2270,42148.0,12774,3.3,0.06,80.48
2005-03-01,1,Toronto,2270,37525.0,10606,3.54,0.07,71.36
2005-06-01,2,Toronto,2270,42527.0,12334,3.45,0.08,80.55
2005-09-01,3,Toronto,2270,44563.0,12172,3.66,0.1,84.04
2005-12-01,4,Toronto,2270,44305.0,11715,3.78,0.12,83.22
2006-03-01,1,Toronto,2270,40582.0,10825,3.75,0.12,75.92
2006-06-01,2,Toronto,2270,43301.0,10978,3.94,0.14,80.7
2006-09-01,3,Toronto,2270,40763.0,10468,3.89,0.14,75.7
2006-12-01,4,Toronto,2270,42654.0,10866,3.93,0.15,78.91
2007-03-01,1,Toronto,2270,39920.0,9949,4.01,0.16,73.57
2007-06-01,2,Toronto,2270,43403.0,10969,3.96,0.14,79.68
2007-09-01,3,Toronto,2270,45304.0,11578,3.91,0.13,82.84
2007-12-01,4,Toronto,2270,45470.0,11622,3.91,0.14,82.82
2008-03-01,1,Toronto,2270,46189.0,11269,4.1,0.15,83.8
2008-06-01,2,Toronto,2270,47380.0,11355,4.17,0.17,85.62
2008-09-01,3,Toronto,2270,50675.0,10290,4.92,0.22,91.23
2008-12-01,4,Toronto,2270,50823.0,9066,5.61,0.28,91.13
2009-03-01,1,Toronto,2270,49508.0,7665,6.46,0.34,88.42
2009-06-01,2,Toronto,2270,45933.0,6897,6.66,0.38,81.7
2009-09-01,3,Toronto,2270,47732.0,6851,6.97,0.39,84.52
2009-12-01,4,Toronto,2270,48361.0,7967,6.07,0.32,85.29
2010-03-01,1,Toronto,2270,49023.0,8362,5.86,0.3,86.12
2010-06-01,2,Toronto,2270,48610.0,8113,5.99,0.3,85.06
2010-09-01,3,Toronto,2270,46104.0,7896,5.84,0.29,80.38
2010-12-01,4,Toronto,2270,46552.0,8151,5.71,0.25,80.86
2011-03-01,1,Toronto,2270,47432.0,8154,5.82,0.27,82.08
2011-06-01,2,Toronto,2270,48478.0,8891,5.45,0.22,83.58
2011-09-01,3,Toronto,2270,49765.0,9473,5.25,0.23,85.48
2011-12-01,4,Toronto,2270,52589.0,10496,5.01,0.22,90.01
2012-03-01,1,Toronto,2270,54687.0,9816,5.57,0.25,93.27
2012-06-01,2,Toronto,2270,59821.0,9665,6.19,0.3,101.68
2012-09-01,3,Toronto,2270,65940.0,10220,6.45,0.31,111.69
2012-12-01,4,Toronto,2270,68812.0,10480,6.57,0.32,116.18
2013-03-01,1,Toronto,2270,68002.0,9687,7.02,0.36,114.46
2013-06-01,2,Toronto,2270,66249.0,10192,6.5,0.33,111.18
