reference_period,ref_qq,metro,metcode,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
2000-06-01,2,Winnipeg,2680,775.0,555,1.4,0.0,11.17
2000-09-01,3,Winnipeg,2680,820.0,533,1.54,0.0,11.81
2000-12-01,4,Winnipeg,2680,732.0,443,1.65,0.0,10.53
2001-03-01,1,Winnipeg,2680,755.0,451,1.67,0.0,10.84
2001-06-01,2,Winnipeg,2680,571.0,470,1.21,0.01,8.19
2001-09-01,3,Winnipeg,2680,688.0,491,1.4,0.01,9.85
2001-12-01,4,Winnipeg,2680,663.0,446,1.49,0.01,9.48
2002-03-01,1,Winnipeg,2680,790.0,537,1.47,0.01,11.27
2002-06-01,2,Winnipeg,2680,814.0,644,1.26,0.0,11.6
2002-09-01,3,Winnipeg,2680,873.0,636,1.37,0.0,12.43
2002-12-01,4,Winnipeg,2680,898.0,665,1.35,0.0,12.76
2003-03-01,1,Winnipeg,2680,1011.0,807,1.25,0.0,14.34
2003-06-01,2,Winnipeg,2680,962.0,711,1.35,0.0,13.62
2003-09-01,3,Winnipeg,2680,1129.0,685,1.65,0.0,15.93
2003-12-01,4,Winnipeg,2680,1355.0,692,1.96,0.0,19.09
2004-03-01,1,Winnipeg,2680,1425.0,875,1.63,0.0,20.04
2004-06-01,2,Winnipeg,2680,1335.0,901,1.48,0.0,18.75
2004-09-01,3,Winnipeg,2680,1467.0,907,1.62,0.01,20.6
2004-12-01,4,Winnipeg,2680,1376.0,807,1.71,0.01,19.3
2005-03-01,1,Winnipeg,2680,1321.0,883,1.5,0.01,18.51
2005-06-01,2,Winnipeg,2680,1215.0,824,1.47,0.0,17.01
2005-09-01,3,Winnipeg,2680,1456.0,813,1.79,0.03,20.37
2005-12-01,4,Winnipeg,2680,1512.0,727,2.08,0.04,21.13
2006-03-01,1,Winnipeg,2680,1735.0,923,1.88,0.04,24.22
2006-06-01,2,Winnipeg,2680,1782.0,887,2.01,0.05,24.85
2006-09-01,3,Winnipeg,2680,1454.0,723,2.01,0.06,20.25
2006-12-01,4,Winnipeg,2680,1672.0,722,2.32,0.03,23.26
2007-03-01,1,Winnipeg,2680,2038.0,887,2.3,0.03,28.32
2007-06-01,2,Winnipeg,2680,2105.0,844,2.49,0.02,29.21
2007-09-01,3,Winnipeg,2680,2454.0,881,2.79,0.02,34.03
2007-12-01,4,Winnipeg,2680,2460.0,886,2.78,0.02,34.07
2008-03-01,1,Winnipeg,2680,2645.0,1035,2.56,0.03,36.56
2008-06-01,2,Winnipeg,2680,2549.0,1057,2.41,0.02,35.17
2008-09-01,3,Winnipeg,2680,2373.0,961,2.47,0.03,32.64
2008-12-01,4,Winnipeg,2680,1926.0,893,2.16,0.02,26.43
2009-03-01,1,Winnipeg,2680,1945.0,988,1.97,0.02,26.63
2009-06-01,2,Winnipeg,2680,1486.0,728,2.04,0.02,20.3
2009-09-01,3,Winnipeg,2680,1576.0,763,2.07,0.02,21.5
2009-12-01,4,Winnipeg,2680,1288.0,762,1.69,0.02,17.52
2010-03-01,1,Winnipeg,2680,1484.0,934,1.59,0.01,20.14
2010-06-01,2,Winnipeg,2680,1730.0,983,1.76,0.02,23.4
2010-09-01,3,Winnipeg,2680,2085.0,974,2.14,0.04,28.1
2010-12-01,4,Winnipeg,2680,2134.0,912,2.34,0.05,28.67
2011-03-01,1,Winnipeg,2680,2453.0,1127,2.18,0.05,32.84
2011-06-01,2,Winnipeg,2680,2277.0,1093,2.08,0.05,30.37
2011-09-01,3,Winnipeg,2680,2380.0,1106,2.15,0.04,31.6
2011-12-01,4,Winnipeg,2680,2276.0,1063,2.14,0.03,30.11
2012-03-01,1,Winnipeg,2680,2715.0,1309,2.07,0.03,35.8
2012-06-01,2,Winnipeg,2680,2961.0,1282,2.31,0.09,38.92
2012-09-01,3,Winnipeg,2680,3241.0,1334,2.43,0.11,42.49
2012-12-01,4,Winnipeg,2680,3083.0,1315,2.34,0.1,40.29
2013-03-01,1,Winnipeg,2680,3386.0,1269,2.67,0.14,44.1
2013-06-01,2,Winnipeg,2680,3865.0,1476,2.62,0.12,50.18
2013-09-01,3,Winnipeg,2680,4003.0,1238,3.23,0.17,51.77
2013-12-01,4,Winnipeg,2680,3896.0,1305,2.99,0.15,50.22
2014-03-01,1,Winnipeg,2680,3559.0,1169,3.04,0.15,45.73
2014-06-01,2,Winnipeg,2680,4143.0,1319,3.14,0.13,53.08
2014-09-01,3,Winnipeg,2680,4608.0,1450,3.18,0.17,58.96
2014-12-01,4,Winnipeg,2680,4555.0,1421,3.21,0.2,58.09
2015-03-01,1,Winnipeg,2680,4417.0,1284,3.44,0.22,56.11
2015-06-01,2,Winnipeg,2680,4286.0,1200,3.57,0.22,54.21
2015-09-01,3,Winnipeg,2680,5022.0,1259,3.99,0.24,63.15
2015-12-01,4,Winnipeg,2680,4606.0,1198,3.84,0.24,57.64
2016-03-01,1,Winnipeg,2680,4608.0,1140,4.04,0.26,57.38
2016-06-01,2,Winnipeg,2680,4655.0,1195,3.9,0.24,57.67
2016-09-01,3,Winnipeg,2680,5031.0,1270,3.96,0.25,61.97
2016-12-01,4,Winnipeg,2680,3988.0,1204,3.31,0.18,48.89
2017-03-01,1,Winnipeg,2680,4642.0,1325,3.5,0.2,56.64
2017-06-01,2,Winnipeg,2680,5469.0,1588,3.44,0.19,66.43
2017-09-01,3,Winnipeg,2680,5556.0,1657,3.35,0.18,67.2
2017-12-01,4,Winnipeg,2680,5121.0,1618,3.17,0.16,61.68
2018-03-01,1,Winnipeg,2680,4631.0,1521,3.04,0.16,55.56
2018-06-01,2,Winnipeg,2680,4824.0,1521,3.17,0.17,57.65
2018-09-01,3,Winnipeg,2680,5398.0,1552,3.48,0.2,64.21
2018-12-01,4,Winnipeg,2680,5374.0,1426,3.77,0.22,63.72
2019-03-01,1,Winnipeg,2680,5124.0,1301,3.94,0.23,60.59
2019-06-01,2,Winnipeg,2680,5945.0,1413,4.21,0.25,70.14
2019-09-01,3,Winnipeg,2680,5874.0,1416,4.15,0.26,69.28
2019-12-01,4,Winnipeg,2680,5753.0,1293,4.45,0.27,67.72
2020-03-01,1,Winnipeg,2680,6156.0,1303,4.72,0.28,72.3
2020-06-01,2,Winnipeg,2680,6705.0,1270,5.28,0.34,78.57
2020-09-01,3,Winnipeg,2680,5435.0,1170,4.65,0.3,63.64
2020-12-01,4,Winnipeg,2680,6193.0,1256,4.93,0.29,72.24
2021-03-01,1,Winnipeg,2680,5956.0,1310,4.55,0.24,69.17
2021-06-01,2,Winnipeg,2680,6474.0,1590,4.07,0.2,75.01
2021-09-01,3,Winnipeg,2680,6668.0,1800,3.7,0.17,77.0
2021-12-01,4,Winnipeg,2680,7029.0,1917,3.67,0.17,80.82
2022-03-01,1,Winnipeg,2680,7301.0,1834,3.98,0.2,83.58
2022-06-01,2,Winnipeg,2680,6998.0,1988,3.52,0.18,79.71
2022-09-01,3,Winnipeg,2680,7375.0,2248,3.28,0.16,83.55
2022-12-01,4,Winnipeg,2680,8128.0,2355,3.45,0.17,91.55
2023-03-01,1,Winnipeg,2680,8415.0,2147,3.92,0.22,94.1
2023-06-01,2,Winnipeg,2680,8051.0,1974,4.08,0.23,89.35
2023-09-01,3,Winnipeg,2680,7905.0,1786,4.43,0.24,87.05
2023-12-01,4,Winnipeg,2680,7947.0,1625,4.89,0.27,86.84
