reference_period,ref_qq,metro,metcode,FSA,dweltype,mkttycd,underconstr,num_structures,unitsperstructure,avgstorycount
1988-12-01,4,Calgary,0140,nan,2.0,2.0,2.0,1,2.0,0.0
1988-12-01,4,Calgary,0140,,5.0,1.0,3.0,1,3.0,0.0
1988-12-01,4,Calgary,0140,nan,5.0,1.0,8.0,2,4.0,0.0
1988-12-01,4,Calgary,0140,nan,4.0,1.0,21.0,3,7.0,0.0
1988-12-01,4,Calgary,0140,,1.0,1.0,22.0,22,1.0,0.0
1988-12-01,4,Calgary,0140,nan,4.0,2.0,76.0,3,25.33,0.0
1988-12-01,4,Calgary,0140,,2.0,1.0,4.0,2,2.0,0.0
1988-12-01,4,Calgary,0140,nan,1.0,1.0,1319.0,1319,1.0,0.0
1988-12-01,4,Calgary,0140,nan,2.0,1.0,226.0,113,2.0,0.0
1989-12-01,4,Calgary,0140,,2.0,1.0,2.0,1,2.0,0.0
1989-12-01,4,Calgary,0140,nan,5.0,0.0,30.0,1,30.0,0.0
1989-12-01,4,Calgary,0140,nan,2.0,0.0,24.0,12,2.0,0.0
1989-12-01,4,Calgary,0140,,1.0,1.0,15.0,15,1.0,0.0
1989-12-01,4,Calgary,0140,nan,4.0,0.0,47.0,2,23.5,0.0
1989-12-01,4,Calgary,0140,,1.0,0.0,1.0,1,1.0,0.0
1989-12-01,4,Calgary,0140,nan,5.0,1.0,13.0,4,3.25,0.0
1989-12-01,4,Calgary,0140,,5.0,2.0,144.0,12,12.0,0.0
1989-12-01,4,Calgary,0140,nan,4.0,3.0,42.0,7,6.0,0.0
1989-12-01,4,Calgary,0140,nan,5.0,3.0,4.0,1,4.0,0.0
1989-12-01,4,Calgary,0140,nan,2.0,1.0,246.0,123,2.0,0.0
1989-12-01,4,Calgary,0140,nan,2.0,2.0,20.0,10,2.0,0.0
1989-12-01,4,Calgary,0140,nan,4.0,2.0,12.0,3,4.0,0.0
1989-12-01,4,Calgary,0140,nan,1.0,0.0,238.0,238,1.0,0.0
1989-12-01,4,Calgary,0140,nan,1.0,2.0,6.0,6,1.0,0.0
1989-12-01,4,Calgary,0140,nan,4.0,1.0,139.0,31,4.48,0.0
1989-12-01,4,Calgary,0140,nan,5.0,2.0,110.0,10,11.0,0.0
1989-12-01,4,Calgary,0140,nan,1.0,1.0,1773.0,1773,1.0,0.0
1990-12-01,4,Calgary,0140,,2.0,1.0,2.0,1,2.0,0.0
1990-12-01,4,Calgary,0140,,2.0,3.0,44.0,22,2.0,0.0
1990-12-01,4,Calgary,0140,nan,1.0,0.0,42.0,42,1.0,0.0
1990-12-01,4,Calgary,0140,nan,1.0,1.0,1094.0,1094,1.0,0.0
1990-12-01,4,Calgary,0140,nan,4.0,0.0,66.0,1,66.0,0.0
1990-12-01,4,Calgary,0140,,1.0,0.0,1.0,1,1.0,0.0
1990-12-01,4,Calgary,0140,,4.0,2.0,24.0,5,4.8,0.0
1990-12-01,4,Calgary,0140,,1.0,1.0,16.0,16,1.0,0.0
1990-12-01,4,Calgary,0140,nan,5.0,2.0,90.0,6,15.0,0.33
1990-12-01,4,Calgary,0140,nan,2.0,3.0,24.0,12,2.0,0.0
1990-12-01,4,Calgary,0140,nan,2.0,1.0,18.0,9,2.0,0.0
1990-12-01,4,Calgary,0140,nan,4.0,3.0,281.0,41,6.85,0.0
1990-12-01,4,Calgary,0140,nan,2.0,2.0,12.0,6,2.0,0.0
1990-12-01,4,Calgary,0140,,4.0,3.0,67.0,17,3.94,0.0
1990-12-01,4,Calgary,0140,nan,2.0,0.0,20.0,10,2.0,0.0
1990-12-01,4,Calgary,0140,nan,4.0,2.0,150.0,20,7.5,0.0
1990-12-01,4,Calgary,0140,nan,5.0,0.0,32.0,1,32.0,0.0
1990-12-01,4,Calgary,0140,,2.0,2.0,4.0,2,2.0,0.0
1990-12-01,4,Calgary,0140,nan,5.0,3.0,366.0,8,45.75,1.5
1991-12-01,4,Calgary,0140,nan,4.0,1.0,69.0,2,34.5,0.0
1991-12-01,4,Calgary,0140,nan,4.0,3.0,185.0,25,7.4,0.0
1991-12-01,4,Calgary,0140,nan,1.0,0.0,7.0,7,1.0,0.0
1991-12-01,4,Calgary,0140,nan,4.0,0.0,17.0,1,17.0,0.0
1991-12-01,4,Calgary,0140,nan,5.0,1.0,4.0,1,4.0,0.0
1991-12-01,4,Calgary,0140,,2.0,1.0,8.0,4,2.0,0.0
1991-12-01,4,Calgary,0140,,4.0,2.0,24.0,5,4.8,0.0
1991-12-01,4,Calgary,0140,nan,5.0,3.0,37.0,4,9.25,0.0
1991-12-01,4,Calgary,0140,,1.0,1.0,18.0,18,1.0,0.0
1991-12-01,4,Calgary,0140,,1.0,0.0,1.0,1,1.0,0.0
1991-12-01,4,Calgary,0140,nan,5.0,2.0,39.0,3,13.0,0.0
1991-12-01,4,Calgary,0140,nan,1.0,2.0,3.0,3,1.0,0.0
1991-12-01,4,Calgary,0140,nan,2.0,1.0,78.0,39,2.0,0.0
1991-12-01,4,Calgary,0140,nan,5.0,0.0,12.0,2,6.0,0.0
1991-12-01,4,Calgary,0140,,4.0,3.0,67.0,17,3.94,0.0
1991-12-01,4,Calgary,0140,,2.0,3.0,44.0,22,2.0,0.0
1991-12-01,4,Calgary,0140,nan,1.0,1.0,1236.0,1236,1.0,0.0
1991-12-01,4,Calgary,0140,nan,4.0,2.0,85.0,5,17.0,0.0
1991-12-01,4,Calgary,0140,,2.0,2.0,6.0,3,2.0,0.0
1991-12-01,4,Calgary,0140,nan,2.0,0.0,34.0,17,2.0,0.0
1991-12-01,4,Calgary,0140,nan,2.0,2.0,8.0,4,2.0,0.0
1991-12-01,4,Calgary,0140,nan,2.0,3.0,40.0,20,2.0,0.0
1992-12-01,4,Calgary,0140,,2.0,3.0,48.0,24,2.0,0.0
1992-12-01,4,Calgary,0140,nan,4.0,1.0,26.0,5,5.2,0.0
1992-12-01,4,Calgary,0140,nan,2.0,0.0,10.0,5,2.0,0.0
1992-12-01,4,Calgary,0140,nan,2.0,1.0,92.0,46,2.0,0.0
1992-12-01,4,Calgary,0140,,4.0,3.0,36.0,7,5.14,0.0
1992-12-01,4,Calgary,0140,nan,5.0,3.0,28.0,5,5.6,0.0
1992-12-01,4,Calgary,0140,nan,1.0,1.0,1654.0,1654,1.0,0.0
1992-12-01,4,Calgary,0140,nan,2.0,3.0,116.0,58,2.0,0.0
1992-12-01,4,Calgary,0140,nan,4.0,4.0,62.0,11,5.64,0.0
1992-12-01,4,Calgary,0140,nan,5.0,1.0,4.0,1,4.0,0.0
1992-12-01,4,Calgary,0140,nan,5.0,2.0,80.0,2,40.0,0.0
1992-12-01,4,Calgary,0140,nan,1.0,3.0,2.0,2,1.0,0.0
1992-12-01,4,Calgary,0140,,1.0,1.0,3.0,3,1.0,0.0
1992-12-01,4,Calgary,0140,nan,4.0,3.0,291.0,64,4.55,0.0
1992-12-01,4,Calgary,0140,nan,2.0,2.0,2.0,1,2.0,0.0
1993-12-01,4,Calgary,0140,,1.0,1.0,1.0,1,1.0,0.0
1993-12-01,4,Calgary,0140,,2.0,3.0,44.0,22,2.0,0.0
1993-12-01,4,Calgary,0140,nan,2.0,3.0,112.0,56,2.0,0.0
1993-12-01,4,Calgary,0140,nan,5.0,3.0,122.0,11,11.09,0.0
1993-12-01,4,Calgary,0140,nan,2.0,2.0,12.0,6,2.0,0.0
1993-12-01,4,Calgary,0140,nan,2.0,1.0,82.0,41,2.0,0.0
1993-12-01,4,Calgary,0140,nan,4.0,2.0,40.0,3,13.33,0.0
1993-12-01,4,Calgary,0140,,4.0,3.0,12.0,2,6.0,0.0
1993-12-01,4,Calgary,0140,nan,1.0,2.0,1.0,1,1.0,0.0
1993-12-01,4,Calgary,0140,nan,4.0,1.0,35.0,5,7.0,0.0
1993-12-01,4,Calgary,0140,nan,1.0,1.0,1709.0,1709,1.0,0.0
1993-12-01,4,Calgary,0140,nan,4.0,3.0,453.0,106,4.27,0.0
1993-12-01,4,Calgary,0140,nan,5.0,2.0,6.0,1,6.0,0.0
1993-12-01,4,Calgary,0140,nan,2.0,0.0,6.0,3,2.0,0.0
1994-12-01,4,Calgary,0140,,4.0,3.0,12.0,2,6.0,0.0
1994-12-01,4,Calgary,0140,nan,4.0,1.0,54.0,9,6.0,0.0
1994-12-01,4,Calgary,0140,nan,2.0,3.0,134.0,67,2.0,0.0
1994-12-01,4,Calgary,0140,nan,4.0,2.0,4.0,1,4.0,0.0
1994-12-01,4,Calgary,0140,nan,4.0,3.0,536.0,127,4.22,0.0
1994-12-01,4,Calgary,0140,nan,5.0,2.0,55.0,2,27.5,0.0
1994-12-01,4,Calgary,0140,,1.0,1.0,2.0,2,1.0,0.0
1994-12-01,4,Calgary,0140,nan,2.0,1.0,116.0,58,2.0,0.0
1994-12-01,4,Calgary,0140,nan,1.0,1.0,1313.0,1313,1.0,0.0
1994-12-01,4,Calgary,0140,nan,5.0,1.0,11.0,3,3.67,0.0
1994-12-01,4,Calgary,0140,nan,5.0,3.0,601.0,25,24.04,0.0
1995-12-01,4,Calgary,0140,nan,2.0,1.0,80.0,40,2.0,0.0
1995-12-01,4,Calgary,0140,nan,5.0,3.0,529.0,16,33.06,0.0
1995-12-01,4,Calgary,0140,nan,1.0,1.0,1472.0,1472,1.0,0.0
1995-12-01,4,Calgary,0140,,1.0,1.0,2.0,2,1.0,0.0
1995-12-01,4,Calgary,0140,nan,4.0,3.0,559.0,112,4.99,0.0
1995-12-01,4,Calgary,0140,nan,2.0,3.0,146.0,73,2.0,0.0
1995-12-01,4,Calgary,0140,nan,4.0,1.0,63.0,15,4.2,0.0
1995-12-01,4,Calgary,0140,nan,5.0,1.0,4.0,1,4.0,0.0
1996-12-01,4,Calgary,0140,nan,2.0,1.0,90.0,45,2.0,0.0
1996-12-01,4,Calgary,0140,nan,1.0,3.0,1.0,1,1.0,0.0
1996-12-01,4,Calgary,0140,nan,4.0,1.0,20.0,4,5.0,0.0
1996-12-01,4,Calgary,0140,nan,4.0,3.0,423.0,96,4.41,0.0
1996-12-01,4,Calgary,0140,,1.0,1.0,4.0,4,1.0,0.0
1996-12-01,4,Calgary,0140,nan,1.0,1.0,1979.0,1979,1.0,0.0
1996-12-01,4,Calgary,0140,nan,2.0,2.0,2.0,1,2.0,0.0
1996-12-01,4,Calgary,0140,nan,2.0,3.0,136.0,68,2.0,0.0
1996-12-01,4,Calgary,0140,nan,5.0,2.0,6.0,1,6.0,0.0
1996-12-01,4,Calgary,0140,nan,5.0,1.0,5.0,1,5.0,0.0
1996-12-01,4,Calgary,0140,nan,4.0,2.0,3.0,1,3.0,0.0
1996-12-01,4,Calgary,0140,nan,5.0,3.0,512.0,21,24.38,0.0
1997-12-01,4,Calgary,0140,nan,1.0,3.0,11.0,11,1.0,0.0
1997-12-01,4,Calgary,0140,nan,1.0,1.0,3038.0,3038,1.0,0.0
1997-12-01,4,Calgary,0140,nan,5.0,1.0,20.0,4,5.0,0.0
1997-12-01,4,Calgary,0140,nan,4.0,1.0,15.0,3,5.0,0.0
1997-12-01,4,Calgary,0140,nan,5.0,2.0,105.0,1,105.0,0.0
1997-12-01,4,Calgary,0140,nan,4.0,3.0,729.0,162,4.5,0.0
1997-12-01,4,Calgary,0140,nan,2.0,1.0,150.0,75,2.0,0.0
1997-12-01,4,Calgary,0140,nan,2.0,3.0,148.0,74,2.0,0.0
1997-12-01,4,Calgary,0140,nan,5.0,3.0,986.0,33,29.88,0.0
1997-12-01,4,Calgary,0140,nan,4.0,2.0,5.0,1,5.0,0.0
1997-12-01,4,Calgary,0140,,1.0,1.0,3.0,3,1.0,0.0
1997-12-01,4,Calgary,0140,nan,2.0,2.0,2.0,1,2.0,0.0
1998-12-01,4,Calgary,0140,nan,2.0,1.0,156.0,78,2.0,0.0
1998-12-01,4,Calgary,0140,nan,1.0,1.0,2741.0,2741,1.0,0.0
1998-12-01,4,Calgary,0140,nan,5.0,2.0,44.0,2,22.0,2.5
1998-12-01,4,Calgary,0140,nan,1.0,3.0,35.0,35,1.0,0.0
1998-12-01,4,Calgary,0140,,1.0,1.0,6.0,6,1.0,0.0
1998-12-01,4,Calgary,0140,nan,2.0,3.0,202.0,101,2.0,0.0
1998-12-01,4,Calgary,0140,nan,4.0,3.0,583.0,123,4.74,0.0
1998-12-01,4,Calgary,0140,nan,5.0,3.0,1778.0,78,22.79,1.04
1998-12-01,4,Calgary,0140,nan,5.0,1.0,20.0,4,5.0,0.0
1998-12-01,4,Calgary,0140,nan,4.0,1.0,21.0,5,4.2,0.0
1998-12-01,4,Calgary,0140,T2E,1.0,1.0,1.0,1,1.0,0.0
1998-12-01,4,Calgary,0140,nan,2.0,2.0,2.0,1,2.0,0.0
1999-12-01,4,Calgary,0140,T2E,1.0,1.0,1.0,1,1.0,0.0
1999-12-01,4,Calgary,0140,,1.0,1.0,13.0,13,1.0,0.0
1999-12-01,4,Calgary,0140,nan,2.0,3.0,282.0,141,2.0,0.0
1999-12-01,4,Calgary,0140,nan,2.0,1.0,160.0,80,2.0,0.0
1999-12-01,4,Calgary,0140,nan,1.0,3.0,26.0,26,1.0,0.0
1999-12-01,4,Calgary,0140,,2.0,3.0,2.0,1,2.0,0.0
1999-12-01,4,Calgary,0140,nan,5.0,1.0,10.0,2,5.0,0.0
1999-12-01,4,Calgary,0140,nan,1.0,1.0,2232.0,2232,1.0,0.0
1999-12-01,4,Calgary,0140,nan,4.0,1.0,11.0,2,5.5,0.0
1999-12-01,4,Calgary,0140,nan,5.0,2.0,12.0,2,6.0,3.0
1999-12-01,4,Calgary,0140,,4.0,3.0,6.0,1,6.0,0.0
1999-12-01,4,Calgary,0140,nan,5.0,3.0,3169.0,84,37.73,1.18
1999-12-01,4,Calgary,0140,nan,4.0,3.0,619.0,128,4.84,0.0
2000-12-01,4,Calgary,0140,nan,1.0,1.0,2210.0,2210,1.0,0.0
2000-12-01,4,Calgary,0140,nan,2.0,1.0,198.0,99,2.0,0.0
2000-12-01,4,Calgary,0140,nan,2.0,2.0,2.0,1,2.0,0.0
2000-12-01,4,Calgary,0140,nan,4.0,3.0,724.0,151,4.79,0.0
2000-12-01,4,Calgary,0140,T2T,5.0,3.0,10.0,1,10.0,0.0
2000-12-01,4,Calgary,0140,nan,5.0,3.0,3439.0,69,49.84,2.03
2000-12-01,4,Calgary,0140,T2E,1.0,1.0,1.0,1,1.0,0.0
2000-12-01,4,Calgary,0140,nan,2.0,3.0,284.0,142,2.0,0.0
2000-12-01,4,Calgary,0140,nan,5.0,1.0,6.0,1,6.0,0.0
2000-12-01,4,Calgary,0140,nan,1.0,3.0,5.0,5,1.0,0.0
2000-12-01,4,Calgary,0140,,1.0,1.0,9.0,9,1.0,0.0
2001-12-01,4,Calgary,0140,nan,5.0,3.0,2470.0,48,51.46,1.13
2001-12-01,4,Calgary,0140,,1.0,1.0,8.0,8,1.0,0.0
2001-12-01,4,Calgary,0140,nan,5.0,2.0,450.0,3,150.0,1.0
2001-12-01,4,Calgary,0140,nan,1.0,3.0,4.0,4,1.0,0.0
2001-12-01,4,Calgary,0140,nan,2.0,3.0,252.0,126,2.0,0.0
2001-12-01,4,Calgary,0140,T2E,1.0,1.0,1.0,1,1.0,0.0
2001-12-01,4,Calgary,0140,T2T,5.0,3.0,10.0,1,10.0,0.0
2001-12-01,4,Calgary,0140,nan,5.0,1.0,6.0,1,6.0,0.0
2001-12-01,4,Calgary,0140,nan,4.0,3.0,800.0,175,4.57,0.0
2001-12-01,4,Calgary,0140,nan,2.0,1.0,182.0,91,2.0,0.0
2001-12-01,4,Calgary,0140,nan,1.0,1.0,2978.0,2978,1.0,0.0
2001-12-01,4,Calgary,0140,nan,4.0,1.0,3.0,1,3.0,0.0
2002-12-01,4,Calgary,0140,nan,5.0,1.0,10.0,2,5.0,0.0
2002-12-01,4,Calgary,0140,T2N,1.0,1.0,1.0,1,1.0,0.0
2002-12-01,4,Calgary,0140,T2V,1.0,1.0,1.0,1,1.0,0.0
2002-12-01,4,Calgary,0140,nan,2.0,1.0,262.0,131,2.0,0.0
2002-12-01,4,Calgary,0140,nan,1.0,3.0,16.0,16,1.0,0.0
2002-12-01,4,Calgary,0140,nan,2.0,2.0,2.0,1,2.0,0.0
2002-12-01,4,Calgary,0140,nan,4.0,1.0,22.0,6,3.67,0.0
2002-12-01,4,Calgary,0140,nan,5.0,3.0,2751.0,58,47.43,0.05
2002-12-01,4,Calgary,0140,nan,1.0,1.0,3955.0,3955,1.0,0.0
2002-12-01,4,Calgary,0140,T2E,1.0,1.0,1.0,1,1.0,0.0
2002-12-01,4,Calgary,0140,nan,2.0,3.0,266.0,133,2.0,0.0
2002-12-01,4,Calgary,0140,nan,4.0,3.0,824.0,160,5.15,0.0
2002-12-01,4,Calgary,0140,nan,5.0,2.0,546.0,5,109.2,0.0
2002-12-01,4,Calgary,0140,,1.0,1.0,4.0,4,1.0,0.0
2003-12-01,4,Calgary,0140,T2E,1.0,1.0,1.0,1,1.0,0.0
2003-12-01,4,Calgary,0140,nan,5.0,2.0,240.0,3,80.0,0.0
2003-12-01,4,Calgary,0140,T2T,1.0,1.0,1.0,1,1.0,0.0
2003-12-01,4,Calgary,0140,T2V,1.0,1.0,1.0,1,1.0,0.0
2003-12-01,4,Calgary,0140,nan,5.0,1.0,1.0,1,1.0,0.0
2003-12-01,4,Calgary,0140,T2S,1.0,1.0,1.0,1,1.0,0.0
2003-12-01,4,Calgary,0140,nan,4.0,1.0,31.0,9,3.44,0.0
2003-12-01,4,Calgary,0140,nan,4.0,3.0,853.0,160,5.33,0.0
2003-12-01,4,Calgary,0140,nan,1.0,1.0,3520.0,3520,1.0,0.0
2003-12-01,4,Calgary,0140,nan,2.0,1.0,344.0,172,2.0,0.0
2003-12-01,4,Calgary,0140,T2N,1.0,1.0,1.0,1,1.0,0.0
2003-12-01,4,Calgary,0140,nan,5.0,3.0,2953.0,58,50.91,0.0
2003-12-01,4,Calgary,0140,,1.0,1.0,1.0,1,1.0,0.0
2003-12-01,4,Calgary,0140,,2.0,3.0,4.0,2,2.0,0.0
2003-12-01,4,Calgary,0140,T2T,2.0,1.0,2.0,1,2.0,0.0
2003-12-01,4,Calgary,0140,nan,2.0,2.0,6.0,3,2.0,0.0
2003-12-01,4,Calgary,0140,nan,2.0,3.0,196.0,98,2.0,0.0
2003-12-01,4,Calgary,0140,T2E,5.0,3.0,8.0,1,8.0,0.0
2003-12-01,4,Calgary,0140,nan,1.0,3.0,1.0,1,1.0,0.0
2004-12-01,4,Calgary,0140,T2P,5.0,3.0,201.0,3,67.0,0.0
2004-12-01,4,Calgary,0140,T2T,5.0,3.0,10.0,1,10.0,0.0
2004-12-01,4,Calgary,0140,T2G,1.0,1.0,1.0,1,1.0,0.0
2004-12-01,4,Calgary,0140,T3B,1.0,1.0,1.0,1,1.0,0.0
2004-12-01,4,Calgary,0140,T3B,2.0,1.0,2.0,1,2.0,0.0
2004-12-01,4,Calgary,0140,nan,5.0,3.0,2462.0,52,47.35,0.0
2004-12-01,4,Calgary,0140,T2E,4.0,3.0,13.0,2,6.5,0.0
2004-12-01,4,Calgary,0140,T2H,1.0,1.0,1.0,1,1.0,0.0
2004-12-01,4,Calgary,0140,T2M,1.0,1.0,2.0,2,1.0,0.0
2004-12-01,4,Calgary,0140,T2N,2.0,1.0,4.0,2,2.0,0.0
2004-12-01,4,Calgary,0140,T3E,5.0,3.0,250.0,1,250.0,0.0
2004-12-01,4,Calgary,0140,nan,2.0,3.0,164.0,82,2.0,0.0
2004-12-01,4,Calgary,0140,T2R,5.0,3.0,351.0,1,351.0,0.0
2004-12-01,4,Calgary,0140,T2E,1.0,1.0,2.0,2,1.0,0.0
2004-12-01,4,Calgary,0140,T2Y,2.0,3.0,6.0,3,2.0,0.0
2004-12-01,4,Calgary,0140,nan,2.0,1.0,462.0,231,2.0,0.0
2004-12-01,4,Calgary,0140,nan,5.0,1.0,1.0,1,1.0,0.0
2004-12-01,4,Calgary,0140,,1.0,1.0,4.0,4,1.0,0.0
2004-12-01,4,Calgary,0140,T2B,4.0,3.0,8.0,2,4.0,0.0
2004-12-01,4,Calgary,0140,T2S,1.0,1.0,4.0,4,1.0,0.0
2004-12-01,4,Calgary,0140,T2E,5.0,3.0,133.0,4,33.25,0.0
2004-12-01,4,Calgary,0140,T3H,1.0,1.0,2.0,2,1.0,0.0
2004-12-01,4,Calgary,0140,T2L,1.0,1.0,1.0,1,1.0,0.0
2004-12-01,4,Calgary,0140,T2T,2.0,1.0,4.0,2,2.0,0.0
2004-12-01,4,Calgary,0140,T2W,4.0,3.0,6.0,1,6.0,0.0
2004-12-01,4,Calgary,0140,T3C,1.0,1.0,2.0,2,1.0,0.0
2004-12-01,4,Calgary,0140,nan,4.0,1.0,17.0,5,3.4,0.0
2004-12-01,4,Calgary,0140,T2C,4.0,1.0,3.0,1,3.0,0.0
2004-12-01,4,Calgary,0140,T2V,1.0,1.0,3.0,3,1.0,0.0
2004-12-01,4,Calgary,0140,nan,2.0,2.0,4.0,2,2.0,0.0
2004-12-01,4,Calgary,0140,T2C,5.0,3.0,151.0,2,75.5,0.0
2004-12-01,4,Calgary,0140,T2N,4.0,3.0,4.0,1,4.0,0.0
2004-12-01,4,Calgary,0140,T2G,5.0,3.0,365.0,2,182.5,0.0
2004-12-01,4,Calgary,0140,T2N,1.0,1.0,10.0,10,1.0,0.0
2004-12-01,4,Calgary,0140,T2T,1.0,1.0,8.0,8,1.0,0.0
2004-12-01,4,Calgary,0140,nan,4.0,3.0,585.0,112,5.22,0.0
2004-12-01,4,Calgary,0140,nan,5.0,2.0,463.0,4,115.75,0.0
2004-12-01,4,Calgary,0140,T2N,5.0,3.0,4.0,1,4.0,0.0
2004-12-01,4,Calgary,0140,T2Y,1.0,1.0,1.0,1,1.0,0.0
2004-12-01,4,Calgary,0140,,5.0,3.0,42.0,1,42.0,0.0
2004-12-01,4,Calgary,0140,nan,1.0,1.0,3414.0,3414,1.0,0.0
2004-12-01,4,Calgary,0140,nan,1.0,3.0,6.0,6,1.0,0.0
2004-12-01,4,Calgary,0140,,2.0,1.0,2.0,1,2.0,0.0
2004-12-01,4,Calgary,0140,,4.0,3.0,3.0,1,3.0,0.0
2005-12-01,4,Calgary,0140,T2H,1.0,1.0,8.0,8,1.0,0.0
2005-12-01,4,Calgary,0140,T2M,1.0,1.0,23.0,23,1.0,0.0
2005-12-01,4,Calgary,0140,T2X,5.0,3.0,7.0,1,7.0,0.0
2005-12-01,4,Calgary,0140,T2Y,2.0,1.0,10.0,5,2.0,0.0
2005-12-01,4,Calgary,0140,T2J,5.0,3.0,260.0,2,130.0,0.0
2005-12-01,4,Calgary,0140,,4.0,3.0,3.0,1,3.0,0.0
2005-12-01,4,Calgary,0140,,5.0,3.0,42.0,1,42.0,0.0
2005-12-01,4,Calgary,0140,T2C,2.0,1.0,2.0,1,2.0,0.0
2005-12-01,4,Calgary,0140,T2H,2.0,1.0,6.0,3,2.0,0.0
2005-12-01,4,Calgary,0140,T2L,1.0,1.0,5.0,5,1.0,0.0
2005-12-01,4,Calgary,0140,T2S,1.0,1.0,23.0,23,1.0,0.0
2005-12-01,4,Calgary,0140,T3B,2.0,1.0,8.0,4,2.0,0.0
2005-12-01,4,Calgary,0140,T3H,1.0,1.0,6.0,6,1.0,0.0
2005-12-01,4,Calgary,0140,T2K,2.0,1.0,4.0,2,2.0,0.0
2005-12-01,4,Calgary,0140,T2N,5.0,3.0,39.0,6,6.5,0.0
2005-12-01,4,Calgary,0140,T2Y,2.0,3.0,18.0,9,2.0,0.0
2005-12-01,4,Calgary,0140,T2E,1.0,1.0,36.0,36,1.0,0.0
2005-12-01,4,Calgary,0140,T3E,2.0,1.0,24.0,12,2.0,0.0
2005-12-01,4,Calgary,0140,T2C,4.0,1.0,19.0,6,3.17,0.0
2005-12-01,4,Calgary,0140,T2T,5.0,3.0,108.0,8,13.5,0.0
2005-12-01,4,Calgary,0140,T2Y,1.0,1.0,46.0,46,1.0,0.0
2005-12-01,4,Calgary,0140,T3B,1.0,1.0,5.0,5,1.0,0.0
2005-12-01,4,Calgary,0140,T2A,2.0,1.0,2.0,1,2.0,0.0
2005-12-01,4,Calgary,0140,T2C,4.0,3.0,23.0,3,7.67,0.0
2005-12-01,4,Calgary,0140,T2G,2.0,1.0,2.0,1,2.0,0.0
2005-12-01,4,Calgary,0140,T2T,2.0,1.0,70.0,35,2.0,0.0
2005-12-01,4,Calgary,0140,T3C,5.0,3.0,185.0,2,92.5,0.0
2005-12-01,4,Calgary,0140,nan,5.0,1.0,3.0,2,1.5,0.0
2005-12-01,4,Calgary,0140,T2E,2.0,1.0,48.0,24,2.0,0.0
2005-12-01,4,Calgary,0140,T2T,1.0,1.0,68.0,68,1.0,0.0
2005-12-01,4,Calgary,0140,T2W,4.0,3.0,18.0,3,6.0,0.0
2005-12-01,4,Calgary,0140,T3E,1.0,1.0,55.0,55,1.0,0.0
2005-12-01,4,Calgary,0140,T2R,5.0,3.0,512.0,2,256.0,0.0
2005-12-01,4,Calgary,0140,nan,1.0,1.0,3732.0,3732,1.0,0.0
2005-12-01,4,Calgary,0140,nan,4.0,3.0,692.0,124,5.58,0.0
2005-12-01,4,Calgary,0140,T2M,5.0,3.0,4.0,1,4.0,0.0
2005-12-01,4,Calgary,0140,nan,5.0,2.0,21.0,1,21.0,0.0
2005-12-01,4,Calgary,0140,T2G,5.0,3.0,541.0,3,180.33,0.0
2005-12-01,4,Calgary,0140,T2N,1.0,1.0,81.0,81,1.0,0.0
2005-12-01,4,Calgary,0140,T2B,4.0,3.0,32.0,8,4.0,0.0
2005-12-01,4,Calgary,0140,T2G,1.0,1.0,11.0,11,1.0,0.0
2005-12-01,4,Calgary,0140,T2M,2.0,1.0,34.0,17,2.0,0.0
2005-12-01,4,Calgary,0140,T3C,1.0,1.0,11.0,11,1.0,0.0
2005-12-01,4,Calgary,0140,nan,1.0,3.0,2.0,2,1.0,0.0
2005-12-01,4,Calgary,0140,T2R,4.0,3.0,7.0,1,7.0,0.0
2005-12-01,4,Calgary,0140,nan,2.0,3.0,162.0,81,2.0,0.0
2005-12-01,4,Calgary,0140,nan,5.0,3.0,1243.0,19,65.42,0.0
2005-12-01,4,Calgary,0140,,1.0,1.0,8.0,8,1.0,0.0
2005-12-01,4,Calgary,0140,T2E,2.0,3.0,4.0,2,2.0,0.0
2005-12-01,4,Calgary,0140,T2E,4.0,3.0,24.0,5,4.8,0.0
2005-12-01,4,Calgary,0140,T2J,1.0,1.0,3.0,3,1.0,0.0
2005-12-01,4,Calgary,0140,T2V,1.0,1.0,23.0,23,1.0,0.0
2005-12-01,4,Calgary,0140,T3E,5.0,3.0,309.0,5,61.8,0.0
2005-12-01,4,Calgary,0140,T2H,5.0,3.0,58.0,2,29.0,0.0
2005-12-01,4,Calgary,0140,T2K,1.0,1.0,4.0,4,1.0,0.0
2005-12-01,4,Calgary,0140,T2A,4.0,3.0,10.0,1,10.0,0.0
2005-12-01,4,Calgary,0140,T2N,2.0,1.0,38.0,19,2.0,0.0
2005-12-01,4,Calgary,0140,T2T,4.0,3.0,42.0,5,8.4,0.0
2005-12-01,4,Calgary,0140,T2V,2.0,1.0,8.0,4,2.0,0.0
2005-12-01,4,Calgary,0140,T3E,4.0,3.0,77.0,10,7.7,0.0
2005-12-01,4,Calgary,0140,T2C,5.0,3.0,339.0,4,84.75,0.0
2005-12-01,4,Calgary,0140,T2N,4.0,3.0,7.0,2,3.5,0.0
2005-12-01,4,Calgary,0140,nan,2.0,1.0,258.0,129,2.0,0.0
2005-12-01,4,Calgary,0140,T2N,5.0,1.0,2.0,1,2.0,0.0
2005-12-01,4,Calgary,0140,T2P,5.0,3.0,245.0,4,61.25,0.0
